Time(sec),A1NRY8F9U4AYE
139.0,-89.46301930339908
140.0,-89.07170583298364
141.0,-88.6803923625682
142.0,-88.28907889215274
143.0,-87.8977654217373
144.0,-87.50645195132186
145.0,-87.11513848090642
146.0,-86.72382501049097
147.0,-86.33251154007554
148.0,-85.94119806966009
149.0,-85.54988459924465
150.0,-85.15857112882921
151.0,-84.76725765841377
152.0,-84.37594418799833
153.0,-83.98463071758287
154.0,-83.59331724716745
155.0,-83.202003776752
156.0,-82.81069030633655
157.0,-82.4193768359211
158.0,-82.02806336550567
159.0,-81.63674989509022
160.0,-81.24543642467478
161.0,-80.85412295425934
162.0,-80.4628094838439
163.0,-80.07149601342846
164.0,-79.680182543013
165.0,-79.28886907259758
166.0,-78.89755560218212
167.0,-78.50624213176668
168.0,-78.11492866135123
169.0,-77.7236151909358
170.0,-77.33230172052035
171.0,-76.94098825010491
172.0,-76.54967477968947
173.0,-76.15836130927403
174.0,-75.76704783885859
175.0,-75.37573436844313
176.0,-74.98442089802771
177.0,-74.59310742761225
178.0,-74.20179395719681
179.0,-73.81048048678136
180.0,-73.41916701636593
181.0,-73.02785354595048
182.0,-72.63654007553504
183.0,-72.2452266051196
184.0,-71.85391313470416
185.0,-71.46259966428872
186.0,-71.07128619387326
187.0,-70.67997272345784
188.0,-70.28865925304238
189.0,-69.89734578262694
190.0,-69.50603231221149
191.0,-69.11471884179606
192.0,-68.72340537138061
193.0,-68.33209190096517
194.0,-67.94077843054973
195.0,-67.54946496013429
196.0,-67.15815148971885
197.0,-66.76683801930339
198.0,-66.37552454888797
199.0,-65.98421107847251
200.0,-65.59289760805707
201.0,-65.20158413764162
202.0,-64.81027066722619
203.0,-64.41895719681074
204.0,-64.0276437263953
205.0,-63.636330255979864
206.0,-63.24501678556442
207.0,-62.85370331514897
208.0,-62.46238984473352
209.0,-62.07107637431809
210.0,-61.67976290390264
211.0,-61.2884494334872
212.0,-60.897135963071754
213.0,-60.50582249265632
214.0,-60.114509022240874
215.0,-59.72319555182543
216.0,-59.331882081409994
217.0,-58.940568610994546
218.0,-58.5492551405791
219.0,-58.15794167016365
220.0,-57.76662819974822
221.0,-57.37531472933277
222.0,-56.98400125891733
223.0,-56.59268778850189
224.0,-56.20137431808645
225.0,-55.810060847671004
226.0,-55.418747377255556
227.0,-55.02743390684012
228.0,-54.636120436424676
229.0,-54.24480696600923
230.0,-53.85349349559378
231.0,-53.46218002517835
232.0,-53.0708665547629
233.0,-52.67955308434746
234.0,-52.28823961393202
235.0,-51.89692614351658
236.0,-51.50561267310113
237.0,-51.11429920268569
238.0,-50.722985732270246
239.0,-50.331672261854806
240.0,-49.94035879143936
241.0,-49.54904532102392
242.0,-49.15773185060848
243.0,-48.76641838019303
244.0,-48.37510490977759
245.0,-47.98379143936215
246.0,-47.59247796894671
247.0,-47.20116449853126
248.0,-46.80985102811582
249.0,-46.41853755770038
250.0,-46.027224087284935
251.0,-45.63591061686949
252.0,-45.24459714645405
253.0,-44.85328367603861
254.0,-44.46197020562316
255.0,-44.07065673520772
256.0,-43.67934326479228
257.0,-43.28802979437684
258.0,-42.89671632396139
259.0,-42.50540285354595
260.0,-42.11408938313051
261.0,-41.722775912715065
262.0,-41.331462442299625
263.0,-40.94014897188418
264.0,-40.54883550146874
265.0,-40.15752203105329
266.0,-39.76620856063785
267.0,-39.37489509022241
268.0,-38.98358161980697
269.0,-38.59226814939152
270.0,-38.20095467897608
271.0,-37.80964120856064
272.0,-37.418327738145194
273.0,-37.027014267729754
274.0,-36.63570079731431
275.0,-36.24438732689887
276.0,-35.85307385648342
277.0,-35.46176038606798
278.0,-35.07044691565254
279.0,-34.6791334452371
280.0,-34.28781997482166
281.0,-33.89650650440621
282.0,-33.50519303399077
283.0,-33.113879563575324
284.0,-32.722566093159884
285.0,-32.33125262274444
286.0,-31.939939152328996
287.0,-31.548625681913553
288.0,-31.157312211498112
289.0,-30.765998741082672
290.0,-30.374685270667225
291.0,-29.983371800251785
292.0,-29.59205832983634
293.0,-29.2007448594209
294.0,-28.809431389005454
295.0,-28.418117918590013
296.0,-28.026804448174566
297.0,-27.635490977759126
298.0,-27.244177507343682
299.0,-26.852864036928242
300.0,-26.461550566512802
301.0,-26.070237096097355
302.0,-25.678923625681914
303.0,-25.28761015526647
304.0,-24.89629668485103
305.0,-24.504983214435587
306.0,-24.113669744020143
307.0,-23.7223562736047
308.0,-23.331042803189256
309.0,-22.939729332773815
310.0,-22.54841586235837
311.0,-22.15710239194293
312.0,-21.765788921527484
313.0,-21.374475451112044
314.0,-20.9831619806966
315.0,-20.59184851028116
316.0,-20.200535039865716
317.0,-19.809221569450273
318.0,-19.41790809903483
319.0,-19.026594628619385
320.0,-18.635281158203945
321.0,-18.2439676877885
322.0,-17.85265421737306
323.0,-17.461340746957614
324.0,-17.070027276542174
325.0,-16.67871380612673
326.0,-16.28740033571129
327.0,-15.896086865295848
328.0,-15.504773394880402
329.0,-15.113459924464962
330.0,-14.722146454049517
331.0,-14.330832983634076
332.0,-13.939519513218633
333.0,-13.54820604280319
334.0,-13.156892572387747
335.0,-12.765579101972303
336.0,-12.374265631556861
337.0,-11.98295216114142
338.0,-11.591638690725976
339.0,-11.200325220310534
340.0,-10.80901174989509
341.0,-10.417698279479648
342.0,-10.026384809064204
343.0,-9.635071338648762
344.0,-9.24375786823332
345.0,-8.852444397817877
346.0,-8.461130927402433
347.0,-8.069817456986991
348.0,-7.678503986571549
349.0,-7.287190516156106
350.0,-6.895877045740663
351.0,-6.50456357532522
352.0,-6.113250104909777
353.0,-5.721936634494334
354.0,-5.330623164078892
355.0,-4.939309693663449
356.0,-4.547996223248008
357.0,-4.156682752832564
358.0,-3.7653692824171214
359.0,-3.3740558120016786
360.0,-2.982742341586237
361.0,-2.591428871170794
362.0,-2.200115400755351
363.0,-1.8088019303399079
364.0,-1.4174884599244648
365.0,-1.0261749895090233
366.0,-0.6348615190935802
367.0,-0.24354804867813726
368.0,0.14776542173730575
369.0,0.5390788921527487
370.0,0.9303923625681918
371.0,1.3217058329836333
372.0,1.7130193033990764
373.0,2.1043327738145194
374.0,2.4956462442299623
375.0,2.8869597146454056
376.0,3.278273185060847
377.0,3.66958665547629
378.0,4.060900125891733
379.0,4.4522135963071765
380.0,4.843527066722619
381.0,5.234840537138062
382.0,5.626154007553504
383.0,6.017467477968947
384.0,6.40878094838439
385.0,6.800094418799832
386.0,7.191407889215275
387.0,7.5827213596307175
388.0,7.974034830046159
389.0,8.365348300461601
390.0,8.756661770877045
391.0,9.147975241292489
392.0,9.53928871170793
393.0,9.930602182123373
394.0,10.321915652538816
395.0,10.713229122954258
396.0,11.104542593369702
397.0,11.495856063785144
398.0,11.887169534200588
399.0,12.27848300461603
400.0,12.669796475031472
401.0,13.061109945446916
402.0,13.45242341586236
403.0,13.843736886277801
404.0,14.235050356693245
405.0,14.626363827108685
406.0,15.01767729752413
407.0,15.40899076793957
408.0,15.800304238355016
409.0,16.19161770877046
410.0,16.5829311791859
411.0,16.974244649601342
412.0,17.365558120016786
413.0,17.75687159043223
414.0,18.14818506084767
415.0,18.539498531263114
416.0,18.930812001678554
417.0,19.322125472093997
418.0,19.71343894250944
419.0,20.104752412924885
420.0,20.49606588334033
421.0,20.88737935375577
422.0,21.278692824171213
423.0,21.670006294586653
424.0,22.0613197650021
425.0,22.45263323541754
426.0,22.843946705832984
427.0,23.235260176248424
428.0,23.626573646663868
429.0,24.01788711707931
430.0,24.409200587494755
431.0,24.8005140579102
432.0,25.19182752832564
433.0,25.583140998741083
434.0,25.974454469156523
435.0,26.36576793957197
436.0,26.75708140998741
437.0,27.148394880402854
438.0,27.539708350818294
439.0,27.93102182123374
440.0,28.322335291649182
441.0,28.713648762064622
442.0,29.10496223248007
443.0,29.49627570289551
444.0,29.88758917331095
445.0,30.278902643726394
446.0,30.67021611414184
447.0,31.06152958455728
448.0,31.45284305497272
449.0,31.844156525388165
450.0,32.235469995803605
451.0,32.62678346621905
452.0,33.01809693663449
453.0,33.40941040704994
454.0,33.80072387746538
455.0,34.19203734788082
456.0,34.58335081829627
457.0,34.97466428871171
458.0,35.36597775912715
459.0,35.75729122954259
460.0,36.148604699958035
461.0,36.539918170373475
462.0,36.93123164078892
463.0,37.32254511120436
464.0,37.71385858161981
465.0,38.10517205203525
466.0,38.49648552245069
467.0,38.88779899286614
468.0,39.27911246328158
469.0,39.67042593369702
470.0,40.06173940411246
471.0,40.453052874527906
472.0,40.844366344943346
473.0,41.235679815358786
474.0,41.62699328577423
475.0,42.01830675618968
476.0,42.40962022660512
477.0,42.80093369702056
478.0,43.19224716743601
479.0,43.58356063785145
480.0,43.97487410826689
481.0,44.36618757868233
482.0,44.757501049097776
483.0,45.148814519513216
484.0,45.540127989928656
485.0,45.931441460344104
486.0,46.32275493075955
487.0,46.71406840117499
488.0,47.10538187159043
489.0,47.49669534200588
490.0,47.88800881242132
491.0,48.27932228283676
492.0,48.6706357532522
493.0,49.061949223667646
494.0,49.45326269408309
495.0,49.84457616449853
496.0,50.235889634913974
497.0,50.62720310532942
498.0,51.01851657574486
499.0,51.4098300461603
500.0,51.80114351657575
501.0,52.19245698699119
502.0,52.58377045740663
503.0,52.97508392782207
504.0,53.36639739823752
505.0,53.75771086865295
506.0,54.1490243390684
507.0,54.540337809483844
508.0,54.93165127989929
509.0,55.32296475031474
510.0,55.71427822073017
511.0,56.10559169114562
512.0,56.49690516156106
513.0,56.8882186319765
514.0,57.27953210239194
515.0,57.67084557280739
516.0,58.06215904322282
517.0,58.45347251363827
518.0,58.844785984053715
519.0,59.23609945446915
520.0,59.627412924884595
521.0,60.01872639530004
522.0,60.41003986571549
523.0,60.80135333613093
524.0,61.19266680654637
525.0,61.58398027696181
526.0,61.97529374737726
527.0,62.36660721779269
528.0,62.75792068820814
529.0,63.149234158623585
530.0,63.54054762903902
531.0,63.931861099454466
532.0,64.3231745698699
533.0,64.71448804028536
534.0,65.1058015107008
535.0,65.49711498111624
536.0,65.88842845153168
537.0,66.27974192194714
538.0,66.67105539236256
539.0,67.06236886277802
540.0,67.45368233319346
541.0,67.8449958036089
542.0,68.23630927402434
543.0,68.62762274443978
544.0,69.01893621485523
545.0,69.41024968527067
546.0,69.80156315568611
547.0,70.19287662610155
548.0,70.584190096517
549.0,70.97550356693243
550.0,71.36681703734789
551.0,71.75813050776333
552.0,72.14944397817877
553.0,72.5407574485942
554.0,72.93207091900965
555.0,73.3233843894251
556.0,73.71469785984054
557.0,74.10601133025598
558.0,74.49732480067142
559.0,74.88863827108688
560.0,75.2799517415023
561.0,75.67126521191776
562.0,76.0625786823332
563.0,76.45389215274864
564.0,76.84520562316408
565.0,77.23651909357952
566.0,77.62783256399497
567.0,78.01914603441041
568.0,78.41045950482585
569.0,78.80177297524129
570.0,79.19308644565675
571.0,79.58439991607217
572.0,79.97571338648763
573.0,80.36702685690307
574.0,80.7583403273185
575.0,81.14965379773395
576.0,81.54096726814939
577.0,81.93228073856483
578.0,82.32359420898027
579.0,82.71490767939572
580.0,83.10622114981116
581.0,83.4975346202266
582.0,83.88884809064204
583.0,84.2801615610575
584.0,84.67147503147294
585.0,85.06278850188838
586.0,85.45410197230382
587.0,85.84541544271926
588.0,86.2367289131347
589.0,86.62804238355014
590.0,87.01935585396559
591.0,87.41066932438103
592.0,87.80198279479647
593.0,88.19329626521191
594.0,88.58460973562737
595.0,88.97592320604281
596.0,89.36723667645825
597.0,89.75855014687369
598.0,90.14986361728913
599.0,90.54117708770457
600.0,90.93249055812001
601.0,91.32380402853546
602.0,91.7151174989509
603.0,92.10643096936634
604.0,92.49774443978178
605.0,92.88905791019724
606.0,93.28037138061268
607.0,93.67168485102812
608.0,94.06299832144356
609.0,94.454311791859
610.0,94.84562526227444
611.0,95.23693873268988
612.0,95.62825220310533
613.0,95.94391950041607
614.0,95.88135593220338
615.0,95.76836158192091
616.0,95.65536723163841
617.0,95.54237288135593
618.0,95.42937853107345
619.0,95.31638418079095
620.0,95.20338983050848
621.0,95.09039548022598
622.0,94.9774011299435
623.0,94.86440677966102
624.0,94.75141242937852
625.0,94.63841807909606
626.0,94.52542372881355
627.0,94.41242937853107
628.0,94.2994350282486
629.0,94.18644067796609
630.0,94.07344632768363
631.0,94.00112994350283
632.0,94.0
633.0,94.0
634.0,94.0
635.0,94.0
636.0,94.0
637.0,94.0
638.0,94.0
639.0,94.0
640.0,94.0
