Time(sec),A1EUJEHDI66UT
139.0,52.85
140.0,68.90833333333333
141.0,89.37666666666667
142.0,99.55
143.0,100.0
144.0,100.0
145.0,100.0
146.0,100.0
147.0,100.0
148.0,100.0
149.0,99.97647058823529
150.0,99.73529411764706
151.0,97.2394783880403
152.0,95.30386740331491
153.0,94.78821362799263
154.0,94.27255985267035
155.0,93.75690607734806
156.0,93.24125230202579
157.0,92.7255985267035
158.0,92.20994475138122
159.0,91.69429097605894
160.0,91.17863720073665
161.0,90.66298342541437
162.0,90.14732965009208
163.0,89.6316758747698
164.0,89.11602209944752
165.0,88.60036832412523
166.0,88.08471454880295
167.0,87.56906077348066
168.0,87.05340699815838
169.0,86.53775322283609
170.0,86.02209944751381
171.0,85.50644567219153
172.0,84.99079189686924
173.0,84.47513812154696
174.0,83.95948434622468
175.0,83.44383057090239
176.0,82.92817679558011
177.0,82.41252302025782
178.0,81.89686924493554
179.0,81.38121546961325
180.0,80.86556169429097
181.0,80.3499079189687
182.0,79.8342541436464
183.0,79.31860036832413
184.0,78.80294659300185
185.0,78.28729281767956
186.0,77.77163904235728
187.0,77.25598526703499
188.0,76.74033149171271
189.0,76.22467771639042
190.0,75.70902394106814
191.0,75.19337016574586
192.0,74.67771639042357
193.0,74.16206261510129
194.0,73.646408839779
195.0,73.13075506445672
196.0,72.61510128913444
197.0,72.09944751381215
198.0,71.66114180478822
199.0,71.60957642725599
200.0,71.60957642725599
201.0,71.60957642725599
202.0,71.60957642725599
203.0,71.60957642725599
204.0,71.60957642725599
205.0,71.60957642725599
206.0,71.60957642725599
207.0,71.60957642725599
208.0,71.53222836095765
209.0,71.06813996316758
210.0,70.5524861878453
211.0,70.03683241252303
212.0,69.52117863720073
213.0,69.00552486187846
214.0,68.48987108655616
215.0,67.97421731123389
216.0,67.45856353591161
217.0,66.94290976058932
218.0,66.42725598526704
219.0,65.91160220994475
220.0,65.39594843462247
221.0,64.88029465930019
222.0,64.3646408839779
223.0,63.848987108655614
224.0,63.333333333333336
225.0,62.81767955801105
226.0,62.30202578268877
227.0,61.78637200736648
228.0,61.2707182320442
229.0,60.75506445672191
230.0,60.23941068139963
231.0,59.72375690607735
232.0,59.20810313075507
233.0,58.69244935543278
234.0,58.1767955801105
235.0,57.661141804788215
236.0,57.14548802946594
237.0,56.629834254143645
238.0,56.11418047882137
239.0,55.598526703499076
240.0,55.0828729281768
241.0,54.56721915285451
242.0,54.051565377532235
243.0,53.53591160220994
244.0,53.02025782688766
245.0,52.50460405156538
246.0,51.9889502762431
247.0,51.47329650092081
248.0,50.957642725598525
249.0,50.44198895027624
250.0,49.92633517495396
251.0,49.41068139963168
252.0,48.89502762430939
253.0,48.37937384898711
254.0,47.86372007366482
255.0,47.348066298342545
256.0,46.83241252302026
257.0,46.316758747697975
258.0,45.80110497237569
259.0,45.285451197053405
260.0,44.76979742173113
261.0,44.25414364640884
262.0,43.73848987108656
263.0,43.22283609576427
264.0,42.70718232044199
265.0,42.19152854511971
266.0,41.675874769797424
267.0,41.16022099447514
268.0,40.644567219152854
269.0,40.12891344383057
270.0,39.61325966850829
271.0,39.09760589318601
272.0,38.58195211786372
273.0,38.06629834254144
274.0,37.55064456721915
275.0,37.034990791896874
276.0,36.51933701657459
277.0,36.003683241252304
278.0,35.48802946593002
279.0,34.972375690607734
280.0,34.45672191528545
281.0,33.94106813996317
282.0,33.425414364640886
283.0,32.9097605893186
284.0,32.394106813996316
285.0,31.878453038674035
286.0,31.362799263351747
287.0,30.84714548802947
288.0,30.33149171270718
289.0,29.815837937384902
290.0,29.300184162062617
291.0,28.78453038674033
292.0,28.26887661141805
293.0,27.753222836095762
294.0,27.237569060773478
295.0,26.7219152854512
296.0,26.20626151012891
297.0,25.690607734806633
298.0,25.174953959484345
299.0,24.659300184162063
300.0,24.14364640883978
301.0,23.627992633517493
302.0,23.112338858195216
303.0,22.596685082872924
304.0,22.081031307550646
305.0,21.56537753222836
306.0,21.049723756906076
307.0,20.534069981583798
308.0,20.018416206261506
309.0,19.502762430939228
310.0,18.987108655616943
311.0,18.471454880294658
312.0,17.95580110497238
313.0,17.440147329650088
314.0,16.92449355432781
315.0,16.408839779005525
316.0,15.89318600368324
317.0,15.377532228360959
318.0,14.86187845303867
319.0,14.346224677716393
320.0,13.830570902394106
321.0,13.314917127071823
322.0,12.799263351749541
323.0,12.283609576427253
324.0,11.767955801104975
325.0,11.252302025782686
326.0,10.736648250460405
327.0,10.220994475138124
328.0,9.705340699815835
329.0,9.189686924493557
330.0,8.674033149171269
331.0,8.158379373848987
332.0,7.642725598526704
333.0,7.1270718232044175
334.0,6.61141804788214
335.0,6.095764272559849
336.0,5.58011049723757
337.0,5.0644567219152865
338.0,4.548802946593
339.0,4.033149171270722
340.0,3.51749539594843
341.0,3.001841620626152
342.0,2.486187845303867
343.0,1.970534069981582
344.0,1.4548802946593042
345.0,0.9392265193370122
346.0,0.4235727440147343
347.0,-0.09208103130755205
348.0,-0.6077348066298356
349.0,-1.1233885819521148
350.0,-1.6390423572744055
351.0,-2.1546961325966834
352.0,-2.6703499079189696
353.0,-3.1860036832412533
354.0,-3.701657458563534
355.0,-4.217311233885823
356.0,-4.732965009208101
357.0,-5.248618784530389
358.0,-5.764272559852671
359.0,-6.2799263351749515
360.0,-6.795580110497241
361.0,-7.311233885819519
362.0,-7.826887661141808
363.0,-8.342541436464089
364.0,-8.85819521178637
365.0,-9.373848987108659
366.0,-9.889502762430936
367.0,-10.405156537753225
368.0,-10.920810313075506
369.0,-11.436464088397788
370.0,-11.952117863720076
371.0,-12.467771639042354
372.0,-12.983425414364643
373.0,-13.499079189686924
374.0,-14.014732965009207
375.0,-14.530386740331494
376.0,-15.046040515653772
377.0,-15.56169429097606
378.0,-16.07734806629834
379.0,-16.593001841620627
380.0,-17.10865561694291
381.0,-17.62430939226519
382.0,-18.13996316758748
383.0,-18.65561694290976
384.0,-19.171270718232044
385.0,-19.68692449355433
386.0,-20.202578268876607
387.0,-20.7182320441989
388.0,-21.233885819521177
389.0,-21.749539594843462
390.0,-22.265193370165747
391.0,-22.780847145488025
392.0,-23.296500920810317
393.0,-23.812154696132595
394.0,-24.32780847145488
395.0,-24.843462246777165
396.0,-25.359116022099446
397.0,-25.87476979742173
398.0,-26.39042357274401
399.0,-26.906077348066297
400.0,-27.421731123388582
401.0,-27.937384898710867
402.0,-28.453038674033156
403.0,-28.968692449355434
404.0,-29.484346224677722
405.0,-30.0
406.0,-30.515653775322285
407.0,-31.031307550644566
408.0,-31.546961325966844
409.0,-32.062615101289126
410.0,-32.578268876611425
411.0,-33.09392265193371
412.0,-33.60957642725599
413.0,-34.125230202578265
414.0,-34.64088397790054
415.0,-35.15653775322284
416.0,-35.67219152854513
417.0,-36.187845303867405
418.0,-36.70349907918968
419.0,-37.21915285451196
420.0,-37.73480662983426
421.0,-38.250460405156545
422.0,-38.76611418047882
423.0,-39.2817679558011
424.0,-39.79742173112338
425.0,-40.313075506445685
426.0,-40.82872928176796
427.0,-41.34438305709024
428.0,-41.86003683241252
429.0,-42.375690607734796
430.0,-42.8913443830571
431.0,-43.40699815837938
432.0,-43.92265193370166
433.0,-44.438305709023936
434.0,-44.953959484346214
435.0,-45.46961325966852
436.0,-45.9852670349908
437.0,-46.500920810313076
438.0,-47.016574585635354
439.0,-47.53222836095763
440.0,-48.04788213627994
441.0,-48.563535911602216
442.0,-49.079189686924494
443.0,-49.59484346224677
444.0,-50.11049723756905
445.0,-50.626151012891356
446.0,-51.14180478821363
447.0,-51.65745856353591
448.0,-52.17311233885819
449.0,-52.688766114180474
450.0,-53.20441988950277
451.0,-53.72007366482505
452.0,-54.23572744014733
453.0,-54.75138121546961
454.0,-55.267034990791885
455.0,-55.78268876611419
456.0,-56.29834254143647
457.0,-56.81399631675875
458.0,-57.329650092081025
459.0,-57.84530386740331
460.0,-58.36095764272561
461.0,-58.87661141804789
462.0,-59.392265193370164
463.0,-59.90791896869244
464.0,-60.423572744014734
465.0,-60.939226519337026
466.0,-61.454880294659304
467.0,-61.97053406998158
468.0,-62.48618784530386
469.0,-63.001841620626145
470.0,-63.517495395948444
471.0,-64.03314917127072
472.0,-64.548802946593
473.0,-65.06445672191528
474.0,-65.58011049723757
475.0,-66.09576427255986
476.0,-66.61141804788214
477.0,-67.12707182320442
478.0,-67.6427255985267
479.0,-68.15837937384899
480.0,-68.67403314917128
481.0,-69.18968692449356
482.0,-69.70534069981584
483.0,-70.22099447513811
484.0,-70.7366482504604
485.0,-71.2523020257827
486.0,-71.76795580110497
487.0,-72.28360957642725
488.0,-72.79926335174953
489.0,-73.31491712707182
490.0,-73.83057090239411
491.0,-74.34622467771639
492.0,-74.86187845303867
493.0,-75.37753222836095
494.0,-75.89318600368324
495.0,-76.40883977900553
496.0,-76.92449355432781
497.0,-77.44014732965009
498.0,-77.95580110497237
499.0,-78.47145488029466
500.0,-78.98710865561695
501.0,-79.50276243093923
502.0,-80.0184162062615
503.0,-80.53406998158378
504.0,-81.04972375690609
505.0,-81.56537753222837
506.0,-82.08103130755065
507.0,-82.59668508287292
508.0,-83.1123388581952
509.0,-83.62799263351751
510.0,-84.14364640883979
511.0,-84.65930018416206
512.0,-85.17495395948434
513.0,-85.69060773480662
514.0,-86.20626151012893
515.0,-86.7219152854512
516.0,-87.23756906077348
517.0,-87.75322283609576
518.0,-88.26887661141805
519.0,-88.78453038674034
520.0,-89.30018416206262
521.0,-89.82099447513812
522.0,-90.66666666666666
523.0,-91.69797421731124
524.0,-92.7292817679558
525.0,-93.76058931860038
526.0,-94.79189686924494
527.0,-95.82320441988949
528.0,-96.85451197053408
529.0,-97.88581952117863
530.0,-98.91712707182322
531.0,-96.84570069280014
532.0,-79.1694246031746
533.0,-67.5905315614618
534.0,-64.93456995201181
535.0,-62.27860834256184
536.0,-59.62264673311186
537.0,-56.966685123661875
538.0,-54.310723514211894
539.0,-51.65476190476191
540.0,-48.99880029531193
541.0,-46.34283868586195
542.0,-43.68687707641196
543.0,-41.030915466961986
544.0,-38.9327057954965
545.0,-38.7733480989295
546.0,-38.7733480989295
547.0,-38.7733480989295
548.0,-38.7733480989295
549.0,-38.7733480989295
550.0,-38.7733480989295
551.0,-38.7733480989295
552.0,-38.7733480989295
553.0,-38.7733480989295
554.0,-38.215596160945005
555.0,-35.71899224806202
556.0,-33.063030638612034
557.0,-30.407069029162056
558.0,-27.751107419712078
559.0,-25.095145810262096
560.0,-22.439184200812115
561.0,-19.78322259136213
562.0,-17.12726098191215
563.0,-14.47129937246217
564.0,-11.815337763012186
565.0,-9.159376153562205
566.0,-6.503414544112223
567.0,-3.847452934662242
568.0,-1.1914913252122603
569.0,1.4644702842377213
570.0,4.120431893687704
571.0,6.776393503137685
572.0,9.432355112587667
573.0,12.088316722037648
574.0,14.74427833148763
575.0,17.40023994093761
576.0,20.05620155038759
577.0,22.712163159837576
578.0,25.368124769287554
579.0,28.024086378737536
580.0,30.680047988187518
581.0,34.16466408268734
582.0,45.17333333333333
583.0,53.43833333333333
584.0,62.94500000000001
585.0,72.49166666666666
586.0,79.69878968253968
587.0,88.01824494949496
588.0,96.6980341880342
589.0,100.0
590.0,100.0
591.0,100.0
592.0,100.0
593.0,100.0
594.0,100.0
595.0,100.0
596.0,100.0
597.0,100.0
598.0,100.0
599.0,100.0
600.0,100.0
601.0,100.0
602.0,100.0
603.0,100.0
604.0,100.0
605.0,100.0
606.0,100.0
607.0,100.0
608.0,100.0
609.0,100.0
610.0,100.0
611.0,100.0
612.0,100.0
613.0,100.0
614.0,100.0
615.0,100.0
616.0,100.0
617.0,100.0
618.0,100.0
619.0,100.0
620.0,100.0
621.0,100.0
622.0,100.0
623.0,100.0
624.0,100.0
625.0,100.0
626.0,100.0
627.0,100.0
628.0,100.0
629.0,100.0
630.0,100.0
631.0,100.0
632.0,100.0
633.0,100.0
634.0,100.0
635.0,100.0
636.0,100.0
637.0,100.0
638.0,100.0
639.0,100.0
640.0,100.0
641.0,100.0
642.0,100.0
643.0,100.0
644.0,100.0
645.0,100.0
646.0,100.0
647.0,100.0
648.0,100.0
649.0,100.0
650.0,100.0
651.0,100.0
652.0,100.0
653.0,100.0
654.0,100.0
655.0,100.0
656.0,100.0
657.0,100.0
658.0,100.0
659.0,100.0
660.0,100.0
661.0,100.0
662.0,100.0
663.0,100.0
664.0,100.0
665.0,100.0
666.0,100.0
667.0,100.0
668.0,100.0
669.0,100.0
670.0,100.0
671.0,100.0
672.0,100.0
673.0,100.0
674.0,100.0
675.0,100.0
676.0,100.0
677.0,100.0
678.0,100.0
679.0,100.0
680.0,100.0
681.0,100.0
682.0,100.0
683.0,100.0
684.0,100.0
685.0,100.0
686.0,100.0
687.0,100.0
688.0,100.0
689.0,100.0
690.0,100.0
691.0,100.0
692.0,100.0
693.0,100.0
694.0,100.0
695.0,100.0
696.0,100.0
697.0,100.0
698.0,100.0
699.0,100.0
700.0,100.0
701.0,100.0
702.0,100.0
703.0,100.0
704.0,100.0
705.0,100.0
706.0,100.0
707.0,100.0
708.0,100.0
709.0,100.0
710.0,100.0
