,A1NRY8F9U4AYE,A3TDR6MXS6UO5,A2YP8M9VHFXZV
175866,,,100.0
175880,,,100.0
175908,,,100.0
175934,,,100.0
175960,,,100.0
175986,,,100.0
176013,,,100.0
176039,,,100.0
176065,,,100.0
176091,,,100.0
176106,,,100.0
176133,,,100.0
176159,,,100.0
176185,,,100.0
180624,,,100.0
180644,,,100.0
180648,,,100.0
180663,,,100.0
180667,,,100.0
180683,,,100.0
180689,,,100.0
180703,,,100.0
180710,,,100.0
180724,,,100.0
180729,,,100.0
180744,,,100.0
180748,,,100.0
180764,,,100.0
180767,,,100.0
180784,,,100.0
180787,,,100.0
180803,,,100.0
180808,,,100.0
180824,,,100.0
180946,,,100.0
180964,,,100.0
180968,,,100.0
180984,,,100.0
180987,,,100.0
181004,,,100.0
181008,,,100.0
181045,,,100.0
181126,,,100.0
181145,,,100.0
181150,,,100.0
181165,,,100.0
181168,,,100.0
181185,,,100.0
181188,,,100.0
181204,,,100.0
181208,,,100.0
181225,,,100.0
181228,,,100.0
181245,,,100.0
181249,,,100.0
181265,,,100.0
181270,,,100.0
181285,,,100.0
181289,,,100.0
181305,,,100.0
181308,,,100.0
181325,,,100.0
181329,,,100.0
181345,,,100.0
181348,,,100.0
181365,,,100.0
181369,,,100.0
181386,,,100.0
181389,,,100.0
181406,,,100.0
181409,,,100.0
181426,,,100.0
181430,,,100.0
181446,,,100.0
181449,,,100.0
181466,,,100.0
181469,,,100.0
181486,,,100.0
181489,,,100.0
181506,,,100.0
181509,,,100.0
181526,,,100.0
181535,,,100.0
181566,,,100.0
181569,,,100.0
181586,,,100.0
181589,,,100.0
181606,,,100.0
181609,,,100.0
181626,,,100.0
181632,,,100.0
181646,,,100.0
181650,,,100.0
181666,,,100.0
181670,,,100.0
181687,,,100.0
181690,,,100.0
181706,,,100.0
181711,,,100.0
181726,,,100.0
181732,,,100.0
181747,,,100.0
181751,,,100.0
181767,,,100.0
181770,,,100.0
181786,,,100.0
181792,,,100.0
181807,,,100.0
181811,,,100.0
181827,,,100.0
181831,,,100.0
181847,,,100.0
181850,,,100.0
181867,,,100.0
181871,,,100.0
181887,,,100.0
181891,,,100.0
181907,,,100.0
181914,,,100.0
181927,,,100.0
181931,,,100.0
181947,,,100.0
181951,,,100.0
181967,,,100.0
181970,,,100.0
181987,,,100.0
181991,,,100.0
182007,,,100.0
182011,,,100.0
182028,,,100.0
182031,,,100.0
182047,,,100.0
182051,,,100.0
182067,,,100.0
182072,,,100.0
182087,,,100.0
182091,,,100.0
182108,,,100.0
182112,,,100.0
182128,,,100.0
182132,,,100.0
182148,,,100.0
182151,,,100.0
182168,,,100.0
182171,,,100.0
182188,,,100.0
182192,,,100.0
182208,,,100.0
182212,,,100.0
182228,,,100.0
182232,,,100.0
182248,,,100.0
182252,,,100.0
182268,,,100.0
182271,,,100.0
182288,,,100.0
182292,,,100.0
182308,,,100.0
182313,,,100.0
182328,,,100.0
182332,,,100.0
182348,,,100.0
182352,,,100.0
182369,,,100.0
182374,,,100.0
182389,,,100.0
182394,,,100.0
182408,,,100.0
182414,,,100.0
182429,,,100.0
182433,,,100.0
182449,,,100.0
182453,,,100.0
182469,,,100.0
182473,,,100.0
182489,,,100.0
182494,,,100.0
182509,,,100.0
182515,,,100.0
182529,,,100.0
182536,,,100.0
182549,,,100.0
182554,,,100.0
182569,,,100.0
182573,,,100.0
182589,,,100.0
182593,,,100.0
182609,,,100.0
182612,,,100.0
182629,,,100.0
182634,,,100.0
182649,,,100.0
182654,,,100.0
182669,,,100.0
182673,,,100.0
182689,,,100.0
182694,,,100.0
182710,,,100.0
182714,,,100.0
182730,,,100.0
182734,,,100.0
182750,,,100.0
182754,,,100.0
182770,,,100.0
182774,,,100.0
182790,,,100.0
182794,,,100.0
182810,,,100.0
182814,,,100.0
182830,,,100.0
182835,,,100.0
182850,,,100.0
182857,,,100.0
182870,,,100.0
182875,,,100.0
182890,,,100.0
182894,,,100.0
182910,,,100.0
182915,,,100.0
182930,,,100.0
182935,,,100.0
182950,,,100.0
182957,,,100.0
182970,,,100.0
182975,,,100.0
182990,,,100.0
182995,,,100.0
183010,,,100.0
183015,,,100.0
183030,,,100.0
183035,,,100.0
183051,,,100.0
183056,,,100.0
183071,,,100.0
183075,,,100.0
183090,,,100.0
183095,,,100.0
183111,,,100.0
183115,,,100.0
183131,,,100.0
183135,,,100.0
183151,,,100.0
183155,,,100.0
183171,,,100.0
183175,,,100.0
183191,,,100.0
183195,,,100.0
183211,,,100.0
183215,,,100.0
183231,,,100.0
183235,,,100.0
183251,,,100.0
183255,,,100.0
183271,,,100.0
183276,,,100.0
183291,,,100.0
183295,,,100.0
183311,,,100.0
183316,,,100.0
183331,,,100.0
183336,,,100.0
183351,,,100.0
183355,,,100.0
183371,,,100.0
183376,,,100.0
183392,,,100.0
183396,,,100.0
183411,,,100.0
183416,,,100.0
183432,,,100.0
183436,,,100.0
183452,,,100.0
183456,,,100.0
183472,,,100.0
183479,,,100.0
183492,,,100.0
183498,,,100.0
183513,,,100.0
183518,,,100.0
183532,,,100.0
183543,,,100.0
183572,,,100.0
183576,,,100.0
183592,,,100.0
183596,,,100.0
183612,,,100.0
183755,,,100.0
183774,,,100.0
183778,,,100.0
183792,,,100.0
183797,,,100.0
183813,,,100.0
183817,,,100.0
183833,,,100.0
183837,,,100.0
183853,,,100.0
183857,,,100.0
183873,,,100.0
183879,,,100.0
183893,,,100.0
184035,,,100.0
184054,,,100.0
184059,,,100.0
184073,,,100.0
184078,,,100.0
184094,,,100.0
184099,,,100.0
184114,,,100.0
184121,,,100.0
184133,,,100.0
184138,,,100.0
184154,,,100.0
188157,,,100.0
188174,,,100.0
188191,,,100.0
188210,,,100.0
188244,,,100.0
188280,,,100.0
188296,,,100.0
188314,,,100.0
188330,,,100.0
188357,,,100.0
188373,,,100.0
188390,,,100.0
188408,,,100.0
188426,,,100.0
188443,,,100.0
188479,,,100.0
188496,,,100.0
188513,,,100.0
188531,,,100.0
188549,,,100.0
188565,,,100.0
188584,,,100.0
188590,,,100.0
188607,,,100.0
188626,,,100.0
188644,,,100.0
188661,,,100.0
188677,,,100.0
188696,,,100.0
188713,,,100.0
188731,,,100.0
188749,,,100.0
188765,,,100.0
188784,,,100.0
188797,,,100.0
188862,,,100.0
188896,,,100.0
188913,,,100.0
188947,,,100.0
188966,,,100.0
188983,,,100.0
189001,,,100.0
189007,,,100.0
189026,,,100.0
189042,,,100.0
189060,,,100.0
189077,,,100.0
189096,,,100.0
189113,,,100.0
189129,,,100.0
189148,,,100.0
189165,,,100.0
189182,,,100.0
189201,,,100.0
189217,,,100.0
189224,,,100.0
189242,,,100.0
189259,,,100.0
189277,,,100.0
189295,,,100.0
189312,,,100.0
189329,,,100.0
189347,,,100.0
189366,,,100.0
189383,,,100.0
189418,,,100.0
189442,,,100.0
189460,,,100.0
189478,,,100.0
189496,,,100.0
189512,,,100.0
189530,,,100.0
189547,,,100.0
189564,,,100.0
189583,,,100.0
189599,,,100.0
189617,,,100.0
189635,,,100.0
189641,,,100.0
189659,,,100.0
189677,,,100.0
189694,,,100.0
189712,,,100.0
189729,,,100.0
191045,,,100.0
191060,,,100.0
191068,,,100.0
191078,,,100.0
191092,,,100.0
191130,,,100.0
191138,,,100.0
191165,,,100.0
191172,,,100.0
191183,,,100.0
191194,,,100.0
191207,,,100.0
191215,,,100.0
191225,,,100.0
191235,,,100.0
191242,,,100.0
191249,,,100.0
191260,,,100.0
191267,,,100.0
191294,,,100.0
191307,,,100.0
191330,,,100.0
191341,,,100.0
191366,,,100.0
191372,,,100.0
191400,,,100.0
191410,,,100.0
191418,,,100.0
191424,,,100.0
191428,,,100.0
191438,,,100.0
191461,,,100.0
191469,,,100.0
191481,,,100.0
191489,,,100.0
191495,,,100.0
191508,,,100.0
191549,,,100.0
191555,,,100.0
191583,,,100.0
191593,,,100.0
191602,,,100.0
191613,,,100.0
191619,,,100.0
191624,,,100.0
191625,,,100.0
191633,,,100.0
191643,,,100.0
191651,,,100.0
191661,,,100.0
191685,,,100.0
191696,,,100.0
191704,,,100.0
191713,,,100.0
191727,,,100.0
191732,,,100.0
191740,,,100.0
191749,,,100.0
191774,,,100.0
191784,,,100.0
191792,,,100.0
191801,,,100.0
191826,,,100.0
191837,,,100.0
191849,,,100.0
191862,,,100.0
191871,,,100.0
191879,,,100.0
191892,,,100.0
191896,,,100.0
191905,,,100.0
191914,,,100.0
191938,,,100.0
191950,,,100.0
191958,,,100.0
191967,,,100.0
191993,,,100.0
192002,,,100.0
192015,,,100.0
192020,,,100.0
192027,,,100.0
192038,,,100.0
192049,,,100.0
192061,,,100.0
192070,,,100.0
192079,,,100.0
192108,,,100.0
192115,,,100.0
192123,,,100.0
192132,,,100.0
192156,,,100.0
192167,,,100.0
192190,,,100.0
192203,,,100.0
192215,,,100.0
192220,,,100.0
192229,,,100.0
192238,,,100.0
192246,,,100.0
192254,,,100.0
192268,,,100.0
192273,,,100.0
192277,,,100.0
192280,,,100.0
192291,,,100.0
192297,,,100.0
192314,,,100.0
192321,,,100.0
192347,,,100.0
192351,,,100.0
192361,,,100.0
192368,,,100.0
192376,,,100.0
192385,,,100.0
192409,,,100.0
192421,,,100.0
192444,,,100.0
192455,,,100.0
192479,,,100.0
192481,,,100.0
192490,,,100.0
192498,,,100.0
192528,,,100.0
192536,,,100.0
192543,,,100.0
192550,,,100.0
192563,,,100.0
192568,,,100.0
192577,,,100.0
192586,,,100.0
192609,,,100.0
192621,,,100.0
192648,,,100.0
192656,,,100.0
192666,,,100.0
192673,,,100.0
192703,,,100.0
192717,,,100.0
192743,,,100.0
192751,,,100.0
192777,,,100.0
192787,,,100.0
192812,,,100.0
192822,,,100.0
192832,,,100.0
192839,,,100.0
192869,,,100.0
192874,,,100.0
192888,,,100.0
192893,,,100.0
192902,,,100.0
192905,,,100.0
192916,,,100.0
192929,,,100.0
192934,,,100.0
192943,,,100.0
192951,,,100.0
192959,,,100.0
192969,,,100.0
192996,,,100.0
193005,,,100.0
193032,,,100.0
193040,,,100.0
193069,,,100.0
193075,,,100.0
193083,,,100.0
193092,,,100.0
193116,,,100.0
193127,,,100.0
193134,,,100.0
193143,,,100.0
193152,,,100.0
193162,,,100.0
193170,,,100.0
193199,,,100.0
193205,,,100.0
193235,,,100.0
193240,,,100.0
193250,,,100.0
193258,,,100.0
193283,,,100.0
193293,,,100.0
193323,,,100.0
193328,,,100.0
193332,,,100.0
193334,,,100.0
193362,,,100.0
193371,,,100.0
193398,,,100.0
193406,,,100.0
193415,,,100.0
193422,,,100.0
193436,,,100.0
193441,,,100.0
193449,,,100.0
193458,,,100.0
193481,,,100.0
193494,,,100.0
193502,,,100.0
193510,,,100.0
193540,,,100.0
193546,,,100.0
193556,,,100.0
193571,,,100.0
193581,,,100.0
193588,,,100.0
193616,,,100.0
193623,,,100.0
193650,,,100.0
193659,,,100.0
193670,,,100.0
193680,,,100.0
193704,,,100.0
193711,,,100.0
193736,,,100.0
193748,,,100.0
193769,,,100.0
193784,,,100.0
193799,,,100.0
193804,,,100.0
193819,,,100.0
193824,,,100.0
193828,,,100.0
193842,,,100.0
193851,,,100.0
193859,,,100.0
193864,,,100.0
193877,,,100.0
193887,,,100.0
193894,,,100.0
193898,,,100.0
193912,,,100.0
193917,,,100.0
193932,,,100.0
193951,,,100.0
193968,,,100.0
193976,,,100.0
193982,,,100.0
193990,,,100.0
193994,,,100.0
194007,,,100.0
194019,,,100.0
194025,,,100.0
194029,,,100.0
194042,,,100.0
194051,,,100.0
194060,,,100.0
194064,,,100.0
194077,,,100.0
194083,,,100.0
194094,,,100.0
194105,,,100.0
194112,,,100.0
194117,,,100.0
194130,,,100.0
194140,,,100.0
194148,,,100.0
194153,,,100.0
194165,,,100.0
194174,,,100.0
194182,,,100.0
194187,,,100.0
194189,,,100.0
194194,,,100.0
194208,,,100.0
194218,,,100.0
194225,,,100.0
194229,,,100.0
194243,,,100.0
194248,,,100.0
194260,,,100.0
194272,,,100.0
194285,,,100.0
194290,,,100.0
194298,,,100.0
194322,,,100.0
194332,,,100.0
194343,,,100.0
194349,,,100.0
194353,,,100.0
194365,,,100.0
194370,,,100.0
194383,,,100.0
194393,,,100.0
194401,,,100.0
194405,,,100.0
194408,,,100.0
194413,,,100.0
194425,,,100.0
194436,,,100.0
194442,,,100.0
194448,,,100.0
194460,,,100.0
194472,,,100.0
194478,,,100.0
194483,,,100.0
194496,,,100.0
194501,,,100.0
194513,,,100.0
194524,,,100.0
194531,,,100.0
194536,,,100.0
194548,,,100.0
194559,,,100.0
194566,,,100.0
194573,,,100.0
194584,,,100.0
194594,,,100.0
194601,,,100.0
194606,,,100.0
194610,,,100.0
194614,,,100.0
194626,,,100.0
194637,,,100.0
194643,,,100.0
194649,,,100.0
194661,,,100.0
194666,,,100.0
194681,,,100.0
194701,,,100.0
194714,,,100.0
194724,,,100.0
194732,,,100.0
194736,,,100.0
194749,,,100.0
194812,,,100.0
194839,,,100.0
194864,,,100.0
194881,,,100.0
194907,,,100.0
194984,,,100.0
195013,,,100.0
195041,,,100.0
195132,,,100.0
195159,,,100.0
195184,,,100.0
195210,,,100.0
195305,,,100.0
195333,,,100.0
195358,,,100.0
195384,,,100.0
195410,,,100.0
195463,,,100.0
195490,,,100.0
195505,,,100.0
195532,,,100.0
195558,,,100.0
195585,,,100.0
195610,,,100.0
195636,,,100.0
195663,,,100.0
195689,,,100.0
195715,,,100.0
195730,,,100.0
195757,,,100.0
195845,,,100.0
195863,,,100.0
195889,,,100.0
195914,,,100.0
195930,,,100.0
195956,,,100.0
195983,,,100.0
196009,,,100.0
196035,,,100.0
196061,,,100.0
196088,,,100.0
196114,,,100.0
196140,,,100.0
196156,,,100.0
196183,,,100.0
196209,,,100.0
196235,,,100.0
196261,,,100.0
196287,,,100.0
196314,,,100.0
196340,,,100.0
196356,,,100.0
196382,,,100.0
196409,,,100.0
196435,,,100.0
196461,,,100.0
196487,,,100.0
196515,,,100.0
196540,,,100.0
196566,,,100.0
196581,,,100.0
196608,,,100.0
196635,,,100.0
196661,,,100.0
196687,,,100.0
196712,,,100.0
196740,,,100.0
196766,,,100.0
196781,,,100.0
196808,,,100.0
196834,,,100.0
196860,,,100.0
196886,,,100.0
196913,,,100.0
196938,,,100.0
196965,,,100.0
196992,,,100.0
197007,,,100.0
197033,,,100.0
197060,,,100.0
197086,,,100.0
197112,,,100.0
197138,,,100.0
197165,,,100.0
197191,,,100.0
197207,,,100.0
197233,,,100.0
197260,,,100.0
197286,,,100.0
197312,,,100.0
197338,,,100.0
197364,,,100.0
197391,,,100.0
197411,,,100.0
197417,,,100.0
197425,,,100.0
197433,,,100.0
197458,,,100.0
197460,,,100.0
197467,,,100.0
197480,,,100.0
197486,,,100.0
197487,,,100.0
197496,,,100.0
197503,,,100.0
197512,,,100.0
197520,,,100.0
197532,,,100.0
197538,,,100.0
197541,,,100.0
197548,,,100.0
197560,,,100.0
197564,,,100.0
197584,,,100.0
197591,,,100.0
197594,,,100.0
197607,,,100.0
197617,,,100.0
197618,,,100.0
197625,,,100.0
197632,,,100.0
197643,,,100.0
197653,,,100.0
197658,,,100.0
197661,,,100.0
197668,,,100.0
197679,,,100.0
197684,,,100.0
197687,,,100.0
197711,,,100.0
197713,,,100.0
197726,,,100.0
197737,,,100.0
197749,,,100.0
197759,,,100.0
197763,,,100.0
197784,,,100.0
197789,,,100.0
197791,,,100.0
197801,,,100.0
197809,,,100.0
197816,,,100.0
197826,,,100.0
197832,,,100.0
197842,,,100.0
197858,,,100.0
197861,,,100.0
197868,,,100.0
197879,,,100.0
197884,,,100.0
197887,,,100.0
197911,,,100.0
197914,,,100.0
197923,,,100.0
197931,,,100.0
197937,,,100.0
197938,,,100.0
197963,,,100.0
197967,,,100.0
197978,,,100.0
197989,,,100.0
198001,,,100.0
198010,,,100.0
198015,,,100.0
198022,,,100.0
198026,,,100.0
198042,,,100.0
198044,,,100.0
198052,,,100.0
198058,,,100.0
198063,,,100.0
198071,,,100.0
198084,,,100.0
198096,,,100.0
198105,,,100.0
198110,,,100.0
198116,,,100.0
198125,,,100.0
198137,,,100.0
198150,,,100.0
198157,,,100.0
198163,,,100.0
198168,,,100.0
198175,,,100.0
198189,,,100.0
198202,,,100.0
198211,,,100.0
198215,,,100.0
198220,,,100.0
198228,,,100.0
198239,,,100.0
198242,,,100.0
198248,,,100.0
198262,,,100.0
198269,,,100.0
198282,,,100.0
198290,,,100.0
198297,,,100.0
198307,,,100.0
198317,,,100.0
198327,,,100.0
198351,,,100.0
198953,,,100.0
198970,,,100.0
198974,,,100.0
198988,,,100.0
198993,,,100.0
199004,,,100.0
199008,,,100.0
199022,,,100.0
199026,,,100.0
199039,,,100.0
199044,,,100.0
199056,,,100.0
199060,,,100.0
199075,,,100.0
199079,,,100.0
199092,,,100.0
199099,,,100.0
199117,,,100.0
199121,,,100.0
199133,,,100.0
199142,,,100.0
199155,,,100.0
199163,,,100.0
199187,,,100.0
199193,,,100.0
199205,,,100.0
199209,,,100.0
199223,,,100.0
199227,,,100.0
199239,,,100.0
199245,,,100.0
199257,,,100.0
199262,,,100.0
199275,,,100.0
199280,,,100.0
199293,,,100.0
199297,,,100.0
199300,,,100.0
199306,,,100.0
199316,,,100.0
199322,,,100.0
199334,,,100.0
199338,,,100.0
199352,,,100.0
199356,,,100.0
199370,,,100.0
199374,,,100.0
199388,,,100.0
199392,,,100.0
199405,,,100.0
199409,,,100.0
199422,,,100.0
199428,,,100.0
199441,,,100.0
199447,,,100.0
199458,,,100.0
199462,,,100.0
199475,,,100.0
199480,,,100.0
199494,,,100.0
199499,,,100.0
199511,,,100.0
199515,,,100.0
199528,,,100.0
199535,,,100.0
199538,,,100.0
199552,,,100.0
199557,,,100.0
199571,,,100.0
199575,,,100.0
199588,,,100.0
199593,,,100.0
199607,,,100.0
199613,,,100.0
199622,,,100.0
199629,,,100.0
199640,,,100.0
199645,,,100.0
199659,,,100.0
199665,,,100.0
199676,,,100.0
199683,,,100.0
199695,,,100.0
199701,,,100.0
199710,,,100.0
199716,,,100.0
199729,,,100.0
199732,,,100.0
199735,,,100.0
199739,,,100.0
199753,,,100.0
199758,,,100.0
199772,,,100.0
199777,,,100.0
199789,,,100.0
199793,,,100.0
199805,,,100.0
199812,,,100.0
199825,,,100.0
199833,,,100.0
199841,,,100.0
199846,,,100.0
199860,,,100.0
199868,,,100.0
199876,,,100.0
199886,,,100.0
199911,,,100.0
199917,,,100.0
199929,,,100.0
199933,,,100.0
199946,,,100.0
199951,,,100.0
199953,,,100.0
199959,,,100.0
199971,,,100.0
199976,,,100.0
199989,,,100.0
199995,,,100.0
200007,,,100.0
200020,,,100.0
200079,,,100.0
200085,,,100.0
200094,,,100.0
200099,,,100.0
200112,,,100.0
200115,,,100.0
200129,,,100.0
200133,,,100.0
200147,,,100.0
200151,,,100.0
200154,,,100.0
200157,,,100.0
200172,,,100.0
200175,,,100.0
200189,,,100.0
200194,,,100.0
200207,,,100.0
200210,,,100.0
200224,,,100.0
200227,,,100.0
200242,,,100.0
200246,,,100.0
200260,,,100.0
200263,,,100.0
200276,,,100.0
200281,,,100.0
200294,,,100.0
200298,,,100.0
200313,,,100.0
200323,,,100.0
200330,,,100.0
200334,,,100.0
200348,,,100.0
200352,,,100.0
200365,,,100.0
200369,,,100.0
200382,,,100.0
200389,,,100.0
200392,,,100.0
200407,,,100.0
200411,,,100.0
200424,,,100.0
200430,,,100.0
200443,,,100.0
200447,,,100.0
200461,,,100.0
200464,,,100.0
200479,,,100.0
200485,,,100.0
200495,,,100.0
200505,,,100.0
200513,,,100.0
200516,,,100.0
200530,,,100.0
200534,,,100.0
200548,,,100.0
200552,,,100.0
200565,,,100.0
200570,,,100.0
200583,,,100.0
200586,,,100.0
200590,,,100.0
200594,,,100.0
200608,,,100.0
200612,,,100.0
200625,,,100.0
200629,,,100.0
200643,,,100.0
200646,,,100.0
200660,,,100.0
200665,,,100.0
200678,,,100.0
200687,,,100.0
200713,,,100.0
200718,,,100.0
200731,,,100.0
200736,,,100.0
200749,,,100.0
200754,,,100.0
200765,,,100.0
200771,,,100.0
200783,,,100.0
200788,,,100.0
200801,,,100.0
200806,,,100.0
200808,,,100.0
200814,,,100.0
200826,,,100.0
200830,,,100.0
200843,,,100.0
200848,,,100.0
200860,,,100.0
200867,,,100.0
200878,,,100.0
200883,,,100.0
200896,,,100.0
200901,,,100.0
200914,,,100.0
200918,,,100.0
200931,,,100.0
200937,,,100.0
200950,,,100.0
200955,,,100.0
200966,,,100.0
200973,,,100.0
200985,,,100.0
200990,,,100.0
201002,,,100.0
201007,,,100.0
201009,,,100.0
201014,,,100.0
201026,,,100.0
204858,,,100.0
204892,,,100.0
204918,,,100.0
204944,,,100.0
204970,,,100.0
204996,,,100.0
205023,,,100.0
205050,,,100.0
205075,,,100.0
205101,,,100.0
205117,,,100.0
205144,,,100.0
205170,,,100.0
205196,,,100.0
205222,,,100.0
205249,,,100.0
205275,,,100.0
205301,,,100.0
205316,,,100.0
205343,,,100.0
205370,,,100.0
205396,,,100.0
205422,,,100.0
205448,,,100.0
205475,,,100.0
205501,,,100.0
205527,,,100.0
205542,,,100.0
205569,,,100.0
205595,,,100.0
205622,,,100.0
205648,,,100.0
205673,,,100.0
205700,,,100.0
205727,,,100.0
205742,,,100.0
205768,,,100.0
205795,,,100.0
205821,,,100.0
205848,,,100.0
205873,,,100.0
205902,,,100.0
205927,,,100.0
205953,,,100.0
205968,,,100.0
205994,,,100.0
206021,,,100.0
206047,,,100.0
206073,,,100.0
206099,,,100.0
206126,,,100.0
206152,,,100.0
206168,,,100.0
206194,,,100.0
206221,,,100.0
206247,,,100.0
206273,,,100.0
206299,,,100.0
206325,,,100.0
206352,,,100.0
206378,,,100.0
206393,,,100.0
206419,,,100.0
206450,,,100.0
206476,,,100.0
206506,,,100.0
206552,,,100.0
206577,,,100.0
206593,,,100.0
206619,,,100.0
206645,,,100.0
206672,,,100.0
206698,,,100.0
206724,,,100.0
206751,,,100.0
206778,,,100.0
206804,,,100.0
206819,,,100.0
206845,,,100.0
206872,,,100.0
206898,,,100.0
206925,,,100.0
206950,,,100.0
206977,,,100.0
207003,,,100.0
207019,,,100.0
207045,,,100.0
207071,,,100.0
207098,,,100.0
207124,,,100.0
207150,,,100.0
207229,,,100.0
207244,,,100.0
207270,,,100.0
207297,,,100.0
207323,,,100.0
207349,,,100.0
207375,,,100.0
207401,,,100.0
207429,,,100.0
207444,,,100.0
207470,,,100.0
207496,,,100.0
207523,,,100.0
207550,,,100.0
207575,,,100.0
207601,,,100.0
207629,,,100.0
207655,,,100.0
207671,,,100.0
207696,,,100.0
207722,,,100.0
207749,,,100.0
207776,,,100.0
207801,,,100.0
207828,,,100.0
207854,,,100.0
207870,,,100.0
207896,,,100.0
207922,,,100.0
207949,,,100.0
211005,,,100.0
211032,,,100.0
211057,,,100.0
211074,,,100.0
211101,,,100.0
211126,,,100.0
211153,,,100.0
211178,,,100.0
211205,,,100.0
211231,,,100.0
211258,,,100.0
211284,,,100.0
211300,,,100.0
211326,,,100.0
211352,,,100.0
211378,,,100.0
211405,,,100.0
211431,,,100.0
211457,,,100.0
211483,,,100.0
211509,,,100.0
211525,,,100.0
211551,,,100.0
211577,,,100.0
211604,,,100.0
211631,,,100.0
211657,,,100.0
211683,,,100.0
211709,,,100.0
211725,,,100.0
211751,,,100.0
211777,,,100.0
211803,,,100.0
211829,,,100.0
211856,,,100.0
211882,,,100.0
211908,,,100.0
211934,,,100.0
211951,,,100.0
211977,,,100.0
212003,,,100.0
212029,,,100.0
212056,,,100.0
212083,,,100.0
212109,,,100.0
212135,,,100.0
212151,,,100.0
212177,,,100.0
212203,,,100.0
212229,,,100.0
212255,,,100.0
212282,,,100.0
212308,,,100.0
212334,,,100.0
212360,,,100.0
212376,,,100.0
212403,,,100.0
212429,,,100.0
212454,,,100.0
212482,,,100.0
212508,,,100.0
212534,,,100.0
212560,,,100.0
212575,,,100.0
212602,,,100.0
212628,,,100.0
212654,,,100.0
212680,,,100.0
212707,,,100.0
212733,,,100.0
212759,,,100.0
212785,,,100.0
212802,,,100.0
212828,,,100.0
212854,,,100.0
212881,,,100.0
212906,,,100.0
212934,,,100.0
212959,,,100.0
212986,,,100.0
213001,,,100.0
213028,,,100.0
213054,,,100.0
213080,,,100.0
213159,,,100.0
213187,,,100.0
213211,,,100.0
213227,,,100.0
213253,,,100.0
213280,,,100.0
213305,,,100.0
213332,,,100.0
213359,,,100.0
213385,,,100.0
213411,,,100.0
213426,,,100.0
213453,,,100.0
213479,,,100.0
213505,,,100.0
213531,,,100.0
213557,,,100.0
213584,,,100.0
213610,,,100.0
213636,,,100.0
213652,,,100.0
213679,,,100.0
213705,,,100.0
213731,,,100.0
213758,,,100.0
213785,,,100.0
213811,,,100.0
213837,,,100.0
213852,,,100.0
213879,,,100.0
213905,,,100.0
213931,,,100.0
213957,,,100.0
213985,,,100.0
214010,,,100.0
214036,,,100.0
221700,,,100.0
221716,,,100.0
221737,,,100.0
221747,,,100.0
221773,,,100.0
221778,,,100.0
221788,,,100.0
221795,,,100.0
221808,,,100.0
221815,,,100.0
221824,,,100.0
221828,,,100.0
221842,,,100.0
221852,,,100.0
221860,,,100.0
221864,,,100.0
221876,,,100.0
221882,,,100.0
221894,,,100.0
221900,,,100.0
221912,,,100.0
221916,,,100.0
221919,,,100.0
221924,,,100.0
221937,,,100.0
221941,,,100.0
221954,,,100.0
221958,,,100.0
221971,,,100.0
221977,,,100.0
221989,,,100.0
221994,,,100.0
222007,,,100.0
222011,,,100.0
222024,,,100.0
222029,,,100.0
222042,,,100.0
222047,,,100.0
222060,,,100.0
222065,,,100.0
222077,,,100.0
222083,,,100.0
222095,,,100.0
222100,,,100.0
222113,,,100.0
222117,,,100.0
222131,,,100.0
222136,,,100.0
222138,,,100.0
222143,,,100.0
222154,,,100.0
222160,,,100.0
222173,,,100.0
222179,,,100.0
222190,,,100.0
222196,,,100.0
222208,,,100.0
222213,,,100.0
222225,,,100.0
222232,,,100.0
222243,,,100.0
222248,,,100.0
222260,,,100.0
222267,,,100.0
222278,,,100.0
222284,,,100.0
222296,,,100.0
222302,,,100.0
222313,,,100.0
222319,,,100.0
222331,,,100.0
222337,,,100.0
222344,,,100.0
222355,,,100.0
222361,,,100.0
222372,,,100.0
222378,,,100.0
222391,,,100.0
222396,,,100.0
222408,,,100.0
222414,,,100.0
222426,,,100.0
222432,,,100.0
222444,,,100.0
222449,,,100.0
222461,,,100.0
222468,,,100.0
222478,,,100.0
222483,,,100.0
222496,,,100.0
222502,,,100.0
222514,,,100.0
222521,,,100.0
222532,,,100.0
222539,,,100.0
222566,,,100.0
222569,,,100.0
222574,,,100.0
222584,,,100.0
222591,,,100.0
222599,,,100.0
222609,,,100.0
222616,,,100.0
222643,,,100.0
222650,,,100.0
222661,,,100.0
222668,,,100.0
222681,,,100.0
222692,,,100.0
222714,,,100.0
222723,,,100.0
222732,,,100.0
222741,,,100.0
222749,,,100.0
222758,,,100.0
222769,,,100.0
222791,,,100.0
222797,,,100.0
222810,,,100.0
222817,,,100.0
222826,,,100.0
222834,,,100.0
222845,,,100.0
222855,,,100.0
222861,,,100.0
222869,,,100.0
222898,,,100.0
225071,,,100.0
225095,,,100.0
225100,,,100.0
225113,,,100.0
225117,,,100.0
225131,,,100.0
225137,,,100.0
225140,,,100.0
225154,,,100.0
225160,,,100.0
225173,,,100.0
225179,,,100.0
225190,,,100.0
225195,,,100.0
225208,,,100.0
225212,,,100.0
225224,,,100.0
225231,,,100.0
225242,,,100.0
225247,,,100.0
225260,,,100.0
225265,,,100.0
225278,,,100.0
225283,,,100.0
225296,,,100.0
225303,,,100.0
225313,,,100.0
