,A1NRY8F9U4AYE,A3TDR6MXS6UO5,A2YP8M9VHFXZV
117861,,,100.0
117887,,,100.0
117914,,,100.0
117939,,,100.0
117966,,,100.0
117992,,,100.0
118018,,,100.0
118044,,,100.0
118064,,,100.0
118087,,,100.0
118113,,,100.0
118139,,,100.0
118165,,,100.0
118192,,,100.0
118212,,,100.0
118218,,,100.0
118232,,,100.0
118235,,,100.0
118244,,,100.0
118252,,,100.0
118253,,,100.0
118270,,,100.0
118272,,,100.0
118275,,,100.0
118287,,,100.0
118292,,,100.0
118313,,,100.0
118339,,,100.0
118365,,,100.0
118392,,,100.0
118393,,,100.0
118413,,,100.0
118415,,,100.0
118418,,,100.0
118432,,,100.0
118444,,,100.0
118470,,,100.0
118496,,,100.0
118512,,,100.0
118539,,,100.0
118566,,,100.0
118590,,,100.0
118618,,,100.0
118644,,,100.0
118670,,,100.0
118696,,,100.0
118712,,,100.0
118738,,,100.0
118764,,,100.0
118790,,,100.0
118818,,,100.0
118843,,,100.0
118869,,,100.0
118895,,,100.0
118921,,,100.0
118938,,,100.0
118964,,,100.0
118990,,,100.0
119016,,,100.0
119043,,,100.0
119069,,,100.0
119095,,,100.0
119122,,,100.0
119138,,,100.0
121008,,,100.0
121009,,,100.0
121028,,,100.0
121044,,,100.0
121061,,,100.0
121079,,,100.0
121097,,,100.0
121115,,,100.0
121134,,,100.0
121150,,,100.0
121167,,,100.0
121192,,,100.0
121209,,,100.0
121225,,,100.0
121244,,,100.0
121261,,,100.0
121279,,,100.0
121315,,,100.0
121331,,,100.0
121349,,,100.0
121366,,,100.0
121374,,,100.0
121392,,,100.0
121409,,,100.0
121426,,,100.0
121444,,,100.0
121461,,,100.0
121479,,,100.0
121497,,,100.0
121513,,,100.0
121531,,,100.0
121549,,,100.0
121566,,,100.0
121585,,,100.0
121591,,,100.0
121607,,,100.0
121626,,,100.0
121644,,,100.0
121660,,,100.0
121678,,,100.0
121695,,,100.0
121714,,,100.0
121731,,,100.0
121749,,,100.0
121767,,,100.0
121784,,,100.0
121801,,,100.0
121808,,,100.0
121825,,,100.0
121843,,,100.0
121861,,,100.0
121877,,,100.0
121896,,,100.0
121914,,,100.0
121931,,,100.0
121948,,,100.0
121966,,,100.0
121983,,,100.0
122000,,,100.0
122018,,,100.0
122026,,,100.0
122044,,,100.0
122062,,,100.0
122078,,,100.0
122113,,,100.0
122134,,,100.0
122165,,,100.0
122184,,,100.0
122218,,,100.0
122225,,,100.0
122244,,,100.0
122260,,,100.0
122296,,,100.0
122313,,,100.0
122330,,,100.0
122349,,,100.0
122366,,,100.0
122382,,,100.0
122400,,,100.0
122418,,,100.0
123350,,,100.0
123377,,,100.0
123392,,,100.0
123417,,,100.0
123444,,,100.0
123471,,,100.0
123497,,,100.0
123523,,,100.0
123550,,,100.0
123576,,,100.0
123602,,,100.0
123618,,,100.0
123644,,,100.0
123671,,,100.0
123697,,,100.0
123723,,,100.0
123749,,,100.0
123775,,,100.0
123802,,,100.0
123817,,,100.0
123843,,,100.0
123869,,,100.0
123897,,,100.0
123922,,,100.0
123948,,,100.0
123974,,,100.0
124001,,,100.0
124028,,,100.0
124043,,,100.0
124069,,,100.0
124095,,,100.0
124122,,,100.0
124148,,,100.0
124174,,,100.0
124200,,,100.0
124227,,,100.0
124243,,,100.0
124269,,,100.0
124295,,,100.0
124322,,,100.0
124348,,,100.0
124375,,,100.0
124400,,,100.0
124426,,,100.0
124455,,,100.0
124469,,,100.0
124495,,,100.0
124521,,,100.0
124548,,,100.0
124574,,,100.0
124600,,,100.0
124626,,,100.0
124653,,,100.0
124669,,,100.0
124695,,,100.0
124720,,,100.0
124746,,,100.0
124773,,,100.0
124800,,,100.0
124825,,,100.0
124851,,,100.0
124879,,,100.0
124894,,,100.0
124920,,,100.0
124946,,,100.0
124973,,,100.0
124999,,,100.0
125025,,,100.0
125051,,,100.0
125077,,,100.0
125094,,,100.0
125119,,,100.0
125146,,,100.0
125175,,,100.0
125200,,,100.0
125227,,,100.0
125251,,,100.0
125278,,,100.0
125305,,,100.0
125320,,,100.0
125346,,,100.0
125372,,,100.0
125399,,,100.0
125425,,,100.0
125451,,,100.0
125477,,,100.0
125503,,,100.0
125519,,,100.0
125545,,,100.0
125571,,,100.0
125598,,,100.0
125624,,,100.0
125651,,,100.0
125677,,,100.0
125702,,,100.0
125730,,,100.0
125745,,,100.0
125771,,,100.0
125797,,,100.0
125823,,,100.0
125850,,,100.0
125876,,,100.0
125902,,,100.0
125928,,,100.0
125945,,,100.0
125971,,,100.0
125998,,,100.0
126023,,,100.0
126050,,,100.0
126076,,,100.0
126102,,,100.0
126128,,,100.0
126156,,,100.0
126171,,,100.0
126197,,,100.0
126223,,,100.0
126249,,,100.0
126276,,,100.0
126302,,,100.0
126328,,,100.0
126354,,,100.0
129958,,,100.0
129987,,,100.0
130011,,,100.0
130026,,,100.0
130052,,,100.0
130079,,,100.0
130104,,,100.0
130130,,,100.0
130157,,,100.0
130184,,,100.0
130210,,,100.0
130225,,,100.0
130251,,,100.0
130278,,,100.0
130304,,,100.0
130331,,,100.0
130356,,,100.0
130384,,,100.0
130410,,,100.0
130436,,,100.0
130451,,,100.0
130478,,,100.0
130504,,,100.0
130530,,,100.0
130556,,,100.0
130583,,,100.0
130609,,,100.0
130635,,,100.0
130651,,,100.0
130677,,,100.0
130704,,,100.0
130730,,,100.0
130756,,,100.0
130782,,,100.0
130809,,,100.0
130835,,,100.0
130862,,,100.0
130877,,,100.0
130903,,,100.0
130929,,,100.0
130955,,,100.0
130981,,,100.0
131007,,,100.0
131035,,,100.0
131060,,,100.0
131076,,,100.0
131102,,,100.0
131129,,,100.0
131155,,,100.0
131181,,,100.0
131207,,,100.0
131235,,,100.0
131261,,,100.0
131287,,,100.0
131303,,,100.0
131329,,,100.0
131355,,,100.0
131381,,,100.0
131407,,,100.0
131433,,,100.0
131460,,,100.0
131487,,,100.0
131502,,,100.0
131528,,,100.0
131555,,,100.0
131581,,,100.0
131607,,,100.0
131633,,,100.0
131660,,,100.0
131686,,,100.0
131712,,,100.0
131727,,,100.0
131753,,,100.0
131780,,,100.0
131807,,,100.0
131833,,,100.0
131859,,,100.0
131886,,,100.0
131912,,,100.0
131927,,,100.0
131953,,,100.0
131980,,,100.0
132006,,,100.0
132032,,,100.0
132058,,,100.0
132084,,,100.0
132111,,,100.0
132138,,,100.0
132154,,,100.0
132179,,,100.0
132206,,,100.0
132232,,,100.0
132258,,,100.0
132285,,,100.0
132312,,,100.0
132337,,,100.0
132353,,,100.0
132379,,,100.0
132405,,,100.0
132432,,,100.0
132458,,,100.0
132484,,,100.0
132510,,,100.0
132537,,,100.0
132564,,,100.0
132578,,,100.0
132605,,,100.0
132632,,,100.0
132658,,,100.0
132685,,,100.0
132777,,,100.0
132804,,,100.0
132857,,,100.0
132883,,,100.0
132909,,,100.0
132935,,,100.0
132962,,,100.0
132989,,,100.0
133004,,,100.0
133030,,,100.0
135236,,,100.0
135253,,,100.0
135262,,,100.0
135271,,,100.0
135283,,,100.0
135312,,,100.0
135322,,,100.0
135347,,,100.0
135356,,,100.0
135365,,,100.0
135372,,,100.0
135400,,,100.0
135410,,,100.0
135436,,,100.0
135453,,,100.0
135470,,,100.0
135481,,,100.0
135505,,,100.0
135520,,,100.0
135530,,,100.0
135535,,,100.0
135547,,,100.0
135552,,,100.0
135582,,,100.0
135592,,,100.0
135600,,,100.0
135606,,,100.0
135618,,,100.0
135623,,,100.0
135636,,,100.0
135642,,,100.0
135653,,,100.0
135659,,,100.0
135663,,,100.0
135671,,,100.0
135676,,,100.0
135688,,,100.0
135694,,,100.0
135706,,,100.0
135710,,,100.0
135723,,,100.0
135727,,,100.0
135730,,,100.0
135735,,,100.0
135741,,,100.0
135748,,,100.0
135752,,,100.0
135758,,,100.0
135766,,,100.0
135770,,,100.0
135782,,,100.0
135784,,,100.0
135786,,,100.0
135801,,,100.0
135809,,,100.0
135835,,,100.0
135862,,,100.0
135888,,,100.0
135914,,,100.0
135940,,,100.0
135966,,,100.0
135983,,,100.0
136009,,,100.0
136035,,,100.0
136060,,,100.0
136088,,,100.0
136114,,,100.0
136140,,,100.0
136166,,,100.0
136192,,,100.0
136208,,,100.0
136234,,,100.0
136260,,,100.0
136287,,,100.0
136313,,,100.0
136340,,,100.0
136365,,,100.0
136391,,,100.0
136408,,,100.0
136434,,,100.0
136461,,,100.0
136487,,,100.0
136510,,,100.0
136514,,,100.0
136526,,,100.0
136532,,,100.0
136540,,,100.0
136562,,,100.0
136566,,,100.0
136580,,,100.0
136586,,,100.0
136592,,,100.0
136596,,,100.0
136618,,,100.0
136622,,,100.0
136631,,,100.0
136634,,,100.0
136652,,,100.0
136653,-100.0,,100.0
136655,-99.75,,100.0
136660,-99.5,,100.0
136668,-99.25,,100.0
136672,-99.0,,100.0
136686,-98.5,,100.0
136691,-98.0,,100.0
136701,-97.5,,100.0
136707,-97.0,,100.0
136712,-96.55555555555556,,100.0
136725,-96.11111111111111,,100.0
136736,-95.66666666666667,,100.0
136739,-95.22222222222223,,100.0
136743,-94.77777777777777,,100.0
136750,-94.33333333333333,,100.0
136761,-93.88888888888889,,100.0
136766,-93.44444444444444,,100.0
136769,-93.0,,100.0
136772,-92.66666666666667,,100.0
136779,-92.33333333333333,,100.0
136783,-92.0,,100.0
136785,-91.75,,100.0
136791,-91.5,,100.0
136796,-91.25,,100.0
136806,-91.0,,100.0
136817,-90.8,,100.0
136820,-90.6,,100.0
136828,-90.4,,100.0
136834,-90.2,,100.0
136836,-90.0,,100.0
136837,,,100.0
136838,,,100.0
136848,,,100.0
136855,,,100.0
136860,,,100.0
136862,,,100.0
136874,,,100.0
136886,,,100.0
136891,,,100.0
136909,,,100.0
136912,,,100.0
136916,,,100.0
136927,,,100.0
136937,,,100.0
136938,,,100.0
136961,,,100.0
136965,,,100.0
136968,,,100.0
136979,,,100.0
136986,,,100.0
136991,,,100.0
136996,,,100.0
137002,,,100.0
137006,,,100.0
137012,,,100.0
137017,,,100.0
137020,,,100.0
137029,,,100.0
137038,,,100.0
137043,,,100.0
137045,,,100.0
137056,,,100.0
137060,,,100.0
137063,,,100.0
137074,,,100.0
137082,,,100.0
137085,,,100.0
137094,,,100.0
137102,,,100.0
137110,,,100.0
137111,,,100.0
137122,,,100.0
137126,,,100.0
137136,,,100.0
137137,,,100.0
137144,,,100.0
137153,,,100.0
137180,,,100.0
137185,,,100.0
137197,,,100.0
137203,,,100.0
137215,,,100.0
137221,,,100.0
137224,,,100.0
137232,,,100.0
137237,,,100.0
137241,,,100.0
137250,,,100.0
137257,,,100.0
137264,,,100.0
137269,,,100.0
137285,,,100.0
137292,,,100.0
137300,,,100.0
137309,,,100.0
137311,,,100.0
137317,,,100.0
137326,,,100.0
137333,,,100.0
137338,,,100.0
137346,,,100.0
137352,,,100.0
137362,,,100.0
137364,,,100.0
137369,,,100.0
137381,,,100.0
137389,,,100.0
137391,,,100.0
137397,,,100.0
137404,,,100.0
137417,,,100.0
137432,,,100.0
137439,,,100.0
137440,,,100.0
137443,,,100.0
137447,,,100.0
137459,,,100.0
137467,,,100.0
137469,,,100.0
137485,,,100.0
137492,,,100.0
137500,,,100.0
137511,,,100.0
137519,,,100.0
137528,,,100.0
137538,,,100.0
137542,,,100.0
137563,,,100.0
137569,,,100.0
137581,,,100.0
137589,,,100.0
137616,,,100.0
137642,,,100.0
137668,,,100.0
137694,,,100.0
137711,,,100.0
137737,,,100.0
137763,,,100.0
137789,,,100.0
137816,,,100.0
137842,,,100.0
137868,,,100.0
137894,,,100.0
137911,,,100.0
137937,,,100.0
137962,,,100.0
137988,,,100.0
138015,,,100.0
138041,,,100.0
138067,,,100.0
138093,,,100.0
138120,,,100.0
138136,,,100.0
138162,,,100.0
138188,,,100.0
138215,,,100.0
138242,,,100.0
138268,,,100.0
138294,,,100.0
138320,,,100.0
138335,,,100.0
138362,,,100.0
138388,,,100.0
138414,,,100.0
138440,,,100.0
138467,,,100.0
138493,,,100.0
138519,,,100.0
138546,,,100.0
138562,,,100.0
138588,,,100.0
138614,,,100.0
138641,,,100.0
138666,,,100.0
138694,,,100.0
138719,,,100.0
138745,,,100.0
140190,,,100.0
140197,,,100.0
140205,,,100.0
140221,,,100.0
140228,,,100.0
140239,,,100.0
140247,,,100.0
140273,,,100.0
140282,,,100.0
140291,,,100.0
140298,,,100.0
140311,,,100.0
140320,,,100.0
140327,,,100.0
140333,,,100.0
140346,,,100.0
140354,,,100.0
140362,,,100.0
140369,,,100.0
140380,,,100.0
140389,,,100.0
140397,,,100.0
140403,,,100.0
140414,,,100.0
140421,,,100.0
140423,,,100.0
140430,,,100.0
140440,,,100.0
140447,,,100.0
140456,,,100.0
140464,,,100.0
140475,,,100.0
140484,,,100.0
140492,,,100.0
140499,,,100.0
140528,,,100.0
140541,,,100.0
140562,,,100.0
140571,,,100.0
140580,,,100.0
140616,,,100.0
140634,,,100.0
140644,,,100.0
140647,,,100.0
140657,,,100.0
140660,,,100.0
140675,,,100.0
140681,,,100.0
140693,,,100.0
140696,,,100.0
140710,,,100.0
140713,,,100.0
140728,,,100.0
140731,,,100.0
140744,,,100.0
140748,,,100.0
140763,,,100.0
140765,,,100.0
140780,,,100.0
140783,,,100.0
140798,,,100.0
140801,,,100.0
140816,,,100.0
140819,,,100.0
140833,,,100.0
140836,,,100.0
140851,,,100.0
140853,,,100.0
140858,,,100.0
140861,,,100.0
140875,,,100.0
140878,,,100.0
140895,,,100.0
140904,,,100.0
140912,,,100.0
140923,,,100.0
140945,,,100.0
140951,,,100.0
140964,,,100.0
140968,,,100.0
140982,,,100.0
140988,,,100.0
140999,,,100.0
141004,,,100.0
141019,,,100.0
141024,,,100.0
141033,,,100.0
141038,,,100.0
141052,,,100.0
141057,,,100.0
141069,,,100.0
141077,,,100.0
141094,,,100.0
141099,,,100.0
141112,,,100.0
141116,,,100.0
141130,,,100.0
141136,,,100.0
141146,,,100.0
141150,,,100.0
141182,,,100.0
141186,,,100.0
141200,,,100.0
141208,,,100.0
141234,,,100.0
141239,,,100.0
141251,,,100.0
141256,,,100.0
141270,,,100.0
141275,,,100.0
141277,,,100.0
141281,,,100.0
141294,,,100.0
141299,,,100.0
141311,,,100.0
141316,,,100.0
141329,,,100.0
141445,,,100.0
141472,,,100.0
141499,,,100.0
141524,,,100.0
141539,,,100.0
141565,,,100.0
141592,,,100.0
141618,,,100.0
141646,,,100.0
141740,,,100.0
141766,,,100.0
141793,,,100.0
141818,,,100.0
141844,,,100.0
141871,,,100.0
141896,,,100.0
141923,,,100.0
141950,,,100.0
141965,,,100.0
141991,,,100.0
142018,,,100.0
142038,,,100.0
142044,,,100.0
142055,,,100.0
142060,,,100.0
142070,,,100.0
142072,,,100.0
142076,,,100.0
142089,,,100.0
142096,,,100.0
142122,,,100.0
142149,,,100.0
142165,,,100.0
142190,,,100.0
142217,,,100.0
142244,,,100.0
142257,,,100.0
142264,,,100.0
142270,,,100.0
142296,,,100.0
142299,,,100.0
142322,,,100.0
142349,,,100.0
142370,,,100.0
142375,,,100.0
142390,,,100.0
142417,,,100.0
142422,,,100.0
142444,,,100.0
142456,,,100.0
142470,,,100.0
142481,,,100.0
142495,,,100.0
142497,,,100.0
142514,,,100.0
142522,,,100.0
142548,,,100.0
142550,,,100.0
142567,,,100.0
142577,,,100.0
142585,,,100.0
142590,,,100.0
142602,,,100.0
142616,,,100.0
142619,,,100.0
142637,,,100.0
142642,,,100.0
142655,,,100.0
142669,,,100.0
142672,,,100.0
142689,,,100.0
142696,,,100.0
142714,,,100.0
142722,,,100.0
142731,,,100.0
142748,,,100.0
142766,,,100.0
142773,,,100.0
142783,,,100.0
142800,,,100.0
142801,,,100.0
142816,,,100.0
142836,,,100.0
142842,,,100.0
142854,,,100.0
142868,,,100.0
142889,,,100.0
142895,,,100.0
142906,,,100.0
142913,,,100.0
142921,,,100.0
142930,,,100.0
142947,,,100.0
142948,,,100.0
142964,,,100.0
142974,,,100.0
142982,,,100.0
143000,,,100.0
143015,,,100.0
143018,,,100.0
143036,,,100.0
143041,,,100.0
143053,,,100.0
143067,,,100.0
143070,,,100.0
143088,,,100.0
143095,,,100.0
143105,,,100.0
143113,,,100.0
143121,,,100.0
143130,,,100.0
143147,,,100.0
143165,,,100.0
143173,,,100.0
143182,,,100.0
143200,,,100.0
143217,,,100.0
143234,,,100.0
143235,,,100.0
143252,,,100.0
143267,,,100.0
143270,,,100.0
143288,,,100.0
143293,,,100.0
143304,,,100.0
143320,,,100.0
143323,,,100.0
143339,,,100.0
143347,,,100.0
143363,,,100.0
143372,,,100.0
143381,,,100.0
143399,,,100.0
143400,,,100.0
143416,,,100.0
143426,,,100.0
143433,,,100.0
143442,,,100.0
143467,,,100.0
143468,,,100.0
143486,,,100.0
143494,,,100.0
143519,,,100.0
143521,,,100.0
143537,,,100.0
143545,,,100.0
143547,,,100.0
143563,,,100.0
143572,,,100.0
143580,,,100.0
143598,,,100.0
143599,,,100.0
143615,,,100.0
143625,,,100.0
143632,,,100.0
143649,,,100.0
143652,,,100.0
143667,,,100.0
143685,,,100.0
143693,,,100.0
143702,,,100.0
143719,,,100.0
143720,,,100.0
143737,,,100.0
143746,,,100.0
143755,,,100.0
143762,,,100.0
143772,,,100.0
143780,,,100.0
143796,,,100.0
143798,,,100.0
143813,,,100.0
143827,,,100.0
143832,,,100.0
143849,,,100.0
143850,,,100.0
143867,,,100.0
143884,,,100.0
143893,,,100.0
143901,,,100.0
143919,,,100.0
143937,,,100.0
143945,,,100.0
143954,,,100.0
143961,,,100.0
143972,,,100.0
143977,,,100.0
143996,,,100.0
143998,,,100.0
144013,,,100.0
144024,,,100.0
144031,,,100.0
144048,,,100.0
144050,,,100.0
144067,,,100.0
144077,,,100.0
144083,,,100.0
144093,,,100.0
144118,,,100.0
144136,,,100.0
144144,,,100.0
144153,,,100.0
144169,,,100.0
144172,,,100.0
144189,,,100.0
144195,,,100.0
144198,,,100.0
144212,,,100.0
144225,,,100.0
144248,,,100.0
144250,,,100.0
144264,,,100.0
144276,,,100.0
144284,,,100.0
144292,,,100.0
144300,,,100.0
144318,,,100.0
144335,,,100.0
144344,,,100.0
144352,,,100.0
144369,,,100.0
144371,,,100.0
144387,,,100.0
144398,,,100.0
144412,,,100.0
144424,,,100.0
144430,,,100.0
144450,,,100.0
144464,,,100.0
144476,,,100.0
144482,,,100.0
144499,,,100.0
144535,,,100.0
144552,,,100.0
144569,,,100.0
144605,,,100.0
144612,,,100.0
144627,,,100.0
144645,,,100.0
144662,,,100.0
144681,,,100.0
144698,,,100.0
144715,,,100.0
144732,,,100.0
144750,,,100.0
144768,,,100.0
144785,,,100.0
144803,,,100.0
144821,,,100.0
144827,,,100.0
144844,,,100.0
144863,,,100.0
144880,,,100.0
144897,,,100.0
144915,,,100.0
144932,,,100.0
144950,,,100.0
144968,,,100.0
144986,,,100.0
145002,,,100.0
145019,,,100.0
145038,,,100.0
145045,,,100.0
145062,,,100.0
145081,,,100.0
145096,,,100.0
145115,,,100.0
145132,,,100.0
145149,,,100.0
145167,,,100.0
145183,,,100.0
145202,,,100.0
145219,,,100.0
145237,,,100.0
145244,,,100.0
145260,,,100.0
145278,,,100.0
148106,,,100.0
148133,,,100.0
148147,,,100.0
148175,,,100.0
148201,,,100.0
148226,,,100.0
148252,,,100.0
148279,,,100.0
148305,,,100.0
148331,,,100.0
148357,,,100.0
148372,,,100.0
148399,,,100.0
148426,,,100.0
148452,,,100.0
148478,,,100.0
148505,,,100.0
148531,,,100.0
148557,,,100.0
148572,,,100.0
148600,,,100.0
148626,,,100.0
148652,,,100.0
148678,,,100.0
148705,,,100.0
148731,,,100.0
148757,,,100.0
148783,,,100.0
148799,,,100.0
148825,,,100.0
148851,,,100.0
148877,,,100.0
148903,,,100.0
148931,,,100.0
148957,,,100.0
148983,,,100.0
148998,,,100.0
149024,,,100.0
149051,,,100.0
149077,,,100.0
149103,,,100.0
149129,,,100.0
149156,,,100.0
149182,,,100.0
149208,,,100.0
149223,,,100.0
149251,,,100.0
149277,,,100.0
149303,,,100.0
149330,,,100.0
149356,,,100.0
149383,,,100.0
149410,,,100.0
149459,,,100.0
149503,,,100.0
149529,,,100.0
149555,,,100.0
149582,,,100.0
149608,,,100.0
149634,,,100.0
149649,,,100.0
149677,,,100.0
149702,,,100.0
149729,,,100.0
149754,,,100.0
149781,,,100.0
149808,,,100.0
149834,,,100.0
149849,,,100.0
149875,,,100.0
149902,,,100.0
149928,,,100.0
149954,,,100.0
149980,,,100.0
150007,,,100.0
150033,,,100.0
150059,,,100.0
150074,,,100.0
150101,,,100.0
150128,,,100.0
150154,,,100.0
150180,,,100.0
150206,,,100.0
150233,,,100.0
150259,,,100.0
150274,,,100.0
150300,,,100.0
150327,,,100.0
150354,,,100.0
150380,,,100.0
150407,,,100.0
150433,,,100.0
150459,,,100.0
150485,,,100.0
150500,,,100.0
150526,,,100.0
150554,,,100.0
150579,,,100.0
150605,,,100.0
150632,,,100.0
150659,,,100.0
150706,,,100.0
150752,,,100.0
150779,,,100.0
150805,,,100.0
150831,,,100.0
150857,,,100.0
150884,,,100.0
150910,,,100.0
150926,,,100.0
150952,,,100.0
150979,,,100.0
151005,,,100.0
151031,,,100.0
151057,,,100.0
151084,,,100.0
151110,,,100.0
151125,,,100.0
153422,,,100.0
153440,,,100.0
153462,,,100.0
153510,,,100.0
153563,,,100.0
153585,,,100.0
153604,,,100.0
153621,,,100.0
153639,,,100.0
153656,,,100.0
153673,,,100.0
153691,,,100.0
153709,,,100.0
153726,,,100.0
153743,,,100.0
153761,,,100.0
153778,,,100.0
153786,,,100.0
153803,,,100.0
153820,,,100.0
153839,,,100.0
153855,,,100.0
153875,,,100.0
153890,,,100.0
153908,,,100.0
153927,,,100.0
153961,,,100.0
153997,,,100.0
154020,,,100.0
154054,,,100.0
154071,,,100.0
154090,,,100.0
154124,,,100.0
154141,,,100.0
154159,,,100.0
154176,,,100.0
154194,,,100.0
154204,,,100.0
154217,,,100.0
154236,,,100.0
154254,,,100.0
154274,,,100.0
154307,,,100.0
154313,,,100.0
154331,,,100.0
154342,,,100.0
154357,,,100.0
154360,,,100.0
154377,,,100.0
154398,,,100.0
154429,,,100.0
154435,,,100.0
154436,,,100.0
154461,,,100.0
154471,,,100.0
154487,,,100.0
154489,,,100.0
154505,,,100.0
154513,,,100.0
154529,,,100.0
154541,,,100.0
154556,,,100.0
154558,,,100.0
154577,,,100.0
154581,,,100.0
154595,,,100.0
154608,,,100.0
154610,,,100.0
154629,,,100.0
154634,,,100.0
154639,,,100.0
154654,,,100.0
154660,,,100.0
154672,,,100.0
154687,,,100.0
154704,,,100.0
154714,,,100.0
154723,,,100.0
154739,,,100.0
154741,,,100.0
154756,,,100.0
154759,,,100.0
154776,,,100.0
154782,,,100.0
154792,,,100.0
154808,,,100.0
154812,,,100.0
154828,,,100.0
154834,,,100.0
154847,,,100.0
154853,,,100.0
154861,,,100.0
154869,,,100.0
154887,,,100.0
154888,,,100.0
154906,,,100.0
154913,,,100.0
154922,,,100.0
154939,,,100.0
154940,,,100.0
154958,,,100.0
154965,,,100.0
154976,,,100.0
154981,,,100.0
154997,,,100.0
155007,,,100.0
155011,,,100.0
155032,,,100.0
155033,,,100.0
155050,,,100.0
155055,,,100.0
155059,,,100.0
155076,,,100.0
155087,,,100.0
155104,,,100.0
155112,,,100.0
155121,,,100.0
155138,,,100.0
155139,,,100.0
155155,,,100.0
155167,,,100.0
155174,,,100.0
155181,,,100.0
155194,,,100.0
155207,,,100.0
155213,,,100.0
155227,,,100.0
155233,,,100.0
155259,,,100.0
155285,,,100.0
155312,,,100.0
155338,,,100.0
155364,,,100.0
155390,,,100.0
155406,,,100.0
155433,,,100.0
155459,,,100.0
155485,,,100.0
155512,,,100.0
155538,,,100.0
155564,,,100.0
155590,,,100.0
155609,,,100.0
155633,,,100.0
155659,,,100.0
155685,,,100.0
155711,,,100.0
155738,,,100.0
155764,,,100.0
155790,,,100.0
155806,,,100.0
155816,,,100.0
155823,,,100.0
155828,,,100.0
155832,,,100.0
155841,,,100.0
155848,,,100.0
155858,,,100.0
155874,,,100.0
155884,,,100.0
155885,,,100.0
155910,,,100.0
155919,,,100.0
155928,,,100.0
155933,,,100.0
155938,,,100.0
155945,,,100.0
155955,,,100.0
155962,,,100.0
155963,,,100.0
155967,,,100.0
155980,,,100.0
155989,,,100.0
155990,,,100.0
155998,,,100.0
156003,,,100.0
156006,,,100.0
156010,,,100.0
156015,,,100.0
156023,,,100.0
156033,,,100.0
156041,,,100.0
156057,,,100.0
156058,,,100.0
156063,,,100.0
156077,,,100.0
156083,,,100.0
156084,,,100.0
156093,,,100.0
156098,,,100.0
156110,,,100.0
156112,,,100.0
156117,,,100.0
156127,,,100.0
156136,,,100.0
156138,,,100.0
156163,,,100.0
156164,,,100.0
156168,,,100.0
156180,,,100.0
156186,,,100.0
156189,,,100.0
156200,,,100.0
156207,,,100.0
156215,,,100.0
156222,,,100.0
156228,,,100.0
156241,,,100.0
156242,,,100.0
156249,,,100.0
156258,,,100.0
156263,,,100.0
156276,,,100.0
156282,,,100.0
156284,,,100.0
156293,,,100.0
156298,,,100.0
156310,,,100.0
156312,,,100.0
156318,,,100.0
156328,,,100.0
156334,,,100.0
156335,,,100.0
156345,,,100.0
156351,,,100.0
156362,,,100.0
156365,,,100.0
156372,,,100.0
156381,,,100.0
156387,,,100.0
156389,,,100.0
156400,,,100.0
156408,,,100.0
156415,,,100.0
156416,,,100.0
156423,,,100.0
156433,,,100.0
156437,,,100.0
156441,,,100.0
156443,,,100.0
156451,,,100.0
156458,,,100.0
156464,,,100.0
156468,,,100.0
156477,,,100.0
156484,,,100.0
156494,,,100.0
156500,,,100.0
156510,,,100.0
156517,,,100.0
156530,,,100.0
156536,,,100.0
156537,,,100.0
156546,,,100.0
156557,,,100.0
156562,,,100.0
156581,,,100.0
156587,,,100.0
156590,,,100.0
156599,,,100.0
156607,,,100.0
156615,,,100.0
156634,,,100.0
156637,,,100.0
156641,,,100.0
156663,,,100.0
156667,,,100.0
156684,,,100.0
156703,,,100.0
156710,,,100.0
156729,,,100.0
156734,,,100.0
156736,,,100.0
156746,,,100.0
156752,,,100.0
156762,,,100.0
156764,,,100.0
156773,,,100.0
156786,,,100.0
156787,,,100.0
156790,,,100.0
156792,,,100.0
156815,,,100.0
156817,,,100.0
156821,,,100.0
156823,,,100.0
156834,,,100.0
156840,,,100.0
156841,,,100.0
156853,,,100.0
156860,,,100.0
156867,,,100.0
156871,,,100.0
156877,,,100.0
156882,,,100.0
156887,,,100.0
156893,,,100.0
156895,,,100.0
156902,,,100.0
156904,,,100.0
156909,,,100.0
156912,,,100.0
156917,,,100.0
156922,,,100.0
156929,,,100.0
156935,,,100.0
156940,,,100.0
156948,,,100.0
156954,,,100.0
156958,,,100.0
156961,,,100.0
156965,,,100.0
156975,,,100.0
156987,,,100.0
156993,,,100.0
157000,,,100.0
157013,,,100.0
