,AXKVHJHF1EOVT,AQNCH42WD4ITI,A1XY2JMPVJCF4,A93LDI16XJWI8
189691,-100.0,-47.0,-76.0,-78.0
189706,-100.0,-47.0,-76.0,-79.0
189714,-100.0,-47.0,-76.0,-81.0
189715,-100.0,-47.0,-76.0,-81.0
189731,-100.0,-47.0,-76.0,-82.0
189733,-100.0,-47.0,-76.0,-82.0
189750,-100.0,-47.0,-76.0,-83.0
189752,-100.0,-47.0,-76.0,-83.0
189767,-100.0,-47.0,-76.0,-84.0
189769,-100.0,-47.0,-76.0,-84.0
189786,-100.0,-47.0,-76.0,-85.0
189788,-100.0,-47.0,-76.0,-85.0
189802,-100.0,-47.0,-76.0,-86.0
189805,-100.0,-47.0,-76.0,-86.0
189807,-100.0,-47.0,-76.0,-86.5
189820,-100.0,-47.5,-76.0,-87.0
189822,-100.0,-48.0,-76.0,-87.0
189823,-100.0,-48.0,-76.0,-87.0
189826,-100.0,-48.0,-76.0,-87.5
189838,-100.0,-48.5,-76.0,-88.0
189839,-100.0,-49.0,-76.0,-88.0
189841,-100.0,-49.0,-76.0,-88.0
189844,-100.0,-49.0,-76.0,-88.33333333333333
189855,-100.0,-50.0,-76.0,-88.66666666666667
189857,-100.0,-50.0,-76.0,-89.0
189858,-100.0,-50.0,-76.0,-89.0
189860,-100.0,-50.0,-76.0,-90.0
189864,-100.0,-50.333333333333336,-76.0,-91.0
189866,-100.0,-50.666666666666664,-76.0,-91.0
189872,-100.0,-51.0,-76.0,-91.33333333333333
189878,-100.0,-51.0,-76.0,-91.66666666666667
189882,-100.0,-51.5,-76.0,-92.0
189889,-100.0,-52.0,-76.0,-92.0
189892,-100.0,-52.0,-76.0,-92.0
189905,-100.0,-54.0,-76.0,-92.0
189911,-100.0,-54.0,-76.0,-92.0
189922,-100.0,-55.0,-76.0,-92.0
190252,-100.0,-55.0,-76.0,-92.0
190270,-100.0,-55.0,-76.0,-93.0
190272,-100.0,-55.0,-76.0,-93.0
190287,-100.0,-55.0,-76.0,-94.0
190290,-100.0,-55.0,-76.0,-94.0
190304,-100.0,-55.0,-76.0,-95.0
190308,-100.0,-55.0,-76.0,-95.0
190322,-100.0,-55.0,-76.0,-97.0
190325,-100.0,-55.0,-76.0,-97.0
190340,-100.0,-55.0,-76.0,-98.0
190343,-100.0,-55.0,-76.0,-98.0
190347,-100.0,-55.0,-76.0,-99.0
190610,-100.0,-55.0,-76.0,-99.0
190625,-100.0,-56.0,-76.0,-99.0
190628,-100.0,-56.0,-76.0,-99.0
190641,-100.0,-57.0,-76.0,-99.0
190646,-100.0,-57.0,-76.0,-99.0
190658,-100.0,-58.0,-76.0,-99.0
190663,-100.0,-58.0,-76.0,-99.0
190691,-100.0,-61.0,-76.0,-99.0
190695,-100.0,-61.0,-76.0,-99.0
190708,-100.0,-62.0,-76.0,-99.0
190713,-100.0,-62.0,-76.0,-99.0
190725,-100.0,-63.0,-76.0,-99.0
190729,-100.0,-63.0,-76.0,-99.0
190737,-100.0,-63.5,-76.0,-99.0
190742,-100.0,-64.0,-76.0,-99.33333333333333
190748,-100.0,-64.0,-76.0,-99.66666666666667
190755,-100.0,-64.5,-76.0,-100.0
190759,-100.0,-65.0,-76.0,-100.0
191763,-100.0,-65.0,-76.0,-100.0
191779,-100.0,-66.0,-76.0,-100.0
191782,-100.0,-66.0,-76.0,-100.0
191795,-100.0,-67.0,-76.0,-100.0
191798,-100.0,-67.0,-76.0,-100.0
191812,-100.0,-68.0,-76.0,-100.0
191835,-100.0,-68.0,-76.0,-100.0
191845,-100.0,-70.0,-76.0,-100.0
191848,-100.0,-70.0,-76.0,-100.0
191862,-100.0,-71.0,-76.0,-100.0
191864,-100.0,-71.0,-76.0,-100.0
191879,-100.0,-72.0,-76.0,-100.0
192014,-100.0,-72.0,-76.0,-100.0
192031,-100.0,-73.0,-76.0,-100.0
192047,-100.0,-73.0,-76.0,-100.0
192062,-100.0,-75.0,-76.0,-100.0
192065,-100.0,-75.0,-76.0,-100.0
192079,-100.0,-76.0,-76.0,-100.0
192081,-100.0,-76.0,-76.0,-100.0
192096,-100.0,-77.0,-76.0,-100.0
192230,-100.0,-77.0,-76.0,-100.0
192247,-100.0,-78.0,-76.0,-100.0
192249,-100.0,-78.0,-76.0,-100.0
192263,-100.0,-79.0,-76.0,-100.0
192266,-100.0,-79.0,-76.0,-100.0
192280,-100.0,-80.0,-76.0,-100.0
192283,-100.0,-80.0,-76.0,-100.0
192297,-100.0,-81.0,-76.0,-100.0
192431,-100.0,-81.0,-76.0,-100.0
192448,-100.0,-82.0,-76.0,-100.0
192451,-100.0,-82.0,-76.0,-100.0
192464,-100.0,-83.0,-76.0,-100.0
192467,-100.0,-83.0,-76.0,-100.0
192481,-100.0,-84.0,-76.0,-100.0
192485,-100.0,-84.0,-76.0,-100.0
192497,-100.0,-85.0,-76.0,-100.0
192500,-100.0,-85.0,-76.0,-100.0
192514,-100.0,-86.0,-76.0,-100.0
192517,-100.0,-86.0,-76.0,-100.0
192532,-100.0,-87.0,-76.0,-100.0
192683,-100.0,-87.0,-76.0,-100.0
192698,-100.0,-88.0,-76.0,-100.0
192700,-100.0,-88.0,-76.0,-100.0
192715,-100.0,-89.0,-76.0,-100.0
192717,-100.0,-89.0,-76.0,-100.0
192732,-100.0,-91.0,-76.0,-100.0
192735,-100.0,-91.0,-76.0,-100.0
192749,-100.0,-92.0,-76.0,-100.0
192899,-100.0,-92.0,-76.0,-100.0
192917,-100.0,-93.0,-76.0,-100.0
192921,-100.0,-93.0,-76.0,-100.0
192935,-100.0,-94.0,-76.0,-100.0
192937,-100.0,-94.0,-76.0,-100.0
192949,-100.0,-95.0,-76.0,-100.0
192952,-100.0,-95.0,-76.0,-100.0
192966,-100.0,-96.0,-76.0,-100.0
192968,-100.0,-96.0,-76.0,-100.0
192983,-100.0,-97.0,-76.0,-100.0
193271,-100.0,-97.0,-76.0,-100.0
193288,-100.0,-97.0,-77.0,-100.0
193290,-100.0,-97.0,-77.0,-100.0
193305,-100.0,-97.0,-78.0,-100.0
193307,-100.0,-97.0,-78.0,-100.0
193320,-100.0,-97.0,-79.0,-100.0
193322,-100.0,-97.0,-79.0,-100.0
193338,-100.0,-97.0,-80.0,-100.0
193340,-100.0,-97.0,-80.0,-100.0
193354,-100.0,-97.0,-81.0,-100.0
193357,-100.0,-97.0,-81.0,-100.0
193371,-100.0,-97.0,-83.0,-100.0
193374,-100.0,-97.0,-83.0,-100.0
193388,-100.0,-97.0,-84.0,-100.0
193391,-100.0,-97.0,-84.0,-100.0
193404,-100.0,-97.0,-85.0,-100.0
193501,-100.0,-97.0,-85.0,-100.0
193518,-100.0,-98.0,-85.0,-100.0
193522,-100.0,-98.0,-85.0,-100.0
193535,-100.0,-99.0,-85.0,-100.0
193536,-100.0,-99.0,-85.0,-100.0
193539,-100.0,-99.5,-85.0,-100.0
193551,-100.0,-100.0,-85.5,-100.0
193556,-100.0,-100.0,-86.0,-100.0
193558,-100.0,-100.0,-86.0,-100.0
193572,-100.0,-100.0,-87.0,-100.0
193575,-100.0,-100.0,-87.0,-100.0
193589,-100.0,-100.0,-88.0,-100.0
193592,-100.0,-100.0,-88.0,-100.0
193605,-100.0,-100.0,-89.0,-100.0
193608,-100.0,-100.0,-89.0,-100.0
193622,-100.0,-100.0,-90.0,-100.0
193757,-100.0,-100.0,-90.0,-100.0
193774,-100.0,-100.0,-91.0,-100.0
193776,-100.0,-100.0,-91.0,-100.0
193790,-100.0,-100.0,-92.0,-100.0
193792,-100.0,-100.0,-92.0,-100.0
193807,-100.0,-100.0,-94.0,-100.0
193810,-100.0,-100.0,-94.0,-100.0
193824,-100.0,-100.0,-95.0,-100.0
193827,-100.0,-100.0,-95.0,-100.0
193840,-100.0,-100.0,-96.0,-100.0
193942,-100.0,-100.0,-96.0,-100.0
193958,-100.0,-100.0,-97.0,-100.0
193961,-100.0,-100.0,-97.0,-100.0
193975,-100.0,-100.0,-98.0,-100.0
193978,-100.0,-100.0,-98.0,-100.0
193992,-100.0,-100.0,-99.0,-100.0
193994,-100.0,-100.0,-99.0,-100.0
194008,-100.0,-100.0,-100.0,-100.0
240615,-100.0,-100.0,-100.0,-100.0
240652,-100.0,-100.0,-100.0,-100.0
240683,-100.0,-100.0,-100.0,-100.0
240717,-100.0,-100.0,-100.0,-100.0
240799,-100.0,-100.0,-100.0,-100.0
240818,-100.0,-100.0,-100.0,-100.0
240849,-100.0,-100.0,-100.0,-100.0
240865,-100.0,-100.0,-100.0,-100.0
240898,-100.0,-100.0,-100.0,-100.0
241215,-100.0,-100.0,-100.0,-100.0
241233,-100.0,-100.0,-100.0,-100.0
241250,-100.0,-100.0,-100.0,-100.0
241265,-100.0,-100.0,-100.0,-100.0
241283,-100.0,-100.0,-100.0,-100.0
241299,-100.0,-100.0,-100.0,-100.0
241316,-100.0,-100.0,-100.0,-100.0
241382,-100.0,-100.0,-100.0,-100.0
241400,-100.0,-100.0,-100.0,-100.0
241415,-100.0,-100.0,-100.0,-100.0
241432,-100.0,-100.0,-100.0,-100.0
241449,-100.0,-100.0,-100.0,-100.0
241465,-100.0,-100.0,-100.0,-100.0
398358,-100.0,-100.0,-100.0,-100.0
398373,-100.0,-99.0,-100.0,-100.0
398397,-100.0,-99.0,-100.0,-100.0
398437,-100.0,-96.0,-100.0,-100.0
398443,-100.0,-96.0,-100.0,-100.0
398454,-100.0,-95.0,-100.0,-100.0
398460,-100.0,-95.0,-100.0,-100.0
398471,-100.0,-94.0,-100.0,-100.0
398477,-100.0,-94.0,-100.0,-100.0
398488,-100.0,-93.0,-100.0,-100.0
398591,-100.0,-93.0,-100.0,-100.0
398606,-100.0,-92.0,-100.0,-100.0
398611,-100.0,-92.0,-100.0,-100.0
398622,-100.0,-91.0,-100.0,-100.0
398627,-100.0,-91.0,-100.0,-100.0
398639,-100.0,-90.0,-100.0,-100.0
398643,-100.0,-90.0,-100.0,-100.0
398655,-100.0,-88.0,-100.0,-100.0
398659,-100.0,-88.0,-100.0,-100.0
398672,-100.0,-87.0,-100.0,-100.0
398678,-100.0,-87.0,-100.0,-100.0
398689,-100.0,-86.0,-100.0,-100.0
398976,-100.0,-86.0,-100.0,-100.0
398990,-100.0,-85.0,-100.0,-100.0
398994,-100.0,-85.0,-100.0,-100.0
399007,-100.0,-84.0,-100.0,-100.0
399012,-100.0,-84.0,-100.0,-100.0
399023,-100.0,-83.0,-100.0,-100.0
399030,-100.0,-83.0,-100.0,-100.0
399040,-100.0,-82.0,-100.0,-100.0
399045,-100.0,-82.0,-100.0,-100.0
399056,-100.0,-81.0,-100.0,-100.0
399060,-100.0,-81.0,-100.0,-100.0
399073,-100.0,-80.0,-100.0,-100.0
399080,-100.0,-80.0,-100.0,-100.0
399090,-100.0,-79.0,-100.0,-100.0
399094,-100.0,-79.0,-100.0,-100.0
399107,-100.0,-78.0,-100.0,-100.0
403121,-100.0,-78.0,-100.0,-100.0
403137,-100.0,-79.0,-100.0,-100.0
403141,-100.0,-79.0,-100.0,-100.0
403154,-100.0,-80.0,-100.0,-100.0
403157,-100.0,-80.0,-100.0,-100.0
403170,-100.0,-82.0,-100.0,-100.0
403174,-100.0,-82.0,-100.0,-100.0
403187,-100.0,-83.0,-100.0,-100.0
403190,-100.0,-83.0,-100.0,-100.0
403204,-100.0,-84.0,-100.0,-100.0
403208,-100.0,-84.0,-100.0,-100.0
403220,-100.0,-85.0,-100.0,-100.0
404678,-100.0,-85.0,-100.0,-100.0
404693,-100.0,-86.0,-100.0,-100.0
404697,-100.0,-86.0,-100.0,-100.0
404709,-100.0,-87.0,-100.0,-100.0
404720,-100.0,-87.0,-100.0,-100.0
404742,-100.0,-89.0,-100.0,-100.0
404746,-100.0,-89.0,-100.0,-100.0
404759,-100.0,-91.0,-100.0,-100.0
404764,-100.0,-91.0,-100.0,-100.0
404776,-100.0,-92.0,-100.0,-100.0
404779,-100.0,-92.0,-100.0,-100.0
404792,-100.0,-93.0,-100.0,-100.0
404796,-100.0,-93.0,-100.0,-100.0
404809,-100.0,-94.0,-100.0,-100.0
405078,-100.0,-94.0,-100.0,-100.0
405095,-100.0,-95.0,-100.0,-100.0
405099,-100.0,-95.0,-100.0,-100.0
405110,-100.0,-96.0,-100.0,-100.0
405115,-100.0,-96.0,-100.0,-100.0
405127,-100.0,-97.0,-100.0,-100.0
405132,-100.0,-97.0,-100.0,-100.0
405144,-100.0,-98.0,-100.0,-100.0
405148,-100.0,-98.0,-100.0,-100.0
405160,-100.0,-100.0,-100.0,-100.0
525025,-100.0,-100.0,-100.0,-100.0
525058,-100.0,-100.0,-100.0,-100.0
525108,-100.0,-100.0,-100.0,-100.0
525159,-100.0,-100.0,-100.0,-100.0
525610,-100.0,-100.0,-100.0,-100.0
525625,-100.0,-100.0,-100.0,-100.0
525660,-100.0,-100.0,-100.0,-100.0
525709,-100.0,-100.0,-100.0,-100.0
525726,-100.0,-100.0,-100.0,-100.0
526626,-100.0,-100.0,-100.0,-100.0
526642,-100.0,-100.0,-100.0,-100.0
526675,-100.0,-100.0,-100.0,-100.0
526709,-100.0,-100.0,-100.0,-100.0
526758,-100.0,-100.0,-100.0,-100.0
526792,-100.0,-100.0,-100.0,-100.0
531358,-100.0,-100.0,-100.0,-100.0
531376,-100.0,-100.0,-100.0,-100.0
531409,-100.0,-100.0,-100.0,-100.0
531432,-100.0,-100.0,-100.0,-100.0
531451,-100.0,-100.0,-100.0,-100.0
531460,-100.0,-100.0,-100.0,-100.0
531484,-100.0,-100.0,-100.0,-100.0
531507,-100.0,-100.0,-100.0,-100.0
531514,-100.0,-100.0,-100.0,-100.0
531541,-100.0,-100.0,-100.0,-100.0
531548,-100.0,-100.0,-100.0,-100.0
531699,-100.0,-100.0,-100.0,-100.0
531734,-100.0,-100.0,-100.0,-100.0
531782,-100.0,-100.0,-100.0,-100.0
531815,-100.0,-100.0,-100.0,-100.0
536649,-100.0,-100.0,-100.0,-100.0
536666,-100.0,-100.0,-100.0,-100.0
536698,-100.0,-100.0,-100.0,-100.0
536715,-100.0,-100.0,-100.0,-100.0
536731,-100.0,-100.0,-100.0,-100.0
541264,-100.0,-100.0,-100.0,-100.0
541283,-100.0,-100.0,-100.0,-100.0
541297,-100.0,-100.0,-100.0,-100.0
541314,-100.0,-100.0,-100.0,-100.0
541331,-100.0,-100.0,-100.0,-100.0
541348,-100.0,-100.0,-100.0,-100.0
541365,-100.0,-100.0,-100.0,-100.0
543456,-100.0,-100.0,-100.0,-100.0
543475,-100.0,-100.0,-100.0,-100.0
543508,-100.0,-100.0,-100.0,-100.0
561474,-100.0,-100.0,-100.0,-100.0
561490,-100.0,-100.0,-100.0,-100.0
561525,-100.0,-100.0,-100.0,-100.0
561576,-100.0,-100.0,-100.0,-100.0
561623,-100.0,-100.0,-100.0,-100.0
561656,-100.0,-100.0,-100.0,-100.0
561691,-100.0,-100.0,-100.0,-100.0
570523,-100.0,-100.0,-100.0,-100.0
570539,-100.0,-100.0,-100.0,-100.0
570574,-100.0,-100.0,-100.0,-100.0
570624,-100.0,-100.0,-100.0,-100.0
570672,-100.0,-100.0,-100.0,-100.0
570706,-100.0,-100.0,-100.0,-100.0
570740,-100.0,-100.0,-100.0,-100.0
570772,-100.0,-100.0,-100.0,-100.0
570788,-100.0,-100.0,-100.0,-100.0
608034,-100.0,-100.0,-100.0,-100.0
