,A29R1LR84VSJU,A1UH47OTAH2RT,A2JNCB317KX86,A1EUJEHDI66UT
403515,-64.0,60.0,-26.0,100.0
403580,-64.0,60.0,-26.0,100.0
403634,-63.0,60.0,-26.0,100.0
403658,-63.0,60.0,-26.0,100.0
403677,-62.0,60.0,-26.0,100.0
403714,-62.0,60.0,-26.0,100.0
403788,-61.0,60.0,-26.0,100.0
403891,-61.0,60.0,-26.0,100.0
403984,-58.0,60.0,-26.0,100.0
404016,-58.0,60.0,-26.0,100.0
404186,-57.0,60.0,-26.0,100.0
404209,-57.0,60.0,-26.0,100.0
404272,-56.0,60.0,-26.0,100.0
404303,-56.0,60.0,-26.0,100.0
404334,-54.0,60.0,-26.0,100.0
404366,-54.0,60.0,-26.0,100.0
404392,-53.0,60.0,-26.0,100.0
404425,-53.0,60.0,-26.0,100.0
404552,-52.0,60.0,-26.0,100.0
404585,-52.0,60.0,-26.0,100.0
404664,-51.0,60.0,-26.0,100.0
404691,-51.0,60.0,-26.0,100.0
404705,-50.0,60.0,-26.0,100.0
404803,-50.0,60.0,-26.0,100.0
404831,-48.0,60.0,-26.0,100.0
404859,-48.0,60.0,-26.0,100.0
404887,-47.0,60.0,-26.0,100.0
404905,-47.0,60.0,-26.0,100.0
405040,-45.0,60.0,-26.0,100.0
405063,-45.0,60.0,-26.0,100.0
405167,-44.0,60.0,-26.0,100.0
405216,-44.0,60.0,-26.0,100.0
405341,-43.0,60.0,-26.0,100.0
405363,-43.0,60.0,-26.0,100.0
405594,-41.0,60.0,-26.0,100.0
405624,-41.0,60.0,-26.0,100.0
405665,-40.0,60.0,-26.0,100.0
405697,-40.0,60.0,-26.0,100.0
405849,-38.0,60.0,-26.0,100.0
405892,-38.0,60.0,-26.0,100.0
406013,-37.0,60.0,-26.0,100.0
406044,-37.0,60.0,-26.0,100.0
406194,-36.0,60.0,-26.0,100.0
406223,-36.0,60.0,-26.0,100.0
406242,-35.0,60.0,-26.0,100.0
406272,-35.0,60.0,-26.0,100.0
406301,-34.0,60.0,-26.0,100.0
406327,-34.0,60.0,-26.0,100.0
406369,-31.0,60.0,-26.0,100.0
406433,-31.0,60.0,-26.0,100.0
406467,-30.0,60.0,-26.0,100.0
406600,-30.0,60.0,-26.0,100.0
406712,-29.0,60.0,-26.0,100.0
406834,-29.0,60.0,-26.0,100.0
406941,-28.0,60.0,-26.0,100.0
406977,-28.0,60.0,-26.0,100.0
407001,-27.0,60.0,-26.0,100.0
407023,-27.0,60.0,-26.0,100.0
407042,-26.0,60.0,-26.0,100.0
407080,-26.0,60.0,-26.0,100.0
407166,-25.0,60.0,-26.0,100.0
407310,-25.0,60.0,-26.0,100.0
407451,-23.0,60.0,-26.0,100.0
407471,-23.0,60.0,-26.0,100.0
407493,-22.0,60.0,-26.0,100.0
407593,25.0,60.0,-26.0,100.0
407594,27.0,60.0,-26.0,100.0
407612,27.0,60.0,-26.0,100.0
407705,28.0,60.0,-26.0,100.0
407729,28.0,60.0,-26.0,100.0
407795,29.0,60.0,-26.0,100.0
407826,29.0,60.0,-26.0,100.0
407856,30.0,60.0,-26.0,100.0
407886,30.0,60.0,-26.0,100.0
407924,31.0,60.0,-26.0,100.0
407961,31.0,60.0,-26.0,100.0
408012,32.0,60.0,-26.0,100.0
408057,32.0,60.0,-26.0,100.0
408151,33.0,60.0,-26.0,100.0
408294,33.0,60.0,-26.0,100.0
408398,34.0,60.0,-26.0,100.0
408443,34.0,60.0,-26.0,100.0
408514,35.0,60.0,-26.0,100.0
408668,35.0,60.0,-26.0,100.0
408700,37.0,60.0,-26.0,100.0
408730,37.0,60.0,-26.0,100.0
408751,38.0,60.0,-26.0,100.0
408782,38.0,60.0,-26.0,100.0
408804,39.0,60.0,-26.0,100.0
408924,39.0,60.0,-26.0,100.0
408957,40.0,60.0,-26.0,100.0
409083,40.0,60.0,-26.0,100.0
409123,41.0,60.0,-26.0,100.0
409158,41.0,60.0,-26.0,100.0
409188,42.0,60.0,-26.0,100.0
409218,42.0,60.0,-26.0,100.0
409337,43.0,60.0,-26.0,100.0
409720,43.0,60.0,-26.0,100.0
409758,44.0,60.0,-26.0,100.0
409924,44.0,60.0,-26.0,100.0
409971,45.0,60.0,-26.0,100.0
410039,45.0,60.0,-26.0,100.0
410093,46.0,60.0,-26.0,100.0
410124,46.0,60.0,-26.0,100.0
410195,47.0,60.0,-26.0,100.0
410320,47.0,60.0,-26.0,100.0
410415,48.0,60.0,-26.0,100.0
410548,48.0,60.0,-26.0,100.0
410587,49.0,60.0,-26.0,100.0
410701,49.0,60.0,-26.0,100.0
410781,50.0,60.0,-26.0,100.0
410803,50.0,60.0,-26.0,100.0
410848,53.0,60.0,-26.0,100.0
411057,53.0,60.0,-26.0,100.0
411120,54.0,60.0,-26.0,100.0
411237,80.0,60.0,-26.0,100.0
411246,81.0,60.0,-26.0,100.0
411383,81.0,60.0,-26.0,100.0
411421,82.0,60.0,-26.0,100.0
411558,82.0,60.0,-26.0,100.0
411639,84.0,60.0,-26.0,100.0
411830,84.0,60.0,-26.0,100.0
411859,86.0,60.0,-26.0,100.0
411977,86.0,60.0,-26.0,100.0
412143,87.0,60.0,-26.0,100.0
412181,87.0,60.0,-26.0,100.0
412258,88.0,60.0,-26.0,100.0
412380,88.0,60.0,-26.0,100.0
412510,89.0,60.0,-26.0,100.0
412531,89.0,60.0,-26.0,100.0
412562,90.0,60.0,-26.0,100.0
412695,90.0,60.0,-26.0,100.0
412860,91.0,60.0,-26.0,100.0
412883,91.0,60.0,-26.0,100.0
412983,92.0,60.0,-26.0,100.0
413012,92.0,60.0,-26.0,100.0
413029,93.0,60.0,-26.0,100.0
413061,93.0,60.0,-26.0,100.0
413126,94.0,60.0,-26.0,100.0
414593,94.0,60.0,-26.0,100.0
414661,95.0,60.0,-26.0,100.0
414702,95.0,60.0,-26.0,100.0
414789,96.0,60.0,-26.0,100.0
414814,96.0,60.0,-26.0,100.0
414903,97.0,60.0,-26.0,100.0
414934,97.0,60.0,-26.0,100.0
415003,98.0,60.0,-26.0,100.0
415004,,60.0,-26.0,100.0
415150,,60.0,-26.0,100.0
415164,,60.0,-26.0,100.0
415194,,60.0,-26.0,100.0
415220,,60.0,-26.0,100.0
415253,,60.0,-26.0,100.0
415282,,60.0,-26.0,100.0
415319,,60.0,-26.0,100.0
415337,,60.0,-26.0,100.0
415366,,60.0,-26.0,100.0
415393,,60.0,-26.0,100.0
415410,,60.0,-26.0,100.0
415446,,60.0,-26.0,100.0
415467,,60.0,-26.0,100.0
415495,,60.0,-26.0,100.0
415510,,60.0,-26.0,100.0
415529,,60.0,-26.0,100.0
415544,,60.0,-26.0,100.0
415558,,60.0,-26.0,100.0
415574,,60.0,-26.0,100.0
415592,,60.0,-26.0,100.0
415607,,60.0,-26.0,100.0
415625,,60.0,-26.0,100.0
415641,,60.0,-26.0,100.0
415657,,60.0,-26.0,100.0
415674,,60.0,-26.0,100.0
415691,,60.0,-26.0,100.0
415708,,60.0,-26.0,100.0
415727,,60.0,-26.0,100.0
415741,,60.0,-26.0,100.0
415759,,60.0,-26.0,100.0
415774,,60.0,-26.0,100.0
415793,,60.0,-26.0,100.0
415807,,60.0,-26.0,100.0
415824,,60.0,-26.0,100.0
415842,,60.0,-26.0,100.0
415858,,60.0,-26.0,100.0
415876,,60.0,-26.0,100.0
415891,,60.0,-26.0,100.0
415907,,60.0,-26.0,100.0
415926,,60.0,-26.0,100.0
415942,,60.0,-26.0,100.0
415958,,60.0,-26.0,100.0
415978,,60.0,-26.0,100.0
415991,,60.0,-26.0,100.0
416009,,60.0,-26.0,100.0
416024,,60.0,-26.0,100.0
416042,,60.0,-26.0,100.0
416057,,60.0,-26.0,100.0
416074,,60.0,-26.0,100.0
416093,,60.0,-26.0,100.0
416109,,60.0,-26.0,100.0
416124,,60.0,-26.0,100.0
416141,,60.0,-26.0,100.0
416157,,60.0,-26.0,100.0
416178,,60.0,-26.0,100.0
416191,,60.0,-26.0,100.0
416209,,60.0,-26.0,100.0
416225,,60.0,-26.0,100.0
416241,,60.0,-26.0,100.0
416260,,60.0,-26.0,100.0
416280,,60.0,-26.0,100.0
416290,,60.0,-26.0,100.0
416316,,60.0,-26.0,100.0
416329,,60.0,-26.0,100.0
416346,,60.0,-26.0,100.0
416366,,60.0,-26.0,100.0
416381,,60.0,-26.0,100.0
416391,,60.0,-26.0,100.0
416407,,60.0,-26.0,100.0
416425,,60.0,-26.0,100.0
416441,,60.0,-26.0,100.0
416459,,60.0,-26.0,100.0
416474,,60.0,-26.0,100.0
416490,,60.0,-26.0,100.0
416509,,60.0,-26.0,100.0
416524,,60.0,-26.0,100.0
416542,,60.0,-26.0,100.0
416557,,60.0,-26.0,100.0
416574,,60.0,-26.0,100.0
416592,,60.0,-26.0,100.0
416613,,60.0,-26.0,100.0
416631,,60.0,-26.0,100.0
416653,,60.0,-26.0,100.0
416663,,60.0,-26.0,100.0
416686,,60.0,-26.0,100.0
416709,,60.0,-26.0,100.0
416725,,60.0,-26.0,100.0
416740,,60.0,-26.0,100.0
416759,,60.0,-26.0,100.0
416774,,60.0,-26.0,100.0
416792,,60.0,-26.0,100.0
416808,,60.0,-26.0,100.0
416824,,60.0,-26.0,100.0
416842,,60.0,-26.0,100.0
416859,,60.0,-26.0,100.0
416874,,60.0,-26.0,100.0
446558,,60.0,-26.0,100.0
446583,,60.0,-26.0,100.0
446602,,60.0,-26.0,100.0
446626,,60.0,-26.0,100.0
446646,,60.0,-26.0,100.0
446666,,60.0,-26.0,100.0
446683,,60.0,-26.0,100.0
446701,,60.0,-26.0,100.0
446719,,60.0,-26.0,100.0
446738,,60.0,-26.0,100.0
446758,,60.0,-26.0,100.0
446777,,60.0,-26.0,100.0
446794,,60.0,-26.0,100.0
446809,,60.0,-26.0,100.0
446830,,60.0,-26.0,100.0
446845,,60.0,-26.0,100.0
446867,,60.0,-26.0,100.0
446884,,60.0,-26.0,100.0
446902,,60.0,-26.0,100.0
446922,,60.0,-26.0,100.0
446940,,60.0,-26.0,100.0
446959,,60.0,-26.0,100.0
446976,,60.0,-26.0,100.0
446993,,60.0,-26.0,100.0
447010,,60.0,-26.0,100.0
447025,,60.0,-26.0,100.0
447044,,60.0,-26.0,100.0
447060,,60.0,-26.0,100.0
447079,,60.0,-26.0,100.0
447094,,60.0,-26.0,100.0
447116,,60.0,-26.0,100.0
447132,,60.0,-26.0,100.0
447152,,60.0,-26.0,100.0
447169,,60.0,-26.0,100.0
447185,,60.0,-26.0,100.0
447201,,60.0,-26.0,100.0
447221,,60.0,-26.0,100.0
447242,,60.0,-26.0,100.0
447258,,60.0,-26.0,100.0
447274,,60.0,-26.0,100.0
447293,,60.0,-26.0,100.0
447311,,60.0,-26.0,100.0
447329,,60.0,-26.0,100.0
447344,,60.0,-26.0,100.0
447368,,60.0,-26.0,100.0
447387,,60.0,-26.0,100.0
447406,,60.0,-26.0,100.0
447430,,60.0,-26.0,100.0
447446,,60.0,-26.0,100.0
447463,,60.0,-26.0,100.0
447480,,60.0,-26.0,100.0
447497,,60.0,-26.0,100.0
447514,,60.0,-26.0,100.0
447528,,60.0,-26.0,100.0
447546,,60.0,-26.0,100.0
447561,,60.0,-26.0,100.0
447579,,60.0,-26.0,100.0
447592,,60.0,-26.0,100.0
447609,,60.0,-26.0,100.0
447627,,60.0,-26.0,100.0
447649,,60.0,-26.0,100.0
447667,,60.0,-26.0,100.0
447684,,60.0,-26.0,100.0
447702,,60.0,-26.0,100.0
447721,,60.0,-26.0,100.0
447742,,60.0,-26.0,100.0
447758,,60.0,-26.0,100.0
447774,,60.0,-26.0,100.0
447793,,60.0,-26.0,100.0
447809,,60.0,-26.0,100.0
447827,,60.0,-26.0,100.0
447843,,60.0,-26.0,100.0
447857,,60.0,-26.0,100.0
447876,,60.0,-26.0,100.0
447894,,60.0,-26.0,100.0
447912,,60.0,-26.0,100.0
447927,,60.0,-26.0,100.0
447943,,60.0,-26.0,100.0
447963,,60.0,-26.0,100.0
447979,,60.0,-26.0,100.0
447999,,60.0,-26.0,100.0
448017,,60.0,-26.0,100.0
448032,,60.0,-26.0,100.0
448049,,60.0,-26.0,100.0
448065,,60.0,-26.0,100.0
448087,,60.0,-26.0,100.0
448105,,60.0,-26.0,100.0
448118,,60.0,-26.0,100.0
448139,,60.0,-26.0,100.0
448159,,60.0,-26.0,100.0
448179,,60.0,-26.0,100.0
448193,,60.0,-26.0,100.0
448213,,60.0,-26.0,100.0
448226,,60.0,-26.0,100.0
448247,,60.0,-26.0,100.0
448266,,60.0,-26.0,100.0
448289,,60.0,-26.0,100.0
448307,,60.0,-26.0,100.0
448326,,60.0,-26.0,100.0
448342,,60.0,-26.0,100.0
448358,,60.0,-26.0,100.0
448377,,60.0,-26.0,100.0
448393,,60.0,-26.0,100.0
448409,,60.0,-26.0,100.0
448425,,60.0,-26.0,100.0
448440,,60.0,-26.0,100.0
448461,,60.0,-26.0,100.0
448477,,60.0,-26.0,100.0
448500,,60.0,-26.0,100.0
448512,,60.0,-26.0,100.0
448529,,60.0,-26.0,100.0
448552,,60.0,-26.0,100.0
448568,,60.0,-26.0,100.0
448586,,60.0,-26.0,100.0
448601,,60.0,-26.0,100.0
448621,,60.0,-26.0,100.0
448641,,60.0,-26.0,100.0
468446,,60.0,-26.0,100.0
468447,94.0,60.0,-26.0,100.0
468459,93.0,60.0,-26.0,100.0
468469,93.0,60.0,-26.0,100.0
468804,91.0,60.0,-26.0,100.0
468967,91.0,60.0,-26.0,100.0
469088,90.0,60.0,-26.0,100.0
469167,90.0,60.0,-26.0,100.0
469308,89.0,60.0,-26.0,100.0
469348,89.0,60.0,-26.0,100.0
469498,88.0,60.0,-26.0,100.0
469539,88.0,60.0,-26.0,100.0
469764,87.0,60.0,-26.0,100.0
469801,87.0,60.0,-26.0,100.0
469849,85.0,60.0,-26.0,100.0
469879,85.0,60.0,-26.0,100.0
469913,83.0,60.0,-26.0,100.0
470048,42.0,60.0,-26.0,100.0
470066,42.0,60.0,-26.0,100.0
470107,41.0,60.0,-26.0,100.0
470121,41.0,60.0,-26.0,100.0
470202,40.0,60.0,-26.0,100.0
470345,40.0,60.0,-26.0,100.0
470386,39.0,60.0,-26.0,100.0
470483,39.0,60.0,-26.0,100.0
470509,38.0,60.0,-26.0,100.0
470569,38.0,60.0,-26.0,100.0
470612,37.0,60.0,-26.0,100.0
470658,37.0,60.0,-26.0,100.0
470685,36.0,60.0,-26.0,100.0
470730,36.0,60.0,-26.0,100.0
470825,33.0,60.0,-26.0,100.0
470959,33.0,60.0,-26.0,100.0
471003,32.0,60.0,-26.0,100.0
471113,32.0,60.0,-26.0,100.0
471139,31.666666666666668,60.0,-26.0,100.0
471140,31.333333333333332,60.0,-26.0,100.0
471160,31.0,60.0,-26.0,100.0
471192,31.0,60.0,-26.0,100.0
471250,31.0,60.0,-26.0,100.0
471260,31.0,60.0,-26.0,100.0
471289,30.8,60.0,-26.0,100.0
471313,30.6,60.0,-26.0,100.0
471337,30.4,60.0,-26.0,100.0
471348,30.2,60.0,-26.0,100.0
471354,30.0,60.0,-26.0,100.0
471365,30.0,60.0,-26.0,100.0
471388,30.0,60.0,-26.0,100.0
471481,30.0,60.0,-26.0,100.0
471505,30.0,60.0,-26.0,100.0
471513,29.0,60.0,-26.0,100.0
471551,28.0,60.0,-26.0,100.0
471596,28.0,60.0,-26.0,100.0
471605,28.0,60.0,-26.0,100.0
471642,28.0,60.0,-26.0,100.0
471659,27.0,60.0,-26.0,100.0
471770,26.0,60.0,-26.0,100.0
471773,26.0,60.0,-26.0,100.0
471793,26.0,60.0,-26.0,100.0
471833,26.0,60.0,-26.0,100.0
471857,26.0,60.0,-26.0,100.0
471881,26.0,60.0,-26.0,100.0
471890,25.666666666666668,60.0,-26.0,100.0
471902,25.333333333333332,60.0,-26.0,100.0
471915,25.0,60.0,-26.0,100.0
471973,25.0,60.0,-26.0,100.0
471988,25.0,60.0,-26.0,100.0
472038,25.0,60.0,-26.0,100.0
472046,25.0,60.0,-26.0,100.0
472053,24.75,60.0,-26.0,100.0
472098,24.5,60.0,-26.0,100.0
472122,24.25,60.0,-26.0,100.0
472133,24.0,60.0,-26.0,100.0
472205,24.0,60.0,-26.0,100.0
472218,24.0,60.0,-26.0,100.0
472279,24.0,60.0,-26.0,100.0
472294,23.666666666666668,60.0,-26.0,100.0
472301,23.333333333333332,60.0,-26.0,100.0
472376,23.0,60.0,-26.0,100.0
472395,23.0,60.0,-26.0,100.0
472425,23.0,60.0,-26.0,100.0
472445,23.0,60.0,-26.0,100.0
472458,23.0,60.0,-26.0,100.0
472477,23.0,60.0,-26.0,100.0
472524,21.0,60.0,-26.0,100.0
472525,21.0,60.0,-26.0,100.0
472535,21.0,60.0,-26.0,100.0
472565,21.0,60.0,-26.0,100.0
472593,21.0,60.0,-26.0,100.0
472628,21.0,60.0,-26.0,100.0
472637,21.0,60.0,-26.0,100.0
472651,21.0,60.0,-26.0,100.0
472654,21.0,60.0,-26.0,100.0
472677,21.0,60.0,-26.0,100.0
472681,20.333333333333332,60.0,-26.0,100.0
472711,19.666666666666668,60.0,-26.0,100.0
472717,19.0,60.0,-26.0,100.0
472781,19.0,60.0,-26.0,100.0
472794,19.0,60.0,-26.0,100.0
472826,19.0,60.0,-26.0,100.0
472851,19.0,60.0,-26.0,100.0
472867,19.0,60.0,-26.0,100.0
472910,18.666666666666668,60.0,-26.0,100.0
472919,18.333333333333332,60.0,-26.0,100.0
472966,18.0,60.0,-26.0,100.0
472990,18.0,60.0,-26.0,100.0
473016,18.0,60.0,-26.0,100.0
473017,18.0,60.0,-26.0,100.0
473040,17.90909090909091,60.0,-26.0,100.0
473052,17.818181818181817,60.0,-26.0,100.0
473077,17.727272727272727,60.0,-26.0,100.0
473079,17.636363636363637,60.0,-26.0,100.0
473112,17.545454545454547,60.0,-26.0,100.0
473123,17.454545454545453,60.0,-26.0,100.0
473155,17.363636363636363,60.0,-26.0,100.0
473164,17.272727272727273,60.0,-26.0,100.0
473198,17.181818181818183,60.0,-26.0,100.0
473213,17.09090909090909,60.0,-26.0,100.0
473228,17.0,60.0,-26.0,100.0
473280,17.0,60.0,-26.0,100.0
473310,17.0,60.0,-26.0,100.0
473341,17.0,60.0,-26.0,100.0
473357,16.333333333333332,60.0,-26.0,100.0
473364,15.666666666666666,60.0,-26.0,100.0
473382,15.0,60.0,-26.0,100.0
473394,15.0,60.0,-26.0,100.0
473402,15.0,60.0,-26.0,100.0
473403,14.0,60.0,-26.0,100.0
473435,13.0,60.0,-26.0,100.0
473448,13.0,60.0,-26.0,100.0
473486,13.0,60.0,-26.0,100.0
473495,13.0,60.0,-26.0,100.0
473503,13.0,60.0,-26.0,100.0
473514,13.0,60.0,-26.0,100.0
473533,13.0,60.0,-26.0,100.0
473550,12.777777777777779,60.0,-26.0,100.0
473571,12.555555555555555,60.0,-26.0,100.0
473645,12.333333333333334,60.0,-26.0,100.0
473653,12.11111111111111,60.0,-26.0,100.0
473690,11.88888888888889,60.0,-26.0,100.0
473702,11.666666666666666,60.0,-26.0,100.0
473742,11.444444444444445,60.0,-26.0,100.0
473751,11.222222222222221,60.0,-26.0,100.0
473757,11.0,60.0,-26.0,100.0
473801,11.0,60.0,-26.0,100.0
473827,10.666666666666666,60.0,-26.0,100.0
473837,10.333333333333334,60.0,-26.0,100.0
473908,10.0,60.0,-26.0,100.0
473924,-85.0,60.0,-26.0,100.0
473927,-85.0,60.0,-26.0,100.0
473939,-85.0,60.0,-26.0,100.0
474012,-86.0,60.0,-26.0,100.0
474030,-86.0,60.0,-26.0,100.0
474062,-86.0,60.0,-26.0,100.0
474071,-86.0,60.0,-26.0,100.0
474106,-86.0,60.0,-26.0,100.0
474136,-87.0,60.0,-26.0,100.0
474154,-87.0,60.0,-26.0,100.0
474165,-87.0,60.0,-26.0,100.0
474203,-87.0,60.0,-26.0,100.0
474222,-87.5,60.0,-26.0,100.0
474241,-88.0,60.0,-26.0,100.0
474342,-88.0,60.0,-26.0,100.0
474380,-88.5,60.0,-26.0,100.0
474394,-89.0,60.0,-26.0,100.0
474428,-89.0,60.0,-26.0,100.0
474442,-89.0,60.0,-26.0,100.0
474445,-89.66666666666667,60.0,-26.0,100.0
474453,-90.33333333333333,60.0,-26.0,100.0
474473,-91.0,60.0,-26.0,100.0
474499,-91.0,60.0,-26.0,100.0
474509,-91.0,60.0,-26.0,100.0
474525,-91.0,60.0,-26.0,100.0
474530,-91.5,60.0,-26.0,100.0
474539,-92.0,60.0,-26.0,100.0
474551,-92.0,60.0,-26.0,100.0
474560,-92.0,60.0,-26.0,100.0
474582,-92.0,60.0,-26.0,100.0
474585,-92.0,60.0,-26.0,100.0
474649,-93.0,60.0,-26.0,100.0
474680,-93.0,60.0,-26.0,100.0
474694,-93.0,60.0,-26.0,100.0
474730,-93.0,60.0,-26.0,100.0
474752,-93.0,60.0,-26.0,100.0
474775,-95.0,60.0,-26.0,100.0
474807,-95.0,60.0,-26.0,100.0
474828,-96.0,60.0,-26.0,100.0
474832,-96.0,60.0,-26.0,100.0
474847,-96.0,60.0,-26.0,100.0
474873,-96.0,60.0,-26.0,100.0
474890,-96.0,60.0,-26.0,100.0
474915,-96.5,60.0,-26.0,100.0
474938,-97.0,60.0,-26.0,100.0
475002,-97.0,60.0,-26.0,100.0
475010,-97.5,60.0,-26.0,100.0
475025,-98.0,60.0,-26.0,100.0
475087,-98.5,60.0,-26.0,100.0
475110,-99.0,60.0,-26.0,100.0
475111,-99.0,60.0,-26.0,100.0
475147,-99.0,60.0,-26.0,100.0
475159,-99.0,60.0,-26.0,100.0
475178,-99.5,60.0,-26.0,100.0
475186,-100.0,60.0,-26.0,100.0
475215,-100.0,60.0,-26.0,100.0
475230,-100.0,60.0,-26.0,100.0
475282,-100.0,60.0,-26.0,100.0
475313,-100.0,60.0,-26.0,100.0
475366,-100.0,60.0,-26.0,100.0
475378,-100.0,60.0,-26.0,100.0
475440,-100.0,60.0,-26.0,100.0
475455,-100.0,60.0,-26.0,100.0
475486,-100.0,60.0,-26.0,100.0
475513,-100.0,60.0,-26.0,100.0
475584,-100.0,60.0,-26.0,100.0
475600,-100.0,60.0,-26.0,100.0
475635,-100.0,60.0,-26.0,100.0
475648,-100.0,60.0,-26.0,100.0
475689,-100.0,60.0,-26.0,100.0
475703,-100.0,60.0,-26.0,100.0
475761,-100.0,60.0,-26.0,100.0
475781,-100.0,60.0,-26.0,100.0
475821,-100.0,60.0,-26.0,100.0
475833,-100.0,60.0,-26.0,100.0
475840,-100.0,60.0,-26.0,100.0
475855,-100.0,60.0,-26.0,100.0
475886,-100.0,60.0,-26.0,100.0
475898,-100.0,60.0,-26.0,100.0
475964,-100.0,60.0,-26.0,100.0
475973,-100.0,60.0,-26.0,100.0
476034,-100.0,60.0,-26.0,100.0
476046,-100.0,60.0,-26.0,100.0
476060,-100.0,60.0,-26.0,100.0
476064,-100.0,60.0,-26.0,100.0
476095,-100.0,60.0,-26.0,100.0
476111,-100.0,60.0,-26.0,100.0
476156,-100.0,60.0,-26.0,100.0
476172,-100.0,60.0,-26.0,100.0
476240,-100.0,60.0,-26.0,100.0
476253,-100.0,60.0,-26.0,100.0
476301,-100.0,60.0,-26.0,100.0
476310,-100.0,60.0,-26.0,100.0
476382,-100.0,60.0,-26.0,100.0
476393,-100.0,60.0,-26.0,100.0
476425,-100.0,60.0,-26.0,100.0
476443,-100.0,60.0,-26.0,100.0
476511,-100.0,60.0,-26.0,100.0
476525,-100.0,60.0,-26.0,100.0
476565,-100.0,60.0,-26.0,100.0
476577,-100.0,60.0,-26.0,100.0
476613,-100.0,60.0,-26.0,100.0
476624,-100.0,60.0,-26.0,100.0
476693,-100.0,60.0,-26.0,100.0
476696,-100.0,60.0,-26.0,100.0
476728,-100.0,60.0,-26.0,100.0
476742,-100.0,60.0,-26.0,100.0
476777,-100.0,60.0,-26.0,100.0
476792,-100.0,60.0,-26.0,100.0
476867,-100.0,60.0,-26.0,100.0
476882,-100.0,60.0,-26.0,100.0
476917,-100.0,60.0,-26.0,100.0
476921,-100.0,60.0,-26.0,100.0
476959,-100.0,60.0,-26.0,100.0
476979,-100.0,60.0,-26.0,100.0
477064,-100.0,60.0,-26.0,100.0
477071,-100.0,60.0,-26.0,100.0
477106,-100.0,60.0,-26.0,100.0
477119,-100.0,60.0,-26.0,100.0
477202,-100.0,60.0,-26.0,100.0
477214,-100.0,60.0,-26.0,100.0
477294,-100.0,60.0,-26.0,100.0
477321,-100.0,60.0,-26.0,100.0
477385,-100.0,60.0,-26.0,100.0
477396,-100.0,60.0,-26.0,100.0
477442,-100.0,60.0,-26.0,100.0
477459,-100.0,60.0,-26.0,100.0
477499,-100.0,60.0,-26.0,100.0
477532,-100.0,60.0,-26.0,100.0
477626,-100.0,60.0,-26.0,100.0
477649,-100.0,60.0,-26.0,100.0
477772,-100.0,60.0,-26.0,100.0
477780,-100.0,60.0,-26.0,100.0
477908,-100.0,60.0,-26.0,100.0
477935,-100.0,60.0,-26.0,100.0
477973,-100.0,60.0,-26.0,100.0
478000,-100.0,60.0,-26.0,100.0
478133,-100.0,60.0,-26.0,100.0
478156,-100.0,60.0,-26.0,100.0
478269,-100.0,60.0,-26.0,100.0
478304,-100.0,60.0,-26.0,100.0
478371,-100.0,60.0,-26.0,100.0
478384,-100.0,60.0,-26.0,100.0
478493,-100.0,60.0,-26.0,100.0
478509,-100.0,60.0,-26.0,100.0
478571,-100.0,60.0,-26.0,100.0
478595,-100.0,60.0,-26.0,100.0
478681,-100.0,60.0,-26.0,100.0
478715,-100.0,60.0,-26.0,100.0
478761,-100.0,60.0,-26.0,100.0
478775,-100.0,60.0,-26.0,100.0
478900,-100.0,60.0,-26.0,100.0
478916,-100.0,60.0,-26.0,100.0
478963,-100.0,60.0,-26.0,100.0
478975,-100.0,60.0,-26.0,100.0
479049,-100.0,60.0,-26.0,100.0
479064,-100.0,60.0,-26.0,100.0
479107,-100.0,60.0,-26.0,100.0
479123,-100.0,60.0,-26.0,100.0
479237,-100.0,60.0,-26.0,100.0
479249,-100.0,60.0,-26.0,100.0
479422,-100.0,60.0,-26.0,100.0
479450,-100.0,60.0,-26.0,100.0
479476,-100.0,60.0,-26.0,100.0
479503,-100.0,60.0,-26.0,100.0
479629,-100.0,60.0,-26.0,100.0
479652,-100.0,60.0,-26.0,100.0
479680,-100.0,60.0,-26.0,100.0
479704,-100.0,60.0,-26.0,100.0
479752,-100.0,60.0,-26.0,100.0
479780,-100.0,60.0,-26.0,100.0
479828,-100.0,60.0,-26.0,100.0
479843,-100.0,60.0,-26.0,100.0
479963,-100.0,60.0,-26.0,100.0
479983,-100.0,60.0,-26.0,100.0
480197,-100.0,60.0,-26.0,100.0
480233,-100.0,60.0,-26.0,100.0
480349,-100.0,60.0,-26.0,100.0
480376,-100.0,60.0,-26.0,100.0
480403,-100.0,60.0,-26.0,100.0
480441,-100.0,60.0,-26.0,100.0
480530,-100.0,60.0,-26.0,100.0
480575,-100.0,60.0,-26.0,100.0
480637,-100.0,60.0,-26.0,100.0
480653,-100.0,60.0,-26.0,100.0
480730,-100.0,60.0,-26.0,100.0
480750,-100.0,60.0,-26.0,100.0
480757,-100.0,60.0,-26.0,100.0
480774,-100.0,60.0,-26.0,100.0
480820,-100.0,60.0,-26.0,100.0
480844,-100.0,60.0,-26.0,100.0
480920,-100.0,60.0,-26.0,100.0
480931,-100.0,60.0,-26.0,100.0
480958,-100.0,60.0,-26.0,100.0
480976,-100.0,60.0,-26.0,100.0
481009,-100.0,60.0,-26.0,100.0
481041,-100.0,60.0,-26.0,100.0
481096,-100.0,60.0,-26.0,100.0
481114,-100.0,60.0,-26.0,100.0
481151,-100.0,60.0,-26.0,100.0
