,A1NRY8F9U4AYE,A3QI1RV4HQ9MO,A2Q3SM0KEI497
467878,-100.0,-93.0,-100.0
467893,-100.0,-93.0,-100.0
467927,-100.0,-93.0,-100.0
467960,-100.0,-93.0,-100.0
467997,-100.0,-93.0,-100.0
468030,-100.0,-93.0,-100.0
468052,-100.0,-93.0,-100.0
468107,-100.0,-93.0,-100.0
468136,-100.0,-93.0,-100.0
468159,-100.0,-93.0,-100.0
468161,-100.0,-93.0,-100.0
468219,-100.0,-93.0,-100.0
468233,-100.0,-93.0,-100.0
468273,-100.0,-93.0,-100.0
468311,-100.0,-93.0,-100.0
468327,-100.0,-93.0,-100.0
468338,-100.0,-93.0,-100.0
468377,-100.0,-93.0,-100.0
468400,-100.0,-93.0,-100.0
468439,-100.0,-93.0,-100.0
468454,-100.0,-93.0,-100.0
468493,-100.0,-93.0,-100.0
468531,-100.0,-93.0,-100.0
468548,-100.0,-93.0,-100.0
468582,-100.0,-93.0,-100.0
468603,-100.0,-93.0,-100.0
468623,-100.0,-93.0,-100.0
468656,-100.0,-93.0,-100.0
468675,-100.0,-93.0,-100.0
468689,-100.0,-93.0,-100.0
468707,-100.0,-93.0,-100.0
468744,-100.0,-93.0,-100.0
468773,-100.0,-93.0,-100.0
468797,-100.0,-93.0,-100.0
468827,-100.0,-93.0,-100.0
468852,-100.0,-93.0,-100.0
468871,-100.0,-93.0,-100.0
468954,-100.0,-93.0,-100.0
469002,-100.0,-93.0,-100.0
469032,-100.0,-93.0,-100.0
469082,-100.0,-93.0,-100.0
469119,-100.0,-93.0,-100.0
469136,-100.0,-93.0,-100.0
469181,-100.0,-93.0,-100.0
469194,-100.0,-93.0,-100.0
469231,-100.0,-93.0,-100.0
469241,-100.0,-93.0,-100.0
469296,-100.0,-93.0,-100.0
469336,-100.0,-93.0,-100.0
469348,-100.0,-93.0,-100.0
469383,-100.0,-93.0,-100.0
469397,-100.0,-93.0,-100.0
469430,-100.0,-93.0,-100.0
469436,-100.0,-93.0,-100.0
469453,-100.0,-93.0,-100.0
469519,-100.0,-93.0,-100.0
469533,-100.0,-93.0,-100.0
469571,-100.0,-93.0,-100.0
469609,-100.0,-93.0,-100.0
469650,-100.0,-93.0,-100.0
469664,-100.0,-93.0,-100.0
469692,-100.0,-93.0,-100.0
469711,-100.0,-93.0,-100.0
469772,-100.0,-93.0,-100.0
469793,-100.0,-93.0,-100.0
469832,-100.0,-93.0,-100.0
469863,-100.0,-93.0,-100.0
469871,-100.0,-93.0,-100.0
469911,-100.0,-93.0,-100.0
469929,-100.0,-93.0,-100.0
469948,-100.0,-93.0,-100.0
469968,-100.0,-93.0,-100.0
470018,-100.0,-93.0,-100.0
470057,-100.0,-93.0,-100.0
470073,-100.0,-93.0,-100.0
470103,-100.0,-93.0,-100.0
470117,-100.0,-93.0,-100.0
470132,-100.0,-93.0,-100.0
470191,-100.0,-93.0,-100.0
470226,-100.0,-93.0,-100.0
470245,-100.0,-93.0,-100.0
470277,-100.0,-93.0,-100.0
470286,-100.0,-93.0,-100.0
470353,-100.0,-93.0,-100.0
470376,-100.0,-93.0,-100.0
470419,-100.0,-93.0,-100.0
470450,-100.0,-93.0,-100.0
470493,-100.0,-93.0,-100.0
470512,-100.0,-93.0,-100.0
470541,-100.0,-93.0,-100.0
470575,-100.0,-93.0,-100.0
470592,-100.0,-93.0,-100.0
470626,-100.0,-93.0,-100.0
470659,-100.0,-93.0,-100.0
470674,-100.0,-93.0,-100.0
470695,-100.0,-93.0,-100.0
470769,-100.0,-93.0,-100.0
470831,-100.0,-93.0,-100.0
470851,-100.0,-93.0,-100.0
470869,-100.0,-93.0,-100.0
470891,-100.0,-93.0,-100.0
470931,-100.0,-93.0,-100.0
470943,-100.0,-93.0,-100.0
470967,-100.0,-93.0,-100.0
470983,-100.0,-93.0,-100.0
471024,-100.0,-93.0,-100.0
471044,-100.0,-93.0,-100.0
471091,-100.0,-93.0,-100.0
471119,-100.0,-93.0,-100.0
471150,-100.0,-93.0,-100.0
471167,-100.0,-93.0,-100.0
471207,-100.0,-93.0,-100.0
471242,-100.0,-93.0,-100.0
471260,-100.0,-93.0,-100.0
471288,-100.0,-93.0,-100.0
471336,-100.0,-93.0,-100.0
471370,-100.0,-93.0,-100.0
471407,-100.0,-93.0,-100.0
471458,-100.0,-93.0,-100.0
471479,-100.0,-93.0,-100.0
471507,-100.0,-93.0,-100.0
471535,-100.0,-93.0,-100.0
471547,-100.0,-93.0,-100.0
471553,-100.0,-93.0,-100.0
471582,-100.0,-93.0,-100.0
471603,-100.0,-93.0,-100.0
471617,-100.0,-93.0,-100.0
471634,-100.0,-93.0,-100.0
471661,-100.0,-93.0,-100.0
471695,-100.0,-93.0,-100.0
471726,-100.0,-93.0,-100.0
471745,-100.0,-93.0,-100.0
471761,-100.0,-93.0,-100.0
471782,-100.0,-93.0,-100.0
471790,-100.0,-93.0,-100.0
471794,-100.0,-93.0,-100.0
471813,-100.0,-93.0,-100.0
471839,-100.0,-93.0,-100.0
471853,-100.0,-93.0,-100.0
471862,-100.0,-93.0,-100.0
471865,-100.0,-93.0,-100.0
471877,-100.0,-93.0,-100.0
471896,-100.0,-93.0,-100.0
471912,-100.0,-93.0,-100.0
471926,-100.0,-93.0,-100.0
471946,-100.0,-93.0,-100.0
471950,-100.0,-93.0,-100.0
471967,-100.0,-93.0,-100.0
471993,-100.0,-93.0,-100.0
472014,-100.0,-93.0,-100.0
472016,-100.0,-93.0,-100.0
472043,-100.0,-93.0,-100.0
472059,-100.0,-93.0,-100.0
472089,-100.0,-93.0,-100.0
472091,-100.0,-93.0,-100.0
472102,-100.0,-93.0,-100.0
472113,-100.0,-93.0,-100.0
472137,-100.0,-93.0,-100.0
472145,-100.0,-93.0,-100.0
472155,-100.0,-93.0,-100.0
472173,-100.0,-93.0,-100.0
472176,-100.0,-93.0,-100.0
472191,-100.0,-93.0,-100.0
472204,-100.0,-93.0,-100.0
472228,-100.0,-93.0,-100.0
472242,-100.0,-93.0,-100.0
472255,-100.0,-93.0,-100.0
472281,-100.0,-93.0,-100.0
472293,-100.0,-93.0,-100.0
472298,-100.0,-93.0,-100.0
472340,-100.0,-93.0,-100.0
472359,-100.0,-93.0,-100.0
472376,-100.0,-93.0,-100.0
472387,-100.0,-93.0,-100.0
472393,-100.0,-93.0,-100.0
472419,-100.0,-93.0,-100.0
472460,-100.0,-93.0,-100.0
472478,-100.0,-93.0,-100.0
472506,-100.0,-93.0,-100.0
472522,-100.0,-93.0,-100.0
472530,-100.0,-93.0,-100.0
472568,-100.0,-93.0,-100.0
472570,-100.0,-93.0,-100.0
472612,-100.0,-93.0,-100.0
472625,-100.0,-93.0,-100.0
472631,-100.0,-93.0,-100.0
472643,-100.0,-93.0,-100.0
472663,-100.0,-93.0,-100.0
472690,-100.0,-93.0,-100.0
472700,-100.0,-93.0,-100.0
472717,-100.0,-93.0,-100.0
472760,-100.0,-93.0,-100.0
472775,-100.0,-93.0,-100.0
472796,-100.0,-93.0,-100.0
472810,-100.0,-93.0,-100.0
472827,-100.0,-93.0,-100.0
472839,-100.0,-93.0,-100.0
472854,-100.0,-93.0,-100.0
472887,-100.0,-93.0,-100.0
472894,-100.0,-93.0,-100.0
472901,-100.0,-93.0,-100.0
472939,-100.0,-93.0,-100.0
472949,-100.0,-93.0,-100.0
472968,-100.0,-93.0,-100.0
472978,-100.0,-93.0,-100.0
472998,-100.0,-93.0,-100.0
473003,-100.0,-93.0,-100.0
473021,-100.0,-93.0,-100.0
473039,-100.0,-93.0,-100.0
473072,-100.0,-93.0,-100.0
473089,-100.0,-93.0,-100.0
473092,-100.0,-93.0,-100.0
473127,-100.0,-93.0,-100.0
473137,-100.0,-93.0,-100.0
473155,-100.0,-93.0,-100.0
473172,-100.0,-93.0,-100.0
473188,-100.0,-93.0,-100.0
473234,-100.0,-93.0,-100.0
473242,-100.0,-93.0,-100.0
473249,-100.0,-93.0,-100.0
473267,-100.0,-93.0,-100.0
473284,-100.0,-93.0,-100.0
473302,-100.0,-93.0,-100.0
473351,-100.0,-93.0,-100.0
473399,-100.0,-93.0,-100.0
473423,-100.0,-93.0,-100.0
473559,-100.0,-93.0,-100.0
473671,-100.0,-93.0,-100.0
473676,-100.0,-93.0,-100.0
473706,-100.0,-93.0,-100.0
473709,-100.0,-93.0,-100.0
473731,-100.0,-93.0,-100.0
473740,-100.0,-93.0,-100.0
473759,-100.0,-93.0,-100.0
473762,-100.0,-93.0,-100.0
473867,-100.0,-93.0,-100.0
473875,-100.0,-93.0,-100.0
473882,-100.0,-93.0,-100.0
473906,-100.0,-93.0,-100.0
473929,-100.0,-93.0,-100.0
473948,-100.0,-93.0,-100.0
473966,-100.0,-93.0,-100.0
473985,-100.0,-93.0,-100.0
474002,-100.0,-93.0,-100.0
474056,-100.0,-93.0,-100.0
474092,-100.0,-93.0,-100.0
474135,-100.0,-93.0,-100.0
474139,-100.0,-93.0,-100.0
474177,-100.0,-93.0,-100.0
474179,-100.0,-93.0,-100.0
474200,-100.0,-93.0,-100.0
474216,-100.0,-93.0,-100.0
474231,-100.0,-93.0,-100.0
474250,-100.0,-93.0,-100.0
474284,-100.0,-93.0,-100.0
474305,-100.0,-93.0,-100.0
474351,-100.0,-93.0,-100.0
474369,-100.0,-93.0,-100.0
474494,-100.0,-93.0,-100.0
474512,-100.0,-93.0,-100.0
474536,-100.0,-93.0,-100.0
474557,-100.0,-93.0,-100.0
474579,-100.0,-93.0,-100.0
474613,-100.0,-93.0,-100.0
474629,-100.0,-93.0,-100.0
474630,-100.0,-93.0,-100.0
474661,-100.0,-93.0,-100.0
474667,-100.0,-93.0,-100.0
474678,-100.0,-93.0,-100.0
474684,-100.0,-93.0,-100.0
474719,-100.0,-93.0,-100.0
474735,-100.0,-93.0,-100.0
474754,-100.0,-93.0,-100.0
474759,-100.0,-93.0,-100.0
474791,-100.0,-93.0,-100.0
474840,-100.0,-93.0,-100.0
474905,-100.0,-93.0,-100.0
475005,-100.0,-93.0,-100.0
475047,-100.0,-93.0,-100.0
475066,-100.0,-93.0,-100.0
475092,-100.0,-93.0,-100.0
475094,-100.0,-93.0,-100.0
475107,-100.0,-93.0,-100.0
475112,-100.0,-93.0,-100.0
475143,-100.0,-93.0,-100.0
475155,-100.0,-93.0,-100.0
475168,-100.0,-93.0,-100.0
475185,-100.0,-93.0,-100.0
475195,-100.0,-93.0,-100.0
475210,-100.0,-93.0,-100.0
475237,-100.0,-93.0,-100.0
475292,-100.0,-93.0,-100.0
475309,-100.0,-93.0,-100.0
475373,-100.0,-93.0,-100.0
475441,-100.0,-93.0,-100.0
475490,-100.0,-93.0,-100.0
475535,-100.0,-93.0,-100.0
475587,-100.0,-93.0,-100.0
475643,-100.0,-93.0,-100.0
475790,-100.0,-93.0,-100.0
475820,-100.0,-93.0,-100.0
475872,-100.0,-93.0,-100.0
475905,-100.0,-93.0,-100.0
475923,-100.0,-93.0,-100.0
475941,-100.0,-93.0,-100.0
476055,-100.0,-93.0,-100.0
476092,-100.0,-93.0,-100.0
479990,-100.0,-93.0,-100.0
480054,-100.0,-93.0,-100.0
480109,-100.0,-93.0,-100.0
480152,-100.0,-93.0,-100.0
480170,-100.0,-93.0,-100.0
480198,-100.0,-93.0,-100.0
480225,-100.0,-93.0,-100.0
480256,-100.0,-93.0,-100.0
480354,-100.0,-93.0,-100.0
480371,-100.0,-93.0,-100.0
480424,-100.0,-93.0,-100.0
480446,-100.0,-93.0,-100.0
480466,-100.0,-93.0,-100.0
480487,-100.0,-93.0,-100.0
480593,-100.0,-93.0,-100.0
480651,-100.0,-93.0,-100.0
480674,-100.0,-93.0,-100.0
480692,-100.0,-93.0,-100.0
480699,-100.0,-93.0,-100.0
480725,-100.0,-93.0,-100.0
480733,-100.0,-93.0,-100.0
480735,-100.0,-93.0,-100.0
480749,-100.0,-93.0,-100.0
480753,-100.0,-93.0,-100.0
480767,-100.0,-93.0,-100.0
480771,-100.0,-93.0,-100.0
480786,-100.0,-93.0,-100.0
480792,-100.0,-93.0,-100.0
480814,-100.0,-93.0,-100.0
480819,-100.0,-93.0,-100.0
480825,-100.0,-93.0,-100.0
480838,-100.0,-93.0,-100.0
480854,-100.0,-93.0,-100.0
480859,-100.0,-93.0,-100.0
480862,-100.0,-93.0,-100.0
480873,-100.0,-93.0,-100.0
480878,-100.0,-93.0,-100.0
480890,-100.0,-93.0,-100.0
480895,-100.0,-93.0,-100.0
480906,-100.0,-93.0,-100.0
480913,-100.0,-93.0,-100.0
480924,-100.0,-93.0,-100.0
480928,-100.0,-93.0,-100.0
480931,-100.0,-93.0,-100.0
480937,-100.0,-93.0,-100.0
480949,-100.0,-93.0,-100.0
480954,-100.0,-93.0,-100.0
480967,-100.0,-93.0,-100.0
480972,-100.0,-93.0,-100.0
480985,-100.0,-93.0,-100.0
480989,-100.0,-93.0,-100.0
481000,-100.0,-93.0,-100.0
481004,-100.0,-93.0,-100.0
481018,-100.0,-93.0,-100.0
481023,-100.0,-93.0,-100.0
481037,-100.0,-93.0,-100.0
481040,-100.0,-93.0,-100.0
481053,-100.0,-93.0,-100.0
481055,-100.0,-93.0,-100.0
481058,-100.0,-93.0,-100.0
481072,-100.0,-93.0,-100.0
481076,-100.0,-93.0,-100.0
481080,-100.0,-93.0,-100.0
481088,-100.0,-93.0,-100.0
481094,-100.0,-93.0,-100.0
481101,-100.0,-93.0,-100.0
481105,-100.0,-93.0,-100.0
481112,-100.0,-93.0,-100.0
481124,-100.0,-93.0,-100.0
481132,-100.0,-93.0,-100.0
481149,-100.0,-93.0,-100.0
481153,-100.0,-93.0,-100.0
481166,-100.0,-93.0,-100.0
481170,-100.0,-93.0,-100.0
481178,-100.0,-93.0,-100.0
481183,-100.0,-93.0,-100.0
481189,-100.0,-93.0,-100.0
481200,-100.0,-93.0,-100.0
481205,-100.0,-93.0,-100.0
481218,-100.0,-93.0,-100.0
481224,-100.0,-93.0,-100.0
481232,-100.0,-93.0,-100.0
481236,-100.0,-93.0,-100.0
481241,-100.0,-93.0,-100.0
481253,-100.0,-93.0,-100.0
481256,-100.0,-93.0,-100.0
481270,-100.0,-93.0,-100.0
481275,-100.0,-93.0,-100.0
481288,-100.0,-93.0,-100.0
481293,-100.0,-93.0,-100.0
481305,-100.0,-93.0,-100.0
481310,-100.0,-93.0,-100.0
481314,-100.0,-93.0,-100.0
481324,-100.0,-93.0,-100.0
481327,-100.0,-93.0,-100.0
481337,-100.0,-93.0,-100.0
481341,-100.0,-93.0,-100.0
481345,-100.0,-93.0,-100.0
481348,-100.0,-93.0,-100.0
481353,-100.0,-93.0,-100.0
481355,-100.0,-93.0,-100.0
481365,-100.0,-93.0,-100.0
481370,-100.0,-93.0,-100.0
481382,-100.0,-93.0,-100.0
481387,-100.0,-93.0,-100.0
481400,-100.0,-93.0,-100.0
481404,-100.0,-93.0,-100.0
481417,-100.0,-93.0,-100.0
481421,-100.0,-93.0,-100.0
481436,-100.0,-93.0,-100.0
481440,-100.0,-93.0,-100.0
481452,-100.0,-93.0,-100.0
481455,-100.0,-93.0,-100.0
481457,-100.0,-93.0,-100.0
481469,-100.0,-93.0,-100.0
481475,-100.0,-93.0,-100.0
481477,-100.0,-93.0,-100.0
481488,-100.0,-93.0,-100.0
481492,-100.0,-93.0,-100.0
481494,-100.0,-93.0,-100.0
481504,-100.0,-93.0,-100.0
481508,-100.0,-93.0,-100.0
481519,-100.0,-93.0,-100.0
481522,-100.0,-93.0,-100.0
481527,-100.0,-93.0,-100.0
481541,-100.0,-93.0,-100.0
481546,-100.0,-93.0,-100.0
481557,-100.0,-93.0,-100.0
481562,-100.0,-93.0,-100.0
481575,-100.0,-93.0,-100.0
481580,-100.0,-93.0,-100.0
481582,-100.0,-93.0,-100.0
481586,-100.0,-93.0,-100.0
481599,-100.0,-93.0,-100.0
481603,-100.0,-93.0,-100.0
481617,-100.0,-93.0,-100.0
481621,-100.0,-93.0,-100.0
481632,-100.0,-93.0,-100.0
481635,-100.0,-93.0,-100.0
481640,-100.0,-93.0,-100.0
481652,-100.0,-93.0,-100.0
481655,-100.0,-93.0,-100.0
481657,-100.0,-93.0,-100.0
481669,-100.0,-93.0,-100.0
481673,-100.0,-93.0,-100.0
481687,-100.0,-93.0,-100.0
481691,-100.0,-93.0,-100.0
481692,-100.0,-93.0,-100.0
481704,-100.0,-93.0,-100.0
481708,-100.0,-93.0,-100.0
481722,-100.0,-93.0,-100.0
481726,-100.0,-93.0,-100.0
481739,-100.0,-93.0,-100.0
481744,-100.0,-93.0,-100.0
481756,-100.0,-93.0,-100.0
481759,-100.0,-93.0,-100.0
481768,-100.0,-93.0,-100.0
481774,-100.0,-93.0,-100.0
481778,-100.0,-93.0,-100.0
481781,-100.0,-93.0,-100.0
481786,-100.0,-93.0,-100.0
481798,-100.0,-93.0,-100.0
481802,-100.0,-93.0,-100.0
481817,-100.0,-93.0,-100.0
481821,-100.0,-93.0,-100.0
481822,-100.0,-93.0,-100.0
481833,-100.0,-93.0,-100.0
481839,-100.0,-93.0,-100.0
481850,-100.0,-93.0,-100.0
481856,-100.0,-93.0,-100.0
481869,-100.0,-93.0,-100.0
481873,-100.0,-93.0,-100.0
481886,-100.0,-93.0,-100.0
481891,-100.0,-93.0,-100.0
481904,-100.0,-93.0,-100.0
481908,-100.0,-93.0,-100.0
481920,-100.0,-93.0,-100.0
481923,-100.0,-93.0,-100.0
481927,-100.0,-93.0,-100.0
481939,-100.0,-93.0,-100.0
481944,-100.0,-93.0,-100.0
481956,-100.0,-93.0,-100.0
481960,-100.0,-93.0,-100.0
481973,-100.0,-93.0,-100.0
481977,-100.0,-93.0,-100.0
481978,-100.0,-93.0,-100.0
481992,-100.0,-93.0,-100.0
481996,-100.0,-93.0,-100.0
481999,-100.0,-93.0,-100.0
482001,-100.0,-93.0,-100.0
482002,-100.0,-93.0,-100.0
482015,-100.0,-93.0,-100.0
482020,-100.0,-93.0,-100.0
482021,-100.0,-93.0,-100.0
482033,-100.0,-93.0,-100.0
482038,-100.0,-93.0,-100.0
482050,-100.0,-93.0,-100.0
482056,-100.0,-93.0,-100.0
482068,-100.0,-93.0,-100.0
482073,-100.0,-93.0,-100.0
482074,-100.0,-93.0,-100.0
482086,-100.0,-93.0,-100.0
482090,-100.0,-93.0,-100.0
482102,-100.0,-93.0,-100.0
482106,-100.0,-93.0,-100.0
482108,-100.0,-93.0,-100.0
482118,-100.0,-93.0,-100.0
482120,-100.0,-93.0,-100.0
482125,-100.0,-93.0,-100.0
482137,-100.0,-93.0,-100.0
482138,-100.0,-93.0,-100.0
482144,-100.0,-93.0,-100.0
482153,-100.0,-93.0,-100.0
482156,-100.0,-93.0,-100.0
482161,-100.0,-93.0,-100.0
482173,-100.0,-93.0,-100.0
482178,-100.0,-93.0,-100.0
482182,-100.0,-93.0,-100.0
482188,-100.0,-93.0,-100.0
482191,-100.0,-93.0,-100.0
482196,-100.0,-93.0,-100.0
482208,-100.0,-93.0,-100.0
482214,-100.0,-93.0,-100.0
482218,-100.0,-93.0,-100.0
482233,-100.0,-93.0,-100.0
482235,-100.0,-93.0,-100.0
482237,-100.0,-93.0,-100.0
482243,-100.0,-93.0,-100.0
482250,-100.0,-93.0,-100.0
482255,-100.0,-93.0,-100.0
482260,-100.0,-93.0,-100.0
482267,-100.0,-93.0,-100.0
482273,-100.0,-93.0,-100.0
482274,-100.0,-93.0,-100.0
482286,-100.0,-93.0,-100.0
482291,-100.0,-93.0,-100.0
482301,-100.0,-93.0,-100.0
482302,-100.0,-93.0,-100.0
482308,-100.0,-93.0,-100.0
482320,-100.0,-93.0,-100.0
482324,-100.0,-93.0,-100.0
482335,-100.0,-93.0,-100.0
482337,-100.0,-93.0,-100.0
482342,-100.0,-93.0,-100.0
482353,-100.0,-93.0,-100.0
482355,-100.0,-93.0,-100.0
482360,-100.0,-93.0,-100.0
482362,-100.0,-93.0,-100.0
482370,-100.0,-93.0,-100.0
482372,-100.0,-93.0,-100.0
482373,-100.0,-93.0,-100.0
482377,-100.0,-93.0,-100.0
482390,-100.0,-93.0,-100.0
482396,-100.0,-93.0,-100.0
482407,-100.0,-93.0,-100.0
482409,-100.0,-93.0,-100.0
482411,-100.0,-93.0,-100.0
482418,-100.0,-93.0,-100.0
482425,-100.0,-93.0,-100.0
482429,-100.0,-93.0,-100.0
482432,-100.0,-93.0,-100.0
482437,-100.0,-93.0,-100.0
482438,-100.0,-93.0,-100.0
482449,-100.0,-93.0,-100.0
482453,-100.0,-93.0,-100.0
482454,-100.0,-93.0,-100.0
482462,-100.0,-93.0,-100.0
482467,-100.0,-93.0,-100.0
482470,-100.0,-93.0,-100.0
482471,-100.0,-93.0,-100.0
482484,-100.0,-93.0,-100.0
482490,-100.0,-93.0,-100.0
482499,-100.0,-93.0,-100.0
482501,-100.0,-93.0,-100.0
482505,-100.0,-93.0,-100.0
482516,-100.0,-93.0,-100.0
482519,-100.0,-93.0,-100.0
482524,-100.0,-93.0,-100.0
482532,-100.0,-93.0,-100.0
482538,-100.0,-93.0,-100.0
482540,-100.0,-93.0,-100.0
482542,-100.0,-93.0,-100.0
482549,-100.0,-93.0,-100.0
482554,-100.0,-93.0,-100.0
482559,-100.0,-93.0,-100.0
482571,-100.0,-93.0,-100.0
482572,-100.0,-93.0,-100.0
482577,-100.0,-93.0,-100.0
482581,-100.0,-93.0,-100.0
482589,-100.0,-93.0,-100.0
482593,-100.0,-93.0,-100.0
482595,-100.0,-93.0,-100.0
482600,-100.0,-93.0,-100.0
482606,-100.0,-93.0,-100.0
482611,-100.0,-93.0,-100.0
482618,-100.0,-93.0,-100.0
482625,-100.0,-93.0,-100.0
482629,-100.0,-93.0,-100.0
482630,-100.0,-93.0,-100.0
482631,-100.0,-93.0,-100.0
482637,-100.0,-93.0,-100.0
482649,-100.0,-93.0,-100.0
482651,-100.0,-93.0,-100.0
482654,-100.0,-93.0,-100.0
482664,-100.0,-93.0,-100.0
482665,-100.0,-93.0,-100.0
482671,-100.0,-93.0,-100.0
482672,-100.0,-93.0,-100.0
482681,-100.0,-93.0,-100.0
482684,-100.0,-93.0,-100.0
482689,-100.0,-93.0,-100.0
482693,-100.0,-93.0,-100.0
482701,-100.0,-93.0,-100.0
482705,-100.0,-93.0,-100.0
482707,-100.0,-93.0,-100.0
482709,-100.0,-93.0,-100.0
482715,-100.0,-93.0,-100.0
482718,-100.0,-93.0,-100.0
482724,-100.0,-93.0,-100.0
482728,-100.0,-93.0,-100.0
482735,-100.0,-93.0,-100.0
482737,-100.0,-93.0,-100.0
482741,-100.0,-93.0,-100.0
482753,-100.0,-93.0,-100.0
482759,-100.0,-93.0,-100.0
482763,-100.0,-93.0,-100.0
482771,-100.0,-93.0,-100.0
482777,-100.0,-93.0,-100.0
482789,-100.0,-93.0,-100.0
482794,-100.0,-93.0,-100.0
482796,-100.0,-93.0,-100.0
482801,-100.0,-93.0,-100.0
482806,-100.0,-93.0,-100.0
482811,-100.0,-93.0,-100.0
482824,-100.0,-93.0,-100.0
482829,-100.0,-93.0,-100.0
482842,-100.0,-93.0,-100.0
482846,-100.0,-93.0,-100.0
482858,-100.0,-93.0,-100.0
482865,-100.0,-93.0,-100.0
482869,-100.0,-93.0,-100.0
482877,-100.0,-93.0,-100.0
482883,-100.0,-93.0,-100.0
482888,-100.0,-93.0,-100.0
482891,-100.0,-93.0,-100.0
482900,-100.0,-93.0,-100.0
482904,-100.0,-93.0,-100.0
482909,-100.0,-93.0,-100.0
482918,-100.0,-93.0,-100.0
482922,-100.0,-93.0,-100.0
482943,-100.0,-93.0,-100.0
482949,-100.0,-93.0,-100.0
482952,-100.0,-93.0,-100.0
482957,-100.0,-93.0,-100.0
482959,-100.0,-93.0,-100.0
482964,-100.0,-93.0,-100.0
482969,-100.0,-93.0,-100.0
482985,-100.0,-93.0,-100.0
482989,-100.0,-93.0,-100.0
482992,-100.0,-93.0,-100.0
482993,-100.0,-93.0,-100.0
482999,-100.0,-93.0,-100.0
483005,-100.0,-93.0,-100.0
483009,-100.0,-93.0,-100.0
483015,-100.0,-93.0,-100.0
483020,-100.0,-93.0,-100.0
483023,-100.0,-93.0,-100.0
483028,-100.0,-93.0,-100.0
483037,-100.0,-93.0,-100.0
483041,-100.0,-93.0,-100.0
483046,-100.0,-93.0,-100.0
483053,-100.0,-93.0,-100.0
483057,-100.0,-93.0,-100.0
483062,-100.0,-93.0,-100.0
483065,-100.0,-93.0,-100.0
483070,-100.0,-93.0,-100.0
483082,-100.0,-93.0,-100.0
483087,-100.0,-93.0,-100.0
483092,-100.0,-93.0,-100.0
483100,-100.0,-93.0,-100.0
483104,-100.0,-93.0,-100.0
483105,-100.0,-93.0,-100.0
483112,-100.0,-93.0,-100.0
483118,-100.0,-93.0,-100.0
483123,-100.0,-93.0,-100.0
483134,-100.0,-93.0,-100.0
483137,-100.0,-93.0,-100.0
483141,-100.0,-93.0,-100.0
483146,-100.0,-93.0,-100.0
483152,-100.0,-93.0,-100.0
483154,-100.0,-93.0,-100.0
483158,-100.0,-93.0,-100.0
483160,-100.0,-93.0,-100.0
483171,-100.0,-93.0,-100.0
483176,-100.0,-93.0,-100.0
483179,-100.0,-93.0,-100.0
483184,-100.0,-93.0,-100.0
483188,-100.0,-93.0,-100.0
483193,-100.0,-93.0,-100.0
483194,-100.0,-93.0,-100.0
483203,-100.0,-93.0,-100.0
483205,-100.0,-93.0,-100.0
483209,-100.0,-93.0,-100.0
483216,-100.0,-93.0,-100.0
483222,-100.0,-93.0,-100.0
483224,-100.0,-93.0,-100.0
483228,-100.0,-93.0,-100.0
483229,-100.0,-93.0,-100.0
483240,-100.0,-93.0,-100.0
483241,-100.0,-93.0,-100.0
483246,-100.0,-93.0,-100.0
483257,-100.0,-93.0,-100.0
483259,-100.0,-93.0,-100.0
483261,-100.0,-93.0,-100.0
483271,-100.0,-93.0,-100.0
483275,-100.0,-93.0,-100.0
483280,-100.0,-93.0,-100.0
483282,-100.0,-93.0,-100.0
483286,-100.0,-93.0,-100.0
483287,-100.0,-93.0,-100.0
483294,-100.0,-93.0,-100.0
483299,-100.0,-93.0,-100.0
483305,-100.0,-93.0,-100.0
483308,-100.0,-93.0,-100.0
483316,-100.0,-93.0,-100.0
483321,-100.0,-93.0,-100.0
483322,-100.0,-93.0,-100.0
483328,-100.0,-93.0,-100.0
483334,-100.0,-93.0,-100.0
483338,-100.0,-93.0,-100.0
483339,-100.0,-93.0,-100.0
483343,-100.0,-93.0,-100.0
483351,-100.0,-93.0,-100.0
483354,-100.0,-93.0,-100.0
483356,-100.0,-93.0,-100.0
483360,-100.0,-93.0,-100.0
483369,-100.0,-93.0,-100.0
483373,-100.0,-93.0,-100.0
483375,-100.0,-93.0,-100.0
483387,-100.0,-93.0,-100.0
483389,-100.0,-93.0,-100.0
483391,-100.0,-93.0,-100.0
483395,-100.0,-93.0,-100.0
483404,-100.0,-93.0,-100.0
483409,-100.0,-93.0,-100.0
483421,-100.0,-93.0,-100.0
483427,-100.0,-93.0,-100.0
483430,-100.0,-93.0,-100.0
483437,-100.0,-93.0,-100.0
483439,-100.0,-93.0,-100.0
483444,-100.0,-93.0,-100.0
483453,-100.0,-93.0,-100.0
483456,-100.0,-93.0,-100.0
483461,-100.0,-93.0,-100.0
483462,-100.0,-93.0,-100.0
483472,-100.0,-93.0,-100.0
483474,-100.0,-93.0,-100.0
483479,-100.0,-93.0,-100.0
483482,-100.0,-93.0,-100.0
483487,-100.0,-93.0,-100.0
483491,-100.0,-93.0,-100.0
483497,-100.0,-93.0,-100.0
483503,-100.0,-93.0,-100.0
483508,-100.0,-93.0,-100.0
483509,-100.0,-93.0,-100.0
483516,-100.0,-93.0,-100.0
483518,-100.0,-93.0,-100.0
483520,-100.0,-93.0,-100.0
