,A1NRY8F9U4AYE,A3QI1RV4HQ9MO,A2Q3SM0KEI497
368656,,32.0,-100.0
368667,,31.0,-100.0
368700,,31.0,-100.0
368715,,30.0,-100.0
368751,,30.0,-100.0
368764,,29.0,-100.0
368822,,29.0,-100.0
368827,,28.0,-100.0
368868,,28.0,-100.0
368884,,27.0,-100.0
368923,,27.0,-100.0
368935,,26.0,-100.0
368967,,26.0,-100.0
368977,,25.0,-100.0
369014,,25.0,-100.0
369027,,24.0,-100.0
369081,,24.0,-100.0
369094,,23.0,-100.0
369131,,23.0,-100.0
369145,,22.0,-100.0
369189,,22.0,-100.0
369206,,21.0,-100.0
369246,,21.0,-100.0
369250,,20.0,-100.0
369287,,20.0,-100.0
369298,,19.0,-100.0
369382,,19.0,-100.0
369397,,18.0,-100.0
369437,,18.0,-100.0
369451,,17.0,-100.0
369519,,17.0,-100.0
369533,,16.0,-100.0
369574,,16.0,-100.0
369588,,15.0,-100.0
369629,,15.0,-100.0
369646,,14.0,-100.0
369673,,14.0,-100.0
369677,,13.0,-100.0
369713,,13.0,-100.0
369729,,12.0,-100.0
369770,,12.0,-100.0
369781,,11.0,-100.0
369822,,11.0,-100.0
369834,,10.0,-100.0
369870,,10.0,-100.0
369882,,9.0,-100.0
369898,,9.0,-100.0
369919,,8.0,-100.0
369961,,8.0,-100.0
369976,,7.0,-100.0
370025,,7.0,-100.0
370043,,6.0,-100.0
370087,,6.0,-100.0
370100,,5.0,-100.0
370124,,5.0,-100.0
370137,,4.0,-100.0
370175,,4.0,-100.0
370188,,3.0,-100.0
370225,,3.0,-100.0
370238,,2.0,-100.0
370276,,2.0,-100.0
370289,,1.0,-100.0
370325,,1.0,-100.0
370333,,0.0,-100.0
370374,,0.0,-100.0
370389,,-1.0,-100.0
370430,,-1.0,-100.0
370444,,-2.0,-100.0
370482,,-2.0,-100.0
370497,,-3.0,-100.0
370528,,-3.0,-100.0
370530,,-4.0,-100.0
370569,,-4.0,-100.0
370587,,-5.0,-100.0
370622,,-5.0,-100.0
370638,,-6.0,-100.0
370679,,-6.0,-100.0
370694,,-7.0,-100.0
370736,,-7.0,-100.0
370750,,-8.0,-100.0
370777,,-8.0,-100.0
370794,,-9.0,-100.0
370837,,-9.0,-100.0
370853,,-10.0,-100.0
370890,,-10.0,-100.0
370906,,-11.0,-100.0
370993,,-11.0,-100.0
371008,,-12.0,-100.0
371060,,-12.0,-100.0
371078,,-13.0,-100.0
371130,,-13.0,-100.0
371152,,-14.0,-100.0
371177,,-14.0,-100.0
371184,,-15.0,-100.0
371222,,-15.0,-100.0
371238,,-16.0,-100.0
371278,,-16.0,-100.0
371293,,-17.0,-100.0
371333,,-17.0,-100.0
371351,,-18.0,-100.0
371373,,-18.0,-100.0
371374,,-18.0,-100.0
371395,,-18.0,-100.0
371442,,-18.0,-100.0
371469,,-19.0,-100.0
371487,,-19.0,-100.0
371496,,-20.0,-100.0
371510,,-20.0,-100.0
371518,,-21.0,-100.0
371531,,-21.0,-100.0
371536,,-22.0,-100.0
371547,,-22.0,-100.0
371556,,-23.0,-100.0
371569,,-23.0,-100.0
371573,,-24.0,-100.0
371584,,-24.0,-100.0
371592,,-25.0,-100.0
371604,,-26.0,-100.0
371614,,-27.0,-100.0
371627,,-27.0,-100.0
371632,,-28.0,-100.0
371644,,-28.0,-100.0
371650,,-29.0,-100.0
371663,,-29.0,-100.0
371668,,-30.0,-100.0
371680,,-30.0,-100.0
371689,,-31.0,-100.0
371709,,-31.0,-100.0
371721,,-32.0,-100.0
371736,,-32.0,-100.0
371744,,-33.0,-100.0
371757,,-33.0,-100.0
371762,,-34.0,-100.0
371775,,-34.0,-100.0
371780,,-35.0,-100.0
371794,,-35.0,-100.0
371799,,-36.0,-100.0
371821,,-36.0,-100.0
371831,,-37.0,-100.0
371847,,-37.0,-100.0
371854,,-38.0,-100.0
371870,,-38.0,-100.0
371876,,-39.0,-100.0
371889,,-39.0,-100.0
371894,,-40.0,-100.0
371910,,-40.0,-100.0
371914,,-40.5,-100.0
371915,,-41.0,-100.0
371930,,-41.0,-100.0
371931,,-41.5,-100.0
371935,,-42.0,-100.0
371947,,-42.0,-100.0
371955,,-43.0,-100.0
371966,,-43.0,-100.0
371972,,-44.0,-100.0
371985,,-44.0,-100.0
371991,,-45.0,-100.0
372018,,-45.0,-100.0
372024,,-46.0,-100.0
372033,,-46.0,-100.0
372036,,-47.0,-100.0
372050,,-47.0,-100.0
372057,,-48.0,-100.0
372073,,-48.0,-100.0
372078,,-49.0,-100.0
372079,,-49.0,-100.0
372092,,-49.0,-100.0
372096,,-49.5,-100.0
372099,,-50.0,-100.0
372114,,-50.0,-100.0
372119,,-51.0,-100.0
372133,,-51.0,-100.0
372139,,-52.0,-100.0
372176,,-52.0,-100.0
372182,,-53.0,-100.0
372197,,-53.0,-100.0
372203,,-54.0,-100.0
372222,,-54.0,-100.0
372231,,-55.0,-100.0
372236,,-55.0,-100.0
372239,,-56.0,-100.0
372255,,-56.0,-100.0
372261,,-57.0,-100.0
372278,,-57.0,-100.0
372283,,-58.0,-100.0
372302,,-58.0,-100.0
372308,,-59.0,-100.0
372324,,-59.0,-100.0
372332,,-60.0,-100.0
372347,,-60.0,-100.0
372355,,-60.5,-100.0
372357,,-61.0,-100.0
372377,,-61.0,-100.0
372384,,-61.0,-100.0
372389,,-62.0,-100.0
372403,,-62.0,-100.0
372409,,-63.0,-100.0
372427,,-63.0,-100.0
372431,,-64.0,-100.0
372447,,-64.0,-100.0
372454,,-65.0,-100.0
372466,,-66.0,-100.0
372472,,-67.0,-100.0
372488,,-67.0,-100.0
372494,,-68.0,-100.0
372509,,-68.0,-100.0
372516,,-69.0,-100.0
372551,,-69.0,-100.0
372559,,-70.0,-100.0
372575,,-70.0,-100.0
372582,,-71.0,-100.0
372602,,-71.0,-100.0
372614,,-72.0,-100.0
372635,,-72.0,-100.0
372649,,-73.0,-100.0
372673,,-73.0,-100.0
372681,,-74.0,-100.0
372696,,-74.0,-100.0
372703,,-75.0,-100.0
372720,,-75.0,-100.0
372724,,-76.0,-100.0
372744,,-76.0,-100.0
372750,,-77.0,-100.0
372766,,-77.0,-100.0
372771,,-78.0,-100.0
372784,,-78.0,-100.0
372789,,-79.0,-100.0
372807,,-79.0,-100.0
372812,,-80.0,-100.0
372833,,-80.0,-100.0
372843,,-81.0,-100.0
372858,,-81.0,-100.0
372864,,-82.0,-100.0
372886,,-83.0,-100.0
372892,,-84.0,-100.0
372916,,-84.0,-100.0
372927,,-85.0,-100.0
372946,,-85.0,-100.0
372953,,-86.0,-100.0
372972,,-86.0,-100.0
372977,,-87.0,-100.0
372996,,-87.0,-100.0
373003,,-88.0,-100.0
373021,,-88.0,-100.0
373028,,-89.0,-100.0
373050,,-89.0,-100.0
373060,,-90.0,-100.0
373082,,-90.0,-100.0
373089,,-91.0,-100.0
373092,,-91.0,-100.0
373100,,-92.0,-100.0
373123,,-92.0,-100.0
373133,,-93.0,-100.0
394728,,-93.0,-100.0
394746,,-93.0,-100.0
395358,,-93.0,-100.0
395374,,-93.0,-100.0
395375,,-93.0,-100.0
396696,,-93.0,-100.0
396723,,-93.0,-100.0
396800,,-93.0,-100.0
396835,,-93.0,-100.0
396881,,-93.0,-100.0
396900,,-93.0,-100.0
396913,,-93.0,-100.0
396965,,-93.0,-100.0
396978,,-93.0,-100.0
397020,,-93.0,-100.0
397068,,-93.0,-100.0
397084,,-93.0,-100.0
397124,,-93.0,-100.0
397196,,-93.0,-100.0
397213,,-93.0,-100.0
397246,,-93.0,-100.0
397282,,-93.0,-100.0
397301,,-93.0,-100.0
397385,,-93.0,-100.0
397417,,-93.0,-100.0
419036,,-93.0,-100.0
419054,,-93.0,-100.0
419077,,-93.0,-100.0
419092,,-93.0,-100.0
419118,,-93.0,-100.0
419140,,-93.0,-100.0
419171,,-93.0,-100.0
419185,,-93.0,-100.0
419208,,-93.0,-100.0
419228,,-93.0,-100.0
419236,,-93.0,-100.0
419250,,-93.0,-100.0
419259,,-93.0,-100.0
419263,,-93.0,-100.0
419270,,-93.0,-100.0
419284,,-93.0,-100.0
419291,,-93.0,-100.0
419304,,-93.0,-100.0
419313,,-93.0,-100.0
419327,,-93.0,-100.0
419335,,-93.0,-100.0
419348,,-93.0,-100.0
419356,,-93.0,-100.0
419368,,-93.0,-100.0
419375,,-93.0,-100.0
419387,,-93.0,-100.0
419398,,-93.0,-100.0
419410,,-93.0,-100.0
419417,,-93.0,-100.0
419429,,-93.0,-100.0
419437,,-93.0,-100.0
419449,,-93.0,-100.0
419456,,-93.0,-100.0
419466,,-93.0,-100.0
419474,,-93.0,-100.0
419481,,-93.0,-100.0
419492,,-93.0,-100.0
419500,,-93.0,-100.0
419511,,-93.0,-100.0
419519,,-93.0,-100.0
419531,,-93.0,-100.0
419557,,-93.0,-100.0
419571,,-93.0,-100.0
419578,,-93.0,-100.0
419595,,-93.0,-100.0
419604,,-93.0,-100.0
419617,,-93.0,-100.0
419642,,-93.0,-100.0
419658,,-93.0,-100.0
419666,,-93.0,-100.0
419678,,-93.0,-100.0
419686,,-93.0,-100.0
419689,,-93.0,-100.0
419697,,-93.0,-100.0
419711,,-93.0,-100.0
419720,,-93.0,-100.0
419732,,-93.0,-100.0
419741,,-93.0,-100.0
419762,,-93.0,-100.0
419796,,-93.0,-100.0
419807,,-93.0,-100.0
419817,,-93.0,-100.0
419828,,-93.0,-100.0
419835,,-93.0,-100.0
419846,,-93.0,-100.0
419854,,-93.0,-100.0
419866,,-93.0,-100.0
419893,,-93.0,-100.0
419894,,-93.0,-100.0
419901,,-93.0,-100.0
419913,,-93.0,-100.0
419922,,-93.0,-100.0
419935,,-93.0,-100.0
419943,,-93.0,-100.0
419954,,-93.0,-100.0
419961,,-93.0,-100.0
419973,,-93.0,-100.0
419981,,-93.0,-100.0
419993,,-93.0,-100.0
419999,,-93.0,-100.0
420010,,-93.0,-100.0
420018,,-93.0,-100.0
420031,,-93.0,-100.0
420044,,-93.0,-100.0
420056,,-93.0,-100.0
420064,,-93.0,-100.0
420075,,-93.0,-100.0
420100,,-93.0,-100.0
420111,,-93.0,-100.0
420118,,-93.0,-100.0
420121,,-93.0,-100.0
420128,,-93.0,-100.0
420142,,-93.0,-100.0
420168,,-93.0,-100.0
420186,,-93.0,-100.0
420196,,-93.0,-100.0
420207,,-93.0,-100.0
420216,,-93.0,-100.0
420228,,-93.0,-100.0
420236,,-93.0,-100.0
420248,,-93.0,-100.0
420254,,-93.0,-100.0
420266,,-93.0,-100.0
420274,,-93.0,-100.0
420286,,-93.0,-100.0
420293,,-93.0,-100.0
420305,,-93.0,-100.0
420313,,-93.0,-100.0
420315,,-93.0,-100.0
420321,,-93.0,-100.0
420333,,-93.0,-100.0
420341,,-93.0,-100.0
420353,,-93.0,-100.0
420362,,-93.0,-100.0
420372,,-93.0,-100.0
420380,,-93.0,-100.0
420391,,-93.0,-100.0
420399,,-93.0,-100.0
420409,,-93.0,-100.0
420415,,-93.0,-100.0
420426,,-93.0,-100.0
420432,,-93.0,-100.0
420445,,-93.0,-100.0
420453,,-93.0,-100.0
420468,,-93.0,-100.0
420477,,-93.0,-100.0
420490,,-93.0,-100.0
420497,,-93.0,-100.0
420508,,-93.0,-100.0
420516,,-93.0,-100.0
420529,,-93.0,-100.0
420537,,-93.0,-100.0
420539,,-93.0,-100.0
420546,,-93.0,-100.0
420558,,-93.0,-100.0
420566,,-93.0,-100.0
420577,,-93.0,-100.0
420587,,-93.0,-100.0
420603,,-93.0,-100.0
420628,,-93.0,-100.0
420640,,-93.0,-100.0
420648,,-93.0,-100.0
420657,,-93.0,-100.0
420679,,-93.0,-100.0
420690,,-93.0,-100.0
420697,,-93.0,-100.0
420709,,-93.0,-100.0
420720,,-93.0,-100.0
420732,,-93.0,-100.0
420739,,-93.0,-100.0
420740,,-93.0,-100.0
420745,,-93.0,-100.0
420755,,-93.0,-100.0
420763,,-93.0,-100.0
420774,,-93.0,-100.0
420795,,-93.0,-100.0
420805,,-93.0,-100.0
420813,,-93.0,-100.0
420824,,-93.0,-100.0
420830,,-93.0,-100.0
420841,,-93.0,-100.0
420863,,-93.0,-100.0
420875,,-93.0,-100.0
420883,,-93.0,-100.0
420895,,-93.0,-100.0
420906,,-93.0,-100.0
420918,,-93.0,-100.0
420925,,-93.0,-100.0
420937,,-93.0,-100.0
420961,,-93.0,-100.0
420970,,-93.0,-100.0
420975,,-93.0,-100.0
420986,,-93.0,-100.0
420994,,-93.0,-100.0
421006,,-93.0,-100.0
421013,,-93.0,-100.0
421025,,-93.0,-100.0
421035,,-93.0,-100.0
421046,,-93.0,-100.0
421053,,-93.0,-100.0
421063,,-93.0,-100.0
421072,,-93.0,-100.0
421082,,-93.0,-100.0
421092,,-93.0,-100.0
421103,,-93.0,-100.0
421109,,-93.0,-100.0
421120,,-93.0,-100.0
421127,,-93.0,-100.0
421139,,-93.0,-100.0
421149,,-93.0,-100.0
421160,,-93.0,-100.0
421166,,-93.0,-100.0
421167,,-93.0,-100.0
421173,,-93.0,-100.0
421185,,-93.0,-100.0
421193,,-93.0,-100.0
421203,,-93.0,-100.0
421212,,-93.0,-100.0
421224,,-93.0,-100.0
421247,,-93.0,-100.0
421258,,-93.0,-100.0
421265,,-93.0,-100.0
421279,,-93.0,-100.0
421304,,-93.0,-100.0
421317,,-93.0,-100.0
421329,,-93.0,-100.0
421341,,-93.0,-100.0
421351,,-93.0,-100.0
421364,,-93.0,-100.0
421372,,-93.0,-100.0
421385,,-93.0,-100.0
421392,,-93.0,-100.0
421393,,-93.0,-100.0
421400,,-93.0,-100.0
421411,,-93.0,-100.0
421416,,-93.0,-100.0
421426,,-93.0,-100.0
421433,,-93.0,-100.0
421446,,-93.0,-100.0
421455,,-93.0,-100.0
421469,,-93.0,-100.0
421478,,-93.0,-100.0
421487,,-93.0,-100.0
421493,,-93.0,-100.0
421505,,-93.0,-100.0
421511,,-93.0,-100.0
421522,,-93.0,-100.0
421529,,-93.0,-100.0
421540,,-93.0,-100.0
421547,,-93.0,-100.0
421557,,-93.0,-100.0
421566,,-93.0,-100.0
421577,,-93.0,-100.0
421599,,-93.0,-100.0
421603,,-93.0,-100.0
421611,,-93.0,-100.0
421623,,-93.0,-100.0
421631,,-93.0,-100.0
421645,,-93.0,-100.0
421653,,-93.0,-100.0
421666,,-93.0,-100.0
421675,,-93.0,-100.0
421688,,-93.0,-100.0
421696,,-93.0,-100.0
421708,,-93.0,-100.0
421733,,-93.0,-100.0
421745,,-93.0,-100.0
421753,,-93.0,-100.0
421766,,-93.0,-100.0
421772,,-93.0,-100.0
421783,,-93.0,-100.0
421791,,-93.0,-100.0
421801,,-93.0,-100.0
421813,,-93.0,-100.0
421822,,-93.0,-100.0
421827,,-93.0,-100.0
421831,,-93.0,-100.0
421843,,-93.0,-100.0
421849,,-93.0,-100.0
421863,,-93.0,-100.0
421873,,-93.0,-100.0
421884,,-93.0,-100.0
421891,,-93.0,-100.0
421904,,-93.0,-100.0
421910,,-93.0,-100.0
421920,,-93.0,-100.0
421927,,-93.0,-100.0
421939,,-93.0,-100.0
421948,,-93.0,-100.0
421961,,-93.0,-100.0
421970,,-93.0,-100.0
421981,,-93.0,-100.0
421989,,-93.0,-100.0
422001,,-93.0,-100.0
422010,,-93.0,-100.0
422021,,-93.0,-100.0
422034,,-93.0,-100.0
422045,,-93.0,-100.0
422053,,-93.0,-100.0
422066,,-93.0,-100.0
422073,,-93.0,-100.0
422085,,-93.0,-100.0
422095,,-93.0,-100.0
422108,,-93.0,-100.0
422115,,-93.0,-100.0
422128,,-93.0,-100.0
422135,,-93.0,-100.0
422147,,-93.0,-100.0
422154,,-93.0,-100.0
422164,,-93.0,-100.0
422171,,-93.0,-100.0
422181,,-93.0,-100.0
422187,,-93.0,-100.0
422200,,-93.0,-100.0
422207,,-93.0,-100.0
422218,,-93.0,-100.0
422227,,-93.0,-100.0
422238,,-93.0,-100.0
422247,,-93.0,-100.0
422254,,-93.0,-100.0
422260,,-93.0,-100.0
422271,,-93.0,-100.0
422278,,-93.0,-100.0
422289,,-93.0,-100.0
422326,,-93.0,-100.0
422341,,-93.0,-100.0
422349,,-93.0,-100.0
422363,,-93.0,-100.0
422371,,-93.0,-100.0
422397,,-93.0,-100.0
422404,,-93.0,-100.0
422410,,-93.0,-100.0
422416,,-93.0,-100.0
422427,,-93.0,-100.0
422433,,-93.0,-100.0
422444,,-93.0,-100.0
422449,,-93.0,-100.0
422452,,-93.0,-100.0
422458,,-93.0,-100.0
422467,,-93.0,-100.0
422473,,-93.0,-100.0
422485,,-93.0,-100.0
422491,,-93.0,-100.0
422502,,-93.0,-100.0
422508,,-93.0,-100.0
422519,,-93.0,-100.0
422524,,-93.0,-100.0
422536,,-93.0,-100.0
422542,,-93.0,-100.0
422555,,-93.0,-100.0
422562,,-93.0,-100.0
422570,,-93.0,-100.0
422575,,-93.0,-100.0
422589,,-93.0,-100.0
422596,,-93.0,-100.0
422607,,-93.0,-100.0
422612,,-93.0,-100.0
422623,,-93.0,-100.0
422628,,-93.0,-100.0
422642,,-93.0,-100.0
422648,,-93.0,-100.0
422659,,-93.0,-100.0
422663,,-93.0,-100.0
422675,,-93.0,-100.0
422683,,-93.0,-100.0
422686,,-93.0,-100.0
422701,,-93.0,-100.0
422706,,-93.0,-100.0
422718,,-93.0,-100.0
422740,,-93.0,-100.0
422757,,-93.0,-100.0
422779,,-93.0,-100.0
422788,,-93.0,-100.0
422793,,-93.0,-100.0
422806,,-93.0,-100.0
422812,,-93.0,-100.0
422823,,-93.0,-100.0
422828,,-93.0,-100.0
422842,,-93.0,-100.0
422851,,-93.0,-100.0
422862,,-93.0,-100.0
422867,,-93.0,-100.0
422876,,-93.0,-100.0
422881,,-93.0,-100.0
422884,,-93.0,-100.0
422889,,-93.0,-100.0
422900,,-93.0,-100.0
422907,,-93.0,-100.0
422917,,-93.0,-100.0
422922,,-93.0,-100.0
422937,,-93.0,-100.0
422942,,-93.0,-100.0
422952,,-93.0,-100.0
422959,,-93.0,-100.0
422970,,-93.0,-100.0
422976,,-93.0,-100.0
422987,,-93.0,-100.0
422991,,-93.0,-100.0
423005,,-93.0,-100.0
426843,,-93.0,-100.0
426861,,-93.0,-100.0
426874,,-93.0,-100.0
426885,,-93.0,-100.0
426889,,-93.0,-100.0
426901,,-93.0,-100.0
426907,,-93.0,-100.0
426919,,-93.0,-100.0
426925,,-93.0,-100.0
426937,,-93.0,-100.0
426941,,-93.0,-100.0
426954,,-93.0,-100.0
426960,,-93.0,-100.0
426990,,-93.0,-100.0
427477,,-93.0,-100.0
427495,,-93.0,-100.0
427512,,-93.0,-100.0
427517,,-93.0,-100.0
427521,,-93.0,-100.0
427535,,-93.0,-100.0
427540,,-93.0,-100.0
427551,,-93.0,-100.0
427557,,-93.0,-100.0
427569,,-93.0,-100.0
427575,,-93.0,-100.0
427587,,-93.0,-100.0
427592,,-93.0,-100.0
427604,,-93.0,-100.0
427609,,-93.0,-100.0
427623,,-93.0,-100.0
428292,,-93.0,-100.0
428308,,-93.0,-100.0
428313,,-93.0,-100.0
428327,,-93.0,-100.0
428330,,-93.0,-100.0
428360,,-93.0,-100.0
428364,,-93.0,-100.0
428368,,-93.0,-100.0
428621,,-93.0,-100.0
428637,,-93.0,-100.0
428641,,-93.0,-100.0
428654,,-93.0,-100.0
428658,,-93.0,-100.0
428671,,-93.0,-100.0
428678,,-93.0,-100.0
428688,,-93.0,-100.0
428692,,-93.0,-100.0
428706,,-93.0,-100.0
428711,,-93.0,-100.0
428724,,-93.0,-100.0
428820,,-93.0,-100.0
428837,,-93.0,-100.0
428840,,-93.0,-100.0
428852,,-93.0,-100.0
428857,,-93.0,-100.0
428871,,-93.0,-100.0
428874,,-93.0,-100.0
428887,,-93.0,-100.0
428891,,-93.0,-100.0
428906,,-93.0,-100.0
428910,,-93.0,-100.0
428923,,-93.0,-100.0
428927,,-93.0,-100.0
428940,,-93.0,-100.0
429037,,-93.0,-100.0
429052,,-93.0,-100.0
429058,,-93.0,-100.0
429071,,-93.0,-100.0
429074,,-93.0,-100.0
429087,,-93.0,-100.0
429090,,-93.0,-100.0
429105,,-93.0,-100.0
429109,,-93.0,-100.0
429123,,-93.0,-100.0
429127,,-93.0,-100.0
429139,,-93.0,-100.0
429235,,-93.0,-100.0
429252,,-93.0,-100.0
429255,,-93.0,-100.0
429261,,-93.0,-100.0
429428,,-93.0,-100.0
429445,,-93.0,-100.0
429450,,-93.0,-100.0
429461,,-93.0,-100.0
429466,,-93.0,-100.0
429479,,-93.0,-100.0
429482,,-93.0,-100.0
429496,,-93.0,-100.0
429500,,-93.0,-100.0
429503,,-93.0,-100.0
429507,,-93.0,-100.0
429521,,-93.0,-100.0
429525,,-93.0,-100.0
429538,,-93.0,-100.0
430581,,-93.0,-100.0
430588,,-93.0,-100.0
430592,,-93.0,-100.0
430605,,-93.0,-100.0
430608,,-93.0,-100.0
430623,,-93.0,-100.0
430627,,-93.0,-100.0
430640,,-93.0,-100.0
430643,,-93.0,-100.0
430658,,-93.0,-100.0
430661,,-93.0,-100.0
430675,,-93.0,-100.0
430679,,-93.0,-100.0
430692,,-93.0,-100.0
430893,,-93.0,-100.0
430910,,-93.0,-100.0
430913,,-93.0,-100.0
430927,,-93.0,-100.0
430932,,-93.0,-100.0
430945,,-93.0,-100.0
430948,,-93.0,-100.0
430961,,-93.0,-100.0
430965,,-93.0,-100.0
430979,,-93.0,-100.0
430983,,-93.0,-100.0
430996,,-93.0,-100.0
431092,,-93.0,-100.0
431110,,-93.0,-100.0
431113,,-93.0,-100.0
431127,,-93.0,-100.0
431130,,-93.0,-100.0
431143,,-93.0,-100.0
431147,,-93.0,-100.0
431161,,-93.0,-100.0
431164,,-93.0,-100.0
431179,,-93.0,-100.0
431183,,-93.0,-100.0
431196,,-93.0,-100.0
431200,,-93.0,-100.0
431203,,-93.0,-100.0
431206,,-93.0,-100.0
431220,,-93.0,-100.0
431413,,-93.0,-100.0
431431,,-93.0,-100.0
431434,,-93.0,-100.0
431437,,-93.0,-100.0
431441,,-93.0,-100.0
431455,,-93.0,-100.0
431459,,-93.0,-100.0
431473,,-93.0,-100.0
431476,,-93.0,-100.0
431490,,-93.0,-100.0
431493,,-93.0,-100.0
431507,,-93.0,-100.0
431511,,-93.0,-100.0
431525,,-93.0,-100.0
431528,,-93.0,-100.0
431542,,-93.0,-100.0
431545,,-93.0,-100.0
431560,,-93.0,-100.0
431563,,-93.0,-100.0
431578,,-93.0,-100.0
431960,,-93.0,-100.0
431977,,-93.0,-100.0
431982,,-93.0,-100.0
431994,,-93.0,-100.0
431997,,-93.0,-100.0
432011,,-93.0,-100.0
432012,,-93.0,-100.0
432014,,-93.0,-100.0
432024,,-93.0,-100.0
432029,,-93.0,-100.0
432033,,-93.0,-100.0
432046,,-93.0,-100.0
432049,,-93.0,-100.0
432063,,-93.0,-100.0
432070,,-93.0,-100.0
432073,,-93.0,-100.0
432087,,-93.0,-100.0
432091,,-93.0,-100.0
432094,,-93.0,-100.0
432105,,-93.0,-100.0
432106,,-93.0,-100.0
432110,,-93.0,-100.0
432124,,-93.0,-100.0
432265,,-93.0,-100.0
432284,,-93.0,-100.0
432500,,-93.0,-100.0
432511,,-93.0,-100.0
432526,,-93.0,-100.0
432536,,-93.0,-100.0
432575,,-93.0,-100.0
432582,,-93.0,-100.0
432698,,-93.0,-100.0
432714,,-93.0,-100.0
432720,,-93.0,-100.0
432721,,-93.0,-100.0
432724,,-93.0,-100.0
432733,,-93.0,-100.0
432738,,-93.0,-100.0
432742,,-93.0,-100.0
432756,,-93.0,-100.0
432761,,-93.0,-100.0
432774,,-93.0,-100.0
432777,,-93.0,-100.0
432778,,-93.0,-100.0
432789,,-93.0,-100.0
432791,,-93.0,-100.0
432794,,-93.0,-100.0
432808,,-93.0,-100.0
432812,,-93.0,-100.0
432826,,-93.0,-100.0
432829,,-93.0,-100.0
432843,,-93.0,-100.0
432848,,-93.0,-100.0
432861,,-93.0,-100.0
432920,,-93.0,-100.0
432938,,-93.0,-100.0
432974,,-93.0,-100.0
432986,,-93.0,-100.0
432991,,-93.0,-100.0
432993,,-93.0,-100.0
432994,,-93.0,-100.0
432995,,-93.0,-100.0
433007,,-93.0,-100.0
433011,,-93.0,-100.0
433026,,-93.0,-100.0
433030,,-93.0,-100.0
433042,,-93.0,-100.0
433046,,-93.0,-100.0
433060,,-93.0,-100.0
433064,,-93.0,-100.0
433079,,-93.0,-100.0
433082,,-93.0,-100.0
433094,,-93.0,-100.0
433172,,-93.0,-100.0
433190,,-93.0,-100.0
433193,,-93.0,-100.0
433207,,-93.0,-100.0
433210,,-93.0,-100.0
433224,,-93.0,-100.0
433225,,-93.0,-100.0
435966,,-93.0,-100.0
435967,,-93.0,-100.0
435980,,-93.0,-100.0
436074,,-93.0,-100.0
436083,,-93.0,-100.0
436268,,-93.0,-100.0
436278,,-93.0,-100.0
436304,,-93.0,-100.0
436312,,-93.0,-100.0
436341,,-93.0,-100.0
436348,,-93.0,-100.0
436470,,-93.0,-100.0
436484,,-93.0,-100.0
436515,,-93.0,-100.0
436520,,-93.0,-100.0
436549,,-93.0,-100.0
436555,,-93.0,-100.0
436556,,-93.0,-100.0
439297,,-93.0,-100.0
439322,,-93.0,-100.0
439358,,-93.0,-100.0
439369,,-93.0,-100.0
439385,,-93.0,-100.0
439401,,-93.0,-100.0
439421,,-93.0,-100.0
439436,,-93.0,-100.0
439458,,-93.0,-100.0
442395,,-93.0,-100.0
442417,,-93.0,-100.0
442477,,-93.0,-100.0
442488,,-93.0,-100.0
442511,,-93.0,-100.0
442524,,-93.0,-100.0
442526,,-93.0,-100.0
442542,,-93.0,-100.0
442553,,-93.0,-100.0
442558,,-93.0,-100.0
442567,,-93.0,-100.0
442575,,-93.0,-100.0
442598,,-93.0,-100.0
442608,,-93.0,-100.0
442616,,-93.0,-100.0
442628,,-93.0,-100.0
442636,,-93.0,-100.0
442646,,-93.0,-100.0
442654,,-93.0,-100.0
442666,,-93.0,-100.0
442692,,-93.0,-100.0
442703,,-93.0,-100.0
442710,,-93.0,-100.0
442722,,-93.0,-100.0
442729,,-93.0,-100.0
442742,,-93.0,-100.0
442750,,-93.0,-100.0
442760,,-93.0,-100.0
442782,,-93.0,-100.0
442794,,-93.0,-100.0
442802,,-93.0,-100.0
442813,,-93.0,-100.0
442819,,-93.0,-100.0
442829,,-93.0,-100.0
442837,,-93.0,-100.0
442847,,-93.0,-100.0
442853,,-93.0,-100.0
442863,,-93.0,-100.0
442873,,-93.0,-100.0
442884,,-93.0,-100.0
442893,,-93.0,-100.0
442901,,-93.0,-100.0
442910,,-93.0,-100.0
442921,,-93.0,-100.0
442933,,-93.0,-100.0
442949,,-93.0,-100.0
442956,,-93.0,-100.0
442965,,-93.0,-100.0
442991,,-93.0,-100.0
443007,,-93.0,-100.0
443014,,-93.0,-100.0
443024,,-93.0,-100.0
443063,,-93.0,-100.0
443072,,-93.0,-100.0
443081,,-93.0,-100.0
443097,,-93.0,-100.0
443109,,-93.0,-100.0
443119,,-93.0,-100.0
443125,,-93.0,-100.0
443138,,-93.0,-100.0
443139,,-93.0,-100.0
443573,,-93.0,-100.0
443593,,-93.0,-100.0
443637,,-93.0,-100.0
443661,,-93.0,-100.0
443684,,-93.0,-100.0
443813,,-93.0,-100.0
443814,-33.0,-93.0,-100.0
443877,-34.0,-93.0,-100.0
443891,-36.0,-93.0,-100.0
443897,-38.0,-93.0,-100.0
443914,-39.0,-93.0,-100.0
443932,-40.0,-93.0,-100.0
443951,-41.0,-93.0,-100.0
443966,-42.0,-93.0,-100.0
443984,-44.0,-93.0,-100.0
444002,-45.0,-93.0,-100.0
444019,-46.0,-93.0,-100.0
