,A1N90NJVNSUG6,A1W7S7ALCLVTL,AFV9RX3T7ZHIB
354764,,-100.0,30.0
354779,,-100.0,30.0
354898,,-100.0,30.0
354917,,-100.0,30.0
354936,,-100.0,30.0
354946,,-100.0,30.0
354951,,-100.0,30.0
354965,,-100.0,30.0
355066,,-100.0,30.0
355081,,-100.0,30.0
355086,,-100.0,30.0
355096,,-100.0,30.0
355100,,-100.0,30.0
355114,,-100.0,30.0
355118,,-100.0,30.0
355130,,-100.0,30.0
355232,,-100.0,30.0
355250,,-100.0,30.0
355266,,-100.0,30.0
355282,,-100.0,30.0
355287,,-100.0,30.0
355300,,-100.0,30.0
355303,,-100.0,30.0
355315,,-100.0,30.0
355400,,-100.0,30.0
355418,,-100.0,30.0
355437,,-100.0,30.0
355449,,-100.0,30.0
355454,,-100.0,30.0
355466,,-100.0,30.0
355469,,-100.0,30.0
355483,,-100.0,30.0
355584,,-100.0,30.0
355602,,-100.0,30.0
355620,,-100.0,30.0
355633,,-100.0,30.0
355639,,-100.0,30.0
355650,,-100.0,30.0
355653,,-100.0,30.0
355667,,-100.0,30.0
355752,,-100.0,30.0
355769,,-100.0,30.0
355789,,-100.0,30.0
355801,,-100.0,30.0
355819,,-100.0,30.0
355833,,-100.0,30.0
355837,,-100.0,30.0
355851,,-100.0,30.0
355953,,-100.0,30.0
355970,,-100.0,30.0
355987,,-100.0,30.0
356002,,-100.0,30.0
356020,,-100.0,30.0
356036,,-100.0,30.0
356137,,-100.0,30.0
356154,,-100.0,30.0
356171,,-100.0,30.0
356186,,-100.0,30.0
356191,,-100.0,30.0
356202,,-100.0,30.0
356207,,-100.0,30.0
356219,,-100.0,30.0
356223,,-100.0,30.0
356238,,-100.0,30.0
356322,,-100.0,30.0
356339,,-100.0,30.0
356356,,-100.0,30.0
356371,,-100.0,30.0
356376,,-100.0,30.0
356387,,-100.0,30.0
356390,,-100.0,30.0
356403,,-100.0,30.0
356408,,-100.0,30.0
356422,,-100.0,30.0
356506,,-100.0,30.0
356522,,-100.0,30.0
356540,,-100.0,30.0
356554,,-100.0,30.0
356559,,-100.0,30.0
356570,,-100.0,30.0
356574,,-100.0,30.0
356588,,-100.0,30.0
356708,,-100.0,30.0
356723,,-100.0,30.0
356727,,-100.0,30.0
356739,,-100.0,30.0
356742,,-100.0,30.0
356758,,-100.0,30.0
356864,,-100.0,30.0
356875,,-100.0,30.0
356905,,-100.0,30.0
356926,,-100.0,30.0
357044,,-100.0,30.0
357058,,-100.0,30.0
357061,,-100.0,30.0
357075,,-100.0,30.0
357096,,-100.0,30.0
357108,,-100.0,30.0
357228,,-100.0,30.0
357245,,-100.0,30.0
357266,,-100.0,30.0
357277,,-100.0,30.0
357411,,-100.0,30.0
357429,,-100.0,30.0
357443,,-100.0,30.0
357459,,-100.0,30.0
357464,,-100.0,30.0
357477,,-100.0,30.0
357578,,-100.0,30.0
357596,,-100.0,30.0
357615,,-100.0,30.0
357628,,-100.0,30.0
357633,,-100.0,30.0
357647,,-100.0,30.0
357652,,-100.0,30.0
357668,,-100.0,30.0
357781,,-100.0,30.0
357810,,-100.0,30.0
357838,,-100.0,30.0
357849,,-100.0,30.0
357850,,-100.0,30.0
363211,,-100.0,30.0
363231,,-100.0,30.0
363242,,-100.0,30.0
363265,,-100.0,30.0
363273,,-100.0,30.0
363317,,-100.0,30.0
363327,,-100.0,30.0
363352,,-100.0,30.0
363362,,-100.0,30.0
363388,,-100.0,30.0
363396,,-100.0,30.0
363422,,-100.0,30.0
363432,,-100.0,30.0
363442,,-100.0,30.0
363464,,-100.0,30.0
363471,,-100.0,30.0
363483,,-100.0,30.0
363492,,-100.0,30.0
363502,,-100.0,30.0
363515,,-100.0,30.0
363541,,-100.0,30.0
363560,,-100.0,30.0
363570,,-100.0,30.0
363584,,-100.0,30.0
363593,,-100.0,30.0
363603,,-100.0,30.0
363614,,-100.0,30.0
363624,,-100.0,30.0
363636,,-100.0,30.0
363647,,-100.0,30.0
363653,,-100.0,30.0
363663,,-100.0,30.0
363678,,-100.0,30.0
363688,,-100.0,30.0
363696,,-100.0,30.0
363706,,-100.0,30.0
363716,,-100.0,30.0
363728,,-100.0,30.0
363736,,-100.0,30.0
363746,,-100.0,30.0
363758,,-100.0,30.0
363771,,-100.0,30.0
363779,,-100.0,30.0
363789,,-100.0,30.0
363800,,-100.0,30.0
363811,,-100.0,30.0
363819,,-100.0,30.0
363827,,-100.0,30.0
363839,,-100.0,30.0
363849,,-100.0,30.0
363860,,-100.0,30.0
363869,,-100.0,30.0
363871,,-100.0,30.0
363881,,-100.0,30.0
363891,,-100.0,30.0
363901,,-100.0,30.0
363911,,-100.0,30.0
363920,,-100.0,30.0
363933,,-100.0,30.0
363942,,-100.0,30.0
363955,,-100.0,30.0
363966,,-100.0,30.0
363973,,-100.0,30.0
363983,,-100.0,30.0
363995,,-100.0,30.0
364004,,-100.0,30.0
364013,,-100.0,30.0
364024,,-100.0,30.0
364037,,-100.0,30.0
364047,,-100.0,30.0
364059,,-100.0,30.0
364069,,-100.0,30.0
364073,,-100.0,30.0
364085,,-100.0,30.0
364099,,-100.0,30.0
364110,,-100.0,30.0
364135,,-100.0,30.0
364143,,-100.0,30.0
364154,,-100.0,30.0
364163,,-100.0,30.0
364171,,-100.0,30.0
364179,,-100.0,30.0
364188,,-100.0,30.0
364197,,-100.0,30.0
364213,,-100.0,30.0
364225,,-100.0,30.0
364232,,-100.0,30.0
364249,,-100.0,30.0
364262,,-100.0,30.0
364273,,-100.0,30.0
364282,,-100.0,30.0
364294,,-100.0,30.0
364295,,-100.0,30.0
364304,,-100.0,30.0
364317,,-100.0,30.0
364326,,-100.0,30.0
364345,,-100.0,30.0
364355,,-100.0,30.0
364364,,-100.0,30.0
364378,,-100.0,30.0
364390,,-100.0,30.0
364400,,-100.0,30.0
364410,,-100.0,30.0
364422,,-100.0,30.0
364432,,-100.0,30.0
364444,,-100.0,30.0
364453,,-100.0,30.0
370886,,-100.0,30.0
370908,,-100.0,30.0
370959,,-100.0,30.0
370967,,-100.0,30.0
370992,,-100.0,30.0
371003,,-100.0,30.0
371027,,-100.0,30.0
371036,,-100.0,30.0
371058,,-100.0,30.0
371068,,-100.0,30.0
371077,,-100.0,30.0
371098,,-100.0,30.0
371125,,-100.0,30.0
371134,,-100.0,30.0
371159,,-100.0,30.0
371167,,-100.0,30.0
371191,,-100.0,30.0
371201,,-100.0,30.0
371223,,-100.0,30.0
371233,,-100.0,30.0
371258,,-100.0,30.0
371268,,-100.0,30.0
371294,,-100.0,30.0
371303,,-100.0,30.0
371332,,-100.0,30.0
371343,,-100.0,30.0
371376,,-100.0,30.0
371387,,-100.0,30.0
371414,,-100.0,30.0
371422,,-100.0,30.0
371453,,-100.0,30.0
371465,,-100.0,30.0
371501,,-100.0,30.0
371515,,-100.0,30.0
371543,,-100.0,30.0
371551,,-100.0,30.0
371578,,-100.0,30.0
371587,,-100.0,30.0
371616,,-100.0,30.0
371622,,-100.0,30.0
371647,,-100.0,30.0
371657,,-100.0,30.0
371681,,-100.0,30.0
371689,,-100.0,30.0
371714,,-100.0,30.0
371723,,-100.0,30.0
371735,,-100.0,30.0
371748,,-100.0,30.0
371777,,-100.0,30.0
371788,,-100.0,30.0
371818,,-100.0,30.0
371825,,-100.0,30.0
371895,,-100.0,30.0
371910,,-100.0,30.0
371940,,-100.0,30.0
371949,,-100.0,30.0
371989,,-100.0,30.0
371999,,-100.0,30.0
372025,,-100.0,30.0
372035,,-100.0,30.0
372061,,-100.0,30.0
372071,,-100.0,30.0
372093,,-100.0,30.0
372106,,-100.0,30.0
372136,,-100.0,30.0
372143,,-100.0,30.0
372180,,-100.0,30.0
372197,,-100.0,30.0
372203,,-100.0,30.0
372215,,-100.0,30.0
372242,,-100.0,30.0
372251,,-100.0,30.0
372281,,-100.0,30.0
372288,,-100.0,30.0
372312,,-100.0,30.0
372327,,-100.0,30.0
372354,,-100.0,30.0
372369,,-100.0,30.0
372392,,-100.0,30.0
372404,,-100.0,30.0
372428,,-100.0,30.0
372440,,-100.0,30.0
372465,,-100.0,30.0
372473,,-100.0,30.0
372506,,-100.0,30.0
372516,,-100.0,30.0
372544,,-100.0,30.0
372556,,-100.0,30.0
372567,,-100.0,30.0
372581,,-100.0,30.0
372607,,-100.0,30.0
372616,,-100.0,30.0
372640,,-100.0,30.0
372650,,-100.0,30.0
372676,,-100.0,30.0
372695,,-100.0,30.0
372723,,-100.0,30.0
372737,,-100.0,30.0
372744,,-100.0,30.0
372758,,-100.0,30.0
372786,,-100.0,30.0
372797,,-100.0,30.0
372824,,-100.0,30.0
372833,,-100.0,30.0
372863,,-100.0,30.0
372876,,-100.0,30.0
372906,,-100.0,30.0
372920,,-100.0,30.0
372945,,-100.0,30.0
372955,,-100.0,30.0
372980,,-100.0,30.0
372991,,-100.0,30.0
373001,,-100.0,30.0
373011,,-100.0,30.0
373040,,-100.0,30.0
373051,,-100.0,30.0
373082,,-100.0,30.0
373094,,-100.0,30.0
373127,,-100.0,30.0
373140,,-100.0,30.0
373150,,-100.0,30.0
373164,,-100.0,30.0
373191,,-100.0,30.0
373202,,-100.0,30.0
373211,,-100.0,30.0
373222,,-100.0,30.0
373232,,-100.0,30.0
373250,,-100.0,30.0
373278,,-100.0,30.0
373289,,-100.0,30.0
373321,,-100.0,30.0
373331,,-100.0,30.0
373360,,-100.0,30.0
373369,,-100.0,30.0
373396,,-100.0,30.0
373406,,-100.0,30.0
373433,,-100.0,30.0
373444,,-100.0,30.0
373474,,-100.0,30.0
373487,,-100.0,30.0
373502,,-100.0,30.0
373515,,-100.0,30.0
373544,,-100.0,30.0
373554,,-100.0,30.0
373581,,-100.0,30.0
373592,,-100.0,30.0
373631,,-100.0,30.0
373642,,-100.0,30.0
373675,,-100.0,30.0
373688,,-100.0,30.0
373713,,-100.0,30.0
373722,,-100.0,30.0
373748,,-100.0,30.0
373756,,-100.0,30.0
373767,,-100.0,30.0
373781,,-100.0,30.0
373806,,-100.0,30.0
373821,,-100.0,30.0
373850,,-100.0,30.0
373867,,-100.0,30.0
373894,,-100.0,30.0
373906,,-100.0,30.0
373914,,-100.0,30.0
373926,,-100.0,30.0
373955,,-100.0,30.0
373964,,-100.0,30.0
373990,,-100.0,30.0
373999,,-100.0,30.0
374027,,-100.0,30.0
374036,,-100.0,30.0
374063,,-100.0,30.0
374081,,-100.0,30.0
374107,,-100.0,30.0
374118,,-100.0,30.0
374148,,-100.0,30.0
374164,,-100.0,30.0
374174,,-100.0,30.0
374188,,-100.0,30.0
374219,,-100.0,30.0
374236,,-100.0,30.0
374247,,-100.0,30.0
374258,,-100.0,30.0
374270,,-100.0,30.0
374283,,-100.0,30.0
374308,,-100.0,30.0
374319,,-100.0,30.0
374348,,-100.0,30.0
374358,,-100.0,30.0
374382,,-100.0,30.0
374390,,-100.0,30.0
374399,,-100.0,30.0
374414,,-100.0,30.0
374441,,-100.0,30.0
374450,,-100.0,30.0
374475,,-100.0,30.0
374485,,-100.0,30.0
374509,,-100.0,30.0
374517,,-100.0,30.0
374544,,-100.0,30.0
374553,,-100.0,30.0
374593,,-100.0,30.0
374604,,-100.0,30.0
374634,,-100.0,30.0
374645,,-100.0,30.0
374674,,-100.0,30.0
374683,,-100.0,30.0
374711,,-100.0,30.0
374720,,-100.0,30.0
374749,,-100.0,30.0
374758,,-100.0,30.0
374785,,-100.0,30.0
374794,,-100.0,30.0
374825,,-100.0,30.0
374836,,-100.0,30.0
374846,,-100.0,30.0
374855,,-100.0,30.0
374882,,-100.0,30.0
374892,,-100.0,30.0
374939,,-100.0,30.0
374954,,-100.0,30.0
374981,,-100.0,30.0
374990,,-100.0,30.0
375005,,-100.0,30.0
375014,,-100.0,30.0
375042,,-100.0,30.0
375051,,-100.0,30.0
375078,,-100.0,30.0
375088,,-100.0,30.0
375114,,-100.0,30.0
375124,,-100.0,30.0
375154,,-100.0,30.0
375167,,-100.0,30.0
375174,,-100.0,30.0
375187,,-100.0,30.0
375215,,-100.0,30.0
375223,,-100.0,30.0
375251,,-100.0,30.0
375263,,-100.0,30.0
375293,,-100.0,30.0
375304,,-100.0,30.0
375321,,-100.0,30.0
375336,,-100.0,30.0
375359,,-100.0,30.0
375372,,-100.0,30.0
375403,,-100.0,30.0
375411,,-100.0,30.0
375443,,-100.0,30.0
375456,,-100.0,30.0
375481,,-100.0,30.0
375493,,-100.0,30.0
375501,,-100.0,30.0
375513,,-100.0,30.0
375541,,-100.0,30.0
375550,,-100.0,30.0
375582,,-100.0,30.0
375592,,-100.0,30.0
375600,,-100.0,30.0
375613,,-100.0,30.0
375644,,-100.0,30.0
375658,,-100.0,30.0
375682,,-100.0,30.0
375694,,-100.0,30.0
375722,,-100.0,30.0
375733,,-100.0,30.0
375761,,-100.0,30.0
375770,,-100.0,30.0
375800,,-100.0,30.0
375809,,-100.0,30.0
375841,,-100.0,30.0
375852,,-100.0,30.0
375880,,-100.0,30.0
375888,,-100.0,30.0
375916,,-100.0,30.0
375925,,-100.0,30.0
375938,,-100.0,30.0
375966,,-100.0,30.0
376001,,-100.0,30.0
376011,,-100.0,30.0
376045,,-100.0,30.0
376057,,-100.0,30.0
376084,,-100.0,30.0
376098,,-100.0,30.0
376106,,-100.0,30.0
376120,,-100.0,30.0
376145,,-100.0,30.0
376157,,-100.0,30.0
376171,,-100.0,30.0
376182,,-100.0,30.0
376210,,-100.0,30.0
376222,,-100.0,30.0
376237,,-100.0,30.0
376247,,-100.0,30.0
376289,,-100.0,30.0
376302,,-100.0,30.0
376333,,-100.0,30.0
376341,,-100.0,30.0
376351,,-100.0,30.0
376363,,-100.0,30.0
376394,,-100.0,30.0
376404,,-100.0,30.0
376433,,-100.0,30.0
376442,,-100.0,30.0
376478,,-100.0,30.0
376490,,-100.0,30.0
376504,,-100.0,30.0
376514,,-100.0,30.0
376548,,-100.0,30.0
376561,,-100.0,30.0
376574,,-100.0,30.0
376590,,-100.0,30.0
376637,,-100.0,30.0
376651,,-100.0,30.0
376676,,-100.0,30.0
376687,,-100.0,30.0
376712,,-100.0,30.0
376722,,-100.0,30.0
376748,,-100.0,30.0
376757,,-100.0,30.0
376770,,-100.0,30.0
376785,,-100.0,30.0
376815,,-100.0,30.0
376827,,-100.0,30.0
376854,,-100.0,30.0
376865,,-100.0,30.0
376903,,-100.0,30.0
376916,,-100.0,30.0
376940,,-100.0,30.0
376956,,-100.0,30.0
376981,,-100.0,30.0
376993,,-100.0,30.0
377003,,-100.0,30.0
377015,,-100.0,30.0
377042,,-100.0,30.0
377052,,-100.0,30.0
377079,,-100.0,30.0
377090,,-100.0,30.0
377119,,-100.0,30.0
377128,,-100.0,30.0
377161,,-100.0,30.0
377172,,-100.0,30.0
377200,,-100.0,30.0
377216,,-100.0,30.0
377249,,-100.0,30.0
377258,,-100.0,30.0
377290,,-100.0,30.0
377301,,-100.0,30.0
377334,,-100.0,30.0
377343,,-100.0,30.0
377376,,-100.0,30.0
377389,,-100.0,30.0
377401,,-100.0,30.0
377415,,-100.0,30.0
377441,,-100.0,30.0
377453,,-100.0,30.0
377480,,-100.0,30.0
377491,,-100.0,30.0
377503,,-100.0,30.0
377515,,-100.0,30.0
377547,,-100.0,30.0
377558,,-100.0,30.0
377598,,-100.0,30.0
377608,,-100.0,30.0
377645,,-100.0,30.0
377656,,-100.0,30.0
377682,,-100.0,30.0
377690,,-100.0,30.0
377704,,-100.0,30.0
377715,,-100.0,30.0
377752,,-100.0,30.0
377761,,-100.0,30.0
378496,,-100.0,30.0
378509,,-100.0,30.0
378548,,-100.0,30.0
378560,,-100.0,30.0
378586,,-100.0,30.0
378598,,-100.0,30.0
378608,,-100.0,30.0
378622,,-100.0,30.0
378647,,-100.0,30.0
378671,,-100.0,30.0
379037,,-100.0,30.0
379050,,-100.0,30.0
379089,,-100.0,30.0
379099,,-100.0,30.0
379134,,-100.0,30.0
379143,,-100.0,30.0
379372,,-100.0,30.0
379388,,-100.0,30.0
379419,,-100.0,30.0
379428,,-100.0,30.0
379431,,-100.0,30.0
379438,,-100.0,30.0
379464,,-100.0,30.0
379474,,-100.0,30.0
379516,,-100.0,30.0
379524,,-100.0,30.0
379551,,-100.0,30.0
379560,,-100.0,30.0
379586,,-100.0,30.0
379594,,-100.0,30.0
379621,,-100.0,30.0
379629,,-100.0,30.0
379640,,-100.0,30.0
379648,,-100.0,30.0
379662,,-100.0,30.0
379672,,-100.0,30.0
379681,,-100.0,30.0
379689,,-100.0,30.0
379715,,-100.0,30.0
379723,,-100.0,30.0
379751,,-100.0,30.0
379760,,-100.0,30.0
379785,,-100.0,30.0
379793,,-100.0,30.0
379804,,-100.0,30.0
379815,,-100.0,30.0
379837,,-100.0,30.0
379849,,-100.0,30.0
379862,,-100.0,30.0
379870,,-100.0,30.0
379880,,-100.0,30.0
379889,,-100.0,30.0
379899,,-100.0,30.0
379908,,-100.0,30.0
379932,,-100.0,30.0
379942,,-100.0,30.0
379952,,-100.0,30.0
379961,,-100.0,30.0
379972,,-100.0,30.0
379981,,-100.0,30.0
380003,,-100.0,30.0
380011,,-100.0,30.0
380020,,-100.0,30.0
380029,,-100.0,30.0
380055,,-100.0,30.0
380063,,-100.0,30.0
380081,,-100.0,30.0
380085,,-100.0,30.0
380097,,-100.0,30.0
380106,,-100.0,30.0
380116,,-100.0,30.0
380126,,-100.0,30.0
380139,,-100.0,30.0
380148,,-100.0,30.0
380157,,-100.0,30.0
380166,,-100.0,30.0
380174,,-100.0,30.0
380184,,-100.0,30.0
380194,,-100.0,30.0
380203,,-100.0,30.0
380212,,-100.0,30.0
380221,,-100.0,30.0
380230,,-100.0,30.0
380239,,-100.0,30.0
380249,,-100.0,30.0
380256,,-100.0,30.0
380264,,-100.0,30.0
380276,,-100.0,30.0
380285,,-100.0,30.0
380289,,-100.0,30.0
380295,,-100.0,30.0
380305,,-100.0,30.0
380314,,-100.0,30.0
380324,,-100.0,30.0
380331,,-100.0,30.0
380339,,-100.0,30.0
380357,,-100.0,30.0
380368,,-100.0,30.0
380376,,-100.0,30.0
380386,,-100.0,30.0
380397,,-100.0,30.0
380407,,-100.0,30.0
380414,,-100.0,30.0
380422,,-100.0,30.0
380431,,-100.0,30.0
380442,,-100.0,30.0
380459,,-100.0,30.0
389103,,-100.0,30.0
389121,,-100.0,30.0
389124,,-100.0,30.0
389155,,-100.0,30.0
389159,,-100.0,30.0
389171,,-100.0,30.0
389177,,-100.0,30.0
389189,,-100.0,30.0
389193,,-100.0,30.0
389207,,-100.0,30.0
389210,,-100.0,30.0
389224,,-100.0,30.0
389229,,-100.0,30.0
389242,,-100.0,30.0
389246,,-100.0,30.0
389259,,-100.0,30.0
389264,,-100.0,30.0
389277,,-100.0,30.0
389282,,-100.0,30.0
389295,,-100.0,30.0
389299,,-100.0,30.0
389302,,-100.0,30.0
389305,,-100.0,30.0
389319,,-100.0,30.0
389323,,-100.0,30.0
389337,,-100.0,30.0
389341,,-100.0,30.0
389353,,-100.0,30.0
389358,,-100.0,30.0
389371,,-100.0,30.0
389375,,-100.0,30.0
389389,,-100.0,30.0
389393,,-100.0,30.0
389407,,-100.0,30.0
389411,,-100.0,30.0
389425,,-100.0,30.0
389428,,-100.0,30.0
389442,,-100.0,30.0
389445,,-100.0,30.0
389459,,-100.0,30.0
389465,,-100.0,30.0
389476,,-100.0,30.0
389480,,-100.0,30.0
389494,,-100.0,30.0
389498,,-100.0,30.0
389501,,-100.0,30.0
389505,,-100.0,30.0
389519,,-100.0,30.0
389522,,-100.0,30.0
389537,,-100.0,30.0
389540,,-100.0,30.0
389553,,-100.0,30.0
389557,,-100.0,30.0
389571,,-100.0,30.0
389576,,-100.0,30.0
389589,,-100.0,30.0
389593,,-100.0,30.0
389606,,-100.0,30.0
389610,,-100.0,30.0
389624,,-100.0,30.0
389627,,-100.0,30.0
389641,,-100.0,30.0
389645,,-100.0,30.0
389658,,-100.0,30.0
389662,,-100.0,30.0
389695,,-100.0,30.0
389699,,-100.0,30.0
389719,,-100.0,30.0
389723,,-100.0,30.0
389735,,-100.0,30.0
389740,,-100.0,30.0
389752,,-100.0,30.0
389757,,-100.0,30.0
389771,,-100.0,30.0
389774,,-100.0,30.0
389788,,-100.0,30.0
389792,,-100.0,30.0
389806,,-100.0,30.0
389810,,-100.0,30.0
389822,,-100.0,30.0
389827,,-100.0,30.0
389840,,-100.0,30.0
389852,,-100.0,30.0
389875,,-100.0,30.0
389879,,-100.0,30.0
389893,,-100.0,30.0
389898,,-100.0,30.0
389911,,-100.0,30.0
389914,,-100.0,30.0
389927,,-100.0,30.0
389934,,-100.0,30.0
389938,,-100.0,30.0
389969,,-100.0,30.0
389974,,-100.0,30.0
389987,,-100.0,30.0
389991,,-100.0,30.0
390005,,-100.0,30.0
390010,,-100.0,30.0
390022,,-100.0,30.0
390025,,-100.0,30.0
390039,,-100.0,30.0
390043,,-100.0,30.0
390058,,-100.0,30.0
390062,,-100.0,30.0
390076,,-100.0,30.0
390079,,-100.0,30.0
390092,,-100.0,30.0
390098,,-100.0,30.0
390109,,-100.0,30.0
390113,,-100.0,30.0
390145,,-100.0,30.0
390149,,-100.0,30.0
390152,,-100.0,30.0
390155,,-100.0,30.0
390172,,-100.0,30.0
390176,,-100.0,30.0
390188,,-100.0,30.0
390191,,-100.0,30.0
390204,,-100.0,30.0
390226,,-100.0,30.0
390239,,-100.0,30.0
390245,,-100.0,30.0
390274,,-100.0,30.0
390277,,-100.0,30.0
390291,,-100.0,30.0
390295,,-100.0,30.0
390309,,-100.0,30.0
390314,,-100.0,30.0
390327,,-100.0,30.0
390332,,-100.0,30.0
390351,,-100.0,30.0
390358,,-100.0,30.0
390369,,-100.0,30.0
390372,,-100.0,30.0
390385,,-100.0,30.0
390391,,-100.0,30.0
390404,,-100.0,30.0
390407,,-100.0,30.0
390420,,-100.0,30.0
390424,,-100.0,30.0
390457,,-100.0,30.0
390461,,-100.0,30.0
390473,,-100.0,30.0
390478,,-100.0,30.0
390508,,-100.0,30.0
391092,,-100.0,30.0
391108,,-100.0,30.0
391111,,-100.0,30.0
391124,,-100.0,30.0
391130,,-100.0,30.0
391160,,-100.0,30.0
391165,,-100.0,30.0
391195,,-100.0,30.0
391200,,-100.0,30.0
391219,,-100.0,30.0
391225,,-100.0,30.0
391236,,-100.0,30.0
391241,,-100.0,30.0
391254,,-100.0,30.0
391260,,-100.0,30.0
391289,,-100.0,30.0
391293,,-100.0,30.0
391324,,-100.0,30.0
391344,,-100.0,30.0
391377,,-100.0,30.0
391404,,-100.0,30.0
391429,,-100.0,30.0
391433,,-100.0,30.0
391436,,-100.0,30.0
391440,,-100.0,30.0
391454,,-100.0,30.0
391458,,-100.0,30.0
391471,,-100.0,30.0
391475,,-100.0,30.0
391489,,-100.0,30.0
391493,,-100.0,30.0
391506,,-100.0,30.0
391511,,-100.0,30.0
391524,,-100.0,30.0
391528,,-100.0,30.0
391541,,-100.0,30.0
391545,,-100.0,30.0
391577,,-100.0,30.0
391583,,-100.0,30.0
391610,,-100.0,30.0
391617,,-100.0,30.0
391629,,-100.0,30.0
391633,,-100.0,30.0
391636,,-100.0,30.0
391640,,-100.0,30.0
391653,,-100.0,30.0
391658,,-100.0,30.0
391671,,-100.0,30.0
391676,,-100.0,30.0
391689,,-100.0,30.0
391694,,-100.0,30.0
391706,,-100.0,30.0
391710,,-100.0,30.0
391741,,-100.0,30.0
391747,,-100.0,30.0
391761,,-100.0,30.0
391765,,-100.0,30.0
391793,,-100.0,30.0
391799,,-100.0,30.0
391830,,-100.0,30.0
391835,,-100.0,30.0
391850,,-100.0,30.0
391855,,-100.0,30.0
391870,,-100.0,30.0
391877,,-100.0,30.0
391905,,-100.0,30.0
391909,,-100.0,30.0
391941,,-100.0,30.0
391945,,-100.0,30.0
391957,,-100.0,30.0
391962,,-100.0,30.0
391974,,-100.0,30.0
391980,,-100.0,30.0
391994,,-100.0,30.0
391998,,-100.0,30.0
392027,,-100.0,30.0
392032,,-100.0,30.0
392045,,-100.0,30.0
392049,,-100.0,30.0
392062,,-100.0,30.0
392069,,-100.0,30.0
392072,,-100.0,30.0
392087,,-100.0,30.0
392091,,-100.0,30.0
392103,,-100.0,30.0
392108,,-100.0,30.0
392122,,-100.0,30.0
392126,,-100.0,30.0
392140,,-100.0,30.0
392144,,-100.0,30.0
392157,,-100.0,30.0
392165,,-100.0,30.0
392192,,-100.0,30.0
392197,,-100.0,30.0
392210,,-100.0,30.0
392214,,-100.0,30.0
392227,,-100.0,30.0
392231,,-100.0,30.0
392244,,-100.0,30.0
392249,,-100.0,30.0
392263,,-100.0,30.0
392270,,-100.0,30.0
392286,,-100.0,30.0
392290,,-100.0,30.0
392303,,-100.0,30.0
392309,,-100.0,30.0
392338,,-100.0,30.0
392343,,-100.0,30.0
392356,,-100.0,30.0
392360,,-100.0,30.0
392374,,-100.0,30.0
392379,,-100.0,30.0
392408,,-100.0,30.0
392412,,-100.0,30.0
392425,,-100.0,30.0
392430,,-100.0,30.0
392443,,-100.0,30.0
392447,,-100.0,30.0
392461,,-100.0,30.0
392465,,-100.0,30.0
392486,,-100.0,30.0
392490,,-100.0,30.0
392505,,-100.0,30.0
392508,,-100.0,30.0
392539,,-100.0,30.0
392543,,-100.0,30.0
392556,,-100.0,30.0
392560,,-100.0,30.0
392591,,-100.0,30.0
392597,,-100.0,30.0
392609,,-100.0,30.0
392613,,-100.0,30.0
392625,,-100.0,30.0
392633,,-100.0,30.0
392644,,-100.0,30.0
392648,,-100.0,30.0
392663,,-100.0,30.0
392671,,-100.0,30.0
392709,,-100.0,30.0
392714,,-100.0,30.0
392738,,-100.0,30.0
392743,,-100.0,30.0
392772,,-100.0,30.0
392777,,-100.0,30.0
392791,,-100.0,30.0
413322,,-100.0,30.0
413334,,-100.0,30.0
413347,,-100.0,30.0
413366,,-100.0,30.0
413381,,-100.0,30.0
413425,,-100.0,30.0
413450,,-100.0,30.0
413483,,-100.0,30.0
413492,,-100.0,30.0
413516,,-100.0,30.0
413525,,-100.0,30.0
413549,,-100.0,30.0
413557,,-100.0,30.0
413583,,-100.0,30.0
413590,,-100.0,30.0
413600,,-100.0,30.0
413609,,-100.0,30.0
413617,,-100.0,30.0
413643,,-100.0,30.0
413657,,-100.0,30.0
413681,,-100.0,30.0
413689,,-100.0,30.0
413714,,-100.0,30.0
413720,,-100.0,30.0
413747,,-100.0,30.0
413754,,-100.0,30.0
413779,,-100.0,30.0
413786,,-100.0,30.0
413810,,-100.0,30.0
413818,,-100.0,30.0
413844,,-100.0,30.0
413852,,-100.0,30.0
413876,,-100.0,30.0
413883,,-100.0,30.0
413910,,-100.0,30.0
413918,,-100.0,30.0
413944,,-100.0,30.0
413951,,-100.0,30.0
413978,,-100.0,30.0
413986,,-100.0,30.0
414012,,-100.0,30.0
414020,,-100.0,30.0
414046,,-100.0,30.0
414053,,-100.0,30.0
414080,,-100.0,30.0
414089,,-100.0,30.0
414119,,-100.0,30.0
414129,,-100.0,30.0
414138,,-100.0,30.0
414148,,-100.0,30.0
414159,,-100.0,30.0
414168,,-100.0,30.0
414196,,-100.0,30.0
414205,,-100.0,30.0
414235,,-100.0,30.0
414244,,-100.0,30.0
414269,,-100.0,30.0
414278,,-100.0,30.0
414291,,-100.0,30.0
414298,,-100.0,30.0
414309,,-100.0,30.0
414319,,-100.0,30.0
414345,,-100.0,30.0
414354,,-100.0,30.0
414377,,-100.0,30.0
414385,,-100.0,30.0
414443,,-100.0,30.0
414455,,-100.0,30.0
414486,,-100.0,30.0
414493,,-100.0,30.0
414510,,-100.0,30.0
414519,,-100.0,30.0
414528,,-100.0,30.0
414536,,-100.0,30.0
414542,,-100.0,30.0
414551,,-100.0,30.0
414559,,-100.0,30.0
414568,,-100.0,30.0
