,AOEGJLWFISOZQ,AU2980AA60A2C,AJALV8WOILDPA
380393,-100.0,-100.0,-100.0
380410,-100.0,-100.0,-100.0
380426,-100.0,-100.0,-100.0
380443,-100.0,-100.0,-100.0
380460,-100.0,-100.0,-100.0
380476,-100.0,-100.0,-100.0
380493,-100.0,-100.0,-100.0
380510,-100.0,-100.0,-100.0
380526,-100.0,-100.0,-100.0
380543,-100.0,-100.0,-100.0
380560,-100.0,-100.0,-100.0
380577,-100.0,-100.0,-100.0
380593,-100.0,-100.0,-100.0
380610,-100.0,-100.0,-100.0
380627,-100.0,-100.0,-100.0
380643,-100.0,-100.0,-100.0
380660,-100.0,-100.0,-100.0
380677,-100.0,-100.0,-100.0
380693,-100.0,-100.0,-100.0
380711,-100.0,-100.0,-100.0
380726,-100.0,-100.0,-100.0
380744,-100.0,-100.0,-100.0
380760,-100.0,-100.0,-100.0
380777,-100.0,-100.0,-100.0
380793,-100.0,-100.0,-100.0
380810,-100.0,-100.0,-100.0
380826,-100.0,-100.0,-100.0
380843,-100.0,-100.0,-100.0
380860,-100.0,-100.0,-100.0
380876,-100.0,-100.0,-100.0
380893,-100.0,-100.0,-100.0
380910,-100.0,-100.0,-100.0
380926,-100.0,-100.0,-100.0
380943,-100.0,-100.0,-100.0
380960,-100.0,-100.0,-100.0
380976,-100.0,-100.0,-100.0
380993,-100.0,-100.0,-100.0
381010,-100.0,-100.0,-100.0
381026,-100.0,-100.0,-100.0
381043,-100.0,-100.0,-100.0
381060,-100.0,-100.0,-100.0
381077,-100.0,-100.0,-100.0
381094,-100.0,-100.0,-100.0
381127,-100.0,-100.0,-100.0
381160,-100.0,-100.0,-100.0
381176,-100.0,-100.0,-100.0
381193,-100.0,-100.0,-100.0
381210,-100.0,-100.0,-100.0
381228,-100.0,-100.0,-100.0
381243,-100.0,-100.0,-100.0
384126,-100.0,-100.0,-100.0
384144,-100.0,-100.0,-100.0
384160,-100.0,-100.0,-100.0
384176,-100.0,-100.0,-100.0
384193,-100.0,-100.0,-100.0
384210,-100.0,-100.0,-100.0
384226,-100.0,-100.0,-100.0
384244,-100.0,-100.0,-100.0
384260,-100.0,-100.0,-100.0
384277,-100.0,-100.0,-100.0
384293,-100.0,-100.0,-100.0
384310,-100.0,-100.0,-100.0
384326,-100.0,-100.0,-100.0
384343,-100.0,-100.0,-100.0
384359,-100.0,-100.0,-100.0
384376,-100.0,-100.0,-100.0
384393,-100.0,-100.0,-100.0
384410,-100.0,-100.0,-100.0
384426,-100.0,-100.0,-100.0
384443,-100.0,-100.0,-100.0
384459,-100.0,-100.0,-100.0
384476,-100.0,-100.0,-100.0
384494,-100.0,-100.0,-100.0
384510,-100.0,-100.0,-100.0
384526,-100.0,-100.0,-100.0
384543,-100.0,-100.0,-100.0
384560,-100.0,-100.0,-100.0
384576,-100.0,-100.0,-100.0
384593,-100.0,-100.0,-100.0
384610,-100.0,-100.0,-100.0
384626,-100.0,-100.0,-100.0
384643,-100.0,-100.0,-100.0
384660,-100.0,-100.0,-100.0
384676,-100.0,-100.0,-100.0
384693,-100.0,-100.0,-100.0
384710,-100.0,-100.0,-100.0
384726,-100.0,-100.0,-100.0
384743,-100.0,-100.0,-100.0
384760,-100.0,-100.0,-100.0
384776,-100.0,-100.0,-100.0
384794,-100.0,-100.0,-100.0
384810,-100.0,-100.0,-100.0
384827,-100.0,-100.0,-100.0
384843,-100.0,-100.0,-100.0
384860,-100.0,-100.0,-100.0
384876,-100.0,-100.0,-100.0
384893,-100.0,-100.0,-100.0
384910,-100.0,-100.0,-100.0
384927,-100.0,-100.0,-100.0
384943,-100.0,-100.0,-100.0
384960,-100.0,-100.0,-100.0
384977,-100.0,-100.0,-100.0
397493,-100.0,-100.0,-100.0
397511,-100.0,-100.0,-100.0
397526,-100.0,-100.0,-100.0
397543,-100.0,-100.0,-100.0
397560,-100.0,-100.0,-100.0
397577,-100.0,-100.0,-100.0
397593,-100.0,-100.0,-100.0
397610,-100.0,-100.0,-100.0
397626,-100.0,-100.0,-100.0
397643,-100.0,-100.0,-100.0
397660,-100.0,-100.0,-100.0
397677,-100.0,-100.0,-100.0
397693,-100.0,-100.0,-100.0
397710,-100.0,-100.0,-100.0
397727,-100.0,-100.0,-100.0
397743,-100.0,-100.0,-100.0
397760,-100.0,-100.0,-100.0
397777,-100.0,-100.0,-100.0
397793,-100.0,-100.0,-100.0
397810,-100.0,-100.0,-100.0
397827,-100.0,-100.0,-100.0
397844,-100.0,-100.0,-100.0
397860,-100.0,-100.0,-100.0
397877,-100.0,-100.0,-100.0
397893,-100.0,-100.0,-100.0
397910,-100.0,-100.0,-100.0
397927,-100.0,-100.0,-100.0
397943,-100.0,-100.0,-100.0
397960,-100.0,-100.0,-100.0
397977,-100.0,-100.0,-100.0
397993,-100.0,-100.0,-100.0
398010,-100.0,-100.0,-100.0
398026,-100.0,-100.0,-100.0
398043,-100.0,-100.0,-100.0
398060,-100.0,-100.0,-100.0
398076,-100.0,-100.0,-100.0
398093,-100.0,-100.0,-100.0
398110,-100.0,-100.0,-100.0
398126,-100.0,-100.0,-100.0
398145,-100.0,-100.0,-100.0
398160,-100.0,-100.0,-100.0
398176,-100.0,-100.0,-100.0
398193,-100.0,-100.0,-100.0
398210,-100.0,-100.0,-100.0
398227,-100.0,-100.0,-100.0
398243,-100.0,-100.0,-100.0
398260,-100.0,-100.0,-100.0
398277,-100.0,-100.0,-100.0
398439,-100.0,-100.0,-100.0
398456,-100.0,-100.0,-100.0
398472,-100.0,-100.0,-100.0
398488,-100.0,-100.0,-100.0
398505,-100.0,-100.0,-100.0
398522,-100.0,-100.0,-100.0
398538,-100.0,-100.0,-100.0
398555,-100.0,-100.0,-100.0
398572,-100.0,-100.0,-100.0
398589,-100.0,-100.0,-100.0
398605,-100.0,-100.0,-100.0
398622,-100.0,-100.0,-100.0
398638,-100.0,-100.0,-100.0
398655,-100.0,-100.0,-100.0
398672,-100.0,-100.0,-100.0
398872,-100.0,-100.0,-100.0
398889,-100.0,-100.0,-100.0
398905,-100.0,-100.0,-100.0
398922,-100.0,-100.0,-100.0
398938,-100.0,-100.0,-100.0
398955,-100.0,-100.0,-100.0
398972,-100.0,-100.0,-100.0
398988,-100.0,-100.0,-100.0
399005,-100.0,-100.0,-100.0
399022,-100.0,-100.0,-100.0
399288,-100.0,-100.0,-100.0
399305,-100.0,-100.0,-100.0
399322,-100.0,-100.0,-100.0
399338,-100.0,-100.0,-100.0
399355,-100.0,-100.0,-100.0
399372,-100.0,-100.0,-100.0
408060,-100.0,-100.0,-100.0
408078,-100.0,-100.0,-100.0
408110,-100.0,-100.0,-100.0
408126,-100.0,-100.0,-100.0
408143,-100.0,-100.0,-100.0
408160,-100.0,-100.0,-100.0
408177,-100.0,-100.0,-100.0
408193,-100.0,-100.0,-100.0
408210,-100.0,-100.0,-100.0
408227,-100.0,-100.0,-100.0
408243,-100.0,-100.0,-100.0
408260,-100.0,-100.0,-100.0
408277,-100.0,-100.0,-100.0
408293,-100.0,-100.0,-100.0
408310,-100.0,-100.0,-100.0
408327,-100.0,-100.0,-100.0
408343,-100.0,-100.0,-100.0
408360,-100.0,-100.0,-100.0
408376,-100.0,-100.0,-100.0
408393,-100.0,-100.0,-100.0
408410,-100.0,-100.0,-100.0
408426,-100.0,-100.0,-100.0
408443,-100.0,-100.0,-100.0
408460,-100.0,-100.0,-100.0
408477,-100.0,-100.0,-100.0
408493,-100.0,-100.0,-100.0
408510,-100.0,-100.0,-100.0
408526,-100.0,-100.0,-100.0
408543,-100.0,-100.0,-100.0
408560,-100.0,-100.0,-100.0
408578,-100.0,-100.0,-100.0
408593,-100.0,-100.0,-100.0
408610,-100.0,-100.0,-100.0
408627,-100.0,-100.0,-100.0
408643,-100.0,-100.0,-100.0
408660,-100.0,-100.0,-100.0
408676,-100.0,-100.0,-100.0
408693,-100.0,-100.0,-100.0
408710,-100.0,-100.0,-100.0
408726,-100.0,-100.0,-100.0
408743,-100.0,-100.0,-100.0
408760,-100.0,-100.0,-100.0
408776,-100.0,-100.0,-100.0
408793,-100.0,-100.0,-100.0
408810,-100.0,-100.0,-100.0
408826,-100.0,-100.0,-100.0
408843,-100.0,-100.0,-100.0
408860,-100.0,-100.0,-100.0
408877,-100.0,-100.0,-100.0
588627,-100.0,-100.0,-100.0
588644,-100.0,-100.0,-100.0
588676,-100.0,-100.0,-100.0
588693,-100.0,-100.0,-100.0
588710,-100.0,-100.0,-100.0
588727,-100.0,-100.0,-100.0
588743,-100.0,-100.0,-100.0
588760,-100.0,-100.0,-100.0
588776,-100.0,-100.0,-100.0
588794,-100.0,-100.0,-100.0
588810,-100.0,-100.0,-100.0
588827,-100.0,-100.0,-100.0
588843,-100.0,-100.0,-100.0
588860,-100.0,-100.0,-100.0
588877,-100.0,-100.0,-100.0
588893,-100.0,-100.0,-100.0
588910,-100.0,-100.0,-100.0
588926,-100.0,-100.0,-100.0
588943,-100.0,-100.0,-100.0
588960,-100.0,-100.0,-100.0
588976,-100.0,-100.0,-100.0
588993,-100.0,-100.0,-100.0
589010,-100.0,-100.0,-100.0
589026,-100.0,-100.0,-100.0
589043,-100.0,-100.0,-100.0
589060,-100.0,-100.0,-100.0
589077,-100.0,-100.0,-100.0
589093,-100.0,-100.0,-100.0
589110,-100.0,-100.0,-100.0
589126,-100.0,-100.0,-100.0
589144,-100.0,-100.0,-100.0
589160,-100.0,-100.0,-100.0
589176,-100.0,-100.0,-100.0
589193,-100.0,-100.0,-100.0
589210,-100.0,-100.0,-100.0
589227,-100.0,-100.0,-100.0
589243,-100.0,-100.0,-100.0
589260,-100.0,-100.0,-100.0
589277,-100.0,-100.0,-100.0
589293,-100.0,-100.0,-100.0
589310,-100.0,-100.0,-100.0
589326,-100.0,-100.0,-100.0
589343,-100.0,-100.0,-100.0
589360,-100.0,-100.0,-100.0
589376,-100.0,-100.0,-100.0
589393,-100.0,-100.0,-100.0
589410,-100.0,-100.0,-100.0
589426,-100.0,-100.0,-100.0
589443,-100.0,-100.0,-100.0
589460,-100.0,-100.0,-100.0
589476,-100.0,-100.0,-100.0
589493,-100.0,-100.0,-100.0
589510,-100.0,-100.0,-100.0
589527,-100.0,-100.0,-100.0
589543,-100.0,-100.0,-100.0
589560,-100.0,-100.0,-100.0
589577,-100.0,-100.0,-100.0
589593,-100.0,-100.0,-100.0
589610,-100.0,-100.0,-100.0
589627,-100.0,-100.0,-100.0
589643,-100.0,-100.0,-100.0
589660,-100.0,-100.0,-100.0
589676,-100.0,-100.0,-100.0
589693,-100.0,-100.0,-100.0
589710,-100.0,-100.0,-100.0
589726,-100.0,-100.0,-100.0
589743,-100.0,-100.0,-100.0
589760,-100.0,-100.0,-100.0
589776,-100.0,-100.0,-100.0
589793,-100.0,-100.0,-100.0
589810,-100.0,-100.0,-100.0
589827,-100.0,-100.0,-100.0
589843,-100.0,-100.0,-100.0
589860,-100.0,-100.0,-100.0
589877,-100.0,-100.0,-100.0
589893,-100.0,-100.0,-100.0
589910,-100.0,-100.0,-100.0
589927,-100.0,-100.0,-100.0
589943,-100.0,-100.0,-100.0
589960,-100.0,-100.0,-100.0
589976,-100.0,-100.0,-100.0
589995,-100.0,-100.0,-100.0
590010,-100.0,-100.0,-100.0
590026,-100.0,-100.0,-100.0
590043,-100.0,-100.0,-100.0
590060,-100.0,-100.0,-100.0
590077,-100.0,-100.0,-100.0
590093,-100.0,-100.0,-100.0
590110,-100.0,-100.0,-100.0
590127,-100.0,-100.0,-100.0
590143,-100.0,-100.0,-100.0
590160,-100.0,-100.0,-100.0
590176,-100.0,-100.0,-100.0
590193,-100.0,-100.0,-100.0
590210,-100.0,-100.0,-100.0
590226,-100.0,-100.0,-100.0
590243,-100.0,-100.0,-100.0
590260,-100.0,-100.0,-100.0
590276,-100.0,-100.0,-100.0
590293,-100.0,-100.0,-100.0
590310,-100.0,-100.0,-100.0
590327,-100.0,-100.0,-100.0
590343,-100.0,-100.0,-100.0
590360,-100.0,-100.0,-100.0
590377,-100.0,-100.0,-100.0
590393,-100.0,-100.0,-100.0
590410,-100.0,-100.0,-100.0
590426,-100.0,-100.0,-100.0
590443,-100.0,-100.0,-100.0
590460,-100.0,-100.0,-100.0
590477,-100.0,-100.0,-100.0
590494,-100.0,-100.0,-100.0
590510,-100.0,-100.0,-100.0
590527,-100.0,-100.0,-100.0
590543,-100.0,-100.0,-100.0
590561,-100.0,-100.0,-100.0
590576,-100.0,-100.0,-100.0
590594,-100.0,-100.0,-100.0
590610,-100.0,-100.0,-100.0
590627,-100.0,-100.0,-100.0
590643,-100.0,-100.0,-100.0
590660,-100.0,-100.0,-100.0
590677,-100.0,-100.0,-100.0
590693,-100.0,-100.0,-100.0
590710,-100.0,-100.0,-100.0
590726,-100.0,-100.0,-100.0
590745,-100.0,-100.0,-100.0
590760,-100.0,-100.0,-100.0
590777,-100.0,-100.0,-100.0
590793,-100.0,-100.0,-100.0
590810,-100.0,-100.0,-100.0
590827,-100.0,-100.0,-100.0
590844,-100.0,-100.0,-100.0
590860,-100.0,-100.0,-100.0
590878,-100.0,-100.0,-100.0
590893,-100.0,-100.0,-100.0
590911,-100.0,-100.0,-100.0
590926,-100.0,-100.0,-100.0
590943,-100.0,-100.0,-100.0
590960,-100.0,-100.0,-100.0
590976,-100.0,-100.0,-100.0
590993,-100.0,-100.0,-100.0
591010,-100.0,-100.0,-100.0
591029,-100.0,-100.0,-100.0
591043,-100.0,-100.0,-100.0
591061,-100.0,-100.0,-100.0
591077,-100.0,-100.0,-100.0
591094,-100.0,-100.0,-100.0
591110,-100.0,-100.0,-100.0
591128,-100.0,-100.0,-100.0
591143,-100.0,-100.0,-100.0
591160,-100.0,-100.0,-100.0
591176,-100.0,-100.0,-100.0
591193,-100.0,-100.0,-100.0
591210,-100.0,-100.0,-100.0
591226,-100.0,-100.0,-100.0
591243,-100.0,-100.0,-100.0
591260,-100.0,-100.0,-100.0
591276,-100.0,-100.0,-100.0
591293,-100.0,-100.0,-100.0
591310,-100.0,-100.0,-100.0
591327,-100.0,-100.0,-100.0
591343,-100.0,-100.0,-100.0
591362,-100.0,-100.0,-100.0
591376,-100.0,-100.0,-100.0
591393,-100.0,-100.0,-100.0
591410,-100.0,-100.0,-100.0
591426,-100.0,-100.0,-100.0
591443,-100.0,-100.0,-100.0
591460,-100.0,-100.0,-100.0
591476,-100.0,-100.0,-100.0
591493,-100.0,-100.0,-100.0
591510,-100.0,-100.0,-100.0
591527,-100.0,-100.0,-100.0
591543,-100.0,-100.0,-100.0
591560,-100.0,-100.0,-100.0
591577,-100.0,-100.0,-100.0
606860,-100.0,-100.0,-100.0
606877,-100.0,-100.0,-100.0
606893,-100.0,-100.0,-100.0
606910,-100.0,-100.0,-100.0
606927,-100.0,-100.0,-100.0
606943,-100.0,-100.0,-100.0
606960,-100.0,-100.0,-100.0
606977,-100.0,-100.0,-100.0
606993,-100.0,-100.0,-100.0
607010,-100.0,-100.0,-100.0
607027,-100.0,-100.0,-100.0
607043,-100.0,-100.0,-100.0
607060,-100.0,-100.0,-100.0
607077,-100.0,-100.0,-100.0
607093,-100.0,-100.0,-100.0
607110,-100.0,-100.0,-100.0
607126,-100.0,-100.0,-100.0
607143,-100.0,-100.0,-100.0
607160,-100.0,-100.0,-100.0
607176,-100.0,-100.0,-100.0
607193,-100.0,-100.0,-100.0
607210,-100.0,-100.0,-100.0
607226,-100.0,-100.0,-100.0
607243,-100.0,-100.0,-100.0
607260,-100.0,-100.0,-100.0
607277,-100.0,-100.0,-100.0
607293,-100.0,-100.0,-100.0
607310,-100.0,-100.0,-100.0
607326,-100.0,-100.0,-100.0
607343,-100.0,-100.0,-100.0
607360,-100.0,-100.0,-100.0
607377,-100.0,-100.0,-100.0
607393,-100.0,-100.0,-100.0
607410,-100.0,-100.0,-100.0
607426,-100.0,-100.0,-100.0
607443,-100.0,-100.0,-100.0
607460,-100.0,-100.0,-100.0
607477,-100.0,-100.0,-100.0
607876,-100.0,-100.0,-100.0
607894,-100.0,-100.0,-100.0
607910,-100.0,-100.0,-100.0
607927,-100.0,-100.0,-100.0
607943,-100.0,-100.0,-100.0
607960,-100.0,-100.0,-100.0
607976,-100.0,-100.0,-100.0
607993,-100.0,-100.0,-100.0
608010,-100.0,-100.0,-100.0
608027,-100.0,-100.0,-100.0
608043,-100.0,-100.0,-100.0
608060,-100.0,-100.0,-100.0
608076,-100.0,-100.0,-100.0
608093,-100.0,-100.0,-100.0
608110,-100.0,-100.0,-100.0
608127,-100.0,-100.0,-100.0
608143,-100.0,-100.0,-100.0
608160,-100.0,-100.0,-100.0
608176,-100.0,-100.0,-100.0
608193,-100.0,-100.0,-100.0
608210,-100.0,-100.0,-100.0
608227,-100.0,-100.0,-100.0
608243,-100.0,-100.0,-100.0
608260,-100.0,-100.0,-100.0
608276,-100.0,-100.0,-100.0
608293,-100.0,-100.0,-100.0
608310,-100.0,-100.0,-100.0
608327,-100.0,-100.0,-100.0
608343,-100.0,-100.0,-100.0
608360,-100.0,-100.0,-100.0
608376,-100.0,-100.0,-100.0
608393,-100.0,-100.0,-100.0
608410,-100.0,-100.0,-100.0
608426,-100.0,-100.0,-100.0
608443,-100.0,-100.0,-100.0
608460,-100.0,-100.0,-100.0
608477,-100.0,-100.0,-100.0
608493,-100.0,-100.0,-100.0
608510,-100.0,-100.0,-100.0
619386,-100.0,-100.0,-100.0
619404,-99.0,-100.0,-100.0
619420,-98.0,-100.0,-100.0
619436,-97.0,-100.0,-100.0
619453,-95.0,-100.0,-100.0
619470,-94.0,-100.0,-100.0
619487,-93.0,-100.0,-100.0
619505,-92.0,-100.0,-100.0
619537,-90.0,-100.0,-100.0
619877,-90.0,-100.0,-100.0
619894,-90.0,-100.0,-100.0
619910,-90.0,-100.0,-100.0
619926,-90.0,-100.0,-100.0
619943,-90.0,-100.0,-100.0
619960,-90.0,-100.0,-100.0
619976,-90.0,-100.0,-100.0
619993,-90.0,-100.0,-100.0
620010,-90.0,-100.0,-100.0
620026,-90.0,-100.0,-100.0
620043,-90.0,-100.0,-100.0
620060,-90.0,-100.0,-100.0
620076,-90.0,-100.0,-100.0
620093,-90.0,-100.0,-100.0
620110,-90.0,-100.0,-100.0
620126,-90.0,-100.0,-100.0
620143,-90.0,-100.0,-100.0
620160,-90.0,-100.0,-100.0
620176,-90.0,-100.0,-100.0
620193,-90.0,-100.0,-100.0
620210,-90.0,-100.0,-100.0
620227,-90.0,-100.0,-100.0
620243,-90.0,-100.0,-100.0
620260,-90.0,-100.0,-100.0
620277,-90.0,-100.0,-100.0
620293,-90.0,-100.0,-100.0
620310,-90.0,-100.0,-100.0
620327,-90.0,-100.0,-100.0
620343,-90.0,-100.0,-100.0
620360,-90.0,-100.0,-100.0
620377,-90.0,-100.0,-100.0
620393,-90.0,-100.0,-100.0
620410,-90.0,-100.0,-100.0
620426,-90.0,-100.0,-100.0
620443,-90.0,-100.0,-100.0
620460,-90.0,-100.0,-100.0
620477,-90.0,-100.0,-100.0
620493,-90.0,-100.0,-100.0
620510,-90.0,-100.0,-100.0
620527,-90.0,-100.0,-100.0
620543,-90.0,-100.0,-100.0
620560,-90.0,-100.0,-100.0
620577,-90.0,-100.0,-100.0
620593,-90.0,-100.0,-100.0
620610,-90.0,-100.0,-100.0
620627,-90.0,-100.0,-100.0
620643,-90.0,-100.0,-100.0
620660,-90.0,-100.0,-100.0
620676,-90.0,-100.0,-100.0
620693,-90.0,-100.0,-100.0
620710,-90.0,-100.0,-100.0
620727,-90.0,-100.0,-100.0
620743,-90.0,-100.0,-100.0
620760,-90.0,-100.0,-100.0
620777,-90.0,-100.0,-100.0
620793,-90.0,-100.0,-100.0
620810,-90.0,-100.0,-100.0
620826,-90.0,-100.0,-100.0
620843,-90.0,-100.0,-100.0
620860,-90.0,-100.0,-100.0
620876,-90.0,-100.0,-100.0
620893,-90.0,-100.0,-100.0
620910,-90.0,-100.0,-100.0
620926,-90.0,-100.0,-100.0
620943,-90.0,-100.0,-100.0
620960,-90.0,-100.0,-100.0
620977,-90.0,-100.0,-100.0
620993,-90.0,-100.0,-100.0
621010,-90.0,-100.0,-100.0
621027,-90.0,-100.0,-100.0
621043,-90.0,-100.0,-100.0
621060,-90.0,-100.0,-100.0
621077,-90.0,-100.0,-100.0
621093,-90.0,-100.0,-100.0
621110,-90.0,-100.0,-100.0
621126,-90.0,-100.0,-100.0
621143,-90.0,-100.0,-100.0
621160,-90.0,-100.0,-100.0
621177,-90.0,-100.0,-100.0
621193,-90.0,-100.0,-100.0
621210,-90.0,-100.0,-100.0
621227,-90.0,-100.0,-100.0
621243,-90.0,-100.0,-100.0
621260,-90.0,-100.0,-100.0
621277,-90.0,-100.0,-100.0
621293,-90.0,-100.0,-100.0
621310,-90.0,-100.0,-100.0
621326,-90.0,-100.0,-100.0
621343,-90.0,-100.0,-100.0
621360,-90.0,-100.0,-100.0
621377,-90.0,-100.0,-100.0
621393,-90.0,-100.0,-100.0
621410,-90.0,-100.0,-100.0
621426,-90.0,-100.0,-100.0
621443,-90.0,-100.0,-100.0
621460,-90.0,-100.0,-100.0
621477,-90.0,-100.0,-100.0
621493,-90.0,-100.0,-100.0
621510,-90.0,-100.0,-100.0
621526,-90.0,-100.0,-100.0
621543,-90.0,-100.0,-100.0
621560,-90.0,-100.0,-100.0
621577,-90.0,-100.0,-100.0
621593,-90.0,-100.0,-100.0
621610,-90.0,-100.0,-100.0
621626,-90.0,-100.0,-100.0
621644,-90.0,-100.0,-100.0
621660,-90.0,-100.0,-100.0
621677,-90.0,-100.0,-100.0
621693,-90.0,-100.0,-100.0
621710,-90.0,-100.0,-100.0
621727,-90.0,-100.0,-100.0
621743,-90.0,-100.0,-100.0
621760,-90.0,-100.0,-100.0
621777,-90.0,-100.0,-100.0
621793,-90.0,-100.0,-100.0
621810,-90.0,-100.0,-100.0
621827,-90.0,-100.0,-100.0
621843,-90.0,-100.0,-100.0
621860,-90.0,-100.0,-100.0
621876,-90.0,-100.0,-100.0
621893,-90.0,-100.0,-100.0
621910,-90.0,-100.0,-100.0
621927,-90.0,-100.0,-100.0
621943,-90.0,-100.0,-100.0
621960,-90.0,-100.0,-100.0
621977,-90.0,-100.0,-100.0
621993,-90.0,-100.0,-100.0
622010,-90.0,-100.0,-100.0
622027,-90.0,-100.0,-100.0
622043,-90.0,-100.0,-100.0
622060,-90.0,-100.0,-100.0
622076,-90.0,-100.0,-100.0
622093,-90.0,-100.0,-100.0
622110,-90.0,-100.0,-100.0
622126,-90.0,-100.0,-100.0
622143,-90.0,-100.0,-100.0
622160,-90.0,-100.0,-100.0
622176,-90.0,-100.0,-100.0
622193,-90.0,-100.0,-100.0
622211,-90.0,-100.0,-100.0
622226,-90.0,-100.0,-100.0
622243,-90.0,-100.0,-100.0
622260,-90.0,-100.0,-100.0
622276,-90.0,-100.0,-100.0
622294,-90.0,-100.0,-100.0
622310,-90.0,-100.0,-100.0
622326,-90.0,-100.0,-100.0
622343,-90.0,-100.0,-100.0
622360,-90.0,-100.0,-100.0
622379,-90.0,-100.0,-100.0
622393,-90.0,-100.0,-100.0
622410,-90.0,-100.0,-100.0
622427,-90.0,-100.0,-100.0
622443,-90.0,-100.0,-100.0
622460,-90.0,-100.0,-100.0
622476,-90.0,-100.0,-100.0
622493,-90.0,-100.0,-100.0
622510,-90.0,-100.0,-100.0
622527,-90.0,-100.0,-100.0
622548,-90.0,-100.0,-100.0
622576,-90.0,-100.0,-100.0
622593,-90.0,-100.0,-100.0
622610,-90.0,-100.0,-100.0
622628,-90.0,-100.0,-100.0
622643,-90.0,-100.0,-100.0
622660,-90.0,-100.0,-100.0
622677,-90.0,-100.0,-100.0
622693,-90.0,-100.0,-100.0
622712,-90.0,-100.0,-100.0
622727,-90.0,-100.0,-100.0
622743,-90.0,-100.0,-100.0
622760,-90.0,-100.0,-100.0
622777,-90.0,-100.0,-100.0
622794,-90.0,-100.0,-100.0
622810,-90.0,-100.0,-100.0
622826,-90.0,-100.0,-100.0
622991,-90.0,-100.0,-100.0
623008,-91.0,-100.0,-100.0
623024,-92.0,-100.0,-100.0
623041,-93.0,-100.0,-100.0
623057,-94.0,-100.0,-100.0
623074,-95.0,-100.0,-100.0
623091,-96.0,-100.0,-100.0
623107,-97.0,-100.0,-100.0
623124,-98.0,-100.0,-100.0
623141,-99.0,-100.0,-100.0
623157,-100.0,-100.0,-100.0
716032,-100.0,-100.0,-100.0
