,AUOV735LIDVBE,A1NJP8CPZQER4,A4FNENGCDFSOG,AF8GOPFSTWCH8
466279,-100.0,-100.0,-100.0,-98.0
466297,-100.0,-100.0,-100.0,-98.0
466323,-100.0,-100.0,-100.0,-98.0
466339,-100.0,-100.0,-100.0,-98.0
466497,-100.0,-100.0,-100.0,-98.0
466517,-100.0,-100.0,-100.0,-98.0
466544,-100.0,-100.0,-100.0,-98.0
466561,-100.0,-100.0,-100.0,-98.0
466676,-100.0,-100.0,-100.0,-98.0
466693,-100.0,-100.0,-100.0,-98.0
466719,-100.0,-100.0,-100.0,-98.0
466741,-100.0,-100.0,-100.0,-98.0
466875,-100.0,-100.0,-100.0,-98.0
466915,-100.0,-100.0,-100.0,-98.0
466945,-100.0,-100.0,-100.0,-98.0
466965,-100.0,-100.0,-100.0,-98.0
467108,-100.0,-100.0,-100.0,-98.0
467143,-100.0,-100.0,-100.0,-98.0
467157,-100.0,-100.0,-100.0,-98.0
467172,-100.0,-100.0,-100.0,-98.0
467203,-100.0,-100.0,-100.0,-98.0
467218,-100.0,-100.0,-100.0,-98.0
467358,-100.0,-100.0,-100.0,-98.0
467376,-100.0,-100.0,-100.0,-98.0
467409,-100.0,-100.0,-100.0,-98.0
467426,-100.0,-100.0,-100.0,-98.0
467614,-100.0,-100.0,-100.0,-98.0
467635,-100.0,-100.0,-100.0,-98.0
467646,-100.0,-100.0,-100.0,-98.0
467671,-100.0,-100.0,-100.0,-98.0
467866,-100.0,-100.0,-100.0,-98.0
467898,-100.0,-100.0,-100.0,-98.0
467907,-100.0,-100.0,-100.0,-98.0
467923,-100.0,-100.0,-100.0,-98.0
467928,-100.0,-100.0,-100.0,-98.0
467949,-100.0,-100.0,-100.0,-98.0
468141,-100.0,-100.0,-100.0,-98.0
468163,-100.0,-100.0,-100.0,-98.0
468305,-100.0,-100.0,-100.0,-98.0
468328,-100.0,-100.0,-100.0,-98.0
468351,-100.0,-100.0,-100.0,-98.0
468368,-100.0,-100.0,-100.0,-98.0
468483,-100.0,-100.0,-100.0,-98.0
468511,-100.0,-100.0,-100.0,-98.0
468545,-100.0,-100.0,-100.0,-98.0
468565,-100.0,-100.0,-100.0,-98.0
468575,-100.0,-100.0,-100.0,-98.0
468592,-100.0,-100.0,-100.0,-98.0
468761,-100.0,-100.0,-100.0,-98.0
468779,-100.0,-100.0,-100.0,-98.0
468857,-100.0,-100.0,-100.0,-98.0
468875,-100.0,-100.0,-100.0,-98.0
468900,-100.0,-100.0,-100.0,-98.0
468921,-100.0,-100.0,-100.0,-98.0
468962,-100.0,-100.0,-100.0,-98.0
468977,-100.0,-100.0,-100.0,-98.0
469007,-100.0,-100.0,-100.0,-98.0
469026,-100.0,-100.0,-100.0,-98.0
469075,-100.0,-100.0,-100.0,-98.0
469179,-100.0,-100.0,-100.0,-98.0
469207,-100.0,-100.0,-100.0,-98.0
469300,-100.0,-100.0,-100.0,-98.0
469321,-100.0,-100.0,-100.0,-98.0
469346,-100.0,-100.0,-100.0,-98.0
469365,-100.0,-100.0,-100.0,-98.0
469496,-100.0,-100.0,-100.0,-98.0
469529,-100.0,-100.0,-100.0,-98.0
469557,-100.0,-100.0,-100.0,-98.0
469573,-100.0,-100.0,-100.0,-98.0
469706,-100.0,-100.0,-100.0,-98.0
469729,-100.0,-100.0,-100.0,-98.0
469775,-100.0,-100.0,-100.0,-98.0
469814,-100.0,-100.0,-100.0,-98.0
469893,-100.0,-100.0,-100.0,-98.0
469919,-100.0,-100.0,-100.0,-98.0
469927,-100.0,-100.0,-100.0,-98.0
469944,-100.0,-100.0,-100.0,-98.0
469964,-100.0,-100.0,-100.0,-98.0
469994,-100.0,-100.0,-100.0,-98.0
470090,-100.0,-100.0,-100.0,-98.0
470116,-100.0,-100.0,-100.0,-98.0
470167,-100.0,-100.0,-100.0,-98.0
470200,-100.0,-100.0,-100.0,-98.0
470481,-100.0,-100.0,-100.0,-98.0
470502,-100.0,-100.0,-100.0,-98.0
470539,-100.0,-100.0,-100.0,-98.0
470562,-100.0,-100.0,-100.0,-98.0
470686,-100.0,-100.0,-100.0,-98.0
470708,-100.0,-100.0,-100.0,-98.0
470737,-100.0,-100.0,-100.0,-98.0
470772,-100.0,-100.0,-100.0,-98.0
470780,-100.0,-100.0,-100.0,-98.0
470798,-100.0,-100.0,-100.0,-98.0
470831,-100.0,-100.0,-100.0,-98.0
470920,-100.0,-100.0,-100.0,-98.0
470939,-100.0,-100.0,-100.0,-98.0
470970,-100.0,-100.0,-100.0,-98.0
470995,-100.0,-100.0,-100.0,-98.0
471127,-100.0,-100.0,-100.0,-98.0
471141,-100.0,-100.0,-100.0,-98.0
471172,-100.0,-100.0,-100.0,-98.0
471196,-100.0,-100.0,-100.0,-98.0
471299,-100.0,-100.0,-100.0,-98.0
471317,-100.0,-100.0,-100.0,-98.0
471329,-100.0,-100.0,-100.0,-98.0
471332,-100.0,-100.0,-100.0,-98.0
471353,-100.0,-100.0,-100.0,-98.0
471366,-100.0,-100.0,-100.0,-98.0
471399,-100.0,-100.0,-100.0,-98.0
471427,-100.0,-100.0,-100.0,-98.0
471577,-100.0,-100.0,-100.0,-98.0
471596,-100.0,-100.0,-100.0,-98.0
471630,-100.0,-100.0,-100.0,-98.0
471653,-100.0,-100.0,-100.0,-98.0
471669,-100.0,-100.0,-100.0,-98.0
471685,-100.0,-100.0,-100.0,-98.0
471827,-100.0,-100.0,-100.0,-98.0
471848,-100.0,-100.0,-100.0,-98.0
471905,-100.0,-100.0,-100.0,-98.0
471913,-100.0,-100.0,-100.0,-98.0
471930,-100.0,-100.0,-100.0,-98.0
471938,-100.0,-100.0,-100.0,-98.0
472090,-100.0,-100.0,-100.0,-98.0
472118,-100.0,-100.0,-100.0,-98.0
472143,-100.0,-100.0,-100.0,-98.0
472162,-100.0,-100.0,-100.0,-98.0
472208,-100.0,-100.0,-100.0,-98.0
472225,-100.0,-100.0,-100.0,-98.0
472231,-100.0,-100.0,-100.0,-98.0
472255,-100.0,-100.0,-100.0,-98.0
472260,-100.0,-100.0,-100.0,-98.0
472272,-100.0,-100.0,-100.0,-98.0
472276,-100.0,-100.0,-100.0,-98.0
472289,-100.0,-100.0,-100.0,-98.0
472293,-100.0,-100.0,-100.0,-98.0
472305,-100.0,-100.0,-100.0,-98.0
472309,-100.0,-100.0,-100.0,-98.0
472320,-100.0,-100.0,-100.0,-98.0
472322,-100.0,-100.0,-100.0,-98.0
472327,-100.0,-100.0,-100.0,-98.0
472337,-100.0,-100.0,-100.0,-98.0
472339,-100.0,-100.0,-100.0,-98.0
472344,-100.0,-100.0,-100.0,-98.0
472355,-100.0,-100.0,-100.0,-98.0
472358,-100.0,-100.0,-100.0,-98.0
472360,-100.0,-100.0,-100.0,-98.0
472368,-100.0,-100.0,-100.0,-98.0
472373,-100.0,-100.0,-100.0,-98.0
472385,-100.0,-100.0,-100.0,-98.0
472401,-100.0,-100.0,-100.0,-98.0
472524,-100.0,-100.0,-100.0,-98.0
472536,-100.0,-100.0,-100.0,-98.0
472539,-100.0,-100.0,-100.0,-98.0
472544,-100.0,-100.0,-100.0,-98.0
472551,-100.0,-100.0,-100.0,-98.0
472556,-100.0,-100.0,-100.0,-98.0
472560,-100.0,-100.0,-100.0,-98.0
472571,-100.0,-100.0,-100.0,-98.0
472572,-100.0,-100.0,-100.0,-98.0
472576,-100.0,-100.0,-100.0,-98.0
472586,-100.0,-100.0,-100.0,-98.0
472589,-100.0,-100.0,-100.0,-98.0
472593,-100.0,-100.0,-100.0,-98.0
472606,-100.0,-100.0,-100.0,-98.0
472609,-100.0,-100.0,-100.0,-98.0
472622,-100.0,-100.0,-100.0,-98.0
472627,-100.0,-100.0,-100.0,-98.0
472639,-100.0,-100.0,-100.0,-98.0
472704,-100.0,-100.0,-100.0,-98.0
472718,-100.0,-100.0,-100.0,-98.0
472738,-100.0,-100.0,-100.0,-98.0
472759,-100.0,-100.0,-100.0,-98.0
472764,-100.0,-100.0,-100.0,-98.0
472775,-100.0,-100.0,-100.0,-98.0
472885,-100.0,-100.0,-100.0,-98.0
472902,-100.0,-100.0,-100.0,-98.0
472922,-100.0,-100.0,-100.0,-98.0
472935,-100.0,-100.0,-100.0,-98.0
472958,-100.0,-100.0,-100.0,-98.0
472967,-100.0,-100.0,-100.0,-98.0
472974,-100.0,-100.0,-100.0,-98.0
472985,-100.0,-100.0,-100.0,-98.0
472989,-100.0,-100.0,-100.0,-98.0
472993,-100.0,-100.0,-100.0,-98.0
473005,-100.0,-100.0,-100.0,-98.0
473010,-100.0,-100.0,-100.0,-98.0
473022,-100.0,-100.0,-100.0,-98.0
473026,-100.0,-100.0,-100.0,-98.0
473039,-100.0,-100.0,-100.0,-98.0
473044,-100.0,-100.0,-100.0,-98.0
473055,-100.0,-100.0,-100.0,-98.0
473060,-100.0,-100.0,-100.0,-98.0
473072,-100.0,-100.0,-100.0,-98.0
473077,-100.0,-100.0,-100.0,-98.0
473089,-100.0,-100.0,-100.0,-98.0
473137,-100.0,-100.0,-100.0,-98.0
473153,-100.0,-100.0,-100.0,-98.0
473180,-100.0,-100.0,-100.0,-98.0
473199,-100.0,-100.0,-100.0,-98.0
473225,-100.0,-100.0,-100.0,-98.0
473238,-100.0,-100.0,-100.0,-98.0
473384,-100.0,-100.0,-100.0,-98.0
473403,-100.0,-100.0,-100.0,-98.0
473436,-100.0,-100.0,-100.0,-98.0
473451,-100.0,-100.0,-100.0,-98.0
473457,-100.0,-100.0,-100.0,-98.0
473469,-100.0,-100.0,-100.0,-98.0
473475,-100.0,-100.0,-100.0,-98.0
473524,-100.0,-100.0,-100.0,-98.0
473659,-100.0,-100.0,-100.0,-98.0
473679,-100.0,-100.0,-100.0,-98.0
473827,-100.0,-100.0,-100.0,-98.0
473849,-100.0,-100.0,-100.0,-98.0
473874,-100.0,-100.0,-100.0,-98.0
473890,-100.0,-100.0,-100.0,-98.0
473978,-100.0,-100.0,-100.0,-98.0
473995,-100.0,-100.0,-100.0,-98.0
474042,-100.0,-100.0,-100.0,-98.0
474303,-100.0,-100.0,-100.0,-98.0
474320,-100.0,-100.0,-100.0,-98.0
474344,-100.0,-100.0,-100.0,-98.0
474365,-100.0,-100.0,-100.0,-98.0
474372,-100.0,-100.0,-100.0,-98.0
474388,-100.0,-100.0,-100.0,-98.0
474412,-100.0,-100.0,-100.0,-98.0
474425,-100.0,-100.0,-100.0,-98.0
474541,-100.0,-100.0,-100.0,-98.0
474557,-100.0,-100.0,-100.0,-98.0
474594,-100.0,-100.0,-100.0,-98.0
474618,-100.0,-100.0,-100.0,-98.0
474623,-100.0,-100.0,-100.0,-98.0
474639,-100.0,-100.0,-100.0,-98.0
474662,-100.0,-100.0,-100.0,-98.0
474676,-100.0,-100.0,-100.0,-98.0
474701,-100.0,-100.0,-100.0,-98.0
474717,-100.0,-100.0,-100.0,-98.0
474742,-100.0,-100.0,-100.0,-98.0
474761,-100.0,-100.0,-100.0,-98.0
474792,-100.0,-100.0,-100.0,-98.0
474808,-100.0,-100.0,-100.0,-98.0
475101,-100.0,-100.0,-100.0,-98.0
475118,-100.0,-100.0,-100.0,-98.0
475139,-100.0,-100.0,-100.0,-98.0
475149,-100.0,-100.0,-100.0,-98.0
475174,-100.0,-100.0,-100.0,-98.0
475188,-100.0,-100.0,-100.0,-98.0
475206,-100.0,-100.0,-100.0,-98.0
475218,-100.0,-100.0,-100.0,-98.0
475290,-100.0,-100.0,-100.0,-98.0
475306,-100.0,-100.0,-100.0,-98.0
475309,-100.0,-100.0,-100.0,-98.0
475322,-100.0,-100.0,-100.0,-98.0
475326,-100.0,-100.0,-100.0,-98.0
475339,-100.0,-100.0,-100.0,-98.0
475342,-100.0,-100.0,-100.0,-98.0
475355,-100.0,-100.0,-100.0,-98.0
475359,-100.0,-100.0,-100.0,-98.0
475372,-100.0,-100.0,-100.0,-98.0
475376,-100.0,-100.0,-100.0,-98.0
475389,-100.0,-100.0,-100.0,-98.0
475392,-100.0,-100.0,-100.0,-98.0
475405,-100.0,-100.0,-100.0,-98.0
475406,-100.0,-100.0,-100.0,-98.0
475409,-100.0,-100.0,-100.0,-98.0
475422,-100.0,-100.0,-100.0,-98.0
475427,-100.0,-100.0,-100.0,-98.0
475439,-100.0,-100.0,-100.0,-98.0
475442,-100.0,-100.0,-100.0,-98.0
475450,-100.0,-100.0,-100.0,-98.0
475455,-100.0,-100.0,-100.0,-98.0
475476,-100.0,-100.0,-100.0,-98.0
475486,-100.0,-100.0,-100.0,-98.0
475766,-100.0,-100.0,-100.0,-98.0
475790,-100.0,-100.0,-100.0,-98.0
475822,-100.0,-100.0,-100.0,-98.0
475836,-100.0,-100.0,-100.0,-98.0
475841,-100.0,-100.0,-100.0,-98.0
475855,-100.0,-100.0,-100.0,-98.0
475921,-100.0,-100.0,-100.0,-98.0
475941,-100.0,-100.0,-100.0,-98.0
475971,-100.0,-100.0,-100.0,-98.0
475987,-100.0,-100.0,-100.0,-98.0
476000,-100.0,-100.0,-100.0,-98.0
476016,-100.0,-100.0,-100.0,-98.0
476038,-100.0,-100.0,-100.0,-98.0
476052,-100.0,-100.0,-100.0,-98.0
476081,-100.0,-100.0,-100.0,-98.0
476092,-100.0,-100.0,-100.0,-98.0
476115,-100.0,-100.0,-100.0,-98.0
476131,-100.0,-100.0,-100.0,-98.0
476154,-100.0,-100.0,-100.0,-98.0
476169,-100.0,-100.0,-100.0,-98.0
476197,-100.0,-100.0,-100.0,-98.0
476217,-100.0,-100.0,-100.0,-98.0
476249,-100.0,-100.0,-100.0,-98.0
476257,-100.0,-100.0,-100.0,-98.0
476273,-100.0,-100.0,-100.0,-98.0
476279,-100.0,-100.0,-100.0,-98.0
476289,-100.0,-100.0,-100.0,-98.0
476293,-100.0,-100.0,-100.0,-98.0
476298,-100.0,-100.0,-100.0,-98.0
476305,-100.0,-100.0,-100.0,-98.0
476309,-100.0,-100.0,-100.0,-98.0
476322,-100.0,-100.0,-100.0,-98.0
476323,-100.0,-100.0,-100.0,-98.0
476326,-100.0,-100.0,-100.0,-98.0
476337,-100.0,-100.0,-100.0,-98.0
476339,-100.0,-100.0,-100.0,-98.0
476343,-100.0,-100.0,-100.0,-98.0
476355,-100.0,-100.0,-100.0,-98.0
476356,-100.0,-100.0,-100.0,-98.0
476359,-100.0,-100.0,-100.0,-98.0
476370,-100.0,-100.0,-100.0,-98.0
476372,-100.0,-100.0,-100.0,-98.0
476376,-100.0,-100.0,-100.0,-98.0
476389,-100.0,-100.0,-100.0,-98.0
476392,-100.0,-100.0,-100.0,-98.0
476396,-100.0,-100.0,-100.0,-98.0
476405,-100.0,-100.0,-100.0,-98.0
476409,-100.0,-100.0,-100.0,-98.0
476412,-100.0,-100.0,-100.0,-98.0
476419,-100.0,-100.0,-100.0,-98.0
476422,-100.0,-100.0,-100.0,-98.0
476428,-100.0,-100.0,-100.0,-98.0
476429,-100.0,-100.0,-100.0,-98.0
476437,-100.0,-100.0,-100.0,-98.0
476439,-100.0,-100.0,-100.0,-98.0
476442,-100.0,-100.0,-100.0,-98.0
476450,-100.0,-100.0,-100.0,-98.0
476455,-100.0,-100.0,-100.0,-98.0
476459,-100.0,-100.0,-100.0,-98.0
476472,-100.0,-100.0,-100.0,-98.0
476485,-100.0,-100.0,-100.0,-98.0
476498,-100.0,-100.0,-100.0,-98.0
476524,-100.0,-100.0,-100.0,-98.0
476539,-100.0,-100.0,-100.0,-98.0
476552,-100.0,-100.0,-100.0,-98.0
476568,-100.0,-100.0,-100.0,-98.0
476587,-100.0,-100.0,-100.0,-98.0
476600,-100.0,-100.0,-100.0,-98.0
476606,-100.0,-100.0,-100.0,-98.0
476620,-100.0,-100.0,-100.0,-98.0
476641,-100.0,-100.0,-100.0,-98.0
476654,-100.0,-100.0,-100.0,-98.0
476675,-100.0,-100.0,-100.0,-98.0
476690,-100.0,-100.0,-100.0,-98.0
476720,-100.0,-100.0,-100.0,-98.0
476742,-100.0,-100.0,-100.0,-98.0
476782,-100.0,-100.0,-100.0,-98.0
476793,-100.0,-100.0,-100.0,-98.0
476818,-100.0,-100.0,-100.0,-98.0
476831,-100.0,-100.0,-100.0,-98.0
476840,-100.0,-100.0,-100.0,-98.0
476854,-100.0,-100.0,-100.0,-98.0
476859,-100.0,-100.0,-100.0,-98.0
476862,-100.0,-100.0,-100.0,-98.0
476869,-100.0,-100.0,-100.0,-98.0
476872,-100.0,-100.0,-100.0,-98.0
476876,-100.0,-100.0,-100.0,-98.0
476878,-100.0,-100.0,-100.0,-98.0
476889,-100.0,-100.0,-100.0,-98.0
476892,-100.0,-100.0,-100.0,-98.0
476905,-100.0,-100.0,-100.0,-98.0
476909,-100.0,-100.0,-100.0,-98.0
476920,-100.0,-100.0,-100.0,-98.0
476922,-100.0,-100.0,-100.0,-98.0
476926,-100.0,-100.0,-100.0,-98.0
476932,-100.0,-100.0,-100.0,-98.0
476940,-100.0,-100.0,-100.0,-98.0
476954,-100.0,-100.0,-100.0,-98.0
476966,-100.0,-100.0,-100.0,-98.0
476989,-100.0,-100.0,-100.0,-98.0
477004,-100.0,-100.0,-100.0,-98.0
477027,-100.0,-100.0,-100.0,-98.0
477036,-100.0,-100.0,-100.0,-98.0
477058,-100.0,-100.0,-100.0,-98.0
477072,-100.0,-100.0,-100.0,-98.0
477108,-100.0,-100.0,-100.0,-98.0
477119,-100.0,-100.0,-100.0,-98.0
477141,-100.0,-100.0,-100.0,-98.0
477154,-100.0,-100.0,-100.0,-98.0
477176,-100.0,-100.0,-100.0,-98.0
477195,-100.0,-100.0,-100.0,-98.0
477217,-100.0,-100.0,-100.0,-98.0
477230,-100.0,-100.0,-100.0,-98.0
477255,-100.0,-100.0,-100.0,-98.0
477264,-100.0,-100.0,-100.0,-98.0
477286,-100.0,-100.0,-100.0,-98.0
477301,-100.0,-100.0,-100.0,-98.0
477332,-100.0,-100.0,-100.0,-98.0
477342,-100.0,-100.0,-100.0,-98.0
477371,-100.0,-100.0,-100.0,-98.0
477390,-100.0,-100.0,-100.0,-98.0
477416,-100.0,-100.0,-100.0,-98.0
477431,-100.0,-100.0,-100.0,-98.0
477460,-100.0,-100.0,-100.0,-98.0
477471,-100.0,-100.0,-100.0,-98.0
477501,-100.0,-100.0,-100.0,-98.0
477514,-100.0,-100.0,-100.0,-98.0
477543,-100.0,-100.0,-100.0,-98.0
477557,-100.0,-100.0,-100.0,-98.0
477586,-100.0,-100.0,-100.0,-98.0
477607,-100.0,-100.0,-100.0,-98.0
477623,-100.0,-100.0,-100.0,-98.0
477626,-100.0,-100.0,-100.0,-98.0
477639,-100.0,-100.0,-100.0,-98.0
477643,-100.0,-100.0,-100.0,-98.0
477652,-100.0,-100.0,-100.0,-98.0
477655,-100.0,-100.0,-100.0,-98.0
477659,-100.0,-100.0,-100.0,-98.0
477669,-100.0,-100.0,-100.0,-98.0
477672,-100.0,-100.0,-100.0,-98.0
477676,-100.0,-100.0,-100.0,-98.0
477689,-100.0,-100.0,-100.0,-98.0
477693,-100.0,-100.0,-100.0,-98.0
477706,-100.0,-100.0,-100.0,-98.0
477710,-100.0,-100.0,-100.0,-98.0
477722,-100.0,-100.0,-100.0,-98.0
477726,-100.0,-100.0,-100.0,-98.0
477739,-100.0,-100.0,-100.0,-98.0
477742,-100.0,-100.0,-100.0,-98.0
477749,-100.0,-100.0,-100.0,-98.0
477755,-100.0,-100.0,-100.0,-98.0
477761,-100.0,-100.0,-100.0,-98.0
477772,-100.0,-100.0,-100.0,-98.0
477776,-100.0,-100.0,-100.0,-98.0
477814,-100.0,-100.0,-100.0,-98.0
477833,-100.0,-100.0,-100.0,-98.0
477863,-100.0,-100.0,-100.0,-98.0
477874,-100.0,-100.0,-100.0,-98.0
477908,-100.0,-100.0,-100.0,-98.0
477922,-100.0,-100.0,-100.0,-98.0
477943,-100.0,-100.0,-100.0,-98.0
477959,-100.0,-100.0,-100.0,-98.0
477993,-100.0,-100.0,-100.0,-98.0
478004,-100.0,-100.0,-100.0,-98.0
478043,-100.0,-100.0,-100.0,-98.0
478068,-100.0,-100.0,-100.0,-98.0
478082,-100.0,-100.0,-100.0,-98.0
478103,-100.0,-100.0,-100.0,-98.0
478117,-100.0,-100.0,-100.0,-98.0
478146,-100.0,-100.0,-100.0,-98.0
478161,-100.0,-100.0,-100.0,-98.0
478190,-100.0,-100.0,-100.0,-98.0
478214,-100.0,-100.0,-100.0,-98.0
478230,-100.0,-100.0,-100.0,-98.0
478254,-100.0,-100.0,-100.0,-98.0
478266,-100.0,-100.0,-100.0,-98.0
478289,-100.0,-100.0,-100.0,-98.0
478305,-100.0,-100.0,-100.0,-98.0
478346,-100.0,-100.0,-100.0,-98.0
478366,-100.0,-100.0,-100.0,-98.0
478399,-100.0,-100.0,-100.0,-98.0
478409,-100.0,-100.0,-100.0,-98.0
478442,-100.0,-100.0,-100.0,-98.0
478455,-100.0,-100.0,-100.0,-98.0
478479,-100.0,-100.0,-100.0,-98.0
478495,-100.0,-100.0,-100.0,-98.0
478522,-100.0,-100.0,-100.0,-98.0
478541,-100.0,-100.0,-100.0,-98.0
478568,-100.0,-100.0,-100.0,-98.0
478586,-100.0,-100.0,-100.0,-98.0
478619,-100.0,-100.0,-100.0,-98.0
478632,-100.0,-100.0,-100.0,-98.0
478658,-100.0,-100.0,-100.0,-98.0
478670,-100.0,-100.0,-100.0,-98.0
478692,-100.0,-100.0,-100.0,-98.0
478709,-100.0,-100.0,-100.0,-98.0
478716,-100.0,-100.0,-100.0,-98.0
478726,-100.0,-100.0,-100.0,-98.0
478749,-100.0,-100.0,-100.0,-98.0
478772,-100.0,-100.0,-100.0,-98.0
478803,-100.0,-100.0,-100.0,-98.0
478814,-100.0,-100.0,-100.0,-98.0
478835,-100.0,-100.0,-100.0,-98.0
478851,-100.0,-100.0,-100.0,-98.0
478881,-100.0,-100.0,-100.0,-98.0
478897,-100.0,-100.0,-100.0,-98.0
478904,-100.0,-100.0,-100.0,-98.0
478921,-100.0,-100.0,-100.0,-98.0
478951,-100.0,-100.0,-100.0,-98.0
478964,-100.0,-100.0,-100.0,-98.0
478989,-100.0,-100.0,-100.0,-98.0
479000,-100.0,-100.0,-100.0,-98.0
479026,-100.0,-100.0,-100.0,-98.0
479040,-100.0,-100.0,-100.0,-98.0
479049,-100.0,-100.0,-100.0,-98.0
479062,-100.0,-100.0,-100.0,-98.0
479087,-100.0,-100.0,-100.0,-98.0
479102,-100.0,-100.0,-100.0,-98.0
479122,-100.0,-100.0,-100.0,-98.0
479139,-100.0,-100.0,-100.0,-98.0
479166,-100.0,-100.0,-100.0,-98.0
479179,-100.0,-100.0,-100.0,-98.0
479203,-100.0,-100.0,-100.0,-98.0
479216,-100.0,-100.0,-100.0,-98.0
479237,-100.0,-100.0,-100.0,-98.0
479249,-100.0,-100.0,-100.0,-98.0
479273,-100.0,-100.0,-100.0,-98.0
479286,-100.0,-100.0,-100.0,-98.0
479311,-100.0,-100.0,-100.0,-98.0
479327,-100.0,-100.0,-100.0,-98.0
479352,-100.0,-100.0,-100.0,-98.0
479368,-100.0,-100.0,-100.0,-98.0
479389,-100.0,-100.0,-100.0,-98.0
479400,-100.0,-100.0,-100.0,-98.0
479428,-100.0,-100.0,-100.0,-98.0
479442,-100.0,-100.0,-100.0,-98.0
479471,-100.0,-100.0,-100.0,-98.0
479483,-100.0,-100.0,-100.0,-98.0
479517,-100.0,-100.0,-100.0,-98.0
479536,-100.0,-100.0,-100.0,-98.0
479562,-100.0,-100.0,-100.0,-98.0
479581,-100.0,-100.0,-100.0,-98.0
479606,-100.0,-100.0,-100.0,-98.0
479618,-100.0,-100.0,-100.0,-98.0
479841,-100.0,-100.0,-100.0,-98.0
479856,-100.0,-100.0,-100.0,-98.0
479860,-100.0,-100.0,-100.0,-98.0
479872,-100.0,-100.0,-100.0,-98.0
479877,-100.0,-100.0,-100.0,-98.0
479889,-100.0,-100.0,-100.0,-98.0
479893,-100.0,-100.0,-100.0,-98.0
479905,-100.0,-100.0,-100.0,-98.0
479909,-100.0,-100.0,-100.0,-98.0
479922,-100.0,-100.0,-100.0,-98.0
479927,-100.0,-100.0,-100.0,-98.0
479939,-100.0,-100.0,-100.0,-98.0
479943,-100.0,-100.0,-100.0,-98.0
479955,-100.0,-100.0,-100.0,-98.0
479960,-100.0,-100.0,-100.0,-98.0
479972,-100.0,-100.0,-100.0,-98.0
479976,-100.0,-100.0,-100.0,-98.0
479989,-100.0,-100.0,-100.0,-98.0
479993,-100.0,-100.0,-100.0,-98.0
480005,-100.0,-100.0,-100.0,-98.0
480010,-100.0,-100.0,-100.0,-98.0
480023,-100.0,-100.0,-100.0,-98.0
481326,-100.0,-100.0,-100.0,-98.0
481341,-100.0,-100.0,-100.0,-98.0
481345,-100.0,-100.0,-100.0,-98.0
481355,-100.0,-100.0,-100.0,-98.0
481359,-100.0,-100.0,-100.0,-98.0
481372,-100.0,-100.0,-100.0,-98.0
481377,-100.0,-100.0,-100.0,-98.0
481389,-100.0,-100.0,-100.0,-98.0
481393,-100.0,-100.0,-100.0,-98.0
481405,-100.0,-100.0,-100.0,-98.0
481409,-100.0,-100.0,-100.0,-98.0
481422,-100.0,-100.0,-100.0,-98.0
481428,-100.0,-100.0,-100.0,-98.0
481441,-100.0,-100.0,-100.0,-98.0
481446,-100.0,-100.0,-100.0,-98.0
481458,-100.0,-100.0,-100.0,-98.0
481462,-100.0,-100.0,-100.0,-98.0
481477,-100.0,-100.0,-100.0,-98.0
481480,-100.0,-100.0,-100.0,-98.0
481489,-100.0,-100.0,-100.0,-98.0
481492,-100.0,-100.0,-100.0,-98.0
481507,-100.0,-100.0,-100.0,-98.0
481907,-100.0,-100.0,-100.0,-98.0
481925,-100.0,-100.0,-100.0,-98.0
481928,-100.0,-100.0,-100.0,-98.0
481939,-100.0,-100.0,-100.0,-98.0
481942,-100.0,-100.0,-100.0,-98.0
481955,-100.0,-100.0,-100.0,-98.0
481959,-100.0,-100.0,-100.0,-98.0
481972,-100.0,-100.0,-100.0,-98.0
481976,-100.0,-100.0,-100.0,-98.0
481989,-100.0,-100.0,-100.0,-98.0
481992,-100.0,-100.0,-100.0,-98.0
482005,-100.0,-100.0,-100.0,-98.0
482009,-100.0,-100.0,-100.0,-98.0
482022,-100.0,-100.0,-100.0,-98.0
482026,-100.0,-100.0,-100.0,-98.0
482039,-100.0,-100.0,-100.0,-98.0
482043,-100.0,-100.0,-100.0,-98.0
482056,-100.0,-100.0,-100.0,-98.0
482059,-100.0,-100.0,-100.0,-98.0
482072,-100.0,-100.0,-100.0,-98.0
482077,-100.0,-100.0,-100.0,-98.0
482089,-100.0,-100.0,-100.0,-98.0
482094,-100.0,-100.0,-100.0,-98.0
482105,-100.0,-100.0,-100.0,-98.0
482109,-100.0,-100.0,-100.0,-98.0
482122,-100.0,-100.0,-100.0,-98.0
482126,-100.0,-100.0,-100.0,-98.0
482139,-100.0,-100.0,-100.0,-98.0
482142,-100.0,-100.0,-100.0,-98.0
482155,-100.0,-100.0,-100.0,-98.0
482159,-100.0,-100.0,-100.0,-98.0
482172,-100.0,-100.0,-100.0,-98.0
482176,-100.0,-100.0,-100.0,-98.0
482189,-100.0,-100.0,-100.0,-98.0
482192,-100.0,-100.0,-100.0,-98.0
482205,-100.0,-100.0,-100.0,-98.0
482209,-100.0,-100.0,-100.0,-98.0
482222,-100.0,-100.0,-100.0,-98.0
482226,-100.0,-100.0,-100.0,-98.0
482239,-100.0,-100.0,-100.0,-98.0
482242,-100.0,-100.0,-100.0,-98.0
482255,-100.0,-100.0,-100.0,-98.0
482259,-100.0,-100.0,-100.0,-98.0
482272,-100.0,-100.0,-100.0,-98.0
482276,-100.0,-100.0,-100.0,-98.0
482289,-100.0,-100.0,-100.0,-98.0
