,A3UTSRN8QLKWE,A3ST8XFT4X93K,A2YN6Z2DAW88X,A6PO7JT39QQGP
225282,100.0,-17.0,-100.0,-73.0
225294,100.0,-17.0,-100.0,-72.0
225299,100.0,-17.0,-100.0,-72.0
225332,100.0,-17.0,-100.0,-71.0
225377,100.0,-17.0,-100.0,-71.0
225383,100.0,-17.5,-100.0,-71.0
225390,100.0,-18.0,-100.0,-70.66666666666667
225395,100.0,-18.0,-100.0,-70.33333333333333
225397,100.0,-18.666666666666668,-100.0,-70.0
225405,100.0,-19.333333333333332,-100.0,-70.0
225421,100.0,-20.0,-100.0,-69.83333333333333
225425,100.0,-20.0,-100.0,-69.66666666666667
225440,100.0,-21.0,-100.0,-69.5
225445,100.0,-21.0,-100.0,-69.33333333333333
225460,100.0,-22.0,-100.0,-69.16666666666667
225462,100.0,-22.0,-100.0,-69.0
225477,100.0,-22.0,-100.0,-69.0
225494,100.0,-22.0,-100.0,-68.0
225499,100.0,-22.0,-100.0,-68.0
225509,100.0,-22.0,-100.0,-67.0
225554,100.0,-22.0,-100.0,-67.0
225570,100.0,-23.0,-100.0,-67.0
225576,100.0,-23.0,-100.0,-67.0
225577,100.0,-23.0,-100.0,-66.66666666666667
225587,100.0,-24.0,-100.0,-66.33333333333333
225590,100.0,-24.0,-100.0,-66.0
225593,100.0,-24.0,-100.0,-66.0
225604,100.0,-25.0,-100.0,-66.0
225624,100.0,-25.0,-100.0,-66.0
225641,100.0,-25.0,-100.0,-65.0
225685,100.0,-25.0,-100.0,-58.0
225695,100.0,-25.0,-100.0,-57.0
225702,100.0,-25.0,-100.0,-56.0
225706,100.0,-25.0,-100.0,-54.0
225709,100.0,-25.0,-100.0,-54.0
225724,100.0,-25.0,-100.0,-53.0
225744,100.0,-25.0,-100.0,-53.0
225753,100.0,-25.0,-100.0,-52.75
225763,100.0,-26.0,-100.0,-52.5
225774,100.0,-26.0,-100.0,-52.25
225779,100.0,-26.5,-100.0,-52.0
225783,100.0,-27.0,-100.0,-52.0
225801,100.0,-27.0,-100.0,-52.0
225811,100.0,-27.0,-100.0,-51.0
225815,100.0,-27.0,-100.0,-51.0
225834,100.0,-27.0,-100.0,-50.0
225854,100.0,-27.0,-100.0,-50.0
225878,100.0,-27.0,-100.0,-49.0
225911,100.0,-27.0,-100.0,-49.0
225924,100.0,-27.0,-100.0,-48.0
225947,100.0,-27.0,-100.0,-48.0
226003,100.0,-27.0,-100.0,-47.0
226014,100.0,-27.0,-100.0,-47.0
226024,100.0,-27.0,-100.0,-46.0
226053,100.0,-27.0,-100.0,-46.0
226066,100.0,-27.0,-100.0,-45.0
226072,100.0,-27.0,-100.0,-45.0
226082,100.0,-27.0,-100.0,-44.0
226091,100.0,-27.0,-100.0,-44.0
226111,100.0,-27.0,-100.0,-43.0
226151,100.0,-27.0,-100.0,-43.0
226193,100.0,-27.0,-100.0,-42.0
226199,100.0,-27.0,-100.0,-42.0
226268,100.0,-27.0,-100.0,-41.0
226275,100.0,-27.0,-100.0,-41.0
226286,100.0,-27.5,-100.0,-41.0
226293,100.0,-28.0,-100.0,-40.666666666666664
226298,100.0,-28.0,-100.0,-40.333333333333336
226303,100.0,-28.5,-100.0,-40.0
226322,100.0,-29.0,-100.0,-40.0
226329,100.0,-29.0,-100.0,-40.0
226344,100.0,-31.0,-100.0,-40.0
226350,100.0,-31.0,-100.0,-40.0
226359,100.0,-32.0,-100.0,-40.0
226364,100.0,-32.0,-100.0,-40.0
226385,100.0,-33.0,-100.0,-40.0
226387,100.0,-33.0,-100.0,-40.0
226400,100.0,-33.0,-100.0,-39.0
226418,100.0,-33.0,-100.0,-39.0
226436,100.0,-33.0,-100.0,-38.0
226476,100.0,-33.0,-100.0,-38.0
226492,100.0,-34.0,-100.0,-38.0
226498,100.0,-34.0,-100.0,-37.75
226509,100.0,-35.0,-100.0,-37.5
226513,100.0,-35.0,-100.0,-37.25
226517,100.0,-35.5,-100.0,-37.0
226523,100.0,-36.0,-100.0,-37.0
226524,100.0,-36.0,-100.0,-37.0
226528,100.0,-36.0,-100.0,-36.8
226542,100.0,-37.0,-100.0,-36.6
226547,100.0,-37.0,-100.0,-36.4
226562,100.0,-38.0,-100.0,-36.2
226599,100.0,-38.0,-100.0,-36.0
226636,100.0,-38.0,-100.0,-36.0
226650,100.0,-38.0,-100.0,-35.0
226690,100.0,-38.0,-100.0,-35.0
226706,100.0,-39.0,-100.0,-35.0
226719,100.0,-39.0,-100.0,-35.0
226729,100.0,-40.0,-100.0,-35.0
226734,100.0,-40.0,-100.0,-35.0
226769,100.0,-41.0,-100.0,-35.0
226778,100.0,-41.0,-100.0,-35.0
226796,100.0,-43.0,-100.0,-35.0
226892,100.0,-43.0,-100.0,-35.0
226915,100.0,-44.0,-100.0,-35.0
226921,100.0,-44.0,-100.0,-35.0
226941,100.0,-46.0,-100.0,-35.0
226946,100.0,-46.0,-100.0,-35.0
226959,100.0,-47.0,-100.0,-35.0
226964,100.0,-47.0,-100.0,-35.0
227001,100.0,-49.0,-100.0,-35.0
227088,100.0,-49.0,-100.0,-35.0
227105,100.0,-50.0,-100.0,-35.0
227110,100.0,-50.0,-100.0,-35.0
227122,100.0,-51.0,-100.0,-35.0
227129,100.0,-51.0,-100.0,-35.0
227139,100.0,-52.0,-100.0,-35.0
227143,100.0,-52.0,-100.0,-35.0
227156,100.0,-53.0,-100.0,-35.0
227165,100.0,-53.0,-100.0,-35.0
227174,100.0,-54.0,-100.0,-35.0
227180,100.0,-54.0,-100.0,-35.0
227185,100.0,-56.0,-100.0,-35.0
227194,100.0,-67.33333333333333,-100.0,-35.0
227213,100.0,-78.66666666666667,-100.0,-36.0
227231,100.0,-90.0,-100.0,-36.0
227236,100.0,-90.0,-100.0,-36.0
227237,100.0,-89.0,-100.0,-36.0
227243,100.0,-89.0,-100.0,-36.0
227249,100.0,-87.0,-100.0,-36.0
227266,100.0,-87.0,-100.0,-36.0
227289,100.0,-87.0,-100.0,-38.0
227310,100.0,-87.0,-100.0,-38.0
227314,100.0,-87.0,-100.0,-38.5
227321,100.0,-86.5,-100.0,-39.0
227327,100.0,-86.0,-100.0,-39.0
227332,100.0,-86.0,-100.0,-39.0
227344,100.0,-85.0,-100.0,-39.0
227348,100.0,-85.0,-100.0,-39.0
227363,100.0,-84.0,-100.0,-39.0
227369,100.0,-84.0,-100.0,-39.0
227375,100.0,-83.5,-100.0,-40.0
227380,100.0,-83.0,-100.0,-40.0
227386,100.0,-83.0,-100.0,-40.0
227396,100.0,-82.0,-100.0,-40.0
227408,100.0,-82.0,-100.0,-40.0
227446,100.0,-82.0,-100.0,-41.0
227453,100.0,-82.0,-100.0,-41.0
227478,100.0,-82.0,-100.0,-42.0
227483,100.0,-82.0,-100.0,-42.0
227494,100.0,-82.0,-100.0,-43.0
227495,100.0,-82.0,-100.0,-43.0
227514,100.0,-81.0,-100.0,-43.0
227517,100.0,-81.0,-100.0,-43.0
227522,100.0,-81.0,-100.0,-43.25
227543,100.0,-79.0,-100.0,-43.5
227550,100.0,-79.0,-100.0,-43.75
227556,100.0,-78.5,-100.0,-44.0
227567,100.0,-78.0,-100.0,-44.0
227572,100.0,-78.0,-100.0,-44.0
227575,100.0,-78.0,-100.0,-45.0
227576,100.0,-78.0,-100.0,-45.0
227599,100.0,-77.0,-100.0,-45.0
227622,100.0,-77.0,-100.0,-45.0
227635,100.0,-77.0,-100.0,-46.0
227654,100.0,-77.0,-100.0,-46.0
227665,100.0,-77.0,-100.0,-47.0
227678,100.0,-77.0,-100.0,-47.0
227695,100.0,-77.0,-100.0,-47.5
227712,100.0,-76.0,-100.0,-48.0
227717,100.0,-76.0,-100.0,-48.0
227719,100.0,-76.0,-100.0,-48.5
227728,100.0,-75.75,-100.0,-49.0
227732,100.0,-75.5,-100.0,-49.0
227736,100.0,-75.25,-100.0,-49.142857142857146
227743,100.0,-75.0,-100.0,-49.285714285714285
227748,100.0,-75.0,-100.0,-49.42857142857143
227760,100.0,-74.5,-100.0,-49.57142857142857
227764,100.0,-74.0,-100.0,-49.714285714285715
227765,100.0,-74.0,-100.0,-49.857142857142854
227768,100.0,-74.0,-100.0,-50.0
227775,100.0,-74.0,-100.0,-50.0
227784,100.0,-74.0,-100.0,-50.5
227787,100.0,-74.0,-100.0,-51.0
227788,100.0,-74.0,-100.0,-51.0
227809,100.0,-74.0,-100.0,-51.0
227816,100.0,-74.0,-100.0,-51.0
227821,100.0,-74.0,-100.0,-51.0
227835,100.0,-74.0,-100.0,-51.5
227862,100.0,-74.0,-100.0,-52.0
227878,100.0,-74.0,-100.0,-52.0
227887,100.0,-73.5,-100.0,-52.0
227891,100.0,-73.0,-100.0,-52.5
227897,100.0,-73.0,-100.0,-53.0
227902,100.0,-73.0,-100.0,-53.0
227911,100.0,-73.0,-100.0,-53.5
227914,100.0,-72.0,-100.0,-54.0
227926,100.0,-71.0,-100.0,-54.0
227936,100.0,-71.0,-100.0,-54.0
227947,100.0,-70.0,-100.0,-54.0
227953,100.0,-70.0,-100.0,-54.0
227963,100.0,-69.0,-100.0,-54.0
227967,100.0,-69.0,-100.0,-54.0
227982,100.0,-69.0,-100.0,-55.0
227986,100.0,-69.0,-100.0,-55.0
227998,100.0,-69.0,-100.0,-56.0
228029,100.0,-69.0,-100.0,-56.0
228041,100.0,-69.0,-100.0,-57.0
228060,100.0,-69.0,-100.0,-57.0
228062,100.0,-69.0,-100.0,-57.5
228073,100.0,-68.0,-100.0,-58.0
228078,100.0,-68.0,-100.0,-58.0
228079,100.0,-68.0,-100.0,-58.5
228091,100.0,-67.5,-100.0,-59.0
228096,100.0,-67.0,-100.0,-59.0
228102,100.0,-67.0,-100.0,-59.25
228111,100.0,-66.0,-100.0,-59.5
228119,100.0,-66.0,-100.0,-59.75
228121,100.0,-65.5,-100.0,-60.0
228130,100.0,-65.0,-100.0,-60.0
228136,100.0,-65.0,-100.0,-60.0
228143,100.0,-64.5,-100.0,-60.0
228145,100.0,-64.0,-100.0,-60.333333333333336
228151,100.0,-64.0,-100.0,-60.666666666666664
228160,100.0,-63.5,-100.0,-61.0
228174,100.0,-63.0,-100.0,-61.5
228223,100.0,-63.0,-100.0,-62.0
228239,100.0,-63.0,-100.0,-63.0
228244,100.0,-63.0,-100.0,-63.0
228252,100.0,-63.0,-100.0,-63.5
228264,100.0,-62.0,-100.0,-64.0
228271,100.0,-61.0,-100.0,-64.0
228302,100.0,-61.0,-100.0,-64.0
228309,100.0,-60.5,-100.0,-64.0
228321,100.0,-60.0,-100.0,-64.5
228322,100.0,-60.0,-100.0,-65.0
228327,100.0,-60.0,-100.0,-65.0
228339,100.0,-59.5,-100.0,-65.0
228356,100.0,-59.0,-100.0,-65.0
228362,100.0,-59.0,-100.0,-65.0
228387,100.0,-59.0,-100.0,-65.33333333333333
228392,100.0,-59.0,-100.0,-65.66666666666667
228400,100.0,-59.0,-100.0,-66.0
228412,100.0,-59.0,-100.0,-66.0
228416,100.0,-59.0,-100.0,-66.0
228418,100.0,-59.0,-100.0,-66.0
228425,100.0,-59.0,-100.0,-67.0
228437,100.0,-59.0,-100.0,-67.0
228442,100.0,-59.0,-100.0,-67.0
228453,100.0,-59.0,-100.0,-67.2
228462,100.0,-58.666666666666664,-100.0,-67.4
228463,100.0,-58.333333333333336,-100.0,-67.6
228466,100.0,-58.0,-100.0,-67.8
228477,100.0,-58.0,-100.0,-68.0
228482,100.0,-58.0,-100.0,-68.0
228487,100.0,-56.0,-100.0,-68.0
228494,100.0,-56.0,-100.0,-68.0
228509,100.0,-56.0,-100.0,-68.5
228522,100.0,-54.0,-100.0,-69.0
228530,100.0,-54.0,-100.0,-69.0
228541,100.0,-53.0,-100.0,-69.0
228551,100.0,-53.0,-100.0,-69.0
228565,100.0,-53.0,-100.0,-70.0
228581,100.0,-53.0,-100.0,-70.0
228636,100.0,-53.0,-100.0,-71.0
228653,100.0,-53.0,-100.0,-71.0
228668,100.0,-52.0,-100.0,-71.0
228673,100.0,-52.0,-100.0,-71.0
228689,100.0,-50.0,-100.0,-71.0
228694,100.0,-50.0,-100.0,-71.0
228706,100.0,-49.0,-100.0,-71.0
228711,100.0,-49.0,-100.0,-71.0
228724,100.0,-48.0,-100.0,-71.0
228746,100.0,-48.0,-100.0,-71.0
228768,100.0,-48.0,-100.0,-72.0
228774,100.0,-48.0,-100.0,-72.0
228784,100.0,-48.0,-100.0,-73.0
228849,100.0,-48.0,-100.0,-73.0
228851,100.0,-48.0,-100.0,-73.5
228853,100.0,-47.666666666666664,-100.0,-74.0
228859,100.0,-47.333333333333336,-100.0,-74.0
228865,100.0,-47.0,-100.0,-74.33333333333333
228869,100.0,-47.0,-100.0,-74.66666666666667
228874,100.0,-46.5,-100.0,-75.0
228879,100.0,-46.0,-100.0,-75.0
228880,100.0,-46.0,-100.0,-75.0
228884,100.0,-46.0,-100.0,-75.25
228899,100.0,-45.0,-100.0,-75.5
228907,100.0,-45.0,-100.0,-75.75
228910,100.0,-44.5,-100.0,-76.0
228920,100.0,-44.0,-100.0,-76.0
228954,100.0,-44.0,-100.0,-76.0
228964,100.0,-44.0,-100.0,-77.0
228985,100.0,-44.0,-100.0,-77.0
229047,100.0,-44.0,-100.0,-77.2
229063,100.0,-43.0,-100.0,-77.4
229070,100.0,-43.0,-100.0,-77.6
229083,100.0,-42.0,-100.0,-77.8
229087,100.0,-42.0,-100.0,-78.0
229088,100.0,-42.0,-100.0,-78.0
229102,100.0,-41.0,-100.0,-78.0
229107,100.0,-41.0,-100.0,-78.0
229113,100.0,-40.0,-100.0,-78.0
229121,100.0,-39.0,-100.0,-78.5
229123,100.0,-39.0,-100.0,-79.0
229127,100.0,-39.0,-100.0,-79.0
229140,100.0,-39.0,-100.0,-80.0
229144,100.0,-39.0,-100.0,-80.0
229158,100.0,-39.0,-100.0,-81.0
229162,100.0,-39.0,-100.0,-81.0
229177,100.0,-39.0,-100.0,-83.0
229181,100.0,-39.0,-100.0,-83.0
229193,100.0,-39.0,-100.0,-84.0
229197,100.0,-39.0,-100.0,-84.0
229210,100.0,-39.0,-100.0,-85.0
229214,100.0,-39.0,-100.0,-85.0
229228,100.0,-39.0,-100.0,-86.0
229231,100.0,-39.0,-100.0,-86.0
229246,100.0,-38.0,-100.0,-86.0
229251,100.0,-38.0,-100.0,-86.0
229266,100.0,-37.0,-100.0,-86.0
229276,100.0,-37.0,-100.0,-86.0
229284,100.0,-36.0,-100.0,-86.0
229289,100.0,-36.0,-100.0,-86.0
229290,99.5,-36.0,-100.0,-86.0
229300,99.0,-35.0,-100.0,-86.0
229307,98.0,-35.0,-100.0,-86.0
229328,97.0,-34.0,-100.0,-86.0
229331,97.0,-33.0,-100.0,-86.0
229345,96.0,-33.0,-100.0,-86.0
229351,96.0,-33.0,-100.0,-86.0
229364,95.0,-33.0,-100.0,-86.0
229370,95.0,-33.0,-100.0,-86.0
229418,91.0,-33.0,-100.0,-86.0
229424,91.0,-33.0,-100.0,-86.0
229458,90.0,-33.0,-100.0,-86.0
229479,90.0,-33.0,-100.0,-86.0
229487,89.5,-33.0,-100.0,-86.0
229498,89.0,-32.0,-100.0,-86.0
229505,88.5,-32.0,-100.0,-86.0
229510,88.0,-31.666666666666668,-100.0,-86.0
229516,88.0,-31.333333333333332,-100.0,-86.0
229535,87.66666666666667,-31.0,-100.0,-86.0
229539,87.33333333333333,-31.0,-100.0,-86.0
229540,87.0,-30.5,-100.0,-86.0
229547,87.0,-30.0,-100.0,-86.0
229556,86.0,-30.0,-100.0,-86.0
229571,85.0,-29.0,-100.0,-86.0
229586,84.0,-29.0,-100.0,-86.0
229589,84.0,-29.0,-100.0,-86.0
229615,82.0,-29.0,-100.0,-86.0
229619,82.0,-29.0,-100.0,-86.0
229633,81.0,-29.0,-100.0,-86.0
229639,81.0,-29.0,-100.0,-86.0
229668,79.0,-29.0,-100.0,-86.0
229672,79.0,-29.0,-100.0,-86.0
229685,78.0,-29.0,-100.0,-86.0
229692,78.0,-29.0,-100.0,-86.0
229709,77.0,-29.0,-100.0,-86.0
229715,77.0,-29.0,-100.0,-86.0
229726,77.0,-28.666666666666668,-100.0,-86.0
229727,75.0,-28.333333333333332,-100.0,-86.0
229732,75.0,-28.0,-100.0,-86.0
229739,74.5,-28.0,-100.0,-86.0
229745,74.0,-27.333333333333332,-100.0,-86.0
229751,74.0,-26.666666666666668,-100.0,-86.0
229768,73.5,-26.0,-100.0,-86.0
229770,73.0,-26.0,-100.0,-86.0
229772,72.5,-25.0,-100.0,-86.0
229779,72.0,-25.0,-100.0,-86.0
229787,72.0,-24.5,-100.0,-86.0
229790,71.33333333333333,-24.0,-100.0,-86.0
229795,70.66666666666667,-24.0,-100.0,-86.0
229815,70.0,-23.666666666666668,-100.0,-86.0
229821,70.0,-23.333333333333332,-100.0,-86.0
229822,69.0,-23.0,-100.0,-86.0
229849,68.0,-23.0,-100.0,-86.0
229854,68.0,-23.0,-100.0,-86.0
229866,66.0,-23.0,-100.0,-86.0
229874,66.0,-23.0,-100.0,-86.0
229886,65.0,-23.0,-100.0,-86.0
229893,65.0,-23.0,-100.0,-86.0
229902,64.0,-23.0,-100.0,-86.0
229907,64.0,-23.0,-100.0,-86.0
229921,63.0,-23.0,-100.0,-86.0
229936,62.75,-23.0,-100.0,-86.0
229947,62.5,-22.0,-100.0,-86.0
229954,62.25,-22.0,-100.0,-86.0
229959,62.0,-21.5,-100.0,-86.0
229964,61.5,-21.0,-100.0,-86.0
229966,61.0,-21.0,-100.0,-86.0
229969,61.0,-21.0,-100.0,-86.0
229972,61.0,-20.5,-100.0,-86.0
229974,60.666666666666664,-20.0,-100.0,-86.0
229983,60.333333333333336,-20.0,-100.0,-86.0
229986,60.0,-19.6,-100.0,-86.0
229994,60.0,-19.2,-100.0,-86.0
230001,59.0,-18.8,-100.0,-86.0
230007,59.0,-18.4,-100.0,-86.0
230009,58.5,-18.0,-100.0,-86.0
230016,58.0,-18.0,-100.0,-86.0
230022,58.0,-18.0,-100.0,-86.0
230046,57.0,-18.0,-100.0,-86.0
230054,57.0,-18.0,-100.0,-86.0
230062,56.0,-18.0,-100.0,-86.0
230068,56.0,-18.0,-100.0,-86.0
230078,55.0,-18.0,-100.0,-86.0
230086,55.0,-18.0,-100.0,-86.0
230097,54.0,-18.0,-100.0,-86.0
230101,54.0,-18.0,-100.0,-86.0
230103,54.0,-17.5,-100.0,-86.0
230116,53.666666666666664,-17.0,-100.0,-86.0
230123,53.333333333333336,-17.0,-100.0,-86.0
230129,53.0,-16.666666666666668,-100.0,-86.0
230132,53.0,-16.333333333333332,-100.0,-86.0
230133,53.0,-16.0,-100.0,-86.2
230136,53.0,-16.0,-100.0,-86.4
230140,52.5,-16.0,-100.0,-86.6
230144,52.0,-15.666666666666666,-100.0,-86.8
230149,52.0,-15.333333333333334,-100.0,-87.0
230150,52.0,-15.0,-100.0,-87.0
230155,51.5,-14.666666666666666,-100.0,-87.0
230164,51.0,-14.333333333333334,-100.0,-87.14285714285714
230166,51.0,-14.0,-100.0,-87.28571428571429
230172,51.0,-14.0,-100.0,-87.42857142857143
230173,51.0,-13.333333333333334,-100.0,-87.57142857142857
230184,50.0,-12.666666666666666,-100.0,-87.71428571428571
230189,50.0,-12.0,-100.0,-87.85714285714286
230190,50.0,-12.0,-100.0,-88.0
230191,50.0,-12.0,-100.0,-88.0
230194,49.5,-12.0,-100.0,-88.0
230198,49.0,-12.0,-100.0,-88.33333333333333
230204,49.0,-12.0,-100.0,-88.66666666666667
230207,48.666666666666664,-12.0,-100.0,-89.0
230213,48.333333333333336,-12.0,-100.0,-89.0
230215,48.0,-12.0,-100.0,-90.0
230225,48.0,-12.0,-100.0,-91.0
230230,48.0,-12.0,-100.0,-91.0
230242,48.0,-12.0,-100.0,-91.5
230243,47.666666666666664,-12.0,-100.0,-92.0
230247,47.333333333333336,-12.0,-100.0,-92.0
230250,47.0,-12.0,-100.0,-92.33333333333333
230258,47.0,-12.0,-100.0,-92.66666666666667
230260,46.333333333333336,-12.0,-100.0,-93.0
230265,45.666666666666664,-12.0,-100.0,-93.0
230270,45.0,-12.0,-100.0,-93.5
230279,45.0,-12.0,-100.0,-94.0
230283,45.0,-11.666666666666666,-100.0,-94.0
230285,45.0,-11.333333333333334,-100.0,-94.33333333333333
230292,44.75,-11.0,-100.0,-94.66666666666667
230295,44.5,-11.0,-100.0,-95.0
230300,44.25,-11.0,-100.0,-95.0
230301,44.0,-10.5,-100.0,-95.0
230307,44.0,-10.0,-100.0,-95.0
230319,42.0,-9.5,-100.0,-95.0
230328,42.0,-9.0,-100.0,-95.0
230329,42.0,-9.0,-100.0,-95.0
230333,41.5,-9.0,-100.0,-95.0
230339,41.0,-8.666666666666666,-100.0,-95.0
230345,41.0,-8.333333333333334,-100.0,-95.0
230348,40.5,-8.0,-100.0,-95.0
230353,40.0,-8.0,-100.0,-95.0
230364,39.0,-8.0,-100.0,-95.0
230368,39.0,-8.0,-100.0,-95.0
230378,38.0,-8.0,-100.0,-95.0
230385,38.0,-8.0,-100.0,-95.0
230395,37.0,-8.0,-100.0,-95.0
230401,37.0,-8.0,-100.0,-95.0
230413,36.0,-8.0,-100.0,-95.0
230420,36.0,-8.0,-100.0,-95.0
230430,35.0,-8.0,-100.0,-95.0
230437,35.0,-8.0,-100.0,-95.0
230443,34.666666666666664,-8.0,-100.0,-95.0
230460,34.333333333333336,-7.0,-100.0,-95.0
230461,34.0,-7.0,-100.0,-95.0
230467,34.0,-7.0,-100.0,-95.0
230474,33.0,-7.0,-100.0,-95.0
230482,33.0,-7.0,-100.0,-95.0
230486,32.5,-7.0,-100.0,-95.0
230490,32.0,-6.5,-100.0,-95.0
230493,32.0,-6.0,-100.0,-95.0
230496,32.0,-6.0,-100.0,-95.0
230500,31.5,-6.0,-100.0,-95.0
230506,31.0,-5.666666666666667,-100.0,-95.0
230511,31.0,-5.333333333333333,-100.0,-95.0
230512,31.0,-5.0,-100.0,-95.11111111111111
230513,31.0,-5.0,-100.0,-95.22222222222223
230520,30.5,-5.0,-100.0,-95.33333333333333
230524,30.0,-4.333333333333333,-100.0,-95.44444444444444
230532,30.0,-3.666666666666667,-100.0,-95.55555555555556
230545,29.5,-3.0,-100.0,-95.66666666666667
230557,29.0,-3.0,-100.0,-95.77777777777777
230562,29.0,-3.0,-100.0,-95.88888888888889
230568,28.5,-3.0,-100.0,-96.0
230570,28.0,-3.0,-100.0,-96.0
230576,28.0,-3.0,-100.0,-96.0
230580,27.0,-3.0,-100.0,-96.0
230587,27.0,-3.0,-100.0,-96.0
230597,26.0,-3.0,-100.0,-96.0
230622,26.0,-3.0,-100.0,-96.0
230650,25.0,-3.0,-100.0,-96.0
230656,25.0,-3.0,-100.0,-96.0
230657,24.5,-3.0,-100.0,-96.0
230664,24.0,-2.75,-100.0,-96.0
230671,24.0,-2.5,-100.0,-96.0
230683,23.0,-2.25,-100.0,-96.0
230689,23.0,-2.0,-100.0,-96.0
230696,22.666666666666668,-2.0,-100.0,-96.0
230709,22.333333333333332,-1.0,-100.0,-96.0
230712,22.0,-1.0,-100.0,-96.0
230714,22.0,-1.0,-100.0,-96.0
230717,22.0,-0.75,-100.0,-96.0
230724,21.0,-0.5,-100.0,-96.0
230730,21.0,-0.25,-100.0,-96.0
230738,20.5,0.0,-100.0,-96.0
230739,20.0,0.0,-100.0,-96.0
230747,20.0,0.0,-100.0,-96.0
230756,19.0,0.0,-100.0,-96.0
230765,19.0,0.0,-100.0,-96.0
230773,18.0,0.0,-100.0,-96.0
230779,18.0,0.0,-100.0,-96.0
230780,17.0,0.0,-100.0,-96.0
230784,17.0,0.0,-100.0,-96.0
230785,17.0,0.0,-100.0,-96.5
230791,16.5,0.0,-100.0,-97.0
230793,16.0,0.0,-100.0,-97.0
230801,16.0,0.0,-100.0,-97.0
230811,15.666666666666666,0.0,-100.0,-97.0
230822,15.333333333333334,0.0,-100.0,-97.66666666666667
230825,15.0,0.25,-100.0,-98.33333333333333
230828,15.0,0.5,-100.0,-99.0
230831,15.0,0.75,-100.0,-99.0
230839,14.5,1.0,-100.0,-99.0
230841,14.0,1.0,-100.0,-99.0
230847,14.0,1.0,-100.0,-99.0
230858,13.666666666666666,2.0,-100.0,-99.0
230864,13.333333333333334,2.0,-100.0,-99.0
230869,13.0,2.5,-100.0,-99.0
230871,13.0,3.0,-100.0,-99.0
230875,13.0,3.0,-100.0,-99.0
230878,12.0,3.0,-100.0,-99.0
230884,11.0,3.5,-100.0,-99.0
230893,11.0,4.0,-100.0,-99.0
230901,11.0,4.0,-100.0,-99.0
230905,10.0,4.0,-100.0,-99.0
230916,9.0,4.333333333333333,-100.0,-99.0
230925,9.0,4.666666666666667,-100.0,-99.0
230927,8.5,5.0,-100.0,-99.0
230934,8.0,5.0,-100.0,-99.0
230939,8.0,5.0,-100.0,-99.0
230952,7.0,5.0,-100.0,-99.0
230958,7.0,5.0,-100.0,-99.0
230983,6.0,5.0,-100.0,-99.0
230993,6.0,5.0,-100.0,-99.0
231000,5.0,5.0,-100.0,-99.0
231015,4.0,5.0,-100.0,-99.0
231021,3.75,5.0,-100.0,-99.0
231031,3.5,6.0,-100.0,-99.0
231037,3.25,6.0,-100.0,-99.0
231040,3.0,6.333333333333333,-100.0,-99.0
231048,3.0,6.666666666666667,-100.0,-99.0
231049,2.6666666666666665,7.0,-100.0,-99.0
231051,2.3333333333333335,7.0,-100.0,-99.0
231056,2.0,7.5,-100.0,-99.0
231057,2.0,8.0,-100.0,-99.0
231064,2.0,8.0,-100.0,-99.0
231065,1.5,8.0,-100.0,-99.0
231071,1.0,8.333333333333334,-100.0,-99.0
231077,1.0,8.666666666666666,-100.0,-99.0
231093,0.5,9.0,-100.0,-99.0
231102,0.0,9.0,-100.0,-99.0
231109,0.0,9.0,-100.0,-99.0
231114,-0.5,9.0,-100.0,-99.0
231118,-1.0,9.0,-100.0,-99.33333333333333
231125,-1.0,9.0,-100.0,-99.66666666666667
231130,-1.5,9.0,-100.0,-100.0
231134,-2.0,9.0,-100.0,-100.0
231143,-2.0,9.0,-100.0,-100.0
231151,-3.0,9.0,-100.0,-100.0
231157,-3.0,9.0,-100.0,-100.0
231168,-4.0,9.0,-100.0,-100.0
231174,-4.0,9.0,-100.0,-100.0
231187,-5.0,9.0,-100.0,-100.0
231194,-5.0,9.0,-100.0,-100.0
231204,-6.0,9.0,-100.0,-100.0
231212,-8.0,9.0,-100.0,-100.0
231231,-9.0,9.0,-100.0,-100.0
231237,-9.0,9.0,-100.0,-100.0
231248,-10.0,9.0,-100.0,-100.0
231254,-10.0,9.0,-100.0,-100.0
231274,-11.0,9.0,-100.0,-100.0
231280,-11.0,9.0,-100.0,-100.0
231292,-12.0,9.0,-100.0,-100.0
231299,-12.0,9.0,-100.0,-100.0
231323,-13.0,9.0,-100.0,-100.0
231328,-13.0,9.0,-100.0,-100.0
231347,-14.0,9.0,-100.0,-100.0
231362,-14.0,9.0,-100.0,-100.0
231365,-14.0,9.333333333333334,-100.0,-100.0
231371,-15.0,9.666666666666666,-100.0,-100.0
231376,-15.0,10.0,-100.0,-100.0
231378,-15.0,10.0,-100.0,-100.0
231383,-15.5,10.0,-100.0,-100.0
231388,-16.0,10.333333333333334,-100.0,-100.0
231396,-16.0,10.666666666666666,-100.0,-100.0
231399,-16.5,11.0,-100.0,-100.0
231404,-17.0,11.0,-100.0,-100.0
231409,-17.0,11.5,-100.0,-100.0
231413,-17.5,12.0,-100.0,-100.0
231421,-18.0,12.0,-100.0,-100.0
231429,-18.0,12.0,-100.0,-100.0
231430,-19.0,12.0,-100.0,-100.0
231436,-19.0,12.0,-100.0,-100.0
231449,-20.0,12.0,-100.0,-100.0
231480,-20.0,12.0,-100.0,-100.0
231487,-21.0,12.0,-100.0,-100.0
