,A3QFK8SWWMHIW,A3BPENSX5EVJ2,A371SNJNNUY9Z,AN26GE0GN8DP0
271618,-100.0,-100.0,,-36.0
271648,-100.0,-100.0,,-37.0
271669,-100.0,-100.0,,-38.0
271691,-100.0,-100.0,,-38.0
271707,-100.0,-100.0,,-39.0
271743,-100.0,-100.0,,-39.0
271762,-100.0,-100.0,,-40.0
271788,-100.0,-100.0,,-40.0
271807,-100.0,-100.0,,-41.0
271836,-100.0,-100.0,,-41.0
271867,-100.0,-100.0,,-42.0
271901,-100.0,-100.0,,-42.0
271922,-100.0,-100.0,,-43.0
271947,-100.0,-100.0,,-43.0
271974,-100.0,-100.0,,-44.0
272001,-100.0,-100.0,,-45.0
272025,-100.0,-100.0,,-45.0
272047,-100.0,-100.0,,-46.0
272132,-100.0,-100.0,,-46.0
272159,-100.0,-100.0,,-47.0
272195,-100.0,-100.0,,-48.0
272222,-100.0,-100.0,,-48.0
272259,-100.0,-100.0,,-49.0
272320,-100.0,-100.0,,-50.0
272350,-100.0,-100.0,,-50.0
272367,-100.0,-100.0,,-51.0
272390,-100.0,-100.0,,-52.0
272425,-100.0,-100.0,,-52.0
272449,-100.0,-100.0,,-53.0
272478,-100.0,-100.0,,-54.0
272507,-100.0,-100.0,,-54.0
272526,-100.0,-100.0,,-55.0
272552,-100.0,-100.0,,-56.0
272574,-100.0,-100.0,,-56.0
272591,-100.0,-100.0,,-57.0
272617,-100.0,-100.0,,-57.0
272633,-100.0,-100.0,,-58.0
272667,-100.0,-100.0,,-58.0
272687,-100.0,-100.0,,-59.0
272718,-100.0,-100.0,,-59.0
272738,-100.0,-100.0,,-60.0
272768,-100.0,-100.0,,-60.0
272791,-100.0,-100.0,,-61.0
272816,-100.0,-100.0,,-61.0
272833,-100.0,-100.0,,-62.0
272855,-100.0,-100.0,,-63.0
272883,-100.0,-100.0,,-63.0
272894,-100.0,-100.0,,-64.0
272924,-100.0,-100.0,,-64.0
272940,-100.0,-100.0,,-65.0
272966,-100.0,-100.0,,-65.0
272983,-100.0,-100.0,,-66.0
273019,-100.0,-100.0,,-67.0
273037,-100.0,-100.0,,-67.0
273063,-100.0,-100.0,,-68.0
273100,-100.0,-100.0,,-69.0
273123,-100.0,-100.0,,-69.0
273144,-100.0,-100.0,,-70.0
273168,-100.0,-100.0,,-70.0
273184,-100.0,-100.0,,-71.0
273211,-100.0,-100.0,,-71.0
273230,-100.0,-100.0,,-72.0
273257,-100.0,-100.0,,-72.0
273277,-100.0,-100.0,,-73.0
273297,-100.0,-100.0,,-73.0
273312,-100.0,-100.0,,-74.0
273343,-100.0,-100.0,,-75.0
273403,-100.0,-100.0,,-75.0
273421,-100.0,-100.0,,-76.0
273451,-100.0,-100.0,,-76.0
273467,-100.0,-100.0,,-77.0
273486,-100.0,-100.0,,-78.0
273507,-100.0,-100.0,,-78.0
273528,-100.0,-100.0,,-79.0
273552,-100.0,-100.0,,-80.0
273573,-100.0,-100.0,,-80.0
273589,-100.0,-100.0,,-81.0
273621,-100.0,-100.0,,-81.0
273644,-100.0,-100.0,,-82.0
273672,-100.0,-100.0,,-82.0
273692,-100.0,-100.0,,-83.0
273738,-100.0,-100.0,,-84.0
273768,-100.0,-100.0,,-85.0
273788,-100.0,-100.0,,-86.0
273817,-100.0,-100.0,,-86.0
273843,-100.0,-100.0,,-87.0
273874,-100.0,-100.0,,-87.0
273890,-100.0,-100.0,,-88.0
273913,-100.0,-100.0,,-88.0
273925,-100.0,-100.0,,-89.0
273953,-100.0,-100.0,,-89.0
273972,-100.0,-100.0,,-90.0
273994,-100.0,-100.0,,-91.0
274016,-100.0,-100.0,,-91.0
274029,-100.0,-100.0,,-92.0
274066,-100.0,-100.0,,-92.0
274088,-100.0,-100.0,,-93.0
274119,-100.0,-100.0,,-93.0
274138,-100.0,-100.0,,-94.0
274173,-100.0,-100.0,,-95.0
274206,-100.0,-100.0,,-95.0
274218,-100.0,-100.0,,-96.0
274249,-100.0,-100.0,,-96.0
274264,-100.0,-100.0,,-97.0
274288,-100.0,-100.0,,-97.0
274304,-100.0,-100.0,,-98.0
274340,-100.0,-100.0,,-99.0
274358,-100.0,-100.0,,-99.0
274387,-100.0,-100.0,,-100.0
317973,-100.0,-100.0,,-100.0
317974,-100.0,-100.0,,-100.0
317983,-100.0,-100.0,,-100.0
318056,-100.0,-100.0,,-100.0
318068,-100.0,-100.0,,-100.0
318104,-100.0,-100.0,,-100.0
318110,-100.0,-100.0,,-100.0
318170,-100.0,-100.0,,-100.0
318213,-100.0,-100.0,,-100.0
318272,-100.0,-100.0,,-100.0
318282,-100.0,-100.0,,-100.0
318312,-100.0,-100.0,,-100.0
318336,-100.0,-100.0,,-100.0
319931,-100.0,-100.0,,-100.0
319950,-100.0,-100.0,,-100.0
320019,-100.0,-100.0,,-100.0
320049,-100.0,-100.0,,-100.0
320094,-100.0,-100.0,,-100.0
320122,-100.0,-100.0,,-100.0
320123,-100.0,-100.0,,-100.0
384984,-100.0,-100.0,,-100.0
384985,-100.0,-100.0,-100.0,-100.0
385029,-100.0,-100.0,-99.0,-100.0
385079,-100.0,-100.0,-99.0,-100.0
385096,-100.0,-100.0,-98.0,-100.0
385120,-100.0,-100.0,-98.0,-100.0
385152,-100.0,-100.0,-97.0,-100.0
385185,-100.0,-100.0,-97.0,-100.0
385205,-100.0,-100.0,-95.0,-100.0
385273,-100.0,-100.0,-95.0,-100.0
385285,-100.0,-100.0,-94.0,-100.0
385330,-100.0,-100.0,-94.0,-100.0
385346,-100.0,-100.0,-93.0,-100.0
385368,-100.0,-100.0,-92.0,-100.0
385389,-100.0,-100.0,-92.0,-100.0
385392,-100.0,-100.0,-91.0,-100.0
385417,-100.0,-100.0,-91.0,-100.0
385428,-100.0,-100.0,-90.0,-100.0
385447,-100.0,-100.0,-90.0,-100.0
385465,-100.0,-100.0,-89.0,-100.0
385484,-100.0,-100.0,-89.0,-100.0
385500,-100.0,-100.0,-88.0,-100.0
385519,-100.0,-100.0,-88.0,-100.0
385530,-100.0,-100.0,-87.0,-100.0
385552,-100.0,-100.0,-87.0,-100.0
385564,-100.0,-100.0,-86.0,-100.0
385588,-100.0,-100.0,-86.0,-100.0
385599,-100.0,-100.0,-85.0,-100.0
385607,-100.0,-100.0,-85.0,-100.0
385623,-100.0,-100.0,-84.0,-100.0
385644,-100.0,-100.0,-84.0,-100.0
385666,-100.0,-100.0,-83.0,-100.0
385686,-100.0,-100.0,-83.0,-100.0
385701,-100.0,-100.0,-82.0,-100.0
385725,-100.0,-100.0,-82.0,-100.0
385744,-100.0,-100.0,-81.0,-100.0
385768,-100.0,-100.0,-81.0,-100.0
385780,-100.0,-100.0,-80.0,-100.0
385806,-100.0,-100.0,-80.0,-100.0
385820,-100.0,-100.0,-79.0,-100.0
385832,-100.0,-100.0,-79.0,-100.0
385846,-100.0,-100.0,-78.0,-100.0
385865,-100.0,-100.0,-78.0,-100.0
385883,-100.0,-100.0,-77.0,-100.0
385908,-100.0,-100.0,-77.0,-100.0
385923,-100.0,-100.0,-76.0,-100.0
385943,-100.0,-100.0,-75.0,-100.0
385961,-100.0,-100.0,-73.0,-100.0
385978,-100.0,-100.0,-72.0,-100.0
385997,-100.0,-100.0,-71.0,-100.0
386013,-100.0,-100.0,-70.0,-100.0
386020,-100.0,-100.0,-69.0,-100.0
386037,-100.0,-100.0,-68.0,-100.0
386055,-100.0,-100.0,-67.0,-100.0
386072,-100.0,-100.0,-66.0,-100.0
386090,-100.0,-100.0,-65.0,-100.0
386108,-100.0,-100.0,-63.0,-100.0
386127,-100.0,-100.0,-62.0,-100.0
386143,-100.0,-100.0,-62.0,-100.0
386159,-100.0,-100.0,-61.0,-100.0
386180,-100.0,-100.0,-61.0,-100.0
386195,-100.0,-100.0,-60.0,-100.0
386217,-100.0,-100.0,-60.0,-100.0
386233,-100.0,-100.0,-59.0,-100.0
386249,-100.0,-100.0,-59.0,-100.0
386264,-100.0,-100.0,-58.0,-100.0
386281,-100.0,-100.0,-58.0,-100.0
386299,-100.0,-100.0,-57.0,-100.0
386329,-100.0,-100.0,-57.0,-100.0
386330,-100.0,-100.0,-57.0,-99.66666666666667
386346,-100.0,-100.0,-56.0,-99.33333333333333
386350,-100.0,-100.0,-56.0,-99.0
386366,-100.0,-100.0,-56.0,-99.0
386383,-100.0,-100.0,-55.0,-99.0
386399,-100.0,-100.0,-55.0,-99.0
386403,-100.0,-100.0,-55.0,-98.5
386408,-100.0,-100.0,-54.5,-98.0
386421,-100.0,-100.0,-54.0,-98.0
386433,-100.0,-100.0,-54.0,-98.0
386440,-100.0,-100.0,-54.0,-97.5
386451,-100.0,-100.0,-53.5,-97.0
386452,-100.0,-100.0,-53.0,-96.66666666666667
386467,-100.0,-100.0,-53.0,-96.33333333333333
386479,-100.0,-100.0,-52.5,-96.0
386483,-100.0,-100.0,-52.0,-96.0
386502,-100.0,-100.0,-52.0,-96.0
386503,-100.0,-100.0,-52.0,-95.66666666666667
386523,-100.0,-100.0,-51.0,-95.33333333333333
386531,-100.0,-100.0,-51.0,-95.0
386546,-100.0,-100.0,-51.0,-94.66666666666667
386559,-100.0,-100.0,-50.0,-94.33333333333333
386565,-100.0,-100.0,-50.0,-94.0
386583,-100.0,-100.0,-50.0,-94.0
386584,-100.0,-100.0,-49.666666666666664,-94.0
386597,-100.0,-100.0,-49.333333333333336,-93.0
386599,-100.0,-100.0,-49.0,-93.0
386617,-100.0,-100.0,-49.0,-93.0
386619,-100.0,-100.0,-49.0,-92.5
386635,-100.0,-100.0,-48.5,-92.0
386640,-100.0,-100.0,-48.0,-92.0
386663,-100.0,-100.0,-48.0,-92.0
386666,-100.0,-100.0,-47.5,-92.0
386674,-100.0,-100.0,-47.0,-91.5
386682,-100.0,-100.0,-46.5,-91.0
386697,-100.0,-100.0,-46.0,-91.0
386712,-100.0,-100.0,-46.0,-91.0
386716,-100.0,-100.0,-46.0,-90.5
386722,-100.0,-100.0,-45.5,-90.0
386728,-100.0,-100.0,-45.0,-90.0
386754,-100.0,-100.0,-45.0,-90.0
386760,-100.0,-100.0,-44.5,-90.0
386767,-100.0,-100.0,-44.0,-89.5
386772,-100.0,-100.0,-43.5,-89.0
386786,-100.0,-100.0,-43.0,-88.5
386797,-100.0,-100.0,-43.0,-88.0
386805,-100.0,-100.0,-43.0,-88.0
386819,-100.0,-100.0,-42.0,-88.0
386822,-100.0,-100.0,-42.0,-88.0
386836,-100.0,-100.0,-42.0,-87.0
386837,-100.0,-100.0,-42.0,-87.0
386850,-100.0,-100.0,-41.0,-87.0
386866,-100.0,-100.0,-41.0,-87.0
386868,-100.0,-100.0,-41.0,-86.66666666666667
386872,-100.0,-100.0,-40.0,-86.33333333333333
386883,-100.0,-100.0,-40.0,-86.0
386890,-100.0,-100.0,-40.0,-86.0
386905,-100.0,-100.0,-39.0,-86.0
386911,-100.0,-100.0,-39.0,-86.0
386924,-100.0,-100.0,-39.0,-85.0
386929,-100.0,-100.0,-39.0,-85.0
386940,-100.0,-100.0,-38.0,-85.0
386956,-100.0,-100.0,-38.0,-85.0
386961,-100.0,-100.0,-38.0,-84.5
386972,-100.0,-100.0,-37.5,-84.0
386975,-100.0,-100.0,-37.0,-84.0
387000,-100.0,-100.0,-37.0,-84.0
387002,-100.0,-100.0,-37.0,-83.5
387016,-100.0,-100.0,-36.5,-83.0
387019,-100.0,-100.0,-36.0,-83.0
387038,-100.0,-100.0,-36.0,-83.0
387044,-100.0,-100.0,-35.5,-83.0
387056,-100.0,-100.0,-35.0,-82.0
387076,-100.0,-100.0,-34.0,-82.0
387096,-100.0,-100.0,-33.5,-82.0
387099,-100.0,-100.0,-33.0,-81.66666666666667
387105,-100.0,-100.0,-32.0,-81.33333333333333
387107,-100.0,-100.0,-32.0,-81.0
387125,-100.0,-100.0,-32.0,-81.0
387140,-100.0,-100.0,-31.0,-81.0
387155,-100.0,-100.0,-31.0,-80.0
387165,-100.0,-100.0,-31.0,-79.66666666666667
387178,-100.0,-100.0,-30.0,-79.33333333333333
387182,-100.0,-100.0,-30.0,-79.0
387198,-100.0,-100.0,-30.0,-79.0
387203,-100.0,-100.0,-29.5,-79.0
387215,-100.0,-100.0,-29.0,-78.5
387217,-100.0,-100.0,-29.0,-78.0
387234,-100.0,-100.0,-29.0,-78.0
387246,-100.0,-100.0,-28.5,-78.0
387250,-100.0,-100.0,-28.0,-77.5
387267,-100.0,-100.0,-28.0,-77.0
387279,-100.0,-100.0,-27.0,-76.5
387298,-100.0,-100.0,-27.0,-76.0
387301,-100.0,-100.0,-27.0,-75.66666666666667
387314,-100.0,-100.0,-26.0,-75.33333333333333
387321,-100.0,-100.0,-26.0,-75.0
387350,-100.0,-100.0,-26.0,-74.0
387355,-100.0,-100.0,-26.0,-74.0
387375,-100.0,-100.0,-25.0,-74.0
387380,-100.0,-100.0,-25.0,-74.0
387416,-100.0,-100.0,-25.0,-73.0
387433,-100.0,-100.0,-25.0,-72.66666666666667
387442,-100.0,-100.0,-24.0,-72.33333333333333
387444,-100.0,-100.0,-24.0,-72.0
387467,-100.0,-100.0,-24.0,-72.0
387485,-100.0,-100.0,-23.5,-71.0
387506,-100.0,-100.0,-23.0,-71.0
387523,-100.0,-100.0,-22.5,-71.0
387531,-100.0,-100.0,-22.0,-70.66666666666667
387540,-100.0,-100.0,-22.0,-70.33333333333333
387548,-100.0,-100.0,-21.5,-70.0
387571,-100.0,-100.0,-21.0,-69.5
387580,-100.0,-100.0,-21.0,-69.0
387604,-100.0,-100.0,-21.0,-69.0
387611,-100.0,-100.0,-21.0,-68.66666666666667
387626,-100.0,-100.0,-19.0,-68.33333333333333
387630,-100.0,-100.0,-19.0,-68.0
387663,-100.0,-100.0,-19.0,-68.0
387667,-100.0,-100.0,-19.0,-67.5
387682,-100.0,-100.0,-18.5,-67.0
387699,-100.0,-100.0,-18.0,-67.0
387711,-100.0,-100.0,-18.0,-67.0
387730,-100.0,-100.0,-18.0,-66.5
387733,-100.0,-100.0,-17.5,-66.0
387749,-100.0,-100.0,-17.0,-65.5
387766,-100.0,-100.0,-17.0,-65.0
387778,-100.0,-100.0,-17.0,-65.0
387788,-100.0,-100.0,-16.5,-65.0
387792,-100.0,-100.0,-16.0,-64.5
387802,-100.0,-100.0,-16.0,-64.0
387833,-100.0,-100.0,-16.0,-64.0
387840,-100.0,-100.0,-16.0,-63.5
387849,-100.0,-100.0,-15.5,-63.0
387856,-100.0,-100.0,-15.0,-62.5
387880,-100.0,-100.0,-15.0,-62.0
387910,-100.0,-100.0,-15.0,-62.0
387927,-100.0,-100.0,-15.0,-61.0
387939,-100.0,-100.0,-15.0,-61.0
387950,-100.0,-100.0,-14.5,-61.0
387951,-100.0,-100.0,-14.0,-60.5
387971,-100.0,-100.0,-14.0,-60.0
387979,-100.0,-100.0,-14.0,-60.0
387989,-100.0,-100.0,-13.0,-60.0
387998,-100.0,-100.0,-13.0,-60.0
388026,-100.0,-100.0,-13.0,-59.5
388034,-100.0,-100.0,-12.5,-59.0
388042,-100.0,-100.0,-12.0,-59.0
388064,-100.0,-100.0,-11.5,-59.0
388082,-100.0,-100.0,-11.0,-58.5
388087,-100.0,-100.0,-11.0,-58.0
388107,-100.0,-100.0,-11.0,-57.5
388116,-100.0,-100.0,-10.5,-57.0
388122,-100.0,-100.0,-10.0,-56.75
388143,-100.0,-100.0,-10.0,-56.5
388150,-100.0,-100.0,-9.666666666666666,-56.25
388151,-99.66666666666667,-100.0,-9.333333333333334,-56.0
388156,-99.33333333333333,-100.0,-9.0,-56.0
388166,-99.0,-100.0,-9.0,-56.0
388167,-99.0,-100.0,-9.0,-56.0
388176,-99.0,-100.0,-8.666666666666666,-56.0
388177,-98.6,-100.0,-8.333333333333334,-56.0
388180,-98.2,-100.0,-8.0,-55.0
388197,-97.8,-100.0,-8.0,-54.0
388199,-97.4,-100.0,-8.0,-54.0
388200,-97.0,-100.0,-7.666666666666667,-54.0
388206,-97.0,-100.0,-7.333333333333333,-54.0
388216,-96.33333333333333,-100.0,-7.0,-54.0
388220,-95.66666666666667,-100.0,-7.0,-54.0
388224,-95.0,-100.0,-7.0,-53.666666666666664
388233,-95.0,-100.0,-7.0,-53.333333333333336
388234,-94.5,-100.0,-7.0,-53.0
388238,-94.0,-100.0,-7.0,-53.0
388252,-93.5,-100.0,-6.0,-53.0
388261,-93.0,-100.0,-6.0,-53.0
388265,-93.0,-100.0,-6.0,-53.0
388266,-93.0,-100.0,-6.0,-52.666666666666664
388272,-92.75,-100.0,-6.0,-52.333333333333336
388283,-92.5,-100.0,-5.5,-52.0
388288,-92.25,-100.0,-5.0,-51.8
388295,-92.0,-100.0,-5.0,-51.6
388300,-92.0,-100.0,-5.0,-51.4
388308,-91.5,-100.0,-5.0,-51.2
388318,-91.0,-100.0,-4.5,-51.0
388327,-90.5,-100.0,-4.0,-51.0
388328,-90.0,-100.0,-4.0,-51.0
388334,-90.0,-100.0,-4.0,-51.0
388352,-89.33333333333333,-100.0,-4.0,-51.0
388355,-88.66666666666667,-100.0,-4.0,-50.75
388365,-88.0,-100.0,-3.5,-50.5
388368,-88.0,-100.0,-3.0,-50.25
388370,-88.0,-100.0,-3.0,-50.0
388371,-88.0,-100.0,-3.0,-49.75
388382,-87.33333333333333,-100.0,-3.0,-49.5
388398,-86.66666666666667,-100.0,-2.0,-49.25
388400,-86.0,-100.0,-2.0,-49.0
388405,-86.0,-100.0,-2.0,-49.0
388425,-85.33333333333333,-100.0,-2.0,-49.0
388427,-84.66666666666667,-100.0,-1.6666666666666667,-49.0
388435,-84.0,-100.0,-1.3333333333333335,-48.8
388441,-83.5,-100.0,-1.0,-48.6
388442,-83.0,-100.0,-1.0,-48.4
388445,-83.0,-100.0,-1.0,-48.2
388451,-82.0,-100.0,-1.0,-48.0
388459,-81.0,-100.0,-1.0,-47.833333333333336
388464,-81.0,-100.0,-1.0,-47.666666666666664
388467,-80.5,-100.0,-1.0,-47.5
388478,-80.0,-100.0,-0.75,-47.333333333333336
388482,-80.0,-100.0,-0.5,-47.166666666666664
388484,-79.66666666666667,-100.0,-0.25,-47.0
388487,-79.33333333333333,-100.0,0.0,-46.75
388495,-79.0,-100.0,0.0,-46.5
388500,-79.0,-100.0,0.0,-46.25
388506,-78.66666666666667,-100.0,0.0,-46.0
388510,-78.33333333333333,-100.0,0.0,-46.0
388513,-78.0,-100.0,0.6666666666666666,-46.0
388518,-78.0,-100.0,1.3333333333333333,-46.0
388528,-77.33333333333333,-100.0,2.0,-46.0
388533,-76.66666666666667,-100.0,2.0,-46.0
388547,-76.0,-100.0,2.0,-45.666666666666664
388556,-76.0,-100.0,2.0,-45.333333333333336
388559,-76.0,-100.0,2.3333333333333335,-45.0
388569,-76.0,-100.0,2.6666666666666665,-45.0
388572,-75.5,-100.0,3.0,-45.0
388581,-75.0,-100.0,3.0,-45.0
388585,-75.0,-100.0,3.0,-45.0
388587,-75.0,-100.0,3.3333333333333335,-45.0
388594,-74.5,-100.0,3.6666666666666665,-45.0
388599,-74.0,-100.0,4.0,-44.75
388606,-74.0,-100.0,4.0,-44.5
388616,-72.0,-100.0,4.0,-44.25
388617,-72.0,-100.0,4.0,-44.0
388622,-72.0,-100.0,4.0,-44.0
388637,-72.0,-100.0,4.5,-44.0
388640,-71.0,-100.0,5.0,-44.0
388641,-70.0,-100.0,5.2,-44.0
388644,-70.0,-100.0,5.4,-44.0
388646,-70.0,-100.0,5.6,-43.75
388658,-69.0,-100.0,5.8,-43.5
388663,-69.0,-100.0,6.0,-43.25
388672,-69.0,-100.0,6.0,-43.0
388680,-69.0,-100.0,6.0,-43.0
388682,-68.5,-100.0,6.0,-43.0
388693,-68.0,-100.0,6.5,-43.0
388694,-68.0,-100.0,7.0,-43.0
388715,-68.0,-100.0,7.0,-43.0
388716,-68.0,-100.0,7.25,-43.0
388719,-68.0,-100.0,7.5,-42.75
388728,-67.0,-100.0,7.75,-42.5
388730,-67.0,-100.0,8.0,-42.25
388739,-67.0,-100.0,8.0,-42.0
388752,-67.0,-100.0,8.0,-42.0
388753,-67.0,-100.0,8.333333333333334,-42.0
388763,-66.0,-100.0,8.666666666666666,-42.0
388766,-66.0,-100.0,9.0,-42.0
388768,-66.0,-100.0,9.0,-41.666666666666664
388780,-64.0,-100.0,9.0,-41.333333333333336
388785,-64.0,-100.0,9.0,-41.0
388786,-64.0,-100.0,9.0,-41.0
388787,-64.0,-100.0,9.5,-41.0
388800,-63.0,-100.0,10.0,-41.0
388805,-63.0,-100.0,10.0,-41.0
388811,-62.666666666666664,-100.0,10.0,-41.0
388813,-62.333333333333336,-100.0,10.0,-40.857142857142854
388815,-62.0,-100.0,10.333333333333334,-40.714285714285715
388820,-62.0,-100.0,10.666666666666666,-40.57142857142857
388831,-61.5,-100.0,11.0,-40.42857142857143
388833,-61.0,-100.0,11.0,-40.285714285714285
388849,-61.0,-100.0,11.0,-40.142857142857146
388853,-61.0,-100.0,11.2,-40.0
388855,-61.0,-100.0,11.4,-39.8
388858,-60.0,-100.0,11.6,-39.6
388863,-60.0,-100.0,11.8,-39.4
388866,-59.333333333333336,-100.0,12.0,-39.2
388882,-58.666666666666664,-100.0,12.0,-39.0
388891,-58.0,-100.0,12.0,-38.666666666666664
388894,-58.0,-100.0,12.0,-38.333333333333336
388911,-58.0,-100.0,12.571428571428571,-38.0
388916,-58.0,-100.0,13.142857142857142,-37.8
388927,-56.0,-100.0,13.714285714285714,-37.6
388933,-56.0,-100.0,14.285714285714285,-37.4
388945,-55.0,-100.0,14.857142857142858,-37.2
388946,-55.0,-100.0,15.428571428571429,-37.0
388956,-55.0,-100.0,16.0,-36.666666666666664
388969,-55.0,-100.0,16.0,-36.333333333333336
388974,-54.5,-100.0,16.0,-36.0
388979,-54.0,-100.0,16.0,-35.75
388987,-54.0,-100.0,16.0,-35.5
388997,-53.0,-100.0,16.333333333333332,-35.25
388998,-53.0,-100.0,16.666666666666668,-35.0
389005,-53.0,-100.0,17.0,-35.0
389013,-53.0,-100.0,17.0,-35.0
389019,-53.0,-100.0,17.333333333333332,-35.0
389021,-52.666666666666664,-100.0,17.666666666666668,-35.0
389027,-52.333333333333336,-100.0,18.0,-34.666666666666664
389032,-52.0,-100.0,18.0,-34.333333333333336
389038,-51.8,-100.0,18.0,-34.0
389047,-51.6,-100.0,18.0,-34.0
389060,-51.4,-100.0,19.0,-34.0
389072,-51.2,-100.0,19.0,-34.0
389076,-51.0,-100.0,19.0,-33.75
389082,-50.0,-100.0,19.0,-33.5
389089,-49.0,-100.0,19.333333333333332,-33.25
389090,-49.0,-100.0,19.666666666666668,-33.0
389095,-49.0,-100.0,20.0,-33.0
389096,-49.0,-100.0,20.0,-33.0
389109,-48.0,-100.0,20.0,-33.0
389114,-48.0,-100.0,20.0,-33.0
389117,-48.0,-100.0,20.5,-33.0
389130,-48.0,-100.0,21.0,-32.666666666666664
389132,-48.0,-100.0,21.0,-32.333333333333336
389138,-47.5,-100.0,21.0,-32.0
389144,-47.0,-100.0,21.0,-32.0
389150,-47.0,-100.0,21.0,-32.0
389151,-46.5,-100.0,21.0,-32.0
389162,-46.0,-100.0,21.5,-32.0
389167,-46.0,-100.0,22.0,-32.0
389168,-46.0,-100.0,22.0,-32.0
389183,-46.0,-100.0,22.0,-31.75
389187,-45.5,-100.0,22.0,-31.5
389198,-45.0,-100.0,22.5,-31.25
389200,-45.0,-100.0,23.0,-31.0
389223,-45.0,-100.0,23.0,-31.0
389229,-44.666666666666664,-100.0,23.5,-31.0
389236,-44.333333333333336,-100.0,24.0,-30.75
389237,-44.0,-100.0,24.0,-30.5
389246,-44.0,-100.0,24.0,-30.25
389250,-44.0,-100.0,24.5,-30.0
389259,-44.0,-100.0,25.0,-30.0
389272,-44.0,-100.0,25.0,-30.0
389276,-43.666666666666664,-100.0,25.0,-30.0
389284,-43.333333333333336,-100.0,25.333333333333332,-30.0
389287,-43.0,-100.0,25.666666666666668,-29.8
389290,-43.0,-100.0,26.0,-29.6
389302,-43.0,-100.0,26.5,-29.4
389309,-42.666666666666664,-100.0,27.0,-29.2
389315,-42.333333333333336,-100.0,27.0,-29.0
389320,-42.0,-100.0,27.0,-29.0
389328,-42.0,-100.0,27.0,-29.0
389338,-42.0,-100.0,27.333333333333332,-29.0
389340,-42.0,-100.0,27.666666666666668,-28.8
389343,-41.5,-100.0,28.0,-28.6
389350,-41.0,-100.0,28.5,-28.4
389362,-41.0,-100.0,29.0,-28.2
389370,-41.0,-100.0,29.333333333333332,-28.0
389377,-40.0,-100.0,29.666666666666668,-28.0
389379,-40.0,-100.0,30.0,-28.0
389384,-40.0,-100.0,30.5,-28.0
389396,-39.5,-100.0,31.0,-28.0
389402,-39.0,-100.0,31.0,-28.0
389403,-39.0,-100.0,31.0,-28.0
389415,-39.0,-100.0,31.0,-27.875
389422,-39.0,-100.0,31.333333333333332,-27.75
389430,-38.0,-100.0,31.666666666666668,-27.625
389431,-38.0,-100.0,32.0,-27.5
389437,-38.0,-100.0,32.0,-27.375
389439,-37.5,-100.0,32.0,-27.25
389448,-37.0,-100.0,32.25,-27.125
389453,-37.0,-100.0,32.5,-27.0
389455,-37.0,-100.0,32.75,-26.8
389457,-36.5,-100.0,33.0,-26.6
389465,-36.0,-100.0,33.0,-26.4
389477,-36.0,-100.0,33.0,-26.2
389481,-36.0,-100.0,33.25,-26.0
389488,-36.0,-100.0,33.5,-26.0
389489,-35.0,-100.0,33.75,-26.0
389492,-35.0,-100.0,34.0,-26.0
389508,-35.0,-100.0,34.0,-26.0
389510,-35.0,-100.0,34.0,-25.8
389512,-35.0,-100.0,34.333333333333336,-25.6
389525,-34.0,-100.0,34.666666666666664,-25.4
389526,-34.0,-100.0,35.0,-25.2
389528,-34.0,-100.0,35.0,-25.0
389532,-34.0,-100.0,35.0,-24.75
389541,-33.0,-100.0,35.0,-24.5
389546,-33.0,-100.0,35.0,-24.25
389557,-33.0,-100.0,35.5,-24.0
389561,-33.0,-100.0,36.0,-24.0
389565,-33.0,-100.0,36.0,-24.0
389577,-32.0,-100.0,36.0,-24.0
389582,-32.0,-100.0,36.0,-24.0
389585,-32.0,-100.0,36.333333333333336,-24.0
389589,-31.666666666666668,-100.0,36.666666666666664,-24.0
389596,-31.333333333333332,-100.0,37.0,-23.666666666666668
389599,-31.0,-100.0,37.0,-23.333333333333332
389603,-31.0,-100.0,37.0,-23.0
389616,-31.0,-100.0,37.0,-23.0
389619,-31.0,-100.0,37.333333333333336,-23.0
389629,-30.0,-100.0,37.666666666666664,-23.0
389631,-30.0,-100.0,38.0,-23.0
389632,-30.0,-100.0,38.0,-23.0
389650,-30.0,-100.0,38.0,-22.5
389654,-30.0,-100.0,38.5,-22.0
389657,-30.0,-100.0,39.0,-22.0
389658,-30.0,-100.0,39.0,-22.0
389667,-29.0,-100.0,39.0,-22.0
389678,-29.0,-100.0,39.0,-22.0
389684,-29.0,-100.0,39.333333333333336,-22.0
389691,-29.0,-100.0,39.666666666666664,-21.8
389692,-28.5,-100.0,40.0,-21.6
389700,-28.0,-100.0,40.0,-21.4
389705,-28.0,-100.0,40.0,-21.2
389706,-27.666666666666668,-100.0,40.0,-21.0
389713,-27.333333333333332,-100.0,40.0,-21.0
389716,-27.0,-100.0,40.5,-21.0
389727,-26.0,-100.0,41.0,-21.0
389735,-26.0,-100.0,41.0,-21.0
389746,-26.0,-100.0,41.0,-20.5
389747,-25.666666666666668,-100.0,41.0,-20.0
389750,-25.333333333333332,-100.0,41.0,-20.0
389759,-25.0,-100.0,41.5,-20.0
389765,-25.0,-100.0,42.0,-20.0
389777,-24.0,-100.0,42.0,-20.0
389784,-24.0,-100.0,42.0,-20.0
389787,-23.666666666666668,-100.0,42.5,-20.0
389798,-23.333333333333332,-100.0,43.0,-19.8
