,AZSSG2REHDX18,A1XY2JMPVJCF4
63239,-100.0,-100.0
63242,-100.0,-100.0
63256,-100.0,-100.0
63259,-100.0,-100.0
63273,-100.0,-100.0
63275,-100.0,-100.0
63289,-100.0,-100.0
63292,-100.0,-100.0
63306,-100.0,-100.0
63309,-100.0,-100.0
63323,-100.0,-100.0
63325,-100.0,-100.0
63340,-100.0,-100.0
63342,-100.0,-100.0
63356,-100.0,-100.0
63359,-100.0,-100.0
63373,-100.0,-100.0
63376,-100.0,-100.0
63389,-100.0,-100.0
63392,-100.0,-100.0
63406,-100.0,-100.0
63409,-100.0,-100.0
63423,-100.0,-100.0
63425,-100.0,-100.0
63439,-100.0,-100.0
63442,-100.0,-100.0
63456,-100.0,-100.0
63460,-100.0,-100.0
63473,-100.0,-100.0
63476,-100.0,-100.0
63489,-100.0,-100.0
63492,-100.0,-100.0
63506,-100.0,-100.0
63509,-100.0,-100.0
63523,-100.0,-100.0
63526,-100.0,-100.0
63539,-100.0,-100.0
63542,-100.0,-100.0
63556,-100.0,-100.0
63559,-100.0,-100.0
63573,-100.0,-100.0
63575,-100.0,-100.0
63590,-100.0,-100.0
63592,-100.0,-100.0
63606,-100.0,-100.0
63609,-100.0,-100.0
63623,-100.0,-100.0
63625,-100.0,-100.0
63640,-100.0,-100.0
70307,-100.0,-100.0
70324,-100.0,-100.0
70327,-100.0,-100.0
70339,-100.0,-100.0
70343,-100.0,-100.0
70356,-100.0,-100.0
70359,-100.0,-100.0
70373,-100.0,-100.0
70375,-100.0,-100.0
70390,-100.0,-100.0
70392,-100.0,-100.0
70406,-100.0,-100.0
70409,-100.0,-100.0
70423,-100.0,-100.0
70426,-100.0,-100.0
70440,-100.0,-100.0
70442,-100.0,-100.0
70456,-100.0,-100.0
70461,-100.0,-100.0
70474,-100.0,-100.0
70657,-100.0,-100.0
70675,-100.0,-100.0
70677,-100.0,-100.0
70689,-100.0,-100.0
70692,-100.0,-100.0
70706,-100.0,-100.0
70709,-100.0,-100.0
70723,-100.0,-100.0
70726,-100.0,-100.0
70739,-100.0,-100.0
70742,-100.0,-100.0
70756,-100.0,-100.0
70759,-100.0,-100.0
70773,-100.0,-100.0
70775,-100.0,-100.0
70789,-100.0,-100.0
70793,-100.0,-100.0
70806,-100.0,-100.0
70810,-100.0,-100.0
70823,-100.0,-100.0
70825,-100.0,-100.0
70840,-100.0,-100.0
71907,-100.0,-100.0
71923,-100.0,-100.0
71926,-100.0,-100.0
71940,-100.0,-100.0
71942,-100.0,-100.0
71956,-100.0,-100.0
71959,-100.0,-100.0
71973,-100.0,-100.0
71976,-100.0,-100.0
71989,-100.0,-100.0
71992,-100.0,-100.0
72006,-100.0,-100.0
72240,-100.0,-100.0
72257,-100.0,-100.0
72259,-100.0,-100.0
72273,-100.0,-100.0
72276,-100.0,-100.0
72290,-100.0,-100.0
72292,-100.0,-100.0
72306,-100.0,-100.0
72309,-100.0,-100.0
72323,-100.0,-100.0
72325,-100.0,-100.0
72343,-100.0,-100.0
73590,-100.0,-100.0
73608,-100.0,-100.0
73611,-100.0,-100.0
73623,-100.0,-100.0
73625,-100.0,-100.0
73639,-100.0,-100.0
73643,-100.0,-100.0
73656,-100.0,-100.0
74207,-100.0,-100.0
74224,-100.0,-100.0
74226,-100.0,-100.0
74240,-100.0,-100.0
74242,-100.0,-100.0
74256,-100.0,-100.0
74259,-100.0,-100.0
74273,-100.0,-100.0
74275,-100.0,-100.0
74289,-100.0,-100.0
74292,-100.0,-100.0
74306,-100.0,-100.0
74310,-100.0,-100.0
74323,-100.0,-100.0
74325,-100.0,-100.0
74340,-100.0,-100.0
74342,-100.0,-100.0
74356,-100.0,-100.0
74359,-100.0,-100.0
74373,-100.0,-100.0
74375,-100.0,-100.0
74389,-100.0,-100.0
74392,-100.0,-100.0
74406,-100.0,-100.0
74409,-100.0,-100.0
74423,-100.0,-100.0
74425,-100.0,-100.0
74440,-100.0,-100.0
74442,-100.0,-100.0
74456,-100.0,-100.0
74461,-100.0,-100.0
74473,-100.0,-100.0
74476,-100.0,-100.0
74489,-100.0,-100.0
74492,-100.0,-100.0
74506,-100.0,-100.0
74509,-100.0,-100.0
74523,-100.0,-100.0
74526,-100.0,-100.0
74539,-100.0,-100.0
74542,-100.0,-100.0
74556,-100.0,-100.0
74559,-100.0,-100.0
74573,-100.0,-100.0
74575,-100.0,-100.0
74589,-100.0,-100.0
74592,-100.0,-100.0
74606,-100.0,-100.0
74609,-100.0,-100.0
74623,-100.0,-100.0
74625,-100.0,-100.0
74640,-100.0,-100.0
74642,-100.0,-100.0
74656,-100.0,-100.0
74659,-100.0,-100.0
74673,-100.0,-100.0
74676,-100.0,-100.0
74690,-100.0,-100.0
80924,-100.0,-100.0
80943,-100.0,-100.0
80945,-100.0,-100.0
80956,-100.0,-100.0
80959,-100.0,-100.0
80973,-100.0,-100.0
80976,-100.0,-100.0
80990,-100.0,-100.0
80992,-100.0,-100.0
81006,-100.0,-100.0
81009,-100.0,-100.0
81023,-100.0,-100.0
81026,-100.0,-100.0
81040,-100.0,-100.0
81042,-100.0,-100.0
81056,-100.0,-100.0
81059,-100.0,-100.0
81073,-100.0,-100.0
81076,-100.0,-100.0
81089,-100.0,-100.0
81092,-100.0,-100.0
81106,-100.0,-100.0
81109,-100.0,-100.0
81123,-100.0,-100.0
81127,-100.0,-100.0
81139,-100.0,-100.0
81142,-100.0,-100.0
81156,-100.0,-100.0
81159,-100.0,-100.0
81173,-100.0,-100.0
81175,-100.0,-100.0
81190,-100.0,-100.0
81192,-100.0,-100.0
81206,-100.0,-100.0
81209,-100.0,-100.0
81224,-100.0,-100.0
81424,-100.0,-100.0
81440,-100.0,-100.0
81443,-100.0,-100.0
81457,-100.0,-100.0
81462,-100.0,-100.0
81485,-100.0,-100.0
81487,-100.0,-100.0
81523,-100.0,-100.0
81525,-100.0,-100.0
81540,-100.0,-100.0
81542,-100.0,-100.0
81556,-100.0,-100.0
81559,-100.0,-100.0
81576,-100.0,-100.0
81740,-100.0,-100.0
81757,-100.0,-100.0
81759,-100.0,-100.0
81773,-100.0,-100.0
81775,-100.0,-100.0
81790,-100.0,-100.0
81792,-100.0,-100.0
81806,-100.0,-100.0
81809,-100.0,-100.0
81823,-100.0,-100.0
81825,-100.0,-100.0
81840,-100.0,-100.0
81842,-100.0,-100.0
81856,-100.0,-100.0
82490,-100.0,-100.0
82507,-100.0,-100.0
82509,-100.0,-100.0
82523,-100.0,-100.0
82525,-100.0,-100.0
82540,-100.0,-100.0
82542,-100.0,-100.0
82556,-100.0,-100.0
82559,-100.0,-100.0
82573,-100.0,-100.0
82575,-100.0,-100.0
82590,-100.0,-100.0
82593,-100.0,-100.0
82607,-100.0,-100.0
82609,-100.0,-100.0
82623,-100.0,-100.0
82625,-100.0,-100.0
82639,-100.0,-100.0
82642,-100.0,-100.0
82656,-100.0,-100.0
82659,-100.0,-100.0
82673,-100.0,-100.0
82990,-100.0,-100.0
83007,-100.0,-100.0
83010,-100.0,-100.0
83023,-100.0,-100.0
83025,-100.0,-100.0
83040,-100.0,-100.0
83042,-100.0,-100.0
83056,-100.0,-100.0
83059,-100.0,-100.0
83073,-100.0,-100.0
83075,-100.0,-100.0
83090,-100.0,-100.0
83092,-100.0,-100.0
83106,-100.0,-100.0
83109,-100.0,-100.0
83123,-100.0,-100.0
83125,-100.0,-100.0
83142,-100.0,-100.0
83540,-100.0,-100.0
83559,-100.0,-100.0
83561,-100.0,-100.0
83573,-100.0,-100.0
83575,-100.0,-100.0
83590,-100.0,-100.0
83592,-100.0,-100.0
83606,-100.0,-100.0
83609,-100.0,-100.0
83623,-100.0,-100.0
83625,-100.0,-100.0
83639,-100.0,-100.0
83642,-100.0,-100.0
83656,-100.0,-100.0
83659,-100.0,-100.0
83673,-100.0,-100.0
83675,-100.0,-100.0
83690,-100.0,-100.0
83692,-100.0,-100.0
83706,-100.0,-100.0
83709,-100.0,-100.0
83723,-100.0,-100.0
83726,-100.0,-100.0
83740,-100.0,-100.0
83742,-100.0,-100.0
83757,-100.0,-100.0
85489,-100.0,-100.0
85506,-100.0,-100.0
85523,-100.0,-100.0
85539,-100.0,-100.0
85556,-100.0,-100.0
85573,-100.0,-100.0
85589,-100.0,-100.0
86774,-100.0,-100.0
86791,-100.0,-100.0
86808,-100.0,-100.0
86824,-100.0,-100.0
86841,-100.0,-100.0
86857,-100.0,-100.0
86874,-100.0,-100.0
86890,-100.0,-100.0
86907,-100.0,-100.0
86909,-100.0,-100.0
86923,-100.0,-100.0
86927,-100.0,-100.0
86940,-100.0,-100.0
86942,-100.0,-100.0
86956,-100.0,-100.0
86959,-100.0,-100.0
86973,-100.0,-100.0
86975,-100.0,-100.0
86990,-100.0,-100.0
86992,-100.0,-100.0
87006,-100.0,-100.0
87009,-100.0,-100.0
87023,-100.0,-100.0
87025,-100.0,-100.0
87040,-100.0,-100.0
87042,-100.0,-100.0
87056,-100.0,-100.0
87059,-100.0,-100.0
87073,-100.0,-100.0
87075,-100.0,-100.0
87090,-100.0,-100.0
87092,-100.0,-100.0
87107,-100.0,-100.0
87424,-100.0,-100.0
87440,-100.0,-100.0
87442,-100.0,-100.0
87456,-100.0,-100.0
87459,-100.0,-100.0
87473,-100.0,-100.0
87475,-100.0,-100.0
87490,-100.0,-100.0
87492,-100.0,-100.0
87506,-100.0,-100.0
87509,-100.0,-100.0
87523,-100.0,-100.0
87525,-100.0,-100.0
87540,-100.0,-100.0
87542,-100.0,-100.0
87557,-100.0,-100.0
88024,-100.0,-100.0
88040,-100.0,-100.0
88042,-100.0,-100.0
88056,-100.0,-100.0
88059,-100.0,-100.0
88073,-100.0,-100.0
88075,-100.0,-100.0
88090,-100.0,-100.0
88092,-100.0,-100.0
88106,-100.0,-100.0
88109,-100.0,-100.0
88123,-100.0,-100.0
88125,-100.0,-100.0
88140,-100.0,-100.0
88142,-100.0,-100.0
88157,-100.0,-100.0
88160,-100.0,-100.0
88173,-100.0,-100.0
88175,-100.0,-100.0
88189,-100.0,-100.0
88192,-100.0,-100.0
88206,-100.0,-100.0
88209,-100.0,-100.0
88223,-100.0,-100.0
88226,-100.0,-100.0
88240,-100.0,-100.0
88242,-100.0,-100.0
88256,-100.0,-100.0
88260,-100.0,-100.0
88273,-100.0,-100.0
88276,-100.0,-100.0
88290,-100.0,-100.0
88292,-100.0,-100.0
88306,-100.0,-100.0
88309,-100.0,-100.0
88323,-100.0,-100.0
88326,-100.0,-100.0
88340,-100.0,-100.0
88342,-100.0,-100.0
88356,-100.0,-100.0
88359,-100.0,-100.0
88373,-100.0,-100.0
93924,-100.0,-100.0
93940,-100.0,-100.0
93942,-100.0,-100.0
93956,-100.0,-100.0
93959,-100.0,-100.0
93973,-100.0,-100.0
93975,-100.0,-100.0
93989,-100.0,-100.0
93992,-100.0,-100.0
94006,-100.0,-100.0
94009,-100.0,-100.0
94023,-100.0,-100.0
94025,-100.0,-100.0
94040,-100.0,-100.0
94042,-100.0,-100.0
94056,-100.0,-100.0
94059,-100.0,-100.0
94073,-100.0,-100.0
94075,-100.0,-100.0
94090,-100.0,-100.0
94092,-100.0,-100.0
94106,-100.0,-100.0
94112,-100.0,-100.0
94123,-100.0,-100.0
94126,-100.0,-100.0
94140,-100.0,-100.0
94143,-100.0,-100.0
94157,-100.0,-100.0
94160,-100.0,-100.0
94173,-100.0,-100.0
94175,-100.0,-100.0
94190,-100.0,-100.0
94192,-100.0,-100.0
94206,-100.0,-100.0
94209,-100.0,-100.0
94223,-100.0,-100.0
94225,-100.0,-100.0
94240,-100.0,-100.0
94242,-100.0,-100.0
94256,-100.0,-100.0
94259,-100.0,-100.0
94273,-100.0,-100.0
94275,-100.0,-100.0
94290,-100.0,-100.0
94292,-100.0,-100.0
94306,-100.0,-100.0
94309,-100.0,-100.0
94323,-100.0,-100.0
94325,-100.0,-100.0
94340,-100.0,-100.0
94342,-100.0,-100.0
94358,-100.0,-100.0
94757,-100.0,-100.0
94776,-100.0,-100.0
94778,-100.0,-100.0
94790,-100.0,-100.0
94792,-100.0,-100.0
94806,-100.0,-100.0
94809,-100.0,-100.0
94823,-100.0,-100.0
94825,-100.0,-100.0
94840,-100.0,-100.0
94842,-100.0,-100.0
94856,-100.0,-100.0
94859,-100.0,-100.0
94874,-100.0,-100.0
94876,-100.0,-100.0
94890,-100.0,-100.0
94892,-100.0,-100.0
94906,-100.0,-100.0
94909,-100.0,-100.0
94923,-100.0,-100.0
94925,-100.0,-100.0
94940,-100.0,-100.0
94942,-100.0,-100.0
94956,-100.0,-100.0
94959,-100.0,-100.0
94973,-100.0,-100.0
94975,-100.0,-100.0
94990,-100.0,-100.0
94992,-100.0,-100.0
95006,-100.0,-100.0
95009,-100.0,-100.0
95023,-100.0,-100.0
95025,-100.0,-100.0
95040,-100.0,-100.0
95042,-100.0,-100.0
95056,-100.0,-100.0
95058,-100.0,-100.0
95073,-100.0,-100.0
95075,-100.0,-100.0
95090,-100.0,-100.0
95092,-100.0,-100.0
95106,-100.0,-100.0
95109,-100.0,-100.0
95123,-100.0,-100.0
95126,-100.0,-100.0
95140,-100.0,-100.0
95142,-100.0,-100.0
95156,-100.0,-100.0
95159,-100.0,-100.0
95173,-100.0,-100.0
95175,-100.0,-100.0
95190,-100.0,-100.0
95192,-100.0,-100.0
95206,-100.0,-100.0
232818,-100.0,-100.0
232835,-100.0,-100.0
232853,-100.0,-100.0
232869,-100.0,-100.0
232885,-100.0,-100.0
233002,-100.0,-100.0
233019,-100.0,-100.0
233035,-100.0,-100.0
233052,-100.0,-100.0
233069,-100.0,-100.0
248472,-100.0,-100.0
248488,-100.0,-100.0
248493,-100.0,-100.0
248504,-100.0,-100.0
248508,-100.0,-100.0
248521,-100.0,-100.0
248524,-100.0,-100.0
248538,-100.0,-100.0
248541,-100.0,-100.0
248554,-100.0,-100.0
248557,-100.0,-100.0
248571,-100.0,-100.0
248574,-100.0,-100.0
248588,-100.0,-100.0
256906,-100.0,-100.0
256921,-100.0,-100.0
256925,-100.0,-100.0
256938,-100.0,-100.0
256943,-100.0,-100.0
256955,-100.0,-100.0
256972,-100.0,-100.0
256987,-100.0,-100.0
256991,-100.0,-100.0
257004,-100.0,-100.0
257007,-100.0,-100.0
257021,-100.0,-100.0
257024,-100.0,-100.0
257038,-100.0,-100.0
257041,-100.0,-100.0
257054,-100.0,-100.0
257058,-100.0,-100.0
257071,-100.0,-100.0
257074,-100.0,-100.0
257088,-100.0,-100.0
262605,-100.0,-100.0
262621,-100.0,-100.0
262625,-100.0,-100.0
262638,-100.0,-100.0
262641,-100.0,-100.0
262654,-100.0,-100.0
262657,-100.0,-100.0
262671,-100.0,-100.0
262674,-100.0,-100.0
262687,-100.0,-100.0
262692,-100.0,-100.0
262704,-100.0,-100.0
262708,-100.0,-100.0
262721,-100.0,-100.0
262724,-100.0,-100.0
262738,-100.0,-100.0
270339,-100.0,-100.0
270356,-100.0,-100.0
270360,-100.0,-100.0
270371,-100.0,-100.0
270375,-100.0,-100.0
270388,-100.0,-100.0
270391,-100.0,-100.0
270404,-100.0,-100.0
270408,-100.0,-100.0
270421,-100.0,-100.0
270425,-100.0,-100.0
270438,-100.0,-100.0
270441,-100.0,-100.0
270454,-100.0,-100.0
270458,-100.0,-100.0
270471,-100.0,-100.0
270475,-100.0,-100.0
270488,-100.0,-100.0
270491,-100.0,-100.0
270504,-100.0,-100.0
270508,-100.0,-100.0
270521,-100.0,-100.0
272205,-100.0,-100.0
272224,-100.0,-100.0
272227,-100.0,-100.0
272238,-100.0,-100.0
272242,-100.0,-100.0
272254,-100.0,-100.0
272258,-100.0,-100.0
272271,-100.0,-100.0
272274,-100.0,-100.0
272288,-100.0,-100.0
272291,-100.0,-100.0
272304,-100.0,-100.0
272307,-100.0,-100.0
272321,-100.0,-100.0
272324,-100.0,-100.0
272338,-100.0,-100.0
272341,-100.0,-100.0
272354,-100.0,-100.0
272358,-100.0,-100.0
272371,-100.0,-100.0
272374,-100.0,-100.0
272388,-100.0,-100.0
272391,-100.0,-100.0
272404,-100.0,-100.0
272407,-100.0,-100.0
272421,-100.0,-100.0
272425,-100.0,-100.0
272438,-100.0,-100.0
272441,-100.0,-100.0
272454,-100.0,-100.0
272458,-100.0,-100.0
272471,-100.0,-100.0
280322,-100.0,-100.0
280338,-100.0,-100.0
280342,-100.0,-100.0
280354,-100.0,-100.0
280358,-100.0,-100.0
280371,-100.0,-100.0
280375,-100.0,-100.0
280388,-100.0,-100.0
280392,-100.0,-100.0
280404,-100.0,-100.0
280408,-100.0,-100.0
280421,-100.0,-100.0
283239,-100.0,-100.0
283255,-100.0,-100.0
283258,-100.0,-100.0
283271,-100.0,-100.0
283275,-100.0,-100.0
283288,-100.0,-100.0
283291,-100.0,-100.0
283304,-100.0,-100.0
283308,-100.0,-100.0
283322,-100.0,-100.0
291906,-100.0,-100.0
291922,-100.0,-100.0
291926,-100.0,-100.0
291938,-100.0,-100.0
291942,-100.0,-100.0
291954,-100.0,-100.0
291958,-100.0,-100.0
291971,-100.0,-100.0
291975,-100.0,-100.0
291988,-100.0,-100.0
291992,-100.0,-100.0
292005,-100.0,-100.0
292008,-100.0,-100.0
292021,-100.0,-100.0
292025,-100.0,-100.0
292038,-100.0,-100.0
292043,-100.0,-100.0
292054,-100.0,-100.0
292939,-100.0,-100.0
292955,-100.0,-100.0
292958,-100.0,-100.0
292971,-100.0,-100.0
292974,-100.0,-100.0
292988,-100.0,-100.0
292991,-100.0,-100.0
293004,-100.0,-100.0
293008,-100.0,-100.0
293021,-100.0,-100.0
293024,-100.0,-100.0
293038,-100.0,-100.0
293041,-100.0,-100.0
293055,-100.0,-100.0
296823,-100.0,-100.0
296839,-100.0,-100.0
296843,-100.0,-100.0
296854,-100.0,-100.0
296859,-100.0,-100.0
296871,-100.0,-100.0
296875,-100.0,-100.0
296888,-100.0,-100.0
296891,-100.0,-100.0
296905,-100.0,-100.0
296908,-100.0,-100.0
296921,-100.0,-100.0
296925,-100.0,-100.0
296938,-100.0,-100.0
296941,-100.0,-100.0
296955,-100.0,-100.0
296958,-100.0,-100.0
296971,-100.0,-100.0
296975,-100.0,-100.0
296988,-100.0,-100.0
296992,-100.0,-100.0
297004,-100.0,-100.0
297008,-100.0,-100.0
297021,-100.0,-100.0
297239,-100.0,-100.0
297256,-100.0,-100.0
297260,-100.0,-100.0
297271,-100.0,-100.0
297274,-100.0,-100.0
297289,-100.0,-100.0
297292,-100.0,-100.0
297304,-100.0,-100.0
297307,-100.0,-100.0
297321,-100.0,-100.0
297325,-100.0,-100.0
297338,-100.0,-100.0
297341,-100.0,-100.0
297355,-100.0,-100.0
297358,-100.0,-100.0
297371,-100.0,-100.0
297374,-100.0,-100.0
297388,-100.0,-100.0
297391,-100.0,-100.0
297404,-100.0,-100.0
297408,-100.0,-100.0
297421,-100.0,-100.0
297424,-100.0,-100.0
297438,-100.0,-100.0
297442,-100.0,-100.0
297454,-100.0,-100.0
297461,-100.0,-100.0
297471,-100.0,-100.0
297475,-100.0,-100.0
297488,-100.0,-100.0
297492,-100.0,-100.0
297505,-100.0,-100.0
297508,-100.0,-100.0
297521,-100.0,-100.0
337774,-100.0,-100.0
337792,-100.0,-100.0
337797,-100.0,-100.0
337813,-100.0,-100.0
337816,-100.0,-100.0
337827,-100.0,-100.0
337830,-100.0,-100.0
337844,-100.0,-100.0
337846,-100.0,-100.0
337850,-100.0,-100.0
337858,-100.0,-100.0
337873,-100.0,-100.0
337875,-100.0,-100.0
337887,-100.0,-100.0
337889,-100.0,-100.0
337904,-100.0,-100.0
341439,-100.0,-100.0
341456,-100.0,-100.0
341464,-100.0,-100.0
341478,-100.0,-100.0
341480,-100.0,-100.0
341492,-100.0,-100.0
341494,-100.0,-100.0
341509,-100.0,-100.0
341511,-100.0,-100.0
341522,-100.0,-100.0
341721,-100.0,-100.0
341737,-100.0,-100.0
341739,-100.0,-100.0
341754,-100.0,-100.0
341762,-100.0,-100.0
341777,-100.0,-100.0
341779,-100.0,-100.0
341791,-100.0,-100.0
341977,-100.0,-100.0
341994,-100.0,-100.0
341997,-100.0,-100.0
342005,-100.0,-100.0
342007,-100.0,-100.0
342019,-100.0,-100.0
342021,-100.0,-100.0
342036,-100.0,-100.0
342205,-100.0,-100.0
342221,-100.0,-100.0
342223,-100.0,-100.0
342243,-100.0,-100.0
342245,-100.0,-100.0
342260,-100.0,-100.0
342262,-100.0,-100.0
342274,-100.0,-100.0
342429,-100.0,-100.0
342445,-100.0,-100.0
342459,-100.0,-100.0
342460,-100.0,-100.0
342476,-100.0,-100.0
342478,-100.0,-100.0
342488,-100.0,-100.0
342651,-100.0,-100.0
342673,-100.0,-100.0
342675,-100.0,-100.0
342687,-100.0,-100.0
342688,-100.0,-100.0
342704,-100.0,-100.0
342858,-100.0,-100.0
342872,-100.0,-100.0
342874,-100.0,-100.0
342888,-100.0,-100.0
342890,-100.0,-100.0
342911,-100.0,-100.0
342913,-100.0,-100.0
342926,-100.0,-100.0
343096,-100.0,-100.0
343111,-100.0,-100.0
343112,-100.0,-100.0
343117,-100.0,-100.0
343118,-100.0,-100.0
343139,-100.0,-100.0
343141,-100.0,-100.0
343156,-100.0,-100.0
343324,-100.0,-100.0
343342,-100.0,-100.0
343354,-100.0,-100.0
343356,-100.0,-100.0
343372,-100.0,-100.0
343373,-100.0,-100.0
343395,-100.0,-100.0
343540,-100.0,-100.0
343557,-100.0,-100.0
343565,-100.0,-100.0
343579,-100.0,-100.0
343581,-100.0,-100.0
343593,-100.0,-100.0
343595,-100.0,-100.0
343600,-100.0,-100.0
343601,-100.0,-100.0
343623,-100.0,-100.0
343768,-100.0,-100.0
343785,-100.0,-100.0
343787,-100.0,-100.0
343807,-100.0,-100.0
343810,-100.0,-100.0
343821,-100.0,-100.0
343823,-100.0,-100.0
343838,-100.0,-100.0
352473,-100.0,-100.0
352489,-100.0,-100.0
352491,-100.0,-100.0
352511,-100.0,-100.0
352514,-100.0,-100.0
352525,-100.0,-100.0
352528,-100.0,-100.0
352542,-100.0,-100.0
352545,-100.0,-100.0
352559,-100.0,-100.0
352571,-100.0,-100.0
352572,-100.0,-100.0
352585,-100.0,-100.0
352588,-100.0,-100.0
352602,-100.0,-100.0
352605,-100.0,-100.0
352625,-100.0,-100.0
352628,-100.0,-100.0
352642,-100.0,-100.0
352656,-100.0,-100.0
352658,-100.0,-100.0
352673,-100.0,-100.0
352675,-100.0,-100.0
352696,-100.0,-100.0
352698,-100.0,-100.0
352710,-100.0,-100.0
352713,-100.0,-100.0
352716,-100.0,-100.0
352719,-100.0,-100.0
352739,-100.0,-100.0
352740,-100.0,-100.0
352755,-100.0,-100.0
352758,-100.0,-100.0
352770,-100.0,-100.0
352772,-100.0,-100.0
352786,-100.0,-100.0
352788,-100.0,-100.0
352810,-100.0,-100.0
352812,-100.0,-100.0
352824,-100.0,-100.0
352826,-100.0,-100.0
352840,-100.0,-100.0
352842,-100.0,-100.0
352857,-100.0,-100.0
352866,-100.0,-100.0
352880,-100.0,-100.0
352882,-100.0,-100.0
352883,-100.0,-100.0
352886,-100.0,-100.0
352901,-100.0,-100.0
352902,-100.0,-100.0
352924,-100.0,-100.0
352926,-100.0,-100.0
352940,-100.0,-100.0
352942,-100.0,-100.0
352954,-100.0,-100.0
352956,-100.0,-100.0
352971,-100.0,-100.0
352973,-100.0,-100.0
352994,-100.0,-100.0
352996,-100.0,-100.0
353008,-100.0,-100.0
353010,-100.0,-100.0
353025,-100.0,-100.0
353027,-100.0,-100.0
353037,-100.0,-100.0
353040,-100.0,-100.0
353054,-100.0,-100.0
353056,-100.0,-100.0
353068,-100.0,-100.0
353070,-100.0,-100.0
353085,-100.0,-100.0
353087,-100.0,-100.0
353108,-100.0,-100.0
353111,-100.0,-100.0
353122,-100.0,-100.0
353125,-100.0,-100.0
353139,-100.0,-100.0
353141,-100.0,-100.0
353156,-100.0,-100.0
353165,-100.0,-100.0
353179,-100.0,-100.0
353509,-100.0,-100.0
353522,-100.0,-100.0
353524,-100.0,-100.0
353537,-100.0,-100.0
353538,-100.0,-100.0
353552,-100.0,-100.0
353554,-100.0,-100.0
353569,-100.0,-100.0
361590,-100.0,-100.0
361607,-100.0,-100.0
361623,-100.0,-100.0
361640,-100.0,-100.0
361656,-100.0,-100.0
361673,-100.0,-100.0
361690,-100.0,-100.0
361707,-100.0,-100.0
361723,-100.0,-100.0
361740,-100.0,-100.0
361757,-100.0,-100.0
361773,-100.0,-100.0
361790,-100.0,-100.0
