,AZSSG2REHDX18,A1XY2JMPVJCF4
593893,-100.0,-100.0
593908,-100.0,-100.0
594659,-100.0,-100.0
594679,-100.0,-100.0
594708,-100.0,-100.0
594719,-100.0,-100.0
594744,-100.0,-100.0
594761,-100.0,-100.0
594773,-100.0,-100.0
594797,-100.0,-100.0
594811,-100.0,-100.0
594878,-100.0,-100.0
594896,-100.0,-100.0
594912,-100.0,-100.0
594928,-100.0,-100.0
594945,-100.0,-100.0
594962,-100.0,-100.0
594978,-100.0,-100.0
594995,-100.0,-100.0
595012,-100.0,-100.0
595029,-100.0,-100.0
595178,-100.0,-100.0
595196,-100.0,-100.0
595212,-100.0,-100.0
595486,-100.0,-100.0
595513,-100.0,-100.0
595539,-100.0,-100.0
595552,-100.0,-100.0
595582,-100.0,-100.0
595623,-100.0,-100.0
595880,-100.0,-100.0
595907,-100.0,-100.0
595942,-100.0,-100.0
595952,-100.0,-100.0
595976,-100.0,-100.0
595990,-100.0,-100.0
596017,-100.0,-100.0
596030,-100.0,-100.0
596103,-100.0,-100.0
596120,-100.0,-100.0
596141,-100.0,-100.0
596155,-100.0,-100.0
596185,-100.0,-100.0
596199,-100.0,-100.0
596319,-100.0,-100.0
596340,-100.0,-100.0
596363,-100.0,-100.0
596376,-100.0,-100.0
596404,-100.0,-100.0
596425,-100.0,-100.0
596442,-100.0,-100.0
601411,-100.0,-100.0
601427,-100.0,-100.0
601429,-100.0,-100.0
601450,-100.0,-100.0
601452,-100.0,-100.0
601464,-100.0,-100.0
601466,-100.0,-100.0
601480,-100.0,-100.0
601483,-100.0,-100.0
601498,-100.0,-100.0
601506,-100.0,-100.0
601520,-100.0,-100.0
601522,-100.0,-100.0
601524,-100.0,-100.0
601525,-100.0,-100.0
601541,-100.0,-100.0
601543,-100.0,-100.0
601564,-100.0,-100.0
601566,-100.0,-100.0
601580,-100.0,-100.0
601582,-100.0,-100.0
601595,-100.0,-100.0
602568,-100.0,-100.0
602585,-100.0,-100.0
602588,-100.0,-100.0
602602,-100.0,-100.0
602603,-100.0,-100.0
602618,-100.0,-100.0
602620,-100.0,-100.0
602635,-100.0,-100.0
602637,-100.0,-100.0
602652,-100.0,-100.0
604322,-100.0,-100.0
604323,-100.0,-100.0
604363,-100.0,-100.0
604405,-100.0,-100.0
604447,-100.0,-100.0
604487,-100.0,-100.0
604529,-100.0,-100.0
605846,-100.0,-100.0
605862,-100.0,-100.0
605865,-100.0,-100.0
605879,-100.0,-100.0
605881,-100.0,-100.0
605896,-100.0,-100.0
605898,-100.0,-100.0
605912,-100.0,-100.0
605914,-100.0,-100.0
605929,-100.0,-100.0
605931,-100.0,-100.0
605946,-100.0,-100.0
605948,-100.0,-100.0
605963,-100.0,-100.0
605965,-100.0,-100.0
605980,-100.0,-100.0
605982,-100.0,-100.0
605997,-100.0,-100.0
606034,-100.0,-100.0
