,nan,A2Q3SM0KEI497
410731,,-100.0
410748,,-100.0
410756,,-100.0
410788,,-100.0
410799,,-100.0
410844,,-100.0
410850,,-100.0
410882,,-100.0
410890,,-100.0
410923,,-100.0
410930,,-100.0
410966,,-100.0
410976,,-100.0
411009,,-100.0
411017,,-100.0
411036,,-100.0
411045,,-100.0
411081,,-100.0
411089,,-100.0
411125,,-100.0
411132,,-100.0
411167,,-100.0
411176,,-100.0
411211,,-100.0
411218,,-100.0
411255,,-100.0
411262,,-100.0
411298,,-100.0
411306,,-100.0
411343,,-100.0
411352,,-100.0
411387,,-100.0
411396,,-100.0
411431,,-100.0
411440,,-100.0
411484,,-100.0
411493,,-100.0
411531,,-100.0
411538,,-100.0
411576,,-100.0
411584,,-100.0
411621,,-100.0
411630,,-100.0
411668,,-100.0
411676,,-100.0
411696,,-100.0
411703,,-100.0
411742,,-100.0
411748,,-100.0
411766,,-100.0
411779,,-100.0
411800,,-100.0
411809,,-100.0
411849,,-100.0
411864,,-100.0
411899,,-100.0
411910,,-100.0
411953,,-100.0
411962,,-100.0
412001,,-100.0
412009,,-100.0
412049,,-100.0
412057,,-100.0
412097,,-100.0
412104,,-100.0
412144,,-100.0
412151,,-100.0
412195,,-100.0
412202,,-100.0
412253,,-100.0
412267,,-100.0
412286,,-100.0
412294,,-100.0
412336,,-100.0
412345,,-100.0
412387,,-100.0
412396,,-100.0
412417,,-100.0
412425,,-100.0
412467,,-100.0
412474,,-100.0
412519,,-100.0
412529,,-100.0
412571,,-100.0
412580,,-100.0
412622,,-100.0
412633,,-100.0
412674,,-100.0
412685,,-100.0
412705,,-100.0
412715,,-100.0
412758,,-100.0
412768,,-100.0
412788,,-100.0
412796,,-100.0
412840,,-100.0
412849,,-100.0
412891,,-100.0
412900,,-100.0
412922,,-100.0
412930,,-100.0
412973,,-100.0
412981,,-100.0
413004,,-100.0
413014,,-100.0
413060,,-100.0
413069,,-100.0
413090,,-100.0
413098,,-100.0
413148,,-100.0
413154,,-100.0
413203,,-100.0
413212,,-100.0
413257,,-100.0
413265,,-100.0
413310,,-100.0
413322,,-100.0
413592,,-100.0
413608,,-100.0
413670,,-100.0
413676,,-100.0
413734,,-100.0
413744,,-100.0
413808,,-100.0
413824,,-100.0
413883,,-100.0
413895,,-100.0
413960,,-100.0
413973,,-100.0
414038,,-100.0
414054,,-100.0
414128,,-100.0
414146,,-100.0
414184,,-100.0
414200,,-100.0
414264,,-100.0
414278,,-100.0
414309,,-100.0
414323,,-100.0
414382,,-100.0
414401,,-100.0
414428,,-100.0
414488,,-100.0
414516,,-100.0
414606,,-100.0
414687,,-100.0
414702,,-100.0
414782,,-100.0
414788,,-100.0
414820,,-100.0
414829,,-100.0
414858,,-100.0
414865,,-100.0
414881,,-100.0
414895,,-100.0
414937,,-100.0
414949,,-100.0
414986,,-100.0
414994,,-100.0
415022,,-100.0
415029,,-100.0
415062,,-100.0
415069,,-100.0
415105,,-100.0
415117,,-100.0
415148,,-100.0
415155,,-100.0
415189,,-100.0
415198,,-100.0
415232,,-100.0
415238,,-100.0
415279,,-100.0
415285,,-100.0
415302,,-100.0
415311,,-100.0
415344,,-100.0
415351,,-100.0
416310,,-100.0
416321,,-100.0
416339,,-100.0
416349,,-100.0
416390,,-100.0
416398,,-100.0
416441,,-100.0
416450,,-100.0
416507,,-100.0
416517,,-100.0
416533,,-100.0
416543,,-100.0
416558,,-100.0
416562,,-100.0
416566,,-100.0
416575,,-100.0
416588,,-100.0
416608,,-100.0
416616,,-100.0
416626,,-100.0
416672,,-100.0
416684,,-100.0
416736,,-100.0
416752,,-100.0
416802,,-100.0
416812,,-100.0
416833,,-100.0
416841,,-100.0
416884,,-100.0
416893,,-100.0
416937,,-100.0
416945,,-100.0
416989,,-100.0
416997,,-100.0
417048,,-100.0
417057,,-100.0
417076,,-100.0
417088,,-100.0
417131,,-100.0
417140,,-100.0
417159,,-100.0
417169,,-100.0
417184,,-100.0
417200,,-100.0
417203,,-100.0
417215,,-100.0
417217,,-100.0
417221,,-100.0
417225,,-100.0
417233,,-100.0
417238,,-100.0
417249,,-100.0
417252,,-100.0
417266,,-100.0
417270,,-100.0
417279,,-100.0
417283,,-100.0
417326,,-100.0
417338,,-100.0
417357,,-100.0
417367,,-100.0
417414,,-100.0
417422,,-100.0
417469,,-100.0
417486,,-100.0
417535,,-100.0
417544,,-100.0
417591,,-100.0
417599,,-100.0
417646,,-100.0
417657,,-100.0
417679,,-100.0
417688,,-100.0
417738,,-100.0
417747,,-100.0
417797,,-100.0
417805,,-100.0
417852,,-100.0
417860,,-100.0
417913,,-100.0
417922,,-100.0
417973,,-100.0
417981,,-100.0
418031,,-100.0
418044,,-100.0
418094,,-100.0
418102,,-100.0
418157,,-100.0
418168,,-100.0
418221,,-100.0
418230,,-100.0
418287,,-100.0
418298,,-100.0
418355,,-100.0
418364,,-100.0
418419,,-100.0
418430,,-100.0
418484,,-100.0
418498,,-100.0
418548,,-100.0
418556,,-100.0
418583,,-100.0
418593,,-100.0
418645,,-100.0
418655,,-100.0
418707,,-100.0
418720,,-100.0
418745,,-100.0
418823,,-100.0
418847,,-100.0
418877,,-100.0
418938,,-100.0
418949,,-100.0
418999,,-100.0
419006,,-100.0
419020,,-100.0
419027,,-100.0
419080,,-100.0
419099,,-100.0
419148,,-100.0
419162,,-100.0
419210,,-100.0
419224,,-100.0
419282,,-100.0
419298,,-100.0
419341,,-100.0
419352,,-100.0
419394,,-100.0
419405,,-100.0
419456,,-100.0
419474,,-100.0
419528,,-100.0
419540,,-100.0
419588,,-100.0
419602,,-100.0
419651,,-100.0
419672,,-100.0
419726,,-100.0
419734,,-100.0
419794,,-100.0
419808,,-100.0
419853,,-100.0
419865,,-100.0
419880,,-100.0
419902,,-100.0
419954,,-100.0
419971,,-100.0
420022,,-100.0
420038,,-100.0
420093,,-100.0
420095,,-100.0
420110,,-100.0
420112,,-100.0
420117,,-100.0
420125,,-100.0
420132,,-100.0
420142,,-100.0
420151,,-100.0
420158,,-100.0
420159,,-100.0
420165,,-100.0
420169,,-100.0
420175,,-100.0
420534,,-100.0
420550,,-100.0
420559,,-100.0
420583,,-100.0
420587,,-100.0
420599,,-100.0
420603,,-100.0
420616,,-100.0
420907,,-100.0
420917,,-100.0
420960,,-100.0
420968,,-100.0
421008,,-100.0
421016,,-100.0
421059,,-100.0
421066,,-100.0
421090,,-100.0
421099,,-100.0
421141,,-100.0
421149,,-100.0
421192,,-100.0
421199,,-100.0
421242,,-100.0
421249,,-100.0
421294,,-100.0
421300,,-100.0
421344,,-100.0
421351,,-100.0
421393,,-100.0
421399,,-100.0
421442,,-100.0
421451,,-100.0
421496,,-100.0
421500,,-100.0
421507,,-100.0
421508,,-100.0
421517,,-100.0
421520,,-100.0
421538,,-100.0
421549,,-100.0
421566,,-100.0
421570,,-100.0
421582,,-100.0
421585,,-100.0
421599,,-100.0
422051,,-100.0
422067,,-100.0
422071,,-100.0
422083,,-100.0
422087,,-100.0
422099,,-100.0
422103,,-100.0
422116,,-100.0
422121,,-100.0
422123,,-100.0
422132,,-100.0
422146,,-100.0
422173,,-100.0
422186,,-100.0
422195,,-100.0
422206,,-100.0
422229,,-100.0
422240,,-100.0
422246,,-100.0
422257,,-100.0
422265,,-100.0
422277,,-100.0
422390,,-100.0
422404,,-100.0
422410,,-100.0
422424,,-100.0
422431,,-100.0
422444,,-100.0
422469,,-100.0
422473,,-100.0
422488,,-100.0
422491,,-100.0
422497,,-100.0
422518,,-100.0
422521,,-100.0
422525,,-100.0
422543,,-100.0
422566,,-100.0
422570,,-100.0
422582,,-100.0
422642,,-100.0
422655,,-100.0
422676,,-100.0
422690,,-100.0
422697,,-100.0
422708,,-100.0
422715,,-100.0
422728,,-100.0
422735,,-100.0
422748,,-100.0
422755,,-100.0
422768,,-100.0
422879,,-100.0
422897,,-100.0
422905,,-100.0
422917,,-100.0
422918,,-100.0
422933,,-100.0
422938,,-100.0
422939,,-100.0
422949,,-100.0
422952,,-100.0
422953,,-100.0
422958,,-100.0
422966,,-100.0
422970,,-100.0
422983,,-100.0
422988,,-100.0
422992,,-100.0
422999,,-100.0
423000,,-100.0
423003,,-100.0
423016,,-100.0
423020,,-100.0
423033,,-100.0
423094,,-100.0
423110,,-100.0
423116,,-100.0
423127,,-100.0
423134,,-100.0
423145,,-100.0
423154,,-100.0
423166,,-100.0
423174,,-100.0
423195,,-100.0
423202,,-100.0
423214,,-100.0
423221,,-100.0
423223,,-100.0
423327,,-100.0
423341,,-100.0
423348,,-100.0
423359,,-100.0
423366,,-100.0
423376,,-100.0
423385,,-100.0
423397,,-100.0
423404,,-100.0
423416,,-100.0
423421,,-100.0
423431,,-100.0
423438,,-100.0
423449,,-100.0
423544,,-100.0
423558,,-100.0
423566,,-100.0
423577,,-100.0
423606,,-100.0
423620,,-100.0
423628,,-100.0
423640,,-100.0
423648,,-100.0
423651,,-100.0
423742,,-100.0
423757,,-100.0
423763,,-100.0
423775,,-100.0
423783,,-100.0
423793,,-100.0
423804,,-100.0
423814,,-100.0
423822,,-100.0
423832,,-100.0
423838,,-100.0
423853,,-100.0
423927,,-100.0
423942,,-100.0
423968,,-100.0
423984,,-100.0
423989,,-100.0
424002,,-100.0
424009,,-100.0
424020,,-100.0
424028,,-100.0
424041,,-100.0
424143,,-100.0
424155,,-100.0
424161,,-100.0
424172,,-100.0
424197,,-100.0
424207,,-100.0
424215,,-100.0
424226,,-100.0
424233,,-100.0
424243,,-100.0
424265,,-100.0
424278,,-100.0
424429,,-100.0
424444,,-100.0
424451,,-100.0
424464,,-100.0
424489,,-100.0
424500,,-100.0
424506,,-100.0
424514,,-100.0
424536,,-100.0
424555,,-100.0
424562,,-100.0
424573,,-100.0
424579,,-100.0
424581,,-100.0
424592,,-100.0
424607,,-100.0
424614,,-100.0
424615,,-100.0
424625,,-100.0
424626,,-100.0
424638,,-100.0
424658,,-100.0
424668,,-100.0
424671,,-100.0
424674,,-100.0
424691,,-100.0
424702,,-100.0
424708,,-100.0
424712,,-100.0
424719,,-100.0
424721,,-100.0
424725,,-100.0
424735,,-100.0
424736,,-100.0
424749,,-100.0
424757,,-100.0
424758,,-100.0
424759,,-100.0
424765,,-100.0
424766,,-100.0
424781,,-100.0
424803,,-100.0
424810,,-100.0
424816,,-100.0
424817,,-100.0
424821,,-100.0
424834,,-100.0
424857,,-100.0
424865,,-100.0
424904,,-100.0
424913,,-100.0
424933,,-100.0
424940,,-100.0
424957,,-100.0
424972,,-100.0
424980,,-100.0
424987,,-100.0
424991,,-100.0
424998,,-100.0
425010,,-100.0
425018,,-100.0
425028,,-100.0
425031,,-100.0
425036,,-100.0
425040,,-100.0
425052,,-100.0
425061,,-100.0
425072,,-100.0
425081,,-100.0
425093,,-100.0
425191,,-100.0
425204,,-100.0
425211,,-100.0
425225,,-100.0
425234,,-100.0
425245,,-100.0
425271,,-100.0
425283,,-100.0
425289,,-100.0
425301,,-100.0
425309,,-100.0
425324,,-100.0
425331,,-100.0
425342,,-100.0
425351,,-100.0
425362,,-100.0
425395,,-100.0
425400,,-100.0
425430,,-100.0
425439,,-100.0
425454,,-100.0
425457,,-100.0
425463,,-100.0
425475,,-100.0
425480,,-100.0
425492,,-100.0
425497,,-100.0
425505,,-100.0
425509,,-100.0
425515,,-100.0
425516,,-100.0
425528,,-100.0
425533,,-100.0
425544,,-100.0
425550,,-100.0
425561,,-100.0
425566,,-100.0
425580,,-100.0
425675,,-100.0
425693,,-100.0
425702,,-100.0
425710,,-100.0
425715,,-100.0
425726,,-100.0
425731,,-100.0
425743,,-100.0
425747,,-100.0
425760,,-100.0
425764,,-100.0
425768,,-100.0
425778,,-100.0
425779,,-100.0
425783,,-100.0
425785,,-100.0
425790,,-100.0
425802,,-100.0
425807,,-100.0
425819,,-100.0
425830,,-100.0
425836,,-100.0
425887,,-100.0
425893,,-100.0
425899,,-100.0
425907,,-100.0
425912,,-100.0
425920,,-100.0
425925,,-100.0
425929,,-100.0
425932,,-100.0
425943,,-100.0
425948,,-100.0
425960,,-100.0
425965,,-100.0
425979,,-100.0
425983,,-100.0
425996,,-100.0
426001,,-100.0
426012,,-100.0
426019,,-100.0
426108,,-100.0
426121,,-100.0
426125,,-100.0
426129,,-100.0
426137,,-100.0
426142,,-100.0
426150,,-100.0
426159,,-100.0
426163,,-100.0
426177,,-100.0
426182,,-100.0
426184,,-100.0
426191,,-100.0
426194,,-100.0
426201,,-100.0
426211,,-100.0
426216,,-100.0
426219,,-100.0
426224,,-100.0
426236,,-100.0
426237,,-100.0
426241,,-100.0
426242,,-100.0
426254,,-100.0
426328,,-100.0
426346,,-100.0
426355,,-100.0
426371,,-100.0
426402,,-100.0
426426,,-100.0
426437,,-100.0
426445,,-100.0
426468,,-100.0
426477,,-100.0
426527,,-100.0
426535,,-100.0
426560,,-100.0
426563,,-100.0
426569,,-100.0
426580,,-100.0
426591,,-100.0
426607,,-100.0
426618,,-100.0
426637,,-100.0
426686,,-100.0
426766,,-100.0
426772,,-100.0
426779,,-100.0
426782,,-100.0
426793,,-100.0
426809,,-100.0
426836,,-100.0
426842,,-100.0
426856,,-100.0
426860,,-100.0
426865,,-100.0
426875,,-100.0
426893,,-100.0
426898,,-100.0
426904,,-100.0
426909,,-100.0
426910,,-100.0
426921,,-100.0
426976,,-100.0
426993,,-100.0
426998,,-100.0
427009,,-100.0
427032,,-100.0
427046,,-100.0
427072,,-100.0
427087,,-100.0
427093,,-100.0
427103,,-100.0
427104,,-100.0
427110,,-100.0
427115,,-100.0
427122,,-100.0
427141,,-100.0
427153,,-100.0
427204,,-100.0
427211,,-100.0
427212,,-100.0
427231,,-100.0
427238,,-100.0
427249,,-100.0
427266,,-100.0
427272,,-100.0
427276,,-100.0
427285,,-100.0
427305,,-100.0
427317,,-100.0
427330,,-100.0
427340,,-100.0
427427,,-100.0
427444,,-100.0
427464,,-100.0
427478,,-100.0
427484,,-100.0
427498,,-100.0
427503,,-100.0
427506,,-100.0
427521,,-100.0
427526,,-100.0
427538,,-100.0
427544,,-100.0
427556,,-100.0
427562,,-100.0
427567,,-100.0
427572,,-100.0
427579,,-100.0
427590,,-100.0
427594,,-100.0
427604,,-100.0
427648,,-100.0
427661,,-100.0
427664,,-100.0
427667,,-100.0
427673,,-100.0
427682,,-100.0
427697,,-100.0
427703,,-100.0
427706,,-100.0
427715,,-100.0
427727,,-100.0
427737,,-100.0
427742,,-100.0
427753,,-100.0
427763,,-100.0
427772,,-100.0
427779,,-100.0
427790,,-100.0
427878,,-100.0
427895,,-100.0
427901,,-100.0
427911,,-100.0
427917,,-100.0
427923,,-100.0
427940,,-100.0
427953,,-100.0
427960,,-100.0
427972,,-100.0
427977,,-100.0
427992,,-100.0
428007,,-100.0
428019,,-100.0
428082,,-100.0
428093,,-100.0
428142,,-100.0
428151,,-100.0
428156,,-100.0
428162,,-100.0
428177,,-100.0
428188,,-100.0
428199,,-100.0
428205,,-100.0
428227,,-100.0
428243,,-100.0
428259,,-100.0
428269,,-100.0
428279,,-100.0
428285,,-100.0
428297,,-100.0
428303,,-100.0
428314,,-100.0
428870,,-100.0
428883,,-100.0
428937,,-100.0
428946,,-100.0
429007,,-100.0
429016,,-100.0
429060,,-100.0
429073,,-100.0
429076,,-100.0
429082,,-100.0
429083,,-100.0
429090,,-100.0
429101,,-100.0
429119,,-100.0
429135,,-100.0
429144,,-100.0
429153,,-100.0
429160,,-100.0
429169,,-100.0
429170,,-100.0
429185,,-100.0
429187,,-100.0
429197,,-100.0
429198,,-100.0
429305,,-100.0
429315,,-100.0
429380,,-100.0
429396,,-100.0
429397,,-100.0
431736,,-100.0
431767,,-100.0
431824,,-100.0
431854,,-100.0
432055,,-100.0
432056,,-100.0
432066,,-100.0
432085,,-100.0
432097,,-100.0
432157,,-100.0
432168,,-100.0
432191,,-100.0
432199,,-100.0
432264,,-100.0
432272,,-100.0
432297,,-100.0
432315,,-100.0
432322,,-100.0
432325,,-100.0
432371,,-100.0
432383,,-100.0
432417,,-100.0
432420,,-100.0
432428,,-100.0
432446,,-100.0
432472,,-100.0
432477,,-100.0
432480,,-100.0
432505,,-100.0
432524,,-100.0
432533,,-100.0
432574,,-100.0
432582,,-100.0
432623,,-100.0
432626,,-100.0
432635,,-100.0
432679,,-100.0
432688,,-100.0
432697,,-100.0
432737,,-100.0
432745,,-100.0
432773,,-100.0
432789,,-100.0
432798,,-100.0
432813,,-100.0
432843,,-100.0
432851,,-100.0
432852,,-100.0
433001,,-100.0
433017,,-100.0
433021,,-100.0
433050,,-100.0
433817,,-100.0
433834,,-100.0
433839,,-100.0
433849,,-100.0
433853,,-100.0
433866,,-100.0
433871,,-100.0
433883,,-100.0
435947,,-100.0
435972,,-100.0
436040,,-100.0
438467,,-100.0
438484,,-100.0
438487,,-100.0
438499,,-100.0
438502,,-100.0
438516,,-100.0
438519,,-100.0
438533,,-100.0
438684,,-100.0
438700,,-100.0
438702,,-100.0
438716,,-100.0
438719,,-100.0
438733,,-100.0
438850,,-100.0
438867,,-100.0
438871,,-100.0
438883,,-100.0
438887,,-100.0
438917,,-100.0
439017,,-100.0
439033,,-100.0
439037,,-100.0
439049,,-100.0
439053,,-100.0
439066,,-100.0
439200,,-100.0
439217,,-100.0
439220,,-100.0
439233,,-100.0
439368,,-100.0
439384,,-100.0
439387,,-100.0
439399,,-100.0
439535,,-100.0
439550,,-100.0
439553,,-100.0
439566,,-100.0
439700,,-100.0
439717,,-100.0
439720,,-100.0
439733,,-100.0
439850,,-100.0
439867,,-100.0
439871,,-100.0
439883,,-100.0
440001,,-100.0
440017,,-100.0
440020,,-100.0
440033,,-100.0
440038,,-100.0
440049,,-100.0
440150,,-100.0
440167,,-100.0
440170,,-100.0
440182,,-100.0
440188,,-100.0
440199,,-100.0
440317,,-100.0
440333,,-100.0
440338,,-100.0
440349,,-100.0
440467,,-100.0
440483,,-100.0
440487,,-100.0
440501,,-100.0
440617,,-100.0
440633,,-100.0
440637,,-100.0
440667,,-100.0
440783,,-100.0
440800,,-100.0
440805,,-100.0
440816,,-100.0
440820,,-100.0
440833,,-100.0
440934,,-100.0
440950,,-100.0
440953,,-100.0
440966,,-100.0
440970,,-100.0
440982,,-100.0
440987,,-100.0
440999,,-100.0
441100,,-100.0
441117,,-100.0
441120,,-100.0
441132,,-100.0
441136,,-100.0
441149,,-100.0
441267,,-100.0
441283,,-100.0
441288,,-100.0
441299,,-100.0
441304,,-100.0
441319,,-100.0
441601,,-100.0
441617,,-100.0
441620,,-100.0
441633,,-100.0
441636,,-100.0
441649,,-100.0
441654,,-100.0
441667,,-100.0
441768,,-100.0
441783,,-100.0
441786,,-100.0
441799,,-100.0
441802,,-100.0
441816,,-100.0
441819,,-100.0
441832,,-100.0
441951,,-100.0
441967,,-100.0
441973,,-100.0
441982,,-100.0
441987,,-100.0
441999,,-100.0
442003,,-100.0
442016,,-100.0
442134,,-100.0
442150,,-100.0
442154,,-100.0
442166,,-100.0
442170,,-100.0
442183,,-100.0
442301,,-100.0
442317,,-100.0
442450,,-100.0
442467,,-100.0
442471,,-100.0
442482,,-100.0
442984,,-100.0
443000,,-100.0
443003,,-100.0
443016,,-100.0
444384,,-100.0
444400,,-100.0
444403,,-100.0
444416,,-100.0
444419,,-100.0
444433,,-100.0
444600,,-100.0
444617,,-100.0
444620,,-100.0
444633,,-100.0
444637,,-100.0
444649,,-100.0
444883,,-100.0
444900,,-100.0
444903,,-100.0
444916,,-100.0
444920,,-100.0
444933,,-100.0
445633,,-100.0
445650,,-100.0
445653,,-100.0
445666,,-100.0
445669,,-100.0
445682,,-100.0
445686,,-100.0
445699,,-100.0
449305,,-100.0
449347,,-100.0
449413,,-100.0
449517,,-100.0
449601,,-100.0
449625,,-100.0
449668,,-100.0
449738,,-100.0
449778,,-100.0
449825,,-100.0
449935,,-100.0
450016,,-100.0
450062,,-100.0
450871,,-100.0
450902,,-100.0
450968,,-100.0
451007,,-100.0
451064,,-100.0
451163,,-100.0
451251,,-100.0
451364,,-100.0
451405,,-100.0
451436,,-100.0
451465,,-100.0
451762,,-100.0
451838,,-100.0
452314,,-100.0
452350,,-100.0
452402,,-100.0
452438,,-100.0
452492,,-100.0
452533,,-100.0
452613,,-100.0
452651,,-100.0
452719,,-100.0
452764,,-100.0
452852,,-100.0
452925,,-100.0
453051,,-100.0
453083,,-100.0
453248,,-100.0
453271,,-100.0
453375,,-100.0
453614,,-100.0
453655,,-100.0
453830,,-100.0
453856,,-100.0
453898,,-100.0
453968,,-100.0
454468,,-100.0
454484,,-100.0
454488,,-100.0
454499,,-100.0
454507,,-100.0
454536,,-100.0
454553,,-100.0
454566,,-100.0
454818,,-100.0
454833,,-100.0
454838,,-100.0
454849,,-100.0
454853,,-100.0
454866,,-100.0
454873,,-100.0
454883,,-100.0
454887,,-100.0
454900,,-100.0
454905,,-100.0
454916,,-100.0
454920,,-100.0
454933,,-100.0
454938,,-100.0
454949,,-100.0
454953,,-100.0
454966,,-100.0
454970,,-100.0
454984,,-100.0
455967,,-100.0
455984,,-100.0
455994,,-100.0
456016,,-100.0
456024,,-100.0
456033,,-100.0
456043,,-100.0
456066,,-100.0
456069,,-100.0
456083,,-100.0
456234,,-100.0
456250,,-100.0
456252,,-100.0
456266,,-100.0
456270,,-100.0
456283,,-100.0
456480,,-100.0
456507,,-100.0
456583,,-100.0
456622,,-100.0
456669,,-100.0
456719,,-100.0
456797,,-100.0
456867,,-100.0
456886,,-100.0
456973,,-100.0
457004,,-100.0
462687,,-100.0
462737,,-100.0
462809,,-100.0
462899,,-100.0
462983,,-100.0
463045,,-100.0
463103,,-100.0
463172,,-100.0
463202,,-100.0
463238,,-100.0
463285,,-100.0
463316,,-100.0
463362,,-100.0
463390,,-100.0
463440,,-100.0
463464,,-100.0
463587,,-100.0
463632,,-100.0
463674,,-100.0
463716,,-100.0
463778,,-100.0
463813,,-100.0
463859,,-100.0
463907,,-100.0
464055,,-100.0
464089,,-100.0
464101,,-100.0
464117,,-100.0
464122,,-100.0
464133,,-100.0
464136,,-100.0
464139,,-100.0
464166,,-100.0
464170,,-100.0
464182,,-100.0
464183,,-100.0
464187,,-100.0
464200,,-100.0
464227,,-100.0
464343,,-100.0
464368,,-100.0
464418,,-100.0
464433,,-100.0
464438,,-100.0
464467,,-100.0
464618,,-100.0
464650,,-100.0
464655,,-100.0
464666,,-100.0
464670,,-100.0
464682,,-100.0
464818,,-100.0
464833,,-100.0
464839,,-100.0
464850,,-100.0
464983,,-100.0
465000,,-100.0
465003,,-100.0
465016,,-100.0
465020,,-100.0
465066,,-100.0
465135,,-100.0
465151,,-100.0
465180,,-100.0
465200,,-100.0
465317,,-100.0
465333,,-100.0
465337,,-100.0
465349,,-100.0
465353,,-100.0
465366,,-100.0
465484,,-100.0
465500,,-100.0
465504,,-100.0
465516,,-100.0
465634,,-100.0
465650,,-100.0
465654,,-100.0
465667,,-100.0
465784,,-100.0
465800,,-100.0
465803,,-100.0
465816,,-100.0
467406,,-100.0
467485,,-100.0
467548,,-100.0
467575,,-100.0
467619,,-100.0
467705,,-100.0
467765,,-100.0
467807,,-100.0
467857,,-100.0
467916,,-100.0
467988,,-100.0
468030,,-100.0
468053,,-100.0
468175,,-100.0
468333,,-100.0
468357,,-100.0
468436,,-100.0
468468,,-100.0
468500,,-100.0
468596,,-100.0
468708,,-100.0
468751,,-100.0
468768,,-100.0
468770,,-100.0
468773,,-100.0
468799,,-100.0
468803,,-100.0
468816,,-100.0
468820,,-100.0
468833,,-100.0
468892,,-100.0
468927,,-100.0
468982,,-100.0
469016,,-100.0
469517,,-100.0
469537,,-100.0
469552,,-100.0
469566,,-100.0
469569,,-100.0
469583,,-100.0
470001,,-100.0
470017,,-100.0
470020,,-100.0
470033,,-100.0
470037,,-100.0
470050,,-100.0
470054,,-100.0
470066,,-100.0
470585,,-100.0
470600,,-100.0
470603,,-100.0
470617,,-100.0
470621,,-100.0
470635,,-100.0
470817,,-100.0
470834,,-100.0
470835,,-100.0
470837,,-100.0
470849,,-100.0
470853,,-100.0
470862,,-100.0
470866,,-100.0
470990,,-100.0
471006,,-100.0
471081,,-100.0
471111,,-100.0
471121,,-100.0
471144,,-100.0
471161,,-100.0
471190,,-100.0
471191,,-100.0
471206,,-100.0
471224,,-100.0
471235,,-100.0
471271,,-100.0
471307,,-100.0
471357,,-100.0
471399,,-100.0
471490,,-100.0
471540,,-100.0
471562,,-100.0
471647,,-100.0
471681,,-100.0
471720,,-100.0
471763,,-100.0
471795,,-100.0
471821,,-100.0
471894,,-100.0
471945,,-100.0
471974,,-100.0
472010,,-100.0
472088,,-100.0
472173,,-100.0
472193,,-100.0
472334,,-100.0
472368,,-100.0
472373,,-100.0
472390,,-100.0
472402,,-100.0
472410,,-100.0
472425,,-100.0
472450,,-100.0
472459,,-100.0
472473,,-100.0
472483,,-100.0
472487,,-100.0
472496,,-100.0
472518,,-100.0
472565,,-100.0
472598,,-100.0
472631,,-100.0
472668,,-100.0
472703,,-100.0
472728,,-100.0
472734,,-100.0
472735,,-100.0
472744,,-100.0
472757,,-100.0
472766,,-100.0
472777,,-100.0
472778,,-100.0
472786,,-100.0
472801,,-100.0
472815,,-100.0
472974,,-100.0
472987,,-100.0
473061,,-100.0
473100,,-100.0
473137,,-100.0
473160,,-100.0
473183,,-100.0
474903,,-100.0
474927,,-100.0
474957,,-100.0
474985,,-100.0
475057,,-100.0
475114,,-100.0
475186,,-100.0
475226,,-100.0
475263,,-100.0
475322,,-100.0
475362,,-100.0
475447,,-100.0
475471,,-100.0
475516,,-100.0
475533,,-100.0
475583,,-100.0
475604,,-100.0
475638,,-100.0
475675,,-100.0
475712,,-100.0
475763,,-100.0
475854,,-100.0
475888,,-100.0
475932,,-100.0
479395,,-100.0
479407,,-100.0
479428,,-100.0
479439,,-100.0
479451,,-100.0
479488,,-100.0
479500,,-100.0
479539,,-100.0
479662,,-100.0
479673,,-100.0
479685,,-100.0
479705,,-100.0
479716,,-100.0
479722,,-100.0
479732,,-100.0
479739,,-100.0
479749,,-100.0
479755,,-100.0
479783,,-100.0
479789,,-100.0
479814,,-100.0
479822,,-100.0
479834,,-100.0
479839,,-100.0
479965,,-100.0
479972,,-100.0
480000,,-100.0
480006,,-100.0
480034,,-100.0
480041,,-100.0
480065,,-100.0
480074,,-100.0
480101,,-100.0
480109,,-100.0
480131,,-100.0
480138,,-100.0
480166,,-100.0
480173,,-100.0
480200,,-100.0
480205,,-100.0
480233,,-100.0
480239,,-100.0
480267,,-100.0
480272,,-100.0
480299,,-100.0
480305,,-100.0
480332,,-100.0
480339,,-100.0
480369,,-100.0
480376,,-100.0
480406,,-100.0
480417,,-100.0
480451,,-100.0
480465,,-100.0
480479,,-100.0
480484,,-100.0
480502,,-100.0
480506,,-100.0
480516,,-100.0
480522,,-100.0
480531,,-100.0
480532,,-100.0
480538,,-100.0
480548,,-100.0
480555,,-100.0
480556,,-100.0
480566,,-100.0
480572,,-100.0
480582,,-100.0
480592,,-100.0
480597,,-100.0
480607,,-100.0
480612,,-100.0
480622,,-100.0
480631,,-100.0
480638,,-100.0
480647,,-100.0
480655,,-100.0
480664,,-100.0
480672,,-100.0
480683,,-100.0
480688,,-100.0
480694,,-100.0
480699,,-100.0
480705,,-100.0
480714,,-100.0
480722,,-100.0
480732,,-100.0
480738,,-100.0
480750,,-100.0
480756,,-100.0
480765,,-100.0
480767,,-100.0
480771,,-100.0
480772,,-100.0
480781,,-100.0
480788,,-100.0
480791,,-100.0
480798,,-100.0
480799,,-100.0
480805,,-100.0
480807,,-100.0
480816,,-100.0
480821,,-100.0
480822,,-100.0
480831,,-100.0
480833,,-100.0
480839,,-100.0
480849,,-100.0
480855,,-100.0
480865,,-100.0
480872,,-100.0
