,AA6RYE4V0IBKM,AOEGJLWFISOZQ,AJE5OG666CBAC,ACOUEGRDJO7B6,A2LV5432PV1S3
92980,-100.0,-100.0,,-100.0,-100.0
93004,-100.0,-100.0,,-100.0,-100.0
93018,-100.0,-100.0,,-100.0,-100.0
93035,-100.0,-100.0,,-100.0,-100.0
93056,-100.0,-100.0,,-100.0,-100.0
93079,-100.0,-100.0,,-100.0,-100.0
93096,-100.0,-100.0,,-100.0,-100.0
93130,-100.0,-100.0,,-100.0,-100.0
93222,-100.0,-100.0,,-100.0,-100.0
93242,-100.0,-100.0,,-100.0,-100.0
93314,-100.0,-100.0,,-100.0,-100.0
93326,-100.0,-100.0,,-100.0,-100.0
93345,-100.0,-100.0,,-100.0,-100.0
93359,-100.0,-100.0,,-100.0,-100.0
93380,-100.0,-100.0,,-100.0,-100.0
93401,-100.0,-100.0,,-100.0,-100.0
93459,-100.0,-100.0,,-100.0,-100.0
93489,-100.0,-100.0,,-100.0,-100.0
93514,-100.0,-100.0,,-100.0,-100.0
93548,-100.0,-100.0,,-100.0,-100.0
93572,-100.0,-100.0,,-100.0,-100.0
93638,-100.0,-100.0,,-100.0,-100.0
93655,-100.0,-100.0,,-100.0,-100.0
93694,-100.0,-100.0,,-100.0,-100.0
93719,-100.0,-100.0,,-100.0,-100.0
93741,-100.0,-100.0,,-100.0,-100.0
93766,-100.0,-100.0,,-100.0,-100.0
93790,-100.0,-100.0,,-100.0,-100.0
93871,-100.0,-100.0,,-100.0,-100.0
93929,-100.0,-100.0,,-100.0,-100.0
93961,-100.0,-100.0,,-100.0,-100.0
93980,-100.0,-100.0,,-100.0,-100.0
94015,-100.0,-100.0,,-100.0,-100.0
94049,-100.0,-100.0,,-100.0,-100.0
94063,-100.0,-100.0,,-100.0,-100.0
94096,-100.0,-100.0,,-100.0,-100.0
94125,-100.0,-100.0,,-100.0,-100.0
94151,-100.0,-100.0,,-100.0,-100.0
94203,-100.0,-100.0,,-100.0,-100.0
94224,-100.0,-100.0,,-100.0,-100.0
94533,-100.0,-100.0,,-100.0,-100.0
94557,-100.0,-100.0,,-100.0,-100.0
94620,-100.0,-100.0,,-100.0,-100.0
94632,-100.0,-100.0,,-100.0,-100.0
94652,-100.0,-100.0,,-100.0,-100.0
94668,-100.0,-100.0,,-100.0,-100.0
94684,-100.0,-100.0,,-100.0,-100.0
94701,-100.0,-100.0,,-100.0,-100.0
94716,-100.0,-100.0,,-100.0,-100.0
94735,-100.0,-100.0,,-100.0,-100.0
94752,-100.0,-100.0,,-100.0,-100.0
94775,-100.0,-100.0,,-100.0,-100.0
94796,-100.0,-100.0,,-100.0,-100.0
94806,-100.0,-100.0,,-100.0,-100.0
94823,-100.0,-100.0,,-100.0,-100.0
94834,-100.0,-100.0,,-100.0,-100.0
94849,-100.0,-100.0,,-100.0,-100.0
94868,-100.0,-100.0,,-100.0,-100.0
94884,-100.0,-100.0,,-100.0,-100.0
94904,-100.0,-100.0,,-100.0,-100.0
94931,-100.0,-100.0,,-100.0,-100.0
94949,-100.0,-100.0,,-100.0,-100.0
94967,-100.0,-100.0,,-100.0,-100.0
94984,-100.0,-100.0,,-100.0,-100.0
94999,-100.0,-100.0,,-100.0,-100.0
95016,-100.0,-100.0,,-100.0,-100.0
95033,-100.0,-100.0,,-100.0,-100.0
95053,-100.0,-100.0,,-100.0,-100.0
95069,-100.0,-100.0,,-100.0,-100.0
95088,-100.0,-100.0,,-100.0,-100.0
95100,-100.0,-100.0,,-100.0,-100.0
95128,-100.0,-100.0,,-100.0,-100.0
95135,-100.0,-100.0,,-100.0,-100.0
95148,-100.0,-100.0,,-100.0,-100.0
95168,-100.0,-100.0,,-100.0,-100.0
95183,-100.0,-100.0,,-100.0,-100.0
95203,-100.0,-100.0,,-100.0,-100.0
95216,-100.0,-100.0,,-100.0,-100.0
95232,-100.0,-100.0,,-100.0,-100.0
95248,-100.0,-100.0,,-100.0,-100.0
95268,-100.0,-100.0,,-100.0,-100.0
95283,-100.0,-100.0,,-100.0,-100.0
95301,-100.0,-100.0,,-100.0,-100.0
95317,-100.0,-100.0,,-100.0,-100.0
95333,-100.0,-100.0,,-100.0,-100.0
95353,-100.0,-100.0,,-100.0,-100.0
95373,-100.0,-100.0,,-100.0,-100.0
95389,-100.0,-100.0,,-100.0,-100.0
95400,-100.0,-100.0,,-100.0,-100.0
95415,-100.0,-100.0,,-100.0,-100.0
95433,-100.0,-100.0,,-100.0,-100.0
95448,-100.0,-100.0,,-100.0,-100.0
95465,-100.0,-100.0,,-100.0,-100.0
95483,-100.0,-100.0,,-100.0,-100.0
95500,-100.0,-100.0,,-100.0,-100.0
95770,-100.0,-100.0,,-100.0,-100.0
95788,-100.0,-100.0,,-100.0,-100.0
95819,-100.0,-100.0,,-100.0,-100.0
95837,-100.0,-100.0,,-100.0,-100.0
95855,-100.0,-100.0,,-100.0,-100.0
95888,-100.0,-100.0,,-100.0,-100.0
96554,-100.0,-100.0,,-100.0,-100.0
96572,-100.0,-100.0,,-100.0,-100.0
96603,-100.0,-100.0,,-100.0,-100.0
96637,-100.0,-100.0,,-100.0,-100.0
96655,-100.0,-100.0,,-100.0,-100.0
96704,-100.0,-100.0,,-100.0,-100.0
97286,-100.0,-100.0,,-100.0,-100.0
97306,-100.0,-100.0,,-100.0,-100.0
97336,-100.0,-100.0,,-100.0,-100.0
97353,-100.0,-100.0,,-100.0,-100.0
97386,-100.0,-100.0,,-100.0,-100.0
97405,-100.0,-100.0,,-100.0,-100.0
97438,-100.0,-100.0,,-100.0,-100.0
97738,-100.0,-100.0,,-100.0,-100.0
97755,-100.0,-100.0,,-100.0,-100.0
97786,-100.0,-100.0,,-100.0,-100.0
97804,-100.0,-100.0,,-100.0,-100.0
97821,-100.0,-100.0,,-100.0,-100.0
97855,-100.0,-100.0,,-100.0,-100.0
99094,-100.0,-100.0,,-100.0,-100.0
99113,-100.0,-100.0,,-100.0,-100.0
99132,-100.0,-100.0,,-100.0,-100.0
99145,-100.0,-100.0,,-100.0,-100.0
99163,-100.0,-100.0,,-100.0,-100.0
99179,-100.0,-100.0,,-100.0,-100.0
99195,-100.0,-100.0,,-100.0,-100.0
99209,-100.0,-100.0,,-100.0,-100.0
99230,-100.0,-100.0,,-100.0,-100.0
99249,-100.0,-100.0,,-100.0,-100.0
99266,-100.0,-100.0,,-100.0,-100.0
99279,-100.0,-100.0,,-100.0,-100.0
99318,-100.0,-100.0,,-100.0,-100.0
99326,-100.0,-100.0,,-100.0,-100.0
99346,-100.0,-100.0,,-100.0,-100.0
99361,-100.0,-100.0,,-100.0,-100.0
99382,-100.0,-100.0,,-100.0,-100.0
99397,-100.0,-100.0,,-100.0,-100.0
99410,-100.0,-100.0,,-100.0,-100.0
99429,-100.0,-100.0,,-100.0,-100.0
99445,-100.0,-100.0,,-100.0,-100.0
99462,-100.0,-100.0,,-100.0,-100.0
99479,-100.0,-100.0,,-100.0,-100.0
99494,-100.0,-100.0,,-100.0,-100.0
99510,-100.0,-100.0,,-100.0,-100.0
99529,-100.0,-100.0,,-100.0,-100.0
99545,-100.0,-100.0,,-100.0,-100.0
99561,-100.0,-100.0,,-100.0,-100.0
99577,-100.0,-100.0,,-100.0,-100.0
99598,-100.0,-100.0,,-100.0,-100.0
99615,-100.0,-100.0,,-100.0,-100.0
99631,-100.0,-100.0,,-100.0,-100.0
99655,-100.0,-100.0,,-100.0,-100.0
99663,-100.0,-100.0,,-100.0,-100.0
99679,-100.0,-100.0,,-100.0,-100.0
99695,-100.0,-100.0,,-100.0,-100.0
99710,-100.0,-100.0,,-100.0,-100.0
99727,-100.0,-100.0,,-100.0,-100.0
99744,-100.0,-100.0,,-100.0,-100.0
99761,-100.0,-100.0,,-100.0,-100.0
99777,-100.0,-100.0,,-100.0,-100.0
99795,-100.0,-100.0,,-100.0,-100.0
99810,-100.0,-100.0,,-100.0,-100.0
99825,-100.0,-100.0,,-100.0,-100.0
99844,-100.0,-100.0,,-100.0,-100.0
99860,-100.0,-100.0,,-100.0,-100.0
99877,-100.0,-100.0,,-100.0,-100.0
99894,-100.0,-100.0,,-100.0,-100.0
99914,-100.0,-100.0,,-100.0,-100.0
99927,-100.0,-100.0,,-100.0,-100.0
99944,-100.0,-100.0,,-100.0,-100.0
99960,-100.0,-100.0,,-100.0,-100.0
99977,-100.0,-100.0,,-100.0,-100.0
99994,-100.0,-100.0,,-100.0,-100.0
100010,-100.0,-100.0,,-100.0,-100.0
100026,-100.0,-100.0,,-100.0,-100.0
100047,-100.0,-100.0,,-100.0,-100.0
100062,-100.0,-100.0,,-100.0,-100.0
100081,-100.0,-100.0,,-100.0,-100.0
100096,-100.0,-100.0,,-100.0,-100.0
100117,-100.0,-100.0,,-100.0,-100.0
100148,-100.0,-100.0,,-100.0,-100.0
100228,-100.0,-100.0,,-100.0,-100.0
100246,-100.0,-100.0,,-100.0,-100.0
100287,-100.0,-100.0,,-100.0,-100.0
100298,-100.0,-100.0,,-100.0,-100.0
100325,-100.0,-100.0,,-100.0,-100.0
100335,-100.0,-100.0,,-100.0,-100.0
100349,-100.0,-100.0,,-100.0,-100.0
100360,-100.0,-100.0,,-100.0,-100.0
100389,-100.0,-100.0,,-100.0,-100.0
100400,-100.0,-100.0,,-100.0,-100.0
100420,-100.0,-100.0,,-100.0,-100.0
100430,-100.0,-100.0,,-100.0,-100.0
100478,-100.0,-100.0,,-100.0,-100.0
100490,-100.0,-100.0,,-100.0,-100.0
100513,-100.0,-100.0,,-100.0,-100.0
100556,-100.0,-100.0,,-100.0,-100.0
100573,-100.0,-100.0,,-100.0,-100.0
100581,-100.0,-100.0,,-100.0,-100.0
100599,-100.0,-100.0,,-100.0,-100.0
100609,-100.0,-100.0,,-100.0,-100.0
100628,-100.0,-100.0,,-100.0,-100.0
100644,-100.0,-100.0,,-100.0,-100.0
100660,-100.0,-100.0,,-100.0,-100.0
100675,-100.0,-100.0,,-100.0,-100.0
100692,-100.0,-100.0,,-100.0,-100.0
100709,-100.0,-100.0,,-100.0,-100.0
100729,-100.0,-100.0,,-100.0,-100.0
100745,-100.0,-100.0,,-100.0,-100.0
100760,-100.0,-100.0,,-100.0,-100.0
100776,-100.0,-100.0,,-100.0,-100.0
100793,-100.0,-100.0,,-100.0,-100.0
100822,-100.0,-100.0,,-100.0,-100.0
100830,-100.0,-100.0,,-100.0,-100.0
100849,-100.0,-100.0,,-100.0,-100.0
100861,-100.0,-100.0,,-100.0,-100.0
100876,-100.0,-100.0,,-100.0,-100.0
100893,-100.0,-100.0,,-100.0,-100.0
100909,-100.0,-100.0,,-100.0,-100.0
100925,-100.0,-100.0,,-100.0,-100.0
100944,-100.0,-100.0,,-100.0,-100.0
100961,-100.0,-100.0,,-100.0,-100.0
100978,-100.0,-100.0,,-100.0,-100.0
100993,-100.0,-100.0,,-100.0,-100.0
101009,-100.0,-100.0,,-100.0,-100.0
101025,-100.0,-100.0,,-100.0,-100.0
103564,-100.0,-100.0,,-100.0,-100.0
103580,-100.0,-100.0,,-100.0,-100.0
103595,-100.0,-100.0,,-100.0,-100.0
103610,-100.0,-100.0,,-100.0,-100.0
103626,-100.0,-100.0,,-100.0,-100.0
103640,-100.0,-100.0,,-100.0,-100.0
103655,-100.0,-100.0,,-100.0,-100.0
103670,-100.0,-100.0,,-100.0,-100.0
103685,-100.0,-100.0,,-100.0,-100.0
104170,-100.0,-100.0,,-100.0,-100.0
104186,-100.0,-100.0,,-100.0,-100.0
104201,-100.0,-100.0,,-100.0,-100.0
104216,-100.0,-100.0,,-100.0,-100.0
104231,-100.0,-100.0,,-100.0,-100.0
107606,-100.0,-100.0,,-100.0,-100.0
107620,-99.0,-100.0,,-100.0,-100.0
107622,-99.0,-100.0,,-100.0,-100.0
107645,-98.0,-100.0,,-100.0,-100.0
107647,-98.0,-100.0,,-100.0,-100.0
107660,-97.0,-100.0,,-100.0,-100.0
107662,-97.0,-100.0,,-100.0,-100.0
107677,-96.0,-100.0,,-100.0,-100.0
107679,-96.0,-100.0,,-100.0,-100.0
107692,-95.0,-100.0,,-100.0,-100.0
107694,-95.0,-100.0,,-100.0,-100.0
107706,-93.0,-100.0,,-100.0,-100.0
107708,-93.0,-100.0,,-100.0,-100.0
107721,-92.0,-100.0,,-100.0,-100.0
107723,-92.0,-100.0,,-100.0,-100.0
107737,-91.0,-100.0,,-100.0,-100.0
107739,-91.0,-100.0,,-100.0,-100.0
107752,-90.0,-100.0,,-100.0,-100.0
107754,-90.0,-100.0,,-100.0,-100.0
107779,-89.0,-100.0,,-100.0,-100.0
107781,-89.0,-100.0,,-100.0,-100.0
107795,-88.0,-100.0,,-100.0,-100.0
107796,-88.0,-100.0,,-100.0,-100.0
107810,-87.0,-100.0,,-100.0,-100.0
107811,-87.0,-100.0,,-100.0,-100.0
107825,-86.0,-100.0,,-100.0,-100.0
108735,-86.0,-100.0,,-100.0,-100.0
108768,-86.0,-100.0,,-100.0,-100.0
108822,-86.0,-100.0,,-100.0,-100.0
108855,-86.0,-100.0,,-100.0,-100.0
108895,-86.0,-100.0,,-100.0,-100.0
108914,-86.0,-100.0,,-100.0,-100.0
108991,-86.0,-100.0,,-100.0,-100.0
109018,-86.0,-100.0,,-100.0,-100.0
109083,-86.0,-100.0,,-100.0,-100.0
109110,-86.0,-100.0,,-100.0,-100.0
109201,-86.0,-100.0,,-100.0,-100.0
109219,-86.0,-100.0,,-100.0,-100.0
109304,-86.0,-100.0,,-100.0,-100.0
109321,-85.0,-100.0,,-100.0,-100.0
109327,-85.0,-100.0,,-100.0,-100.0
109332,-85.0,-100.0,,-100.0,-100.0
109345,-84.0,-100.0,,-100.0,-100.0
109348,-84.0,-100.0,,-100.0,-100.0
109358,-83.5,-100.0,,-100.0,-100.0
109361,-83.0,-100.0,,-100.0,-100.0
109363,-83.0,-100.0,,-100.0,-100.0
109375,-81.0,-100.0,,-100.0,-100.0
109377,-81.0,-100.0,,-100.0,-100.0
109392,-80.0,-100.0,,-100.0,-100.0
109395,-80.0,-100.0,,-100.0,-100.0
109408,-79.0,-100.0,,-100.0,-100.0
109411,-79.0,-100.0,,-100.0,-100.0
109444,-79.0,-100.0,,-100.0,-100.0
109529,-79.0,-100.0,,-100.0,-100.0
109537,-79.0,-100.0,,-100.0,-100.0
109559,-79.0,-100.0,,-100.0,-100.0
109573,-79.0,-100.0,,-100.0,-100.0
109602,-79.0,-100.0,,-100.0,-100.0
109612,-79.0,-100.0,,-100.0,-100.0
109619,-79.0,-100.0,,-100.0,-100.0
109644,-79.0,-100.0,,-100.0,-100.0
109657,-79.0,-100.0,,-100.0,-100.0
109670,-79.0,-100.0,,-100.0,-100.0
109699,-79.0,-100.0,,-100.0,-100.0
109708,-79.0,-100.0,,-100.0,-100.0
109743,-79.0,-100.0,,-100.0,-100.0
109795,-79.0,-100.0,,-100.0,-100.0
109808,-79.0,-100.0,,-100.0,-100.0
109825,-79.0,-100.0,,-100.0,-100.0
109839,-79.0,-100.0,,-100.0,-100.0
109856,-79.0,-100.0,,-100.0,-100.0
109884,-79.0,-100.0,,-100.0,-100.0
109898,-79.0,-100.0,,-100.0,-100.0
109914,-79.0,-100.0,,-100.0,-100.0
109931,-79.0,-100.0,,-100.0,-100.0
109947,-79.0,-100.0,,-100.0,-100.0
109966,-79.0,-100.0,,-100.0,-100.0
109969,-79.0,-100.0,,-100.0,-100.0
109983,-79.0,-100.0,,-100.0,-100.0
109989,-79.0,-100.0,,-100.0,-100.0
109998,-79.0,-100.0,,-100.0,-100.0
110015,-79.0,-100.0,,-100.0,-100.0
110020,-79.0,-100.0,,-100.0,-100.0
110036,-79.0,-100.0,,-100.0,-100.0
110052,-79.0,-100.0,,-100.0,-100.0
110059,-79.0,-100.0,,-100.0,-100.0
110068,-79.0,-100.0,,-100.0,-100.0
110070,-79.0,-100.0,,-100.0,-100.0
110082,-79.0,-100.0,,-100.0,-100.0
110102,-79.0,-100.0,,-100.0,-100.0
110123,-79.0,-100.0,,-100.0,-100.0
110132,-79.0,-100.0,,-100.0,-100.0
110154,-79.0,-100.0,,-100.0,-100.0
110167,-79.0,-100.0,,-100.0,-100.0
110183,-79.0,-100.0,,-100.0,-100.0
110198,-79.0,-100.0,,-100.0,-100.0
110215,-79.0,-100.0,,-100.0,-100.0
110231,-79.0,-100.0,,-100.0,-100.0
110250,-79.0,-100.0,,-100.0,-100.0
110264,-79.0,-100.0,,-100.0,-100.0
110283,-79.0,-100.0,,-100.0,-100.0
110301,-79.0,-100.0,,-100.0,-100.0
110326,-79.0,-100.0,,-100.0,-100.0
110334,-79.0,-100.0,,-100.0,-100.0
110349,-79.0,-100.0,,-100.0,-100.0
110365,-79.0,-100.0,,-100.0,-100.0
110384,-79.0,-100.0,,-100.0,-100.0
110399,-79.0,-100.0,,-100.0,-100.0
110416,-79.0,-100.0,,-100.0,-100.0
110436,-79.0,-100.0,,-100.0,-100.0
110446,-79.0,-100.0,,-100.0,-100.0
110464,-79.0,-100.0,,-100.0,-100.0
110483,-79.0,-100.0,,-100.0,-100.0
110510,-79.0,-100.0,,-100.0,-100.0
110517,-79.0,-100.0,,-100.0,-100.0
110532,-79.0,-100.0,,-100.0,-100.0
110550,-79.0,-100.0,,-100.0,-100.0
110566,-79.0,-100.0,,-100.0,-100.0
110755,-79.0,-100.0,,-100.0,-100.0
110768,-79.5,-100.0,,-100.0,-100.0
110770,-80.0,-100.0,,-100.0,-100.0
110772,-80.0,-100.0,,-100.0,-100.0
110788,-80.5,-100.0,,-100.0,-100.0
110794,-81.0,-100.0,,-100.0,-100.0
110796,-81.0,-100.0,,-100.0,-100.0
110810,-82.0,-100.0,,-100.0,-100.0
110813,-82.0,-100.0,,-100.0,-100.0
110820,-83.0,-100.0,,-100.0,-100.0
110825,-84.0,-100.0,,-100.0,-100.0
110828,-84.0,-100.0,,-100.0,-100.0
110836,-84.5,-100.0,,-100.0,-100.0
110841,-85.0,-100.0,,-100.0,-100.0
110842,-85.0,-100.0,,-100.0,-100.0
110853,-85.5,-100.0,,-100.0,-100.0
110857,-86.0,-100.0,,-100.0,-100.0
110858,-86.0,-100.0,,-100.0,-100.0
110872,-87.0,-100.0,,-100.0,-100.0
110874,-87.0,-100.0,,-100.0,-100.0
110887,-88.0,-100.0,,-100.0,-100.0
110889,-88.0,-100.0,,-100.0,-100.0
110912,-89.0,-100.0,,-100.0,-100.0
110913,-89.0,-100.0,,-100.0,-100.0
110930,-90.0,-100.0,,-100.0,-100.0
110932,-90.0,-100.0,,-100.0,-100.0
110944,-91.0,-100.0,,-100.0,-100.0
110945,-91.0,-100.0,,-100.0,-100.0
110959,-92.0,-100.0,,-100.0,-100.0
110961,-92.0,-100.0,,-100.0,-100.0
110975,-94.0,-100.0,,-100.0,-100.0
110990,-95.0,-100.0,,-100.0,-100.0
110992,-95.0,-100.0,,-100.0,-100.0
111005,-96.0,-100.0,,-100.0,-100.0
111007,-96.0,-100.0,,-100.0,-100.0
111019,-97.0,-100.0,,-100.0,-100.0
111021,-97.0,-100.0,,-100.0,-100.0
111036,-98.0,-100.0,,-100.0,-100.0
111038,-98.0,-100.0,,-100.0,-100.0
111062,-99.0,-100.0,,-100.0,-100.0
111065,-99.0,-100.0,,-100.0,-100.0
111076,-100.0,-100.0,,-100.0,-100.0
111353,-100.0,-100.0,,-100.0,-100.0
111372,-100.0,-100.0,,-100.0,-100.0
111402,-100.0,-100.0,,-100.0,-100.0
111419,-100.0,-100.0,,-100.0,-100.0
111437,-100.0,-100.0,,-100.0,-100.0
111457,-100.0,-100.0,,-100.0,-100.0
111474,-100.0,-100.0,,-100.0,-100.0
111489,-100.0,-100.0,,-100.0,-100.0
111739,-100.0,-100.0,,-100.0,-100.0
111755,-100.0,-100.0,,-100.0,-100.0
111770,-100.0,-100.0,,-100.0,-100.0
111789,-100.0,-100.0,,-100.0,-100.0
111806,-100.0,-100.0,,-100.0,-100.0
111822,-100.0,-100.0,,-100.0,-100.0
111838,-100.0,-100.0,,-100.0,-100.0
111856,-100.0,-100.0,,-100.0,-100.0
111872,-100.0,-100.0,,-100.0,-100.0
112130,-100.0,-100.0,,-100.0,-100.0
112157,-100.0,-100.0,,-100.0,-100.0
112202,-100.0,-100.0,,-100.0,-100.0
112208,-100.0,-100.0,,-100.0,-100.0
112235,-100.0,-100.0,,-100.0,-100.0
112258,-100.0,-100.0,,-100.0,-100.0
112277,-100.0,-100.0,,-100.0,-100.0
112307,-100.0,-100.0,,-100.0,-100.0
112341,-100.0,-100.0,,-100.0,-100.0
112389,-100.0,-100.0,,-100.0,-100.0
112414,-100.0,-100.0,,-100.0,-100.0
112436,-100.0,-100.0,,-100.0,-100.0
112464,-100.0,-100.0,,-100.0,-100.0
112506,-100.0,-100.0,,-100.0,-100.0
112519,-100.0,-100.0,,-100.0,-100.0
112539,-100.0,-100.0,,-100.0,-100.0
112552,-100.0,-100.0,,-100.0,-100.0
112556,-100.0,-100.0,,-100.0,-100.0
112570,-100.0,-100.0,,-100.0,-100.0
112588,-100.0,-100.0,,-100.0,-100.0
112608,-100.0,-100.0,,-100.0,-100.0
112665,-100.0,-100.0,,-100.0,-100.0
112714,-100.0,-100.0,,-100.0,-100.0
112734,-100.0,-100.0,,-100.0,-100.0
112770,-100.0,-100.0,,-100.0,-100.0
112850,-100.0,-100.0,,-100.0,-100.0
112914,-100.0,-100.0,,-100.0,-100.0
112979,-100.0,-100.0,,-100.0,-100.0
113005,-100.0,-100.0,,-100.0,-100.0
113071,-100.0,-100.0,,-100.0,-100.0
113133,-100.0,-100.0,,-100.0,-100.0
113204,-100.0,-100.0,,-100.0,-100.0
114691,-100.0,-100.0,,-100.0,-100.0
114708,-100.0,-100.0,,-99.0,-100.0
114710,-100.0,-100.0,,-99.0,-100.0
114724,-100.0,-100.0,,-98.0,-100.0
114725,-100.0,-100.0,,-98.0,-100.0
114741,-100.0,-100.0,,-97.0,-100.0
114742,-100.0,-100.0,,-97.0,-100.0
114757,-100.0,-100.0,,-96.0,-100.0
114758,-100.0,-100.0,,-96.0,-100.0
114773,-100.0,-100.0,,-95.0,-100.0
114874,-100.0,-100.0,,-95.0,-100.0
114890,-100.0,-100.0,,-96.0,-100.0
114892,-100.0,-100.0,,-96.0,-100.0
114906,-100.0,-100.0,,-97.0,-100.0
114909,-100.0,-100.0,,-97.0,-100.0
114924,-100.0,-100.0,,-99.0,-100.0
114925,-100.0,-100.0,,-99.0,-100.0
114940,-100.0,-100.0,,-100.0,-100.0
115558,-100.0,-100.0,,-100.0,-100.0
115577,-100.0,-100.0,,-100.0,-100.0
115603,-100.0,-100.0,,-100.0,-100.0
115622,-100.0,-100.0,,-100.0,-100.0
115666,-100.0,-100.0,,-100.0,-100.0
115676,-100.0,-100.0,,-100.0,-100.0
115699,-100.0,-100.0,,-100.0,-100.0
115722,-100.0,-100.0,,-100.0,-100.0
115743,-100.0,-100.0,,-100.0,-100.0
115764,-100.0,-100.0,,-100.0,-100.0
115785,-100.0,-100.0,,-100.0,-100.0
115804,-100.0,-100.0,,-100.0,-100.0
115822,-100.0,-100.0,,-100.0,-100.0
115858,-100.0,-100.0,,-100.0,-100.0
115870,-100.0,-100.0,,-100.0,-100.0
115949,-100.0,-100.0,,-100.0,-100.0
116012,-100.0,-100.0,,-100.0,-100.0
116075,-100.0,-100.0,,-100.0,-100.0
116132,-100.0,-100.0,,-100.0,-100.0
116154,-100.0,-100.0,,-100.0,-100.0
116518,-100.0,-100.0,,-100.0,-100.0
116588,-100.0,-100.0,,-100.0,-100.0
116648,-100.0,-100.0,,-100.0,-100.0
116664,-100.0,-100.0,,-100.0,-100.0
116686,-100.0,-100.0,,-100.0,-100.0
116703,-100.0,-100.0,,-100.0,-100.0
116721,-100.0,-100.0,,-100.0,-100.0
116744,-100.0,-100.0,,-100.0,-100.0
116789,-100.0,-100.0,,-100.0,-100.0
116821,-100.0,-100.0,,-100.0,-100.0
116858,-100.0,-100.0,,-100.0,-100.0
116871,-100.0,-100.0,,-100.0,-100.0
116895,-100.0,-100.0,,-100.0,-100.0
116908,-100.0,-100.0,,-100.0,-100.0
116925,-100.0,-100.0,,-100.0,-100.0
116949,-100.0,-100.0,,-100.0,-100.0
116968,-100.0,-100.0,,-100.0,-100.0
116986,-100.0,-100.0,,-100.0,-100.0
117015,-100.0,-100.0,,-100.0,-100.0
117029,-100.0,-100.0,,-100.0,-100.0
117049,-100.0,-100.0,,-100.0,-100.0
117085,-100.0,-100.0,,-100.0,-100.0
117116,-100.0,-100.0,,-100.0,-100.0
117134,-100.0,-100.0,,-100.0,-100.0
117146,-100.0,-100.0,,-100.0,-100.0
117159,-100.0,-100.0,,-100.0,-100.0
117172,-100.0,-100.0,,-100.0,-100.0
117192,-100.0,-100.0,,-100.0,-100.0
117205,-100.0,-100.0,,-100.0,-100.0
117224,-100.0,-100.0,,-100.0,-100.0
117240,-100.0,-100.0,,-100.0,-100.0
117256,-100.0,-100.0,,-100.0,-100.0
117273,-100.0,-100.0,,-100.0,-100.0
117290,-100.0,-100.0,,-100.0,-100.0
117305,-100.0,-100.0,,-100.0,-100.0
117324,-100.0,-100.0,,-100.0,-100.0
117340,-100.0,-100.0,,-100.0,-100.0
117357,-100.0,-100.0,,-100.0,-100.0
117391,-100.0,-100.0,,-100.0,-100.0
117400,-100.0,-100.0,,-100.0,-100.0
117411,-100.0,-100.0,,-100.0,-100.0
117424,-100.0,-100.0,,-100.0,-100.0
117442,-100.0,-100.0,,-100.0,-100.0
117456,-100.0,-100.0,,-100.0,-100.0
117473,-100.0,-100.0,,-100.0,-100.0
117488,-100.0,-100.0,,-100.0,-100.0
117508,-100.0,-100.0,,-100.0,-100.0
117524,-100.0,-100.0,,-100.0,-100.0
117540,-100.0,-100.0,,-100.0,-100.0
117556,-100.0,-100.0,,-100.0,-100.0
117576,-100.0,-100.0,,-100.0,-100.0
117589,-100.0,-100.0,,-100.0,-100.0
117605,-100.0,-100.0,,-100.0,-100.0
117624,-100.0,-100.0,,-100.0,-100.0
117640,-100.0,-100.0,,-100.0,-100.0
117657,-100.0,-100.0,,-100.0,-100.0
117678,-100.0,-100.0,,-100.0,-100.0
117694,-100.0,-100.0,,-100.0,-100.0
117710,-100.0,-100.0,,-100.0,-100.0
117727,-100.0,-100.0,,-100.0,-100.0
117741,-100.0,-100.0,,-100.0,-100.0
117756,-100.0,-100.0,,-100.0,-100.0
117776,-100.0,-100.0,,-100.0,-100.0
117790,-100.0,-100.0,,-100.0,-100.0
117805,-100.0,-100.0,,-100.0,-100.0
117821,-100.0,-100.0,,-100.0,-100.0
117844,-100.0,-100.0,,-100.0,-100.0
117858,-100.0,-100.0,,-100.0,-100.0
117872,-100.0,-100.0,,-100.0,-100.0
117895,-100.0,-100.0,,-100.0,-100.0
117909,-100.0,-100.0,,-100.0,-100.0
117931,-100.0,-100.0,,-100.0,-100.0
117970,-100.0,-100.0,,-100.0,-100.0
141655,-100.0,-100.0,,-100.0,-100.0
141671,-100.0,-100.0,,-100.0,-100.0
141685,-100.0,-100.0,,-100.0,-100.0
141700,-100.0,-100.0,,-100.0,-100.0
141716,-100.0,-100.0,,-100.0,-100.0
141731,-100.0,-100.0,,-100.0,-100.0
141746,-100.0,-100.0,,-100.0,-100.0
141761,-100.0,-100.0,,-100.0,-100.0
143569,-100.0,-100.0,,-100.0,-100.0
143602,-100.0,-100.0,,-100.0,-100.0
143638,-100.0,-100.0,,-100.0,-100.0
143669,-100.0,-100.0,,-100.0,-100.0
143817,-100.0,-100.0,,-100.0,-100.0
143854,-100.0,-100.0,,-100.0,-100.0
143884,-100.0,-100.0,,-100.0,-100.0
144766,-100.0,-100.0,,-100.0,-100.0
144787,-100.0,-100.0,,-100.0,-100.0
144817,-100.0,-100.0,,-100.0,-100.0
