,AA6RYE4V0IBKM,AOEGJLWFISOZQ,AJE5OG666CBAC,ACOUEGRDJO7B6,A2LV5432PV1S3
172488,-85.0,-100.0,,-91.0,-100.0
172491,-85.0,-100.0,,-91.0,-100.0
172503,-85.0,-100.0,,-91.5,-100.0
172509,-85.0,-100.0,,-92.0,-100.0
172510,-85.0,-100.0,,-92.0,-100.0
172523,-85.0,-100.0,,-92.5,-100.0
172525,-85.0,-100.0,,-93.0,-100.0
172527,-85.0,-100.0,,-93.0,-100.0
172533,-85.0,-100.0,,-93.5,-100.0
172542,-85.0,-100.0,,-94.0,-100.0
172543,-85.0,-100.0,,-94.0,-100.0
172556,-85.0,-100.0,,-94.5,-100.0
172558,-85.0,-100.0,,-95.0,-100.0
172559,-85.0,-100.0,,-95.0,-100.0
172564,-85.0,-100.0,,-95.33333333333333,-100.0
172568,-85.0,-100.0,,-95.66666666666667,-100.0
172575,-85.0,-100.0,,-96.0,-100.0
172576,-85.0,-100.0,,-96.0,-100.0
172578,-85.0,-100.0,,-96.5,-100.0
172592,-85.0,-100.0,,-97.0,-100.0
172593,-85.0,-100.0,,-97.0,-100.0
172599,-85.0,-100.0,,-98.0,-100.0
172608,-85.0,-100.0,,-99.0,-100.0
172610,-85.0,-100.0,,-99.0,-100.0
172615,-85.0,-100.0,,-99.0,-100.0
172628,-85.0,-100.0,,-99.0,-100.0
172633,-85.0,-100.0,,-99.0,-100.0
172648,-85.0,-100.0,,-99.0,-100.0
172651,-85.0,-100.0,,-99.0,-100.0
172656,-85.0,-100.0,,-99.0,-100.0
172671,-85.0,-100.0,,-99.0,-100.0
172683,-85.0,-100.0,,-99.0,-100.0
172690,-85.0,-100.0,,-99.0,-100.0
172700,-85.0,-100.0,,-99.0,-100.0
172716,-85.0,-100.0,,-99.0,-100.0
172719,-85.0,-100.0,,-99.0,-100.0
172726,-85.0,-100.0,,-99.0,-100.0
172729,-85.0,-100.0,,-99.25,-100.0
172735,-85.0,-100.0,,-99.5,-100.0
172737,-85.0,-100.0,,-99.75,-100.0
172742,-85.0,-100.0,,-100.0,-100.0
172747,-85.0,-100.0,,-100.0,-100.0
172748,-85.33333333333333,-100.0,,-100.0,-100.0
172752,-85.66666666666667,-100.0,,-100.0,-100.0
172762,-86.0,-100.0,,-100.0,-100.0
172765,-86.0,-100.0,,-100.0,-100.0
172768,-86.33333333333333,-100.0,,-100.0,-100.0
172769,-86.66666666666667,-100.0,,-100.0,-100.0
172776,-87.0,-100.0,,-100.0,-100.0
172778,-87.0,-100.0,,-100.0,-100.0
172779,-87.25,-100.0,,-100.0,-100.0
172783,-87.5,-100.0,,-100.0,-100.0
172785,-87.75,-100.0,,-100.0,-100.0
172791,-88.0,-100.0,,-100.0,-100.0
172793,-88.0,-100.0,,-100.0,-100.0
172795,-88.33333333333333,-100.0,,-100.0,-100.0
172804,-88.66666666666667,-100.0,,-100.0,-100.0
172808,-89.0,-100.0,,-100.0,-100.0
172809,-89.0,-100.0,,-100.0,-100.0
172819,-89.5,-100.0,,-100.0,-100.0
172822,-90.0,-100.0,,-100.0,-100.0
172825,-90.0,-100.0,,-100.0,-100.0
172827,-91.0,-100.0,,-100.0,-100.0
172837,-92.0,-100.0,,-100.0,-100.0
172841,-92.0,-100.0,,-100.0,-100.0
172852,-93.0,-100.0,,-100.0,-100.0
172854,-93.0,-100.0,,-100.0,-100.0
172860,-93.33333333333333,-100.0,,-100.0,-100.0
172865,-93.66666666666667,-100.0,,-100.0,-100.0
172870,-94.0,-100.0,,-100.0,-100.0
172872,-94.0,-100.0,,-100.0,-100.0
172878,-94.5,-100.0,,-100.0,-100.0
172894,-95.0,-100.0,,-100.0,-100.0
172898,-95.0,-100.0,,-100.0,-100.0
172902,-95.5,-100.0,,-100.0,-100.0
172909,-96.0,-100.0,,-100.0,-100.0
172911,-96.0,-100.0,,-100.0,-100.0
172912,-96.0,-100.0,,-100.0,-100.0
172916,-96.5,-100.0,,-100.0,-100.0
172925,-97.0,-100.0,,-100.0,-100.0
172928,-97.0,-100.0,,-100.0,-100.0
172930,-97.5,-100.0,,-100.0,-100.0
172941,-98.0,-100.0,,-100.0,-100.0
172944,-98.0,-100.0,,-100.0,-100.0
172952,-98.5,-100.0,,-100.0,-100.0
172955,-99.0,-100.0,,-100.0,-100.0
172957,-99.0,-100.0,,-100.0,-100.0
172967,-99.5,-100.0,,-100.0,-100.0
172970,-100.0,-100.0,,-100.0,-100.0
173005,-100.0,-100.0,,-100.0,-100.0
173019,-100.0,-100.0,,-100.0,-100.0
173049,-100.0,-100.0,,-100.0,-100.0
173075,-100.0,-100.0,,-100.0,-100.0
173083,-100.0,-100.0,,-100.0,-100.0
173102,-100.0,-100.0,,-100.0,-100.0
173119,-100.0,-100.0,,-100.0,-100.0
173124,-100.0,-100.0,,-100.0,-100.0
173133,-100.0,-100.0,,-100.0,-100.0
173138,-100.0,-100.0,,-100.0,-100.0
173150,-100.0,-100.0,,-100.0,-100.0
173167,-100.0,-100.0,,-100.0,-100.0
173184,-100.0,-100.0,,-100.0,-100.0
173201,-100.0,-100.0,,-100.0,-100.0
173218,-100.0,-100.0,,-100.0,-100.0
173230,-100.0,-100.0,,-100.0,-100.0
173240,-100.0,-100.0,,-100.0,-100.0
173299,-100.0,-100.0,,-100.0,-100.0
173310,-100.0,-100.0,,-100.0,-100.0
173337,-100.0,-100.0,,-100.0,-100.0
173349,-100.0,-100.0,,-100.0,-100.0
173376,-100.0,-100.0,,-100.0,-100.0
173387,-100.0,-100.0,,-100.0,-100.0
173424,-100.0,-100.0,,-100.0,-100.0
173434,-100.0,-100.0,,-100.0,-100.0
173468,-100.0,-100.0,,-100.0,-100.0
173485,-100.0,-100.0,,-100.0,-100.0
173497,-100.0,-100.0,,-100.0,-100.0
173501,-100.0,-100.0,,-100.0,-100.0
173515,-100.0,-100.0,,-100.0,-100.0
173517,-100.0,-100.0,,-100.0,-100.0
173520,-100.0,-100.0,,-100.0,-100.0
173533,-100.0,-100.0,,-100.0,-100.0
173534,-100.0,-100.0,,-100.0,-100.0
173540,-100.0,-100.0,,-100.0,-100.0
173550,-100.0,-100.0,,-100.0,-100.0
173551,-100.0,-100.0,,-100.0,-100.0
173566,-100.0,-100.0,,-100.0,-100.0
173570,-100.0,-100.0,,-100.0,-100.0
173578,-100.0,-100.0,,-100.0,-100.0
173586,-100.0,-100.0,,-100.0,-100.0
173594,-100.0,-100.0,,-100.0,-100.0
173601,-100.0,-100.0,,-100.0,-100.0
173610,-100.0,-100.0,,-100.0,-100.0
173616,-100.0,-100.0,,-100.0,-100.0
173629,-100.0,-100.0,,-100.0,-100.0
173643,-100.0,-100.0,,-100.0,-100.0
173651,-100.0,-100.0,,-100.0,-100.0
173658,-100.0,-100.0,,-100.0,-100.0
173664,-100.0,-100.0,,-100.0,-100.0
173675,-100.0,-100.0,,-100.0,-100.0
173681,-100.0,-100.0,,-100.0,-100.0
173692,-100.0,-100.0,,-100.0,-100.0
173700,-100.0,-100.0,,-100.0,-100.0
173709,-100.0,-100.0,,-100.0,-100.0
173716,-100.0,-100.0,,-100.0,-100.0
173728,-100.0,-100.0,,-100.0,-100.0
173735,-100.0,-100.0,,-100.0,-100.0
173744,-100.0,-100.0,,-100.0,-100.0
173751,-100.0,-100.0,,-100.0,-100.0
173762,-100.0,-100.0,,-100.0,-100.0
173783,-100.0,-100.0,,-100.0,-100.0
173791,-100.0,-100.0,,-100.0,-100.0
173796,-100.0,-100.0,,-100.0,-100.0
173810,-100.0,-100.0,,-100.0,-100.0
173832,-100.0,-100.0,,-100.0,-100.0
173843,-100.0,-100.0,,-100.0,-100.0
173847,-100.0,-100.0,,-100.0,-100.0
173859,-100.0,-100.0,,-100.0,-100.0
173865,-100.0,-100.0,,-100.0,-100.0
173874,-100.0,-100.0,,-100.0,-100.0
173880,-100.0,-100.0,,-100.0,-100.0
173894,-100.0,-100.0,,-100.0,-100.0
173899,-100.0,-100.0,,-100.0,-100.0
173907,-100.0,-100.0,,-100.0,-100.0
173914,-100.0,-100.0,,-100.0,-100.0
173927,-100.0,-100.0,,-100.0,-100.0
173932,-100.0,-100.0,,-100.0,-100.0
173942,-100.0,-100.0,,-100.0,-100.0
173948,-100.0,-100.0,,-100.0,-100.0
173959,-100.0,-100.0,,-100.0,-100.0
173965,-100.0,-100.0,,-100.0,-100.0
173976,-100.0,-100.0,,-100.0,-100.0
173981,-100.0,-100.0,,-100.0,-100.0
173991,-100.0,-100.0,,-100.0,-100.0
173997,-100.0,-100.0,,-100.0,-100.0
174009,-100.0,-100.0,,-100.0,-100.0
174013,-100.0,-100.0,,-100.0,-100.0
174024,-100.0,-100.0,,-100.0,-100.0
174029,-100.0,-100.0,,-100.0,-100.0
174043,-100.0,-100.0,,-100.0,-100.0
174068,-100.0,-100.0,,-100.0,-100.0
174075,-100.0,-100.0,,-100.0,-100.0
174080,-100.0,-100.0,,-100.0,-100.0
174092,-100.0,-100.0,,-100.0,-100.0
174096,-100.0,-100.0,,-100.0,-100.0
174109,-100.0,-100.0,,-100.0,-100.0
174114,-100.0,-100.0,,-100.0,-100.0
174124,-100.0,-100.0,,-100.0,-100.0
174131,-100.0,-100.0,,-100.0,-100.0
174144,-100.0,-100.0,,-100.0,-100.0
174165,-100.0,-100.0,,-100.0,-100.0
174175,-100.0,-100.0,,-100.0,-100.0
174180,-100.0,-100.0,,-100.0,-100.0
174193,-100.0,-100.0,,-100.0,-100.0
174198,-100.0,-100.0,,-100.0,-100.0
174212,-100.0,-100.0,,-100.0,-100.0
174231,-100.0,-100.0,,-100.0,-100.0
174243,-100.0,-100.0,,-100.0,-100.0
174247,-100.0,-100.0,,-100.0,-100.0
174260,-100.0,-100.0,,-100.0,-100.0
174285,-100.0,-100.0,,-100.0,-100.0
174292,-100.0,-100.0,,-100.0,-100.0
174296,-100.0,-100.0,,-100.0,-100.0
174307,-100.0,-100.0,,-100.0,-100.0
174315,-100.0,-100.0,,-100.0,-100.0
174324,-100.0,-100.0,,-100.0,-100.0
174330,-100.0,-100.0,,-100.0,-100.0
174344,-100.0,-100.0,,-100.0,-100.0
174348,-100.0,-100.0,,-100.0,-100.0
174359,-100.0,-100.0,,-100.0,-100.0
174381,-100.0,-100.0,,-100.0,-100.0
174390,-100.0,-100.0,,-100.0,-100.0
174398,-100.0,-100.0,,-100.0,-100.0
174409,-100.0,-100.0,,-100.0,-100.0
174414,-100.0,-100.0,,-100.0,-100.0
174424,-100.0,-100.0,,-100.0,-100.0
174430,-100.0,-100.0,,-100.0,-100.0
174442,-100.0,-100.0,,-100.0,-100.0
174470,-100.0,-100.0,,-100.0,-100.0
174478,-100.0,-100.0,,-100.0,-100.0
174497,-100.0,-100.0,,-100.0,-100.0
174509,-100.0,-100.0,,-100.0,-100.0
174532,-100.0,-100.0,,-100.0,-100.0
174548,-100.0,-100.0,,-100.0,-100.0
174595,-100.0,-100.0,,-100.0,-100.0
174607,-100.0,-100.0,,-100.0,-100.0
174646,-100.0,-100.0,,-100.0,-100.0
174659,-100.0,-100.0,,-100.0,-100.0
176413,-100.0,-100.0,,-100.0,-100.0
176447,-100.0,-100.0,,-100.0,-100.0
182802,-100.0,-100.0,,-100.0,-100.0
182828,-100.0,-100.0,,-100.0,-100.0
182968,-100.0,-100.0,,-100.0,-100.0
182989,-100.0,-100.0,,-100.0,-100.0
183129,-100.0,-100.0,,-100.0,-100.0
183146,-99.0,-100.0,,-100.0,-100.0
183147,-99.0,-100.0,,-100.0,-100.0
183158,-98.0,-100.0,,-100.0,-100.0
183161,-98.0,-100.0,,-100.0,-100.0
183173,-97.0,-100.0,,-100.0,-100.0
183175,-97.0,-100.0,,-100.0,-100.0
183188,-95.0,-100.0,,-100.0,-100.0
183190,-95.0,-100.0,,-100.0,-100.0
183205,-94.0,-100.0,,-100.0,-100.0
183207,-94.0,-100.0,,-100.0,-100.0
183220,-93.0,-100.0,,-100.0,-100.0
183244,-93.0,-100.0,,-100.0,-100.0
183304,-93.0,-100.0,,-100.0,-100.0
183382,-93.0,-100.0,,-100.0,-100.0
183400,-93.0,-100.0,,-100.0,-100.0
183477,-93.0,-100.0,,-100.0,-100.0
183492,-93.0,-100.0,,-100.0,-100.0
183504,-93.0,-100.0,,-100.0,-100.0
183528,-92.0,-100.0,,-100.0,-100.0
183531,-92.0,-100.0,,-100.0,-100.0
183542,-91.0,-100.0,,-100.0,-100.0
183544,-91.0,-100.0,,-100.0,-100.0
183560,-89.0,-100.0,,-100.0,-100.0
183561,-89.0,-100.0,,-100.0,-100.0
183574,-88.0,-100.0,,-100.0,-100.0
183576,-88.0,-100.0,,-100.0,-100.0
183588,-87.0,-100.0,,-100.0,-100.0
183591,-87.0,-100.0,,-100.0,-100.0
183605,-86.0,-100.0,,-100.0,-100.0
183620,-85.0,-100.0,,-100.0,-100.0
183624,-85.0,-100.0,,-100.0,-100.0
183640,-85.0,-100.0,,-100.0,-100.0
183653,-85.0,-100.0,,-100.0,-100.0
183670,-85.0,-100.0,,-100.0,-100.0
183689,-85.0,-100.0,,-100.0,-100.0
183714,-85.0,-100.0,,-100.0,-100.0
183757,-85.0,-100.0,,-100.0,-100.0
183775,-85.0,-100.0,,-100.0,-100.0
183813,-85.0,-100.0,,-100.0,-100.0
183830,-85.0,-100.0,,-100.0,-100.0
183858,-85.0,-100.0,,-100.0,-100.0
183868,-85.0,-100.0,,-100.0,-100.0
183898,-85.0,-100.0,,-100.0,-100.0
183908,-85.0,-100.0,,-100.0,-100.0
183941,-85.0,-100.0,,-100.0,-100.0
183950,-85.0,-100.0,,-100.0,-100.0
183982,-85.0,-100.0,,-100.0,-100.0
183988,-85.0,-100.0,,-100.0,-100.0
184000,-85.0,-100.0,,-100.0,-100.0
184031,-85.0,-100.0,,-100.0,-100.0
184042,-85.0,-100.0,,-100.0,-100.0
184071,-85.0,-100.0,,-100.0,-100.0
184082,-85.0,-100.0,,-100.0,-100.0
184092,-85.0,-100.0,,-100.0,-100.0
184099,-85.0,-100.0,,-100.0,-100.0
184100,-85.0,-100.0,,-100.0,-100.0
184114,-85.0,-100.0,,-100.0,-100.0
184129,-85.0,-100.0,,-100.0,-100.0
184147,-85.0,-100.0,,-100.0,-100.0
184191,-85.0,-100.0,,-100.0,-100.0
184204,-85.0,-100.0,,-100.0,-100.0
184229,-85.0,-100.0,,-100.0,-100.0
184232,-85.0,-100.0,,-100.0,-100.0
184242,-85.0,-100.0,,-100.0,-100.0
184251,-85.0,-100.0,,-99.5,-100.0
184259,-85.0,-100.0,,-99.0,-100.0
184260,-85.0,-100.0,,-99.0,-100.0
184268,-85.0,-100.0,,-98.5,-100.0
184275,-85.0,-100.0,,-98.0,-100.0
184276,-85.0,-100.0,,-98.0,-100.0
184277,-85.0,-100.0,,-97.5,-100.0
184292,-85.0,-100.0,,-97.0,-100.0
184294,-85.0,-100.0,,-97.0,-100.0
184300,-85.0,-100.0,,-96.66666666666667,-100.0
184302,-85.0,-100.0,,-96.33333333333333,-100.0
184308,-85.0,-100.0,,-96.0,-100.0
184310,-85.0,-100.0,,-96.0,-100.0
184311,-85.0,-100.0,,-95.66666666666667,-100.0
184317,-85.0,-100.0,,-95.33333333333333,-100.0
184325,-85.0,-100.0,,-95.0,-100.0
184327,-85.0,-100.0,,-95.0,-100.0
184331,-85.0,-100.0,,-94.5,-100.0
184342,-85.0,-100.0,,-94.0,-100.0
184344,-85.0,-100.0,,-94.0,-100.0
184356,-85.0,-100.0,,-93.5,-100.0
184359,-85.0,-100.0,,-93.0,-100.0
184360,-85.0,-100.0,,-93.0,-100.0
184364,-85.0,-100.0,,-92.0,-100.0
184375,-85.0,-100.0,,-91.0,-100.0
184390,-85.0,-100.0,,-91.0,-100.0
184415,-85.0,-100.0,,-91.0,-100.0
184437,-85.0,-100.0,,-91.0,-100.0
184453,-85.0,-100.0,,-91.0,-100.0
184475,-85.0,-100.0,,-91.0,-100.0
184489,-85.0,-100.0,,-91.0,-100.0
184498,-85.0,-100.0,,-91.0,-100.0
184517,-85.0,-100.0,,-91.0,-100.0
184531,-85.0,-100.0,,-91.0,-100.0
184548,-85.0,-100.0,,-91.0,-100.0
184555,-85.0,-100.0,,-91.0,-100.0
184564,-85.0,-100.0,,-91.0,-100.0
184565,-85.0,-100.0,,-91.0,-100.0
184582,-85.0,-100.0,,-91.0,-100.0
184595,-85.0,-100.0,,-91.0,-100.0
184608,-85.0,-100.0,,-91.0,-100.0
184630,-85.0,-100.0,,-91.0,-100.0
184649,-85.0,-100.0,,-91.0,-100.0
184670,-85.0,-100.0,,-91.0,-100.0
184685,-85.0,-100.0,,-91.0,-100.0
184729,-85.0,-100.0,,-91.0,-100.0
184739,-85.0,-100.0,,-91.0,-100.0
184744,-85.0,-100.0,,-91.0,-100.0
184750,-85.0,-100.0,,-91.0,-100.0
184761,-85.0,-100.0,,-91.0,-100.0
184768,-85.0,-100.0,,-91.0,-100.0
184777,-85.0,-100.0,,-91.0,-100.0
184784,-85.0,-100.0,,-91.0,-100.0
184788,-85.0,-100.0,,-91.0,-100.0
184795,-85.0,-100.0,,-91.0,-100.0
184803,-85.0,-100.0,,-91.0,-100.0
184816,-85.0,-100.0,,-91.0,-100.0
184820,-85.0,-100.0,,-91.0,-100.0
184831,-85.0,-100.0,,-91.0,-100.0
184838,-85.0,-100.0,,-91.0,-100.0
184871,-85.0,-100.0,,-91.0,-100.0
184886,-85.0,-100.0,,-91.0,-100.0
184935,-85.0,-100.0,,-91.0,-100.0
184956,-85.0,-100.0,,-91.0,-100.0
184999,-85.0,-100.0,,-91.0,-100.0
185018,-85.0,-100.0,,-91.0,-100.0
185036,-85.0,-100.0,,-91.0,-100.0
185045,-85.0,-100.0,,-91.0,-100.0
185050,-85.0,-100.0,,-91.0,-100.0
185056,-85.0,-100.0,,-91.0,-100.0
185066,-85.0,-100.0,,-91.0,-100.0
185081,-85.0,-100.0,,-91.0,-100.0
185084,-85.0,-100.0,,-91.0,-100.0
185094,-85.0,-100.0,,-91.0,-100.0
185119,-85.0,-100.0,,-91.0,-100.0
185129,-85.0,-100.0,,-91.0,-100.0
185151,-85.0,-100.0,,-91.0,-100.0
185160,-85.0,-100.0,,-91.0,-100.0
185166,-85.0,-100.0,,-91.0,-100.0
185179,-85.0,-100.0,,-91.0,-100.0
185206,-85.0,-100.0,,-91.0,-100.0
185216,-85.0,-100.0,,-91.0,-100.0
185239,-85.0,-100.0,,-91.0,-100.0
185251,-85.0,-100.0,,-91.0,-100.0
185266,-85.0,-100.0,,-91.0,-100.0
185276,-85.0,-100.0,,-91.0,-100.0
185285,-85.0,-100.0,,-91.0,-100.0
185298,-85.0,-100.0,,-91.0,-100.0
185302,-85.0,-100.0,,-91.0,-100.0
185317,-85.0,-100.0,,-91.0,-100.0
185318,-85.0,-100.0,,-91.0,-100.0
185327,-85.0,-100.0,,-91.0,-100.0
185333,-85.0,-100.0,,-91.0,-100.0
185336,-85.0,-100.0,,-91.0,-100.0
185345,-85.0,-100.0,,-91.0,-100.0
185349,-85.0,-100.0,,-91.0,-100.0
185361,-85.0,-100.0,,-91.0,-100.0
185365,-85.0,-100.0,,-91.0,-100.0
185377,-85.0,-100.0,,-91.0,-100.0
185382,-85.0,-100.0,,-91.0,-100.0
185396,-85.0,-100.0,,-91.0,-100.0
185402,-85.0,-100.0,,-91.0,-100.0
185413,-85.0,-100.0,,-91.0,-100.0
185417,-85.0,-100.0,,-91.0,-100.0
185431,-85.0,-100.0,,-91.0,-100.0
185448,-85.0,-100.0,,-91.0,-100.0
185459,-85.0,-100.0,,-91.0,-100.0
185464,-85.0,-100.0,,-91.0,-100.0
185477,-85.0,-100.0,,-91.0,-100.0
185482,-85.0,-100.0,,-91.0,-100.0
185494,-85.0,-100.0,,-91.0,-100.0
185498,-85.0,-100.0,,-91.0,-100.0
185514,-85.0,-100.0,,-91.0,-100.0
185519,-85.0,-100.0,,-91.0,-100.0
185537,-85.0,-100.0,,-91.0,-100.0
185549,-85.0,-100.0,,-91.0,-100.0
185556,-85.0,-100.0,,-91.0,-100.0
185564,-85.0,-100.0,,-91.0,-100.0
185569,-85.0,-100.0,,-91.0,-100.0
185580,-85.0,-100.0,,-91.0,-100.0
185586,-85.0,-100.0,,-91.0,-100.0
185593,-85.0,-100.0,,-91.0,-100.0
185598,-85.0,-100.0,,-91.0,-100.0
185599,-85.0,-100.0,,-91.0,-100.0
185610,-85.0,-100.0,,-91.0,-100.0
185615,-85.0,-100.0,,-91.0,-100.0
185616,-85.0,-100.0,,-91.0,-100.0
185627,-85.0,-100.0,,-91.0,-100.0
185630,-85.0,-100.0,,-91.0,-100.0
185632,-85.0,-100.0,,-91.0,-100.0
185643,-85.0,-100.0,,-91.0,-100.0
185648,-85.0,-100.0,,-91.0,-100.0
185651,-85.0,-100.0,,-91.0,-100.0
185659,-85.0,-100.0,,-91.0,-100.0
185664,-85.0,-100.0,,-91.0,-100.0
185677,-85.0,-100.0,,-91.0,-100.0
185681,-85.0,-100.0,,-91.0,-100.0
185693,-85.0,-100.0,,-91.0,-100.0
185697,-85.0,-100.0,,-91.0,-100.0
185710,-85.0,-100.0,,-91.0,-100.0
185715,-85.0,-100.0,,-91.0,-100.0
185727,-85.0,-100.0,,-91.0,-100.0
185732,-85.0,-100.0,,-91.0,-100.0
185744,-85.0,-100.0,,-91.0,-100.0
185748,-85.0,-100.0,,-91.0,-100.0
185761,-85.0,-100.0,,-91.0,-100.0
185767,-85.0,-100.0,,-91.0,-100.0
185778,-85.0,-100.0,,-91.0,-100.0
185782,-85.0,-100.0,,-91.0,-100.0
185794,-85.0,-100.0,,-91.0,-100.0
185798,-85.0,-100.0,,-91.0,-100.0
185810,-85.0,-100.0,,-91.0,-100.0
185815,-85.0,-100.0,,-91.0,-100.0
185827,-85.0,-100.0,,-91.0,-100.0
185831,-85.0,-100.0,,-91.0,-100.0
185844,-85.0,-100.0,,-91.0,-100.0
185849,-85.0,-100.0,,-91.0,-100.0
185850,-85.0,-100.0,,-91.0,-100.0
185860,-85.0,-100.0,,-91.0,-100.0
185865,-85.0,-100.0,,-91.0,-100.0
185869,-85.0,-100.0,,-91.0,-100.0
185877,-85.0,-100.0,,-91.0,-100.0
185883,-85.0,-100.0,,-91.0,-100.0
185889,-85.0,-100.0,,-91.0,-100.0
185895,-85.0,-100.0,,-91.0,-100.0
185900,-85.0,-100.0,,-91.0,-100.0
185902,-85.0,-100.0,,-91.0,-100.0
185914,-85.0,-100.0,,-91.0,-100.0
185917,-85.0,-100.0,,-91.0,-100.0
185928,-85.0,-100.0,,-91.0,-100.0
185953,-85.0,-100.0,,-91.0,-100.0
185982,-85.0,-100.0,,-91.0,-100.0
185984,-85.0,-100.0,,-91.0,-100.0
185996,-85.0,-100.0,,-91.0,-100.0
186000,-85.0,-100.0,,-91.0,-100.0
186010,-85.0,-100.0,,-91.0,-100.0
186018,-85.0,-100.0,,-91.0,-100.0
186027,-85.0,-100.0,,-91.0,-100.0
186032,-85.0,-100.0,,-91.0,-100.0
186043,-85.0,-100.0,,-91.0,-100.0
186048,-85.0,-100.0,,-91.0,-100.0
186059,-85.0,-100.0,,-91.0,-100.0
186064,-85.0,-100.0,,-91.0,-100.0
186075,-85.0,-100.0,,-91.0,-100.0
186082,-85.0,-100.0,,-91.0,-100.0
186095,-85.0,-100.0,,-91.0,-100.0
186101,-85.0,-100.0,,-91.0,-100.0
186114,-85.0,-100.0,,-91.0,-100.0
186120,-85.0,-100.0,,-91.0,-100.0
186127,-85.0,-100.0,,-91.0,-100.0
186134,-85.0,-100.0,,-91.0,-100.0
186138,-85.0,-100.0,,-91.0,-100.0
186143,-85.0,-100.0,,-91.0,-100.0
186149,-85.0,-100.0,,-91.0,-100.0
186153,-85.0,-100.0,,-91.0,-100.0
186160,-85.0,-100.0,,-91.0,-100.0
186168,-85.0,-100.0,,-91.0,-100.0
186183,-85.0,-100.0,,-91.0,-100.0
186184,-85.0,-100.0,,-91.0,-100.0
186195,-85.0,-100.0,,-91.0,-100.0
186199,-85.0,-100.0,,-91.0,-100.0
186213,-85.0,-100.0,,-91.0,-100.0
186234,-85.0,-100.0,,-91.0,-100.0
186243,-85.0,-100.0,,-91.0,-100.0
186248,-85.0,-100.0,,-91.0,-100.0
186260,-85.0,-100.0,,-91.0,-100.0
186266,-85.0,-100.0,,-91.0,-100.0
186276,-85.0,-100.0,,-91.0,-100.0
186283,-85.0,-100.0,,-91.0,-100.0
186296,-85.0,-100.0,,-91.0,-100.0
186332,-85.0,-100.0,,-91.0,-100.0
186346,-85.0,-100.0,,-91.0,-100.0
186351,-85.0,-100.0,,-91.0,-100.0
186364,-85.0,-100.0,,-91.0,-100.0
186370,-85.0,-100.0,,-91.0,-100.0
186384,-85.0,-100.0,,-91.0,-100.0
186401,-85.0,-100.0,,-91.0,-100.0
186436,-85.0,-100.0,,-91.0,-100.0
186447,-85.0,-100.0,,-91.0,-100.0
186470,-85.0,-100.0,,-91.0,-100.0
186481,-85.0,-100.0,,-91.0,-100.0
186497,-85.0,-100.0,,-91.0,-100.0
186513,-85.0,-100.0,,-91.0,-100.0
186533,-85.0,-100.0,,-91.0,-100.0
186534,-85.0,-100.0,,-91.0,-100.0
186542,-85.0,-100.0,,-91.0,-100.0
186548,-85.0,-100.0,,-91.0,-100.0
186552,-85.0,-100.0,,-91.0,-100.0
186559,-85.0,-100.0,,-91.0,-100.0
186563,-85.0,-100.0,,-91.0,-100.0
186571,-85.0,-100.0,,-91.0,-100.0
186575,-85.0,-100.0,,-91.0,-100.0
186579,-85.0,-100.0,,-91.0,-100.0
186583,-85.0,-100.0,,-91.0,-100.0
186591,-85.0,-100.0,,-91.0,-100.0
186595,-85.0,-100.0,,-91.0,-100.0
186604,-85.0,-100.0,,-91.0,-100.0
186611,-85.0,-100.0,,-91.0,-100.0
186614,-85.0,-100.0,,-91.0,-100.0
186623,-85.0,-100.0,,-91.0,-100.0
186626,-85.0,-100.0,,-91.0,-100.0
186630,-85.0,-100.0,,-91.0,-100.0
186643,-85.0,-100.0,,-91.0,-100.0
186646,-85.0,-100.0,,-91.0,-100.0
186658,-85.0,-100.0,,-91.0,-100.0
186663,-85.0,-100.0,,-91.0,-100.0
186675,-85.0,-100.0,,-91.0,-100.0
186678,-85.0,-100.0,,-91.0,-100.0
186691,-85.0,-100.0,,-91.0,-100.0
186694,-85.0,-100.0,,-91.0,-100.0
186714,-85.0,-100.0,,-91.0,-100.0
186732,-85.0,-100.0,,-91.0,-100.0
186742,-85.0,-100.0,,-91.0,-100.0
186746,-85.0,-100.0,,-91.0,-100.0
186759,-85.0,-100.0,,-91.0,-100.0
186761,-85.0,-100.0,,-91.0,-100.0
186766,-85.0,-100.0,,-91.0,-100.0
186775,-85.0,-100.0,,-91.0,-100.0
186778,-85.0,-100.0,,-91.0,-100.0
186787,-85.0,-100.0,,-91.0,-100.0
186791,-85.0,-100.0,,-91.0,-100.0
186795,-85.0,-100.0,,-91.0,-100.0
186806,-85.0,-100.0,,-91.0,-100.0
186810,-85.0,-100.0,,-91.0,-100.0
186814,-85.0,-100.0,,-91.0,-100.0
186818,-85.0,-100.0,,-91.0,-100.0
186826,-85.0,-100.0,,-91.0,-100.0
186832,-85.0,-100.0,,-91.0,-100.0
186837,-85.0,-100.0,,-91.0,-100.0
186843,-85.0,-100.0,,-91.0,-100.0
186846,-85.0,-100.0,,-91.0,-100.0
186858,-85.0,-100.0,,-91.0,-100.0
186861,-85.0,-100.0,,-91.0,-100.0
186875,-85.0,-100.0,,-91.0,-100.0
186879,-85.0,-100.0,,-91.0,-100.0
186891,-85.0,-100.0,,-91.0,-100.0
186896,-85.0,-100.0,,-91.0,-100.0
186911,-85.0,-100.0,,-91.0,-100.0
186930,-85.0,-100.0,,-91.0,-100.0
