,AZSSG2REHDX18,AYYSG3O9FNU15,AOEGJLWFISOZQ,AU2980AA60A2C,A93LDI16XJWI8
295868,-87.0,-88.94444444444444,-56.0,-91.0,-93.0
295883,-87.0,-88.96296296296296,-56.0,-91.0,-92.0
295900,-87.0,-88.98148148148148,-56.0,-91.0,-91.0
295911,-87.0,-89.0,-56.0,-91.0,-90.5
295916,-87.0,-89.25,-56.0,-91.0,-90.0
295934,-87.0,-89.5,-56.0,-91.0,-89.0
295950,-87.0,-89.75,-56.0,-91.0,-87.0
295952,-87.0,-90.0,-56.0,-91.0,-86.5
295966,-87.0,-90.66666666666667,-56.0,-91.0,-86.0
295983,-87.0,-91.33333333333333,-56.0,-91.0,-85.0
295993,-87.0,-92.0,-56.0,-91.0,-84.5
296000,-87.0,-92.02941176470588,-56.0,-91.0,-84.0
296011,-87.0,-92.05882352941177,-56.0,-91.0,-83.5
296016,-87.0,-92.08823529411765,-55.5,-91.0,-83.0
296029,-87.0,-92.11764705882354,-55.0,-91.0,-82.5
296033,-87.0,-92.1470588235294,-54.5,-91.0,-82.0
296045,-87.0,-92.17647058823529,-54.0,-91.0,-81.5
296050,-87.0,-92.20588235294117,-53.5,-91.0,-81.0
296062,-87.0,-92.23529411764706,-53.0,-91.0,-80.5
296066,-87.0,-92.26470588235294,-52.666666666666664,-91.0,-80.0
296075,-87.0,-92.29411764705883,-52.333333333333336,-91.0,-79.66666666666667
296078,-87.0,-92.32352941176471,-52.0,-91.0,-79.33333333333333
296083,-87.0,-92.3529411764706,-51.666666666666664,-91.0,-79.0
296091,-87.0,-92.38235294117646,-51.333333333333336,-91.0,-78.33333333333333
296095,-87.0,-92.41176470588235,-51.0,-91.0,-77.66666666666667
296100,-87.0,-92.44117647058823,-50.75,-91.0,-77.0
296102,-87.0,-92.47058823529412,-50.5,-91.0,-76.75
296107,-87.0,-92.5,-50.25,-91.0,-76.5
296111,-87.0,-92.52941176470588,-50.0,-91.0,-76.25
296116,-87.0,-92.55882352941177,-49.75,-91.0,-76.0
296122,-87.0,-92.58823529411765,-49.5,-91.0,-75.75
296124,-87.0,-92.61764705882354,-49.25,-91.0,-75.5
296128,-87.0,-92.6470588235294,-49.0,-91.0,-75.25
296133,-87.0,-92.67647058823529,-48.75,-91.0,-75.0
296139,-87.0,-92.70588235294117,-48.5,-91.0,-74.75
296141,-87.0,-92.73529411764706,-48.25,-91.0,-74.5
296145,-87.0,-92.76470588235294,-48.0,-91.0,-74.25
296150,-87.0,-92.79411764705883,-47.666666666666664,-91.0,-74.0
296158,-87.0,-92.82352941176471,-47.333333333333336,-91.0,-73.66666666666667
296161,-87.0,-92.8529411764706,-47.0,-91.0,-73.33333333333333
296166,-87.0,-92.88235294117646,-46.333333333333336,-91.0,-73.0
296170,-87.0,-92.91176470588235,-45.666666666666664,-91.0,-72.66666666666667
296178,-87.0,-92.94117647058823,-45.0,-91.0,-72.33333333333333
296183,-87.0,-92.97058823529412,-45.0,-91.0,-72.0
296197,-87.0,-93.0,-45.0,-91.0,-71.5
296200,-87.0,-93.2,-45.0,-91.0,-71.0
296204,-87.0,-93.4,-45.0,-91.0,-70.5
296216,-87.0,-93.6,-45.0,-91.0,-70.0
296233,-87.0,-93.8,-45.0,-91.0,-69.0
296238,-87.0,-94.0,-45.0,-91.0,-68.0
296250,-87.0,-94.5,-45.0,-91.0,-67.0
296266,-87.0,-95.0,-45.0,-91.0,-66.0
296272,-87.0,-95.5,-45.0,-91.0,-65.66666666666667
296280,-87.0,-96.0,-45.0,-91.0,-65.33333333333333
296283,-87.0,-97.0,-45.0,-91.0,-65.0
296300,-87.0,-98.0,-45.0,-91.0,-64.0
296320,-87.0,-99.0,-45.0,-91.0,-64.0
296345,-87.0,-99.0,-45.0,-91.0,-64.0
296362,-87.0,-99.0,-46.0,-91.0,-64.0
296379,-87.0,-99.0,-48.0,-91.0,-64.0
296395,-87.0,-99.0,-49.0,-91.0,-64.0
296412,-87.0,-99.0,-50.0,-91.0,-64.0
296428,-87.0,-99.0,-51.0,-91.0,-64.0
296435,-87.0,-99.0,-51.5,-91.0,-64.0
296446,-87.0,-99.0,-52.0,-90.0,-64.0
296470,-87.0,-99.0,-53.0,-89.0,-64.0
296479,-87.0,-99.0,-54.0,-88.66666666666667,-64.0
296495,-87.0,-99.0,-55.0,-88.33333333333333,-64.0
296499,-87.0,-99.0,-55.5,-88.0,-64.0
296512,-87.0,-99.0,-56.0,-87.66666666666667,-63.5
296517,-87.0,-99.0,-56.666666666666664,-87.33333333333333,-63.0
296521,-87.0,-99.0,-57.333333333333336,-87.0,-62.666666666666664
296528,-87.0,-99.0,-58.0,-87.0,-62.333333333333336
296533,-87.0,-99.0,-58.5,-87.0,-62.0
296545,-87.0,-99.0,-59.0,-87.0,-61.5
296550,-87.0,-99.0,-59.0,-87.0,-61.0
296566,-87.0,-99.0,-59.0,-87.0,-60.0
296583,-87.0,-99.0,-59.0,-87.0,-58.0
296600,-87.0,-99.0,-59.0,-87.0,-57.0
296617,-87.0,-99.0,-59.0,-87.0,-56.0
296633,-87.0,-99.0,-59.0,-87.0,-55.0
296650,-87.0,-99.0,-59.0,-87.0,-54.0
296666,-87.0,-99.0,-59.0,-87.0,-53.0
296683,-87.0,-99.0,-59.0,-87.0,-52.0
296700,-87.0,-99.0,-59.0,-87.0,-51.0
296716,-87.0,-99.0,-59.0,-87.0,-50.0
296729,-87.0,-99.0,-59.0,-87.0,-49.0
296733,-87.0,-99.0,-59.5,-87.0,-48.0
296746,-87.0,-99.0,-60.0,-87.0,-47.5
296750,-87.0,-99.0,-61.0,-87.0,-47.0
296762,-87.0,-99.0,-62.0,-87.0,-46.5
296766,-87.0,-99.0,-62.5,-87.0,-46.0
296779,-87.0,-99.0,-63.0,-87.0,-45.5
296783,-87.0,-99.0,-63.5,-87.0,-45.0
296796,-87.0,-99.0,-64.0,-87.0,-44.5
296800,-87.0,-99.0,-64.5,-87.0,-44.0
296812,-87.0,-99.0,-65.0,-87.0,-43.5
296816,-87.0,-99.0,-65.5,-87.0,-43.0
296829,-87.0,-99.0,-66.0,-87.0,-42.5
296833,-87.0,-99.0,-66.5,-87.0,-42.0
296846,-87.0,-99.0,-67.0,-87.0,-41.5
296850,-87.0,-99.0,-67.5,-87.0,-41.0
296862,-87.0,-99.0,-68.0,-87.0,-40.5
296866,-87.0,-99.0,-68.5,-87.0,-40.0
296879,-87.0,-99.0,-69.0,-87.0,-39.0
296883,-87.0,-99.0,-69.5,-87.0,-38.0
296896,-87.0,-99.0,-70.0,-87.0,-37.5
296900,-87.0,-99.0,-71.0,-87.0,-37.0
296912,-87.0,-99.0,-72.0,-87.0,-36.5
296916,-87.0,-99.0,-72.5,-87.0,-36.0
296929,-87.0,-99.0,-73.0,-87.0,-35.5
296934,-87.0,-99.0,-73.5,-87.0,-35.0
296946,-87.0,-99.0,-74.0,-87.0,-34.5
296950,-87.0,-99.0,-74.5,-87.0,-34.0
296962,-87.0,-99.0,-75.0,-87.0,-33.5
296967,-87.0,-99.0,-75.5,-87.0,-33.0
296979,-87.0,-99.0,-76.0,-87.0,-33.0
296996,-87.0,-99.0,-77.0,-87.0,-33.0
297012,-87.0,-99.0,-78.0,-87.0,-33.0
297029,-87.0,-99.0,-79.0,-87.0,-33.0
297046,-87.0,-99.0,-80.0,-87.0,-33.0
297063,-87.0,-99.0,-82.0,-87.0,-33.0
297079,-87.0,-99.0,-83.0,-87.0,-33.0
297096,-87.0,-99.0,-84.0,-87.0,-33.0
297113,-87.0,-99.0,-85.0,-87.0,-33.0
297129,-87.0,-99.0,-86.0,-87.0,-33.0
297146,-87.0,-99.0,-87.0,-87.0,-33.0
297163,-87.0,-99.0,-88.0,-87.0,-33.0
297179,-87.0,-99.0,-89.0,-87.0,-33.0
297413,-87.0,-99.0,-89.0,-87.0,-33.0
297430,-87.0,-99.0,-90.0,-87.0,-33.0
297446,-87.0,-99.0,-91.0,-87.0,-33.0
297463,-87.0,-99.0,-92.0,-87.0,-33.0
297480,-87.0,-99.0,-94.0,-87.0,-33.0
297496,-87.0,-99.0,-95.0,-87.0,-33.0
297500,-87.0,-99.0,-95.5,-87.0,-33.0
297513,-87.0,-99.0,-96.0,-87.0,-32.5
297517,-87.0,-99.0,-96.0,-87.0,-32.0
297533,-87.0,-99.0,-96.0,-87.0,-31.0
297550,-87.0,-99.0,-96.0,-87.0,-30.0
297558,-87.0,-99.0,-96.0,-87.0,-29.5
297566,-87.0,-99.0,-96.0,-87.0,-29.0
297575,-87.0,-99.0,-96.0,-87.0,-28.0
297583,-87.0,-99.0,-96.0,-87.0,-27.0
297591,-87.0,-99.0,-96.0,-87.0,-26.5
297600,-87.0,-99.0,-96.0,-87.0,-26.0
297607,-87.0,-99.0,-96.0,-87.0,-25.5
297616,-87.0,-99.0,-96.0,-87.0,-25.0
297625,-87.0,-99.0,-96.0,-87.0,-24.5
297633,-87.0,-99.0,-96.0,-87.0,-24.0
297638,-87.0,-99.0,-96.0,-87.0,-24.0
297641,-87.0,-99.0,-96.0,-87.0,-24.0
297659,-87.0,-99.0,-96.0,-87.0,-24.0
297675,-87.0,-99.0,-96.0,-87.0,-24.0
297680,-87.0,-99.0,-96.0,-87.0,-24.0
297691,-87.0,-99.0,-96.5,-87.0,-24.0
297697,-87.0,-99.0,-97.0,-87.0,-24.0
297704,-87.0,-99.0,-97.33333333333333,-87.0,-24.0
297708,-87.0,-99.0,-97.66666666666667,-87.0,-24.0
297713,-87.0,-99.0,-98.0,-87.0,-24.0
297724,-87.0,-99.0,-98.5,-87.0,-24.0
297730,-87.0,-99.0,-99.0,-87.0,-24.0
297742,-87.0,-99.0,-99.5,-87.0,-24.0
297747,-87.0,-99.0,-100.0,-87.0,-24.0
297758,-87.0,-99.0,-100.0,-87.0,-24.0
297776,-87.0,-99.0,-100.0,-87.0,-24.0
297791,-87.0,-99.0,-100.0,-87.0,-24.0
297797,-87.0,-99.0,-100.0,-87.0,-24.0
297808,-87.0,-99.0,-100.0,-87.0,-24.0
297816,-87.0,-99.0,-100.0,-87.0,-24.0
297825,-87.0,-99.0,-100.0,-87.0,-24.0
297843,-87.0,-99.0,-100.0,-87.0,-24.0
297858,-87.0,-99.0,-100.0,-87.0,-24.0
297866,-87.0,-99.0,-100.0,-87.0,-24.0
297874,-87.0,-99.0,-100.0,-87.0,-24.0
297877,-87.0,-99.0,-100.0,-87.0,-24.0
297891,-87.0,-99.0,-100.0,-87.0,-24.0
297909,-87.0,-99.0,-100.0,-87.0,-24.0
297926,-87.0,-99.0,-100.0,-87.0,-24.0
297941,-87.0,-99.0,-100.0,-87.0,-24.0
297957,-87.0,-99.0,-100.0,-87.0,-24.0
297976,-87.0,-99.0,-100.0,-87.0,-24.0
297991,-87.0,-99.0,-100.0,-87.0,-24.0
298365,-87.0,-99.0,-100.0,-87.0,-24.0
298370,-87.0,-99.0,-99.5,-87.0,-24.0
298381,-87.0,-99.0,-99.0,-87.0,-24.0
298388,-87.0,-99.0,-98.5,-87.0,-24.0
298397,-87.0,-99.0,-98.0,-87.0,-24.0
298414,-87.0,-99.0,-97.0,-87.0,-24.0
298420,-87.0,-99.0,-96.66666666666667,-87.0,-24.0
298430,-87.0,-99.0,-96.33333333333333,-87.0,-24.0
298431,-87.0,-99.0,-96.0,-87.0,-24.0
298447,-87.0,-99.0,-95.0,-87.0,-24.0
298463,-87.0,-99.0,-94.5,-87.0,-24.0
298464,-87.0,-99.0,-94.0,-87.0,-24.0
298481,-87.0,-99.0,-93.0,-87.0,-24.0
298492,-87.0,-99.0,-92.5,-87.0,-24.0
298498,-87.0,-99.0,-92.0,-87.0,-24.0
298514,-87.0,-99.0,-91.0,-87.0,-24.0
298597,-87.0,-99.0,-91.0,-87.0,-24.0
298614,-87.0,-99.0,-90.0,-87.0,-24.0
298632,-87.0,-99.0,-89.0,-87.0,-24.0
298649,-87.0,-99.0,-87.0,-87.0,-24.0
298665,-87.0,-99.0,-86.0,-87.0,-24.0
298681,-87.0,-99.0,-85.0,-87.0,-24.0
298698,-87.0,-99.0,-84.0,-87.0,-24.0
298714,-87.0,-99.0,-83.0,-87.0,-24.0
301301,-87.0,-99.0,-83.0,-87.0,-24.0
301318,-87.0,-99.0,-84.0,-87.0,-24.0
301334,-87.0,-99.0,-85.0,-87.0,-24.0
301351,-87.0,-99.0,-86.0,-87.0,-24.0
301367,-87.0,-99.0,-87.0,-87.0,-24.0
301384,-87.0,-99.0,-89.0,-87.0,-24.0
301401,-87.0,-99.0,-90.0,-87.0,-24.0
301418,-87.0,-99.0,-91.0,-87.0,-24.0
301434,-87.0,-99.0,-92.0,-87.0,-24.0
301451,-87.0,-99.0,-93.0,-87.0,-24.0
301467,-87.0,-99.0,-94.0,-87.0,-24.0
301484,-87.0,-99.0,-95.0,-87.0,-24.0
301501,-87.0,-99.0,-96.0,-87.0,-24.0
301518,-87.0,-99.0,-97.0,-87.0,-24.0
301534,-87.0,-99.0,-99.0,-87.0,-24.0
301768,-87.0,-99.0,-99.0,-87.0,-24.0
301785,-87.0,-99.0,-100.0,-87.0,-24.0
302206,-87.0,-99.0,-100.0,-87.0,-24.0
302225,-87.0,-99.0,-100.0,-88.0,-24.0
302274,-87.0,-99.0,-100.0,-89.0,-24.0
303912,-87.0,-99.0,-100.0,-89.0,-24.0
303931,-87.0,-99.0,-100.0,-90.0,-24.0
303963,-87.0,-99.0,-100.0,-91.0,-24.0
304080,-87.0,-99.0,-100.0,-91.0,-24.0
304099,-87.0,-99.0,-100.0,-92.0,-24.0
304233,-87.0,-99.0,-100.0,-92.0,-24.0
304249,-87.0,-99.0,-100.0,-93.0,-24.0
304282,-87.0,-99.0,-100.0,-94.0,-24.0
304298,-87.0,-99.0,-100.0,-95.0,-24.0
304383,-87.0,-99.0,-100.0,-95.0,-24.0
304417,-87.0,-99.0,-100.0,-96.0,-24.0
304450,-87.0,-99.0,-100.0,-97.0,-24.0
304466,-87.0,-99.0,-100.0,-98.0,-24.0
304486,-87.0,-99.0,-100.0,-99.0,-24.0
304566,-87.0,-99.0,-100.0,-99.0,-24.0
304584,-87.0,-99.0,-100.0,-100.0,-24.0
305152,-87.0,-99.0,-100.0,-100.0,-24.0
305188,-87.0,-99.0,-100.0,-100.0,-24.0
305221,-87.0,-99.0,-100.0,-100.0,-24.0
305253,-87.0,-99.0,-100.0,-100.0,-24.0
305286,-87.0,-99.0,-100.0,-100.0,-24.0
305302,-87.0,-99.0,-100.0,-100.0,-24.0
305337,-87.0,-99.0,-100.0,-100.0,-24.0
305369,-87.0,-99.0,-100.0,-100.0,-24.0
305388,-87.0,-99.0,-100.0,-100.0,-24.0
305419,-87.0,-99.0,-100.0,-100.0,-24.0
305437,-87.0,-99.0,-100.0,-100.0,-24.0
305453,-87.0,-99.0,-100.0,-100.0,-24.0
305471,-87.0,-99.0,-100.0,-100.0,-24.0
305489,-87.0,-99.0,-100.0,-100.0,-24.0
305507,-87.0,-99.0,-100.0,-100.0,-24.0
305530,-87.0,-99.0,-100.0,-100.0,-24.0
305542,-87.0,-99.0,-100.0,-100.0,-24.0
305564,-87.0,-99.0,-100.0,-100.0,-24.0
305579,-87.0,-99.0,-100.0,-100.0,-24.0
305599,-87.0,-99.0,-100.0,-100.0,-24.0
305610,-87.0,-99.0,-100.0,-100.0,-24.0
305629,-87.0,-99.0,-100.0,-100.0,-24.0
305646,-87.0,-99.0,-100.0,-100.0,-24.0
305663,-87.0,-99.0,-100.0,-100.0,-24.0
305691,-87.0,-99.0,-100.0,-100.0,-24.0
305709,-87.0,-99.0,-100.0,-100.0,-24.0
305720,-87.0,-99.0,-100.0,-100.0,-24.0
305738,-87.0,-99.0,-100.0,-100.0,-24.0
305757,-87.0,-99.0,-100.0,-100.0,-24.0
305774,-87.0,-99.0,-100.0,-100.0,-24.0
305794,-87.0,-99.0,-100.0,-100.0,-24.0
305815,-87.0,-99.0,-100.0,-100.0,-24.0
305838,-87.0,-99.0,-100.0,-100.0,-24.0
305851,-87.0,-99.0,-100.0,-100.0,-24.0
305873,-87.0,-99.0,-100.0,-100.0,-24.0
305886,-87.0,-99.0,-100.0,-100.0,-24.0
305912,-87.0,-99.0,-100.0,-100.0,-24.0
305923,-87.0,-99.0,-100.0,-100.0,-24.0
305946,-87.0,-99.0,-100.0,-100.0,-24.0
305961,-87.0,-99.0,-100.0,-100.0,-24.0
305980,-87.0,-99.0,-100.0,-100.0,-24.0
306002,-87.0,-99.0,-100.0,-100.0,-24.0
306021,-87.0,-99.0,-100.0,-100.0,-24.0
306483,-87.0,-99.0,-100.0,-100.0,-24.0
306500,-87.0,-99.0,-100.0,-100.0,-25.0
306516,-87.0,-99.0,-100.0,-100.0,-26.0
306533,-87.0,-99.0,-100.0,-100.0,-27.0
306550,-87.0,-99.0,-100.0,-100.0,-28.0
306566,-87.0,-99.0,-100.0,-100.0,-30.0
306583,-87.0,-99.0,-100.0,-100.0,-31.0
306600,-87.0,-99.0,-100.0,-100.0,-32.0
306616,-87.0,-99.0,-100.0,-100.0,-33.0
306633,-87.0,-99.0,-100.0,-100.0,-34.0
306650,-87.0,-99.0,-100.0,-100.0,-35.0
306666,-87.0,-99.0,-100.0,-100.0,-36.0
306683,-87.0,-99.0,-100.0,-100.0,-37.0
306700,-87.0,-99.0,-100.0,-100.0,-38.0
306716,-87.0,-99.0,-100.0,-100.0,-40.0
306733,-87.0,-99.0,-100.0,-100.0,-41.0
306750,-87.0,-99.0,-100.0,-100.0,-42.0
306766,-87.0,-99.0,-100.0,-100.0,-43.0
306783,-87.0,-99.0,-100.0,-100.0,-44.0
306800,-87.0,-99.0,-100.0,-100.0,-45.0
306816,-87.0,-99.0,-100.0,-100.0,-46.0
306833,-87.0,-99.0,-100.0,-100.0,-47.0
306850,-87.0,-99.0,-100.0,-100.0,-48.0
306854,-87.0,-99.0,-100.0,-100.0,-49.0
306866,-87.0,-99.0,-100.0,-100.0,-50.0
306871,-87.0,-99.0,-100.0,-100.0,-50.5
306883,-87.0,-99.0,-100.0,-100.0,-51.0
306889,-87.0,-99.0,-100.0,-100.0,-51.5
306900,-87.0,-99.0,-100.0,-100.0,-52.0
306903,-87.0,-99.0,-100.0,-100.0,-52.5
306916,-87.0,-99.0,-100.0,-100.0,-53.0
306920,-87.0,-99.0,-100.0,-100.0,-53.5
306933,-87.0,-99.0,-100.0,-100.0,-54.0
306937,-87.0,-99.0,-100.0,-100.0,-54.5
306950,-87.0,-99.0,-100.0,-100.0,-55.0
306953,-87.0,-99.0,-100.0,-100.0,-55.5
306966,-87.0,-99.0,-100.0,-100.0,-56.0
306971,-87.0,-99.0,-100.0,-100.0,-56.5
306983,-87.0,-99.0,-100.0,-100.0,-57.0
306988,-87.0,-99.0,-100.0,-100.0,-57.5
307000,-87.0,-99.0,-100.0,-100.0,-58.0
307006,-87.0,-99.0,-100.0,-100.0,-59.0
307016,-87.0,-99.0,-100.0,-100.0,-60.0
307029,-87.0,-99.0,-100.0,-100.0,-60.5
307033,-87.0,-99.0,-100.0,-100.0,-61.0
307047,-87.0,-99.0,-100.0,-100.0,-61.5
307049,-87.0,-99.0,-100.0,-100.0,-62.0
307066,-87.0,-99.0,-100.0,-100.0,-63.0
307081,-87.0,-99.0,-100.0,-100.0,-63.5
307083,-87.0,-99.0,-100.0,-100.0,-64.0
307099,-87.0,-99.0,-100.0,-100.0,-65.0
307102,-87.0,-99.0,-100.0,-100.0,-65.5
307116,-87.0,-99.0,-100.0,-100.0,-66.0
307133,-87.0,-99.0,-100.0,-100.0,-67.0
307137,-87.0,-99.0,-100.0,-100.0,-67.5
307150,-87.0,-99.0,-100.0,-100.0,-68.0
307158,-87.0,-99.0,-100.0,-100.0,-69.0
307167,-87.0,-99.0,-100.0,-100.0,-70.0
307180,-87.0,-99.0,-100.0,-100.0,-70.5
307183,-87.0,-99.0,-100.0,-100.0,-71.0
307196,-87.0,-99.0,-100.0,-100.0,-71.5
307200,-87.0,-99.0,-100.0,-100.0,-72.0
307213,-87.0,-99.0,-100.0,-100.0,-72.0
307224,-87.0,-99.0,-100.0,-100.0,-72.0
307239,-87.0,-99.0,-100.0,-100.0,-72.0
307262,-87.0,-99.0,-100.0,-100.0,-72.0
307275,-87.0,-99.0,-100.0,-100.0,-72.0
307289,-87.0,-99.0,-100.0,-100.0,-72.0
307304,-87.0,-99.0,-100.0,-100.0,-72.0
307400,-87.0,-99.0,-100.0,-100.0,-72.0
307417,-87.0,-99.0,-100.0,-100.0,-73.0
307433,-87.0,-99.0,-100.0,-100.0,-74.0
307450,-87.0,-99.0,-100.0,-100.0,-75.0
307466,-87.0,-99.0,-100.0,-100.0,-76.0
307483,-87.0,-99.0,-100.0,-100.0,-77.0
307500,-87.0,-99.0,-100.0,-100.0,-78.0
307517,-87.0,-99.0,-100.0,-100.0,-80.0
307534,-87.0,-99.0,-100.0,-100.0,-81.0
307550,-87.0,-99.0,-100.0,-100.0,-82.0
307566,-87.0,-99.0,-100.0,-100.0,-83.0
307583,-87.0,-99.0,-100.0,-100.0,-84.0
307600,-87.0,-99.0,-100.0,-100.0,-85.0
307616,-87.0,-99.0,-100.0,-100.0,-86.0
307633,-87.0,-99.0,-100.0,-100.0,-87.0
307650,-87.0,-99.0,-100.0,-100.0,-88.0
307666,-87.0,-99.0,-100.0,-100.0,-90.0
307683,-87.0,-99.0,-100.0,-100.0,-91.0
307700,-87.0,-99.0,-100.0,-100.0,-92.0
307716,-87.0,-99.0,-100.0,-100.0,-93.0
307733,-87.0,-99.0,-100.0,-100.0,-94.0
307749,-87.0,-99.0,-100.0,-100.0,-95.0
307766,-87.0,-99.0,-100.0,-100.0,-96.0
307783,-87.0,-99.0,-100.0,-100.0,-97.0
307800,-87.0,-99.0,-100.0,-100.0,-98.0
307817,-87.0,-99.0,-100.0,-100.0,-100.0
311467,-87.0,-99.0,-100.0,-100.0,-100.0
311482,-88.0,-99.0,-100.0,-100.0,-100.0
311508,-89.0,-99.0,-100.0,-100.0,-100.0
311523,-90.0,-99.0,-100.0,-100.0,-100.0
311539,-91.0,-99.0,-100.0,-100.0,-100.0
311553,-92.0,-99.0,-100.0,-100.0,-100.0
311569,-93.0,-99.0,-100.0,-100.0,-100.0
311837,-93.0,-99.0,-100.0,-100.0,-100.0
311853,-94.0,-99.0,-100.0,-100.0,-100.0
311865,-95.0,-99.0,-100.0,-100.0,-100.0
311883,-97.0,-99.0,-100.0,-100.0,-100.0
311908,-98.0,-99.0,-100.0,-100.0,-100.0
311922,-99.0,-99.0,-100.0,-100.0,-100.0
311939,-100.0,-99.0,-100.0,-100.0,-100.0
313266,-100.0,-99.0,-100.0,-100.0,-100.0
313276,-100.0,-98.66666666666667,-100.0,-100.0,-100.0
313292,-100.0,-98.33333333333333,-100.0,-100.0,-100.0
313306,-100.0,-98.0,-100.0,-100.0,-100.0
313309,-100.0,-97.25,-100.0,-100.0,-100.0
313326,-100.0,-96.5,-100.0,-100.0,-100.0
313342,-100.0,-95.75,-100.0,-100.0,-100.0
313347,-100.0,-95.0,-100.0,-100.0,-100.0
313358,-100.0,-94.0,-100.0,-100.0,-100.0
313387,-100.0,-93.0,-100.0,-100.0,-100.0
313469,-100.0,-93.0,-100.0,-100.0,-100.0
313475,-100.0,-93.25,-100.0,-100.0,-100.0
313492,-100.0,-93.5,-100.0,-100.0,-100.0
313508,-100.0,-93.75,-100.0,-100.0,-100.0
313509,-100.0,-94.0,-100.0,-100.0,-100.0
313526,-100.0,-95.0,-100.0,-100.0,-100.0
313549,-100.0,-96.0,-100.0,-100.0,-100.0
313591,-100.0,-98.0,-100.0,-100.0,-100.0
313592,-100.0,,-100.0,-100.0,-100.0
313625,-100.0,,-100.0,-100.0,-100.0
313642,-100.0,,-100.0,-100.0,-100.0
313658,-100.0,,-100.0,-100.0,-100.0
313674,-100.0,,-100.0,-100.0,-100.0
313691,-100.0,,-100.0,-100.0,-100.0
313708,-100.0,,-100.0,-100.0,-100.0
313725,-100.0,,-100.0,-100.0,-100.0
313807,-100.0,,-100.0,-100.0,-100.0
313826,-100.0,,-100.0,-100.0,-100.0
313841,-100.0,,-100.0,-100.0,-100.0
313858,-100.0,,-100.0,-100.0,-100.0
313874,-100.0,,-100.0,-100.0,-100.0
313891,-100.0,,-100.0,-100.0,-100.0
313909,-100.0,,-100.0,-100.0,-100.0
313924,-100.0,,-100.0,-100.0,-100.0
313960,-100.0,,-100.0,-100.0,-100.0
313977,-100.0,,-100.0,-100.0,-99.0
313979,-100.0,,-100.0,-100.0,-99.0
313993,-100.0,,-100.0,-100.0,-98.0
313994,-100.0,,-100.0,-100.0,-98.0
314008,-100.0,,-100.0,-100.0,-97.5
314010,-100.0,,-100.0,-100.0,-97.0
314012,-100.0,,-100.0,-100.0,-97.0
314026,-100.0,,-100.0,-100.0,-96.0
314028,-100.0,,-100.0,-100.0,-96.0
314041,-100.0,,-100.0,-100.0,-95.5
314044,-100.0,,-100.0,-100.0,-95.0
314049,-100.0,,-100.0,-100.0,-95.0
314059,-100.0,,-100.0,-100.0,-94.5
314060,-100.0,,-100.0,-100.0,-94.0
314064,-100.0,,-100.0,-100.0,-94.0
314076,-100.0,,-100.0,-100.0,-93.0
314078,-100.0,,-100.0,-100.0,-93.0
314092,-100.0,,-100.0,-100.0,-92.5
314093,-100.0,,-100.0,-100.0,-92.0
314095,-100.0,,-100.0,-100.0,-92.0
314108,-100.0,,-100.0,-100.0,-91.5
314110,-100.0,,-100.0,-100.0,-91.0
314111,-100.0,,-100.0,-100.0,-91.0
314125,-100.0,,-100.0,-100.0,-90.0
314126,-100.0,,-100.0,-100.0,-89.0
314127,-100.0,,-100.0,-100.0,-89.0
314143,-100.0,,-100.0,-100.0,-88.0
314145,-100.0,,-100.0,-100.0,-88.0
314160,-100.0,,-100.0,-100.0,-87.0
314165,-100.0,,-100.0,-100.0,-87.0
314176,-100.0,,-100.0,-100.0,-86.0
314179,-100.0,,-100.0,-100.0,-86.0
314193,-100.0,,-100.0,-100.0,-85.0
314194,-100.0,,-100.0,-100.0,-85.0
314210,-100.0,,-100.0,-100.0,-84.0
314211,-100.0,,-100.0,-100.0,-84.0
314226,-100.0,,-100.0,-100.0,-83.0
314228,-100.0,,-100.0,-100.0,-83.0
314241,-100.0,,-100.0,-100.0,-82.5
314243,-100.0,,-100.0,-100.0,-82.0
314244,-100.0,,-100.0,-100.0,-82.0
314258,-100.0,,-100.0,-100.0,-81.5
314260,-100.0,,-100.0,-100.0,-81.0
314261,-100.0,,-100.0,-100.0,-81.0
314275,-100.0,,-100.0,-100.0,-80.0
314276,-100.0,,-100.0,-100.0,-79.0
314277,-100.0,,-100.0,-100.0,-79.0
314292,-100.0,,-100.0,-100.0,-78.5
314293,-100.0,,-100.0,-100.0,-78.0
314294,-100.0,,-100.0,-100.0,-78.0
314308,-100.0,,-100.0,-100.0,-77.5
314310,-100.0,,-100.0,-100.0,-77.0
314311,-100.0,,-100.0,-100.0,-77.0
314325,-100.0,,-100.0,-100.0,-76.5
314327,-100.0,,-100.0,-100.0,-76.0
314332,-100.0,,-100.0,-100.0,-76.0
314341,-100.0,,-100.0,-100.0,-75.5
314344,-100.0,,-100.0,-100.0,-75.0
314359,-100.0,,-100.0,-100.0,-75.0
314443,-100.0,,-100.0,-100.0,-75.0
314459,-100.0,,-100.0,-100.0,-75.0
314476,-100.0,,-100.0,-100.0,-75.0
314492,-100.0,,-100.0,-100.0,-75.0
314509,-100.0,,-100.0,-100.0,-75.0
314594,-100.0,,-100.0,-100.0,-75.0
314609,-100.0,,-100.0,-100.0,-74.5
314611,-100.0,,-100.0,-100.0,-74.0
314613,-100.0,,-100.0,-100.0,-74.0
314625,-100.0,,-100.0,-100.0,-73.5
314626,-100.0,,-100.0,-100.0,-73.0
