,A2RJBMEEVBZ8E,A1NTYZ6IERUPC
268613,-100.0,-100.0
268640,-100.0,-100.0
268659,-100.0,-100.0
268690,-100.0,-100.0
268714,-100.0,-100.0
268745,-100.0,-100.0
268774,-100.0,-100.0
268801,-100.0,-100.0
268836,-100.0,-100.0
268862,-100.0,-100.0
268882,-100.0,-100.0
268910,-100.0,-100.0
268927,-100.0,-100.0
268958,-100.0,-100.0
268977,-100.0,-100.0
269006,-100.0,-100.0
269020,-100.0,-100.0
269062,-100.0,-100.0
269075,-100.0,-100.0
269109,-100.0,-100.0
269139,-100.0,-100.0
269167,-100.0,-100.0
269193,-100.0,-100.0
269210,-100.0,-100.0
269231,-100.0,-100.0
269259,-100.0,-100.0
269303,-100.0,-100.0
269327,-100.0,-100.0
269352,-100.0,-100.0
269365,-100.0,-100.0
269393,-100.0,-100.0
269418,-100.0,-100.0
269446,-100.0,-100.0
269470,-100.0,-100.0
269504,-100.0,-100.0
269529,-100.0,-100.0
269566,-100.0,-100.0
269600,-100.0,-100.0
269631,-100.0,-100.0
269658,-100.0,-100.0
269692,-100.0,-100.0
269704,-100.0,-100.0
269737,-100.0,-100.0
269759,-100.0,-100.0
269792,-100.0,-100.0
269815,-100.0,-100.0
269838,-100.0,-100.0
269865,-100.0,-100.0
269882,-100.0,-100.0
269911,-100.0,-100.0
269938,-100.0,-100.0
269977,-100.0,-100.0
269998,-100.0,-100.0
270032,-100.0,-100.0
270059,-100.0,-100.0
270079,-100.0,-100.0
270100,-100.0,-100.0
270125,-100.0,-100.0
270146,-100.0,-100.0
270177,-100.0,-100.0
270200,-100.0,-100.0
270231,-100.0,-100.0
270255,-100.0,-100.0
270278,-100.0,-100.0
270322,-100.0,-100.0
270341,-100.0,-100.0
270367,-100.0,-100.0
270390,-100.0,-100.0
270423,-100.0,-100.0
270452,-100.0,-100.0
270488,-100.0,-100.0
270515,-100.0,-100.0
270547,-100.0,-100.0
270568,-100.0,-100.0
270596,-100.0,-100.0
270615,-100.0,-100.0
270646,-100.0,-100.0
270673,-100.0,-100.0
270701,-100.0,-100.0
270733,-100.0,-100.0
270749,-100.0,-100.0
270810,-100.0,-100.0
270846,-100.0,-100.0
270879,-100.0,-100.0
270902,-100.0,-100.0
270934,-100.0,-100.0
270951,-100.0,-100.0
270979,-100.0,-100.0
271001,-100.0,-100.0
271035,-100.0,-100.0
271059,-100.0,-100.0
271093,-100.0,-100.0
271110,-100.0,-100.0
271136,-100.0,-100.0
271167,-100.0,-100.0
271198,-100.0,-100.0
271230,-100.0,-100.0
271263,-100.0,-100.0
271287,-100.0,-100.0
271305,-100.0,-100.0
271333,-100.0,-100.0
271363,-100.0,-100.0
271404,-100.0,-100.0
271435,-100.0,-100.0
271453,-100.0,-100.0
271481,-100.0,-100.0
271508,-100.0,-100.0
271532,-100.0,-100.0
271563,-100.0,-100.0
271598,-100.0,-100.0
271618,-100.0,-100.0
271648,-100.0,-100.0
271669,-100.0,-100.0
271691,-100.0,-100.0
271707,-100.0,-100.0
271743,-100.0,-100.0
271762,-100.0,-100.0
271788,-100.0,-100.0
271807,-100.0,-100.0
271836,-100.0,-100.0
271867,-100.0,-100.0
271901,-100.0,-100.0
271922,-100.0,-100.0
271947,-100.0,-100.0
271974,-100.0,-100.0
272001,-100.0,-100.0
272025,-100.0,-100.0
272047,-100.0,-100.0
272132,-100.0,-100.0
272159,-100.0,-100.0
272195,-100.0,-100.0
272222,-100.0,-100.0
272259,-100.0,-100.0
272320,-100.0,-100.0
272350,-100.0,-100.0
272367,-100.0,-100.0
272390,-100.0,-100.0
272425,-100.0,-100.0
272449,-100.0,-100.0
272478,-100.0,-100.0
272507,-100.0,-100.0
272526,-100.0,-100.0
272552,-100.0,-100.0
272574,-100.0,-100.0
272591,-100.0,-100.0
272617,-100.0,-100.0
272633,-100.0,-100.0
272667,-100.0,-100.0
272687,-100.0,-100.0
272718,-100.0,-100.0
272738,-100.0,-100.0
272768,-100.0,-100.0
272791,-100.0,-100.0
272816,-100.0,-100.0
272833,-100.0,-100.0
272855,-100.0,-100.0
272883,-100.0,-100.0
272894,-100.0,-100.0
272924,-100.0,-100.0
272940,-100.0,-100.0
272966,-100.0,-100.0
272983,-100.0,-100.0
273019,-100.0,-100.0
273037,-100.0,-100.0
273063,-100.0,-100.0
273100,-100.0,-100.0
273123,-100.0,-100.0
273144,-100.0,-100.0
273168,-100.0,-100.0
273184,-100.0,-100.0
273211,-100.0,-100.0
273230,-100.0,-100.0
273257,-100.0,-100.0
273277,-100.0,-100.0
273297,-100.0,-100.0
273312,-100.0,-100.0
273343,-100.0,-100.0
273403,-100.0,-100.0
273421,-100.0,-100.0
273451,-100.0,-100.0
273467,-100.0,-100.0
273486,-100.0,-100.0
273507,-100.0,-100.0
273528,-100.0,-100.0
273552,-100.0,-100.0
273573,-100.0,-100.0
273589,-100.0,-100.0
273621,-100.0,-100.0
273644,-100.0,-100.0
273672,-100.0,-100.0
273692,-100.0,-100.0
273738,-100.0,-100.0
273768,-100.0,-100.0
273788,-100.0,-100.0
273817,-100.0,-100.0
273843,-100.0,-100.0
273874,-100.0,-100.0
273890,-100.0,-100.0
273913,-100.0,-100.0
273925,-100.0,-100.0
273953,-100.0,-100.0
273972,-100.0,-100.0
273994,-100.0,-100.0
274016,-100.0,-100.0
274029,-100.0,-100.0
274066,-100.0,-100.0
274088,-100.0,-100.0
274119,-100.0,-100.0
274138,-100.0,-100.0
274173,-100.0,-100.0
274206,-100.0,-100.0
274218,-100.0,-100.0
274249,-100.0,-100.0
274264,-100.0,-100.0
274288,-100.0,-100.0
274304,-100.0,-100.0
274340,-100.0,-100.0
274358,-100.0,-100.0
274387,-100.0,-100.0
317973,-100.0,-100.0
317974,-100.0,-100.0
317983,-100.0,-100.0
318056,-100.0,-100.0
318068,-100.0,-100.0
318104,-100.0,-100.0
318110,-100.0,-100.0
318170,-100.0,-100.0
318213,-100.0,-100.0
318272,-100.0,-100.0
318282,-100.0,-100.0
318312,-100.0,-100.0
318336,-100.0,-100.0
319931,-100.0,-100.0
319950,-100.0,-100.0
320019,-100.0,-100.0
320049,-100.0,-100.0
320094,-100.0,-100.0
320122,-100.0,-100.0
320123,-100.0,-100.0
384984,-100.0,-100.0
384985,-100.0,-100.0
385029,-100.0,-100.0
385079,-100.0,-100.0
385096,-100.0,-100.0
385120,-100.0,-100.0
385152,-100.0,-100.0
385185,-100.0,-100.0
385205,-100.0,-100.0
385273,-100.0,-100.0
385285,-100.0,-100.0
385330,-100.0,-100.0
385346,-100.0,-100.0
385368,-100.0,-100.0
385389,-100.0,-100.0
385392,-100.0,-100.0
385417,-100.0,-100.0
385428,-100.0,-100.0
385447,-100.0,-100.0
385465,-100.0,-100.0
385484,-100.0,-100.0
385500,-100.0,-100.0
385519,-100.0,-100.0
385530,-100.0,-100.0
385552,-100.0,-100.0
385564,-100.0,-100.0
385588,-100.0,-100.0
385599,-100.0,-100.0
385607,-100.0,-100.0
385623,-100.0,-100.0
385644,-100.0,-100.0
385666,-100.0,-100.0
385686,-100.0,-100.0
385701,-100.0,-100.0
385725,-100.0,-100.0
385744,-100.0,-100.0
385768,-100.0,-100.0
385780,-100.0,-100.0
385806,-100.0,-100.0
385820,-100.0,-100.0
385832,-100.0,-100.0
385846,-100.0,-100.0
385865,-100.0,-100.0
385883,-100.0,-100.0
385908,-100.0,-100.0
385923,-100.0,-100.0
385943,-100.0,-100.0
385961,-100.0,-100.0
385978,-100.0,-100.0
385997,-100.0,-100.0
386013,-100.0,-100.0
386020,-100.0,-100.0
386037,-100.0,-100.0
386055,-100.0,-100.0
386072,-100.0,-100.0
386090,-100.0,-100.0
386108,-100.0,-100.0
386127,-100.0,-100.0
386143,-100.0,-100.0
386159,-100.0,-100.0
386180,-100.0,-100.0
386195,-100.0,-100.0
386217,-100.0,-100.0
386233,-100.0,-100.0
386249,-100.0,-100.0
386264,-100.0,-100.0
386281,-100.0,-100.0
386299,-100.0,-100.0
386329,-100.0,-100.0
386330,-100.0,-100.0
386346,-100.0,-100.0
386350,-100.0,-100.0
386366,-100.0,-100.0
386383,-100.0,-100.0
386399,-100.0,-100.0
386403,-100.0,-100.0
386408,-100.0,-100.0
386421,-100.0,-100.0
386433,-100.0,-100.0
386440,-100.0,-100.0
386451,-100.0,-100.0
386452,-100.0,-100.0
386467,-100.0,-100.0
386479,-100.0,-100.0
386483,-100.0,-100.0
386502,-100.0,-100.0
386503,-100.0,-100.0
386523,-100.0,-100.0
386531,-100.0,-100.0
386546,-100.0,-100.0
386559,-100.0,-100.0
386565,-100.0,-100.0
386583,-100.0,-100.0
386584,-100.0,-100.0
386597,-100.0,-100.0
386599,-100.0,-100.0
386617,-100.0,-100.0
386619,-100.0,-100.0
386635,-100.0,-100.0
386640,-100.0,-100.0
386663,-100.0,-100.0
386666,-100.0,-100.0
386674,-100.0,-100.0
386682,-100.0,-100.0
386697,-100.0,-100.0
386712,-100.0,-100.0
386716,-100.0,-100.0
386722,-100.0,-100.0
386728,-100.0,-100.0
386754,-100.0,-100.0
386760,-100.0,-100.0
386767,-100.0,-100.0
386772,-100.0,-100.0
386786,-100.0,-100.0
386797,-100.0,-100.0
386805,-100.0,-100.0
386819,-100.0,-100.0
386822,-100.0,-100.0
386836,-100.0,-100.0
386837,-100.0,-100.0
386850,-100.0,-100.0
386866,-100.0,-100.0
386868,-100.0,-100.0
386872,-100.0,-100.0
386883,-100.0,-100.0
386890,-100.0,-100.0
386905,-100.0,-100.0
386911,-100.0,-100.0
386924,-100.0,-100.0
386929,-100.0,-100.0
386940,-100.0,-100.0
386956,-100.0,-100.0
386961,-100.0,-100.0
386972,-100.0,-100.0
386975,-100.0,-100.0
387000,-100.0,-100.0
387002,-100.0,-100.0
387016,-100.0,-100.0
387019,-100.0,-100.0
387038,-100.0,-100.0
387044,-100.0,-100.0
387056,-100.0,-100.0
387076,-100.0,-100.0
387096,-100.0,-100.0
387099,-100.0,-100.0
387105,-100.0,-100.0
387107,-100.0,-100.0
387125,-100.0,-100.0
387140,-100.0,-100.0
387155,-100.0,-100.0
387165,-100.0,-100.0
387178,-100.0,-100.0
387182,-100.0,-100.0
387198,-100.0,-100.0
387203,-100.0,-100.0
387215,-100.0,-100.0
387217,-100.0,-100.0
387234,-100.0,-100.0
387246,-100.0,-100.0
387250,-100.0,-100.0
387267,-100.0,-100.0
387279,-100.0,-100.0
387298,-100.0,-100.0
387301,-100.0,-100.0
387314,-100.0,-100.0
387321,-100.0,-100.0
387350,-100.0,-100.0
387355,-100.0,-100.0
387375,-100.0,-100.0
387380,-100.0,-100.0
387416,-100.0,-100.0
387433,-100.0,-100.0
387442,-100.0,-100.0
387444,-100.0,-100.0
387467,-100.0,-100.0
387485,-100.0,-100.0
387506,-100.0,-100.0
387523,-100.0,-100.0
387531,-100.0,-100.0
387540,-100.0,-100.0
387548,-100.0,-100.0
387571,-100.0,-100.0
387580,-100.0,-100.0
387604,-100.0,-100.0
387611,-100.0,-100.0
387626,-100.0,-100.0
387630,-100.0,-100.0
387663,-100.0,-100.0
387667,-100.0,-100.0
387682,-100.0,-100.0
387699,-100.0,-100.0
387711,-100.0,-100.0
387730,-100.0,-100.0
387733,-100.0,-100.0
387749,-100.0,-100.0
387766,-100.0,-100.0
387778,-100.0,-100.0
387788,-100.0,-100.0
387792,-100.0,-100.0
387802,-100.0,-100.0
387833,-100.0,-100.0
387840,-100.0,-100.0
387849,-100.0,-100.0
387856,-100.0,-100.0
387880,-100.0,-100.0
387910,-100.0,-100.0
387927,-100.0,-100.0
387939,-100.0,-100.0
387950,-100.0,-100.0
387951,-100.0,-100.0
387971,-100.0,-100.0
387979,-100.0,-100.0
387989,-100.0,-100.0
387998,-100.0,-100.0
388026,-100.0,-100.0
388034,-100.0,-100.0
388042,-100.0,-100.0
388064,-100.0,-100.0
388082,-100.0,-100.0
388087,-100.0,-100.0
388107,-100.0,-100.0
388116,-100.0,-100.0
388122,-100.0,-100.0
388143,-100.0,-100.0
388150,-100.0,-100.0
388151,-100.0,-100.0
388156,-100.0,-100.0
388166,-100.0,-100.0
388167,-100.0,-100.0
388176,-100.0,-100.0
388177,-100.0,-100.0
388180,-100.0,-100.0
388197,-100.0,-100.0
388199,-100.0,-100.0
388200,-100.0,-100.0
388206,-100.0,-100.0
388216,-100.0,-100.0
388220,-100.0,-100.0
388224,-100.0,-100.0
388233,-100.0,-100.0
388234,-100.0,-100.0
388238,-100.0,-100.0
388252,-100.0,-100.0
388261,-100.0,-100.0
388265,-100.0,-100.0
388266,-100.0,-100.0
388272,-100.0,-100.0
388283,-100.0,-100.0
388288,-100.0,-100.0
388295,-100.0,-100.0
388300,-100.0,-100.0
388308,-100.0,-100.0
388318,-100.0,-100.0
388327,-100.0,-100.0
388328,-100.0,-100.0
388334,-100.0,-100.0
388352,-100.0,-100.0
388355,-100.0,-100.0
388365,-100.0,-100.0
388368,-100.0,-100.0
388370,-100.0,-100.0
388371,-100.0,-100.0
388382,-100.0,-100.0
388398,-100.0,-100.0
388400,-100.0,-100.0
388405,-100.0,-100.0
388425,-100.0,-100.0
388427,-100.0,-100.0
388435,-100.0,-100.0
388441,-100.0,-100.0
388442,-100.0,-100.0
388445,-100.0,-100.0
388451,-100.0,-100.0
388459,-100.0,-100.0
388464,-100.0,-100.0
388467,-100.0,-100.0
388478,-100.0,-100.0
388482,-100.0,-100.0
388484,-100.0,-100.0
388487,-100.0,-100.0
388495,-100.0,-100.0
388500,-100.0,-100.0
388506,-100.0,-100.0
388510,-100.0,-100.0
388513,-100.0,-100.0
388518,-100.0,-100.0
388528,-100.0,-100.0
388533,-100.0,-100.0
388547,-100.0,-100.0
388556,-100.0,-100.0
388559,-100.0,-100.0
388569,-100.0,-100.0
388572,-100.0,-100.0
388581,-100.0,-100.0
388585,-100.0,-100.0
388587,-100.0,-100.0
388594,-100.0,-100.0
388599,-100.0,-100.0
388606,-100.0,-100.0
388616,-100.0,-100.0
388617,-100.0,-100.0
388622,-100.0,-100.0
388637,-100.0,-100.0
388640,-100.0,-100.0
388641,-100.0,-100.0
388644,-100.0,-100.0
388646,-100.0,-100.0
388658,-100.0,-100.0
388663,-100.0,-100.0
388672,-100.0,-100.0
388680,-100.0,-100.0
388682,-100.0,-100.0
388693,-100.0,-100.0
388694,-100.0,-100.0
388715,-100.0,-100.0
388716,-100.0,-100.0
388719,-100.0,-100.0
388728,-100.0,-100.0
388730,-100.0,-100.0
388739,-100.0,-100.0
388752,-100.0,-100.0
388753,-100.0,-100.0
388763,-100.0,-100.0
388766,-100.0,-100.0
388768,-100.0,-100.0
388780,-100.0,-100.0
388785,-100.0,-100.0
388786,-100.0,-100.0
388787,-100.0,-100.0
388800,-100.0,-100.0
388805,-100.0,-100.0
388811,-100.0,-100.0
388813,-100.0,-100.0
388815,-100.0,-100.0
388820,-100.0,-100.0
388831,-100.0,-100.0
388833,-100.0,-100.0
388849,-100.0,-100.0
388853,-100.0,-100.0
388855,-100.0,-100.0
388858,-100.0,-100.0
388863,-100.0,-100.0
388866,-100.0,-100.0
388882,-100.0,-100.0
388891,-100.0,-100.0
388894,-100.0,-100.0
388911,-100.0,-100.0
388916,-100.0,-100.0
388927,-100.0,-100.0
388933,-100.0,-100.0
388945,-100.0,-100.0
388946,-100.0,-100.0
388956,-100.0,-100.0
388969,-100.0,-100.0
388974,-100.0,-100.0
388979,-100.0,-100.0
388987,-100.0,-100.0
388997,-100.0,-100.0
388998,-100.0,-100.0
389005,-100.0,-100.0
389013,-100.0,-100.0
389019,-100.0,-100.0
389021,-100.0,-100.0
389027,-100.0,-100.0
389032,-100.0,-100.0
389038,-100.0,-100.0
389047,-100.0,-100.0
389060,-100.0,-100.0
389072,-100.0,-100.0
389076,-100.0,-100.0
389082,-100.0,-100.0
389089,-100.0,-100.0
389090,-100.0,-100.0
389095,-100.0,-100.0
389096,-100.0,-100.0
389109,-100.0,-100.0
389114,-100.0,-100.0
389117,-100.0,-100.0
389130,-100.0,-100.0
389132,-100.0,-100.0
389138,-100.0,-100.0
389144,-100.0,-100.0
389150,-100.0,-100.0
389151,-100.0,-100.0
389162,-100.0,-100.0
389167,-100.0,-100.0
389168,-100.0,-100.0
389183,-100.0,-100.0
389187,-100.0,-100.0
389198,-100.0,-100.0
389200,-100.0,-100.0
389223,-100.0,-100.0
389229,-100.0,-100.0
389236,-100.0,-100.0
389237,-100.0,-100.0
389246,-100.0,-100.0
389250,-100.0,-100.0
389259,-100.0,-100.0
389272,-100.0,-100.0
389276,-100.0,-100.0
389284,-100.0,-100.0
389287,-100.0,-100.0
389290,-100.0,-100.0
389302,-100.0,-100.0
389309,-100.0,-100.0
389315,-100.0,-100.0
389320,-100.0,-100.0
389328,-100.0,-100.0
389338,-100.0,-100.0
389340,-100.0,-100.0
389343,-100.0,-100.0
389350,-100.0,-100.0
389362,-100.0,-100.0
389370,-100.0,-100.0
389377,-100.0,-100.0
389379,-100.0,-100.0
389384,-100.0,-100.0
389396,-100.0,-100.0
389402,-100.0,-100.0
389403,-100.0,-100.0
389415,-100.0,-100.0
389422,-100.0,-100.0
389430,-100.0,-100.0
389431,-100.0,-100.0
389437,-100.0,-100.0
389439,-100.0,-100.0
389448,-100.0,-100.0
389453,-100.0,-100.0
389455,-100.0,-100.0
389457,-100.0,-100.0
389465,-100.0,-100.0
389477,-100.0,-100.0
389481,-100.0,-100.0
389488,-100.0,-100.0
389489,-100.0,-100.0
389492,-100.0,-100.0
389508,-100.0,-100.0
389510,-100.0,-100.0
389512,-100.0,-100.0
389525,-100.0,-100.0
389526,-100.0,-100.0
389528,-100.0,-100.0
389532,-100.0,-100.0
389541,-100.0,-100.0
389546,-100.0,-100.0
389557,-100.0,-100.0
389561,-100.0,-100.0
389565,-100.0,-100.0
389577,-100.0,-100.0
389582,-100.0,-100.0
389585,-100.0,-100.0
389589,-100.0,-100.0
389596,-100.0,-100.0
389599,-100.0,-100.0
389603,-100.0,-100.0
389616,-100.0,-100.0
389619,-100.0,-100.0
389629,-100.0,-100.0
389631,-100.0,-100.0
389632,-100.0,-100.0
389650,-100.0,-100.0
389654,-100.0,-100.0
389657,-100.0,-100.0
389658,-100.0,-100.0
389667,-100.0,-100.0
389678,-100.0,-100.0
389684,-100.0,-100.0
389691,-100.0,-100.0
389692,-100.0,-100.0
389700,-100.0,-100.0
389705,-100.0,-100.0
389706,-100.0,-100.0
389713,-100.0,-100.0
389716,-100.0,-100.0
389727,-100.0,-100.0
389735,-100.0,-100.0
389746,-100.0,-100.0
389747,-100.0,-100.0
389750,-100.0,-100.0
389759,-100.0,-100.0
389765,-100.0,-100.0
389777,-100.0,-100.0
389784,-100.0,-100.0
389787,-100.0,-100.0
389798,-100.0,-100.0
389800,-100.0,-100.0
389808,-100.0,-100.0
389817,-100.0,-100.0
389819,-100.0,-100.0
389824,-100.0,-100.0
389834,-100.0,-100.0
389838,-100.0,-100.0
389845,-100.0,-100.0
389855,-100.0,-100.0
389857,-100.0,-100.0
389858,-100.0,-100.0
389859,-100.0,-100.0
389877,-100.0,-100.0
389880,-100.0,-100.0
389889,-100.0,-100.0
389892,-100.0,-100.0
389896,-100.0,-100.0
389915,-100.0,-100.0
389917,-100.0,-100.0
389920,-100.0,-100.0
389924,-100.0,-100.0
389929,-100.0,-100.0
389932,-100.0,-100.0
389937,-100.0,-100.0
389941,-100.0,-100.0
389947,-100.0,-100.0
389950,-100.0,-100.0
389960,-100.0,-100.0
389968,-100.0,-100.0
389969,-100.0,-100.0
389981,-100.0,-100.0
389983,-100.0,-100.0
389994,-100.0,-100.0
390003,-100.0,-100.0
390016,-100.0,-100.0
390029,-100.0,-100.0
390030,-100.0,-100.0
390034,-100.0,-100.0
390035,-100.0,-100.0
390046,-100.0,-100.0
390047,-100.0,-100.0
390052,-100.0,-100.0
390068,-100.0,-100.0
390069,-100.0,-100.0
390083,-100.0,-100.0
390084,-100.0,-100.0
390089,-100.0,-100.0
390090,-100.0,-100.0
390094,-100.0,-100.0
390106,-100.0,-100.0
390114,-100.0,-100.0
390115,-100.0,-100.0
390127,-100.0,-100.0
390138,-100.0,-100.0
390139,-100.0,-100.0
390142,-100.0,-100.0
390145,-100.0,-100.0
390148,-100.0,-100.0
390157,-100.0,-100.0
390165,-100.0,-100.0
390173,-100.0,-100.0
390180,-100.0,-100.0
390184,-100.0,-100.0
390193,-100.0,-100.0
390215,-100.0,-100.0
390216,-100.0,-100.0
390221,-100.0,-100.0
390233,-100.0,-100.0
390238,-100.0,-100.0
390240,-100.0,-100.0
390241,-100.0,-100.0
390260,-100.0,-100.0
390268,-100.0,-100.0
390276,-100.0,-100.0
390280,-100.0,-100.0
390288,-100.0,-100.0
390301,-100.0,-100.0
390309,-100.0,-100.0
390318,-100.0,-100.0
390325,-100.0,-100.0
390339,-100.0,-100.0
390341,-100.0,-100.0
390346,-100.0,-100.0
390353,-100.0,-100.0
390355,-100.0,-100.0
390356,-100.0,-100.0
390363,-100.0,-100.0
390367,-100.0,-100.0
390373,-100.0,-100.0
390380,-100.0,-100.0
390400,-100.0,-100.0
390402,-100.0,-100.0
390408,-100.0,-100.0
390425,-100.0,-100.0
390432,-100.0,-100.0
390438,-100.0,-100.0
390443,-100.0,-100.0
390451,-100.0,-100.0
390458,-100.0,-100.0
390460,-100.0,-100.0
390489,-100.0,-100.0
390490,-100.0,-100.0
390496,-100.0,-100.0
390501,-100.0,-100.0
390508,-100.0,-100.0
390518,-100.0,-100.0
390520,-100.0,-100.0
390531,-100.0,-100.0
390534,-100.0,-100.0
390537,-100.0,-100.0
390539,-100.0,-100.0
390549,-100.0,-100.0
390550,-100.0,-100.0
390567,-100.0,-100.0
390571,-100.0,-100.0
390576,-100.0,-100.0
390599,-100.0,-100.0
390602,-100.0,-100.0
390603,-100.0,-100.0
390611,-100.0,-100.0
390613,-100.0,-100.0
390629,-100.0,-100.0
390632,-100.0,-100.0
390633,-100.0,-100.0
390643,-100.0,-100.0
390654,-100.0,-100.0
390661,-100.0,-100.0
390670,-100.0,-100.0
390682,-100.0,-100.0
390698,-100.0,-100.0
390704,-100.0,-100.0
390710,-100.0,-100.0
390715,-100.0,-100.0
390721,-100.0,-100.0
390735,-100.0,-100.0
390737,-100.0,-100.0
390741,-100.0,-100.0
390756,-100.0,-100.0
390760,-100.0,-100.0
390765,-100.0,-100.0
390769,-100.0,-100.0
390778,-100.0,-100.0
390787,-100.0,-100.0
390791,-100.0,-100.0
390792,-100.0,-100.0
390820,-100.0,-100.0
390826,-100.0,-100.0
390827,-100.0,-100.0
390851,-100.0,-100.0
390856,-100.0,-100.0
390859,-100.0,-100.0
390861,-100.0,-100.0
390865,-100.0,-100.0
390870,-100.0,-100.0
390877,-100.0,-100.0
390890,-100.0,-100.0
390900,-100.0,-100.0
390906,-100.0,-100.0
390911,-100.0,-100.0
390922,-100.0,-100.0
390934,-100.0,-100.0
390937,-100.0,-100.0
390946,-100.0,-100.0
390968,-100.0,-100.0
390982,-100.0,-100.0
390985,-100.0,-100.0
390987,-100.0,-100.0
390988,-100.0,-100.0
390993,-100.0,-100.0
391005,-100.0,-100.0
391014,-100.0,-100.0
391019,-100.0,-100.0
391024,-100.0,-100.0
391036,-100.0,-100.0
391041,-100.0,-100.0
391047,-100.0,-100.0
391055,-100.0,-100.0
391069,-100.0,-100.0
391078,-100.0,-100.0
391086,-100.0,-100.0
391096,-100.0,-100.0
391113,-100.0,-100.0
391116,-100.0,-100.0
391120,-100.0,-100.0
391123,-100.0,-100.0
391133,-100.0,-100.0
391144,-100.0,-100.0
391148,-100.0,-100.0
391153,-100.0,-100.0
391167,-100.0,-100.0
391168,-100.0,-100.0
391177,-100.0,-100.0
391181,-100.0,-100.0
391191,-100.0,-100.0
391195,-100.0,-100.0
391202,-100.0,-100.0
391209,-100.0,-100.0
391214,-100.0,-100.0
391217,-100.0,-100.0
391237,-100.0,-100.0
391248,-100.0,-100.0
391251,-100.0,-100.0
391253,-100.0,-100.0
391262,-100.0,-100.0
391278,-100.0,-100.0
391279,-100.0,-100.0
391300,-100.0,-100.0
391307,-100.0,-100.0
391313,-100.0,-100.0
391325,-100.0,-100.0
391330,-100.0,-100.0
391334,-100.0,-100.0
391344,-100.0,-100.0
391345,-100.0,-100.0
391351,-100.0,-100.0
391356,-100.0,-100.0
391361,-100.0,-100.0
391363,-100.0,-100.0
391369,-100.0,-100.0
391371,-100.0,-100.0
391373,-100.0,-100.0
391379,-100.0,-100.0
391391,-100.0,-100.0
391396,-100.0,-100.0
391403,-100.0,-100.0
391409,-100.0,-100.0
391420,-100.0,-100.0
391426,-100.0,-100.0
391430,-100.0,-100.0
391442,-100.0,-100.0
391443,-100.0,-100.0
391455,-100.0,-100.0
391460,-100.0,-100.0
391467,-100.0,-100.0
391477,-100.0,-100.0
391478,-100.0,-100.0
391480,-100.0,-100.0
391496,-100.0,-100.0
391503,-100.0,-100.0
391512,-100.0,-100.0
391516,-100.0,-100.0
391528,-100.0,-100.0
391530,-100.0,-100.0
391531,-100.0,-100.0
391544,-100.0,-100.0
391550,-100.0,-100.0
391558,-100.0,-100.0
391568,-100.0,-100.0
391570,-100.0,-100.0
391573,-100.0,-100.0
391575,-100.0,-100.0
391579,-100.0,-100.0
391589,-100.0,-100.0
391592,-100.0,-100.0
391599,-100.0,-100.0
391608,-100.0,-100.0
391625,-100.0,-100.0
391628,-100.0,-100.0
391633,-100.0,-100.0
391637,-100.0,-100.0
391642,-100.0,-100.0
391659,-100.0,-100.0
391664,-100.0,-100.0
391676,-100.0,-100.0
391680,-100.0,-100.0
391697,-100.0,-100.0
391698,-100.0,-100.0
391702,-100.0,-100.0
391708,-100.0,-100.0
391712,-100.0,-100.0
391725,-100.0,-100.0
391731,-100.0,-100.0
391734,-100.0,-100.0
391743,-100.0,-100.0
391747,-100.0,-100.0
391757,-100.0,-100.0
391765,-100.0,-100.0
391771,-100.0,-100.0
391775,-100.0,-100.0
391781,-100.0,-100.0
391784,-100.0,-100.0
391790,-100.0,-100.0
391804,-100.0,-100.0
391815,-100.0,-100.0
391826,-100.0,-100.0
391840,-100.0,-100.0
391851,-100.0,-100.0
391857,-100.0,-100.0
391862,-100.0,-100.0
391869,-100.0,-100.0
391873,-100.0,-100.0
391879,-100.0,-100.0
391887,-100.0,-100.0
391895,-100.0,-100.0
391900,-100.0,-100.0
391919,-100.0,-100.0
391921,-100.0,-100.0
391932,-100.0,-100.0
391943,-100.0,-100.0
391956,-100.0,-100.0
391963,-100.0,-100.0
391965,-100.0,-100.0
391989,-100.0,-100.0
392001,-100.0,-100.0
392011,-100.0,-100.0
392023,-100.0,-100.0
392032,-100.0,-100.0
392034,-100.0,-100.0
392053,-100.0,-100.0
392054,-100.0,-100.0
392072,-100.0,-100.0
392079,-100.0,-100.0
392092,-100.0,-100.0
392093,-100.0,-100.0
392113,-100.0,-100.0
392119,-100.0,-100.0
392127,-100.0,-100.0
392143,-100.0,-100.0
392149,-100.0,-100.0
392161,-100.0,-100.0
392166,-100.0,-100.0
392170,-100.0,-100.0
392182,-100.0,-100.0
392191,-100.0,-100.0
392203,-100.0,-100.0
392207,-100.0,-100.0
392210,-100.0,-100.0
392226,-100.0,-100.0
392238,-100.0,-100.0
392245,-100.0,-100.0
392251,-100.0,-100.0
392274,-100.0,-100.0
392278,-100.0,-100.0
392287,-100.0,-100.0
392305,-100.0,-100.0
392315,-100.0,-100.0
392321,-100.0,-100.0
392335,-100.0,-100.0
392342,-100.0,-100.0
392360,-100.0,-100.0
392372,-100.0,-100.0
392373,-100.0,-100.0
392382,-100.0,-100.0
392392,-100.0,-100.0
392399,-100.0,-100.0
392407,-100.0,-100.0
392422,-100.0,-100.0
392425,-100.0,-100.0
392443,-100.0,-100.0
392453,-100.0,-100.0
