,AS7D4MNIH56ND,AZSSG2REHDX18,AYYSG3O9FNU15,AU2980AA60A2C,AJE5OG666CBAC,ACM1CEGHXTKZP
245716,-100.0,-92.0,24.98076923076923,-40.0,,75.0
245726,-100.0,-92.0,25.0,-40.0,,75.5
245728,-100.0,-92.0,24.875,-40.0,,76.0
245732,-100.0,-92.0,24.75,-40.0,,76.0
245735,-100.0,-92.0,24.625,-40.0,,76.5
245745,-100.0,-92.0,24.5,-39.666666666666664,,77.0
245750,-100.0,-92.0,24.375,-39.333333333333336,,77.0
245752,-100.0,-92.0,24.25,-39.0,,77.5
245764,-100.0,-92.0,24.125,-38.5,,78.0
245766,-100.0,-92.0,24.0,-38.0,,78.0
245781,-100.0,-92.0,23.5,-37.5,,79.0
245784,-100.0,-92.0,23.0,-37.0,,79.0
245800,-100.0,-92.0,22.5,-37.0,,80.0
245806,-100.0,-92.0,22.0,-37.0,,80.0
245846,-100.0,-92.0,20.0,-37.0,,80.0
245867,-100.0,-92.0,19.980392156862745,-37.0,,80.0
245902,-100.0,-92.0,19.96078431372549,-37.0,,80.0
245918,-100.0,-92.0,19.941176470588236,-37.0,,80.0
245934,-100.0,-92.0,19.92156862745098,-37.0,,80.0
245952,-100.0,-92.0,19.901960784313726,-37.0,,80.0
245967,-100.0,-92.0,19.88235294117647,-37.0,,80.0
245968,-100.0,-92.0,19.862745098039216,-37.0,,80.5
245974,-100.0,-92.0,19.84313725490196,-37.0,,81.0
245977,-100.0,-92.0,19.823529411764707,-37.0,,81.0
245983,-100.0,-92.0,19.80392156862745,-37.0,,81.33333333333333
245984,-100.0,-92.0,19.784313725490197,-37.0,,81.66666666666667
245991,-100.0,-92.0,19.764705882352942,-37.0,,82.0
245994,-100.0,-92.0,19.745098039215687,-37.0,,82.0
246001,-100.0,-92.0,19.725490196078432,-37.0,,82.33333333333333
246002,-100.0,-92.0,19.705882352941178,-37.0,,82.66666666666667
246009,-100.0,-92.0,19.686274509803923,-37.0,,83.0
246013,-100.0,-92.0,19.666666666666668,-37.0,,83.0
246025,-100.0,-92.0,19.647058823529413,-37.0,,84.0
246029,-100.0,-92.0,19.627450980392158,-37.0,,84.0
246046,-100.0,-92.0,19.607843137254903,-37.0,,85.0
246051,-100.0,-92.0,19.58823529411765,-37.0,,85.0
246053,-100.0,-92.0,19.568627450980394,-37.0,,86.0
246061,-100.0,-92.0,19.54901960784314,-37.0,,87.0
246062,-100.0,-92.0,19.529411764705884,-37.0,,87.0
246064,-100.0,-92.0,19.50980392156863,-37.0,,87.0
246079,-100.0,-92.0,19.490196078431374,-37.0,,88.0
246085,-100.0,-92.0,19.470588235294116,-37.0,,88.0
246086,-100.0,-92.0,19.45098039215686,-37.0,,88.5
246097,-100.0,-92.0,19.431372549019606,-36.666666666666664,,89.0
246100,-100.0,-92.0,19.41176470588235,-36.333333333333336,,89.0
246105,-100.0,-92.0,19.392156862745097,-36.0,,89.5
246115,-100.0,-92.0,19.372549019607842,-35.6,,90.0
246121,-100.0,-92.0,19.352941176470587,-35.2,,90.0
246133,-100.0,-92.0,19.333333333333332,-34.8,,91.0
246136,-100.0,-92.0,19.313725490196077,-34.4,,91.0
246137,-100.0,-92.0,19.294117647058822,-34.0,,91.5
246139,-100.0,-92.0,19.274509803921568,-33.75,,92.0
246142,-100.0,-92.0,19.254901960784313,-33.5,,92.0
246152,-100.0,-92.0,19.235294117647058,-33.25,,92.33333333333333
246153,-100.0,-92.0,19.215686274509803,-33.0,,92.66666666666667
246159,-100.0,-92.0,19.19607843137255,-32.666666666666664,,93.0
246162,-100.0,-92.0,19.176470588235293,-32.333333333333336,,93.0
246169,-100.0,-92.0,19.15686274509804,-32.0,,93.33333333333333
246170,-100.0,-92.0,19.137254901960784,-31.75,,93.66666666666667
246176,-100.0,-92.0,19.11764705882353,-31.5,,94.0
246178,-100.0,-92.0,19.098039215686274,-31.25,,94.0
246187,-100.0,-92.0,19.07843137254902,-31.0,,95.0
246193,-100.0,-92.0,19.058823529411764,-31.0,,96.0
246197,-100.0,-92.0,19.03921568627451,-31.0,,96.0
246202,-100.0,-92.0,19.019607843137255,-31.0,,96.33333333333333
246209,-100.0,-92.0,19.0,-31.0,,96.66666666666667
246211,-100.0,-92.0,18.916666666666668,-31.0,,97.0
246215,-100.0,-92.0,18.833333333333332,-31.0,,97.0
246218,-100.0,-92.0,18.75,-31.0,,97.33333333333333
246219,-100.0,-92.0,18.666666666666668,-31.0,,97.66666666666667
246229,-100.0,-92.0,18.583333333333332,-31.0,,98.0
246232,-100.0,-92.0,18.5,-31.0,,98.0
246234,-100.0,-92.0,18.416666666666668,-31.0,,98.2
246236,-100.0,-92.0,18.333333333333332,-31.0,,98.4
246238,-100.0,-92.0,18.25,-31.0,,98.6
246241,-100.0,-92.0,18.166666666666668,-31.0,,98.8
246247,-100.0,-92.0,18.083333333333332,-31.0,,99.0
246249,-100.0,-92.0,18.0,-31.0,,99.0
246250,-100.0,-92.0,17.75,-31.0,,99.0
246253,-100.0,-92.0,17.5,-31.0,,99.0
246267,-100.0,-92.0,17.25,-31.0,,99.0
246271,-100.0,-92.0,17.0,-31.0,,99.0
246281,-100.0,-92.0,16.75,-30.666666666666668,,99.0
246283,-100.0,-92.0,16.5,-30.333333333333332,,99.0
246286,-100.0,-92.0,16.25,-30.0,,99.0
246290,-100.0,-92.0,16.0,-29.25,,99.0
246295,-100.0,-92.0,15.0,-28.5,,99.0
246330,-100.0,-92.0,14.0,-27.75,,99.0
246337,-100.0,-92.0,12.5,-27.0,,99.0
246370,-100.0,-92.0,11.0,-26.5,,99.0
246371,-100.0,-92.0,10.9,-26.0,,99.0
246439,-100.0,-92.0,10.8,-26.0,,99.0
246453,-100.0,-92.0,10.7,-25.0,,99.0
246488,-100.0,-92.0,10.6,-23.0,,99.0
246505,-100.0,-92.0,10.5,-22.0,,99.0
246522,-100.0,-92.0,10.4,-21.0,,99.0
246598,-100.0,-92.0,10.3,-21.0,,99.0
246622,-100.0,-92.0,10.2,-21.0,,99.0
246637,-100.0,-92.0,10.1,-20.0,,99.0
246654,-100.0,-92.0,10.0,-19.333333333333332,,99.0
246670,-100.0,-92.0,9.8,-18.666666666666668,,99.0
246671,-100.0,-92.0,9.6,-18.0,,99.0
246687,-100.0,-92.0,9.4,-17.5,,99.0
246689,-100.0,-92.0,9.2,-17.0,,99.0
246696,-100.0,-92.0,9.0,-17.0,,99.0
246737,-100.0,-92.0,6.0,-17.0,,99.0
246777,-100.0,-92.0,4.0,-17.0,,99.0
246779,-100.0,-92.0,4.1,-17.0,,99.0
246795,-99.0,-92.0,4.2,-17.0,,99.0
246809,-98.33333333333333,-92.0,4.3,-17.0,,99.0
246825,-97.66666666666667,-92.0,4.4,-17.0,,99.0
246828,-97.0,-92.0,4.5,-17.0,,99.0
246861,-95.0,-92.0,4.6,-17.0,,99.0
246868,-94.5,-92.0,4.7,-17.0,,99.0
246879,-94.0,-92.0,4.8,-17.0,,99.0
246888,-93.5,-92.0,4.9,-17.0,,99.0
246895,-93.0,-92.0,5.0,-17.0,,99.0
246961,-93.0,-92.0,5.1,-17.0,,99.0
246981,-92.0,-92.0,5.2,-17.0,,99.0
246995,-91.0,-92.0,5.3,-17.0,,99.0
246997,-90.5,-92.0,5.4,-17.0,,99.0
247013,-90.0,-92.0,5.5,-17.0,,99.0
247028,-89.0,-92.0,5.6,-17.0,,99.0
247043,-88.0,-92.0,5.7,-17.0,,99.0
247045,-87.0,-92.0,5.8,-17.0,,99.0
247128,-87.0,-92.0,5.9,-17.0,,99.0
247144,-86.5,-92.0,6.0,-17.0,,99.0
247146,-86.0,-92.0,6.125,-17.0,,99.0
247152,-85.5,-92.0,6.25,-17.0,,99.0
247161,-85.0,-92.0,6.375,-17.0,,99.0
247167,-84.66666666666667,-92.0,6.5,-17.0,,99.0
247171,-84.33333333333333,-92.0,6.625,-17.0,,99.0
247180,-84.0,-92.0,6.75,-17.0,,99.0
247183,-83.75,-92.0,6.875,-17.0,,99.0
247185,-83.5,-92.0,7.0,-17.0,,99.0
247187,-83.25,-92.0,7.285714285714286,-17.0,,99.0
247195,-83.0,-92.0,7.571428571428571,-17.0,,99.0
247200,-83.0,-92.0,7.857142857142857,-17.0,,99.0
247205,-83.0,-92.0,8.142857142857142,-17.0,,99.0
247208,-83.0,-92.0,8.428571428571429,-17.0,,99.0
247217,-83.0,-92.0,8.714285714285714,-17.0,,99.0
247226,-83.0,-92.0,9.0,-17.0,,99.0
247228,-83.0,-92.0,9.5,-17.0,,99.0
247245,-83.0,-92.0,10.0,-17.0,,99.0
247261,-82.0,-92.0,10.5,-17.0,,99.0
247266,-81.0,-92.0,11.0,-17.0,,99.0
247294,-80.0,-92.0,12.0,-17.0,,99.0
247303,-79.66666666666667,-92.0,13.0,-17.0,,99.0
247307,-79.33333333333333,-92.0,14.0,-17.0,,99.0
247311,-79.0,-92.0,14.5,-17.0,,99.0
247322,-78.5,-92.0,15.0,-17.0,,99.0
247328,-78.0,-92.0,15.5,-17.0,,99.0
247348,-77.5,-92.0,16.0,-17.0,,99.0
247349,-77.0,-92.0,17.5,-17.0,,99.0
247388,-77.0,-92.0,19.0,-17.0,,99.0
247395,-77.0,-92.0,19.333333333333332,-17.0,,99.0
247413,-76.5,-92.0,19.666666666666668,-17.0,,99.0
247414,-76.0,-92.0,20.0,-17.0,,99.0
247426,-75.5,-92.0,20.333333333333332,-17.0,,99.0
247428,-75.0,-92.0,20.666666666666668,-17.0,,99.0
247429,-74.5,-92.0,21.0,-17.0,,99.0
247446,-74.0,-92.0,22.0,-17.0,,99.0
247461,-73.0,-92.0,23.0,-17.0,,99.0
247470,-72.5,-92.0,24.0,-17.0,,99.0
247479,-72.0,-92.0,24.4,-17.0,,99.0
247485,-71.5,-92.0,24.8,-17.0,,99.0
247495,-71.0,-92.0,25.2,-17.0,,99.0
247508,-71.0,-92.0,25.6,-17.0,,99.0
247510,-71.0,-92.0,26.0,-17.0,,99.0
247550,-71.0,-92.0,29.0,-17.0,,99.0
247561,-71.0,-92.0,29.333333333333332,-17.0,,99.0
247580,-70.0,-92.0,29.666666666666668,-17.0,,99.0
247590,-69.5,-92.0,30.0,-17.0,,99.0
247594,-69.0,-92.0,30.4,-17.0,,99.0
247611,-68.5,-92.0,30.8,-17.0,,99.0
247613,-68.0,-92.0,31.2,-17.0,,99.0
247628,-67.0,-92.0,31.6,-17.0,,99.0
247631,-66.33333333333333,-92.0,32.0,-17.0,,99.0
247641,-65.66666666666667,-92.0,33.0,-17.0,,99.0
247661,-65.0,-92.0,34.0,-17.0,,99.0
247672,-65.0,-92.0,35.0,-17.0,,99.0
247689,-65.0,-92.0,35.0,-17.0,,99.0
247708,-65.0,-92.0,35.0,-17.0,,99.0
247727,-65.0,-92.0,35.0,-17.0,,99.0
247745,-64.0,-92.0,35.0,-17.0,,99.0
247761,-63.0,-92.0,35.0,-17.0,,99.0
247779,-62.0,-92.0,35.0,-17.0,,99.0
247794,-61.0,-92.0,35.0,-17.0,,99.0
247802,-60.25,-92.0,35.0,-17.0,,99.0
247818,-59.5,-92.0,35.0,-17.0,,99.0
247821,-58.75,-92.0,35.0,-17.0,,99.0
247827,-58.0,-92.0,35.0,-17.0,,99.0
247833,-57.714285714285715,-92.0,35.0,-17.0,,99.0
247837,-57.42857142857143,-92.0,35.0,-17.0,,99.0
247842,-57.142857142857146,-92.0,35.0,-17.0,,99.0
247850,-56.857142857142854,-92.0,35.0,-17.0,,99.0
247854,-56.57142857142857,-92.0,35.0,-17.0,,99.0
247860,-56.285714285714285,-92.0,35.0,-17.0,,99.0
247861,-56.0,-92.0,35.0,-17.0,,99.0
247869,-55.666666666666664,-92.0,35.0,-17.0,,99.0
247876,-55.333333333333336,-92.0,35.0,-17.0,,99.0
247878,-55.0,-92.0,35.0,-17.0,,99.0
247885,-54.5,-92.0,35.0,-17.0,,99.0
247894,-54.0,-92.0,35.0,-17.0,,99.0
247912,-53.0,-92.0,35.0,-17.0,,99.0
247925,-52.5,-92.0,35.0,-17.0,,99.0
247927,-52.0,-92.0,35.0,-17.0,,99.0
247945,-51.0,-92.0,35.0,-17.0,,99.0
247947,-50.5,-92.0,35.0,-17.0,,99.0
247961,-50.0,-92.0,35.0,-17.0,,99.0
248027,-50.0,-92.0,35.0,-17.0,,99.0
248046,-49.0,-92.0,35.0,-17.0,,99.0
248061,-48.0,-92.0,35.0,-17.0,,99.0
248078,-47.0,-92.0,35.0,-17.0,,99.0
248094,-46.0,-92.0,35.0,-17.0,,99.0
248110,-45.5,-92.0,35.0,-17.0,,99.0
248111,-45.0,-92.0,35.0,-17.333333333333332,,99.0
248128,-44.0,-92.0,35.0,-17.666666666666668,,99.0
248143,-44.0,-92.0,35.0,-18.0,,99.0
248177,-44.0,-92.0,35.0,-19.0,,99.0
248193,-44.0,-92.0,35.0,-20.0,,99.0
248194,-44.0,-92.0,35.0,-20.0,,99.0
248212,-43.0,-92.0,35.0,-20.0,,99.0
248227,-42.0,-92.0,35.0,-20.0,,99.0
248244,-41.0,-92.0,35.0,-20.0,,99.0
248260,-40.5,-92.0,35.0,-20.0,,99.0
248261,-40.0,-92.0,35.0,-20.0,,99.0
248277,-39.0,-92.0,35.0,-20.0,,99.0
248294,-38.0,-92.0,35.0,-20.0,,99.0
248344,-38.0,-92.0,35.0,-20.0,,99.0
248359,-37.5,-92.0,35.0,-20.0,,99.0
248361,-37.0,-92.0,35.0,-20.0,,99.0
248379,-36.0,-92.0,35.0,-20.0,,99.0
248394,-35.0,-92.0,35.0,-20.0,,99.0
248411,-34.0,-92.0,35.0,-20.0,,99.0
248422,-33.5,-92.0,35.0,-20.0,,99.0
248427,-33.0,-92.0,35.0,-20.0,,99.0
248442,-32.5,-92.0,35.0,-20.0,,99.0
248444,-32.0,-92.0,35.0,-20.0,,99.0
248511,-32.0,-92.0,35.0,-20.0,,99.0
248524,-31.5,-92.0,35.0,-20.0,,99.0
248528,-31.0,-92.0,35.0,-20.0,,99.0
248544,-30.0,-92.0,35.0,-20.0,,99.0
248549,-29.0,-92.0,35.0,-20.0,,99.0
248577,-28.0,-92.0,35.0,-20.0,,99.0
248592,-27.5,-92.0,35.0,-20.0,,99.0
248594,-27.0,-92.0,35.0,-20.0,,99.0
248605,-26.5,-92.0,35.0,-20.0,,99.0
248628,-26.0,-92.0,35.0,-20.0,,99.0
248643,-26.0,-92.0,35.0,-20.0,,99.0
248679,-26.0,-92.0,35.0,-20.0,,99.0
248694,-25.0,-92.0,35.0,-20.0,,99.0
248727,-23.0,-92.0,35.0,-20.0,,99.0
248744,-22.0,-92.0,35.0,-20.0,,99.0
248826,-22.0,-92.0,35.0,-20.0,,99.0
248828,-22.0,-92.0,35.0,-20.0,,99.0
248844,-21.0,-92.0,35.0,-20.0,,99.0
248877,-19.0,-92.0,35.0,-20.0,,99.0
248893,-18.0,-92.0,35.0,-20.0,,99.0
248895,-17.0,-92.0,35.0,-20.0,,99.0
248905,-16.5,-92.0,35.0,-20.0,,99.0
248911,-16.0,-92.0,35.0,-20.0,,99.0
248977,-16.0,-92.0,35.0,-20.0,,99.0
248992,-15.666666666666666,-92.0,35.0,-20.0,,99.0
248993,-15.333333333333334,-92.0,35.0,-20.0,-84.0,99.0
248995,-15.0,-92.0,35.0,-20.0,-83.75,99.0
249011,-14.0,-92.0,35.0,-20.0,-83.5,99.0
249029,-13.0,-92.0,35.0,-20.0,-83.25,99.0
249040,-12.5,-92.0,35.0,-20.0,-83.0,99.0
249044,-12.0,-92.0,35.0,-20.0,-82.0,99.0
249075,-11.0,-92.0,35.0,-20.0,-81.0,99.0
249077,-10.0,-92.0,35.0,-20.0,-79.5,99.0
249121,-10.0,-92.0,35.0,-20.0,-78.0,99.0
249122,-10.0,-92.0,35.0,-20.0,,99.0
249164,-10.0,-92.0,35.0,-20.0,,99.0
249168,-9.5,-92.0,35.0,-20.0,,99.0
249178,-9.0,-92.0,35.0,-20.0,,99.0
249184,-8.6,-92.0,35.0,-20.0,,99.0
249187,-8.2,-92.0,35.0,-20.0,,99.0
249200,-7.8,-92.0,35.0,-20.0,,99.0
249203,-7.4,-92.0,35.0,-20.0,,99.0
249210,-7.0,-92.0,35.0,-20.0,,99.0
249214,-6.75,-92.0,35.0,-20.0,,99.0
249217,-6.5,-92.0,35.0,-20.25,,99.0
249220,-6.25,-92.0,35.0,-20.5,,99.0
249229,-6.0,-92.0,35.0,-20.75,,99.0
249230,-5.75,-92.0,35.0,-21.0,,99.0
249233,-5.5,-92.0,35.0,-21.2,,99.0
249237,-5.25,-92.0,35.0,-21.4,,99.0
249244,-5.0,-92.0,35.0,-21.6,,99.0
249250,-5.0,-92.0,35.0,-21.8,,99.0
249264,-5.0,-92.0,35.0,-22.0,,99.0
249337,-5.0,-92.0,35.0,-22.0,,99.0
249344,-5.0,-92.0,35.333333333333336,-22.0,,99.0
249362,-4.0,-92.0,35.666666666666664,-22.0,,99.0
249378,-3.5,-92.0,36.0,-22.0,,99.0
249394,-3.0,-92.0,36.4,-22.0,,99.0
249399,-2.5,-92.0,36.8,-22.0,,99.0
249417,-2.0,-92.0,37.2,-22.5,,99.0
249418,-2.0,-92.0,37.6,-23.0,,99.0
249419,-2.0,-92.0,38.0,-23.666666666666668,,99.0
249460,-2.0,-92.0,41.0,-24.333333333333332,,99.0
249466,-2.0,-92.0,41.666666666666664,-25.0,,99.0
249496,-2.0,-92.0,42.333333333333336,-25.0,,99.0
249500,-1.5,-92.0,43.0,-25.0,,99.0
249513,-1.0,-92.0,44.0,-25.0,,99.0
249541,-0.5,-92.0,45.0,-25.0,,99.0
249544,0.0,-92.0,45.5,-25.0,,99.0
249554,0.5,-92.0,46.0,-25.0,,99.0
249567,1.0,-92.0,46.5,-25.0,,99.0
249572,1.5,-92.0,47.0,-25.0,,99.0
249577,2.0,-92.0,47.5,-25.0,,99.0
249582,2.0,-92.0,48.0,-25.0,,99.0
249583,2.0,-92.0,,-25.0,,99.0
249587,2.0,-92.0,,-25.0,,99.0
249597,2.0,-92.0,,-25.0,,99.0
249601,2.0,-92.0,,-25.0,,99.0
249612,2.0,-92.0,,-25.0,,99.0
249615,2.0,-92.0,,-25.0,,99.0
249627,2.0,-92.0,,-25.0,,99.0
249630,2.0,-92.0,,-25.0,,99.0
249634,2.0,-92.0,,-25.0,,99.0
249643,2.0,-92.0,,-25.0,,99.0
249646,2.0,-92.0,,-25.0,,99.0
249651,2.0,-92.0,,-25.0,,99.0
249653,2.0,-92.0,,-25.0,,99.0
249658,2.0,-92.0,,-25.0,,99.0
249661,2.0,-92.0,,-25.0,,99.0
249662,2.0,-92.0,,-25.0,,99.0
249667,2.2,-92.0,,-25.0,,99.0
249671,2.4,-92.0,,-25.0,,99.0
249673,2.6,-92.0,,-25.0,,99.0
249676,2.8,-92.0,,-25.0,,99.0
249677,3.0,-92.0,,-25.0,,99.0
249683,3.0,-92.0,,-25.0,,99.0
249686,3.0,-92.0,,-25.0,,99.0
249688,3.0,-92.0,,-25.0,,99.0
249691,3.0,-92.0,,-25.0,,99.0
249699,3.0,-92.0,,-25.0,,99.0
249700,3.25,-92.0,,-25.0,,99.0
249703,3.5,-92.0,,-25.0,,99.0
249707,3.75,-92.0,,-25.0,,99.0
249710,4.0,-92.0,,-25.0,,99.0
249719,4.333333333333333,-92.0,,-25.0,,99.0
249723,4.666666666666667,-92.0,,-25.0,,99.0
249728,5.0,-92.0,,-25.0,,99.0
249734,5.333333333333333,-92.0,,-25.0,,99.0
249739,5.666666666666667,-92.0,,-25.0,,99.0
249744,6.0,-92.0,,-25.0,,99.0
249749,6.0,-92.0,,-25.0,,99.0
249752,6.0,-92.0,,-25.0,,99.0
249764,6.0,-92.0,,-25.0,,99.0
249766,6.0,-92.0,,-25.0,,99.0
249779,6.0,-92.0,,-25.0,,99.0
249828,6.0,-92.0,,-25.0,,99.0
249844,7.0,-92.0,,-25.0,,99.0
249865,7.0,-92.0,,-25.0,,99.0
249877,8.0,-92.0,,-25.0,,99.0
249895,10.0,-92.0,,-25.0,,99.0
249963,10.0,-92.0,,-25.0,,99.0
249985,10.0,-92.0,,-25.0,,99.0
249994,10.0,-92.0,,-25.0,,99.0
250011,11.0,-92.0,,-25.0,,99.0
250030,11.0,-92.0,,-25.0,,99.0
250034,11.0,-92.0,,-25.0,,99.0
250046,12.0,-92.0,,-25.0,,99.0
250062,13.0,-92.0,,-25.0,,99.0
250077,14.0,-92.0,,-25.0,,99.0
250110,14.0,-92.0,,-25.0,,99.0
250135,14.0,-92.0,,-25.0,,99.0
250168,14.0,-92.0,,-25.0,,99.0
250177,14.0,-92.0,,-25.333333333333332,,99.0
250179,14.25,-92.0,,-25.666666666666668,,99.0
250185,14.5,-92.0,,-26.0,,99.0
250190,14.75,-92.0,,-26.25,,99.0
250199,15.0,-92.0,,-26.5,,99.0
250210,16.0,-92.0,,-26.75,,99.0
250218,16.5,-92.0,,-27.0,,99.0
250228,17.0,-92.0,,-27.5,,99.0
250243,18.0,-92.0,,-28.0,,99.0
250244,18.25,-92.0,,-28.5,,99.0
250252,18.5,-92.0,,-29.0,,99.0
250260,18.75,-92.0,,-29.25,,99.0
250263,19.0,-92.0,,-29.5,,99.0
250265,19.0,-92.0,,-29.75,,99.0
250269,19.0,-92.0,,-30.0,,99.0
250280,19.0,-92.0,,-30.333333333333332,,99.0
250282,19.0,-92.0,,-30.666666666666668,,99.0
250286,19.0,-92.0,,-31.0,,99.0
250294,19.0,-92.0,,-31.0,,99.0
250297,19.0,-92.0,,-31.0,,99.0
250309,19.0,-92.0,,-31.0,,99.0
250313,19.0,-92.0,,-31.0,,99.0
250324,19.0,-92.0,,-31.0,,99.0
250326,19.0,-92.0,,-31.0,,99.0
250328,19.0,-92.0,,-31.0,,99.0
250340,19.0,-92.0,,-31.0,,99.0
250343,19.0,-92.0,,-31.0,,99.0
250347,19.25,-92.0,,-31.0,,99.0
250355,19.5,-92.0,,-31.0,,99.0
250359,19.75,-92.0,,-31.0,,99.0
250363,20.0,-92.0,,-31.0,,99.0
250370,20.333333333333332,-92.0,,-31.0,,99.0
250374,20.666666666666668,-92.0,,-31.0,,99.0
250377,21.0,-92.0,,-31.0,,99.0
250385,21.333333333333332,-92.0,,-31.0,,99.0
250389,21.666666666666668,-92.0,,-31.0,,99.0
250395,22.0,-92.0,,-31.0,,99.0
250400,22.5,-92.0,,-31.0,,99.0
250410,23.0,-92.0,,-31.0,,99.0
250413,23.666666666666668,-92.0,,-31.0,,99.0
250416,24.333333333333332,-92.0,,-31.0,,99.0
250428,25.0,-92.0,,-31.0,,99.0
250431,25.0,-92.0,,-31.0,,99.0
250447,25.0,-92.0,,-31.0,,99.0
250462,25.0,-92.0,,-31.0,,99.0
250472,25.0,-92.0,,-31.0,,99.0
250479,25.0,-92.0,,-31.0,,99.0
250488,25.0,-92.0,,-31.0,,99.0
250497,25.0,-92.0,,-31.0,,99.0
250510,25.0,-92.0,,-31.0,,99.0
250513,25.333333333333332,-92.0,,-31.0,,99.0
250529,25.666666666666668,-92.0,,-31.0,,99.0
250531,26.0,-92.0,,-31.0,,99.0
250539,26.5,-92.0,,-31.0,,99.0
250543,27.0,-92.0,,-31.0,,99.0
250546,27.5,-92.0,,-31.0,,99.0
250559,28.0,-92.0,,-31.0,,99.0
250564,28.5,-92.0,,-31.0,,99.0
250577,29.0,-92.0,,-31.0,,99.0
250595,30.0,-92.0,,-31.0,,99.0
250610,31.0,-92.0,,-31.0,,99.0
250647,31.0,-92.0,,-31.0,,99.0
250675,31.0,-92.0,,-31.0,,99.0
250677,31.0,-92.0,,-31.0,,99.0
250694,32.0,-92.0,,-31.0,,99.0
250698,33.0,-92.0,,-31.0,,99.0
250726,34.0,-92.0,,-31.0,,99.0
250728,34.5,-92.0,,-31.0,,99.0
250744,35.0,-92.0,,-31.0,,99.0
250760,36.0,-92.0,,-31.0,,99.0
250778,37.0,-92.0,,-31.0,,99.0
250845,37.0,-92.0,,-31.0,,99.0
250860,38.0,-92.0,,-31.0,,99.0
250893,40.0,-92.0,,-31.0,,99.0
250912,41.0,-92.0,,-31.0,,99.0
250926,42.0,-92.0,,-31.0,,99.0
250932,43.0,-92.0,,-31.0,,99.0
250960,44.0,-92.0,,-31.0,,99.0
250976,44.0,-92.0,,-31.0,,99.0
250998,44.0,-92.0,,-31.0,,99.0
251028,44.0,-92.0,,-31.0,,99.0
251029,44.5,-92.0,,-31.0,,99.0
251049,45.0,-92.0,,-31.0,,99.0
251066,46.0,-92.0,,-31.0,,99.0
251077,47.0,-92.0,,-31.0,,99.0
251089,47.5,-92.0,,-31.0,,99.0
251095,48.0,-92.0,,-31.0,,99.0
251098,48.666666666666664,-92.0,,-31.0,,99.0
251110,49.333333333333336,-92.0,,-31.0,,99.0
251126,50.0,-92.0,,-31.0,,99.0
251135,50.333333333333336,-92.0,,-31.0,,99.0
251148,50.666666666666664,-92.0,,-31.0,,99.0
251160,51.0,-92.0,,-31.0,,99.0
251175,51.0,-92.0,,-31.0,,99.0
251187,51.0,-92.0,,-31.0,,99.0
251210,51.0,-92.0,,-31.0,,99.0
251226,52.0,-92.0,,-31.0,,99.0
251231,52.5,-92.0,,-31.0,,99.0
251243,53.0,-92.0,,-31.0,,99.0
251260,54.0,-92.0,,-31.0,,99.0
251277,55.0,-92.0,,-31.0,,99.0
251293,56.0,-92.0,,-31.0,,99.0
251326,58.0,-92.0,,-31.0,,99.0
251327,58.0,-92.0,,-31.0,,99.0
251328,58.0,-92.0,50.0,-31.0,,99.0
251368,58.0,-92.0,51.0,-31.0,,99.0
251408,58.0,-92.0,53.0,-31.0,,99.0
251412,58.0,-92.0,53.0,-31.0,,99.0
251426,59.0,-92.0,53.0,-31.0,,99.0
251476,62.0,-92.0,53.0,-31.0,,99.0
251493,63.0,-92.0,53.0,-31.0,,99.0
251510,64.0,-92.0,53.0,-31.0,,99.0
251610,64.0,-92.0,53.0,-31.0,,99.0
251626,65.0,-92.0,53.0,-31.0,,99.0
251660,67.0,-92.0,53.0,-31.0,,99.0
251678,68.0,-92.0,53.0,-31.0,,99.0
251693,69.0,-92.0,53.0,-31.0,,99.0
251793,69.0,-92.0,53.0,-31.0,,99.0
251827,71.0,-92.0,53.0,-31.0,,99.0
251860,73.0,-92.0,53.0,-31.0,,99.0
251879,74.0,-92.0,53.0,-31.0,,99.0
251959,74.0,-92.0,53.0,-31.0,,99.0
251980,75.0,-92.0,53.0,-31.0,,99.0
251993,76.0,-92.0,53.0,-31.0,,99.0
252010,77.0,-92.0,53.0,-31.0,,99.0
252026,78.0,-92.0,53.0,-31.0,,99.0
252044,79.0,-92.0,53.0,-31.0,,99.0
252059,80.0,-92.0,53.0,-31.0,,99.0
252108,80.0,-92.0,53.0,-31.0,,99.0
252160,80.0,-92.0,53.0,-31.0,,99.0
252182,81.0,-92.0,53.0,-31.0,,99.0
252187,81.5,-92.0,53.0,-31.0,,99.0
252193,82.0,-92.0,53.0,-31.0,,99.0
252208,82.5,-92.0,53.0,-31.0,,99.0
252211,83.0,-92.0,53.0,-31.0,,99.0
252226,84.0,-92.0,53.0,-31.0,,99.0
252229,84.5,-92.0,53.0,-31.0,,99.0
252244,85.0,-92.0,53.0,-31.0,,99.0
252277,85.0,-92.0,53.0,-31.0,,99.0
252290,85.0,-92.0,53.0,-31.0,,99.0
252343,85.0,-92.0,53.0,-31.0,,99.0
252364,86.0,-92.0,53.0,-31.0,,99.0
252376,87.0,-92.0,53.0,-31.0,,99.0
252409,89.0,-92.0,53.0,-31.0,,99.0
252427,90.0,-92.0,53.0,-31.0,,99.0
252542,90.0,-92.0,53.0,-31.0,,99.0
252564,91.0,-92.0,53.0,-31.0,,99.0
252576,92.0,-92.0,53.0,-31.0,,99.0
