,AS7D4MNIH56ND,AZSSG2REHDX18,AYYSG3O9FNU15,AU2980AA60A2C,AJE5OG666CBAC,ACM1CEGHXTKZP
72723,-100.0,-100.0,-100.0,-42.0,-100.0,-100.0
72739,-100.0,-100.0,-100.0,-43.0,-100.0,-100.0
72791,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0
72957,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0
72974,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0
73158,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0
73174,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0
73208,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0
73225,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0
73242,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0
75048,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0
75065,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0
76236,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0
76253,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0
76304,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0
76421,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0
76437,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0
76471,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0
76587,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0
76605,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0
76638,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0
76756,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0
76773,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0
76788,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0
76806,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0
76838,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0
76922,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0
76939,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0
76956,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0
76973,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0
76994,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
77105,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
77124,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0
77140,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0
77174,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0
77293,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0
77309,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0
78446,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0
78462,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0
78495,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0
79733,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0
79749,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
79784,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0
79800,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0
80036,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0
80051,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0
80085,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
80102,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88431,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88446,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88451,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88461,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88463,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88476,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88478,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88491,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88493,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
88507,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
99640,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
99657,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
99707,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0
99724,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101902,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101916,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101920,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101931,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101935,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101946,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101949,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101961,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101964,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
101976,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
112389,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0
112404,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0
112455,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0
112472,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
113570,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
113583,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
113587,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
113597,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
113601,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
113613,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
113616,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
113628,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116052,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116067,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116074,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116083,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116087,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116100,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116104,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116117,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116120,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116133,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116551,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116567,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116571,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116583,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116586,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116600,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116604,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116617,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116620,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
116633,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
118987,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
119001,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
119006,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
119017,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
119023,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
119034,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
119038,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
119050,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
122190,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0
122207,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0
122240,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0
122274,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0
122375,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0
122409,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0
122458,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0
122476,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0
122575,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0
122592,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
122626,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0
122643,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0
123027,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0
123043,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0
123077,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123720,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123734,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123738,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123750,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123755,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123767,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123773,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123783,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123788,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
123800,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
124857,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0
124899,-100.0,-100.0,-99.0,-69.0,-100.0,-100.0
124939,-100.0,-100.0,-96.0,-69.0,-100.0,-100.0
124979,-100.0,-100.0,-94.0,-69.0,-100.0,-100.0
125182,-100.0,-100.0,-93.0,-69.0,-100.0,-100.0
125223,-100.0,-100.0,-94.0,-69.0,-100.0,-100.0
125265,-100.0,-100.0,-96.0,-69.0,-100.0,-100.0
125305,-100.0,-100.0,-98.0,-69.0,-100.0,-100.0
125306,-100.0,-100.0,,-69.0,-100.0,-100.0
125837,-100.0,-100.0,,-69.0,-100.0,-100.0
125854,-100.0,-100.0,,-70.0,-100.0,-100.0
126004,-100.0,-100.0,,-70.0,-100.0,-100.0
126022,-100.0,-100.0,,-71.0,-100.0,-100.0
126056,-100.0,-100.0,,-72.0,-100.0,-100.0
126220,-100.0,-100.0,,-72.0,-100.0,-100.0
126234,-100.0,-100.0,,-72.0,-100.0,-100.0
126237,-100.0,-100.0,,-72.0,-100.0,-100.0
126249,-100.0,-100.0,,-72.0,-100.0,-100.0
126252,-100.0,-100.0,,-72.0,-100.0,-100.0
126264,-100.0,-100.0,,-72.0,-100.0,-100.0
126266,-100.0,-100.0,,-72.0,-100.0,-100.0
126279,-100.0,-100.0,,-72.0,-100.0,-100.0
126282,-100.0,-100.0,,-72.0,-100.0,-100.0
126294,-100.0,-100.0,,-72.0,-100.0,-100.0
126857,-100.0,-100.0,,-72.0,-100.0,-100.0
126874,-100.0,-100.0,,-73.0,-100.0,-100.0
126909,-100.0,-100.0,,-75.0,-100.0,-100.0
126924,-100.0,-100.0,,-76.0,-100.0,-100.0
127025,-100.0,-100.0,,-76.0,-100.0,-100.0
127058,-100.0,-100.0,,-77.0,-100.0,-100.0
127093,-100.0,-100.0,,-79.0,-100.0,-100.0
127109,-100.0,-100.0,,-80.0,-100.0,-100.0
139337,-100.0,-100.0,,-80.0,-100.0,-100.0
139354,-100.0,-100.0,,-79.0,-100.0,-100.0
139404,-100.0,-100.0,,-78.0,-100.0,-100.0
139421,-100.0,-100.0,,-76.0,-100.0,-100.0
139439,-100.0,-100.0,,-75.0,-100.0,-100.0
139467,-100.0,-100.0,,-75.0,-100.0,-100.0
139468,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0
139508,-100.0,-100.0,-99.0,-75.0,-100.0,-100.0
139550,-100.0,-100.0,-97.0,-75.0,-100.0,-100.0
139591,-100.0,-100.0,-94.0,-75.0,-100.0,-100.0
139631,-100.0,-100.0,-92.0,-75.0,-100.0,-100.0
139672,-100.0,-100.0,-90.0,-75.0,-100.0,-100.0
139876,-100.0,-100.0,-90.0,-75.0,-100.0,-100.0
139916,-100.0,-100.0,-91.0,-75.0,-100.0,-100.0
139956,-100.0,-100.0,-93.0,-75.0,-100.0,-100.0
139997,-100.0,-100.0,-96.0,-75.0,-100.0,-100.0
140038,-100.0,-100.0,-98.0,-75.0,-100.0,-100.0
140039,-100.0,-100.0,,-75.0,-100.0,-100.0
141417,-100.0,-100.0,,-75.0,-100.0,-100.0
141431,-100.0,-100.0,,-75.0,-100.0,-100.0
141435,-100.0,-100.0,,-75.0,-100.0,-100.0
141446,-100.0,-100.0,,-75.0,-100.0,-100.0
141448,-100.0,-100.0,,-75.0,-100.0,-100.0
141461,-100.0,-100.0,,-75.0,-100.0,-100.0
141463,-100.0,-100.0,,-75.0,-100.0,-100.0
141476,-100.0,-100.0,,-75.0,-100.0,-100.0
141479,-100.0,-100.0,,-75.0,-100.0,-100.0
141491,-100.0,-100.0,,-75.0,-100.0,-100.0
141494,-100.0,-100.0,,-75.0,-100.0,-100.0
141506,-100.0,-100.0,,-75.0,-100.0,-100.0
141509,-100.0,-100.0,,-75.0,-100.0,-100.0
141521,-100.0,-100.0,,-75.0,-100.0,-100.0
144708,-100.0,-100.0,,-75.0,-100.0,-100.0
144725,-100.0,-100.0,,-76.0,-100.0,-100.0
144774,-100.0,-100.0,,-78.0,-100.0,-100.0
152403,-100.0,-100.0,,-78.0,-100.0,-100.0
152420,-100.0,-100.0,,-77.0,-100.0,-100.0
152470,-100.0,-100.0,,-76.0,-100.0,-100.0
152570,-100.0,-100.0,,-76.0,-100.0,-100.0
152587,-100.0,-100.0,,-75.0,-100.0,-100.0
152620,-100.0,-100.0,,-74.0,-100.0,-100.0
152637,-100.0,-100.0,,-73.0,-100.0,-100.0
152654,-100.0,-100.0,,-72.0,-100.0,-100.0
154879,-100.0,-100.0,,-72.0,-100.0,-100.0
154895,-100.0,-100.0,,-71.0,-100.0,-100.0
154930,-100.0,-100.0,,-70.0,-100.0,-100.0
155046,-100.0,-100.0,,-70.0,-100.0,-100.0
155065,-100.0,-100.0,,-69.0,-100.0,-100.0
155097,-100.0,-100.0,,-68.0,-100.0,-100.0
155115,-100.0,-100.0,,-67.0,-100.0,-100.0
155130,-100.0,-100.0,,-66.0,-100.0,-100.0
155482,-100.0,-100.0,,-66.0,-100.0,-100.0
155498,-100.0,-100.0,,-65.0,-100.0,-100.0
155532,-100.0,-100.0,,-63.0,-100.0,-100.0
155548,-100.0,-100.0,,-62.0,-100.0,-100.0
155565,-100.0,-100.0,,-61.0,-100.0,-100.0
158510,-100.0,-100.0,,-61.0,-100.0,-100.0
158526,-100.0,-100.0,,-62.0,-100.0,-100.0
158560,-100.0,-100.0,,-64.0,-100.0,-100.0
158576,-100.0,-100.0,,-65.0,-100.0,-100.0
158694,-100.0,-100.0,,-65.0,-100.0,-100.0
158709,-100.0,-100.0,,-66.0,-100.0,-100.0
158744,-100.0,-100.0,,-68.0,-100.0,-100.0
158762,-100.0,-100.0,,-69.0,-100.0,-100.0
163829,-100.0,-100.0,,-69.0,-100.0,-100.0
163846,-100.0,-100.0,,-68.0,-100.0,-100.0
163876,-100.0,-100.0,,-67.33333333333333,-100.0,-100.0
163895,-100.0,-99.0,,-66.66666666666667,-100.0,-100.0
163896,-100.0,-98.33333333333333,,-66.0,-100.0,-100.0
163913,-100.0,-97.66666666666667,,-65.0,-100.0,-100.0
163923,-100.0,-97.0,,-64.0,-100.0,-100.0
163930,-100.0,-96.5,,-63.0,-100.0,-100.0
163948,-100.0,-96.0,,-63.0,-100.0,-100.0
163962,-100.0,-95.0,,-63.0,-100.0,-100.0
164363,-100.0,-95.0,,-63.0,-100.0,-100.0
164380,-100.0,-94.0,,-63.0,-100.0,-100.0
164395,-100.0,-93.0,,-63.0,-100.0,-100.0
164409,-100.0,-92.0,,-63.0,-100.0,-100.0
164425,-100.0,-90.0,,-63.0,-100.0,-100.0
164440,-100.0,-89.0,,-63.0,-100.0,-100.0
164457,-100.0,-88.0,,-63.0,-100.0,-100.0
164481,-100.0,-87.0,,-63.0,-100.0,-100.0
164496,-100.0,-86.0,,-63.0,-100.0,-100.0
165653,-100.0,-86.0,,-63.0,-100.0,-100.0
165669,-100.0,-86.0,,-62.0,-100.0,-100.0
165706,-100.0,-86.0,,-61.0,-100.0,-100.0
170605,-100.0,-86.0,,-61.0,-100.0,-100.0
170623,-99.0,-86.0,,-61.0,-100.0,-100.0
170654,-98.0,-86.0,,-61.0,-100.0,-100.0
170670,-97.0,-86.0,,-61.0,-100.0,-100.0
170687,-96.0,-86.0,,-61.0,-100.0,-100.0
170704,-94.0,-86.0,,-61.0,-100.0,-100.0
170721,-93.0,-86.0,,-61.0,-100.0,-100.0
170872,-93.0,-86.0,,-61.0,-100.0,-100.0
170887,-94.0,-86.0,,-61.0,-100.0,-100.0
170920,-96.0,-86.0,,-61.0,-100.0,-100.0
170954,-98.0,-86.0,,-61.0,-100.0,-100.0
171054,-98.0,-86.0,,-61.0,-100.0,-100.0
171074,-99.0,-86.0,,-61.0,-100.0,-100.0
171087,-100.0,-86.0,,-61.0,-100.0,-100.0
174498,-100.0,-86.0,,-61.0,-100.0,-100.0
174515,-100.0,-87.0,,-61.0,-100.0,-100.0
174528,-100.0,-88.0,,-61.0,-100.0,-100.0
174543,-100.0,-89.0,,-61.0,-100.0,-100.0
174559,-100.0,-90.0,,-61.0,-100.0,-100.0
174585,-100.0,-91.0,,-61.0,-100.0,-100.0
174599,-100.0,-92.0,,-61.0,-100.0,-100.0
174616,-100.0,-94.0,,-61.0,-100.0,-100.0
174632,-100.0,-95.0,,-61.0,-100.0,-100.0
174647,-100.0,-96.0,,-61.0,-100.0,-100.0
174660,-100.0,-97.0,,-61.0,-100.0,-100.0
174677,-100.0,-98.0,,-61.0,-100.0,-100.0
174693,-100.0,-99.0,,-61.0,-100.0,-100.0
174718,-100.0,-100.0,,-61.0,-100.0,-100.0
177999,-100.0,-100.0,,-61.0,-100.0,-100.0
178015,-100.0,-100.0,,-62.0,-100.0,-100.0
178065,-100.0,-100.0,,-64.0,-100.0,-100.0
178082,-100.0,-100.0,,-65.0,-100.0,-100.0
180709,-100.0,-100.0,,-65.0,-100.0,-100.0
180725,-100.0,-100.0,,-66.0,-100.0,-100.0
180877,-100.0,-100.0,,-66.0,-100.0,-100.0
180893,-100.0,-100.0,,-67.0,-100.0,-100.0
180926,-100.0,-100.0,,-69.0,-100.0,-100.0
180943,-100.0,-100.0,,-70.0,-100.0,-100.0
186430,-100.0,-100.0,,-70.0,-100.0,-100.0
186446,-100.0,-100.0,,-71.0,-100.0,-100.0
186480,-100.0,-100.0,,-72.0,-100.0,-100.0
186496,-100.0,-100.0,,-73.0,-100.0,-100.0
186799,-100.0,-100.0,,-73.0,-100.0,-100.0
186815,-100.0,-100.0,,-74.0,-100.0,-100.0
186848,-100.0,-100.0,,-76.0,-100.0,-100.0
186865,-100.0,-100.0,,-77.0,-100.0,-100.0
186885,-100.0,-100.0,,-78.0,-100.0,-100.0
186983,-100.0,-100.0,,-78.0,-100.0,-100.0
186999,-100.0,-100.0,,-79.0,-100.0,-100.0
187032,-100.0,-100.0,,-80.0,-100.0,-100.0
187049,-100.0,-100.0,,-81.0,-100.0,-100.0
187150,-100.0,-100.0,,-81.0,-100.0,-100.0
187168,-100.0,-100.0,,-82.0,-100.0,-100.0
187200,-100.0,-100.0,,-84.0,-100.0,-100.0
187218,-100.0,-100.0,,-85.0,-100.0,-100.0
187233,-100.0,-100.0,,-86.0,-100.0,-100.0
188035,-100.0,-100.0,,-86.0,-100.0,-100.0
188052,-100.0,-100.0,,-87.0,-100.0,-100.0
188070,-100.0,-100.0,,-88.0,-100.0,-100.0
188086,-100.0,-100.0,,-89.0,-100.0,-100.0
188104,-100.0,-100.0,,-90.0,-100.0,-100.0
188120,-100.0,-100.0,,-91.0,-100.0,-100.0
190361,-100.0,-100.0,,-91.0,-100.0,-100.0
190362,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0
190404,-100.0,-100.0,-99.0,-91.0,-100.0,-100.0
190443,-100.0,-100.0,-97.0,-91.0,-100.0,-100.0
190483,-100.0,-100.0,-95.0,-91.0,-100.0,-100.0
190524,-100.0,-100.0,-92.0,-91.0,-100.0,-100.0
190585,-100.0,-100.0,-91.77777777777777,-91.0,-100.0,-100.0
190597,-100.0,-100.0,-91.55555555555556,-91.0,-100.0,-100.0
190601,-100.0,-100.0,-91.33333333333333,-90.66666666666667,-100.0,-100.0
190609,-100.0,-100.0,-91.11111111111111,-90.33333333333333,-100.0,-100.0
190613,-100.0,-100.0,-90.88888888888889,-90.0,-100.0,-100.0
190617,-100.0,-100.0,-90.66666666666667,-89.6,-100.0,-100.0
190623,-100.0,-100.0,-90.44444444444444,-89.2,-100.0,-100.0
190633,-100.0,-100.0,-90.22222222222223,-88.8,-100.0,-100.0
190644,-100.0,-100.0,-90.0,-88.4,-100.0,-100.0
190646,-100.0,-100.0,-89.75,-88.0,-100.0,-100.0
190663,-100.0,-100.0,-89.5,-87.0,-100.0,-100.0
190680,-100.0,-100.0,-89.25,-86.0,-100.0,-100.0
190685,-100.0,-100.0,-89.0,-86.0,-100.0,-100.0
190727,-100.0,-100.0,-87.0,-86.0,-100.0,-100.0
190728,-100.0,-100.0,,-86.0,-100.0,-100.0
190732,-100.0,-100.0,,-86.0,-100.0,-100.0
190734,-100.0,-100.0,,-86.0,-100.0,-99.5
190748,-100.0,-100.0,,-86.0,-100.0,-99.0
190751,-100.0,-100.0,,-86.0,-100.0,-99.0
190754,-100.0,-100.0,,-86.0,-100.0,-99.0
190767,-100.0,-100.0,,-86.0,-100.0,-98.33333333333333
190769,-100.0,-100.0,,-86.0,-100.0,-97.66666666666667
190771,-100.0,-100.0,,-86.0,-100.0,-97.0
190774,-100.0,-100.0,,-86.0,-100.0,-97.0
190783,-100.0,-100.0,,-86.0,-100.0,-96.66666666666667
190786,-100.0,-100.0,,-86.0,-100.0,-96.33333333333333
190788,-100.0,-100.0,,-86.0,-100.0,-96.0
190796,-100.0,-100.0,,-86.0,-100.0,-96.0
190800,-100.0,-100.0,,-86.0,-100.0,-95.66666666666667
190803,-100.0,-100.0,,-86.0,-100.0,-95.33333333333333
190806,-100.0,-100.0,,-86.0,-100.0,-95.0
190812,-100.0,-100.0,,-86.0,-100.0,-95.0
190817,-100.0,-100.0,,-86.0,-100.0,-94.66666666666667
190819,-100.0,-100.0,,-86.0,-100.0,-94.33333333333333
190824,-100.0,-100.0,,-86.0,-100.0,-94.0
190832,-100.0,-100.0,,-86.0,-100.0,-94.0
190833,-100.0,-100.0,,-86.0,-100.0,-93.33333333333333
190836,-100.0,-100.0,,-86.0,-100.0,-92.66666666666667
190842,-100.0,-100.0,,-86.0,-100.0,-92.0
190850,-100.0,-100.0,,-86.0,-100.0,-92.0
190853,-100.0,-100.0,,-86.0,-100.0,-92.0
190867,-100.0,-100.0,,-86.0,-100.0,-92.0
190878,-100.0,-100.0,,-86.0,-100.0,-91.0
190899,-100.0,-100.0,,-86.0,-100.0,-91.0
190912,-100.0,-100.0,,-86.0,-100.0,-89.0
190919,-100.0,-100.0,,-86.0,-100.0,-89.0
190931,-100.0,-100.0,,-86.0,-100.0,-88.0
190934,-100.0,-100.0,,-86.0,-100.0,-88.0
190938,-100.0,-100.0,,-86.0,-100.0,-87.0
190941,-100.0,-100.0,,-86.0,-100.0,-87.0
190956,-100.0,-100.0,,-86.0,-100.0,-86.0
190960,-100.0,-100.0,,-86.0,-100.0,-86.0
190974,-100.0,-100.0,,-86.0,-100.0,-85.0
190977,-100.0,-100.0,,-86.0,-100.0,-85.0
190991,-100.0,-100.0,,-86.0,-100.0,-84.0
190997,-100.0,-100.0,,-86.0,-100.0,-84.0
191008,-100.0,-100.0,,-86.0,-100.0,-82.0
191013,-100.0,-100.0,,-86.0,-100.0,-82.0
191027,-100.0,-100.0,,-86.0,-100.0,-81.0
191031,-100.0,-100.0,,-86.0,-100.0,-81.0
191044,-100.0,-100.0,,-86.0,-100.0,-80.0
191048,-100.0,-100.0,,-86.0,-100.0,-80.0
191051,-100.0,-100.0,,-86.0,-100.0,-79.5
191062,-100.0,-100.0,,-86.0,-100.0,-79.0
191067,-100.0,-100.0,,-86.0,-100.0,-79.0
191070,-100.0,-100.0,,-86.0,-100.0,-78.5
191080,-100.0,-100.0,,-86.0,-100.0,-78.0
191083,-100.0,-100.0,,-86.0,-100.0,-78.0
191086,-100.0,-100.0,,-86.0,-100.0,-77.5
191088,-100.0,-100.0,,-86.0,-100.0,-77.0
191091,-100.0,-100.0,,-86.0,-100.0,-77.0
191100,-100.0,-100.0,,-86.0,-100.0,-76.66666666666667
191103,-100.0,-100.0,,-86.0,-100.0,-76.33333333333333
191104,-100.0,-100.0,,-86.0,-100.0,-76.0
191107,-100.0,-100.0,,-86.0,-100.0,-76.0
191117,-100.0,-100.0,,-86.0,-100.0,-75.66666666666667
191119,-100.0,-100.0,,-86.0,-100.0,-75.33333333333333
191122,-100.0,-100.0,,-86.0,-100.0,-75.0
191125,-100.0,-100.0,,-86.0,-100.0,-75.0
191133,-100.0,-100.0,,-86.0,-100.0,-74.66666666666667
191136,-100.0,-100.0,,-86.0,-100.0,-74.33333333333333
191144,-100.0,-100.0,,-86.0,-100.0,-74.0
191147,-100.0,-100.0,,-86.0,-100.0,-74.0
191150,-100.0,-100.0,,-86.0,-100.0,-73.0
191159,-100.0,-100.0,,-86.0,-100.0,-72.0
191163,-100.0,-100.0,,-86.0,-100.0,-72.0
191177,-100.0,-100.0,,-86.0,-100.0,-71.0
191180,-100.0,-100.0,,-86.0,-100.0,-71.0
191196,-100.0,-100.0,,-86.0,-100.0,-70.0
191200,-100.0,-100.0,,-86.0,-100.0,-70.0
191210,-100.0,-100.0,,-86.0,-100.0,-69.0
191217,-100.0,-100.0,,-86.0,-100.0,-69.0
191228,-100.0,-100.0,,-86.0,-100.0,-68.0
191233,-100.0,-100.0,,-86.0,-100.0,-68.0
191247,-100.0,-100.0,,-86.0,-100.0,-67.0
191250,-100.0,-100.0,,-86.0,-100.0,-67.0
191254,-100.0,-100.0,,-86.0,-100.0,-66.0
191258,-100.0,-100.0,,-86.0,-100.0,-66.0
191271,-100.0,-100.0,,-86.0,-100.0,-65.0
191275,-100.0,-100.0,,-86.0,-100.0,-65.0
191289,-100.0,-100.0,,-86.0,-100.0,-63.0
191294,-100.0,-100.0,,-86.0,-100.0,-63.0
191306,-100.0,-100.0,,-86.0,-100.0,-62.0
191310,-100.0,-100.0,,-86.0,-100.0,-62.0
191325,-100.0,-100.0,,-86.0,-100.0,-61.0
191329,-100.0,-100.0,,-86.0,-100.0,-61.0
191343,-100.0,-100.0,,-86.0,-100.0,-60.0
191347,-100.0,-100.0,,-86.0,-100.0,-60.0
191360,-100.0,-100.0,,-86.0,-100.0,-59.0
191364,-100.0,-100.0,,-86.0,-100.0,-59.0
191372,-100.0,-100.0,,-86.0,-100.0,-58.5
191378,-100.0,-100.0,,-86.0,-100.0,-58.0
191381,-100.0,-100.0,,-86.0,-100.0,-58.0
191386,-100.0,-100.0,,-86.0,-100.0,-57.666666666666664
191394,-100.0,-100.0,,-86.0,-100.0,-57.333333333333336
191395,-100.0,-100.0,,-86.0,-100.0,-57.0
191400,-100.0,-100.0,,-86.0,-100.0,-57.0
191401,-100.0,-100.0,,-86.0,-100.0,-57.0
191404,-100.0,-100.0,,-86.0,-100.0,-56.5
191413,-100.0,-100.0,,-86.0,-100.0,-56.0
191415,-100.0,-100.0,,-86.0,-100.0,-56.0
191416,-100.0,-100.0,,-86.0,-100.0,-56.0
191419,-100.0,-100.0,,-86.0,-100.0,-55.5
191421,-100.0,-100.0,,-86.0,-100.0,-55.0
191424,-100.0,-100.0,,-86.0,-100.0,-55.0
191431,-100.0,-100.0,,-86.0,-100.0,-54.333333333333336
191433,-100.0,-100.0,,-86.0,-100.0,-53.666666666666664
191439,-100.0,-100.0,,-86.0,-100.0,-53.0
