,AZSSG2REHDX18,A1XY2JMPVJCF4
622110,-100.0,-100.0
622126,-100.0,-100.0
622143,-100.0,-100.0
622160,-100.0,-100.0
622176,-100.0,-100.0
622193,-100.0,-100.0
622211,-100.0,-100.0
622226,-100.0,-100.0
622243,-100.0,-100.0
622260,-100.0,-100.0
622276,-100.0,-100.0
622294,-100.0,-100.0
622310,-100.0,-100.0
622326,-100.0,-100.0
622343,-100.0,-100.0
622360,-100.0,-100.0
622379,-100.0,-100.0
622393,-100.0,-100.0
622410,-100.0,-100.0
622427,-100.0,-100.0
622443,-100.0,-100.0
622460,-100.0,-100.0
622476,-100.0,-100.0
622493,-100.0,-100.0
622510,-100.0,-100.0
622527,-100.0,-100.0
622548,-100.0,-100.0
622576,-100.0,-100.0
622593,-100.0,-100.0
622610,-100.0,-100.0
622628,-100.0,-100.0
622643,-100.0,-100.0
622660,-100.0,-100.0
622677,-100.0,-100.0
622693,-100.0,-100.0
622712,-100.0,-100.0
622727,-100.0,-100.0
622743,-100.0,-100.0
622760,-100.0,-100.0
622777,-100.0,-100.0
622794,-100.0,-100.0
622810,-100.0,-100.0
622826,-100.0,-100.0
622991,-100.0,-100.0
623008,-100.0,-100.0
623024,-100.0,-100.0
623041,-100.0,-100.0
623057,-100.0,-100.0
623074,-100.0,-100.0
623091,-100.0,-100.0
623107,-100.0,-100.0
623124,-100.0,-100.0
623141,-100.0,-100.0
623157,-100.0,-100.0
716032,-100.0,-100.0
