,A2LO2DX6H49IK,A1CAM1A9B1QR2,AN26GE0GN8DP0,A1R09GS9W47R5,A2KHL16YV7AIW
429221,-97.0,-43.0,25.0,100.0,-100.0
429229,-97.0,-43.0,25.0,100.0,-100.0
429251,-97.0,-43.0,26.0,100.0,-100.0
429292,-97.0,-43.0,26.0,100.0,-100.0
429308,-97.0,-43.0,27.0,100.0,-100.0
429343,-97.0,-43.0,27.0,100.0,-100.0
429356,-97.0,-43.0,28.0,100.0,-100.0
429371,-97.0,-43.0,28.0,100.0,-100.0
429408,-97.0,-43.0,29.0,100.0,-100.0
429442,-97.0,-43.0,29.0,100.0,-100.0
429466,-97.0,-43.0,30.0,100.0,-100.0
429506,-97.0,-43.0,30.0,100.0,-100.0
429518,-97.0,-43.0,31.0,100.0,-100.0
429554,-97.0,-43.0,31.0,100.0,-100.0
429568,-97.0,-43.0,32.0,100.0,-100.0
429610,-97.0,-43.0,32.0,100.0,-100.0
429628,-97.0,-43.0,33.0,100.0,-100.0
429670,-97.0,-43.0,33.0,100.0,-100.0
429682,-97.0,-43.0,34.0,100.0,-100.0
429717,-97.0,-43.0,34.0,100.0,-100.0
429741,-97.0,-43.0,35.0,100.0,-100.0
429783,-97.0,-43.0,35.0,100.0,-100.0
429813,-97.0,-43.0,36.0,100.0,-100.0
429825,-97.0,-43.0,36.0,100.0,-100.0
429849,-97.0,-43.0,37.0,100.0,-100.0
429892,-97.0,-43.0,37.0,100.0,-100.0
429907,-97.0,-43.0,38.0,100.0,-100.0
429920,-97.0,-43.0,38.0,100.0,-100.0
429937,-97.0,-43.0,39.0,100.0,-100.0
429972,-97.0,-43.0,39.0,100.0,-100.0
429995,-97.0,-43.0,40.0,100.0,-100.0
430028,-97.0,-43.0,40.0,100.0,-100.0
430042,-97.0,-43.0,41.0,100.0,-100.0
430074,-97.0,-43.0,41.0,100.0,-100.0
430091,-97.0,-43.0,42.0,100.0,-100.0
430101,-97.0,-43.0,42.0,100.0,-100.0
430118,-97.0,-43.0,43.0,100.0,-100.0
430180,-97.0,-43.0,43.0,100.0,-100.0
430206,-97.0,-43.0,44.0,100.0,-100.0
430243,-97.0,-43.0,44.0,100.0,-100.0
430265,-97.0,-43.0,45.0,100.0,-100.0
430305,-97.0,-43.0,45.0,100.0,-100.0
430319,-97.0,-43.0,46.0,100.0,-100.0
430380,-97.0,-43.0,46.0,100.0,-100.0
430399,-97.0,-43.0,47.0,100.0,-100.0
430435,-97.0,-43.0,47.0,100.0,-100.0
430448,-97.0,-43.0,48.0,100.0,-100.0
430485,-97.0,-43.0,48.0,100.0,-100.0
430501,-97.0,-43.0,49.0,100.0,-100.0
430542,-97.0,-43.0,49.0,100.0,-100.0
430567,-97.0,-43.0,50.0,100.0,-100.0
430607,-97.0,-43.0,50.0,100.0,-100.0
430640,-97.0,-43.0,51.0,100.0,-100.0
430677,-97.0,-43.0,51.0,100.0,-100.0
430696,-97.0,-43.0,52.0,100.0,-100.0
430734,-97.0,-43.0,52.0,100.0,-100.0
430748,-97.0,-43.0,53.0,100.0,-100.0
430781,-97.0,-43.0,53.0,100.0,-100.0
430796,-97.0,-43.0,54.0,100.0,-100.0
430833,-97.0,-43.0,54.0,100.0,-100.0
430849,-97.0,-43.0,55.0,100.0,-100.0
430885,-97.0,-43.0,55.0,100.0,-100.0
430897,-97.0,-43.0,56.0,100.0,-100.0
430911,-97.0,-43.0,56.0,100.0,-100.0
430933,-97.0,-43.0,57.0,100.0,-100.0
430982,-97.0,-43.0,57.0,100.0,-100.0
431008,-97.0,-43.0,58.0,100.0,-100.0
431015,-97.0,-43.0,58.0,100.0,-100.0
431042,-97.0,-43.0,59.0,100.0,-100.0
431092,-97.0,-43.0,59.0,100.0,-100.0
431110,-97.0,-43.0,60.0,100.0,-100.0
431119,-97.0,-43.0,60.0,100.0,-100.0
431139,-97.0,-43.0,61.0,100.0,-100.0
431181,-97.0,-43.0,61.0,100.0,-100.0
431195,-97.0,-43.0,62.0,100.0,-100.0
431230,-97.0,-43.0,62.0,100.0,-100.0
431246,-97.0,-43.0,63.0,100.0,-100.0
431256,-97.0,-43.0,63.0,100.0,-100.0
431273,-97.0,-43.0,64.0,100.0,-100.0
431336,-97.0,-43.0,64.0,100.0,-100.0
431353,-97.0,-43.0,65.0,100.0,-100.0
431419,-97.0,-43.0,65.0,100.0,-100.0
431443,-97.0,-43.0,66.0,100.0,-100.0
431496,-97.0,-43.0,66.0,100.0,-100.0
431521,-97.0,-43.0,67.0,100.0,-100.0
431560,-97.0,-43.0,67.0,100.0,-100.0
431571,-97.0,-43.0,68.0,100.0,-100.0
431609,-97.0,-43.0,68.0,100.0,-100.0
431621,-97.0,-43.0,69.0,100.0,-100.0
431661,-97.0,-43.0,69.0,100.0,-100.0
431684,-97.0,-43.0,70.0,100.0,-100.0
431696,-97.0,-43.0,70.0,100.0,-100.0
431719,-97.0,-43.0,71.0,100.0,-100.0
431759,-97.0,-43.0,71.0,100.0,-100.0
431774,-97.0,-43.0,72.0,100.0,-100.0
431810,-97.0,-43.0,72.0,100.0,-100.0
431834,-97.0,-43.0,73.0,100.0,-100.0
431844,-97.0,-43.0,73.0,100.0,-100.0
431866,-97.0,-43.0,74.0,100.0,-100.0
431875,-97.0,-43.0,74.0,100.0,-100.0
431902,-97.0,-43.0,75.0,100.0,-100.0
431950,-97.0,-43.0,75.0,100.0,-100.0
431979,-97.0,-43.0,76.0,100.0,-100.0
432016,-97.0,-43.0,76.0,100.0,-100.0
432033,-97.0,-43.0,77.0,100.0,-100.0
432076,-97.0,-43.0,77.0,100.0,-100.0
432088,-97.0,-43.0,78.0,100.0,-100.0
432120,-97.0,-43.0,78.0,100.0,-100.0
432137,-97.0,-43.0,79.0,100.0,-100.0
432176,-97.0,-43.0,79.0,100.0,-100.0
432194,-97.0,-43.0,80.0,100.0,-100.0
432201,-97.0,-43.0,80.0,100.0,-100.0
432222,-97.0,-43.0,81.0,100.0,-100.0
432279,-97.0,-43.0,81.0,100.0,-100.0
432307,-97.0,-43.0,82.0,100.0,-100.0
432351,-97.0,-43.0,82.0,100.0,-100.0
432368,-97.0,-43.0,83.0,100.0,-100.0
432404,-97.0,-43.0,83.0,100.0,-100.0
432419,-97.0,-43.0,84.0,100.0,-100.0
432460,-97.0,-43.0,84.0,100.0,-100.0
432473,-97.0,-43.0,85.0,100.0,-100.0
432509,-97.0,-43.0,85.0,100.0,-100.0
432523,-97.0,-43.0,86.0,100.0,-100.0
432566,-97.0,-43.0,86.0,100.0,-100.0
432582,-97.0,-43.0,87.0,100.0,-100.0
432623,-97.0,-43.0,87.0,100.0,-100.0
432642,-97.0,-43.0,88.0,100.0,-100.0
432688,-97.0,-43.0,88.0,100.0,-100.0
432712,-97.0,-43.0,89.0,100.0,-100.0
432746,-97.0,-43.0,89.0,100.0,-100.0
432760,-97.0,-43.0,90.0,100.0,-100.0
432793,-97.0,-43.0,90.0,100.0,-100.0
432817,-97.0,-43.0,91.0,100.0,-100.0
432852,-97.0,-43.0,91.0,100.0,-100.0
432867,-97.0,-43.0,92.0,100.0,-100.0
432908,-97.0,-43.0,92.0,100.0,-100.0
432928,-97.0,-43.0,93.0,100.0,-100.0
432961,-97.0,-43.0,93.0,100.0,-100.0
432983,-97.0,-43.0,94.0,100.0,-100.0
432994,-97.0,-43.0,94.0,100.0,-100.0
433020,-97.0,-43.0,95.0,100.0,-100.0
433028,-97.0,-43.0,95.0,100.0,-100.0
433054,-97.0,-43.0,96.0,100.0,-100.0
433101,-97.0,-43.0,96.0,100.0,-100.0
433119,-97.0,-43.0,97.0,100.0,-100.0
433156,-97.0,-43.0,97.0,100.0,-100.0
433175,-97.0,-43.0,98.0,100.0,-100.0
433211,-97.0,-43.0,98.0,100.0,-100.0
433228,-97.0,-43.0,99.0,100.0,-100.0
433229,-97.0,-43.0,,100.0,-100.0
470200,-97.0,-43.0,,100.0,-100.0
470226,-97.0,-43.0,,100.0,-100.0
470235,-97.0,-43.0,,100.0,-100.0
470252,-97.0,-43.0,,100.0,-100.0
470257,-97.0,-43.0,,100.0,-100.0
470268,-97.0,-43.0,,100.0,-100.0
470271,-97.0,-43.0,,100.0,-100.0
470293,-97.0,-43.0,,100.0,-100.0
470297,-97.0,-43.0,,100.0,-100.0
470320,-97.0,-43.0,,100.0,-100.0
470323,-97.0,-43.0,,100.0,-100.0
470346,-97.0,-43.0,,100.0,-100.0
470351,-97.0,-43.0,,100.0,-100.0
470373,-97.0,-43.0,,100.0,-100.0
470378,-97.0,-43.0,,100.0,-100.0
470399,-97.0,-43.0,,100.0,-100.0
470404,-97.0,-43.0,,100.0,-100.0
470425,-97.0,-43.0,,100.0,-100.0
470430,-97.0,-43.0,,100.0,-100.0
470451,-97.0,-43.0,,100.0,-100.0
470457,-97.0,-43.0,,100.0,-100.0
470467,-97.0,-43.0,,100.0,-100.0
470472,-97.0,-43.0,,100.0,-100.0
470493,-97.0,-43.0,,100.0,-100.0
470500,-97.0,-43.0,,100.0,-100.0
470519,-97.0,-43.0,,100.0,-100.0
470524,-97.0,-43.0,,100.0,-100.0
470545,-97.0,-43.0,,100.0,-100.0
470551,-97.0,-43.0,,100.0,-100.0
470572,-97.0,-43.0,,100.0,-100.0
470577,-97.0,-43.0,,100.0,-100.0
470598,-97.0,-43.0,,100.0,-100.0
470603,-97.0,-43.0,,100.0,-100.0
470624,-97.0,-43.0,,100.0,-100.0
470629,-97.0,-43.0,,100.0,-100.0
470650,-97.0,-43.0,,100.0,-100.0
470655,-97.0,-43.0,,100.0,-100.0
470677,-97.0,-43.0,,100.0,-100.0
470684,-97.0,-43.0,,100.0,-100.0
470693,-97.0,-43.0,,100.0,-100.0
470697,-97.0,-43.0,,100.0,-100.0
470719,-97.0,-43.0,,100.0,-100.0
470723,-97.0,-43.0,,100.0,-100.0
470745,-97.0,-43.0,,100.0,-100.0
470749,-97.0,-43.0,,100.0,-100.0
470772,-97.0,-43.0,,100.0,-100.0
481363,-97.0,-43.0,,100.0,-100.0
481378,-97.0,-43.0,,100.0,-100.0
481383,-97.0,-43.0,,100.0,-100.0
481403,-97.0,-43.0,,100.0,-100.0
481408,-97.0,-43.0,,100.0,-100.0
481430,-97.0,-43.0,,100.0,-100.0
481434,-97.0,-43.0,,100.0,-100.0
481456,-97.0,-43.0,,100.0,-100.0
481461,-97.0,-43.0,,100.0,-100.0
481482,-97.0,-43.0,,100.0,-100.0
481489,-97.0,-43.0,,100.0,-100.0
481509,-97.0,-43.0,,100.0,-100.0
481514,-97.0,-43.0,,100.0,-100.0
481535,-97.0,-43.0,,100.0,-100.0
481540,-97.0,-43.0,,100.0,-100.0
481561,-97.0,-43.0,,100.0,-100.0
481566,-97.0,-43.0,,100.0,-100.0
481604,-97.0,-43.0,,100.0,-100.0
481608,-97.0,-43.0,,100.0,-100.0
481630,-97.0,-43.0,,100.0,-100.0
481635,-97.0,-43.0,,100.0,-100.0
481656,-97.0,-43.0,,100.0,-100.0
481660,-97.0,-43.0,,100.0,-100.0
481682,-97.0,-43.0,,100.0,-100.0
481688,-97.0,-43.0,,100.0,-100.0
481709,-97.0,-43.0,,100.0,-100.0
481714,-97.0,-43.0,,100.0,-100.0
481735,-97.0,-43.0,,100.0,-100.0
481740,-97.0,-43.0,,100.0,-100.0
481761,-97.0,-43.0,,100.0,-100.0
481765,-97.0,-43.0,,100.0,-100.0
481787,-97.0,-43.0,,100.0,-100.0
481791,-97.0,-43.0,,100.0,-100.0
481802,-97.0,-43.0,,100.0,-100.0
481808,-97.0,-43.0,,100.0,-100.0
481830,-97.0,-43.0,,100.0,-100.0
481834,-97.0,-43.0,,100.0,-100.0
481856,-97.0,-43.0,,100.0,-100.0
481860,-97.0,-43.0,,100.0,-100.0
481881,-97.0,-43.0,,100.0,-100.0
481886,-97.0,-43.0,,100.0,-100.0
481907,-97.0,-43.0,,100.0,-100.0
481913,-97.0,-43.0,,100.0,-100.0
481935,-97.0,-43.0,,100.0,-100.0
527194,-97.0,-43.0,,100.0,-100.0
527195,-97.0,-43.0,-100.0,100.0,-100.0
527218,-97.0,-43.0,-99.0,100.0,-100.0
527275,-97.0,-43.0,-99.0,100.0,-100.0
527286,-97.0,-43.0,-98.0,100.0,-100.0
527326,-97.0,-43.0,-98.0,100.0,-100.0
527338,-97.0,-43.0,-97.0,100.0,-100.0
527374,-97.0,-43.0,-97.0,100.0,-100.0
527403,-97.0,-43.0,-96.0,100.0,-100.0
527443,-97.0,-43.0,-96.0,100.0,-100.0
527457,-97.0,-43.0,-95.0,100.0,-100.0
527473,-97.0,-43.0,-95.0,100.0,-100.0
527489,-97.0,-43.0,-94.0,100.0,-100.0
527528,-97.0,-43.0,-94.0,100.0,-100.0
527539,-97.0,-43.0,-93.0,100.0,-100.0
527576,-97.0,-43.0,-93.0,100.0,-100.0
527589,-97.0,-43.0,-92.0,100.0,-100.0
527625,-97.0,-43.0,-92.0,100.0,-100.0
527640,-97.0,-43.0,-91.0,100.0,-100.0
527674,-97.0,-43.0,-91.0,100.0,-100.0
527687,-97.0,-43.0,-90.0,100.0,-100.0
527729,-97.0,-43.0,-90.0,100.0,-100.0
527743,-97.0,-43.0,-89.0,100.0,-100.0
527783,-97.0,-43.0,-89.0,100.0,-100.0
527796,-97.0,-43.0,-88.0,100.0,-100.0
527835,-97.0,-43.0,-88.0,100.0,-100.0
527858,-97.0,-43.0,-86.0,100.0,-100.0
527900,-97.0,-43.0,-86.0,100.0,-100.0
527909,-97.0,-43.0,-85.0,100.0,-100.0
527950,-97.0,-43.0,-85.0,100.0,-100.0
527968,-97.0,-43.0,-84.0,100.0,-100.0
527983,-97.0,-43.0,-84.0,100.0,-100.0
528004,-97.0,-43.0,-83.0,100.0,-100.0
528044,-97.0,-43.0,-83.0,100.0,-100.0
528066,-97.0,-43.0,-82.0,100.0,-100.0
528103,-97.0,-43.0,-82.0,100.0,-100.0
528117,-97.0,-43.0,-81.0,100.0,-100.0
528133,-97.0,-43.0,-81.0,100.0,-100.0
528158,-97.0,-43.0,-80.0,100.0,-100.0
528197,-97.0,-43.0,-80.0,100.0,-100.0
528207,-97.0,-43.0,-79.0,100.0,-100.0
528219,-97.0,-43.0,-79.0,100.0,-100.0
528243,-97.0,-43.0,-78.0,100.0,-100.0
528285,-97.0,-43.0,-78.0,100.0,-100.0
528301,-97.0,-43.0,-76.0,100.0,-100.0
528312,-97.0,-43.0,-76.0,100.0,-100.0
528334,-97.0,-43.0,-75.0,100.0,-100.0
528347,-97.0,-43.0,-75.0,100.0,-100.0
528370,-97.0,-43.0,-74.0,100.0,-100.0
528408,-97.0,-43.0,-74.0,100.0,-100.0
528422,-97.0,-43.0,-73.0,100.0,-100.0
528461,-97.0,-43.0,-73.0,100.0,-100.0
528476,-97.0,-43.0,-72.0,100.0,-100.0
528495,-97.0,-43.0,-72.0,100.0,-100.0
528513,-97.0,-43.0,-71.0,100.0,-100.0
528551,-97.0,-43.0,-71.0,100.0,-100.0
528566,-97.0,-43.0,-70.0,100.0,-100.0
528603,-97.0,-43.0,-70.0,100.0,-100.0
528619,-97.0,-43.0,-69.0,100.0,-100.0
528657,-97.0,-43.0,-69.0,100.0,-100.0
528671,-97.0,-43.0,-68.0,100.0,-100.0
528710,-97.0,-43.0,-68.0,100.0,-100.0
528725,-97.0,-43.0,-67.0,100.0,-100.0
528760,-97.0,-43.0,-67.0,100.0,-100.0
528775,-97.0,-43.0,-66.0,100.0,-100.0
528822,-97.0,-43.0,-66.0,100.0,-100.0
528834,-97.0,-43.0,-65.0,100.0,-100.0
528872,-97.0,-43.0,-65.0,100.0,-100.0
528886,-97.0,-43.0,-64.0,100.0,-100.0
528902,-97.0,-43.0,-64.0,100.0,-100.0
528921,-97.0,-43.0,-63.0,100.0,-100.0
528991,-97.0,-43.0,-63.0,100.0,-100.0
529006,-97.0,-43.0,-62.0,100.0,-100.0
529022,-97.0,-43.0,-62.0,100.0,-100.0
529042,-97.0,-43.0,-61.0,100.0,-100.0
529080,-97.0,-43.0,-61.0,100.0,-100.0
529097,-97.0,-43.0,-60.0,100.0,-100.0
529135,-97.0,-43.0,-60.0,100.0,-100.0
529151,-97.0,-43.0,-59.0,100.0,-100.0
529163,-97.0,-43.0,-59.0,100.0,-100.0
529185,-97.0,-43.0,-58.0,100.0,-100.0
529223,-97.0,-43.0,-58.0,100.0,-100.0
529239,-97.0,-43.0,-57.0,100.0,-100.0
529252,-97.0,-43.0,-57.0,100.0,-100.0
529277,-97.0,-43.0,-56.0,100.0,-100.0
529315,-97.0,-43.0,-56.0,100.0,-100.0
529328,-97.0,-43.0,-55.0,100.0,-100.0
529370,-97.0,-43.0,-55.0,100.0,-100.0
529382,-97.0,-43.0,-54.0,100.0,-100.0
529433,-97.0,-43.0,-54.0,100.0,-100.0
529459,-97.0,-43.0,-53.0,100.0,-100.0
529471,-97.0,-43.0,-53.0,100.0,-100.0
529495,-97.0,-43.0,-52.0,100.0,-100.0
529531,-97.0,-43.0,-52.0,100.0,-100.0
529554,-97.0,-43.0,-51.0,100.0,-100.0
529600,-97.0,-43.0,-51.0,100.0,-100.0
529619,-97.0,-43.0,-50.0,100.0,-100.0
529632,-97.0,-43.0,-50.0,100.0,-100.0
529654,-97.0,-43.0,-49.0,100.0,-100.0
529666,-97.0,-43.0,-49.0,100.0,-100.0
529689,-97.0,-43.0,-48.0,100.0,-100.0
529698,-97.0,-43.0,-48.0,100.0,-100.0
529722,-97.0,-43.0,-47.0,100.0,-100.0
529762,-97.0,-43.0,-47.0,100.0,-100.0
529778,-97.0,-43.0,-46.0,100.0,-100.0
529817,-97.0,-43.0,-46.0,100.0,-100.0
529834,-97.0,-43.0,-45.0,100.0,-100.0
529847,-97.0,-43.0,-45.0,100.0,-100.0
529871,-97.0,-43.0,-44.0,100.0,-100.0
529883,-97.0,-43.0,-44.0,100.0,-100.0
529910,-97.0,-43.0,-43.0,100.0,-100.0
529955,-97.0,-43.0,-43.0,100.0,-100.0
529971,-97.0,-43.0,-42.0,100.0,-100.0
530013,-97.0,-43.0,-42.0,100.0,-100.0
530027,-97.0,-43.0,-41.0,100.0,-100.0
530071,-97.0,-43.0,-41.0,100.0,-100.0
530084,-97.0,-43.0,-40.0,100.0,-100.0
530126,-97.0,-43.0,-40.0,100.0,-100.0
530139,-97.0,-43.0,-39.0,100.0,-100.0
530187,-97.0,-43.0,-39.0,100.0,-100.0
530199,-97.0,-43.0,-38.0,100.0,-100.0
530241,-97.0,-43.0,-38.0,100.0,-100.0
530255,-97.0,-43.0,-37.0,100.0,-100.0
530301,-97.0,-43.0,-37.0,100.0,-100.0
530316,-97.0,-43.0,-36.0,100.0,-100.0
530360,-97.0,-43.0,-36.0,100.0,-100.0
530374,-97.0,-43.0,-35.0,100.0,-100.0
530417,-97.0,-43.0,-35.0,100.0,-100.0
530435,-97.0,-43.0,-34.0,100.0,-100.0
530473,-97.0,-43.0,-34.0,100.0,-100.0
530487,-97.0,-43.0,-32.0,100.0,-100.0
530525,-97.0,-43.0,-32.0,100.0,-100.0
530538,-97.0,-43.0,-31.0,100.0,-100.0
530551,-97.0,-43.0,-31.0,100.0,-100.0
530571,-97.0,-43.0,-30.0,100.0,-100.0
530611,-97.0,-43.0,-30.0,100.0,-100.0
530623,-97.0,-43.0,-29.0,100.0,-100.0
530638,-97.0,-43.0,-29.0,100.0,-100.0
530659,-97.0,-43.0,-28.0,100.0,-100.0
530674,-97.0,-43.0,-28.0,100.0,-100.0
530690,-97.0,-43.0,-27.0,100.0,-100.0
530730,-97.0,-43.0,-27.0,100.0,-100.0
530745,-97.0,-43.0,-26.0,100.0,-100.0
530787,-97.0,-43.0,-26.0,100.0,-100.0
530800,-97.0,-43.0,-25.0,100.0,-100.0
530838,-97.0,-43.0,-25.0,100.0,-100.0
530853,-97.0,-43.0,-24.0,100.0,-100.0
530890,-97.0,-43.0,-24.0,100.0,-100.0
530906,-97.0,-43.0,-23.0,100.0,-100.0
530951,-97.0,-43.0,-23.0,100.0,-100.0
530968,-97.0,-43.0,-22.0,100.0,-100.0
531008,-97.0,-43.0,-22.0,100.0,-100.0
531031,-97.0,-43.0,-21.0,100.0,-100.0
531041,-97.0,-43.0,-21.0,100.0,-100.0
531068,-97.0,-43.0,-20.0,100.0,-100.0
531129,-97.0,-43.0,-20.0,100.0,-100.0
531168,-97.0,-43.0,-19.0,100.0,-100.0
531179,-97.0,-43.0,-19.0,100.0,-100.0
531208,-97.0,-43.0,-18.0,100.0,-100.0
531247,-97.0,-43.0,-18.0,100.0,-100.0
531259,-97.0,-43.0,-17.0,100.0,-100.0
531301,-97.0,-43.0,-17.0,100.0,-100.0
531319,-97.0,-43.0,-16.0,100.0,-100.0
531361,-97.0,-43.0,-16.0,100.0,-100.0
531375,-97.0,-43.0,-14.0,100.0,-100.0
531416,-97.0,-43.0,-14.0,100.0,-100.0
531433,-97.0,-43.0,-13.0,100.0,-100.0
531468,-97.0,-43.0,-13.0,100.0,-100.0
531486,-97.0,-43.0,-12.0,100.0,-100.0
531524,-97.0,-43.0,-12.0,100.0,-100.0
531540,-97.0,-43.0,-11.0,100.0,-100.0
531582,-97.0,-43.0,-11.0,100.0,-100.0
531600,-97.0,-43.0,-10.0,100.0,-100.0
531639,-97.0,-43.0,-10.0,100.0,-100.0
531654,-97.0,-43.0,-9.0,100.0,-100.0
531696,-97.0,-43.0,-9.0,100.0,-100.0
531709,-97.0,-43.0,-8.0,100.0,-100.0
531721,-97.0,-43.0,-8.0,100.0,-100.0
531745,-97.0,-43.0,-7.0,100.0,-100.0
531784,-97.0,-43.0,-7.0,100.0,-100.0
531798,-97.0,-43.0,-6.0,100.0,-100.0
531838,-97.0,-43.0,-6.0,100.0,-100.0
531855,-97.0,-43.0,-5.0,100.0,-100.0
531894,-97.0,-43.0,-5.0,100.0,-100.0
531908,-97.0,-43.0,-4.0,100.0,-100.0
531961,-97.0,-43.0,-4.0,100.0,-100.0
531986,-97.0,-43.0,-3.0,100.0,-100.0
532034,-97.0,-43.0,-3.0,100.0,-100.0
532047,-97.0,-43.0,-2.0,100.0,-100.0
532094,-97.0,-43.0,-2.0,100.0,-100.0
532110,-97.0,-43.0,0.0,100.0,-100.0
532153,-97.0,-43.0,0.0,100.0,-100.0
532168,-97.0,-43.0,1.0,100.0,-100.0
532234,-97.0,-43.0,1.0,100.0,-100.0
532290,-97.0,-43.0,2.0,100.0,-100.0
532306,-97.0,-43.0,2.0,100.0,-100.0
532327,-97.0,-43.0,3.0,100.0,-100.0
532377,-97.0,-43.0,3.0,100.0,-100.0
532389,-97.0,-43.0,4.0,100.0,-100.0
532431,-97.0,-43.0,4.0,100.0,-100.0
532445,-97.0,-43.0,5.0,100.0,-100.0
532490,-97.0,-43.0,5.0,100.0,-100.0
532504,-97.0,-43.0,6.0,100.0,-100.0
532548,-97.0,-43.0,6.0,100.0,-100.0
532561,-97.0,-43.0,7.0,100.0,-100.0
532607,-97.0,-43.0,7.0,100.0,-100.0
532621,-97.0,-43.0,8.0,100.0,-100.0
532663,-97.0,-43.0,8.0,100.0,-100.0
532678,-97.0,-43.0,9.0,100.0,-100.0
532690,-97.0,-43.0,9.0,100.0,-100.0
532712,-97.0,-43.0,10.0,100.0,-100.0
532755,-97.0,-43.0,10.0,100.0,-100.0
532770,-97.0,-43.0,11.0,100.0,-100.0
532807,-97.0,-43.0,11.0,100.0,-100.0
532820,-97.0,-43.0,12.0,100.0,-100.0
532865,-97.0,-43.0,12.0,100.0,-100.0
532882,-97.0,-43.0,13.0,100.0,-100.0
532927,-97.0,-43.0,13.0,100.0,-100.0
532954,-97.0,-43.0,14.0,100.0,-100.0
533011,-97.0,-43.0,14.0,100.0,-100.0
533025,-97.0,-43.0,15.0,100.0,-100.0
533063,-97.0,-43.0,15.0,100.0,-100.0
533078,-97.0,-43.0,16.0,100.0,-100.0
533118,-97.0,-43.0,16.0,100.0,-100.0
533133,-97.0,-43.0,17.0,100.0,-100.0
533180,-97.0,-43.0,17.0,100.0,-100.0
533221,-97.0,-43.0,18.0,100.0,-100.0
533242,-97.0,-43.0,18.0,100.0,-100.0
533269,-97.0,-43.0,19.0,100.0,-100.0
533281,-97.0,-43.0,19.0,100.0,-100.0
533306,-97.0,-43.0,20.0,100.0,-100.0
533350,-97.0,-43.0,20.0,100.0,-100.0
533365,-97.0,-43.0,21.0,100.0,-100.0
533404,-97.0,-43.0,21.0,100.0,-100.0
533421,-97.0,-43.0,22.0,100.0,-100.0
533461,-97.0,-43.0,22.0,100.0,-100.0
533476,-97.0,-43.0,23.0,100.0,-100.0
533519,-97.0,-43.0,23.0,100.0,-100.0
533542,-97.0,-43.0,24.0,100.0,-100.0
533558,-97.0,-43.0,24.0,100.0,-100.0
533606,-97.0,-43.0,25.0,100.0,-100.0
533620,-97.0,-43.0,25.0,100.0,-100.0
533640,-97.0,-43.0,26.0,100.0,-100.0
533652,-97.0,-43.0,26.0,100.0,-100.0
533673,-97.0,-43.0,27.0,100.0,-100.0
533711,-97.0,-43.0,27.0,100.0,-100.0
533723,-97.0,-43.0,28.0,100.0,-100.0
533765,-97.0,-43.0,28.0,100.0,-100.0
533779,-97.0,-43.0,29.0,100.0,-100.0
533820,-97.0,-43.0,29.0,100.0,-100.0
533835,-97.0,-43.0,30.0,100.0,-100.0
533877,-97.0,-43.0,30.0,100.0,-100.0
533891,-97.0,-43.0,31.0,100.0,-100.0
533932,-97.0,-43.0,31.0,100.0,-100.0
533948,-97.0,-43.0,32.0,100.0,-100.0
533995,-97.0,-43.0,32.0,100.0,-100.0
534010,-97.0,-43.0,33.0,100.0,-100.0
534023,-97.0,-43.0,33.0,100.0,-100.0
534047,-97.0,-43.0,34.0,100.0,-100.0
534090,-97.0,-43.0,34.0,100.0,-100.0
534108,-97.0,-43.0,35.0,100.0,-100.0
534144,-97.0,-43.0,35.0,100.0,-100.0
534161,-97.0,-43.0,36.0,100.0,-100.0
534201,-97.0,-43.0,36.0,100.0,-100.0
534214,-97.0,-43.0,37.0,100.0,-100.0
534227,-97.0,-43.0,37.0,100.0,-100.0
534250,-97.0,-43.0,38.0,100.0,-100.0
534289,-97.0,-43.0,38.0,100.0,-100.0
534303,-97.0,-43.0,39.0,100.0,-100.0
534344,-97.0,-43.0,39.0,100.0,-100.0
534364,-97.0,-43.0,40.0,100.0,-100.0
534403,-97.0,-43.0,40.0,100.0,-100.0
534415,-97.0,-43.0,41.0,100.0,-100.0
534464,-97.0,-43.0,41.0,100.0,-100.0
534478,-97.0,-43.0,42.0,100.0,-100.0
534519,-97.0,-43.0,42.0,100.0,-100.0
534538,-97.0,-43.0,43.0,100.0,-100.0
534549,-97.0,-43.0,43.0,100.0,-100.0
534575,-97.0,-43.0,44.0,100.0,-100.0
534617,-97.0,-43.0,44.0,100.0,-100.0
534631,-97.0,-43.0,45.0,100.0,-100.0
534646,-97.0,-43.0,45.0,100.0,-100.0
534668,-97.0,-43.0,46.0,100.0,-100.0
534711,-97.0,-43.0,46.0,100.0,-100.0
534733,-97.0,-43.0,47.0,100.0,-100.0
534771,-97.0,-43.0,47.0,100.0,-100.0
534803,-97.0,-43.0,48.0,100.0,-100.0
534882,-97.0,-43.0,48.0,100.0,-100.0
534903,-97.0,-43.0,49.0,100.0,-100.0
534979,-97.0,-43.0,49.0,100.0,-100.0
535012,-97.0,-43.0,50.0,100.0,-100.0
535055,-97.0,-43.0,50.0,100.0,-100.0
535068,-97.0,-43.0,51.0,100.0,-100.0
535142,-97.0,-43.0,51.0,100.0,-100.0
535162,-97.0,-43.0,52.0,100.0,-100.0
535212,-97.0,-43.0,52.0,100.0,-100.0
535233,-97.0,-43.0,53.0,100.0,-100.0
535272,-97.0,-43.0,53.0,100.0,-100.0
535295,-97.0,-43.0,54.0,100.0,-100.0
