,A1B2BMGBX36ZX,A2YP8M9VHFXZV,A23KB5AO13NF7,nan
176356,-100.0,-100.0,-100.0,-100.0
176359,-100.0,-100.0,-100.0,-100.0
176362,-100.0,-100.0,-100.0,-100.0
176366,-100.0,-100.0,-100.0,-100.0
176372,-100.0,-100.0,-100.0,-100.0
176382,-100.0,-100.0,-100.0,-100.0
176385,-100.0,-100.0,-100.0,-100.0
176389,-100.0,-100.0,-100.0,-100.0
176390,-100.0,-100.0,-100.0,-100.0
176400,-100.0,-100.0,-100.0,-100.0
176407,-100.0,-100.0,-100.0,-100.0
176410,-100.0,-100.0,-100.0,-100.0
176413,-100.0,-100.0,-100.0,-100.0
176418,-100.0,-100.0,-100.0,-100.0
176424,-100.0,-100.0,-100.0,-100.0
176434,-100.0,-100.0,-100.0,-100.0
176435,-100.0,-100.0,-100.0,-100.0
176438,-100.0,-100.0,-100.0,-100.0
176443,-100.0,-100.0,-100.0,-100.0
176452,-100.0,-100.0,-100.0,-100.0
176453,-100.0,-100.0,-100.0,-100.0
176460,-100.0,-100.0,-100.0,-100.0
176464,-100.0,-100.0,-100.0,-100.0
176474,-100.0,-100.0,-100.0,-100.0
176483,-100.0,-100.0,-100.0,-100.0
176485,-100.0,-100.0,-100.0,-100.0
176490,-100.0,-100.0,-100.0,-100.0
176494,-100.0,-100.0,-100.0,-100.0
176500,-100.0,-100.0,-100.0,-100.0
176510,-100.0,-100.0,-100.0,-100.0
176511,-100.0,-100.0,-100.0,-100.0
176516,-100.0,-100.0,-100.0,-100.0
176519,-100.0,-100.0,-100.0,-100.0
176529,-100.0,-100.0,-100.0,-100.0
176535,-100.0,-100.0,-100.0,-100.0
176536,-100.0,-100.0,-100.0,-100.0
176539,-100.0,-100.0,-100.0,-100.0
176545,-100.0,-100.0,-100.0,-100.0
176553,-100.0,-100.0,-100.0,-100.0
176561,-100.0,-100.0,-100.0,-100.0
176564,-100.0,-100.0,-100.0,-100.0
176565,-100.0,-100.0,-100.0,-100.0
176573,-100.0,-100.0,-100.0,-100.0
176583,-100.0,-100.0,-100.0,-100.0
176585,-100.0,-100.0,-100.0,-100.0
176589,-100.0,-100.0,-100.0,-100.0
176591,-100.0,-100.0,-100.0,-100.0
176602,-100.0,-100.0,-100.0,-100.0
176609,-100.0,-100.0,-100.0,-100.0
176610,-100.0,-100.0,-100.0,-100.0
176614,-100.0,-100.0,-100.0,-100.0
176619,-100.0,-100.0,-100.0,-100.0
176623,-100.0,-100.0,-100.0,-100.0
176633,-100.0,-100.0,-100.0,-100.0
176636,-100.0,-100.0,-100.0,-100.0
176641,-100.0,-100.0,-100.0,-100.0
176644,-100.0,-100.0,-100.0,-100.0
176660,-100.0,-100.0,-100.0,-100.0
176661,-100.0,-100.0,-100.0,-100.0
176664,-100.0,-100.0,-100.0,-100.0
176665,-100.0,-100.0,-100.0,-100.0
176675,-100.0,-100.0,-100.0,-100.0
176683,-100.0,-100.0,-100.0,-100.0
176685,-100.0,-100.0,-100.0,-100.0
176689,-100.0,-100.0,-100.0,-100.0
176693,-100.0,-100.0,-100.0,-100.0
176700,-100.0,-100.0,-100.0,-100.0
176710,-100.0,-100.0,-100.0,-100.0
176714,-100.0,-100.0,-100.0,-100.0
176718,-100.0,-100.0,-100.0,-100.0
176728,-100.0,-100.0,-100.0,-100.0
176736,-100.0,-100.0,-100.0,-100.0
176739,-100.0,-100.0,-100.0,-100.0
176746,-100.0,-100.0,-100.0,-100.0
176756,-100.0,-100.0,-100.0,-100.0
176767,-100.0,-100.0,-100.0,-100.0
176773,-100.0,-100.0,-100.0,-100.0
176784,-100.0,-100.0,-100.0,-100.0
176786,-100.0,-100.0,-100.0,-100.0
176789,-100.0,-100.0,-100.0,-100.0
176799,-100.0,-100.0,-100.0,-100.0
176805,-100.0,-100.0,-100.0,-100.0
176812,-100.0,-100.0,-100.0,-100.0
176815,-100.0,-100.0,-100.0,-100.0
176824,-100.0,-100.0,-100.0,-100.0
176834,-100.0,-100.0,-100.0,-100.0
176840,-100.0,-100.0,-100.0,-100.0
176850,-100.0,-100.0,-100.0,-100.0
176857,-100.0,-100.0,-100.0,-100.0
176872,-100.0,-100.0,-100.0,-100.0
176877,-100.0,-100.0,-100.0,-100.0
176886,-100.0,-100.0,-100.0,-100.0
176899,-100.0,-100.0,-100.0,-100.0
176909,-100.0,-100.0,-100.0,-100.0
176916,-100.0,-100.0,-100.0,-100.0
176927,-100.0,-100.0,-100.0,-100.0
176934,-100.0,-100.0,-100.0,-100.0
176945,-100.0,-100.0,-100.0,-100.0
176951,-100.0,-100.0,-100.0,-100.0
176960,-100.0,-100.0,-100.0,-100.0
176969,-100.0,-100.0,-100.0,-100.0
176978,-100.0,-100.0,-100.0,-100.0
176987,-100.0,-100.0,-100.0,-100.0
176997,-100.0,-100.0,-100.0,-100.0
177003,-100.0,-100.0,-100.0,-100.0
177015,-100.0,-100.0,-100.0,-100.0
177029,-100.0,-100.0,-100.0,-100.0
177048,-100.0,-100.0,-100.0,-100.0
177057,-100.0,-100.0,-100.0,-100.0
177067,-100.0,-100.0,-100.0,-100.0
177076,-100.0,-100.0,-100.0,-100.0
177086,-100.0,-100.0,-100.0,-100.0
177098,-100.0,-100.0,-100.0,-100.0
177110,-100.0,-100.0,-100.0,-100.0
177118,-100.0,-100.0,-100.0,-100.0
177129,-100.0,-100.0,-100.0,-100.0
177139,-100.0,-100.0,-100.0,-100.0
177149,-100.0,-100.0,-100.0,-100.0
177155,-100.0,-100.0,-100.0,-100.0
177167,-100.0,-100.0,-100.0,-100.0
177173,-100.0,-100.0,-100.0,-100.0
177189,-100.0,-100.0,-100.0,-100.0
177194,-100.0,-100.0,-100.0,-100.0
177204,-100.0,-100.0,-100.0,-100.0
177211,-100.0,-100.0,-100.0,-100.0
177221,-100.0,-100.0,-100.0,-100.0
177232,-100.0,-100.0,-100.0,-100.0
177243,-100.0,-100.0,-100.0,-100.0
177256,-100.0,-100.0,-100.0,-100.0
177266,-100.0,-100.0,-100.0,-100.0
177274,-100.0,-100.0,-100.0,-100.0
177284,-100.0,-100.0,-100.0,-100.0
177290,-100.0,-100.0,-100.0,-100.0
177302,-100.0,-100.0,-100.0,-100.0
177308,-100.0,-100.0,-100.0,-100.0
177333,-100.0,-100.0,-100.0,-100.0
177389,-100.0,-100.0,-100.0,-100.0
177399,-100.0,-100.0,-100.0,-100.0
177436,-100.0,-100.0,-100.0,-100.0
177447,-100.0,-100.0,-100.0,-100.0
177466,-100.0,-100.0,-100.0,-100.0
177476,-100.0,-100.0,-100.0,-100.0
177491,-100.0,-100.0,-100.0,-100.0
177504,-100.0,-100.0,-100.0,-100.0
177532,-100.0,-100.0,-100.0,-100.0
177537,-100.0,-100.0,-100.0,-100.0
177554,-100.0,-100.0,-100.0,-100.0
177571,-100.0,-100.0,-100.0,-100.0
177580,-100.0,-100.0,-100.0,-100.0
177589,-100.0,-100.0,-100.0,-100.0
177601,-100.0,-100.0,-100.0,-100.0
177610,-100.0,-100.0,-100.0,-100.0
177644,-100.0,-100.0,-100.0,-100.0
177658,-100.0,-100.0,-100.0,-100.0
177667,-100.0,-100.0,-100.0,-100.0
177698,-100.0,-100.0,-100.0,-100.0
177709,-100.0,-100.0,-100.0,-100.0
177728,-100.0,-100.0,-100.0,-100.0
177735,-100.0,-100.0,-100.0,-100.0
177747,-100.0,-100.0,-100.0,-100.0
177786,-100.0,-100.0,-100.0,-100.0
177803,-100.0,-100.0,-100.0,-100.0
177820,-100.0,-100.0,-100.0,-100.0
177831,-100.0,-100.0,-100.0,-100.0
177869,-100.0,-100.0,-100.0,-100.0
177878,-100.0,-100.0,-100.0,-100.0
177890,-100.0,-100.0,-100.0,-100.0
177901,-100.0,-100.0,-100.0,-100.0
177911,-100.0,-100.0,-100.0,-100.0
177932,-100.0,-100.0,-100.0,-100.0
177942,-100.0,-100.0,-100.0,-100.0
177943,-100.0,-100.0,-100.0,-100.0
177955,-100.0,-100.0,-100.0,-100.0
177966,-100.0,-100.0,-100.0,-100.0
177978,-100.0,-100.0,-100.0,-100.0
177990,-100.0,-100.0,-100.0,-100.0
178003,-100.0,-100.0,-100.0,-100.0
178016,-100.0,-100.0,-100.0,-100.0
178028,-100.0,-100.0,-100.0,-100.0
178039,-100.0,-100.0,-100.0,-100.0
178087,-100.0,-100.0,-100.0,-100.0
178111,-100.0,-100.0,-100.0,-100.0
178123,-100.0,-100.0,-100.0,-100.0
178136,-100.0,-100.0,-100.0,-100.0
178149,-100.0,-100.0,-100.0,-100.0
178159,-100.0,-100.0,-100.0,-100.0
178170,-100.0,-100.0,-100.0,-100.0
178179,-100.0,-100.0,-100.0,-100.0
178189,-100.0,-100.0,-100.0,-100.0
178200,-100.0,-100.0,-100.0,-100.0
178212,-100.0,-100.0,-100.0,-100.0
178224,-100.0,-100.0,-100.0,-100.0
178235,-100.0,-100.0,-100.0,-100.0
178247,-100.0,-100.0,-100.0,-100.0
178254,-100.0,-100.0,-100.0,-100.0
178265,-100.0,-100.0,-100.0,-100.0
178272,-100.0,-100.0,-100.0,-100.0
178282,-100.0,-100.0,-100.0,-100.0
178289,-100.0,-100.0,-100.0,-100.0
178300,-100.0,-100.0,-100.0,-100.0
178305,-100.0,-100.0,-100.0,-100.0
178313,-100.0,-100.0,-100.0,-100.0
178324,-100.0,-100.0,-100.0,-100.0
178340,-100.0,-100.0,-100.0,-100.0
178347,-100.0,-100.0,-100.0,-100.0
178358,-100.0,-100.0,-100.0,-100.0
178365,-100.0,-100.0,-100.0,-100.0
178378,-100.0,-100.0,-100.0,-100.0
178389,-100.0,-100.0,-100.0,-100.0
178399,-100.0,-100.0,-100.0,-100.0
178410,-100.0,-100.0,-100.0,-100.0
178421,-100.0,-100.0,-100.0,-100.0
178442,-100.0,-100.0,-100.0,-100.0
178452,-100.0,-100.0,-100.0,-100.0
178459,-100.0,-100.0,-100.0,-100.0
178470,-100.0,-100.0,-100.0,-100.0
178479,-100.0,-100.0,-100.0,-100.0
178492,-100.0,-100.0,-100.0,-100.0
178505,-100.0,-100.0,-100.0,-100.0
178517,-100.0,-100.0,-100.0,-100.0
178582,-100.0,-100.0,-100.0,-100.0
178592,-100.0,-100.0,-100.0,-100.0
178594,-100.0,-100.0,-100.0,-100.0
178602,-100.0,-100.0,-100.0,-100.0
178617,-100.0,-100.0,-100.0,-100.0
178626,-100.0,-100.0,-100.0,-100.0
178635,-100.0,-100.0,-100.0,-100.0
178643,-100.0,-100.0,-100.0,-100.0
178653,-100.0,-100.0,-100.0,-100.0
178661,-100.0,-100.0,-100.0,-100.0
178670,-100.0,-100.0,-100.0,-100.0
178678,-100.0,-100.0,-100.0,-100.0
178686,-100.0,-100.0,-100.0,-100.0
178696,-100.0,-100.0,-100.0,-100.0
178704,-100.0,-100.0,-100.0,-100.0
178714,-100.0,-100.0,-100.0,-100.0
178724,-100.0,-100.0,-100.0,-100.0
178736,-100.0,-100.0,-100.0,-100.0
178742,-100.0,-100.0,-100.0,-100.0
178750,-100.0,-100.0,-100.0,-100.0
178758,-100.0,-100.0,-100.0,-100.0
178767,-100.0,-100.0,-100.0,-100.0
178776,-100.0,-100.0,-100.0,-100.0
178785,-100.0,-100.0,-100.0,-100.0
178790,-100.0,-100.0,-100.0,-100.0
178799,-100.0,-100.0,-100.0,-100.0
178805,-100.0,-100.0,-100.0,-100.0
178817,-100.0,-100.0,-100.0,-100.0
178825,-100.0,-100.0,-100.0,-100.0
178834,-100.0,-100.0,-100.0,-100.0
178842,-100.0,-100.0,-100.0,-100.0
178851,-100.0,-100.0,-100.0,-100.0
178861,-100.0,-100.0,-100.0,-100.0
178868,-100.0,-100.0,-100.0,-100.0
178877,-100.0,-100.0,-100.0,-100.0
178886,-100.0,-100.0,-100.0,-100.0
178896,-100.0,-100.0,-100.0,-100.0
178904,-100.0,-100.0,-100.0,-100.0
178913,-100.0,-100.0,-100.0,-100.0
178924,-100.0,-100.0,-100.0,-100.0
178932,-100.0,-100.0,-100.0,-100.0
178939,-100.0,-100.0,-100.0,-100.0
178948,-100.0,-100.0,-100.0,-100.0
178957,-100.0,-100.0,-100.0,-100.0
178964,-100.0,-100.0,-100.0,-100.0
178973,-100.0,-100.0,-100.0,-100.0
178982,-100.0,-100.0,-100.0,-100.0
178991,-100.0,-100.0,-100.0,-100.0
179000,-100.0,-100.0,-100.0,-100.0
179008,-100.0,-100.0,-100.0,-100.0
181034,-100.0,-100.0,-100.0,-100.0
181049,-100.0,-100.0,-100.0,-100.0
181054,-100.0,-100.0,-100.0,-100.0
181066,-100.0,-100.0,-100.0,-100.0
181071,-100.0,-100.0,-100.0,-100.0
181116,-100.0,-100.0,-100.0,-100.0
181119,-100.0,-100.0,-100.0,-100.0
181133,-100.0,-100.0,-100.0,-100.0
181139,-100.0,-100.0,-100.0,-100.0
181150,-100.0,-100.0,-100.0,-100.0
181154,-100.0,-100.0,-100.0,-100.0
181167,-100.0,-100.0,-100.0,-100.0
181172,-100.0,-100.0,-100.0,-100.0
181186,-100.0,-100.0,-100.0,-100.0
181189,-100.0,-100.0,-100.0,-100.0
181218,-100.0,-100.0,-100.0,-100.0
181223,-100.0,-100.0,-100.0,-100.0
181250,-100.0,-100.0,-100.0,-100.0
181267,-100.0,-100.0,-100.0,-100.0
181282,-100.0,-100.0,-100.0,-100.0
181385,-100.0,-100.0,-100.0,-100.0
181399,-100.0,-100.0,-100.0,-100.0
181402,-100.0,-100.0,-100.0,-100.0
181416,-100.0,-100.0,-100.0,-100.0
181419,-100.0,-100.0,-100.0,-100.0
181432,-100.0,-100.0,-100.0,-100.0
181435,-100.0,-100.0,-100.0,-100.0
181449,-100.0,-100.0,-100.0,-100.0
181452,-100.0,-100.0,-100.0,-100.0
181466,-100.0,-100.0,-100.0,-100.0
181470,-100.0,-100.0,-100.0,-100.0
181482,-100.0,-100.0,-100.0,-100.0
181551,-100.0,-100.0,-100.0,-100.0
181566,-100.0,-100.0,-100.0,-100.0
181569,-100.0,-100.0,-100.0,-100.0
181582,-100.0,-100.0,-100.0,-100.0
181586,-100.0,-100.0,-100.0,-100.0
181599,-100.0,-100.0,-100.0,-100.0
181603,-100.0,-100.0,-100.0,-100.0
181616,-100.0,-100.0,-100.0,-100.0
181619,-100.0,-100.0,-100.0,-100.0
181633,-100.0,-100.0,-100.0,-100.0
181637,-100.0,-100.0,-100.0,-100.0
181649,-100.0,-100.0,-100.0,-100.0
181751,-100.0,-100.0,-100.0,-100.0
181766,-100.0,-100.0,-100.0,-100.0
181770,-100.0,-100.0,-100.0,-100.0
181782,-100.0,-100.0,-100.0,-100.0
181787,-100.0,-100.0,-100.0,-100.0
181799,-100.0,-100.0,-100.0,-100.0
181805,-100.0,-100.0,-100.0,-100.0
181816,-100.0,-100.0,-100.0,-100.0
181819,-100.0,-100.0,-100.0,-100.0
181832,-100.0,-100.0,-100.0,-100.0
181835,-100.0,-100.0,-100.0,-100.0
181849,-100.0,-100.0,-100.0,-100.0
181853,-100.0,-100.0,-100.0,-100.0
181866,-100.0,-100.0,-100.0,-100.0
181869,-100.0,-100.0,-100.0,-100.0
181882,-100.0,-100.0,-100.0,-100.0
181950,-100.0,-100.0,-100.0,-100.0
181966,-100.0,-100.0,-100.0,-100.0
181970,-100.0,-100.0,-100.0,-100.0
181982,-100.0,-100.0,-100.0,-100.0
181989,-100.0,-100.0,-100.0,-100.0
182000,-100.0,-100.0,-100.0,-100.0
182003,-100.0,-100.0,-100.0,-100.0
182016,-100.0,-100.0,-100.0,-100.0
182020,-100.0,-100.0,-100.0,-100.0
182032,-100.0,-100.0,-100.0,-100.0
182036,-100.0,-100.0,-100.0,-100.0
182049,-100.0,-100.0,-100.0,-100.0
182117,-100.0,-100.0,-100.0,-100.0
182134,-100.0,-100.0,-100.0,-100.0
182137,-100.0,-100.0,-100.0,-100.0
182149,-100.0,-100.0,-100.0,-100.0
182153,-100.0,-100.0,-100.0,-100.0
182166,-100.0,-100.0,-100.0,-100.0
182170,-100.0,-100.0,-100.0,-100.0
182183,-100.0,-100.0,-100.0,-100.0
182186,-100.0,-100.0,-100.0,-100.0
182200,-100.0,-100.0,-100.0,-100.0
182268,-100.0,-100.0,-100.0,-100.0
182285,-100.0,-100.0,-100.0,-100.0
182291,-100.0,-100.0,-100.0,-100.0
182317,-100.0,-100.0,-100.0,-100.0
182322,-100.0,-100.0,-100.0,-100.0
182366,-100.0,-100.0,-100.0,-100.0
182371,-100.0,-100.0,-100.0,-100.0
182384,-100.0,-100.0,-100.0,-100.0
182485,-100.0,-100.0,-100.0,-100.0
182500,-100.0,-100.0,-100.0,-100.0
182504,-100.0,-100.0,-100.0,-100.0
182516,-100.0,-100.0,-100.0,-100.0
182520,-100.0,-100.0,-100.0,-100.0
182533,-100.0,-100.0,-100.0,-100.0
182536,-100.0,-100.0,-100.0,-100.0
182549,-100.0,-100.0,-100.0,-100.0
182668,-100.0,-100.0,-100.0,-100.0
182683,-100.0,-100.0,-100.0,-100.0
182686,-100.0,-100.0,-100.0,-100.0
182699,-100.0,-100.0,-100.0,-100.0
182703,-100.0,-100.0,-100.0,-100.0
182716,-100.0,-100.0,-100.0,-100.0
182722,-100.0,-100.0,-100.0,-100.0
182733,-100.0,-100.0,-100.0,-100.0
182736,-100.0,-100.0,-100.0,-100.0
182751,-100.0,-100.0,-100.0,-100.0
182755,-100.0,-100.0,-100.0,-100.0
182766,-100.0,-100.0,-100.0,-100.0
182852,-100.0,-100.0,-100.0,-100.0
182866,-100.0,-100.0,-100.0,-100.0
182871,-100.0,-100.0,-100.0,-100.0
182884,-100.0,-100.0,-100.0,-100.0
182892,-100.0,-100.0,-100.0,-100.0
182916,-100.0,-100.0,-100.0,-100.0
182921,-100.0,-100.0,-100.0,-100.0
182934,-100.0,-100.0,-100.0,-100.0
182938,-100.0,-100.0,-100.0,-100.0
182967,-100.0,-100.0,-100.0,-100.0
183052,-100.0,-100.0,-100.0,-100.0
183065,-100.0,-100.0,-100.0,-100.0
183069,-100.0,-100.0,-100.0,-100.0
183082,-100.0,-100.0,-100.0,-100.0
183086,-100.0,-100.0,-100.0,-100.0
183099,-100.0,-100.0,-100.0,-100.0
183102,-100.0,-100.0,-100.0,-100.0
183133,-100.0,-100.0,-100.0,-100.0
183137,-100.0,-100.0,-100.0,-100.0
183149,-100.0,-100.0,-100.0,-100.0
183152,-100.0,-100.0,-100.0,-100.0
183166,-100.0,-100.0,-100.0,-100.0
184252,-100.0,-100.0,-100.0,-100.0
184266,-100.0,-100.0,-100.0,-100.0
184270,-100.0,-100.0,-100.0,-100.0
184282,-100.0,-100.0,-100.0,-100.0
184287,-100.0,-100.0,-100.0,-100.0
184300,-100.0,-100.0,-100.0,-100.0
184306,-100.0,-100.0,-100.0,-100.0
184316,-100.0,-100.0,-100.0,-100.0
184320,-100.0,-100.0,-100.0,-100.0
184333,-100.0,-100.0,-100.0,-100.0
184386,-100.0,-100.0,-100.0,-100.0
184402,-100.0,-100.0,-100.0,-100.0
184410,-100.0,-100.0,-100.0,-100.0
184435,-100.0,-100.0,-100.0,-100.0
184443,-100.0,-100.0,-100.0,-100.0
184470,-100.0,-100.0,-100.0,-100.0
184479,-100.0,-100.0,-100.0,-100.0
184488,-100.0,-100.0,-100.0,-100.0
184496,-100.0,-100.0,-100.0,-100.0
184519,-100.0,-100.0,-100.0,-100.0
184522,-100.0,-100.0,-100.0,-100.0
184532,-100.0,-100.0,-100.0,-100.0
184533,-100.0,-100.0,-100.0,-100.0
184537,-100.0,-100.0,-100.0,-100.0
184540,-100.0,-100.0,-100.0,-100.0
184549,-100.0,-100.0,-100.0,-100.0
184550,-100.0,-100.0,-100.0,-100.0
184557,-100.0,-100.0,-100.0,-100.0
184565,-100.0,-100.0,-100.0,-100.0
184567,-100.0,-100.0,-100.0,-100.0
184570,-100.0,-100.0,-100.0,-100.0
184572,-100.0,-100.0,-100.0,-100.0
184600,-100.0,-100.0,-100.0,-100.0
184601,-100.0,-100.0,-100.0,-100.0
184604,-100.0,-100.0,-100.0,-100.0
184607,-100.0,-100.0,-100.0,-100.0
184616,-100.0,-100.0,-100.0,-100.0
184617,-100.0,-100.0,-100.0,-100.0
184619,-100.0,-100.0,-100.0,-100.0
184625,-100.0,-100.0,-100.0,-100.0
184634,-100.0,-100.0,-100.0,-100.0
184652,-100.0,-100.0,-100.0,-100.0
184660,-100.0,-100.0,-100.0,-100.0
184688,-100.0,-100.0,-100.0,-100.0
184696,-100.0,-100.0,-100.0,-100.0
184704,-100.0,-100.0,-100.0,-100.0
184713,-100.0,-100.0,-100.0,-100.0
184729,-100.0,-100.0,-100.0,-100.0
184736,-100.0,-100.0,-100.0,-100.0
184749,-100.0,-100.0,-100.0,-100.0
184757,-100.0,-100.0,-100.0,-100.0
184762,-100.0,-100.0,-100.0,-100.0
184770,-100.0,-100.0,-100.0,-100.0
184783,-100.0,-100.0,-100.0,-100.0
184792,-100.0,-100.0,-100.0,-100.0
184799,-100.0,-100.0,-100.0,-100.0
184807,-100.0,-100.0,-100.0,-100.0
184816,-100.0,-100.0,-100.0,-100.0
184833,-100.0,-100.0,-100.0,-100.0
184837,-100.0,-100.0,-100.0,-100.0
184846,-100.0,-100.0,-100.0,-100.0
184851,-100.0,-100.0,-100.0,-100.0
184859,-100.0,-100.0,-100.0,-100.0
184870,-100.0,-100.0,-100.0,-100.0
184879,-100.0,-100.0,-100.0,-100.0
184886,-100.0,-100.0,-100.0,-100.0
184895,-100.0,-100.0,-100.0,-100.0
184904,-100.0,-100.0,-100.0,-100.0
184915,-100.0,-100.0,-100.0,-100.0
184921,-100.0,-100.0,-100.0,-100.0
184927,-100.0,-100.0,-100.0,-100.0
184939,-100.0,-100.0,-100.0,-100.0
184946,-100.0,-100.0,-100.0,-100.0
184957,-100.0,-100.0,-100.0,-100.0
184966,-100.0,-100.0,-100.0,-100.0
184974,-100.0,-100.0,-100.0,-100.0
184982,-100.0,-100.0,-100.0,-100.0
184992,-100.0,-100.0,-100.0,-100.0
184997,-100.0,-100.0,-100.0,-100.0
185003,-100.0,-100.0,-100.0,-100.0
185015,-100.0,-100.0,-100.0,-100.0
185023,-100.0,-100.0,-100.0,-100.0
185039,-100.0,-100.0,-100.0,-100.0
185049,-100.0,-100.0,-100.0,-100.0
185058,-100.0,-100.0,-100.0,-100.0
185067,-100.0,-100.0,-100.0,-100.0
185074,-100.0,-100.0,-100.0,-100.0
185093,-100.0,-100.0,-100.0,-100.0
185103,-100.0,-100.0,-100.0,-100.0
185111,-100.0,-100.0,-100.0,-100.0
185120,-100.0,-100.0,-100.0,-100.0
185130,-100.0,-100.0,-100.0,-100.0
185146,-100.0,-100.0,-100.0,-100.0
185156,-100.0,-100.0,-100.0,-100.0
185163,-100.0,-100.0,-100.0,-100.0
185172,-100.0,-100.0,-100.0,-100.0
185179,-100.0,-100.0,-100.0,-100.0
185187,-100.0,-100.0,-100.0,-100.0
185191,-100.0,-100.0,-100.0,-100.0
185200,-100.0,-100.0,-100.0,-100.0
185205,-100.0,-100.0,-100.0,-100.0
185220,-100.0,-100.0,-100.0,-100.0
185237,-100.0,-100.0,-100.0,-100.0
185255,-100.0,-100.0,-100.0,-100.0
185265,-100.0,-100.0,-100.0,-100.0
185298,-100.0,-100.0,-100.0,-100.0
185307,-100.0,-100.0,-100.0,-100.0
185316,-100.0,-100.0,-100.0,-100.0
185327,-100.0,-100.0,-100.0,-100.0
185337,-100.0,-100.0,-100.0,-100.0
185343,-100.0,-100.0,-100.0,-100.0
185352,-100.0,-100.0,-100.0,-100.0
185358,-100.0,-100.0,-100.0,-100.0
185369,-100.0,-100.0,-100.0,-100.0
185374,-100.0,-100.0,-100.0,-100.0
185384,-100.0,-100.0,-100.0,-100.0
185390,-100.0,-100.0,-100.0,-100.0
185401,-100.0,-100.0,-100.0,-100.0
185408,-100.0,-100.0,-100.0,-100.0
185418,-100.0,-100.0,-100.0,-100.0
185433,-100.0,-100.0,-100.0,-100.0
185440,-100.0,-100.0,-100.0,-100.0
185450,-100.0,-100.0,-100.0,-100.0
185460,-100.0,-100.0,-100.0,-100.0
185467,-100.0,-100.0,-100.0,-100.0
185477,-100.0,-100.0,-100.0,-100.0
185485,-100.0,-100.0,-100.0,-100.0
185489,-100.0,-100.0,-100.0,-100.0
185497,-100.0,-100.0,-100.0,-100.0
185502,-100.0,-100.0,-100.0,-100.0
185511,-100.0,-100.0,-100.0,-100.0
185517,-100.0,-100.0,-100.0,-100.0
185521,-100.0,-100.0,-100.0,-100.0
185525,-100.0,-100.0,-100.0,-100.0
185530,-100.0,-100.0,-100.0,-100.0
185547,-100.0,-100.0,-100.0,-100.0
185550,-100.0,-100.0,-100.0,-100.0
185554,-100.0,-100.0,-100.0,-100.0
185555,-100.0,-100.0,-100.0,-100.0
185564,-100.0,-100.0,-100.0,-100.0
185566,-100.0,-100.0,-100.0,-100.0
185570,-100.0,-100.0,-100.0,-100.0
185575,-100.0,-100.0,-100.0,-100.0
185582,-100.0,-100.0,-100.0,-100.0
185584,-100.0,-100.0,-100.0,-100.0
185587,-100.0,-100.0,-100.0,-100.0
185591,-100.0,-100.0,-100.0,-100.0
185598,-100.0,-100.0,-100.0,-100.0
185599,-100.0,-100.0,-100.0,-100.0
185603,-100.0,-100.0,-100.0,-100.0
185607,-100.0,-100.0,-100.0,-100.0
185612,-100.0,-100.0,-100.0,-100.0
185616,-100.0,-100.0,-100.0,-100.0
185619,-100.0,-100.0,-100.0,-100.0
185625,-100.0,-100.0,-100.0,-100.0
185634,-100.0,-100.0,-100.0,-100.0
185637,-100.0,-100.0,-100.0,-100.0
185638,-100.0,-100.0,-100.0,-100.0
185649,-100.0,-100.0,-100.0,-100.0
185650,-100.0,-100.0,-100.0,-100.0
185669,-100.0,-100.0,-100.0,-100.0
185679,-100.0,-100.0,-100.0,-100.0
185706,-100.0,-100.0,-100.0,-100.0
185714,-100.0,-100.0,-100.0,-100.0
185719,-100.0,-100.0,-100.0,-100.0
185731,-100.0,-100.0,-100.0,-100.0
185732,-100.0,-100.0,-100.0,-100.0
185736,-100.0,-100.0,-100.0,-100.0
185739,-100.0,-100.0,-100.0,-100.0
185749,-100.0,-100.0,-100.0,-100.0
185752,-100.0,-100.0,-100.0,-100.0
185766,-100.0,-100.0,-100.0,-100.0
185769,-100.0,-100.0,-100.0,-100.0
185775,-100.0,-100.0,-100.0,-100.0
185783,-100.0,-100.0,-100.0,-100.0
185787,-100.0,-100.0,-100.0,-100.0
185795,-100.0,-100.0,-100.0,-100.0
185799,-100.0,-100.0,-100.0,-100.0
185805,-100.0,-100.0,-100.0,-100.0
185808,-100.0,-100.0,-100.0,-100.0
185816,-100.0,-100.0,-100.0,-100.0
185819,-100.0,-100.0,-100.0,-100.0
185836,-100.0,-100.0,-100.0,-100.0
185838,-100.0,-100.0,-100.0,-100.0
185844,-100.0,-100.0,-100.0,-100.0
185846,-100.0,-100.0,-100.0,-100.0
185854,-100.0,-100.0,-100.0,-100.0
185866,-100.0,-100.0,-100.0,-100.0
185873,-100.0,-100.0,-100.0,-100.0
185895,-100.0,-100.0,-100.0,-100.0
185899,-100.0,-100.0,-100.0,-100.0
185903,-100.0,-100.0,-100.0,-100.0
185920,-100.0,-100.0,-100.0,-100.0
185932,-100.0,-100.0,-100.0,-100.0
185936,-100.0,-100.0,-100.0,-100.0
185949,-100.0,-100.0,-100.0,-100.0
185950,-100.0,-100.0,-100.0,-100.0
185954,-100.0,-100.0,-100.0,-100.0
185973,-100.0,-100.0,-100.0,-100.0
185988,-100.0,-100.0,-100.0,-100.0
185992,-100.0,-100.0,-100.0,-100.0
186005,-100.0,-100.0,-100.0,-100.0
186014,-100.0,-100.0,-100.0,-100.0
186015,-100.0,-100.0,-100.0,-100.0
