,A1B2BMGBX36ZX,A2YP8M9VHFXZV,A23KB5AO13NF7,nan
109541,-100.0,-100.0,-100.0,-100.0
109566,-100.0,-100.0,-100.0,-100.0
109591,-100.0,-100.0,-100.0,-100.0
109616,-100.0,-100.0,-100.0,-100.0
109641,-100.0,-100.0,-100.0,-100.0
109667,-100.0,-100.0,-100.0,-100.0
109692,-100.0,-100.0,-100.0,-100.0
109717,-100.0,-100.0,-100.0,-100.0
109742,-100.0,-100.0,-100.0,-100.0
109767,-100.0,-100.0,-100.0,-100.0
109792,-100.0,-100.0,-100.0,-100.0
114457,-100.0,-100.0,-100.0,-100.0
114483,-100.0,-100.0,-100.0,-100.0
114507,-100.0,-100.0,-100.0,-100.0
114534,-100.0,-100.0,-100.0,-100.0
114558,-100.0,-100.0,-100.0,-100.0
114584,-100.0,-100.0,-100.0,-100.0
114608,-100.0,-100.0,-100.0,-100.0
114634,-100.0,-100.0,-100.0,-100.0
114659,-100.0,-100.0,-100.0,-100.0
114683,-100.0,-100.0,-100.0,-100.0
114708,-100.0,-100.0,-100.0,-100.0
114734,-100.0,-100.0,-100.0,-100.0
114759,-100.0,-100.0,-100.0,-100.0
114784,-100.0,-100.0,-100.0,-100.0
114809,-100.0,-100.0,-100.0,-100.0
114833,-100.0,-100.0,-100.0,-100.0
114859,-100.0,-100.0,-100.0,-100.0
114884,-100.0,-100.0,-100.0,-100.0
114909,-100.0,-100.0,-100.0,-100.0
114935,-100.0,-100.0,-100.0,-100.0
114959,-100.0,-100.0,-100.0,-100.0
114984,-100.0,-100.0,-100.0,-100.0
115010,-100.0,-100.0,-100.0,-100.0
115035,-100.0,-100.0,-100.0,-100.0
115059,-100.0,-100.0,-100.0,-100.0
115085,-100.0,-100.0,-100.0,-100.0
115109,-100.0,-100.0,-100.0,-100.0
115135,-100.0,-100.0,-100.0,-100.0
115160,-100.0,-100.0,-100.0,-100.0
115185,-100.0,-100.0,-100.0,-100.0
115210,-100.0,-100.0,-100.0,-100.0
115236,-100.0,-100.0,-100.0,-100.0
115260,-100.0,-100.0,-100.0,-100.0
115286,-100.0,-100.0,-100.0,-100.0
115310,-100.0,-100.0,-100.0,-100.0
115335,-100.0,-100.0,-100.0,-100.0
115360,-100.0,-100.0,-100.0,-100.0
115385,-100.0,-100.0,-100.0,-100.0
115411,-100.0,-100.0,-100.0,-100.0
115436,-100.0,-100.0,-100.0,-100.0
115462,-100.0,-100.0,-100.0,-100.0
115486,-100.0,-100.0,-100.0,-100.0
115511,-100.0,-100.0,-100.0,-100.0
115537,-100.0,-100.0,-100.0,-100.0
115561,-100.0,-100.0,-100.0,-100.0
115587,-100.0,-100.0,-100.0,-100.0
115612,-100.0,-100.0,-100.0,-100.0
135802,-100.0,-100.0,-100.0,-100.0
135850,-100.0,-100.0,-100.0,-100.0
135855,-100.0,-100.0,-100.0,-100.0
135875,-100.0,-100.0,-100.0,-100.0
135878,-100.0,-100.0,-100.0,-100.0
135900,-100.0,-100.0,-100.0,-100.0
135903,-100.0,-100.0,-100.0,-100.0
135925,-100.0,-100.0,-100.0,-100.0
135929,-100.0,-100.0,-100.0,-100.0
135950,-100.0,-100.0,-100.0,-100.0
135954,-100.0,-100.0,-100.0,-100.0
135975,-100.0,-100.0,-100.0,-100.0
135978,-100.0,-100.0,-100.0,-100.0
136000,-100.0,-100.0,-100.0,-100.0
136004,-100.0,-100.0,-100.0,-100.0
136025,-100.0,-100.0,-100.0,-100.0
136030,-100.0,-100.0,-100.0,-100.0
136050,-100.0,-100.0,-100.0,-100.0
136055,-100.0,-100.0,-100.0,-100.0
136075,-100.0,-100.0,-100.0,-100.0
136078,-100.0,-100.0,-100.0,-100.0
136100,-100.0,-100.0,-100.0,-100.0
136103,-100.0,-100.0,-100.0,-100.0
136126,-100.0,-100.0,-100.0,-100.0
136130,-100.0,-100.0,-100.0,-100.0
136151,-100.0,-100.0,-100.0,-100.0
136154,-100.0,-100.0,-100.0,-100.0
136176,-100.0,-100.0,-100.0,-100.0
136178,-100.0,-100.0,-100.0,-100.0
136201,-100.0,-100.0,-100.0,-100.0
136203,-100.0,-100.0,-100.0,-100.0
136226,-100.0,-100.0,-100.0,-100.0
136229,-100.0,-100.0,-100.0,-100.0
136251,-100.0,-100.0,-100.0,-100.0
136253,-100.0,-100.0,-100.0,-100.0
136276,-100.0,-100.0,-100.0,-100.0
136280,-100.0,-100.0,-100.0,-100.0
136301,-100.0,-100.0,-100.0,-100.0
136304,-100.0,-100.0,-100.0,-100.0
136326,-100.0,-100.0,-100.0,-100.0
136328,-100.0,-100.0,-100.0,-100.0
136351,-100.0,-100.0,-100.0,-100.0
136353,-100.0,-100.0,-100.0,-100.0
136376,-100.0,-100.0,-100.0,-100.0
136378,-100.0,-100.0,-100.0,-100.0
136401,-100.0,-100.0,-100.0,-100.0
136405,-100.0,-100.0,-100.0,-100.0
136427,-100.0,-100.0,-100.0,-100.0
136429,-100.0,-100.0,-100.0,-100.0
136452,-100.0,-100.0,-100.0,-100.0
136455,-100.0,-100.0,-100.0,-100.0
136477,-100.0,-100.0,-100.0,-100.0
136481,-100.0,-100.0,-100.0,-100.0
136503,-100.0,-100.0,-100.0,-100.0
136506,-100.0,-100.0,-100.0,-100.0
136527,-100.0,-100.0,-100.0,-100.0
136531,-100.0,-100.0,-100.0,-100.0
136552,-100.0,-100.0,-100.0,-100.0
136555,-100.0,-100.0,-100.0,-100.0
136577,-100.0,-100.0,-100.0,-100.0
136580,-100.0,-100.0,-100.0,-100.0
136602,-100.0,-100.0,-100.0,-100.0
136605,-100.0,-100.0,-100.0,-100.0
136627,-100.0,-100.0,-100.0,-100.0
136630,-100.0,-100.0,-100.0,-100.0
136652,-100.0,-100.0,-100.0,-100.0
136655,-100.0,-100.0,-100.0,-100.0
136677,-100.0,-100.0,-100.0,-100.0
136681,-100.0,-100.0,-100.0,-100.0
136702,-100.0,-100.0,-100.0,-100.0
136705,-100.0,-100.0,-100.0,-100.0
136727,-100.0,-100.0,-100.0,-100.0
136731,-100.0,-100.0,-100.0,-100.0
136753,-100.0,-100.0,-100.0,-100.0
136756,-100.0,-100.0,-100.0,-100.0
136778,-100.0,-100.0,-100.0,-100.0
136783,-100.0,-100.0,-100.0,-100.0
136803,-100.0,-100.0,-100.0,-100.0
136807,-100.0,-100.0,-100.0,-100.0
136828,-100.0,-100.0,-100.0,-100.0
136832,-100.0,-100.0,-100.0,-100.0
136853,-100.0,-100.0,-100.0,-100.0
136855,-100.0,-100.0,-100.0,-100.0
136878,-100.0,-100.0,-100.0,-100.0
136881,-100.0,-100.0,-100.0,-100.0
136903,-100.0,-100.0,-100.0,-100.0
136907,-100.0,-100.0,-100.0,-100.0
136928,-100.0,-100.0,-100.0,-100.0
136932,-100.0,-100.0,-100.0,-100.0
136953,-100.0,-100.0,-100.0,-100.0
136957,-100.0,-100.0,-100.0,-100.0
136978,-100.0,-100.0,-100.0,-100.0
136982,-100.0,-100.0,-100.0,-100.0
137003,-100.0,-100.0,-100.0,-100.0
137006,-100.0,-100.0,-100.0,-100.0
137029,-100.0,-100.0,-100.0,-100.0
137033,-100.0,-100.0,-100.0,-100.0
137054,-100.0,-100.0,-100.0,-100.0
137058,-100.0,-100.0,-100.0,-100.0
137079,-100.0,-100.0,-100.0,-100.0
137082,-100.0,-100.0,-100.0,-100.0
137104,-100.0,-100.0,-100.0,-100.0
137108,-100.0,-100.0,-100.0,-100.0
137129,-100.0,-100.0,-100.0,-100.0
137132,-100.0,-100.0,-100.0,-100.0
137154,-100.0,-100.0,-100.0,-100.0
137158,-100.0,-100.0,-100.0,-100.0
137179,-100.0,-100.0,-100.0,-100.0
137183,-100.0,-100.0,-100.0,-100.0
137204,-100.0,-100.0,-100.0,-100.0
137207,-100.0,-100.0,-100.0,-100.0
137229,-100.0,-100.0,-100.0,-100.0
137233,-100.0,-100.0,-100.0,-100.0
137254,-100.0,-100.0,-100.0,-100.0
137257,-100.0,-100.0,-100.0,-100.0
137279,-100.0,-100.0,-100.0,-100.0
137282,-100.0,-100.0,-100.0,-100.0
137304,-100.0,-100.0,-100.0,-100.0
137310,-100.0,-100.0,-100.0,-100.0
137329,-100.0,-100.0,-100.0,-100.0
137332,-100.0,-100.0,-100.0,-100.0
137355,-100.0,-100.0,-100.0,-100.0
137359,-100.0,-100.0,-100.0,-100.0
137380,-100.0,-100.0,-100.0,-100.0
137383,-100.0,-100.0,-100.0,-100.0
137405,-100.0,-100.0,-100.0,-100.0
137409,-100.0,-100.0,-100.0,-100.0
137430,-100.0,-100.0,-100.0,-100.0
137434,-100.0,-100.0,-100.0,-100.0
137455,-100.0,-100.0,-100.0,-100.0
137458,-100.0,-100.0,-100.0,-100.0
137480,-100.0,-100.0,-100.0,-100.0
137484,-100.0,-100.0,-100.0,-100.0
137505,-100.0,-100.0,-100.0,-100.0
137508,-100.0,-100.0,-100.0,-100.0
137530,-100.0,-100.0,-100.0,-100.0
137533,-100.0,-100.0,-100.0,-100.0
137555,-100.0,-100.0,-100.0,-100.0
137559,-100.0,-100.0,-100.0,-100.0
137580,-100.0,-100.0,-100.0,-100.0
137583,-100.0,-100.0,-100.0,-100.0
137605,-100.0,-100.0,-100.0,-100.0
137609,-100.0,-100.0,-100.0,-100.0
137630,-100.0,-100.0,-100.0,-100.0
137633,-100.0,-100.0,-100.0,-100.0
137656,-100.0,-100.0,-100.0,-100.0
137659,-100.0,-100.0,-100.0,-100.0
137681,-100.0,-100.0,-100.0,-100.0
137684,-100.0,-100.0,-100.0,-100.0
137706,-100.0,-100.0,-100.0,-100.0
138986,-100.0,-100.0,-100.0,-100.0
139011,-100.0,-100.0,-100.0,-100.0
139015,-100.0,-100.0,-100.0,-100.0
139035,-100.0,-100.0,-100.0,-100.0
139038,-100.0,-100.0,-100.0,-100.0
139060,-100.0,-100.0,-100.0,-100.0
139063,-100.0,-100.0,-100.0,-100.0
139085,-100.0,-100.0,-100.0,-100.0
139088,-100.0,-100.0,-100.0,-100.0
139110,-100.0,-100.0,-100.0,-100.0
139113,-100.0,-100.0,-100.0,-100.0
139135,-100.0,-100.0,-100.0,-100.0
139138,-100.0,-100.0,-100.0,-100.0
139160,-100.0,-100.0,-100.0,-100.0
139164,-100.0,-100.0,-100.0,-100.0
139211,-100.0,-100.0,-100.0,-100.0
139216,-100.0,-100.0,-100.0,-100.0
139236,-100.0,-100.0,-100.0,-100.0
139241,-100.0,-100.0,-100.0,-100.0
139261,-100.0,-100.0,-100.0,-100.0
139266,-100.0,-100.0,-100.0,-100.0
139287,-100.0,-100.0,-100.0,-100.0
139290,-100.0,-100.0,-100.0,-100.0
139311,-100.0,-100.0,-100.0,-100.0
139315,-100.0,-100.0,-100.0,-100.0
139336,-100.0,-100.0,-100.0,-100.0
139342,-100.0,-100.0,-100.0,-100.0
139361,-100.0,-100.0,-100.0,-100.0
139364,-100.0,-100.0,-100.0,-100.0
139386,-100.0,-100.0,-100.0,-100.0
139389,-100.0,-100.0,-100.0,-100.0
139411,-100.0,-100.0,-100.0,-100.0
139414,-100.0,-100.0,-100.0,-100.0
139436,-100.0,-100.0,-100.0,-100.0
139439,-100.0,-100.0,-100.0,-100.0
139461,-100.0,-100.0,-100.0,-100.0
139464,-100.0,-100.0,-100.0,-100.0
139487,-100.0,-100.0,-100.0,-100.0
139491,-100.0,-100.0,-100.0,-100.0
139512,-100.0,-100.0,-100.0,-100.0
139515,-100.0,-100.0,-100.0,-100.0
139537,-100.0,-100.0,-100.0,-100.0
139541,-100.0,-100.0,-100.0,-100.0
139562,-100.0,-100.0,-100.0,-100.0
139565,-100.0,-100.0,-100.0,-100.0
139587,-100.0,-100.0,-100.0,-100.0
139590,-100.0,-100.0,-100.0,-100.0
139612,-100.0,-100.0,-100.0,-100.0
139615,-100.0,-100.0,-100.0,-100.0
139637,-100.0,-100.0,-100.0,-100.0
139640,-100.0,-100.0,-100.0,-100.0
139662,-100.0,-100.0,-100.0,-100.0
139665,-100.0,-100.0,-100.0,-100.0
139687,-100.0,-100.0,-100.0,-100.0
139690,-100.0,-100.0,-100.0,-100.0
139712,-100.0,-100.0,-100.0,-100.0
139716,-100.0,-100.0,-100.0,-100.0
139737,-100.0,-100.0,-100.0,-100.0
139743,-100.0,-100.0,-100.0,-100.0
139762,-100.0,-100.0,-100.0,-100.0
139767,-100.0,-100.0,-100.0,-100.0
139788,-100.0,-100.0,-100.0,-100.0
139791,-100.0,-100.0,-100.0,-100.0
139814,-100.0,-100.0,-100.0,-100.0
139817,-100.0,-100.0,-100.0,-100.0
139838,-100.0,-100.0,-100.0,-100.0
139843,-100.0,-100.0,-100.0,-100.0
139864,-100.0,-100.0,-100.0,-100.0
139868,-100.0,-100.0,-100.0,-100.0
139888,-100.0,-100.0,-100.0,-100.0
139892,-100.0,-100.0,-100.0,-100.0
139913,-100.0,-100.0,-100.0,-100.0
148568,-100.0,-100.0,-100.0,-100.0
148593,-100.0,-100.0,-100.0,-100.0
148597,-100.0,-100.0,-100.0,-100.0
148617,-100.0,-100.0,-100.0,-100.0
148621,-100.0,-100.0,-100.0,-100.0
148642,-100.0,-100.0,-100.0,-100.0
148646,-100.0,-100.0,-100.0,-100.0
148668,-100.0,-100.0,-100.0,-100.0
148671,-100.0,-100.0,-100.0,-100.0
148693,-100.0,-100.0,-100.0,-100.0
148696,-100.0,-100.0,-100.0,-100.0
148717,-100.0,-100.0,-100.0,-100.0
148722,-100.0,-100.0,-100.0,-100.0
148743,-100.0,-100.0,-100.0,-100.0
149274,-100.0,-100.0,-100.0,-100.0
149296,-100.0,-100.0,-100.0,-100.0
149302,-100.0,-100.0,-100.0,-100.0
149320,-100.0,-100.0,-100.0,-100.0
149325,-100.0,-100.0,-100.0,-100.0
149345,-100.0,-100.0,-100.0,-100.0
149351,-100.0,-100.0,-100.0,-100.0
149370,-100.0,-100.0,-100.0,-100.0
161814,-100.0,-100.0,-100.0,-100.0
161837,-100.0,-100.0,-100.0,-100.0
161841,-100.0,-100.0,-100.0,-100.0
161861,-100.0,-100.0,-100.0,-100.0
161864,-100.0,-100.0,-100.0,-100.0
161886,-100.0,-100.0,-100.0,-100.0
161889,-100.0,-100.0,-100.0,-100.0
161911,-100.0,-100.0,-100.0,-100.0
161915,-100.0,-100.0,-100.0,-100.0
161936,-100.0,-100.0,-100.0,-100.0
161939,-100.0,-100.0,-100.0,-100.0
161961,-100.0,-100.0,-100.0,-100.0
161964,-100.0,-100.0,-100.0,-100.0
161987,-100.0,-100.0,-100.0,-100.0
161991,-100.0,-100.0,-100.0,-100.0
162011,-100.0,-100.0,-100.0,-100.0
162014,-100.0,-100.0,-100.0,-100.0
162036,-100.0,-100.0,-100.0,-100.0
162039,-100.0,-100.0,-100.0,-100.0
162061,-100.0,-100.0,-100.0,-100.0
162065,-100.0,-100.0,-100.0,-100.0
162112,-100.0,-100.0,-100.0,-100.0
162116,-100.0,-100.0,-100.0,-100.0
162137,-100.0,-100.0,-100.0,-100.0
162140,-100.0,-100.0,-100.0,-100.0
162162,-100.0,-100.0,-100.0,-100.0
162165,-100.0,-100.0,-100.0,-100.0
162188,-100.0,-100.0,-100.0,-100.0
162190,-100.0,-100.0,-100.0,-100.0
162212,-100.0,-100.0,-100.0,-100.0
162215,-100.0,-100.0,-100.0,-100.0
162237,-100.0,-100.0,-100.0,-100.0
162240,-100.0,-100.0,-100.0,-100.0
162263,-100.0,-100.0,-100.0,-100.0
162265,-100.0,-100.0,-100.0,-100.0
162287,-100.0,-100.0,-100.0,-100.0
162291,-100.0,-100.0,-100.0,-100.0
162313,-100.0,-100.0,-100.0,-100.0
162315,-100.0,-100.0,-100.0,-100.0
162338,-100.0,-100.0,-100.0,-100.0
162340,-100.0,-100.0,-100.0,-100.0
162363,-100.0,-100.0,-100.0,-100.0
162365,-100.0,-100.0,-100.0,-100.0
162388,-100.0,-100.0,-100.0,-100.0
162391,-100.0,-100.0,-100.0,-100.0
162413,-100.0,-100.0,-100.0,-100.0
162418,-100.0,-100.0,-100.0,-100.0
162438,-100.0,-100.0,-100.0,-100.0
162440,-100.0,-100.0,-100.0,-100.0
162463,-100.0,-100.0,-100.0,-100.0
162468,-100.0,-100.0,-100.0,-100.0
162488,-100.0,-100.0,-100.0,-100.0
162491,-100.0,-100.0,-100.0,-100.0
162514,-100.0,-100.0,-100.0,-100.0
162516,-100.0,-100.0,-100.0,-100.0
162538,-100.0,-100.0,-100.0,-100.0
162542,-100.0,-100.0,-100.0,-100.0
162563,-100.0,-100.0,-100.0,-100.0
162566,-100.0,-100.0,-100.0,-100.0
162589,-100.0,-100.0,-100.0,-100.0
162592,-100.0,-100.0,-100.0,-100.0
162614,-100.0,-100.0,-100.0,-100.0
162617,-100.0,-100.0,-100.0,-100.0
162638,-100.0,-100.0,-100.0,-100.0
162641,-100.0,-100.0,-100.0,-100.0
162664,-100.0,-100.0,-100.0,-100.0
162668,-100.0,-100.0,-100.0,-100.0
162689,-100.0,-100.0,-100.0,-100.0
162692,-100.0,-100.0,-100.0,-100.0
162714,-100.0,-100.0,-100.0,-100.0
162717,-100.0,-100.0,-100.0,-100.0
162739,-100.0,-100.0,-100.0,-100.0
162744,-100.0,-100.0,-100.0,-100.0
162764,-100.0,-100.0,-100.0,-100.0
162767,-100.0,-100.0,-100.0,-100.0
162789,-100.0,-100.0,-100.0,-100.0
162794,-100.0,-100.0,-100.0,-100.0
162815,-100.0,-100.0,-100.0,-100.0
162817,-100.0,-100.0,-100.0,-100.0
162839,-100.0,-100.0,-100.0,-100.0
162844,-100.0,-100.0,-100.0,-100.0
162865,-100.0,-100.0,-100.0,-100.0
162867,-100.0,-100.0,-100.0,-100.0
162889,-100.0,-100.0,-100.0,-100.0
162895,-100.0,-100.0,-100.0,-100.0
162914,-100.0,-100.0,-100.0,-100.0
162917,-100.0,-100.0,-100.0,-100.0
162940,-100.0,-100.0,-100.0,-100.0
162942,-100.0,-100.0,-100.0,-100.0
162964,-100.0,-100.0,-100.0,-100.0
164978,-100.0,-100.0,-100.0,-100.0
165001,-100.0,-100.0,-100.0,-100.0
165043,-100.0,-100.0,-100.0,-100.0
165127,-100.0,-100.0,-100.0,-100.0
165144,-100.0,-100.0,-100.0,-100.0
165794,-100.0,-100.0,-100.0,-100.0
165815,-100.0,-100.0,-100.0,-100.0
165844,-100.0,-100.0,-100.0,-100.0
165878,-100.0,-100.0,-100.0,-100.0
165896,-100.0,-100.0,-100.0,-100.0
165945,-100.0,-100.0,-100.0,-100.0
166161,-100.0,-100.0,-100.0,-100.0
166182,-100.0,-100.0,-100.0,-100.0
166197,-100.0,-100.0,-100.0,-100.0
166211,-100.0,-100.0,-100.0,-100.0
166227,-100.0,-100.0,-100.0,-100.0
166244,-100.0,-100.0,-100.0,-100.0
166264,-100.0,-100.0,-100.0,-100.0
166279,-100.0,-100.0,-100.0,-100.0
166294,-100.0,-100.0,-100.0,-100.0
166312,-100.0,-100.0,-100.0,-100.0
166330,-100.0,-100.0,-100.0,-100.0
166477,-100.0,-100.0,-100.0,-100.0
166495,-100.0,-100.0,-100.0,-100.0
166512,-100.0,-100.0,-100.0,-100.0
166527,-100.0,-100.0,-100.0,-100.0
166543,-100.0,-100.0,-100.0,-100.0
166561,-100.0,-100.0,-100.0,-100.0
166577,-100.0,-100.0,-100.0,-100.0
166594,-100.0,-100.0,-100.0,-100.0
166610,-100.0,-100.0,-100.0,-100.0
166627,-100.0,-100.0,-100.0,-100.0
166643,-100.0,-100.0,-100.0,-100.0
166660,-100.0,-100.0,-100.0,-100.0
166680,-100.0,-100.0,-100.0,-100.0
166696,-100.0,-100.0,-100.0,-100.0
166844,-100.0,-100.0,-100.0,-100.0
166862,-100.0,-100.0,-100.0,-100.0
166877,-100.0,-100.0,-100.0,-100.0
166894,-100.0,-100.0,-100.0,-100.0
166910,-100.0,-100.0,-100.0,-100.0
166930,-100.0,-100.0,-100.0,-100.0
166944,-100.0,-100.0,-100.0,-100.0
166977,-100.0,-100.0,-100.0,-100.0
167394,-100.0,-100.0,-100.0,-100.0
167412,-100.0,-100.0,-100.0,-100.0
167427,-100.0,-100.0,-100.0,-100.0
167444,-100.0,-100.0,-100.0,-100.0
167460,-100.0,-100.0,-100.0,-100.0
167477,-100.0,-100.0,-100.0,-100.0
167493,-100.0,-100.0,-100.0,-100.0
171427,-100.0,-100.0,-100.0,-100.0
171446,-100.0,-100.0,-100.0,-100.0
171477,-100.0,-100.0,-100.0,-100.0
171510,-100.0,-100.0,-100.0,-100.0
171527,-100.0,-100.0,-100.0,-100.0
171561,-100.0,-100.0,-100.0,-100.0
171678,-100.0,-100.0,-100.0,-100.0
171697,-100.0,-100.0,-100.0,-100.0
171727,-100.0,-100.0,-100.0,-100.0
171761,-100.0,-100.0,-100.0,-100.0
171777,-100.0,-100.0,-100.0,-100.0
171811,-100.0,-100.0,-100.0,-100.0
171910,-100.0,-100.0,-100.0,-100.0
171930,-100.0,-100.0,-100.0,-100.0
171960,-100.0,-100.0,-100.0,-100.0
172010,-100.0,-100.0,-100.0,-100.0
172027,-100.0,-100.0,-100.0,-100.0
175271,-100.0,-100.0,-100.0,-100.0
175272,-100.0,-100.0,-100.0,-100.0
175287,-100.0,-100.0,-100.0,-100.0
175301,-100.0,-100.0,-100.0,-100.0
175323,-100.0,-100.0,-100.0,-100.0
175331,-100.0,-100.0,-100.0,-100.0
175374,-100.0,-100.0,-100.0,-100.0
175385,-100.0,-100.0,-100.0,-100.0
175399,-100.0,-100.0,-100.0,-100.0
175407,-100.0,-100.0,-100.0,-100.0
175434,-100.0,-100.0,-100.0,-100.0
175444,-100.0,-100.0,-100.0,-100.0
175468,-100.0,-100.0,-100.0,-100.0
175479,-100.0,-100.0,-100.0,-100.0
175503,-100.0,-100.0,-100.0,-100.0
175511,-100.0,-100.0,-100.0,-100.0
175522,-100.0,-100.0,-100.0,-100.0
175531,-100.0,-100.0,-100.0,-100.0
175556,-100.0,-100.0,-100.0,-100.0
175566,-100.0,-100.0,-100.0,-100.0
175575,-100.0,-100.0,-100.0,-100.0
175584,-100.0,-100.0,-100.0,-100.0
175594,-100.0,-100.0,-100.0,-100.0
175607,-100.0,-100.0,-100.0,-100.0
175615,-100.0,-100.0,-100.0,-100.0
175624,-100.0,-100.0,-100.0,-100.0
175632,-100.0,-100.0,-100.0,-100.0
175642,-100.0,-100.0,-100.0,-100.0
175651,-100.0,-100.0,-100.0,-100.0
175662,-100.0,-100.0,-100.0,-100.0
175668,-100.0,-100.0,-100.0,-100.0
175678,-100.0,-100.0,-100.0,-100.0
175687,-100.0,-100.0,-100.0,-100.0
175697,-100.0,-100.0,-100.0,-100.0
175703,-100.0,-100.0,-100.0,-100.0
175712,-100.0,-100.0,-100.0,-100.0
175720,-100.0,-100.0,-100.0,-100.0
175733,-100.0,-100.0,-100.0,-100.0
175739,-100.0,-100.0,-100.0,-100.0
175749,-100.0,-100.0,-100.0,-100.0
175755,-100.0,-100.0,-100.0,-100.0
175764,-100.0,-100.0,-100.0,-100.0
175774,-100.0,-100.0,-100.0,-100.0
175784,-100.0,-100.0,-100.0,-100.0
175790,-100.0,-100.0,-100.0,-100.0
175800,-100.0,-100.0,-100.0,-100.0
175807,-100.0,-100.0,-100.0,-100.0
175808,-100.0,-100.0,-100.0,-100.0
175811,-100.0,-100.0,-100.0,-100.0
175815,-100.0,-100.0,-100.0,-100.0
175824,-100.0,-100.0,-100.0,-100.0
175832,-100.0,-100.0,-100.0,-100.0
175833,-100.0,-100.0,-100.0,-100.0
175836,-100.0,-100.0,-100.0,-100.0
175844,-100.0,-100.0,-100.0,-100.0
175851,-100.0,-100.0,-100.0,-100.0
175858,-100.0,-100.0,-100.0,-100.0
175863,-100.0,-100.0,-100.0,-100.0
175864,-100.0,-100.0,-100.0,-100.0
175868,-100.0,-100.0,-100.0,-100.0
175877,-100.0,-100.0,-100.0,-100.0
175883,-100.0,-100.0,-100.0,-100.0
175886,-100.0,-100.0,-100.0,-100.0
175895,-100.0,-100.0,-100.0,-100.0
175903,-100.0,-100.0,-100.0,-100.0
175908,-100.0,-100.0,-100.0,-100.0
175911,-100.0,-100.0,-100.0,-100.0
175914,-100.0,-100.0,-100.0,-100.0
175920,-100.0,-100.0,-100.0,-100.0
175931,-100.0,-100.0,-100.0,-100.0
175933,-100.0,-100.0,-100.0,-100.0
175937,-100.0,-100.0,-100.0,-100.0
175938,-100.0,-100.0,-100.0,-100.0
175947,-100.0,-100.0,-100.0,-100.0
175955,-100.0,-100.0,-100.0,-100.0
175958,-100.0,-100.0,-100.0,-100.0
175961,-100.0,-100.0,-100.0,-100.0
175966,-100.0,-100.0,-100.0,-100.0
175973,-100.0,-100.0,-100.0,-100.0
175982,-100.0,-100.0,-100.0,-100.0
175983,-100.0,-100.0,-100.0,-100.0
175986,-100.0,-100.0,-100.0,-100.0
175989,-100.0,-100.0,-100.0,-100.0
176001,-100.0,-100.0,-100.0,-100.0
176007,-100.0,-100.0,-100.0,-100.0
176009,-100.0,-100.0,-100.0,-100.0
176013,-100.0,-100.0,-100.0,-100.0
176016,-100.0,-100.0,-100.0,-100.0
176026,-100.0,-100.0,-100.0,-100.0
176034,-100.0,-100.0,-100.0,-100.0
176037,-100.0,-100.0,-100.0,-100.0
176049,-100.0,-100.0,-100.0,-100.0
176058,-100.0,-100.0,-100.0,-100.0
176062,-100.0,-100.0,-100.0,-100.0
176068,-100.0,-100.0,-100.0,-100.0
176078,-100.0,-100.0,-100.0,-100.0
176084,-100.0,-100.0,-100.0,-100.0
176087,-100.0,-100.0,-100.0,-100.0
176093,-100.0,-100.0,-100.0,-100.0
176103,-100.0,-100.0,-100.0,-100.0
176109,-100.0,-100.0,-100.0,-100.0
176112,-100.0,-100.0,-100.0,-100.0
176117,-100.0,-100.0,-100.0,-100.0
176124,-100.0,-100.0,-100.0,-100.0
176134,-100.0,-100.0,-100.0,-100.0
176135,-100.0,-100.0,-100.0,-100.0
176138,-100.0,-100.0,-100.0,-100.0
176139,-100.0,-100.0,-100.0,-100.0
176153,-100.0,-100.0,-100.0,-100.0
176159,-100.0,-100.0,-100.0,-100.0
176161,-100.0,-100.0,-100.0,-100.0
176163,-100.0,-100.0,-100.0,-100.0
176171,-100.0,-100.0,-100.0,-100.0
176182,-100.0,-100.0,-100.0,-100.0
176184,-100.0,-100.0,-100.0,-100.0
176189,-100.0,-100.0,-100.0,-100.0
176192,-100.0,-100.0,-100.0,-100.0
176201,-100.0,-100.0,-100.0,-100.0
176210,-100.0,-100.0,-100.0,-100.0
176212,-100.0,-100.0,-100.0,-100.0
176213,-100.0,-100.0,-100.0,-100.0
176221,-100.0,-100.0,-100.0,-100.0
176232,-100.0,-100.0,-100.0,-100.0
176234,-100.0,-100.0,-100.0,-100.0
176238,-100.0,-100.0,-100.0,-100.0
176239,-100.0,-100.0,-100.0,-100.0
176250,-100.0,-100.0,-100.0,-100.0
176255,-100.0,-100.0,-100.0,-100.0
176260,-100.0,-100.0,-100.0,-100.0
176264,-100.0,-100.0,-100.0,-100.0
176266,-100.0,-100.0,-100.0,-100.0
176273,-100.0,-100.0,-100.0,-100.0
176283,-100.0,-100.0,-100.0,-100.0
176284,-100.0,-100.0,-100.0,-100.0
176288,-100.0,-100.0,-100.0,-100.0
176299,-100.0,-100.0,-100.0,-100.0
176304,-100.0,-100.0,-100.0,-100.0
176309,-100.0,-100.0,-100.0,-100.0
176313,-100.0,-100.0,-100.0,-100.0
176314,-100.0,-100.0,-100.0,-100.0
176321,-100.0,-100.0,-100.0,-100.0
176331,-100.0,-100.0,-100.0,-100.0
176335,-100.0,-100.0,-100.0,-100.0
176338,-100.0,-100.0,-100.0,-100.0
176340,-100.0,-100.0,-100.0,-100.0
176349,-100.0,-100.0,-100.0,-100.0
