,A9DEGNR0707LR,A2PM3OLCOW52S
438174,-100.0,-100.0
438189,-100.0,-100.0
438201,-100.0,-100.0
438239,-100.0,-100.0
438245,-100.0,-100.0
438286,-100.0,-100.0
438296,-100.0,-100.0
438368,-100.0,-100.0
438375,-100.0,-100.0
438391,-100.0,-100.0
438410,-100.0,-100.0
438444,-100.0,-100.0
438451,-100.0,-100.0
438478,-100.0,-100.0
438487,-100.0,-100.0
438513,-100.0,-100.0
438519,-100.0,-100.0
438547,-100.0,-100.0
438555,-100.0,-100.0
438584,-100.0,-100.0
438590,-100.0,-100.0
438617,-100.0,-100.0
438623,-100.0,-100.0
438650,-100.0,-100.0
438657,-100.0,-100.0
438680,-100.0,-100.0
438687,-100.0,-100.0
438715,-100.0,-100.0
438723,-100.0,-100.0
438736,-100.0,-100.0
438742,-100.0,-100.0
438768,-100.0,-100.0
438774,-100.0,-100.0
438804,-100.0,-100.0
438812,-100.0,-100.0
438840,-100.0,-100.0
438845,-100.0,-100.0
438875,-100.0,-100.0
438881,-100.0,-100.0
438910,-100.0,-100.0
438917,-100.0,-100.0
438943,-100.0,-100.0
438950,-100.0,-100.0
438977,-100.0,-100.0
438984,-100.0,-100.0
439011,-100.0,-100.0
439018,-100.0,-100.0
439047,-100.0,-100.0
439056,-100.0,-100.0
439085,-100.0,-100.0
439091,-100.0,-100.0
439122,-100.0,-100.0
439132,-100.0,-100.0
439162,-100.0,-100.0
439170,-100.0,-100.0
439203,-100.0,-100.0
439211,-100.0,-100.0
439249,-100.0,-100.0
439257,-100.0,-100.0
439287,-100.0,-100.0
439294,-100.0,-100.0
439324,-100.0,-100.0
439330,-100.0,-100.0
439364,-100.0,-100.0
439371,-100.0,-100.0
439402,-100.0,-100.0
439411,-100.0,-100.0
439439,-100.0,-100.0
439448,-100.0,-100.0
439480,-100.0,-100.0
439491,-100.0,-100.0
439520,-100.0,-100.0
439526,-100.0,-100.0
439544,-100.0,-100.0
439551,-100.0,-100.0
439586,-100.0,-100.0
439592,-100.0,-100.0
439605,-100.0,-100.0
439618,-100.0,-100.0
439655,-100.0,-100.0
439661,-100.0,-100.0
439689,-100.0,-100.0
439696,-100.0,-100.0
439709,-100.0,-100.0
439718,-100.0,-100.0
439751,-100.0,-100.0
439760,-100.0,-100.0
439793,-100.0,-100.0
439798,-100.0,-100.0
439835,-100.0,-100.0
439842,-100.0,-100.0
439874,-100.0,-100.0
439881,-100.0,-100.0
439894,-100.0,-100.0
439902,-100.0,-100.0
439935,-100.0,-100.0
439945,-100.0,-100.0
439978,-100.0,-100.0
439986,-100.0,-100.0
440022,-100.0,-100.0
440029,-100.0,-100.0
440044,-100.0,-100.0
440055,-100.0,-100.0
440092,-100.0,-100.0
440103,-100.0,-100.0
440134,-100.0,-100.0
440142,-100.0,-100.0
440177,-100.0,-100.0
440183,-100.0,-100.0
440219,-100.0,-100.0
440226,-100.0,-100.0
440262,-100.0,-100.0
440271,-100.0,-100.0
440305,-100.0,-100.0
440317,-100.0,-100.0
440350,-100.0,-100.0
440356,-100.0,-100.0
440392,-100.0,-100.0
440400,-100.0,-100.0
440437,-100.0,-100.0
440443,-100.0,-100.0
440477,-100.0,-100.0
440483,-100.0,-100.0
440519,-100.0,-100.0
440525,-100.0,-100.0
440563,-100.0,-100.0
440573,-100.0,-100.0
440607,-100.0,-100.0
440617,-100.0,-100.0
440656,-100.0,-100.0
440663,-100.0,-100.0
440678,-100.0,-100.0
440686,-100.0,-100.0
440722,-100.0,-100.0
440728,-100.0,-100.0
440765,-100.0,-100.0
440780,-100.0,-100.0
440795,-100.0,-100.0
440808,-100.0,-100.0
440823,-100.0,-100.0
440830,-100.0,-100.0
440863,-100.0,-100.0
440872,-100.0,-100.0
440908,-100.0,-100.0
440915,-100.0,-100.0
440950,-100.0,-100.0
440957,-100.0,-100.0
440993,-100.0,-100.0
441000,-100.0,-100.0
441037,-100.0,-100.0
441044,-100.0,-100.0
441081,-100.0,-100.0
441089,-100.0,-100.0
441128,-100.0,-100.0
441138,-100.0,-100.0
441175,-100.0,-100.0
441182,-100.0,-100.0
441218,-100.0,-100.0
441229,-100.0,-100.0
441280,-100.0,-100.0
441295,-100.0,-100.0
441339,-100.0,-100.0
441357,-100.0,-100.0
441372,-100.0,-100.0
441382,-100.0,-100.0
441423,-100.0,-100.0
441435,-100.0,-100.0
441473,-100.0,-100.0
441479,-100.0,-100.0
441497,-100.0,-100.0
441505,-100.0,-100.0
441542,-100.0,-100.0
441549,-100.0,-100.0
441589,-100.0,-100.0
441597,-100.0,-100.0
441641,-100.0,-100.0
441653,-100.0,-100.0
441694,-100.0,-100.0
441704,-100.0,-100.0
441744,-100.0,-100.0
441755,-100.0,-100.0
441769,-100.0,-100.0
441777,-100.0,-100.0
441815,-100.0,-100.0
441824,-100.0,-100.0
441860,-100.0,-100.0
441867,-100.0,-100.0
441908,-100.0,-100.0
441915,-100.0,-100.0
441957,-100.0,-100.0
441965,-100.0,-100.0
442007,-100.0,-100.0
442020,-100.0,-100.0
442061,-100.0,-100.0
442071,-100.0,-100.0
442112,-100.0,-100.0
442122,-100.0,-100.0
442164,-100.0,-100.0
442172,-100.0,-100.0
442211,-100.0,-100.0
442219,-100.0,-100.0
442258,-100.0,-100.0
442265,-100.0,-100.0
442308,-100.0,-100.0
442319,-100.0,-100.0
442383,-100.0,-100.0
442393,-100.0,-100.0
442432,-100.0,-100.0
442441,-100.0,-100.0
442482,-100.0,-100.0
442492,-100.0,-100.0
442531,-100.0,-100.0
442540,-100.0,-100.0
442583,-100.0,-100.0
442592,-100.0,-100.0
442610,-100.0,-100.0
442626,-100.0,-100.0
442669,-100.0,-100.0
442679,-100.0,-100.0
442696,-100.0,-100.0
442705,-100.0,-100.0
442746,-100.0,-100.0
442753,-100.0,-100.0
442795,-100.0,-100.0
442801,-100.0,-100.0
442843,-100.0,-100.0
442850,-100.0,-100.0
460031,-100.0,-100.0
460032,-100.0,-100.0
