,AY5QB85BMBVU8,A3P9TMATWBA1Q,A8DMLATJZOF4Q,A8WWSKUYQ4X5N
16606,-100.0,-100.0,-100.0,-100.0
16669,-100.0,-100.0,-100.0,-100.0
16713,-100.0,-100.0,-100.0,-100.0
16731,-100.0,-100.0,-100.0,-100.0
16854,-100.0,-100.0,-100.0,-100.0
16910,-100.0,-100.0,-100.0,-100.0
16971,-100.0,-100.0,-100.0,-100.0
16997,-100.0,-100.0,-100.0,-100.0
17023,-100.0,-100.0,-100.0,-100.0
17044,-100.0,-100.0,-100.0,-100.0
17222,-100.0,-100.0,-100.0,-100.0
17257,-100.0,-100.0,-100.0,-100.0
17273,-100.0,-100.0,-100.0,-100.0
17360,-100.0,-100.0,-100.0,-100.0
17540,-100.0,-100.0,-100.0,-100.0
17567,-100.0,-100.0,-100.0,-100.0
17621,-100.0,-100.0,-100.0,-100.0
17658,-100.0,-100.0,-100.0,-100.0
17666,-100.0,-100.0,-100.0,-100.0
17725,-100.0,-100.0,-100.0,-100.0
17759,-100.0,-100.0,-100.0,-100.0
17823,-100.0,-100.0,-100.0,-100.0
18138,-100.0,-100.0,-100.0,-100.0
18163,-100.0,-100.0,-100.0,-100.0
18318,-100.0,-100.0,-100.0,-100.0
18373,-100.0,-100.0,-100.0,-100.0
18383,-100.0,-100.0,-100.0,-100.0
18425,-100.0,-100.0,-100.0,-100.0
18576,-100.0,-100.0,-100.0,-100.0
18615,-100.0,-100.0,-100.0,-100.0
18841,-100.0,-100.0,-100.0,-100.0
18878,-100.0,-100.0,-100.0,-100.0
18964,-100.0,-100.0,-100.0,-100.0
19017,-100.0,-100.0,-100.0,-100.0
19188,-100.0,-100.0,-100.0,-100.0
19249,-100.0,-100.0,-100.0,-100.0
19373,-100.0,-100.0,-100.0,-100.0
19409,-100.0,-100.0,-100.0,-100.0
19903,-100.0,-100.0,-100.0,-100.0
19933,-100.0,-100.0,-100.0,-100.0
19963,-100.0,-100.0,-100.0,-100.0
20020,-100.0,-100.0,-100.0,-100.0
20113,-100.0,-100.0,-100.0,-100.0
20145,-100.0,-100.0,-100.0,-100.0
20209,-100.0,-100.0,-100.0,-100.0
20227,-100.0,-100.0,-100.0,-100.0
20359,-100.0,-100.0,-100.0,-100.0
20394,-100.0,-100.0,-100.0,-100.0
20441,-100.0,-100.0,-100.0,-100.0
20450,-100.0,-100.0,-100.0,-100.0
20470,-100.0,-100.0,-100.0,-100.0
20583,-100.0,-100.0,-100.0,-100.0
20595,-100.0,-100.0,-100.0,-100.0
20670,-100.0,-100.0,-100.0,-100.0
20754,-100.0,-100.0,-100.0,-100.0
20825,-100.0,-100.0,-100.0,-100.0
20875,-100.0,-100.0,-100.0,-100.0
20907,-100.0,-100.0,-100.0,-100.0
20919,-100.0,-100.0,-100.0,-100.0
20977,-100.0,-100.0,-100.0,-100.0
21233,-100.0,-100.0,-100.0,-100.0
21303,-100.0,-100.0,-100.0,-100.0
21583,-100.0,-100.0,-100.0,-100.0
21628,-100.0,-100.0,-100.0,-100.0
21684,-100.0,-100.0,-100.0,-100.0
21705,-100.0,-100.0,-100.0,-100.0
21742,-100.0,-100.0,-100.0,-100.0
21808,-100.0,-100.0,-100.0,-100.0
21816,-100.0,-100.0,-100.0,-100.0
21817,-100.0,-100.0,-100.0,-100.0
21833,-100.0,-100.0,-100.0,-100.0
21893,-100.0,-100.0,-100.0,-100.0
21914,-100.0,-100.0,-100.0,-100.0
21953,-100.0,-100.0,-100.0,-100.0
21961,-100.0,-100.0,-100.0,-100.0
22045,-100.0,-100.0,-100.0,-100.0
22067,-100.0,-100.0,-100.0,-100.0
22084,-100.0,-100.0,-100.0,-100.0
22107,-100.0,-100.0,-100.0,-100.0
22124,-100.0,-100.0,-100.0,-100.0
22145,-100.0,-100.0,-100.0,-100.0
22151,-100.0,-100.0,-100.0,-100.0
22177,-100.0,-100.0,-100.0,-100.0
22234,-100.0,-100.0,-100.0,-100.0
22250,-100.0,-100.0,-100.0,-100.0
22267,-100.0,-100.0,-100.0,-100.0
22279,-100.0,-100.0,-100.0,-100.0
22284,-100.0,-100.0,-100.0,-100.0
22299,-100.0,-100.0,-100.0,-100.0
22314,-100.0,-100.0,-100.0,-100.0
22319,-100.0,-100.0,-100.0,-100.0
22332,-100.0,-100.0,-100.0,-100.0
22344,-100.0,-100.0,-100.0,-100.0
22369,-100.0,-100.0,-100.0,-100.0
22382,-100.0,-100.0,-100.0,-100.0
22389,-100.0,-100.0,-100.0,-100.0
22408,-100.0,-100.0,-100.0,-100.0
22418,-100.0,-100.0,-100.0,-100.0
22445,-100.0,-100.0,-100.0,-100.0
22459,-100.0,-100.0,-100.0,-100.0
22476,-100.0,-100.0,-100.0,-100.0
22479,-100.0,-100.0,-100.0,-100.0
22503,-100.0,-100.0,-100.0,-100.0
22529,-100.0,-100.0,-100.0,-100.0
22533,-100.0,-100.0,-100.0,-100.0
22560,-100.0,-100.0,-100.0,-100.0
22561,-100.0,-100.0,-100.0,-100.0
22633,-100.0,-100.0,-100.0,-100.0
22661,-100.0,-100.0,-100.0,-100.0
22694,-100.0,-100.0,-100.0,-100.0
22731,-100.0,-100.0,-100.0,-100.0
22788,-100.0,-100.0,-100.0,-100.0
22826,-100.0,-100.0,-100.0,-100.0
22902,-100.0,-100.0,-100.0,-100.0
23022,-100.0,-100.0,-100.0,-100.0
23103,-100.0,-100.0,-100.0,-100.0
23154,-100.0,-100.0,-100.0,-100.0
23266,-100.0,-100.0,-100.0,-100.0
23382,-100.0,-100.0,-100.0,-100.0
23453,-100.0,-100.0,-100.0,-100.0
23492,-100.0,-100.0,-100.0,-100.0
23569,-100.0,-100.0,-100.0,-100.0
23581,-100.0,-100.0,-100.0,-100.0
23626,-100.0,-100.0,-100.0,-100.0
23749,-100.0,-100.0,-100.0,-100.0
23791,-100.0,-100.0,-100.0,-100.0
23989,-100.0,-100.0,-100.0,-100.0
24052,-100.0,-100.0,-100.0,-100.0
24110,-100.0,-100.0,-100.0,-100.0
24147,-100.0,-100.0,-100.0,-100.0
24288,-100.0,-100.0,-100.0,-100.0
24330,-100.0,-100.0,-100.0,-100.0
24381,-100.0,-100.0,-100.0,-100.0
24474,-100.0,-100.0,-100.0,-100.0
24510,-100.0,-100.0,-100.0,-100.0
24571,-100.0,-100.0,-100.0,-100.0
24585,-100.0,-100.0,-100.0,-100.0
24621,-100.0,-100.0,-100.0,-100.0
24639,-100.0,-100.0,-100.0,-100.0
24699,-100.0,-100.0,-100.0,-100.0
24824,-100.0,-100.0,-100.0,-100.0
24842,-100.0,-100.0,-100.0,-100.0
24859,-100.0,-100.0,-100.0,-100.0
24909,-100.0,-100.0,-100.0,-100.0
24918,-100.0,-100.0,-100.0,-100.0
24963,-100.0,-100.0,-100.0,-100.0
24972,-100.0,-100.0,-100.0,-100.0
25026,-100.0,-100.0,-100.0,-100.0
25327,-100.0,-100.0,-100.0,-100.0
25390,-100.0,-100.0,-100.0,-100.0
25407,-100.0,-100.0,-100.0,-100.0
25450,-100.0,-100.0,-100.0,-100.0
25467,-100.0,-100.0,-100.0,-100.0
25498,-100.0,-100.0,-100.0,-100.0
25534,-100.0,-100.0,-100.0,-100.0
25613,-100.0,-100.0,-100.0,-100.0
25703,-100.0,-100.0,-100.0,-100.0
25732,-100.0,-100.0,-100.0,-100.0
25834,-100.0,-100.0,-100.0,-100.0
25874,-100.0,-100.0,-100.0,-100.0
25898,-100.0,-100.0,-100.0,-100.0
25912,-100.0,-100.0,-100.0,-100.0
25969,-100.0,-100.0,-100.0,-100.0
26006,-100.0,-100.0,-100.0,-100.0
26259,-100.0,-100.0,-100.0,-100.0
26294,-100.0,-100.0,-100.0,-100.0
26330,-100.0,-100.0,-100.0,-100.0
26359,-100.0,-100.0,-100.0,-100.0
26428,-100.0,-100.0,-100.0,-100.0
26457,-100.0,-100.0,-100.0,-100.0
26594,-100.0,-100.0,-100.0,-100.0
26633,-100.0,-100.0,-100.0,-100.0
26643,-100.0,-100.0,-100.0,-100.0
26696,-100.0,-100.0,-100.0,-100.0
26747,-100.0,-100.0,-100.0,-100.0
26791,-100.0,-100.0,-100.0,-100.0
26813,-100.0,-100.0,-100.0,-100.0
26903,-100.0,-100.0,-100.0,-100.0
26915,-100.0,-100.0,-100.0,-100.0
26952,-100.0,-100.0,-100.0,-100.0
26973,-100.0,-100.0,-100.0,-100.0
26999,-100.0,-100.0,-100.0,-100.0
27097,-100.0,-100.0,-100.0,-100.0
27173,-100.0,-100.0,-100.0,-100.0
27223,-100.0,-100.0,-100.0,-100.0
27249,-100.0,-100.0,-100.0,-100.0
27268,-100.0,-100.0,-100.0,-100.0
27347,-100.0,-100.0,-100.0,-100.0
27404,-100.0,-100.0,-100.0,-100.0
27465,-100.0,-100.0,-100.0,-100.0
27511,-100.0,-100.0,-100.0,-100.0
27566,-100.0,-100.0,-100.0,-100.0
27619,-100.0,-100.0,-100.0,-100.0
27656,-100.0,-100.0,-100.0,-100.0
27689,-100.0,-100.0,-100.0,-100.0
27747,-100.0,-100.0,-100.0,-100.0
27827,-100.0,-100.0,-100.0,-100.0
27845,-100.0,-100.0,-100.0,-100.0
27893,-100.0,-100.0,-100.0,-100.0
27909,-100.0,-100.0,-100.0,-100.0
28054,-100.0,-100.0,-100.0,-100.0
28136,-100.0,-100.0,-100.0,-100.0
28147,-100.0,-100.0,-100.0,-100.0
28208,-100.0,-100.0,-100.0,-100.0
28230,-100.0,-100.0,-100.0,-100.0
28256,-100.0,-100.0,-100.0,-100.0
28445,-100.0,-100.0,-100.0,-100.0
28483,-100.0,-100.0,-100.0,-100.0
28531,-100.0,-100.0,-100.0,-100.0
28554,-100.0,-100.0,-100.0,-100.0
28570,-100.0,-100.0,-100.0,-100.0
28657,-100.0,-100.0,-100.0,-100.0
28698,-100.0,-100.0,-100.0,-100.0
28742,-100.0,-100.0,-100.0,-100.0
28823,-100.0,-100.0,-100.0,-100.0
28824,-100.0,-100.0,-100.0,-100.0
28846,-100.0,-100.0,-100.0,-100.0
28868,-100.0,-100.0,-100.0,-100.0
28889,-100.0,-100.0,-100.0,-100.0
28926,-100.0,-100.0,-100.0,-100.0
28969,-100.0,-100.0,-100.0,-100.0
28986,-100.0,-100.0,-100.0,-100.0
28997,-100.0,-100.0,-100.0,-100.0
29004,-100.0,-100.0,-100.0,-100.0
29040,-100.0,-100.0,-100.0,-100.0
29042,-100.0,-100.0,-100.0,-100.0
29055,-100.0,-100.0,-100.0,-100.0
29092,-100.0,-100.0,-100.0,-100.0
29110,-100.0,-100.0,-100.0,-100.0
29125,-100.0,-100.0,-100.0,-100.0
29141,-100.0,-100.0,-100.0,-100.0
29153,-100.0,-100.0,-100.0,-100.0
29155,-100.0,-100.0,-100.0,-100.0
29182,-100.0,-100.0,-100.0,-100.0
29255,-100.0,-100.0,-100.0,-100.0
29267,-100.0,-100.0,-100.0,-100.0
29270,-100.0,-100.0,-100.0,-100.0
29284,-100.0,-100.0,-100.0,-100.0
29309,-100.0,-100.0,-100.0,-100.0
29327,-100.0,-100.0,-100.0,-100.0
29384,-100.0,-100.0,-100.0,-100.0
29451,-100.0,-100.0,-100.0,-100.0
29459,-100.0,-100.0,-100.0,-100.0
29472,-100.0,-100.0,-100.0,-100.0
29497,-100.0,-100.0,-100.0,-100.0
29519,-100.0,-100.0,-100.0,-100.0
29530,-100.0,-100.0,-100.0,-100.0
29534,-100.0,-100.0,-100.0,-100.0
29562,-100.0,-100.0,-100.0,-100.0
29563,-100.0,-100.0,-100.0,-100.0
29582,-100.0,-100.0,-100.0,-100.0
29613,-100.0,-100.0,-100.0,-100.0
29617,-100.0,-100.0,-100.0,-100.0
29630,-100.0,-100.0,-100.0,-100.0
29638,-100.0,-100.0,-100.0,-100.0
29655,-100.0,-100.0,-100.0,-100.0
29664,-100.0,-100.0,-100.0,-100.0
29680,-100.0,-100.0,-100.0,-100.0
29686,-100.0,-100.0,-100.0,-100.0
29695,-100.0,-100.0,-100.0,-100.0
29740,-100.0,-100.0,-100.0,-100.0
29796,-100.0,-100.0,-100.0,-100.0
29809,-100.0,-100.0,-100.0,-100.0
29830,-100.0,-100.0,-100.0,-100.0
29849,-100.0,-100.0,-100.0,-100.0
29861,-100.0,-100.0,-100.0,-100.0
29887,-100.0,-100.0,-100.0,-100.0
29895,-100.0,-100.0,-100.0,-100.0
29929,-100.0,-100.0,-100.0,-100.0
29948,-100.0,-100.0,-100.0,-100.0
29987,-100.0,-100.0,-100.0,-100.0
30105,-100.0,-100.0,-100.0,-100.0
30107,-100.0,-100.0,-100.0,-100.0
30109,-100.0,-100.0,-100.0,-100.0
30125,-100.0,-100.0,-100.0,-100.0
30139,-100.0,-100.0,-100.0,-100.0
30155,-100.0,-100.0,-100.0,-100.0
30199,-100.0,-100.0,-100.0,-100.0
30202,-100.0,-100.0,-100.0,-100.0
30225,-100.0,-100.0,-100.0,-100.0
30270,-100.0,-100.0,-100.0,-100.0
30346,-100.0,-100.0,-100.0,-100.0
30380,-100.0,-100.0,-100.0,-100.0
30381,-100.0,-100.0,-100.0,-100.0
30389,-100.0,-100.0,-100.0,-100.0
30400,-100.0,-100.0,-100.0,-100.0
30408,-100.0,-100.0,-100.0,-100.0
30418,-100.0,-100.0,-100.0,-100.0
30475,-100.0,-100.0,-100.0,-100.0
30561,-100.0,-100.0,-100.0,-100.0
30580,-100.0,-100.0,-100.0,-100.0
30623,-100.0,-100.0,-100.0,-100.0
30633,-100.0,-100.0,-100.0,-100.0
30675,-100.0,-100.0,-100.0,-100.0
30766,-100.0,-100.0,-100.0,-100.0
30816,-100.0,-100.0,-100.0,-100.0
30888,-100.0,-100.0,-100.0,-100.0
30975,-100.0,-100.0,-100.0,-100.0
31006,-100.0,-100.0,-100.0,-100.0
31057,-100.0,-100.0,-100.0,-100.0
31074,-100.0,-100.0,-100.0,-100.0
31086,-100.0,-100.0,-100.0,-100.0
31206,-100.0,-100.0,-100.0,-100.0
31236,-100.0,-100.0,-100.0,-100.0
31271,-100.0,-100.0,-100.0,-100.0
31464,-100.0,-100.0,-100.0,-100.0
31506,-100.0,-100.0,-100.0,-100.0
31528,-100.0,-100.0,-100.0,-100.0
31586,-100.0,-100.0,-100.0,-100.0
31696,-100.0,-100.0,-100.0,-100.0
31722,-100.0,-100.0,-100.0,-100.0
31733,-100.0,-100.0,-100.0,-100.0
31781,-100.0,-100.0,-100.0,-100.0
31944,-100.0,-100.0,-100.0,-100.0
31973,-100.0,-100.0,-100.0,-100.0
32016,-100.0,-100.0,-100.0,-100.0
32036,-100.0,-100.0,-100.0,-100.0
32156,-100.0,-100.0,-100.0,-100.0
32221,-100.0,-100.0,-100.0,-100.0
32422,-100.0,-100.0,-100.0,-100.0
32452,-100.0,-100.0,-100.0,-100.0
32701,-100.0,-100.0,-100.0,-100.0
32723,-100.0,-100.0,-100.0,-100.0
32741,-100.0,-100.0,-100.0,-100.0
32788,-100.0,-100.0,-100.0,-100.0
32969,-100.0,-100.0,-100.0,-100.0
33013,-100.0,-100.0,-100.0,-100.0
33043,-100.0,-100.0,-100.0,-100.0
33077,-100.0,-100.0,-100.0,-100.0
33290,-100.0,-100.0,-100.0,-100.0
33315,-100.0,-100.0,-100.0,-100.0
33326,-100.0,-100.0,-100.0,-100.0
33373,-100.0,-100.0,-100.0,-100.0
33476,-100.0,-100.0,-100.0,-100.0
33560,-100.0,-100.0,-100.0,-100.0
33991,-100.0,-100.0,-100.0,-100.0
34035,-100.0,-100.0,-100.0,-100.0
34185,-100.0,-100.0,-100.0,-100.0
34227,-100.0,-100.0,-100.0,-100.0
34504,-100.0,-100.0,-100.0,-100.0
34568,-100.0,-100.0,-100.0,-100.0
34757,-100.0,-100.0,-100.0,-100.0
34784,-100.0,-100.0,-100.0,-100.0
34923,-100.0,-100.0,-100.0,-100.0
34982,-100.0,-100.0,-100.0,-100.0
35150,-100.0,-100.0,-100.0,-100.0
35187,-100.0,-100.0,-100.0,-100.0
35330,-100.0,-100.0,-100.0,-100.0
35491,-100.0,-100.0,-100.0,-100.0
35506,-100.0,-100.0,-100.0,-100.0
35570,-100.0,-100.0,-100.0,-100.0
35673,-100.0,-100.0,-100.0,-100.0
35717,-100.0,-100.0,-100.0,-100.0
35849,-100.0,-100.0,-100.0,-100.0
35881,-100.0,-100.0,-100.0,-100.0
36002,-100.0,-100.0,-100.0,-100.0
36015,-100.0,-100.0,-100.0,-100.0
36142,-100.0,-100.0,-100.0,-100.0
36170,-100.0,-100.0,-100.0,-100.0
36285,-100.0,-100.0,-100.0,-100.0
36408,-100.0,-100.0,-100.0,-100.0
36482,-100.0,-100.0,-100.0,-100.0
36507,-100.0,-100.0,-100.0,-100.0
36644,-100.0,-100.0,-100.0,-100.0
36699,-100.0,-100.0,-100.0,-100.0
36743,-100.0,-100.0,-100.0,-100.0
36755,-100.0,-100.0,-100.0,-100.0
36888,-100.0,-100.0,-100.0,-100.0
36924,-100.0,-100.0,-100.0,-100.0
37090,-100.0,-100.0,-100.0,-100.0
37119,-100.0,-100.0,-100.0,-100.0
37181,-100.0,-100.0,-100.0,-100.0
37209,-100.0,-100.0,-100.0,-100.0
37255,-100.0,-100.0,-100.0,-100.0
37286,-100.0,-100.0,-100.0,-100.0
37341,-100.0,-100.0,-100.0,-100.0
37370,-100.0,-100.0,-100.0,-100.0
37414,-100.0,-100.0,-100.0,-100.0
37446,-100.0,-100.0,-100.0,-100.0
37467,-100.0,-100.0,-100.0,-100.0
37486,-100.0,-100.0,-100.0,-100.0
37528,-100.0,-100.0,-100.0,-100.0
37545,-100.0,-100.0,-100.0,-100.0
37593,-100.0,-100.0,-100.0,-100.0
37618,-100.0,-100.0,-100.0,-100.0
37674,-100.0,-100.0,-100.0,-100.0
37699,-100.0,-100.0,-100.0,-100.0
37751,-100.0,-100.0,-100.0,-100.0
37792,-100.0,-100.0,-100.0,-100.0
37801,-100.0,-100.0,-100.0,-100.0
37833,-100.0,-100.0,-100.0,-100.0
37861,-100.0,-100.0,-100.0,-100.0
37880,-100.0,-100.0,-100.0,-100.0
37926,-100.0,-100.0,-100.0,-100.0
37959,-100.0,-100.0,-100.0,-100.0
38038,-100.0,-100.0,-100.0,-100.0
38109,-100.0,-100.0,-100.0,-100.0
38177,-100.0,-100.0,-100.0,-100.0
38208,-100.0,-100.0,-100.0,-100.0
38259,-100.0,-100.0,-100.0,-100.0
38289,-100.0,-100.0,-100.0,-100.0
38317,-100.0,-100.0,-100.0,-100.0
38365,-100.0,-100.0,-100.0,-100.0
38388,-100.0,-100.0,-100.0,-100.0
38416,-100.0,-100.0,-100.0,-100.0
38458,-100.0,-100.0,-100.0,-100.0
38483,-100.0,-100.0,-100.0,-100.0
38538,-100.0,-100.0,-100.0,-100.0
38559,-100.0,-100.0,-100.0,-100.0
38617,-100.0,-100.0,-100.0,-100.0
38636,-100.0,-100.0,-100.0,-100.0
38681,-100.0,-100.0,-100.0,-100.0
38704,-100.0,-100.0,-100.0,-100.0
38750,-100.0,-100.0,-100.0,-100.0
38773,-100.0,-100.0,-100.0,-100.0
38808,-100.0,-100.0,-100.0,-100.0
38867,-100.0,-100.0,-100.0,-100.0
38877,-100.0,-100.0,-100.0,-100.0
38890,-100.0,-100.0,-100.0,-100.0
38903,-100.0,-100.0,-100.0,-100.0
38928,-100.0,-100.0,-100.0,-100.0
38931,-100.0,-100.0,-100.0,-100.0
38945,-100.0,-100.0,-100.0,-100.0
38961,-100.0,-100.0,-100.0,-100.0
38979,-100.0,-100.0,-100.0,-100.0
38990,-100.0,-100.0,-100.0,-100.0
39002,-100.0,-100.0,-100.0,-100.0
39029,-100.0,-100.0,-100.0,-100.0
39050,-100.0,-100.0,-100.0,-100.0
39063,-100.0,-100.0,-100.0,-100.0
39078,-100.0,-100.0,-100.0,-100.0
39091,-100.0,-100.0,-100.0,-100.0
39110,-100.0,-100.0,-100.0,-100.0
39141,-100.0,-100.0,-100.0,-100.0
39152,-100.0,-100.0,-100.0,-100.0
39165,-100.0,-100.0,-100.0,-100.0
39173,-100.0,-100.0,-100.0,-100.0
39195,-100.0,-100.0,-100.0,-100.0
39208,-100.0,-100.0,-100.0,-100.0
39221,-100.0,-100.0,-100.0,-100.0
39233,-100.0,-100.0,-100.0,-100.0
39266,-100.0,-100.0,-100.0,-100.0
39280,-100.0,-100.0,-100.0,-100.0
39282,-100.0,-100.0,-100.0,-100.0
39313,-100.0,-100.0,-100.0,-100.0
39314,-100.0,-100.0,-100.0,-100.0
39325,-100.0,-100.0,-100.0,-100.0
39367,-100.0,-100.0,-100.0,-100.0
39368,-100.0,-100.0,-100.0,-100.0
39381,-100.0,-100.0,-100.0,-100.0
39392,-100.0,-100.0,-100.0,-100.0
39422,-100.0,-100.0,-100.0,-100.0
39423,-100.0,-100.0,-100.0,-100.0
39439,-100.0,-100.0,-100.0,-100.0
39451,-100.0,-100.0,-100.0,-100.0
39484,-100.0,-100.0,-100.0,-100.0
39497,-100.0,-100.0,-100.0,-100.0
39510,-100.0,-100.0,-100.0,-100.0
39527,-100.0,-100.0,-100.0,-100.0
39536,-100.0,-100.0,-100.0,-100.0
39541,-100.0,-100.0,-100.0,-100.0
39584,-100.0,-100.0,-100.0,-100.0
39589,-100.0,-100.0,-100.0,-100.0
39595,-100.0,-100.0,-100.0,-100.0
39602,-100.0,-100.0,-100.0,-100.0
39631,-100.0,-100.0,-100.0,-100.0
39638,-100.0,-100.0,-100.0,-100.0
39663,-100.0,-100.0,-100.0,-100.0
39668,-100.0,-100.0,-100.0,-100.0
39707,-100.0,-100.0,-100.0,-100.0
39719,-100.0,-100.0,-100.0,-100.0
39721,-100.0,-100.0,-100.0,-100.0
39746,-100.0,-100.0,-100.0,-100.0
39788,-100.0,-100.0,-100.0,-100.0
39810,-100.0,-100.0,-100.0,-100.0
39828,-100.0,-100.0,-100.0,-100.0
39855,-100.0,-100.0,-100.0,-100.0
39919,-100.0,-100.0,-100.0,-100.0
39950,-100.0,-100.0,-100.0,-100.0
39959,-100.0,-100.0,-100.0,-100.0
39984,-100.0,-100.0,-100.0,-100.0
40003,-100.0,-100.0,-100.0,-100.0
40015,-100.0,-100.0,-100.0,-100.0
40070,-100.0,-100.0,-100.0,-100.0
40100,-100.0,-100.0,-100.0,-100.0
40113,-100.0,-100.0,-100.0,-100.0
40146,-100.0,-100.0,-100.0,-100.0
40156,-100.0,-100.0,-100.0,-100.0
40185,-100.0,-100.0,-100.0,-100.0
40232,-100.0,-100.0,-100.0,-100.0
40245,-100.0,-100.0,-100.0,-100.0
40288,-100.0,-100.0,-100.0,-100.0
40303,-100.0,-100.0,-100.0,-100.0
40339,-100.0,-100.0,-100.0,-100.0
40380,-100.0,-100.0,-100.0,-100.0
40411,-100.0,-100.0,-100.0,-100.0
40423,-100.0,-100.0,-100.0,-100.0
40443,-100.0,-100.0,-100.0,-100.0
40468,-100.0,-100.0,-100.0,-100.0
40484,-100.0,-100.0,-100.0,-100.0
40486,-100.0,-100.0,-100.0,-100.0
40498,-100.0,-100.0,-100.0,-100.0
40535,-100.0,-100.0,-100.0,-100.0
40537,-100.0,-100.0,-100.0,-100.0
40550,-100.0,-100.0,-100.0,-100.0
40587,-100.0,-100.0,-100.0,-100.0
40590,-100.0,-100.0,-100.0,-100.0
40603,-100.0,-100.0,-100.0,-100.0
40612,-100.0,-100.0,-100.0,-100.0
40648,-100.0,-100.0,-100.0,-100.0
40656,-100.0,-100.0,-100.0,-100.0
40662,-100.0,-100.0,-100.0,-100.0
40669,-100.0,-100.0,-100.0,-100.0
40688,-100.0,-100.0,-100.0,-100.0
40705,-100.0,-100.0,-100.0,-100.0
40710,-100.0,-100.0,-100.0,-100.0
40738,-100.0,-100.0,-100.0,-100.0
40756,-100.0,-100.0,-100.0,-100.0
40781,-100.0,-100.0,-100.0,-100.0
40786,-100.0,-100.0,-100.0,-100.0
40790,-100.0,-100.0,-100.0,-100.0
40797,-100.0,-100.0,-100.0,-100.0
40804,-100.0,-100.0,-100.0,-100.0
40810,-100.0,-100.0,-100.0,-100.0
40815,-100.0,-100.0,-100.0,-100.0
40821,-100.0,-100.0,-100.0,-100.0
40832,-100.0,-100.0,-100.0,-100.0
40839,-100.0,-100.0,-100.0,-100.0
40850,-100.0,-100.0,-100.0,-100.0
40857,-100.0,-100.0,-100.0,-100.0
40861,-100.0,-100.0,-100.0,-100.0
40867,-100.0,-100.0,-100.0,-100.0
40873,-100.0,-100.0,-100.0,-100.0
40884,-100.0,-100.0,-100.0,-100.0
40891,-100.0,-100.0,-100.0,-100.0
40902,-100.0,-100.0,-100.0,-100.0
40906,-100.0,-100.0,-100.0,-100.0
40908,-100.0,-100.0,-100.0,-100.0
40919,-100.0,-100.0,-100.0,-100.0
40927,-100.0,-100.0,-100.0,-100.0
40932,-100.0,-100.0,-100.0,-100.0
40936,-100.0,-100.0,-100.0,-100.0
40943,-100.0,-100.0,-100.0,-100.0
40954,-100.0,-100.0,-100.0,-100.0
40960,-100.0,-100.0,-100.0,-100.0
40967,-100.0,-100.0,-100.0,-100.0
40972,-100.0,-100.0,-100.0,-100.0
40990,-100.0,-100.0,-100.0,-100.0
40993,-100.0,-100.0,-100.0,-100.0
40997,-100.0,-100.0,-100.0,-100.0
41004,-100.0,-100.0,-100.0,-100.0
41014,-100.0,-100.0,-100.0,-100.0
41021,-100.0,-100.0,-100.0,-100.0
41031,-100.0,-100.0,-100.0,-100.0
41037,-100.0,-100.0,-100.0,-100.0
41045,-100.0,-100.0,-100.0,-100.0
41048,-100.0,-100.0,-100.0,-100.0
41056,-100.0,-100.0,-100.0,-100.0
41067,-100.0,-100.0,-100.0,-100.0
41072,-100.0,-100.0,-100.0,-100.0
41080,-100.0,-100.0,-100.0,-100.0
41083,-100.0,-100.0,-100.0,-100.0
41107,-100.0,-100.0,-100.0,-100.0
41118,-100.0,-100.0,-100.0,-100.0
41122,-100.0,-100.0,-100.0,-100.0
41126,-100.0,-100.0,-100.0,-100.0
41136,-100.0,-100.0,-100.0,-100.0
41145,-100.0,-100.0,-100.0,-100.0
41160,-100.0,-100.0,-100.0,-100.0
41172,-100.0,-100.0,-100.0,-100.0
41193,-100.0,-100.0,-100.0,-100.0
41198,-100.0,-100.0,-100.0,-100.0
41202,-100.0,-100.0,-100.0,-100.0
41205,-100.0,-100.0,-100.0,-100.0
41213,-100.0,-100.0,-100.0,-100.0
41221,-100.0,-100.0,-100.0,-100.0
41224,-100.0,-100.0,-100.0,-100.0
41231,-100.0,-100.0,-100.0,-100.0
41237,-100.0,-100.0,-100.0,-100.0
41248,-100.0,-100.0,-100.0,-100.0
41252,-100.0,-100.0,-100.0,-100.0
41257,-100.0,-100.0,-100.0,-100.0
41266,-100.0,-100.0,-100.0,-100.0
41272,-100.0,-100.0,-100.0,-100.0
41281,-100.0,-100.0,-100.0,-100.0
41283,-100.0,-100.0,-100.0,-100.0
41290,-100.0,-100.0,-100.0,-100.0
41300,-100.0,-100.0,-100.0,-100.0
41309,-100.0,-100.0,-100.0,-100.0
41319,-100.0,-100.0,-100.0,-100.0
41328,-100.0,-100.0,-100.0,-100.0
41335,-100.0,-100.0,-100.0,-100.0
41339,-100.0,-100.0,-100.0,-100.0
41342,-100.0,-100.0,-100.0,-100.0
41353,-100.0,-100.0,-100.0,-100.0
41359,-100.0,-100.0,-100.0,-100.0
41371,-100.0,-100.0,-100.0,-100.0
41377,-100.0,-100.0,-100.0,-100.0
41387,-100.0,-100.0,-100.0,-100.0
41396,-100.0,-100.0,-100.0,-100.0
41405,-100.0,-100.0,-100.0,-100.0
41413,-100.0,-100.0,-100.0,-100.0
41423,-100.0,-100.0,-100.0,-100.0
41432,-100.0,-100.0,-100.0,-100.0
41445,-100.0,-100.0,-100.0,-100.0
41447,-100.0,-100.0,-100.0,-100.0
