,AY5QB85BMBVU8,A3P9TMATWBA1Q,A8DMLATJZOF4Q,A8WWSKUYQ4X5N
229550,-100.0,-100.0,-100.0,-100.0
229559,-100.0,-100.0,-100.0,-100.0
229580,-100.0,-100.0,-100.0,-100.0
229584,-100.0,-100.0,-100.0,-100.0
229589,-100.0,-100.0,-100.0,-100.0
229622,-100.0,-100.0,-100.0,-100.0
229650,-100.0,-100.0,-100.0,-100.0
229673,-100.0,-100.0,-100.0,-100.0
229683,-100.0,-100.0,-100.0,-100.0
229688,-100.0,-100.0,-100.0,-100.0
229703,-100.0,-100.0,-100.0,-100.0
229704,-100.0,-100.0,-100.0,-100.0
229710,-100.0,-100.0,-100.0,-100.0
229722,-100.0,-100.0,-100.0,-100.0
229728,-100.0,-100.0,-100.0,-100.0
229730,-100.0,-100.0,-100.0,-100.0
229742,-100.0,-100.0,-100.0,-100.0
229751,-100.0,-100.0,-100.0,-100.0
229761,-100.0,-100.0,-100.0,-100.0
229781,-100.0,-100.0,-100.0,-100.0
229787,-100.0,-100.0,-100.0,-100.0
229792,-100.0,-100.0,-100.0,-100.0
229798,-100.0,-100.0,-100.0,-100.0
229812,-100.0,-100.0,-100.0,-100.0
229829,-100.0,-100.0,-100.0,-100.0
229860,-100.0,-100.0,-100.0,-100.0
229877,-100.0,-100.0,-100.0,-100.0
229915,-100.0,-100.0,-100.0,-100.0
229928,-100.0,-100.0,-100.0,-100.0
229944,-100.0,-100.0,-100.0,-100.0
229961,-100.0,-100.0,-100.0,-100.0
229964,-100.0,-100.0,-100.0,-100.0
229982,-100.0,-100.0,-100.0,-100.0
230034,-100.0,-100.0,-100.0,-100.0
230048,-100.0,-100.0,-100.0,-100.0
230101,-100.0,-100.0,-100.0,-100.0
230105,-100.0,-100.0,-100.0,-100.0
230115,-100.0,-100.0,-100.0,-100.0
230119,-100.0,-100.0,-100.0,-100.0
230138,-100.0,-100.0,-100.0,-100.0
230144,-100.0,-100.0,-100.0,-100.0
230146,-100.0,-100.0,-100.0,-100.0
230150,-100.0,-100.0,-100.0,-100.0
230175,-100.0,-100.0,-100.0,-100.0
230223,-100.0,-100.0,-100.0,-100.0
230276,-100.0,-100.0,-100.0,-100.0
230285,-100.0,-100.0,-100.0,-100.0
230286,-100.0,-100.0,-100.0,-100.0
230293,-100.0,-100.0,-100.0,-100.0
230307,-100.0,-100.0,-100.0,-100.0
230311,-100.0,-100.0,-100.0,-100.0
230313,-100.0,-100.0,-100.0,-100.0
230321,-100.0,-100.0,-100.0,-100.0
230322,-100.0,-100.0,-100.0,-100.0
230345,-100.0,-100.0,-100.0,-100.0
230358,-100.0,-100.0,-100.0,-100.0
230400,-100.0,-100.0,-100.0,-100.0
230401,-100.0,-100.0,-100.0,-100.0
230411,-100.0,-100.0,-100.0,-100.0
230431,-100.0,-100.0,-100.0,-100.0
230443,-100.0,-100.0,-100.0,-100.0
230444,-100.0,-100.0,-100.0,-100.0
230454,-100.0,-100.0,-100.0,-100.0
230469,-100.0,-100.0,-100.0,-100.0
230491,-100.0,-100.0,-100.0,-100.0
230493,-100.0,-100.0,-100.0,-100.0
230495,-100.0,-100.0,-100.0,-100.0
230503,-100.0,-100.0,-100.0,-100.0
230513,-100.0,-100.0,-100.0,-100.0
230526,-100.0,-100.0,-100.0,-100.0
230535,-100.0,-100.0,-100.0,-100.0
230577,-100.0,-100.0,-100.0,-100.0
230606,-100.0,-100.0,-100.0,-100.0
230616,-100.0,-100.0,-100.0,-100.0
230643,-100.0,-100.0,-100.0,-100.0
230646,-100.0,-100.0,-100.0,-100.0
230661,-100.0,-100.0,-100.0,-100.0
230669,-100.0,-100.0,-100.0,-100.0
230697,-100.0,-100.0,-100.0,-100.0
230709,-100.0,-100.0,-100.0,-100.0
230719,-100.0,-100.0,-100.0,-100.0
230729,-100.0,-100.0,-100.0,-100.0
230730,-100.0,-100.0,-100.0,-100.0
230758,-100.0,-100.0,-100.0,-100.0
230761,-100.0,-100.0,-100.0,-100.0
230767,-100.0,-100.0,-100.0,-100.0
230780,-100.0,-100.0,-100.0,-100.0
230793,-100.0,-100.0,-100.0,-100.0
230802,-100.0,-100.0,-100.0,-100.0
230803,-100.0,-100.0,-100.0,-100.0
230827,-100.0,-100.0,-100.0,-100.0
230831,-100.0,-100.0,-100.0,-100.0
230840,-100.0,-100.0,-100.0,-100.0
230867,-100.0,-100.0,-100.0,-100.0
230885,-100.0,-100.0,-100.0,-100.0
230893,-100.0,-100.0,-100.0,-100.0
230924,-100.0,-100.0,-100.0,-100.0
230934,-100.0,-100.0,-100.0,-100.0
230962,-100.0,-100.0,-100.0,-100.0
230972,-100.0,-100.0,-100.0,-100.0
231000,-100.0,-100.0,-100.0,-100.0
231010,-100.0,-100.0,-100.0,-100.0
231038,-100.0,-100.0,-100.0,-100.0
231048,-100.0,-100.0,-100.0,-100.0
231074,-100.0,-100.0,-100.0,-100.0
231075,-100.0,-100.0,-100.0,-100.0
231076,-100.0,-100.0,-100.0,-100.0
231097,-100.0,-100.0,-100.0,-100.0
231101,-100.0,-100.0,-100.0,-100.0
231110,-100.0,-100.0,-100.0,-100.0
231138,-100.0,-100.0,-100.0,-100.0
231147,-100.0,-100.0,-100.0,-100.0
231151,-100.0,-100.0,-100.0,-100.0
231178,-100.0,-100.0,-100.0,-100.0
231181,-100.0,-100.0,-100.0,-100.0
231186,-100.0,-100.0,-100.0,-100.0
231218,-100.0,-100.0,-100.0,-100.0
231227,-100.0,-100.0,-100.0,-100.0
231258,-100.0,-100.0,-100.0,-100.0
231267,-100.0,-100.0,-100.0,-100.0
231293,-100.0,-100.0,-100.0,-100.0
231294,-100.0,-100.0,-100.0,-100.0
231319,-100.0,-100.0,-100.0,-100.0
231321,-100.0,-100.0,-100.0,-100.0
231332,-100.0,-100.0,-100.0,-100.0
231349,-100.0,-100.0,-100.0,-100.0
231358,-100.0,-100.0,-100.0,-100.0
231366,-100.0,-100.0,-100.0,-100.0
231393,-100.0,-100.0,-100.0,-100.0
231396,-100.0,-100.0,-100.0,-100.0
231405,-100.0,-100.0,-100.0,-100.0
231413,-100.0,-100.0,-100.0,-100.0
231419,-100.0,-100.0,-100.0,-100.0
231428,-100.0,-100.0,-100.0,-100.0
231449,-100.0,-100.0,-100.0,-100.0
231455,-100.0,-100.0,-100.0,-100.0
231466,-100.0,-100.0,-100.0,-100.0
231470,-100.0,-100.0,-100.0,-100.0
231519,-100.0,-100.0,-100.0,-100.0
231528,-100.0,-100.0,-100.0,-100.0
231559,-100.0,-100.0,-100.0,-100.0
231567,-100.0,-100.0,-100.0,-100.0
231599,-100.0,-100.0,-100.0,-100.0
231608,-100.0,-100.0,-100.0,-100.0
231636,-100.0,-100.0,-100.0,-100.0
231647,-100.0,-100.0,-100.0,-100.0
231675,-100.0,-100.0,-100.0,-100.0
231686,-100.0,-100.0,-100.0,-100.0
231715,-100.0,-100.0,-100.0,-100.0
231724,-100.0,-100.0,-100.0,-100.0
231744,-100.0,-100.0,-100.0,-100.0
231753,-100.0,-100.0,-100.0,-100.0
231762,-100.0,-100.0,-100.0,-100.0
231780,-100.0,-100.0,-100.0,-100.0
231784,-100.0,-100.0,-100.0,-100.0
231789,-100.0,-100.0,-100.0,-100.0
231790,-100.0,-100.0,-100.0,-100.0
231797,-100.0,-100.0,-100.0,-100.0
231826,-100.0,-100.0,-100.0,-100.0
231831,-100.0,-100.0,-100.0,-100.0
231836,-100.0,-100.0,-100.0,-100.0
231849,-100.0,-100.0,-100.0,-100.0
231863,-100.0,-100.0,-100.0,-100.0
231871,-100.0,-100.0,-100.0,-100.0
231872,-100.0,-100.0,-100.0,-100.0
231874,-100.0,-100.0,-100.0,-100.0
231877,-100.0,-100.0,-100.0,-100.0
231885,-100.0,-100.0,-100.0,-100.0
231893,-100.0,-100.0,-100.0,-100.0
231895,-100.0,-100.0,-100.0,-100.0
231899,-100.0,-100.0,-100.0,-100.0
231928,-100.0,-100.0,-100.0,-100.0
231931,-100.0,-100.0,-100.0,-100.0
231948,-100.0,-100.0,-100.0,-100.0
231952,-100.0,-100.0,-100.0,-100.0
231958,-100.0,-100.0,-100.0,-100.0
231965,-100.0,-100.0,-100.0,-100.0
231971,-100.0,-100.0,-100.0,-100.0
231979,-100.0,-100.0,-100.0,-100.0
231987,-100.0,-100.0,-100.0,-100.0
231988,-100.0,-100.0,-100.0,-100.0
231993,-100.0,-100.0,-100.0,-100.0
231997,-100.0,-100.0,-100.0,-100.0
232013,-100.0,-100.0,-100.0,-100.0
232017,-100.0,-100.0,-100.0,-100.0
232019,-100.0,-100.0,-100.0,-100.0
232026,-100.0,-100.0,-100.0,-100.0
232035,-100.0,-100.0,-100.0,-100.0
232039,-100.0,-100.0,-100.0,-100.0
232040,-100.0,-100.0,-100.0,-100.0
232044,-100.0,-100.0,-100.0,-100.0
232050,-100.0,-100.0,-100.0,-100.0
232051,-100.0,-100.0,-100.0,-100.0
232060,-100.0,-100.0,-100.0,-100.0
232063,-100.0,-100.0,-100.0,-100.0
232069,-100.0,-100.0,-100.0,-100.0
232071,-100.0,-100.0,-100.0,-100.0
232082,-100.0,-100.0,-100.0,-100.0
232090,-100.0,-100.0,-100.0,-100.0
232092,-100.0,-100.0,-100.0,-100.0
232101,-100.0,-100.0,-100.0,-100.0
232105,-100.0,-100.0,-100.0,-100.0
232114,-100.0,-100.0,-100.0,-100.0
232120,-100.0,-100.0,-100.0,-100.0
232129,-100.0,-100.0,-100.0,-100.0
232133,-100.0,-100.0,-100.0,-100.0
232141,-100.0,-100.0,-100.0,-100.0
232152,-100.0,-100.0,-100.0,-100.0
232153,-100.0,-100.0,-100.0,-100.0
232157,-100.0,-100.0,-100.0,-100.0
232168,-100.0,-100.0,-100.0,-100.0
232175,-100.0,-100.0,-100.0,-100.0
232178,-100.0,-100.0,-100.0,-100.0
232192,-100.0,-100.0,-100.0,-100.0
232195,-100.0,-100.0,-100.0,-100.0
232198,-100.0,-100.0,-100.0,-100.0
232204,-100.0,-100.0,-100.0,-100.0
232207,-100.0,-100.0,-100.0,-100.0
232212,-100.0,-100.0,-100.0,-100.0
232235,-100.0,-100.0,-100.0,-100.0
232237,-100.0,-100.0,-100.0,-100.0
232239,-100.0,-100.0,-100.0,-100.0
232250,-100.0,-100.0,-100.0,-100.0
232260,-100.0,-100.0,-100.0,-100.0
232261,-100.0,-100.0,-100.0,-100.0
232277,-100.0,-100.0,-100.0,-100.0
232286,-100.0,-100.0,-100.0,-100.0
232318,-100.0,-100.0,-100.0,-100.0
232332,-100.0,-100.0,-100.0,-100.0
232353,-100.0,-100.0,-100.0,-100.0
232354,-100.0,-100.0,-100.0,-100.0
232359,-100.0,-100.0,-100.0,-100.0
232383,-100.0,-100.0,-100.0,-100.0
232387,-100.0,-100.0,-100.0,-100.0
232394,-100.0,-100.0,-100.0,-100.0
232424,-100.0,-100.0,-100.0,-100.0
232435,-100.0,-100.0,-100.0,-100.0
232437,-100.0,-100.0,-100.0,-100.0
232461,-100.0,-100.0,-100.0,-100.0
232465,-100.0,-100.0,-100.0,-100.0
232475,-100.0,-100.0,-100.0,-100.0
232506,-100.0,-100.0,-100.0,-100.0
232516,-100.0,-100.0,-100.0,-100.0
232528,-100.0,-100.0,-100.0,-100.0
232544,-100.0,-100.0,-100.0,-100.0
232555,-100.0,-100.0,-100.0,-100.0
232557,-100.0,-100.0,-100.0,-100.0
232577,-100.0,-100.0,-100.0,-100.0
232587,-100.0,-100.0,-100.0,-100.0
232617,-100.0,-100.0,-100.0,-100.0
232627,-100.0,-100.0,-100.0,-100.0
232657,-100.0,-100.0,-100.0,-100.0
232660,-100.0,-100.0,-100.0,-100.0
232668,-100.0,-100.0,-100.0,-100.0
232681,-100.0,-100.0,-100.0,-100.0
232690,-100.0,-100.0,-100.0,-100.0
232692,-100.0,-100.0,-100.0,-100.0
232725,-100.0,-100.0,-100.0,-100.0
232737,-100.0,-100.0,-100.0,-100.0
232747,-100.0,-100.0,-100.0,-100.0
232762,-100.0,-100.0,-100.0,-100.0
232769,-100.0,-100.0,-100.0,-100.0
232778,-100.0,-100.0,-100.0,-100.0
232791,-100.0,-100.0,-100.0,-100.0
232797,-100.0,-100.0,-100.0,-100.0
232801,-100.0,-100.0,-100.0,-100.0
232816,-100.0,-100.0,-100.0,-100.0
232832,-100.0,-100.0,-100.0,-100.0
232844,-100.0,-100.0,-100.0,-100.0
232846,-100.0,-100.0,-100.0,-100.0
232877,-100.0,-100.0,-100.0,-100.0
232887,-100.0,-100.0,-100.0,-100.0
232900,-100.0,-100.0,-100.0,-100.0
232910,-100.0,-100.0,-100.0,-100.0
232939,-100.0,-100.0,-100.0,-100.0
232950,-100.0,-100.0,-100.0,-100.0
232984,-100.0,-100.0,-100.0,-100.0
232992,-100.0,-100.0,-100.0,-100.0
233002,-100.0,-100.0,-100.0,-100.0
233007,-100.0,-100.0,-100.0,-100.0
233015,-100.0,-100.0,-100.0,-100.0
233025,-100.0,-100.0,-100.0,-100.0
233057,-100.0,-100.0,-100.0,-100.0
233067,-100.0,-100.0,-100.0,-100.0
233082,-100.0,-100.0,-100.0,-100.0
233092,-100.0,-100.0,-100.0,-100.0
233122,-100.0,-100.0,-100.0,-100.0
233130,-100.0,-100.0,-100.0,-100.0
233133,-100.0,-100.0,-100.0,-100.0
233165,-100.0,-100.0,-100.0,-100.0
233169,-100.0,-100.0,-100.0,-100.0
233176,-100.0,-100.0,-100.0,-100.0
233206,-100.0,-100.0,-100.0,-100.0
233210,-100.0,-100.0,-100.0,-100.0
233242,-100.0,-100.0,-100.0,-100.0
233252,-100.0,-100.0,-100.0,-100.0
233281,-100.0,-100.0,-100.0,-100.0
233292,-100.0,-100.0,-100.0,-100.0
233322,-100.0,-100.0,-100.0,-100.0
233334,-100.0,-100.0,-100.0,-100.0
233363,-100.0,-100.0,-100.0,-100.0
233373,-100.0,-100.0,-100.0,-100.0
233406,-100.0,-100.0,-100.0,-100.0
233418,-100.0,-100.0,-100.0,-100.0
233433,-100.0,-100.0,-100.0,-100.0
233444,-100.0,-100.0,-100.0,-100.0
233476,-100.0,-100.0,-100.0,-100.0
233487,-100.0,-100.0,-100.0,-100.0
233533,-100.0,-100.0,-100.0,-100.0
233552,-100.0,-100.0,-100.0,-100.0
233588,-100.0,-100.0,-100.0,-100.0
233599,-100.0,-100.0,-100.0,-100.0
233629,-100.0,-100.0,-100.0,-100.0
233630,-100.0,-100.0,-100.0,-100.0
233662,-100.0,-100.0,-100.0,-100.0
233673,-100.0,-100.0,-100.0,-100.0
233721,-100.0,-100.0,-100.0,-100.0
233734,-100.0,-100.0,-100.0,-100.0
233768,-100.0,-100.0,-100.0,-100.0
233787,-100.0,-100.0,-100.0,-100.0
233805,-100.0,-100.0,-100.0,-100.0
233812,-100.0,-100.0,-100.0,-100.0
233820,-100.0,-100.0,-100.0,-100.0
233830,-100.0,-100.0,-100.0,-100.0
233835,-100.0,-100.0,-100.0,-100.0
233847,-100.0,-100.0,-100.0,-100.0
233856,-100.0,-100.0,-100.0,-100.0
233872,-100.0,-100.0,-100.0,-100.0
233877,-100.0,-100.0,-100.0,-100.0
233888,-100.0,-100.0,-100.0,-100.0
233897,-100.0,-100.0,-100.0,-100.0
233906,-100.0,-100.0,-100.0,-100.0
233914,-100.0,-100.0,-100.0,-100.0
233924,-100.0,-100.0,-100.0,-100.0
233929,-100.0,-100.0,-100.0,-100.0
233943,-100.0,-100.0,-100.0,-100.0
233945,-100.0,-100.0,-100.0,-100.0
233951,-100.0,-100.0,-100.0,-100.0
233960,-100.0,-100.0,-100.0,-100.0
233966,-100.0,-100.0,-100.0,-100.0
233976,-100.0,-100.0,-100.0,-100.0
233984,-100.0,-100.0,-100.0,-100.0
233994,-100.0,-100.0,-100.0,-100.0
234000,-100.0,-100.0,-100.0,-100.0
234012,-100.0,-100.0,-100.0,-100.0
234019,-100.0,-100.0,-100.0,-100.0
234029,-100.0,-100.0,-100.0,-100.0
234035,-100.0,-100.0,-100.0,-100.0
234046,-100.0,-100.0,-100.0,-100.0
234053,-100.0,-100.0,-100.0,-100.0
234054,-100.0,-100.0,-100.0,-100.0
234060,-100.0,-100.0,-100.0,-100.0
234070,-100.0,-100.0,-100.0,-100.0
234077,-100.0,-100.0,-100.0,-100.0
234088,-100.0,-100.0,-100.0,-100.0
234090,-100.0,-100.0,-100.0,-100.0
234097,-100.0,-100.0,-100.0,-100.0
234106,-100.0,-100.0,-100.0,-100.0
234113,-100.0,-100.0,-100.0,-100.0
234123,-100.0,-100.0,-100.0,-100.0
234129,-100.0,-100.0,-100.0,-100.0
234141,-100.0,-100.0,-100.0,-100.0
234148,-100.0,-100.0,-100.0,-100.0
234151,-100.0,-100.0,-100.0,-100.0
234159,-100.0,-100.0,-100.0,-100.0
234165,-100.0,-100.0,-100.0,-100.0
234173,-100.0,-100.0,-100.0,-100.0
234175,-100.0,-100.0,-100.0,-100.0
234183,-100.0,-100.0,-100.0,-100.0
234193,-100.0,-100.0,-100.0,-100.0
234203,-100.0,-100.0,-100.0,-100.0
234215,-100.0,-100.0,-100.0,-100.0
234232,-100.0,-100.0,-100.0,-100.0
234234,-100.0,-100.0,-100.0,-100.0
234247,-100.0,-100.0,-100.0,-100.0
234253,-100.0,-100.0,-100.0,-100.0
234265,-100.0,-100.0,-100.0,-100.0
234266,-100.0,-100.0,-100.0,-100.0
234270,-100.0,-100.0,-100.0,-100.0
234280,-100.0,-100.0,-100.0,-100.0
234285,-100.0,-100.0,-100.0,-100.0
234286,-100.0,-100.0,-100.0,-100.0
234287,-100.0,-100.0,-100.0,-100.0
234293,-100.0,-100.0,-100.0,-100.0
234306,-100.0,-100.0,-100.0,-100.0
234312,-100.0,-100.0,-100.0,-100.0
234323,-100.0,-100.0,-100.0,-100.0
234329,-100.0,-100.0,-100.0,-100.0
234341,-100.0,-100.0,-100.0,-100.0
234345,-100.0,-100.0,-100.0,-100.0
234346,-100.0,-100.0,-100.0,-100.0
234357,-100.0,-100.0,-100.0,-100.0
234366,-100.0,-100.0,-100.0,-100.0
234375,-100.0,-100.0,-100.0,-100.0
234383,-100.0,-100.0,-100.0,-100.0
234393,-100.0,-100.0,-100.0,-100.0
234403,-100.0,-100.0,-100.0,-100.0
234411,-100.0,-100.0,-100.0,-100.0
234417,-100.0,-100.0,-100.0,-100.0
234428,-100.0,-100.0,-100.0,-100.0
234434,-100.0,-100.0,-100.0,-100.0
234446,-100.0,-100.0,-100.0,-100.0
234454,-100.0,-100.0,-100.0,-100.0
234458,-100.0,-100.0,-100.0,-100.0
234463,-100.0,-100.0,-100.0,-100.0
234470,-100.0,-100.0,-100.0,-100.0
234480,-100.0,-100.0,-100.0,-100.0
234486,-100.0,-100.0,-100.0,-100.0
234487,-100.0,-100.0,-100.0,-100.0
234494,-100.0,-100.0,-100.0,-100.0
234505,-100.0,-100.0,-100.0,-100.0
234511,-100.0,-100.0,-100.0,-100.0
234522,-100.0,-100.0,-100.0,-100.0
234529,-100.0,-100.0,-100.0,-100.0
234539,-100.0,-100.0,-100.0,-100.0
234547,-100.0,-100.0,-100.0,-100.0
234557,-100.0,-100.0,-100.0,-100.0
234564,-100.0,-100.0,-100.0,-100.0
234577,-100.0,-100.0,-100.0,-100.0
234592,-100.0,-100.0,-100.0,-100.0
234599,-100.0,-100.0,-100.0,-100.0
234610,-100.0,-100.0,-100.0,-100.0
234634,-100.0,-100.0,-100.0,-100.0
234644,-100.0,-100.0,-100.0,-100.0
234655,-100.0,-100.0,-100.0,-100.0
234662,-100.0,-100.0,-100.0,-100.0
234670,-100.0,-100.0,-100.0,-100.0
234684,-100.0,-100.0,-100.0,-100.0
234687,-100.0,-100.0,-100.0,-100.0
234708,-100.0,-100.0,-100.0,-100.0
234720,-100.0,-100.0,-100.0,-100.0
234727,-100.0,-100.0,-100.0,-100.0
234729,-100.0,-100.0,-100.0,-100.0
234739,-100.0,-100.0,-100.0,-100.0
234746,-100.0,-100.0,-100.0,-100.0
234757,-100.0,-100.0,-100.0,-100.0
234760,-100.0,-100.0,-100.0,-100.0
234763,-100.0,-100.0,-100.0,-100.0
234774,-100.0,-100.0,-100.0,-100.0
234781,-100.0,-100.0,-100.0,-100.0
234782,-100.0,-100.0,-100.0,-100.0
234792,-100.0,-100.0,-100.0,-100.0
234798,-100.0,-100.0,-100.0,-100.0
234809,-100.0,-100.0,-100.0,-100.0
234816,-100.0,-100.0,-100.0,-100.0
234826,-100.0,-100.0,-100.0,-100.0
234833,-100.0,-100.0,-100.0,-100.0
234844,-100.0,-100.0,-100.0,-100.0
234851,-100.0,-100.0,-100.0,-100.0
234862,-100.0,-100.0,-100.0,-100.0
234863,-100.0,-100.0,-100.0,-100.0
234887,-100.0,-100.0,-100.0,-100.0
234995,-100.0,-100.0,-100.0,-100.0
235081,-100.0,-100.0,-100.0,-100.0
235110,-100.0,-100.0,-100.0,-100.0
235128,-100.0,-100.0,-100.0,-100.0
235157,-100.0,-100.0,-100.0,-100.0
235213,-100.0,-100.0,-100.0,-100.0
235274,-100.0,-100.0,-100.0,-100.0
235306,-100.0,-100.0,-100.0,-100.0
235353,-100.0,-100.0,-100.0,-100.0
235367,-100.0,-100.0,-100.0,-100.0
235413,-100.0,-100.0,-100.0,-100.0
235501,-100.0,-100.0,-100.0,-100.0
235512,-100.0,-100.0,-100.0,-100.0
235574,-100.0,-100.0,-100.0,-100.0
235633,-100.0,-100.0,-100.0,-100.0
235684,-100.0,-100.0,-100.0,-100.0
235714,-100.0,-100.0,-100.0,-100.0
235826,-100.0,-100.0,-100.0,-100.0
235865,-100.0,-100.0,-100.0,-100.0
236000,-100.0,-100.0,-100.0,-100.0
236045,-100.0,-100.0,-100.0,-100.0
236109,-100.0,-100.0,-100.0,-100.0
236224,-100.0,-100.0,-100.0,-100.0
236249,-100.0,-100.0,-100.0,-100.0
236366,-100.0,-100.0,-100.0,-100.0
236379,-100.0,-100.0,-100.0,-100.0
236428,-100.0,-100.0,-100.0,-100.0
236477,-100.0,-100.0,-100.0,-100.0
236509,-100.0,-100.0,-100.0,-100.0
236520,-100.0,-100.0,-100.0,-100.0
236557,-100.0,-100.0,-100.0,-100.0
236618,-100.0,-100.0,-100.0,-100.0
236659,-100.0,-100.0,-100.0,-100.0
236660,-100.0,-100.0,-100.0,-100.0
236661,-100.0,-100.0,-100.0,-100.0
236667,-100.0,-100.0,-100.0,-100.0
236680,-100.0,-100.0,-100.0,-100.0
236684,-100.0,-100.0,-100.0,-100.0
236690,-100.0,-100.0,-100.0,-100.0
236716,-100.0,-100.0,-100.0,-100.0
236723,-100.0,-100.0,-100.0,-100.0
236737,-100.0,-100.0,-100.0,-100.0
236743,-100.0,-100.0,-100.0,-100.0
236760,-100.0,-100.0,-100.0,-100.0
236767,-100.0,-100.0,-100.0,-100.0
236774,-100.0,-100.0,-100.0,-100.0
236787,-100.0,-100.0,-100.0,-100.0
236791,-100.0,-100.0,-100.0,-100.0
236810,-100.0,-100.0,-100.0,-100.0
236816,-100.0,-100.0,-100.0,-100.0
236840,-100.0,-100.0,-100.0,-100.0
236852,-100.0,-100.0,-100.0,-100.0
236860,-100.0,-100.0,-100.0,-100.0
236877,-100.0,-100.0,-100.0,-100.0
236895,-100.0,-100.0,-100.0,-100.0
236900,-100.0,-100.0,-100.0,-100.0
236908,-100.0,-100.0,-100.0,-100.0
236913,-100.0,-100.0,-100.0,-100.0
236925,-100.0,-100.0,-100.0,-100.0
236933,-100.0,-100.0,-100.0,-100.0
236940,-100.0,-100.0,-100.0,-100.0
236943,-100.0,-100.0,-100.0,-100.0
236950,-100.0,-100.0,-100.0,-100.0
236966,-100.0,-100.0,-100.0,-100.0
236978,-100.0,-100.0,-100.0,-100.0
236988,-100.0,-100.0,-100.0,-100.0
237014,-100.0,-100.0,-100.0,-100.0
237019,-100.0,-100.0,-100.0,-100.0
237028,-100.0,-100.0,-100.0,-100.0
237034,-100.0,-100.0,-100.0,-100.0
237037,-100.0,-100.0,-100.0,-100.0
237043,-100.0,-100.0,-100.0,-100.0
237047,-100.0,-100.0,-100.0,-100.0
237059,-100.0,-100.0,-100.0,-100.0
237066,-100.0,-100.0,-100.0,-100.0
237078,-100.0,-100.0,-100.0,-100.0
237087,-100.0,-100.0,-100.0,-100.0
237094,-100.0,-100.0,-100.0,-100.0
237106,-100.0,-100.0,-100.0,-100.0
237137,-100.0,-100.0,-100.0,-100.0
237151,-100.0,-100.0,-100.0,-100.0
237156,-100.0,-100.0,-100.0,-100.0
237173,-100.0,-100.0,-100.0,-100.0
237177,-100.0,-100.0,-100.0,-100.0
237180,-100.0,-100.0,-100.0,-100.0
237200,-100.0,-100.0,-100.0,-100.0
237210,-100.0,-100.0,-100.0,-100.0
237217,-100.0,-100.0,-100.0,-100.0
237222,-100.0,-100.0,-100.0,-100.0
237237,-100.0,-100.0,-100.0,-100.0
237242,-100.0,-100.0,-100.0,-100.0
237248,-100.0,-100.0,-100.0,-100.0
237260,-100.0,-100.0,-100.0,-100.0
237261,-100.0,-100.0,-100.0,-100.0
237270,-100.0,-100.0,-100.0,-100.0
237280,-100.0,-100.0,-100.0,-100.0
237284,-100.0,-100.0,-100.0,-100.0
237294,-100.0,-100.0,-100.0,-100.0
237298,-100.0,-100.0,-100.0,-100.0
237300,-100.0,-100.0,-100.0,-100.0
237345,-100.0,-100.0,-100.0,-100.0
237370,-100.0,-100.0,-100.0,-100.0
237412,-100.0,-100.0,-100.0,-100.0
237430,-100.0,-100.0,-100.0,-100.0
237519,-100.0,-100.0,-100.0,-100.0
237529,-100.0,-100.0,-100.0,-100.0
237537,-100.0,-100.0,-100.0,-100.0
237558,-100.0,-100.0,-100.0,-100.0
237560,-100.0,-100.0,-100.0,-100.0
237607,-100.0,-100.0,-100.0,-100.0
237620,-100.0,-100.0,-100.0,-100.0
237633,-100.0,-100.0,-100.0,-100.0
237637,-100.0,-100.0,-100.0,-100.0
237654,-100.0,-100.0,-100.0,-100.0
237672,-100.0,-100.0,-100.0,-100.0
237700,-100.0,-100.0,-100.0,-100.0
237711,-100.0,-100.0,-100.0,-100.0
237725,-100.0,-100.0,-100.0,-100.0
237737,-100.0,-100.0,-100.0,-100.0
237773,-100.0,-100.0,-100.0,-100.0
237830,-100.0,-100.0,-100.0,-100.0
237835,-100.0,-100.0,-100.0,-100.0
237848,-100.0,-100.0,-100.0,-100.0
237852,-100.0,-100.0,-100.0,-100.0
237854,-100.0,-100.0,-100.0,-100.0
237869,-100.0,-100.0,-100.0,-100.0
237874,-100.0,-100.0,-100.0,-100.0
237905,-100.0,-100.0,-100.0,-100.0
237956,-100.0,-100.0,-100.0,-100.0
237983,-100.0,-100.0,-100.0,-100.0
237985,-100.0,-100.0,-100.0,-100.0
237997,-100.0,-100.0,-100.0,-100.0
238001,-100.0,-100.0,-100.0,-100.0
238050,-100.0,-100.0,-100.0,-100.0
238073,-100.0,-100.0,-100.0,-100.0
238110,-100.0,-100.0,-100.0,-100.0
238120,-100.0,-100.0,-100.0,-100.0
238135,-100.0,-100.0,-100.0,-100.0
238136,-100.0,-100.0,-100.0,-100.0
238177,-100.0,-100.0,-100.0,-100.0
238254,-100.0,-100.0,-100.0,-100.0
238286,-100.0,-100.0,-100.0,-100.0
238298,-100.0,-100.0,-100.0,-100.0
238323,-100.0,-100.0,-100.0,-100.0
238357,-100.0,-100.0,-100.0,-100.0
238367,-100.0,-100.0,-100.0,-100.0
238385,-100.0,-100.0,-100.0,-100.0
238389,-100.0,-100.0,-100.0,-100.0
238398,-100.0,-100.0,-100.0,-100.0
238404,-100.0,-100.0,-100.0,-100.0
238412,-100.0,-100.0,-100.0,-100.0
238431,-100.0,-100.0,-100.0,-100.0
238437,-100.0,-100.0,-100.0,-100.0
238453,-100.0,-100.0,-100.0,-100.0
