,A2RG35OL29USI,A2YP8M9VHFXZV,A1L7EVNM2HF85,A2YN6Z2DAW88X,A2Q3SM0KEI497,A1R09GS9W47R5
91842,,-100.0,,,29.0,
91935,,-100.0,,,29.0,
91965,,-100.0,,,29.0,
91989,,-100.0,,,29.0,
92014,,-100.0,,,29.0,
92043,,-100.0,,,29.0,
92121,,-100.0,,,29.0,
92137,,-100.0,,,29.0,
92162,,-100.0,,,29.0,
92186,,-100.0,,,29.0,
92214,,-100.0,,,29.0,
92242,,-100.0,,,29.0,
92334,,-100.0,,,29.0,
92364,,-100.0,,,29.0,
92387,,-100.0,,,29.0,
92413,,-100.0,,,29.0,
92440,,-100.0,,,29.0,
92518,,-100.0,,,29.0,
92547,,-100.0,,,29.0,
92560,,-100.0,,,29.0,
92586,,-100.0,,,29.0,
92616,,-100.0,,,29.0,
92619,,-100.0,,,29.0,
92637,,-100.0,,,30.0,
92644,,-100.0,,,30.0,
92658,,-100.0,,,30.0,
92666,,-100.0,,,31.0,
92692,,-100.0,,,31.0,
92705,,-100.0,,,32.0,
92714,,-100.0,,,32.0,
92721,,-100.0,,,32.5,
92731,,-100.0,,,33.0,
92746,,-100.0,,,33.0,
92760,,-100.0,,,33.0,
92762,,-100.0,,,33.0,
92775,,-100.0,,,34.0,
92787,,-100.0,,,34.0,
92806,,-100.0,,,34.0,
92812,,-100.0,,,34.5,
92817,,-100.0,,,35.0,
92840,,-100.0,,,35.0,
92844,,-100.0,,,35.0,
92858,,-100.0,,,36.0,
92864,,-100.0,,,36.0,
92872,,-100.0,,,37.0,
92900,,-100.0,,,37.0,
92911,,-100.0,,,38.0,
92916,,-100.0,,,38.0,
92937,,-100.0,,,38.0,
92943,,-100.0,,,38.5,
92950,,-100.0,,,39.0,
92968,,-100.0,,,39.0,
92977,,-100.0,,,39.0,
92985,,-100.0,,,39.5,
92991,,-100.0,,,40.0,
93012,,-100.0,,,40.0,
93037,,-100.0,,,40.0,
93052,,-100.0,,,41.0,
93062,,-100.0,,,41.0,
93077,,-100.0,,,42.0,
93089,,-100.0,,,42.0,
93095,,-100.0,,,42.0,
93109,,-100.0,,,43.0,
93118,,-100.0,,,43.0,
93135,,-100.0,,,43.0,
93152,,-100.0,,,44.0,
93160,,-100.0,,,44.0,
93168,,-100.0,,,44.5,
93173,,-100.0,,,45.0,
93194,,-100.0,,,45.0,
93200,,-100.0,,,45.0,
93214,,-100.0,,,46.0,
93224,,-100.0,,,46.0,
93242,,-100.0,,,47.0,
93263,,-100.0,,,47.0,
93268,,-100.0,,,47.0,
93284,,-100.0,,,48.0,
93289,,-100.0,,,48.0,
93300,,-100.0,,,48.0,
93315,,-100.0,,,48.5,
93319,,-100.0,,,49.0,
93341,,-100.0,,,49.0,
93347,,-100.0,,,49.0,
93361,,-100.0,,,51.0,
93369,,-100.0,,,51.0,
93387,,-100.0,,,51.0,
93393,,-100.0,,,51.5,
93403,,-100.0,,,52.0,
93433,,-100.0,,,52.0,
93446,,-100.0,,,53.0,
93464,,-100.0,,,53.0,
93478,,-100.0,,,53.0,
93490,,-100.0,,,54.0,
93515,,-100.0,,,54.0,
93520,,-100.0,,,55.0,
93542,,-100.0,,,55.0,
93548,,-100.0,,,55.0,
93563,,-100.0,,,56.0,
93568,,-100.0,,,56.0,
93589,,-100.0,,,56.0,
93597,,-100.0,,,56.5,
93603,,-100.0,,,57.0,
93614,,-100.0,,,57.0,
93628,,-100.0,,,58.0,
93659,,-100.0,,,58.0,
93662,,-100.0,,,58.5,
93669,,-100.0,,,59.0,
93689,,-100.0,,,59.0,
93697,,-100.0,,,59.0,
93711,,-100.0,,,60.0,
93714,,-100.0,,,60.0,
93729,,-100.0,,,60.0,
93742,,-100.0,,,60.5,
93743,,-100.0,,,61.0,
93768,,-100.0,,,61.0,
93770,,-100.0,,,61.0,
93785,,-100.0,,,62.0,
93824,,-100.0,,,62.0,
93838,,-100.0,,,63.0,
93839,,-100.0,,,63.0,
93864,,-100.0,,,63.0,
93869,,-100.0,,,63.0,
93884,,-100.0,,,64.0,
93888,,-100.0,,,64.0,
93914,,-100.0,,,64.0,
93915,,-100.0,,,64.0,
93928,,-100.0,,,65.0,
93940,,-100.0,,,65.0,
93948,,-100.0,,,65.0,
93960,,-100.0,,,67.0,
93992,,-100.0,,,67.0,
94007,,-100.0,,,68.0,
94019,,-100.0,,,68.0,
94042,,-100.0,,,68.0,
94046,,-100.0,,,68.5,
94054,,-100.0,,,69.0,
94062,,-100.0,,,69.0,
94086,,-100.0,,,69.0,
94087,,-100.0,,,69.5,
94100,,-100.0,,,70.0,
94111,,-100.0,,,70.0,
94114,,-100.0,,,70.5,
94137,,-100.0,,,71.0,
94147,,-100.0,,,71.0,
94172,,-100.0,,,72.0,
94183,,-100.0,,,72.0,
94217,,-100.0,,,73.0,
94219,,-100.0,,,73.0,
94245,,-100.0,,,73.0,
94252,,-100.0,,,73.0,
94271,,-100.0,,,73.33333333333333,
94287,,-100.0,,,73.66666666666667,
94289,,-100.0,,,74.0,
94313,,-100.0,,,74.0,
94335,,-100.0,,,74.0,
94352,,-100.0,,,75.0,
94388,,-100.0,,,75.0,
94393,,-100.0,,,75.5,
94407,,-100.0,,,76.0,
94420,,-100.0,,,76.0,
94440,,-100.0,,,76.0,
94445,,-100.0,,,76.5,
94458,,-100.0,,,77.0,
94471,,-100.0,,,77.0,
94488,,-100.0,,,77.0,
94505,,-100.0,,,77.0,
94531,,-100.0,,,78.0,
94572,,-100.0,,,78.0,
94584,,-100.0,,,79.0,
94597,,-100.0,,,79.0,
94643,,-100.0,,,79.0,
94646,,-100.0,,,79.5,
94660,,-100.0,,,80.0,
94693,,-100.0,,,80.0,
94698,,-100.0,,,81.0,
94719,,-100.0,,,82.0,
94753,,-100.0,,,82.0,
94760,,-100.0,,,82.0,
94781,,-100.0,,,83.0,
94794,,-100.0,,,83.0,
94812,,-100.0,,,83.0,
94825,,-100.0,,,84.0,
94848,,-100.0,,,84.0,
94862,,-100.0,,,84.0,
94870,,-100.0,,,84.5,
94885,,-100.0,,,85.0,
94928,,-100.0,,,85.0,
94945,,-100.0,,,86.0,
94977,,-100.0,,,86.0,
94991,,-100.0,,,87.0,
95011,,-100.0,,,87.0,
95028,,-100.0,,,88.0,
95085,,-100.0,,,88.0,
95108,,-100.0,,,89.0,
95162,,-100.0,,,89.0,
95196,,-100.0,,,90.0,
95221,,-100.0,,,90.0,
95236,,-100.0,,,91.0,
95270,,-100.0,,,91.0,
95282,,-100.0,,,92.0,
95322,,-100.0,,,92.0,
95343,,-100.0,,,92.0,
95381,,-100.0,,,92.0,
95394,,-100.0,,,92.0,
95422,,-100.0,,,92.0,
95445,,-100.0,,,92.0,
95478,,-100.0,,,92.0,
95507,,-100.0,,,92.0,
95527,,-100.0,,,92.0,
95552,,-100.0,,,92.0,
95567,,-100.0,,,92.0,
95722,,-100.0,,,92.0,
95754,,-100.0,,,92.0,
95764,,-100.0,,,92.0,
95792,,-100.0,,,92.0,
95817,,-100.0,,,92.0,
95843,,-100.0,,,92.0,
95949,,-100.0,,,92.0,
95976,,-100.0,,,92.0,
96001,,-100.0,,,92.0,
96017,,-100.0,,,92.0,
96042,,-100.0,,,92.0,
96149,,-100.0,,,92.0,
96178,,-100.0,,,92.0,
96189,,-100.0,,,92.0,
96217,,-100.0,,,92.0,
96245,,-100.0,,,92.0,
96323,,-100.0,,,92.0,
96352,,-100.0,,,92.0,
96375,,-100.0,,,92.0,
96399,,-100.0,,,92.0,
96416,,-100.0,,,92.0,
96520,,-100.0,,,92.0,
96552,,-100.0,,,92.0,
96573,,-100.0,,,92.0,
96668,,-100.0,,,92.0,
96696,,-100.0,,,92.0,
96720,,-100.0,,,92.0,
96748,,-100.0,,,92.0,
96774,,-100.0,,,92.0,
96867,,-100.0,,,92.0,
96896,,-100.0,,,92.0,
96919,,-100.0,,,92.0,
96945,,-100.0,,,92.0,
97001,,-100.0,,,92.0,
97041,,-100.0,,,92.0,
97066,,-100.0,,,92.0,
97095,,-100.0,,,92.0,
97171,,-100.0,,,92.0,
97199,,-100.0,,,92.0,
97224,,-100.0,,,92.0,
97252,,-100.0,,,92.0,
97265,,-100.0,,,92.0,
97346,,-100.0,,,92.0,
97372,,-100.0,,,92.0,
97397,,-100.0,,,92.0,
97424,,-100.0,,,92.0,
97491,,-100.0,,,92.0,
97519,,-100.0,,,92.0,
97547,,-100.0,,,92.0,
97570,,-100.0,,,92.0,
97769,,-100.0,,,92.0,
97797,,-100.0,,,92.0,
97821,,-100.0,,,92.0,
97849,,-100.0,,,92.0,
97970,,-100.0,,,92.0,
97998,,-100.0,,,92.0,
98022,,-100.0,,,92.0,
98048,,-100.0,,,92.0,
98076,,-100.0,,,92.0,
98170,,-100.0,,,92.0,
98197,,-100.0,,,92.0,
98222,,-100.0,,,92.0,
98301,,-100.0,,,92.0,
98317,,-100.0,,,92.0,
98343,,-100.0,,,92.0,
98368,,-100.0,,,92.0,
98395,,-100.0,,,92.0,
98481,,-100.0,,,92.0,
98543,,-100.0,,,92.0,
98569,,-100.0,,,92.0,
98647,,-100.0,,,92.0,
98677,,-100.0,,,92.0,
98728,,-100.0,,,92.0,
98768,,-100.0,,,92.0,
98828,,-100.0,,,92.0,
98857,,-100.0,,,92.0,
98899,,-100.0,,,92.0,
98967,,-100.0,,,92.0,
99022,,-100.0,,,92.0,
99048,,-100.0,,,92.0,
99099,,-100.0,,,92.0,
99168,,-100.0,,,92.0,
99194,,-100.0,,,92.0,
99242,,-100.0,,,92.0,
99327,,-100.0,,,92.0,
99363,,-100.0,,,92.0,
99392,,-100.0,,,92.0,
99396,,-100.0,,,92.0,
99429,,-100.0,,,92.0,
101251,,-100.0,,,92.0,
101279,,-100.0,,,92.0,
101320,,-100.0,,,92.0,
101347,,-100.0,,,92.0,
101452,,-100.0,,,92.0,
101480,,-100.0,,,92.0,
101520,,-100.0,,,92.0,
101547,,-100.0,,,92.0,
101651,,-100.0,,,92.0,
101679,,-100.0,,,92.0,
101720,,-100.0,,,92.0,
101824,,-100.0,,,92.0,
101853,,-100.0,,,92.0,
101881,,-100.0,,,92.0,
101904,,-100.0,,,92.0,
101934,,-100.0,,,92.0,
102023,,-100.0,,,92.0,
102053,,-100.0,,,92.0,
102076,,-100.0,,,92.0,
102104,,-100.0,,,92.0,
102198,,-100.0,,,92.0,
102226,,-100.0,,,92.0,
102277,,-100.0,,,92.0,
102303,,-100.0,,,92.0,
102397,,-100.0,,,92.0,
102426,,-100.0,,,92.0,
102452,,-100.0,,,92.0,
102478,,-100.0,,,92.0,
102529,,-100.0,,,92.0,
102598,,-100.0,,,92.0,
102625,,-100.0,,,92.0,
102650,,-100.0,,,92.0,
102675,,-100.0,,,92.0,
102703,,-100.0,,,92.0,
102781,,-100.0,,,92.0,
102799,,-100.0,,,92.0,
102824,,-100.0,,,92.0,
102849,,-100.0,,,92.0,
102953,,-100.0,,,92.0,
102982,,-100.0,,,92.0,
103022,,-100.0,,,92.0,
103128,,-100.0,,,92.0,
103155,,-100.0,,,92.0,
103182,,-100.0,,,92.0,
103206,,-100.0,,,92.0,
103474,,-100.0,,,92.0,
103506,,-100.0,,,92.0,
103562,,-100.0,,,92.0,
103633,,-100.0,,,92.0,
103699,,-100.0,,,92.0,
103729,,-100.0,,,92.0,
103779,,-100.0,,,92.0,
103808,,-100.0,,,92.0,
103900,,-100.0,,,92.0,
103929,,-100.0,,,92.0,
103978,,-100.0,,,92.0,
104006,,-100.0,,,92.0,
104101,,-100.0,,,92.0,
104128,,-100.0,,,92.0,
104155,,-100.0,,,92.0,
104181,,-100.0,,,92.0,
104232,,-100.0,,,92.0,
104351,,-100.0,,,92.0,
104383,,-100.0,,,92.0,
104406,,-100.0,,,92.0,
104441,,-100.0,,,92.0,
104459,,-100.0,,,92.0,
104578,,-100.0,,,92.0,
104607,,-100.0,,,92.0,
104630,,-100.0,,,92.0,
104656,,-100.0,,,92.0,
104687,,-100.0,,,92.0,
104752,,-100.0,,,92.0,
104780,,-100.0,,,92.0,
104823,,-100.0,,,92.0,
104830,,-100.0,,,92.0,
104858,,-100.0,,,92.0,
104888,,-100.0,,,92.0,
104910,,-100.0,,,92.0,
105005,,-100.0,,,92.0,
105032,,-100.0,,,92.0,
105056,,-100.0,,,92.0,
105082,,-100.0,,,92.0,
105178,,-100.0,,,92.0,
105206,,-100.0,,,92.0,
105230,,-100.0,,,92.0,
105256,,-100.0,,,92.0,
105281,,-100.0,,,92.0,
105361,,-100.0,,,92.0,
105377,,-100.0,,,92.0,
105403,,-100.0,,,92.0,
105429,,-100.0,,,92.0,
109578,,-100.0,,,92.0,
109599,,-100.0,,,92.0,
109641,,-100.0,,,92.0,
109661,,-100.0,,,92.0,
109682,,-100.0,,,92.0,
109704,,-100.0,,,92.0,
109725,,-100.0,,,92.0,
109735,,-100.0,,,92.0,
109756,,-100.0,,,92.0,
109776,,-100.0,,,92.0,
109798,,-100.0,,,92.0,
109819,,-100.0,,,92.0,
109841,,-100.0,,,92.0,
109861,,-100.0,,,92.0,
109882,,-100.0,,,92.0,
109903,,-100.0,,,92.0,
109924,,-100.0,,,92.0,
109945,,-100.0,,,92.0,
109956,,-100.0,,,92.0,
109976,,-100.0,,,92.0,
109997,,-100.0,,,92.0,
110017,,-100.0,,,92.0,
110039,,-100.0,,,92.0,
110059,,-100.0,,,92.0,
110080,,-100.0,,,92.0,
110102,,-100.0,,,92.0,
110122,,-100.0,,,92.0,
110143,,-100.0,,,92.0,
110165,,-100.0,,,92.0,
110174,,-100.0,,,92.0,
110196,,-100.0,,,92.0,
110217,,-100.0,,,92.0,
110238,,-100.0,,,92.0,
110259,,-100.0,,,92.0,
110280,,-100.0,,,92.0,
110301,,-100.0,,,92.0,
110322,,-100.0,,,92.0,
110343,,-100.0,,,92.0,
110364,,-100.0,,,92.0,
110385,,-100.0,,,92.0,
110395,,-100.0,,,92.0,
110417,,-100.0,,,92.0,
110438,,-100.0,,,92.0,
110458,,-100.0,,,92.0,
110480,,-100.0,,,92.0,
110500,,-100.0,,,92.0,
110521,,-100.0,,,92.0,
110544,,-100.0,,,92.0,
110564,,-100.0,,,92.0,
110584,,-100.0,,,92.0,
110595,,-100.0,,,92.0,
110616,,-100.0,,,92.0,
110637,,-100.0,,,92.0,
110658,,-100.0,,,92.0,
110679,,-100.0,,,92.0,
110700,,-100.0,,,92.0,
110722,,-100.0,,,92.0,
110742,,-100.0,,,92.0,
110763,,-100.0,,,92.0,
110784,,-100.0,,,92.0,
110805,,-100.0,,,92.0,
110815,,-100.0,,,92.0,
110836,,-100.0,,,92.0,
110858,,-100.0,,,92.0,
110878,,-100.0,,,92.0,
110900,,-100.0,,,92.0,
110921,,-100.0,,,92.0,
110942,,-100.0,,,92.0,
110962,,-100.0,,,92.0,
110985,,-100.0,,,92.0,
111005,,-100.0,,,92.0,
111015,,-100.0,,,92.0,
111036,,-100.0,,,92.0,
111057,,-100.0,,,92.0,
111078,,-100.0,,,92.0,
111099,,-100.0,,,92.0,
111120,,-100.0,,,92.0,
111141,,-100.0,,,92.0,
111162,,-100.0,,,92.0,
111183,,-100.0,,,92.0,
111204,,-100.0,,,92.0,
111225,,-100.0,,,92.0,
111236,,-100.0,,,92.0,
111257,,-100.0,,,92.0,
111277,,-100.0,,,92.0,
111319,,-100.0,,,92.0,
111340,,-100.0,,,92.0,
111360,,-100.0,,,92.0,
111383,,-100.0,,,92.0,
111403,,-100.0,,,92.0,
111423,,-100.0,,,92.0,
111445,,-100.0,,,92.0,
111455,,-100.0,,,92.0,
111476,,-100.0,,,92.0,
111497,,-100.0,,,92.0,
111518,,-100.0,,,92.0,
111539,,-100.0,,,92.0,
111561,,-100.0,,,92.0,
111581,,-100.0,,,92.0,
111602,,-100.0,,,92.0,
111623,,-100.0,,,92.0,
111644,,-100.0,,,92.0,
111666,,-100.0,,,92.0,
111675,,-100.0,,,92.0,
111697,,-100.0,,,92.0,
111717,,-100.0,,,92.0,
111739,,-100.0,,,92.0,
111761,,-100.0,,,92.0,
111782,,-100.0,,,92.0,
111802,,-100.0,,,92.0,
111824,,-100.0,,,92.0,
111844,,-100.0,,,92.0,
111864,,-100.0,,,92.0,
111875,,-100.0,,,92.0,
111896,,-100.0,,,92.0,
111917,,-100.0,,,92.0,
111938,,-100.0,,,92.0,
111959,,-100.0,,,92.0,
111980,,-100.0,,,92.0,
112001,,-100.0,,,92.0,
112022,,-100.0,,,92.0,
112044,,-100.0,,,92.0,
112064,,-100.0,,,92.0,
112085,,-100.0,,,92.0,
112097,,-100.0,,,92.0,
112117,,-100.0,,,92.0,
112139,,-100.0,,,92.0,
112159,,-100.0,,,92.0,
112180,,-100.0,,,92.0,
112202,,-100.0,,,92.0,
112223,,-100.0,,,92.0,
112243,,-100.0,,,92.0,
112266,,-100.0,,,92.0,
112286,,-100.0,,,92.0,
112296,,-100.0,,,92.0,
112317,,-100.0,,,92.0,
112359,,-100.0,,,92.0,
112380,,-100.0,,,92.0,
114698,,-100.0,,,92.0,
114721,,-100.0,,,92.0,
114761,,-100.0,,,92.0,
114782,,-100.0,,,92.0,
114802,,-100.0,,,92.0,
114824,,-100.0,,,92.0,
114845,,-100.0,,,92.0,
114855,,-100.0,,,92.0,
114876,,-100.0,,,92.0,
116091,,-100.0,,,92.0,
116119,,-100.0,,,92.0,
116196,,-100.0,,,92.0,
116223,,-100.0,,,92.0,
116239,,-100.0,,,92.0,
116491,,-100.0,,,92.0,
116520,,-100.0,,,92.0,
116572,,-100.0,,,92.0,
116595,,-100.0,,,92.0,
116628,,-100.0,,,92.0,
116715,,-100.0,,,92.0,
116744,,-100.0,,,92.0,
116794,,-100.0,,,92.0,
116820,,-100.0,,,92.0,
117020,,-100.0,,,92.0,
117049,,-100.0,,,92.0,
117075,,-100.0,,,92.0,
117089,,-100.0,,,92.0,
117116,,-100.0,,,92.0,
117273,,-100.0,,,92.0,
117300,,-100.0,,,92.0,
117315,,-100.0,,,92.0,
117341,,-100.0,,,92.0,
117369,,-100.0,,,92.0,
117566,,-100.0,,,92.0,
117596,,-100.0,,,92.0,
117619,,-100.0,,,92.0,
117645,,-100.0,,,92.0,
117671,,-100.0,,,92.0,
117819,,-100.0,,,92.0,
117847,,-100.0,,,92.0,
117872,,-100.0,,,92.0,
117898,,-100.0,,,92.0,
117924,,-100.0,,,92.0,
118097,,-100.0,,,92.0,
118126,,-100.0,,,92.0,
118165,,-100.0,,,92.0,
118192,,-100.0,,,92.0,
118218,,-100.0,,,92.0,
118470,,-100.0,,,92.0,
118499,,-100.0,,,92.0,
118548,,-100.0,,,92.0,
118578,,-100.0,,,92.0,
118748,,-100.0,,,92.0,
118778,,-100.0,,,92.0,
118791,,-100.0,,,92.0,
118817,,-100.0,,,92.0,
118843,,-100.0,,,92.0,
119043,,-100.0,,,92.0,
119071,,-100.0,,,92.0,
119096,,-100.0,,,92.0,
119122,,-100.0,,,92.0,
119151,,-100.0,,,92.0,
119294,,-100.0,,,92.0,
119323,,-100.0,,,92.0,
119347,,-100.0,,,92.0,
119373,,-100.0,,,92.0,
119399,,-100.0,,,92.0,
119427,,-100.0,,,92.0,
119998,,-100.0,,,92.0,
120027,,-100.0,,,92.0,
120067,,-100.0,,,92.0,
120093,,-100.0,,,92.0,
120119,,-100.0,,,92.0,
120745,,-100.0,,,92.0,
120773,,-100.0,,,92.0,
120798,,-100.0,,,92.0,
120825,,-100.0,,,92.0,
120970,,-100.0,,,92.0,
120999,,-100.0,,,92.0,
121049,,-100.0,,,92.0,
121075,,-100.0,,,92.0,
121101,,-100.0,,,92.0,
121276,,-100.0,,,92.0,
121303,,-100.0,,,92.0,
121329,,-100.0,,,92.0,
121354,,-100.0,,,92.0,
121372,,-100.0,,,92.0,
121475,,-100.0,,,92.0,
121507,,-100.0,,,92.0,
121553,,-100.0,,,92.0,
121579,,-100.0,,,92.0,
121596,,-100.0,,,92.0,
121623,,-100.0,,,92.0,
169206,,-100.0,,,92.0,
169238,,-100.0,,,92.0,
169310,,-100.0,,,92.0,
169336,,-100.0,,,92.0,
169405,,-100.0,,,92.0,
169604,,-100.0,,,92.0,
169632,,-100.0,,,92.0,
169657,,-100.0,,,92.0,
169683,,-100.0,,,92.0,
169709,,-100.0,,,92.0,
169735,,-100.0,,,92.0,
169762,,-100.0,,,92.0,
169988,,-100.0,,,92.0,
170004,,-100.0,,,92.0,
170031,,-100.0,,,92.0,
170056,,-100.0,,,92.0,
170083,,-100.0,,,92.0,
170109,,-100.0,,,92.0,
172939,,-100.0,,,92.0,
172968,,-100.0,,,92.0,
173008,,-100.0,,,92.0,
173034,,-100.0,,,92.0,
173060,,-100.0,,,92.0,
173088,,-100.0,,,92.0,
173259,,-100.0,,,92.0,
173288,,-100.0,,,92.0,
173339,,-100.0,,,92.0,
173365,,-100.0,,,92.0,
173392,,-100.0,,,92.0,
173408,,-100.0,,,92.0,
173434,,-100.0,,,92.0,
173618,,-100.0,,,92.0,
173634,,-100.0,,,92.0,
173659,,-100.0,,,92.0,
173685,,-100.0,,,92.0,
173712,,-100.0,,,92.0,
173912,,-100.0,,,92.0,
173939,,-100.0,,,92.0,
173964,,-100.0,,,92.0,
173990,,-100.0,,,92.0,
174016,,-100.0,,,92.0,
174216,,-100.0,,,92.0,
174245,,-100.0,,,92.0,
174285,,-100.0,,,92.0,
174310,,-100.0,,,92.0,
174511,,-100.0,,,92.0,
174538,,-100.0,,,92.0,
174590,,-100.0,,,92.0,
174616,,-100.0,,,92.0,
174642,,-100.0,,,92.0,
174669,,-100.0,,,92.0,
181976,,-100.0,,,92.0,
181977,,-100.0,,,92.0,100.0
181994,,-100.0,,,92.0,99.0
182056,,-100.0,,,92.0,99.0
182067,,-100.0,,,92.0,98.0
182121,,-100.0,,,92.0,98.0
182131,,-100.0,,,92.0,97.0
182171,,-100.0,,,92.0,97.0
182187,,-100.0,,,92.0,96.0
182237,,-100.0,,,92.0,96.0
182249,,-100.0,,,92.0,95.0
182272,,-100.0,,,92.0,95.0
182281,,-100.0,,,92.0,94.0
182330,,-100.0,,,92.0,94.0
182339,,-100.0,,,92.0,93.0
182378,,-100.0,,,92.0,93.0
182390,,-100.0,,,92.0,92.0
182417,,-100.0,,,92.0,92.0
182429,,-100.0,,,92.0,91.0
182489,,-100.0,,,92.0,91.0
182505,,-100.0,,,92.0,90.0
182562,,-100.0,,,92.0,90.0
182572,,-100.0,,,92.0,89.0
182628,,-100.0,,,92.0,89.0
182640,,-100.0,,,92.0,88.0
182698,,-100.0,,,92.0,88.0
182710,,-100.0,,,92.0,87.0
182758,,-100.0,,,92.0,87.0
182766,,-100.0,,,92.0,86.0
182793,,-100.0,,,92.0,86.0
182802,,-100.0,,,92.0,85.0
182853,,-100.0,,,92.0,85.0
182864,,-100.0,,,92.0,84.0
182912,,-100.0,,,92.0,84.0
182923,,-100.0,,,92.0,83.0
182975,,-100.0,,,92.0,83.0
182986,,-100.0,,,92.0,82.0
183019,,-100.0,,,92.0,82.0
183029,,-100.0,,,92.0,81.0
183072,,-100.0,,,92.0,81.0
183081,,-100.0,,,92.0,80.0
183126,,-100.0,,,92.0,80.0
183136,,-100.0,,,92.0,79.0
183187,,-100.0,,,92.0,79.0
183195,,-100.0,,,92.0,78.0
183196,,-100.0,,,92.0,
185146,,-100.0,,,92.0,
185175,,-100.0,,,92.0,
185225,,-100.0,,,92.0,
185252,,-100.0,,,92.0,
185278,,-100.0,,,92.0,
185304,,-100.0,,,92.0,
185331,,-100.0,,,92.0,
185798,,-100.0,,,92.0,
185826,,-100.0,,,92.0,
185851,,-100.0,,,92.0,
185877,,-100.0,,,92.0,
185903,,-100.0,,,92.0,
185930,,-100.0,,,92.0,
186250,,-100.0,,,92.0,
186277,,-100.0,,,92.0,
186304,,-100.0,,,92.0,
186329,,-100.0,,,92.0,
186355,,-100.0,,,92.0,
186382,,-100.0,,,92.0,
187658,,-100.0,,,92.0,
187686,,-100.0,,,92.0,
187735,,-100.0,,,92.0,
187778,,-100.0,,,92.0,
187804,,-100.0,,,92.0,
188204,,-100.0,,,92.0,
188232,,-100.0,,,92.0,
188283,,-100.0,,,92.0,
188309,,-100.0,,,92.0,
188335,,-100.0,,,92.0,
188351,,-100.0,,,92.0,
188404,,-100.0,,,92.0,
188708,,-100.0,,,92.0,
188737,,-100.0,,,92.0,
188775,,-100.0,,,92.0,
188802,,-100.0,,,92.0,
188828,,-100.0,,,92.0,
188854,,-100.0,,,92.0,
189281,,-100.0,,,92.0,
189309,,-100.0,,,92.0,
189360,,-100.0,,,92.0,
189387,,-100.0,,,92.0,
189412,,-100.0,,,92.0,
189427,,-100.0,,,92.0,
189455,,-100.0,,,92.0,
189784,,-100.0,,,92.0,
189816,,-100.0,,,92.0,
189859,,-100.0,,,92.0,
189906,,-100.0,,,92.0,
189932,,-100.0,,,92.0,
189958,,-100.0,,,92.0,
190662,,-100.0,,,92.0,
190694,,-100.0,,,92.0,
190734,,-100.0,,,92.0,
190757,,-100.0,,,92.0,
190783,,-100.0,,,92.0,
190810,,-100.0,,,92.0,
190835,,-100.0,,,92.0,
190863,,-100.0,,,92.0,
193362,,-100.0,,,92.0,
193390,,-100.0,,,92.0,
193409,,-100.0,,,92.0,
193410,92.0,-100.0,,,92.0,
193437,93.0,-100.0,,,92.0,
193440,93.5,-100.0,,,92.0,
193457,94.0,-100.0,,,92.0,
193483,94.5,-100.0,,,92.0,
193485,95.0,-100.0,,,92.0,
193509,96.0,-100.0,,,92.0,
193510,97.0,-100.0,,,92.0,
193534,99.0,-100.0,,,92.0,
193535,99.0,-100.0,,,92.0,
193562,99.0,-100.0,,,92.0,
194916,99.0,-100.0,,,92.0,
194944,99.0,-100.0,,,92.0,
194984,99.0,-100.0,,,92.0,
195012,99.0,-100.0,,,92.0,
195065,99.0,-100.0,,,92.0,
195117,99.0,-100.0,,,92.0,
196539,99.0,-100.0,,,92.0,
196568,99.0,-100.0,,,92.0,
196618,99.0,-100.0,,,92.0,
196644,99.0,-100.0,,,92.0,
196670,99.0,-100.0,,,92.0,
196686,99.0,-100.0,,,92.0,
196712,99.0,-100.0,,,92.0,
197737,99.0,-100.0,,,92.0,
197767,99.0,-100.0,,,92.0,
197816,99.0,-100.0,,,92.0,
197842,99.0,-100.0,,,92.0,
197869,99.0,-100.0,,,92.0,
197895,99.0,-100.0,,,92.0,
198867,99.0,-100.0,,,92.0,
198920,99.0,-100.0,,,92.0,
198972,99.0,-100.0,,,92.0,
199015,99.0,-100.0,,,92.0,
199039,99.0,-100.0,,,92.0,
200221,99.0,-100.0,,,92.0,
200276,99.0,-100.0,,,92.0,
201740,99.0,-100.0,,,92.0,
201771,99.0,-100.0,,,93.0,
201849,99.0,-100.0,,,93.0,
201873,99.0,-100.0,,,94.0,
202085,99.0,-100.0,,,94.0,
202128,99.0,-100.0,,,95.0,
202129,99.0,-100.0,,,,
206908,99.0,-100.0,,,,
206925,99.0,-100.0,,,,
206976,99.0,-100.0,,,,
207002,99.0,-100.0,,,,
207028,99.0,-100.0,,,,
207055,99.0,-100.0,,,,
207081,99.0,-100.0,,,,
207107,99.0,-100.0,,,,
207256,99.0,-100.0,,,,
207284,99.0,-100.0,,,,
207308,99.0,-100.0,,,,
207334,99.0,-100.0,,,,
207349,99.0,-100.0,,,,
207602,99.0,-100.0,,,,
207630,99.0,-100.0,,,,
207680,99.0,-100.0,,,,
207707,99.0,-100.0,,,,
207733,99.0,-100.0,,,,
207759,99.0,-100.0,,,,
207774,99.0,-100.0,,,,
207907,99.0,-100.0,,,,
207934,99.0,-100.0,,,,
207959,99.0,-100.0,,,,
207973,99.0,-100.0,,,,
208000,99.0,-100.0,,,,
208028,99.0,-100.0,,,,
208054,99.0,-100.0,,,,
208080,99.0,-100.0,,,,
