,A12FTSX85NQ89
268163,-100.0
268207,-100.0
268270,-100.0
268287,-100.0
268303,-100.0
268356,-100.0
268369,-100.0
268375,-100.0
268390,-100.0
268458,-100.0
268472,-100.0
268473,-100.0
268484,-100.0
268526,-100.0
268536,-100.0
268567,-100.0
268619,-100.0
268632,-100.0
268662,-100.0
268696,-100.0
268718,-100.0
268722,-100.0
268790,-100.0
268815,-100.0
268825,-100.0
268834,-100.0
268852,-100.0
268857,-100.0
268864,-100.0
268872,-100.0
268885,-100.0
268939,-100.0
268953,-100.0
268957,-100.0
268981,-100.0
268997,-100.0
269003,-100.0
269023,-100.0
269047,-100.0
269093,-100.0
269096,-100.0
269106,-100.0
269115,-100.0
269153,-100.0
269171,-100.0
269221,-100.0
269223,-100.0
269234,-100.0
269239,-100.0
269261,-100.0
269275,-100.0
269301,-100.0
269314,-100.0
269321,-100.0
269335,-100.0
269339,-100.0
269351,-100.0
269364,-100.0
269376,-100.0
269382,-100.0
269405,-100.0
269456,-100.0
269472,-100.0
269497,-100.0
269500,-100.0
269505,-100.0
269519,-100.0
269521,-100.0
269547,-100.0
269552,-100.0
269559,-100.0
269561,-100.0
269562,-100.0
269574,-100.0
269576,-100.0
269588,-100.0
269619,-100.0
269637,-100.0
269649,-100.0
269669,-100.0
269678,-100.0
269727,-100.0
269753,-100.0
269769,-100.0
269802,-100.0
269812,-100.0
269814,-100.0
269822,-100.0
269847,-100.0
269862,-100.0
269863,-100.0
269867,-100.0
269871,-100.0
269882,-100.0
269890,-100.0
269904,-100.0
269918,-100.0
269931,-100.0
269932,-100.0
269942,-100.0
269943,-100.0
269947,-100.0
269969,-100.0
269971,-100.0
269981,-100.0
269988,-100.0
269989,-100.0
270002,-100.0
270006,-100.0
270014,-100.0
270027,-100.0
270048,-100.0
270062,-100.0
270068,-100.0
270102,-100.0
270116,-100.0
270143,-100.0
270180,-100.0
270202,-100.0
270283,-100.0
270303,-100.0
270321,-100.0
270333,-100.0
270343,-100.0
270360,-100.0
270365,-100.0
270379,-100.0
270441,-100.0
270443,-100.0
270454,-100.0
270466,-100.0
270470,-100.0
270483,-100.0
270493,-100.0
270527,-100.0
270554,-100.0
270564,-100.0
270600,-100.0
270613,-100.0
270618,-100.0
270627,-100.0
270667,-100.0
270671,-100.0
270686,-100.0
270687,-100.0
270726,-100.0
270736,-100.0
270743,-100.0
270762,-100.0
270767,-100.0
270782,-100.0
270803,-100.0
270808,-100.0
270820,-100.0
270827,-100.0
270878,-100.0
270897,-100.0
270923,-100.0
270933,-100.0
270945,-100.0
270949,-100.0
270979,-100.0
270987,-100.0
271016,-100.0
271022,-100.0
271043,-100.0
271051,-100.0
271082,-100.0
271099,-100.0
271110,-100.0
271114,-100.0
271138,-100.0
271163,-100.0
271169,-100.0
271187,-100.0
271191,-100.0
271227,-100.0
271228,-100.0
271238,-100.0
271266,-100.0
271276,-100.0
271291,-100.0
271335,-100.0
271377,-100.0
271454,-100.0
271466,-100.0
271471,-100.0
271477,-100.0
271487,-100.0
271504,-100.0
271521,-100.0
271534,-100.0
271537,-100.0
271554,-100.0
271571,-100.0
271578,-100.0
271587,-100.0
271604,-100.0
271608,-100.0
271626,-100.0
271641,-100.0
271655,-100.0
271694,-100.0
271709,-100.0
271816,-100.0
271841,-100.0
271885,-100.0
271903,-100.0
271945,-100.0
271961,-100.0
271991,-100.0
272015,-100.0
272046,-100.0
272056,-100.0
272073,-100.0
272101,-100.0
272121,-100.0
272142,-100.0
272156,-100.0
272174,-100.0
272245,-100.0
272253,-100.0
272287,-100.0
272316,-100.0
272345,-100.0
272358,-100.0
272432,-100.0
272453,-100.0
272485,-100.0
272496,-100.0
272532,-100.0
272542,-100.0
272566,-100.0
272581,-100.0
272625,-100.0
272645,-100.0
272696,-100.0
272798,-100.0
272826,-100.0
272845,-100.0
272964,-100.0
272972,-100.0
273014,-100.0
273030,-100.0
273045,-100.0
273056,-100.0
273105,-100.0
273117,-100.0
273143,-100.0
273158,-100.0
273198,-100.0
273215,-100.0
273250,-100.0
273265,-100.0
273276,-100.0
273294,-100.0
273309,-100.0
273325,-100.0
273330,-100.0
273341,-100.0
273365,-100.0
273368,-100.0
273382,-100.0
273408,-100.0
273411,-100.0
273440,-100.0
273455,-100.0
273465,-100.0
273485,-100.0
273562,-100.0
273574,-100.0
273624,-100.0
273645,-100.0
273694,-100.0
273718,-100.0
273727,-100.0
273734,-100.0
273759,-100.0
273774,-100.0
273802,-100.0
273806,-100.0
273815,-100.0
273817,-100.0
273844,-100.0
273859,-100.0
273918,-100.0
273958,-100.0
273974,-100.0
274066,-100.0
274107,-100.0
274135,-100.0
274263,-100.0
274272,-100.0
274325,-100.0
274339,-100.0
274376,-100.0
274397,-100.0
274664,-100.0
274725,-100.0
274817,-100.0
274912,-100.0
274924,-100.0
274950,-100.0
275077,-100.0
275097,-100.0
275263,-100.0
275279,-100.0
275346,-100.0
275454,-100.0
275466,-100.0
275479,-100.0
275666,-100.0
275687,-100.0
275703,-100.0
275716,-100.0
275877,-100.0
275907,-100.0
276006,-100.0
276036,-100.0
276073,-100.0
276091,-100.0
276212,-100.0
276236,-100.0
276285,-100.0
276305,-100.0
276376,-100.0
276426,-100.0
276446,-100.0
276466,-100.0
276504,-100.0
276516,-100.0
276547,-100.0
276562,-100.0
276617,-100.0
276642,-100.0
276654,-100.0
276673,-100.0
276698,-100.0
276711,-100.0
276756,-100.0
276764,-100.0
276795,-100.0
276807,-100.0
276845,-100.0
276858,-100.0
276893,-100.0
276914,-100.0
276974,-100.0
276986,-100.0
277022,-100.0
277047,-100.0
277247,-100.0
277273,-100.0
277322,-100.0
277333,-100.0
277388,-100.0
277420,-100.0
277436,-100.0
277456,-100.0
277496,-100.0
277508,-100.0
277544,-100.0
277556,-100.0
277604,-100.0
277618,-100.0
277674,-100.0
277693,-100.0
277733,-100.0
277746,-100.0
277781,-100.0
277793,-100.0
277829,-100.0
277841,-100.0
277856,-100.0
277867,-100.0
277918,-100.0
277943,-100.0
277994,-100.0
278007,-100.0
278072,-100.0
278085,-100.0
278192,-100.0
278214,-100.0
278714,-100.0
278727,-100.0
278777,-100.0
278787,-100.0
278805,-100.0
278815,-100.0
278861,-100.0
278874,-100.0
278944,-100.0
278957,-100.0
278958,-100.0
281152,-100.0
281153,-100.0
281162,-100.0
281167,-100.0
281179,-100.0
281195,-100.0
281206,-100.0
281210,-100.0
281211,-100.0
281228,-100.0
281245,-100.0
281259,-100.0
281261,-100.0
281272,-100.0
281278,-100.0
281295,-100.0
281305,-100.0
281311,-100.0
281328,-100.0
281345,-100.0
281361,-100.0
281371,-100.0
281378,-100.0
281382,-100.0
281413,-100.0
281451,-100.0
281517,-100.0
281528,-100.0
281545,-100.0
281562,-100.0
281578,-100.0
281595,-100.0
281611,-100.0
281628,-100.0
281631,-100.0
281641,-100.0
281645,-100.0
281662,-100.0
281678,-100.0
281695,-100.0
281712,-100.0
281724,-100.0
281728,-100.0
281732,-100.0
281734,-100.0
281742,-100.0
281745,-100.0
281761,-100.0
281767,-100.0
281776,-100.0
281803,-100.0
281818,-100.0
281825,-100.0
281868,-100.0
281893,-100.0
281923,-100.0
281933,-100.0
281947,-100.0
281997,-100.0
282009,-100.0
282017,-100.0
282022,-100.0
282033,-100.0
282042,-100.0
282053,-100.0
282106,-100.0
282133,-100.0
282138,-100.0
282152,-100.0
282161,-100.0
282261,-100.0
282265,-100.0
282308,-100.0
282322,-100.0
282333,-100.0
282350,-100.0
282353,-100.0
282363,-100.0
282393,-100.0
282396,-100.0
282397,-100.0
282444,-100.0
282478,-100.0
282507,-100.0
282525,-100.0
282537,-100.0
282549,-100.0
282560,-100.0
282566,-100.0
282632,-100.0
282682,-100.0
282689,-100.0
282698,-100.0
282701,-100.0
282748,-100.0
282753,-100.0
282761,-100.0
282764,-100.0
282788,-100.0
282793,-100.0
282802,-100.0
282808,-100.0
282863,-100.0
282866,-100.0
282873,-100.0
282881,-100.0
282884,-100.0
282896,-100.0
282932,-100.0
282938,-100.0
282947,-100.0
282970,-100.0
282971,-100.0
282982,-100.0
282996,-100.0
283008,-100.0
283012,-100.0
283033,-100.0
283066,-100.0
283072,-100.0
283084,-100.0
283085,-100.0
283116,-100.0
283126,-100.0
283132,-100.0
283168,-100.0
283172,-100.0
283189,-100.0
283202,-100.0
283208,-100.0
283232,-100.0
283250,-100.0
283268,-100.0
283303,-100.0
283334,-100.0
283342,-100.0
283388,-100.0
283418,-100.0
283424,-100.0
283433,-100.0
283486,-100.0
283507,-100.0
283558,-100.0
283575,-100.0
283578,-100.0
283621,-100.0
283625,-100.0
283627,-100.0
283657,-100.0
283664,-100.0
283687,-100.0
283696,-100.0
283721,-100.0
283734,-100.0
283744,-100.0
283766,-100.0
283794,-100.0
283795,-100.0
283807,-100.0
283815,-100.0
283847,-100.0
283884,-100.0
283907,-100.0
283956,-100.0
283967,-100.0
283985,-100.0
284065,-100.0
284086,-100.0
284087,-100.0
284118,-100.0
284154,-100.0
284198,-100.0
284204,-100.0
284216,-100.0
284245,-100.0
284253,-100.0
284312,-100.0
284317,-100.0
284319,-100.0
284352,-100.0
284354,-100.0
284363,-100.0
284368,-100.0
284381,-100.0
284396,-100.0
284424,-100.0
284435,-100.0
284447,-100.0
284454,-100.0
284471,-100.0
284487,-100.0
284503,-100.0
284514,-100.0
284525,-100.0
284557,-100.0
284558,-100.0
284568,-100.0
284604,-100.0
284606,-100.0
284626,-100.0
284638,-100.0
284641,-100.0
284693,-100.0
284703,-100.0
284739,-100.0
284774,-100.0
284786,-100.0
284822,-100.0
284847,-100.0
284895,-100.0
284917,-100.0
284934,-100.0
284956,-100.0
284961,-100.0
285002,-100.0
285015,-100.0
285034,-100.0
285047,-100.0
285048,-100.0
285089,-100.0
285098,-100.0
285141,-100.0
285156,-100.0
285168,-100.0
285228,-100.0
285247,-100.0
285295,-100.0
285312,-100.0
285365,-100.0
285378,-100.0
285444,-100.0
285466,-100.0
285506,-100.0
285534,-100.0
285604,-100.0
285614,-100.0
285668,-100.0
285682,-100.0
285733,-100.0
285794,-100.0
285827,-100.0
285845,-100.0
285897,-100.0
285907,-100.0
285967,-100.0
285985,-100.0
286009,-100.0
286021,-100.0
286063,-100.0
286077,-100.0
286111,-100.0
286122,-100.0
286167,-100.0
286184,-100.0
286216,-100.0
286235,-100.0
286268,-100.0
286280,-100.0
286323,-100.0
286335,-100.0
286372,-100.0
286392,-100.0
286405,-100.0
286423,-100.0
286488,-100.0
286503,-100.0
286541,-100.0
286554,-100.0
286589,-100.0
286605,-100.0
286678,-100.0
286736,-100.0
286766,-100.0
286778,-100.0
286789,-100.0
286804,-100.0
286837,-100.0
286856,-100.0
286906,-100.0
286937,-100.0
286979,-100.0
286988,-100.0
287025,-100.0
287036,-100.0
287086,-100.0
287103,-100.0
287135,-100.0
287153,-100.0
287171,-100.0
287184,-100.0
287231,-100.0
287248,-100.0
287294,-100.0
287311,-100.0
287351,-100.0
287359,-100.0
287397,-100.0
287422,-100.0
287461,-100.0
287468,-100.0
287483,-100.0
287496,-100.0
287545,-100.0
287555,-100.0
287572,-100.0
287584,-100.0
287588,-100.0
287605,-100.0
287622,-100.0
287638,-100.0
287653,-100.0
287655,-100.0
287672,-100.0
287689,-100.0
287705,-100.0
287717,-100.0
287722,-100.0
287732,-100.0
287739,-100.0
287746,-100.0
287755,-100.0
287772,-100.0
287789,-100.0
287798,-100.0
287805,-100.0
287822,-100.0
287836,-100.0
287839,-100.0
287856,-100.0
287956,-100.0
287973,-100.0
287982,-100.0
287989,-100.0
287997,-100.0
288005,-100.0
288022,-100.0
288039,-100.0
288056,-100.0
288072,-100.0
288087,-100.0
288089,-100.0
288106,-100.0
288107,-100.0
288122,-100.0
288139,-100.0
288148,-100.0
288156,-100.0
288167,-100.0
288172,-100.0
288189,-100.0
288193,-100.0
288203,-100.0
288206,-100.0
288222,-100.0
288240,-100.0
288256,-100.0
288261,-100.0
288273,-100.0
288278,-100.0
288289,-100.0
288314,-100.0
288336,-100.0
288396,-100.0
288426,-100.0
288497,-100.0
288507,-100.0
288667,-100.0
288725,-100.0
288778,-100.0
288865,-100.0
288893,-100.0
288916,-100.0
289007,-100.0
289030,-100.0
289247,-100.0
289362,-100.0
289425,-100.0
289446,-100.0
289596,-100.0
289634,-100.0
289653,-100.0
289686,-100.0
289733,-100.0
289743,-100.0
289808,-100.0
289822,-100.0
289876,-100.0
289915,-100.0
290086,-100.0
290111,-100.0
290123,-100.0
290142,-100.0
290194,-100.0
290226,-100.0
290298,-100.0
290327,-100.0
290456,-100.0
290507,-100.0
290545,-100.0
290575,-100.0
290634,-100.0
290664,-100.0
290682,-100.0
290709,-100.0
290757,-100.0
290772,-100.0
290945,-100.0
290985,-100.0
291028,-100.0
291044,-100.0
291063,-100.0
291079,-100.0
291131,-100.0
291146,-100.0
291206,-100.0
291224,-100.0
291266,-100.0
291277,-100.0
291332,-100.0
291346,-100.0
291386,-100.0
291421,-100.0
291468,-100.0
291485,-100.0
291534,-100.0
291551,-100.0
291574,-100.0
291592,-100.0
291609,-100.0
291627,-100.0
291745,-100.0
291762,-100.0
291776,-100.0
291806,-100.0
291882,-100.0
291918,-100.0
291986,-100.0
292051,-100.0
292064,-100.0
292083,-100.0
292138,-100.0
292148,-100.0
292247,-100.0
292298,-100.0
292307,-100.0
292324,-100.0
292350,-100.0
292408,-100.0
292428,-100.0
292443,-100.0
292482,-100.0
292495,-100.0
292557,-100.0
292577,-100.0
292606,-100.0
292623,-100.0
292642,-100.0
292648,-100.0
292681,-100.0
292692,-100.0
292703,-100.0
292716,-100.0
292758,-100.0
292768,-100.0
292803,-100.0
292816,-100.0
292846,-100.0
292859,-100.0
292886,-100.0
292915,-100.0
293005,-100.0
293067,-100.0
293098,-100.0
293144,-100.0
293212,-100.0
293219,-100.0
293256,-100.0
293276,-100.0
293324,-100.0
293335,-100.0
293366,-100.0
293386,-100.0
293431,-100.0
293442,-100.0
293447,-100.0
293476,-100.0
293488,-100.0
293506,-100.0
293543,-100.0
293553,-100.0
293632,-100.0
293644,-100.0
293667,-100.0
293678,-100.0
293806,-100.0
293824,-100.0
293846,-100.0
293858,-100.0
293964,-100.0
293981,-100.0
294007,-100.0
294017,-100.0
294184,-100.0
294196,-100.0
294231,-100.0
294241,-100.0
294417,-100.0
294444,-100.0
294473,-100.0
294509,-100.0
294555,-100.0
294572,-100.0
294588,-100.0
294691,-100.0
294781,-100.0
294805,-100.0
294836,-100.0
294855,-100.0
294918,-100.0
294947,-100.0
294977,-100.0
294992,-100.0
295165,-100.0
295184,-100.0
295197,-100.0
295211,-100.0
297116,-100.0
297133,-100.0
297149,-100.0
297166,-100.0
297182,-100.0
297199,-100.0
297216,-100.0
297232,-100.0
297249,-100.0
297266,-100.0
297282,-100.0
297299,-100.0
297316,-100.0
297332,-100.0
297349,-100.0
297366,-100.0
297382,-100.0
297399,-100.0
297416,-100.0
297433,-100.0
297583,-100.0
297600,-100.0
297616,-100.0
297633,-100.0
297649,-100.0
297666,-100.0
297683,-100.0
297700,-100.0
297716,-100.0
297733,-100.0
297749,-100.0
297766,-100.0
297783,-100.0
297800,-100.0
297833,-100.0
297850,-100.0
297867,-100.0
297883,-100.0
297900,-100.0
297916,-100.0
297933,-100.0
297950,-100.0
297967,-100.0
297983,-100.0
301187,-100.0
301204,-100.0
301220,-100.0
301237,-100.0
301253,-100.0
301270,-100.0
301287,-100.0
301304,-100.0
301737,-100.0
301754,-100.0
301771,-100.0
301787,-100.0
301804,-100.0
301821,-100.0
301838,-100.0
301854,-100.0
301871,-100.0
301887,-100.0
301904,-100.0
301921,-100.0
301937,-100.0
301954,-100.0
301971,-100.0
301988,-100.0
302004,-100.0
302021,-100.0
302038,-100.0
302054,-100.0
302071,-100.0
302088,-100.0
302105,-100.0
302121,-100.0
302138,-100.0
302154,-100.0
302171,-100.0
302188,-100.0
302205,-100.0
302221,-100.0
302238,-100.0
302255,-100.0
302272,-100.0
302288,-100.0
302305,-100.0
302322,-100.0
302338,-100.0
302355,-100.0
302826,-100.0
302844,-100.0
302857,-100.0
302868,-100.0
302894,-100.0
302905,-100.0
302931,-100.0
302943,-100.0
302966,-100.0
302981,-100.0
303016,-100.0
303032,-100.0
303058,-100.0
303059,-100.0
303087,-100.0
303101,-100.0
303133,-100.0
303153,-100.0
303164,-100.0
303194,-100.0
303235,-100.0
303253,-100.0
303285,-100.0
303287,-100.0
303311,-100.0
303325,-100.0
303352,-100.0
303370,-100.0
303397,-100.0
303413,-100.0
303442,-100.0
303456,-100.0
303457,-100.0
303473,-100.0
303484,-100.0
303489,-100.0
303493,-100.0
303506,-100.0
303522,-100.0
303523,-100.0
303535,-100.0
303539,-100.0
303556,-100.0
303560,-100.0
303573,-100.0
303575,-100.0
303589,-100.0
303599,-100.0
303606,-100.0
303612,-100.0
303636,-100.0
303647,-100.0
303674,-100.0
303685,-100.0
303713,-100.0
303714,-100.0
303743,-100.0
303755,-100.0
303782,-100.0
303794,-100.0
303823,-100.0
303837,-100.0
303862,-100.0
303874,-100.0
303881,-100.0
303894,-100.0
303917,-100.0
303920,-100.0
303949,-100.0
303967,-100.0
303993,-100.0
304005,-100.0
304012,-100.0
304027,-100.0
304054,-100.0
304057,-100.0
304066,-100.0
304073,-100.0
304090,-100.0
304093,-100.0
304107,-100.0
304123,-100.0
304131,-100.0
304133,-100.0
304140,-100.0
304157,-100.0
304159,-100.0
304170,-100.0
304197,-100.0
304208,-100.0
304232,-100.0
304246,-100.0
304254,-100.0
304272,-100.0
304295,-100.0
304308,-100.0
304334,-100.0
304346,-100.0
304372,-100.0
304384,-100.0
304412,-100.0
304425,-100.0
304451,-100.0
304463,-100.0
304492,-100.0
304506,-100.0
304533,-100.0
304545,-100.0
304565,-100.0
304569,-100.0
304594,-100.0
304607,-100.0
304631,-100.0
304644,-100.0
304670,-100.0
304681,-100.0
304710,-100.0
304730,-100.0
304759,-100.0
304761,-100.0
304785,-100.0
304797,-100.0
304823,-100.0
304836,-100.0
304863,-100.0
304875,-100.0
304899,-100.0
304913,-100.0
304937,-100.0
304950,-100.0
304976,-100.0
304991,-100.0
304998,-100.0
305022,-100.0
305037,-100.0
305064,-100.0
305086,-100.0
305093,-100.0
305108,-100.0
305133,-100.0
305147,-100.0
305173,-100.0
305186,-100.0
305193,-100.0
305198,-100.0
305223,-100.0
305237,-100.0
305263,-100.0
305278,-100.0
305303,-100.0
305316,-100.0
305340,-100.0
305353,-100.0
305381,-100.0
305394,-100.0
305417,-100.0
305421,-100.0
305447,-100.0
305460,-100.0
305484,-100.0
305497,-100.0
305527,-100.0
305547,-100.0
305571,-100.0
305584,-100.0
305610,-100.0
305623,-100.0
305637,-100.0
305650,-100.0
305675,-100.0
305689,-100.0
305714,-100.0
305727,-100.0
305755,-100.0
305771,-100.0
305794,-100.0
305808,-100.0
305834,-100.0
305846,-100.0
305862,-100.0
305878,-100.0
305886,-100.0
305907,-100.0
305931,-100.0
305945,-100.0
305969,-100.0
305981,-100.0
306008,-100.0
306023,-100.0
306047,-100.0
306050,-100.0
306077,-100.0
306091,-100.0
306117,-100.0
306130,-100.0
306138,-100.0
306153,-100.0
306178,-100.0
306197,-100.0
306207,-100.0
306224,-100.0
306264,-100.0
306272,-100.0
306297,-100.0
306311,-100.0
306344,-100.0
306365,-100.0
306400,-100.0
306426,-100.0
306473,-100.0
306481,-100.0
306492,-100.0
306516,-100.0
306524,-100.0
306547,-99.5
306557,-99.0
306563,-98.66666666666667
306594,-98.33333333333333
306601,-98.0
306607,-98.0
306623,-98.0
306640,-97.0
306641,-97.0
306664,-97.0
306696,-97.0
306701,-97.0
306728,-97.0
306743,-97.0
306774,-97.0
306780,-97.0
306789,-96.5
306812,-96.0
306815,-96.0
306829,-96.0
306853,-96.0
306864,-96.0
306866,-95.5
306876,-95.0
306893,-95.0
306897,-95.0
306904,-95.0
306905,-95.0
306918,-94.5
306919,-94.0
306943,-94.0
306948,-94.0
306958,-93.5
306962,-93.0
306986,-92.5
306989,-92.0
307008,-92.0
307014,-92.0
307032,-92.0
309146,-92.0
309167,-92.0
309205,-92.0
309282,-92.0
309612,-92.0
309626,-92.0
309731,-92.0
309737,-92.0
311847,-92.0
311868,-92.0
311927,-92.0
311948,-92.0
312094,-92.0
312109,-92.0
312123,-92.0
312209,-92.0
312235,-92.0
312254,-92.0
312267,-92.0
312271,-92.0
312334,-92.0
312354,-92.0
312395,-92.0
312396,-92.0
312409,-92.0
312421,-92.0
312452,-92.0
312458,-92.0
312468,-92.0
312476,-92.0
312517,-92.0
312527,-92.0
312528,-92.0
312545,-92.0
312565,-92.0
312568,-92.0
312577,-92.0
312585,-92.0
312656,-92.0
312658,-92.0
312676,-92.0
312677,-92.0
312715,-92.0
312718,-92.0
312722,-92.0
312734,-92.0
312750,-92.0
312757,-92.0
312764,-92.0
312793,-92.0
312804,-92.0
312806,-92.0
312838,-92.0
312862,-92.0
312877,-92.0
312885,-92.0
312918,-92.0
312933,-92.0
312983,-92.0
313006,-92.0
313033,-92.0
313055,-92.0
313057,-92.0
313069,-92.0
313120,-92.0
313125,-92.0
313136,-92.0
313142,-92.0
313164,-92.0
313187,-92.0
313194,-92.0
313204,-92.0
313243,-92.0
313258,-92.0
313283,-92.0
313313,-92.0
313317,-92.0
313344,-92.0
313397,-92.0
313418,-92.0
313429,-92.0
313453,-92.0
313485,-92.0
313507,-92.0
313537,-92.0
313549,-92.0
313559,-92.0
313582,-92.0
313618,-92.0
313636,-92.0
313692,-92.0
313695,-92.0
313705,-92.0
313714,-92.0
313814,-92.0
313838,-92.0
313845,-92.5
313854,-93.0
313890,-95.0
313921,-97.0
313926,-97.5
313937,-98.0
313938,-98.5
313952,-99.0
313990,-100.0
314019,-100.0
314038,-100.0
314113,-100.0
314146,-100.0
314246,-100.0
314264,-100.0
314341,-100.0
314355,-100.0
314491,-100.0
314533,-100.0
314631,-100.0
314656,-100.0
314704,-100.0
314718,-100.0
314807,-100.0
314817,-100.0
314958,-100.0
314984,-100.0
315065,-100.0
315083,-100.0
315207,-100.0
315227,-100.0
315358,-100.0
315384,-100.0
315458,-100.0
315492,-100.0
315598,-100.0
315628,-100.0
315652,-100.0
315673,-100.0
315719,-100.0
315735,-100.0
315835,-100.0
315894,-100.0
315925,-100.0
315976,-100.0
316078,-100.0
316136,-100.0
316231,-100.0
316258,-100.0
316445,-100.0
316465,-100.0
316561,-100.0
316587,-100.0
316714,-100.0
316734,-100.0
316807,-100.0
316832,-100.0
316862,-100.0
316877,-100.0
316907,-100.0
316934,-100.0
317002,-100.0
317016,-100.0
317206,-100.0
317231,-100.0
317285,-100.0
317298,-100.0
317364,-100.0
317378,-100.0
317397,-100.0
317414,-100.0
317465,-100.0
317477,-100.0
317563,-100.0
317583,-100.0
317642,-100.0
317654,-100.0
317754,-100.0
317774,-100.0
317887,-100.0
317987,-100.0
318262,-100.0
318336,-100.0
318408,-100.0
318438,-100.0
318527,-100.0
318546,-100.0
318626,-100.0
318643,-100.0
318718,-100.0
318739,-100.0
318774,-100.0
318793,-100.0
318824,-100.0
318842,-100.0
318896,-100.0
318922,-100.0
319018,-100.0
319035,-100.0
319155,-100.0
319199,-100.0
319276,-100.0
319296,-100.0
319407,-100.0
319446,-100.0
319695,-100.0
319864,-100.0
319933,-100.0
319967,-100.0
320033,-100.0
320043,-100.0
320082,-100.0
320094,-100.0
320122,-100.0
320134,-100.0
320216,-100.0
320226,-100.0
320229,-100.0
320246,-100.0
320252,-100.0
320262,-100.0
320266,-100.0
320279,-100.0
320296,-100.0
320312,-100.0
320325,-100.0
320329,-100.0
320333,-100.0
320370,-100.0
320373,-100.0
320382,-100.0
320386,-100.0
320417,-100.0
320432,-100.0
320445,-100.0
320458,-100.0
320486,-100.0
320496,-100.0
320505,-100.0
320507,-100.0
320513,-100.0
320529,-100.0
320546,-100.0
320562,-100.0
320564,-100.0
320574,-100.0
320579,-100.0
320596,-100.0
320614,-100.0
320637,-100.0
320640,-100.0
320655,-100.0
320665,-100.0
320687,-100.0
320698,-100.0
320715,-100.0
320727,-100.0
320733,-100.0
320753,-100.0
320762,-100.0
320768,-100.0
320794,-100.0
320802,-100.0
320807,-100.0
320827,-100.0
320829,-100.0
320843,-100.0
320866,-100.0
320875,-100.0
320887,-100.0
320925,-100.0
320936,-100.0
320968,-100.0
320977,-100.0
320983,-100.0
321019,-100.0
321022,-100.0
321027,-100.0
321031,-100.0
321052,-100.0
321066,-100.0
321074,-100.0
321092,-100.0
321115,-100.0
321141,-100.0
321151,-100.0
321184,-100.0
321226,-100.0
321235,-100.0
321247,-100.0
321288,-100.0
321295,-100.0
321306,-100.0
321311,-100.0
321354,-100.0
321365,-100.0
321374,-100.0
321384,-100.0
321438,-100.0
321448,-100.0
321458,-100.0
321468,-100.0
321475,-100.0
321497,-100.0
321501,-100.0
321507,-100.0
321517,-100.0
321551,-100.0
321553,-100.0
321561,-100.0
321591,-100.0
321594,-100.0
321601,-100.0
321635,-100.0
321645,-100.0
321676,-100.0
321688,-100.0
321701,-100.0
321708,-100.0
321772,-100.0
321786,-100.0
321817,-100.0
321826,-100.0
321859,-100.0
321871,-100.0
321877,-100.0
321882,-100.0
321893,-100.0
321896,-100.0
321908,-100.0
321910,-100.0
321926,-100.0
321943,-100.0
321960,-100.0
321976,-100.0
322026,-100.0
322051,-100.0
322063,-100.0
322076,-100.0
322191,-100.0
322198,-100.0
322218,-100.0
322268,-100.0
322316,-100.0
322356,-100.0
322371,-100.0
322372,-100.0
322382,-100.0
322412,-100.0
322425,-100.0
322438,-100.0
322482,-100.0
322517,-100.0
322519,-100.0
322531,-100.0
322554,-100.0
322566,-100.0
322616,-100.0
322627,-100.0
322635,-100.0
322657,-100.0
322676,-100.0
322685,-100.0
322692,-100.0
322717,-100.0
322731,-100.0
322739,-100.0
322755,-100.0
322777,-100.0
322785,-100.0
322792,-100.0
322815,-100.0
322827,-100.0
322886,-100.0
322891,-100.0
322914,-100.0
322954,-100.0
322988,-100.0
323006,-100.0
323037,-100.0
323103,-100.0
323104,-100.0
323157,-100.0
323195,-100.0
323197,-100.0
323208,-100.0
323212,-100.0
323226,-100.0
323247,-100.0
323261,-100.0
323262,-100.0
323274,-100.0
323302,-100.0
323322,-100.0
323334,-100.0
323344,-100.0
323374,-100.0
323407,-100.0
323492,-100.0
323503,-100.0
323556,-100.0
323567,-100.0
323636,-100.0
323652,-100.0
323665,-100.0
323677,-100.0
323745,-100.0
323760,-100.0
323886,-100.0
323897,-100.0
335843,-100.0
335877,-100.0
335974,-100.0
335985,-100.0
336008,-100.0
336024,-100.0
336088,-100.0
336103,-100.0
336138,-100.0
336233,-100.0
336265,-100.0
336276,-100.0
336377,-100.0
336391,-100.0
336424,-100.0
336444,-100.0
336471,-100.0
336488,-100.0
336533,-100.0
336551,-100.0
336592,-100.0
336605,-100.0
336642,-100.0
336655,-100.0
336703,-100.0
336722,-100.0
336794,-100.0
336806,-100.0
336854,-100.0
336868,-100.0
336906,-100.0
336915,-100.0
336958,-100.0
336972,-100.0
337024,-100.0
337041,-100.0
337083,-100.0
337091,-100.0
337131,-100.0
337146,-100.0
337192,-100.0
337209,-100.0
337254,-100.0
337263,-100.0
337343,-100.0
337369,-100.0
337406,-100.0
337415,-100.0
337463,-100.0
337485,-100.0
337604,-100.0
337624,-100.0
337686,-100.0
337707,-100.0
337724,-100.0
337748,-100.0
337771,-100.0
337786,-100.0
337853,-100.0
337875,-100.0
337938,-100.0
337964,-100.0
338041,-100.0
338055,-100.0
338143,-100.0
338173,-100.0
338192,-100.0
338214,-100.0
338258,-100.0
338276,-100.0
338307,-100.0
338325,-100.0
338367,-100.0
338404,-100.0
338432,-100.0
338454,-100.0
338485,-100.0
338502,-100.0
