,A1L7EVNM2HF85,A3ST8XFT4X93K,A3SLISG1IED7T
339619,-100.0,-100.0,-100.0
339638,-100.0,-100.0,-100.0
339690,-100.0,-100.0,-100.0
339705,-100.0,-100.0,-100.0
339754,-100.0,-100.0,-100.0
339767,-100.0,-100.0,-100.0
339825,-100.0,-100.0,-100.0
339840,-100.0,-100.0,-100.0
339856,-100.0,-100.0,-100.0
339865,-100.0,-100.0,-100.0
339872,-100.0,-100.0,-100.0
339876,-100.0,-100.0,-100.0
339882,-100.0,-100.0,-100.0
339887,-100.0,-100.0,-100.0
339890,-100.0,-100.0,-100.0
339904,-100.0,-100.0,-100.0
339907,-100.0,-100.0,-100.0
339921,-100.0,-100.0,-100.0
339922,-100.0,-100.0,-100.0
339937,-100.0,-100.0,-100.0
339939,-100.0,-100.0,-100.0
339940,-100.0,-100.0,-100.0
339954,-100.0,-100.0,-100.0
339959,-100.0,-100.0,-100.0
340026,-100.0,-100.0,-100.0
340044,-100.0,-100.0,-100.0
340094,-100.0,-100.0,-100.0
340111,-100.0,-100.0,-100.0
340137,-100.0,-100.0,-100.0
340156,-100.0,-100.0,-100.0
340179,-100.0,-100.0,-100.0
340209,-100.0,-100.0,-100.0
340235,-100.0,-100.0,-100.0
340253,-100.0,-100.0,-100.0
340307,-100.0,-100.0,-100.0
340324,-100.0,-100.0,-100.0
340375,-100.0,-100.0,-100.0
340391,-100.0,-100.0,-100.0
340450,-100.0,-100.0,-100.0
340466,-100.0,-100.0,-100.0
340491,-100.0,-100.0,-100.0
340508,-100.0,-100.0,-100.0
340561,-100.0,-100.0,-100.0
340577,-100.0,-100.0,-100.0
340627,-100.0,-100.0,-100.0
340645,-100.0,-100.0,-100.0
340695,-100.0,-100.0,-100.0
340711,-100.0,-100.0,-100.0
340780,-100.0,-100.0,-100.0
340799,-100.0,-100.0,-100.0
340861,-100.0,-100.0,-100.0
340875,-100.0,-100.0,-100.0
340924,-100.0,-100.0,-100.0
340939,-100.0,-100.0,-100.0
340998,-100.0,-100.0,-100.0
341013,-100.0,-100.0,-100.0
341069,-100.0,-100.0,-100.0
341082,-100.0,-100.0,-100.0
341143,-100.0,-100.0,-100.0
341158,-100.0,-100.0,-100.0
341212,-100.0,-100.0,-100.0
341228,-100.0,-100.0,-100.0
341288,-100.0,-100.0,-100.0
341303,-100.0,-100.0,-100.0
341360,-100.0,-100.0,-100.0
341376,-100.0,-100.0,-100.0
341426,-100.0,-100.0,-100.0
341442,-100.0,-100.0,-100.0
341508,-100.0,-100.0,-100.0
341543,-100.0,-100.0,-100.0
341595,-100.0,-100.0,-100.0
341615,-100.0,-100.0,-100.0
341679,-100.0,-100.0,-100.0
341696,-100.0,-100.0,-100.0
341757,-100.0,-100.0,-100.0
341768,-100.0,-100.0,-100.0
341830,-100.0,-100.0,-100.0
341847,-100.0,-100.0,-100.0
341905,-100.0,-100.0,-100.0
341921,-100.0,-100.0,-100.0
341980,-100.0,-100.0,-100.0
341997,-100.0,-100.0,-100.0
342064,-100.0,-100.0,-100.0
342086,-100.0,-100.0,-100.0
342153,-100.0,-100.0,-100.0
342167,-100.0,-100.0,-100.0
342237,-100.0,-100.0,-100.0
342251,-100.0,-100.0,-100.0
342319,-100.0,-100.0,-100.0
342334,-100.0,-100.0,-100.0
342359,-100.0,-100.0,-100.0
342378,-100.0,-100.0,-100.0
342431,-100.0,-100.0,-100.0
342449,-100.0,-100.0,-100.0
342473,-100.0,-100.0,-100.0
342490,-100.0,-100.0,-100.0
342556,-100.0,-100.0,-100.0
342573,-100.0,-100.0,-100.0
342629,-100.0,-100.0,-100.0
342650,-100.0,-100.0,-100.0
342716,-100.0,-100.0,-100.0
342737,-100.0,-100.0,-100.0
342799,-100.0,-100.0,-100.0
342816,-100.0,-100.0,-100.0
342871,-100.0,-100.0,-100.0
342888,-100.0,-100.0,-100.0
342950,-100.0,-100.0,-100.0
342967,-100.0,-100.0,-100.0
342995,-100.0,-100.0,-100.0
343010,-100.0,-100.0,-100.0
343072,-100.0,-100.0,-100.0
343085,-100.0,-100.0,-100.0
343113,-100.0,-100.0,-100.0
343131,-100.0,-100.0,-100.0
343189,-100.0,-100.0,-100.0
343214,-100.0,-100.0,-100.0
343295,-100.0,-100.0,-100.0
343315,-100.0,-100.0,-100.0
343379,-100.0,-100.0,-100.0
343400,-100.0,-100.0,-100.0
343456,-100.0,-100.0,-100.0
343469,-100.0,-100.0,-100.0
343533,-100.0,-100.0,-100.0
343552,-100.0,-100.0,-100.0
343634,-100.0,-100.0,-100.0
343669,-100.0,-100.0,-100.0
343778,-100.0,-100.0,-100.0
343800,-100.0,-100.0,-100.0
343827,-100.0,-100.0,-100.0
343844,-100.0,-100.0,-100.0
343901,-100.0,-100.0,-100.0
343916,-100.0,-100.0,-100.0
343965,-100.0,-100.0,-100.0
343982,-100.0,-100.0,-100.0
344003,-100.0,-100.0,-100.0
344019,-100.0,-100.0,-100.0
344070,-100.0,-100.0,-100.0
344087,-100.0,-100.0,-100.0
344103,-100.0,-100.0,-100.0
344119,-100.0,-100.0,-100.0
344164,-100.0,-100.0,-100.0
344183,-100.0,-100.0,-100.0
344237,-100.0,-100.0,-100.0
344254,-100.0,-100.0,-100.0
344306,-100.0,-100.0,-100.0
344331,-100.0,-100.0,-100.0
344387,-100.0,-100.0,-100.0
344402,-100.0,-100.0,-100.0
344451,-100.0,-100.0,-100.0
344466,-100.0,-100.0,-100.0
344509,-100.0,-100.0,-100.0
344521,-100.0,-100.0,-100.0
344528,-100.0,-100.0,-100.0
344537,-100.0,-100.0,-100.0
344540,-100.0,-100.0,-100.0
344552,-100.0,-100.0,-100.0
344555,-100.0,-100.0,-100.0
344569,-100.0,-100.0,-100.0
344572,-100.0,-100.0,-100.0
344579,-100.0,-100.0,-100.0
344586,-100.0,-100.0,-100.0
344589,-100.0,-100.0,-100.0
344590,-100.0,-100.0,-100.0
344602,-100.0,-100.0,-100.0
344605,-100.0,-100.0,-100.0
344619,-100.0,-100.0,-100.0
344623,-100.0,-100.0,-100.0
344636,-100.0,-100.0,-100.0
344643,-100.0,-100.0,-100.0
344659,-100.0,-100.0,-100.0
344714,-100.0,-100.0,-100.0
344738,-100.0,-100.0,-100.0
344785,-100.0,-100.0,-100.0
344800,-100.0,-100.0,-100.0
344856,-100.0,-100.0,-100.0
344872,-100.0,-100.0,-100.0
344895,-100.0,-100.0,-100.0
344915,-100.0,-100.0,-100.0
344967,-100.0,-100.0,-100.0
344983,-100.0,-100.0,-100.0
345035,-100.0,-100.0,-100.0
345052,-100.0,-100.0,-100.0
345098,-100.0,-100.0,-100.0
345111,-100.0,-100.0,-100.0
345171,-100.0,-100.0,-100.0
345198,-100.0,-100.0,-100.0
345257,-100.0,-100.0,-100.0
345285,-100.0,-100.0,-100.0
345333,-100.0,-100.0,-100.0
345350,-100.0,-100.0,-100.0
345399,-100.0,-100.0,-100.0
345412,-100.0,-100.0,-100.0
345433,-100.0,-100.0,-100.0
345451,-100.0,-100.0,-100.0
345503,-100.0,-100.0,-100.0
345518,-100.0,-100.0,-100.0
345574,-100.0,-100.0,-100.0
345588,-100.0,-100.0,-100.0
345636,-100.0,-100.0,-100.0
345653,-100.0,-100.0,-100.0
345708,-100.0,-100.0,-100.0
345725,-100.0,-100.0,-100.0
345773,-100.0,-100.0,-100.0
345802,-100.0,-100.0,-100.0
345854,-100.0,-100.0,-100.0
345870,-100.0,-100.0,-100.0
345892,-100.0,-100.0,-100.0
345923,-100.0,-100.0,-100.0
345980,-100.0,-100.0,-100.0
345997,-100.0,-100.0,-100.0
346018,-100.0,-100.0,-100.0
346039,-100.0,-100.0,-100.0
346093,-100.0,-100.0,-100.0
346109,-100.0,-100.0,-100.0
346179,-100.0,-100.0,-100.0
346203,-100.0,-100.0,-100.0
346267,-100.0,-100.0,-100.0
346281,-100.0,-100.0,-100.0
346341,-100.0,-100.0,-100.0
346356,-100.0,-100.0,-100.0
346408,-100.0,-100.0,-100.0
346426,-100.0,-100.0,-100.0
346489,-100.0,-100.0,-100.0
346502,-100.0,-100.0,-100.0
346604,-100.0,-100.0,-100.0
346625,-100.0,-100.0,-100.0
346682,-100.0,-100.0,-100.0
346696,-100.0,-100.0,-100.0
346754,-100.0,-100.0,-100.0
346767,-100.0,-100.0,-100.0
346791,-100.0,-100.0,-100.0
346826,-100.0,-100.0,-100.0
346851,-100.0,-100.0,-100.0
346866,-100.0,-100.0,-100.0
346924,-100.0,-100.0,-100.0
346940,-100.0,-100.0,-100.0
347002,-100.0,-100.0,-100.0
347016,-100.0,-100.0,-100.0
347073,-100.0,-100.0,-100.0
347090,-100.0,-100.0,-100.0
347141,-100.0,-100.0,-100.0
347158,-100.0,-100.0,-100.0
347216,-100.0,-100.0,-100.0
347241,-100.0,-100.0,-100.0
353550,-100.0,-100.0,-100.0
353566,-100.0,-100.0,-100.0
353569,-100.0,-100.0,-100.0
353583,-100.0,-100.0,-100.0
353585,-100.0,-100.0,-100.0
353599,-100.0,-100.0,-100.0
353601,-100.0,-100.0,-100.0
353616,-100.0,-100.0,-100.0
353620,-100.0,-100.0,-100.0
353633,-100.0,-100.0,-100.0
353636,-100.0,-100.0,-100.0
353649,-100.0,-100.0,-100.0
353652,-100.0,-100.0,-100.0
353666,-100.0,-100.0,-100.0
353668,-100.0,-100.0,-100.0
353683,-100.0,-100.0,-100.0
353687,-100.0,-100.0,-100.0
353700,-100.0,-100.0,-100.0
354133,-100.0,-100.0,-100.0
354150,-100.0,-100.0,-100.0
354153,-100.0,-100.0,-100.0
354166,-100.0,-100.0,-100.0
354167,-100.0,-100.0,-100.0
354183,-100.0,-100.0,-100.0
354186,-100.0,-100.0,-100.0
354199,-100.0,-100.0,-100.0
354202,-100.0,-100.0,-100.0
354216,-100.0,-100.0,-100.0
354219,-100.0,-100.0,-100.0
354232,-100.0,-100.0,-100.0
354234,-100.0,-100.0,-100.0
354250,-100.0,-100.0,-100.0
354257,-100.0,-100.0,-100.0
354266,-100.0,-100.0,-100.0
363397,-100.0,-100.0,-100.0
363413,-100.0,-100.0,-100.0
363416,-100.0,-100.0,-100.0
363430,-100.0,-100.0,-100.0
363433,-100.0,-100.0,-100.0
363446,-100.0,-100.0,-100.0
363449,-100.0,-100.0,-100.0
363463,-100.0,-100.0,-100.0
363465,-100.0,-100.0,-100.0
363479,-100.0,-100.0,-100.0
363483,-100.0,-100.0,-100.0
363496,-100.0,-100.0,-100.0
363499,-100.0,-100.0,-100.0
363513,-100.0,-100.0,-100.0
363515,-100.0,-100.0,-100.0
363529,-100.0,-100.0,-100.0
363532,-100.0,-100.0,-100.0
363546,-100.0,-100.0,-100.0
363913,-100.0,-100.0,-100.0
363930,-100.0,-100.0,-100.0
363932,-100.0,-100.0,-100.0
363946,-100.0,-100.0,-100.0
363949,-100.0,-100.0,-100.0
363963,-100.0,-100.0,-100.0
363966,-100.0,-100.0,-100.0
363979,-100.0,-100.0,-100.0
363983,-100.0,-100.0,-100.0
363996,-100.0,-100.0,-100.0
363999,-100.0,-100.0,-100.0
364012,-100.0,-100.0,-100.0
364015,-100.0,-100.0,-100.0
364029,-100.0,-100.0,-100.0
364413,-100.0,-100.0,-100.0
364430,-100.0,-100.0,-100.0
364433,-100.0,-100.0,-100.0
364446,-100.0,-100.0,-100.0
364449,-100.0,-100.0,-100.0
364462,-100.0,-100.0,-100.0
364465,-100.0,-100.0,-100.0
364479,-100.0,-100.0,-100.0
364483,-100.0,-100.0,-100.0
364496,-100.0,-100.0,-100.0
364499,-100.0,-100.0,-100.0
364512,-100.0,-100.0,-100.0
364515,-100.0,-100.0,-100.0
364529,-100.0,-100.0,-100.0
365280,-100.0,-100.0,-100.0
365296,-100.0,-100.0,-100.0
365299,-100.0,-100.0,-100.0
365312,-100.0,-100.0,-100.0
365316,-100.0,-100.0,-100.0
365329,-100.0,-100.0,-100.0
365332,-100.0,-100.0,-100.0
365345,-100.0,-100.0,-100.0
365348,-100.0,-100.0,-100.0
365362,-100.0,-100.0,-100.0
365365,-100.0,-100.0,-100.0
365379,-100.0,-100.0,-100.0
365382,-100.0,-100.0,-100.0
365396,-100.0,-100.0,-100.0
366029,-100.0,-100.0,-100.0
366045,-100.0,-100.0,-100.0
366048,-100.0,-100.0,-100.0
366062,-100.0,-100.0,-100.0
366066,-100.0,-100.0,-100.0
366078,-100.0,-100.0,-100.0
366082,-100.0,-100.0,-100.0
366095,-100.0,-100.0,-100.0
366096,-100.0,-100.0,-100.0
366112,-100.0,-100.0,-100.0
366115,-100.0,-100.0,-100.0
366128,-100.0,-100.0,-100.0
366130,-100.0,-100.0,-100.0
366145,-100.0,-100.0,-100.0
366245,-100.0,-100.0,-100.0
366262,-100.0,-100.0,-100.0
366263,-100.0,-100.0,-100.0
366278,-100.0,-100.0,-100.0
366280,-100.0,-100.0,-100.0
366295,-100.0,-100.0,-100.0
366296,-100.0,-100.0,-100.0
366312,-100.0,-100.0,-100.0
366318,-100.0,-100.0,-100.0
366328,-100.0,-100.0,-100.0
366332,-100.0,-100.0,-100.0
366345,-100.0,-100.0,-100.0
366347,-100.0,-100.0,-100.0
366362,-100.0,-100.0,-100.0
366829,-100.0,-100.0,-100.0
366845,-100.0,-100.0,-100.0
366848,-100.0,-100.0,-100.0
366862,-100.0,-100.0,-100.0
366863,-100.0,-100.0,-100.0
366878,-100.0,-100.0,-100.0
366879,-100.0,-100.0,-100.0
366895,-100.0,-100.0,-100.0
366898,-100.0,-100.0,-100.0
366912,-100.0,-100.0,-100.0
366913,-100.0,-100.0,-100.0
366928,-100.0,-100.0,-100.0
366930,-100.0,-100.0,-100.0
366945,-100.0,-100.0,-100.0
366947,-100.0,-100.0,-100.0
366962,-100.0,-100.0,-100.0
376509,-100.0,-100.0,-100.0
376525,-100.0,-100.0,-100.0
376528,-100.0,-100.0,-100.0
376542,-100.0,-100.0,-100.0
376544,-100.0,-100.0,-100.0
376558,-100.0,-100.0,-100.0
376560,-100.0,-100.0,-100.0
376575,-100.0,-100.0,-100.0
376580,-100.0,-100.0,-100.0
376592,-100.0,-100.0,-100.0
376859,-100.0,-100.0,-100.0
376875,-100.0,-100.0,-100.0
376878,-100.0,-100.0,-100.0
376891,-100.0,-100.0,-100.0
376894,-100.0,-100.0,-100.0
376908,-100.0,-100.0,-100.0
376912,-100.0,-100.0,-100.0
376925,-100.0,-100.0,-100.0
376927,-100.0,-100.0,-100.0
376941,-100.0,-100.0,-100.0
376944,-100.0,-100.0,-100.0
376958,-100.0,-100.0,-100.0
376962,-100.0,-100.0,-100.0
376975,-100.0,-100.0,-100.0
376977,-100.0,-100.0,-100.0
376991,-100.0,-100.0,-100.0
376995,-100.0,-100.0,-100.0
377008,-100.0,-100.0,-100.0
377010,-100.0,-100.0,-100.0
377025,-100.0,-100.0,-100.0
377026,-100.0,-100.0,-100.0
377041,-100.0,-100.0,-100.0
378592,-100.0,-100.0,-100.0
378610,-100.0,-100.0,-100.0
378616,-100.0,-100.0,-100.0
378641,-100.0,-100.0,-100.0
378645,-100.0,-100.0,-100.0
378658,-100.0,-100.0,-100.0
378662,-100.0,-100.0,-100.0
378674,-100.0,-100.0,-100.0
378677,-100.0,-100.0,-100.0
378691,-100.0,-100.0,-100.0
378693,-100.0,-100.0,-100.0
378708,-100.0,-100.0,-100.0
386189,-100.0,-100.0,-100.0
386205,-100.0,-100.0,-100.0
386208,-100.0,-100.0,-100.0
386222,-100.0,-100.0,-100.0
386223,-100.0,-100.0,-100.0
386238,-100.0,-100.0,-100.0
386240,-100.0,-100.0,-100.0
386255,-100.0,-100.0,-100.0
386259,-100.0,-100.0,-100.0
386272,-100.0,-100.0,-100.0
386273,-100.0,-100.0,-100.0
386288,-100.0,-100.0,-100.0
386289,-100.0,-100.0,-100.0
386305,-100.0,-100.0,-100.0
386306,-100.0,-100.0,-100.0
386322,-100.0,-100.0,-100.0
386505,-100.0,-100.0,-100.0
386522,-100.0,-100.0,-100.0
386525,-100.0,-100.0,-100.0
386538,-100.0,-100.0,-100.0
386540,-100.0,-100.0,-100.0
386555,-100.0,-100.0,-100.0
386556,-100.0,-100.0,-100.0
386571,-100.0,-100.0,-100.0
386573,-100.0,-100.0,-100.0
386588,-100.0,-100.0,-100.0
386592,-100.0,-100.0,-100.0
386605,-100.0,-100.0,-100.0
386606,-100.0,-100.0,-100.0
386622,-100.0,-100.0,-100.0
386623,-100.0,-100.0,-100.0
386638,-100.0,-100.0,-100.0
386640,-100.0,-100.0,-100.0
386655,-100.0,-100.0,-100.0
386657,-100.0,-100.0,-100.0
386671,-100.0,-100.0,-100.0
393420,-100.0,-100.0,-100.0
393438,-100.0,-100.0,-100.0
393444,-100.0,-100.0,-100.0
393469,-100.0,-100.0,-100.0
393473,-100.0,-100.0,-100.0
393486,-100.0,-100.0,-100.0
393489,-100.0,-100.0,-100.0
393503,-100.0,-100.0,-100.0
393507,-100.0,-100.0,-100.0
393519,-100.0,-100.0,-100.0
393522,-100.0,-100.0,-100.0
393536,-100.0,-100.0,-100.0
393539,-100.0,-100.0,-100.0
393552,-100.0,-100.0,-100.0
393555,-100.0,-100.0,-100.0
393570,-100.0,-100.0,-100.0
394070,-100.0,-100.0,-100.0
394086,-100.0,-100.0,-100.0
394089,-100.0,-100.0,-100.0
394102,-100.0,-100.0,-100.0
394105,-100.0,-100.0,-100.0
394119,-100.0,-100.0,-100.0
394121,-100.0,-100.0,-100.0
394136,-100.0,-100.0,-100.0
394138,-100.0,-100.0,-100.0
394152,-100.0,-100.0,-100.0
394155,-100.0,-100.0,-100.0
394170,-100.0,-100.0,-100.0
394177,-100.0,-100.0,-100.0
394186,-100.0,-100.0,-100.0
394189,-100.0,-100.0,-100.0
394202,-100.0,-100.0,-100.0
399151,-100.0,-100.0,-100.0
399168,-100.0,-100.0,-100.0
399171,-100.0,-100.0,-100.0
399184,-100.0,-100.0,-100.0
399188,-100.0,-100.0,-100.0
399201,-100.0,-100.0,-100.0
399203,-100.0,-100.0,-100.0
399217,-100.0,-100.0,-100.0
399220,-100.0,-100.0,-100.0
399234,-100.0,-100.0,-100.0
399237,-100.0,-100.0,-100.0
399250,-100.0,-100.0,-100.0
399253,-100.0,-100.0,-100.0
399267,-100.0,-100.0,-100.0
399271,-100.0,-100.0,-100.0
399284,-100.0,-100.0,-100.0
399287,-100.0,-100.0,-100.0
399301,-100.0,-100.0,-100.0
399901,-100.0,-100.0,-100.0
399917,-100.0,-100.0,-100.0
399921,-100.0,-100.0,-100.0
399934,-100.0,-100.0,-100.0
399938,-100.0,-100.0,-100.0
399950,-100.0,-100.0,-100.0
399953,-100.0,-100.0,-100.0
399967,-100.0,-100.0,-100.0
399970,-100.0,-100.0,-100.0
399984,-100.0,-100.0,-100.0
399988,-100.0,-100.0,-100.0
400000,-100.0,-100.0,-100.0
400003,-100.0,-100.0,-100.0
400017,-100.0,-100.0,-100.0
400021,-100.0,-100.0,-100.0
400034,-100.0,-100.0,-100.0
400484,-100.0,-100.0,-100.0
400501,-100.0,-100.0,-100.0
400503,-100.0,-100.0,-100.0
400517,-100.0,-100.0,-100.0
400520,-100.0,-100.0,-100.0
400533,-100.0,-100.0,-100.0
400535,-100.0,-100.0,-100.0
400550,-100.0,-100.0,-100.0
400552,-100.0,-100.0,-100.0
400567,-100.0,-100.0,-100.0
400570,-100.0,-100.0,-100.0
400583,-100.0,-100.0,-100.0
401967,-100.0,-100.0,-100.0
401983,-100.0,-100.0,-100.0
401986,-100.0,-100.0,-100.0
402000,-100.0,-100.0,-100.0
402001,-100.0,-100.0,-100.0
402017,-100.0,-100.0,-100.0
402020,-100.0,-100.0,-100.0
402033,-100.0,-100.0,-100.0
402035,-100.0,-100.0,-100.0
402050,-100.0,-100.0,-100.0
402051,-100.0,-100.0,-100.0
402066,-100.0,-100.0,-100.0
402068,-100.0,-100.0,-100.0
402083,-100.0,-100.0,-100.0
402085,-100.0,-100.0,-100.0
402100,-100.0,-100.0,-100.0
402103,-100.0,-100.0,-100.0
402116,-100.0,-100.0,-100.0
402118,-100.0,-100.0,-100.0
402133,-100.0,-100.0,-100.0
402135,-100.0,-100.0,-100.0
402150,-100.0,-100.0,-100.0
402367,-100.0,-100.0,-100.0
402384,-100.0,-100.0,-100.0
402387,-100.0,-100.0,-100.0
402400,-100.0,-100.0,-100.0
402406,-100.0,-100.0,-100.0
402433,-100.0,-100.0,-100.0
402437,-100.0,-100.0,-100.0
402450,-100.0,-100.0,-100.0
402453,-100.0,-100.0,-100.0
402466,-100.0,-100.0,-100.0
402467,-100.0,-100.0,-100.0
402483,-100.0,-100.0,-100.0
402484,-100.0,-100.0,-100.0
402501,-100.0,-100.0,-100.0
402507,-100.0,-100.0,-100.0
402516,-100.0,-100.0,-100.0
402750,-100.0,-100.0,-100.0
402767,-100.0,-100.0,-100.0
402770,-100.0,-100.0,-100.0
402783,-100.0,-100.0,-100.0
402784,-100.0,-100.0,-100.0
402799,-100.0,-100.0,-100.0
402801,-100.0,-100.0,-100.0
402816,-100.0,-100.0,-100.0
402819,-100.0,-100.0,-100.0
402833,-100.0,-100.0,-100.0
402835,-100.0,-100.0,-100.0
402849,-100.0,-100.0,-100.0
402854,-100.0,-100.0,-100.0
402866,-100.0,-100.0,-100.0
402868,-100.0,-100.0,-100.0
402883,-100.0,-100.0,-100.0
402884,-100.0,-100.0,-100.0
402899,-100.0,-100.0,-100.0
402903,-100.0,-100.0,-100.0
402916,-100.0,-100.0,-100.0
403999,-100.0,-100.0,-100.0
404016,-100.0,-100.0,-100.0
404020,-100.0,-100.0,-100.0
404032,-100.0,-100.0,-100.0
404034,-100.0,-100.0,-100.0
404049,-100.0,-100.0,-100.0
404052,-100.0,-100.0,-100.0
404065,-100.0,-100.0,-100.0
404067,-100.0,-100.0,-100.0
404082,-100.0,-100.0,-100.0
404084,-100.0,-100.0,-100.0
404100,-100.0,-100.0,-100.0
404106,-100.0,-100.0,-100.0
404116,-100.0,-100.0,-100.0
404383,-100.0,-100.0,-100.0
404399,-100.0,-100.0,-100.0
404402,-100.0,-100.0,-100.0
404416,-100.0,-100.0,-100.0
404418,-100.0,-100.0,-100.0
404432,-100.0,-100.0,-100.0
404436,-100.0,-100.0,-100.0
404449,-100.0,-100.0,-100.0
404455,-100.0,-100.0,-100.0
404482,-100.0,-100.0,-100.0
404487,-100.0,-100.0,-100.0
404499,-100.0,-100.0,-100.0
404503,-100.0,-100.0,-100.0
404516,-100.0,-100.0,-100.0
404519,-100.0,-100.0,-100.0
404539,-100.0,-100.0,-100.0
404572,-100.0,-100.0,-100.0
404607,-100.0,-100.0,-100.0
404617,-100.0,-100.0,-100.0
404625,-100.0,-100.0,-100.0
404633,-100.0,-100.0,-100.0
404637,-100.0,-100.0,-100.0
404648,-100.0,-100.0,-100.0
404649,-100.0,-100.0,-100.0
404653,-100.0,-100.0,-100.0
404665,-100.0,-100.0,-100.0
404666,-100.0,-100.0,-100.0
404669,-100.0,-100.0,-100.0
404682,-100.0,-100.0,-100.0
404686,-100.0,-100.0,-100.0
404699,-100.0,-100.0,-100.0
404701,-100.0,-100.0,-100.0
404703,-100.0,-100.0,-100.0
404715,-100.0,-100.0,-100.0
404736,-100.0,-100.0,-100.0
404759,-100.0,-100.0,-100.0
404806,-100.0,-100.0,-100.0
404818,-100.0,-100.0,-100.0
404824,-100.0,-100.0,-100.0
404834,-100.0,-100.0,-100.0
404837,-100.0,-100.0,-100.0
404840,-100.0,-100.0,-100.0
404849,-100.0,-100.0,-100.0
404853,-100.0,-100.0,-100.0
404865,-100.0,-100.0,-100.0
404866,-100.0,-100.0,-100.0
404868,-100.0,-100.0,-100.0
404882,-100.0,-100.0,-100.0
404884,-100.0,-100.0,-100.0
404899,-100.0,-100.0,-100.0
404900,-100.0,-100.0,-100.0
404901,-100.0,-100.0,-100.0
404917,-100.0,-100.0,-100.0
404923,-100.0,-100.0,-100.0
404950,-100.0,-100.0,-100.0
404976,-100.0,-100.0,-100.0
404994,-100.0,-100.0,-100.0
405032,-100.0,-100.0,-100.0
405067,-100.0,-100.0,-100.0
405174,-100.0,-100.0,-100.0
405222,-100.0,-100.0,-100.0
405260,-100.0,-100.0,-100.0
405279,-100.0,-100.0,-100.0
405318,-100.0,-100.0,-100.0
405384,-100.0,-100.0,-100.0
405401,-100.0,-100.0,-100.0
405406,-100.0,-100.0,-100.0
405433,-100.0,-100.0,-100.0
405442,-100.0,-100.0,-100.0
405465,-100.0,-100.0,-100.0
405470,-100.0,-100.0,-100.0
405482,-100.0,-100.0,-100.0
405486,-100.0,-100.0,-100.0
405499,-100.0,-100.0,-100.0
405503,-100.0,-100.0,-100.0
405516,-100.0,-100.0,-100.0
405827,-100.0,-100.0,-100.0
405848,-100.0,-100.0,-100.0
405885,-100.0,-100.0,-100.0
405896,-100.0,-100.0,-100.0
405919,-100.0,-100.0,-100.0
405925,-100.0,-100.0,-100.0
405955,-100.0,-100.0,-100.0
406198,-100.0,-100.0,-100.0
406215,-100.0,-100.0,-100.0
406218,-100.0,-100.0,-100.0
406232,-100.0,-100.0,-100.0
406233,-100.0,-100.0,-100.0
406248,-100.0,-100.0,-100.0
406250,-100.0,-100.0,-100.0
406265,-100.0,-100.0,-100.0
406269,-100.0,-100.0,-100.0
406282,-100.0,-100.0,-100.0
406288,-100.0,-100.0,-100.0
406316,-100.0,-100.0,-100.0
406322,-100.0,-100.0,-100.0
406349,-100.0,-100.0,-100.0
406566,-100.0,-100.0,-100.0
406583,-100.0,-100.0,-100.0
406586,-100.0,-100.0,-100.0
406598,-100.0,-100.0,-100.0
406602,-100.0,-100.0,-100.0
406615,-100.0,-100.0,-100.0
406617,-100.0,-100.0,-100.0
406631,-100.0,-100.0,-100.0
406633,-100.0,-100.0,-100.0
406648,-100.0,-100.0,-100.0
406650,-100.0,-100.0,-100.0
406665,-100.0,-100.0,-100.0
406669,-100.0,-100.0,-100.0
406681,-100.0,-100.0,-100.0
406998,-100.0,-100.0,-100.0
407015,-100.0,-100.0,-100.0
407019,-100.0,-100.0,-100.0
407031,-100.0,-100.0,-100.0
407033,-100.0,-100.0,-100.0
407048,-100.0,-100.0,-100.0
407050,-100.0,-100.0,-100.0
407065,-100.0,-100.0,-100.0
407068,-100.0,-100.0,-100.0
407082,-100.0,-100.0,-100.0
407083,-100.0,-100.0,-100.0
407098,-100.0,-100.0,-100.0
407102,-100.0,-100.0,-100.0
407114,-100.0,-100.0,-100.0
407116,-100.0,-100.0,-100.0
407131,-100.0,-100.0,-100.0
407648,-100.0,-100.0,-100.0
407665,-100.0,-100.0,-100.0
407669,-100.0,-100.0,-100.0
407681,-100.0,-100.0,-100.0
407685,-100.0,-100.0,-100.0
407699,-100.0,-100.0,-100.0
407705,-100.0,-100.0,-100.0
407731,-100.0,-100.0,-100.0
407734,-100.0,-100.0,-100.0
407748,-100.0,-100.0,-100.0
407751,-100.0,-100.0,-100.0
407764,-100.0,-100.0,-100.0
407768,-100.0,-100.0,-100.0
407781,-100.0,-100.0,-100.0
407783,-100.0,-100.0,-100.0
407798,-100.0,-100.0,-100.0
409219,-100.0,-100.0,-100.0
409257,-100.0,-100.0,-100.0
409289,-100.0,-100.0,-100.0
409324,-100.0,-100.0,-100.0
409349,-100.0,-100.0,-100.0
409365,-100.0,-100.0,-100.0
409403,-100.0,-100.0,-100.0
409471,-100.0,-100.0,-100.0
409507,-100.0,-100.0,-100.0
409526,-100.0,-100.0,-100.0
409531,-100.0,-100.0,-100.0
409549,-100.0,-100.0,-100.0
409566,-100.0,-100.0,-100.0
409585,-100.0,-100.0,-100.0
409601,-100.0,-100.0,-100.0
409618,-100.0,-100.0,-100.0
409723,-100.0,-100.0,-100.0
409743,-100.0,-100.0,-100.0
409759,-100.0,-100.0,-100.0
409767,-100.0,-100.0,-100.0
