,A1L7EVNM2HF85,A3ST8XFT4X93K,A3SLISG1IED7T
263100,-100.0,-100.0,-100.0
263104,-100.0,-100.0,-100.0
263106,-100.0,-100.0,-100.0
263121,-100.0,-100.0,-100.0
263122,-100.0,-100.0,-100.0
263137,-100.0,-100.0,-100.0
263138,-100.0,-100.0,-100.0
263139,-100.0,-100.0,-100.0
263154,-100.0,-100.0,-100.0
263156,-100.0,-100.0,-100.0
263159,-100.0,-100.0,-100.0
263171,-100.0,-100.0,-100.0
263173,-100.0,-100.0,-100.0
263174,-100.0,-100.0,-100.0
263187,-100.0,-100.0,-100.0
263189,-100.0,-100.0,-100.0
263193,-100.0,-100.0,-100.0
263201,-100.0,-100.0,-100.0
263204,-100.0,-100.0,-100.0
263205,-100.0,-100.0,-100.0
263221,-100.0,-100.0,-100.0
263225,-100.0,-100.0,-100.0
263294,-100.0,-100.0,-100.0
263314,-100.0,-100.0,-100.0
263334,-100.0,-100.0,-100.0
263352,-100.0,-100.0,-100.0
263372,-100.0,-100.0,-100.0
263386,-100.0,-100.0,-100.0
263395,-100.0,-100.0,-100.0
263408,-100.0,-100.0,-100.0
263428,-100.0,-100.0,-100.0
263511,-100.0,-100.0,-100.0
263530,-100.0,-100.0,-100.0
263551,-100.0,-100.0,-100.0
263568,-100.0,-100.0,-100.0
263584,-100.0,-100.0,-100.0
263601,-100.0,-100.0,-100.0
263619,-100.0,-100.0,-100.0
263623,-100.0,-100.0,-100.0
263642,-100.0,-100.0,-100.0
263658,-100.0,-100.0,-100.0
263729,-100.0,-100.0,-100.0
263746,-100.0,-100.0,-100.0
263763,-100.0,-100.0,-100.0
263781,-100.0,-100.0,-100.0
263798,-100.0,-100.0,-100.0
263816,-100.0,-100.0,-100.0
263823,-100.0,-100.0,-100.0
263839,-100.0,-100.0,-100.0
263860,-100.0,-100.0,-100.0
263929,-100.0,-100.0,-100.0
263945,-100.0,-100.0,-100.0
263975,-100.0,-100.0,-100.0
263992,-100.0,-100.0,-100.0
264008,-100.0,-100.0,-100.0
264024,-100.0,-100.0,-100.0
264039,-100.0,-100.0,-100.0
264047,-100.0,-100.0,-100.0
264062,-100.0,-100.0,-100.0
264149,-100.0,-100.0,-100.0
264164,-100.0,-100.0,-100.0
264181,-100.0,-100.0,-100.0
264199,-100.0,-100.0,-100.0
264216,-100.0,-100.0,-100.0
264234,-100.0,-100.0,-100.0
264253,-100.0,-100.0,-100.0
264257,-100.0,-100.0,-100.0
264277,-100.0,-100.0,-100.0
264345,-100.0,-100.0,-100.0
264354,-100.0,-100.0,-100.0
264364,-100.0,-100.0,-100.0
264371,-100.0,-100.0,-100.0
264374,-100.0,-100.0,-100.0
264383,-100.0,-100.0,-100.0
264387,-100.0,-100.0,-100.0
264391,-100.0,-100.0,-100.0
264400,-100.0,-100.0,-100.0
264404,-100.0,-100.0,-100.0
264406,-100.0,-100.0,-100.0
264420,-100.0,-100.0,-100.0
264421,-100.0,-100.0,-100.0
264426,-100.0,-100.0,-100.0
264435,-100.0,-100.0,-100.0
264437,-100.0,-100.0,-100.0
264439,-100.0,-100.0,-100.0
264452,-100.0,-100.0,-100.0
264454,-100.0,-100.0,-100.0
264455,-100.0,-100.0,-100.0
264468,-100.0,-100.0,-100.0
264470,-100.0,-100.0,-100.0
264471,-100.0,-100.0,-100.0
264476,-100.0,-100.0,-100.0
264487,-100.0,-100.0,-100.0
264489,-100.0,-100.0,-100.0
264504,-100.0,-100.0,-100.0
264507,-100.0,-100.0,-100.0
264520,-100.0,-100.0,-100.0
264522,-100.0,-100.0,-100.0
264537,-100.0,-100.0,-100.0
264538,-100.0,-100.0,-100.0
264544,-100.0,-100.0,-100.0
264554,-100.0,-100.0,-100.0
264563,-100.0,-100.0,-100.0
264581,-100.0,-100.0,-100.0
264596,-100.0,-100.0,-100.0
264616,-100.0,-100.0,-100.0
264632,-100.0,-100.0,-100.0
264650,-100.0,-100.0,-100.0
264668,-100.0,-100.0,-100.0
264674,-100.0,-100.0,-100.0
264691,-100.0,-100.0,-100.0
264761,-100.0,-100.0,-100.0
264771,-100.0,-100.0,-100.0
264781,-100.0,-100.0,-100.0
264787,-100.0,-100.0,-100.0
264790,-100.0,-100.0,-100.0
264799,-100.0,-100.0,-100.0
264803,-100.0,-100.0,-100.0
264805,-100.0,-100.0,-100.0
264814,-100.0,-100.0,-100.0
264820,-100.0,-100.0,-100.0
264822,-100.0,-100.0,-100.0
264834,-100.0,-100.0,-100.0
264837,-100.0,-100.0,-100.0
264840,-100.0,-100.0,-100.0
264852,-100.0,-100.0,-100.0
264853,-100.0,-100.0,-100.0
264855,-100.0,-100.0,-100.0
264868,-100.0,-100.0,-100.0
264870,-100.0,-100.0,-100.0
264872,-100.0,-100.0,-100.0
264887,-100.0,-100.0,-100.0
264888,-100.0,-100.0,-100.0
264889,-100.0,-100.0,-100.0
264901,-100.0,-100.0,-100.0
264903,-100.0,-100.0,-100.0
264907,-100.0,-100.0,-100.0
264926,-100.0,-100.0,-100.0
264978,-100.0,-100.0,-100.0
264994,-100.0,-100.0,-100.0
265012,-100.0,-100.0,-100.0
265032,-100.0,-100.0,-100.0
265049,-100.0,-100.0,-100.0
265066,-100.0,-100.0,-100.0
265085,-100.0,-100.0,-100.0
265099,-100.0,-100.0,-100.0
265108,-100.0,-100.0,-100.0
265124,-100.0,-100.0,-100.0
265143,-100.0,-100.0,-100.0
265144,-100.0,-100.0,-100.0
265620,-100.0,-100.0,-100.0
265637,-100.0,-100.0,-100.0
265641,-100.0,-100.0,-100.0
265653,-100.0,-100.0,-100.0
265656,-100.0,-100.0,-100.0
265670,-100.0,-100.0,-100.0
265674,-100.0,-100.0,-100.0
265687,-100.0,-100.0,-100.0
265688,-100.0,-100.0,-100.0
265703,-100.0,-100.0,-100.0
265704,-100.0,-100.0,-100.0
265720,-100.0,-100.0,-100.0
265722,-100.0,-100.0,-100.0
265736,-100.0,-100.0,-100.0
265739,-100.0,-100.0,-100.0
265754,-100.0,-100.0,-100.0
265760,-100.0,-100.0,-100.0
265770,-100.0,-100.0,-100.0
265772,-100.0,-100.0,-100.0
265787,-100.0,-100.0,-100.0
265789,-100.0,-100.0,-100.0
265803,-100.0,-100.0,-100.0
265870,-100.0,-100.0,-100.0
265888,-100.0,-100.0,-100.0
265894,-100.0,-100.0,-100.0
265903,-100.0,-100.0,-100.0
265906,-100.0,-100.0,-100.0
265920,-100.0,-100.0,-100.0
265923,-100.0,-100.0,-100.0
265936,-100.0,-100.0,-100.0
265938,-100.0,-100.0,-100.0
265953,-100.0,-100.0,-100.0
265955,-100.0,-100.0,-100.0
265970,-100.0,-100.0,-100.0
265971,-100.0,-100.0,-100.0
265986,-100.0,-100.0,-100.0
265988,-100.0,-100.0,-100.0
266003,-100.0,-100.0,-100.0
266054,-100.0,-100.0,-100.0
266070,-100.0,-100.0,-100.0
266072,-100.0,-100.0,-100.0
266087,-100.0,-100.0,-100.0
266093,-100.0,-100.0,-100.0
266103,-100.0,-100.0,-100.0
266106,-100.0,-100.0,-100.0
266120,-100.0,-100.0,-100.0
266123,-100.0,-100.0,-100.0
266136,-100.0,-100.0,-100.0
266141,-100.0,-100.0,-100.0
266153,-100.0,-100.0,-100.0
266155,-100.0,-100.0,-100.0
266170,-100.0,-100.0,-100.0
266173,-100.0,-100.0,-100.0
266186,-100.0,-100.0,-100.0
266188,-100.0,-100.0,-100.0
266206,-100.0,-100.0,-100.0
266353,-100.0,-100.0,-100.0
266370,-100.0,-100.0,-100.0
266373,-100.0,-100.0,-100.0
266386,-100.0,-100.0,-100.0
266388,-100.0,-100.0,-100.0
266403,-100.0,-100.0,-100.0
266404,-100.0,-100.0,-100.0
266420,-100.0,-100.0,-100.0
266423,-100.0,-100.0,-100.0
266436,-100.0,-100.0,-100.0
266439,-100.0,-100.0,-100.0
266453,-100.0,-100.0,-100.0
266455,-100.0,-100.0,-100.0
266469,-100.0,-100.0,-100.0
266553,-100.0,-100.0,-100.0
266570,-100.0,-100.0,-100.0
266572,-100.0,-100.0,-100.0
266587,-100.0,-100.0,-100.0
266593,-100.0,-100.0,-100.0
266603,-100.0,-100.0,-100.0
266605,-100.0,-100.0,-100.0
266619,-100.0,-100.0,-100.0
266622,-100.0,-100.0,-100.0
266637,-100.0,-100.0,-100.0
266643,-100.0,-100.0,-100.0
266653,-100.0,-100.0,-100.0
266657,-100.0,-100.0,-100.0
266669,-100.0,-100.0,-100.0
266673,-100.0,-100.0,-100.0
266686,-100.0,-100.0,-100.0
266688,-100.0,-100.0,-100.0
266703,-100.0,-100.0,-100.0
266920,-100.0,-100.0,-100.0
266937,-100.0,-100.0,-100.0
266939,-100.0,-100.0,-100.0
266954,-100.0,-100.0,-100.0
266960,-100.0,-100.0,-100.0
266970,-100.0,-100.0,-100.0
266973,-100.0,-100.0,-100.0
266986,-100.0,-100.0,-100.0
266987,-100.0,-100.0,-100.0
267003,-100.0,-100.0,-100.0
267007,-100.0,-100.0,-100.0
267013,-100.0,-100.0,-100.0
267019,-100.0,-100.0,-100.0
267022,-100.0,-100.0,-100.0
267032,-100.0,-100.0,-100.0
267036,-100.0,-100.0,-100.0
267038,-100.0,-100.0,-100.0
267053,-100.0,-100.0,-100.0
267054,-100.0,-100.0,-100.0
267069,-100.0,-100.0,-100.0
267112,-100.0,-100.0,-100.0
267120,-100.0,-100.0,-100.0
267123,-100.0,-100.0,-100.0
267136,-100.0,-100.0,-100.0
267139,-100.0,-100.0,-100.0
267153,-100.0,-100.0,-100.0
267155,-100.0,-100.0,-100.0
267169,-100.0,-100.0,-100.0
267173,-100.0,-100.0,-100.0
267176,-100.0,-100.0,-100.0
267186,-100.0,-100.0,-100.0
267187,-100.0,-100.0,-100.0
267190,-100.0,-100.0,-100.0
267203,-100.0,-100.0,-100.0
267204,-100.0,-100.0,-100.0
267219,-100.0,-100.0,-100.0
267221,-100.0,-100.0,-100.0
267236,-100.0,-100.0,-100.0
267237,-100.0,-100.0,-100.0
267253,-100.0,-100.0,-100.0
267264,-100.0,-100.0,-100.0
267295,-100.0,-100.0,-100.0
267357,-100.0,-100.0,-100.0
267384,-100.0,-100.0,-100.0
267447,-100.0,-100.0,-100.0
267462,-100.0,-100.0,-100.0
267485,-100.0,-100.0,-100.0
267497,-100.0,-100.0,-100.0
267503,-100.0,-100.0,-100.0
267519,-100.0,-100.0,-100.0
267522,-100.0,-100.0,-100.0
267536,-100.0,-100.0,-100.0
267537,-100.0,-100.0,-100.0
267553,-100.0,-100.0,-100.0
267554,-100.0,-100.0,-100.0
267555,-100.0,-100.0,-100.0
267569,-100.0,-100.0,-100.0
267572,-100.0,-100.0,-100.0
267573,-100.0,-100.0,-100.0
267586,-100.0,-100.0,-100.0
267590,-100.0,-100.0,-100.0
267592,-100.0,-100.0,-100.0
267602,-100.0,-100.0,-100.0
267605,-100.0,-100.0,-100.0
267609,-100.0,-100.0,-100.0
267619,-100.0,-100.0,-100.0
267621,-100.0,-100.0,-100.0
267636,-100.0,-100.0,-100.0
267638,-100.0,-100.0,-100.0
267653,-100.0,-100.0,-100.0
267654,-100.0,-100.0,-100.0
267662,-100.0,-100.0,-100.0
267669,-100.0,-100.0,-100.0
267676,-100.0,-100.0,-100.0
267721,-100.0,-100.0,-100.0
267737,-100.0,-100.0,-100.0
267791,-100.0,-100.0,-100.0
267807,-100.0,-100.0,-100.0
267830,-100.0,-100.0,-100.0
267837,-100.0,-100.0,-100.0
267845,-100.0,-100.0,-100.0
267853,-100.0,-100.0,-100.0
267856,-100.0,-100.0,-100.0
267869,-100.0,-100.0,-100.0
267871,-100.0,-100.0,-100.0
267886,-100.0,-100.0,-100.0
267887,-100.0,-100.0,-100.0
267899,-100.0,-100.0,-100.0
267902,-100.0,-100.0,-100.0
267905,-100.0,-100.0,-100.0
267916,-100.0,-100.0,-100.0
267919,-100.0,-100.0,-100.0
267923,-100.0,-100.0,-100.0
267936,-100.0,-100.0,-100.0
267937,-100.0,-100.0,-100.0
267953,-100.0,-100.0,-100.0
267956,-100.0,-100.0,-100.0
267969,-100.0,-100.0,-100.0
267970,-100.0,-100.0,-100.0
267971,-100.0,-100.0,-100.0
267986,-100.0,-100.0,-100.0
267988,-100.0,-100.0,-100.0
267990,-100.0,-100.0,-100.0
268002,-100.0,-100.0,-100.0
268009,-100.0,-100.0,-100.0
268028,-100.0,-100.0,-100.0
268076,-100.0,-100.0,-100.0
268091,-100.0,-100.0,-100.0
268156,-100.0,-100.0,-100.0
268171,-100.0,-100.0,-100.0
268224,-100.0,-100.0,-100.0
268248,-100.0,-100.0,-100.0
268265,-100.0,-100.0,-100.0
268282,-100.0,-100.0,-100.0
268338,-100.0,-100.0,-100.0
268339,-100.0,-100.0,-100.0
268352,-100.0,-100.0,-100.0
268353,-100.0,-100.0,-100.0
268356,-100.0,-100.0,-100.0
268369,-100.0,-100.0,-100.0
268371,-100.0,-100.0,-100.0
268374,-100.0,-100.0,-100.0
268386,-100.0,-100.0,-100.0
268390,-100.0,-100.0,-100.0
268402,-100.0,-100.0,-100.0
268405,-100.0,-100.0,-100.0
268419,-100.0,-100.0,-100.0
268422,-100.0,-100.0,-100.0
268436,-100.0,-100.0,-100.0
268437,-100.0,-100.0,-100.0
268444,-100.0,-100.0,-100.0
268452,-100.0,-100.0,-100.0
268454,-100.0,-100.0,-100.0
268460,-100.0,-100.0,-100.0
268470,-100.0,-100.0,-100.0
268476,-100.0,-100.0,-100.0
268486,-100.0,-100.0,-100.0
268509,-100.0,-100.0,-100.0
268530,-100.0,-100.0,-100.0
268553,-100.0,-100.0,-100.0
268576,-100.0,-100.0,-100.0
268619,-100.0,-100.0,-100.0
268630,-100.0,-100.0,-100.0
268638,-100.0,-100.0,-100.0
268643,-100.0,-100.0,-100.0
268649,-100.0,-100.0,-100.0
268669,-100.0,-100.0,-100.0
268672,-100.0,-100.0,-100.0
268673,-100.0,-100.0,-100.0
268686,-100.0,-100.0,-100.0
268687,-100.0,-100.0,-100.0
268689,-100.0,-100.0,-100.0
268702,-100.0,-100.0,-100.0
268704,-100.0,-100.0,-100.0
268719,-100.0,-100.0,-100.0
268723,-100.0,-100.0,-100.0
268736,-100.0,-100.0,-100.0
268741,-100.0,-100.0,-100.0
268755,-100.0,-100.0,-100.0
268805,-100.0,-100.0,-100.0
268819,-100.0,-100.0,-100.0
268881,-100.0,-100.0,-100.0
268892,-100.0,-100.0,-100.0
268944,-100.0,-100.0,-100.0
268962,-100.0,-100.0,-100.0
268989,-100.0,-100.0,-100.0
269005,-100.0,-100.0,-100.0
269059,-100.0,-100.0,-100.0
269074,-100.0,-100.0,-100.0
269102,-100.0,-100.0,-100.0
269119,-100.0,-100.0,-100.0
269121,-100.0,-100.0,-100.0
269135,-100.0,-100.0,-100.0
269137,-100.0,-100.0,-100.0
269142,-100.0,-100.0,-100.0
269152,-100.0,-100.0,-100.0
269153,-100.0,-100.0,-100.0
269165,-100.0,-100.0,-100.0
269169,-100.0,-100.0,-100.0
269172,-100.0,-100.0,-100.0
269185,-100.0,-100.0,-100.0
269187,-100.0,-100.0,-100.0
269202,-100.0,-100.0,-100.0
269203,-100.0,-100.0,-100.0
269211,-100.0,-100.0,-100.0
269219,-100.0,-100.0,-100.0
269220,-100.0,-100.0,-100.0
269227,-100.0,-100.0,-100.0
269235,-100.0,-100.0,-100.0
269278,-100.0,-100.0,-100.0
269295,-100.0,-100.0,-100.0
269315,-100.0,-100.0,-100.0
269331,-100.0,-100.0,-100.0
269357,-100.0,-100.0,-100.0
269376,-100.0,-100.0,-100.0
269431,-100.0,-100.0,-100.0
269446,-100.0,-100.0,-100.0
269507,-100.0,-100.0,-100.0
269523,-100.0,-100.0,-100.0
269580,-100.0,-100.0,-100.0
269596,-100.0,-100.0,-100.0
269644,-100.0,-100.0,-100.0
269662,-100.0,-100.0,-100.0
269715,-100.0,-100.0,-100.0
269730,-100.0,-100.0,-100.0
269779,-100.0,-100.0,-100.0
269795,-100.0,-100.0,-100.0
269853,-100.0,-100.0,-100.0
269881,-100.0,-100.0,-100.0
269902,-100.0,-100.0,-100.0
269927,-100.0,-100.0,-100.0
269989,-100.0,-100.0,-100.0
270003,-100.0,-100.0,-100.0
270059,-100.0,-100.0,-100.0
270072,-100.0,-100.0,-100.0
270099,-100.0,-100.0,-100.0
270126,-100.0,-100.0,-100.0
270182,-100.0,-100.0,-100.0
270198,-100.0,-100.0,-100.0
270202,-100.0,-100.0,-100.0
270219,-100.0,-100.0,-100.0
270221,-100.0,-100.0,-100.0
270235,-100.0,-100.0,-100.0
270236,-100.0,-100.0,-100.0
270252,-100.0,-100.0,-100.0
270255,-100.0,-100.0,-100.0
270257,-100.0,-100.0,-100.0
270268,-100.0,-100.0,-100.0
270270,-100.0,-100.0,-100.0
270272,-100.0,-100.0,-100.0
270285,-100.0,-100.0,-100.0
270287,-100.0,-100.0,-100.0
270302,-100.0,-100.0,-100.0
270303,-100.0,-100.0,-100.0
270318,-100.0,-100.0,-100.0
270320,-100.0,-100.0,-100.0
270329,-100.0,-100.0,-100.0
270335,-100.0,-100.0,-100.0
270338,-100.0,-100.0,-100.0
270342,-100.0,-100.0,-100.0
270352,-100.0,-100.0,-100.0
270353,-100.0,-100.0,-100.0
270364,-100.0,-100.0,-100.0
270370,-100.0,-100.0,-100.0
270383,-100.0,-100.0,-100.0
270410,-100.0,-100.0,-100.0
270429,-100.0,-100.0,-100.0
270452,-100.0,-100.0,-100.0
270469,-100.0,-100.0,-100.0
270471,-100.0,-100.0,-100.0
270485,-100.0,-100.0,-100.0
270487,-100.0,-100.0,-100.0
270489,-100.0,-100.0,-100.0
270502,-100.0,-100.0,-100.0
270503,-100.0,-100.0,-100.0
270508,-100.0,-100.0,-100.0
270518,-100.0,-100.0,-100.0
270521,-100.0,-100.0,-100.0
270535,-100.0,-100.0,-100.0
270537,-100.0,-100.0,-100.0
270552,-100.0,-100.0,-100.0
270563,-100.0,-100.0,-100.0
270580,-100.0,-100.0,-100.0
270636,-100.0,-100.0,-100.0
270651,-100.0,-100.0,-100.0
270652,-100.0,-100.0,-100.0
270669,-100.0,-100.0,-100.0
270672,-100.0,-100.0,-100.0
270686,-100.0,-100.0,-100.0
270691,-100.0,-100.0,-100.0
270698,-100.0,-100.0,-100.0
270713,-100.0,-100.0,-100.0
270718,-100.0,-100.0,-100.0
270720,-100.0,-100.0,-100.0
270735,-100.0,-100.0,-100.0
270736,-100.0,-100.0,-100.0
270751,-100.0,-100.0,-100.0
270754,-100.0,-100.0,-100.0
270766,-100.0,-100.0,-100.0
270768,-100.0,-100.0,-100.0
270770,-100.0,-100.0,-100.0
270785,-100.0,-100.0,-100.0
270786,-100.0,-100.0,-100.0
270787,-100.0,-100.0,-100.0
271085,-100.0,-100.0,-100.0
271102,-100.0,-100.0,-100.0
271104,-100.0,-100.0,-100.0
271118,-100.0,-100.0,-100.0
271120,-100.0,-100.0,-100.0
271135,-100.0,-100.0,-100.0
271136,-100.0,-100.0,-100.0
271151,-100.0,-100.0,-100.0
271154,-100.0,-100.0,-100.0
271169,-100.0,-100.0,-100.0
271175,-100.0,-100.0,-100.0
271185,-100.0,-100.0,-100.0
273368,-100.0,-100.0,-100.0
273384,-100.0,-100.0,-100.0
273387,-100.0,-100.0,-100.0
273401,-100.0,-100.0,-100.0
273402,-100.0,-100.0,-100.0
273417,-100.0,-100.0,-100.0
273419,-100.0,-100.0,-100.0
273434,-100.0,-100.0,-100.0
273437,-100.0,-100.0,-100.0
273451,-100.0,-100.0,-100.0
273452,-100.0,-100.0,-100.0
273467,-100.0,-100.0,-100.0
273469,-100.0,-100.0,-100.0
273484,-100.0,-100.0,-100.0
273486,-100.0,-100.0,-100.0
273500,-100.0,-100.0,-100.0
273502,-100.0,-100.0,-100.0
273517,-100.0,-100.0,-100.0
273521,-100.0,-100.0,-100.0
273534,-100.0,-100.0,-100.0
273535,-100.0,-100.0,-100.0
273550,-100.0,-100.0,-100.0
274253,-100.0,-100.0,-100.0
274269,-100.0,-100.0,-100.0
274273,-100.0,-100.0,-100.0
274284,-100.0,-100.0,-100.0
274286,-100.0,-100.0,-100.0
274300,-100.0,-100.0,-100.0
274302,-100.0,-100.0,-100.0
274317,-100.0,-100.0,-100.0
274318,-100.0,-100.0,-100.0
274334,-100.0,-100.0,-100.0
274336,-100.0,-100.0,-100.0
274350,-100.0,-100.0,-100.0
274354,-100.0,-100.0,-100.0
274367,-100.0,-100.0,-100.0
274369,-100.0,-100.0,-100.0
274384,-100.0,-100.0,-100.0
274390,-100.0,-100.0,-100.0
274401,-100.0,-100.0,-100.0
275500,-100.0,-100.0,-100.0
275517,-100.0,-100.0,-100.0
275520,-100.0,-100.0,-100.0
275533,-100.0,-100.0,-100.0
275535,-100.0,-100.0,-100.0
275551,-100.0,-100.0,-100.0
275557,-100.0,-100.0,-100.0
275567,-100.0,-100.0,-100.0
275571,-100.0,-100.0,-100.0
275583,-100.0,-100.0,-100.0
275585,-100.0,-100.0,-100.0
275600,-100.0,-100.0,-100.0
275603,-100.0,-100.0,-100.0
275616,-100.0,-100.0,-100.0
275618,-100.0,-100.0,-100.0
275633,-100.0,-100.0,-100.0
275635,-100.0,-100.0,-100.0
275650,-100.0,-100.0,-100.0
275651,-100.0,-100.0,-100.0
275667,-100.0,-100.0,-100.0
280832,-100.0,-100.0,-100.0
280849,-100.0,-100.0,-100.0
280852,-100.0,-100.0,-100.0
280865,-100.0,-100.0,-100.0
280867,-100.0,-100.0,-100.0
280881,-100.0,-100.0,-100.0
280884,-100.0,-100.0,-100.0
280898,-100.0,-100.0,-100.0
280901,-100.0,-100.0,-100.0
280915,-100.0,-100.0,-100.0
280917,-100.0,-100.0,-100.0
280931,-100.0,-100.0,-100.0
280935,-100.0,-100.0,-100.0
280948,-100.0,-100.0,-100.0
280950,-100.0,-100.0,-100.0
280965,-100.0,-100.0,-100.0
280967,-100.0,-100.0,-100.0
280981,-100.0,-100.0,-100.0
280985,-100.0,-100.0,-100.0
280998,-100.0,-100.0,-100.0
281232,-100.0,-100.0,-100.0
281249,-100.0,-100.0,-100.0
281253,-100.0,-100.0,-100.0
281265,-100.0,-100.0,-100.0
281268,-100.0,-100.0,-100.0
281281,-100.0,-100.0,-100.0
281283,-100.0,-100.0,-100.0
281298,-100.0,-100.0,-100.0
281300,-100.0,-100.0,-100.0
281315,-100.0,-100.0,-100.0
281317,-100.0,-100.0,-100.0
281331,-100.0,-100.0,-100.0
281433,-100.0,-100.0,-100.0
281448,-100.0,-100.0,-100.0
281451,-100.0,-100.0,-100.0
281465,-100.0,-100.0,-100.0
281472,-100.0,-100.0,-100.0
281481,-100.0,-100.0,-100.0
281484,-100.0,-100.0,-100.0
281498,-100.0,-100.0,-100.0
281500,-100.0,-100.0,-100.0
281514,-100.0,-100.0,-100.0
281518,-100.0,-100.0,-100.0
281531,-100.0,-100.0,-100.0
281533,-100.0,-100.0,-100.0
281548,-100.0,-100.0,-100.0
281551,-100.0,-100.0,-100.0
281564,-100.0,-100.0,-100.0
281715,-100.0,-100.0,-100.0
281731,-100.0,-100.0,-100.0
281734,-100.0,-100.0,-100.0
281748,-100.0,-100.0,-100.0
281751,-100.0,-100.0,-100.0
281764,-100.0,-100.0,-100.0
281769,-100.0,-100.0,-100.0
281781,-100.0,-100.0,-100.0
281783,-100.0,-100.0,-100.0
281798,-100.0,-100.0,-100.0
281800,-100.0,-100.0,-100.0
281815,-100.0,-100.0,-100.0
281823,-100.0,-100.0,-100.0
281831,-100.0,-100.0,-100.0
282200,-100.0,-100.0,-100.0
282216,-100.0,-100.0,-100.0
282218,-100.0,-100.0,-100.0
282231,-100.0,-100.0,-100.0
282234,-100.0,-100.0,-100.0
282248,-100.0,-100.0,-100.0
282251,-100.0,-100.0,-100.0
282264,-100.0,-100.0,-100.0
282268,-100.0,-100.0,-100.0
282281,-100.0,-100.0,-100.0
282284,-100.0,-100.0,-100.0
282298,-100.0,-100.0,-100.0
282300,-100.0,-100.0,-100.0
282315,-100.0,-100.0,-100.0
282321,-100.0,-100.0,-100.0
282331,-100.0,-100.0,-100.0
283564,-100.0,-100.0,-100.0
283581,-100.0,-100.0,-100.0
283585,-100.0,-100.0,-100.0
283597,-100.0,-100.0,-100.0
283601,-100.0,-100.0,-100.0
283614,-100.0,-100.0,-100.0
283617,-100.0,-100.0,-100.0
283630,-100.0,-100.0,-100.0
283633,-100.0,-100.0,-100.0
283647,-100.0,-100.0,-100.0
283998,-100.0,-100.0,-100.0
284017,-100.0,-100.0,-100.0
284023,-100.0,-100.0,-100.0
284047,-100.0,-100.0,-100.0
284051,-100.0,-100.0,-100.0
284064,-100.0,-100.0,-100.0
284067,-100.0,-100.0,-100.0
284080,-100.0,-100.0,-100.0
284083,-100.0,-100.0,-100.0
284097,-100.0,-100.0,-100.0
284100,-100.0,-100.0,-100.0
284113,-100.0,-100.0,-100.0
284116,-100.0,-100.0,-100.0
284130,-100.0,-100.0,-100.0
284364,-100.0,-100.0,-100.0
284380,-100.0,-100.0,-100.0
284383,-100.0,-100.0,-100.0
284397,-100.0,-100.0,-100.0
284400,-100.0,-100.0,-100.0
284413,-100.0,-100.0,-100.0
284416,-100.0,-100.0,-100.0
284431,-100.0,-100.0,-100.0
284438,-100.0,-100.0,-100.0
284447,-100.0,-100.0,-100.0
284452,-100.0,-100.0,-100.0
284463,-100.0,-100.0,-100.0
284466,-100.0,-100.0,-100.0
284480,-100.0,-100.0,-100.0
284484,-100.0,-100.0,-100.0
284497,-100.0,-100.0,-100.0
284500,-100.0,-100.0,-100.0
284514,-100.0,-100.0,-100.0
292461,-100.0,-100.0,-100.0
292478,-100.0,-100.0,-100.0
292481,-100.0,-100.0,-100.0
292494,-100.0,-100.0,-100.0
292496,-100.0,-100.0,-100.0
292511,-100.0,-100.0,-100.0
292512,-100.0,-100.0,-100.0
292528,-100.0,-100.0,-100.0
292531,-100.0,-100.0,-100.0
292544,-100.0,-100.0,-100.0
292545,-100.0,-100.0,-100.0
292561,-100.0,-100.0,-100.0
292564,-100.0,-100.0,-100.0
292577,-100.0,-100.0,-100.0
292580,-100.0,-100.0,-100.0
292594,-100.0,-100.0,-100.0
292595,-100.0,-100.0,-100.0
292611,-100.0,-100.0,-100.0
292614,-100.0,-100.0,-100.0
292630,-100.0,-100.0,-100.0
292761,-100.0,-100.0,-100.0
292781,-100.0,-100.0,-100.0
292787,-100.0,-100.0,-100.0
292811,-100.0,-100.0,-100.0
292814,-100.0,-100.0,-100.0
292827,-100.0,-100.0,-100.0
292831,-100.0,-100.0,-100.0
292844,-100.0,-100.0,-100.0
292946,-100.0,-100.0,-100.0
292963,-100.0,-100.0,-100.0
292967,-100.0,-100.0,-100.0
292978,-100.0,-100.0,-100.0
292979,-100.0,-100.0,-100.0
292994,-100.0,-100.0,-100.0
292996,-100.0,-100.0,-100.0
293011,-100.0,-100.0,-100.0
293013,-100.0,-100.0,-100.0
293027,-100.0,-100.0,-100.0
293031,-100.0,-100.0,-100.0
293044,-100.0,-100.0,-100.0
293046,-100.0,-100.0,-100.0
293061,-100.0,-100.0,-100.0
294127,-100.0,-100.0,-100.0
294144,-100.0,-100.0,-100.0
294147,-100.0,-100.0,-100.0
294160,-100.0,-100.0,-100.0
294164,-100.0,-100.0,-100.0
294177,-100.0,-100.0,-100.0
294180,-100.0,-100.0,-100.0
294193,-100.0,-100.0,-100.0
294197,-100.0,-100.0,-100.0
294210,-100.0,-100.0,-100.0
294212,-100.0,-100.0,-100.0
294227,-100.0,-100.0,-100.0
294229,-100.0,-100.0,-100.0
294244,-100.0,-100.0,-100.0
294251,-100.0,-100.0,-100.0
294260,-100.0,-100.0,-100.0
294264,-100.0,-100.0,-100.0
294277,-100.0,-100.0,-100.0
294677,-100.0,-100.0,-100.0
