,A141CB4BKDYKD,AOSBRJKYSSGDA_x,AOEGJLWFISOZQ,AW62F9SMXXTFH,ACM1CEGHXTKZP
19599,-100.0,-100.0,-100.0,-100.0,-100.0
19629,-100.0,-100.0,-100.0,-100.0,-100.0
19647,-100.0,-100.0,-100.0,-100.0,-100.0
19686,-100.0,-100.0,-100.0,-100.0,-100.0
19714,-100.0,-100.0,-100.0,-100.0,-100.0
19722,-100.0,-100.0,-100.0,-100.0,-100.0
19756,-100.0,-100.0,-100.0,-100.0,-100.0
19788,-100.0,-100.0,-100.0,-100.0,-100.0
19966,-100.0,-100.0,-100.0,-100.0,-100.0
20002,-100.0,-100.0,-100.0,-100.0,-100.0
20044,-100.0,-100.0,-100.0,-100.0,-100.0
20050,-100.0,-100.0,-100.0,-100.0,-100.0
20074,-100.0,-100.0,-100.0,-100.0,-100.0
20291,-100.0,-100.0,-100.0,-100.0,-100.0
20307,-100.0,-100.0,-100.0,-100.0,-100.0
20465,-100.0,-100.0,-100.0,-100.0,-100.0
20516,-100.0,-100.0,-100.0,-100.0,-100.0
20683,-100.0,-100.0,-100.0,-100.0,-100.0
20722,-100.0,-100.0,-100.0,-100.0,-100.0
20724,-100.0,-100.0,-100.0,-100.0,-100.0
20740,-100.0,-100.0,-100.0,-100.0,-100.0
20750,-100.0,-100.0,-100.0,-100.0,-100.0
20783,-100.0,-100.0,-100.0,-100.0,-100.0
20793,-100.0,-100.0,-100.0,-100.0,-100.0
20796,-100.0,-100.0,-100.0,-100.0,-100.0
20816,-100.0,-100.0,-100.0,-100.0,-100.0
20850,-100.0,-100.0,-100.0,-100.0,-100.0
20898,-100.0,-100.0,-100.0,-100.0,-100.0
20915,-100.0,-100.0,-100.0,-100.0,-100.0
20933,-100.0,-100.0,-100.0,-100.0,-100.0
20957,-100.0,-100.0,-100.0,-100.0,-100.0
20963,-100.0,-100.0,-100.0,-100.0,-100.0
21132,-100.0,-100.0,-100.0,-100.0,-100.0
21136,-100.0,-100.0,-100.0,-100.0,-100.0
21155,-100.0,-100.0,-100.0,-100.0,-100.0
21167,-100.0,-100.0,-100.0,-100.0,-100.0
21210,-100.0,-100.0,-100.0,-100.0,-100.0
21252,-100.0,-100.0,-100.0,-100.0,-100.0
21363,-100.0,-100.0,-100.0,-100.0,-100.0
21377,-100.0,-100.0,-100.0,-100.0,-100.0
21416,-100.0,-100.0,-100.0,-100.0,-100.0
21439,-100.0,-100.0,-100.0,-100.0,-100.0
21572,-100.0,-100.0,-100.0,-100.0,-100.0
21601,-100.0,-100.0,-100.0,-100.0,-100.0
21621,-100.0,-100.0,-100.0,-100.0,-100.0
21697,-100.0,-100.0,-100.0,-100.0,-100.0
21727,-100.0,-100.0,-100.0,-100.0,-100.0
21775,-100.0,-100.0,-100.0,-100.0,-100.0
21786,-100.0,-100.0,-100.0,-100.0,-100.0
21838,-100.0,-100.0,-100.0,-100.0,-100.0
21839,-100.0,-100.0,-100.0,-100.0,-100.0
21854,-100.0,-100.0,-100.0,-100.0,-100.0
21856,-100.0,-100.0,-100.0,-100.0,-100.0
21879,-100.0,-100.0,-100.0,-100.0,-100.0
21925,-100.0,-100.0,-100.0,-100.0,-100.0
22028,-100.0,-100.0,-100.0,-100.0,-100.0
22056,-100.0,-100.0,-100.0,-100.0,-100.0
22064,-100.0,-100.0,-100.0,-100.0,-100.0
22068,-100.0,-100.0,-100.0,-100.0,-100.0
22076,-100.0,-100.0,-100.0,-100.0,-100.0
22092,-100.0,-100.0,-100.0,-100.0,-100.0
22104,-100.0,-100.0,-100.0,-100.0,-100.0
22128,-100.0,-100.0,-100.0,-100.0,-100.0
22133,-100.0,-100.0,-100.0,-100.0,-100.0
22151,-100.0,-100.0,-100.0,-100.0,-100.0
22172,-100.0,-100.0,-100.0,-100.0,-100.0
22185,-100.0,-100.0,-100.0,-100.0,-100.0
22204,-100.0,-100.0,-100.0,-100.0,-100.0
22233,-100.0,-100.0,-100.0,-100.0,-100.0
22260,-100.0,-100.0,-100.0,-100.0,-100.0
22275,-100.0,-100.0,-100.0,-100.0,-100.0
22286,-100.0,-100.0,-100.0,-100.0,-100.0
22293,-100.0,-100.0,-100.0,-100.0,-100.0
22319,-100.0,-100.0,-100.0,-100.0,-100.0
22321,-100.0,-100.0,-100.0,-100.0,-100.0
22337,-100.0,-100.0,-100.0,-100.0,-100.0
22370,-100.0,-100.0,-100.0,-100.0,-100.0
22375,-100.0,-100.0,-100.0,-100.0,-100.0
22388,-100.0,-100.0,-100.0,-100.0,-100.0
22420,-100.0,-100.0,-100.0,-100.0,-100.0
22454,-100.0,-100.0,-100.0,-100.0,-100.0
22482,-100.0,-100.0,-100.0,-100.0,-100.0
22498,-100.0,-100.0,-100.0,-100.0,-100.0
22518,-100.0,-100.0,-100.0,-100.0,-100.0
22521,-100.0,-100.0,-100.0,-100.0,-100.0
22535,-100.0,-100.0,-100.0,-100.0,-100.0
22542,-100.0,-100.0,-100.0,-100.0,-100.0
22550,-100.0,-100.0,-100.0,-100.0,-100.0
22653,-100.0,-100.0,-100.0,-100.0,-100.0
22682,-100.0,-100.0,-100.0,-100.0,-100.0
22707,-100.0,-100.0,-100.0,-100.0,-100.0
22742,-100.0,-100.0,-100.0,-100.0,-100.0
22752,-100.0,-100.0,-100.0,-100.0,-100.0
22774,-100.0,-100.0,-100.0,-100.0,-100.0
22783,-100.0,-100.0,-100.0,-100.0,-100.0
22839,-100.0,-100.0,-100.0,-100.0,-100.0
22866,-100.0,-100.0,-100.0,-100.0,-100.0
22903,-100.0,-100.0,-100.0,-100.0,-100.0
22941,-100.0,-100.0,-100.0,-100.0,-100.0
22988,-100.0,-100.0,-100.0,-100.0,-100.0
22991,-100.0,-100.0,-100.0,-100.0,-100.0
22999,-100.0,-100.0,-100.0,-100.0,-100.0
23022,-100.0,-100.0,-100.0,-100.0,-100.0
23053,-100.0,-100.0,-100.0,-100.0,-100.0
23087,-100.0,-100.0,-100.0,-100.0,-100.0
23124,-100.0,-100.0,-100.0,-100.0,-100.0
23179,-100.0,-100.0,-100.0,-100.0,-100.0
23224,-100.0,-100.0,-100.0,-100.0,-100.0
23230,-100.0,-100.0,-100.0,-100.0,-100.0
23254,-100.0,-100.0,-100.0,-100.0,-100.0
23445,-100.0,-100.0,-100.0,-100.0,-100.0
23466,-100.0,-100.0,-100.0,-100.0,-100.0
23645,-100.0,-100.0,-100.0,-100.0,-100.0
23683,-100.0,-100.0,-100.0,-100.0,-100.0
23813,-100.0,-100.0,-100.0,-100.0,-100.0
23840,-100.0,-100.0,-100.0,-100.0,-100.0
23888,-100.0,-100.0,-100.0,-100.0,-100.0
23956,-100.0,-100.0,-100.0,-100.0,-100.0
24048,-100.0,-100.0,-100.0,-100.0,-100.0
24077,-100.0,-100.0,-100.0,-100.0,-100.0
24115,-100.0,-100.0,-100.0,-100.0,-100.0
24216,-100.0,-100.0,-100.0,-100.0,-100.0
24258,-100.0,-100.0,-100.0,-100.0,-100.0
24288,-100.0,-100.0,-100.0,-100.0,-100.0
24303,-100.0,-100.0,-100.0,-100.0,-100.0
24336,-100.0,-100.0,-100.0,-100.0,-100.0
24376,-100.0,-100.0,-100.0,-100.0,-100.0
24409,-100.0,-100.0,-100.0,-100.0,-100.0
24427,-100.0,-100.0,-100.0,-100.0,-100.0
24462,-100.0,-100.0,-100.0,-100.0,-100.0
24531,-100.0,-100.0,-100.0,-100.0,-100.0
24551,-100.0,-100.0,-100.0,-100.0,-100.0
24588,-100.0,-100.0,-100.0,-100.0,-100.0
24591,-100.0,-100.0,-100.0,-100.0,-100.0
24601,-100.0,-100.0,-100.0,-100.0,-100.0
24618,-100.0,-100.0,-100.0,-100.0,-100.0
24649,-100.0,-100.0,-100.0,-100.0,-100.0
24685,-100.0,-100.0,-100.0,-100.0,-100.0
24754,-100.0,-100.0,-100.0,-100.0,-100.0
24775,-100.0,-100.0,-100.0,-100.0,-100.0
24810,-100.0,-100.0,-100.0,-100.0,-100.0
24837,-100.0,-100.0,-100.0,-100.0,-100.0
24871,-100.0,-100.0,-100.0,-100.0,-100.0
24912,-100.0,-100.0,-100.0,-100.0,-100.0
24952,-100.0,-100.0,-100.0,-100.0,-100.0
24984,-100.0,-100.0,-100.0,-100.0,-100.0
25000,-100.0,-100.0,-100.0,-100.0,-100.0
25060,-100.0,-100.0,-100.0,-100.0,-100.0
25088,-100.0,-100.0,-100.0,-100.0,-100.0
25127,-100.0,-100.0,-100.0,-100.0,-100.0
25182,-100.0,-100.0,-100.0,-100.0,-100.0
25207,-100.0,-100.0,-100.0,-100.0,-100.0
25214,-100.0,-100.0,-100.0,-100.0,-100.0
25272,-100.0,-100.0,-100.0,-100.0,-100.0
25309,-100.0,-100.0,-100.0,-100.0,-100.0
25386,-100.0,-100.0,-100.0,-100.0,-100.0
25387,-100.0,-100.0,-100.0,-100.0,-100.0
25405,-100.0,-100.0,-100.0,-100.0,-100.0
25465,-100.0,-100.0,-100.0,-100.0,-100.0
25495,-100.0,-100.0,-100.0,-100.0,-100.0
25530,-100.0,-100.0,-100.0,-100.0,-100.0
25564,-100.0,-100.0,-100.0,-100.0,-100.0
25597,-100.0,-100.0,-100.0,-100.0,-100.0
25614,-100.0,-100.0,-100.0,-100.0,-100.0
25669,-100.0,-100.0,-100.0,-100.0,-100.0
25703,-100.0,-100.0,-100.0,-100.0,-100.0
25718,-100.0,-100.0,-100.0,-100.0,-100.0
25763,-100.0,-100.0,-100.0,-100.0,-100.0
25816,-100.0,-100.0,-100.0,-100.0,-100.0
25854,-100.0,-100.0,-100.0,-100.0,-100.0
25866,-100.0,-100.0,-100.0,-100.0,-100.0
25920,-100.0,-100.0,-100.0,-100.0,-100.0
25950,-100.0,-100.0,-100.0,-100.0,-100.0
25987,-100.0,-100.0,-100.0,-100.0,-100.0
26023,-100.0,-100.0,-100.0,-100.0,-100.0
26046,-100.0,-100.0,-100.0,-100.0,-100.0
26227,-100.0,-100.0,-100.0,-100.0,-100.0
26249,-100.0,-100.0,-100.0,-100.0,-100.0
26436,-100.0,-100.0,-100.0,-100.0,-100.0
26471,-100.0,-100.0,-100.0,-100.0,-100.0
26608,-100.0,-100.0,-100.0,-100.0,-100.0
26642,-100.0,-100.0,-100.0,-100.0,-100.0
26651,-100.0,-100.0,-100.0,-100.0,-100.0
26671,-100.0,-100.0,-100.0,-100.0,-100.0
26681,-100.0,-100.0,-100.0,-100.0,-100.0
26709,-100.0,-100.0,-100.0,-100.0,-100.0
26731,-100.0,-100.0,-100.0,-100.0,-100.0
26872,-100.0,-100.0,-100.0,-100.0,-100.0
26875,-100.0,-100.0,-100.0,-100.0,-100.0
26902,-100.0,-100.0,-100.0,-100.0,-100.0
27005,-100.0,-100.0,-100.0,-100.0,-100.0
27100,-100.0,-100.0,-100.0,-100.0,-100.0
27115,-100.0,-100.0,-100.0,-100.0,-100.0
27125,-100.0,-100.0,-100.0,-100.0,-100.0
27137,-100.0,-100.0,-100.0,-100.0,-100.0
27219,-100.0,-100.0,-100.0,-100.0,-100.0
27249,-100.0,-100.0,-100.0,-100.0,-100.0
27301,-100.0,-100.0,-100.0,-100.0,-100.0
27303,-100.0,-100.0,-100.0,-100.0,-100.0
27323,-100.0,-100.0,-100.0,-100.0,-100.0
27331,-100.0,-100.0,-100.0,-100.0,-100.0
27358,-100.0,-100.0,-100.0,-100.0,-100.0
27450,-100.0,-100.0,-100.0,-100.0,-100.0
27500,-100.0,-100.0,-100.0,-100.0,-100.0
27503,-100.0,-100.0,-100.0,-100.0,-100.0
27520,-100.0,-100.0,-100.0,-100.0,-100.0
27585,-100.0,-100.0,-100.0,-100.0,-100.0
27608,-100.0,-100.0,-100.0,-100.0,-100.0
27627,-100.0,-100.0,-100.0,-100.0,-100.0
27696,-100.0,-100.0,-100.0,-100.0,-100.0
27718,-100.0,-100.0,-100.0,-100.0,-100.0
27755,-100.0,-100.0,-100.0,-100.0,-100.0
27771,-100.0,-100.0,-100.0,-100.0,-100.0
27783,-100.0,-100.0,-100.0,-100.0,-100.0
27793,-100.0,-100.0,-100.0,-100.0,-100.0
27817,-100.0,-100.0,-100.0,-100.0,-100.0
27849,-100.0,-100.0,-100.0,-100.0,-100.0
27935,-100.0,-100.0,-100.0,-100.0,-100.0
27968,-100.0,-100.0,-100.0,-100.0,-100.0
28016,-100.0,-100.0,-100.0,-100.0,-100.0
28053,-100.0,-100.0,-100.0,-100.0,-100.0
28083,-100.0,-100.0,-100.0,-100.0,-100.0
28094,-100.0,-100.0,-100.0,-100.0,-100.0
28133,-100.0,-100.0,-100.0,-100.0,-100.0
28156,-100.0,-100.0,-100.0,-100.0,-100.0
28171,-100.0,-100.0,-100.0,-100.0,-100.0
28205,-100.0,-100.0,-100.0,-100.0,-100.0
28364,-100.0,-100.0,-100.0,-100.0,-100.0
28389,-100.0,-100.0,-100.0,-100.0,-100.0
28398,-100.0,-100.0,-100.0,-100.0,-100.0
28408,-100.0,-100.0,-100.0,-100.0,-100.0
28424,-100.0,-100.0,-100.0,-100.0,-100.0
28440,-100.0,-100.0,-100.0,-100.0,-100.0
28452,-100.0,-100.0,-100.0,-100.0,-100.0
28453,-100.0,-100.0,-100.0,-100.0,-100.0
28581,-100.0,-100.0,-100.0,-100.0,-100.0
28610,-100.0,-100.0,-100.0,-100.0,-100.0
28637,-100.0,-100.0,-100.0,-100.0,-100.0
28644,-100.0,-100.0,-100.0,-100.0,-100.0
28653,-100.0,-100.0,-100.0,-100.0,-100.0
28677,-100.0,-100.0,-100.0,-100.0,-100.0
28711,-100.0,-100.0,-100.0,-100.0,-100.0
28836,-100.0,-100.0,-100.0,-100.0,-100.0
28889,-100.0,-100.0,-100.0,-100.0,-100.0
29041,-100.0,-100.0,-100.0,-100.0,-100.0
29074,-100.0,-100.0,-100.0,-100.0,-100.0
29095,-100.0,-100.0,-100.0,-100.0,-100.0
29107,-100.0,-100.0,-100.0,-100.0,-100.0
29290,-100.0,-100.0,-100.0,-100.0,-100.0
29307,-100.0,-100.0,-100.0,-100.0,-100.0
29325,-100.0,-100.0,-100.0,-100.0,-100.0
29354,-100.0,-100.0,-100.0,-100.0,-100.0
29412,-100.0,-100.0,-100.0,-100.0,-100.0
29449,-100.0,-100.0,-100.0,-100.0,-100.0
29531,-100.0,-100.0,-100.0,-100.0,-100.0
29538,-100.0,-100.0,-100.0,-100.0,-100.0
29560,-100.0,-100.0,-100.0,-100.0,-100.0
29595,-100.0,-100.0,-100.0,-100.0,-100.0
29650,-100.0,-100.0,-100.0,-100.0,-100.0
29659,-100.0,-100.0,-100.0,-100.0,-100.0
29719,-100.0,-100.0,-100.0,-100.0,-100.0
29868,-100.0,-100.0,-100.0,-100.0,-100.0
29904,-100.0,-100.0,-100.0,-100.0,-100.0
29967,-100.0,-100.0,-100.0,-100.0,-100.0
29985,-100.0,-100.0,-100.0,-100.0,-100.0
30003,-100.0,-100.0,-100.0,-100.0,-100.0
30036,-100.0,-100.0,-100.0,-100.0,-100.0
30154,-100.0,-100.0,-100.0,-100.0,-100.0
30173,-100.0,-100.0,-100.0,-100.0,-100.0
30174,-100.0,-100.0,-100.0,-100.0,-100.0
30198,-100.0,-100.0,-100.0,-100.0,-100.0
30203,-100.0,-100.0,-100.0,-100.0,-100.0
30217,-100.0,-100.0,-100.0,-100.0,-100.0
30226,-100.0,-100.0,-100.0,-100.0,-100.0
30250,-100.0,-100.0,-100.0,-100.0,-100.0
30290,-100.0,-100.0,-100.0,-100.0,-100.0
30364,-100.0,-100.0,-100.0,-100.0,-100.0
30389,-100.0,-100.0,-100.0,-100.0,-100.0
30406,-100.0,-100.0,-100.0,-100.0,-100.0
30445,-100.0,-100.0,-100.0,-100.0,-100.0
30454,-100.0,-100.0,-100.0,-100.0,-100.0
30624,-100.0,-100.0,-100.0,-100.0,-100.0
30644,-100.0,-100.0,-100.0,-100.0,-100.0
30667,-100.0,-100.0,-100.0,-100.0,-100.0
30737,-100.0,-100.0,-100.0,-100.0,-100.0
30750,-100.0,-100.0,-100.0,-100.0,-100.0
30765,-100.0,-100.0,-100.0,-100.0,-100.0
30784,-100.0,-100.0,-100.0,-100.0,-100.0
30797,-100.0,-100.0,-100.0,-100.0,-100.0
30818,-100.0,-100.0,-100.0,-100.0,-100.0
30823,-100.0,-100.0,-100.0,-100.0,-100.0
30832,-100.0,-100.0,-100.0,-100.0,-100.0
30836,-100.0,-100.0,-100.0,-100.0,-100.0
30851,-100.0,-100.0,-100.0,-100.0,-100.0
30863,-100.0,-100.0,-100.0,-100.0,-100.0
30867,-100.0,-100.0,-100.0,-100.0,-100.0
30881,-100.0,-100.0,-100.0,-100.0,-100.0
30892,-100.0,-100.0,-100.0,-100.0,-100.0
30906,-100.0,-100.0,-100.0,-100.0,-100.0
30911,-100.0,-100.0,-100.0,-100.0,-100.0
30986,-100.0,-100.0,-100.0,-100.0,-100.0
31036,-100.0,-100.0,-100.0,-100.0,-100.0
31068,-100.0,-100.0,-100.0,-100.0,-100.0
31069,-100.0,-100.0,-100.0,-100.0,-100.0
31231,-100.0,-100.0,-100.0,-100.0,-100.0
31238,-100.0,-100.0,-100.0,-100.0,-100.0
31295,-100.0,-100.0,-100.0,-100.0,-100.0
31307,-100.0,-100.0,-100.0,-100.0,-100.0
31352,-100.0,-100.0,-100.0,-100.0,-100.0
31387,-100.0,-100.0,-100.0,-100.0,-100.0
31425,-100.0,-100.0,-100.0,-100.0,-100.0
31443,-100.0,-100.0,-100.0,-100.0,-100.0
31454,-100.0,-100.0,-100.0,-100.0,-100.0
31478,-100.0,-100.0,-100.0,-100.0,-100.0
31507,-100.0,-100.0,-100.0,-100.0,-100.0
31554,-100.0,-100.0,-100.0,-100.0,-100.0
31562,-100.0,-100.0,-100.0,-100.0,-100.0
31616,-100.0,-100.0,-100.0,-100.0,-100.0
31680,-100.0,-100.0,-100.0,-100.0,-100.0
31701,-100.0,-100.0,-100.0,-100.0,-100.0
31718,-100.0,-100.0,-100.0,-100.0,-100.0
31746,-100.0,-100.0,-100.0,-100.0,-100.0
31755,-100.0,-100.0,-100.0,-100.0,-100.0
31789,-100.0,-100.0,-100.0,-100.0,-100.0
31811,-100.0,-100.0,-100.0,-100.0,-100.0
31831,-100.0,-100.0,-100.0,-100.0,-100.0
31844,-100.0,-100.0,-100.0,-100.0,-100.0
31872,-100.0,-100.0,-100.0,-100.0,-100.0
31876,-100.0,-100.0,-100.0,-100.0,-100.0
31918,-100.0,-100.0,-100.0,-100.0,-100.0
32047,-100.0,-100.0,-100.0,-100.0,-100.0
32071,-100.0,-100.0,-100.0,-100.0,-100.0
32105,-100.0,-100.0,-100.0,-100.0,-100.0
32155,-100.0,-100.0,-100.0,-100.0,-100.0
32162,-100.0,-100.0,-100.0,-100.0,-100.0
32205,-100.0,-100.0,-100.0,-100.0,-100.0
32270,-100.0,-100.0,-100.0,-100.0,-100.0
32314,-100.0,-100.0,-100.0,-100.0,-100.0
32360,-100.0,-100.0,-100.0,-100.0,-100.0
32390,-100.0,-100.0,-100.0,-100.0,-100.0
32418,-100.0,-100.0,-100.0,-100.0,-100.0
32421,-100.0,-100.0,-100.0,-100.0,-100.0
32438,-100.0,-100.0,-100.0,-100.0,-100.0
32450,-100.0,-100.0,-100.0,-100.0,-100.0
32473,-100.0,-100.0,-100.0,-100.0,-100.0
32479,-100.0,-100.0,-100.0,-100.0,-100.0
32501,-100.0,-100.0,-100.0,-100.0,-100.0
32516,-100.0,-100.0,-100.0,-100.0,-100.0
32534,-100.0,-100.0,-100.0,-100.0,-100.0
32548,-100.0,-100.0,-100.0,-100.0,-100.0
32570,-100.0,-100.0,-100.0,-100.0,-100.0
32576,-100.0,-100.0,-100.0,-100.0,-100.0
32625,-100.0,-100.0,-100.0,-100.0,-100.0
32627,-100.0,-100.0,-100.0,-100.0,-100.0
32633,-100.0,-100.0,-100.0,-100.0,-100.0
32690,-100.0,-100.0,-100.0,-100.0,-100.0
32713,-100.0,-100.0,-100.0,-100.0,-100.0
32754,-100.0,-100.0,-100.0,-100.0,-100.0
32763,-100.0,-100.0,-100.0,-100.0,-100.0
32788,-100.0,-100.0,-100.0,-100.0,-100.0
32836,-100.0,-100.0,-100.0,-100.0,-100.0
32843,-100.0,-100.0,-100.0,-100.0,-100.0
32909,-100.0,-100.0,-100.0,-100.0,-100.0
32918,-100.0,-100.0,-100.0,-100.0,-100.0
32985,-100.0,-100.0,-100.0,-100.0,-100.0
33050,-100.0,-100.0,-100.0,-100.0,-100.0
33183,-100.0,-100.0,-100.0,-100.0,-100.0
33285,-100.0,-100.0,-100.0,-100.0,-100.0
33354,-100.0,-100.0,-100.0,-100.0,-100.0
33389,-100.0,-100.0,-100.0,-100.0,-100.0
33415,-100.0,-100.0,-100.0,-100.0,-100.0
33673,-100.0,-100.0,-100.0,-100.0,-100.0
33710,-100.0,-100.0,-100.0,-100.0,-100.0
33727,-100.0,-100.0,-100.0,-100.0,-100.0
33762,-100.0,-100.0,-100.0,-100.0,-100.0
33798,-100.0,-100.0,-100.0,-100.0,-100.0
33814,-100.0,-100.0,-100.0,-100.0,-100.0
33835,-100.0,-100.0,-100.0,-100.0,-100.0
33871,-100.0,-100.0,-100.0,-100.0,-100.0
33908,-100.0,-100.0,-100.0,-100.0,-100.0
33937,-100.0,-100.0,-100.0,-100.0,-100.0
33970,-100.0,-100.0,-100.0,-100.0,-100.0
34003,-100.0,-100.0,-100.0,-100.0,-100.0
34099,-100.0,-100.0,-100.0,-100.0,-100.0
34114,-100.0,-100.0,-100.0,-100.0,-100.0
34134,-100.0,-100.0,-100.0,-100.0,-100.0
34180,-100.0,-100.0,-100.0,-100.0,-100.0
34192,-100.0,-100.0,-100.0,-100.0,-100.0
34224,-100.0,-100.0,-100.0,-100.0,-100.0
34248,-100.0,-100.0,-100.0,-100.0,-100.0
34286,-100.0,-100.0,-100.0,-100.0,-100.0
34354,-100.0,-100.0,-100.0,-100.0,-100.0
34375,-100.0,-100.0,-100.0,-100.0,-100.0
34379,-100.0,-100.0,-100.0,-100.0,-100.0
34415,-100.0,-100.0,-100.0,-100.0,-100.0
34466,-100.0,-100.0,-100.0,-100.0,-100.0
34468,-100.0,-100.0,-100.0,-100.0,-100.0
34507,-100.0,-100.0,-100.0,-100.0,-100.0
34531,-100.0,-100.0,-100.0,-100.0,-100.0
34540,-100.0,-100.0,-100.0,-100.0,-100.0
34550,-100.0,-100.0,-100.0,-100.0,-100.0
34585,-100.0,-100.0,-100.0,-100.0,-100.0
34699,-100.0,-100.0,-100.0,-100.0,-100.0
34721,-100.0,-100.0,-100.0,-100.0,-100.0
34740,-100.0,-100.0,-100.0,-100.0,-100.0
34751,-100.0,-100.0,-100.0,-100.0,-100.0
34761,-100.0,-100.0,-100.0,-100.0,-100.0
34777,-100.0,-100.0,-100.0,-100.0,-100.0
34790,-100.0,-100.0,-100.0,-100.0,-100.0
34796,-100.0,-100.0,-100.0,-100.0,-100.0
34809,-100.0,-100.0,-100.0,-100.0,-100.0
34818,-100.0,-100.0,-100.0,-100.0,-100.0
34834,-100.0,-100.0,-100.0,-100.0,-100.0
34839,-100.0,-100.0,-100.0,-100.0,-100.0
34863,-100.0,-100.0,-100.0,-100.0,-100.0
34870,-100.0,-100.0,-100.0,-100.0,-100.0
34896,-100.0,-100.0,-100.0,-100.0,-100.0
34934,-100.0,-100.0,-100.0,-100.0,-100.0
34960,-100.0,-100.0,-100.0,-100.0,-100.0
34982,-100.0,-100.0,-100.0,-100.0,-100.0
35007,-100.0,-100.0,-100.0,-100.0,-100.0
35018,-100.0,-100.0,-100.0,-100.0,-100.0
35055,-100.0,-100.0,-100.0,-100.0,-100.0
35080,-100.0,-100.0,-100.0,-100.0,-100.0
35107,-100.0,-100.0,-100.0,-100.0,-100.0
35136,-100.0,-100.0,-100.0,-100.0,-100.0
35142,-100.0,-100.0,-100.0,-100.0,-100.0
35164,-100.0,-100.0,-100.0,-100.0,-100.0
35230,-100.0,-100.0,-100.0,-100.0,-100.0
35231,-100.0,-100.0,-100.0,-100.0,-100.0
35239,-100.0,-100.0,-100.0,-100.0,-100.0
35250,-100.0,-100.0,-100.0,-100.0,-100.0
35273,-100.0,-100.0,-100.0,-100.0,-100.0
35301,-100.0,-100.0,-100.0,-100.0,-100.0
35314,-100.0,-100.0,-100.0,-100.0,-100.0
35329,-100.0,-100.0,-100.0,-100.0,-100.0
35335,-100.0,-100.0,-100.0,-100.0,-100.0
35347,-100.0,-100.0,-100.0,-100.0,-100.0
35374,-100.0,-100.0,-100.0,-100.0,-100.0
35429,-100.0,-100.0,-100.0,-100.0,-100.0
35461,-100.0,-100.0,-100.0,-100.0,-100.0
35470,-100.0,-100.0,-100.0,-100.0,-100.0
35502,-100.0,-100.0,-100.0,-100.0,-100.0
35530,-100.0,-100.0,-100.0,-100.0,-100.0
35589,-100.0,-100.0,-100.0,-100.0,-100.0
35596,-100.0,-100.0,-100.0,-100.0,-100.0
35614,-100.0,-100.0,-100.0,-100.0,-100.0
35619,-100.0,-100.0,-100.0,-100.0,-100.0
35673,-100.0,-100.0,-100.0,-100.0,-100.0
35835,-100.0,-100.0,-100.0,-100.0,-100.0
35886,-100.0,-100.0,-100.0,-100.0,-100.0
35902,-100.0,-100.0,-100.0,-100.0,-100.0
35935,-100.0,-100.0,-100.0,-100.0,-100.0
35992,-100.0,-100.0,-100.0,-100.0,-100.0
36033,-100.0,-100.0,-100.0,-100.0,-100.0
36034,-100.0,-100.0,-100.0,-100.0,-100.0
36052,-100.0,-100.0,-100.0,-100.0,-100.0
36097,-100.0,-100.0,-100.0,-100.0,-100.0
36099,-100.0,-100.0,-100.0,-100.0,-100.0
36101,-100.0,-100.0,-100.0,-100.0,-100.0
36108,-100.0,-100.0,-100.0,-100.0,-100.0
36136,-100.0,-100.0,-100.0,-100.0,-100.0
36167,-100.0,-100.0,-100.0,-100.0,-100.0
36183,-100.0,-100.0,-100.0,-100.0,-100.0
36190,-100.0,-100.0,-100.0,-100.0,-100.0
36198,-100.0,-100.0,-100.0,-100.0,-100.0
36211,-100.0,-100.0,-100.0,-100.0,-100.0
36230,-100.0,-100.0,-100.0,-100.0,-100.0
36259,-100.0,-100.0,-100.0,-100.0,-100.0
36281,-100.0,-100.0,-100.0,-100.0,-100.0
36292,-100.0,-100.0,-100.0,-100.0,-100.0
36330,-100.0,-100.0,-100.0,-100.0,-100.0
36380,-100.0,-100.0,-100.0,-100.0,-100.0
36388,-100.0,-100.0,-100.0,-100.0,-100.0
36393,-100.0,-100.0,-100.0,-100.0,-100.0
36425,-100.0,-100.0,-100.0,-100.0,-100.0
36445,-100.0,-100.0,-100.0,-100.0,-100.0
36456,-100.0,-100.0,-100.0,-100.0,-100.0
36480,-100.0,-100.0,-100.0,-100.0,-100.0
36490,-100.0,-100.0,-100.0,-100.0,-100.0
36512,-100.0,-100.0,-100.0,-100.0,-100.0
36519,-100.0,-100.0,-100.0,-100.0,-100.0
36531,-100.0,-100.0,-100.0,-100.0,-100.0
36543,-100.0,-100.0,-100.0,-100.0,-100.0
36545,-100.0,-100.0,-100.0,-100.0,-100.0
36561,-100.0,-100.0,-100.0,-100.0,-100.0
36577,-100.0,-100.0,-100.0,-100.0,-100.0
36582,-100.0,-100.0,-100.0,-100.0,-100.0
36599,-100.0,-100.0,-100.0,-100.0,-100.0
36602,-100.0,-100.0,-100.0,-100.0,-100.0
36632,-100.0,-100.0,-100.0,-100.0,-100.0
36648,-100.0,-100.0,-100.0,-100.0,-100.0
36675,-100.0,-100.0,-100.0,-100.0,-100.0
36692,-100.0,-100.0,-100.0,-100.0,-100.0
36701,-100.0,-100.0,-100.0,-100.0,-100.0
36712,-100.0,-100.0,-100.0,-100.0,-100.0
36732,-100.0,-100.0,-100.0,-100.0,-100.0
