,A141CB4BKDYKD,AOSBRJKYSSGDA_x,AOEGJLWFISOZQ,AW62F9SMXXTFH,ACM1CEGHXTKZP
96041,-100.0,-100.0,-100.0,-100.0,-100.0
96065,-100.0,-100.0,-100.0,-100.0,-100.0
96077,-100.0,-100.0,-100.0,-100.0,-100.0
96099,-100.0,-100.0,-100.0,-100.0,-100.0
96102,-100.0,-100.0,-100.0,-100.0,-100.0
96127,-100.0,-100.0,-100.0,-100.0,-100.0
96139,-100.0,-100.0,-100.0,-100.0,-100.0
96141,-100.0,-100.0,-100.0,-100.0,-100.0
96155,-100.0,-100.0,-100.0,-100.0,-100.0
96174,-100.0,-100.0,-100.0,-100.0,-100.0
96196,-100.0,-100.0,-100.0,-100.0,-100.0
96227,-100.0,-100.0,-100.0,-100.0,-100.0
96232,-100.0,-100.0,-100.0,-100.0,-100.0
96252,-100.0,-100.0,-100.0,-100.0,-100.0
96257,-100.0,-100.0,-100.0,-100.0,-100.0
96264,-100.0,-100.0,-100.0,-100.0,-100.0
96287,-100.0,-100.0,-100.0,-100.0,-100.0
96288,-100.0,-100.0,-100.0,-100.0,-100.0
96310,-100.0,-100.0,-100.0,-100.0,-100.0
96321,-100.0,-100.0,-100.0,-100.0,-100.0
96336,-100.0,-100.0,-100.0,-100.0,-100.0
96345,-100.0,-100.0,-100.0,-100.0,-100.0
96360,-100.0,-100.0,-100.0,-100.0,-100.0
96375,-100.0,-100.0,-100.0,-100.0,-100.0
96377,-100.0,-100.0,-100.0,-100.0,-100.0
96380,-100.0,-100.0,-100.0,-100.0,-100.0
96382,-100.0,-100.0,-100.0,-100.0,-100.0
96390,-100.0,-100.0,-100.0,-100.0,-100.0
96409,-100.0,-100.0,-100.0,-100.0,-100.0
96419,-100.0,-100.0,-100.0,-100.0,-100.0
96422,-100.0,-100.0,-100.0,-100.0,-100.0
96445,-100.0,-100.0,-100.0,-100.0,-100.0
96449,-100.0,-100.0,-100.0,-100.0,-100.0
96458,-100.0,-100.0,-100.0,-100.0,-100.0
96471,-100.0,-100.0,-100.0,-100.0,-100.0
96480,-100.0,-100.0,-100.0,-100.0,-100.0
96499,-100.0,-100.0,-100.0,-100.0,-100.0
96503,-100.0,-100.0,-100.0,-100.0,-100.0
96537,-100.0,-100.0,-100.0,-100.0,-100.0
96549,-100.0,-100.0,-100.0,-100.0,-100.0
96551,-100.0,-100.0,-100.0,-100.0,-100.0
96565,-100.0,-100.0,-100.0,-100.0,-100.0
96572,-100.0,-100.0,-100.0,-100.0,-100.0
96582,-100.0,-100.0,-100.0,-100.0,-100.0
96594,-100.0,-100.0,-100.0,-100.0,-100.0
96602,-100.0,-100.0,-100.0,-100.0,-100.0
96603,-100.0,-100.0,-100.0,-100.0,-100.0
96619,-100.0,-100.0,-100.0,-100.0,-100.0
96625,-100.0,-100.0,-100.0,-100.0,-100.0
96635,-100.0,-100.0,-100.0,-100.0,-100.0
96642,-100.0,-100.0,-100.0,-100.0,-100.0
96663,-100.0,-100.0,-100.0,-100.0,-100.0
96665,-100.0,-100.0,-100.0,-100.0,-100.0
96684,-100.0,-100.0,-100.0,-100.0,-100.0
96685,-100.0,-100.0,-100.0,-100.0,-100.0
96691,-100.0,-100.0,-100.0,-100.0,-100.0
96701,-100.0,-100.0,-100.0,-100.0,-100.0
96720,-100.0,-100.0,-100.0,-100.0,-100.0
96721,-100.0,-100.0,-100.0,-100.0,-100.0
96736,-100.0,-100.0,-100.0,-100.0,-100.0
96751,-100.0,-100.0,-100.0,-100.0,-100.0
96754,-100.0,-100.0,-100.0,-100.0,-100.0
96763,-100.0,-100.0,-100.0,-100.0,-100.0
96775,-100.0,-100.0,-100.0,-100.0,-100.0
96777,-100.0,-100.0,-100.0,-100.0,-100.0
96786,-100.0,-100.0,-100.0,-100.0,-100.0
96791,-100.0,-100.0,-100.0,-100.0,-100.0
96810,-100.0,-100.0,-100.0,-100.0,-100.0
96812,-100.0,-100.0,-100.0,-100.0,-100.0
96831,-100.0,-100.0,-100.0,-100.0,-100.0
96843,-100.0,-100.0,-100.0,-100.0,-100.0
96859,-100.0,-100.0,-100.0,-100.0,-100.0
96860,-100.0,-100.0,-100.0,-100.0,-100.0
96866,-100.0,-100.0,-100.0,-100.0,-100.0
96882,-100.0,-100.0,-100.0,-100.0,-100.0
96884,-100.0,-100.0,-100.0,-100.0,-100.0
96894,-100.0,-100.0,-100.0,-100.0,-100.0
96904,-100.0,-100.0,-100.0,-100.0,-100.0
96913,-100.0,-100.0,-100.0,-100.0,-100.0
96931,-100.0,-100.0,-100.0,-100.0,-100.0
96936,-100.0,-100.0,-100.0,-100.0,-100.0
96938,-100.0,-100.0,-100.0,-100.0,-100.0
96944,-100.0,-100.0,-100.0,-100.0,-100.0
96969,-100.0,-100.0,-100.0,-100.0,-100.0
96971,-100.0,-100.0,-100.0,-100.0,-100.0
96977,-100.0,-100.0,-100.0,-100.0,-100.0
96991,-100.0,-100.0,-100.0,-100.0,-100.0
96992,-100.0,-100.0,-100.0,-100.0,-100.0
97017,-100.0,-100.0,-100.0,-100.0,-100.0
97035,-100.0,-100.0,-100.0,-100.0,-100.0
97047,-100.0,-100.0,-100.0,-100.0,-100.0
97064,-100.0,-100.0,-100.0,-100.0,-100.0
97073,-100.0,-100.0,-100.0,-100.0,-100.0
97079,-100.0,-100.0,-100.0,-100.0,-100.0
97091,-100.0,-100.0,-100.0,-100.0,-100.0
97101,-100.0,-100.0,-100.0,-100.0,-100.0
97105,-100.0,-100.0,-100.0,-100.0,-100.0
97123,-100.0,-100.0,-100.0,-100.0,-100.0
97145,-100.0,-100.0,-100.0,-100.0,-100.0
97164,-100.0,-100.0,-100.0,-100.0,-100.0
97168,-100.0,-100.0,-100.0,-100.0,-100.0
97182,-100.0,-100.0,-100.0,-100.0,-100.0
97192,-100.0,-100.0,-100.0,-100.0,-100.0
97203,-100.0,-100.0,-100.0,-100.0,-100.0
97208,-100.0,-100.0,-100.0,-100.0,-100.0
97220,-100.0,-100.0,-100.0,-100.0,-100.0
97223,-100.0,-100.0,-100.0,-100.0,-100.0
97245,-100.0,-100.0,-100.0,-100.0,-100.0
97251,-100.0,-100.0,-100.0,-100.0,-100.0
97253,-100.0,-100.0,-100.0,-100.0,-100.0
97264,-100.0,-100.0,-100.0,-100.0,-100.0
97284,-100.0,-100.0,-100.0,-100.0,-100.0
97295,-100.0,-100.0,-100.0,-100.0,-100.0
97297,-100.0,-100.0,-100.0,-100.0,-100.0
97306,-100.0,-100.0,-100.0,-100.0,-100.0
97315,-100.0,-100.0,-100.0,-100.0,-100.0
97327,-100.0,-100.0,-100.0,-100.0,-100.0
97344,-100.0,-100.0,-100.0,-100.0,-100.0
97355,-100.0,-100.0,-100.0,-100.0,-100.0
97374,-100.0,-100.0,-100.0,-100.0,-100.0
97380,-100.0,-100.0,-100.0,-100.0,-100.0
97398,-100.0,-100.0,-100.0,-100.0,-100.0
97404,-100.0,-100.0,-100.0,-100.0,-100.0
97406,-100.0,-100.0,-100.0,-100.0,-100.0
97422,-100.0,-100.0,-100.0,-100.0,-100.0
97436,-100.0,-100.0,-100.0,-100.0,-100.0
97438,-100.0,-100.0,-100.0,-100.0,-100.0
97456,-100.0,-100.0,-100.0,-100.0,-100.0
97467,-100.0,-100.0,-100.0,-100.0,-100.0
97474,-100.0,-100.0,-100.0,-100.0,-100.0
97503,-100.0,-100.0,-100.0,-100.0,-100.0
97513,-100.0,-100.0,-100.0,-100.0,-100.0
97514,-100.0,-100.0,-100.0,-100.0,-100.0
97526,-100.0,-100.0,-100.0,-100.0,-100.0
97542,-100.0,-100.0,-100.0,-100.0,-100.0
97544,-100.0,-100.0,-100.0,-100.0,-100.0
97558,-100.0,-100.0,-100.0,-100.0,-100.0
97573,-100.0,-100.0,-100.0,-100.0,-100.0
97585,-100.0,-100.0,-100.0,-100.0,-100.0
97592,-100.0,-100.0,-100.0,-100.0,-100.0
97602,-100.0,-100.0,-100.0,-100.0,-100.0
97624,-100.0,-100.0,-100.0,-100.0,-100.0
97626,-100.0,-100.0,-100.0,-100.0,-100.0
97636,-100.0,-100.0,-100.0,-100.0,-100.0
97646,-100.0,-100.0,-100.0,-100.0,-100.0
97678,-100.0,-100.0,-100.0,-100.0,-100.0
97679,-100.0,-100.0,-100.0,-100.0,-100.0
97691,-100.0,-100.0,-100.0,-100.0,-100.0
97707,-100.0,-100.0,-100.0,-100.0,-100.0
97710,-100.0,-100.0,-100.0,-100.0,-100.0
97719,-100.0,-100.0,-100.0,-100.0,-100.0
97721,-100.0,-100.0,-100.0,-100.0,-100.0
97736,-100.0,-100.0,-100.0,-100.0,-100.0
97751,-100.0,-100.0,-100.0,-100.0,-100.0
97752,-100.0,-100.0,-100.0,-100.0,-100.0
97767,-100.0,-100.0,-100.0,-100.0,-100.0
97793,-100.0,-100.0,-100.0,-100.0,-100.0
97829,-100.0,-100.0,-100.0,-100.0,-100.0
97830,-100.0,-100.0,-100.0,-100.0,-100.0
97849,-100.0,-100.0,-100.0,-100.0,-100.0
97863,-100.0,-100.0,-100.0,-100.0,-100.0
97865,-100.0,-100.0,-100.0,-100.0,-100.0
97889,-100.0,-100.0,-100.0,-100.0,-100.0
97916,-100.0,-100.0,-100.0,-100.0,-100.0
97918,-100.0,-100.0,-100.0,-100.0,-100.0
97936,-100.0,-100.0,-100.0,-100.0,-100.0
97948,-100.0,-100.0,-100.0,-100.0,-100.0
97959,-100.0,-100.0,-100.0,-100.0,-100.0
97971,-100.0,-100.0,-100.0,-100.0,-100.0
97981,-100.0,-100.0,-100.0,-100.0,-100.0
97987,-100.0,-100.0,-100.0,-100.0,-100.0
98008,-100.0,-100.0,-100.0,-100.0,-100.0
98017,-100.0,-100.0,-100.0,-100.0,-100.0
98018,-100.0,-100.0,-100.0,-100.0,-100.0
98020,-100.0,-100.0,-100.0,-100.0,-100.0
98029,-100.0,-100.0,-100.0,-100.0,-100.0
98044,-100.0,-100.0,-100.0,-100.0,-100.0
98049,-100.0,-100.0,-100.0,-100.0,-100.0
98051,-100.0,-100.0,-100.0,-100.0,-100.0
98058,-100.0,-100.0,-100.0,-100.0,-100.0
98067,-100.0,-100.0,-100.0,-100.0,-100.0
98086,-100.0,-100.0,-100.0,-100.0,-100.0
98090,-100.0,-100.0,-100.0,-100.0,-100.0
98125,-100.0,-100.0,-100.0,-100.0,-100.0
98152,-100.0,-100.0,-100.0,-100.0,-100.0
98172,-100.0,-100.0,-100.0,-100.0,-100.0
98186,-100.0,-100.0,-100.0,-100.0,-100.0
98207,-100.0,-100.0,-100.0,-100.0,-100.0
98214,-100.0,-100.0,-100.0,-100.0,-100.0
98241,-100.0,-100.0,-100.0,-100.0,-100.0
98251,-100.0,-100.0,-100.0,-100.0,-100.0
98252,-100.0,-100.0,-100.0,-100.0,-100.0
98253,-100.0,-100.0,-100.0,-100.0,-100.0
98259,-100.0,-100.0,-100.0,-100.0,-100.0
98266,-100.0,-100.0,-100.0,-100.0,-100.0
98284,-100.0,-100.0,-100.0,-100.0,-100.0
98302,-100.0,-100.0,-100.0,-100.0,-100.0
98307,-100.0,-100.0,-100.0,-100.0,-100.0
98315,-100.0,-100.0,-100.0,-100.0,-100.0
98321,-100.0,-100.0,-100.0,-100.0,-100.0
98325,-100.0,-100.0,-100.0,-100.0,-100.0
98341,-100.0,-100.0,-100.0,-100.0,-100.0
98352,-100.0,-100.0,-100.0,-100.0,-100.0
98368,-100.0,-100.0,-100.0,-100.0,-100.0
98375,-100.0,-100.0,-100.0,-100.0,-100.0
98384,-100.0,-100.0,-100.0,-100.0,-100.0
98397,-100.0,-100.0,-100.0,-100.0,-100.0
98403,-100.0,-100.0,-100.0,-100.0,-100.0
98428,-100.0,-100.0,-100.0,-100.0,-100.0
98429,-100.0,-100.0,-100.0,-100.0,-100.0
98430,-100.0,-100.0,-100.0,-100.0,-100.0
98438,-100.0,-100.0,-100.0,-100.0,-100.0
98439,-100.0,-100.0,-100.0,-100.0,-100.0
98446,-100.0,-100.0,-100.0,-100.0,-100.0
98480,-100.0,-100.0,-100.0,-100.0,-100.0
98489,-100.0,-100.0,-100.0,-100.0,-100.0
98499,-100.0,-100.0,-100.0,-100.0,-100.0
98503,-100.0,-100.0,-100.0,-100.0,-100.0
98508,-100.0,-100.0,-100.0,-100.0,-100.0
98523,-100.0,-100.0,-100.0,-100.0,-100.0
98527,-100.0,-100.0,-100.0,-100.0,-100.0
98536,-100.0,-100.0,-100.0,-100.0,-100.0
98548,-100.0,-100.0,-100.0,-100.0,-100.0
98559,-100.0,-100.0,-100.0,-100.0,-100.0
98566,-100.0,-100.0,-100.0,-100.0,-100.0
98567,-100.0,-100.0,-100.0,-100.0,-100.0
98578,-100.0,-100.0,-100.0,-100.0,-100.0
98593,-100.0,-100.0,-100.0,-100.0,-100.0
98602,-100.0,-100.0,-100.0,-100.0,-100.0
98610,-100.0,-100.0,-100.0,-100.0,-100.0
98622,-100.0,-100.0,-100.0,-100.0,-100.0
98634,-100.0,-100.0,-100.0,-100.0,-100.0
98652,-100.0,-100.0,-100.0,-100.0,-100.0
98658,-100.0,-100.0,-100.0,-100.0,-100.0
98661,-100.0,-100.0,-100.0,-100.0,-100.0
98687,-100.0,-100.0,-100.0,-100.0,-100.0
98689,-100.0,-100.0,-100.0,-100.0,-100.0
98695,-100.0,-100.0,-100.0,-100.0,-100.0
98715,-100.0,-100.0,-100.0,-100.0,-100.0
98717,-100.0,-100.0,-100.0,-100.0,-100.0
98724,-100.0,-100.0,-100.0,-100.0,-100.0
98743,-100.0,-100.0,-100.0,-100.0,-100.0
98747,-100.0,-100.0,-100.0,-100.0,-100.0
98751,-100.0,-100.0,-100.0,-100.0,-100.0
98785,-100.0,-100.0,-100.0,-100.0,-100.0
98793,-100.0,-100.0,-100.0,-100.0,-100.0
98812,-100.0,-100.0,-100.0,-100.0,-100.0
98819,-100.0,-100.0,-100.0,-100.0,-100.0
98820,-100.0,-100.0,-100.0,-100.0,-100.0
98846,-100.0,-100.0,-100.0,-100.0,-100.0
98853,-100.0,-100.0,-100.0,-100.0,-100.0
98876,-100.0,-100.0,-100.0,-100.0,-100.0
98885,-100.0,-100.0,-100.0,-100.0,-100.0
98925,-100.0,-100.0,-100.0,-100.0,-100.0
98932,-100.0,-100.0,-100.0,-100.0,-100.0
98942,-100.0,-100.0,-100.0,-100.0,-100.0
98946,-100.0,-100.0,-100.0,-100.0,-100.0
98976,-100.0,-100.0,-100.0,-100.0,-100.0
98978,-100.0,-100.0,-100.0,-100.0,-100.0
99046,-100.0,-100.0,-100.0,-100.0,-100.0
99052,-100.0,-100.0,-100.0,-100.0,-100.0
99088,-100.0,-100.0,-100.0,-100.0,-100.0
99156,-100.0,-100.0,-100.0,-100.0,-100.0
99157,-100.0,-100.0,-100.0,-100.0,-100.0
99173,-100.0,-100.0,-100.0,-100.0,-100.0
99209,-100.0,-100.0,-100.0,-100.0,-100.0
99222,-100.0,-100.0,-100.0,-100.0,-100.0
99243,-100.0,-100.0,-100.0,-100.0,-100.0
99273,-100.0,-100.0,-100.0,-100.0,-100.0
99304,-100.0,-100.0,-100.0,-100.0,-100.0
99328,-100.0,-100.0,-100.0,-100.0,-100.0
99355,-100.0,-100.0,-100.0,-100.0,-100.0
99374,-100.0,-100.0,-100.0,-100.0,-100.0
99380,-100.0,-100.0,-100.0,-100.0,-100.0
99403,-100.0,-100.0,-100.0,-100.0,-100.0
99455,-100.0,-100.0,-100.0,-100.0,-100.0
99462,-100.0,-100.0,-100.0,-100.0,-100.0
99467,-100.0,-100.0,-100.0,-100.0,-100.0
99499,-100.0,-100.0,-100.0,-100.0,-100.0
99502,-100.0,-100.0,-100.0,-100.0,-100.0
99517,-100.0,-100.0,-100.0,-100.0,-100.0
99546,-100.0,-100.0,-100.0,-100.0,-100.0
99547,-100.0,-100.0,-100.0,-100.0,-100.0
99562,-100.0,-100.0,-100.0,-100.0,-100.0
99566,-100.0,-100.0,-100.0,-100.0,-100.0
99572,-100.0,-100.0,-100.0,-100.0,-100.0
99590,-100.0,-100.0,-100.0,-100.0,-100.0
99592,-100.0,-100.0,-100.0,-100.0,-100.0
99598,-100.0,-100.0,-100.0,-100.0,-100.0
99622,-100.0,-100.0,-100.0,-100.0,-100.0
99627,-100.0,-100.0,-100.0,-100.0,-100.0
99634,-100.0,-100.0,-100.0,-100.0,-100.0
99645,-100.0,-100.0,-100.0,-100.0,-100.0
99667,-100.0,-100.0,-100.0,-100.0,-100.0
99675,-100.0,-100.0,-100.0,-100.0,-100.0
99706,-100.0,-100.0,-100.0,-100.0,-100.0
99733,-100.0,-100.0,-100.0,-100.0,-100.0
99744,-100.0,-100.0,-100.0,-100.0,-100.0
99759,-100.0,-100.0,-100.0,-100.0,-100.0
99783,-100.0,-100.0,-100.0,-100.0,-100.0
99784,-100.0,-100.0,-100.0,-100.0,-100.0
99811,-100.0,-100.0,-100.0,-100.0,-100.0
99819,-100.0,-100.0,-100.0,-100.0,-100.0
99834,-100.0,-100.0,-100.0,-100.0,-100.0
99849,-100.0,-100.0,-100.0,-100.0,-100.0
99882,-100.0,-100.0,-100.0,-100.0,-100.0
99914,-100.0,-100.0,-100.0,-100.0,-100.0
99939,-100.0,-100.0,-100.0,-100.0,-100.0
99972,-100.0,-100.0,-100.0,-100.0,-100.0
100027,-100.0,-100.0,-100.0,-100.0,-100.0
100066,-100.0,-100.0,-100.0,-100.0,-100.0
100098,-100.0,-100.0,-100.0,-100.0,-100.0
100102,-100.0,-100.0,-100.0,-100.0,-100.0
100127,-100.0,-100.0,-100.0,-100.0,-100.0
100129,-100.0,-100.0,-100.0,-100.0,-100.0
100149,-100.0,-100.0,-100.0,-100.0,-100.0
100159,-100.0,-100.0,-100.0,-100.0,-100.0
100189,-100.0,-100.0,-100.0,-100.0,-100.0
100212,-100.0,-100.0,-100.0,-100.0,-100.0
100218,-100.0,-100.0,-100.0,-100.0,-100.0
100228,-100.0,-100.0,-100.0,-100.0,-100.0
100247,-100.0,-100.0,-100.0,-100.0,-100.0
100260,-100.0,-100.0,-100.0,-100.0,-100.0
100280,-100.0,-100.0,-100.0,-100.0,-100.0
100288,-100.0,-100.0,-100.0,-100.0,-100.0
100300,-100.0,-100.0,-100.0,-100.0,-100.0
100319,-100.0,-100.0,-100.0,-100.0,-100.0
100340,-100.0,-100.0,-100.0,-100.0,-100.0
100356,-100.0,-100.0,-100.0,-100.0,-100.0
100369,-100.0,-100.0,-100.0,-100.0,-100.0
100384,-100.0,-100.0,-100.0,-100.0,-100.0
100399,-100.0,-100.0,-100.0,-100.0,-100.0
100418,-100.0,-100.0,-100.0,-100.0,-100.0
100434,-100.0,-100.0,-100.0,-100.0,-100.0
100443,-100.0,-100.0,-100.0,-100.0,-100.0
100454,-100.0,-100.0,-100.0,-100.0,-100.0
100491,-100.0,-100.0,-100.0,-100.0,-100.0
100494,-100.0,-100.0,-100.0,-100.0,-100.0
100515,-100.0,-100.0,-100.0,-100.0,-100.0
100524,-100.0,-100.0,-100.0,-100.0,-100.0
100544,-100.0,-100.0,-100.0,-100.0,-100.0
100553,-100.0,-100.0,-100.0,-100.0,-100.0
100565,-100.0,-100.0,-100.0,-100.0,-100.0
100597,-100.0,-100.0,-100.0,-100.0,-100.0
100610,-100.0,-100.0,-100.0,-100.0,-100.0
100630,-100.0,-100.0,-100.0,-100.0,-100.0
100670,-100.0,-100.0,-100.0,-100.0,-100.0
100673,-100.0,-100.0,-100.0,-100.0,-100.0
100677,-100.0,-100.0,-100.0,-100.0,-100.0
100702,-100.0,-100.0,-100.0,-100.0,-100.0
100709,-100.0,-100.0,-100.0,-100.0,-100.0
100731,-100.0,-100.0,-100.0,-100.0,-100.0
100744,-100.0,-100.0,-100.0,-100.0,-100.0
100751,-100.0,-100.0,-100.0,-100.0,-100.0
100765,-100.0,-100.0,-100.0,-100.0,-100.0
100799,-100.0,-100.0,-100.0,-100.0,-100.0
100804,-100.0,-100.0,-100.0,-100.0,-100.0
100823,-100.0,-100.0,-100.0,-100.0,-100.0
100843,-100.0,-100.0,-100.0,-100.0,-100.0
100851,-100.0,-100.0,-100.0,-100.0,-100.0
100866,-100.0,-100.0,-100.0,-100.0,-100.0
100898,-100.0,-100.0,-100.0,-100.0,-100.0
100916,-100.0,-100.0,-100.0,-100.0,-100.0
100918,-100.0,-100.0,-100.0,-100.0,-100.0
100943,-100.0,-100.0,-100.0,-100.0,-100.0
100949,-100.0,-100.0,-100.0,-100.0,-100.0
100957,-100.0,-100.0,-100.0,-100.0,-100.0
100974,-100.0,-100.0,-100.0,-100.0,-100.0
100999,-100.0,-100.0,-100.0,-100.0,-100.0
101008,-100.0,-100.0,-100.0,-100.0,-100.0
101021,-100.0,-100.0,-100.0,-100.0,-100.0
101049,-100.0,-100.0,-100.0,-100.0,-100.0
101056,-100.0,-100.0,-100.0,-100.0,-100.0
101071,-100.0,-100.0,-100.0,-100.0,-100.0
101087,-100.0,-100.0,-100.0,-100.0,-100.0
101120,-100.0,-100.0,-100.0,-100.0,-100.0
101121,-100.0,-100.0,-100.0,-100.0,-100.0
101128,-100.0,-100.0,-100.0,-100.0,-100.0
101144,-100.0,-100.0,-100.0,-100.0,-100.0
101173,-100.0,-100.0,-100.0,-100.0,-100.0
101199,-100.0,-100.0,-100.0,-100.0,-100.0
101213,-100.0,-100.0,-100.0,-100.0,-100.0
101223,-100.0,-100.0,-100.0,-100.0,-100.0
101251,-100.0,-100.0,-100.0,-100.0,-100.0
101255,-100.0,-100.0,-100.0,-100.0,-100.0
101284,-100.0,-100.0,-100.0,-100.0,-100.0
101300,-100.0,-100.0,-100.0,-100.0,-100.0
101322,-100.0,-100.0,-100.0,-100.0,-100.0
101332,-100.0,-100.0,-100.0,-100.0,-100.0
101380,-100.0,-100.0,-100.0,-100.0,-100.0
101384,-100.0,-100.0,-100.0,-100.0,-100.0
101413,-100.0,-100.0,-100.0,-100.0,-100.0
101493,-100.0,-100.0,-100.0,-100.0,-100.0
101523,-100.0,-100.0,-100.0,-100.0,-100.0
101543,-100.0,-100.0,-100.0,-100.0,-100.0
101561,-100.0,-100.0,-100.0,-100.0,-100.0
101564,-100.0,-100.0,-100.0,-100.0,-100.0
101568,-100.0,-100.0,-100.0,-100.0,-100.0
101599,-100.0,-100.0,-100.0,-100.0,-100.0
101629,-100.0,-100.0,-100.0,-100.0,-100.0
101695,-100.0,-100.0,-100.0,-100.0,-100.0
101712,-100.0,-100.0,-100.0,-100.0,-100.0
101735,-100.0,-100.0,-100.0,-100.0,-100.0
101773,-100.0,-100.0,-100.0,-100.0,-100.0
101803,-100.0,-100.0,-100.0,-100.0,-100.0
101849,-100.0,-100.0,-100.0,-100.0,-100.0
101872,-100.0,-100.0,-100.0,-100.0,-100.0
101913,-100.0,-100.0,-100.0,-100.0,-100.0
101932,-100.0,-100.0,-100.0,-100.0,-100.0
102002,-100.0,-100.0,-100.0,-100.0,-100.0
102046,-100.0,-100.0,-100.0,-100.0,-100.0
102071,-100.0,-100.0,-100.0,-100.0,-100.0
102124,-100.0,-100.0,-100.0,-100.0,-100.0
102168,-100.0,-100.0,-100.0,-100.0,-100.0
102170,-100.0,-100.0,-100.0,-100.0,-100.0
102190,-100.0,-100.0,-100.0,-100.0,-100.0
102240,-100.0,-100.0,-100.0,-100.0,-100.0
102281,-100.0,-100.0,-100.0,-100.0,-100.0
102319,-100.0,-100.0,-100.0,-100.0,-100.0
102352,-100.0,-100.0,-100.0,-100.0,-100.0
102353,-100.0,-100.0,-100.0,-100.0,-100.0
102354,-100.0,-100.0,-100.0,-100.0,-100.0
102362,-100.0,-100.0,-100.0,-100.0,-100.0
102381,-100.0,-100.0,-100.0,-100.0,-100.0
102391,-100.0,-100.0,-100.0,-100.0,-100.0
102401,-100.0,-100.0,-100.0,-100.0,-100.0
102418,-100.0,-100.0,-100.0,-100.0,-100.0
102429,-100.0,-100.0,-100.0,-100.0,-100.0
102434,-100.0,-100.0,-100.0,-100.0,-100.0
102443,-100.0,-100.0,-100.0,-100.0,-100.0
102489,-100.0,-100.0,-100.0,-100.0,-100.0
102491,-100.0,-100.0,-100.0,-100.0,-100.0
102615,-100.0,-100.0,-100.0,-100.0,-100.0
102621,-100.0,-100.0,-100.0,-100.0,-100.0
102632,-100.0,-100.0,-100.0,-100.0,-100.0
102645,-100.0,-100.0,-100.0,-100.0,-100.0
102733,-100.0,-100.0,-100.0,-100.0,-100.0
102750,-100.0,-100.0,-100.0,-100.0,-100.0
102785,-100.0,-100.0,-100.0,-100.0,-100.0
102822,-100.0,-100.0,-100.0,-100.0,-100.0
102853,-100.0,-100.0,-100.0,-100.0,-100.0
102873,-100.0,-100.0,-100.0,-100.0,-100.0
102894,-100.0,-100.0,-100.0,-100.0,-100.0
102899,-100.0,-100.0,-100.0,-100.0,-100.0
102930,-100.0,-100.0,-100.0,-100.0,-100.0
102943,-100.0,-100.0,-100.0,-100.0,-100.0
102977,-100.0,-100.0,-100.0,-100.0,-100.0
103004,-100.0,-100.0,-100.0,-100.0,-100.0
103029,-100.0,-100.0,-100.0,-100.0,-100.0
103037,-100.0,-100.0,-100.0,-100.0,-100.0
103067,-100.0,-100.0,-100.0,-100.0,-100.0
103070,-100.0,-100.0,-100.0,-100.0,-100.0
103094,-100.0,-100.0,-100.0,-100.0,-100.0
103111,-100.0,-100.0,-100.0,-100.0,-100.0
103132,-100.0,-100.0,-100.0,-100.0,-100.0
103141,-100.0,-100.0,-100.0,-100.0,-100.0
103162,-100.0,-100.0,-100.0,-100.0,-100.0
103165,-100.0,-100.0,-100.0,-100.0,-100.0
103194,-100.0,-100.0,-100.0,-100.0,-100.0
103219,-100.0,-100.0,-100.0,-100.0,-100.0
103274,-100.0,-100.0,-100.0,-100.0,-100.0
103286,-100.0,-100.0,-100.0,-100.0,-100.0
103326,-100.0,-100.0,-100.0,-100.0,-100.0
103383,-100.0,-100.0,-100.0,-100.0,-100.0
103407,-100.0,-100.0,-100.0,-100.0,-100.0
103440,-100.0,-100.0,-100.0,-100.0,-100.0
103442,-100.0,-100.0,-100.0,-100.0,-100.0
103474,-100.0,-100.0,-100.0,-100.0,-100.0
103490,-100.0,-100.0,-100.0,-100.0,-100.0
103504,-100.0,-100.0,-100.0,-100.0,-100.0
103528,-100.0,-100.0,-100.0,-100.0,-100.0
103538,-100.0,-100.0,-100.0,-100.0,-100.0
103544,-100.0,-100.0,-100.0,-100.0,-100.0
103561,-100.0,-100.0,-100.0,-100.0,-100.0
103574,-100.0,-100.0,-100.0,-100.0,-100.0
103639,-100.0,-100.0,-100.0,-100.0,-100.0
103671,-100.0,-100.0,-100.0,-100.0,-100.0
103687,-100.0,-100.0,-100.0,-100.0,-100.0
103719,-100.0,-100.0,-100.0,-100.0,-100.0
103732,-100.0,-100.0,-100.0,-100.0,-100.0
103754,-100.0,-100.0,-100.0,-100.0,-100.0
103760,-100.0,-100.0,-100.0,-100.0,-100.0
103787,-100.0,-100.0,-100.0,-100.0,-100.0
103798,-100.0,-100.0,-100.0,-100.0,-100.0
103813,-100.0,-100.0,-100.0,-100.0,-100.0
103818,-100.0,-100.0,-100.0,-100.0,-100.0
103836,-100.0,-100.0,-100.0,-100.0,-100.0
103857,-100.0,-100.0,-100.0,-100.0,-100.0
103861,-100.0,-100.0,-100.0,-100.0,-100.0
103874,-100.0,-100.0,-100.0,-100.0,-100.0
103885,-100.0,-100.0,-100.0,-100.0,-100.0
103886,-100.0,-100.0,-100.0,-100.0,-100.0
103896,-100.0,-100.0,-100.0,-100.0,-100.0
103918,-100.0,-100.0,-100.0,-100.0,-100.0
103919,-100.0,-100.0,-100.0,-100.0,-100.0
103927,-100.0,-100.0,-100.0,-100.0,-100.0
103944,-100.0,-100.0,-100.0,-100.0,-100.0
