,A23KB5AO13NF7,A1W05TSPORJPX
70733,-100.0,-100.0
70741,-100.0,-100.0
70748,-100.0,-100.0
70750,-100.0,-100.0
70757,-100.0,-100.0
70765,-100.0,-100.0
70858,-100.0,-100.0
70870,-100.0,-100.0
70876,-100.0,-100.0
70887,-100.0,-100.0
70892,-100.0,-100.0
70904,-100.0,-100.0
70910,-100.0,-100.0
70923,-100.0,-100.0
70929,-100.0,-100.0
70941,-100.0,-100.0
70948,-100.0,-100.0
70959,-100.0,-100.0
70965,-100.0,-100.0
71127,-100.0,-100.0
71139,-100.0,-100.0
71147,-100.0,-100.0
71157,-100.0,-100.0
71162,-100.0,-100.0
71175,-100.0,-100.0
71187,-100.0,-100.0
71198,-100.0,-100.0
71205,-100.0,-100.0
71216,-100.0,-100.0
71223,-100.0,-100.0
71234,-100.0,-100.0
71239,-100.0,-100.0
71252,-100.0,-100.0
71284,-100.0,-100.0
71301,-100.0,-100.0
71317,-100.0,-100.0
71333,-100.0,-100.0
71350,-100.0,-100.0
71366,-100.0,-100.0
71383,-100.0,-100.0
71386,-100.0,-100.0
71397,-100.0,-100.0
71400,-100.0,-100.0
71417,-100.0,-100.0
71420,-100.0,-100.0
71433,-100.0,-100.0
71440,-100.0,-100.0
71450,-100.0,-100.0
71452,-100.0,-100.0
71457,-100.0,-100.0
71466,-100.0,-100.0
71469,-100.0,-100.0
71475,-100.0,-100.0
71483,-100.0,-100.0
71487,-100.0,-100.0
71494,-100.0,-100.0
71500,-100.0,-100.0
71504,-100.0,-100.0
71511,-100.0,-100.0
71517,-100.0,-100.0
71521,-100.0,-100.0
71530,-100.0,-100.0
71533,-100.0,-100.0
71538,-100.0,-100.0
71544,-100.0,-100.0
71550,-100.0,-100.0
71556,-100.0,-100.0
71567,-100.0,-100.0
71584,-100.0,-100.0
71600,-100.0,-100.0
71617,-100.0,-100.0
71633,-100.0,-100.0
71650,-100.0,-100.0
71667,-100.0,-100.0
71683,-100.0,-100.0
71688,-100.0,-100.0
71700,-100.0,-100.0
71705,-100.0,-100.0
71717,-100.0,-100.0
71725,-100.0,-100.0
71733,-100.0,-100.0
71738,-100.0,-100.0
71745,-100.0,-100.0
71750,-100.0,-100.0
71756,-100.0,-100.0
71762,-100.0,-100.0
71767,-100.0,-100.0
71772,-100.0,-100.0
71780,-100.0,-100.0
71783,-100.0,-100.0
71790,-100.0,-100.0
71800,-100.0,-100.0
71817,-100.0,-100.0
71833,-100.0,-100.0
71850,-100.0,-100.0
71867,-100.0,-100.0
71883,-100.0,-100.0
71900,-100.0,-100.0
71906,-100.0,-100.0
71917,-100.0,-100.0
71920,-100.0,-100.0
71934,-100.0,-100.0
71943,-100.0,-100.0
71950,-100.0,-100.0
71954,-100.0,-100.0
71962,-100.0,-100.0
71967,-100.0,-100.0
71972,-100.0,-100.0
71980,-100.0,-100.0
71983,-100.0,-100.0
71990,-100.0,-100.0
71996,-100.0,-100.0
72000,-100.0,-100.0
72008,-100.0,-100.0
72015,-100.0,-100.0
72017,-100.0,-100.0
72025,-100.0,-100.0
72033,-100.0,-100.0
72050,-100.0,-100.0
72067,-100.0,-100.0
72083,-100.0,-100.0
72100,-100.0,-100.0
72117,-100.0,-100.0
72123,-100.0,-100.0
72133,-100.0,-100.0
72136,-100.0,-100.0
72144,-100.0,-100.0
72150,-100.0,-100.0
72154,-100.0,-100.0
72162,-100.0,-100.0
72167,-100.0,-100.0
72172,-100.0,-100.0
72181,-100.0,-100.0
72183,-100.0,-100.0
72189,-100.0,-100.0
72196,-100.0,-100.0
72200,-100.0,-100.0
72208,-100.0,-100.0
72216,-100.0,-100.0
72217,-100.0,-100.0
72227,-100.0,-100.0
72233,-100.0,-100.0
72250,-100.0,-100.0
72267,-100.0,-100.0
72283,-100.0,-100.0
72300,-100.0,-100.0
72317,-100.0,-100.0
72333,-100.0,-100.0
72350,-100.0,-100.0
72366,-100.0,-100.0
72383,-100.0,-100.0
72400,-100.0,-100.0
72417,-100.0,-100.0
72433,-100.0,-100.0
72450,-100.0,-100.0
72467,-100.0,-100.0
72483,-100.0,-100.0
72500,-100.0,-100.0
72517,-100.0,-100.0
72534,-100.0,-100.0
72550,-100.0,-100.0
72567,-100.0,-100.0
72583,-100.0,-100.0
72600,-100.0,-100.0
72617,-100.0,-100.0
72629,-100.0,-100.0
72633,-100.0,-100.0
72641,-100.0,-100.0
72650,-100.0,-100.0
72663,-100.0,-100.0
72666,-100.0,-100.0
72669,-100.0,-100.0
72672,-100.0,-100.0
72683,-100.0,-100.0
72684,-100.0,-100.0
72690,-100.0,-100.0
72700,-100.0,-100.0
72710,-100.0,-100.0
72717,-100.0,-100.0
72733,-100.0,-100.0
72740,-100.0,-100.0
72750,-100.0,-100.0
72755,-100.0,-100.0
72763,-100.0,-100.0
72766,-100.0,-100.0
72783,-100.0,-100.0
72794,-100.0,-100.0
72800,-100.0,-100.0
72805,-100.0,-100.0
72817,-100.0,-100.0
72833,-100.0,-100.0
72850,-100.0,-100.0
72867,-100.0,-100.0
72883,-100.0,-100.0
72900,-100.0,-100.0
72903,-100.0,-100.0
72917,-100.0,-100.0
72921,-100.0,-100.0
72934,-100.0,-100.0
72943,-100.0,-100.0
72950,-100.0,-100.0
72953,-100.0,-100.0
72959,-100.0,-100.0
72967,-100.0,-100.0
72970,-100.0,-100.0
72983,-100.0,-100.0
73000,-100.0,-100.0
73009,-100.0,-100.0
73017,-100.0,-100.0
73027,-100.0,-100.0
73033,-100.0,-100.0
73041,-100.0,-100.0
73050,-100.0,-100.0
73063,-100.0,-100.0
73067,-100.0,-100.0
73077,-100.0,-100.0
73083,-100.0,-100.0
73084,-100.0,-100.0
73094,-100.0,-100.0
73100,-100.0,-100.0
73117,-100.0,-100.0
73133,-100.0,-100.0
73150,-100.0,-100.0
73167,-100.0,-100.0
73184,-100.0,-100.0
73807,-100.0,-100.0
73819,-100.0,-100.0
73827,-100.0,-100.0
73838,-100.0,-100.0
73845,-100.0,-100.0
73855,-100.0,-100.0
73878,-100.0,-100.0
73889,-100.0,-100.0
73897,-100.0,-100.0
73906,-100.0,-100.0
73914,-100.0,-100.0
73924,-100.0,-100.0
73933,-100.0,-100.0
73943,-100.0,-100.0
73953,-100.0,-100.0
73967,-100.0,-100.0
73974,-100.0,-100.0
73985,-100.0,-100.0
73992,-100.0,-100.0
74002,-100.0,-100.0
74128,-100.0,-100.0
74142,-100.0,-100.0
74150,-100.0,-100.0
74160,-100.0,-100.0
74171,-100.0,-100.0
74184,-100.0,-100.0
74210,-100.0,-100.0
74218,-100.0,-100.0
74225,-100.0,-100.0
74236,-100.0,-100.0
74284,-100.0,-100.0
74293,-100.0,-100.0
74423,-100.0,-100.0
74436,-100.0,-100.0
74466,-100.0,-100.0
74475,-100.0,-100.0
74494,-100.0,-100.0
74506,-100.0,-100.0
74513,-100.0,-100.0
74523,-100.0,-100.0
74640,-100.0,-100.0
74655,-100.0,-100.0
74678,-100.0,-100.0
74688,-100.0,-100.0
74749,-100.0,-100.0
74762,-100.0,-100.0
74769,-100.0,-100.0
74785,-100.0,-100.0
74856,-100.0,-100.0
74871,-100.0,-100.0
74877,-100.0,-100.0
74889,-100.0,-100.0
74896,-100.0,-100.0
74909,-100.0,-100.0
74917,-100.0,-100.0
74930,-100.0,-100.0
74940,-100.0,-100.0
74950,-100.0,-100.0
74959,-100.0,-100.0
74968,-100.0,-100.0
74977,-100.0,-100.0
74986,-100.0,-100.0
75009,-100.0,-100.0
75019,-100.0,-100.0
75127,-100.0,-100.0
75140,-100.0,-100.0
75149,-100.0,-100.0
75165,-100.0,-100.0
75174,-100.0,-100.0
75183,-100.0,-100.0
75193,-100.0,-100.0
75202,-100.0,-100.0
75212,-100.0,-100.0
75220,-100.0,-100.0
75228,-100.0,-100.0
75239,-100.0,-100.0
75246,-100.0,-100.0
75257,-100.0,-100.0
75378,-100.0,-100.0
75394,-100.0,-100.0
75401,-100.0,-100.0
75414,-100.0,-100.0
75422,-100.0,-100.0
75438,-100.0,-100.0
75456,-100.0,-100.0
75469,-100.0,-100.0
75630,-100.0,-100.0
75644,-100.0,-100.0
75653,-100.0,-100.0
75659,-100.0,-100.0
75669,-100.0,-100.0
75677,-100.0,-100.0
75686,-100.0,-100.0
75702,-100.0,-100.0
75829,-100.0,-100.0
75843,-100.0,-100.0
75868,-100.0,-100.0
75877,-100.0,-100.0
75884,-100.0,-100.0
75890,-100.0,-100.0
75901,-100.0,-100.0
75925,-100.0,-100.0
75937,-100.0,-100.0
76081,-100.0,-100.0
76085,-100.0,-100.0
76108,-100.0,-100.0
76119,-100.0,-100.0
76126,-100.0,-100.0
76135,-100.0,-100.0
76144,-100.0,-100.0
76153,-100.0,-100.0
76178,-100.0,-100.0
76189,-100.0,-100.0
76307,-100.0,-100.0
76322,-100.0,-100.0
76353,-100.0,-100.0
76362,-100.0,-100.0
76383,-100.0,-100.0
76392,-100.0,-100.0
76413,-100.0,-100.0
76423,-100.0,-100.0
76431,-100.0,-100.0
76454,-100.0,-100.0
76540,-100.0,-100.0
76553,-100.0,-100.0
76578,-100.0,-100.0
76590,-100.0,-100.0
76614,-100.0,-100.0
76625,-100.0,-100.0
76650,-100.0,-100.0
76660,-100.0,-100.0
76700,-100.0,-100.0
76713,-100.0,-100.0
76733,-100.0,-100.0
76736,-100.0,-100.0
76743,-100.0,-100.0
76754,-100.0,-100.0
76778,-100.0,-100.0
76789,-100.0,-100.0
76811,-100.0,-100.0
76822,-100.0,-100.0
76846,-100.0,-100.0
76857,-100.0,-100.0
77009,-100.0,-100.0
77021,-100.0,-100.0
77048,-100.0,-100.0
77058,-100.0,-100.0
77081,-100.0,-100.0
77091,-100.0,-100.0
77117,-100.0,-100.0
77126,-100.0,-100.0
77210,-100.0,-100.0
77222,-100.0,-100.0
77249,-100.0,-100.0
77250,-100.0,-100.0
77262,-100.0,-100.0
77267,-100.0,-100.0
77283,-100.0,-100.0
77285,-100.0,-100.0
77296,-100.0,-100.0
77300,-100.0,-100.0
77317,-100.0,-100.0
77332,-100.0,-100.0
77333,-100.0,-100.0
77346,-100.0,-100.0
77350,-100.0,-100.0
77367,-100.0,-100.0
77385,-100.0,-100.0
77400,-100.0,-100.0
77417,-100.0,-100.0
77434,-100.0,-100.0
77447,-100.0,-100.0
77450,-100.0,-100.0
77460,-100.0,-100.0
77467,-100.0,-100.0
77485,-100.0,-100.0
77486,-100.0,-100.0
77495,-100.0,-100.0
77501,-100.0,-100.0
77516,-100.0,-100.0
77517,-100.0,-100.0
77526,-100.0,-100.0
77533,-100.0,-100.0
77534,-100.0,-100.0
77542,-100.0,-100.0
77550,-100.0,-100.0
77551,-100.0,-100.0
77560,-100.0,-100.0
77567,-100.0,-100.0
77583,-100.0,-100.0
77600,-100.0,-100.0
77617,-100.0,-100.0
77633,-100.0,-100.0
77651,-100.0,-100.0
77667,-100.0,-100.0
77668,-100.0,-100.0
77680,-100.0,-100.0
77686,-100.0,-100.0
77701,-100.0,-100.0
77711,-100.0,-100.0
77717,-100.0,-100.0
77720,-100.0,-100.0
77732,-100.0,-100.0
77734,-100.0,-100.0
77745,-100.0,-100.0
77750,-100.0,-100.0
77753,-100.0,-100.0
77765,-100.0,-100.0
77767,-100.0,-100.0
77774,-100.0,-100.0
77784,-100.0,-100.0
77787,-100.0,-100.0
77800,-100.0,-100.0
77817,-100.0,-100.0
77834,-100.0,-100.0
77850,-100.0,-100.0
77867,-100.0,-100.0
77884,-100.0,-100.0
77900,-100.0,-100.0
77917,-100.0,-100.0
77924,-100.0,-100.0
77933,-100.0,-100.0
77934,-100.0,-100.0
77942,-100.0,-100.0
77950,-100.0,-100.0
77953,-100.0,-100.0
77967,-100.0,-100.0
77977,-100.0,-100.0
77984,-100.0,-100.0
77995,-100.0,-100.0
78000,-100.0,-100.0
78005,-100.0,-100.0
78013,-100.0,-100.0
78017,-100.0,-100.0
78019,-100.0,-100.0
78028,-100.0,-100.0
78034,-100.0,-100.0
78042,-100.0,-100.0
78053,-100.0,-100.0
78063,-100.0,-100.0
78151,-100.0,-100.0
78163,-100.0,-100.0
78170,-100.0,-100.0
78186,-100.0,-100.0
78215,-100.0,-100.0
78219,-100.0,-100.0
78226,-100.0,-100.0
78239,-100.0,-100.0
78247,-100.0,-100.0
78264,-100.0,-100.0
78364,-100.0,-100.0
78378,-100.0,-100.0
78417,-100.0,-100.0
78429,-100.0,-100.0
78443,-100.0,-100.0
78482,-100.0,-100.0
78612,-100.0,-100.0
78628,-100.0,-100.0
78642,-100.0,-100.0
78650,-100.0,-100.0
78659,-100.0,-100.0
78668,-100.0,-100.0
78674,-100.0,-100.0
78686,-100.0,-100.0
78692,-100.0,-100.0
78704,-100.0,-100.0
78709,-100.0,-100.0
78721,-100.0,-100.0
78727,-100.0,-100.0
78738,-100.0,-100.0
78745,-100.0,-100.0
78755,-100.0,-100.0
78870,-100.0,-100.0
78885,-100.0,-100.0
78908,-100.0,-100.0
78920,-100.0,-100.0
78927,-100.0,-100.0
78937,-100.0,-100.0
78945,-100.0,-100.0
78955,-100.0,-100.0
78961,-100.0,-100.0
78974,-100.0,-100.0
78980,-100.0,-100.0
78991,-100.0,-100.0
78998,-100.0,-100.0
79010,-100.0,-100.0
79090,-100.0,-100.0
79103,-100.0,-100.0
79109,-100.0,-100.0
79120,-100.0,-100.0
79126,-100.0,-100.0
79138,-100.0,-100.0
79143,-100.0,-100.0
79155,-100.0,-100.0
79161,-100.0,-100.0
79172,-100.0,-100.0
79177,-100.0,-100.0
79190,-100.0,-100.0
79197,-100.0,-100.0
79207,-100.0,-100.0
79213,-100.0,-100.0
79225,-100.0,-100.0
79324,-100.0,-100.0
79338,-100.0,-100.0
79344,-100.0,-100.0
79354,-100.0,-100.0
79361,-100.0,-100.0
79373,-100.0,-100.0
79380,-100.0,-100.0
79391,-100.0,-100.0
79398,-100.0,-100.0
79406,-100.0,-100.0
84959,-100.0,-100.0
84979,-100.0,-100.0
85001,-100.0,-100.0
85048,-100.0,-100.0
85089,-100.0,-100.0
85123,-100.0,-100.0
85159,-100.0,-100.0
85270,-100.0,-100.0
85290,-100.0,-100.0
85322,-100.0,-100.0
85340,-100.0,-100.0
85358,-100.0,-100.0
85375,-100.0,-100.0
85393,-100.0,-100.0
85411,-100.0,-100.0
85504,-100.0,-100.0
85524,-100.0,-100.0
85557,-100.0,-100.0
85574,-100.0,-100.0
85592,-100.0,-100.0
85627,-100.0,-100.0
85721,-100.0,-100.0
85741,-100.0,-100.0
85761,-100.0,-100.0
85776,-100.0,-100.0
85803,-100.0,-100.0
85816,-100.0,-100.0
85830,-100.0,-100.0
85845,-100.0,-100.0
86822,-100.0,-100.0
86843,-100.0,-100.0
86864,-100.0,-100.0
86876,-100.0,-100.0
86900,-100.0,-100.0
88158,-100.0,-100.0
88178,-100.0,-100.0
88200,-100.0,-100.0
88235,-100.0,-100.0
88469,-100.0,-100.0
88489,-100.0,-100.0
88522,-100.0,-100.0
88540,-100.0,-100.0
88575,-100.0,-100.0
88593,-100.0,-100.0
88636,-100.0,-100.0
88670,-100.0,-100.0
89261,-100.0,-100.0
89270,-100.0,-100.0
89288,-100.0,-100.0
89301,-100.0,-100.0
89319,-100.0,-100.0
89336,-100.0,-100.0
89355,-100.0,-100.0
89373,-100.0,-100.0
89392,-100.0,-100.0
89407,-100.0,-100.0
89427,-100.0,-100.0
89441,-100.0,-100.0
89624,-100.0,-100.0
89646,-100.0,-100.0
89665,-100.0,-100.0
89677,-100.0,-100.0
89693,-100.0,-100.0
89705,-100.0,-100.0
89725,-100.0,-100.0
89738,-100.0,-100.0
89756,-100.0,-100.0
89774,-100.0,-100.0
89788,-100.0,-100.0
90533,-100.0,-100.0
90549,-100.0,-100.0
90552,-100.0,-100.0
90565,-100.0,-100.0
90567,-100.0,-100.0
90581,-100.0,-100.0
90584,-100.0,-100.0
90598,-100.0,-100.0
90600,-100.0,-100.0
90615,-100.0,-100.0
90617,-100.0,-100.0
90631,-100.0,-100.0
90633,-100.0,-100.0
90648,-100.0,-100.0
90649,-100.0,-100.0
90665,-100.0,-100.0
90668,-100.0,-100.0
90681,-100.0,-100.0
90683,-100.0,-100.0
90698,-100.0,-100.0
90701,-100.0,-100.0
90715,-100.0,-100.0
90716,-100.0,-100.0
90732,-100.0,-100.0
90734,-100.0,-100.0
90748,-100.0,-100.0
90751,-100.0,-100.0
90765,-100.0,-100.0
90766,-100.0,-100.0
90782,-100.0,-100.0
90783,-100.0,-100.0
90798,-100.0,-100.0
90799,-100.0,-100.0
90815,-100.0,-100.0
90816,-100.0,-100.0
90832,-100.0,-100.0
90835,-100.0,-100.0
90848,-100.0,-100.0
90850,-100.0,-100.0
90865,-100.0,-100.0
90867,-100.0,-100.0
90881,-100.0,-100.0
90883,-100.0,-100.0
90898,-100.0,-100.0
90900,-100.0,-100.0
90915,-100.0,-100.0
90918,-100.0,-100.0
90931,-100.0,-100.0
90933,-100.0,-100.0
90948,-100.0,-100.0
90950,-100.0,-100.0
90965,-100.0,-100.0
90967,-100.0,-100.0
90981,-100.0,-100.0
90983,-100.0,-100.0
90998,-100.0,-100.0
91002,-100.0,-100.0
91015,-100.0,-100.0
91017,-100.0,-100.0
91031,-100.0,-100.0
91033,-100.0,-100.0
91048,-100.0,-100.0
91049,-100.0,-100.0
91065,-100.0,-100.0
91067,-100.0,-100.0
91081,-100.0,-100.0
91084,-100.0,-100.0
91098,-100.0,-100.0
91100,-100.0,-100.0
91117,-100.0,-100.0
91118,-100.0,-100.0
91132,-100.0,-100.0
91133,-100.0,-100.0
91148,-100.0,-100.0
91150,-100.0,-100.0
91165,-100.0,-100.0
91167,-100.0,-100.0
91181,-100.0,-100.0
91183,-100.0,-100.0
91198,-100.0,-100.0
91201,-100.0,-100.0
91215,-100.0,-100.0
91216,-100.0,-100.0
91232,-100.0,-100.0
91233,-100.0,-100.0
91248,-100.0,-100.0
91250,-100.0,-100.0
91265,-100.0,-100.0
91267,-100.0,-100.0
91281,-100.0,-100.0
91283,-100.0,-100.0
91298,-100.0,-100.0
91301,-100.0,-100.0
91315,-100.0,-100.0
91317,-100.0,-100.0
91331,-100.0,-100.0
91333,-100.0,-100.0
91348,-100.0,-100.0
91350,-100.0,-100.0
91365,-100.0,-100.0
91367,-100.0,-100.0
91381,-100.0,-100.0
91383,-100.0,-100.0
91398,-100.0,-100.0
91400,-100.0,-100.0
91415,-100.0,-100.0
91418,-100.0,-100.0
91431,-100.0,-100.0
91433,-100.0,-100.0
91448,-100.0,-100.0
91450,-100.0,-100.0
91465,-100.0,-100.0
91466,-100.0,-100.0
91482,-100.0,-100.0
91484,-100.0,-100.0
91498,-100.0,-100.0
91501,-100.0,-100.0
91515,-100.0,-100.0
91517,-100.0,-100.0
91532,-100.0,-100.0
91533,-100.0,-100.0
91548,-100.0,-100.0
91550,-100.0,-100.0
91565,-100.0,-100.0
91566,-100.0,-100.0
91581,-100.0,-100.0
91584,-100.0,-100.0
91598,-100.0,-100.0
91600,-100.0,-100.0
91615,-100.0,-100.0
91617,-100.0,-100.0
91632,-100.0,-100.0
91633,-100.0,-100.0
91648,-100.0,-100.0
91651,-100.0,-100.0
91665,-100.0,-100.0
91667,-100.0,-100.0
91683,-100.0,-100.0
91688,-100.0,-100.0
91716,-100.0,-100.0
91721,-100.0,-100.0
91732,-100.0,-100.0
91738,-100.0,-100.0
91765,-100.0,-100.0
91767,-100.0,-100.0
91782,-100.0,-100.0
91784,-100.0,-100.0
91798,-100.0,-100.0
91801,-100.0,-100.0
91815,-100.0,-100.0
91818,-100.0,-100.0
91832,-100.0,-100.0
91835,-100.0,-100.0
91848,-100.0,-100.0
91851,-100.0,-100.0
91865,-100.0,-100.0
91867,-100.0,-100.0
91882,-100.0,-100.0
91884,-100.0,-100.0
91898,-100.0,-100.0
91902,-100.0,-100.0
91915,-100.0,-100.0
91919,-100.0,-100.0
91931,-100.0,-100.0
91934,-100.0,-100.0
91948,-100.0,-100.0
91950,-100.0,-100.0
91965,-100.0,-100.0
91966,-100.0,-100.0
91982,-100.0,-100.0
91984,-100.0,-100.0
91998,-100.0,-100.0
92001,-100.0,-100.0
92015,-100.0,-100.0
92016,-100.0,-100.0
92032,-100.0,-100.0
92033,-100.0,-100.0
92048,-100.0,-100.0
92050,-100.0,-100.0
92065,-100.0,-100.0
92067,-100.0,-100.0
92082,-100.0,-100.0
92085,-100.0,-100.0
92098,-100.0,-100.0
92101,-100.0,-100.0
92115,-100.0,-100.0
92117,-100.0,-100.0
92132,-100.0,-100.0
92135,-100.0,-100.0
92148,-100.0,-100.0
92150,-100.0,-100.0
92165,-100.0,-100.0
92168,-100.0,-100.0
92182,-100.0,-100.0
92184,-100.0,-100.0
92198,-100.0,-100.0
92882,-100.0,-100.0
92899,-100.0,-100.0
92901,-100.0,-100.0
92915,-100.0,-100.0
92917,-100.0,-100.0
92932,-100.0,-100.0
92933,-100.0,-100.0
92948,-100.0,-100.0
92950,-100.0,-100.0
92965,-100.0,-100.0
92967,-100.0,-100.0
92981,-100.0,-100.0
92984,-100.0,-100.0
92999,-100.0,-100.0
93003,-100.0,-100.0
93015,-100.0,-100.0
93017,-100.0,-100.0
93032,-100.0,-100.0
93033,-100.0,-100.0
93048,-100.0,-100.0
93050,-100.0,-100.0
93065,-100.0,-100.0
93068,-100.0,-100.0
93081,-100.0,-100.0
93084,-100.0,-100.0
93098,-100.0,-100.0
93100,-100.0,-100.0
93115,-100.0,-100.0
93116,-100.0,-100.0
93132,-100.0,-100.0
93133,-100.0,-100.0
93148,-100.0,-100.0
93151,-100.0,-100.0
93165,-100.0,-100.0
93167,-100.0,-100.0
93182,-100.0,-100.0
93183,-100.0,-100.0
93198,-100.0,-100.0
93200,-100.0,-100.0
93215,-100.0,-100.0
93216,-100.0,-100.0
93232,-100.0,-100.0
93234,-100.0,-100.0
93248,-100.0,-100.0
93250,-100.0,-100.0
93265,-100.0,-100.0
93267,-100.0,-100.0
93281,-100.0,-100.0
93283,-100.0,-100.0
93299,-100.0,-100.0
103616,-100.0,-100.0
103633,-100.0,-100.0
103635,-100.0,-100.0
103649,-100.0,-100.0
103651,-100.0,-100.0
103666,-100.0,-100.0
103667,-100.0,-100.0
103682,-100.0,-100.0
103685,-100.0,-100.0
103699,-100.0,-100.0
103701,-100.0,-100.0
103715,-100.0,-100.0
103718,-100.0,-100.0
103732,-100.0,-100.0
103734,-100.0,-100.0
103749,-100.0,-100.0
103751,-100.0,-100.0
103767,-100.0,-100.0
103773,-100.0,-100.0
103782,-100.0,-100.0
103785,-100.0,-100.0
103799,-100.0,-100.0
103801,-100.0,-100.0
103816,-100.0,-100.0
103818,-100.0,-100.0
103832,-100.0,-100.0
103834,-100.0,-100.0
103850,-100.0,-100.0
103856,-100.0,-100.0
103866,-100.0,-100.0
103869,-100.0,-100.0
103882,-100.0,-100.0
103885,-100.0,-100.0
103899,-100.0,-100.0
103901,-100.0,-100.0
103915,-100.0,-100.0
103918,-100.0,-100.0
103932,-100.0,-100.0
103935,-100.0,-100.0
103949,-100.0,-100.0
103951,-100.0,-100.0
103965,-100.0,-100.0
103967,-100.0,-100.0
103982,-100.0,-100.0
103984,-100.0,-100.0
103999,-100.0,-100.0
104001,-100.0,-100.0
104016,-100.0,-100.0
104019,-100.0,-100.0
104032,-100.0,-100.0
104034,-100.0,-100.0
104049,-100.0,-100.0
104051,-100.0,-100.0
104065,-100.0,-100.0
104067,-100.0,-100.0
104082,-100.0,-100.0
104084,-100.0,-100.0
104099,-100.0,-100.0
104102,-100.0,-100.0
104116,-100.0,-100.0
104118,-100.0,-100.0
104132,-100.0,-100.0
104134,-100.0,-100.0
104149,-100.0,-100.0
104152,-100.0,-100.0
104166,-100.0,-100.0
104168,-100.0,-100.0
104182,-100.0,-100.0
104185,-100.0,-100.0
104199,-100.0,-100.0
104201,-100.0,-100.0
104216,-100.0,-100.0
104218,-100.0,-100.0
104232,-100.0,-100.0
104234,-100.0,-100.0
104249,-100.0,-100.0
104251,-100.0,-100.0
104266,-100.0,-100.0
104269,-100.0,-100.0
104282,-100.0,-100.0
104284,-100.0,-100.0
104299,-100.0,-100.0
104301,-100.0,-100.0
104316,-100.0,-100.0
104318,-100.0,-100.0
104332,-100.0,-100.0
104334,-100.0,-100.0
104349,-100.0,-100.0
104352,-100.0,-100.0
104366,-100.0,-100.0
104368,-100.0,-100.0
104382,-100.0,-100.0
104384,-100.0,-100.0
104399,-100.0,-100.0
104401,-100.0,-100.0
104415,-100.0,-100.0
104418,-100.0,-100.0
104432,-100.0,-100.0
104435,-100.0,-100.0
104449,-100.0,-100.0
104452,-100.0,-100.0
104465,-100.0,-100.0
104467,-100.0,-100.0
104482,-100.0,-100.0
104484,-100.0,-100.0
104499,-100.0,-100.0
104501,-100.0,-100.0
104516,-100.0,-100.0
104519,-100.0,-100.0
104532,-100.0,-100.0
104534,-100.0,-100.0
104549,-100.0,-100.0
104552,-100.0,-100.0
104566,-100.0,-100.0
104568,-100.0,-100.0
104582,-100.0,-100.0
104585,-100.0,-100.0
104599,-100.0,-100.0
104602,-100.0,-100.0
104617,-100.0,-100.0
104622,-100.0,-100.0
104650,-100.0,-100.0
104656,-100.0,-100.0
104682,-100.0,-100.0
104686,-100.0,-100.0
104699,-100.0,-100.0
104701,-100.0,-100.0
104715,-100.0,-100.0
104718,-100.0,-100.0
104732,-100.0,-100.0
104735,-100.0,-100.0
104749,-100.0,-100.0
104751,-100.0,-100.0
104766,-100.0,-100.0
104769,-100.0,-100.0
104782,-100.0,-100.0
104784,-100.0,-100.0
104799,-100.0,-100.0
104801,-100.0,-100.0
104816,-100.0,-100.0
104818,-100.0,-100.0
104832,-100.0,-100.0
104836,-100.0,-100.0
104849,-100.0,-100.0
104852,-100.0,-100.0
104865,-100.0,-100.0
104868,-100.0,-100.0
104882,-100.0,-100.0
104885,-100.0,-100.0
104899,-100.0,-100.0
104901,-100.0,-100.0
104916,-100.0,-100.0
104918,-100.0,-100.0
104932,-100.0,-100.0
104935,-100.0,-100.0
104949,-100.0,-100.0
104951,-100.0,-100.0
104966,-100.0,-100.0
104968,-100.0,-100.0
104982,-100.0,-100.0
104985,-100.0,-100.0
104999,-100.0,-100.0
105001,-100.0,-100.0
105016,-100.0,-100.0
105019,-100.0,-100.0
105032,-100.0,-100.0
105035,-100.0,-100.0
105049,-100.0,-100.0
105052,-100.0,-100.0
105066,-100.0,-100.0
105068,-100.0,-100.0
105082,-100.0,-100.0
105085,-100.0,-100.0
105099,-100.0,-100.0
105102,-100.0,-100.0
105116,-100.0,-100.0
105121,-100.0,-100.0
105132,-100.0,-100.0
105134,-100.0,-100.0
105149,-100.0,-100.0
105151,-100.0,-100.0
105166,-100.0,-100.0
105168,-100.0,-100.0
105182,-100.0,-100.0
105185,-100.0,-100.0
105199,-100.0,-100.0
105201,-100.0,-100.0
105216,-100.0,-100.0
105218,-100.0,-100.0
105232,-100.0,-100.0
105234,-100.0,-100.0
105249,-100.0,-100.0
105251,-100.0,-100.0
105266,-100.0,-100.0
105269,-100.0,-100.0
105282,-100.0,-100.0
105285,-100.0,-100.0
105299,-100.0,-100.0
105301,-100.0,-100.0
105316,-100.0,-100.0
105318,-100.0,-100.0
105332,-100.0,-100.0
105334,-100.0,-100.0
105350,-100.0,-100.0
105356,-100.0,-100.0
105383,-100.0,-100.0
105390,-100.0,-100.0
105416,-100.0,-100.0
105418,-100.0,-100.0
105419,-100.0,-100.0
105432,-100.0,-100.0
105442,-100.0,-100.0
105515,-100.0,-100.0
105562,-100.0,-100.0
105608,-100.0,-100.0
105677,-100.0,-100.0
105723,-100.0,-100.0
105763,-100.0,-100.0
105800,-100.0,-100.0
105856,-100.0,-100.0
105895,-100.0,-100.0
105926,-100.0,-100.0
105955,-100.0,-100.0
