,A23KB5AO13NF7,A1W05TSPORJPX
137684,-100.0,-100.0
137694,-100.0,-100.0
137704,-100.0,-100.0
137840,-100.0,-100.0
137853,-100.0,-100.0
137877,-100.0,-100.0
137893,-100.0,-100.0
137902,-100.0,-100.0
137910,-100.0,-100.0
137936,-100.0,-100.0
137945,-100.0,-100.0
138094,-100.0,-100.0
138097,-100.0,-100.0
138128,-100.0,-100.0
138137,-100.0,-100.0
138164,-100.0,-100.0
138170,-100.0,-100.0
138318,-100.0,-100.0
138335,-100.0,-100.0
138370,-100.0,-100.0
138378,-100.0,-100.0
138403,-100.0,-100.0
138414,-100.0,-100.0
138423,-100.0,-100.0
138438,-100.0,-100.0
138654,-100.0,-100.0
138672,-100.0,-100.0
138697,-100.0,-100.0
138707,-100.0,-100.0
138711,-100.0,-100.0
138720,-100.0,-100.0
138729,-100.0,-100.0
138736,-100.0,-100.0
138742,-100.0,-100.0
138761,-100.0,-100.0
138767,-100.0,-100.0
138777,-100.0,-100.0
138804,-100.0,-100.0
138813,-100.0,-100.0
138822,-100.0,-100.0
138832,-100.0,-100.0
138971,-100.0,-100.0
138983,-100.0,-100.0
139008,-100.0,-100.0
139016,-100.0,-100.0
139042,-100.0,-100.0
139049,-100.0,-100.0
139075,-100.0,-100.0
139083,-100.0,-100.0
139219,-100.0,-100.0
139228,-100.0,-100.0
139256,-100.0,-100.0
139265,-100.0,-100.0
139505,-100.0,-100.0
139517,-100.0,-100.0
139545,-100.0,-100.0
139551,-100.0,-100.0
139581,-100.0,-100.0
139592,-100.0,-100.0
139619,-100.0,-100.0
139629,-100.0,-100.0
139721,-100.0,-100.0
139733,-100.0,-100.0
139762,-100.0,-100.0
139772,-100.0,-100.0
139798,-100.0,-100.0
139806,-100.0,-100.0
139818,-100.0,-100.0
139827,-100.0,-100.0
139958,-100.0,-100.0
139967,-100.0,-100.0
139997,-100.0,-100.0
140007,-100.0,-100.0
140019,-100.0,-100.0
140033,-100.0,-100.0
140157,-100.0,-100.0
140168,-100.0,-100.0
140198,-100.0,-100.0
140206,-100.0,-100.0
140255,-100.0,-100.0
140263,-100.0,-100.0
140392,-100.0,-100.0
140405,-100.0,-100.0
140453,-100.0,-100.0
140460,-100.0,-100.0
140626,-100.0,-100.0
140637,-100.0,-100.0
140661,-100.0,-100.0
140667,-100.0,-100.0
140680,-100.0,-100.0
140694,-100.0,-100.0
140827,-100.0,-100.0
140841,-100.0,-100.0
140863,-100.0,-100.0
140867,-100.0,-100.0
140880,-100.0,-100.0
140894,-100.0,-100.0
141078,-100.0,-100.0
141079,-100.0,-100.0
141108,-100.0,-100.0
141118,-100.0,-100.0
141132,-100.0,-100.0
141146,-100.0,-100.0
141174,-100.0,-100.0
141182,-100.0,-100.0
141279,-100.0,-100.0
141290,-100.0,-100.0
141306,-100.0,-100.0
141315,-100.0,-100.0
141341,-100.0,-100.0
141350,-100.0,-100.0
141381,-100.0,-100.0
141394,-100.0,-100.0
141435,-100.0,-100.0
141458,-100.0,-100.0
141580,-100.0,-100.0
141593,-100.0,-100.0
141637,-100.0,-100.0
141651,-100.0,-100.0
141709,-100.0,-100.0
141722,-100.0,-100.0
141750,-100.0,-100.0
141758,-100.0,-100.0
141766,-100.0,-100.0
141770,-100.0,-100.0
141775,-100.0,-100.0
141786,-100.0,-100.0
141795,-100.0,-100.0
141807,-100.0,-100.0
141810,-100.0,-100.0
141819,-100.0,-100.0
141838,-100.0,-100.0
141849,-100.0,-100.0
141882,-100.0,-100.0
141890,-100.0,-100.0
141933,-100.0,-100.0
141944,-100.0,-100.0
141950,-100.0,-100.0
141966,-100.0,-100.0
141979,-100.0,-100.0
141994,-100.0,-100.0
142001,-100.0,-100.0
142009,-100.0,-100.0
142023,-100.0,-100.0
142024,-100.0,-100.0
142031,-100.0,-100.0
142033,-100.0,-100.0
142045,-100.0,-100.0
142058,-100.0,-100.0
142134,-100.0,-100.0
142144,-100.0,-100.0
142176,-100.0,-100.0
142178,-100.0,-100.0
142188,-100.0,-100.0
142195,-100.0,-100.0
142197,-100.0,-100.0
142209,-100.0,-100.0
142237,-100.0,-100.0
142251,-100.0,-100.0
142253,-100.0,-100.0
142257,-100.0,-100.0
142271,-100.0,-100.0
142284,-100.0,-100.0
142297,-100.0,-100.0
142305,-100.0,-100.0
142321,-100.0,-100.0
142331,-100.0,-100.0
142337,-100.0,-100.0
142347,-100.0,-100.0
142353,-100.0,-100.0
142364,-100.0,-100.0
142369,-100.0,-100.0
142381,-100.0,-100.0
142382,-100.0,-100.0
142389,-100.0,-100.0
142392,-100.0,-100.0
142400,-100.0,-100.0
142407,-100.0,-100.0
142418,-100.0,-100.0
142423,-100.0,-100.0
142424,-100.0,-100.0
142432,-100.0,-100.0
142434,-100.0,-100.0
142439,-100.0,-100.0
142454,-100.0,-100.0
142462,-100.0,-100.0
142474,-100.0,-100.0
142476,-100.0,-100.0
142481,-100.0,-100.0
142495,-100.0,-100.0
142516,-100.0,-100.0
142527,-100.0,-100.0
142536,-100.0,-100.0
142547,-100.0,-100.0
142554,-100.0,-100.0
142565,-100.0,-100.0
142570,-100.0,-100.0
142581,-100.0,-100.0
142585,-100.0,-100.0
142598,-100.0,-100.0
142605,-100.0,-100.0
142616,-100.0,-100.0
142618,-100.0,-100.0
142623,-100.0,-100.0
142625,-100.0,-100.0
142636,-100.0,-100.0
142642,-100.0,-100.0
142651,-100.0,-100.0
142656,-100.0,-100.0
142665,-100.0,-100.0
142668,-100.0,-100.0
142673,-100.0,-100.0
142676,-100.0,-100.0
142682,-100.0,-100.0
142693,-100.0,-100.0
142704,-100.0,-100.0
142714,-100.0,-100.0
142715,-100.0,-100.0
142738,-100.0,-100.0
142760,-100.0,-100.0
142773,-100.0,-100.0
142796,-100.0,-100.0
142808,-100.0,-100.0
142814,-100.0,-100.0
142815,-100.0,-100.0
142824,-100.0,-100.0
142829,-100.0,-100.0
142832,-100.0,-100.0
142841,-100.0,-100.0
142860,-100.0,-100.0
142862,-100.0,-100.0
142869,-100.0,-100.0
142872,-100.0,-100.0
142878,-100.0,-100.0
142880,-100.0,-100.0
142885,-100.0,-100.0
142890,-100.0,-100.0
142896,-100.0,-100.0
142899,-100.0,-100.0
142901,-100.0,-100.0
142906,-100.0,-100.0
142911,-100.0,-100.0
142917,-100.0,-100.0
142919,-100.0,-100.0
142931,-100.0,-100.0
142937,-100.0,-100.0
142949,-100.0,-100.0
142954,-100.0,-100.0
142974,-100.0,-100.0
143034,-100.0,-100.0
143049,-100.0,-100.0
143070,-100.0,-100.0
143081,-100.0,-100.0
143089,-100.0,-100.0
143099,-100.0,-100.0
143105,-100.0,-100.0
143116,-100.0,-100.0
143124,-100.0,-100.0
143134,-100.0,-100.0
143141,-100.0,-100.0
143151,-100.0,-100.0
143159,-100.0,-100.0
143169,-100.0,-100.0
143175,-100.0,-100.0
143186,-100.0,-100.0
143192,-100.0,-100.0
143204,-100.0,-100.0
143211,-100.0,-100.0
143212,-100.0,-100.0
143303,-100.0,-100.0
143316,-100.0,-100.0
143323,-100.0,-100.0
143333,-100.0,-100.0
143341,-100.0,-100.0
143352,-100.0,-100.0
143358,-100.0,-100.0
143372,-100.0,-100.0
143377,-100.0,-100.0
143387,-100.0,-100.0
143394,-100.0,-100.0
143404,-100.0,-100.0
143410,-100.0,-100.0
143421,-100.0,-100.0
143428,-100.0,-100.0
144335,-100.0,-100.0
144348,-100.0,-100.0
144357,-100.0,-100.0
144382,-100.0,-100.0
144388,-100.0,-100.0
144399,-100.0,-100.0
144406,-100.0,-100.0
144415,-100.0,-100.0
144422,-100.0,-100.0
144433,-100.0,-100.0
144442,-100.0,-100.0
144453,-100.0,-100.0
144461,-100.0,-100.0
144470,-100.0,-100.0
144478,-100.0,-100.0
144488,-100.0,-100.0
144623,-100.0,-100.0
144635,-100.0,-100.0
144644,-100.0,-100.0
144657,-100.0,-100.0
144676,-100.0,-100.0
144687,-100.0,-100.0
144696,-100.0,-100.0
144704,-100.0,-100.0
144712,-100.0,-100.0
144720,-100.0,-100.0
144728,-100.0,-100.0
144737,-100.0,-100.0
144746,-100.0,-100.0
144875,-100.0,-100.0
144890,-100.0,-100.0
144913,-100.0,-100.0
144922,-100.0,-100.0
144927,-100.0,-100.0
144928,-100.0,-100.0
144936,-100.0,-100.0
144947,-100.0,-100.0
144956,-100.0,-100.0
144966,-100.0,-100.0
145127,-100.0,-100.0
145130,-100.0,-100.0
145153,-100.0,-100.0
145165,-100.0,-100.0
145173,-100.0,-100.0
145181,-100.0,-100.0
145190,-100.0,-100.0
145198,-100.0,-100.0
145207,-100.0,-100.0
145215,-100.0,-100.0
145223,-100.0,-100.0
145233,-100.0,-100.0
145345,-100.0,-100.0
145346,-100.0,-100.0
145347,-100.0,-100.0
145356,-100.0,-100.0
145369,-100.0,-100.0
145379,-100.0,-100.0
145381,-100.0,-100.0
145385,-100.0,-100.0
145389,-100.0,-100.0
145398,-100.0,-100.0
145399,-100.0,-100.0
145406,-100.0,-100.0
145421,-100.0,-100.0
145426,-100.0,-100.0
145427,-100.0,-100.0
145435,-100.0,-100.0
145472,-100.0,-100.0
145481,-100.0,-100.0
145488,-100.0,-100.0
145490,-100.0,-100.0
145500,-100.0,-100.0
145509,-100.0,-100.0
145517,-100.0,-100.0
145526,-100.0,-100.0
145553,-100.0,-100.0
145555,-100.0,-100.0
145562,-100.0,-100.0
145569,-100.0,-100.0
145579,-100.0,-100.0
145604,-100.0,-100.0
145605,-100.0,-100.0
145614,-100.0,-100.0
145616,-100.0,-100.0
145641,-100.0,-100.0
145642,-100.0,-100.0
145651,-100.0,-100.0
145787,-100.0,-100.0
145799,-100.0,-100.0
145823,-100.0,-100.0
145831,-100.0,-100.0
145857,-100.0,-100.0
145867,-100.0,-100.0
146023,-100.0,-100.0
146036,-100.0,-100.0
146061,-100.0,-100.0
146072,-100.0,-100.0
146101,-100.0,-100.0
146109,-100.0,-100.0
146137,-100.0,-100.0
146143,-100.0,-100.0
146259,-100.0,-100.0
146279,-100.0,-100.0
146310,-100.0,-100.0
146318,-100.0,-100.0
146348,-100.0,-100.0
146360,-100.0,-100.0
146378,-100.0,-100.0
146386,-100.0,-100.0
146489,-100.0,-100.0
146502,-100.0,-100.0
146531,-100.0,-100.0
146540,-100.0,-100.0
146565,-100.0,-100.0
146576,-100.0,-100.0
146705,-100.0,-100.0
146720,-100.0,-100.0
146751,-100.0,-100.0
146757,-100.0,-100.0
146786,-100.0,-100.0
146792,-100.0,-100.0
146818,-100.0,-100.0
146828,-100.0,-100.0
146959,-100.0,-100.0
146970,-100.0,-100.0
147000,-100.0,-100.0
147006,-100.0,-100.0
147039,-100.0,-100.0
147048,-100.0,-100.0
147059,-100.0,-100.0
147067,-100.0,-100.0
147092,-100.0,-100.0
147102,-100.0,-100.0
147156,-100.0,-100.0
147168,-100.0,-100.0
147199,-100.0,-100.0
147209,-100.0,-100.0
147238,-100.0,-100.0
147249,-100.0,-100.0
147264,-100.0,-100.0
147272,-100.0,-100.0
147305,-100.0,-100.0
147314,-100.0,-100.0
147461,-100.0,-100.0
147472,-100.0,-100.0
147489,-100.0,-100.0
147495,-100.0,-100.0
147524,-100.0,-100.0
147532,-100.0,-100.0
147561,-100.0,-100.0
147571,-100.0,-100.0
147705,-100.0,-100.0
147717,-100.0,-100.0
147745,-100.0,-100.0
147754,-100.0,-100.0
147792,-100.0,-100.0
147801,-100.0,-100.0
147924,-100.0,-100.0
147940,-100.0,-100.0
147953,-100.0,-100.0
147965,-100.0,-100.0
147993,-100.0,-100.0
148000,-100.0,-100.0
148013,-100.0,-100.0
148023,-100.0,-100.0
148050,-100.0,-100.0
148058,-100.0,-100.0
148207,-100.0,-100.0
148219,-100.0,-100.0
148444,-100.0,-100.0
148454,-100.0,-100.0
148486,-100.0,-100.0
148498,-100.0,-100.0
148511,-100.0,-100.0
148524,-100.0,-100.0
148543,-100.0,-100.0
148547,-100.0,-100.0
148696,-100.0,-100.0
148706,-100.0,-100.0
148736,-100.0,-100.0
148744,-100.0,-100.0
148771,-100.0,-100.0
148782,-100.0,-100.0
148899,-100.0,-100.0
148918,-100.0,-100.0
148953,-100.0,-100.0
148961,-100.0,-100.0
158057,-100.0,-100.0
158082,-100.0,-100.0
158171,-100.0,-100.0
158220,-100.0,-100.0
158269,-100.0,-100.0
158312,-100.0,-100.0
158389,-100.0,-100.0
158413,-100.0,-100.0
158445,-100.0,-100.0
158510,-100.0,-100.0
158537,-100.0,-100.0
158604,-100.0,-100.0
158645,-100.0,-100.0
158674,-100.0,-100.0
158706,-100.0,-100.0
158757,-100.0,-100.0
158901,-100.0,-100.0
158938,-100.0,-100.0
158966,-100.0,-100.0
159005,-100.0,-100.0
159052,-100.0,-100.0
159112,-100.0,-100.0
159156,-100.0,-100.0
159204,-100.0,-100.0
159232,-100.0,-100.0
159272,-100.0,-100.0
159403,-100.0,-100.0
159462,-100.0,-100.0
159545,-100.0,-100.0
159573,-100.0,-100.0
159624,-100.0,-100.0
159666,-100.0,-100.0
159709,-100.0,-100.0
159747,-100.0,-100.0
159842,-100.0,-100.0
159889,-100.0,-100.0
159923,-100.0,-100.0
159986,-100.0,-100.0
160017,-100.0,-100.0
160055,-100.0,-100.0
160083,-100.0,-100.0
160115,-100.0,-100.0
160178,-100.0,-100.0
160213,-100.0,-100.0
160297,-100.0,-100.0
160321,-100.0,-100.0
160376,-100.0,-100.0
160416,-100.0,-100.0
160470,-100.0,-100.0
160510,-100.0,-100.0
160552,-100.0,-100.0
160591,-100.0,-100.0
160762,-100.0,-100.0
160830,-100.0,-100.0
161007,-100.0,-100.0
161090,-100.0,-100.0
161128,-100.0,-100.0
161154,-100.0,-100.0
161212,-100.0,-100.0
161311,-100.0,-100.0
161356,-100.0,-100.0
161420,-100.0,-100.0
161454,-100.0,-100.0
161504,-100.0,-100.0
161544,-100.0,-100.0
161589,-100.0,-100.0
161640,-100.0,-100.0
161676,-100.0,-100.0
161703,-100.0,-100.0
161750,-100.0,-100.0
161787,-100.0,-100.0
161836,-100.0,-100.0
161904,-100.0,-100.0
161969,-100.0,-100.0
161990,-100.0,-100.0
162021,-100.0,-100.0
162042,-100.0,-100.0
162135,-100.0,-100.0
162171,-100.0,-100.0
162230,-100.0,-100.0
162256,-100.0,-100.0
162286,-100.0,-100.0
162326,-100.0,-100.0
162357,-100.0,-100.0
162372,-100.0,-100.0
162391,-100.0,-100.0
162392,-100.0,-100.0
162424,-100.0,-100.0
162459,-100.0,-100.0
162462,-100.0,-100.0
162483,-100.0,-100.0
162501,-100.0,-100.0
162506,-100.0,-100.0
162536,-100.0,-100.0
162548,-100.0,-100.0
162571,-100.0,-100.0
162588,-100.0,-100.0
162595,-100.0,-100.0
162606,-100.0,-100.0
162624,-100.0,-100.0
162641,-100.0,-100.0
162645,-100.0,-100.0
162658,-100.0,-100.0
162675,-100.0,-100.0
162700,-100.0,-100.0
162706,-100.0,-100.0
162719,-100.0,-100.0
162736,-100.0,-100.0
162752,-100.0,-100.0
162753,-100.0,-100.0
162770,-100.0,-100.0
162783,-100.0,-100.0
162788,-100.0,-100.0
162806,-100.0,-100.0
162823,-100.0,-100.0
162841,-100.0,-100.0
162858,-100.0,-100.0
162875,-100.0,-100.0
162894,-100.0,-100.0
162899,-100.0,-100.0
162910,-100.0,-100.0
162917,-100.0,-100.0
162937,-100.0,-100.0
162952,-100.0,-100.0
162979,-100.0,-100.0
162987,-100.0,-100.0
163006,-100.0,-100.0
163039,-100.0,-100.0
163072,-100.0,-100.0
163075,-100.0,-100.0
163093,-100.0,-100.0
163104,-100.0,-100.0
163118,-100.0,-100.0
163151,-100.0,-100.0
163170,-100.0,-100.0
163173,-100.0,-100.0
163204,-100.0,-100.0
163222,-100.0,-100.0
163239,-100.0,-100.0
163256,-100.0,-100.0
163269,-100.0,-100.0
163292,-100.0,-100.0
163302,-100.0,-100.0
163326,-100.0,-100.0
163334,-100.0,-100.0
163344,-100.0,-100.0
163368,-100.0,-100.0
163373,-100.0,-100.0
163403,-100.0,-100.0
163420,-100.0,-100.0
163435,-100.0,-100.0
163456,-100.0,-100.0
163477,-100.0,-100.0
163491,-100.0,-100.0
163512,-100.0,-100.0
163524,-100.0,-100.0
163525,-100.0,-100.0
163541,-100.0,-100.0
163544,-100.0,-100.0
163545,-100.0,-100.0
163555,-100.0,-100.0
163557,-100.0,-100.0
163559,-100.0,-100.0
163568,-100.0,-100.0
163574,-100.0,-100.0
163578,-100.0,-100.0
163586,-100.0,-100.0
163590,-100.0,-100.0
163593,-100.0,-100.0
163607,-100.0,-100.0
163610,-100.0,-100.0
163617,-100.0,-100.0
163620,-100.0,-100.0
163624,-100.0,-100.0
163626,-100.0,-100.0
163641,-100.0,-100.0
163643,-100.0,-100.0
163655,-100.0,-100.0
163657,-100.0,-100.0
163661,-100.0,-100.0
163673,-100.0,-100.0
163674,-100.0,-100.0
163677,-100.0,-100.0
163691,-100.0,-100.0
163699,-100.0,-100.0
163704,-100.0,-100.0
163707,-100.0,-100.0
163708,-100.0,-100.0
163711,-100.0,-100.0
163724,-100.0,-100.0
163727,-100.0,-100.0
163741,-100.0,-100.0
163744,-100.0,-100.0
163749,-100.0,-100.0
163757,-100.0,-100.0
163761,-100.0,-100.0
163772,-100.0,-100.0
163774,-100.0,-100.0
163777,-100.0,-100.0
163785,-100.0,-100.0
163790,-100.0,-100.0
163793,-100.0,-100.0
163807,-100.0,-100.0
163810,-100.0,-100.0
163819,-100.0,-100.0
163824,-100.0,-100.0
163827,-100.0,-100.0
163839,-100.0,-100.0
163841,-100.0,-100.0
163849,-100.0,-100.0
163856,-100.0,-100.0
163872,-100.0,-100.0
163874,-100.0,-100.0
163877,-100.0,-100.0
163888,-100.0,-100.0
163890,-100.0,-100.0
163893,-100.0,-100.0
163907,-100.0,-100.0
163911,-100.0,-100.0
163924,-100.0,-100.0
163925,-100.0,-100.0
163927,-100.0,-100.0
163935,-100.0,-100.0
163940,-100.0,-100.0
163943,-100.0,-100.0
163957,-100.0,-100.0
163960,-100.0,-100.0
163962,-100.0,-100.0
163974,-100.0,-100.0
163977,-100.0,-100.0
163984,-100.0,-100.0
163990,-100.0,-100.0
163992,-100.0,-100.0
163994,-100.0,-100.0
164002,-100.0,-100.0
164007,-100.0,-100.0
164010,-100.0,-100.0
164024,-100.0,-100.0
164027,-100.0,-100.0
164037,-100.0,-100.0
164040,-100.0,-100.0
164043,-100.0,-100.0
164055,-100.0,-100.0
164057,-100.0,-100.0
164060,-100.0,-100.0
164075,-100.0,-100.0
164076,-100.0,-100.0
164082,-100.0,-100.0
164090,-100.0,-100.0
164094,-100.0,-100.0
164106,-100.0,-100.0
164107,-100.0,-100.0
164110,-100.0,-100.0
164124,-100.0,-100.0
164127,-100.0,-100.0
164140,-100.0,-100.0
164148,-100.0,-100.0
164158,-100.0,-100.0
164176,-100.0,-100.0
164183,-100.0,-100.0
164186,-100.0,-100.0
164200,-100.0,-100.0
164217,-100.0,-100.0
164235,-100.0,-100.0
164253,-100.0,-100.0
164255,-100.0,-100.0
164283,-100.0,-100.0
164288,-100.0,-100.0
164306,-100.0,-100.0
164323,-100.0,-100.0
164339,-100.0,-100.0
164342,-100.0,-100.0
164359,-100.0,-100.0
164376,-100.0,-100.0
164381,-100.0,-100.0
164400,-100.0,-100.0
164421,-100.0,-100.0
164449,-100.0,-100.0
164451,-100.0,-100.0
164486,-100.0,-100.0
164502,-100.0,-100.0
164504,-100.0,-100.0
164528,-100.0,-100.0
164538,-100.0,-100.0
164554,-100.0,-100.0
164556,-100.0,-100.0
164574,-100.0,-100.0
164591,-100.0,-100.0
164616,-100.0,-100.0
164641,-100.0,-100.0
164650,-100.0,-100.0
164669,-100.0,-100.0
164670,-100.0,-100.0
164686,-100.0,-100.0
164705,-100.0,-100.0
164738,-100.0,-100.0
164756,-100.0,-100.0
164762,-100.0,-100.0
164791,-100.0,-100.0
164800,-100.0,-100.0
164810,-100.0,-100.0
164826,-100.0,-100.0
164834,-100.0,-100.0
164862,-100.0,-100.0
164868,-100.0,-100.0
164890,-100.0,-100.0
164902,-100.0,-100.0
164920,-100.0,-100.0
164941,-100.0,-100.0
164955,-100.0,-100.0
164962,-100.0,-100.0
164989,-100.0,-100.0
165007,-100.0,-100.0
165031,-100.0,-100.0
165050,-100.0,-100.0
165084,-100.0,-100.0
165120,-100.0,-100.0
165134,-100.0,-100.0
165142,-100.0,-100.0
165153,-100.0,-100.0
165164,-100.0,-100.0
165175,-100.0,-100.0
165207,-100.0,-100.0
165224,-100.0,-100.0
165249,-100.0,-100.0
165283,-100.0,-100.0
165301,-100.0,-100.0
165336,-100.0,-100.0
165353,-100.0,-100.0
165371,-100.0,-100.0
165388,-100.0,-100.0
165424,-100.0,-100.0
165651,-100.0,-100.0
165666,-100.0,-100.0
165695,-100.0,-100.0
165707,-100.0,-100.0
165723,-100.0,-100.0
165729,-100.0,-100.0
165741,-100.0,-100.0
165755,-100.0,-100.0
165763,-100.0,-100.0
165774,-100.0,-100.0
165800,-100.0,-100.0
165812,-100.0,-100.0
165844,-100.0,-100.0
165851,-100.0,-100.0
165877,-100.0,-100.0
165885,-100.0,-100.0
165910,-100.0,-100.0
165919,-100.0,-100.0
165931,-100.0,-100.0
165951,-100.0,-100.0
165961,-100.0,-100.0
166011,-100.0,-100.0
166023,-100.0,-100.0
166053,-100.0,-100.0
166062,-100.0,-100.0
166088,-100.0,-100.0
166098,-100.0,-100.0
166123,-100.0,-100.0
166134,-100.0,-100.0
166148,-100.0,-100.0
166159,-100.0,-100.0
166186,-100.0,-100.0
166196,-100.0,-100.0
166224,-100.0,-100.0
166233,-100.0,-100.0
166261,-100.0,-100.0
166269,-100.0,-100.0
166281,-100.0,-100.0
166293,-100.0,-100.0
166320,-100.0,-100.0
166334,-100.0,-100.0
166352,-100.0,-100.0
166362,-100.0,-100.0
166392,-100.0,-100.0
166400,-100.0,-100.0
166410,-100.0,-100.0
166424,-100.0,-100.0
166454,-100.0,-100.0
166468,-100.0,-100.0
166495,-100.0,-100.0
166503,-100.0,-100.0
166532,-100.0,-100.0
166539,-100.0,-100.0
166551,-100.0,-100.0
166564,-100.0,-100.0
166579,-100.0,-100.0
166591,-100.0,-100.0
166621,-100.0,-100.0
166630,-100.0,-100.0
166659,-100.0,-100.0
166666,-100.0,-100.0
166678,-100.0,-100.0
166695,-100.0,-100.0
166728,-100.0,-100.0
166737,-100.0,-100.0
166766,-100.0,-100.0
166773,-100.0,-100.0
166795,-100.0,-100.0
166806,-100.0,-100.0
166834,-100.0,-100.0
166844,-100.0,-100.0
166875,-100.0,-100.0
166881,-100.0,-100.0
166895,-100.0,-100.0
166909,-100.0,-100.0
166920,-100.0,-100.0
166936,-100.0,-100.0
166963,-100.0,-100.0
166970,-100.0,-100.0
166995,-100.0,-100.0
167006,-100.0,-100.0
167037,-100.0,-100.0
167051,-100.0,-100.0
167082,-100.0,-100.0
167094,-100.0,-100.0
167121,-100.0,-100.0
167132,-100.0,-100.0
167157,-100.0,-100.0
167168,-100.0,-100.0
167211,-100.0,-100.0
167228,-100.0,-100.0
167258,-100.0,-100.0
167265,-100.0,-100.0
167300,-100.0,-100.0
167309,-100.0,-100.0
167311,-100.0,-100.0
167321,-100.0,-100.0
167325,-100.0,-100.0
167328,-100.0,-100.0
167333,-100.0,-100.0
167341,-100.0,-100.0
167344,-100.0,-100.0
167358,-100.0,-100.0
167361,-100.0,-100.0
167374,-100.0,-100.0
167377,-100.0,-100.0
167378,-100.0,-100.0
167391,-100.0,-100.0
167394,-100.0,-100.0
167407,-100.0,-100.0
167412,-100.0,-100.0
167419,-100.0,-100.0
167421,-100.0,-100.0
167424,-100.0,-100.0
167427,-100.0,-100.0
167441,-100.0,-100.0
167444,-100.0,-100.0
167449,-100.0,-100.0
167457,-100.0,-100.0
167460,-100.0,-100.0
167461,-100.0,-100.0
167474,-100.0,-100.0
167477,-100.0,-100.0
167487,-100.0,-100.0
167493,-100.0,-100.0
167495,-100.0,-100.0
167525,-100.0,-100.0
167533,-100.0,-100.0
167564,-100.0,-100.0
167574,-100.0,-100.0
167604,-100.0,-100.0
167617,-100.0,-100.0
167626,-100.0,-100.0
167630,-100.0,-100.0
167660,-100.0,-100.0
167676,-100.0,-100.0
167705,-100.0,-100.0
167720,-100.0,-100.0
167757,-100.0,-100.0
167775,-100.0,-100.0
167814,-100.0,-100.0
167824,-100.0,-100.0
167852,-100.0,-100.0
167855,-100.0,-100.0
167890,-100.0,-100.0
167897,-100.0,-100.0
167925,-100.0,-100.0
167935,-100.0,-100.0
167967,-100.0,-100.0
167982,-100.0,-100.0
168010,-100.0,-100.0
168022,-100.0,-100.0
168053,-100.0,-100.0
168068,-100.0,-100.0
168096,-100.0,-100.0
168111,-100.0,-100.0
168141,-100.0,-100.0
168150,-100.0,-100.0
168177,-100.0,-100.0
168184,-100.0,-100.0
168214,-100.0,-100.0
168225,-100.0,-100.0
168253,-100.0,-100.0
168266,-100.0,-100.0
168287,-100.0,-100.0
168298,-100.0,-100.0
168327,-100.0,-100.0
168342,-100.0,-100.0
168368,-100.0,-100.0
168381,-100.0,-100.0
168410,-100.0,-100.0
168420,-100.0,-100.0
168431,-100.0,-100.0
168445,-100.0,-100.0
168456,-100.0,-100.0
168470,-100.0,-100.0
168488,-100.0,-100.0
168506,-100.0,-100.0
168534,-100.0,-100.0
168548,-100.0,-100.0
168558,-100.0,-100.0
168571,-100.0,-100.0
168572,-100.0,-100.0
168584,-100.0,-100.0
168590,-100.0,-100.0
168596,-100.0,-100.0
168623,-100.0,-100.0
168626,-100.0,-100.0
168634,-100.0,-100.0
168642,-100.0,-100.0
168646,-100.0,-100.0
168658,-100.0,-100.0
168692,-100.0,-100.0
168704,-100.0,-100.0
168706,-100.0,-100.0
168712,-100.0,-100.0
168722,-100.0,-100.0
168748,-100.0,-100.0
168758,-100.0,-100.0
168789,-100.0,-100.0
168801,-100.0,-100.0
168811,-100.0,-100.0
168821,-100.0,-100.0
174265,-100.0,-100.0
174279,-100.0,-100.0
174287,-100.0,-100.0
174314,-100.0,-100.0
174322,-100.0,-100.0
174368,-100.0,-100.0
174375,-100.0,-100.0
174420,-100.0,-100.0
174430,-100.0,-100.0
174452,-100.0,-100.0
174460,-100.0,-100.0
174464,-100.0,-100.0
174477,-100.0,-100.0
174482,-100.0,-100.0
174512,-100.0,-100.0
174518,-100.0,-100.0
174529,-100.0,-100.0
174535,-100.0,-100.0
174564,-100.0,-100.0
174588,-100.0,-100.0
174617,-100.0,-100.0
174623,-100.0,-100.0
174652,-100.0,-100.0
174659,-100.0,-100.0
174677,-100.0,-100.0
174683,-100.0,-100.0
174694,-100.0,-100.0
174719,-100.0,-100.0
174729,-100.0,-100.0
174753,-100.0,-100.0
174764,-100.0,-100.0
174772,-100.0,-100.0
174782,-100.0,-100.0
174806,-100.0,-100.0
174817,-100.0,-100.0
174842,-100.0,-100.0
174851,-100.0,-100.0
174858,-100.0,-100.0
174870,-100.0,-100.0
174885,-100.0,-100.0
174896,-100.0,-100.0
174902,-100.0,-100.0
174911,-100.0,-100.0
174938,-100.0,-100.0
174946,-100.0,-100.0
174975,-100.0,-100.0
174991,-100.0,-100.0
175018,-100.0,-100.0
175028,-100.0,-100.0
175055,-100.0,-100.0
175061,-100.0,-100.0
175089,-100.0,-100.0
175094,-100.0,-100.0
175100,-100.0,-100.0
175105,-100.0,-100.0
175129,-100.0,-100.0
175135,-100.0,-100.0
175164,-100.0,-100.0
175170,-100.0,-100.0
175194,-100.0,-100.0
175204,-100.0,-100.0
175210,-100.0,-100.0
175227,-100.0,-100.0
175235,-100.0,-100.0
175246,-100.0,-100.0
175264,-100.0,-100.0
175274,-100.0,-100.0
175280,-100.0,-100.0
175298,-100.0,-100.0
