,A1NRY8F9U4AYE,A2OSJ7ONK5Y0A,A3UTSRN8QLKWE,A1EK8YNHZHTW1,A2EZVULYVJOPN
403468,100.0,,,78.0,100.0
403474,100.0,,,78.0,100.0
403493,100.0,,,78.0,100.0
403670,100.0,,,78.0,100.0
403693,100.0,,,78.0,100.0
403698,100.0,,,78.0,100.0
403718,100.0,,,78.0,100.0
403726,100.0,,,78.0,100.0
403743,100.0,,,78.0,100.0
403749,100.0,,,78.0,100.0
403764,100.0,,,78.0,100.0
403768,100.0,,,77.66666666666667,100.0
403775,100.0,,,77.33333333333333,100.0
403791,100.0,,,77.0,100.0
403794,100.0,,,77.0,100.0
403816,100.0,,,76.0,100.0
403821,100.0,,,76.0,100.0
403896,100.0,,,71.0,100.0
403898,100.0,,,71.0,100.0
403922,100.0,,,70.0,100.0
404097,100.0,,,70.0,100.0
404124,100.0,,,68.0,100.0
404126,100.0,,,68.0,100.0
404137,100.0,,,66.0,100.0
404141,100.0,,,66.0,100.0
404166,100.0,,,65.0,100.0
404170,100.0,,,65.0,100.0
404192,100.0,,,63.0,100.0
404195,100.0,,,63.0,100.0
404218,100.0,,,61.0,100.0
404325,100.0,,,61.0,100.0
404345,100.0,,,61.0,100.0
404350,100.0,,,61.0,100.0
404368,100.0,,,61.0,100.0
404370,100.0,,,60.333333333333336,100.0
404375,100.0,,,59.666666666666664,100.0
404393,100.0,,,59.0,100.0
404395,100.0,,,59.0,100.0
404396,100.0,,,59.0,100.0
404402,100.0,,,58.5,100.0
404418,100.0,,,58.0,100.0
404420,100.0,,,58.0,100.0
404422,100.0,,,58.0,100.0
404445,100.0,,,56.0,100.0
404448,100.0,,,56.0,100.0
404472,100.0,,,55.0,100.0
404477,100.0,,,55.0,100.0
404499,100.0,,,53.0,100.0
404650,100.0,,,53.0,100.0
404672,100.0,,,53.0,100.0
404675,100.0,,,53.0,100.0
404678,100.0,,,52.666666666666664,100.0
404696,100.0,,,52.333333333333336,100.0
404700,100.0,,,52.0,100.0
404703,100.0,,,52.0,100.0
404721,100.0,,,51.0,100.0
404726,100.0,,,50.0,100.0
404727,100.0,,,50.0,100.0
404733,100.0,,,50.0,100.0
404747,100.0,,,49.0,100.0
404752,100.0,,,48.0,100.0
404759,100.0,,,48.0,100.0
404768,100.0,,,47.0,100.0
404772,100.0,,,47.0,100.0
404795,100.0,,,45.0,100.0
404902,100.0,,,45.0,100.0
404933,100.0,,,45.0,100.0
404935,100.0,,,45.0,100.0
404972,100.0,,,45.0,100.0
404975,100.0,,,45.0,100.0
404997,100.0,,,45.0,100.0
405000,100.0,,,44.333333333333336,100.0
405022,100.0,,,43.666666666666664,100.0
405023,100.0,,,43.0,100.0
405026,100.0,,,43.0,100.0
405048,100.0,,,41.0,100.0
405051,100.0,,,41.0,100.0
405074,100.0,,,40.0,100.0
405077,100.0,,,40.0,100.0
405102,100.0,,,38.0,100.0
405199,100.0,,,38.0,100.0
405223,100.0,,,38.0,100.0
405226,100.0,,,38.0,100.0
405248,100.0,,,38.0,100.0
405252,100.0,,,38.0,100.0
405273,100.0,,,38.0,100.0
405276,100.0,,,38.0,100.0
405298,100.0,,,38.0,100.0
405474,100.0,,,38.0,100.0
405499,100.0,,,38.0,100.0
405502,100.0,,,38.0,100.0
405523,100.0,,,37.333333333333336,100.0
405527,100.0,,,36.666666666666664,100.0
405530,100.0,,,36.0,100.0
405533,100.0,,,36.0,100.0
405549,100.0,,,35.333333333333336,100.0
405552,100.0,,,34.666666666666664,100.0
405554,100.0,,,34.0,100.0
405558,100.0,,,34.0,100.0
405574,100.0,,,33.5,100.0
405580,100.0,,,33.0,100.0
405584,100.0,,,33.0,100.0
405624,100.0,,,30.0,100.0
405785,100.0,,,30.0,100.0
405809,100.0,,,29.0,100.0
405812,100.0,,,29.0,100.0
405826,100.0,,,27.0,100.0
405831,100.0,,,27.0,100.0
405852,100.0,,,25.0,100.0
405856,100.0,,,25.0,100.0
405876,100.0,,,24.5,100.0
405879,100.0,,,24.0,100.0
405901,100.0,,,24.0,100.0
405906,100.0,,,24.0,100.0
405925,100.0,,,24.0,100.0
405930,100.0,,,24.0,100.0
405950,100.0,,,24.0,100.0
405954,100.0,,,24.0,100.0
405975,100.0,,,24.0,100.0
405979,100.0,,,24.0,100.0
406000,100.0,,,24.0,100.0
406003,100.0,,,24.0,100.0
406025,100.0,,,24.0,100.0
406079,100.0,,,24.0,100.0
406105,100.0,,,23.0,100.0
406108,100.0,,,23.0,100.0
406130,100.0,,,21.0,100.0
406135,100.0,,,21.0,100.0
406158,100.0,,,20.0,100.0
406161,100.0,,,20.0,100.0
406184,100.0,,,18.0,100.0
406328,100.0,,,18.0,100.0
406352,100.0,,,18.0,100.0
406357,100.0,,,18.0,100.0
406376,100.0,,,18.0,100.0
406379,100.0,,,18.0,100.0
406401,100.0,,,18.0,100.0
406404,100.0,,,18.0,100.0
406427,100.0,,,18.0,100.0
406431,100.0,,,18.0,100.0
406452,100.0,,,18.0,100.0
406653,100.0,,,18.0,100.0
406678,100.0,,,18.0,100.0
406681,100.0,,,18.0,100.0
406702,100.0,,,18.0,100.0
406705,100.0,,,18.0,100.0
406727,100.0,,,18.0,100.0
406732,100.0,,,18.0,100.0
406752,100.0,,,18.0,100.0
406755,100.0,,,18.0,100.0
406778,100.0,,,18.0,100.0
406895,100.0,,,18.0,100.0
406910,100.0,,,16.0,100.0
406916,100.0,,,16.0,100.0
406961,100.0,,,13.0,100.0
406968,100.0,,,13.0,100.0
406988,100.0,,,11.0,100.0
406991,100.0,,,11.0,100.0
407013,100.0,,,10.0,100.0
407016,100.0,,,10.0,100.0
407041,100.0,,,8.0,100.0
407923,100.0,,,8.0,100.0
407951,100.0,,,7.0,100.0
407957,100.0,,,7.0,100.0
407966,100.0,,,5.0,100.0
407974,100.0,,,5.0,100.0
407993,100.0,,,4.0,100.0
408007,100.0,,,4.0,100.0
408010,100.0,,,3.3333333333333335,100.0
408034,100.0,,,2.666666666666667,100.0
408038,100.0,,,2.0,100.0
408058,100.0,,,1.3333333333333335,100.0
408063,100.0,,,0.666666666666667,100.0
408070,100.0,,,0.0,100.0
408083,100.0,,,0.0,100.0
408447,100.0,,,0.0,100.0
408473,100.0,,,-1.0,100.0
408476,100.0,,,-1.0,100.0
408499,100.0,,,-2.0,100.0
408503,100.0,,,-2.0,100.0
408525,100.0,,,-4.0,100.0
408528,100.0,,,-4.0,100.0
408551,100.0,,,-5.0,100.0
408556,100.0,,,-5.0,100.0
408579,100.0,,,-7.0,100.0
408582,100.0,,,-7.0,100.0
408605,100.0,,,-8.0,100.0
409131,100.0,,,-8.0,100.0
409154,100.0,,,-10.0,100.0
409157,100.0,,,-10.0,100.0
409180,100.0,,,-11.0,100.0
409185,100.0,,,-11.0,100.0
409208,100.0,,,-13.0,100.0
409213,100.0,,,-13.0,100.0
409234,100.0,,,-15.0,100.0
409237,100.0,,,-15.0,100.0
409249,100.0,,,-16.0,100.0
409582,100.0,,,-16.0,100.0
409608,100.0,,,-17.0,100.0
409612,100.0,,,-17.0,100.0
409635,100.0,,,-18.0,100.0
409639,100.0,,,-18.0,100.0
409661,100.0,,,-20.0,100.0
409664,100.0,,,-20.0,100.0
409676,100.0,,,-22.0,100.0
409679,100.0,,,-22.0,100.0
409703,100.0,,,-23.0,100.0
410161,100.0,,,-23.0,100.0
410186,100.0,,,-25.0,100.0
410190,100.0,,,-25.0,100.0
410210,100.0,,,-26.0,100.0
410216,100.0,,,-26.0,100.0
410237,100.0,,,-28.0,100.0
410241,100.0,,,-28.0,100.0
410264,100.0,,,-30.0,100.0
410267,100.0,,,-30.0,100.0
410291,100.0,,,-31.0,100.0
410294,100.0,,,-31.0,100.0
410318,100.0,,,-32.0,100.0
411060,100.0,,,-32.0,100.0
411078,100.0,,,-32.0,100.0
411109,100.0,,,-32.0,100.0
411115,100.0,,,-32.0,100.0
411123,100.0,,,-32.0,100.0
411145,100.0,,,-33.0,100.0
411147,100.0,,,-34.0,100.0
411150,100.0,,,-34.0,100.0
411159,100.0,,,-34.5,100.0
411171,100.0,,,-35.0,100.0
411175,100.0,,,-35.0,100.0
411185,100.0,,,-36.333333333333336,100.0
411196,100.0,,,-37.666666666666664,100.0
411216,100.0,,,-39.0,100.0
411222,100.0,,,-39.0,100.0
411223,100.0,,,-39.333333333333336,100.0
411233,100.0,,,-39.666666666666664,100.0
411241,100.0,,,-40.0,100.0
411242,100.0,,,-40.0,100.0
411249,100.0,,,-40.0,100.0
411259,100.0,,,-40.333333333333336,100.0
411274,100.0,,,-40.666666666666664,100.0
411294,100.0,,,-41.0,100.0
411301,100.0,,,-41.0,100.0
411307,100.0,,,-41.0,100.0
411314,100.0,,,-41.0,100.0
411323,100.0,,,-41.0,100.0
411327,100.0,,,-41.0,100.0
411329,100.0,,,-41.0,100.0
411335,100.0,,,-41.0,100.0
411340,100.0,,,-41.0,100.0
411362,100.0,,,-41.0,100.0
411370,100.0,,,-41.0,100.0
411371,100.0,,,-41.0,100.0
411378,100.0,,,-41.0,100.0
411396,100.0,,,-41.0,100.0
411397,100.0,,,-41.0,100.0
411406,100.0,,,-41.0,100.0
411412,100.0,,,-41.0,100.0
411427,100.0,,,-41.0,100.0
411443,100.0,,,-41.0,100.0
411457,100.0,,,-41.5,100.0
411470,100.0,,,-42.0,100.0
411474,100.0,,,-42.0,100.0
411491,100.0,,,-42.5,100.0
411494,100.0,,,-43.0,100.0
411500,100.0,,,-43.0,100.0
411518,100.0,,,-44.0,100.0
411529,100.0,,,-45.0,100.0
411555,100.0,,,-46.0,100.0
411567,100.0,,,-47.0,100.0
411575,100.0,,,-48.0,100.0
411579,100.0,,,-48.0,100.0
411592,100.0,,,-49.0,100.0
411599,100.0,,,-50.0,100.0
411601,100.0,,,-50.0,100.0
411603,100.0,,,-50.0,100.0
411616,100.0,,,-51.0,100.0
411625,100.0,,,-51.0,100.0
411626,100.0,,,-51.0,100.0
411652,100.0,,,-51.0,100.0
411663,100.0,,,-51.0,100.0
411672,100.0,,,-51.0,100.0
411691,100.0,,,-51.0,100.0
411717,100.0,,,-51.0,100.0
411729,100.0,,,-51.0,100.0
411754,100.0,,,-51.0,100.0
411766,100.0,,,-51.0,100.0
411798,100.0,,,-51.0,100.0
411807,100.0,,,-51.0,100.0
411827,100.0,,,-51.0,100.0
411838,100.0,,,-51.0,100.0
411866,100.0,,,-51.0,100.0
411873,100.0,,,-51.0,100.0
412073,100.0,,,-51.0,100.0
412099,100.0,,,-53.0,100.0
412103,100.0,,,-53.0,100.0
412123,100.0,,,-54.0,100.0
412128,100.0,,,-54.0,100.0
412149,100.0,,,-56.0,100.0
412153,100.0,,,-56.0,100.0
412176,100.0,,,-58.0,100.0
412179,100.0,,,-58.0,100.0
412202,100.0,,,-59.0,100.0
412206,100.0,,,-59.0,100.0
412229,100.0,,,-60.0,100.0
412330,100.0,,,-60.0,100.0
412350,100.0,,,-60.0,100.0
412370,100.0,,,-60.0,100.0
412377,100.0,,,-60.0,100.0
412383,100.0,,,-60.0,100.0
412393,100.0,,,-60.0,100.0
412400,100.0,,,-60.0,100.0
412410,100.0,,,-60.0,100.0
412416,100.0,,,-60.0,100.0
412428,100.0,,,-60.0,100.0
412435,100.0,,,-60.0,100.0
412444,100.0,,,-60.0,100.0
412451,100.0,,,-60.0,100.0
412461,100.0,,,-60.0,100.0
412482,100.0,,,-60.0,100.0
412494,100.0,,,-60.0,100.0
412500,100.0,,,-60.0,100.0
412501,100.0,,,-60.333333333333336,100.0
412515,100.0,,,-60.666666666666664,100.0
412526,100.0,,,-61.0,100.0
412529,100.0,,,-61.0,100.0
412537,100.0,,,-61.333333333333336,100.0
412546,100.0,,,-61.666666666666664,100.0
412551,100.0,,,-62.0,100.0
412556,100.0,,,-62.0,100.0
412564,100.0,,,-63.0,100.0
412577,100.0,,,-64.0,100.0
412581,100.0,,,-64.0,100.0
412583,100.0,,,-64.5,100.0
412593,100.0,,,-65.0,100.0
412599,100.0,,,-65.5,100.0
412603,100.0,,,-66.0,100.0
412607,100.0,,,-66.0,100.0
412613,100.0,,,-66.5,100.0
412630,100.0,,,-67.0,100.0
412633,100.0,,,-67.0,100.0
412634,100.0,,,-67.0,100.0
412643,100.0,,,-67.66666666666667,100.0
412649,100.0,,,-68.33333333333333,100.0
412656,100.0,,,-69.0,100.0
412661,100.0,,,-69.0,100.0
412667,100.0,,,-69.33333333333333,100.0
412681,100.0,,,-69.66666666666667,100.0
412700,100.0,,,-70.0,100.0
412702,100.0,,,-70.0,100.0
412712,100.0,,,-70.0,100.0
412732,100.0,,,-70.0,100.0
412744,100.0,,,-70.0,100.0
412750,100.0,,,-70.0,100.0
412761,100.0,,,-70.0,100.0
412767,100.0,,,-70.0,100.0
412778,100.0,,,-70.0,100.0
412783,100.0,,,-70.0,100.0
412795,100.0,,,-70.0,100.0
412801,100.0,,,-70.0,100.0
412812,100.0,,,-70.0,100.0
412836,100.0,,,-70.0,100.0
412849,100.0,,,-70.0,100.0
412869,100.0,,,-70.0,100.0
412881,100.0,,,-70.0,100.0
412900,100.0,,,-70.0,100.0
412912,100.0,,,-70.0,100.0
412932,100.0,,,-70.0,100.0
412945,100.0,,,-70.0,100.0
412952,100.0,,,-70.0,100.0
412955,100.0,,,-70.0,100.0
412964,100.0,,,-70.33333333333333,100.0
412994,100.0,,,-70.66666666666667,100.0
413007,100.0,,,-71.0,100.0
413012,100.0,,,-71.0,100.0
413013,100.0,,,-71.5,100.0
413032,100.0,,,-72.0,100.0
413036,100.0,,,-72.0,100.0
413044,100.0,,,-72.66666666666667,100.0
413050,100.0,,,-73.33333333333333,100.0
413059,100.0,,,-74.0,100.0
413062,100.0,,,-74.0,100.0
413063,100.0,,,-74.0,100.0
413066,100.0,,,-74.5,100.0
413078,100.0,,,-75.0,100.0
413082,100.0,,,-75.5,100.0
413084,100.0,,,-76.0,100.0
413096,100.0,,,-76.55555555555556,100.0
413100,100.0,,,-77.11111111111111,100.0
413111,100.0,,,-77.66666666666667,100.0
413115,100.0,,,-78.22222222222223,100.0
413128,100.0,,,-78.77777777777777,100.0
413132,100.0,,,-79.33333333333333,100.0
413148,100.0,,,-79.88888888888889,100.0
413152,100.0,,,-80.44444444444444,100.0
413154,100.0,,,-81.0,100.0
413165,100.0,,,-81.0,100.0
413170,100.0,,,-81.0,100.0
413178,100.0,,,-81.0,100.0
413182,100.0,,,-81.0,100.0
413194,100.0,,,-81.0,100.0
413199,100.0,,,-81.0,100.0
413211,100.0,,,-81.0,100.0
413216,100.0,,,-81.0,100.0
413228,100.0,,,-81.0,100.0
413232,100.0,,,-81.0,100.0
413246,100.0,,,-81.0,100.0
413250,100.0,,,-81.0,100.0
413261,100.0,,,-81.0,100.0
413266,100.0,,,-81.0,100.0
413278,100.0,,,-81.0,100.0
413283,100.0,,,-81.0,100.0
413295,100.0,,,-81.0,100.0
413300,100.0,,,-81.0,100.0
413312,100.0,,,-81.0,100.0
413317,100.0,,,-81.0,100.0
413319,100.0,,,-81.0,100.0
413320,100.0,84.0,,-81.0,100.0
413328,100.0,83.52941176470588,,-81.0,100.0
413332,100.0,83.05882352941177,,-81.0,100.0
413345,100.0,82.58823529411765,,-81.0,100.0
413349,100.0,82.11764705882354,,-81.0,100.0
413362,100.0,81.6470588235294,,-81.0,100.0
413367,100.0,81.17647058823529,,-81.0,100.0
413378,100.0,80.70588235294117,,-81.0,100.0
413382,100.0,80.23529411764706,,-81.0,100.0
413395,100.0,79.76470588235294,,-81.0,100.0
413399,100.0,79.29411764705883,,-81.0,100.0
413411,100.0,78.82352941176471,,-81.0,100.0
413412,100.0,78.3529411764706,,-81.2,100.0
413417,100.0,77.88235294117646,,-81.4,100.0
413431,100.0,77.41176470588235,,-81.6,100.0
413436,100.0,76.94117647058823,,-81.8,100.0
413438,100.0,76.47058823529412,,-82.0,100.0
413451,100.0,76.0,,-82.0,100.0
413455,100.0,76.0,,-82.0,100.0
413463,100.0,76.0,,-82.16666666666667,100.0
413471,100.0,76.0,,-82.33333333333333,100.0
413479,100.0,76.0,,-82.5,100.0
413483,100.0,76.0,,-82.66666666666667,100.0
413484,100.0,75.66666666666667,,-82.83333333333333,100.0
413487,100.0,75.33333333333333,,-83.0,100.0
413494,100.0,75.0,,-83.0,100.0
413495,100.0,74.5909090909091,,-83.0,100.0
413500,100.0,74.18181818181819,,-83.33333333333333,100.0
413512,100.0,73.77272727272727,,-83.66666666666667,100.0
413514,100.0,73.36363636363636,,-84.0,100.0
413518,100.0,72.95454545454545,,-85.0,100.0
413530,100.0,72.54545454545455,,-86.0,100.0
413534,100.0,72.13636363636364,,-86.0,100.0
413536,100.0,71.72727272727273,,-86.0,100.0
413547,100.0,71.31818181818181,,-86.66666666666667,100.0
413550,100.0,70.9090909090909,,-87.33333333333333,100.0
413555,100.0,70.5,,-88.0,100.0
413560,100.0,70.0909090909091,,-88.0,100.0
413562,100.0,69.68181818181819,,-88.14285714285714,100.0
413567,100.0,69.27272727272727,,-88.28571428571429,100.0
413579,100.0,68.86363636363636,,-88.42857142857143,100.0
413583,100.0,68.45454545454545,,-88.57142857142857,100.0
413595,100.0,68.04545454545455,,-88.71428571428571,100.0
413599,100.0,67.63636363636364,,-88.85714285714286,100.0
413608,100.0,67.22727272727272,,-89.0,100.0
413613,100.0,66.81818181818181,,-89.0,100.0
413617,100.0,66.4090909090909,,-89.0,100.0
413628,100.0,66.0,,-89.0,100.0
413629,100.0,66.0,,-89.0,100.0
413636,100.0,66.0,,-89.0,100.0
413647,100.0,66.0,,-89.0,100.0
413651,100.0,66.0,,-89.0,100.0
413663,100.0,65.5,,-89.0,100.0
413668,100.0,65.0,,-89.0,100.0
413679,100.0,64.5,,-89.0,100.0
413682,100.0,64.0,,-89.0,100.0
413697,100.0,63.5,,-89.0,100.0
413701,100.0,63.0,,-89.0,100.0
413713,100.0,62.5,,-89.0,100.0
413718,100.0,62.0,,-89.0,100.0
413729,100.0,61.5,,-89.0,100.0
413733,100.0,61.0,,-89.0,100.0
413746,100.0,60.5,,-89.0,100.0
413750,100.0,60.0,,-89.0,100.0
413765,100.0,59.5,,-89.0,100.0
413770,100.0,59.0,,-89.0,100.0
413780,100.0,58.5,,-89.0,100.0
413781,100.0,58.0,,-89.0,100.0
413784,100.0,57.75,,-89.0,100.0
413796,100.0,57.5,,-89.0,100.0
413801,100.0,57.25,,-89.0,100.0
413812,100.0,57.0,,-89.0,100.0
413813,100.0,57.0,,-89.0,100.0
413818,100.0,57.0,,-89.0,100.0
413829,100.0,57.0,,-89.0,100.0
413833,100.0,57.0,,-89.0,100.0
413836,100.0,57.0,,-89.0,100.0
413846,100.0,56.61538461538461,,-89.0,100.0
413850,100.0,56.23076923076923,,-89.0,100.0
413863,100.0,55.84615384615385,,-89.0,100.0
413868,100.0,55.46153846153846,,-89.0,100.0
413880,100.0,55.07692307692308,,-89.0,100.0
413884,100.0,54.69230769230769,,-89.0,100.0
413890,100.0,54.30769230769231,,-89.0,100.0
413896,100.0,53.92307692307692,,-89.25,100.0
413901,100.0,53.53846153846154,,-89.5,100.0
413913,100.0,53.15384615384615,,-89.75,100.0
413915,100.0,52.76923076923077,,-90.0,100.0
413918,100.0,52.38461538461539,,-90.0,100.0
413920,100.0,52.0,,-90.5,100.0
413930,100.0,52.0,,-91.0,100.0
413934,100.0,52.0,,-91.5,100.0
413941,100.0,52.0,,-92.0,100.0
413947,100.0,52.0,,-92.66666666666667,100.0
413951,100.0,52.0,,-93.33333333333333,100.0
413957,100.0,52.0,,-94.0,100.0
413959,100.0,52.0,,-94.0,100.0
413961,100.0,51.75,,-94.0,100.0
413963,100.0,51.5,,-94.2,100.0
413968,100.0,51.25,,-94.4,100.0
413977,100.0,51.0,,-94.6,100.0
413980,100.0,50.72727272727273,,-94.8,100.0
413983,100.0,50.45454545454545,,-95.0,100.0
413984,100.0,50.18181818181818,,-95.0,100.0
413987,100.0,49.90909090909091,,-95.0,100.0
414000,100.0,49.63636363636363,,-95.66666666666667,100.0
414004,100.0,49.36363636363637,,-96.33333333333333,100.0
414009,100.0,49.09090909090909,,-97.0,100.0
414013,100.0,48.81818181818182,,-97.0,100.0
414014,100.0,48.54545454545455,,-97.5,100.0
414018,100.0,48.27272727272727,,-98.0,100.0
414026,100.0,48.0,,-98.5,100.0
414036,100.0,48.0,,-99.0,100.0
414047,100.0,48.0,,-99.0,100.0
414049,100.0,48.0,,-99.0,100.0
414054,100.0,47.5,,-99.0,100.0
414063,100.0,47.0,,-99.0,100.0
414066,100.0,46.642857142857146,,-99.0,100.0
414071,100.0,46.285714285714285,,-99.0,100.0
414075,100.0,45.92857142857143,,-99.0,100.0
414078,100.0,45.57142857142857,,-99.0,100.0
414082,100.0,45.214285714285715,,-99.0,100.0
414086,100.0,44.857142857142854,,-99.0,100.0
414111,100.0,44.5,,-99.0,100.0
414114,100.0,44.142857142857146,,-99.0,100.0
414118,100.0,43.785714285714285,,-99.0,100.0
414119,100.0,43.42857142857143,,-99.0,100.0
414130,100.0,43.07142857142857,,-99.0,100.0
414135,100.0,42.714285714285715,,-99.0,100.0
414147,100.0,42.357142857142854,,-99.0,100.0
414150,100.0,42.0,,-99.0,100.0
414151,100.0,41.64285714285714,,-99.0,100.0
414156,100.0,41.285714285714285,,-99.0,100.0
414164,100.0,40.92857142857143,,-99.0,100.0
414168,100.0,40.57142857142857,,-99.0,100.0
414170,100.0,40.214285714285715,,-99.0,100.0
414180,100.0,39.857142857142854,,-99.0,100.0
414186,100.0,39.5,,-99.0,100.0
414188,100.0,39.14285714285714,,-99.0,100.0
414197,100.0,38.785714285714285,,-99.0,100.0
414200,100.0,38.42857142857143,,-99.0,100.0
414214,100.0,38.07142857142857,,-99.0,100.0
414215,100.0,37.714285714285715,,-99.0,100.0
414219,100.0,37.35714285714286,,-99.0,100.0
414228,100.0,37.0,,-99.0,100.0
414230,100.0,37.0,,-99.0,100.0
414231,100.0,37.0,,-99.0,100.0
414234,100.0,37.0,,-99.0,100.0
414255,100.0,37.0,,-99.0,100.0
414264,100.0,36.75,,-99.0,100.0
414268,100.0,36.5,,-99.0,100.0
414271,100.0,36.25,,-99.0,100.0
414278,100.0,36.0,,-99.0,100.0
414281,100.0,35.61538461538461,,-99.0,100.0
414285,100.0,35.23076923076923,,-99.0,100.0
414306,100.0,34.84615384615385,,-99.0,100.0
414314,100.0,34.46153846153846,,-99.0,100.0
414316,100.0,34.07692307692308,,-99.0,100.0
414318,100.0,33.69230769230769,,-99.0,100.0
414331,100.0,33.30769230769231,,-99.0,100.0
414335,100.0,32.92307692307692,,-99.0,100.0
414344,100.0,32.53846153846154,,-99.0,100.0
414349,100.0,32.15384615384615,,-99.0,100.0
414353,100.0,31.76923076923077,,-99.0,100.0
414354,100.0,31.384615384615383,,-99.0,100.0
414362,100.0,31.0,,-99.0,100.0
414381,100.0,31.0,,-99.0,100.0
414386,100.0,31.0,,-99.0,100.0
414388,100.0,30.75,,-99.0,100.0
414399,100.0,30.5,,-99.0,100.0
414404,100.0,30.25,,-99.0,100.0
414406,100.0,30.0,,-99.0,100.0
414408,100.0,30.0,,-99.0,100.0
414417,100.0,30.0,,-99.0,100.0
414421,100.0,30.0,,-99.0,100.0
414428,100.0,30.0,,-99.0,100.0
414432,100.0,29.90909090909091,,-99.0,100.0
414434,100.0,29.818181818181817,,-99.0,100.0
414436,100.0,29.727272727272727,,-99.0,100.0
414442,100.0,29.636363636363637,,-99.0,100.0
414449,100.0,29.545454545454547,,-99.0,100.0
414454,100.0,29.454545454545453,,-99.0,100.0
414466,100.0,29.363636363636363,,-99.0,100.0
414467,100.0,29.272727272727273,,-99.0,100.0
414470,100.0,29.181818181818183,,-99.25,100.0
414479,100.0,29.09090909090909,,-99.5,100.0
414482,100.0,29.0,,-99.75,100.0
414492,100.0,29.0,,-100.0,100.0
414498,100.0,29.0,,-100.0,100.0
414502,100.0,29.0,,-100.0,100.0
414504,100.0,29.0,,-100.0,100.0
414515,100.0,29.0,,-100.0,100.0
414518,100.0,29.0,,-100.0,100.0
414519,100.0,29.0,,-100.0,100.0
414524,100.0,29.0,,-100.0,100.0
414531,100.0,28.933333333333334,,-100.0,100.0
414536,100.0,28.866666666666667,,-100.0,100.0
414547,100.0,28.8,,-100.0,100.0
414548,100.0,28.733333333333334,,-100.0,100.0
414552,100.0,28.666666666666668,,-100.0,100.0
414557,100.0,28.6,,-100.0,100.0
414565,100.0,28.533333333333335,,-100.0,100.0
414569,100.0,28.466666666666665,,-100.0,100.0
414581,100.0,28.4,,-100.0,100.0
414582,100.0,28.333333333333332,,-100.0,100.0
414587,100.0,28.266666666666666,,-100.0,100.0
414610,100.0,28.2,,-100.0,100.0
414615,100.0,28.133333333333333,,-100.0,100.0
414620,100.0,28.066666666666666,,-100.0,100.0
414624,100.0,28.0,,-100.0,100.0
414626,100.0,28.0,,-100.0,100.0
414649,100.0,28.0,,-100.0,100.0
414651,100.0,28.0,,-100.0,100.0
414653,100.0,28.0,,-100.0,100.0
414660,100.0,28.0,,-100.0,100.0
414663,100.0,28.0,,-100.0,100.0
414666,100.0,27.8,,-100.0,100.0
414686,100.0,27.6,,-100.0,100.0
414693,100.0,27.4,,-100.0,100.0
414696,100.0,27.2,,-100.0,100.0
414716,100.0,27.0,,-100.0,100.0
414722,100.0,26.285714285714285,,-100.0,100.0
414732,100.0,25.571428571428573,,-100.0,100.0
414741,100.0,24.857142857142858,,-100.0,100.0
414750,100.0,24.142857142857142,,-100.0,100.0
414773,100.0,23.428571428571427,,-100.0,100.0
414783,100.0,22.714285714285715,,-100.0,100.0
414792,100.0,22.0,,-100.0,100.0
414808,100.0,15.75,,-100.0,100.0
414817,100.0,9.5,,-100.0,100.0
414839,100.0,3.25,,-100.0,100.0
414848,100.0,-3.0,,-100.0,100.0
414849,100.0,-3.0,,-100.0,100.0
414851,100.0,-3.5,,-100.0,100.0
414860,100.0,-4.0,,-100.0,100.0
414878,100.0,-5.0,,-100.0,100.0
414880,100.0,-5.25,,-100.0,100.0
414891,100.0,-5.5,,-100.0,100.0
414914,100.0,-5.75,,-100.0,100.0
414917,100.0,-6.0,,-100.0,100.0
414925,100.0,-6.0,,-100.0,100.0
414945,100.0,-6.0,,-100.0,100.0
414949,100.0,-6.333333333333333,,-100.0,100.0
414959,100.0,-6.666666666666667,,-100.0,100.0
414969,100.0,-7.0,,-100.0,100.0
414983,100.0,-7.0,,-100.0,100.0
414995,100.0,-7.0,,-100.0,100.0
414997,100.0,-7.0,,-100.0,100.0
415019,100.0,-7.5,,-100.0,100.0
415024,100.0,-8.0,,-100.0,100.0
415029,100.0,-8.0,,-100.0,100.0
415037,100.0,-8.0,,-100.0,100.0
415039,100.0,-8.666666666666666,,-100.0,100.0
415058,100.0,-9.333333333333334,,-100.0,100.0
415073,100.0,-10.0,,-100.0,100.0
415084,100.0,-10.0,,-100.0,100.0
415094,100.0,-10.0,,-100.0,100.0
415116,100.0,-10.0,,-100.0,100.0
415118,100.0,-10.333333333333334,,-100.0,100.0
415126,100.0,-10.666666666666666,,-100.0,100.0
415138,100.0,-11.0,,-100.0,100.0
415152,100.0,-11.25,,-100.0,100.0
415163,100.0,-11.5,,-100.0,100.0
415184,100.0,-11.75,,-100.0,100.0
415187,100.0,-12.0,,-100.0,100.0
415201,100.0,-12.6,,-100.0,100.0
415215,100.0,-13.2,,-100.0,100.0
415224,100.0,-13.8,,-100.0,100.0
415233,100.0,-14.4,,-100.0,100.0
415238,100.0,-15.0,,-100.0,100.0
415244,100.0,-15.0,,-100.0,100.0
415248,100.0,-15.0,,-100.0,100.0
415251,100.0,-15.25,,-100.0,100.0
415258,100.0,-15.5,,-100.0,100.0
415268,100.0,-15.75,,-100.0,100.0
415269,100.0,-16.0,,-100.0,100.0
