,AM2RT8BYNQFDR,A3TDR6MXS6UO5,A1CF1W8CP0DHB,A1CRR9EZ64R0P
130083,-63.0,-44.0,100.0,
130098,-63.0,-43.0,100.0,
130127,-63.0,-42.0,100.0,
130162,-63.0,-41.0,100.0,
130194,-63.0,-40.0,100.0,
130201,-63.0,-40.0,100.0,
130216,-63.0,-39.0,100.0,
130246,-63.0,-38.0,100.0,
130331,-63.0,-38.0,100.0,
130342,-63.0,-37.0,100.0,
130409,-63.0,-37.0,100.0,
130417,-63.0,-36.0,100.0,
130475,-63.0,-36.0,100.0,
130491,-63.0,-35.0,100.0,
130522,-63.0,-34.0,100.0,
130550,-63.0,-33.0,100.0,
130596,-63.0,-32.0,100.0,
130615,-63.0,-32.0,100.0,
130651,-63.0,-31.0,100.0,
130680,-63.0,-31.0,100.0,
130719,-63.0,-30.0,100.0,
130767,-63.0,-29.0,100.0,
130796,-63.0,-28.0,100.0,
130823,-63.0,-27.0,100.0,
130846,-63.0,-26.0,100.0,
130853,-63.0,-25.0,100.0,
130885,-63.0,-24.0,100.0,
130912,-63.0,-23.0,100.0,
130931,-63.0,-22.0,100.0,
130953,-63.0,-21.0,100.0,
130978,-63.0,-20.0,100.0,
131000,-63.0,-19.0,100.0,
131028,-63.0,-18.0,100.0,
131050,-63.0,-17.0,100.0,
131094,-63.0,-17.0,100.0,
131108,-63.0,-16.0,100.0,
131141,-63.0,-14.0,100.0,
131167,-63.0,-13.0,100.0,
131249,-63.0,-12.0,100.0,
131273,-63.0,-11.0,100.0,
131304,-63.0,-11.0,100.0,
131364,-63.0,-10.0,100.0,
131396,-63.0,-9.0,100.0,
131434,-63.0,-7.0,100.0,
131454,-63.0,-6.0,100.0,
131487,-63.0,-5.0,100.0,
131514,-63.0,-5.0,100.0,
131523,-63.0,-4.0,100.0,
131566,-63.0,-4.0,100.0,
131575,-63.0,-3.0,100.0,
131588,-63.0,-2.0,100.0,
131604,-63.0,-1.0,100.0,
131626,-63.0,0.0,100.0,
131643,-63.0,1.0,100.0,
131663,-63.0,2.0,100.0,
131677,-63.0,3.0,100.0,
131700,-63.0,4.0,100.0,
131718,-63.0,5.0,100.0,
131741,-63.0,6.0,100.0,
131761,-63.0,7.0,100.0,
131779,-63.0,9.0,100.0,
131794,-63.0,10.0,100.0,
131828,-63.0,11.0,100.0,
131852,-63.0,12.0,100.0,
131885,-63.0,13.0,100.0,
131895,-63.0,14.0,100.0,
131988,-63.0,15.0,100.0,
132002,-63.0,17.0,100.0,
132019,-63.0,18.0,100.0,
132041,-63.0,19.0,100.0,
132056,-63.0,20.0,100.0,
132073,-63.0,21.0,100.0,
132090,-63.0,22.0,100.0,
132108,-63.0,23.0,100.0,
132122,-63.0,23.0,100.0,
132132,-63.0,24.0,100.0,
132155,-63.0,25.0,100.0,
132174,-63.0,26.0,100.0,
132194,-63.0,27.0,100.0,
132208,-63.0,28.0,100.0,
132228,-63.0,29.0,100.0,
132255,-63.0,30.0,100.0,
132271,-63.0,31.0,100.0,
132291,-63.0,32.0,100.0,
132308,-63.0,34.0,100.0,
132323,-63.0,35.0,100.0,
132336,-63.0,36.0,100.0,
132371,-63.0,37.0,100.0,
132393,-63.0,38.0,100.0,
132407,-63.0,39.0,100.0,
132418,-63.0,39.0,100.0,
132435,-63.0,41.0,100.0,
132467,-63.0,42.0,100.0,
132492,-63.0,44.0,100.0,
132504,-63.0,45.0,100.0,
132525,-63.0,46.0,100.0,
132547,-63.0,47.0,100.0,
132567,-63.0,48.0,100.0,
132584,-63.0,50.0,100.0,
132601,-63.0,51.0,100.0,
132620,-63.0,52.0,100.0,
132655,-63.0,53.0,100.0,
132668,-63.0,54.0,100.0,
132687,-63.0,55.0,100.0,
132709,-63.0,56.0,100.0,
132730,-63.0,57.0,100.0,
132745,-63.0,58.0,100.0,
132757,-63.0,59.0,100.0,
132766,-63.0,60.0,100.0,
132788,-63.0,61.0,100.0,
132827,-63.0,63.0,100.0,
132842,-63.0,64.0,100.0,
132861,-63.0,65.0,100.0,
132877,-63.0,66.0,100.0,
132904,-63.0,67.0,100.0,
132916,-63.0,68.0,100.0,
132929,-63.0,69.0,100.0,
132956,-63.0,70.0,100.0,
132971,-63.0,71.0,100.0,
132984,-63.0,72.0,100.0,
132998,-63.0,73.0,100.0,
133017,-63.0,74.0,100.0,
133037,-63.0,75.0,100.0,
133051,-63.0,75.0,100.0,
133073,-63.0,77.0,100.0,
133089,-63.0,78.0,100.0,
133108,-63.0,79.0,100.0,
133129,-63.0,80.0,100.0,
133152,-63.0,81.0,100.0,
133173,-63.0,82.0,100.0,
133183,-63.0,83.0,100.0,
133203,-63.0,84.0,100.0,
133220,-63.0,85.0,100.0,
133241,-63.0,86.0,100.0,
133263,-63.0,86.0,100.0,
133273,-63.0,87.0,100.0,
133326,-63.0,88.0,100.0,
133337,-63.0,88.0,100.0,
133357,-63.0,90.0,100.0,
133378,-63.0,91.0,100.0,
133391,-63.0,92.0,100.0,
133403,-63.0,93.0,100.0,
133414,-63.0,94.0,100.0,
133434,-63.0,95.0,100.0,
133450,-63.0,96.0,100.0,
133491,-63.0,97.0,100.0,
149116,-63.0,97.0,100.0,
149133,-62.0,97.0,100.0,
149166,-60.0,97.0,100.0,
149183,-59.0,97.0,100.0,
149200,-58.0,97.0,100.0,
149216,-57.0,97.0,100.0,
149233,-56.0,97.0,100.0,
149249,-55.0,97.0,100.0,
149284,-53.0,97.0,100.0,
149299,-52.0,97.0,100.0,
149318,-51.0,97.0,100.0,
149332,-50.0,97.0,100.0,
149372,-48.0,97.0,100.0,
151476,-48.0,97.0,100.0,
151477,-48.0,97.0,100.0,-71.0
151495,-48.0,97.0,100.0,-72.0
151529,-48.0,97.0,100.0,-73.0
151565,-48.0,97.0,100.0,-75.0
151581,-48.0,97.0,100.0,-76.0
151598,-48.0,97.0,100.0,-77.0
151618,-48.0,97.0,100.0,-79.0
151628,-48.0,97.0,100.0,-79.0
151659,-48.0,97.0,100.0,-81.0
151694,-48.0,97.0,100.0,-83.0
151711,-48.0,97.0,100.0,-84.0
151727,-48.0,97.0,100.0,-85.0
151746,-48.0,97.0,100.0,-86.0
151765,-48.0,97.0,100.0,-87.0
151817,-48.0,97.0,100.0,-87.0
151834,-48.0,97.0,100.0,-86.0
151851,-48.0,97.0,100.0,-86.0
151858,-48.0,97.0,100.0,-85.0
151876,-48.0,97.0,100.0,-85.0
151895,-48.0,97.0,100.0,-83.0
151932,-48.0,97.0,100.0,-82.0
151948,-48.0,97.0,100.0,-82.0
151968,-48.0,97.0,100.0,-83.0
151988,-48.0,97.0,100.0,-84.0
152001,-48.0,97.0,100.0,-84.0
152027,-48.0,97.0,100.0,-85.0
152049,-48.0,97.0,100.0,-85.0
152062,-48.0,97.0,100.0,-86.0
152076,-48.0,97.0,100.0,-86.0
152084,-48.0,97.0,100.0,-87.0
152102,-48.0,97.0,100.0,-87.0
152114,-48.0,97.0,100.0,-88.0
152134,-48.0,97.0,100.0,-89.0
152156,-48.0,97.0,100.0,-89.0
152168,-48.0,97.0,100.0,-90.0
152199,-48.0,97.0,100.0,-90.0
152211,-48.0,97.0,100.0,-91.0
152229,-48.0,97.0,100.0,-91.0
152245,-48.0,97.0,100.0,-92.0
152262,-48.0,97.0,100.0,-92.0
152274,-48.0,97.0,100.0,-93.0
152285,-48.0,97.0,100.0,-93.0
152297,-48.0,97.0,100.0,-94.0
152322,-48.0,97.0,100.0,-95.0
152336,-48.0,97.0,100.0,-95.0
152348,-48.0,97.0,100.0,-96.0
152370,-48.0,97.0,100.0,-97.0
152383,-48.0,97.0,100.0,-98.0
152401,-48.0,97.0,100.0,-99.0
152415,-48.0,97.0,100.0,-100.0
152549,-48.0,97.0,100.0,-100.0
152572,-48.0,97.0,100.0,-99.0
152595,-48.0,97.0,100.0,-100.0
152626,-48.0,97.0,100.0,-99.0
152653,-48.0,97.0,100.0,-100.0
153394,-48.0,97.0,100.0,-100.0
153410,-48.0,97.0,100.0,-99.0
153449,-48.0,97.0,100.0,-99.0
153466,-48.0,97.0,100.0,-100.0
153969,-48.0,97.0,100.0,-100.0
153986,-48.0,97.0,100.0,-99.0
154044,-48.0,97.0,100.0,-99.0
154065,-48.0,97.0,100.0,-100.0
155834,-48.0,97.0,100.0,-100.0
155854,-48.0,97.0,100.0,-99.0
155877,-48.0,97.0,100.0,-97.0
155898,-48.0,97.0,100.0,-97.0
155913,-48.0,97.0,100.0,-96.0
155933,-48.0,97.0,100.0,-95.0
155948,-48.0,97.0,100.0,-94.0
155966,-48.0,97.0,100.0,-93.0
155985,-48.0,97.0,100.0,-93.0
156004,-48.0,97.0,100.0,-92.0
156024,-48.0,97.0,100.0,-91.0
156039,-48.0,97.0,100.0,-90.0
156057,-48.0,97.0,100.0,-90.0
156071,-48.0,97.0,100.0,-89.0
156196,-48.0,97.0,100.0,-89.0
156221,-48.0,97.0,100.0,-90.0
156242,-48.0,97.0,100.0,-91.0
156255,-48.0,97.0,100.0,-92.0
156272,-48.0,97.0,100.0,-93.0
156285,-48.0,97.0,100.0,-94.0
156313,-48.0,97.0,100.0,-95.0
156330,-48.0,97.0,100.0,-95.0
156333,-48.0,97.0,100.0,-96.0
156359,-48.0,97.0,100.0,-97.0
156381,-48.0,97.0,100.0,-97.0
156394,-48.0,97.0,100.0,-98.0
156415,-48.0,97.0,100.0,-98.0
156430,-48.0,97.0,100.0,-99.0
156446,-48.0,97.0,100.0,-100.0
156594,-48.0,97.0,100.0,-100.0
156611,-48.0,97.0,100.0,-99.0
156630,-48.0,97.0,100.0,-98.0
156647,-48.0,97.0,100.0,-97.0
156667,-48.0,97.0,100.0,-98.0
156681,-48.0,97.0,100.0,-97.0
156746,-48.0,97.0,100.0,-97.0
156749,-48.0,97.0,100.0,-98.0
156773,-48.0,97.0,100.0,-97.0
156796,-48.0,97.0,100.0,-98.0
156816,-48.0,97.0,100.0,-98.0
156832,-48.0,97.0,100.0,-99.0
161315,-48.0,97.0,100.0,-99.0
161338,-48.0,98.0,100.0,-99.0
161361,-48.0,98.0,100.0,-99.0
161390,-48.0,100.0,100.0,-99.0
167432,-48.0,100.0,100.0,-99.0
167448,-48.0,100.0,100.0,-99.0
167594,-48.0,100.0,100.0,-99.0
167596,-48.0,100.0,100.0,-99.0
167814,-48.0,100.0,100.0,-99.0
167880,-48.0,100.0,100.0,-99.0
168004,-48.0,100.0,100.0,-99.0
168007,-48.0,100.0,100.0,-99.0
168179,-48.0,100.0,100.0,-99.0
168201,-48.0,100.0,100.0,-99.0
168427,-48.0,100.0,100.0,-99.0
168448,-48.0,100.0,100.0,-99.0
168565,-48.0,100.0,100.0,-99.0
168588,-48.0,100.0,100.0,-99.0
168608,-48.0,100.0,100.0,-99.0
168622,-48.0,100.0,100.0,-99.0
168663,-48.0,100.0,100.0,-99.0
168700,-48.0,100.0,100.0,-99.0
168790,-48.0,100.0,100.0,-99.0
168853,-48.0,100.0,100.0,-99.0
169012,-48.0,100.0,100.0,-99.0
169034,-48.0,100.0,100.0,-99.0
169414,-48.0,100.0,100.0,-99.0
169444,-48.0,100.0,100.0,-99.0
169581,-48.0,100.0,100.0,-99.0
169630,-48.0,100.0,100.0,-99.0
169715,-48.0,100.0,100.0,-99.0
169734,-48.0,100.0,100.0,-99.0
169754,-48.0,100.0,100.0,-99.0
169776,-48.0,100.0,100.0,-99.0
169812,-48.0,100.0,100.0,-99.0
169833,-48.0,100.0,100.0,-99.0
169914,-48.0,100.0,100.0,-99.0
169932,-48.0,100.0,100.0,-99.0
169949,-48.0,100.0,100.0,-99.0
169971,-48.0,100.0,100.0,-99.0
169993,-48.0,100.0,100.0,-99.0
170002,-48.0,100.0,100.0,-99.0
170083,-48.0,100.0,100.0,-99.0
170089,-48.0,100.0,100.0,-99.0
170113,-48.0,100.0,100.0,-99.0
170171,-48.0,100.0,100.0,-99.0
170197,-48.0,100.0,100.0,-99.0
170226,-48.0,100.0,100.0,-99.0
170305,-48.0,100.0,100.0,-99.0
170313,-48.0,100.0,100.0,-99.0
170325,-48.0,100.0,100.0,-99.0
170332,-48.0,100.0,100.0,-99.0
170362,-48.0,100.0,100.0,-99.0
170383,-48.0,100.0,100.0,-99.0
170410,-48.0,100.0,100.0,-99.0
170439,-48.0,100.0,100.0,-99.0
170459,-48.0,100.0,100.0,-99.0
170472,-48.0,100.0,100.0,-99.0
170577,-48.0,100.0,100.0,-99.0
170638,-48.0,100.0,100.0,-99.0
170702,-48.0,100.0,100.0,-99.0
170732,-48.0,100.0,100.0,-99.0
170745,-48.0,100.0,100.0,-99.0
170772,-48.0,100.0,100.0,-99.0
170859,-48.0,100.0,100.0,-99.0
170875,-48.0,100.0,100.0,-99.0
171392,-48.0,100.0,100.0,-99.0
171429,-48.0,100.0,100.0,-99.0
171471,-48.0,100.0,100.0,-99.0
171500,-48.0,100.0,100.0,-99.0
171591,-48.0,100.0,100.0,-99.0
171592,-48.0,100.0,100.0,-99.0
171649,-48.0,100.0,100.0,-99.0
171677,-48.0,100.0,100.0,-99.0
171722,-48.0,100.0,100.0,-99.0
171767,-48.0,100.0,100.0,-99.0
171825,-48.0,100.0,100.0,-99.0
171838,-48.0,100.0,100.0,-99.0
172008,-48.0,100.0,100.0,-99.0
172026,-48.0,100.0,100.0,-99.0
172136,-48.0,100.0,100.0,-99.0
172147,-48.0,100.0,100.0,-99.0
172260,-48.0,100.0,100.0,-99.0
172327,-48.0,100.0,100.0,-99.0
172328,-48.0,100.0,100.0,-99.0
175289,-48.0,100.0,100.0,-99.0
175309,-47.0,100.0,100.0,-99.0
175340,-46.0,100.0,100.0,-99.0
175357,-45.0,100.0,100.0,-99.0
175374,-44.0,100.0,100.0,-99.0
175391,-43.0,100.0,100.0,-99.0
175941,-43.0,100.0,100.0,-99.0
175958,-42.0,100.0,100.0,-99.0
175991,-40.0,100.0,100.0,-99.0
176007,-39.0,100.0,100.0,-99.0
176023,-38.0,100.0,100.0,-99.0
176040,-37.0,100.0,100.0,-99.0
176124,-37.0,100.0,100.0,-99.0
176143,-36.0,100.0,100.0,-99.0
176174,-34.0,100.0,100.0,-99.0
176191,-33.0,100.0,100.0,-99.0
176207,-32.0,100.0,100.0,-99.0
176225,-31.0,100.0,100.0,-99.0
176290,-31.0,100.0,100.0,-99.0
176309,-30.0,100.0,100.0,-99.0
176342,-28.0,100.0,100.0,-99.0
176358,-27.0,100.0,100.0,-99.0
216784,-27.0,100.0,100.0,-99.0
216807,-27.0,100.0,100.0,-99.0
216836,-27.0,100.0,100.0,-99.0
216869,-27.0,100.0,100.0,-99.0
216885,-27.0,100.0,100.0,-99.0
216918,-27.0,100.0,100.0,-99.0
216935,-27.0,100.0,100.0,-99.0
216951,-27.0,100.0,100.0,-99.0
216968,-27.0,100.0,100.0,-99.0
216984,-27.0,100.0,100.0,-99.0
217002,-27.0,100.0,100.0,-99.0
217018,-27.0,100.0,100.0,-99.0
217034,-27.0,100.0,100.0,-99.0
217051,-27.0,100.0,100.0,-99.0
217068,-27.0,100.0,100.0,-99.0
217085,-27.0,100.0,100.0,-99.0
217102,-27.0,100.0,100.0,-99.0
217118,-27.0,100.0,100.0,-99.0
217134,-27.0,100.0,100.0,-99.0
217151,-27.0,100.0,100.0,-99.0
217171,-27.0,100.0,100.0,-99.0
217184,-27.0,100.0,100.0,-99.0
217201,-27.0,100.0,100.0,-99.0
217218,-27.0,100.0,100.0,-99.0
217234,-27.0,100.0,100.0,-99.0
217251,-27.0,100.0,100.0,-99.0
217268,-27.0,100.0,100.0,-99.0
217284,-27.0,100.0,100.0,-99.0
217301,-27.0,100.0,100.0,-99.0
217318,-27.0,100.0,100.0,-99.0
217334,-27.0,100.0,100.0,-99.0
217350,-27.0,100.0,100.0,-99.0
217367,-27.0,100.0,100.0,-99.0
217384,-27.0,100.0,100.0,-99.0
217401,-27.0,100.0,100.0,-99.0
217418,-27.0,100.0,100.0,-99.0
217433,-27.0,100.0,100.0,-99.0
217451,-27.0,100.0,100.0,-99.0
217467,-27.0,100.0,100.0,-99.0
217484,-27.0,100.0,100.0,-99.0
217501,-27.0,100.0,100.0,-99.0
217518,-27.0,100.0,100.0,-99.0
219100,-27.0,100.0,100.0,-99.0
219121,-27.0,100.0,100.0,-99.0
219174,-27.0,100.0,100.0,-99.0
219186,-27.0,100.0,100.0,-99.0
219221,-27.0,100.0,100.0,-99.0
219233,-27.0,100.0,100.0,-99.0
219271,-27.0,100.0,100.0,-99.0
219288,-27.0,100.0,100.0,-99.0
219332,-27.0,100.0,100.0,-99.0
219348,-27.0,100.0,100.0,-99.0
219380,-27.0,100.0,100.0,-99.0
219386,-27.0,100.0,100.0,-99.0
219420,-27.0,100.0,100.0,-99.0
219431,-27.0,100.0,100.0,-99.0
219466,-27.0,100.0,100.0,-99.0
219475,-27.0,100.0,100.0,-99.0
219503,-27.0,100.0,100.0,-99.0
219514,-27.0,100.0,100.0,-99.0
219536,-27.0,100.0,100.0,-99.0
219548,-27.0,100.0,100.0,-99.0
219572,-27.0,100.0,100.0,-99.0
219584,-27.0,100.0,100.0,-99.0
219595,-27.0,100.0,100.0,-99.0
219607,-27.0,100.0,100.0,-99.0
219647,-27.0,100.0,100.0,-99.0
219663,-27.0,100.0,100.0,-99.0
219692,-27.0,100.0,100.0,-99.0
219703,-27.0,100.0,100.0,-99.0
219716,-27.0,100.0,100.0,-99.0
219730,-27.0,100.0,100.0,-99.0
219757,-27.0,100.0,100.0,-99.0
219766,-27.0,100.0,100.0,-99.0
219788,-27.0,100.0,100.0,-99.0
219800,-27.0,100.0,100.0,-99.0
219814,-27.0,100.0,100.0,-99.0
219826,-27.0,100.0,100.0,-99.0
219850,-27.0,100.0,100.0,-99.0
219859,-27.0,100.0,100.0,-99.0
219886,-27.0,100.0,100.0,-99.0
219904,-27.0,100.0,100.0,-99.0
219916,-27.0,100.0,100.0,-99.0
219926,-27.0,100.0,100.0,-99.0
219955,-27.0,100.0,100.0,-99.0
219966,-27.0,100.0,100.0,-99.0
219989,-27.0,100.0,100.0,-99.0
220002,-27.0,100.0,100.0,-99.0
220015,-27.0,100.0,100.0,-99.0
220025,-27.0,100.0,100.0,-99.0
220062,-27.0,100.0,100.0,-99.0
220071,-27.0,100.0,100.0,-99.0
220095,-27.0,100.0,100.0,-99.0
220111,-27.0,100.0,100.0,-99.0
220137,-27.0,100.0,100.0,-99.0
220146,-27.0,100.0,100.0,-99.0
220170,-27.0,100.0,100.0,-99.0
220181,-27.0,100.0,100.0,-99.0
220202,-27.0,100.0,100.0,-99.0
220219,-27.0,100.0,100.0,-99.0
220227,-27.0,100.0,100.0,-99.0
220236,-27.0,100.0,100.0,-99.0
220249,-27.0,100.0,100.0,-99.0
220265,-27.0,100.0,100.0,-99.0
220289,-27.0,100.0,100.0,-99.0
220302,-27.0,100.0,100.0,-99.0
220330,-27.0,100.0,100.0,-99.0
220349,-27.0,100.0,100.0,-99.0
220362,-27.0,100.0,100.0,-99.0
220374,-27.0,100.0,100.0,-99.0
220407,-27.0,100.0,100.0,-99.0
220417,-27.0,100.0,100.0,-99.0
220443,-27.0,100.0,100.0,-99.0
220463,-27.0,100.0,100.0,-99.0
220496,-27.0,100.0,100.0,-99.0
220519,-27.0,100.0,100.0,-99.0
220550,-27.0,100.0,100.0,-99.0
220570,-27.0,100.0,100.0,-99.0
220600,-27.0,100.0,100.0,-99.0
220612,-27.0,100.0,100.0,-99.0
220647,-27.0,100.0,100.0,-99.0
220661,-27.0,100.0,100.0,-99.0
220688,-27.0,100.0,100.0,-99.0
220699,-27.0,100.0,100.0,-99.0
220729,-27.0,100.0,100.0,-99.0
220742,-27.0,100.0,100.0,-99.0
220771,-27.0,100.0,100.0,-99.0
220782,-27.0,100.0,100.0,-99.0
220811,-27.0,100.0,100.0,-99.0
220820,-27.0,100.0,100.0,-99.0
220830,-27.0,100.0,100.0,-99.0
220843,-27.0,100.0,100.0,-99.0
220849,-27.0,100.0,100.0,-99.0
220852,-27.0,100.0,100.0,-99.0
220863,-27.0,100.0,100.0,-99.0
220865,-27.0,100.0,100.0,-99.0
220873,-27.0,100.0,100.0,-99.0
220881,-27.0,100.0,100.0,-99.0
220891,-27.0,100.0,100.0,-99.0
220898,-27.0,100.0,100.0,-99.0
220912,-27.0,100.0,100.0,-99.0
220914,-27.0,100.0,100.0,-99.0
220927,-27.0,100.0,100.0,-99.0
220931,-27.0,100.0,100.0,-99.0
220934,-27.0,100.0,100.0,-99.0
220944,-27.0,100.0,100.0,-99.0
220948,-27.0,100.0,100.0,-99.0
220965,-27.0,100.0,100.0,-99.0
220966,-27.0,100.0,100.0,-99.0
220978,-27.0,100.0,100.0,-99.0
220981,-27.0,100.0,100.0,-99.0
220998,-27.0,100.0,100.0,-99.0
221002,-27.0,100.0,100.0,-99.0
221014,-27.0,100.0,100.0,-99.0
221016,-27.0,100.0,100.0,-99.0
221048,-27.0,100.0,100.0,-99.0
221049,-27.0,100.0,100.0,-99.0
221058,-27.0,100.0,100.0,-99.0
221065,-27.0,100.0,100.0,-99.0
221081,-27.0,100.0,100.0,-99.0
221089,-27.0,100.0,100.0,-99.0
221097,-27.0,100.0,100.0,-99.0
221098,-27.0,100.0,100.0,-99.0
221109,-27.0,100.0,100.0,-99.0
221114,-27.0,100.0,100.0,-99.0
221117,-27.0,100.0,100.0,-99.0
221130,-27.0,100.0,100.0,-99.0
221131,-27.0,100.0,100.0,-99.0
221148,-27.0,100.0,100.0,-99.0
221152,-27.0,100.0,100.0,-99.0
221163,-27.0,100.0,100.0,-99.0
221164,-27.0,100.0,100.0,-99.0
221181,-27.0,100.0,100.0,-99.0
221182,-27.0,100.0,100.0,-99.0
221195,-27.0,100.0,100.0,-99.0
221197,-27.0,100.0,100.0,-99.0
221214,-27.0,100.0,100.0,-99.0
221222,-27.0,100.0,100.0,-99.0
221232,-27.0,100.0,100.0,-99.0
221247,-27.0,100.0,100.0,-99.0
221253,-27.0,100.0,100.0,-99.0
221263,-27.0,100.0,100.0,-99.0
221265,-27.0,100.0,100.0,-99.0
221273,-27.0,100.0,100.0,-99.0
221280,-27.0,100.0,100.0,-99.0
221283,-27.0,100.0,100.0,-99.0
221295,-27.0,100.0,100.0,-99.0
221297,-27.0,100.0,100.0,-99.0
221307,-27.0,100.0,100.0,-99.0
221314,-27.0,100.0,100.0,-99.0
221316,-27.0,100.0,100.0,-99.0
221327,-27.0,100.0,100.0,-99.0
221331,-27.0,100.0,100.0,-99.0
221334,-27.0,100.0,100.0,-99.0
221342,-27.0,100.0,100.0,-99.0
221347,-27.0,100.0,100.0,-99.0
221351,-27.0,100.0,100.0,-99.0
221364,-27.0,100.0,100.0,-99.0
221377,-27.0,100.0,100.0,-99.0
221380,-27.0,100.0,100.0,-99.0
221382,-27.0,100.0,100.0,-99.0
221398,-26.5,100.0,100.0,-99.0
221400,-26.0,100.0,100.0,-99.0
221408,-25.6,100.0,100.0,-99.0
221414,-25.2,100.0,100.0,-99.0
221417,-24.8,100.0,100.0,-99.0
221430,-24.4,100.0,100.0,-99.0
221436,-24.0,100.0,100.0,-99.0
221437,-23.727272727272727,100.0,100.0,-99.0
221447,-23.454545454545453,100.0,100.0,-99.0
221464,-23.181818181818183,100.0,100.0,-99.0
221472,-22.90909090909091,100.0,100.0,-99.0
221484,-22.636363636363637,100.0,100.0,-99.0
221507,-22.363636363636363,100.0,100.0,-99.0
221516,-22.09090909090909,100.0,100.0,-99.0
221523,-21.81818181818182,100.0,100.0,-99.0
221530,-21.545454545454547,100.0,100.0,-99.0
221541,-21.272727272727273,100.0,100.0,-99.0
221550,-21.0,100.0,100.0,-99.0
221559,-20.5,100.0,100.0,-99.0
221584,-20.0,100.0,100.0,-99.0
221596,-19.5,100.0,100.0,-99.0
221599,-19.0,100.0,100.0,-99.0
221603,-18.333333333333332,100.0,100.0,-99.0
221611,-17.666666666666668,100.0,100.0,-99.0
221632,-17.0,100.0,100.0,-99.0
221635,-16.666666666666668,100.0,100.0,-99.0
221646,-16.333333333333332,100.0,100.0,-99.0
221648,-16.0,100.0,100.0,-99.0
221670,-14.5,100.0,100.0,-99.0
221682,-13.0,100.0,100.0,-99.0
221690,-12.5,100.0,100.0,-99.0
221699,-12.0,100.0,100.0,-99.0
221700,-11.5,100.0,100.0,-99.0
221716,-11.0,100.0,100.0,-99.0
221717,-10.666666666666666,100.0,100.0,-99.0
221723,-10.333333333333334,100.0,100.0,-99.0
221733,-10.0,100.0,100.0,-99.0
221747,-9.5,100.0,100.0,-99.0
221749,-9.0,100.0,100.0,-99.0
221759,-8.5,100.0,100.0,-99.0
221765,-8.0,100.0,100.0,-99.0
221766,-7.666666666666667,100.0,100.0,-99.0
221776,-7.333333333333333,100.0,100.0,-99.0
221781,-7.0,100.0,100.0,-99.0
221784,-6.666666666666667,100.0,100.0,-99.0
221795,-6.333333333333333,100.0,100.0,-99.0
221799,-6.0,100.0,100.0,-99.0
221802,-5.333333333333333,100.0,100.0,-99.0
221811,-4.666666666666667,100.0,100.0,-99.0
221816,-4.0,100.0,100.0,-99.0
221835,-3.3333333333333335,100.0,100.0,-99.0
221846,-2.666666666666667,100.0,100.0,-99.0
221850,-2.0,100.0,100.0,-99.0
221853,-1.6666666666666667,100.0,100.0,-99.0
221864,-1.3333333333333335,100.0,100.0,-99.0
221866,-1.0,100.0,100.0,-99.0
221883,0.0,100.0,100.0,-99.0
221888,0.0,100.0,100.0,-99.0
221898,0.0,100.0,100.0,-99.0
221905,0.0,100.0,100.0,-99.0
221921,0.5,100.0,100.0,-99.0
221932,1.0,100.0,100.0,-99.0
221933,1.5,100.0,100.0,-99.0
221942,2.0,100.0,100.0,-99.0
221958,2.5,100.0,100.0,-99.0
221966,3.0,100.0,100.0,-99.0
221977,3.5,100.0,100.0,-99.0
221983,4.0,100.0,100.0,-99.0
221999,5.0,100.0,100.0,-99.0
222000,5.333333333333333,100.0,100.0,-99.0
222011,5.666666666666667,100.0,100.0,-99.0
222015,6.0,100.0,100.0,-99.0
222022,6.5,100.0,100.0,-99.0
222032,7.0,100.0,100.0,-99.0
222049,8.0,100.0,100.0,-99.0
222062,8.5,100.0,100.0,-99.0
222066,9.0,100.0,100.0,-99.0
222070,9.5,100.0,100.0,-99.0
222082,10.0,100.0,100.0,-99.0
222093,10.5,100.0,100.0,-99.0
222098,11.0,100.0,100.0,-99.0
222101,11.5,100.0,100.0,-99.0
222117,12.0,100.0,100.0,-99.0
222123,12.5,100.0,100.0,-99.0
222133,13.0,100.0,100.0,-99.0
222134,13.333333333333334,100.0,100.0,-99.0
222143,13.666666666666666,100.0,100.0,-99.0
222150,14.0,100.0,100.0,-99.0
222158,14.0,100.0,100.0,-99.0
222166,14.0,100.0,100.0,-99.0
222173,14.0,100.0,100.0,-99.0
222175,14.5,100.0,100.0,-99.0
222189,15.0,100.0,100.0,-99.0
222199,15.0,100.0,100.0,-99.0
222208,15.0,100.0,100.0,-99.0
222210,15.333333333333334,100.0,100.0,-99.0
222218,15.666666666666666,100.0,100.0,-99.0
222219,16.0,100.0,100.0,-99.0
222227,16.0,100.0,100.0,-99.0
222247,16.0,100.0,100.0,-99.0
222253,16.5,100.0,100.0,-99.0
222262,17.0,100.0,100.0,-99.0
222271,17.0,100.0,100.0,-99.0
222280,17.0,100.0,100.0,-99.0
222303,17.0,100.0,100.0,-99.0
222315,17.0,100.0,100.0,-99.0
222326,17.0,100.0,100.0,-99.0
222337,18.0,100.0,100.0,-99.0
222339,18.0,100.0,100.0,-99.0
222352,18.0,100.0,100.0,-99.0
222361,18.0,100.0,100.0,-99.0
222369,18.5,100.0,100.0,-99.0
222377,19.0,100.0,100.0,-99.0
222378,19.0,100.0,100.0,-99.0
222395,19.0,100.0,100.0,-99.0
222406,19.5,100.0,100.0,-99.0
