,ACBG07QLGIDP0,AOEGJLWFISOZQ,ACM1CEGHXTKZP
274625,-100.0,-100.0,-100.0
274642,-100.0,-100.0,-100.0
274658,-100.0,-100.0,-100.0
274675,-100.0,-100.0,-100.0
274691,-100.0,-100.0,-100.0
274709,-100.0,-100.0,-100.0
274725,-100.0,-100.0,-100.0
274741,-100.0,-100.0,-100.0
326123,-100.0,-100.0,-100.0
326142,-100.0,-100.0,-100.0
326157,-100.0,-100.0,-100.0
326190,-100.0,-100.0,-100.0
326373,-100.0,-100.0,-100.0
326392,-100.0,-100.0,-100.0
326407,-100.0,-100.0,-100.0
326423,-100.0,-100.0,-100.0
326441,-100.0,-100.0,-100.0
368692,-100.0,-100.0,-100.0
368709,-100.0,-100.0,-100.0
368726,-100.0,-100.0,-100.0
368742,-100.0,-100.0,-100.0
368759,-100.0,-100.0,-100.0
368775,-100.0,-100.0,-100.0
368792,-100.0,-100.0,-100.0
368809,-100.0,-100.0,-100.0
368825,-100.0,-100.0,-100.0
368842,-100.0,-100.0,-100.0
368859,-100.0,-100.0,-100.0
368875,-100.0,-100.0,-100.0
368892,-100.0,-100.0,-100.0
368908,-100.0,-100.0,-100.0
368926,-100.0,-100.0,-100.0
368942,-100.0,-100.0,-100.0
368959,-100.0,-100.0,-100.0
368975,-100.0,-100.0,-100.0
368991,-100.0,-100.0,-100.0
369009,-100.0,-100.0,-100.0
369025,-100.0,-100.0,-100.0
369242,-100.0,-100.0,-100.0
369259,-100.0,-100.0,-100.0
369274,-100.0,-100.0,-100.0
369292,-100.0,-100.0,-100.0
369309,-100.0,-100.0,-100.0
369325,-100.0,-100.0,-100.0
369342,-100.0,-100.0,-100.0
369359,-100.0,-100.0,-100.0
369375,-100.0,-100.0,-100.0
369392,-100.0,-100.0,-100.0
369409,-100.0,-100.0,-100.0
369425,-100.0,-100.0,-100.0
369442,-100.0,-100.0,-100.0
369459,-100.0,-100.0,-100.0
369475,-100.0,-100.0,-100.0
369492,-100.0,-100.0,-100.0
369509,-100.0,-100.0,-100.0
369525,-100.0,-100.0,-100.0
369542,-100.0,-100.0,-100.0
369558,-100.0,-100.0,-100.0
375942,-100.0,-100.0,-100.0
375958,-100.0,-100.0,-100.0
375975,-100.0,-100.0,-100.0
375992,-100.0,-100.0,-100.0
376009,-100.0,-100.0,-100.0
376026,-100.0,-100.0,-100.0
376042,-100.0,-100.0,-100.0
376059,-100.0,-100.0,-100.0
376075,-100.0,-100.0,-100.0
376092,-100.0,-100.0,-100.0
376109,-100.0,-100.0,-100.0
376125,-100.0,-100.0,-100.0
376142,-100.0,-100.0,-100.0
376159,-100.0,-100.0,-100.0
376175,-100.0,-100.0,-100.0
376192,-100.0,-100.0,-100.0
376209,-100.0,-100.0,-100.0
376225,-100.0,-100.0,-100.0
376242,-100.0,-100.0,-100.0
376792,-100.0,-100.0,-100.0
376809,-100.0,-100.0,-100.0
376825,-100.0,-100.0,-100.0
376842,-100.0,-100.0,-100.0
376858,-100.0,-100.0,-100.0
376876,-100.0,-100.0,-100.0
376892,-100.0,-100.0,-100.0
376909,-100.0,-100.0,-100.0
376926,-100.0,-100.0,-100.0
376942,-100.0,-100.0,-100.0
376958,-100.0,-100.0,-100.0
376975,-100.0,-100.0,-100.0
376992,-100.0,-100.0,-100.0
377009,-100.0,-100.0,-100.0
377025,-100.0,-100.0,-100.0
377042,-100.0,-100.0,-100.0
377059,-100.0,-100.0,-100.0
377075,-100.0,-100.0,-100.0
377092,-100.0,-100.0,-100.0
377108,-100.0,-100.0,-100.0
377125,-100.0,-100.0,-100.0
394176,-100.0,-100.0,-100.0
394195,-100.0,-100.0,-100.0
394243,-100.0,-100.0,-100.0
394260,-100.0,-100.0,-100.0
394275,-100.0,-100.0,-100.0
394310,-100.0,-100.0,-100.0
394344,-100.0,-100.0,-100.0
395583,-100.0,-100.0,-100.0
395598,-100.0,-100.0,-100.0
395603,-100.0,-100.0,-100.0
395615,-100.0,-100.0,-100.0
395622,-100.0,-100.0,-100.0
395648,-100.0,-100.0,-100.0
396293,-100.0,-100.0,-100.0
396312,-100.0,-100.0,-100.0
396342,-100.0,-100.0,-100.0
396360,-100.0,-100.0,-100.0
396394,-100.0,-100.0,-100.0
397873,-100.0,-100.0,-100.0
397890,-100.0,-100.0,-100.0
397892,-100.0,-100.0,-100.0
397906,-100.0,-100.0,-100.0
397908,-100.0,-100.0,-100.0
397922,-100.0,-100.0,-100.0
430575,-100.0,-100.0,-100.0
430594,-100.0,-100.0,-100.0
430641,-100.0,-100.0,-100.0
430674,-100.0,-100.0,-100.0
430692,-100.0,-100.0,-100.0
431352,-100.0,-100.0,-100.0
431368,-100.0,-100.0,-100.0
431371,-100.0,-100.0,-100.0
431384,-100.0,-100.0,-100.0
431387,-100.0,-100.0,-100.0
431401,-100.0,-100.0,-100.0
431404,-100.0,-100.0,-100.0
431418,-100.0,-100.0,-100.0
431421,-100.0,-100.0,-100.0
431435,-100.0,-100.0,-100.0
431437,-100.0,-100.0,-100.0
431452,-100.0,-100.0,-100.0
431492,-100.0,-100.0,-100.0
431511,-100.0,-100.0,-100.0
431540,-100.0,-100.0,-100.0
431557,-100.0,-100.0,-100.0
431591,-100.0,-100.0,-100.0
431608,-100.0,-100.0,-100.0
440375,-100.0,-100.0,-100.0
440392,-100.0,-100.0,-100.0
440409,-100.0,-100.0,-100.0
440425,-100.0,-100.0,-100.0
440442,-100.0,-100.0,-100.0
440459,-100.0,-100.0,-100.0
440475,-100.0,-100.0,-100.0
440491,-100.0,-100.0,-100.0
440509,-100.0,-100.0,-100.0
440525,-100.0,-100.0,-100.0
440542,-100.0,-100.0,-100.0
440559,-100.0,-100.0,-100.0
440575,-100.0,-100.0,-100.0
440591,-100.0,-100.0,-100.0
440607,-100.0,-100.0,-100.0
440609,-100.0,-100.0,-100.0
440626,-100.0,-100.0,-100.0
440641,-100.0,-100.0,-100.0
440642,-100.0,-100.0,-100.0
440658,-100.0,-100.0,-100.0
440675,-100.0,-100.0,-100.0
440724,-100.0,-100.0,-100.0
440743,-100.0,-100.0,-100.0
440808,-100.0,-100.0,-100.0
440825,-100.0,-100.0,-100.0
440857,-100.0,-100.0,-100.0
440889,-100.0,-100.0,-100.0
440909,-100.0,-100.0,-100.0
440991,-100.0,-100.0,-100.0
441026,-100.0,-100.0,-100.0
441057,-100.0,-100.0,-100.0
441075,-100.0,-100.0,-100.0
441091,-100.0,-100.0,-100.0
441109,-100.0,-100.0,-100.0
441192,-100.0,-100.0,-100.0
441209,-100.0,-100.0,-100.0
441226,-100.0,-100.0,-100.0
441242,-100.0,-100.0,-100.0
441259,-100.0,-100.0,-100.0
441275,-100.0,-100.0,-100.0
441292,-100.0,-100.0,-100.0
441309,-100.0,-100.0,-100.0
441325,-100.0,-100.0,-100.0
441342,-100.0,-100.0,-100.0
441359,-100.0,-100.0,-100.0
441375,-100.0,-100.0,-100.0
441391,-100.0,-100.0,-100.0
441408,-100.0,-100.0,-100.0
441425,-100.0,-100.0,-100.0
441442,-100.0,-100.0,-100.0
441459,-100.0,-100.0,-100.0
441475,-100.0,-100.0,-100.0
441491,-100.0,-100.0,-100.0
441720,-100.0,-100.0,-100.0
441737,-100.0,-100.0,-100.0
441738,-100.0,-100.0,-100.0
441753,-100.0,-100.0,-100.0
441754,-100.0,-100.0,-100.0
441769,-100.0,-100.0,-100.0
441772,-100.0,-100.0,-100.0
441786,-100.0,-100.0,-100.0
441788,-100.0,-100.0,-100.0
441803,-100.0,-100.0,-100.0
441805,-100.0,-100.0,-100.0
441820,-100.0,-100.0,-100.0
441990,-100.0,-100.0,-100.0
442010,-100.0,-100.0,-100.0
442029,-100.0,-100.0,-100.0
442042,-100.0,-100.0,-100.0
442058,-100.0,-100.0,-100.0
442079,-100.0,-100.0,-100.0
442178,-100.0,-100.0,-100.0
442192,-100.0,-100.0,-99.0
442196,-100.0,-100.0,-99.0
442210,-100.0,-100.0,-98.0
442215,-100.0,-100.0,-98.0
442226,-100.0,-100.0,-97.0
442230,-100.0,-100.0,-97.0
442244,-100.0,-100.0,-96.0
442247,-100.0,-100.0,-96.0
442262,-100.0,-100.0,-95.0
442265,-100.0,-100.0,-95.0
442280,-100.0,-100.0,-94.0
442283,-100.0,-100.0,-94.0
442299,-100.0,-100.0,-93.0
442302,-100.0,-100.0,-93.0
442317,-100.0,-100.0,-92.0
442320,-100.0,-100.0,-92.0
442332,-100.0,-100.0,-91.0
442335,-100.0,-100.0,-91.0
442339,-100.0,-100.0,-89.0
442343,-100.0,-100.0,-89.0
442358,-100.0,-100.0,-88.0
442361,-100.0,-100.0,-88.0
442376,-100.0,-100.0,-87.0
442379,-100.0,-100.0,-87.0
442394,-100.0,-100.0,-86.0
442397,-100.0,-100.0,-86.0
442413,-100.0,-100.0,-85.0
442416,-100.0,-100.0,-85.0
442428,-100.0,-100.0,-84.0
442432,-100.0,-100.0,-84.0
442447,-100.0,-100.0,-83.0
442450,-100.0,-100.0,-83.0
442464,-100.0,-100.0,-82.0
442467,-100.0,-100.0,-82.0
442482,-100.0,-100.0,-81.0
442486,-100.0,-100.0,-81.0
442490,-100.0,-100.0,-79.0
442493,-100.0,-100.0,-79.0
442507,-100.0,-100.0,-78.0
442511,-100.0,-100.0,-78.0
442524,-100.0,-100.0,-77.0
442532,-100.0,-100.0,-77.0
442543,-100.0,-100.0,-76.0
442546,-100.0,-100.0,-76.0
442560,-100.0,-100.0,-75.0
442564,-100.0,-100.0,-75.0
442578,-100.0,-100.0,-74.0
442584,-100.0,-100.0,-74.0
442596,-100.0,-100.0,-73.0
442601,-100.0,-100.0,-73.0
442615,-100.0,-100.0,-72.0
442617,-100.0,-100.0,-72.0
442631,-100.0,-100.0,-71.0
442636,-100.0,-100.0,-71.0
442649,-100.0,-100.0,-69.0
442653,-100.0,-100.0,-69.0
442656,-100.0,-100.0,-68.0
442659,-100.0,-100.0,-68.0
442675,-100.0,-100.0,-67.0
442942,-100.0,-100.0,-67.0
442959,-100.0,-100.0,-67.0
442975,-100.0,-100.0,-67.0
442992,-100.0,-100.0,-67.0
443009,-100.0,-100.0,-67.0
443025,-100.0,-100.0,-67.0
443042,-100.0,-100.0,-67.0
443058,-100.0,-100.0,-67.0
443075,-100.0,-100.0,-67.0
443092,-100.0,-100.0,-67.0
443108,-100.0,-100.0,-67.0
443125,-100.0,-100.0,-67.0
443142,-100.0,-100.0,-67.0
443159,-100.0,-100.0,-67.0
443390,-100.0,-100.0,-67.0
443410,-100.0,-100.0,-67.0
443441,-100.0,-100.0,-67.0
443473,-100.0,-100.0,-67.0
443506,-100.0,-100.0,-67.0
443523,-100.0,-100.0,-67.0
443825,-100.0,-100.0,-67.0
443842,-100.0,-100.0,-67.0
443859,-100.0,-100.0,-67.0
443875,-100.0,-100.0,-67.0
443892,-100.0,-100.0,-67.0
443909,-100.0,-100.0,-67.0
443925,-100.0,-100.0,-67.0
443942,-100.0,-100.0,-67.0
443959,-100.0,-100.0,-67.0
443975,-100.0,-100.0,-67.0
443992,-100.0,-100.0,-67.0
444009,-100.0,-100.0,-67.0
444025,-100.0,-100.0,-67.0
444041,-100.0,-100.0,-67.0
444042,-100.0,-100.0,-67.0
444076,-100.0,-100.0,-67.0
444107,-100.0,-100.0,-67.0
444140,-100.0,-100.0,-67.0
444158,-100.0,-100.0,-67.0
444163,-100.0,-100.0,-67.0
444175,-100.0,-100.0,-67.5
444181,-100.0,-100.0,-68.0
444192,-100.0,-100.0,-68.0
444200,-100.0,-100.0,-68.0
444211,-100.0,-100.0,-69.0
444215,-100.0,-100.0,-69.0
444220,-100.0,-100.0,-69.0
444230,-100.0,-100.0,-70.0
444239,-100.0,-100.0,-70.0
444248,-100.0,-100.0,-71.0
444254,-100.0,-100.0,-71.0
444255,-100.0,-100.0,-73.0
444262,-100.0,-100.0,-73.0
444273,-100.0,-100.0,-74.0
444280,-100.0,-100.0,-74.0
444291,-100.0,-100.0,-75.0
444297,-100.0,-100.0,-75.0
444307,-100.0,-100.0,-76.0
444314,-100.0,-100.0,-76.0
444325,-100.0,-100.0,-77.0
444330,-100.0,-100.0,-77.0
444347,-100.0,-100.0,-78.0
444480,-100.0,-100.0,-78.0
444495,-100.0,-100.0,-79.0
444500,-100.0,-100.0,-79.0
444510,-100.0,-100.0,-80.0
444518,-100.0,-100.0,-80.0
444527,-100.0,-100.0,-81.0
444537,-100.0,-100.0,-81.0
444548,-100.0,-100.0,-82.0
444553,-100.0,-100.0,-82.0
444571,-100.0,-100.0,-84.0
444576,-100.0,-100.0,-84.0
444590,-100.0,-100.0,-86.0
444597,-100.0,-100.0,-86.0
444606,-100.0,-100.0,-87.0
444615,-100.0,-100.0,-87.0
444623,-100.0,-100.0,-88.0
444633,-100.0,-100.0,-88.0
444660,-100.0,-100.0,-90.0
444666,-100.0,-100.0,-90.0
444678,-100.0,-100.0,-91.0
444686,-100.0,-100.0,-91.0
444696,-100.0,-100.0,-92.0
444702,-100.0,-100.0,-92.0
444712,-100.0,-100.0,-93.0
444720,-100.0,-100.0,-93.0
444730,-100.0,-100.0,-95.0
444735,-100.0,-100.0,-95.0
444738,-100.0,-100.0,-96.0
444749,-100.0,-100.0,-96.0
444774,-100.0,-100.0,-98.0
444781,-100.0,-100.0,-98.0
444797,-100.0,-100.0,-99.0
444801,-100.0,-100.0,-99.0
444827,-100.0,-100.0,-100.0
444960,-100.0,-100.0,-100.0
444976,-100.0,-100.0,-100.0
444998,-100.0,-100.0,-100.0
445012,-100.0,-100.0,-100.0
445026,-100.0,-100.0,-100.0
445049,-100.0,-100.0,-100.0
445064,-100.0,-100.0,-100.0
445085,-100.0,-100.0,-100.0
445424,-100.0,-100.0,-100.0
445444,-100.0,-100.0,-100.0
445466,-100.0,-100.0,-100.0
445479,-100.0,-100.0,-100.0
445495,-100.0,-100.0,-100.0
445514,-100.0,-100.0,-100.0
445532,-100.0,-100.0,-100.0
445553,-100.0,-100.0,-100.0
445568,-100.0,-100.0,-100.0
445858,-100.0,-100.0,-100.0
445881,-100.0,-100.0,-100.0
445903,-100.0,-100.0,-100.0
445922,-100.0,-100.0,-100.0
445941,-100.0,-100.0,-100.0
445961,-100.0,-100.0,-100.0
447825,-100.0,-100.0,-100.0
447842,-100.0,-100.0,-100.0
447858,-100.0,-100.0,-100.0
447876,-100.0,-100.0,-100.0
447892,-100.0,-100.0,-100.0
447909,-100.0,-100.0,-100.0
447925,-100.0,-100.0,-100.0
447942,-100.0,-100.0,-100.0
447958,-100.0,-100.0,-100.0
447975,-100.0,-100.0,-100.0
447992,-100.0,-100.0,-100.0
448008,-100.0,-100.0,-100.0
448025,-100.0,-100.0,-100.0
448042,-100.0,-100.0,-100.0
448059,-100.0,-100.0,-100.0
448075,-100.0,-100.0,-100.0
448092,-100.0,-100.0,-100.0
448109,-100.0,-100.0,-100.0
448125,-100.0,-100.0,-100.0
448142,-100.0,-100.0,-100.0
448159,-100.0,-100.0,-100.0
448175,-100.0,-100.0,-100.0
448192,-100.0,-100.0,-100.0
448208,-100.0,-100.0,-100.0
448225,-100.0,-100.0,-100.0
448242,-100.0,-100.0,-100.0
448259,-100.0,-100.0,-100.0
448323,-100.0,-100.0,-100.0
448341,-100.0,-100.0,-100.0
448374,-100.0,-100.0,-100.0
448406,-100.0,-100.0,-100.0
448423,-100.0,-100.0,-100.0
448675,-100.0,-100.0,-100.0
448692,-100.0,-100.0,-100.0
448709,-100.0,-100.0,-100.0
448725,-100.0,-100.0,-100.0
448742,-100.0,-100.0,-100.0
448759,-100.0,-100.0,-100.0
448776,-100.0,-100.0,-100.0
448792,-100.0,-100.0,-100.0
448809,-100.0,-100.0,-100.0
448825,-100.0,-100.0,-100.0
448842,-100.0,-100.0,-100.0
448858,-100.0,-100.0,-100.0
448875,-100.0,-100.0,-100.0
448892,-100.0,-100.0,-100.0
448909,-100.0,-100.0,-100.0
448925,-100.0,-100.0,-100.0
448942,-100.0,-100.0,-100.0
448958,-100.0,-100.0,-100.0
448975,-100.0,-100.0,-100.0
448992,-100.0,-100.0,-100.0
449009,-100.0,-100.0,-100.0
449025,-100.0,-100.0,-100.0
449043,-100.0,-100.0,-100.0
449059,-100.0,-100.0,-100.0
449075,-100.0,-100.0,-100.0
449092,-100.0,-100.0,-100.0
449108,-100.0,-100.0,-100.0
450859,-100.0,-100.0,-100.0
450876,-100.0,-100.0,-100.0
450915,-100.0,-100.0,-100.0
450930,-100.0,-100.0,-100.0
450946,-100.0,-100.0,-100.0
450961,-100.0,-100.0,-100.0
453033,-100.0,-100.0,-100.0
453049,-100.0,-100.0,-100.0
453065,-100.0,-100.0,-100.0
453080,-100.0,-100.0,-100.0
453094,-100.0,-100.0,-100.0
453112,-100.0,-100.0,-100.0
453126,-100.0,-100.0,-100.0
453153,-100.0,-100.0,-100.0
453166,-100.0,-100.0,-100.0
460189,-100.0,-100.0,-100.0
460208,-100.0,-100.0,-100.0
460239,-100.0,-100.0,-100.0
460256,-100.0,-100.0,-100.0
460289,-100.0,-100.0,-100.0
460306,-100.0,-100.0,-100.0
460340,-100.0,-100.0,-100.0
460372,-100.0,-100.0,-100.0
460390,-100.0,-100.0,-100.0
460423,-100.0,-100.0,-100.0
466642,-100.0,-100.0,-100.0
466659,-100.0,-100.0,-100.0
466674,-100.0,-100.0,-100.0
466692,-100.0,-100.0,-100.0
466709,-100.0,-100.0,-100.0
466726,-100.0,-100.0,-100.0
466742,-100.0,-100.0,-100.0
466759,-100.0,-100.0,-100.0
466776,-100.0,-100.0,-100.0
466792,-100.0,-100.0,-100.0
466809,-100.0,-100.0,-100.0
466825,-100.0,-100.0,-100.0
466842,-100.0,-100.0,-100.0
466859,-100.0,-100.0,-100.0
466875,-100.0,-100.0,-100.0
466891,-100.0,-100.0,-100.0
466909,-100.0,-100.0,-100.0
466925,-100.0,-100.0,-100.0
467058,-100.0,-100.0,-100.0
467075,-100.0,-100.0,-100.0
467092,-100.0,-100.0,-100.0
467109,-100.0,-100.0,-100.0
467125,-100.0,-100.0,-100.0
467142,-100.0,-100.0,-100.0
467159,-100.0,-100.0,-100.0
467175,-100.0,-100.0,-100.0
467192,-100.0,-100.0,-100.0
467208,-100.0,-100.0,-100.0
467225,-100.0,-100.0,-100.0
467242,-100.0,-100.0,-100.0
467259,-100.0,-100.0,-100.0
467275,-100.0,-100.0,-100.0
467292,-100.0,-100.0,-100.0
467308,-100.0,-100.0,-100.0
467325,-100.0,-100.0,-100.0
467342,-100.0,-100.0,-100.0
467358,-100.0,-100.0,-100.0
471712,-100.0,-100.0,-100.0
471728,-100.0,-100.0,-100.0
471742,-100.0,-100.0,-100.0
471758,-100.0,-100.0,-100.0
471773,-100.0,-100.0,-100.0
471799,-100.0,-100.0,-100.0
471814,-100.0,-100.0,-100.0
471831,-100.0,-100.0,-100.0
471845,-100.0,-100.0,-100.0
471859,-100.0,-100.0,-100.0
471875,-100.0,-100.0,-100.0
471891,-100.0,-100.0,-100.0
471906,-100.0,-100.0,-100.0
472096,-100.0,-100.0,-100.0
472111,-100.0,-100.0,-100.0
584114,-100.0,-100.0,-100.0
584133,-100.0,-100.0,-100.0
584166,-100.0,-100.0,-100.0
584200,-100.0,-100.0,-100.0
584215,-100.0,-100.0,-100.0
584234,-100.0,-100.0,-100.0
584466,-100.0,-100.0,-100.0
584482,-100.0,-100.0,-100.0
584515,-100.0,-100.0,-100.0
584532,-100.0,-100.0,-100.0
584551,-100.0,-100.0,-100.0
584582,-100.0,-100.0,-100.0
587742,-100.0,-100.0,-100.0
587758,-100.0,-100.0,-100.0
587775,-100.0,-100.0,-100.0
587792,-100.0,-100.0,-100.0
587809,-100.0,-100.0,-100.0
587825,-100.0,-100.0,-100.0
587842,-100.0,-100.0,-100.0
587859,-100.0,-100.0,-100.0
587875,-100.0,-100.0,-100.0
587891,-100.0,-100.0,-100.0
587909,-100.0,-100.0,-100.0
587911,-100.0,-100.0,-100.0
587925,-100.0,-100.0,-100.0
587927,-100.0,-100.0,-100.0
587931,-100.0,-100.0,-100.0
587944,-100.0,-100.0,-100.0
587948,-100.0,-100.0,-100.0
587960,-100.0,-100.0,-100.0
587962,-100.0,-100.0,-100.0
587977,-100.0,-100.0,-100.0
587979,-100.0,-100.0,-100.0
587994,-100.0,-100.0,-100.0
587996,-100.0,-100.0,-100.0
588010,-100.0,-100.0,-100.0
588248,-100.0,-100.0,-100.0
588265,-100.0,-100.0,-100.0
588299,-100.0,-100.0,-100.0
588332,-100.0,-100.0,-100.0
588349,-100.0,-100.0,-100.0
588398,-100.0,-100.0,-100.0
588458,-100.0,-100.0,-100.0
588475,-100.0,-100.0,-100.0
588492,-100.0,-100.0,-100.0
588499,-100.0,-100.0,-100.0
588509,-100.0,-100.0,-100.0
588518,-100.0,-100.0,-100.0
588525,-100.0,-100.0,-100.0
588542,-100.0,-100.0,-100.0
588549,-100.0,-100.0,-100.0
588559,-100.0,-100.0,-100.0
588575,-100.0,-100.0,-100.0
588582,-100.0,-100.0,-100.0
588592,-100.0,-100.0,-100.0
588598,-100.0,-100.0,-100.0
588609,-100.0,-100.0,-100.0
588625,-100.0,-100.0,-100.0
588642,-100.0,-100.0,-100.0
593128,-100.0,-100.0,-100.0
593145,-100.0,-100.0,-100.0
593147,-100.0,-100.0,-100.0
593161,-100.0,-100.0,-100.0
593163,-100.0,-100.0,-100.0
593178,-100.0,-100.0,-100.0
593180,-100.0,-100.0,-100.0
593194,-100.0,-100.0,-100.0
593196,-100.0,-100.0,-100.0
593211,-100.0,-100.0,-100.0
593213,-100.0,-100.0,-100.0
593228,-100.0,-100.0,-100.0
593464,-100.0,-100.0,-100.0
593481,-100.0,-100.0,-100.0
593516,-100.0,-100.0,-100.0
593566,-100.0,-100.0,-100.0
593615,-100.0,-100.0,-100.0
593648,-100.0,-100.0,-100.0
593668,-100.0,-100.0,-100.0
593698,-100.0,-100.0,-100.0
593716,-100.0,-100.0,-100.0
593733,-100.0,-100.0,-100.0
593765,-100.0,-100.0,-100.0
593798,-100.0,-100.0,-100.0
593816,-100.0,-100.0,-100.0
593849,-100.0,-100.0,-100.0
593881,-100.0,-100.0,-100.0
593899,-100.0,-100.0,-100.0
593931,-100.0,-100.0,-100.0
676032,-100.0,-100.0,-100.0
