,A3QFK8SWWMHIW,A3BPENSX5EVJ2,A2XZXWD30F6AN
449832,-100.0,91.0,-17.0
449865,-100.0,91.0,-17.0
449871,-100.0,90.5,-17.0
449883,-100.0,90.0,-17.0
449922,-100.0,90.0,-17.0
449946,-100.0,88.0,-17.0
449956,-100.0,88.0,-17.0
449988,-100.0,88.0,-17.0
450009,-100.0,88.0,-17.0
450034,-100.0,88.0,-17.0
450042,-100.0,87.0,-17.0
450044,-100.0,87.0,-17.0
450064,-100.0,87.0,-17.0
450099,-100.0,86.0,-17.0
450118,-100.0,86.0,-17.0
450119,-100.0,85.5,-17.0
450162,-100.0,85.0,-17.0
450202,-100.0,85.0,-17.0
450238,-100.0,85.0,-17.0
450258,-100.0,85.0,-17.0
450259,-100.0,85.0,-17.0
450283,-100.0,84.0,-17.0
450289,-100.0,83.66666666666667,-17.0
450326,-100.0,83.33333333333333,-17.0
450328,-100.0,83.0,-17.0
450345,-100.0,82.5,-17.0
450348,-100.0,82.0,-17.0
450387,-100.0,81.0,-17.0
450435,-100.0,81.0,-17.0
450479,-100.0,81.0,-17.0
450495,-100.0,80.0,-17.0
450534,-100.0,80.0,-17.0
450543,-100.0,79.5,-17.0
450546,-100.0,79.0,-17.0
450566,-100.0,79.0,-17.0
450578,-100.0,78.0,-17.0
450601,-100.0,77.0,-17.0
450656,-100.0,77.0,-17.0
450679,-100.0,77.0,-17.0
450696,-100.0,77.0,-17.0
450703,-100.0,76.5,-17.0
450727,-100.0,76.0,-17.0
450745,-100.0,76.0,-17.0
450747,-100.0,75.5,-17.0
450765,-100.0,75.0,-17.0
450790,-100.0,75.0,-17.0
450812,-100.0,74.5,-17.0
450814,-100.0,74.0,-17.0
450836,-100.0,73.0,-17.0
450961,-100.0,73.0,-17.0
450983,-100.0,73.0,-17.0
451005,-100.0,72.5,-17.0
451006,-100.0,72.0,-17.0
451025,-100.0,72.0,-17.0
451042,-100.0,71.0,-17.0
451083,-100.0,70.0,-17.0
451091,-100.0,69.5,-17.0
451099,-100.0,69.0,-17.0
451118,-100.0,69.0,-17.0
451155,-100.0,69.0,-17.0
451179,-100.0,69.0,-17.0
451227,-100.0,69.0,-17.0
451231,-100.0,69.0,-17.0
451250,-100.0,68.0,-17.0
451279,-100.0,68.0,-17.0
451292,-100.0,68.0,-17.0
451307,-100.0,67.0,-17.0
451318,-100.0,67.0,-17.0
451383,-100.0,67.0,-17.0
451409,-100.0,67.0,-17.0
451444,-100.0,67.0,-17.0
451468,-100.0,67.0,-17.0
451494,-100.0,66.5,-17.0
451516,-100.0,66.0,-17.0
451518,-100.0,66.0,-17.0
451531,-100.0,66.0,-17.0
451567,-100.0,65.0,-17.0
451576,-100.0,64.8,-17.0
451617,-100.0,64.6,-17.0
451674,-100.0,64.4,-17.0
451754,-100.0,64.2,-17.0
451826,-100.0,64.0,-17.0
451834,-100.0,63.75,-17.0
451937,-100.0,63.5,-17.0
451971,-100.0,63.25,-17.0
451976,-100.0,63.0,-17.0
451989,-100.0,63.0,-17.0
452056,-100.0,63.0,-17.0
452080,-100.0,63.0,-17.0
452087,-100.0,62.8,-17.0
452122,-100.0,62.6,-17.0
452177,-100.0,62.4,-17.0
452250,-100.0,62.2,-17.0
452263,-100.0,62.0,-17.0
452284,-100.0,61.75,-17.0
452340,-100.0,61.5,-17.0
452367,-100.0,61.25,-17.0
452426,-100.0,61.0,-17.0
452453,-100.0,60.75,-17.0
452498,-100.0,60.5,-17.0
452542,-100.0,60.25,-17.0
452569,-100.0,60.0,-17.0
452574,-100.0,60.0,-17.0
452649,-100.0,60.0,-17.0
452656,-100.0,60.0,-17.0
452674,-100.0,60.0,-17.0
452708,-100.0,60.0,-17.0
452726,-100.0,60.0,-17.0
452728,-100.0,60.0,-17.0
452730,-100.0,60.0,-17.0
452761,-100.0,59.8,-17.0
452776,-100.0,59.6,-17.0
452788,-100.0,59.4,-17.0
452816,-100.0,59.2,-17.0
452859,-100.0,59.0,-17.0
452871,-100.0,58.833333333333336,-17.0
452907,-100.0,58.666666666666664,-17.0
452938,-100.0,58.5,-17.0
452975,-100.0,58.333333333333336,-17.0
453007,-100.0,58.166666666666664,-17.0
453060,-100.0,58.0,-17.0
453076,-100.0,58.0,-17.0
453146,-100.0,58.0,-17.0
453156,-100.0,58.0,-17.0
453207,-100.0,57.0,-17.0
453216,-100.0,56.75,-17.0
453263,-100.0,56.5,-17.0
453325,-100.0,56.25,-17.0
453357,-100.0,56.0,-17.0
453365,-100.0,56.0,-17.0
453404,-100.0,56.0,-17.0
453432,-100.0,56.0,-17.0
453459,-100.0,56.0,-17.0
453490,-100.0,55.666666666666664,-17.0
453504,-100.0,55.333333333333336,-17.0
453555,-100.0,55.0,-17.0
453562,-100.0,54.875,-17.0
453639,-100.0,54.75,-17.0
453666,-100.0,54.625,-17.0
453687,-100.0,54.5,-17.0
453724,-100.0,54.375,-17.0
453752,-100.0,54.25,-17.0
453821,-100.0,54.125,-17.0
453823,-100.0,54.0,-17.0
453842,-100.0,54.0,-17.0
453909,-100.0,54.0,-17.0
453951,-100.0,53.75,-17.0
453993,-100.0,53.5,-17.0
454024,-100.0,53.25,-17.0
454066,-100.0,53.0,-17.0
454082,-100.0,52.8,-17.0
454099,-100.0,52.6,-17.0
454136,-100.0,52.4,-17.0
454192,-100.0,52.2,-17.0
454196,-100.0,52.0,-17.0
454222,-100.0,52.0,-17.0
454248,-100.0,52.0,-17.0
454277,-100.0,51.0,-17.0
454295,-100.0,50.0,-17.0
454300,-100.0,50.0,-17.0
454338,-100.0,50.0,-17.0
454378,-100.0,50.0,-17.0
454445,-100.0,49.666666666666664,-17.0
454470,-100.0,49.333333333333336,-17.0
454508,-100.0,49.0,-17.0
454520,-100.0,48.75,-17.0
454580,-100.0,48.5,-17.0
454622,-100.0,48.25,-17.0
454623,-100.0,48.0,-17.0
454654,-100.0,48.0,-17.0
454716,-100.0,48.0,-17.0
454737,-100.0,48.0,-17.0
454803,-100.0,48.0,-17.0
454811,-100.0,48.0,-17.0
454834,-100.0,47.5,-17.0
454873,-100.0,47.0,-17.0
454881,-100.0,47.0,-17.0
454897,-100.0,47.0,-17.0
454958,-100.0,47.0,-17.0
454989,-100.0,47.0,-17.0
455054,-100.0,47.0,-17.0
455104,-100.0,47.0,-17.0
455138,-100.0,47.0,-17.0
455176,-100.0,47.0,-17.0
455194,-100.0,47.0,-17.0
455206,-100.0,46.75,-17.0
455231,-100.0,46.5,-17.0
455253,-100.0,46.25,-17.0
455272,-100.0,46.0,-17.0
455287,-100.0,46.0,-17.0
455315,-100.0,46.0,-17.0
455338,-100.0,46.0,-17.0
455357,-100.0,46.0,-17.0
455402,-100.0,46.0,-17.0
455420,-100.0,46.0,-17.0
455475,-100.0,45.5,-17.0
455570,-100.0,45.0,-17.0
455583,-100.0,45.0,-17.0
455608,-100.0,45.0,-17.0
455632,-100.0,45.0,-17.0
455672,-100.0,45.0,-17.0
455707,-100.0,45.0,-17.0
455715,-100.0,45.0,-17.0
455755,-100.0,44.75,-17.0
455778,-100.0,44.5,-17.0
455810,-100.0,44.25,-17.0
455811,-100.0,44.0,-17.0
455875,-100.0,44.0,-17.0
455893,-100.0,44.0,-17.0
455946,-100.0,44.0,-17.0
455955,-100.0,43.833333333333336,-17.0
455976,-100.0,43.666666666666664,-17.0
455995,-100.0,43.5,-17.0
456032,-100.0,43.333333333333336,-17.0
456059,-100.0,43.166666666666664,-17.0
456075,-100.0,43.0,-17.0
456085,-100.0,42.875,-17.0
456100,-100.0,42.75,-17.0
456121,-100.0,42.625,-17.0
456142,-100.0,42.5,-17.0
456158,-100.0,42.375,-17.0
456186,-100.0,42.25,-17.0
456214,-100.0,42.125,-17.0
456232,-100.0,42.0,-17.0
456246,-100.0,42.0,-17.0
456279,-100.0,42.0,-17.0
456287,-100.0,42.0,-17.0
456291,-100.0,42.0,-17.0
456305,-100.0,42.0,-17.0
456308,-100.0,42.0,-17.0
456327,-100.0,42.0,-17.0
456332,-100.0,42.0,-17.0
456336,-100.0,42.0,-17.0
456342,-100.0,42.0,-17.0
456354,-100.0,42.0,-17.0
456374,-100.0,42.0,-17.0
456378,-100.0,42.0,-17.0
456386,-100.0,42.0,-17.0
456393,-100.0,42.0,-17.0
456401,-100.0,42.0,-17.0
456403,-100.0,41.857142857142854,-17.0
456405,-100.0,41.714285714285715,-17.0
456409,-100.0,41.57142857142857,-17.0
456420,-100.0,41.42857142857143,-17.0
456421,-100.0,41.285714285714285,-17.0
456439,-100.0,41.142857142857146,-17.0
456444,-100.0,41.0,-17.0
456450,-100.0,41.0,-17.0
456454,-100.0,41.0,-17.0
456458,-100.0,41.0,-17.0
456469,-100.0,41.0,-17.0
456470,-100.0,41.0,-17.0
456489,-100.0,41.0,-17.0
456507,-100.0,41.0,-17.0
456512,-100.0,41.0,-17.0
456527,-100.0,41.0,-17.0
456546,-100.0,41.0,-17.0
456555,-100.0,41.0,-17.0
456578,-100.0,41.0,-17.0
456587,-100.0,41.0,-17.0
456609,-100.0,41.0,-17.0
456619,-100.0,41.0,-17.0
456625,-100.0,41.0,-17.0
456637,-100.0,41.0,-17.0
456640,-100.0,41.0,-17.0
456643,-100.0,40.833333333333336,-17.0
456671,-100.0,40.666666666666664,-17.0
456688,-100.0,40.5,-17.0
456694,-100.0,40.333333333333336,-17.0
456705,-100.0,40.166666666666664,-17.0
456711,-100.0,40.0,-17.0
456724,-100.0,40.0,-17.0
456725,-100.0,40.0,-17.0
456736,-100.0,40.0,-17.0
456742,-100.0,40.0,-17.0
456753,-100.0,40.0,-17.0
456768,-100.0,40.0,-17.0
456773,-100.0,40.0,-17.0
456785,-100.0,40.0,-17.0
456790,-100.0,40.0,-17.0
456799,-100.0,40.0,-17.0
456802,-100.0,40.0,-17.0
456810,-100.0,40.0,-17.0
456819,-100.0,40.0,-17.0
456821,-100.0,40.0,-17.0
456833,-100.0,40.0,-17.0
456840,-100.0,39.90909090909091,-17.0
456843,-100.0,39.81818181818182,-17.0
456852,-100.0,39.72727272727273,-17.0
456858,-100.0,39.63636363636363,-17.0
456868,-100.0,39.54545454545455,-17.0
456874,-100.0,39.45454545454545,-17.0
456877,-100.0,39.36363636363637,-17.0
456885,-100.0,39.27272727272727,-17.0
456906,-100.0,39.18181818181818,-17.0
456920,-100.0,39.09090909090909,-17.0
456933,-100.0,39.0,-17.0
456934,-100.0,39.0,-17.0
456943,-100.0,39.0,-17.0
456952,-100.0,39.0,-17.0
456972,-100.0,39.0,-17.0
456975,-100.0,39.0,-17.0
456985,-100.0,39.0,-17.0
456991,-100.0,39.0,-17.0
457002,-100.0,39.0,-17.0
457004,-100.0,39.0,-17.0
457026,-100.0,39.0,-17.0
457035,-100.0,39.0,-17.0
457041,-100.0,39.0,-17.0
457052,-100.0,39.0,-17.0
457056,-100.0,39.0,-17.0
457065,-100.0,39.0,-17.0
457072,-100.0,38.875,-17.0
457085,-100.0,38.75,-17.0
457111,-100.0,38.625,-17.0
457119,-100.0,38.5,-17.0
457138,-100.0,38.375,-17.0
457139,-100.0,38.25,-17.0
457152,-100.0,38.125,-17.0
457162,-100.0,38.0,-17.0
457179,-100.0,38.0,-17.0
457187,-100.0,38.0,-17.0
457216,-100.0,38.0,-17.0
457224,-100.0,38.0,-17.0
457246,-100.0,38.0,-17.0
457256,-100.0,38.0,-17.0
457277,-100.0,38.0,-17.0
457287,-100.0,38.0,-17.0
457310,-100.0,38.0,-17.0
457321,-100.0,38.0,-17.0
457340,-100.0,38.0,-17.0
457352,-100.0,38.0,-17.0
457359,-100.0,38.0,-17.0
457369,-100.0,38.0,-17.0
457376,-100.0,38.0,-17.0
457387,-100.0,38.0,-17.0
457412,-100.0,38.0,-17.0
457420,-100.0,38.0,-17.0
457427,-100.0,38.0,-17.0
457441,-100.0,38.0,-17.0
457460,-100.0,38.0,-17.0
457469,-100.0,38.0,-17.0
457489,-100.0,38.0,-17.0
457502,-100.0,38.0,-17.0
457523,-100.0,38.0,-17.0
457535,-100.0,38.0,-17.0
457541,-100.0,38.0,-17.0
457554,-100.0,38.0,-17.0
457580,-100.0,38.0,-17.0
457588,-100.0,38.0,-17.0
457604,-100.0,38.0,-17.0
457606,-100.0,37.833333333333336,-17.0
457619,-100.0,37.666666666666664,-17.0
457625,-100.0,37.5,-17.0
457636,-100.0,37.333333333333336,-17.0
457671,-100.0,37.166666666666664,-17.0
457678,-100.0,37.0,-17.0
457680,-100.0,37.0,-17.0
457698,-100.0,37.0,-17.0
457707,-100.0,37.0,-17.0
457723,-100.0,37.0,-17.0
457736,-100.0,37.0,-17.0
457756,-100.0,37.0,-17.0
457769,-100.0,37.0,-17.0
457775,-100.0,37.0,-17.0
457785,-100.0,37.0,-17.0
457791,-100.0,37.0,-17.0
457803,-100.0,37.0,-17.0
457825,-100.0,37.0,-17.0
457836,-100.0,37.0,-17.0
457857,-100.0,37.0,-17.0
457869,-100.0,37.0,-17.0
457874,-100.0,37.0,-17.0
457885,-100.0,37.0,-17.0
457911,-100.0,37.0,-17.0
457921,-100.0,37.0,-17.0
457929,-100.0,37.0,-17.0
457942,-100.0,36.9,-17.0
457953,-100.0,36.8,-17.0
457977,-100.0,36.7,-17.0
457986,-100.0,36.6,-17.0
458017,-100.0,36.5,-17.0
458027,-100.0,36.4,-17.0
458046,-100.0,36.3,-17.0
458052,-100.0,36.2,-17.0
458073,-100.0,36.1,-17.0
458078,-100.0,36.0,-17.0
458085,-100.0,36.0,-17.0
458106,-100.0,36.0,-17.0
458119,-100.0,36.0,-17.0
458125,-100.0,36.0,-17.0
458135,-100.0,36.0,-17.0
458163,-100.0,36.0,-17.0
458173,-100.0,36.0,-17.0
458201,-100.0,36.0,-17.0
458210,-100.0,36.0,-17.0
458231,-100.0,36.0,-17.0
458240,-100.0,36.0,-17.0
458252,-100.0,36.0,-17.0
458263,-100.0,35.857142857142854,-17.0
458275,-100.0,35.714285714285715,-17.0
458280,-100.0,35.57142857142857,-17.0
458294,-100.0,35.42857142857143,-17.0
458323,-100.0,35.285714285714285,-17.0
458330,-100.0,35.142857142857146,-17.0
458345,-100.0,35.0,-17.0
458357,-100.0,35.0,-17.0
458364,-100.0,35.0,-17.0
458390,-100.0,35.0,-17.0
458398,-100.0,35.0,-17.0
458417,-100.0,35.0,-17.0
458428,-100.0,35.0,-17.0
458437,-100.0,35.0,-17.0
458447,-100.0,34.666666666666664,-17.0
458457,-100.0,34.333333333333336,-17.0
458523,-100.0,34.0,-17.0
458611,-100.0,33.0,-17.0
458735,-100.0,32.0,-17.0
458950,-100.0,32.0,-17.0
458996,-100.0,31.0,-17.0
459186,-100.0,31.0,-17.0
459245,-100.0,30.0,-17.0
459402,-100.0,30.0,-17.0
459493,-100.0,29.0,-17.0
459721,-100.0,29.0,-17.0
459835,-100.0,28.0,-17.0
459984,-100.0,28.0,-17.0
460082,-100.0,27.0,-17.0
460272,-100.0,27.0,-17.0
460346,-100.0,26.0,-17.0
460547,-100.0,25.0,-17.0
460650,-100.0,24.0,-17.0
460727,-100.0,24.0,-17.0
460772,-100.0,23.0,-17.0
460963,-100.0,23.0,-17.0
461015,-100.0,22.0,-17.0
461232,-100.0,22.0,-17.0
461327,-100.0,21.0,-17.0
461586,-100.0,20.0,-17.0
461644,-100.0,19.0,-17.0
461839,-100.0,19.0,-17.0
461968,-100.0,18.0,-17.0
462125,-100.0,18.0,-17.0
462217,-100.0,17.0,-17.0
462354,-100.0,17.0,-17.0
462463,-100.0,16.0,-17.0
462655,-100.0,16.0,-17.0
462730,-100.0,15.0,-17.0
462931,-100.0,15.0,-17.0
463039,-100.0,14.0,-17.0
463370,-100.0,14.0,-17.0
463453,-100.0,13.0,-17.0
463537,-100.0,13.0,-17.0
463701,-100.0,12.0,-17.0
463886,-100.0,12.0,-17.0
464017,-100.0,11.0,-17.0
464171,-100.0,11.0,-17.0
464273,-100.0,10.0,-17.0
464381,-100.0,10.0,-17.0
464476,-100.0,9.0,-17.0
464650,-100.0,9.0,-17.0
464900,-100.0,7.0,-17.0
464995,-100.0,7.0,-17.0
465221,-100.0,6.0,-17.0
465624,-100.0,6.0,-17.0
465642,-100.0,5.0,-17.0
465659,-100.0,4.0,-17.0
465677,-100.0,3.0,-17.0
465693,-100.0,2.0,-17.0
465800,-100.0,2.0,-17.0
465820,-100.0,1.0,-17.0
465825,-100.0,1.0,-17.0
465842,-100.0,-1.0,-17.0
465859,-100.0,-2.0,-17.0
465881,-100.0,-3.0,-17.0
465894,-100.0,-4.0,-17.0
465914,-100.0,-5.0,-17.0
465931,-100.0,-6.0,-17.0
465947,-100.0,-8.0,-17.0
466075,-100.0,-8.0,-17.0
466093,-100.0,-9.0,-17.0
466110,-100.0,-10.0,-17.0
466128,-100.0,-11.0,-17.0
466146,-100.0,-12.0,-17.0
466162,-100.0,-14.0,-17.0
466181,-100.0,-15.0,-17.0
466197,-100.0,-16.0,-17.0
466215,-100.0,-17.0,-17.0
466233,-100.0,-18.0,-17.0
466328,-100.0,-18.0,-17.0
466344,-100.0,-19.0,-17.0
466361,-100.0,-20.0,-17.0
466379,-100.0,-21.0,-17.0
466397,-100.0,-22.0,-17.0
466414,-100.0,-23.0,-17.0
466434,-100.0,-25.0,-17.0
466449,-100.0,-26.0,-17.0
466456,-100.0,-27.0,-17.0
466561,-100.0,-27.0,-17.0
466579,-100.0,-28.0,-17.0
466597,-100.0,-28.0,-17.0
466614,-100.0,-29.0,-17.0
466631,-100.0,-30.0,-17.0
466648,-100.0,-31.0,-17.0
466667,-100.0,-33.0,-17.0
466673,-100.0,-34.0,-17.0
466813,-100.0,-34.0,-17.0
466831,-100.0,-35.0,-17.0
466848,-100.0,-36.0,-17.0
466866,-100.0,-37.0,-17.0
466873,-100.0,-38.0,-17.0
466890,-100.0,-39.0,-17.0
466907,-100.0,-40.0,-17.0
466927,-100.0,-41.0,-17.0
467106,-100.0,-41.0,-17.0
467127,-100.0,-42.0,-17.0
467142,-100.0,-43.0,-17.0
467160,-100.0,-44.0,-17.0
467176,-100.0,-45.0,-17.0
467194,-100.0,-47.0,-17.0
467212,-100.0,-48.0,-17.0
467233,-100.0,-49.0,-17.0
467415,-100.0,-49.0,-17.0
467433,-100.0,-50.0,-17.0
467467,-100.0,-52.0,-17.0
467484,-100.0,-53.0,-17.0
467501,-100.0,-54.0,-17.0
471154,-100.0,-54.0,-17.0
471171,-100.0,-54.0,-17.0
471179,-100.0,-54.0,-17.0
471189,-100.0,-54.0,-17.0
471194,-100.0,-54.0,-17.0
471196,-100.0,-54.0,-17.0
471199,-100.0,-54.0,-17.0
471212,-100.0,-54.0,-17.0
471217,-100.0,-54.0,-17.0
471230,-100.0,-54.0,-17.0
471233,-100.0,-54.0,-17.0
471248,-100.0,-54.0,-17.0
471250,-100.0,-54.0,-17.0
471266,-100.0,-54.0,-17.0
471270,-100.0,-54.0,-17.0
471283,-100.0,-54.0,-17.0
471288,-100.0,-54.0,-17.0
471301,-100.0,-54.0,-17.0
471304,-100.0,-54.0,-17.0
471318,-100.0,-54.0,-17.0
471321,-100.0,-54.0,-17.0
471336,-100.0,-54.0,-17.0
471339,-100.0,-54.0,-17.0
471353,-100.0,-54.0,-17.0
471355,-100.0,-54.0,-17.0
471371,-100.0,-54.0,-17.0
471373,-100.0,-54.0,-17.0
471389,-100.0,-54.0,-17.0
471393,-100.0,-54.0,-17.0
471396,-100.0,-54.0,-17.0
471398,-100.0,-54.0,-17.0
471412,-100.0,-54.0,-17.0
471415,-100.0,-54.0,-17.0
471430,-100.0,-54.0,-17.0
471433,-100.0,-54.0,-17.0
471448,-100.0,-54.0,-17.0
471450,-100.0,-54.0,-17.0
471466,-100.0,-54.0,-17.0
471472,-100.0,-54.0,-17.0
471484,-100.0,-54.0,-17.0
471486,-100.0,-54.0,-17.0
471502,-100.0,-54.0,-17.0
471504,-100.0,-54.0,-17.0
471518,-100.0,-54.0,-17.0
471521,-100.0,-54.0,-17.0
471536,-100.0,-54.0,-17.0
471538,-100.0,-54.0,-17.0
471553,-100.0,-54.0,-17.0
471556,-100.0,-54.0,-17.0
471572,-100.0,-54.0,-17.0
471574,-100.0,-54.0,-17.0
471590,-100.0,-54.0,-17.0
471592,-100.0,-54.0,-17.0
471606,-100.0,-54.0,-17.0
471610,-100.0,-54.0,-17.0
471614,-100.0,-54.0,-17.0
471623,-100.0,-54.142857142857146,-17.0
471628,-100.0,-54.285714285714285,-17.0
471631,-100.0,-54.42857142857143,-17.0
471633,-100.0,-54.57142857142857,-17.0
471649,-100.0,-54.714285714285715,-17.0
471651,-100.0,-54.857142857142854,-17.0
471652,-100.0,-55.0,-17.0
471667,-100.0,-55.0,-17.0
471670,-100.0,-55.0,-17.0
471684,-100.0,-55.0,-17.0
471686,-100.0,-55.0,-17.0
471701,-100.0,-55.0,-17.0
471705,-100.0,-55.0,-17.0
471719,-100.0,-55.0,-17.0
471722,-100.0,-55.0,-17.0
471737,-100.0,-55.0,-17.0
471739,-100.0,-55.0,-17.0
471755,-100.0,-55.0,-17.0
471758,-100.0,-55.0,-17.0
471772,-100.0,-55.0,-17.0
471773,-100.0,-55.0,-17.0
471776,-100.0,-55.25,-17.0
471790,-100.0,-55.5,-17.0
471793,-100.0,-55.75,-17.0
471795,-100.0,-56.0,-17.0
471807,-100.0,-56.0,-17.0
471811,-100.0,-56.0,-17.0
471825,-100.0,-56.0,-17.0
471829,-100.0,-56.0,-17.0
471832,-100.0,-56.0,-17.0
471841,-100.0,-56.0,-17.0
471849,-100.0,-56.0,-17.0
471852,-100.0,-56.0,-17.0
471867,-100.0,-56.0,-17.0
471870,-100.0,-56.0,-17.0
471884,-100.0,-56.0,-17.0
471890,-100.0,-56.333333333333336,-17.0
471902,-100.0,-56.666666666666664,-17.0
471940,-100.0,-57.0,-17.0
472029,-100.0,-57.0,-17.0
472092,-100.0,-58.0,-17.0
472272,-100.0,-58.0,-17.0
472392,-100.0,-59.0,-17.0
472604,-100.0,-60.0,-17.0
472718,-100.0,-60.0,-17.0
472768,-100.0,-61.0,-17.0
472980,-100.0,-62.0,-17.0
473076,-100.0,-62.0,-17.0
473280,-100.0,-63.0,-17.0
473410,-100.0,-64.0,-17.0
473531,-100.0,-64.0,-17.0
473733,-100.0,-65.0,-17.0
473861,-100.0,-65.0,-17.0
473924,-100.0,-66.0,-17.0
474143,-100.0,-67.0,-17.0
474311,-100.0,-67.0,-17.0
474356,-100.0,-68.0,-17.0
474633,-100.0,-69.0,-17.0
474761,-100.0,-69.0,-17.0
474858,-100.0,-70.0,-17.0
475093,-100.0,-71.0,-17.0
475207,-100.0,-71.0,-17.0
475326,-100.0,-72.0,-17.0
475500,-100.0,-73.0,-17.0
475700,-100.0,-73.0,-17.0
475804,-100.0,-74.0,-17.0
475960,-100.0,-74.0,-17.0
476175,-100.0,-75.0,-17.0
476261,-100.0,-76.0,-17.0
476382,-100.0,-76.0,-17.0
476495,-100.0,-77.0,-17.0
476679,-100.0,-77.0,-17.0
476818,-100.0,-78.0,-17.0
476964,-100.0,-79.0,-17.0
477026,-100.0,-79.0,-17.0
477063,-100.0,-80.0,-17.0
477193,-100.0,-81.0,-17.0
477252,-100.0,-82.0,-17.0
477319,-100.0,-82.0,-17.0
477459,-100.0,-83.0,-17.0
477585,-100.0,-83.0,-17.0
477678,-100.0,-84.0,-17.0
477848,-100.0,-85.0,-17.0
478094,-100.0,-85.0,-17.0
478146,-100.0,-86.0,-17.0
478291,-100.0,-86.0,-17.0
478453,-100.0,-87.0,-17.0
478566,-100.0,-88.0,-17.0
478746,-100.0,-88.0,-17.0
478780,-100.0,-89.0,-17.0
478838,-100.0,-89.0,-17.0
478910,-100.0,-90.0,-17.0
479117,-100.0,-91.0,-17.0
479540,-100.0,-91.0,-17.0
479672,-100.0,-92.0,-17.0
479964,-100.0,-93.0,-17.0
480583,-100.0,-93.0,-17.0
480661,-100.0,-94.0,-17.0
524732,-100.0,-94.0,-17.0
524756,-100.0,-94.0,-17.0
524762,-100.0,-94.0,-17.0
524779,-100.0,-94.0,-17.0
524787,-100.0,-94.0,-17.0
524851,-100.0,-94.0,-17.0
524868,-100.0,-94.0,-17.0
524872,-100.0,-94.0,-17.0
524873,-100.0,-94.0,-17.0
524904,-100.0,-94.0,-17.0
524909,-100.0,-94.0,-17.0
524921,-100.0,-94.0,-17.0
524924,-100.0,-94.0,-17.0
524938,-100.0,-94.0,-17.0
524946,-100.0,-94.0,-17.0
524956,-100.0,-94.0,-17.0
524960,-100.0,-94.0,-17.0
524961,-100.0,-94.0,-17.0
524963,-100.0,-94.0,-17.0
524970,-100.0,-94.0,-17.0
524980,-100.0,-94.0,-17.0
524985,-100.0,-94.0,-17.0
524999,-100.0,-94.0,-17.0
525003,-100.0,-94.0,-17.0
525015,-100.0,-94.0,-17.0
525016,-100.0,-94.0,-17.0
525021,-100.0,-94.0,-17.0
525033,-100.0,-94.0,-17.0
525039,-100.0,-94.0,-17.0
525050,-100.0,-94.0,-17.0
525054,-100.0,-94.0,-17.0
525068,-100.0,-94.0,-17.0
525071,-100.0,-94.0,-17.0
525074,-100.0,-94.0,-17.0
525086,-100.0,-94.0,-17.0
525090,-100.0,-94.0,-17.0
525104,-100.0,-94.0,-17.0
525110,-100.0,-94.0,-17.0
525119,-100.0,-94.0,-17.0
525121,-100.0,-94.0,-17.0
525125,-100.0,-94.0,-17.0
525139,-100.0,-94.0,-17.0
525146,-100.0,-94.0,-17.0
525156,-100.0,-94.0,-17.0
525161,-100.0,-94.0,-17.0
525164,-100.0,-94.0,-17.0
525170,-100.0,-94.0,-17.0
525217,-100.0,-94.0,-17.0
525224,-100.0,-94.0,-17.0
525251,-100.0,-94.0,-17.0
525256,-100.0,-94.0,-17.0
525269,-100.0,-94.0,-17.0
525272,-100.0,-94.0,-17.0
525287,-100.0,-94.0,-17.0
525290,-100.0,-94.0,-17.0
525305,-100.0,-94.0,-17.0
525309,-100.0,-94.0,-17.0
525321,-100.0,-94.0,-17.0
525326,-100.0,-94.0,-17.0
525338,-100.0,-94.0,-17.0
525342,-100.0,-94.0,-17.0
525357,-100.0,-94.0,-17.0
525361,-100.0,-94.0,-17.0
525375,-100.0,-94.0,-17.0
525379,-100.0,-94.0,-17.0
525381,-100.0,-94.0,-17.0
525385,-100.0,-94.0,-17.0
525398,-100.0,-94.0,-17.0
525403,-100.0,-94.0,-17.0
525416,-100.0,-94.0,-17.0
525420,-100.0,-94.0,-17.0
525434,-100.0,-94.0,-17.0
525438,-100.0,-94.0,-17.0
525451,-100.0,-94.0,-17.0
525455,-100.0,-94.0,-17.0
525470,-100.0,-94.0,-17.0
525473,-100.0,-94.0,-17.0
525487,-100.0,-94.0,-17.0
525491,-100.0,-94.0,-17.0
525504,-100.0,-94.0,-17.0
525510,-100.0,-94.0,-17.0
525521,-100.0,-94.0,-17.0
526438,-100.0,-94.0,-17.0
526454,-100.0,-94.0,-17.0
526460,-100.0,-94.0,-17.0
526489,-100.0,-94.0,-17.0
526493,-100.0,-94.0,-17.0
526507,-100.0,-94.0,-17.0
526512,-100.0,-94.0,-17.0
526525,-100.0,-94.0,-17.0
526529,-100.0,-94.0,-17.0
526542,-100.0,-94.0,-17.0
526546,-100.0,-94.0,-17.0
526559,-100.0,-94.0,-17.0
526565,-100.0,-94.0,-17.0
526577,-100.0,-94.0,-17.0
526581,-100.0,-94.0,-17.0
526595,-100.0,-94.0,-17.0
526667,-100.0,-94.0,-17.0
526686,-100.0,-94.0,-17.0
526718,-100.0,-94.0,-17.0
526734,-100.0,-94.0,-17.0
528147,-100.0,-94.0,-17.0
528164,-100.0,-94.0,-17.0
528168,-100.0,-94.0,-17.0
528180,-100.0,-94.0,-17.0
528185,-100.0,-94.0,-17.0
528198,-100.0,-94.0,-17.0
