,A2YN6Z2DAW88X,A3KE7OXK8J5QA,A3TUMZ954ORSU
223198,,,-24.0
223202,,,-24.0
223204,,,-24.5
223213,,,-25.0
223217,,,-25.0
223230,,,-26.0
223234,,,-26.0
223247,,,-27.0
223250,,,-27.0
223264,,,-28.0
223385,,,-28.0
223416,,,-28.0
223428,,,-28.0
223453,,,-28.0
223463,,,-28.0
223488,,,-28.0
223496,,,-28.0
223500,,,-28.0
223513,,,-28.0
223514,,,-28.0
223521,,,-28.25
223525,,,-28.5
223529,,,-28.75
223531,,,-29.0
223535,,,-29.0
223547,,,-30.0
223549,,,-30.0
223555,,,-30.666666666666668
223560,,,-31.333333333333332
223563,,,-32.0
223566,,,-32.0
223574,,,-32.5
223580,,,-33.0
223583,,,-33.0
223590,,,-33.5
223598,,,-34.0
223601,,,-34.0
223613,,,-35.0
223622,,,-35.0
223631,,,-35.0
223662,,,-35.0
223687,,,-35.0
223700,,,-35.0
223708,,,-35.0
223721,,,-35.0
223730,,,-35.0
223748,,,-36.0
223750,,,-36.0
223763,,,-37.0
223766,,,-37.0
223780,,,-38.0
223783,,,-38.0
223797,,,-39.0
223799,,,-39.0
223814,,,-40.0
223849,,,-40.0
223889,,,-40.0
223906,,,-40.0
223986,,,-40.0
223997,,,-40.0
224005,,,-40.5
224014,,,-41.0
224017,,,-41.0
224021,,,-41.5
224030,,,-42.0
224033,,,-42.0
224047,,,-43.0
224050,,,-43.0
224063,,,-44.0
224065,,,-44.0
224080,,,-45.0
224081,,,
224105,,,
224142,,,
224189,,,
224206,,,
224216,,,
224244,,,
224256,,,
224274,,,
224284,,,
224305,,,
224315,,,
224337,,,
224349,,,
224371,,,
224383,,,
224408,,,
224483,,,
224526,,,
224602,,,
224633,,,
224647,,,
224706,,,
224720,,,
224740,,,
224871,,,
224886,,,
224959,,,
224973,,,
225006,,,
225023,,,
225108,,,
225125,,,
225151,,,
225183,,,
225198,,,
225243,,,
225281,,,
225303,,,
225362,,,
225472,,,
225488,,,
225518,,,
225638,,,
225676,,,
225762,,,
225776,,,
225841,,,
225868,,,
225875,,,
225954,,,
226027,,,
226041,,,
226060,,,
226100,,,
226116,,,
226153,,,
226169,,,
226195,,,
226246,,,
226258,,,
226413,,,
226429,,,
226476,,,
226490,,,
226534,,,
226551,,,
226567,,,
226586,,,
226593,,,
226621,,,
226631,,,
226652,,,
226664,,,
226685,,,
226812,,,
226838,,,
226917,,,
226943,,,
227047,,,
227062,,,
227103,,,
227171,,,
227187,,,
227279,,,
227307,,,
227330,,,
227347,,,
227377,,,
227406,,,
227504,,,
227512,,,
227513,,,
228670,,,
228671,,,
228691,,,
228771,,,
228802,,,
228855,,,
228894,,,
228963,,,
229046,,,
229085,,,
229105,,,
229200,,,
229222,,,
229266,,,
229322,,,
243219,,,
243235,,,
243244,,,
243259,,,
243263,,,
243278,,,
243289,,,
243306,,,
243334,,,
243349,,,
243362,,,
243376,,,
243388,,,
243402,,,
243444,,,
243446,,,
243454,,,
243468,,,
243815,,,
243828,,,
243836,,,
243853,,,
243871,,,
243875,,,
243882,,,
243898,,,
243907,,,
243921,,,
243930,,,
243943,,,
243951,,,
243964,,,
243972,,,
243986,,,
243995,,,
244007,,,
244016,,,
244027,,,
244192,,,
244209,,,
244218,,,
244231,,,
244258,,,
244272,,,
244300,,,
244303,,,
244332,,,
244345,,,
244350,,,
244365,,,
244504,,,
244518,,,
244525,,,
244542,,,
244550,,,
244565,,,
244574,,,
244589,,,
244598,,,
244612,,,
244619,,,
244634,,,
244643,,,
244657,,,
244829,,,
244857,,,
244863,,,
244878,,,
244882,,,
244897,,,
244906,,,
244921,,,
244944,,,
244959,,,
244968,,,
244983,,,
244991,,,
245006,,,
245155,,,
245171,,,
245179,,,
245208,,,
245219,,,
245240,,,
245253,,,
245268,,,
245297,,,
245312,,,
245803,,,
245819,,,
245826,,,
245839,,,
245843,,,
245856,,,
245864,,,
245877,,,
245887,,,
245901,,,
245910,,,
245925,,,
245934,,,
245949,,,
245965,,,
245979,,,
246006,,,
246015,,,
246024,,,
246036,,,
246238,,,
246254,,,
246262,,,
246278,,,
246318,,,
246332,,,
246347,,,
246363,,,
246372,,,
246387,,,
246397,,,
246416,,,
246543,,,
246559,,,
246567,,,
246581,,,
246588,,,
246602,,,
246609,,,
246622,,,
246635,,,
246640,,,
246671,,,
246684,,,
246691,,,
246704,,,
246793,,,
246807,,,
246815,,,
246828,,,
246859,,,
246860,,,
246867,,,
246882,,,
246891,,,
246905,,,
246912,,,
246926,,,
246934,,,
246946,,,
247069,,,
247084,,,
247092,,,
247105,,,
247112,,,
247129,,,
247141,,,
247156,,,
247165,,,
247179,,,
247186,,,
247198,,,
247208,,,
247225,,,
247232,,,
247245,,,
247376,,,
247395,,,
247403,,,
247419,,,
247430,,,
247445,,,
247477,,,
247483,,,
247491,,,
247507,,,
247516,,,
247535,,,
247614,,,
247627,,,
247635,,,
247651,,,
247658,,,
247670,,,
247679,,,
247694,,,
247702,,,
247706,,,
247716,,,
247734,,,
247743,,,
247761,,,
247776,,,
247791,,,
247860,,,
247875,,,
247885,,,
247901,,,
247910,,,
247912,,,
247921,,,
247934,,,
247941,,,
247956,,,
247963,,,
247977,,,
247985,,,
247999,,,
248007,,,
248022,,,
248029,,,
248043,,,
248146,,,
248161,,,
248169,,,
248186,,,
248214,,,
248231,,,
248280,,,
248293,,,
248386,,,
248402,,,
248407,,,
248420,,,
248425,,,
248436,,,
248442,,,
248453,,,
248462,,,
248472,,,
248480,,,
248489,,,
248494,,,
248507,,,
248512,,,
248527,,,
248531,,,
248541,,,
248549,,,
248558,,,
248563,,,
248566,,,
248654,,,
248672,,,
248678,,,
248689,,,
248693,,,
248705,,,
248713,,,
248723,,,
248729,,,
248741,,,
248752,,,
248760,,,
248765,,,
248768,,,
248773,,,
248783,,,
248788,,,
248800,,,
248807,,,
248818,,,
248924,,,
248941,,,
248946,,,
248957,,,
248965,,,
248976,,,
248981,,,
248993,,,
248999,,,
249003,,,
249018,,,
249041,,,
249055,,,
249060,,,
249072,,,
249168,,,
249177,,,
249191,,,
249192,,,
249198,,,
249201,,,
249216,,,
249221,,,
249234,,,
249239,,,
249252,,,
249255,,,
249262,,,
249269,,,
249276,,,
249289,,,
249294,,,
249309,,,
249321,,,
249350,,,
249387,,,
249411,,,
249417,,,
249423,,,
249434,,,
249438,,,
249450,,,
249457,,,
249468,,,
249473,,,
249478,,,
249487,,,
249491,,,
249503,,,
249510,,,
249520,,,
249528,,,
249536,,,
249539,,,
249543,,,
249555,,,
249557,,,
249579,,,
249608,,,
249627,,,
249651,,,
249661,,,
249669,,,
249674,,,
249685,,,
249691,,,
249692,,,
249704,,,
249710,,,
249711,,,
249724,,,
249742,,,
249754,,,
249760,,,
249777,,,
249783,,,
249785,,,
249791,,,
249796,,,
249806,,,
249808,,,
249813,,,
249830,,,
249890,,,
249958,,,
250006,,,
250033,,,
250068,,,
250078,,,
250087,,,
250102,,,
250107,,,
250118,,,
250127,,,
250136,,,
250159,,,
250171,,,
250177,,,
250189,,,
250197,,,
250205,,,
250213,,,
250224,,,
250265,,,
250287,,,
250308,,,
250332,,,
250361,,,
250374,,,
250394,,,
250417,,,
250460,,,
250468,,,
250473,,,
250483,,,
250507,,,
250517,,,
250521,,,
250535,,,
250541,,,
250553,,,
250558,,,
250569,,,
250575,,,
250587,,,
250592,,,
250604,,,
250667,,,
250696,,,
250736,,,
250774,,,
250806,,,
250824,,,
250829,,,
250839,,,
250843,,,
250855,,,
250857,,,
250861,,,
250874,,,
250880,,,
250887,,,
250893,,,
250904,,,
250917,,,
250923,,,
250935,,,
250975,,,
251011,,,
251053,,,
251088,,,
251140,,,
251228,,,
251285,,,
251315,,,
251357,,,
251378,,,
251416,,,
251451,,,
251487,,,
251516,,,
251542,,,
251674,,,
251688,,,
251866,,,
251888,,,
251946,,,
251993,,,
252032,,,
252063,,,
252136,,,
252161,,,
252192,,,
252219,,,
252256,,,
252284,,,
252306,,,
252428,,,
252515,,,
252558,,,
252624,,,
252642,,,
252727,,,
252780,,,
252810,,,
252851,,,
252886,,,
253005,,,
253033,,,
253076,,,
253101,,,
253129,,,
253148,,,
253170,,,
253204,,,
253220,,,
253283,,,
253401,,,
253428,,,
253449,,,
253473,,,
253496,,,
253529,,,
253551,,,
253586,,,
253624,,,
253726,,,
253760,,,
253837,,,
253885,,,
253904,,,
254052,,,
254080,,,
254106,,,
254132,,,
254156,,,
254184,,,
254225,,,
257462,,,
257485,,,
257555,,,
257586,,,
257628,,,
257724,,,
257763,,,
257813,,,
257842,,,
257875,,,
258011,,,
258123,,,
258173,,,
258218,,,
258338,,,
258418,,,
258452,,,
258476,,,
258524,,,
258667,,,
258692,,,
258731,,,
258760,,,
258964,,,
259017,,,
259100,,,
259245,,,
259264,,,
259318,,,
259340,,,
259476,,,
259515,,,
259575,,,
259645,,,
259676,,,
259724,,,
259807,,,
259850,,,
259892,,,
259955,,,
260090,,,
260116,,,
260160,,,
260203,,,
260232,,,
260258,,,
260354,,,
260374,,,
260431,,,
260470,,,
260500,,,
260550,,,
260584,,,
260637,,,
260673,,,
260761,,,
260807,,,
260841,,,
260873,,,
260903,,,
260935,,,
260970,,,
261003,,,
261038,,,
261072,,,
271058,,,
271077,,,
271082,,,
271107,,,
271114,,,
271234,,,
271426,,,
271443,,,
271451,,,
271473,,,
271480,,,
271505,,,
271513,,,
271525,,,
271550,,,
271555,,,
284800,,,
284801,,,16.0
284816,,,15.0
284823,,,15.0
284832,,,14.0
284841,,,14.0
284882,,,11.0
284886,,,11.0
284899,,,10.0
284903,,,10.0
284916,,,9.0
284922,,,9.0
284933,,,8.0
284939,,,8.0
284950,,,7.0
284962,,,7.0
284982,,,5.0
284989,,,5.0
284999,,,4.0
285004,,,4.0
285015,,,3.0
285020,,,3.0
285032,,,2.0
285037,,,2.0
285049,,,1.0
285053,,,1.0
285066,,,0.0
285070,,,0.0
285082,,,-1.0
285086,,,-1.0
285099,,,-2.0
285104,,,-2.0
285115,,,-4.0
285120,,,-4.0
285132,,,-5.0
285137,,,-5.0
285149,,,-6.0
285153,,,-6.0
285165,,,-7.0
285170,,,-7.0
285182,,,-8.0
285187,,,-8.0
285199,,,-9.0
285203,,,-9.0
285215,,,-10.0
285220,,,-10.0
285232,,,-11.0
285236,,,-11.0
285249,,,-12.0
285253,,,-12.0
285266,,,-14.0
285270,,,-14.0
285282,,,-15.0
285287,,,-15.0
285299,,,-16.0
285310,,,-16.0
285332,,,-18.0
285337,,,-18.0
285349,,,-19.0
285354,,,-19.0
285365,,,-20.0
285370,,,-20.0
285382,,,-21.0
285851,,,-21.0
285867,,,-22.0
285872,,,-22.0
285882,,,-23.0
285887,,,-23.0
285901,,,-24.0
285905,,,-24.0
285916,,,-25.0
285920,,,-25.0
285932,,,-26.0
285937,,,-26.0
285951,,,-27.0
285956,,,-27.0
285965,,,-28.0
285970,,,-28.0
285982,,,-30.0
285988,,,-30.0
285999,,,-31.0
286004,,,-31.0
286016,,,-32.0
286701,,,-32.0
286716,,,-33.0
286721,,,-33.0
286750,,,-35.0
286754,,,-35.0
286766,,,-36.0
286771,,,-36.0
286782,,,-38.0
286788,,,-38.0
286799,,,-39.0
286804,,,-39.0
286816,,,-40.0
286821,,,-40.0
286832,,,-41.0
286837,,,-41.0
286849,,,-42.0
286854,,,-42.0
286865,,,-43.0
286870,,,-43.0
286882,,,-44.0
286887,,,-44.0
286899,,,-45.0
287068,,,-45.0
287105,,,-46.0
287108,,,-46.0
287115,,,-48.0
287118,,,-48.0
287132,,,-49.0
287135,,,-49.0
287149,,,-50.0
287152,,,-50.0
287166,,,-51.0
287168,,,-51.0
287182,,,-52.0
287185,,,-52.0
287199,,,-53.0
287201,,,-53.0
287216,,,-54.0
287218,,,-54.0
287233,,,-56.0
287467,,,-56.0
287483,,,-57.0
287487,,,-57.0
287499,,,-58.0
287503,,,-58.0
287516,,,-59.0
287519,,,-59.0
287533,,,-60.0
287537,,,-60.0
287550,,,-61.0
287558,,,-61.0
287582,,,-64.0
287585,,,-64.0
287598,,,-65.0
297136,,,-65.0
297157,,,-65.0
297185,,,-65.0
297224,,,-65.0
297231,,,-65.0
297256,,,-65.0
297264,,,-65.0
297296,,,-65.0
297305,,,-65.0
297328,,,-65.0
297510,,,-65.0
297530,,,-65.0
297536,,,-65.0
297548,,,-65.0
297552,,,-65.0
297574,,,-65.0
297587,,,-65.0
297596,,,-65.0
297606,,,-65.0
297613,,,-65.0
297625,,,-65.0
297633,,,-65.0
297655,,,-65.0
297805,,,-65.0
297825,,,-65.0
297831,,,-65.0
297846,,,-65.0
297853,,,-65.0
297865,,,-65.0
297870,,,-65.0
297883,,,-65.0
297898,,,-65.0
297906,,,-65.0
297912,,,-65.0
297925,,,-65.0
298073,,,-65.0
298091,,,-65.0
298098,,,-65.0
298114,,,-65.0
298118,,,-65.0
298134,,,-65.0
298140,,,-65.0
298158,,,-65.0
298342,,,-65.0
298360,,,-65.0
298365,,,-65.0
298377,,,-65.0
298381,,,-65.0
298395,,,-65.0
298403,,,-65.0
298423,,,-65.0
298429,,,-65.0
298443,,,-65.0
298595,,,-65.0
298612,,,-65.0
298617,,,-65.0
298630,,,-65.0
298635,,,-65.0
298648,,,-65.0
298649,,,-65.0
298656,,,-65.0
298672,,,-65.0
298689,,,-65.0
298854,,,-65.0
298871,,,-65.0
298883,,,-65.0
298913,,,-65.0
298923,,,-65.0
298929,,,-65.0
298936,,,-65.0
298945,,,-65.0
298966,,,-65.0
298974,,,-65.0
299158,,,-65.0
299174,,,-65.0
299180,,,-65.0
299195,,,-65.0
299203,,,-65.0
299222,,,-65.0
299237,,,-65.0
299250,,,-65.0
299259,,,-65.0
299277,,,-65.0
299463,,,-65.0
299483,,,-65.0
299492,,,-65.0
299501,,,-65.0
299506,,,-65.0
299521,,,-65.0
299526,,,-65.0
299537,,,-65.0
299549,,,-65.0
299565,,,-65.0
299573,,,-65.0
299585,,,-65.0
299780,,,-65.0
299791,,,-65.0
299797,,,-65.0
299815,,,-65.0
299822,,,-65.0
299833,,,-65.0
299839,,,-65.0
299852,,,-65.0
309218,,,-65.0
309233,,,-64.0
309239,,,-64.0
309266,,,-62.0
309272,,,-62.0
309299,,,-60.0
309304,,,-60.0
309316,,,-59.0
309321,,,-59.0
309333,,,-58.0
309619,,,-58.0
309633,,,-57.0
309638,,,-57.0
309649,,,-56.0
309654,,,-56.0
309666,,,-55.0
309673,,,-55.0
309682,,,-54.0
309688,,,-54.0
309699,,,-53.0
309706,,,-53.0
309716,,,-52.0
309721,,,-52.0
309733,,,-51.0
310350,,,-51.0
310367,,,-50.0
310369,,,-50.0
310383,,,-49.0
310388,,,-49.0
310399,,,-48.0
310403,,,-48.0
310416,,,-47.0
310419,,,-47.0
310432,,,-46.0
310435,,,-46.0
310449,,,-45.0
311817,,,-45.0
311833,,,-44.0
311837,,,-44.0
311849,,,-43.0
311854,,,-43.0
311866,,,-42.0
311869,,,-42.0
311882,,,-40.0
311887,,,-40.0
311899,,,-39.0
311902,,,-39.0
311917,,,-38.0
312067,,,-38.0
312083,,,-37.0
312087,,,-37.0
312099,,,-36.0
312102,,,-36.0
312116,,,-34.0
314300,,,-34.0
314301,93.0,,-34.0
314317,92.0,,-34.0
314333,92.0,,-34.0
314362,90.0,,-34.0
314383,90.0,,-34.0
314409,87.0,,-34.0
314421,87.0,,-34.0
314429,85.0,,-34.0
314437,85.0,,-34.0
314461,83.0,,-34.0
314470,83.0,,-34.0
314496,81.0,,-34.0
314508,81.0,,-34.0
314514,80.0,,-34.0
314521,80.0,,-34.0
314534,79.0,,-34.0
314546,79.0,,-34.0
314567,77.0,,-34.0
314581,77.0,,-34.0
314602,75.0,,-34.0
314612,74.0,,-34.0
314613,73.5,,-34.0
314627,73.0,,-34.0
314633,73.0,,-34.0
314635,73.0,,-34.0
314641,72.0,,-34.0
314661,71.0,,-34.0
314666,71.0,,-34.0
314672,71.0,,-34.0
314678,70.0,,-34.0
314686,70.0,,-34.0
314691,69.5,,-34.0
314700,69.0,,-34.0
314703,69.0,,-34.0
314713,69.0,,-34.0
314722,68.0,,-34.0
314730,68.0,,-34.0
314731,67.5,,-34.0
314739,67.0,,-34.0
314754,67.0,,-34.0
314766,65.0,,-34.0
314775,65.0,,-34.0
314800,63.0,,-34.0
314807,63.0,,-34.0
314811,62.0,,-34.0
314825,62.0,,-34.0
314832,61.5,,-34.0
314833,61.0,,-34.0
314843,61.0,,-34.0
314845,60.666666666666664,,-34.0
314852,60.333333333333336,,-34.0
314860,60.0,,-34.0
314863,60.0,,-34.0
314866,60.0,,-34.0
314874,60.0,,-34.0
314880,59.5,,-34.0
314884,59.0,,-34.0
314895,59.0,,-34.0
314896,58.5,,-34.0
314904,58.0,,-34.0
314905,58.0,,-34.0
314920,58.0,,-34.0
314923,57.666666666666664,,-34.0
314929,57.333333333333336,,-34.0
314933,57.0,,-34.0
314941,57.0,,-34.0
314950,57.0,,-34.0
314961,57.0,,-34.0
314982,56.0,,-34.0
314991,56.0,,-34.0
315005,55.0,,-34.0
315016,55.0,,-34.0
315029,54.5,,-34.0
315032,54.0,,-34.0
315039,54.0,,-34.0
315045,53.5,,-34.0
315046,53.0,,-34.0
315054,53.0,,-34.0
315058,52.5,,-34.0
315061,52.0,,-34.0
315070,52.0,,-34.0
315075,52.0,,-34.0
315080,52.0,,-34.0
315083,52.0,,-34.0
315093,51.0,,-34.0
315099,51.0,,-34.0
315101,51.0,,-34.0
315110,50.5,,-34.0
315111,50.0,,-34.0
315118,50.0,,-34.0
315125,50.0,,-34.0
315133,49.0,,-34.0
315140,49.0,,-34.0
315143,49.0,,-34.0
315152,47.0,,-34.0
315165,47.0,,-34.0
315170,46.0,,-34.0
315180,46.0,,-34.0
315187,45.0,,-34.0
315197,45.0,,-34.0
315204,44.0,,-34.0
315212,44.0,,-34.0
315218,44.0,,-34.0
315225,43.0,,-34.0
315226,43.0,,-34.0
315233,43.0,,-34.0
315237,43.0,,-34.0
315242,42.0,,-34.0
315246,41.5,,-34.0
315247,41.0,,-34.0
315256,41.0,,-34.0
315267,40.0,,-34.0
315269,40.0,,-34.0
315278,40.0,,-34.0
315282,40.0,,-34.0
315284,39.5,,-34.0
315286,39.0,,-34.0
315290,39.0,,-34.0
315301,39.0,,-34.0
315310,38.0,,-34.0
315333,38.0,,-34.0
315337,37.0,,-34.0
315350,37.0,,-34.0
315354,36.0,,-34.0
315367,36.0,,-34.0
315376,35.5,,-34.0
315385,35.0,,-34.0
315393,35.0,,-34.0
315396,35.0,,-34.0
315402,34.0,,-34.0
315411,34.0,,-34.0
315417,34.0,,-34.0
315420,33.5,,-34.0
315427,33.0,,-34.0
315435,33.0,,-34.0
315436,33.0,,-34.0
315442,32.5,,-34.0
315443,32.0,,-34.0
315448,32.0,,-34.0
315455,32.0,,-34.0
315460,31.0,,-34.0
315464,31.0,,-34.0
315473,30.0,,-34.0
315477,30.0,,-34.0
315496,30.0,,-34.0
315503,29.0,,-34.0
315516,29.0,,-34.0
315521,28.0,,-34.0
315548,28.0,,-34.0
315553,27.0,,-34.0
315558,27.0,,-34.0
315574,27.0,,-34.0
315578,27.0,,-34.0
315582,26.0,,-34.0
315584,26.0,,-34.0
315591,26.0,,-34.0
315593,26.0,,-34.0
315598,25.5,,-34.0
315600,25.0,,-34.0
315607,25.0,,-34.0
315612,25.0,,-34.0
315620,23.0,,-34.0
315625,23.0,,-34.0
315635,23.0,,-34.0
315648,23.0,,-34.0
315650,23.0,,-34.0
315660,22.0,,-34.0
315668,21.0,,-34.0
315676,20.0,,-34.0
315687,20.0,,-34.0
315697,19.0,,-34.0
315713,19.0,,-34.0
315720,18.5,,-34.0
315725,18.0,,-34.0
315737,18.0,,-34.0
315741,17.5,,-34.0
315749,17.0,,-34.0
315751,17.0,,-34.0
315759,17.0,,-34.0
315761,17.0,,-34.0
315764,16.5,,-34.0
315771,16.0,,-34.0
315778,16.0,,-34.0
315783,16.0,,-34.0
315784,15.5,,-34.0
315789,15.0,,-34.0
315795,15.0,,-34.0
315802,15.0,,-34.0
315803,15.0,,-34.0
315813,14.0,,-34.0
315819,14.0,,-34.0
315837,14.0,,-34.0
315841,13.0,,-34.0
315856,13.0,,-34.0
315860,12.0,,-34.0
315874,12.0,,-34.0
315883,11.0,,-34.0
315908,10.0,,-34.0
315912,8.0,,-34.0
315935,8.0,,-34.0
315938,7.0,,-34.0
315948,6.0,,-34.0
315954,6.0,,-34.0
315960,6.0,,-34.0
315965,5.5,,-34.0
315970,5.0,,-34.0
315972,5.0,,-34.0
315978,5.0,,-34.0
315993,5.0,,-34.0
316012,5.0,,-34.0
316022,4.0,,-34.0
316037,4.0,,-34.0
316051,3.0,,-34.0
316061,3.0,,-34.0
316071,2.0,,-34.0
316087,2.0,,-34.0
316091,1.0,,-34.0
316095,1.0,,-34.0
316098,0.0,,-34.0
316113,0.0,,-34.0
316117,-1.0,,-34.0
316134,-1.0,,-34.0
316145,-2.0,,-34.0
316159,-2.0,,-34.0
316166,-3.0,,-34.0
316178,-3.0,,-34.0
316184,-4.0,,-34.0
316199,-4.0,,-34.0
316204,-5.0,,-34.0
316220,-5.0,,-34.0
316225,-6.0,,-34.0
316239,-6.0,,-34.0
316246,-7.0,,-34.0
316260,-7.0,,-34.0
316265,-8.0,,-34.0
316276,-8.0,,-34.0
316277,-8.5,,-34.0
316296,-9.0,,-34.0
316297,-9.333333333333334,,-34.0
316305,-9.666666666666666,,-34.0
316315,-10.0,,-34.0
316318,-10.5,,-34.0
316321,-11.0,,-34.0
316323,-11.0,,-34.0
316332,-11.0,,-34.0
316341,-12.0,,-34.0
316349,-12.0,,-34.0
316351,-12.0,,-34.0
316357,-12.0,,-34.0
316363,-13.0,,-34.0
316379,-13.0,,-34.0
316386,-14.0,,-34.0
316388,-14.0,,-34.0
316399,-14.0,,-34.0
316405,-15.0,,-34.0
316421,-15.0,,-34.0
316426,-16.0,,-34.0
316436,-16.0,,-34.0
316444,-17.0,,-34.0
316460,-17.0,,-34.0
316469,-18.0,,-34.0
316482,-18.0,,-34.0
316488,-19.0,,-34.0
316500,-19.0,,-34.0
316505,-19.0,,-34.0
316510,-20.0,,-34.0
316513,-20.333333333333332,,-34.0
316522,-20.666666666666668,,-34.0
316534,-21.0,,-34.0
316542,-23.0,,-34.0
316547,-23.0,,-34.0
316557,-23.0,,-34.0
316563,-24.0,,-34.0
316570,-24.0,,-34.0
316581,-24.0,,-34.0
316582,-24.5,,-34.0
316586,-25.0,,-34.0
316591,-25.0,,-34.0
316600,-25.0,,-34.0
316604,-25.5,,-34.0
316606,-26.0,,-34.0
316635,-26.0,,-34.0
316642,-27.0,,-34.0
316654,-27.0,,-34.0
316663,-28.0,,-34.0
316676,-28.0,,-34.0
316681,-29.0,,-34.0
316702,-29.0,,-34.0
316709,-30.0,,-34.0
316725,-30.0,,-34.0
316731,-31.0,,-34.0
316744,-31.0,,-34.0
316748,-32.0,,-34.0
316761,-32.0,,-34.0
316768,-33.0,,-34.0
316784,-33.0,,-34.0
316791,-34.0,,-34.0
316807,-34.0,,-34.0
316813,-35.0,,-34.0
316831,-35.0,,-34.0
316836,-36.0,,-34.0
316848,-36.0,,-34.0
316852,-36.0,,-34.0
316856,-37.0,,-34.0
316859,-37.0,,-34.0
316870,-37.0,,-34.0
316875,-38.0,,-34.0
316881,-38.0,,-34.0
316891,-38.0,,-34.0
316898,-39.0,,-34.0
316911,-39.0,,-34.0
316919,-40.0,,-34.0
316930,-40.0,,-34.0
316935,-41.0,,-34.0
316950,-41.0,,-34.0
316962,-42.0,,-34.0
316970,-42.0,,-34.0
316992,-43.0,,-34.0
316999,-43.0,,-34.0
317011,-44.0,,-34.0
317018,-44.0,,-34.0
317062,-45.0,,-34.0
317074,-45.0,,-34.0
317087,-46.0,,-34.0
317094,-46.0,,-34.0
317106,-46.0,,-34.0
317109,-46.5,,-34.0
317112,-47.0,,-34.0
317114,-47.0,,-34.0
317130,-47.0,,-34.0
317137,-47.0,,-34.0
317139,-47.0,,-34.0
317147,-48.0,,-34.0
317151,-49.0,,-34.0
317154,-49.0,,-34.0
317161,-49.0,,-34.0
317165,-50.0,,-34.0
317171,-50.0,,-34.0
317179,-50.0,,-34.0
317194,-52.0,,-34.0
317223,-52.0,,-34.0
317228,-53.0,,-34.0
317245,-53.0,,-34.0
317258,-54.0,,-34.0
317272,-54.0,,-34.0
317277,-55.0,,-34.0
317305,-55.0,,-34.0
317308,-56.0,,-34.0
317316,-56.0,,-34.0
317322,-56.0,,-34.0
317329,-56.5,,-34.0
317331,-57.0,,-34.0
317344,-57.0,,-34.0
317347,-57.5,,-34.0
317348,-58.0,,-34.0
317360,-58.0,,-34.0
317361,-58.0,,-34.0
317366,-59.0,,-34.0
317372,-59.0,,-34.0
317375,-59.0,,-34.0
317377,-60.0,,-34.0
317387,-60.0,,-34.0
317389,-60.0,,-34.0
317395,-60.5,,-34.0
317396,-61.0,,-34.0
317397,,,-34.0
317404,,,-34.0
317412,,,-34.0
317423,,,-34.0
348167,,,-34.0
348183,,,-33.0
348188,,,-33.0
348199,,,-32.0
348206,,,-32.0
348216,,,-31.0
348219,,,-31.0
348232,,,-30.0
348236,,,-30.0
348249,,,-29.0
348255,,,-29.0
348266,,,-28.0
348270,,,-28.0
348283,,,-27.0
348287,,,-27.0
348299,,,-26.0
348302,,,-26.0
348316,,,-24.0
348320,,,-24.0
348333,,,-23.0
348338,,,-23.0
348349,,,-22.0
348554,,,-22.0
348561,,,-22.0
348570,,,-22.0
348587,,,-22.0
348593,,,-22.0
348611,,,-22.0
348621,,,-22.0
348633,,,-22.0
348664,,,-22.0
348677,,,-22.0
348687,,,-22.0
348700,,,-22.0
348710,,,-22.0
348724,,,-22.0
348735,,,-22.0
348750,,,-22.0
348761,,,-22.0
348780,,,-22.0
348851,,,-22.0
348867,,,-21.0
348873,,,-21.0
348882,,,-20.0
348886,,,-20.0
348899,,,-19.0
348903,,,-19.0
348916,,,-18.0
348919,,,-18.0
348932,,,-17.0
348936,,,-17.0
348951,,,-16.0
348954,,,-16.0
348966,,,-15.0
348971,,,-15.0
348982,,,-13.0
348987,,,-13.0
348999,,,-12.0
349400,,,-12.0
349417,,,-11.0
349421,,,-11.0
349432,,,-10.0
349437,,,-10.0
349449,,,-9.0
349453,,,-9.0
349466,,,-7.0
349470,,,-7.0
349485,,,-6.0
349493,,,-6.0
349536,,,-4.0
349790,,,-4.0
349807,,,-4.0
349817,,,-4.0
349837,,,-4.0
349841,,,-4.0
349845,,,-4.0
349854,,,-4.0
349871,,,-4.0
349880,,,-4.0
349894,,,-4.0
349917,,,-4.0
349926,,,-3.5
349933,,,-3.0
349937,,,-3.0
349942,,,-2.5
349949,,,-2.0
349950,,,-2.0
349955,,,-2.0
349966,,,-1.0
349967,,,-1.0
349970,,,-1.0
349973,,,-0.5
349982,,,0.0
349986,,,0.0
349988,,,0.5
349999,,,1.0
350003,,,1.0
350016,,,3.0
350020,,,3.0
350032,,,4.0
350037,,,4.0
350049,,,5.0
350052,,,5.0
350066,,,6.0
350346,,,6.0
350361,,,6.0
350370,,,6.0
350388,,,6.0
350393,,,6.0
350408,,,6.0
350418,,,6.0
350433,,,6.0
350440,,,6.0
350456,,,6.0
350464,,,6.0
350480,,,6.0
350490,,,6.0
350497,,,6.0
350505,,,6.0
350521,,,6.0
351120,,,6.0
351125,,,6.0
351133,,,6.0
351149,,,6.0
351159,,,6.0
351174,,,6.0
351184,,,6.0
351200,,,6.0
351211,,,6.0
351226,,,6.0
351389,,,6.0
351408,,,6.0
351414,,,6.0
351422,,,6.0
351428,,,6.0
351441,,,6.0
351446,,,6.0
351458,,,6.0
351462,,,6.0
351475,,,6.0
