,A3BPENSX5EVJ2,A1EUJEHDI66UT,A23KB5AO13NF7
129278,-100.0,-59.0,-100.0
129299,-100.0,-58.0,-100.0
129310,-100.0,-58.0,-100.0
129348,-100.0,-56.0,-100.0
129402,-100.0,-56.0,-100.0
129422,-100.0,-55.0,-100.0
129453,-100.0,-53.0,-100.0
129472,-100.0,-52.0,-100.0
129506,-100.0,-50.0,-100.0
129523,-100.0,-49.0,-100.0
129601,-100.0,-49.0,-100.0
129618,-100.0,-48.0,-100.0
129642,-100.0,-47.0,-100.0
129661,-100.0,-46.0,-100.0
129680,-100.0,-45.0,-100.0
129698,-100.0,-44.0,-100.0
129765,-100.0,-44.0,-100.0
129783,-100.0,-43.0,-100.0
129810,-100.0,-42.0,-100.0
129829,-100.0,-41.0,-100.0
129848,-100.0,-41.0,-100.0
129887,-100.0,-38.0,-100.0
129923,-100.0,-37.0,-100.0
129965,-100.0,-37.0,-100.0
129981,-100.0,-36.0,-100.0
130017,-100.0,-34.0,-100.0
130053,-100.0,-32.0,-100.0
130122,-100.0,-32.0,-100.0
130140,-100.0,-31.0,-100.0
130152,-100.0,-30.0,-100.0
130174,-100.0,-29.0,-100.0
130190,-100.0,-28.0,-100.0
130193,-100.0,-27.5,-100.0
130212,-100.0,-27.0,-100.0
130219,-100.0,-27.0,-100.0
130273,-100.0,-27.0,-100.0
130304,-100.0,-27.0,-100.0
130323,-100.0,-26.0,-100.0
130341,-100.0,-25.5,-100.0
130345,-100.0,-25.0,-100.0
130361,-100.0,-23.0,-100.0
130373,-100.0,-22.0,-100.0
130393,-100.0,-22.0,-100.0
130394,-100.0,-22.0,-100.0
130421,-100.0,-21.0,-100.0
130433,-100.0,-20.0,-100.0
130445,-100.0,-20.0,-100.0
130471,-100.0,-20.0,-100.0
130475,-100.0,-20.0,-100.0
130497,-100.0,-19.5,-100.0
130503,-100.0,-19.0,-100.0
130524,-100.0,-18.0,-100.0
130540,-100.0,-17.5,-100.0
130545,-100.0,-17.0,-100.0
130564,-100.0,-16.0,-100.0
130566,-100.0,-15.5,-100.0
130577,-100.0,-15.0,-100.0
130591,-100.0,-15.0,-100.0
130619,-100.0,-15.0,-100.0
130645,-100.0,-15.0,-100.0
130650,-100.0,-15.0,-100.0
130667,-100.0,-14.0,-100.0
130671,-100.0,-13.333333333333334,-100.0
130697,-100.0,-12.666666666666666,-100.0
130703,-100.0,-12.0,-100.0
130724,-100.0,-12.0,-100.0
130730,-100.0,-12.0,-100.0
130740,-100.0,-11.5,-100.0
130746,-100.0,-11.0,-100.0
130766,-100.0,-11.0,-100.0
130792,-100.0,-11.0,-100.0
130818,-100.0,-11.0,-100.0
130831,-100.0,-11.0,-100.0
130845,-100.0,-10.5,-100.0
130851,-100.0,-10.0,-100.0
130872,-100.0,-9.0,-100.0
130891,-100.0,-8.0,-100.0
130897,-100.0,-8.0,-100.0
130913,-100.0,-8.0,-100.0
130923,-100.0,-7.5,-100.0
130926,-100.0,-7.0,-100.0
130950,-100.0,-7.0,-100.0
130954,-100.0,-7.0,-100.0
130965,-100.0,-6.5,-100.0
130977,-100.0,-6.0,-100.0
130994,-100.0,-5.5,-100.0
131008,-100.0,-5.0,-100.0
131018,-100.0,-5.0,-100.0
131029,-100.0,-5.0,-100.0
131045,-100.0,-3.5,-100.0
131065,-100.0,-2.0,-100.0
131071,-100.0,-2.0,-100.0
131088,-100.0,-2.0,-100.0
131097,-100.0,-1.5,-100.0
131100,-100.0,-1.0,-100.0
131123,-100.0,-1.0,-100.0
131150,-100.0,-1.0,-100.0
131165,-100.0,-1.0,-100.0
131184,-100.0,-1.0,-100.0
131191,-100.0,-0.5,-100.0
131204,-100.0,0.0,-100.0
131217,-100.0,0.0,-100.0
131226,-100.0,0.0,-100.0
131229,-100.0,1.0,-100.0
131244,-100.0,1.0,-100.0
131254,-100.0,1.0,-100.0
131268,-100.0,2.0,-100.0
131270,-100.0,2.0,-100.0
131296,-100.0,2.0,-100.0
131322,-100.0,2.0,-100.0
131349,-100.0,2.0,-100.0
131375,-100.0,2.0,-100.0
131378,-100.0,2.0,-100.0
131391,-100.0,2.5,-100.0
131404,-100.0,3.0,-100.0
131417,-100.0,3.5,-100.0
131427,-100.0,4.0,-100.0
131442,-100.0,4.5,-100.0
131444,-100.0,5.0,-100.0
131466,-100.0,5.0,-100.0
131469,-100.0,5.5,-100.0
131480,-100.0,6.0,-100.0
131496,-100.0,6.0,-100.0
131523,-100.0,6.0,-100.0
131548,-100.0,6.0,-100.0
131575,-100.0,6.0,-100.0
131584,-100.0,6.0,-100.0
131591,-100.0,6.5,-100.0
131603,-100.0,7.0,-100.0
131618,-100.0,7.0,-100.0
131628,-100.0,7.0,-100.0
131643,-100.0,7.5,-100.0
131644,-100.0,8.0,-100.0
131662,-100.0,9.0,-100.0
131669,-100.0,9.5,-100.0
131680,-100.0,10.0,-100.0
131696,-100.0,10.0,-100.0
131722,-100.0,10.0,-100.0
131748,-100.0,10.0,-100.0
131765,-100.0,10.0,-100.0
131774,-100.0,10.5,-100.0
131789,-100.0,11.0,-100.0
131801,-100.0,11.0,-100.0
131817,-100.0,11.0,-100.0
131830,-100.0,11.0,-100.0
131843,-100.0,11.5,-100.0
131845,-100.0,12.0,-100.0
131868,-100.0,12.0,-100.0
131895,-100.0,12.0,-100.0
131921,-100.0,12.0,-100.0
131948,-100.0,12.0,-100.0
131955,-100.0,12.0,-100.0
131973,-100.0,12.5,-100.0
131984,-100.0,13.0,-100.0
132000,-100.0,13.333333333333334,-100.0
132016,-100.0,13.666666666666666,-100.0
132019,-100.0,14.0,-100.0
132039,-100.0,15.0,-100.0
132049,-100.0,15.0,-100.0
132102,-100.0,15.0,-100.0
132133,-100.0,15.0,-100.0
132148,-100.0,15.5,-100.0
132152,-100.0,16.0,-100.0
132173,-100.0,16.0,-100.0
132185,-100.0,16.0,-100.0
132199,-100.0,16.5,-100.0
132204,-100.0,17.0,-100.0
132221,-100.0,17.0,-100.0
132225,-100.0,17.333333333333332,-100.0
132242,-100.0,17.666666666666668,-100.0
132243,-100.0,18.0,-100.0
132268,-100.0,18.5,-100.0
132270,-100.0,19.0,-100.0
132294,-100.0,19.0,-100.0
132313,-100.0,20.0,-100.0
132320,-100.0,20.25,-100.0
132347,-100.0,20.5,-100.0
132373,-100.0,20.75,-100.0
132399,-100.0,21.0,-100.0
132425,-100.0,21.0,-100.0
132448,-100.0,21.0,-100.0
132468,-100.0,21.0,-100.0
132477,-100.0,21.0,-100.0
132494,-100.0,21.5,-100.0
132508,-100.0,22.0,-100.0
132520,-100.0,22.0,-100.0
132536,-100.0,22.0,-100.0
132548,-100.0,22.5,-100.0
132558,-100.0,23.0,-100.0
132575,-100.0,23.0,-100.0
132607,-100.0,23.0,-100.0
132652,-100.0,23.0,-100.0
132667,-100.0,23.0,-100.0
132684,-100.0,23.0,-100.0
132694,-100.0,23.5,-100.0
132708,-100.0,24.0,-100.0
132719,-100.0,24.5,-100.0
132744,-100.0,25.0,-100.0
132746,-100.0,25.5,-100.0
132765,-100.0,26.0,-100.0
132773,-100.0,26.0,-100.0
132799,-100.0,26.0,-100.0
132825,-100.0,26.0,-100.0
132851,-100.0,26.0,-100.0
132868,-100.0,26.5,-100.0
132874,-100.0,27.0,-100.0
132893,-100.0,27.0,-100.0
132909,-100.0,27.0,-100.0
132919,-100.0,27.5,-100.0
132930,-100.0,28.0,-100.0
132946,-100.0,28.0,-100.0
132971,-100.0,28.0,-100.0
132998,-100.0,28.0,-100.0
133025,-100.0,28.0,-100.0
133032,-100.0,28.0,-100.0
133051,-100.0,28.5,-100.0
133055,-100.0,29.0,-100.0
133076,-100.0,29.5,-100.0
133087,-100.0,30.0,-100.0
133093,-100.0,30.5,-100.0
133106,-100.0,31.0,-100.0
133119,-100.0,31.0,-100.0
133145,-100.0,31.0,-100.0
133171,-100.0,31.0,-100.0
133197,-100.0,31.0,-100.0
133209,-100.0,31.0,-100.0
133224,-100.0,31.5,-100.0
133231,-100.0,32.0,-100.0
133250,-100.0,32.5,-100.0
133268,-100.0,33.0,-100.0
133277,-100.0,33.5,-100.0
133291,-100.0,34.0,-100.0
133302,-100.0,34.0,-100.0
133319,-100.0,34.0,-100.0
133371,-100.0,34.0,-100.0
133394,-100.0,35.0,-100.0
133420,-100.0,35.0,-100.0
133436,-100.0,36.0,-100.0
133460,-100.0,36.0,-100.0
133486,-100.0,37.0,-100.0
133558,-100.0,37.0,-100.0
133566,-100.0,38.0,-100.0
133588,-100.0,38.0,-100.0
133611,-100.0,39.0,-100.0
133701,-100.0,39.0,-100.0
133724,-100.0,40.0,-100.0
133762,-100.0,40.0,-100.0
133778,-100.0,41.0,-100.0
133907,-100.0,41.0,-100.0
133934,-100.0,42.0,-100.0
133960,-100.0,43.0,-100.0
133982,-100.0,43.0,-100.0
133993,-100.0,44.0,-100.0
134003,-100.0,44.0,-100.0
134015,-100.0,45.0,-100.0
134080,-100.0,45.0,-100.0
134098,-100.0,46.0,-100.0
134124,-100.0,46.0,-100.0
134138,-100.0,47.0,-100.0
134160,-100.0,47.0,-100.0
134170,-100.0,48.0,-100.0
134192,-100.0,48.0,-100.0
134205,-100.0,49.0,-100.0
134298,-100.0,49.0,-100.0
134315,-100.0,50.0,-100.0
134341,-100.0,50.0,-100.0
134355,-100.0,51.0,-100.0
134385,-100.0,51.0,-100.0
134403,-100.0,52.0,-100.0
134480,-100.0,52.0,-100.0
134500,-100.0,53.0,-100.0
134524,-100.0,53.0,-100.0
134542,-100.0,54.0,-100.0
134567,-100.0,54.0,-100.0
134585,-100.0,55.0,-100.0
134680,-100.0,55.0,-100.0
134694,-100.0,56.0,-100.0
134725,-100.0,56.0,-100.0
134751,-100.0,57.0,-100.0
134776,-100.0,57.0,-100.0
134798,-100.0,58.0,-100.0
134879,-100.0,58.0,-100.0
134893,-100.0,59.0,-100.0
134935,-100.0,59.0,-100.0
134954,-100.0,60.0,-100.0
134999,-100.0,61.0,-100.0
135079,-100.0,61.0,-100.0
135093,-100.0,62.0,-100.0
135120,-100.0,62.0,-100.0
135140,-100.0,63.0,-100.0
135163,-100.0,63.0,-100.0
135181,-100.0,64.0,-100.0
135268,-100.0,64.0,-100.0
135273,-100.0,65.0,-100.0
135318,-100.0,65.0,-100.0
135334,-100.0,66.0,-100.0
135432,-100.0,66.0,-100.0
135449,-100.0,67.0,-100.0
135479,-100.0,67.0,-100.0
135491,-100.0,68.0,-100.0
135503,-100.0,68.0,-100.0
135517,-100.0,69.0,-100.0
135614,-100.0,69.0,-100.0
135650,-100.0,71.0,-100.0
135676,-100.0,71.0,-100.0
135691,-100.0,72.0,-100.0
135711,-100.0,73.0,-100.0
135781,-100.0,73.0,-100.0
135803,-100.0,74.0,-100.0
135850,-100.0,76.0,-100.0
135869,-100.0,77.0,-100.0
135885,-100.0,77.0,-100.0
135906,-100.0,79.0,-100.0
135979,-100.0,79.0,-100.0
135996,-100.0,80.0,-100.0
136021,-100.0,80.0,-100.0
136034,-100.0,81.0,-100.0
136056,-100.0,82.0,-100.0
136075,-100.0,82.0,-100.0
136092,-100.0,83.0,-100.0
136157,-100.0,83.0,-100.0
136186,-100.0,84.0,-100.0
136219,-100.0,84.0,-100.0
136230,-100.0,85.0,-100.0
136258,-100.0,85.0,-100.0
136272,-100.0,86.0,-100.0
136358,-100.0,86.0,-100.0
136382,-100.0,87.0,-100.0
136406,-100.0,87.0,-100.0
136421,-100.0,88.0,-100.0
136454,-100.0,88.0,-100.0
136467,-100.0,89.0,-100.0
136559,-100.0,89.0,-100.0
136575,-100.0,90.0,-100.0
136598,-100.0,90.0,-100.0
136611,-100.0,91.0,-100.0
136638,-100.0,91.0,-100.0
136662,-100.0,92.0,-100.0
136687,-100.0,93.0,-100.0
136769,-100.0,93.0,-100.0
136774,-100.0,94.0,-100.0
136805,-100.0,94.0,-100.0
136819,-100.0,95.0,-100.0
136860,-100.0,95.0,-100.0
136887,-100.0,97.0,-100.0
136967,-100.0,97.0,-100.0
136974,-100.0,98.0,-100.0
137000,-100.0,98.0,-100.0
137013,-100.0,99.0,-100.0
137038,-100.0,100.0,-100.0
139076,-100.0,100.0,-100.0
139122,-100.0,100.0,-100.0
139129,-100.0,100.0,-100.0
139186,-100.0,100.0,-100.0
139203,-100.0,100.0,-100.0
139255,-100.0,100.0,-100.0
139262,-100.0,100.0,-100.0
139284,-100.0,100.0,-100.0
139293,-100.0,100.0,-100.0
139319,-100.0,100.0,-100.0
139325,-100.0,100.0,-100.0
139340,-100.0,100.0,-100.0
139347,-100.0,100.0,-100.0
139373,-100.0,100.0,-100.0
139383,-100.0,100.0,-100.0
139406,-100.0,100.0,-100.0
139417,-100.0,100.0,-100.0
139471,-100.0,100.0,-100.0
139478,-100.0,100.0,-100.0
139502,-100.0,100.0,-100.0
139532,-100.0,100.0,-100.0
139535,-100.0,100.0,-100.0
139586,-100.0,100.0,-100.0
139594,-100.0,100.0,-100.0
139620,-100.0,100.0,-100.0
139627,-100.0,100.0,-100.0
139652,-100.0,100.0,-100.0
139658,-100.0,100.0,-100.0
139671,-100.0,100.0,-100.0
139682,-100.0,100.0,-100.0
139729,-100.0,100.0,-100.0
139746,-100.0,100.0,-100.0
139787,-100.0,100.0,-100.0
139797,-100.0,100.0,-100.0
139825,-100.0,100.0,-100.0
142285,-100.0,100.0,-100.0
142316,-100.0,100.0,-100.0
142323,-100.0,100.0,-100.0
142350,-100.0,100.0,-100.0
142356,-100.0,100.0,-100.0
142381,-100.0,100.0,-100.0
142401,-100.0,100.0,-100.0
142409,-100.0,100.0,-100.0
142435,-100.0,100.0,-100.0
142441,-100.0,100.0,-100.0
142469,-100.0,100.0,-100.0
142473,-100.0,100.0,-100.0
142504,-100.0,100.0,-100.0
142509,-100.0,100.0,-100.0
142529,-100.0,100.0,-100.0
142538,-100.0,100.0,-100.0
142558,-100.0,100.0,-100.0
142563,-100.0,100.0,-100.0
142583,-100.0,100.0,-100.0
142591,-100.0,100.0,-100.0
142617,-100.0,100.0,-100.0
142625,-100.0,100.0,-100.0
142651,-100.0,100.0,-100.0
142663,-100.0,100.0,-100.0
142685,-100.0,100.0,-100.0
142691,-100.0,100.0,-100.0
142733,-100.0,100.0,-100.0
142740,-100.0,100.0,-100.0
142766,-100.0,100.0,-100.0
142773,-100.0,100.0,-100.0
142801,-100.0,100.0,-100.0
142808,-100.0,100.0,-100.0
142833,-100.0,100.0,-100.0
142837,-100.0,100.0,-100.0
142856,-100.0,100.0,-100.0
142861,-100.0,100.0,-100.0
142887,-100.0,100.0,-100.0
142893,-100.0,100.0,-100.0
142951,-100.0,100.0,-100.0
142956,-100.0,100.0,-100.0
142984,-100.0,100.0,-100.0
142988,-100.0,100.0,-100.0
143015,-100.0,100.0,-100.0
143022,-100.0,100.0,-100.0
143044,-100.0,100.0,-100.0
143063,-100.0,100.0,-100.0
143106,-100.0,100.0,-100.0
144524,-100.0,100.0,-100.0
144540,-100.0,100.0,-100.0
144572,-100.0,100.0,-100.0
144590,-100.0,100.0,-100.0
144616,-100.0,100.0,-100.0
144638,-100.0,100.0,-100.0
144654,-100.0,100.0,-100.0
144670,-100.0,100.0,-100.0
144690,-100.0,100.0,-100.0
144708,-100.0,100.0,-100.0
144724,-100.0,100.0,-100.0
144740,-100.0,100.0,-100.0
144758,-100.0,100.0,-100.0
144775,-100.0,100.0,-100.0
144795,-100.0,100.0,-100.0
144815,-100.0,100.0,-100.0
144836,-100.0,100.0,-100.0
144853,-100.0,100.0,-100.0
144871,-100.0,100.0,-100.0
144887,-100.0,100.0,-100.0
144901,-100.0,100.0,-100.0
144916,-100.0,100.0,-100.0
144934,-100.0,100.0,-100.0
144948,-100.0,100.0,-100.0
144966,-100.0,100.0,-100.0
144979,-100.0,100.0,-100.0
144995,-100.0,100.0,-100.0
145012,-100.0,100.0,-100.0
145030,-100.0,100.0,-100.0
145049,-100.0,100.0,-100.0
145065,-100.0,100.0,-100.0
145080,-100.0,100.0,-100.0
145098,-100.0,100.0,-100.0
145114,-100.0,100.0,-100.0
145134,-100.0,100.0,-100.0
145148,-100.0,100.0,-100.0
145162,-100.0,100.0,-100.0
145179,-100.0,100.0,-100.0
145196,-100.0,100.0,-100.0
145214,-100.0,100.0,-100.0
145229,-100.0,100.0,-100.0
145245,-100.0,100.0,-100.0
145261,-100.0,100.0,-100.0
145280,-100.0,100.0,-100.0
146207,-100.0,100.0,-100.0
146227,-100.0,100.0,-100.0
146244,-100.0,100.0,-100.0
146264,-100.0,100.0,-100.0
146578,-100.0,100.0,-100.0
146594,-100.0,100.0,-100.0
146613,-100.0,100.0,-100.0
146640,-100.0,100.0,-100.0
146684,-100.0,100.0,-100.0
146705,-100.0,100.0,-100.0
146723,-100.0,100.0,-100.0
146737,-100.0,100.0,-100.0
146760,-100.0,100.0,-100.0
146784,-100.0,100.0,-100.0
146796,-100.0,100.0,-100.0
146813,-100.0,100.0,-100.0
146825,-100.0,100.0,-100.0
146835,-100.0,100.0,-100.0
146865,-100.0,100.0,-100.0
146873,-100.0,100.0,-100.0
146908,-100.0,100.0,-100.0
146919,-100.0,100.0,-100.0
146930,-100.0,100.0,-100.0
146941,-100.0,100.0,-100.0
146968,-100.0,100.0,-100.0
146982,-100.0,100.0,-100.0
146993,-100.0,100.0,-100.0
147003,-100.0,100.0,-100.0
147019,-100.0,100.0,-100.0
147032,-100.0,100.0,-100.0
147044,-100.0,100.0,-100.0
147056,-100.0,100.0,-100.0
147065,-100.0,100.0,-100.0
147075,-100.0,100.0,-100.0
147087,-100.0,100.0,-100.0
147098,-100.0,100.0,-100.0
147110,-100.0,100.0,-100.0
147122,-100.0,100.0,-100.0
147135,-100.0,100.0,-100.0
147145,-100.0,100.0,-100.0
147175,-100.0,100.0,-100.0
147186,-100.0,100.0,-100.0
147196,-100.0,100.0,-100.0
147206,-100.0,100.0,-100.0
147217,-100.0,100.0,-100.0
147228,-100.0,100.0,-100.0
147261,-100.0,100.0,-100.0
147271,-100.0,100.0,-100.0
147283,-100.0,100.0,-100.0
147294,-100.0,100.0,-100.0
147306,-100.0,100.0,-100.0
147319,-100.0,100.0,-100.0
147329,-100.0,100.0,-100.0
147339,-100.0,100.0,-100.0
147354,-100.0,100.0,-100.0
147367,-100.0,100.0,-100.0
147378,-100.0,100.0,-100.0
147389,-100.0,100.0,-100.0
147399,-100.0,100.0,-100.0
147410,-100.0,100.0,-100.0
147421,-100.0,100.0,-100.0
147436,-100.0,100.0,-100.0
147447,-100.0,100.0,-100.0
147461,-100.0,100.0,-100.0
147497,-100.0,100.0,-100.0
147507,-100.0,100.0,-100.0
147518,-100.0,100.0,-100.0
147531,-100.0,100.0,-100.0
147544,-100.0,100.0,-100.0
147549,-100.0,100.0,-100.0
147562,-100.0,100.0,-100.0
147571,-100.0,100.0,-100.0
147573,-100.0,100.0,-100.0
147585,-100.0,100.0,-100.0
147596,-100.0,100.0,-100.0
147611,-100.0,100.0,-100.0
147613,-100.0,100.0,-100.0
147624,-100.0,100.0,-100.0
147635,-100.0,100.0,-100.0
147644,-100.0,100.0,-100.0
147655,-100.0,100.0,-100.0
147662,-100.0,100.0,-100.0
147667,-100.0,100.0,-100.0
147678,-100.0,100.0,-100.0
147707,-100.0,100.0,-100.0
147720,-100.0,100.0,-100.0
151440,-100.0,100.0,-100.0
151457,-100.0,100.0,-100.0
151472,-100.0,100.0,-100.0
151486,-100.0,100.0,-100.0
151498,-100.0,100.0,-100.0
151509,-100.0,100.0,-100.0
151522,-100.0,100.0,-100.0
151536,-100.0,100.0,-100.0
151551,-100.0,100.0,-100.0
151562,-100.0,100.0,-100.0
151575,-100.0,100.0,-100.0
151593,-100.0,100.0,-100.0
151606,-100.0,100.0,-100.0
151621,-100.0,100.0,-100.0
151635,-100.0,100.0,-100.0
151649,-100.0,100.0,-100.0
151665,-100.0,100.0,-100.0
151680,-100.0,100.0,-100.0
151693,-100.0,100.0,-100.0
151705,-100.0,100.0,-100.0
151718,-100.0,100.0,-100.0
151732,-100.0,100.0,-100.0
151749,-100.0,100.0,-100.0
151760,-100.0,100.0,-100.0
151773,-100.0,100.0,-100.0
151786,-100.0,100.0,-100.0
151800,-100.0,100.0,-100.0
151812,-100.0,100.0,-100.0
151824,-100.0,100.0,-100.0
151837,-100.0,100.0,-100.0
151852,-100.0,100.0,-100.0
151869,-100.0,100.0,-100.0
151882,-100.0,100.0,-100.0
151898,-100.0,100.0,-100.0
151909,-100.0,100.0,-100.0
151922,-100.0,100.0,-100.0
151937,-100.0,100.0,-100.0
151952,-100.0,100.0,-100.0
151966,-100.0,100.0,-100.0
151980,-100.0,100.0,-100.0
151992,-100.0,100.0,-100.0
152008,-100.0,100.0,-100.0
152022,-100.0,100.0,-100.0
152036,-100.0,100.0,-100.0
152050,-100.0,100.0,-100.0
152062,-100.0,100.0,-100.0
152074,-100.0,100.0,-100.0
152087,-100.0,100.0,-100.0
152101,-100.0,100.0,-100.0
152120,-100.0,100.0,-100.0
152168,-100.0,100.0,-100.0
152190,-100.0,100.0,-100.0
152204,-100.0,100.0,-100.0
152224,-100.0,100.0,-100.0
152238,-100.0,100.0,-100.0
152269,-100.0,100.0,-100.0
152300,-100.0,100.0,-100.0
152315,-100.0,100.0,-100.0
152322,-100.0,100.0,-100.0
152333,-100.0,100.0,-100.0
155739,-100.0,100.0,-100.0
155763,-100.0,99.0,-100.0
155853,-100.0,98.0,-100.0
155998,-100.0,98.0,-100.0
156016,-100.0,97.0,-100.0
156052,-100.0,97.0,-100.0
156105,-100.0,96.0,-100.0
156106,-100.0,,-100.0
157475,-100.0,,-100.0
157501,-100.0,,-100.0
157528,-100.0,,-100.0
157554,-100.0,,-100.0
157580,-100.0,,-100.0
157607,-100.0,,-100.0
157623,-100.0,,-100.0
157648,-100.0,,-100.0
157675,-100.0,,-100.0
157702,-100.0,,-100.0
157727,-100.0,,-100.0
157754,-100.0,,-100.0
157780,-100.0,,-100.0
157807,-100.0,,-100.0
157833,-100.0,,-100.0
157848,-100.0,,-100.0
157874,-100.0,,-100.0
157900,-100.0,,-100.0
157927,-100.0,,-100.0
157954,-100.0,,-100.0
157979,-100.0,,-100.0
158005,-100.0,,-100.0
158033,-100.0,,-100.0
158049,-100.0,,-100.0
158075,-100.0,,-100.0
158100,-100.0,,-100.0
158127,-100.0,,-100.0
158153,-100.0,,-100.0
158179,-100.0,,-100.0
158205,-100.0,,-100.0
158231,-100.0,,-100.0
158258,-100.0,,-100.0
158273,-100.0,,-100.0
158299,-100.0,,-100.0
158326,-100.0,,-100.0
158353,-100.0,,-100.0
158378,-100.0,,-100.0
158405,-100.0,,-100.0
158431,-100.0,,-100.0
158459,-100.0,,-100.0
158476,-100.0,,-100.0
158499,-100.0,,-100.0
158525,-100.0,,-100.0
158553,-100.0,,-100.0
158579,-100.0,,-100.0
158604,-100.0,,-100.0
158631,-100.0,,-100.0
158657,-100.0,,-100.0
158684,-100.0,,-100.0
158699,-100.0,,-100.0
158725,-100.0,,-100.0
158751,-100.0,,-100.0
158778,-100.0,,-100.0
158805,-100.0,,-100.0
158831,-100.0,,-100.0
158856,-100.0,,-100.0
158884,-100.0,,-100.0
158899,-100.0,,-100.0
158924,-100.0,,-100.0
158951,-100.0,,-100.0
158977,-100.0,,-100.0
159004,-100.0,,-100.0
159031,-100.0,,-100.0
159056,-100.0,,-100.0
159082,-100.0,,-100.0
159109,-100.0,,-100.0
159124,-100.0,,-100.0
159151,-100.0,,-100.0
159176,-100.0,,-100.0
159204,-100.0,,-100.0
159230,-100.0,,-100.0
159255,-100.0,,-100.0
159282,-100.0,,-100.0
159308,-100.0,,-100.0
159325,-100.0,,-100.0
159350,-100.0,,-100.0
159377,-100.0,,-100.0
159402,-100.0,,-100.0
159430,-100.0,,-100.0
159456,-100.0,,-100.0
159482,-100.0,,-100.0
159508,-100.0,,-100.0
159535,-100.0,,-100.0
159551,-100.0,,-100.0
159577,-100.0,,-100.0
159602,-100.0,,-100.0
159628,-100.0,,-100.0
159655,-100.0,,-100.0
159681,-100.0,,-100.0
159708,-100.0,,-100.0
159733,-100.0,,-100.0
159750,-100.0,,-100.0
159776,-100.0,,-100.0
159802,-100.0,,-100.0
159828,-100.0,,-100.0
159855,-100.0,,-100.0
159881,-100.0,,-100.0
159907,-100.0,,-100.0
159933,-100.0,,-100.0
159961,-100.0,,-100.0
159976,-100.0,,-100.0
160001,-100.0,,-100.0
160028,-100.0,,-100.0
160055,-100.0,,-100.0
160080,-100.0,,-100.0
160107,-100.0,,-100.0
160132,-100.0,,-100.0
160159,-100.0,,-100.0
160175,-100.0,,-100.0
160202,-100.0,,-100.0
160228,-100.0,,-100.0
160254,-100.0,,-100.0
160281,-100.0,,-100.0
160307,-100.0,,-100.0
160333,-100.0,,-100.0
160359,-100.0,,-100.0
160385,-100.0,,-100.0
160401,-100.0,,-100.0
160427,-100.0,,-100.0
160454,-100.0,,-100.0
160474,-100.0,,-100.0
160479,-100.0,,-100.0
160493,-100.0,,-100.0
160507,-100.0,,-100.0
160514,-100.0,,-100.0
160537,-100.0,,-100.0
160565,-100.0,,-100.0
160583,-100.0,,-100.0
160605,-100.0,,-100.0
160622,-100.0,,-100.0
160643,-100.0,,-100.0
160663,-100.0,,-100.0
160688,-100.0,,-100.0
160703,-100.0,,-100.0
160724,-100.0,,-100.0
160746,-100.0,,-100.0
160797,-100.0,,-100.0
160823,-100.0,,-100.0
160848,-100.0,,-100.0
160867,-100.0,,-100.0
160889,-100.0,,-100.0
160908,-100.0,,-100.0
160927,-100.0,,-100.0
160946,-100.0,,-100.0
160964,-100.0,,-100.0
160987,-100.0,,-100.0
161009,-100.0,,-100.0
161033,-100.0,,-100.0
161053,-100.0,,-100.0
161080,-100.0,,-100.0
161104,-100.0,,-100.0
161123,-100.0,,-100.0
161146,-100.0,,-100.0
161171,-100.0,,-100.0
161190,-100.0,,-100.0
161208,-100.0,,-100.0
161230,-100.0,,-100.0
161252,-100.0,,-100.0
161271,-100.0,,-100.0
161289,-100.0,,-100.0
161349,-100.0,,-100.0
161364,-100.0,,-100.0
161381,-100.0,,-100.0
161404,-100.0,,-100.0
161501,-100.0,,-100.0
161530,-100.0,,-100.0
161553,-100.0,,-100.0
161579,-100.0,,-100.0
161619,-100.0,,-100.0
161629,-100.0,,-100.0
161644,-100.0,,-100.0
161658,-100.0,,-100.0
161671,-100.0,,-100.0
161684,-100.0,,-100.0
161694,-100.0,,-100.0
161706,-100.0,,-100.0
161718,-100.0,,-100.0
161734,-100.0,,-100.0
161745,-100.0,,-100.0
161758,-100.0,,-100.0
161770,-100.0,,-100.0
161782,-100.0,,-100.0
161793,-100.0,,-100.0
161805,-100.0,,-100.0
161818,-100.0,,-100.0
161834,-100.0,,-100.0
161848,-100.0,,-100.0
161863,-100.0,,-100.0
161877,-100.0,,-100.0
161891,-100.0,,-100.0
161903,-100.0,,-100.0
161916,-100.0,,-100.0
161928,-100.0,,-100.0
161939,-100.0,,-100.0
161950,-100.0,,-100.0
161961,-100.0,,-100.0
161972,-100.0,,-100.0
161984,-100.0,,-100.0
161997,-100.0,,-100.0
162012,-100.0,,-100.0
162023,-100.0,,-100.0
162037,-100.0,,-100.0
162048,-100.0,,-100.0
162059,-100.0,,-100.0
162073,-100.0,,-100.0
162085,-100.0,,-100.0
162098,-100.0,,-100.0
162112,-100.0,,-100.0
162124,-100.0,,-100.0
162140,-100.0,,-100.0
162152,-100.0,,-100.0
162165,-100.0,,-100.0
162178,-100.0,,-100.0
162191,-100.0,,-100.0
162203,-100.0,,-100.0
162215,-100.0,,-100.0
162227,-100.0,,-100.0
162239,-100.0,,-100.0
162251,-100.0,,-100.0
162262,-100.0,,-100.0
162274,-100.0,,-100.0
162285,-100.0,,-100.0
162299,-100.0,,-100.0
