,A3BPENSX5EVJ2,A1EUJEHDI66UT,A23KB5AO13NF7
69386,-100.0,45.0,-100.0
69399,-100.0,45.0,-100.0
69412,-100.0,45.0,-100.0
69416,-100.0,45.0,-100.0
69436,-100.0,46.0,-100.0
69448,-100.0,46.0,-100.0
69472,-100.0,46.0,-100.0
69485,-100.0,46.0,-100.0
69509,-100.0,46.0,-100.0
69523,-100.0,46.0,-100.0
69535,-100.0,46.0,-100.0
69544,-100.0,47.0,-100.0
69552,-100.0,47.0,-100.0
69566,-100.0,47.0,-100.0
69573,-100.0,47.0,-100.0
69593,-100.0,47.5,-100.0
69595,-100.0,48.0,-100.0
69604,-100.0,48.0,-100.0
69627,-100.0,48.0,-100.0
69641,-100.0,48.0,-100.0
69667,-100.0,48.0,-100.0
69680,-100.0,48.0,-100.0
69704,-100.0,48.0,-100.0
69717,-100.0,48.0,-100.0
69734,-100.0,48.0,-100.0
69743,-100.0,48.5,-100.0
69746,-100.0,49.0,-100.0
69755,-100.0,49.0,-100.0
69778,-100.0,49.0,-100.0
69792,-100.0,49.5,-100.0
69796,-100.0,50.0,-100.0
69817,-100.0,50.0,-100.0
69829,-100.0,50.0,-100.0
69854,-100.0,50.0,-100.0
69867,-100.0,50.0,-100.0
69879,-100.0,50.0,-100.0
69895,-100.0,50.5,-100.0
69900,-100.0,51.0,-100.0
69908,-100.0,51.0,-100.0
69923,-100.0,51.0,-100.0
69933,-100.0,51.5,-100.0
69937,-100.0,52.0,-100.0
69945,-100.0,52.0,-100.0
69961,-100.0,52.0,-100.0
69967,-100.0,53.0,-100.0
69971,-100.0,53.0,-100.0
69983,-100.0,53.0,-100.0
70008,-100.0,53.0,-100.0
70024,-100.0,53.0,-100.0
70049,-100.0,53.0,-100.0
70062,-100.0,53.0,-100.0
70078,-100.0,54.0,-100.0
70089,-100.0,54.333333333333336,-100.0
70101,-100.0,54.666666666666664,-100.0
70111,-100.0,55.0,-100.0
70128,-100.0,55.5,-100.0
70133,-100.0,56.0,-100.0
70145,-100.0,56.5,-100.0
70156,-100.0,57.0,-100.0
70170,-100.0,57.0,-100.0
70183,-100.0,57.0,-100.0
70209,-100.0,57.0,-100.0
70222,-100.0,57.0,-100.0
70244,-100.0,57.0,-100.0
70250,-100.0,57.5,-100.0
70260,-100.0,58.0,-100.0
70262,-100.0,58.0,-100.0
70285,-100.0,58.0,-100.0
70296,-100.0,58.0,-100.0
70297,-100.0,58.5,-100.0
70313,-100.0,59.0,-100.0
70320,-100.0,59.0,-100.0
70334,-100.0,59.0,-100.0
70358,-100.0,59.0,-100.0
70373,-100.0,59.0,-100.0
70391,-100.0,59.0,-100.0
70399,-100.0,59.5,-100.0
70409,-100.0,60.0,-100.0
70411,-100.0,60.0,-100.0
70437,-100.0,60.0,-100.0
70445,-100.0,60.0,-100.0
70449,-100.0,60.5,-100.0
70460,-100.0,61.0,-100.0
70475,-100.0,61.0,-100.0
70489,-100.0,61.0,-100.0
70515,-100.0,61.0,-100.0
70527,-100.0,61.0,-100.0
70551,-100.0,61.0,-100.0
70555,-100.0,61.5,-100.0
70568,-100.0,62.0,-100.0
70589,-100.0,62.0,-100.0
70595,-100.0,62.5,-100.0
70607,-100.0,63.0,-100.0
70711,-100.0,63.0,-100.0
70729,-100.0,64.0,-100.0
70752,-100.0,64.0,-100.0
70772,-100.0,65.0,-100.0
70878,-100.0,65.0,-100.0
70909,-100.0,66.0,-100.0
71020,-100.0,66.0,-100.0
71038,-100.0,67.0,-100.0
71039,-100.0,,-100.0
71540,-100.0,,-100.0
71563,-100.0,,-100.0
71570,-100.0,,-100.0
71613,-100.0,,-100.0
71619,-100.0,,-100.0
71664,-100.0,,-100.0
71670,-100.0,,-100.0
71687,-100.0,,-100.0
71695,-100.0,,-100.0
71713,-100.0,,-100.0
71721,-100.0,,-100.0
71733,-100.0,,-100.0
71745,-100.0,,-100.0
71763,-100.0,,-100.0
71769,-100.0,,-100.0
71788,-100.0,,-100.0
71794,-100.0,,-100.0
71813,-100.0,,-100.0
75870,-100.0,,-100.0
75893,-100.0,,-100.0
75899,-100.0,,-100.0
75943,-100.0,,-100.0
75949,-100.0,,-100.0
75968,-100.0,,-100.0
75974,-100.0,,-100.0
75993,-100.0,,-100.0
75999,-100.0,,-100.0
76014,-100.0,,-100.0
76024,-100.0,,-100.0
76043,-100.0,,-100.0
76570,-100.0,,-100.0
76594,-100.0,,-100.0
76600,-100.0,,-100.0
76644,-100.0,,-100.0
76649,-100.0,,-100.0
76669,-100.0,,-100.0
76675,-100.0,,-100.0
76694,-100.0,,-100.0
76699,-100.0,,-100.0
76714,-100.0,,-100.0
76724,-100.0,,-100.0
76769,-100.0,,-100.0
76778,-100.0,,-100.0
76819,-100.0,,-100.0
76826,-100.0,,-100.0
76844,-100.0,,-100.0
76849,-100.0,,-100.0
76868,-100.0,,-100.0
76877,-100.0,,-100.0
76894,-100.0,,-100.0
76899,-100.0,,-100.0
76914,-100.0,,-100.0
76926,-100.0,,-100.0
76944,-100.0,,-100.0
76949,-100.0,,-100.0
76969,-100.0,,-100.0
76980,-100.0,,-100.0
77021,-100.0,,-100.0
77027,-100.0,,-100.0
77069,-100.0,,-100.0
77076,-100.0,,-100.0
77094,-100.0,,-100.0
77101,-100.0,,-100.0
77145,-100.0,,-100.0
77150,-100.0,,-100.0
77169,-100.0,,-100.0
77176,-100.0,,-100.0
77193,-100.0,,-100.0
77198,-100.0,,-100.0
77215,-100.0,,-100.0
77224,-100.0,,-100.0
77269,-100.0,,-100.0
77276,-100.0,,-100.0
77294,-100.0,,-100.0
77300,-100.0,,-100.0
77314,-100.0,,-100.0
77324,-100.0,,-100.0
77344,-100.0,,-100.0
77353,-100.0,,-100.0
77394,-100.0,,-100.0
77400,-100.0,,-100.0
77445,-100.0,,-100.0
77450,-100.0,,-100.0
77470,-100.0,,-100.0
78447,-100.0,,-100.0
78470,-100.0,,-100.0
78478,-100.0,,-100.0
78520,-100.0,,-100.0
78526,-100.0,,-100.0
78547,-100.0,,-100.0
78553,-100.0,,-100.0
78571,-100.0,,-100.0
78577,-100.0,,-100.0
78594,-100.0,,-100.0
78723,-100.0,,-100.0
78746,-100.0,,-100.0
78752,-100.0,,-100.0
78771,-100.0,,-100.0
78777,-100.0,,-100.0
78794,-100.0,,-100.0
78802,-100.0,,-100.0
78821,-100.0,,-100.0
78826,-100.0,,-100.0
78846,-100.0,,-100.0
78948,-100.0,,-100.0
78971,-100.0,,-100.0
78977,-100.0,,-100.0
79021,-100.0,,-100.0
79027,-100.0,,-100.0
79046,-100.0,,-100.0
79148,-100.0,,-100.0
79171,-100.0,,-100.0
79177,-100.0,,-100.0
79193,-100.0,,-100.0
79198,-100.0,,-100.0
79247,-100.0,,-100.0
79349,-100.0,,-100.0
79372,-100.0,,-100.0
79380,-100.0,,-100.0
79394,-100.0,,-100.0
79400,-100.0,,-100.0
79422,-100.0,,-100.0
79429,-100.0,,-100.0
79447,-100.0,,-100.0
79524,-100.0,,-100.0
79547,-100.0,,-100.0
79554,-100.0,,-100.0
79573,-100.0,,-100.0
79578,-100.0,,-100.0
79595,-100.0,,-100.0
79675,-100.0,,-100.0
79698,-100.0,,-100.0
79704,-100.0,,-100.0
79722,-100.0,,-100.0
79730,-100.0,,-100.0
79773,-100.0,,-100.0
89905,-100.0,,-100.0
89936,-100.0,,-100.0
89943,-100.0,,-100.0
90006,-100.0,,-100.0
90014,-100.0,,-100.0
90056,-100.0,,-100.0
90062,-100.0,,-100.0
90089,-100.0,,-100.0
90347,-100.0,,-100.0
90393,-100.0,,-100.0
90398,-100.0,,-100.0
90420,-100.0,,-100.0
90426,-100.0,,-100.0
90453,-100.0,,-100.0
90460,-100.0,,-100.0
90488,-100.0,,-100.0
90493,-100.0,,-100.0
90520,-100.0,,-100.0
91028,-100.0,,-100.0
91061,-100.0,,-100.0
91066,-100.0,,-100.0
91091,-100.0,,-100.0
91099,-100.0,,-100.0
91122,-100.0,,-100.0
91128,-100.0,,-100.0
91156,-100.0,,-100.0
91163,-100.0,,-100.0
91177,-100.0,,-100.0
91183,-100.0,,-100.0
91211,-100.0,,-100.0
92614,-100.0,,-100.0
92636,-100.0,,-100.0
92638,-100.0,,-100.0
92652,-100.0,,-100.0
92659,-100.0,,-100.0
92667,-100.0,,-100.0
92675,-100.0,,-100.0
92689,-100.0,,-100.0
92708,-100.0,,-100.0
92714,-100.0,,-100.0
92716,-100.0,,-100.0
92729,-100.0,,-100.0
92734,-100.0,,-100.0
92741,-100.0,,-100.0
92751,-100.0,,-100.0
92758,-100.0,,-100.0
92764,-100.0,,-100.0
92766,-100.0,,-100.0
92783,-100.0,,-100.0
92784,-100.0,,-100.0
92791,-100.0,,-100.0
92799,-100.0,,-100.0
92809,-100.0,,-100.0
92817,-100.0,,-100.0
92822,-100.0,,-100.0
92833,-100.0,,-100.0
92842,-100.0,,-100.0
92852,-100.0,,-100.0
92859,-100.0,,-100.0
92866,-100.0,,-100.0
92867,-100.0,,-100.0
92879,-100.0,,-100.0
92880,-100.0,,-100.0
92886,-100.0,,-100.0
92891,-100.0,,-100.0
92905,-100.0,,-100.0
92908,-100.0,,-100.0
92914,-100.0,,-100.0
92915,-100.0,,-100.0
92921,-100.0,,-100.0
92922,-100.0,,-100.0
92934,-100.0,,-100.0
92935,-100.0,,-100.0
92938,-100.0,,-100.0
92940,-100.0,,-100.0
92953,-100.0,,-100.0
92958,-100.0,,-100.0
92964,-100.0,,-100.0
92967,-100.0,,-100.0
92968,-100.0,,-100.0
92974,-100.0,,-100.0
92982,-100.0,,-100.0
92987,-100.0,,-100.0
92991,-100.0,,-100.0
92999,-100.0,,-100.0
93000,-100.0,,-100.0
93008,-100.0,,-100.0
93013,-100.0,,-100.0
93017,-100.0,,-100.0
93018,-100.0,,-100.0
93030,-100.0,,-100.0
93032,-100.0,,-100.0
93034,-100.0,,-100.0
93040,-100.0,,-100.0
93041,-100.0,,-100.0
93049,-100.0,,-100.0
93058,-100.0,,-100.0
93063,-100.0,,-100.0
93065,-100.0,,-100.0
93069,-100.0,,-100.0
93082,-100.0,,-100.0
93084,-100.0,,-100.0
93085,-100.0,,-100.0
93090,-100.0,,-100.0
93091,-100.0,,-100.0
93092,-100.0,,-100.0
93108,-100.0,,-100.0
93109,-100.0,,-100.0
93115,-100.0,,-100.0
93117,-100.0,,-100.0
93121,-100.0,,-100.0
93133,-100.0,,-100.0
93134,-100.0,,-100.0
93140,-100.0,,-100.0
93145,-100.0,,-100.0
93150,-100.0,,-100.0
93153,-100.0,,-100.0
93155,-100.0,,-100.0
93159,-100.0,,-100.0
93165,-100.0,,-100.0
93166,-100.0,,-100.0
93173,-100.0,,-100.0
93179,-100.0,,-100.0
93182,-100.0,,-100.0
93185,-100.0,,-100.0
93186,-100.0,,-100.0
93190,-100.0,,-100.0
93193,-100.0,,-100.0
93207,-100.0,,-100.0
93209,-100.0,,-100.0
93212,-100.0,,-100.0
93217,-100.0,,-100.0
93225,-100.0,,-100.0
93230,-100.0,,-100.0
93234,-100.0,,-100.0
93238,-100.0,,-100.0
93242,-100.0,,-100.0
93250,-100.0,,-100.0
93258,-100.0,,-100.0
93259,-100.0,,-100.0
93266,-100.0,,-100.0
93268,-100.0,,-100.0
93270,-100.0,,-100.0
93276,-100.0,,-100.0
93279,-100.0,,-100.0
93292,-100.0,,-100.0
93300,-100.0,,-100.0
93305,-100.0,,-100.0
93310,-100.0,,-100.0
93312,-100.0,,-100.0
93317,-100.0,,-100.0
93320,-100.0,,-100.0
93333,-100.0,,-100.0
93334,-100.0,,-100.0
93340,-100.0,,-100.0
93341,-100.0,,-100.0
93342,-100.0,,-100.0
93352,-100.0,,-100.0
93359,-100.0,,-100.0
93361,-100.0,,-100.0
93367,-100.0,,-100.0
93375,-100.0,,-100.0
93382,-100.0,,-100.0
93391,-100.0,,-100.0
93395,-100.0,,-100.0
93397,-100.0,,-100.0
93404,-100.0,,-100.0
93409,-100.0,,-100.0
93416,-100.0,,-100.0
93417,-100.0,,-100.0
93419,-100.0,,-100.0
93425,-100.0,,-100.0
93426,-100.0,,-100.0
93435,-100.0,,-100.0
93438,-100.0,,-100.0
93442,-100.0,,-100.0
93446,-100.0,,-100.0
93450,-100.0,,-100.0
93457,-100.0,,-100.0
93459,-100.0,,-100.0
93467,-100.0,,-100.0
93481,-100.0,,-100.0
93482,-100.0,,-100.0
93486,-100.0,,-100.0
93489,-100.0,,-100.0
93506,-100.0,,-100.0
93513,-100.0,,-100.0
93518,-100.0,,-100.0
93519,-100.0,,-100.0
93536,-100.0,,-100.0
93544,-100.0,,-100.0
93545,-100.0,,-100.0
93551,-100.0,,-100.0
93559,-100.0,,-100.0
93567,-100.0,,-100.0
93568,-100.0,,-100.0
93573,-100.0,,-100.0
93579,-100.0,,-100.0
93587,-100.0,,-100.0
93600,-100.0,,-100.0
93602,-100.0,,-100.0
93608,-100.0,,-100.0
93611,-100.0,,-100.0
93625,-100.0,,-100.0
93633,-100.0,,-100.0
93640,-100.0,,-100.0
93644,-100.0,,-100.0
93657,-100.0,,-100.0
93666,-100.0,,-100.0
93670,-100.0,,-100.0
93673,-100.0,,-100.0
93678,-100.0,,-100.0
93695,-100.0,,-100.0
93700,-100.0,,-100.0
93703,-100.0,,-100.0
93714,-100.0,,-100.0
93717,-100.0,,-100.0
93742,-100.0,,-100.0
93752,-100.0,,-100.0
93755,-100.0,,-100.0
93758,-100.0,,-100.0
93763,-100.0,,-100.0
93775,-100.0,,-100.0
93781,-100.0,,-100.0
93785,-100.0,,-100.0
93786,-100.0,,-100.0
93799,-100.0,,-100.0
93807,-100.0,,-100.0
93816,-100.0,,-100.0
93821,-100.0,,-100.0
93823,-100.0,,-100.0
93830,-100.0,,-100.0
93842,-100.0,,-100.0
93849,-100.0,,-100.0
93850,-100.0,,-100.0
93858,-100.0,,-100.0
93862,-100.0,,-100.0
93870,-100.0,,-100.0
93881,-100.0,,-100.0
93882,-100.0,,-100.0
93886,-100.0,,-100.0
93902,-100.0,,-100.0
93938,-100.0,,-100.0
93961,-100.0,,-100.0
93969,-100.0,,-100.0
93982,-100.0,,-100.0
93993,-100.0,,-100.0
94010,-100.0,,-100.0
94018,-100.0,,-100.0
94035,-100.0,,-100.0
94043,-100.0,,-100.0
94060,-100.0,,-100.0
94068,-100.0,,-100.0
94083,-100.0,,-100.0
94094,-100.0,,-100.0
94135,-100.0,,-100.0
94142,-100.0,,-100.0
94160,-100.0,,-100.0
94168,-100.0,,-100.0
94182,-100.0,,-100.0
94193,-100.0,,-100.0
94209,-100.0,,-100.0
94217,-100.0,,-100.0
94235,-100.0,,-100.0
94243,-100.0,,-100.0
94260,-100.0,,-100.0
94268,-100.0,,-100.0
94283,-100.0,,-100.0
94290,-100.0,,-100.0
94311,-100.0,,-100.0
94318,-100.0,,-100.0
94335,-100.0,,-100.0
94342,-100.0,,-100.0
94360,-100.0,,-100.0
94370,-100.0,,-100.0
94382,-100.0,,-100.0
94393,-100.0,,-100.0
94435,-100.0,,-100.0
94443,-100.0,,-100.0
94461,-100.0,,-100.0
94852,-100.0,,-100.0
94875,-100.0,,-100.0
94881,-100.0,,-100.0
94905,-100.0,,-100.0
94913,-100.0,,-100.0
94938,-100.0,,-100.0
94944,-100.0,,-100.0
94967,-100.0,,-100.0
94987,-100.0,,-100.0
95023,-100.0,,-100.0
95030,-100.0,,-100.0
95054,-100.0,,-100.0
95061,-100.0,,-100.0
95094,-100.0,,-100.0
95190,-100.0,,-100.0
95239,-100.0,,-100.0
95295,-100.0,,-100.0
95328,-100.0,,-100.0
95333,-100.0,,-100.0
95360,-100.0,,-100.0
95367,-100.0,,-100.0
95391,-100.0,,-100.0
95395,-100.0,,-100.0
95431,-100.0,,-100.0
95446,-100.0,,-100.0
95484,-100.0,,-100.0
95487,-100.0,,-100.0
95508,-100.0,,-100.0
95512,-100.0,,-100.0
95539,-100.0,,-100.0
95544,-100.0,,-100.0
95572,-100.0,,-100.0
95584,-100.0,,-100.0
95606,-100.0,,-100.0
95613,-100.0,,-100.0
95663,-100.0,,-100.0
95670,-100.0,,-100.0
95691,-100.0,,-100.0
95695,-100.0,,-100.0
95725,-100.0,,-100.0
95731,-100.0,,-100.0
95760,-100.0,,-100.0
95764,-100.0,,-100.0
95787,-100.0,,-100.0
95794,-100.0,,-100.0
95811,-100.0,,-100.0
95818,-100.0,,-100.0
95860,-100.0,,-100.0
95883,-100.0,,-100.0
95905,-100.0,,-100.0
95911,-100.0,,-100.0
95937,-100.0,,-100.0
95942,-100.0,,-100.0
95971,-100.0,,-100.0
95992,-100.0,,-100.0
95997,-100.0,,-100.0
96030,-100.0,,-100.0
96037,-100.0,,-100.0
96061,-100.0,,-100.0
96068,-100.0,,-100.0
96097,-100.0,,-100.0
96099,-100.0,,-100.0
96143,-100.0,,-100.0
96149,-100.0,,-100.0
96177,-100.0,,-100.0
96182,-100.0,,-100.0
96210,-100.0,,-100.0
96214,-100.0,,-100.0
96243,-100.0,,-100.0
96248,-100.0,,-100.0
96282,-100.0,,-100.0
96289,-100.0,,-100.0
96330,-100.0,,-100.0
96333,-100.0,,-100.0
96358,-100.0,,-100.0
96362,-100.0,,-100.0
96394,-100.0,,-100.0
96399,-100.0,,-100.0
96427,-100.0,,-100.0
96440,-100.0,,-100.0
96479,-100.0,,-100.0
102571,-100.0,,-100.0
102635,-100.0,,-100.0
102641,-100.0,,-100.0
102670,-100.0,,-100.0
102792,-100.0,,-100.0
102821,-100.0,,-100.0
102828,-100.0,,-100.0
102851,-100.0,,-100.0
102872,-100.0,,-100.0
103058,-100.0,,-100.0
103090,-100.0,,-100.0
103096,-100.0,,-100.0
103118,-100.0,,-100.0
103124,-100.0,,-100.0
103157,-100.0,,-100.0
103163,-100.0,,-100.0
103174,-100.0,,-100.0
103609,-100.0,,-100.0
103636,-100.0,,-100.0
103641,-100.0,,-100.0
103656,-100.0,,-100.0
103670,-100.0,,-100.0
103689,-100.0,,-100.0
103695,-100.0,,-100.0
103724,-100.0,,-100.0
103731,-100.0,,-100.0
103756,-100.0,,-100.0
103844,-100.0,,-100.0
103912,-100.0,,-100.0
103916,-100.0,,-100.0
103945,-100.0,,-100.0
104031,-100.0,,-100.0
104062,-100.0,,-100.0
104066,-100.0,,-100.0
104095,-100.0,,-100.0
104101,-100.0,,-100.0
104131,-100.0,,-100.0
104137,-100.0,,-100.0
104181,-100.0,,-100.0
104188,-100.0,,-100.0
104210,-100.0,,-100.0
104215,-100.0,,-100.0
104245,-100.0,,-100.0
105063,-100.0,,-100.0
105064,-100.0,100.0,-100.0
105082,-100.0,99.0,-100.0
105151,-100.0,97.0,-100.0
105171,-100.0,96.0,-100.0
105203,-100.0,93.0,-100.0
105228,-100.0,91.0,-100.0
105357,-100.0,91.0,-100.0
105389,-100.0,90.0,-100.0
105428,-100.0,89.0,-100.0
105464,-100.0,88.0,-100.0
105498,-100.0,85.0,-100.0
105518,-100.0,85.0,-100.0
105535,-100.0,84.0,-100.0
105536,-100.0,,-100.0
105939,-100.0,,-100.0
105971,-100.0,,-100.0
105976,-100.0,,-100.0
106000,-100.0,,-100.0
106013,-100.0,,-100.0
106055,-100.0,,-100.0
106063,-100.0,,-100.0
106122,-100.0,,-100.0
106797,-100.0,,-100.0
106829,-100.0,,-100.0
106834,-100.0,,-100.0
106851,-100.0,,-100.0
106857,-100.0,,-100.0
106883,-100.0,,-100.0
107036,-100.0,,-100.0
107068,-100.0,,-100.0
107074,-100.0,,-100.0
107098,-100.0,,-100.0
107111,-100.0,,-100.0
107137,-100.0,,-100.0
107143,-100.0,,-100.0
107161,-100.0,,-100.0
107171,-100.0,,-100.0
107249,-100.0,,-100.0
107257,-100.0,,-100.0
107283,-100.0,,-100.0
107288,-100.0,,-100.0
107320,-100.0,,-100.0
107402,-100.0,,-100.0
107466,-100.0,,-100.0
107472,-100.0,,-100.0
107486,-100.0,,-100.0
107490,-100.0,,-100.0
107519,-100.0,,-100.0
107528,-100.0,,-100.0
107552,-100.0,,-100.0
107559,-100.0,,-100.0
107591,-100.0,,-100.0
107598,-100.0,,-100.0
107617,-100.0,,-100.0
107623,-100.0,,-100.0
107652,-100.0,,-100.0
107702,-100.0,,-100.0
107705,-100.0,,-100.0
107733,-100.0,,-100.0
107739,-100.0,,-100.0
107768,-100.0,,-100.0
107775,-100.0,,-100.0
107803,-100.0,,-100.0
107809,-100.0,,-100.0
107823,-100.0,,-100.0
107839,-100.0,,-100.0
107886,-100.0,,-100.0
107892,-100.0,,-100.0
107919,-100.0,,-100.0
107926,-100.0,,-100.0
107951,-100.0,,-100.0
107959,-100.0,,-100.0
107991,-100.0,,-100.0
107996,-100.0,,-100.0
108038,-100.0,,-100.0
108044,-100.0,,-100.0
108080,-100.0,,-100.0
108227,-100.0,,-100.0
108228,-100.0,,-100.0
108242,-100.0,,-100.0
108249,-100.0,,-100.0
108276,-100.0,,-100.0
108280,-100.0,,-100.0
108293,-100.0,,-100.0
108295,-100.0,,-100.0
108326,-100.0,,-100.0
108330,-100.0,,-100.0
108333,-100.0,,-100.0
108343,-100.0,,-100.0
108395,-100.0,,-100.0
108398,-100.0,,-100.0
108427,-100.0,,-100.0
108432,-100.0,,-100.0
108436,-100.0,,-100.0
108440,-100.0,,-100.0
108455,-100.0,,-100.0
108461,-100.0,,-100.0
108496,-100.0,,-100.0
108502,-100.0,,-100.0
108526,-100.0,,-100.0
108529,-100.0,,-100.0
108536,-100.0,,-100.0
108542,-100.0,,-100.0
108580,-100.0,,-100.0
108588,-100.0,,-100.0
108612,-100.0,,-100.0
108616,-100.0,,-100.0
108629,-100.0,,-100.0
108633,-100.0,,-100.0
108663,-100.0,,-100.0
108669,-100.0,,-100.0
108696,-100.0,,-100.0
108700,-100.0,,-100.0
108713,-100.0,,-100.0
108717,-100.0,,-100.0
108729,-100.0,,-100.0
108733,-100.0,,-100.0
108737,-100.0,,-100.0
108741,-100.0,,-100.0
108754,-100.0,,-100.0
108798,-100.0,,-100.0
108800,-100.0,,-100.0
108814,-100.0,,-100.0
108815,-100.0,,-100.0
108828,-100.0,,-100.0
108834,-100.0,,-100.0
108846,-100.0,,-100.0
108857,-100.0,,-100.0
108862,-100.0,,-100.0
108878,-100.0,,-100.0
108885,-100.0,,-100.0
108896,-100.0,,-100.0
108900,-100.0,,-100.0
108915,-100.0,,-100.0
108921,-100.0,,-100.0
108933,-100.0,,-100.0
108936,-100.0,,-100.0
108946,-100.0,,-100.0
108951,-100.0,,-100.0
108958,-100.0,,-100.0
108966,-100.0,,-100.0
108974,-100.0,,-100.0
108975,-100.0,,-100.0
108999,-100.0,,-100.0
109005,-100.0,,-100.0
109015,-100.0,,-100.0
109019,-100.0,,-100.0
109042,-100.0,,-100.0
109056,-100.0,,-100.0
109068,-100.0,,-100.0
109073,-100.0,,-100.0
109074,-100.0,,-100.0
109079,-100.0,,-100.0
109099,-100.0,,-100.0
109105,-100.0,,-100.0
109116,-100.0,,-100.0
109120,-100.0,,-100.0
109133,-100.0,,-100.0
109139,-100.0,,-100.0
109150,-100.0,,-100.0
109156,-100.0,,-100.0
109165,-100.0,,-100.0
109170,-100.0,,-100.0
109181,-100.0,,-100.0
109185,-100.0,,-100.0
109197,-100.0,,-100.0
109202,-100.0,,-100.0
109214,-100.0,,-100.0
109218,-100.0,,-100.0
109219,-100.0,,-100.0
109220,-100.0,,-100.0
115488,-100.0,,-100.0
115512,-100.0,,-100.0
115520,-100.0,,-100.0
115536,-100.0,,-100.0
115546,-100.0,,-100.0
115586,-100.0,,-100.0
115597,-100.0,,-100.0
115611,-100.0,,-100.0
115618,-100.0,,-100.0
115636,-100.0,,-100.0
115648,-100.0,,-100.0
115661,-100.0,,-100.0
115669,-100.0,,-100.0
115712,-100.0,,-100.0
115726,-100.0,,-100.0
115761,-100.0,,-100.0
117088,-100.0,,-100.0
117107,-100.0,,-100.0
117139,-100.0,,-100.0
117158,-100.0,,-100.0
117176,-100.0,,-100.0
117195,-100.0,,-100.0
117211,-100.0,,-100.0
117227,-100.0,,-100.0
117245,-100.0,,-100.0
117264,-100.0,,-100.0
117324,-100.0,,-100.0
117341,-100.0,,-100.0
117358,-100.0,,-100.0
117375,-100.0,,-100.0
117393,-100.0,,-100.0
117411,-100.0,,-100.0
117428,-100.0,,-100.0
117444,-100.0,,-100.0
117464,-100.0,,-100.0
117481,-100.0,,-100.0
117498,-100.0,,-100.0
117515,-100.0,,-100.0
117557,-100.0,,-100.0
117576,-100.0,,-100.0
117593,-100.0,,-100.0
117609,-100.0,,-100.0
117627,-100.0,,-100.0
117644,-100.0,,-100.0
117663,-100.0,,-100.0
117680,-100.0,,-100.0
117696,-100.0,,-100.0
117714,-100.0,,-100.0
117733,-100.0,,-100.0
117792,-100.0,,-100.0
117809,-100.0,,-100.0
117827,-100.0,,-100.0
117844,-100.0,,-100.0
117862,-100.0,,-100.0
117881,-100.0,,-100.0
117896,-100.0,,-100.0
117913,-100.0,,-100.0
117931,-100.0,,-100.0
117939,-100.0,,-100.0
117956,-100.0,,-100.0
118026,-100.0,,-100.0
118045,-100.0,,-100.0
118062,-100.0,,-100.0
118078,-100.0,,-100.0
118096,-100.0,,-100.0
118113,-100.0,,-100.0
118133,-100.0,,-100.0
118149,-100.0,,-100.0
118166,-100.0,,-100.0
118174,-100.0,,-100.0
118244,-100.0,,-100.0
118260,-100.0,,-100.0
118278,-100.0,,-100.0
118295,-100.0,,-100.0
118314,-100.0,,-100.0
118331,-100.0,,-100.0
118343,-100.0,,-100.0
118348,-100.0,,-100.0
118366,-100.0,,-100.0
118373,-100.0,,-100.0
118429,-100.0,,-100.0
118440,-100.0,,-100.0
118442,-100.0,,-100.0
118460,-100.0,,-100.0
118477,-100.0,,-100.0
118495,-100.0,,-100.0
118496,-100.0,,-100.0
118513,-100.0,,-100.0
118529,-100.0,,-100.0
118547,-100.0,,-100.0
118565,-100.0,,-100.0
118582,-100.0,,-100.0
118591,-100.0,,-100.0
118646,-100.0,,-100.0
118677,-100.0,,-100.0
118684,-100.0,,-100.0
118695,-100.0,,-100.0
118729,-100.0,,-100.0
118730,-100.0,,-100.0
118737,-100.0,,-100.0
118764,-100.0,,-100.0
118766,-100.0,,-100.0
118772,-100.0,,-100.0
118782,-100.0,,-100.0
118789,-100.0,,-100.0
118795,-100.0,,-100.0
118802,-100.0,,-100.0
118806,-100.0,,-100.0
118824,-100.0,,-100.0
118832,-100.0,,-100.0
118864,-100.0,,-100.0
118896,-100.0,,-100.0
118987,-100.0,,-100.0
119011,-100.0,,-100.0
119040,-100.0,,-100.0
119067,-100.0,,-100.0
119073,-100.0,,-100.0
119077,-100.0,,-100.0
119092,-100.0,,-100.0
119100,-100.0,,-100.0
119111,-100.0,,-100.0
119129,-100.0,,-100.0
119146,-100.0,,-100.0
119164,-100.0,,-100.0
119182,-100.0,,-100.0
119189,-100.0,,-100.0
119198,-100.0,,-100.0
119216,-100.0,,-100.0
119218,-100.0,,-100.0
119223,-100.0,,-100.0
119225,-100.0,,-100.0
119241,-100.0,,-100.0
119253,-100.0,,-100.0
119259,-100.0,,-100.0
119286,-100.0,,-100.0
119293,-100.0,,-100.0
119336,-100.0,,-100.0
119342,-100.0,,-100.0
119364,-100.0,,-100.0
119370,-100.0,,-100.0
119381,-100.0,,-100.0
119397,-100.0,,-100.0
119416,-100.0,,-100.0
119432,-100.0,,-100.0
119440,-100.0,,-100.0
119457,-100.0,,-100.0
119470,-100.0,,-100.0
119474,-100.0,,-100.0
119492,-100.0,,-100.0
119512,-100.0,,-100.0
119532,-100.0,,-100.0
119541,-100.0,,-100.0
119584,-100.0,,-100.0
119592,-100.0,,-100.0
119598,-100.0,,-100.0
119616,-100.0,,-100.0
119618,-100.0,,-100.0
119649,-100.0,,-100.0
