,AJSW1J6VE37BL,A1NRY8F9U4AYE,A11PJ3TQ4LWGW,A1EUJEHDI66UT,A73CNVUAKO1AY
183971,-31.0,,78.0,,100.0
183988,-31.0,,78.0,,100.0
184002,-31.0,,78.0,,100.0
184006,-31.0,,78.25,,100.0
184023,-31.0,,78.5,,100.0
184041,-31.0,,78.75,,100.0
184045,-31.0,,79.0,,100.0
184053,-31.0,,79.0,,100.0
184058,-31.0,,79.0,,100.0
184069,-31.0,,79.0,,100.0
184071,-31.0,,79.0,,100.0
184077,-31.0,,79.75,,100.0
184093,-31.0,,80.5,,100.0
184101,-31.0,,81.25,,100.0
184107,-31.0,,82.0,,100.0
184136,-31.0,,83.0,,100.0
184143,-31.0,,84.0,,100.0
184152,-31.0,,85.0,,100.0
184154,-31.0,,85.2,,100.0
184169,-31.0,,85.4,,100.0
184188,-31.0,,85.6,,100.0
184191,-31.0,,85.8,,100.0
184197,-31.0,,86.0,,100.0
184205,-31.0,,86.0,,100.0
184223,-31.0,,86.0,,100.0
184241,-31.0,,86.0,,100.0
184258,-31.0,,86.0,,100.0
184259,-31.0,,86.0,,100.0
184273,-31.0,,86.0,,100.0
184275,-31.0,,86.0,,100.0
184293,-31.0,,86.0,,100.0
184302,-31.0,,86.0,,100.0
184303,-31.0,,86.28571428571429,,100.0
184311,-31.0,,86.57142857142857,,100.0
184317,-31.0,,86.85714285714286,,100.0
184321,-31.0,,87.14285714285714,,100.0
184330,-31.0,,87.42857142857143,,100.0
184335,-31.0,,87.71428571428571,,100.0
184339,-31.0,,88.0,,100.0
184351,-31.0,,88.25,,100.0
184352,-31.0,,88.5,,100.0
184369,-31.0,,88.75,,100.0
184371,-31.0,,89.0,,100.0
184376,-31.0,,89.28571428571429,,100.0
184386,-31.0,,89.57142857142857,,100.0
184387,-31.0,,89.85714285714286,,100.0
184403,-31.0,,90.14285714285714,,100.0
184405,-31.0,,90.42857142857143,,100.0
184410,-31.0,,90.71428571428571,,100.0
184415,-31.0,,91.0,,100.0
184423,-31.0,,91.0,,100.0
184424,-31.0,,91.0,,100.0
184433,-31.0,,91.0,,100.0
184441,-31.0,,91.0,,100.0
184442,-31.0,,91.0,,100.0
184458,-31.0,,91.0,,100.0
184460,-31.0,,91.0,,100.0
184475,-31.0,,91.0,,100.0
184480,-31.0,,91.0,,100.0
184492,-31.0,,91.0,,100.0
184511,-31.0,,91.0,,100.0
184518,-31.0,,91.0,,100.0
184521,-31.0,,91.0,,100.0
184529,-31.0,,91.0,,100.0
184536,-31.0,,91.0,,100.0
184538,-31.0,,91.0,,100.0
184539,-31.0,,91.0,,100.0
184547,-31.0,,91.0,,100.0
184552,-31.0,,91.0,,100.0
184561,-31.0,,91.0,,100.0
184569,-31.0,,91.0,,100.0
184572,-31.0,,91.0,,100.0
184583,-31.0,,91.0,,100.0
184588,-31.0,,91.0,,100.0
184606,-31.0,,91.0,,100.0
184612,-31.0,,91.0,,100.0
184623,-31.0,,91.0,,100.0
184626,-31.0,,91.0,,100.0
184633,-31.0,,91.0,,100.0
184639,-31.0,,91.0,,100.0
184648,-31.0,,91.0,,100.0
184657,-31.0,,91.0,,100.0
184674,-31.0,,91.0,,100.0
184677,-31.0,,91.0,,100.0
184689,-31.0,,91.0,,100.0
184693,-31.0,,91.0,,100.0
184707,-31.0,,91.0,,100.0
184711,-31.0,,91.0,,100.0
184714,-31.0,,91.0,,100.0
184723,-31.0,,91.0,,100.0
184724,-31.0,,91.0,,100.0
184728,-31.0,,91.0,,100.0
184734,-31.0,,91.0,,100.0
184744,-31.0,,91.0,,100.0
184747,-31.0,,91.0,,100.0
184752,-31.0,,91.0,,100.0
184755,-31.0,,91.0,,100.0
184763,-31.0,,91.0,,100.0
184769,-31.0,,91.0,,100.0
184773,-31.0,,91.0,,100.0
184784,-31.0,,91.0,,100.0
184787,-31.0,,91.0,,100.0
184794,-31.0,,91.0,,100.0
184807,-31.0,,91.0,,100.0
184828,-31.0,,91.0,,100.0
184831,-31.0,,91.0,,100.0
184836,-31.0,,91.0,,100.0
184841,-31.0,,91.0,,100.0
184855,-31.0,,91.0,,100.0
184868,-31.0,,91.0,,100.0
184882,-31.0,,91.0,,100.0
184913,-31.0,,91.0,,100.0
184922,-31.0,,91.0,,100.0
184953,-31.0,,91.0,,100.0
184962,-31.0,,91.0,,100.0
184977,-31.0,,91.0,,100.0
184988,-31.0,,91.0,,100.0
185019,-31.0,,91.0,,100.0
185030,-31.0,,91.0,,100.0
185045,-31.0,,91.0,,100.0
185057,-31.0,,91.0,,100.0
185070,-31.0,,91.0,,100.0
185099,-31.0,,91.0,,100.0
185114,-31.0,,91.0,,100.0
185122,-31.0,,91.0,,100.0
185134,-31.0,,91.0,,100.0
185165,-31.0,,91.0,,100.0
185175,-31.0,,91.0,,100.0
185188,-31.0,,91.0,,100.0
185189,-31.0,,91.0,,100.0
185198,-31.0,,91.0,,100.0
185201,-31.0,,91.0,,100.0
185211,-31.0,,91.0,,100.0
185240,-31.0,,91.0,,100.0
185251,-31.0,,91.0,,100.0
185281,-31.0,,91.0,,100.0
185283,-31.0,,91.0,,100.0
185291,-31.0,,91.0,,100.0
185299,-31.0,,91.0,,100.0
185311,-31.0,,91.0,,100.0
185350,-31.0,,91.0,,100.0
185353,-31.0,,91.0,,100.0
185360,-31.0,,91.0,,100.0
185388,-31.0,,91.0,,100.0
185390,-31.0,,91.0,,100.0
185440,-31.0,,91.0,,100.0
185452,-31.0,,91.0,,100.0
185483,-31.0,,91.0,,100.0
185497,-31.0,,91.0,,100.0
185523,-31.0,,91.0,,100.0
185535,-31.0,,91.0,,100.0
185543,-31.0,,91.0,,100.0
185569,-31.0,,91.0,,100.0
185585,-31.0,,91.0,,100.0
185596,-31.0,,91.0,,100.0
185609,-31.0,,91.0,,100.0
185627,-31.0,,91.0,,100.0
185635,-31.0,,91.0,,100.0
185667,-31.0,,91.0,,100.0
185675,-31.0,,91.0,,100.0
185700,-31.0,,91.0,,100.0
185705,-31.0,,91.0,,100.0
185722,-31.0,,91.0,,100.0
185731,-31.0,,91.0,,100.0
185745,-31.0,,91.0,,100.0
185755,-31.0,,91.0,,100.0
185767,-31.0,,91.0,,100.0
185796,-31.0,,91.0,,100.0
185809,-31.0,,91.0,,100.0
185828,-31.0,,91.0,,100.0
185847,-31.0,,91.0,,100.0
185865,-31.0,,91.0,,100.0
185877,-31.0,,91.0,,100.0
185886,-31.0,,91.0,,100.0
185919,-31.0,,91.0,,100.0
185935,-31.0,,91.0,,100.0
185947,-31.0,,91.0,,100.0
185960,-31.0,,91.0,,100.0
185963,-31.0,,91.0,,100.0
185972,-31.0,,91.0,,100.0
185979,-31.0,,91.0,,100.0
185985,-31.0,,91.0,,100.0
185994,-31.0,,91.0,,100.0
186007,-31.0,,91.0,,100.0
186014,-31.0,,91.0,,100.0
186021,-31.0,,91.0,,100.0
186037,-31.0,,91.0,,100.0
186055,-31.0,,91.0,,100.0
186057,-31.0,,91.0,,100.0
186068,-31.0,,91.0,,100.0
186073,-31.0,,91.0,,100.0
186090,-31.0,,91.0,,100.0
186097,-31.0,,91.0,,100.0
186104,-31.0,,91.0,,100.0
186105,-31.0,,91.0,,100.0
186108,-31.0,,91.0,,100.0
186116,-31.0,,91.0,,100.0
186126,-31.0,,91.0,,100.0
186130,-31.0,,91.0,,100.0
186139,-31.0,,91.0,,100.0
186143,-31.0,,91.0,,100.0
186152,-31.0,,91.0,,100.0
186154,-31.0,,91.0,,100.0
186166,-31.0,,91.0,,100.0
186178,-31.0,,91.0,,100.0
186189,-31.0,,91.0,,100.0
186196,-31.0,,91.0,,100.0
186211,-31.0,,91.0,,100.0
186213,-31.0,,91.0,,100.0
186217,-31.0,,91.0,,100.0
186221,-31.0,,91.0,,100.0
186230,-31.0,,91.0,,100.0
186237,-31.0,,91.0,,100.0
186246,-31.0,,91.0,,100.0
186252,-31.0,,91.0,,100.0
186253,-31.0,,91.0,,100.0
186254,-31.0,,91.0,,100.0
186264,-31.0,,91.0,,100.0
186273,-31.0,,91.0,,100.0
186290,-31.0,,91.0,,100.0
186291,-31.0,,91.0,,100.0
186302,-31.0,,91.0,,100.0
186309,-31.0,,91.0,,100.0
186313,-31.0,,91.0,,100.0
186325,-31.0,,91.0,,100.0
186332,-31.0,,91.0,,100.0
186343,-31.0,,91.0,,100.0
186360,-31.0,,91.0,,100.0
186367,-31.0,,91.0,,100.0
186378,-31.0,,91.0,,100.0
186395,-31.0,,91.0,,100.0
186413,-31.0,,91.0,,100.0
186427,-31.0,,91.0,,100.0
186429,-31.0,,91.0,,100.0
186438,-31.0,,91.0,,100.0
186448,-31.0,,91.0,,100.0
186452,-31.0,,91.0,,100.0
186455,-31.0,,91.0,,100.0
186472,-31.0,,91.0,,100.0
186478,-31.0,,91.0,,100.0
186489,-31.0,,91.0,,100.0
186502,-31.0,,91.0,,100.0
186508,-31.0,,91.0,,100.0
186516,-31.0,,91.0,,100.0
186524,-31.0,,91.0,,100.0
186534,-31.0,,91.0,,100.0
186541,-31.0,,91.0,,100.0
186542,-31.0,,91.0,,100.0
186558,-31.0,,91.0,,100.0
186560,-31.0,,91.0,,100.0
186570,-31.0,,91.0,,100.0
186578,-31.0,,91.0,,100.0
186582,-31.0,,91.0,,100.0
186594,-31.0,,91.0,,100.0
186595,-31.0,,91.0,,100.0
186612,-31.0,,91.0,,100.0
186615,-31.0,,91.0,,100.0
186625,-31.0,,91.0,,100.0
186630,-31.0,,91.0,,100.0
186646,-31.0,,91.0,,100.0
186648,-31.0,,91.0,,100.0
186656,-31.0,,91.0,,100.0
186673,-31.0,,91.0,,100.0
186676,-31.0,,91.0,,100.0
186682,-31.0,,91.0,,100.0
186689,-31.0,,91.0,,100.0
186693,-31.0,,91.0,,100.0
186698,-31.0,,91.0,,100.0
186706,-31.0,,91.0,,100.0
186710,-31.0,,91.0,,100.0
186721,-31.0,,91.0,,100.0
186724,-31.0,,91.16666666666667,,100.0
186731,-31.0,,91.33333333333333,,100.0
186733,-31.0,,91.5,,100.0
186743,-31.0,,91.66666666666667,,100.0
186745,-31.0,,91.83333333333333,,100.0
186754,-31.0,,92.0,,100.0
186759,-31.0,,92.16666666666667,,100.0
186772,-31.0,,92.33333333333333,,100.0
186776,-31.0,,92.5,,100.0
186778,-31.0,,92.66666666666667,,100.0
186784,-31.0,,92.83333333333333,,100.0
186795,-31.0,,93.0,,100.0
186801,-31.0,,93.16666666666667,,100.0
186811,-31.0,,93.33333333333333,,100.0
186816,-31.0,,93.5,,100.0
186817,-31.0,,93.66666666666667,,100.0
186822,-31.0,,93.83333333333333,,100.0
186827,-31.0,,94.0,,100.0
186829,-31.0,,94.33333333333333,,100.0
186832,-31.0,,94.66666666666667,,100.0
186846,-31.0,,95.0,,100.0
186848,-31.0,,95.0,,100.0
186858,-31.0,,95.0,,100.0
186864,-31.0,,95.0,,100.0
186865,-31.0,,95.0,,100.0
186867,-31.0,,95.0,,100.0
186872,-31.0,,95.0,,100.0
186894,-31.0,,95.0,,100.0
186900,-31.0,,95.0,,100.0
186908,-31.0,,95.0,,100.0
186916,-31.0,,95.0,,100.0
186928,-31.0,,95.0,,100.0
186943,-31.0,,95.0,,100.0
186948,-31.0,,95.0,,100.0
186961,-31.0,,95.0,,100.0
186962,-31.0,,95.0,,100.0
186967,-31.0,,95.0,,100.0
186976,-31.0,,95.0,,100.0
186983,-31.0,,95.0,,100.0
187004,-31.0,,95.0,,100.0
187013,-31.0,,95.0,,100.0
187017,-31.0,,95.0,,100.0
187028,-31.0,,95.0,,100.0
187036,-31.0,,95.0,,100.0
187048,-31.0,,95.0,,100.0
187072,-31.0,,95.0,,100.0
187081,-31.0,,95.0,,100.0
187084,-31.0,,95.0,,100.0
187091,-31.0,,95.0,,100.0
187094,-31.0,,95.0,,100.0
187098,-31.0,,95.0,,100.0
187104,-31.0,,95.0,,100.0
187107,-31.0,,95.0,,100.0
187109,-31.0,,95.0,,100.0
187115,-31.0,,95.0,,100.0
187125,-31.0,,95.0,,100.0
187129,-31.0,,95.0,,100.0
187131,-31.0,,95.0,,100.0
187142,-31.0,,95.0,,100.0
187146,-31.0,,95.0,,100.0
187159,-31.0,,95.0,,100.0
187168,-31.0,,95.0,,100.0
187185,-31.0,,95.0,,100.0
187187,-31.0,,95.0,,100.0
187207,-31.0,,95.33333333333333,,100.0
187214,-31.0,,95.66666666666667,,100.0
187215,-31.0,,96.0,,100.0
187235,-31.0,,96.0,,100.0
187248,-31.0,,96.0,,100.0
187252,-31.0,,96.0,,100.0
187253,-31.0,,96.0,,100.0
187267,-31.0,,97.0,,100.0
187270,-31.0,,97.0,,100.0
187283,-31.0,,97.0,,100.0
187289,-31.0,,97.0,,100.0
187299,-31.0,,97.0,,100.0
187302,-31.0,,97.0,,100.0
187320,-31.0,,97.33333333333333,,100.0
187322,-31.0,,97.66666666666667,,100.0
187323,-31.0,,98.0,,100.0
187325,-31.0,,98.0,,100.0
187348,-31.0,,98.0,,100.0
187360,-31.0,,98.0,,100.0
187366,-31.0,,98.0,,100.0
187376,-31.0,,98.0,,100.0
187383,-31.0,,98.0,,100.0
187391,-31.0,,98.0,,100.0
187401,-31.0,,98.0,,100.0
187416,-31.0,,98.0,,100.0
187420,-31.0,,98.0,,100.0
187435,-31.0,,98.5,,100.0
187444,-31.0,,99.0,,100.0
187448,-31.0,,99.0,,100.0
187453,-31.0,,99.0,,100.0
187465,-31.0,,99.0,,100.0
187483,-31.0,,99.0,,100.0
187488,-31.0,,99.5,,100.0
187499,-31.0,,100.0,,100.0
187526,-31.0,,100.0,,100.0
187541,-31.0,,100.0,,100.0
187564,-31.0,,100.0,,100.0
187576,-31.0,,100.0,,100.0
187589,-31.0,,100.0,,100.0
187598,-31.0,,100.0,,100.0
187611,-31.0,,100.0,,100.0
187612,-31.0,,100.0,,100.0
187617,-31.0,,100.0,,100.0
187628,-31.0,,100.0,,100.0
187630,-31.0,,100.0,,100.0
187645,-31.0,,100.0,,100.0
187654,-31.0,,100.0,,100.0
187664,-31.0,,100.0,,100.0
187681,-31.0,,100.0,,100.0
187689,-31.0,,100.0,,100.0
187698,-31.0,,100.0,,100.0
187699,-31.0,,100.0,,100.0
187700,-31.0,,100.0,,100.0
187701,-31.0,,100.0,,100.0
187717,-31.0,,100.0,,100.0
187723,-31.0,,100.0,,100.0
187734,-31.0,,100.0,,100.0
187739,-31.0,,100.0,,100.0
187740,-31.0,,100.0,,100.0
187750,-31.0,,100.0,,100.0
187758,-31.0,,100.0,,100.0
187761,-31.0,,100.0,,100.0
187775,-31.0,,100.0,,100.0
187776,-31.0,,100.0,,100.0
187781,-31.0,,100.0,,100.0
187792,-31.0,,100.0,,100.0
187793,-31.0,,100.0,,100.0
187811,-31.0,,100.0,,100.0
187815,-31.0,,100.0,,100.0
187828,-31.0,,100.0,,100.0
187846,-31.0,,100.0,,100.0
187852,-31.0,,100.0,,100.0
187862,-31.0,,100.0,,100.0
187868,-31.0,,100.0,,100.0
187881,-31.0,,100.0,,100.0
187908,-31.0,,100.0,,100.0
187909,-31.0,,100.0,,100.0
187916,-31.0,,100.0,,100.0
187929,-31.0,,100.0,,100.0
187940,-31.0,,100.0,,100.0
187950,-31.0,,100.0,,100.0
187959,-31.0,,100.0,,100.0
187962,-31.0,,100.0,,100.0
187976,-31.0,,100.0,,100.0
187977,-31.0,,100.0,,100.0
187994,-31.0,,100.0,,100.0
188000,-31.0,,100.0,,100.0
188010,-31.0,,100.0,,100.0
188011,-31.0,,100.0,,100.0
188016,-31.0,,100.0,,100.0
188026,-31.0,,100.0,,100.0
188027,-31.0,,100.0,,100.0
188034,-31.0,,100.0,,100.0
188043,-31.0,,100.0,,100.0
188046,-31.0,,100.0,,100.0
188064,-31.0,,100.0,,100.0
188067,-31.0,,100.0,,100.0
188079,-31.0,,100.0,,100.0
188080,-31.0,,100.0,,100.0
188100,-31.0,,100.0,,100.0
188106,-31.0,,100.0,,100.0
188113,-31.0,,100.0,,100.0
188121,-31.0,,100.0,,100.0
188131,-31.0,,100.0,,100.0
188158,-31.0,,100.0,,100.0
188166,-31.0,,100.0,,100.0
188180,-31.0,,100.0,,100.0
188191,-31.0,,100.0,,100.0
188197,-31.0,,100.0,,100.0
188207,-31.0,,100.0,,100.0
188233,-31.0,,100.0,,100.0
188243,-31.0,,100.0,,100.0
188251,-31.0,,100.0,,100.0
188266,-31.0,,100.0,,100.0
188288,-31.0,,100.0,,100.0
188299,-31.0,,100.0,,100.0
188327,-31.0,,100.0,,100.0
188336,-31.0,,100.0,,100.0
188361,-31.0,,100.0,,100.0
188371,-31.0,,100.0,,100.0
188377,-31.0,,100.0,,100.0
188379,-31.0,,100.0,,100.0
188390,-31.0,,100.0,,100.0
188407,-31.0,,100.0,,100.0
188438,-31.0,,100.0,,100.0
188445,-31.0,,100.0,,100.0
188452,-31.0,,100.0,,100.0
188467,-31.0,,100.0,,100.0
188488,-31.0,,100.0,,100.0
188494,-31.0,,100.0,,100.0
188504,-31.0,,100.0,,100.0
188516,-31.0,,100.0,,100.0
188536,-31.0,,100.0,,100.0
188548,-31.0,,100.0,,100.0
188554,-31.0,,100.0,,100.0
188567,-31.0,,100.0,,100.0
188573,-31.0,,100.0,,100.0
188581,-31.0,,100.0,,100.0
188604,-31.0,,100.0,,100.0
188607,-31.0,,100.0,,100.0
188631,-31.0,,100.0,,100.0
188642,-31.0,,100.0,,100.0
188648,-31.0,,100.0,,100.0
188660,-31.0,,100.0,,100.0
188685,-31.0,,100.0,,100.0
188695,-31.0,,100.0,,100.0
188704,-31.0,,100.0,,100.0
188717,-31.0,,100.0,,100.0
188739,-31.0,,100.0,,100.0
188747,-31.0,,100.0,,100.0
188776,-31.0,,100.0,,100.0
188783,-31.0,,100.0,,100.0
188809,-31.0,,100.0,,100.0
188823,-31.0,,100.0,,100.0
188846,-31.0,,100.0,,100.0
188857,-31.0,,100.0,,100.0
188881,-31.0,,100.0,,100.0
188893,-31.0,,100.0,,100.0
188899,-31.0,,100.0,,100.0
188910,-31.0,,100.0,,100.0
188937,-31.0,,100.0,,100.0
188950,-31.0,,100.0,,100.0
188974,-31.0,,100.0,,100.0
188984,-31.0,,100.0,,100.0
188991,-31.0,,100.0,,100.0
189002,-31.0,,100.0,,100.0
189026,-31.0,,100.0,,100.0
189040,-31.0,,100.0,,100.0
189048,-31.0,,100.0,,100.0
189058,-31.0,,100.0,,100.0
189065,-31.0,,100.0,,100.0
189075,-31.0,,100.0,,100.0
189102,-31.0,,100.0,,100.0
189110,-31.0,,100.0,,100.0
189137,-31.0,,100.0,,100.0
189144,-31.0,,100.0,,100.0
189152,-31.0,,100.0,,100.0
189162,-31.0,,100.0,,100.0
189190,-31.0,,100.0,,100.0
189204,-31.0,,100.0,,100.0
189226,-31.0,,100.0,,100.0
189228,-31.0,,100.0,,100.0
189233,-31.0,,100.0,,100.0
189256,-31.0,,100.0,,100.0
189279,-31.0,,100.0,,100.0
189292,-31.0,,100.0,,100.0
189316,-31.0,,100.0,,100.0
189326,-31.0,,100.0,,100.0
189335,-31.0,,100.0,,100.0
189347,-31.0,,100.0,,100.0
189369,-31.0,,100.0,,100.0
189379,-31.0,,100.0,,100.0
189404,-31.0,,100.0,,100.0
189419,-31.0,,100.0,,100.0
189446,-31.0,,100.0,,100.0
189454,-31.0,,100.0,,100.0
189466,-31.0,,100.0,,100.0
189478,-31.0,,100.0,,100.0
189498,-31.0,,100.0,,100.0
189507,-31.0,,100.0,,100.0
189535,-31.0,,100.0,,100.0
189543,-31.0,,100.0,,100.0
189865,-31.0,,100.0,,100.0
189879,-31.0,,100.0,,100.0
189913,-31.0,,100.0,,100.0
189931,-31.0,,100.0,,100.0
189948,-31.0,,100.0,,100.0
189950,-31.0,,100.0,,100.0
189967,-31.0,,100.0,,100.0
189972,-31.0,,100.0,,100.0
189983,-31.0,,100.0,,100.0
190000,-31.0,,100.0,,100.0
190002,-31.0,,100.0,,100.0
190015,-31.0,,100.0,,100.0
190021,-31.0,,100.0,,100.0
190035,-31.0,,100.0,,100.0
190037,-31.0,,100.0,,100.0
190049,-31.0,,100.0,,100.0
190053,-31.0,,100.0,,100.0
190055,-31.0,,100.0,,100.0
190061,-31.0,,100.0,,100.0
190078,-31.0,,100.0,,100.0
190083,-31.0,,100.0,,100.0
190087,-31.0,,100.0,,100.0
190091,-31.0,,100.0,,100.0
190094,-31.0,,100.0,,100.0
190097,-31.0,,100.0,,100.0
190112,-31.0,,100.0,,100.0
190113,-31.0,,100.0,,100.0
190131,-31.0,,100.0,,100.0
190136,-31.0,,100.0,,100.0
190145,-31.0,,100.0,,100.0
190147,-31.0,,100.0,,100.0
190164,-31.0,,100.0,,100.0
190165,-31.0,,100.0,,100.0
190178,-31.0,,100.0,,100.0
190183,-31.0,,100.0,,100.0
190199,-31.0,,100.0,,100.0
190202,-31.0,,100.0,,100.0
190213,-31.0,,100.0,,100.0
190218,-31.0,,100.0,,100.0
190236,-31.0,,100.0,,100.0
190253,-31.0,,100.0,,100.0
190259,-31.0,,100.0,,100.0
190270,-31.0,,100.0,,100.0
190274,-31.0,,100.0,,100.0
190288,-31.0,,100.0,,100.0
190295,-31.0,,100.0,,100.0
190299,-31.0,,100.0,,100.0
190304,-31.0,,100.0,,100.0
190312,-31.0,,100.0,,100.0
190328,-31.0,,100.0,,100.0
190339,-31.0,,100.0,,100.0
190364,-31.0,,100.0,,100.0
190374,-31.0,,100.0,,100.0
190399,-31.0,,100.0,,100.0
190414,-31.0,,100.0,,100.0
190441,-31.0,,100.0,,100.0
190454,-31.0,,100.0,,100.0
190474,-31.0,,100.0,,100.0
190483,-31.0,,100.0,,100.0
190506,-31.0,,100.0,,100.0
190512,-31.0,,100.0,,100.0
190531,-31.0,,100.0,,100.0
190538,-31.0,,100.0,,100.0
190563,-31.0,,100.0,,100.0
190574,-31.0,,100.0,,100.0
190581,-31.0,,100.0,,100.0
190591,-31.0,,100.0,,100.0
190617,-31.0,,100.0,,100.0
190626,-31.0,,100.0,,100.0
190636,-31.0,,100.0,,100.0
190649,-31.0,,100.0,,100.0
190670,-31.0,,100.0,,100.0
190679,-31.0,,100.0,,100.0
190705,-31.0,,100.0,,100.0
190721,-31.0,,100.0,,100.0
190727,-31.0,,100.0,,100.0
190732,-31.0,,100.0,,100.0
190754,-31.0,,100.0,,100.0
190764,-31.0,,100.0,,100.0
190788,-31.0,,100.0,,100.0
190796,-31.0,,100.0,,100.0
192691,-31.0,,100.0,,100.0
192707,-31.0,,100.0,,100.0
192735,-31.0,,100.0,,100.0
192757,-31.0,,100.0,,100.0
192763,-31.0,,100.0,,100.0
192778,-31.0,,100.0,,100.0
192805,-31.0,,100.0,,100.0
192815,-31.0,,100.0,,100.0
192838,-31.0,,100.0,,100.0
192847,-31.0,,100.0,,100.0
192944,-31.0,,100.0,,100.0
192958,-31.0,,100.0,,100.0
192983,-31.0,,100.0,,100.0
192992,-31.0,,100.0,,100.0
193016,-31.0,,100.0,,100.0
193028,-31.0,,100.0,,100.0
193126,-31.0,,100.0,,100.0
193140,-31.0,,100.0,,100.0
193164,-31.0,,100.0,,100.0
193175,-31.0,,100.0,,100.0
193203,-31.0,,100.0,,100.0
193212,-31.0,,100.0,,100.0
193238,-31.0,,100.0,,100.0
193247,-31.0,,100.0,,100.0
193360,-31.0,,100.0,,100.0
193375,-31.0,,100.0,,100.0
193399,-31.0,,100.0,,100.0
193410,-31.0,,100.0,,100.0
193434,-31.0,,100.0,,100.0
193444,-31.0,,100.0,,100.0
193545,-31.0,,100.0,,100.0
193561,-31.0,,100.0,,100.0
193587,-31.0,,100.0,,100.0
193594,-31.0,,100.0,,100.0
193622,-31.0,,100.0,,100.0
193634,-31.0,,100.0,,100.0
193761,-31.0,,100.0,,100.0
193777,-31.0,,100.0,,100.0
193828,-31.0,,100.0,,100.0
193848,-31.0,,100.0,,100.0
193956,-31.0,,100.0,,100.0
193977,-31.0,,100.0,,100.0
193997,-31.0,,100.0,,100.0
194006,-31.0,,100.0,,100.0
194012,-31.0,,100.0,,100.0
194025,-31.0,,100.0,,100.0
194030,-31.0,,100.0,,100.0
194041,-31.0,,100.0,,100.0
194048,-31.0,,100.0,,100.0
194060,-31.0,,100.0,,100.0
194155,-31.0,,100.0,,100.0
194174,-31.0,,100.0,,100.0
194194,-31.0,,100.0,,100.0
194211,-31.0,,100.0,,100.0
194224,-31.0,,100.0,,100.0
194239,-31.0,,100.0,,100.0
194245,-31.0,,100.0,,100.0
194258,-31.0,,100.0,,100.0
194359,-31.0,,100.0,,100.0
194373,-31.0,,100.0,,100.0
194395,-31.0,,100.0,,100.0
194412,-31.0,,100.0,,100.0
194435,-31.0,,100.0,,100.0
194446,-31.0,,100.0,,100.0
194565,-31.0,,100.0,,100.0
194573,-31.0,,100.0,,100.0
194595,-31.0,,100.0,,100.0
194604,-31.0,,100.0,,100.0
194625,-31.0,,100.0,,100.0
194639,-31.0,,100.0,,100.0
194644,-31.0,,100.0,,100.0
194657,-31.0,,100.0,,100.0
194662,-31.0,,100.0,,100.0
194676,-31.0,,100.0,,100.0
199896,-31.0,,100.0,,100.0
199902,-31.0,,100.0,,100.0
199927,-31.0,,100.0,,100.0
199938,-31.0,,100.0,,100.0
199961,-31.0,,100.0,,100.0
199972,-31.0,,100.0,,100.0
200076,-31.0,,100.0,,100.0
200094,-31.0,,100.0,,100.0
200120,-31.0,,100.0,,100.0
200128,-31.0,,100.0,,100.0
200156,-31.0,,100.0,,100.0
200166,-31.0,,100.0,,100.0
200172,-31.0,,100.0,,100.0
200184,-31.0,,100.0,,100.0
200274,-31.0,,100.0,,100.0
200294,-31.0,,100.0,,100.0
200322,-31.0,,100.0,,100.0
200323,-31.0,,100.0,,100.0
200346,-31.0,,100.0,,100.0
200351,-31.0,,100.0,,100.0
200455,-31.0,,100.0,,100.0
200471,-31.0,,100.0,,100.0
200496,-31.0,,100.0,,100.0
200503,-31.0,,100.0,,100.0
200531,-31.0,,100.0,,100.0
200538,-31.0,,100.0,,100.0
200654,-31.0,,100.0,,100.0
200667,-31.0,,100.0,,100.0
200694,-31.0,,100.0,,100.0
200704,-31.0,,100.0,,100.0
200729,-31.0,,100.0,,100.0
200743,-31.0,,100.0,,100.0
200888,-31.0,,100.0,,100.0
200903,-31.0,,100.0,,100.0
200931,-31.0,,100.0,,100.0
200938,-31.0,,100.0,,100.0
200967,-31.0,,100.0,,100.0
200975,-31.0,,100.0,,100.0
201108,-31.0,,100.0,,100.0
201122,-31.0,,100.0,,100.0
201149,-31.0,,100.0,,100.0
201155,-31.0,,100.0,,100.0
201180,-31.0,,100.0,,100.0
201185,-31.0,,100.0,,100.0
201323,-31.0,,100.0,,100.0
201337,-31.0,,100.0,,100.0
201361,-31.0,,100.0,,100.0
201369,-31.0,,100.0,,100.0
201393,-31.0,,100.0,,100.0
201403,-31.0,,100.0,,100.0
201559,-31.0,,100.0,,100.0
201573,-31.0,,100.0,,100.0
201598,-31.0,,100.0,,100.0
201599,-31.0,,100.0,,100.0
201624,-31.0,,100.0,,100.0
201632,-31.0,,100.0,,100.0
201791,-31.0,,100.0,,100.0
201804,-31.0,,100.0,,100.0
201834,-31.0,,100.0,,100.0
201846,-31.0,,100.0,,100.0
201872,-31.0,,100.0,,100.0
201881,-31.0,,100.0,,100.0
202009,-31.0,,100.0,,100.0
202023,-31.0,,100.0,,100.0
202041,-31.0,,100.0,,100.0
202052,-31.0,,100.0,,100.0
202084,-31.0,,100.0,,100.0
202101,-31.0,,100.0,,100.0
202242,-31.0,,100.0,,100.0
202257,-31.0,,100.0,,100.0
202274,-31.0,,100.0,,100.0
202284,-31.0,,100.0,,100.0
202307,-31.0,,100.0,,100.0
202318,-31.0,,100.0,,100.0
202473,-31.0,,100.0,,100.0
