,A2APLCDM5WB4D,AZSSG2REHDX18,AF8GOPFSTWCH8,AD2M4BF7KYVQW,ASL9LVC97FUCZ
260262,,-100.0,-100.0,-100.0,-26.0
260265,,-100.0,-100.0,-100.0,-26.333333333333332
260271,,-100.0,-100.0,-100.0,-26.666666666666668
260277,,-100.0,-100.0,-100.0,-27.0
260281,,-100.0,-100.0,-100.0,-27.0
260282,,-100.0,-100.0,-100.0,-27.333333333333332
260288,,-100.0,-100.0,-100.0,-27.666666666666668
260296,,-100.0,-100.0,-100.0,-28.0
260300,,-100.0,-100.0,-100.0,-28.0
260305,,-100.0,-100.0,-100.0,-28.0
260306,,-100.0,-100.0,-100.0,-28.0
260314,,-100.0,-100.0,-100.0,-28.5
260315,,-100.0,-100.0,-100.0,-29.0
260319,,-100.0,-100.0,-100.0,-29.0
260320,,-100.0,-100.0,-100.0,-29.666666666666668
260331,,-100.0,-100.0,-100.0,-30.333333333333332
260335,,-100.0,-100.0,-100.0,-31.0
260337,,-100.0,-100.0,-100.0,-31.0
260348,,-100.0,-100.0,-100.0,-31.0
260354,,-100.0,-100.0,-100.0,-31.0
260364,,-100.0,-100.0,-100.0,-31.0
260370,,-100.0,-100.0,-100.0,-31.0
260383,,-100.0,-100.0,-100.0,-31.0
260388,,-100.0,-100.0,-100.0,-31.0
260397,,-100.0,-100.0,-100.0,-31.0
260404,,-100.0,-100.0,-100.0,-31.0
260414,,-100.0,-100.0,-100.0,-31.0
260420,,-100.0,-100.0,-100.0,-31.0
260431,,-100.0,-100.0,-100.0,-31.0
260437,,-100.0,-100.0,-100.0,-31.0
260449,,-100.0,-100.0,-100.0,-31.0
260454,,-100.0,-100.0,-100.0,-31.0
260481,,-100.0,-100.0,-100.0,-31.0
260486,,-100.0,-100.0,-100.0,-31.0
260497,,-100.0,-100.0,-100.0,-31.0
260503,,-100.0,-100.0,-100.0,-31.0
260515,,-100.0,-100.0,-100.0,-31.0
260519,,-100.0,-100.0,-100.0,-31.0
260530,,-100.0,-100.0,-100.0,-31.0
260535,,-100.0,-100.0,-100.0,-31.0
260551,,-100.0,-100.0,-100.0,-31.0
260555,,-100.0,-100.0,-100.0,-31.0
260563,,-100.0,-100.0,-100.0,-31.0
260568,,-100.0,-100.0,-100.0,-31.0
260580,,-100.0,-100.0,-100.0,-31.0
260585,,-100.0,-100.0,-100.0,-31.0
260588,,-100.0,-100.0,-100.0,-31.0
260597,,-100.0,-100.0,-100.0,-31.333333333333332
260602,,-100.0,-100.0,-100.0,-31.666666666666668
260614,,-100.0,-100.0,-100.0,-32.0
260619,,-100.0,-100.0,-100.0,-32.0
260621,,-100.0,-100.0,-100.0,-32.0
260632,,-100.0,-100.0,-100.0,-32.333333333333336
260637,,-100.0,-100.0,-100.0,-32.666666666666664
260642,,-100.0,-100.0,-100.0,-33.0
260647,,-100.0,-100.0,-100.0,-33.0
260652,,-100.0,-100.0,-100.0,-33.0
260654,,-100.0,-100.0,-100.0,-33.0
260663,,-100.0,-100.0,-100.0,-33.5
260668,,-100.0,-100.0,-100.0,-34.0
260669,,-100.0,-100.0,-100.0,-34.0
260678,,-100.0,-100.0,-100.0,-34.0
260680,,-100.0,-100.0,-100.0,-34.25
260685,,-100.0,-100.0,-100.0,-34.5
260697,,-100.0,-100.0,-100.0,-34.75
260698,,-100.0,-100.0,-100.0,-35.0
260702,,-100.0,-100.0,-100.0,-35.0
260714,,-100.0,-100.0,-100.0,-35.0
260723,,-100.0,-100.0,-100.0,-35.0
260730,,-100.0,-100.0,-100.0,-35.0
260735,,-100.0,-100.0,-100.0,-35.0
260747,,-100.0,-100.0,-100.0,-35.0
260752,,-100.0,-100.0,-100.0,-35.0
260767,,-100.0,-100.0,-100.0,-35.0
260771,,-100.0,-100.0,-100.0,-35.0
260780,,-100.0,-100.0,-100.0,-35.0
260785,,-100.0,-100.0,-100.0,-35.0
260798,,-100.0,-100.0,-100.0,-35.0
260803,,-100.0,-100.0,-100.0,-35.0
260822,,-100.0,-100.0,-100.0,-35.0
260827,,-100.0,-100.0,-100.0,-35.0
260846,,-100.0,-100.0,-100.0,-35.0
260852,,-100.0,-100.0,-100.0,-35.0
260863,,-100.0,-100.0,-100.0,-35.0
260868,,-100.0,-100.0,-100.0,-35.0
260882,,-100.0,-100.0,-100.0,-35.0
260886,,-100.0,-100.0,-100.0,-35.0
260896,,-100.0,-100.0,-100.0,-35.0
260901,,-100.0,-100.0,-100.0,-35.0
260913,,-100.0,-100.0,-100.0,-35.0
260918,,-100.0,-100.0,-100.0,-35.0
260929,,-100.0,-100.0,-100.0,-35.0
260934,,-100.0,-100.0,-100.0,-35.0
260946,,-100.0,-100.0,-100.0,-35.0
260951,,-100.0,-100.0,-100.0,-35.0
260963,,-100.0,-100.0,-100.0,-35.0
260970,,-100.0,-100.0,-100.0,-35.0
260980,,-100.0,-100.0,-100.0,-35.0
260985,,-100.0,-100.0,-100.0,-35.0
261000,,-100.0,-100.0,-100.0,-35.0
261133,,-100.0,-100.0,-100.0,-35.0
261148,,-100.0,-100.0,-100.0,-35.0
261152,,-100.0,-100.0,-100.0,-35.0
261180,,-100.0,-100.0,-100.0,-35.0
261185,,-100.0,-100.0,-100.0,-35.0
261196,,-100.0,-100.0,-100.0,-35.0
261202,,-100.0,-100.0,-100.0,-35.0
261213,,-100.0,-100.0,-100.0,-35.0
261219,,-100.0,-100.0,-100.0,-35.0
261229,,-100.0,-100.0,-100.0,-35.0
261234,,-100.0,-100.0,-100.0,-35.0
261246,,-100.0,-100.0,-100.0,-35.0
261285,,-100.0,-100.0,-100.0,-35.0
261302,,-100.0,-100.0,-100.0,-36.0
261309,,-100.0,-100.0,-100.0,-36.0
261324,,-100.0,-100.0,-100.0,-37.0
261331,,-100.0,-100.0,-100.0,-37.0
261343,,-100.0,-100.0,-100.0,-38.0
261349,,-100.0,-100.0,-100.0,-38.0
261357,,-100.0,-100.0,-100.0,-39.0
261360,,-100.0,-100.0,-100.0,-39.0
261371,,-100.0,-100.0,-100.0,-40.0
261551,,-100.0,-100.0,-100.0,-40.0
261572,,-100.0,-100.0,-100.0,-41.0
261589,,-100.0,-100.0,-100.0,-41.0
261604,,-100.0,-100.0,-100.0,-42.0
261608,,-100.0,-100.0,-100.0,-42.0
261620,,-100.0,-100.0,-100.0,-43.0
261625,,-100.0,-100.0,-100.0,-43.0
261634,,-100.0,-100.0,-100.0,-44.0
261639,,-100.0,-100.0,-100.0,-44.0
261652,,-100.0,-100.0,-100.0,-45.0
261655,,-100.0,-100.0,-100.0,-45.0
261669,,-100.0,-100.0,-100.0,-46.0
261676,,-100.0,-100.0,-100.0,-46.0
261685,,-100.0,-100.0,-100.0,-47.0
261925,,-100.0,-100.0,-100.0,-47.0
261942,,-100.0,-100.0,-100.0,-47.0
261958,,-100.0,-100.0,-100.0,-47.0
261975,,-100.0,-100.0,-100.0,-47.0
261992,,-100.0,-100.0,-100.0,-47.0
262008,,-100.0,-100.0,-100.0,-47.0
262025,,-100.0,-100.0,-100.0,-47.0
262054,,-100.0,-100.0,-100.0,-47.0
262071,,-100.0,-100.0,-100.0,-48.0
262074,,-100.0,-100.0,-100.0,-48.0
262090,,-100.0,-100.0,-100.0,-49.0
262098,,-100.0,-100.0,-100.0,-49.0
262105,,-100.0,-100.0,-100.0,-50.0
262108,,-100.0,-100.0,-100.0,-50.0
262119,,-100.0,-100.0,-100.0,-51.0
262126,,-100.0,-100.0,-100.0,-51.0
262134,,-100.0,-100.0,-100.0,-52.0
262137,,-100.0,-100.0,-100.0,-52.0
262151,,-100.0,-100.0,-100.0,-53.0
262161,,-100.0,-100.0,-100.0,-53.0
262169,,-100.0,-100.0,-100.0,-54.0
262170,,-100.0,-100.0,-100.0,
262826,,-100.0,-100.0,-100.0,
262843,,-100.0,-100.0,-100.0,
262859,,-100.0,-100.0,-100.0,
262876,,-100.0,-100.0,-100.0,
262893,,-100.0,-100.0,-100.0,
262909,,-100.0,-100.0,-100.0,
262926,,-100.0,-100.0,-100.0,
262943,,-100.0,-100.0,-100.0,
263321,,-100.0,-100.0,-100.0,
263322,-59.0,-100.0,-100.0,-100.0,
263381,-58.0,-100.0,-100.0,-100.0,
263382,,-100.0,-100.0,-100.0,
264144,,-100.0,-100.0,-100.0,
264161,,-100.0,-100.0,-100.0,
264177,,-100.0,-100.0,-100.0,
264194,,-100.0,-100.0,-100.0,
264212,,-100.0,-100.0,-100.0,
264227,,-100.0,-100.0,-100.0,
264244,,-100.0,-100.0,-100.0,
265282,,-100.0,-100.0,-100.0,
265283,,-100.0,-100.0,-100.0,-64.0
265299,,-100.0,-100.0,-100.0,-63.0
265303,,-100.0,-100.0,-100.0,-63.0
265332,,-100.0,-100.0,-100.0,-61.0
265336,,-100.0,-100.0,-100.0,-61.0
265367,,-100.0,-100.0,-100.0,-59.0
265374,,-100.0,-100.0,-100.0,-59.0
265399,,-100.0,-100.0,-100.0,-58.0
265879,,-100.0,-100.0,-100.0,-58.0
265896,,-100.0,-100.0,-100.0,-58.0
265913,,-100.0,-100.0,-100.0,-58.0
265929,,-100.0,-100.0,-100.0,-58.0
265946,,-100.0,-100.0,-100.0,-58.0
265963,,-100.0,-100.0,-100.0,-58.0
265979,,-100.0,-100.0,-100.0,-58.0
266463,,-100.0,-100.0,-100.0,-58.0
266480,,-100.0,-100.0,-100.0,-58.0
266496,,-100.0,-100.0,-100.0,-58.0
266513,,-100.0,-100.0,-100.0,-58.0
266530,,-100.0,-100.0,-100.0,-58.0
266547,,-100.0,-100.0,-100.0,-58.0
269316,,-100.0,-100.0,-100.0,-58.0
269334,,-100.0,-100.0,-100.0,-58.0
269350,,-100.0,-100.0,-100.0,-58.0
269366,,-100.0,-100.0,-100.0,-58.0
269383,,-100.0,-100.0,-100.0,-58.0
269555,,-100.0,-100.0,-100.0,-58.0
269569,,-100.0,-100.0,-100.0,-58.0
269576,,-100.0,-100.0,-100.0,-58.0
269601,,-100.0,-100.0,-100.0,-58.0
269608,,-100.0,-100.0,-100.0,-58.0
269634,,-100.0,-100.0,-100.0,-58.0
269642,,-100.0,-100.0,-100.0,-58.0
269667,,-100.0,-100.0,-100.0,-58.0
269674,,-100.0,-100.0,-100.0,-58.0
269683,,-100.0,-100.0,-100.0,-58.0
269690,,-100.0,-100.0,-100.0,-58.0
269700,,-100.0,-100.0,-100.0,-58.0
269708,,-100.0,-100.0,-100.0,-58.0
269734,,-100.0,-100.0,-100.0,-58.0
269758,,-100.0,-100.0,-100.0,-58.0
269783,,-100.0,-100.0,-100.0,-58.0
270885,,-100.0,-100.0,-100.0,-58.0
270901,,-100.0,-100.0,-100.0,-58.0
270905,,-100.0,-100.0,-100.0,-58.0
270914,,-100.0,-100.0,-100.0,-58.0
270920,,-100.0,-100.0,-100.0,-58.0
270931,,-100.0,-100.0,-100.0,-58.0
270938,,-100.0,-100.0,-100.0,-58.0
270948,,-100.0,-100.0,-100.0,-58.0
270955,,-100.0,-100.0,-100.0,-58.0
270967,,-100.0,-100.0,-100.0,-58.0
270972,,-100.0,-100.0,-100.0,-58.0
270981,,-100.0,-100.0,-100.0,-58.0
270987,,-100.0,-100.0,-100.0,-58.0
270999,,-100.0,-100.0,-100.0,-58.0
271004,,-100.0,-100.0,-100.0,-58.0
271015,,-100.0,-100.0,-100.0,-58.0
271020,,-100.0,-100.0,-100.0,-58.0
271032,,-100.0,-100.0,-100.0,-58.0
271039,,-100.0,-100.0,-100.0,-58.0
271050,,-100.0,-100.0,-100.0,-58.0
271054,,-100.0,-100.0,-100.0,-58.0
271065,,-100.0,-100.0,-100.0,-58.0
272120,,-100.0,-100.0,-100.0,-58.0
272138,,-100.0,-100.0,-100.0,-58.0
272153,,-100.0,-100.0,-100.0,-58.0
272169,,-100.0,-100.0,-100.0,-58.0
272920,,-100.0,-100.0,-100.0,-58.0
272937,,-100.0,-100.0,-100.0,-58.0
272954,,-100.0,-100.0,-100.0,-58.0
272970,,-100.0,-100.0,-100.0,-58.0
272987,,-100.0,-100.0,-100.0,-58.0
273004,,-100.0,-100.0,-100.0,-58.0
274861,,-100.0,-100.0,-100.0,-58.0
274877,,-100.0,-100.0,-100.0,-58.0
274883,,-100.0,-100.0,-100.0,-58.0
274909,,-100.0,-100.0,-100.0,-58.0
274916,,-100.0,-100.0,-100.0,-58.0
274925,,-100.0,-100.0,-100.0,-58.0
274932,,-100.0,-100.0,-100.0,-58.0
274941,,-100.0,-100.0,-100.0,-58.0
274948,,-100.0,-100.0,-100.0,-58.0
274958,,-100.0,-100.0,-100.0,-58.0
274964,,-100.0,-100.0,-100.0,-58.0
274975,,-100.0,-100.0,-100.0,-58.0
274983,,-100.0,-100.0,-100.0,-58.0
274992,,-100.0,-100.0,-100.0,-58.0
274997,,-100.0,-100.0,-100.0,-58.0
275026,,-100.0,-100.0,-100.0,-58.0
275032,,-100.0,-100.0,-100.0,-58.0
275059,,-100.0,-100.0,-100.0,-58.0
275069,,-100.0,-100.0,-100.0,-58.0
275091,,-100.0,-100.0,-100.0,-58.0
275099,,-100.0,-100.0,-100.0,-58.0
275108,,-100.0,-100.0,-100.0,-58.0
275115,,-100.0,-100.0,-100.0,-58.0
275141,,-100.0,-100.0,-100.0,-58.0
275150,,-100.0,-100.0,-100.0,-58.0
275174,,-100.0,-100.0,-100.0,-58.0
275182,,-100.0,-100.0,-100.0,-58.0
275191,,-100.0,-100.0,-100.0,-58.0
275198,,-100.0,-100.0,-100.0,-58.0
275231,,-100.0,-100.0,-100.0,-58.0
275237,,-100.0,-100.0,-100.0,-58.0
275257,,-100.0,-100.0,-100.0,-58.0
275265,,-100.0,-100.0,-100.0,-58.0
275275,,-100.0,-100.0,-100.0,-58.0
275284,,-100.0,-100.0,-100.0,-58.0
275310,,-100.0,-100.0,-100.0,-58.0
275317,,-100.0,-100.0,-100.0,-58.0
275341,,-100.0,-100.0,-100.0,-58.0
275346,,-100.0,-100.0,-100.0,-58.0
275357,,-100.0,-100.0,-100.0,-58.0
275365,,-100.0,-100.0,-100.0,-58.0
275391,,-100.0,-100.0,-100.0,-58.0
275399,,-100.0,-100.0,-100.0,-58.0
275408,,-100.0,-100.0,-100.0,-58.0
275414,,-100.0,-100.0,-100.0,-58.0
275441,,-100.0,-100.0,-100.0,-58.0
275450,,-100.0,-100.0,-100.0,-58.0
275456,,-100.0,-100.0,-100.0,-58.0
275458,,-100.0,-100.0,-100.0,-58.0
275466,,-100.0,-100.0,-100.0,-58.0
275474,,-100.0,-100.0,-100.0,-58.0
275477,,-100.0,-100.0,-100.0,-58.0
275483,,-100.0,-100.0,-100.0,-58.0
275490,,-100.0,-100.0,-100.0,-58.0
275492,,-100.0,-100.0,-100.0,-58.0
275499,,-100.0,-100.0,-100.0,-58.0
275507,,-100.0,-100.0,-100.0,-58.0
275510,,-100.0,-100.0,-100.0,-58.0
275514,,-100.0,-100.0,-100.0,-58.0
275523,,-100.0,-100.0,-100.0,-58.0
275524,,-100.0,-100.0,-100.0,-58.0
275530,,-100.0,-100.0,-100.0,-58.0
275540,,-100.0,-100.0,-100.0,-58.0
275546,,-100.0,-100.0,-100.0,-58.0
275557,,-100.0,-100.0,-100.0,-58.0
275559,,-100.0,-100.0,-100.0,-58.0
275564,,-100.0,-100.0,-100.0,-58.0
275573,,-100.0,-100.0,-100.0,-58.0
275574,,-100.0,-100.0,-100.0,-58.0
275580,,-100.0,-100.0,-100.0,-58.0
275590,,-100.0,-100.0,-100.0,-58.0
275595,,-100.0,-100.0,-100.0,-58.0
278500,,-100.0,-100.0,-100.0,-58.0
278517,,-100.0,-100.0,-100.0,-57.0
278524,,-100.0,-100.0,-100.0,-57.0
278565,,-100.0,-100.0,-100.0,-54.0
278571,,-100.0,-100.0,-100.0,-54.0
278599,,-100.0,-100.0,-100.0,-53.0
278627,,-100.0,-100.0,-100.0,-53.0
278644,,-100.0,-100.0,-100.0,-53.0
278660,,-100.0,-100.0,-100.0,-53.0
278677,,-100.0,-100.0,-100.0,-53.0
278693,,-100.0,-100.0,-100.0,-53.0
278710,,-100.0,-100.0,-100.0,-53.0
278727,,-100.0,-100.0,-100.0,-53.0
278743,,-100.0,-100.0,-100.0,-53.0
278761,,-100.0,-100.0,-100.0,-53.0
278777,,-100.0,-100.0,-100.0,-53.0
278793,,-100.0,-100.0,-100.0,-53.0
278810,,-100.0,-100.0,-100.0,-53.0
278827,,-100.0,-100.0,-100.0,-53.0
278844,,-100.0,-100.0,-100.0,-53.0
278860,,-100.0,-100.0,-100.0,-53.0
278877,,-100.0,-100.0,-100.0,-53.0
278894,,-100.0,-100.0,-100.0,-53.0
278910,,-100.0,-100.0,-100.0,-53.0
278927,,-100.0,-100.0,-100.0,-53.0
278944,,-100.0,-100.0,-100.0,-53.0
278960,,-100.0,-100.0,-100.0,-53.0
278977,,-100.0,-100.0,-100.0,-53.0
278994,,-100.0,-100.0,-100.0,-53.0
279010,,-100.0,-100.0,-100.0,-53.0
279027,,-100.0,-100.0,-100.0,-53.0
279044,,-100.0,-100.0,-100.0,-53.0
279060,,-100.0,-100.0,-100.0,-53.0
279077,,-100.0,-100.0,-100.0,-53.0
279094,,-100.0,-100.0,-100.0,-53.0
279111,,-100.0,-100.0,-100.0,-53.0
279127,,-100.0,-100.0,-100.0,-53.0
279683,,-100.0,-100.0,-100.0,-53.0
279701,,-100.0,-100.0,-100.0,-52.0
279707,,-100.0,-100.0,-100.0,-52.0
279732,,-100.0,-100.0,-100.0,-50.0
279738,,-100.0,-100.0,-100.0,-50.0
279765,,-100.0,-100.0,-100.0,-48.0
279772,,-100.0,-100.0,-100.0,-48.0
279799,,-100.0,-100.0,-100.0,-46.0
280629,,-100.0,-100.0,-100.0,-46.0
280648,,-100.0,-100.0,-100.0,-46.0
280663,,-100.0,-100.0,-100.0,-46.0
280670,,-100.0,-100.0,-100.0,-46.0
280679,,-100.0,-100.0,-100.0,-46.0
280687,,-100.0,-100.0,-100.0,-46.0
280694,,-100.0,-100.0,-100.0,-46.0
280696,,-100.0,-100.0,-100.0,-46.0
280712,,-100.0,-100.0,-100.0,-46.0
280716,,-100.0,-100.0,-100.0,-46.0
280725,,-100.0,-100.0,-100.0,-46.0
280729,,-100.0,-100.0,-100.0,-46.0
280746,,-100.0,-100.0,-100.0,-46.0
280750,,-100.0,-100.0,-100.0,-46.0
280751,,-100.0,-100.0,-100.0,-46.0
280759,,-100.0,-100.0,-100.0,-45.666666666666664
280762,,-100.0,-100.0,-100.0,-45.333333333333336
280766,,-100.0,-100.0,-100.0,-45.0
280773,,-100.0,-100.0,-100.0,-45.0
280779,,-100.0,-100.0,-100.0,-44.333333333333336
280796,,-100.0,-100.0,-100.0,-43.666666666666664
280798,,-100.0,-100.0,-100.0,-43.0
280800,,-100.0,-100.0,-100.0,-43.0
280803,,-100.0,-100.0,-100.0,-43.0
280807,,-100.0,-100.0,-100.0,-42.5
280812,,-100.0,-100.0,-100.0,-42.0
280829,,-100.0,-100.0,-100.0,-41.5
280834,,-100.0,-100.0,-100.0,-41.0
280838,,-100.0,-100.0,-100.0,-41.0
280846,,-100.0,-100.0,-100.0,-40.833333333333336
280850,,-100.0,-100.0,-100.0,-40.666666666666664
280862,,-100.0,-100.0,-100.0,-40.5
280863,,-100.0,-100.0,-100.0,-40.333333333333336
280879,,-100.0,-100.0,-100.0,-40.166666666666664
280882,,-100.0,-100.0,-100.0,-40.0
280883,,-100.0,-100.0,-100.0,-40.0
280889,,-100.0,-100.0,-100.0,-40.0
280896,,-100.0,-100.0,-100.0,-40.0
280900,,-100.0,-100.0,-100.0,-40.0
280905,,-100.0,-100.0,-100.0,-40.0
280912,,-100.0,-100.0,-100.0,-40.0
280915,,-100.0,-100.0,-100.0,-40.0
280922,,-100.0,-100.0,-100.0,-40.0
280929,,-100.0,-100.0,-100.0,-40.0
280932,,-100.0,-100.0,-100.0,-40.0
280939,,-100.0,-100.0,-100.0,-40.0
280946,,-100.0,-100.0,-100.0,-40.0
280949,,-100.0,-100.0,-100.0,-40.0
280954,,-100.0,-100.0,-100.0,-40.0
280963,,-100.0,-100.0,-100.0,-40.0
280965,,-100.0,-100.0,-100.0,-40.0
280972,,-100.0,-100.0,-100.0,-40.0
280979,,-100.0,-100.0,-100.0,-40.0
280982,,-100.0,-100.0,-100.0,-40.0
280988,,-100.0,-100.0,-100.0,-40.0
280996,,-100.0,-100.0,-100.0,-40.0
280999,,-100.0,-100.0,-100.0,-40.0
281004,,-100.0,-100.0,-100.0,-40.0
281013,,-100.0,-100.0,-100.0,-40.0
281029,,-100.0,-100.0,-100.0,-40.0
281032,,-100.0,-100.0,-100.0,-40.0
281038,,-100.0,-100.0,-100.0,-40.0
281046,,-100.0,-100.0,-100.0,-40.0
281048,,-100.0,-100.0,-100.0,-40.0
281055,,-100.0,-100.0,-100.0,-40.0
281063,,-100.0,-100.0,-100.0,-40.0
281065,,-100.0,-100.0,-100.0,-40.0
281071,,-100.0,-100.0,-100.0,-40.0
281079,,-100.0,-100.0,-100.0,-40.0
281082,,-100.0,-100.0,-100.0,-40.0
281089,,-100.0,-100.0,-100.0,-40.0
281096,,-100.0,-100.0,-100.0,-40.0
281099,,-100.0,-100.0,-100.0,-40.0
281105,,-100.0,-100.0,-100.0,-40.0
281113,,-100.0,-100.0,-100.0,-40.0
281115,,-100.0,-100.0,-100.0,-40.0
281123,,-100.0,-100.0,-100.0,-40.0
281129,,-100.0,-100.0,-100.0,-40.0
281148,,-100.0,-100.0,-100.0,-40.0
281154,,-100.0,-100.0,-100.0,-40.0
281165,,-100.0,-100.0,-100.0,-40.0
281171,,-100.0,-100.0,-100.0,-40.0
281182,,-100.0,-100.0,-100.0,-40.0
281190,,-100.0,-100.0,-100.0,-40.0
281215,,-100.0,-100.0,-100.0,-40.0
281222,,-100.0,-100.0,-100.0,-40.0
281233,,-100.0,-100.0,-100.0,-40.0
281238,,-100.0,-100.0,-100.0,-40.0
281248,,-100.0,-100.0,-100.0,-40.0
281255,,-100.0,-100.0,-100.0,-40.0
281265,,-100.0,-100.0,-100.0,-40.0
281271,,-100.0,-100.0,-100.0,-40.0
281281,,-100.0,-100.0,-100.0,-40.0
281288,,-100.0,-100.0,-100.0,-40.0
281299,,-100.0,-100.0,-100.0,-40.0
281319,,-100.0,-100.0,-100.0,-40.0
281331,,-100.0,-100.0,-100.0,-40.0
281338,,-100.0,-100.0,-100.0,-40.0
281351,,-100.0,-100.0,-100.0,-40.0
281358,,-100.0,-100.0,-100.0,-40.0
281368,,-100.0,-100.0,-100.0,-40.0
281372,,-100.0,-100.0,-100.0,-40.0
281381,,-100.0,-100.0,-100.0,-40.0
281389,,-100.0,-100.0,-100.0,-40.0
281401,,-100.0,-100.0,-100.0,-40.0
281406,,-100.0,-100.0,-100.0,-40.0
281415,,-100.0,-100.0,-100.0,-40.0
281421,,-100.0,-100.0,-100.0,-40.0
281433,,-100.0,-100.0,-100.0,-40.0
281441,,-100.0,-100.0,-100.0,-40.0
281451,,-100.0,-100.0,-100.0,-40.0
281456,,-100.0,-100.0,-100.0,-40.0
281466,,-100.0,-100.0,-100.0,-40.0
281472,,-100.0,-100.0,-100.0,-40.0
281481,,-100.0,-100.0,-100.0,-40.0
281488,,-100.0,-100.0,-100.0,-40.0
281499,,-100.0,-100.0,-100.0,-40.0
281506,,-100.0,-100.0,-100.0,-40.0
281516,,-100.0,-100.0,-100.0,-40.0
281523,,-100.0,-100.0,-100.0,-40.0
281531,,-100.0,-100.0,-100.0,-40.0
281539,,-100.0,-100.0,-100.0,-40.0
281553,,-100.0,-100.0,-100.0,-40.0
281558,,-100.0,-100.0,-100.0,-40.0
281567,,-100.0,-100.0,-100.0,-40.0
281572,,-100.0,-100.0,-100.0,-40.0
281586,,-100.0,-100.0,-100.0,-40.0
281605,,-100.0,-100.0,-100.0,-40.0
281616,,-100.0,-100.0,-100.0,-40.0
281622,,-100.0,-100.0,-100.0,-40.0
281631,,-100.0,-100.0,-100.0,-40.0
281642,,-100.0,-100.0,-100.0,-40.0
281650,,-100.0,-100.0,-100.0,-40.0
281655,,-100.0,-100.0,-100.0,-40.0
281666,,-100.0,-100.0,-100.0,-40.0
281672,,-100.0,-100.0,-100.0,-40.0
281683,,-100.0,-100.0,-100.0,-40.0
281689,,-100.0,-100.0,-100.0,-40.0
281698,,-100.0,-100.0,-100.0,-40.0
281706,,-100.0,-100.0,-100.0,-40.0
281714,,-100.0,-100.0,-100.0,-40.0
281722,,-100.0,-100.0,-100.0,-40.0
281731,,-100.0,-100.0,-100.0,-40.0
281739,,-100.0,-100.0,-100.0,-40.0
281747,,-100.0,-100.0,-100.0,-40.0
281755,,-100.0,-100.0,-100.0,-40.0
281772,,-100.0,-100.0,-100.0,-40.0
281790,,-100.0,-100.0,-100.0,-40.0
281797,,-100.0,-100.0,-100.0,-40.0
281803,,-100.0,-100.0,-100.0,-40.0
281814,,-100.0,-100.0,-100.0,-40.0
281820,,-100.0,-100.0,-100.0,-40.0
281832,,-100.0,-100.0,-100.0,-40.0
281837,,-100.0,-100.0,-100.0,-40.0
281849,,-100.0,-100.0,-100.0,-40.0
281854,,-100.0,-100.0,-100.0,-40.0
281866,,-100.0,-100.0,-100.0,-40.0
281870,,-100.0,-100.0,-100.0,-39.666666666666664
281881,,-100.0,-100.0,-100.0,-39.333333333333336
281883,,-100.0,-100.0,-100.0,-39.0
281886,,-100.0,-100.0,-100.0,-39.0
281899,,-100.0,-100.0,-100.0,-38.333333333333336
281904,,-100.0,-100.0,-100.0,-37.666666666666664
281915,,-100.0,-100.0,-100.0,-37.0
281920,,-100.0,-100.0,-100.0,-37.0
281921,,-100.0,-100.0,-100.0,-37.0
281930,,-100.0,-100.0,-100.0,-36.5
281936,,-100.0,-100.0,-100.0,-36.0
281948,,-100.0,-100.0,-100.0,-35.5
281954,,-100.0,-100.0,-100.0,-35.0
281964,,-100.0,-100.0,-100.0,-34.5
281965,,-100.0,-100.0,-100.0,-34.0
281969,,-100.0,-100.0,-100.0,-34.0
281982,,-100.0,-100.0,-100.0,-32.0
281986,,-100.0,-100.0,-100.0,-32.0
281990,,-100.0,-100.0,-100.0,-32.0
281997,,-100.0,-100.0,-100.0,-31.5
282003,,-100.0,-100.0,-100.0,-31.0
282014,,-100.0,-100.0,-100.0,-30.5
282016,,-100.0,-100.0,-100.0,-30.0
282020,,-100.0,-100.0,-100.0,-30.0
282033,,-100.0,-100.0,-100.0,-30.0
282038,,-100.0,-100.0,-100.0,-30.0
282047,,-100.0,-100.0,-100.0,-30.0
282053,,-100.0,-100.0,-100.0,-30.0
282066,,-100.0,-100.0,-100.0,-30.0
282070,,-100.0,-100.0,-100.0,-30.0
282080,,-100.0,-100.0,-100.0,-30.0
282086,,-100.0,-100.0,-100.0,-30.0
282097,,-100.0,-100.0,-100.0,-30.0
282102,,-100.0,-100.0,-100.0,-30.0
282115,,-100.0,-100.0,-100.0,-30.0
282120,,-100.0,-100.0,-100.0,-30.0
282134,,-100.0,-100.0,-100.0,-30.0
282137,,-100.0,-100.0,-100.0,-30.0
282148,,-100.0,-100.0,-100.0,-30.0
282156,,-100.0,-100.0,-100.0,-30.0
282164,,-100.0,-100.0,-100.0,-30.0
282170,,-100.0,-100.0,-100.0,-30.0
282181,,-100.0,-100.0,-100.0,-30.0
282186,,-100.0,-100.0,-100.0,-30.0
282197,,-100.0,-100.0,-100.0,-30.0
282203,,-100.0,-100.0,-100.0,-30.0
282215,,-100.0,-100.0,-100.0,-30.0
282219,,-100.0,-100.0,-100.0,-30.0
282232,,-100.0,-100.0,-100.0,-30.0
282236,,-100.0,-100.0,-100.0,-30.0
282248,,-100.0,-100.0,-100.0,-30.0
282253,,-100.0,-100.0,-100.0,-30.0
282263,,-100.0,-100.0,-100.0,-30.0
282266,,-100.0,-100.0,-100.0,-30.0
