,A2APLCDM5WB4D,AZSSG2REHDX18,AF8GOPFSTWCH8,AD2M4BF7KYVQW,ASL9LVC97FUCZ
53999,,-77.0,-20.0,-96.0,31.0
54016,,-77.0,-20.0,-96.0,30.0
54033,,-77.0,-20.0,-96.0,29.0
54480,,-77.0,-20.0,-96.0,29.0
54481,-2.0,-77.0,-20.0,-96.0,29.0
54521,-1.0,-77.0,-20.0,-96.0,29.0
54581,2.0,-77.0,-20.0,-96.0,29.0
54669,2.1,-77.0,-20.0,-96.0,29.0
54715,2.2,-77.0,-19.0,-96.0,29.0
54750,2.3,-77.0,-16.0,-96.0,29.0
54796,2.4,-77.0,-14.0,-96.0,29.0
55087,2.5,-77.0,-11.0,-96.0,29.0
55133,2.6,-77.0,-10.0,-96.0,29.0
55168,2.7,-77.0,-7.0,-96.0,29.0
55214,2.8,-77.0,-5.0,-96.0,29.0
55505,2.9,-77.0,-2.0,-96.0,29.0
55522,3.0,-77.0,-1.5,-96.0,29.0
55551,3.5,-77.0,-1.0,-96.0,29.0
55581,4.0,-77.0,0.0,-96.0,29.0
55586,5.0,-77.0,1.0,-96.0,29.0
55587,6.0,-77.0,,-96.0,29.0
55622,7.0,-77.0,,-96.0,29.0
55681,8.0,-77.0,,-96.0,29.0
56181,10.0,-77.0,,-96.0,29.0
56221,11.0,-77.0,,-96.0,29.0
56281,13.0,-77.0,,-96.0,29.0
56322,15.0,-77.0,,-96.0,29.0
56364,17.0,-77.0,,-96.0,29.0
58882,17.0,-77.0,,-96.0,29.0
58883,17.0,-77.0,2.0,-96.0,29.0
58930,17.0,-77.0,3.0,-96.0,29.0
58948,17.0,-77.0,4.5,-96.0,29.0
58964,17.0,-77.0,6.0,-96.0,29.0
58982,17.0,-77.0,7.0,-96.0,29.0
59011,17.0,-77.0,8.0,-96.0,29.0
59030,17.0,-77.0,9.0,-96.0,29.0
59046,17.0,-77.0,10.0,-96.0,29.0
59082,17.0,-77.0,11.5,-96.0,29.0
59092,17.0,-77.0,13.0,-96.0,29.0
59132,17.0,-77.0,13.0,-96.0,29.0
59136,17.0,-77.0,13.0,-96.0,29.5
59151,17.0,-77.0,13.0,-96.0,30.0
59155,17.0,-77.0,13.0,-96.0,31.0
59186,17.0,-77.0,13.0,-96.0,32.0
59199,17.0,-77.0,13.0,-96.0,33.0
59230,17.0,-77.0,13.0,-96.0,34.5
59233,17.0,-77.0,13.0,-96.0,36.0
59236,17.0,-77.0,13.0,-96.0,36.5
59252,17.0,-77.0,13.0,-96.0,37.0
59265,17.0,-77.0,13.0,-96.0,37.5
59266,17.0,-77.0,13.0,-96.0,38.0
59269,17.0,-77.0,13.0,-96.0,38.5
59282,17.0,-77.0,13.0,-96.0,39.0
59286,17.0,-77.0,13.0,-96.0,39.333333333333336
59296,17.0,-77.0,13.0,-96.0,39.666666666666664
59299,17.0,-77.0,13.0,-96.0,40.0
59302,17.0,-77.0,13.0,-96.0,40.666666666666664
59330,17.0,-77.0,13.0,-96.0,41.333333333333336
59333,17.0,-77.0,13.0,-96.0,42.0
59335,17.0,-77.0,13.0,-96.0,42.5
59346,17.0,-77.0,13.0,-96.0,43.0
59352,17.0,-77.0,13.0,-96.0,43.5
59366,17.0,-77.0,13.0,-96.0,44.0
59367,17.0,-77.0,13.0,-96.0,44.75
59369,17.0,-77.0,13.0,-96.0,45.5
59385,17.0,-77.0,13.0,-96.0,46.25
59400,17.0,-77.0,13.0,-96.0,47.0
59402,17.0,-77.0,13.0,-96.0,47.666666666666664
59419,17.0,-77.0,13.0,-96.0,48.333333333333336
59432,17.0,-77.0,13.0,-96.0,49.0
59436,17.0,-77.0,13.0,-96.0,49.5
59450,17.0,-77.0,13.0,-96.0,50.0
59455,17.0,-77.0,13.0,-96.0,51.0
59483,17.0,-77.0,13.0,-96.0,52.0
59485,17.0,-77.0,13.0,-96.0,52.75
59487,17.0,-77.0,13.0,-96.0,53.5
59502,17.0,-77.0,13.0,-96.0,54.25
59516,17.0,-77.0,13.0,-96.0,55.0
59518,17.0,-77.0,13.0,-96.0,55.333333333333336
59519,17.0,-77.0,13.0,-96.0,55.666666666666664
59532,17.0,-77.0,13.0,-96.0,56.0
59536,17.0,-77.0,13.0,-96.0,56.5
59549,17.0,-77.0,13.0,-96.0,57.0
59552,17.0,-77.0,13.0,-96.0,57.5
59566,17.0,-77.0,13.0,-96.0,58.0
59568,17.0,-77.0,13.0,-96.0,58.25
59571,17.0,-77.0,13.0,-96.0,58.5
59580,17.0,-77.0,13.0,-96.0,58.75
59582,17.0,-77.0,13.0,-96.0,59.0
59585,17.0,-77.0,13.0,-96.0,59.5
59599,17.0,-77.0,13.0,-96.0,60.0
59602,17.0,-77.0,13.0,-96.0,60.5
59615,17.0,-77.0,13.0,-96.0,61.0
59620,17.0,-77.0,13.0,-96.0,61.5
59632,17.0,-77.0,13.0,-96.0,62.0
59634,17.0,-77.0,13.0,-96.0,62.333333333333336
59635,17.0,-77.0,13.0,-96.0,62.666666666666664
59649,17.0,-77.0,13.0,-96.0,63.0
59651,17.0,-77.0,13.0,-96.0,63.5
59652,17.0,-77.0,13.0,-96.0,64.0
59658,17.0,-77.0,13.0,-96.0,64.5
59666,17.1,-77.0,13.0,-96.0,65.0
59668,17.2,-77.0,13.0,-96.0,65.25
59671,17.3,-77.0,13.0,-96.0,65.5
59678,17.4,-77.0,13.0,-96.0,65.75
59682,17.5,-77.0,13.0,-95.75,66.0
59685,17.6,-77.0,13.0,-95.5,66.25
59693,17.7,-77.0,13.0,-95.25,66.5
59696,17.8,-77.0,13.0,-95.0,66.75
59699,17.9,-77.0,13.0,-94.9,67.0
59701,18.0,-77.0,13.0,-94.8,67.5
59715,18.285714285714285,-77.0,13.0,-94.7,68.0
59718,18.571428571428573,-77.0,13.0,-94.6,68.33333333333333
59719,18.857142857142858,-77.0,13.0,-94.5,68.66666666666667
59733,19.142857142857142,-77.0,13.0,-94.4,69.0
59735,19.428571428571427,-77.0,13.0,-94.3,69.28571428571429
59736,19.714285714285715,-77.0,13.0,-94.2,69.57142857142857
59741,20.0,-77.0,13.0,-94.1,69.85714285714286
59745,20.181818181818183,-77.0,13.0,-94.0,70.14285714285714
59751,20.363636363636363,-77.0,13.0,-93.625,70.42857142857143
59752,20.545454545454547,-77.0,13.0,-93.25,70.71428571428571
59765,20.727272727272727,-77.0,13.0,-92.875,71.0
59768,20.90909090909091,-77.0,13.0,-92.5,71.5
59783,21.09090909090909,-77.0,13.0,-92.125,72.0
59784,21.272727272727273,-77.0,13.0,-91.75,72.14285714285714
59785,21.454545454545453,-77.0,13.0,-91.375,72.28571428571429
59795,21.636363636363637,-77.0,13.0,-91.0,72.42857142857143
59801,21.81818181818182,-77.0,13.0,-90.66666666666667,72.57142857142857
59802,22.0,-77.0,13.0,-90.33333333333333,72.71428571428571
59812,22.08823529411765,-77.0,13.0,-90.0,72.85714285714286
59816,22.176470588235293,-77.0,13.0,-89.75,73.0
59818,22.264705882352942,-77.0,13.0,-89.5,73.5
59819,22.352941176470587,-77.0,13.0,-89.25,74.0
59828,22.441176470588236,-77.0,13.0,-89.0,74.5
59832,22.529411764705884,-77.0,13.0,-88.71428571428571,75.0
59834,22.61764705882353,-77.0,13.0,-88.42857142857143,75.33333333333333
59836,22.705882352941178,-77.0,13.0,-88.14285714285714,75.66666666666667
59849,22.794117647058822,-77.0,13.0,-87.85714285714286,76.0
59851,22.88235294117647,-77.0,13.0,-87.57142857142857,76.25
59852,22.970588235294116,-77.0,13.0,-87.28571428571429,76.5
59861,23.058823529411764,-77.0,13.0,-87.0,76.75
59865,23.147058823529413,-77.0,13.0,-86.75,77.0
59868,23.235294117647058,-77.0,13.0,-86.5,77.25
59869,23.323529411764707,-77.0,13.0,-86.25,77.5
59877,23.41176470588235,-77.0,13.0,-86.0,77.75
59882,23.5,-77.0,13.0,-85.75,78.0
59885,23.58823529411765,-77.0,13.0,-85.5,78.25
59886,23.676470588235293,-77.0,13.0,-85.25,78.5
59894,23.764705882352942,-77.0,13.0,-85.0,78.75
59899,23.852941176470587,-77.0,13.0,-84.75,79.0
59901,23.941176470588236,-77.0,13.0,-84.5,79.2
59902,24.029411764705884,-77.0,13.0,-84.25,79.4
59912,24.11764705882353,-77.0,13.0,-84.0,79.6
59914,24.205882352941178,-77.0,13.0,-83.77777777777777,79.8
59916,24.294117647058822,-77.0,13.0,-83.55555555555556,80.0
59918,24.38235294117647,-77.0,13.0,-83.33333333333333,80.25
59919,24.470588235294116,-77.0,13.0,-83.11111111111111,80.5
59931,24.558823529411764,-77.0,13.0,-82.88888888888889,80.75
59932,24.647058823529413,-77.0,13.0,-82.66666666666667,81.0
59936,24.735294117647058,-77.0,13.0,-82.44444444444444,81.2
59939,24.823529411764707,-77.0,13.0,-82.22222222222223,81.4
59945,24.911764705882355,-77.0,13.0,-82.0,81.6
59946,25.0,-77.0,13.0,-81.8,81.8
59949,25.1,-77.0,13.0,-81.6,82.0
59951,25.2,-77.0,13.0,-81.4,82.0
59952,25.3,-77.0,13.0,-81.2,82.0
59964,25.4,-77.0,13.0,-81.0,82.0
59968,25.5,-77.0,13.0,-80.4,82.0
59969,25.6,-77.0,13.0,-79.8,82.0
59984,25.7,-77.0,13.0,-79.2,82.0
59986,25.8,-77.0,13.0,-78.6,82.0
59996,25.9,-77.0,13.0,-78.0,82.0
60001,26.0,-77.0,13.0,-77.66666666666667,82.0
60002,26.25,-77.0,13.0,-77.33333333333333,82.0
60011,26.5,-77.0,13.0,-77.0,82.0
60019,26.75,-77.0,13.0,-76.5,82.0
60029,27.0,-77.0,13.0,-76.0,82.0
60036,27.25,-77.0,13.0,-75.5,82.0
60046,27.5,-77.0,13.0,-75.0,82.0
60052,27.75,-77.0,13.0,-74.66666666666667,82.0
60059,28.0,-77.0,13.0,-74.33333333333333,82.0
60062,28.125,-77.0,13.0,-74.0,82.0
60069,28.25,-77.0,13.0,-73.5,82.0
60078,28.375,-77.0,13.0,-73.0,82.0
60080,28.5,-77.0,13.0,-72.66666666666667,82.0
60086,28.625,-77.0,13.0,-72.33333333333333,82.0
60096,28.75,-77.0,13.0,-72.0,82.0
60099,28.875,-77.0,13.0,-71.85714285714286,82.0
60101,29.0,-77.0,13.0,-71.71428571428571,82.0
60102,29.1,-77.0,13.0,-71.57142857142857,82.0
60119,29.2,-77.0,13.0,-71.42857142857143,82.0
60120,29.3,-77.0,13.0,-71.28571428571429,82.0
60121,29.4,-77.0,13.0,-71.14285714285714,82.0
60122,29.5,-77.0,13.0,-71.0,82.0
60136,29.6,-77.0,13.0,-71.0,82.0
60138,29.7,-77.0,13.0,-71.0,82.0
60152,29.8,-77.0,13.0,-71.0,82.0
60154,29.9,-77.0,13.0,-71.0,82.0
60158,30.0,-77.0,13.0,-71.0,82.0
60169,30.357142857142858,-77.0,13.0,-71.0,82.0
60170,30.714285714285715,-77.0,13.0,-71.0,82.0
60176,31.071428571428573,-77.0,13.0,-71.0,82.0
60187,31.428571428571427,-77.0,13.0,-71.0,82.0
60204,31.785714285714285,-77.0,13.0,-71.0,82.0
60221,32.142857142857146,-77.0,13.0,-71.0,82.0
60237,32.5,-77.0,13.0,-71.0,82.0
60254,32.857142857142854,-77.0,13.0,-71.0,82.0
60271,33.214285714285715,-77.0,13.0,-71.0,82.0
60301,33.57142857142857,-77.0,13.0,-71.0,82.0
60323,33.92857142857143,-77.0,13.0,-71.0,82.0
60344,34.285714285714285,-77.0,13.0,-71.0,82.0
60354,34.642857142857146,-77.0,13.0,-71.0,82.0
60359,35.0,-77.0,13.0,-71.0,82.0
60363,35.2,-77.0,13.0,-71.0,82.0
60371,35.4,-77.0,13.0,-71.0,82.0
60383,35.6,-77.0,13.0,-71.0,82.0
60387,35.8,-77.0,13.0,-71.0,82.0
60401,36.0,-77.0,13.0,-71.0,82.0
60404,36.3,-77.0,13.0,-71.0,82.0
60421,36.6,-77.0,13.0,-71.0,82.0
60437,36.9,-77.0,13.0,-71.0,82.0
60454,37.2,-77.0,13.0,-71.0,82.0
60531,37.5,-77.0,13.0,-71.0,82.0
60537,37.8,-77.0,13.0,-71.0,82.0
60548,38.1,-77.0,13.0,-71.0,82.0
60553,38.4,-77.0,13.0,-71.0,82.0
60554,38.7,-77.0,13.0,-71.0,82.0
60559,39.0,-77.0,13.0,-71.0,82.0
60568,39.125,-77.0,13.0,-71.0,82.0
60570,39.25,-77.0,13.0,-71.0,82.0
60571,39.375,-77.0,13.0,-71.0,82.0
60583,39.5,-77.0,13.0,-71.0,82.0
60586,39.625,-77.0,13.0,-71.0,82.0
60587,39.75,-77.0,13.0,-71.0,82.0
60601,39.875,-77.0,13.0,-71.0,82.0
60602,40.0,-77.0,13.0,-71.0,82.0
60603,40.333333333333336,-77.0,13.0,-71.0,82.0
60604,40.666666666666664,-77.0,13.0,-71.0,82.0
60620,41.0,-77.0,13.0,-71.0,82.0
60621,41.333333333333336,-77.0,13.0,-71.0,82.0
60636,41.666666666666664,-77.0,13.0,-71.0,82.0
60643,42.0,-77.0,13.0,-71.0,82.0
60653,42.0,-77.0,13.0,-71.0,82.0
60670,42.0,-77.0,13.0,-71.0,82.0
60686,42.0,-77.0,13.0,-71.0,82.0
60687,42.0,-77.0,13.0,-71.0,82.0
60696,42.0,-77.0,13.0,-71.0,82.0
60703,42.166666666666664,-77.0,13.0,-71.0,82.0
60704,42.333333333333336,-77.0,13.0,-71.0,82.0
60720,42.5,-77.0,13.0,-71.0,82.0
60721,42.666666666666664,-77.0,13.0,-71.0,82.0
60737,42.833333333333336,-77.0,13.0,-71.0,82.0
60743,43.0,-77.0,13.0,-71.0,82.0
60744,43.22222222222222,-77.0,13.0,-71.0,82.0
60753,43.44444444444444,-77.0,13.0,-71.0,82.0
60754,43.666666666666664,-77.0,13.0,-71.0,82.0
60770,43.888888888888886,-77.0,13.0,-71.0,82.0
60771,44.111111111111114,-77.0,13.0,-71.0,82.0
60772,44.333333333333336,-77.0,13.0,-71.0,82.0
60787,44.55555555555556,-77.0,13.0,-71.0,82.0
60798,44.77777777777778,-77.0,13.0,-71.0,82.0
60801,45.0,-77.0,13.0,-71.0,82.0
60803,45.2,-77.0,13.0,-71.0,82.0
60804,45.4,-77.0,13.0,-71.0,82.0
60814,45.6,-77.0,13.0,-71.0,82.0
60820,45.8,-77.0,13.0,-71.0,82.0
60830,46.0,-77.0,13.0,-71.0,82.0
60837,46.2,-77.0,13.0,-71.0,82.0
60848,46.4,-77.0,13.0,-71.0,82.0
60853,46.6,-77.0,13.0,-71.0,82.0
60870,46.8,-77.0,13.0,-71.0,82.0
60887,47.0,-77.0,13.0,-71.0,82.0
60903,47.2,-77.0,13.0,-71.0,82.0
60920,47.4,-77.0,13.0,-71.0,82.0
60937,47.6,-77.0,13.0,-71.0,82.0
60953,47.8,-77.0,13.0,-71.0,82.0
60959,48.0,-77.0,13.0,-71.0,82.0
60970,48.25,-77.0,13.0,-71.0,82.0
60981,48.5,-77.0,13.0,-71.0,82.0
60998,48.75,-77.0,13.0,-71.0,82.0
61001,49.0,-77.0,13.0,-71.0,82.0
61012,49.666666666666664,-77.0,13.0,-71.0,82.0
61031,50.333333333333336,-77.0,13.0,-71.0,82.0
61043,51.0,-77.0,13.0,-71.0,82.0
61051,51.0,-77.0,13.0,-71.0,82.0
61064,51.0,-77.0,13.0,-71.0,82.0
61081,51.0,-77.0,13.0,-71.0,82.0
61132,51.0,-77.0,13.0,-71.0,82.0
61151,51.0,-77.0,13.0,-70.0,82.0
61184,51.5,-77.0,13.0,-69.0,82.0
61191,52.0,-77.0,13.0,-68.5,82.0
61200,52.285714285714285,-77.0,13.0,-68.0,82.0
61214,52.57142857142857,-77.0,13.0,-67.5,82.0
61216,52.857142857142854,-77.0,13.0,-67.0,82.0
61233,53.142857142857146,-77.0,13.0,-65.0,82.0
61235,53.42857142857143,-77.0,13.0,-65.0,82.0
61250,53.714285714285715,-77.0,13.0,-65.0,82.0
61251,54.0,-77.0,13.0,-65.0,82.0
61252,54.42857142857143,-77.0,13.0,-65.0,82.0
61263,54.857142857142854,-77.0,13.0,-64.0,82.0
61267,55.285714285714285,-77.0,13.0,-63.0,82.0
61282,55.714285714285715,-77.0,13.0,-62.333333333333336,82.0
61297,56.142857142857146,-77.0,13.0,-61.666666666666664,82.0
61300,56.57142857142857,-77.0,13.0,-61.0,82.0
61311,57.0,-77.0,13.0,-60.5,82.0
61316,57.1,-77.0,13.0,-60.0,82.0
61334,57.2,-77.0,13.0,-59.0,82.0
61368,57.3,-77.0,13.0,-58.0,82.0
61383,57.4,-77.0,13.0,-56.0,82.0
61400,57.5,-77.0,13.0,-55.0,82.0
61413,57.6,-77.0,13.0,-54.333333333333336,82.0
61432,57.7,-77.0,13.0,-53.666666666666664,82.0
61435,57.8,-77.0,13.0,-53.0,82.0
61448,57.9,-77.0,13.0,-52.5,82.0
61451,58.0,-77.0,13.0,-52.0,82.0
61463,58.166666666666664,-77.0,13.0,-51.666666666666664,82.0
61482,58.333333333333336,-77.0,13.0,-51.333333333333336,82.0
61485,58.5,-77.0,13.0,-51.0,82.0
61499,58.666666666666664,-77.0,13.0,-50.5,82.0
61503,58.833333333333336,-77.0,13.0,-50.0,82.0
61506,59.0,-77.0,13.0,-49.666666666666664,82.0
61514,59.4,-77.0,13.0,-49.333333333333336,82.0
61521,59.8,-77.0,13.0,-49.0,82.0
61531,60.2,-77.0,13.0,-48.0,82.0
61536,60.6,-77.0,13.0,-47.0,82.0
61551,61.0,-77.0,13.0,-46.5,82.0
61552,61.22222222222222,-77.0,13.0,-46.0,82.0
61569,61.44444444444444,-77.0,13.0,-45.0,82.0
61587,61.666666666666664,-77.0,13.0,-44.0,82.0
61604,61.888888888888886,-77.0,13.0,-43.0,82.0
61623,62.111111111111114,-77.0,13.0,-43.0,82.0
61636,62.333333333333336,-77.0,13.0,-42.0,82.0
61647,62.55555555555556,-77.0,13.0,-41.5,82.0
61653,62.77777777777778,-77.0,13.0,-41.0,82.0
61669,63.0,-77.0,13.0,-40.5,82.0
61670,63.22222222222222,-77.0,13.0,-40.0,82.0
61682,63.44444444444444,-77.0,13.0,-39.666666666666664,82.0
61696,63.666666666666664,-77.0,13.0,-39.333333333333336,82.0
61709,63.888888888888886,-77.0,13.0,-39.0,82.0
61714,64.11111111111111,-77.0,13.0,-39.0,82.0
61723,64.33333333333333,-77.0,13.0,-39.0,82.0
61732,64.55555555555556,-77.0,13.0,-38.5,82.0
61738,64.77777777777777,-77.0,13.0,-38.0,82.0
61741,65.0,-77.0,13.0,-37.666666666666664,82.0
61747,65.25,-77.0,13.0,-37.333333333333336,82.0
61752,65.5,-77.0,13.0,-37.0,82.0
61770,65.75,-77.0,13.0,-36.0,82.0
61782,66.0,-77.0,13.0,-35.5,82.0
61787,67.0,-77.0,13.0,-35.0,82.0
61805,68.0,-77.0,13.0,-33.0,82.0
61841,69.0,-77.0,13.0,-33.0,82.0
61901,70.0,-77.0,13.0,-33.0,82.0
62021,71.0,-77.0,13.0,-33.0,82.0
62063,72.0,-77.0,13.0,-33.0,82.0
62121,74.0,-77.0,13.0,-33.0,82.0
62402,76.0,-77.0,13.0,-33.0,82.0
62413,76.33333333333333,-77.0,13.0,-33.0,82.0
62431,76.66666666666667,-77.0,13.0,-33.0,82.0
62444,77.0,-77.0,13.0,-33.0,82.0
62447,77.4,-77.0,13.0,-33.0,82.0
62463,77.8,-77.0,13.0,-33.0,82.0
62481,78.2,-77.0,13.0,-33.0,82.0
62498,78.6,-77.0,13.0,-33.0,82.0
62501,79.0,-77.0,13.0,-33.0,82.0
62561,82.0,-77.0,13.0,-33.0,82.0
62621,83.0,-77.0,13.0,-33.0,82.0
62680,86.0,-77.0,13.0,-33.0,82.0
62999,86.5,-77.0,13.0,-33.0,82.0
63001,87.0,-77.0,13.0,-33.0,82.5
63017,87.33333333333333,-77.0,13.0,-33.0,83.0
63049,87.66666666666667,-77.0,13.0,-33.0,85.0
63061,88.0,-77.0,13.0,-33.0,86.0
63083,88.5,-77.0,13.0,-33.0,87.0
63099,89.0,-77.0,13.0,-33.0,88.0
63116,89.5,-77.0,13.0,-33.0,90.0
63121,90.0,-77.0,13.0,-33.0,91.0
63149,91.0,-77.0,13.0,-33.0,92.0
63161,92.0,-77.0,13.0,-33.0,93.0
63182,92.0,-77.0,13.0,-33.0,94.0
63200,92.0,-77.0,13.0,-33.0,95.0
63215,92.0,-77.0,13.0,-33.0,96.0
63233,92.0,-77.0,13.0,-33.0,98.0
63265,92.0,-77.0,13.0,-33.0,100.0
63413,92.0,-77.0,13.0,-33.0,100.0
63435,92.0,-77.0,13.0,-33.0,100.0
63463,92.0,-77.0,13.0,-33.0,100.0
63479,92.0,-77.0,13.0,-33.0,100.0
63497,92.0,-77.0,13.0,-33.0,100.0
63513,92.0,-77.0,13.0,-33.0,100.0
63546,92.0,-77.0,13.0,-33.0,100.0
63559,92.0,-77.0,13.0,-33.0,100.0
63563,92.0,-77.0,13.0,-32.5,100.0
63577,92.0,-77.0,13.0,-32.0,100.0
63596,92.0,-77.0,13.0,-31.5,100.0
63609,92.0,-77.0,13.0,-31.0,100.0
63613,92.0,-77.0,13.0,-30.6,100.0
63629,92.0,-77.0,13.0,-30.2,100.0
63649,92.0,-77.0,13.0,-29.8,100.0
63674,92.0,-77.0,13.0,-29.4,100.0
63678,92.0,-77.0,13.0,-29.0,100.0
63694,92.0,-77.0,13.0,-27.0,100.0
63700,92.0,-77.0,13.0,-26.5,100.0
63710,92.0,-77.0,13.0,-26.0,100.0
63743,92.0,-77.0,13.0,-24.0,100.0
63777,92.0,-77.0,13.0,-23.0,100.0
63794,92.0,-77.0,13.0,-22.0,100.0
63827,92.0,-77.0,13.0,-19.0,100.0
63843,92.0,-77.0,13.0,-19.0,100.0
63860,92.0,-77.0,13.0,-17.0,100.0
63878,92.0,-77.0,13.0,-16.0,100.0
63911,92.0,-77.0,13.0,-14.0,100.0
63928,92.0,-77.0,13.0,-14.0,100.0
63944,92.0,-77.0,13.0,-13.0,100.0
63961,92.0,-77.0,13.0,-11.0,100.0
63978,92.0,-77.0,13.0,-10.0,100.0
63994,92.0,-77.0,13.0,-9.0,100.0
64012,92.0,-77.0,13.0,-8.0,100.0
64027,92.0,-77.0,13.0,-7.0,100.0
64044,92.0,-77.0,13.0,-6.0,100.0
64078,92.0,-77.0,13.0,-4.0,100.0
64110,92.0,-77.0,13.0,-3.0,100.0
64127,92.0,-77.0,13.0,-1.0,100.0
64162,92.0,-77.0,13.0,1.0,100.0
64195,92.0,-77.0,13.0,3.0,100.0
64211,92.0,-77.0,13.0,4.0,100.0
64229,92.0,-77.0,13.0,5.0,100.0
64245,92.0,-77.0,13.0,7.0,100.0
64279,92.0,-77.0,13.0,9.0,100.0
64295,92.0,-77.0,13.0,10.0,100.0
64312,92.0,-77.0,13.0,11.0,100.0
64332,92.0,-77.0,13.0,12.0,100.0
64362,92.0,-77.0,13.0,14.0,100.0
64363,92.0,-77.0,13.0,,100.0
65862,92.0,-77.0,13.0,,100.0
65880,92.0,-77.0,13.0,,100.0
65895,92.0,-77.0,13.0,,100.0
65928,92.0,-77.0,13.0,,100.0
65946,92.0,-77.0,13.0,,100.0
65962,92.0,-77.0,13.0,,100.0
65979,92.0,-77.0,13.0,,100.0
65995,92.0,-77.0,13.0,,100.0
66012,92.0,-77.0,13.0,,100.0
66028,92.0,-77.0,13.0,,100.0
66045,92.0,-77.0,13.0,,100.0
66062,92.0,-77.0,13.0,,100.0
66078,92.0,-77.0,13.0,,100.0
66095,92.0,-77.0,13.0,,100.0
66112,92.0,-77.0,13.0,,100.0
66129,92.0,-77.0,13.0,,100.0
66145,92.0,-77.0,13.0,,100.0
66162,92.0,-77.0,13.0,,100.0
66181,92.0,-77.0,13.0,,100.0
66197,92.0,-77.0,13.0,,100.0
66212,92.0,-77.0,13.0,,100.0
66229,92.0,-77.0,13.0,,100.0
66650,92.0,-77.0,13.0,,100.0
66667,92.0,-77.0,13.0,,99.0
66699,92.0,-77.0,13.0,,97.0
66749,92.0,-77.0,13.0,,94.0
66760,92.0,-77.0,13.0,,93.5
66767,92.0,-77.0,13.0,,93.0
66777,92.0,-77.0,13.0,,92.5
66782,92.0,-77.0,13.0,,92.0
66793,92.0,-77.0,13.0,,91.5
66799,92.0,-77.0,13.0,,91.0
66810,92.0,-77.0,13.0,,90.33333333333333
66826,92.0,-77.0,13.0,,89.66666666666667
66832,92.0,-77.0,13.0,,89.0
66843,92.0,-77.0,13.0,,88.5
66849,92.0,-77.0,13.0,,88.0
66860,92.0,-77.0,13.0,,87.33333333333333
66877,92.0,-77.0,13.0,,86.66666666666667
66883,92.0,-77.0,13.0,,86.0
66893,92.0,-77.0,13.0,,85.5
66899,92.0,-77.0,13.0,,85.0
66910,92.0,-77.0,13.0,,85.0
66926,92.0,-77.0,13.0,,85.0
66943,92.0,-77.0,13.0,,85.0
66960,92.0,-77.0,13.0,,85.0
66977,92.0,-77.0,13.0,,85.0
66994,92.0,-77.0,13.0,,85.0
67010,92.0,-77.0,13.0,,85.0
67027,92.0,-77.0,13.0,,85.0
67043,92.0,-77.0,13.0,,85.0
67060,92.0,-77.0,13.0,,85.0
67077,92.0,-77.0,13.0,,85.0
67094,92.0,-77.0,13.0,,85.0
67110,92.0,-77.0,13.0,,85.0
67127,92.0,-77.0,13.0,,85.0
67650,92.0,-77.0,13.0,,85.0
67721,92.0,-77.0,13.0,,84.0
67756,92.0,-77.0,13.0,,83.0
67771,92.0,-77.0,13.0,,82.0
67789,92.0,-77.0,13.0,,81.0
67805,92.0,-77.0,13.0,,80.0
67817,92.0,-77.0,13.0,,79.0
67831,92.0,-77.0,13.0,,78.0
67848,92.0,-77.0,13.0,,77.0
67868,92.0,-77.0,13.0,,76.0
67889,92.0,-77.0,13.0,,75.0
67907,92.0,-77.0,13.0,,74.0
67918,92.0,-77.0,13.0,,74.0
67931,92.0,-77.0,13.0,,72.0
67951,92.0,-77.0,13.0,,71.0
67967,92.0,-77.0,13.0,,70.0
67983,92.0,-77.0,13.0,,69.0
68849,92.0,-77.0,13.0,,69.0
68868,92.0,-77.0,13.0,,68.0
68886,92.0,-77.0,13.0,,67.0
68900,92.0,-77.0,13.0,,66.0
68917,92.0,-77.0,13.0,,64.0
68934,92.0,-77.0,13.0,,63.0
68953,92.0,-77.0,13.0,,62.0
68976,92.0,-77.0,13.0,,60.0
69379,92.0,-77.0,13.0,,60.0
69396,92.0,-77.0,13.0,,60.0
69413,92.0,-77.0,13.0,,60.0
69429,92.0,-77.0,13.0,,60.0
69447,92.0,-77.0,13.0,,60.0
69463,92.0,-77.0,13.0,,60.0
69480,92.0,-77.0,13.0,,60.0
69496,92.0,-77.0,13.0,,60.0
69513,92.0,-77.0,13.0,,60.0
69530,92.0,-77.0,13.0,,60.0
69546,92.0,-77.0,13.0,,60.0
69563,92.0,-77.0,13.0,,60.0
69580,92.0,-77.0,13.0,,60.0
69819,92.0,-77.0,13.0,,60.0
69837,92.0,-77.0,13.0,,60.0
69854,92.0,-77.0,13.0,,60.0
69869,92.0,-77.0,13.0,,60.0
69886,92.0,-77.0,13.0,,60.0
69903,92.0,-77.0,13.0,,60.0
69921,92.0,-77.0,13.0,,60.0
69937,92.0,-77.0,13.0,,60.0
69954,92.0,-77.0,13.0,,60.0
70416,92.0,-77.0,13.0,,60.0
70433,92.0,-77.0,13.0,,61.0
70450,92.0,-77.0,13.0,,62.0
70483,92.0,-77.0,13.0,,65.0
70517,92.0,-77.0,13.0,,65.0
70532,92.0,-77.0,13.0,,67.0
70587,92.0,-77.0,13.0,,70.0
70632,92.0,-77.0,13.0,,74.0
70649,92.0,-77.0,13.0,,75.0
70666,92.0,-77.0,13.0,,76.0
70683,92.0,-77.0,13.0,,77.0
