,A1O51ZAYABZYI,ARGR4AJESGHHP,A2IJQ30G1BWGV
217627,8.0,4.0,-18.0
217631,8.0,4.0,-18.0
217644,8.0,3.0,-18.0
217647,8.0,3.0,-18.0
217660,8.0,2.0,-18.0
217663,8.0,2.0,-18.0
217677,8.0,0.0,-18.0
217680,8.0,0.0,-18.0
217684,8.0,-0.5,-18.0
217694,7.5,-1.0,-18.0
217695,7.0,-1.0,-18.0
217697,7.0,-1.0,-18.0
217710,7.0,-2.0,-18.0
217714,7.0,-2.0,-18.0
217723,7.0,-2.5,-18.0
217727,6.5,-3.0,-18.0
217729,6.0,-3.0,-18.0
217730,6.0,-3.0,-18.0
217738,6.0,-3.5,-18.0
217743,5.5,-4.0,-18.0
217747,5.0,-4.0,-18.0
217760,5.0,-5.0,-18.0
217763,5.0,-5.0,-18.0
217772,5.0,-5.5,-18.0
217777,4.666666666666667,-6.0,-18.0
217780,4.333333333333333,-6.0,-18.0
217783,4.0,-6.5,-18.0
217794,4.0,-7.0,-18.0
217797,4.0,-7.0,-18.0
217810,4.0,-8.0,-18.0
217814,4.0,-8.0,-18.0
217827,4.0,-10.0,-18.0
217830,4.0,-10.0,-18.0
217843,4.0,-11.0,-18.0
217846,4.0,-11.0,-18.0
217860,4.0,-12.0,-18.0
217863,4.0,-12.0,-18.0
217877,4.0,-13.0,-18.0
217880,4.0,-13.0,-18.0
217894,4.0,-14.0,-18.0
217897,4.0,-14.0,-18.0
217901,4.0,-14.5,-18.0
217910,3.6666666666666665,-15.0,-18.0
217913,3.3333333333333335,-15.0,-18.0
217914,3.0,-15.5,-18.0
217927,3.0,-16.0,-18.0
217930,3.0,-16.0,-18.0
217944,3.0,-17.0,-18.0
217947,3.0,-17.0,-18.0
217948,2.5,-17.0,-18.0
217955,2.0,-17.5,-18.0
217960,2.0,-18.0,-18.0
217964,2.0,-18.0,-18.0
217967,2.0,-18.666666666666668,-18.0
217975,1.0,-19.333333333333332,-18.0
217977,1.0,-20.0,-18.0
217980,1.0,-20.0,-18.0
217994,1.0,-21.0,-18.0
217997,1.0,-21.0,-18.0
218010,1.0,-22.0,-18.0
218014,1.0,-22.0,-18.0
218027,1.0,-23.0,-18.0
218030,1.0,-23.0,-18.0
218044,1.0,-24.0,-18.0
218047,1.0,-24.0,-18.0
218060,1.0,-25.0,-18.0
218064,1.0,-25.0,-18.0
218077,1.0,-26.0,-18.0
218080,1.0,-26.0,-18.0
218089,1.0,-26.5,-18.0
218094,0.5,-27.0,-18.0
218096,0.0,-27.0,-18.0
218097,0.0,-27.0,-18.0
218110,0.0,-28.0,-18.0
218113,0.0,-28.0,-18.0
218124,0.0,-29.0,-18.0
218127,-0.5,-30.0,-18.0
218131,-1.0,-30.0,-18.0
218141,-1.0,-30.5,-18.0
218144,-1.3333333333333333,-31.0,-18.0
218147,-1.6666666666666665,-31.0,-18.0
218152,-2.0,-31.5,-18.0
218160,-2.0,-32.0,-18.0
218164,-2.0,-32.0,-18.0
218173,-3.0,-32.5,-18.0
218177,-3.0,-33.0,-18.0
218180,-3.0,-33.0,-18.0
218193,-3.0,-34.0,-18.0
218196,-3.0,-34.0,-18.0
218210,-3.0,-35.0,-18.0
218214,-3.0,-35.0,-18.0
218227,-3.0,-36.0,-18.0
218230,-3.0,-36.0,-18.0
218243,-3.0,-37.0,-18.0
218249,-3.0,-37.0,-18.0
218260,-3.0,-38.0,-18.0
218267,-3.0,-38.0,-18.0
218277,-3.0,-40.0,-18.0
218281,-3.0,-40.0,-18.0
218293,-3.0,-41.0,-18.0
218297,-3.0,-41.0,-18.0
218298,-3.5,-41.0,-18.0
218308,-4.0,-41.5,-18.0
218310,-4.0,-42.0,-18.0
218314,-4.0,-42.0,-18.0
218327,-4.0,-43.0,-18.0
218330,-4.0,-43.0,-18.0
218336,-4.0,-43.5,-18.0
218343,-4.333333333333333,-44.0,-18.0
218346,-4.666666666666667,-44.0,-18.0
218347,-5.0,-44.333333333333336,-18.0
218359,-5.0,-44.666666666666664,-18.0
218360,-5.333333333333333,-45.0,-18.0
218362,-5.666666666666667,-45.0,-18.0
218373,-6.0,-45.5,-18.0
218377,-6.0,-46.0,-18.0
218380,-6.0,-46.0,-18.0
218393,-6.0,-47.0,-18.0
218396,-6.0,-47.0,-18.0
218410,-6.0,-48.0,-18.0
218414,-6.0,-48.0,-18.0
218427,-6.0,-50.0,-18.0
218429,-6.0,-50.0,-18.0
218444,-6.0,-51.0,-18.0
218446,-6.0,-51.0,-18.0
218460,-6.0,-52.0,-18.0
218463,-6.0,-52.0,-18.0
218477,-6.0,-53.0,-18.0
218479,-6.0,-53.0,-18.0
218494,-6.0,-54.0,-18.0
218497,-6.0,-54.0,-18.0
218510,-6.0,-55.0,-18.0
218513,-6.0,-55.0,-18.0
218517,-6.0,-55.333333333333336,-18.0
218519,-7.0,-55.666666666666664,-18.0
218527,-7.0,-56.0,-18.0
218530,-7.0,-56.0,-18.0
218545,-7.0,-57.0,-18.0
218551,-7.0,-57.0,-18.0
218556,-8.0,-57.5,-18.0
218561,-8.0,-58.0,-18.0
218567,-8.0,-58.0,-18.0
218583,-8.0,-58.666666666666664,-18.0
218590,-9.0,-59.333333333333336,-18.0
218594,-9.0,-60.0,-18.0
218598,-9.0,-60.0,-18.0
218610,-9.0,-61.0,-18.0
218613,-9.0,-61.0,-18.0
218627,-9.0,-62.0,-18.0
218630,-9.0,-62.0,-18.0
218644,-9.0,-63.0,-18.0
218647,-9.0,-63.0,-18.0
218660,-9.0,-64.0,-18.0
218663,-9.0,-64.0,-18.0
218677,-9.0,-65.0,-18.0
218680,-9.0,-65.0,-18.0
218694,-9.0,-66.0,-18.0
218697,-9.0,-66.0,-18.0
218710,-9.0,-67.0,-18.0
218713,-9.0,-67.0,-18.0
218714,-9.5,-67.0,-18.0
218725,-10.0,-68.0,-18.0
218727,-10.0,-69.0,-18.0
218730,-10.0,-69.0,-18.0
218743,-10.0,-70.0,-18.0
218747,-10.5,-70.0,-18.0
218751,-11.0,-70.5,-18.0
218760,-11.0,-71.0,-18.0
218763,-11.0,-71.0,-18.0
218777,-11.0,-72.0,-18.0
218780,-11.0,-72.0,-18.0
218787,-12.0,-72.5,-18.0
218794,-12.0,-73.0,-18.0
218798,-12.0,-73.0,-18.0
218810,-12.0,-74.0,-18.0
218813,-12.0,-74.0,-18.0
218819,-12.0,-74.5,-18.0
218827,-12.5,-75.0,-18.0
218828,-13.0,-75.0,-18.0
218830,-13.0,-75.0,-18.0
218844,-13.0,-76.0,-18.0
218847,-13.0,-76.0,-18.0
218860,-13.0,-77.0,-18.0
218864,-13.0,-77.0,-18.0
218877,-13.0,-79.0,-18.0
218880,-13.0,-79.0,-18.0
218894,-13.0,-80.0,-18.0
218897,-13.0,-80.0,-18.0
218910,-13.0,-81.0,-18.0
218914,-13.0,-81.0,-18.0
218927,-13.0,-82.0,-18.0
218930,-13.0,-82.0,-18.0
218931,-13.0,-82.33333333333333,-18.0
218943,-14.0,-82.66666666666667,-18.0
218944,-14.0,-83.0,-18.0
218947,-14.0,-83.0,-18.0
218957,-14.0,-83.5,-18.0
218960,-14.5,-84.0,-18.0
218964,-15.0,-84.0,-18.0
218977,-15.0,-85.0,-18.0
218980,-15.0,-85.0,-18.0
218993,-15.0,-86.0,-18.0
218994,-15.0,-86.0,-18.0
218997,-15.5,-86.0,-18.0
219001,-16.0,-86.5,-18.0
219010,-16.0,-87.0,-18.0
219014,-16.0,-87.0,-18.0
219027,-16.0,-89.0,-18.0
219030,-16.0,-89.0,-18.0
219044,-16.0,-90.0,-18.0
219047,-16.0,-90.0,-18.0
219060,-16.0,-91.0,-18.0
219064,-16.0,-91.0,-18.0
219077,-16.0,-92.0,-18.0
219080,-16.0,-92.0,-18.0
219094,-16.0,-93.0,-18.0
219097,-16.0,-93.0,-18.0
219110,-16.0,-94.0,-18.0
219114,-16.0,-94.0,-18.0
219127,-16.0,-95.0,-18.0
219131,-16.0,-95.0,-18.0
219144,-16.0,-96.0,-18.0
219145,-16.0,-96.0,-18.0
219147,-15.5,-96.0,-18.0
219156,-15.0,-96.5,-18.0
219160,-15.0,-97.0,-18.0
219163,-15.0,-97.0,-18.0
219172,-15.0,-98.0,-18.0
219177,-14.666666666666666,-99.0,-18.0
219180,-14.333333333333334,-99.0,-18.0
219181,-14.0,-99.5,-18.0
219194,-14.0,-100.0,-18.0
219210,-14.0,-100.0,-18.0
219223,-13.0,-100.0,-18.0
219400,-13.0,-100.0,-18.0
219410,-12.0,-100.0,-18.0
219452,-12.0,-100.0,-18.0
219461,-11.0,-100.0,-18.0
219496,-11.0,-100.0,-18.0
219530,-10.0,-100.0,-18.0
219590,-10.0,-100.0,-18.0
219603,-9.0,-100.0,-18.0
219674,-9.0,-100.0,-18.0
219687,-8.0,-100.0,-18.0
219839,-8.0,-100.0,-18.0
219853,-7.0,-100.0,-18.0
219884,-7.0,-100.0,-18.0
219890,-6.0,-100.0,-18.0
219926,-6.0,-100.0,-18.0
219940,-5.0,-100.0,-18.0
220054,-5.0,-100.0,-18.0
220071,-4.0,-100.0,-18.0
220087,-4.0,-100.0,-18.0
220102,-3.0,-100.0,-18.0
220134,-3.0,-100.0,-18.0
220146,-2.0,-100.0,-18.0
220253,-2.0,-100.0,-18.0
220275,-1.0,-100.0,-18.0
220485,-1.0,-100.0,-18.0
220503,0.0,-100.0,-18.0
220509,0.0,-100.0,-18.0
220519,1.0,-100.0,-18.0
220527,1.0,-100.0,-18.0
220537,2.0,-100.0,-18.0
220544,2.0,-100.0,-18.0
220558,3.0,-100.0,-18.0
220564,3.0,-100.0,-18.0
220575,4.0,-100.0,-18.0
220581,4.0,-100.0,-18.0
220591,5.0,-100.0,-18.0
222346,5.0,-100.0,-18.0
222348,6.0,-100.0,-18.0
222370,6.0,-100.0,-18.0
222380,7.0,-100.0,-18.0
222389,7.0,-100.0,-18.0
222399,8.0,-100.0,-18.0
222422,8.0,-100.0,-18.0
222431,9.0,-100.0,-18.0
222441,9.0,-100.0,-18.0
222450,10.0,-100.0,-18.0
222579,10.0,-100.0,-18.0
222583,11.0,-100.0,-18.0
222607,11.0,-100.0,-18.0
222615,12.0,-100.0,-18.0
222624,12.0,-100.0,-18.0
222632,13.0,-100.0,-18.0
222642,13.0,-100.0,-18.0
222650,14.0,-100.0,-18.0
222777,14.0,-100.0,-18.0
222782,15.0,-100.0,-18.0
222805,15.0,-100.0,-18.0
222814,16.0,-100.0,-18.0
222842,16.0,-100.0,-18.0
222852,17.0,-100.0,-18.0
222862,17.0,-100.0,-18.0
222873,18.0,-100.0,-18.0
222977,18.0,-100.0,-18.0
222992,19.0,-100.0,-18.0
223004,19.0,-100.0,-18.0
223012,20.0,-100.0,-18.0
223023,20.0,-100.0,-18.0
223034,21.0,-100.0,-18.0
223056,21.0,-100.0,-18.0
223066,22.0,-100.0,-18.0
223210,22.0,-100.0,-18.0
223217,23.0,-100.0,-18.0
223244,23.0,-100.0,-18.0
223254,24.0,-100.0,-18.0
223279,24.0,-100.0,-18.0
223288,25.0,-100.0,-18.0
223432,25.0,-100.0,-18.0
223434,26.0,-100.0,-18.0
223472,26.0,-100.0,-18.0
223481,28.0,-100.0,-18.0
223491,28.0,-100.0,-18.0
223501,29.0,-100.0,-18.0
223633,29.0,-100.0,-18.0
223635,30.0,-100.0,-18.0
223666,30.0,-100.0,-18.0
223673,31.0,-100.0,-18.0
223703,31.0,-100.0,-18.0
223712,32.0,-100.0,-18.0
223828,32.0,-100.0,-18.0
223844,33.0,-100.0,-18.0
223856,33.0,-100.0,-18.0
223857,35.0,-100.0,-18.0
223870,35.0,-100.0,-18.0
223890,37.0,-100.0,-18.0
224018,37.0,-100.0,-18.0
224035,38.0,-100.0,-18.0
224070,39.0,-100.0,-18.0
224082,40.0,-100.0,-18.0
224231,40.0,-100.0,-18.0
224243,41.0,-100.0,-18.0
224274,41.0,-100.0,-18.0
224283,42.0,-100.0,-18.0
224442,42.0,-100.0,-18.0
224456,43.0,-100.0,-18.0
224484,43.0,-100.0,-18.0
224485,44.0,-100.0,-18.0
224523,44.0,-100.0,-18.0
224538,44.0,-100.0,-18.0
224580,44.0,-100.0,-18.0
224598,44.0,-100.0,-18.0
224603,44.0,-100.0,-18.0
224608,44.0,-100.0,-18.0
224629,44.0,-100.0,-18.0
224638,44.0,-100.0,-18.0
224643,44.0,-100.0,-18.0
224644,44.0,-100.0,-18.0
224655,44.5,-100.0,-18.0
224657,45.0,-100.0,-18.0
224660,45.0,-100.0,-18.0
224671,45.0,-100.0,-18.0
224677,45.0,-100.0,-18.0
224686,45.0,-100.0,-18.0
224693,45.5,-100.0,-18.0
224694,46.0,-100.0,-18.0
224710,46.0,-100.0,-18.0
224718,46.0,-100.0,-18.0
224724,46.0,-100.0,-18.0
224736,46.0,-100.0,-18.0
224742,46.0,-100.0,-18.0
224754,46.0,-100.0,-18.0
224760,46.0,-100.0,-18.0
224774,46.0,-100.0,-18.0
224779,46.0,-100.0,-18.0
224794,46.0,-100.0,-18.0
224798,46.0,-100.0,-18.0
224800,46.0,-100.0,-18.0
224805,46.0,-100.0,-18.0
224808,46.0,-100.0,-18.0
224817,46.333333333333336,-100.0,-18.0
224822,46.666666666666664,-100.0,-18.0
224823,47.0,-100.0,-18.0
224832,47.0,-100.0,-18.0
224838,47.0,-100.0,-18.0
224849,47.0,-100.0,-18.0
224853,47.0,-100.0,-18.0
224855,47.0,-100.0,-18.0
224863,48.0,-100.0,-18.0
224868,48.0,-100.0,-18.0
224873,48.0,-100.0,-18.0
224885,48.0,-100.0,-18.0
224890,48.0,-100.0,-18.0
224899,49.0,-100.0,-18.0
224904,49.0,-100.0,-18.0
224909,49.0,-100.0,-18.0
224920,49.0,-100.0,-18.0
224925,49.0,-100.0,-18.0
224935,49.0,-100.0,-18.0
224940,49.0,-100.0,-18.0
224954,49.0,-100.0,-18.0
224959,49.0,-100.0,-18.0
224974,49.0,-100.0,-18.0
224979,49.0,-100.0,-18.0
224997,49.0,-100.0,-18.0
225003,49.0,-100.0,-18.0
225014,49.0,-100.0,-18.0
225020,49.0,-100.0,-18.0
225023,49.0,-100.0,-18.0
225025,49.0,-100.0,-18.0
225033,49.5,-100.0,-18.0
225040,50.0,-100.0,-18.0
225050,50.0,-100.0,-18.0
225065,51.0,-100.0,-18.0
225084,51.0,-100.0,-18.0
225091,51.0,-100.0,-18.0
225095,51.5,-100.0,-18.0
225097,52.0,-100.0,-18.0
225108,52.0,-100.0,-18.0
225127,52.0,-100.0,-18.0
225136,52.0,-100.0,-18.0
225141,52.0,-100.0,-18.0
225154,52.0,-100.0,-18.0
225159,52.0,-100.0,-18.0
225171,52.0,-100.0,-18.0
225190,52.0,-100.0,-18.0
225203,52.0,-100.0,-18.0
225210,52.0,-100.0,-18.0
225220,52.0,-100.0,-18.0
225227,52.0,-100.0,-18.0
225228,52.0,-100.0,-18.0
225234,52.0,-100.0,-18.0
225246,52.0,-100.0,-18.0
225254,52.5,-100.0,-18.0
225256,53.0,-100.0,-18.0
225267,53.0,-100.0,-18.0
225275,53.5,-100.0,-18.0
225282,54.0,-100.0,-18.0
225283,54.0,-100.0,-18.0
225303,54.0,-100.0,-18.0
225317,54.0,-100.0,-18.0
225337,54.0,-100.0,-18.0
225350,54.0,-100.0,-18.0
225355,54.0,-100.0,-18.0
225367,54.0,-100.0,-18.0
225402,54.0,-100.0,-18.0
225409,54.0,-100.0,-18.0
225425,54.0,-100.0,-18.0
225441,54.0,-100.0,-18.0
225449,54.0,-100.0,-18.0
225462,54.0,-100.0,-18.0
225469,54.0,-100.0,-18.0
225479,54.0,-100.0,-18.0
225486,54.0,-100.0,-18.0
225499,54.0,-100.0,-18.0
225504,54.0,-100.0,-18.0
225516,54.0,-100.0,-18.0
225521,54.0,-100.0,-18.0
225532,54.0,-100.0,-18.0
225538,54.0,-100.0,-18.0
225552,54.0,-100.0,-18.0
225571,54.0,-100.0,-18.0
225575,54.5,-100.0,-18.0
225585,55.0,-100.0,-18.0
225586,55.0,-100.0,-18.0
225591,55.0,-100.0,-18.0
225595,55.0,-100.0,-18.0
225605,55.5,-100.0,-18.0
225611,56.0,-100.0,-18.0
225625,56.0,-100.0,-18.0
225637,56.0,-100.0,-18.0
225643,56.0,-100.0,-18.0
225652,56.0,-100.0,-18.0
225660,56.0,-100.0,-18.0
225668,56.0,-100.0,-18.0
225679,56.0,-100.0,-18.0
225685,56.0,-100.0,-18.0
225697,56.0,-100.0,-18.0
225703,56.0,-100.0,-18.0
225717,56.0,-100.0,-18.0
225722,56.0,-100.0,-18.0
225733,56.0,-100.0,-18.0
225740,56.0,-100.0,-18.0
225752,56.0,-100.0,-18.0
225758,56.0,-100.0,-18.0
225766,56.0,-100.0,-18.0
225768,57.0,-100.0,-18.0
225774,57.0,-100.0,-18.0
225786,57.0,-100.0,-18.0
225795,57.0,-100.0,-18.0
225802,58.0,-100.0,-18.0
225810,58.0,-100.0,-18.0
225822,58.0,-100.0,-18.0
225827,58.0,-100.0,-18.0
225830,58.0,-100.0,-18.0
225839,59.0,-100.0,-18.0
225843,59.0,-100.0,-18.0
225853,59.0,-100.0,-18.0
225860,59.0,-100.0,-18.0
225871,59.0,-100.0,-18.0
225877,59.0,-100.0,-18.0
225882,59.0,-100.0,-18.0
225887,59.0,-100.0,-18.0
225899,59.0,-100.0,-18.0
225918,59.0,-100.0,-18.0
225930,59.0,-100.0,-18.0
225937,59.0,-100.0,-18.0
225949,59.0,-100.0,-18.0
225956,59.0,-100.0,-18.0
225968,59.0,-100.0,-18.0
225973,59.0,-100.0,-18.0
225983,59.0,-100.0,-18.0
225986,59.5,-100.0,-18.0
226000,60.0,-100.0,-18.0
226003,60.0,-100.0,-18.0
226020,60.0,-100.0,-18.0
226030,60.0,-100.0,-18.0
226033,60.0,-100.0,-18.0
226041,61.0,-100.0,-18.0
226061,61.0,-100.0,-18.0
226071,61.0,-100.0,-18.0
226077,61.0,-100.0,-18.0
226082,61.0,-100.0,-18.0
226085,61.0,-100.0,-18.0
226099,61.0,-100.0,-18.0
226118,61.0,-100.0,-18.0
226129,61.0,-100.0,-18.0
226150,61.0,-100.0,-18.0
226165,61.0,-100.0,-18.0
226170,61.0,-100.0,-18.0
226180,61.0,-100.0,-18.0
226190,61.0,-100.0,-18.0
226196,61.0,-100.0,-18.0
226199,62.0,-100.0,-18.0
226207,62.0,-100.0,-18.0
226221,62.0,-100.0,-18.0
226227,62.0,-100.0,-18.0
226235,63.0,-100.0,-18.0
226241,63.0,-100.0,-18.0
226252,63.0,-100.0,-18.0
226257,63.0,-100.0,-18.0
226269,63.0,-100.0,-18.0
226276,63.0,-100.0,-18.0
226288,63.0,-100.0,-18.0
226296,63.0,-100.0,-18.0
226305,63.0,-100.0,-18.0
226310,63.0,-100.0,-18.0
226314,63.0,-100.0,-18.0
226329,63.0,-100.0,-18.0
226334,63.0,-100.0,-18.0
226348,63.0,-100.0,-18.0
226353,63.0,-100.0,-18.0
226367,63.0,-100.0,-18.0
226372,63.0,-100.0,-18.0
226392,63.0,-100.0,-18.0
226398,63.0,-100.0,-18.0
226399,63.5,-100.0,-18.0
226409,64.0,-100.0,-18.0
226420,64.0,-100.0,-18.0
226426,65.0,-100.0,-18.0
226427,65.0,-100.0,-18.0
226435,65.0,-100.0,-18.0
226440,65.0,-100.0,-18.0
226452,65.5,-100.0,-18.0
226453,66.0,-100.0,-18.0
226457,66.0,-100.0,-18.0
226472,66.0,-100.0,-18.0
226477,66.0,-100.0,-18.0
226490,66.0,-100.0,-18.0
226505,66.0,-100.0,-18.0
226512,66.0,-100.0,-18.0
226517,66.0,-100.0,-18.0
226528,66.0,-100.0,-18.0
226534,66.0,-100.0,-18.0
226546,66.0,-100.0,-18.0
226551,66.0,-100.0,-18.0
226563,66.0,-100.0,-18.0
226570,66.0,-100.0,-18.0
226584,66.0,-100.0,-18.0
226589,66.0,-100.0,-18.0
226599,66.0,-100.0,-18.0
226607,66.5,-100.0,-18.0
226613,67.0,-100.0,-18.0
226615,67.0,-100.0,-18.0
226621,67.0,-100.0,-18.0
226624,67.5,-100.0,-18.0
226631,68.0,-100.0,-18.0
226641,68.0,-100.0,-18.0
226656,68.0,-100.0,-18.0
226662,68.0,-100.0,-18.0
226674,68.0,-100.0,-18.0
226675,68.0,-100.0,-18.0
226680,68.25,-100.0,-18.0
226694,68.5,-100.0,-18.0
226701,68.75,-100.0,-18.0
226708,69.0,-100.0,-18.0
226713,69.0,-100.0,-18.0
226733,69.0,-100.0,-18.0
226753,69.0,-100.0,-18.0
226760,69.0,-100.0,-18.0
226773,69.0,-100.0,-18.0
226793,69.0,-100.0,-18.0
226801,69.0,-100.0,-18.0
226806,69.0,-100.0,-18.0
226813,69.0,-100.0,-18.0
226822,69.5,-100.0,-18.0
226826,70.0,-100.0,-18.0
226828,70.0,-100.0,-18.0
226840,70.0,-100.0,-18.0
226845,70.0,-100.0,-18.0
226846,70.0,-100.0,-18.0
226849,72.0,-100.0,-18.0
226855,72.0,-100.0,-18.0
226859,72.5,-100.0,-18.0
226865,73.0,-100.0,-18.0
226874,73.0,-100.0,-18.0
226878,73.5,-100.0,-18.0
226884,74.0,-100.0,-18.0
226886,74.0,-100.0,-18.0
226891,74.0,-100.0,-18.0
226903,74.0,-100.0,-18.0
226910,74.0,-100.0,-18.0
226925,74.0,-100.0,-18.0
226930,74.0,-100.0,-18.0
226935,74.0,-100.0,-18.0
226953,74.0,-100.0,-18.0
226964,74.0,-100.0,-18.0
226971,74.0,-100.0,-18.0
226988,74.0,-100.0,-18.0
226996,74.0,-100.0,-18.0
227006,74.0,-100.0,-18.0
227013,74.0,-100.0,-18.0
227025,75.0,-100.0,-18.0
227032,75.0,-100.0,-18.0
227037,75.5,-100.0,-18.0
227042,76.0,-100.0,-18.0
227052,77.0,-100.0,-18.0
227060,77.5,-100.0,-18.0
227065,78.0,-100.0,-18.0
227073,78.0,-100.0,-18.0
227078,78.5,-100.0,-18.0
227081,79.0,-100.0,-18.0
227086,79.0,-100.0,-18.0
227091,79.0,-100.0,-18.0
227103,79.0,-100.0,-18.0
227109,79.0,-100.0,-18.0
227123,79.0,-100.0,-18.0
227128,79.0,-100.0,-18.0
227146,79.0,-100.0,-18.0
227168,79.0,-100.0,-18.0
227179,79.0,-100.0,-18.0
227184,79.0,-100.0,-18.0
227196,79.0,-100.0,-18.0
227201,79.0,-100.0,-18.0
227208,79.0,-100.0,-18.0
227216,79.33333333333333,-100.0,-18.0
227221,79.66666666666667,-100.0,-18.0
227225,80.0,-100.0,-18.0
227235,80.0,-100.0,-18.0
227241,80.0,-100.0,-18.0
227250,80.0,-100.0,-18.0
227254,80.5,-100.0,-18.0
227258,81.0,-100.0,-18.0
227260,81.0,-100.0,-18.0
227265,81.0,-100.0,-18.0
227274,82.0,-100.0,-18.0
227282,83.0,-100.0,-18.0
227289,83.0,-100.0,-18.0
227292,83.5,-100.0,-18.0
227300,84.0,-100.0,-18.0
227317,84.0,-100.0,-18.0
227325,84.0,-100.0,-18.0
227331,84.0,-100.0,-18.0
227345,84.0,-100.0,-18.0
227366,84.0,-100.0,-18.0
227379,84.0,-100.0,-18.0
227384,84.0,-100.0,-18.0
227396,84.0,-100.0,-18.0
227402,84.0,-100.0,-18.0
227414,84.0,-100.0,-18.0
227420,84.0,-100.0,-18.0
227435,84.0,-100.0,-18.0
227464,84.0,-100.0,-18.0
227472,84.0,-100.0,-18.0
227495,84.0,-100.0,-18.0
227505,84.0,-100.0,-18.0
227524,84.0,-100.0,-18.0
227535,84.0,-100.0,-18.0
227542,84.0,-100.0,-18.0
227556,84.0,-100.0,-18.0
227561,84.0,-100.0,-18.0
227575,84.0,-100.0,-18.0
227581,84.0,-100.0,-18.0
227585,84.0,-100.0,-18.0
227592,84.0,-100.0,-18.0
227605,84.0,-100.0,-18.0
227630,84.0,-100.0,-18.0
227636,84.0,-100.0,-18.0
227656,84.0,-100.0,-18.0
227673,84.0,-100.0,-18.0
227698,84.0,-100.0,-18.0
227706,84.0,-100.0,-18.0
227711,84.0,-100.0,-18.0
227728,84.0,-100.0,-18.0
227747,84.0,-100.0,-18.0
227756,84.0,-100.0,-18.0
227761,84.0,-100.0,-18.0
227778,84.0,-100.0,-18.0
227785,84.0,-100.0,-18.0
227794,84.0,-100.0,-18.0
227800,84.0,-100.0,-18.0
227811,84.0,-100.0,-18.0
227817,84.0,-100.0,-18.0
227831,84.0,-100.0,-18.0
227836,84.0,-100.0,-18.0
227855,84.0,-100.0,-18.0
227862,84.0,-100.0,-18.0
227873,84.0,-100.0,-18.0
227892,84.0,-100.0,-18.0
227902,84.0,-100.0,-18.0
227908,84.0,-100.0,-18.0
227922,84.0,-100.0,-18.0
227929,84.0,-100.0,-18.0
227943,84.0,-100.0,-18.0
227969,84.0,-100.0,-18.0
227979,84.0,-100.0,-18.0
228004,84.0,-100.0,-18.0
228011,84.0,-100.0,-18.0
228015,84.0,-100.0,-18.0
228028,84.0,-100.0,-18.0
228034,84.0,-100.0,-18.0
228047,84.0,-100.0,-18.0
228070,84.0,-100.0,-18.0
228081,84.0,-100.0,-18.0
228087,84.0,-100.0,-18.0
228099,84.0,-100.0,-18.0
228120,84.0,-100.0,-18.0
228131,84.0,-100.0,-18.0
228137,84.0,-100.0,-18.0
228138,83.66666666666667,-100.0,-18.0
228148,83.33333333333333,-100.0,-18.0
228152,83.0,-100.0,-18.0
228155,83.0,-100.0,-18.0
228168,83.0,-100.0,-18.0
228175,83.0,-100.0,-18.0
228176,83.0,-100.0,-18.0
228184,82.5,-100.0,-18.0
228185,82.0,-100.0,-18.0
228192,82.0,-100.0,-18.0
228194,82.0,-100.0,-18.0
228202,81.0,-100.0,-18.0
228203,81.0,-100.0,-18.0
228218,81.0,-100.0,-18.0
228226,81.0,-100.0,-18.0
228228,80.66666666666667,-100.0,-18.0
228234,80.33333333333333,-100.0,-18.0
228237,80.0,-100.0,-18.0
228244,80.0,-100.0,-18.0
228251,79.0,-100.0,-18.0
228255,78.0,-100.0,-18.0
228264,78.0,-100.0,-18.0
228287,78.0,-100.0,-18.0
228301,78.0,-100.0,-18.0
228322,78.0,-100.0,-18.0
228331,78.0,-100.0,-18.0
228338,78.0,-100.0,-18.0
228348,78.0,-100.0,-18.0
228355,78.0,-100.0,-18.0
228367,78.0,-100.0,-18.0
228372,78.0,-100.0,-18.0
228373,78.0,-100.0,-18.0
228387,77.0,-100.0,-18.0
228411,77.0,-100.0,-18.0
228412,76.5,-100.0,-18.0
228419,76.0,-100.0,-18.0
228421,76.0,-100.0,-18.0
228429,76.0,-100.0,-18.0
228435,75.5,-100.0,-18.0
228437,75.0,-100.0,-18.0
228444,75.0,-100.0,-18.0
228449,75.0,-100.0,-18.0
228461,75.0,-100.0,-18.0
228462,74.5,-100.0,-18.0
228474,74.0,-100.0,-18.0
228484,74.0,-100.0,-18.0
228497,74.0,-100.0,-18.0
228502,74.0,-100.0,-18.0
228513,74.0,-100.0,-18.0
228520,74.0,-100.0,-18.0
228531,74.0,-100.0,-18.0
228554,74.0,-100.0,-18.0
228563,74.0,-100.0,-18.0
228622,74.0,-100.0,-18.0
228638,73.0,-100.0,-18.0
228645,73.0,-100.0,-18.0
228658,72.0,-100.0,-18.0
228666,72.0,-100.0,-18.0
228681,71.0,-100.0,-18.0
228692,71.0,-100.0,-18.0
228700,70.0,-100.0,-18.0
228841,70.0,-100.0,-18.0
228858,69.0,-100.0,-18.0
228865,69.0,-100.0,-18.0
228881,68.0,-100.0,-18.0
228891,68.0,-100.0,-18.0
228900,67.0,-100.0,-18.0
228925,67.0,-100.0,-18.0
228931,66.0,-100.0,-18.0
228941,66.0,-100.0,-18.0
228953,65.0,-100.0,-18.0
229075,65.0,-100.0,-18.0
