,A1O51ZAYABZYI,ARGR4AJESGHHP,A2IJQ30G1BWGV
65450,-29.0,78.0,-93.0
65466,-29.0,77.0,-93.0
65469,-29.0,77.0,-93.0
65501,-28.0,77.0,-93.0
65539,-28.0,77.0,-93.0
65551,-27.0,77.0,-93.0
65589,-27.0,77.0,-93.0
65601,-26.0,77.0,-93.0
65636,-26.0,77.0,-93.0
65640,-25.0,77.0,-93.0
65772,-25.0,77.0,-93.0
65784,-24.0,77.0,-93.0
65818,-24.0,77.0,-93.0
65834,-23.0,77.0,-93.0
65852,-23.0,77.0,-93.0
65870,-21.0,77.0,-93.0
65885,-21.0,77.0,-93.0
65899,-20.0,77.0,-93.0
66117,-20.0,77.0,-93.0
66128,-19.0,77.0,-93.0
66333,-19.0,77.0,-93.0
66343,-18.0,77.0,-93.0
66380,-18.0,77.0,-93.0
66391,-17.0,77.0,-93.0
66403,-17.0,77.0,-93.0
66414,-16.0,77.0,-93.0
66446,-16.0,77.0,-93.0
66457,-15.0,77.0,-93.0
66723,-15.0,77.0,-93.0
66737,-14.0,77.0,-93.0
66752,-14.0,77.0,-93.0
66767,-13.0,77.0,-93.0
66798,-13.0,77.0,-93.0
66811,-12.0,77.0,-93.0
66846,-12.0,77.0,-93.0
66861,-11.0,77.0,-93.0
66875,-11.0,77.0,-93.0
66889,-10.0,77.0,-93.0
66918,-10.0,77.0,-93.0
66923,-9.0,77.0,-93.0
67233,-9.0,77.0,-93.0
67250,-9.0,76.0,-93.0
67266,-9.0,75.0,-93.0
67283,-9.0,74.0,-93.0
67300,-9.0,73.0,-93.0
67316,-9.0,72.0,-93.0
67333,-9.0,71.0,-93.0
67350,-9.0,70.0,-93.0
67366,-9.0,68.0,-93.0
67383,-9.0,67.0,-93.0
67400,-9.0,66.0,-93.0
67416,-9.0,65.0,-93.0
67433,-9.0,64.0,-93.0
67450,-9.0,63.0,-93.0
67466,-9.0,62.0,-93.0
67483,-9.0,61.0,-93.0
67500,-9.0,60.0,-93.0
67516,-9.0,58.0,-93.0
67533,-9.0,57.0,-93.0
67550,-9.0,56.0,-93.0
67566,-9.0,55.0,-93.0
67583,-9.0,54.0,-93.0
67600,-9.0,53.0,-93.0
67616,-9.0,52.0,-93.0
67633,-9.0,51.0,-93.0
67650,-9.0,50.0,-93.0
67667,-9.0,48.0,-93.0
67683,-9.0,47.0,-93.0
67700,-9.0,46.0,-93.0
67716,-9.0,45.0,-93.0
67733,-9.0,44.0,-93.0
67750,-9.0,43.0,-93.0
67766,-9.0,42.0,-93.0
67783,-9.0,41.0,-93.0
67800,-9.0,40.0,-93.0
67816,-9.0,38.0,-93.0
67833,-9.0,37.0,-93.0
67850,-9.0,36.0,-93.0
67866,-9.0,35.0,-93.0
67883,-9.0,34.0,-93.0
67886,-9.0,33.5,-93.0
67900,-8.5,33.0,-93.0
67906,-8.0,32.5,-93.0
67916,-8.0,32.0,-93.0
67933,-8.0,31.0,-93.0
67944,-8.0,30.5,-93.0
67950,-7.5,30.0,-93.0
67955,-7.0,29.0,-93.0
67967,-7.0,28.0,-93.0
67981,-7.0,27.5,-93.0
67983,-6.5,27.0,-93.0
67991,-6.0,26.5,-93.0
68000,-6.0,26.0,-93.0
68016,-6.0,25.0,-93.0
68028,-6.0,24.5,-93.0
68033,-5.5,24.0,-93.0
68043,-5.0,23.5,-93.0
68050,-5.0,23.0,-93.0
68066,-5.0,22.0,-93.0
68081,-5.0,21.5,-93.0
68083,-4.5,21.0,-93.0
68093,-4.0,20.5,-93.0
68100,-4.0,20.0,-93.0
68117,-4.0,18.0,-93.0
68133,-4.0,17.0,-93.0
68134,-4.0,16.666666666666668,-93.0
68147,-3.0,16.333333333333332,-93.0
68150,-3.0,16.0,-93.0
68166,-3.0,15.0,-93.0
68184,-3.0,14.0,-93.0
68200,-3.0,13.0,-93.0
68217,-3.0,12.0,-93.0
68233,-3.0,11.0,-93.0
68249,-3.0,10.0,-93.0
68267,-3.0,8.0,-93.0
68283,-3.0,7.0,-93.0
68300,-3.0,6.0,-93.0
68316,-3.0,5.0,-93.0
68333,-3.0,4.0,-93.0
68350,-3.0,3.0,-93.0
68366,-3.0,2.0,-93.0
68383,-3.0,1.0,-93.0
68400,-3.0,0.0,-93.0
68417,-3.0,-2.0,-93.0
68433,-3.0,-3.0,-93.0
68450,-3.0,-4.0,-93.0
68466,-3.0,-5.0,-93.0
68483,-3.0,-6.0,-93.0
68500,-3.0,-7.0,-93.0
68516,-3.0,-8.0,-93.0
68533,-3.0,-9.0,-93.0
68539,-3.0,-9.5,-93.0
68550,-2.5,-10.0,-93.0
68558,-2.0,-11.0,-93.0
68566,-2.0,-12.0,-93.0
68583,-2.0,-13.0,-93.0
68599,-2.0,-14.0,-93.0
68603,-2.0,-14.5,-93.0
68616,-1.5,-15.0,-93.0
68623,-1.0,-15.5,-93.0
68633,-1.0,-16.0,-93.0
68649,-1.0,-17.0,-93.0
68662,-1.0,-17.5,-93.0
68666,-0.6666666666666667,-18.0,-93.0
68683,-0.33333333333333337,-19.0,-93.0
68690,0.0,-19.5,-93.0
68700,0.0,-20.0,-93.0
68705,0.0,-21.0,-93.0
68716,0.5,-22.0,-93.0
68725,1.0,-22.5,-93.0
68733,1.0,-23.0,-93.0
68750,1.0,-24.0,-93.0
68766,1.0,-25.0,-93.0
68783,1.0,-26.0,-93.0
68800,1.0,-27.0,-93.0
68816,1.0,-28.0,-93.0
68833,1.0,-29.0,-93.0
68850,1.0,-30.0,-93.0
68919,1.0,-30.0,-93.0
68935,2.0,-30.0,-93.0
68975,2.0,-30.0,-93.0
68989,3.0,-30.0,-93.0
69035,3.0,-30.0,-93.0
69052,4.0,-30.0,-93.0
69486,4.0,-30.0,-93.0
69501,3.0,-30.0,-93.0
69506,3.0,-30.0,-93.0
69527,2.0,-30.0,-93.0
69536,2.0,-30.0,-93.0
69544,1.0,-30.0,-93.0
69550,1.0,-30.0,-93.0
69568,-1.0,-30.0,-93.0
69573,-1.0,-30.0,-93.0
69586,-2.0,-30.0,-93.0
69592,-2.0,-30.0,-93.0
69604,-3.0,-30.0,-93.0
69609,-3.0,-30.0,-93.0
69622,-4.0,-30.0,-93.0
69628,-4.0,-30.0,-93.0
69639,-5.0,-30.0,-93.0
69644,-5.0,-30.0,-93.0
69656,-6.0,-30.0,-93.0
69663,-6.0,-30.0,-93.0
69673,-7.0,-30.0,-93.0
69678,-7.0,-30.0,-93.0
69680,-8.0,-30.0,-93.0
69825,-8.0,-30.0,-93.0
69837,-9.0,-30.0,-93.0
69844,-9.0,-30.0,-93.0
69856,-10.0,-30.0,-93.0
69860,-10.0,-30.0,-93.0
69872,-11.0,-30.0,-93.0
69880,-11.0,-30.0,-93.0
69890,-12.0,-30.0,-93.0
69896,-12.0,-30.0,-93.0
69900,-13.0,-30.0,-93.0
69904,-13.0,-30.0,-93.0
69913,-14.0,-30.0,-93.0
69922,-14.0,-30.0,-93.0
69932,-15.0,-30.0,-93.0
69938,-15.0,-30.0,-93.0
69950,-16.0,-30.0,-93.0
69956,-16.0,-30.0,-93.0
69968,-18.0,-30.0,-93.0
70017,-18.0,-30.0,-93.0
70034,-18.0,-31.0,-93.0
70050,-18.0,-32.0,-93.0
70067,-18.0,-33.0,-93.0
70083,-18.0,-34.0,-93.0
70100,-18.0,-35.0,-93.0
70116,-18.0,-36.0,-93.0
70133,-18.0,-37.0,-93.0
70150,-18.0,-39.0,-93.0
70153,-18.0,-39.5,-93.0
70167,-19.0,-40.0,-93.0
70174,-19.0,-40.5,-93.0
70183,-20.0,-41.0,-93.0
70192,-20.0,-41.5,-93.0
70200,-20.5,-42.0,-93.0
70201,-21.0,-42.333333333333336,-93.0
70208,-21.0,-42.666666666666664,-93.0
70217,-21.5,-43.0,-93.0
70219,-22.0,-43.333333333333336,-93.0
70225,-22.0,-43.666666666666664,-93.0
70233,-22.5,-44.0,-93.0
70237,-23.0,-44.333333333333336,-93.0
70244,-23.0,-44.666666666666664,-93.0
70250,-24.0,-45.0,-93.0
70255,-25.0,-45.333333333333336,-93.0
70262,-25.0,-45.666666666666664,-93.0
70266,-25.5,-46.0,-93.0
70272,-26.0,-46.333333333333336,-93.0
70279,-26.0,-46.666666666666664,-93.0
70283,-26.666666666666668,-47.0,-93.0
70300,-27.333333333333332,-49.0,-93.0
70307,-28.0,-49.5,-93.0
70316,-28.0,-50.0,-93.0
70333,-28.0,-51.0,-93.0
70350,-28.0,-52.0,-93.0
70367,-28.0,-53.0,-93.0
70383,-28.0,-54.0,-93.0
70400,-28.0,-55.0,-93.0
70417,-28.0,-56.0,-93.0
70433,-28.0,-57.0,-93.0
70450,-28.0,-59.0,-93.0
70467,-28.0,-60.0,-93.0
70483,-28.0,-61.0,-93.0
70500,-28.0,-62.0,-93.0
70517,-28.0,-63.0,-93.0
70533,-28.0,-64.0,-93.0
70550,-28.0,-65.0,-93.0
70567,-28.0,-66.0,-93.0
70584,-28.0,-67.0,-93.0
70587,-28.0,-68.0,-93.0
70600,-27.5,-69.0,-93.0
70601,-27.0,-69.33333333333333,-93.0
70607,-27.0,-69.66666666666667,-93.0
70616,-26.5,-70.0,-93.0
70618,-26.0,-70.33333333333333,-93.0
70627,-26.0,-70.66666666666667,-93.0
70633,-25.5,-71.0,-93.0
70636,-25.0,-71.33333333333333,-93.0
70643,-25.0,-71.66666666666667,-93.0
70650,-24.5,-72.0,-93.0
70652,-24.0,-72.33333333333333,-93.0
70659,-24.0,-72.66666666666667,-93.0
70667,-23.5,-73.0,-93.0
70669,-23.0,-73.33333333333333,-93.0
70678,-23.0,-73.66666666666667,-93.0
70683,-22.5,-74.0,-93.0
70689,-22.0,-74.33333333333333,-93.0
70695,-22.0,-74.66666666666667,-93.0
70700,-21.0,-75.0,-93.0
70705,-20.0,-75.33333333333333,-93.0
70711,-20.0,-75.66666666666667,-93.0
70716,-19.5,-76.0,-93.0
70722,-19.0,-76.33333333333333,-93.0
70729,-19.0,-76.66666666666667,-93.0
70733,-18.5,-77.0,-93.0
70741,-18.0,-77.33333333333333,-93.0
70748,-18.0,-77.66666666666667,-93.0
70750,-17.5,-78.0,-93.0
70757,-17.0,-78.0,-93.0
70765,-16.0,-78.0,-93.0
70858,-16.0,-78.0,-93.0
70870,-15.0,-78.0,-93.0
70876,-15.0,-78.0,-93.0
70887,-14.0,-78.0,-93.0
70892,-14.0,-78.0,-93.0
70904,-13.0,-78.0,-93.0
70910,-13.0,-78.0,-93.0
70923,-12.0,-78.0,-93.0
70929,-12.0,-78.0,-93.0
70941,-11.0,-78.0,-93.0
70948,-11.0,-78.0,-93.0
70959,-10.0,-78.0,-93.0
70965,-8.0,-78.0,-93.0
71127,-8.0,-78.0,-93.0
71139,-7.0,-78.0,-93.0
71147,-7.0,-78.0,-93.0
71157,-6.0,-78.0,-93.0
71162,-6.0,-78.0,-93.0
71175,-5.0,-78.0,-93.0
71187,-5.0,-78.0,-93.0
71198,-4.0,-78.0,-93.0
71205,-4.0,-78.0,-93.0
71216,-3.0,-78.0,-93.0
71223,-3.0,-78.0,-93.0
71234,-1.0,-78.0,-93.0
71239,-1.0,-78.0,-93.0
71252,0.0,-78.0,-93.0
71284,0.0,-78.0,-93.0
71301,0.0,-77.0,-93.0
71317,0.0,-76.0,-93.0
71333,0.0,-75.0,-93.0
71350,0.0,-74.0,-93.0
71366,0.0,-73.0,-93.0
71383,0.0,-71.0,-93.0
71386,0.0,-70.66666666666667,-93.0
71397,1.0,-70.33333333333333,-93.0
71400,1.0,-70.0,-93.0
71417,1.0,-69.0,-93.0
71420,1.0,-68.5,-93.0
71433,2.0,-68.0,-93.0
71440,2.0,-67.5,-93.0
71450,2.5,-67.0,-93.0
71452,3.0,-66.66666666666667,-93.0
71457,3.0,-66.33333333333333,-93.0
71466,3.5,-66.0,-93.0
71469,4.0,-65.66666666666667,-93.0
71475,4.0,-65.33333333333333,-93.0
71483,4.5,-65.0,-93.0
71487,5.0,-64.66666666666667,-93.0
71494,5.0,-64.33333333333333,-93.0
71500,6.0,-64.0,-93.0
71504,7.0,-63.666666666666664,-93.0
71511,7.0,-63.333333333333336,-93.0
71517,7.5,-63.0,-93.0
71521,8.0,-62.333333333333336,-93.0
71530,8.0,-61.666666666666664,-93.0
71533,8.5,-61.0,-93.0
71538,9.0,-60.666666666666664,-93.0
71544,9.0,-60.333333333333336,-93.0
71550,9.5,-60.0,-93.0
71556,10.0,-59.5,-93.0
71567,10.0,-59.0,-93.0
71584,10.0,-58.0,-93.0
71600,10.0,-57.0,-93.0
71617,10.0,-56.0,-93.0
71633,10.0,-55.0,-93.0
71650,10.0,-54.0,-93.0
71667,10.0,-53.0,-93.0
71683,10.0,-51.0,-93.0
71688,10.0,-50.5,-93.0
71700,10.5,-50.0,-93.0
71705,11.0,-49.5,-93.0
71717,11.0,-49.0,-93.0
71725,11.0,-48.5,-93.0
71733,12.0,-48.0,-93.0
71738,13.0,-47.666666666666664,-93.0
71745,13.0,-47.333333333333336,-93.0
71750,13.5,-47.0,-93.0
71756,14.0,-46.666666666666664,-93.0
71762,14.0,-46.333333333333336,-93.0
71767,14.5,-46.0,-93.0
71772,15.0,-45.666666666666664,-93.0
71780,15.0,-45.333333333333336,-93.0
71783,15.5,-45.0,-93.0
71790,16.0,-44.5,-93.0
71800,16.0,-44.0,-93.0
71817,16.0,-43.0,-93.0
71833,16.0,-41.0,-93.0
71850,16.0,-40.0,-93.0
71867,16.0,-39.0,-93.0
71883,16.0,-38.0,-93.0
71900,16.0,-37.0,-93.0
71906,16.0,-36.5,-93.0
71917,16.5,-36.0,-93.0
71920,17.0,-35.5,-93.0
71934,17.0,-35.0,-93.0
71943,17.0,-34.5,-93.0
71950,18.0,-34.0,-93.0
71954,19.0,-33.666666666666664,-93.0
71962,19.0,-33.333333333333336,-93.0
71967,19.5,-33.0,-93.0
71972,20.0,-32.333333333333336,-93.0
71980,20.0,-31.666666666666668,-93.0
71983,20.5,-31.0,-93.0
71990,21.0,-30.666666666666668,-93.0
71996,21.0,-30.333333333333332,-93.0
72000,21.5,-30.0,-93.0
72008,22.0,-29.666666666666668,-93.0
72015,22.0,-29.333333333333332,-93.0
72017,22.5,-29.0,-93.0
72025,23.0,-28.5,-93.0
72033,23.0,-28.0,-93.0
72050,23.0,-27.0,-93.0
72067,23.0,-26.0,-93.0
72083,23.0,-25.0,-93.0
72100,23.0,-24.0,-93.0
72117,23.0,-23.0,-93.0
72123,23.0,-22.0,-93.0
72133,23.5,-21.0,-93.0
72136,24.0,-20.666666666666668,-93.0
72144,24.0,-20.333333333333332,-93.0
72150,24.5,-20.0,-93.0
72154,25.0,-19.666666666666668,-93.0
72162,25.0,-19.333333333333332,-93.0
72167,25.5,-19.0,-93.0
72172,26.0,-18.666666666666668,-93.0
72181,26.0,-18.333333333333332,-93.0
72183,26.5,-18.0,-93.0
72189,27.0,-17.666666666666668,-93.0
72196,27.0,-17.333333333333332,-93.0
72200,27.5,-17.0,-93.0
72208,28.0,-16.666666666666668,-93.0
72216,28.0,-16.333333333333332,-93.0
72217,28.5,-16.0,-93.0
72227,29.0,-15.5,-93.0
72233,29.0,-15.0,-93.0
72250,29.0,-14.0,-93.0
72267,29.0,-13.0,-93.0
72283,29.0,-11.0,-93.0
72300,29.0,-10.0,-93.0
72317,29.0,-9.0,-93.0
72333,29.0,-8.0,-93.0
72350,29.0,-7.0,-93.0
72366,29.0,-6.0,-93.0
72383,29.0,-5.0,-93.0
72400,29.0,-4.0,-93.0
72417,29.0,-3.0,-93.0
72433,29.0,-1.0,-93.0
72450,29.0,0.0,-93.0
72467,29.0,1.0,-93.0
72483,29.0,2.0,-93.0
72500,29.0,3.0,-93.0
72517,29.0,4.0,-93.0
72534,29.0,5.0,-93.0
72550,29.0,6.0,-93.0
72567,29.0,7.0,-93.0
72583,29.0,9.0,-93.0
72600,29.0,10.0,-93.0
72617,29.0,11.0,-93.0
72629,29.0,11.5,-93.0
72633,29.5,12.0,-93.0
72641,30.0,12.5,-93.0
72650,30.0,13.0,-93.0
72663,30.0,13.5,-93.0
72666,30.5,14.0,-93.0
72669,31.0,14.333333333333334,-93.0
72672,31.0,14.666666666666666,-93.0
72683,31.5,15.0,-93.0
72684,32.0,15.333333333333334,-93.0
72690,32.0,15.666666666666666,-93.0
72700,33.0,16.0,-93.0
72710,33.0,16.5,-93.0
72717,33.333333333333336,17.0,-93.0
72733,33.666666666666664,19.0,-93.0
72740,34.0,19.5,-93.0
72750,34.0,20.0,-93.0
72755,34.0,20.333333333333332,-93.0
72763,35.0,20.666666666666668,-93.0
72766,35.0,21.0,-93.0
72783,35.0,22.0,-93.0
72794,35.0,22.5,-93.0
72800,35.5,23.0,-93.0
72805,36.0,23.5,-93.0
72817,36.0,24.0,-93.0
72833,36.0,25.0,-93.0
72850,36.0,26.0,-93.0
72867,36.0,27.0,-93.0
72883,36.0,29.0,-93.0
72900,36.0,30.0,-93.0
72903,36.0,30.5,-93.0
72917,36.5,31.0,-93.0
72921,37.0,31.5,-93.0
72934,37.0,32.0,-93.0
72943,37.0,32.5,-93.0
72950,37.5,33.0,-93.0
72953,38.0,33.333333333333336,-93.0
72959,38.0,33.666666666666664,-93.0
72967,39.0,34.0,-93.0
72970,40.0,34.5,-93.0
72983,40.0,35.0,-93.0
73000,40.0,36.0,-93.0
73009,41.0,36.5,-93.0
73017,41.0,37.0,-93.0
73027,41.0,38.0,-93.0
73033,41.5,39.0,-93.0
73041,42.0,39.5,-93.0
73050,42.0,40.0,-93.0
73063,42.0,40.5,-93.0
73067,42.5,41.0,-93.0
73077,43.0,41.5,-93.0
73083,43.0,42.0,-93.0
73084,43.0,42.333333333333336,-93.0
73094,44.0,42.666666666666664,-93.0
73100,44.0,43.0,-93.0
73117,44.0,44.0,-93.0
73133,44.0,45.0,-93.0
73150,44.0,46.0,-93.0
73167,44.0,47.0,-93.0
73184,44.0,48.0,-93.0
73807,44.0,48.0,-93.0
73819,43.0,48.0,-93.0
73827,43.0,48.0,-93.0
73838,42.0,48.0,-93.0
73845,42.0,48.0,-93.0
73855,41.0,48.0,-93.0
73878,41.0,48.0,-93.0
73889,40.0,48.0,-93.0
73897,40.0,48.0,-93.0
73906,39.0,48.0,-93.0
73914,39.0,48.0,-93.0
73924,38.0,48.0,-93.0
73933,38.0,48.0,-93.0
73943,37.0,48.0,-93.0
73953,36.0,48.0,-93.0
73967,35.0,48.0,-93.0
73974,35.0,48.0,-93.0
73985,34.0,48.0,-93.0
73992,34.0,48.0,-93.0
74002,33.0,48.0,-93.0
74128,33.0,48.0,-93.0
74142,32.0,48.0,-93.0
74150,32.0,48.0,-93.0
74160,31.0,48.0,-93.0
74171,30.0,48.0,-93.0
74184,29.0,48.0,-93.0
74210,29.0,48.0,-93.0
74218,28.0,48.0,-93.0
74225,28.0,48.0,-93.0
74236,26.0,48.0,-93.0
74284,26.0,48.0,-93.0
74293,25.0,48.0,-93.0
74423,25.0,48.0,-93.0
74436,24.0,48.0,-93.0
74466,24.0,48.0,-93.0
74475,23.0,48.0,-93.0
74494,23.0,48.0,-93.0
74506,22.0,48.0,-93.0
74513,22.0,48.0,-93.0
74523,21.0,48.0,-93.0
74640,21.0,48.0,-93.0
74655,20.0,48.0,-93.0
74678,20.0,48.0,-93.0
74688,19.0,48.0,-93.0
74749,19.0,48.0,-93.0
74762,18.0,48.0,-93.0
74769,18.0,48.0,-93.0
74785,17.0,48.0,-93.0
74856,17.0,48.0,-93.0
74871,16.0,48.0,-93.0
74877,16.0,48.0,-93.0
74889,15.0,48.0,-93.0
74896,15.0,48.0,-93.0
74909,14.0,48.0,-93.0
74917,14.0,48.0,-93.0
74930,13.0,48.0,-93.0
74940,13.0,48.0,-93.0
74950,12.0,48.0,-93.0
74959,12.0,48.0,-93.0
74968,11.0,48.0,-93.0
74977,11.0,48.0,-93.0
74986,10.0,48.0,-93.0
75009,10.0,48.0,-93.0
75019,9.0,48.0,-93.0
75127,9.0,48.0,-93.0
75140,8.0,48.0,-93.0
75149,8.0,48.0,-93.0
75165,7.0,48.0,-93.0
75174,7.0,48.0,-93.0
75183,6.0,48.0,-93.0
75193,6.0,48.0,-93.0
75202,5.0,48.0,-93.0
75212,5.0,48.0,-93.0
75220,4.0,48.0,-93.0
75228,3.0,48.0,-93.0
75239,2.0,48.0,-93.0
75246,2.0,48.0,-93.0
75257,1.0,48.0,-93.0
75378,1.0,48.0,-93.0
75394,0.0,48.0,-93.0
75401,0.0,48.0,-93.0
75414,-1.0,48.0,-93.0
75422,-1.0,48.0,-93.0
75438,-2.0,48.0,-93.0
75456,-3.0,48.0,-93.0
75469,-4.0,48.0,-93.0
75630,-4.0,48.0,-93.0
75644,-5.0,48.0,-93.0
75653,-5.0,48.0,-93.0
75659,-7.0,48.0,-93.0
75669,-7.0,48.0,-93.0
75677,-8.0,48.0,-93.0
75686,-8.0,48.0,-93.0
75702,-9.0,48.0,-93.0
75829,-9.0,48.0,-93.0
75843,-10.0,48.0,-93.0
75868,-10.0,48.0,-93.0
75877,-11.0,48.0,-93.0
75884,-12.0,48.0,-93.0
75890,-12.0,48.0,-93.0
75901,-13.0,48.0,-93.0
75925,-13.0,48.0,-93.0
75937,-14.0,48.0,-93.0
76081,-14.0,48.0,-93.0
76085,-15.0,48.0,-93.0
76108,-15.0,48.0,-93.0
76119,-16.0,48.0,-93.0
76126,-16.0,48.0,-93.0
76135,-17.0,48.0,-93.0
76144,-17.0,48.0,-93.0
76153,-18.0,48.0,-93.0
76178,-18.0,48.0,-93.0
76189,-19.0,48.0,-93.0
76307,-19.0,48.0,-93.0
76322,-20.0,48.0,-93.0
76353,-20.0,48.0,-93.0
76362,-21.0,48.0,-93.0
76383,-21.0,48.0,-93.0
76392,-22.0,48.0,-93.0
76413,-22.0,48.0,-93.0
76423,-23.0,48.0,-93.0
76431,-23.0,48.0,-93.0
76454,-24.0,48.0,-93.0
76540,-24.0,48.0,-93.0
76553,-25.0,48.0,-93.0
76578,-25.0,48.0,-93.0
76590,-26.0,48.0,-93.0
76614,-26.0,48.0,-93.0
76625,-27.0,48.0,-93.0
76650,-27.0,48.0,-93.0
76660,-28.0,48.0,-93.0
76700,-28.0,48.0,-93.0
76713,-29.0,48.0,-93.0
76733,-29.0,48.0,-93.0
76736,-30.0,48.0,-93.0
76743,-30.0,48.0,-93.0
76754,-31.0,48.0,-93.0
76778,-31.0,48.0,-93.0
76789,-32.0,48.0,-93.0
76811,-32.0,48.0,-93.0
76822,-33.0,48.0,-93.0
76846,-33.0,48.0,-93.0
76857,-34.0,48.0,-93.0
77009,-34.0,48.0,-93.0
77021,-35.0,48.0,-93.0
77048,-35.0,48.0,-93.0
77058,-36.0,48.0,-93.0
77081,-36.0,48.0,-93.0
77091,-37.0,48.0,-93.0
77117,-37.0,48.0,-93.0
77126,-38.0,48.0,-93.0
77210,-38.0,48.0,-93.0
77222,-39.0,48.0,-93.0
77249,-39.0,48.0,-93.0
77250,-39.5,48.0,-93.0
77262,-40.0,48.5,-93.0
77267,-40.0,49.0,-93.0
77283,-40.0,50.0,-93.0
77285,-40.0,50.333333333333336,-93.0
77296,-41.0,50.666666666666664,-93.0
77300,-41.0,51.0,-93.0
77317,-41.0,52.0,-93.0
77332,-41.0,52.5,-93.0
77333,-41.5,53.0,-93.0
77346,-42.0,53.5,-93.0
77350,-42.0,54.0,-93.0
77367,-42.0,56.0,-93.0
77385,-42.0,57.0,-93.0
77400,-42.0,58.0,-93.0
77417,-42.0,59.0,-93.0
77434,-42.0,60.0,-93.0
77447,-42.0,60.5,-93.0
77450,-42.5,61.0,-93.0
77460,-43.0,61.5,-93.0
77467,-43.0,62.0,-93.0
77485,-43.0,63.0,-93.0
77486,-43.0,63.333333333333336,-93.0
77495,-44.0,63.666666666666664,-93.0
77501,-44.0,64.0,-93.0
77516,-44.0,65.0,-93.0
77517,-44.5,66.0,-93.0
77526,-45.0,66.33333333333333,-93.0
77533,-45.0,66.66666666666667,-93.0
77534,-45.5,67.0,-93.0
77542,-46.0,67.5,-93.0
77550,-46.0,68.0,-93.0
77551,-46.0,68.33333333333333,-93.0
77560,-47.0,68.66666666666667,-93.0
77567,-47.0,69.0,-93.0
77583,-47.0,70.0,-93.0
77600,-47.0,71.0,-93.0
77617,-47.0,72.0,-93.0
77633,-47.0,73.0,-93.0
77651,-47.0,74.0,-93.0
77667,-47.0,75.0,-93.0
77668,-47.5,76.0,-93.0
77680,-48.0,76.5,-93.0
77686,-48.0,77.0,-93.0
77701,-48.0,78.0,-93.0
77711,-48.0,78.5,-93.0
77717,-48.5,79.0,-93.0
77720,-49.0,79.33333333333333,-93.0
77732,-49.0,79.66666666666667,-93.0
77734,-50.0,80.0,-93.0
77745,-51.0,80.5,-93.0
77750,-51.0,81.0,-93.0
77753,-51.0,81.33333333333333,-93.0
77765,-52.0,81.66666666666667,-93.0
77767,-52.0,82.0,-93.0
77774,-52.0,82.5,-93.0
77784,-52.5,83.0,-93.0
77787,-53.0,83.5,-93.0
77800,-53.0,84.0,-93.0
77817,-53.0,86.0,-93.0
77834,-53.0,87.0,-93.0
77850,-53.0,88.0,-93.0
77867,-53.0,89.0,-93.0
77884,-53.0,90.0,-93.0
77900,-53.0,91.0,-93.0
77917,-53.0,92.0,-93.0
77924,-53.0,92.33333333333333,-93.0
77933,-54.0,92.66666666666667,-93.0
77934,-54.0,93.0,-93.0
77942,-54.0,93.5,-93.0
77950,-54.5,94.0,-93.0
77953,-55.0,95.0,-93.0
77967,-55.0,96.0,-93.0
77977,-55.0,96.5,-93.0
77984,-56.0,97.0,-93.0
77995,-56.0,97.5,-93.0
78000,-56.5,98.0,-93.0
78005,-57.0,98.33333333333333,-93.0
78013,-57.0,98.66666666666667,-93.0
78017,-57.5,99.0,-93.0
78019,-58.0,99.33333333333333,-93.0
78028,-58.0,99.66666666666667,-93.0
78034,-58.5,100.0,-93.0
78042,-59.0,100.0,-93.0
78053,-59.0,100.0,-93.0
78063,-60.0,100.0,-93.0
78151,-60.0,100.0,-93.0
78163,-61.0,100.0,-93.0
78170,-61.0,100.0,-93.0
78186,-62.0,100.0,-93.0
78215,-63.0,100.0,-93.0
78219,-64.0,100.0,-93.0
78226,-64.0,100.0,-93.0
78239,-65.0,100.0,-93.0
78247,-65.0,100.0,-93.0
78264,-67.0,100.0,-93.0
78364,-67.0,100.0,-93.0
78378,-68.0,100.0,-93.0
78417,-68.0,100.0,-93.0
78429,-69.0,100.0,-93.0
78443,-69.0,100.0,-93.0
78482,-70.0,100.0,-93.0
78612,-70.0,100.0,-93.0
78628,-71.0,100.0,-93.0
78642,-71.0,100.0,-93.0
78650,-73.0,100.0,-93.0
78659,-73.0,100.0,-93.0
78668,-74.0,100.0,-93.0
78674,-74.0,100.0,-93.0
78686,-75.0,100.0,-93.0
78692,-75.0,100.0,-93.0
78704,-76.0,100.0,-93.0
78709,-76.0,100.0,-93.0
78721,-77.0,100.0,-93.0
78727,-77.0,100.0,-93.0
78738,-78.0,100.0,-93.0
78745,-78.0,100.0,-93.0
78755,-79.0,100.0,-93.0
78870,-79.0,100.0,-93.0
78885,-80.0,100.0,-93.0
78908,-80.0,100.0,-93.0
78920,-81.0,100.0,-93.0
78927,-81.0,100.0,-93.0
78937,-82.0,100.0,-93.0
78945,-82.0,100.0,-93.0
78955,-83.0,100.0,-93.0
78961,-83.0,100.0,-93.0
78974,-85.0,100.0,-93.0
78980,-85.0,100.0,-93.0
78991,-86.0,100.0,-93.0
78998,-86.0,100.0,-93.0
79010,-87.0,100.0,-93.0
79090,-87.0,100.0,-93.0
79103,-88.0,100.0,-93.0
79109,-88.0,100.0,-93.0
79120,-89.0,100.0,-93.0
79126,-89.0,100.0,-93.0
79138,-90.0,100.0,-93.0
79143,-90.0,100.0,-93.0
