,ALPARR84EASL2,A5XU9JZ5IHLA1,ARUXF7MD6PFIJ
342650,-49.0,-96.0,-94.0
342667,-48.0,-96.0,-94.0
342683,-47.0,-96.0,-94.0
342700,-46.0,-96.0,-94.0
342717,-45.0,-96.0,-94.0
342733,-44.0,-96.0,-94.0
342750,-43.0,-96.0,-94.0
342767,-41.0,-96.0,-94.0
342783,-40.0,-96.0,-94.0
342800,-39.0,-96.0,-94.0
342817,-38.0,-96.0,-94.0
342833,-37.0,-96.0,-94.0
348864,-37.0,-96.0,-94.0
348870,-37.0,-96.0,-93.0
348879,-37.0,-96.0,-93.0
348905,-37.0,-96.0,-92.0
348910,-37.0,-96.0,-92.0
348923,-37.0,-96.0,-91.0
352259,-37.0,-96.0,-91.0
352275,-37.0,-96.0,-91.5
352276,-37.0,-96.0,-92.0
352281,-37.0,-96.0,-92.0
352292,-37.0,-96.0,-92.66666666666667
352308,-37.0,-96.0,-93.33333333333333
352309,-37.0,-96.0,-94.0
352313,-37.0,-96.0,-94.0
352325,-37.0,-96.0,-94.5
352327,-37.0,-96.0,-95.0
352331,-37.0,-96.0,-95.0
352342,-37.0,-96.0,-95.66666666666667
352358,-37.0,-96.0,-96.33333333333333
352362,-37.0,-96.0,-97.0
352367,-37.0,-96.0,-97.0
352375,-37.0,-96.0,-97.5
352381,-37.0,-96.0,-98.0
352389,-37.0,-96.0,-99.0
352391,-37.0,-96.0,-99.0
352406,-37.0,-96.0,-100.0
352408,-37.0,-96.0,-100.0
352426,-37.0,-96.0,-100.0
353373,-37.0,-96.0,-100.0
353391,-37.0,-96.0,-99.0
353394,-37.0,-96.0,-99.0
353408,-37.0,-96.0,-98.0
353412,-37.0,-96.0,-98.0
353425,-37.0,-96.0,-97.0
353430,-37.0,-96.0,-97.0
353444,-37.0,-96.0,-95.0
353448,-37.0,-96.0,-95.0
353479,-37.0,-96.0,-93.0
353612,-37.0,-96.0,-93.0
353630,-37.0,-96.0,-92.0
353633,-37.0,-96.0,-92.0
353647,-37.0,-96.0,-91.0
353650,-37.0,-96.0,-91.0
353664,-37.0,-96.0,-90.0
353671,-37.0,-96.0,-88.0
353674,-37.0,-96.0,-88.0
353690,-37.0,-96.0,-87.0
353693,-37.0,-96.0,-87.0
353707,-37.0,-96.0,-86.0
354932,-37.0,-96.0,-86.0
354943,-37.0,-96.0,-85.0
354944,-37.0,-96.0,-85.0
354973,-37.0,-96.0,-83.0
354976,-37.0,-96.0,-83.0
354991,-37.0,-96.0,-82.0
354994,-37.0,-96.0,-82.0
355009,-37.0,-96.0,-81.0
355012,-37.0,-96.0,-81.0
355027,-37.0,-96.0,-80.0
355030,-37.0,-96.0,-80.0
355045,-37.0,-96.0,-79.0
355049,-37.0,-96.0,-79.0
355062,-37.0,-96.0,-78.0
355423,-37.0,-96.0,-78.0
355441,-37.0,-96.0,-79.0
355445,-37.0,-96.0,-79.0
355456,-37.0,-96.0,-80.0
355461,-37.0,-96.0,-80.0
355474,-37.0,-96.0,-81.0
355477,-37.0,-96.0,-81.0
355492,-37.0,-96.0,-82.0
355495,-37.0,-96.0,-82.0
355510,-37.0,-96.0,-83.0
355514,-37.0,-96.0,-83.0
355528,-37.0,-96.0,-84.0
355531,-37.0,-96.0,-84.0
355547,-37.0,-96.0,-85.0
355550,-37.0,-96.0,-85.0
355562,-37.0,-96.0,-86.0
355644,-37.0,-96.0,-86.0
355659,-37.0,-96.0,-87.0
355665,-37.0,-96.0,-87.0
355677,-37.0,-96.0,-88.0
355697,-37.0,-96.0,-88.0
355712,-37.0,-96.0,-90.0
355716,-37.0,-96.0,-90.0
355731,-37.0,-96.0,-91.0
355733,-37.0,-96.0,-91.0
355734,-37.25,-96.0,-91.0
355739,-37.5,-96.0,-92.0
355743,-37.75,-96.0,-92.0
355751,-38.0,-96.0,-92.5
355755,-38.5,-96.0,-93.0
355767,-39.0,-96.0,-93.0
355783,-40.0,-96.0,-93.0
355800,-41.0,-96.0,-93.0
355817,-42.0,-96.0,-93.0
355833,-43.0,-96.0,-93.0
355850,-44.0,-96.0,-93.0
355867,-45.0,-96.0,-93.0
355883,-47.0,-96.0,-93.0
355900,-48.0,-96.0,-93.0
355917,-49.0,-96.0,-93.0
355933,-50.0,-96.0,-93.0
355950,-51.0,-96.0,-93.0
355967,-52.0,-96.0,-93.0
355983,-53.0,-96.0,-93.0
356000,-54.0,-96.0,-93.0
356017,-55.0,-96.0,-93.0
356034,-57.0,-96.0,-93.0
356050,-58.0,-96.0,-93.0
356067,-59.0,-96.0,-93.0
356083,-60.0,-96.0,-93.0
356100,-61.0,-96.0,-93.0
356117,-62.0,-96.0,-93.0
356133,-63.0,-96.0,-93.0
356150,-64.0,-96.0,-93.0
356167,-65.0,-96.0,-93.0
356183,-67.0,-96.0,-93.0
356200,-68.0,-96.0,-93.0
356217,-69.0,-96.0,-93.0
356233,-70.0,-96.0,-93.0
356250,-71.0,-96.0,-93.0
356267,-72.0,-96.0,-93.0
356945,-72.0,-96.0,-93.0
356963,-72.0,-96.0,-94.0
356979,-72.0,-96.0,-94.0
357022,-72.0,-96.0,-98.0
357026,-72.0,-96.0,-98.0
357039,-72.0,-96.0,-99.0
357043,-72.0,-96.0,-99.0
357057,-72.0,-96.0,-100.0
359375,-72.0,-96.0,-100.0
359392,-72.0,-96.0,-100.0
359408,-72.0,-96.0,-100.0
359425,-72.0,-96.0,-100.0
359441,-72.0,-96.0,-100.0
359458,-72.0,-96.0,-100.0
359475,-72.0,-96.0,-100.0
359492,-72.0,-96.0,-100.0
359509,-72.0,-96.0,-100.0
359558,-72.0,-96.0,-100.0
359575,-72.0,-96.0,-100.0
364867,-72.0,-96.0,-100.0
364884,-71.0,-96.0,-100.0
364900,-70.0,-96.0,-100.0
364917,-69.0,-96.0,-100.0
364933,-68.0,-96.0,-100.0
364950,-67.0,-96.0,-100.0
364967,-65.0,-96.0,-100.0
364984,-64.0,-96.0,-100.0
365000,-63.0,-96.0,-100.0
365017,-62.0,-96.0,-100.0
365033,-61.0,-96.0,-100.0
365050,-60.0,-96.0,-100.0
365067,-59.0,-96.0,-100.0
365083,-58.0,-96.0,-100.0
365100,-56.0,-96.0,-100.0
365117,-55.0,-96.0,-100.0
365133,-54.0,-96.0,-100.0
365150,-53.0,-96.0,-100.0
365167,-52.0,-96.0,-100.0
365183,-51.0,-96.0,-100.0
365200,-50.0,-96.0,-100.0
365217,-49.0,-96.0,-100.0
365233,-48.0,-96.0,-100.0
365250,-46.0,-96.0,-100.0
365267,-45.0,-96.0,-100.0
365283,-44.0,-96.0,-100.0
365300,-43.0,-96.0,-100.0
365950,-43.0,-96.0,-100.0
365968,-42.0,-96.0,-100.0
365984,-41.0,-96.0,-100.0
366000,-40.0,-96.0,-100.0
366017,-39.0,-96.0,-100.0
366034,-38.0,-96.0,-100.0
366050,-37.0,-96.0,-100.0
366067,-36.0,-96.0,-100.0
366084,-34.0,-96.0,-100.0
366100,-33.0,-96.0,-100.0
366117,-32.0,-96.0,-100.0
366133,-31.0,-96.0,-100.0
366150,-30.0,-96.0,-100.0
366167,-29.0,-96.0,-100.0
366184,-28.0,-96.0,-100.0
366201,-27.0,-96.0,-100.0
366803,-27.0,-96.0,-100.0
366821,-27.0,-96.0,-100.0
366853,-27.0,-96.0,-100.0
366948,-27.0,-96.0,-100.0
367250,-27.0,-96.0,-100.0
367268,-26.0,-96.0,-100.0
367284,-25.0,-96.0,-100.0
367300,-24.0,-96.0,-100.0
367317,-23.0,-96.0,-100.0
367334,-22.0,-96.0,-100.0
367350,-21.0,-96.0,-100.0
367367,-20.0,-96.0,-100.0
367383,-19.0,-96.0,-100.0
367400,-18.0,-96.0,-100.0
367403,-17.5,-96.0,-100.0
367417,-17.0,-96.0,-100.0
367421,-16.0,-96.0,-100.0
367434,-15.0,-96.0,-100.0
367436,-15.0,-96.0,-100.0
367453,-15.0,-96.0,-100.0
367471,-15.0,-96.0,-100.0
367486,-15.0,-96.0,-100.0
367503,-15.0,-96.0,-100.0
368017,-15.0,-96.0,-100.0
368034,-16.0,-96.0,-100.0
368050,-17.0,-96.0,-100.0
368067,-19.0,-96.0,-100.0
368084,-20.0,-96.0,-100.0
368100,-21.0,-96.0,-100.0
368117,-22.0,-96.0,-100.0
368134,-23.0,-96.0,-100.0
368150,-24.0,-96.0,-100.0
368167,-25.0,-96.0,-100.0
368184,-26.0,-96.0,-100.0
368200,-27.0,-96.0,-100.0
368217,-29.0,-96.0,-100.0
368233,-30.0,-96.0,-100.0
368250,-31.0,-96.0,-100.0
368267,-32.0,-96.0,-100.0
368283,-33.0,-96.0,-100.0
368300,-34.0,-96.0,-100.0
368317,-35.0,-96.0,-100.0
368333,-36.0,-96.0,-100.0
368350,-37.0,-96.0,-100.0
368367,-39.0,-96.0,-100.0
368383,-40.0,-96.0,-100.0
368400,-41.0,-96.0,-100.0
368417,-42.0,-96.0,-100.0
368434,-43.0,-96.0,-100.0
368450,-44.0,-96.0,-100.0
368467,-45.0,-96.0,-100.0
368484,-46.0,-96.0,-100.0
368500,-47.0,-96.0,-100.0
368517,-49.0,-96.0,-100.0
368533,-50.0,-96.0,-100.0
368550,-51.0,-96.0,-100.0
369250,-51.0,-96.0,-100.0
369269,-52.0,-96.0,-100.0
369284,-53.0,-96.0,-100.0
369300,-54.0,-96.0,-100.0
369317,-55.0,-96.0,-100.0
369334,-57.0,-96.0,-100.0
369350,-58.0,-96.0,-100.0
369367,-59.0,-96.0,-100.0
369383,-60.0,-96.0,-100.0
369400,-61.0,-96.0,-100.0
369417,-62.0,-96.0,-100.0
369434,-63.0,-96.0,-100.0
369450,-64.0,-96.0,-100.0
369467,-65.0,-96.0,-100.0
369484,-67.0,-96.0,-100.0
369500,-68.0,-96.0,-100.0
369517,-69.0,-96.0,-100.0
369534,-70.0,-96.0,-100.0
369550,-71.0,-96.0,-100.0
369567,-72.0,-96.0,-100.0
369584,-73.0,-96.0,-100.0
369600,-74.0,-96.0,-100.0
369617,-75.0,-96.0,-100.0
369634,-77.0,-96.0,-100.0
369650,-78.0,-96.0,-100.0
369667,-79.0,-96.0,-100.0
369684,-80.0,-96.0,-100.0
369700,-81.0,-96.0,-100.0
369717,-82.0,-96.0,-100.0
369734,-83.0,-96.0,-100.0
369750,-84.0,-96.0,-100.0
369767,-85.0,-96.0,-100.0
369784,-87.0,-96.0,-100.0
369800,-88.0,-96.0,-100.0
369817,-89.0,-96.0,-100.0
369834,-90.0,-96.0,-100.0
369850,-91.0,-96.0,-100.0
369867,-92.0,-96.0,-100.0
369883,-93.0,-96.0,-100.0
369900,-94.0,-96.0,-100.0
369917,-95.0,-96.0,-100.0
369934,-97.0,-96.0,-100.0
369950,-98.0,-96.0,-100.0
369967,-99.0,-96.0,-100.0
369984,-100.0,-96.0,-100.0
387116,-100.0,-96.0,-100.0
387134,-100.0,-96.0,-99.0
387145,-100.0,-96.0,-99.0
387168,-100.0,-96.0,-97.0
387173,-100.0,-96.0,-97.0
387186,-100.0,-96.0,-96.0
387190,-100.0,-96.0,-96.0
387205,-100.0,-96.0,-95.0
387210,-100.0,-96.0,-95.0
387225,-100.0,-96.0,-94.0
387306,-100.0,-96.0,-94.0
387320,-100.0,-96.0,-93.0
387324,-100.0,-96.0,-93.0
387353,-100.0,-96.0,-91.0
387357,-100.0,-96.0,-91.0
387371,-100.0,-96.0,-90.0
387376,-100.0,-96.0,-90.0
387389,-100.0,-96.0,-89.0
387392,-100.0,-96.0,-89.0
387408,-100.0,-96.0,-88.0
387486,-100.0,-96.0,-88.0
387520,-100.0,-96.0,-87.0
387525,-100.0,-96.0,-87.0
387556,-100.0,-96.0,-84.0
387559,-100.0,-96.0,-84.0
387575,-100.0,-96.0,-83.0
387578,-100.0,-96.0,-83.0
387582,-100.0,-96.0,-82.0
387953,-100.0,-96.0,-82.0
387973,-100.0,-96.0,-83.0
387976,-100.0,-96.0,-83.0
387990,-100.0,-96.0,-84.0
387994,-100.0,-96.0,-84.0
388022,-100.0,-96.0,-86.0
388027,-100.0,-96.0,-86.0
388040,-100.0,-96.0,-87.0
388044,-100.0,-96.0,-87.0
388061,-100.0,-96.0,-88.0
388137,-100.0,-96.0,-88.0
388160,-100.0,-96.0,-89.0
388169,-100.0,-96.0,-89.0
388189,-100.0,-96.0,-90.0
388193,-100.0,-96.0,-90.0
388209,-100.0,-96.0,-91.0
388213,-100.0,-96.0,-91.0
388234,-100.0,-96.0,-92.0
388327,-100.0,-96.0,-92.0
388351,-100.0,-96.0,-93.0
388371,-100.0,-96.0,-93.0
388385,-100.0,-96.0,-94.0
388391,-100.0,-96.0,-94.0
388415,-100.0,-96.0,-95.0
388422,-100.0,-96.0,-95.0
388429,-100.0,-96.0,-96.0
388827,-100.0,-96.0,-96.0
388843,-100.0,-96.0,-97.0
388847,-100.0,-96.0,-97.0
388860,-100.0,-96.0,-98.0
388866,-100.0,-96.0,-99.0
388870,-100.0,-96.0,-99.0
388884,-100.0,-96.0,-100.0
390943,-100.0,-96.0,-100.0
390952,-100.0,-96.0,-99.0
390955,-100.0,-96.0,-99.0
390986,-100.0,-96.0,-97.0
390990,-100.0,-96.0,-97.0
391003,-100.0,-96.0,-96.0
391006,-100.0,-96.0,-96.0
391019,-100.0,-96.0,-95.0
391024,-100.0,-96.0,-95.0
391038,-100.0,-96.0,-94.0
398004,-100.0,-96.0,-94.0
398024,-100.0,-96.0,-95.0
398027,-100.0,-96.0,-95.0
398055,-100.0,-96.0,-97.0
398058,-100.0,-96.0,-97.0
398073,-100.0,-96.0,-98.0
398076,-100.0,-96.0,-98.0
398091,-100.0,-96.0,-99.0
398095,-100.0,-96.0,-99.0
398109,-100.0,-96.0,-100.0
416173,-100.0,-96.0,-100.0
416192,-100.0,-97.0,-100.0
416207,-100.0,-98.0,-100.0
416240,-100.0,-100.0,-100.0
433534,-100.0,-100.0,-100.0
433551,-99.0,-100.0,-100.0
433567,-98.0,-100.0,-100.0
433584,-97.0,-100.0,-100.0
433601,-96.0,-100.0,-100.0
433617,-95.0,-100.0,-100.0
433634,-94.0,-100.0,-100.0
433651,-93.0,-100.0,-100.0
433668,-92.0,-100.0,-100.0
433684,-90.0,-100.0,-100.0
433701,-89.0,-100.0,-100.0
433717,-88.0,-100.0,-100.0
433734,-87.0,-100.0,-100.0
433751,-86.0,-100.0,-100.0
433767,-85.0,-100.0,-100.0
433784,-84.0,-100.0,-100.0
433801,-83.0,-100.0,-100.0
433817,-81.0,-100.0,-100.0
433834,-80.0,-100.0,-100.0
433851,-79.0,-100.0,-100.0
433867,-78.0,-100.0,-100.0
433884,-77.0,-100.0,-100.0
433901,-76.0,-100.0,-100.0
433917,-75.0,-100.0,-100.0
433934,-74.0,-100.0,-100.0
433951,-73.0,-100.0,-100.0
433968,-71.0,-100.0,-100.0
433984,-70.0,-100.0,-100.0
438284,-70.0,-100.0,-100.0
438302,-71.0,-100.0,-100.0
438317,-72.0,-100.0,-100.0
438334,-73.0,-100.0,-100.0
438351,-74.0,-100.0,-100.0
438367,-76.0,-100.0,-100.0
438384,-77.0,-100.0,-100.0
438401,-78.0,-100.0,-100.0
438417,-79.0,-100.0,-100.0
438434,-80.0,-100.0,-100.0
438451,-81.0,-100.0,-100.0
438467,-82.0,-100.0,-100.0
438484,-83.0,-100.0,-100.0
438501,-85.0,-100.0,-100.0
438518,-86.0,-100.0,-100.0
438534,-87.0,-100.0,-100.0
438551,-88.0,-100.0,-100.0
438568,-89.0,-100.0,-100.0
438584,-90.0,-100.0,-100.0
438601,-91.0,-100.0,-100.0
438617,-92.0,-100.0,-100.0
438634,-93.0,-100.0,-100.0
438651,-95.0,-100.0,-100.0
438667,-96.0,-100.0,-100.0
438684,-97.0,-100.0,-100.0
438701,-98.0,-100.0,-100.0
438717,-99.0,-100.0,-100.0
438734,-100.0,-100.0,-100.0
449424,-100.0,-100.0,-100.0
449440,-100.0,-100.0,-99.0
449451,-100.0,-100.0,-99.0
449475,-100.0,-100.0,-97.0
449480,-100.0,-100.0,-97.0
449494,-100.0,-100.0,-96.0
449498,-100.0,-100.0,-96.0
449501,-100.0,-100.0,-95.0
449505,-100.0,-100.0,-95.0
449522,-100.0,-100.0,-94.0
449527,-100.0,-100.0,-94.0
449539,-100.0,-100.0,-93.0
449543,-100.0,-100.0,-93.0
449572,-100.0,-100.0,-90.0
450056,-100.0,-100.0,-90.0
450074,-100.0,-100.0,-91.0
450077,-100.0,-100.0,-91.0
450094,-100.0,-100.0,-92.0
450098,-100.0,-100.0,-92.0
450126,-100.0,-100.0,-94.0
450130,-100.0,-100.0,-94.0
450144,-100.0,-100.0,-95.0
450168,-100.0,-100.0,-97.0
450171,-100.0,-100.0,-97.0
450208,-100.0,-100.0,-99.0
450336,-100.0,-100.0,-99.0
450354,-100.0,-100.0,-100.0
495328,-100.0,-100.0,-100.0
495345,-100.0,-100.0,-100.0
495361,-100.0,-100.0,-100.0
495378,-100.0,-100.0,-100.0
495394,-100.0,-100.0,-100.0
495411,-100.0,-100.0,-100.0
495428,-100.0,-100.0,-100.0
495445,-100.0,-100.0,-100.0
495461,-100.0,-100.0,-100.0
495645,-100.0,-100.0,-100.0
495662,-100.0,-100.0,-100.0
495678,-100.0,-100.0,-100.0
495695,-100.0,-100.0,-100.0
495711,-100.0,-100.0,-100.0
495728,-100.0,-100.0,-100.0
495744,-100.0,-100.0,-100.0
495761,-100.0,-100.0,-100.0
541303,-100.0,-100.0,-100.0
541319,-100.0,-100.0,-100.0
541326,-100.0,-100.0,-100.0
541335,-100.0,-100.0,-100.0
541339,-100.0,-100.0,-100.0
541351,-100.0,-100.0,-100.0
541354,-100.0,-100.0,-100.0
541368,-100.0,-100.0,-100.0
541488,-100.0,-100.0,-100.0
541504,-100.0,-100.0,-100.0
541507,-100.0,-100.0,-100.0
541520,-100.0,-100.0,-100.0
541523,-100.0,-100.0,-100.0
541535,-100.0,-100.0,-100.0
541539,-100.0,-100.0,-100.0
541553,-100.0,-100.0,-100.0
561146,-100.0,-100.0,-100.0
561164,-100.0,-100.0,-100.0
561179,-100.0,-100.0,-100.0
561196,-100.0,-100.0,-100.0
561213,-100.0,-100.0,-100.0
561312,-100.0,-100.0,-100.0
561330,-100.0,-100.0,-100.0
561346,-100.0,-100.0,-100.0
561363,-100.0,-100.0,-100.0
561380,-100.0,-100.0,-100.0
561396,-100.0,-100.0,-100.0
566307,-100.0,-100.0,-100.0
566323,-100.0,-100.0,-100.0
566326,-100.0,-100.0,-100.0
566339,-100.0,-100.0,-100.0
566342,-100.0,-100.0,-100.0
566356,-100.0,-100.0,-100.0
566359,-100.0,-100.0,-100.0
566373,-100.0,-100.0,-100.0
566376,-100.0,-100.0,-100.0
566389,-100.0,-100.0,-100.0
566393,-100.0,-100.0,-100.0
566407,-100.0,-100.0,-100.0
566410,-100.0,-100.0,-100.0
566423,-100.0,-100.0,-100.0
566426,-100.0,-100.0,-100.0
566440,-100.0,-100.0,-100.0
566443,-100.0,-100.0,-100.0
566456,-100.0,-100.0,-100.0
566910,-100.0,-100.0,-100.0
566926,-100.0,-100.0,-100.0
566929,-100.0,-100.0,-100.0
566942,-100.0,-100.0,-100.0
566946,-100.0,-100.0,-100.0
566960,-100.0,-100.0,-100.0
566963,-100.0,-100.0,-100.0
566976,-100.0,-100.0,-100.0
566979,-100.0,-100.0,-100.0
566992,-100.0,-100.0,-100.0
567447,-100.0,-100.0,-100.0
567464,-100.0,-100.0,-100.0
567467,-100.0,-100.0,-100.0
567479,-100.0,-100.0,-100.0
567483,-100.0,-100.0,-100.0
567497,-100.0,-100.0,-100.0
567500,-100.0,-100.0,-100.0
567513,-100.0,-100.0,-100.0
569710,-100.0,-100.0,-100.0
569728,-100.0,-100.0,-100.0
569730,-100.0,-100.0,-100.0
569743,-100.0,-100.0,-100.0
569745,-100.0,-100.0,-100.0
569760,-100.0,-100.0,-100.0
569762,-100.0,-100.0,-100.0
569778,-100.0,-100.0,-100.0
569780,-100.0,-100.0,-100.0
569794,-100.0,-100.0,-100.0
569796,-100.0,-100.0,-100.0
569810,-100.0,-100.0,-100.0
569813,-100.0,-100.0,-100.0
569827,-100.0,-100.0,-100.0
611619,-100.0,-100.0,-100.0
611636,-100.0,-100.0,-100.0
611639,-100.0,-100.0,-100.0
611651,-100.0,-100.0,-100.0
611654,-100.0,-100.0,-100.0
611668,-100.0,-100.0,-100.0
611672,-100.0,-100.0,-100.0
611685,-100.0,-100.0,-100.0
611689,-100.0,-100.0,-100.0
611703,-100.0,-100.0,-100.0
611706,-100.0,-100.0,-100.0
611718,-100.0,-100.0,-100.0
612156,-100.0,-100.0,-100.0
612172,-100.0,-100.0,-100.0
612176,-100.0,-100.0,-100.0
612189,-100.0,-100.0,-100.0
612193,-100.0,-100.0,-100.0
612205,-100.0,-100.0,-100.0
612208,-100.0,-100.0,-100.0
612222,-100.0,-100.0,-100.0
612225,-100.0,-100.0,-100.0
612239,-100.0,-100.0,-100.0
612242,-100.0,-100.0,-100.0
612255,-100.0,-100.0,-100.0
615309,-100.0,-100.0,-100.0
615326,-100.0,-100.0,-100.0
615329,-100.0,-100.0,-100.0
615341,-100.0,-100.0,-100.0
615344,-100.0,-100.0,-100.0
615358,-100.0,-100.0,-100.0
615360,-100.0,-100.0,-100.0
615375,-100.0,-100.0,-100.0
615377,-100.0,-100.0,-100.0
615391,-100.0,-100.0,-100.0
615394,-100.0,-100.0,-100.0
615407,-100.0,-100.0,-100.0
615711,-100.0,-100.0,-100.0
615727,-100.0,-100.0,-100.0
615729,-100.0,-100.0,-100.0
615760,-100.0,-100.0,-100.0
615763,-100.0,-100.0,-100.0
615776,-100.0,-100.0,-100.0
615779,-100.0,-100.0,-100.0
615794,-100.0,-100.0,-100.0
615796,-100.0,-100.0,-100.0
615811,-100.0,-100.0,-100.0
651886,-100.0,-100.0,-100.0
651903,-100.0,-100.0,-100.0
651919,-100.0,-100.0,-100.0
651969,-100.0,-100.0,-100.0
651985,-100.0,-100.0,-100.0
652003,-100.0,-100.0,-100.0
652019,-100.0,-100.0,-100.0
652035,-100.0,-100.0,-100.0
652052,-100.0,-100.0,-100.0
652069,-100.0,-100.0,-100.0
652085,-100.0,-100.0,-100.0
652103,-100.0,-100.0,-100.0
652203,-100.0,-100.0,-100.0
652219,-100.0,-100.0,-100.0
652236,-100.0,-100.0,-100.0
652252,-100.0,-100.0,-100.0
652269,-100.0,-100.0,-100.0
652286,-100.0,-100.0,-100.0
652303,-100.0,-100.0,-100.0
652319,-100.0,-100.0,-100.0
652336,-100.0,-100.0,-100.0
652353,-100.0,-100.0,-100.0
653052,-100.0,-100.0,-100.0
653070,-100.0,-100.0,-100.0
653085,-100.0,-100.0,-100.0
653102,-100.0,-100.0,-100.0
653119,-100.0,-100.0,-100.0
653135,-100.0,-100.0,-100.0
653152,-100.0,-100.0,-100.0
653169,-100.0,-100.0,-100.0
653185,-100.0,-100.0,-100.0
653202,-100.0,-100.0,-100.0
653219,-100.0,-100.0,-100.0
653236,-100.0,-100.0,-100.0
653535,-100.0,-100.0,-100.0
653554,-100.0,-100.0,-100.0
653569,-100.0,-100.0,-100.0
653585,-100.0,-100.0,-100.0
653602,-100.0,-100.0,-100.0
653619,-100.0,-100.0,-100.0
653635,-100.0,-100.0,-100.0
653652,-100.0,-100.0,-100.0
653669,-100.0,-100.0,-100.0
653686,-100.0,-100.0,-100.0
654752,-100.0,-100.0,-100.0
654770,-100.0,-100.0,-100.0
654785,-100.0,-100.0,-100.0
654802,-100.0,-100.0,-100.0
658152,-100.0,-100.0,-100.0
658170,-100.0,-100.0,-100.0
658185,-100.0,-100.0,-100.0
658202,-100.0,-100.0,-100.0
658219,-100.0,-100.0,-100.0
658236,-100.0,-100.0,-100.0
658252,-100.0,-100.0,-100.0
658269,-100.0,-100.0,-100.0
658285,-100.0,-100.0,-100.0
658302,-100.0,-100.0,-100.0
658319,-100.0,-100.0,-100.0
659031,-100.0,-100.0,-100.0
659049,-100.0,-100.0,-100.0
659065,-100.0,-100.0,-100.0
659082,-100.0,-100.0,-100.0
659098,-100.0,-100.0,-100.0
659115,-100.0,-100.0,-100.0
659281,-100.0,-100.0,-100.0
659299,-100.0,-100.0,-100.0
659315,-100.0,-100.0,-100.0
659332,-100.0,-100.0,-100.0
659348,-100.0,-100.0,-100.0
659652,-100.0,-100.0,-100.0
659670,-100.0,-100.0,-100.0
659686,-100.0,-100.0,-100.0
659702,-100.0,-100.0,-100.0
659719,-100.0,-100.0,-100.0
659735,-100.0,-100.0,-100.0
659752,-100.0,-100.0,-100.0
659769,-100.0,-100.0,-100.0
659786,-100.0,-100.0,-100.0
659802,-100.0,-100.0,-100.0
659819,-100.0,-100.0,-100.0
661465,-100.0,-100.0,-100.0
661482,-100.0,-100.0,-100.0
661498,-100.0,-100.0,-100.0
661515,-100.0,-100.0,-100.0
661532,-100.0,-100.0,-100.0
661549,-100.0,-100.0,-100.0
661565,-100.0,-100.0,-100.0
661582,-100.0,-100.0,-100.0
661598,-100.0,-100.0,-100.0
661615,-100.0,-100.0,-100.0
661631,-100.0,-100.0,-100.0
661748,-100.0,-100.0,-100.0
661766,-100.0,-100.0,-100.0
661782,-100.0,-100.0,-100.0
661798,-100.0,-100.0,-100.0
661815,-100.0,-100.0,-100.0
661832,-100.0,-100.0,-100.0
661848,-100.0,-100.0,-100.0
661865,-100.0,-100.0,-100.0
661882,-100.0,-100.0,-100.0
661898,-100.0,-100.0,-100.0
661915,-100.0,-100.0,-100.0
664551,-100.0,-100.0,-100.0
664567,-100.0,-100.0,-100.0
664571,-100.0,-100.0,-100.0
664583,-100.0,-100.0,-100.0
664587,-100.0,-100.0,-100.0
664633,-100.0,-100.0,-100.0
664770,-100.0,-100.0,-100.0
664802,-100.0,-100.0,-100.0
664806,-100.0,-100.0,-100.0
664819,-100.0,-100.0,-100.0
664823,-100.0,-100.0,-100.0
664834,-100.0,-100.0,-100.0
664838,-100.0,-100.0,-100.0
664851,-100.0,-100.0,-100.0
664855,-100.0,-100.0,-100.0
664869,-100.0,-100.0,-100.0
665658,-100.0,-100.0,-100.0
665674,-100.0,-100.0,-100.0
665677,-100.0,-100.0,-100.0
665690,-100.0,-100.0,-100.0
665693,-100.0,-100.0,-100.0
665708,-100.0,-100.0,-100.0
665710,-100.0,-100.0,-100.0
665723,-100.0,-100.0,-100.0
665726,-100.0,-100.0,-100.0
665740,-100.0,-100.0,-100.0
665743,-100.0,-100.0,-100.0
665757,-100.0,-100.0,-100.0
665760,-100.0,-100.0,-100.0
665774,-100.0,-100.0,-100.0
665778,-100.0,-100.0,-100.0
665791,-100.0,-100.0,-100.0
668352,-100.0,-100.0,-100.0
668370,-100.0,-100.0,-100.0
668386,-100.0,-100.0,-100.0
668402,-100.0,-100.0,-100.0
668419,-100.0,-100.0,-100.0
668431,-100.0,-100.0,-100.0
668435,-100.0,-100.0,-100.0
668449,-100.0,-100.0,-100.0
668454,-100.0,-100.0,-100.0
668465,-100.0,-100.0,-100.0
668482,-100.0,-100.0,-100.0
668498,-100.0,-100.0,-100.0
668515,-100.0,-100.0,-100.0
668532,-100.0,-100.0,-100.0
668549,-100.0,-100.0,-100.0
668569,-100.0,-100.0,-100.0
668586,-100.0,-100.0,-100.0
668602,-100.0,-100.0,-100.0
668619,-100.0,-100.0,-100.0
668632,-100.0,-100.0,-100.0
668636,-100.0,-100.0,-100.0
668649,-100.0,-100.0,-100.0
668652,-100.0,-100.0,-100.0
668665,-100.0,-100.0,-100.0
668669,-100.0,-100.0,-100.0
668682,-100.0,-100.0,-100.0
668698,-100.0,-100.0,-100.0
668715,-100.0,-100.0,-100.0
668832,-100.0,-100.0,-100.0
668849,-100.0,-100.0,-100.0
668866,-100.0,-100.0,-100.0
669082,-100.0,-100.0,-100.0
