,AYTF9Q5TZX4IK,AF50K5H2FJWW0,AF8GOPFSTWCH8
215383,,-17.0,
215384,,-16.0,
215401,,-15.0,
215406,,-15.0,
215409,,-14.5,
215418,,-14.0,
215422,,-14.0,
215437,,-12.0,
215442,,-12.0,
215455,,-11.0,
215459,,-11.0,
215489,,-10.0,
215491,,-9.0,
215495,,-9.0,
215525,,-8.0,
215546,,-8.0,
215802,,-8.0,
215815,,-8.0,
215864,,-8.0,
215871,,-8.0,
215921,,-8.0,
215937,,-8.0,
215955,,-8.0,
215976,,-8.0,
216012,,-8.0,
216039,,-8.0,
216057,,-8.0,
216088,,-8.0,
216101,,-8.0,
216106,,-8.0,
216149,,-8.0,
216165,,-8.0,
216176,,-8.0,
216187,,-8.0,
216203,,-8.0,
216222,,-8.0,
216236,,-8.0,
216240,,-8.0,
216274,,-8.0,
216337,,-8.0,
216349,,-8.0,
216360,,-8.0,
216395,,-8.0,
216402,,-8.0,
216431,,-8.0,
216439,,-8.0,
216476,,-8.0,
216489,,-8.0,
216505,,-8.0,
216551,,-8.0,
216570,,-8.0,
216641,,-8.0,
216658,,-8.0,
216704,,-8.0,
216725,,-8.0,
216746,,-8.0,
216756,,-8.0,
216771,,-8.0,
216782,,-8.0,
216789,,-8.0,
216804,,-8.0,
216821,,-8.0,
216823,,-8.0,
216833,,-8.0,
216841,,-8.0,
216871,,-8.0,
216884,,-8.0,
216905,,-8.0,
216916,,-8.0,
216934,,-8.0,
216942,,-8.0,
216943,,-8.0,
216969,,-8.0,
216975,,-8.0,
216983,,-8.0,
216986,,-8.0,
216992,,-8.0,
217022,,-8.0,
217033,,-8.0,
217043,,-8.0,
217067,,-8.0,
217076,,-8.0,
217086,,-8.0,
217095,,-8.0,
217123,,-8.0,
217137,,-8.0,
217148,,-8.0,
217157,,-8.0,
217166,,-8.0,
217188,,-8.0,
217191,,-8.0,
217203,,-8.0,
217223,,-8.0,
217234,,-8.0,
217247,,-8.0,
217254,,-8.0,
217259,,-8.0,
217266,,-8.0,
217286,,-8.0,
217304,,-8.0,
217333,,-8.0,
217337,,-8.0,
217346,,-8.0,
217351,,-8.0,
217381,,-8.0,
217387,,-8.0,
217410,,-8.0,
217426,,-8.0,
217430,,-8.0,
217436,,-8.0,
217458,,-8.0,
217470,,-8.0,
217491,,-8.0,
217507,,-8.0,
217516,,-8.0,
217533,,-8.0,
217583,,-8.0,
217644,,-8.0,
217668,,-8.0,
217766,,-8.0,
217880,,-8.0,
217911,,-8.0,
217961,,-8.0,
217984,,-8.0,
218006,,-8.0,
218020,,-8.0,
218123,,-8.0,
218140,,-8.0,
218203,,-8.0,
218236,,-8.0,
218289,,-8.0,
218343,,-8.0,
218369,,-8.0,
218430,,-8.0,
218467,,-8.0,
218482,,-8.0,
218551,,-8.0,
218593,,-8.0,
218722,,-8.0,
218748,,-8.0,
218781,,-8.0,
218820,,-8.0,
218871,,-8.0,
218982,,-8.0,
219003,,-8.0,
219093,,-8.0,
219169,,-8.0,
219210,,-8.0,
219266,,-8.0,
219289,,-8.0,
219339,,-8.0,
219353,,-8.0,
219388,,-8.0,
219443,,-8.0,
219486,,-8.0,
219506,,-8.0,
219553,,-8.0,
219583,,-8.0,
222852,,-8.0,
222870,,-9.0,
222874,,-9.0,
222903,,-11.0,
222908,,-11.0,
222956,,-15.0,
222960,,-15.0,
223008,,-18.0,
223014,,-18.0,
223043,,-20.0,
223048,,-20.0,
223068,,-21.0,
223073,,-21.0,
223102,,-24.0,
223108,,-24.0,
223121,,-25.0,
223126,,-25.0,
223155,,-27.0,
223165,,-27.0,
223189,,-28.0,
223197,,-28.0,
223213,,-29.0,
223219,,-29.0,
223237,,-30.0,
223244,,-30.0,
223272,,-33.0,
223304,,-33.0,
223314,,-34.0,
223338,,-34.0,
223347,,-35.0,
223368,,-35.0,
223381,,-36.0,
223410,,-36.0,
223421,,-37.0,
223440,,-37.0,
223450,,-38.0,
223471,,-38.0,
223486,,-39.0,
223494,,-39.0,
223504,,-40.0,
223508,,-40.0,
223519,,-41.0,
223541,,-41.0,
223555,,-43.0,
223561,,-43.0,
223571,,-44.0,
223577,,-44.0,
223589,,-45.0,
223594,,-45.0,
223607,,-46.0,
223613,,-46.0,
223627,,-47.0,
223631,,-47.0,
223642,,-48.0,
223648,,-48.0,
223659,,-49.0,
223664,,-49.0,
223676,,-50.0,
223681,,-50.0,
223694,,-51.0,
223700,,-51.0,
223703,,-52.0,
223708,,-52.0,
223720,,-53.0,
223742,,-53.0,
223753,,-54.0,
223759,,-54.0,
223770,,-55.0,
223792,,-55.0,
223806,,-56.0,
223827,,-56.0,
223840,,-57.0,
223846,,-57.0,
223858,,-59.0,
223865,,-59.0,
223876,,-60.0,
223881,,-60.0,
223893,,-61.0,
223899,,-61.0,
223912,,-62.0,
223917,,-62.0,
223927,,-63.0,
223934,,-64.0,
223942,,-64.0,
223953,,-65.0,
223958,,-65.0,
223970,,-66.0,
223976,,-66.0,
223989,,-67.0,
223994,,-67.0,
224006,,-68.0,
224032,,-68.0,
224043,,-69.0,
224061,,-69.0,
224075,,-70.0,
224080,,-70.0,
224093,,-71.0,
224098,,-71.0,
224111,,-72.0,
224116,,-72.0,
224127,,-73.0,
224144,,-73.0,
224153,,-74.0,
224175,,-74.0,
224187,,-75.0,
224209,,-75.0,
224221,,-76.0,
224228,,-76.0,
224239,,-77.0,
224244,,-77.0,
224258,,-78.0,
224263,,-78.0,
224274,,-79.0,
224280,,-79.0,
224292,,-80.0,
224298,,-80.0,
224309,,-82.0,
224316,,-82.0,
224327,,-83.0,
224332,,-83.0,
224344,,-84.0,
224349,,-84.0,
224351,,-85.0,
224357,,-85.0,
224369,,-86.0,
224376,,-86.0,
224387,,-87.0,
224392,,-87.0,
224404,,-88.0,
224410,,-88.0,
224421,,-89.0,
224429,,-89.0,
224439,,-90.0,
224445,,-90.0,
224457,,-91.0,
224462,,-91.0,
224475,,-92.0,
224481,,-92.0,
224491,,-93.0,
224497,,-93.0,
224508,,-94.0,
224515,,-94.0,
224526,,-95.0,
224532,,-95.0,
224544,,-96.0,
224550,,-96.0,
224556,,-97.0,
224582,,-97.0,
224592,,-98.0,
224611,,-98.0,
224621,,-99.0,
224626,,-99.0,
224638,,-100.0,
248646,,-100.0,
248662,,-100.0,
248679,,-100.0,
248695,,-100.0,
248712,,-100.0,
248729,,-100.0,
248746,,-100.0,
248762,,-100.0,
248779,,-100.0,
248796,,-100.0,
248812,,-100.0,
248829,,-100.0,
248846,,-100.0,
263611,,-100.0,
263629,,-100.0,
263644,,-100.0,
263661,,-100.0,
263678,,-100.0,
263694,,-100.0,
263711,,-100.0,
263728,,-100.0,
263745,,-100.0,
263761,,-100.0,
263778,,-100.0,
263928,,-100.0,
263945,,-100.0,
263961,,-100.0,
263978,,-100.0,
263994,,-100.0,
264011,,-100.0,
264028,,-100.0,
264045,,-100.0,
264061,,-100.0,
264078,,-100.0,
264094,,-100.0,
264225,,-100.0,
264248,,-100.0,
264302,,-100.0,
264310,,-100.0,
264356,,-100.0,
264363,,-100.0,
264396,,-100.0,
264401,,-100.0,
264409,,-100.0,
264413,,-100.0,
264429,,-100.0,
264446,,-100.0,
264463,,-100.0,
264479,,-100.0,
264496,,-100.0,
264513,,-100.0,
264530,,-100.0,
264546,,-100.0,
264563,,-100.0,
264580,,-100.0,
264595,,-100.0,
264596,,-100.0,
264608,,-100.0,
264613,,-100.0,
264630,,-100.0,
264640,,-100.0,
264647,,-100.0,
264651,,-100.0,
264663,,-100.0,
264680,,-100.0,
264695,,-100.0,
264696,,-100.0,
264709,,-100.0,
264713,,-100.0,
264730,,-100.0,
264747,,-100.0,
264754,,-100.0,
264762,,-100.0,
264763,,-100.0,
264780,,-100.0,
264797,,-100.0,
264799,,-100.0,
264808,,-100.0,
264813,,-100.0,
264843,,-100.0,
264857,,-100.0,
264887,,-100.0,
264897,,-100.0,
264940,,-100.0,
264953,,-100.0,
264973,,-100.0,
264990,,-99.0,
265011,,-99.0,
265023,,-98.0,
265032,,-98.0,
265072,,-95.0,
265178,,-95.0,
265179,-98.0,-95.0,
265214,-97.0,-95.0,
265223,-96.0,-95.0,
265261,-95.0,-95.0,
265262,,-95.0,
265303,,-95.0,
265319,,-95.0,
265330,,-94.5,
265336,,-94.0,
265358,,-94.0,
265372,,-93.0,
265396,,-93.0,
265409,,-92.0,
265433,,-92.0,
265444,,-91.0,
265469,,-91.0,
265484,,-90.0,
265508,,-90.0,
265521,,-90.0,
265660,,-90.0,
265661,,-90.0,
265673,,-89.5,
265674,,-89.0,
265698,,-89.0,
265709,,-88.0,
265733,,-88.0,
265736,,-87.0,
265758,,-87.0,
265770,,-86.0,
265795,,-86.0,
265798,,-85.66666666666667,
265802,,-85.33333333333333,
265807,,-85.0,
265815,,-85.0,
265826,,-85.0,
265831,,-85.0,
265848,,-85.0,
265858,,-85.0,
265864,,-85.0,
265870,,-85.0,
265881,,-85.0,
265898,,-85.0,
265915,,-85.0,
265931,,-85.0,
265948,,-85.0,
265965,,-85.0,
266050,,-85.0,
266063,,-85.0,
266171,,-85.0,
266183,,-85.0,
266292,,-85.0,
266313,,-85.0,
266437,,-85.0,
266450,,-85.0,
266490,,-85.0,
266592,,-85.0,
266610,,-85.0,
266622,,-85.0,
267239,,-85.0,
267252,,-85.0,
267293,,-85.0,
267307,,-85.0,
267338,,-85.0,
267353,,-85.0,
267449,,-85.0,
267459,,-85.0,
267501,,-85.0,
267517,,-85.0,
267554,,-85.0,
267561,,-85.0,
267665,,-85.0,
267689,,-85.0,
267730,,-85.0,
267741,,-85.0,
267796,,-85.0,
267815,,-85.0,
267836,,-85.0,
267847,,-85.0,
267960,,-85.0,
267989,,-85.0,
268131,,-85.0,
268163,,-85.0,
268207,,-85.0,
268270,,-85.0,
268287,,-85.0,
268303,,-85.0,
268356,,-85.0,
268369,,-85.0,
268375,,-85.0,
268390,,-85.0,
268458,,-85.0,
268472,,-85.0,
268473,,-85.0,
268484,,-85.0,
268526,,-85.0,
268536,,-85.0,
268567,,-85.0,
268619,,-85.0,
268632,,-85.0,
268662,,-85.0,
268696,,-85.0,
268718,,-85.0,
268722,,-85.0,
268790,,-85.0,
268815,,-85.0,
268825,,-85.0,
268834,,-85.0,
268852,,-85.0,
268857,,-85.0,
268864,,-85.0,
268872,,-85.0,
268885,,-85.0,
268939,,-85.0,
268953,,-85.0,
268957,,-85.0,
268981,,-85.0,
268997,,-85.0,
269003,,-85.0,
269023,,-85.0,
269047,,-85.0,
269093,,-85.0,
269096,,-85.0,
269106,,-85.0,
269115,,-85.0,
269153,,-85.0,
269171,,-85.0,
269221,,-85.0,
269223,,-85.0,
269234,,-84.5,
269239,,-84.0,
269261,,-84.0,
269275,,-83.0,
269301,,-83.0,
269314,,-82.0,
269321,,-82.0,
269335,,-82.0,
269339,,-82.0,
269351,,-81.0,
269364,,-81.0,
269376,,-81.0,
269382,,-81.0,
269405,,-81.0,
269456,,-81.0,
269472,,-81.0,
269497,,-81.0,
269500,,-81.0,
269505,,-81.0,
269519,,-80.0,
269521,,-80.0,
269547,,-80.0,
269552,,-79.5,
269559,,-79.0,
269561,,-79.0,
269562,,-79.0,
269574,,-79.0,
269576,,-79.0,
269588,,-78.0,
269619,,-78.0,
269637,,-77.0,
269649,,-77.0,
269669,,-77.0,
269678,,-77.0,
269727,,-77.0,
269753,,-77.0,
269769,,-77.0,
269802,,-77.0,
269812,,-77.0,
269814,,-77.0,
269822,,-77.0,
269847,,-77.0,
269862,,-76.5,
269863,,-76.0,
269867,,-76.0,
269871,,-76.0,
269882,,-76.0,
269890,,-76.0,
269904,,-75.0,
269918,,-75.0,
269931,,-75.0,
269932,,-74.5,
269942,,-74.0,
269943,,-74.0,
269947,,-74.0,
269969,,-74.0,
269971,,-73.5,
269981,,-73.0,
269988,,-73.0,
269989,,-73.0,
270002,,-73.0,
270006,,-73.0,
270014,,-72.0,
270027,,-72.0,
270048,,-72.0,
270062,,-72.0,
270068,,-72.0,
270102,,-72.0,
270116,,-72.0,
270143,,-72.0,
270180,,-72.0,
270202,,-72.0,
270283,,-72.0,
270303,,-72.0,
270321,,-72.0,
270333,,-72.0,
270343,,-72.0,
270360,,-72.0,
270365,,-72.0,
270379,,-72.0,
270441,,-72.0,
270443,,-72.0,
270454,,-72.0,
270466,,-72.0,
270470,,-72.0,
270483,,-72.0,
270493,,-72.0,
270527,,-72.0,
270554,,-72.0,
270564,,-72.0,
270600,,-72.0,
270613,,-72.0,
270618,,-72.0,
270627,,-72.0,
270667,,-72.0,
270671,,-72.0,
270686,,-72.0,
270687,,-72.0,
270726,,-72.0,
270736,,-72.0,
270743,,-72.0,
270762,,-72.0,
270767,,-72.0,
270782,,-72.0,
270803,,-72.0,
270808,,-72.0,
270820,,-72.0,
270827,,-72.0,
270878,,-72.0,
270897,,-72.0,
270923,,-72.0,
270933,,-72.0,
270945,,-72.0,
270949,,-72.0,
270979,,-72.0,
270987,,-72.0,
271016,,-72.0,
271022,,-72.0,
271043,,-72.0,
271051,,-72.0,
271082,,-72.0,
271099,,-72.0,
271110,,-72.0,
271114,,-72.0,
271138,,-72.0,
271163,,-72.0,
271169,,-72.0,
271187,,-72.0,
271191,,-72.0,
271227,,-72.0,
271228,,-72.0,
271238,,-72.0,
271266,,-72.0,
271276,,-72.0,
271291,,-72.0,
271335,,-72.0,
271377,,-72.0,
271454,,-72.0,
271466,,-72.0,
271471,,-72.0,
271477,,-72.0,
271487,,-72.0,
271504,,-72.0,
271521,,-72.0,
271534,,-72.0,
271537,,-72.0,
271554,,-72.0,
271571,,-72.0,
271578,,-72.0,
271587,,-72.0,
271604,,-72.0,
271608,,-72.0,
271626,,-72.0,
271641,,-72.0,
271655,,-72.0,
271694,,-72.0,
271709,,-72.0,
271816,,-72.0,
271841,,-72.0,
271885,,-72.0,
271903,,-72.0,
271945,,-72.0,
271961,,-72.0,
271991,,-72.0,
272015,,-72.0,
272046,,-72.0,
272056,,-72.0,
272073,,-72.0,
272101,,-72.0,
272121,,-72.0,
272142,,-72.0,
272156,,-72.0,
272174,,-72.0,
272245,,-72.0,
272253,,-72.0,
272287,,-72.0,
272316,,-72.0,
272345,,-72.0,
272358,,-72.0,
272432,,-72.0,
272453,,-72.0,
272485,,-72.0,
272496,,-72.0,
272532,,-72.0,
272542,,-72.0,
272566,,-72.0,
272581,,-72.0,
272625,,-72.0,
272645,,-72.0,
272696,,-72.0,
272798,,-72.0,
272826,,-72.0,
272845,,-72.0,
272964,,-72.0,
272972,,-72.0,
273014,,-72.0,
273030,,-72.0,
273045,,-72.0,
273056,,-72.0,
273105,,-72.0,
273117,,-72.0,
273143,,-72.0,
273158,,-72.0,
273198,,-72.0,
273215,,-72.0,
273250,,-72.0,
273265,,-72.0,
273276,,-72.0,
273294,,-71.0,
273309,,-71.0,
273325,,-71.0,
273330,,-70.5,
273341,,-70.0,
273365,,-70.0,
273368,,-70.0,
273382,,-69.0,
273408,,-69.0,
273411,,-68.0,
273440,,-68.0,
273455,,-67.0,
273465,,-67.0,
273485,,-67.0,
273562,,-67.0,
273574,,-67.0,
273624,,-67.0,
273645,,-67.0,
273694,,-67.0,
273718,,-67.0,
273727,,-66.5,
273734,,-66.0,
273759,,-66.0,
273774,,-65.0,
273802,,-65.0,
273806,,-64.5,
273815,,-64.0,
273817,,-64.0,
273844,,-64.0,
273859,,-63.0,
273918,,-63.0,
273958,,-63.0,
273974,,-63.0,
274066,,-63.0,
274107,,-63.0,
274135,,-63.0,
274263,,-63.0,
274272,,-63.0,
274325,,-63.0,
274339,,-63.0,
274376,,-63.0,
274397,,-63.0,
274664,,-63.0,
274725,,-63.0,
274817,,-63.0,
274912,,-63.0,
274924,,-63.0,
274950,,-63.0,
275077,,-63.0,
275097,,-63.0,
275263,,-63.0,
275279,,-63.0,
275346,,-63.0,
275454,,-63.0,
275466,,-63.0,
275479,,-63.0,
275666,,-63.0,
275687,,-63.0,
275703,,-63.0,
275716,,-63.0,
275877,,-63.0,
275907,,-63.0,
276006,,-63.0,
276036,,-63.0,
276073,,-63.0,
276091,,-63.0,
276212,,-63.0,
276236,,-63.0,
276285,,-63.0,
276305,,-63.0,
276376,,-63.0,
276426,,-63.0,
276446,,-63.0,
276466,,-63.0,
276504,,-63.0,
276516,,-63.0,
276547,,-63.0,
276562,,-63.0,
276617,,-63.0,
276642,,-63.0,
276654,,-63.0,
276673,,-63.0,
276698,,-63.0,
276711,,-63.0,
276756,,-63.0,
276764,,-63.0,
276795,,-63.0,
276807,,-63.0,
276845,,-63.0,
276858,,-63.0,
276893,,-63.0,
276914,,-63.0,
276974,,-63.0,
276986,,-63.0,
277022,,-63.0,
277047,,-63.0,
277247,,-63.0,
277273,,-63.0,
277322,,-63.0,
277333,,-63.0,
277388,,-63.0,
277420,,-63.0,
277436,,-63.0,
277456,,-63.0,
277496,,-63.0,
277508,,-63.0,
277544,,-63.0,
277556,,-63.0,
277604,,-63.0,
277618,,-63.0,
277674,,-63.0,
277693,,-63.0,
277733,,-63.0,
277746,,-63.0,
277781,,-63.0,
277793,,-63.0,
277829,,-63.0,
277841,,-63.0,
277856,,-63.0,
277867,,-63.0,
277918,,-63.0,
277943,,-63.0,
277994,,-63.0,
278007,,-63.0,
278072,,-63.0,
278085,,-63.0,
278192,,-63.0,
278214,,-63.0,
278714,,-63.0,
278727,,-63.0,
278777,,-63.0,
278787,,-63.0,
278805,,-63.0,
278815,,-63.0,
278861,,-63.0,
278874,,-63.0,
278944,,-63.0,
278957,,-63.0,
278958,,-63.0,
281152,,-63.0,
281153,,-63.0,
281162,,-63.0,
281167,,-63.0,
281179,,-63.0,
281195,,-63.0,
281206,,-63.0,
281210,,-63.0,
281211,,-63.0,
281228,,-63.0,
281245,,-63.0,
281259,,-63.0,
281261,,-63.0,
281272,,-63.0,
281278,,-63.0,
281295,,-63.0,
281305,,-63.0,
281311,,-63.0,
281328,,-63.0,
281345,,-63.0,
281361,,-63.0,
281371,,-63.0,
281378,,-63.0,
281382,,-63.0,
281413,,-63.0,
281451,,-63.0,
281517,,-63.0,
281528,,-63.0,
281545,,-63.0,
281562,,-63.0,
281578,,-63.0,
281595,,-63.0,
281611,,-63.0,
281628,,-63.0,
281631,,-63.0,
281641,,-63.0,
281645,,-63.0,
281662,,-63.0,
281678,,-63.0,
281695,,-63.0,
281712,,-63.0,
281724,,-63.0,
281728,,-63.0,
281732,,-63.0,
281734,,-63.0,
281742,,-63.0,
281745,,-63.0,
281761,,-63.0,
281767,,-63.0,
281776,,-63.0,
281803,,-63.0,
281818,,-63.0,
281825,,-63.0,
281868,,-63.0,
281893,,-63.0,
281923,,-63.0,
281933,,-63.0,
281947,,-63.0,
281997,,-63.0,
282009,,-63.0,
282017,,-63.0,
282022,,-63.0,
282033,,-63.0,
282042,,-63.0,
282053,,-63.0,
282106,,-63.0,
282133,,-63.0,
282138,,-63.0,
282152,,-63.0,
282161,,-63.0,
282261,,-63.0,
282265,,-63.0,
282308,,-63.0,
282322,,-63.0,
282333,,-63.0,
282350,,-63.0,
282353,,-63.0,
282363,,-63.0,
282393,,-63.0,
282396,,-63.0,
282397,-94.0,-63.0,
282444,-93.0,-63.0,
282478,-91.0,-63.0,
282507,-89.5,-63.0,
282525,-88.0,-63.0,
282537,-87.33333333333333,-63.0,
282549,-86.66666666666667,-63.0,
282560,-86.0,-63.0,
282566,-86.0,-63.0,
282632,-86.0,-63.0,
282682,-86.0,-63.0,
282689,-86.0,-63.0,
282698,-86.0,-63.0,
282701,-86.0,-63.0,
282748,-86.0,-63.0,
282753,-86.0,-63.0,
282761,-86.0,-63.0,
282764,-86.0,-63.0,
282788,-86.0,-63.0,
282793,-86.0,-63.0,
282802,-86.0,-63.0,
282808,-86.0,-63.0,
282863,-86.0,-63.0,
282866,-86.0,-63.0,
282873,-86.0,-63.0,
282881,-86.0,-63.0,
282884,-86.0,-63.0,
282896,-86.0,-63.0,
282932,-86.0,-63.0,
282938,-86.0,-63.0,
282947,-86.0,-63.0,
282970,-86.0,-63.0,
282971,-86.0,-63.0,
282982,-86.0,-63.0,
282996,-86.0,-63.0,
283008,-86.0,-63.0,
283012,-86.0,-63.0,
283033,-86.0,-63.0,
283066,-86.0,-63.0,
283072,-86.0,-63.0,
283084,-86.0,-63.0,
283085,-86.0,-63.0,
283116,-86.0,-63.0,
283126,-86.0,-63.0,
283132,-86.0,-63.0,
283168,-86.0,-63.0,
283172,-86.0,-63.0,
283189,-86.0,-63.0,
283202,-86.0,-63.0,
283208,-86.0,-63.0,
283232,-86.0,-63.0,
283250,-86.0,-63.0,
283268,-86.0,-63.0,
283303,-86.0,-63.0,
283334,-86.0,-63.0,
283342,-86.0,-63.0,
283388,-86.0,-63.0,
283418,-86.0,-63.0,
283424,-86.0,-63.0,
283433,-86.0,-63.0,
283486,-86.0,-63.0,
283507,-86.0,-63.0,
283558,-86.0,-63.0,
283575,-86.0,-63.0,
283578,-86.0,-63.0,
283621,-86.0,-63.0,
283625,-86.0,-63.0,
283627,-86.0,-63.0,
283657,-86.0,-63.0,
283664,-86.0,-63.0,
283687,-86.0,-63.0,
283696,-86.0,-63.0,
283721,-86.0,-63.0,
283734,-86.0,-63.0,
283744,-86.0,-63.0,
283766,-86.0,-63.0,
283794,-86.0,-63.0,
283795,-86.0,-63.0,
283807,-86.0,-63.0,
283815,-86.0,-63.0,
283847,-86.0,-63.0,
283884,-86.0,-63.0,
283907,-86.0,-63.0,
283956,-86.0,-63.0,
283967,-86.0,-63.0,
283985,-86.0,-63.0,
284065,-86.0,-63.0,
284086,-86.0,-63.0,
284087,-86.0,-63.0,
284118,-86.0,-63.0,
284154,-86.0,-63.0,
284198,-86.0,-63.0,
284204,-86.0,-63.0,
284216,-86.0,-63.0,
284245,-86.0,-63.0,
284253,-86.0,-63.0,
284312,-86.0,-63.0,
284317,-86.0,-63.0,
284319,-86.0,-63.0,
284352,-86.0,-63.0,
284354,-86.0,-63.0,
284363,-86.0,-63.0,
284368,-86.0,-63.0,
284381,-86.0,-63.0,
284396,-86.0,-63.0,
284424,-86.0,-63.0,
284435,-86.0,-63.0,
284447,-86.0,-63.0,
284454,-86.0,-63.0,
284471,-86.0,-63.0,
284487,-86.0,-63.0,
284503,-86.0,-63.0,
284514,-86.0,-63.0,
284525,-86.0,-63.0,
284557,-86.0,-63.0,
284558,-86.0,-63.0,
284568,-86.0,-63.0,
284604,-86.0,-63.0,
284606,-86.0,-63.0,
284626,-86.0,-63.0,
284638,-86.0,-63.0,
284641,-86.0,-63.0,
284693,-86.0,-63.0,
284703,-86.0,-63.0,
284739,-86.0,-63.0,
284774,-86.0,-63.0,
284786,-86.0,-63.0,
284822,-86.0,-63.0,
284847,-86.0,-63.0,
284895,-86.0,-63.0,
284917,-86.0,-63.0,
284934,-86.0,-63.0,
284956,-86.0,-63.0,
284961,-86.0,-63.0,
285002,-86.0,-63.0,
285015,-86.0,-63.0,
285034,-86.0,-63.0,
285047,-86.0,-63.0,
285048,-86.0,-63.0,
285089,-86.0,-63.0,
285098,-86.0,-63.0,
285141,-86.0,-63.0,
285156,-86.0,-63.0,
285168,-86.0,-63.0,
285228,-86.0,-63.0,
285247,-86.0,-63.0,
285295,-86.0,-63.0,
285312,-86.0,-63.0,
285365,-86.0,-63.0,
285378,-86.0,-63.0,
285444,-86.0,-63.0,
285466,-86.0,-63.0,
285506,-86.0,-63.0,
285534,-86.0,-63.0,
285604,-86.0,-63.0,
285614,-86.0,-63.0,
285668,-86.0,-63.0,
285682,-86.0,-63.0,
285733,-86.0,-63.0,
285794,-86.0,-63.0,
285827,-86.0,-63.0,
285845,-86.0,-63.0,
285897,-86.0,-63.0,
285907,-86.0,-63.0,
285967,-86.0,-63.0,
285985,-86.0,-63.0,
286009,-86.0,-63.0,
286021,-86.0,-63.0,
286063,-86.0,-63.0,
286077,-86.0,-63.0,
286111,-86.0,-63.0,
286122,-86.0,-63.0,
286167,-86.0,-63.0,
286184,-86.0,-63.0,
286216,-86.0,-63.0,
286235,-86.0,-63.0,
286268,-86.0,-63.0,
286280,-86.0,-63.0,
286323,-86.0,-63.0,
286335,-86.0,-63.0,
286372,-86.0,-63.0,
286392,-86.0,-63.0,
286405,-86.0,-63.0,
286423,-86.0,-63.0,
286488,-86.0,-63.0,
286503,-86.0,-63.0,
286541,-86.0,-63.0,
286554,-86.0,-63.0,
286589,-86.0,-63.0,
286605,-86.0,-63.0,
286678,-86.0,-63.0,
286736,-86.0,-63.0,
286766,-86.0,-63.0,
286778,-86.0,-63.0,
286789,-86.0,-63.0,
286804,-86.0,-63.0,
286837,-86.0,-63.0,
286856,-86.0,-63.0,
286906,-86.0,-63.0,
286937,-86.0,-63.0,
286979,-86.0,-63.0,
286988,-86.0,-63.0,
287025,-86.0,-63.0,
287036,-86.0,-63.0,
287086,-86.0,-63.0,
287103,-86.0,-63.0,
287135,-86.0,-63.0,
287153,-86.0,-63.0,
287171,-86.0,-63.0,
287184,-86.0,-63.0,
287231,-86.0,-63.0,
287248,-86.0,-63.0,
287294,-86.0,-63.0,
287311,-86.0,-63.0,
287351,-86.0,-63.0,
287359,-86.0,-63.0,
287397,-86.0,-63.0,
287422,-86.0,-63.0,
287461,-86.0,-63.0,
287468,-86.0,-63.0,
287483,-86.0,-63.0,
287496,-86.0,-63.0,
287545,-86.0,-63.0,
287555,-86.0,-63.0,
287572,-86.0,-63.0,
287584,-86.0,-63.0,
287588,-86.0,-63.0,
287605,-86.0,-63.0,
287622,-86.0,-63.0,
287638,-86.0,-63.0,
287653,-86.0,-63.0,
287655,-86.0,-63.0,
287672,-86.0,-63.0,
287689,-86.0,-63.0,
287705,-86.0,-63.0,
287717,-86.0,-63.0,
287722,-86.0,-63.0,
287732,-86.0,-63.0,
287739,-86.0,-63.0,
287746,-86.0,-63.0,
287755,-86.0,-63.0,
287772,-86.0,-63.0,
287789,-86.0,-63.0,
287798,-86.0,-63.0,
287805,-86.0,-63.0,
287822,-86.0,-63.0,
287836,-86.0,-63.0,
287839,-86.0,-63.0,
287856,-86.0,-63.0,
287956,-86.0,-63.0,
287973,-86.0,-63.0,
287982,-86.0,-63.0,
287989,-86.0,-63.0,
287997,-86.0,-63.0,
288005,-86.0,-63.0,
288022,-86.0,-63.0,
288039,-86.0,-63.0,
288056,-86.0,-63.0,
288072,-86.0,-63.0,
288087,-86.0,-63.0,
288089,-86.0,-63.0,
288106,-86.0,-63.0,
288107,-86.0,-63.0,
288122,-86.0,-63.0,
288139,-86.0,-63.0,
288148,-86.0,-63.0,
288156,-86.0,-63.0,
288167,-86.0,-63.0,
288172,-86.0,-63.0,
288189,-86.0,-63.0,
288193,-86.0,-63.0,
288203,-86.0,-63.0,
288206,-86.0,-63.0,
288222,-86.0,-63.0,
288240,-86.0,-63.0,
288256,-86.0,-63.0,
288261,-86.0,-63.0,
288273,-86.0,-63.0,
288278,-86.0,-63.0,
288289,-86.0,-63.0,
288314,-86.0,-63.0,
288336,-86.0,-63.0,
288396,-86.0,-63.0,
288426,-86.0,-63.0,
288497,-86.0,-63.0,
288507,-86.0,-63.0,
288667,-86.0,-63.0,
288725,-86.0,-63.0,
288778,-86.0,-63.0,
288865,-86.0,-63.0,
288893,-86.0,-63.0,
288916,-86.0,-63.0,
289007,-86.0,-63.0,
289030,-86.0,-63.0,
289247,-86.0,-63.0,
289362,-86.0,-63.0,
289425,-86.0,-63.0,
289446,-86.0,-63.0,
289596,-86.0,-63.0,
289634,-86.0,-63.0,
289653,-86.0,-63.0,
289686,-86.0,-63.0,
289733,-86.0,-63.0,
289743,-86.0,-63.0,
289808,-86.0,-63.0,
289822,-86.0,-63.0,
289876,-86.0,-63.0,
289915,-86.0,-63.0,
290086,-86.0,-63.0,
290111,-86.0,-63.0,
