,AYTF9Q5TZX4IK,AF50K5H2FJWW0,AF8GOPFSTWCH8
142855,,-18.0,
142871,,-18.0,
142881,,-18.0,
142931,,-18.0,
142944,,-18.0,
142948,,-18.0,
142983,,-18.0,
142991,,-18.0,
143021,,-18.0,
143033,,-18.0,
143058,,-18.0,
143062,,-18.0,
143073,,-18.0,
143099,,-18.0,
143112,,-18.0,
143164,,-18.0,
143168,,-18.0,
143182,,-18.0,
143210,,-18.0,
143219,,-18.0,
143237,,-18.0,
143241,,-18.0,
143283,,-18.0,
143289,,-19.0,
143293,,-19.0,
143294,,-19.666666666666668,
143303,,-20.333333333333332,
143323,,-21.0,
143329,,-21.0,
143330,,-21.333333333333332,
143331,,-21.666666666666668,
143345,,-22.0,
143351,,-22.333333333333332,
143357,,-22.666666666666668,
143358,,-23.0,
143368,,-23.0,
143378,,-23.25,
143383,,-23.5,
143389,,-23.75,
143392,,-24.0,
143398,,-24.0,
143411,,-26.0,
143412,,-26.0,
143416,,-26.0,
143423,,-27.0,
143444,,-28.0,
143451,,-28.0,
143458,,-28.666666666666668,
143475,,-29.333333333333332,
143481,,-30.0,
143485,,-30.0,
143486,,-31.0,
143491,,-31.0,
143494,,-31.333333333333332,
143498,,-31.666666666666668,
143505,,-32.0,
143510,,-32.0,
143514,,-32.5,
143524,,-33.0,
143534,,-33.5,
143539,,-34.0,
143544,,-34.0,
143559,,-34.666666666666664,
143565,,-35.333333333333336,
143575,,-36.0,
143580,,-36.0,
143589,,-36.5,
143593,,-37.0,
143598,,-37.0,
143601,,-37.5,
143610,,-38.0,
143616,,-38.0,
143619,,-38.5,
143630,,-39.0,
143642,,-39.0,
143645,,-39.0,
143653,,-39.0,
143656,,-39.0,
143666,,-40.0,
143681,,-40.0,
143685,,-40.0,
143699,,-41.0,
143703,,-41.0,
143704,,-41.0,
143705,,-42.0,
143723,,-42.0,
143733,,-42.0,
143740,,-42.5,
143745,,-43.0,
143762,,-43.0,
143763,,-43.0,
143774,,-44.0,
143778,,-44.0,
143780,,-44.0,
143792,,-45.0,
143799,,-45.0,
143802,,-45.5,
143809,,-46.0,
143817,,-46.0,
143828,,-47.0,
143834,,-47.0,
143840,,-47.5,
143844,,-48.0,
143850,,-48.0,
143863,,-49.0,
143869,,-49.0,
143877,,-49.5,
143880,,-50.0,
143900,,-50.0,
143901,,-50.0,
143914,,-51.0,
143921,,-52.0,
143925,,-52.0,
143927,,-52.333333333333336,
143934,,-52.666666666666664,
143938,,-53.0,
143944,,-53.0,
143951,,-53.5,
143958,,-54.0,
143978,,-54.0,
143981,,-54.0,
143989,,-54.5,
143991,,-55.0,
143998,,-55.0,
144008,,-56.0,
144016,,-56.0,
144027,,-57.0,
144049,,-57.0,
144062,,-58.0,
144087,,-58.0,
144096,,-59.0,
144103,,-59.0,
144113,,-60.0,
144119,,-60.0,
144131,,-61.0,
144153,,-61.02127659574468,
144162,,-61.04255319148936,
144172,,-61.06382978723404,
144200,,-61.08510638297872,
144218,,-61.1063829787234,
144244,,-61.12765957446808,
144271,,-61.148936170212764,
144283,,-61.170212765957444,
144307,,-61.191489361702125,
144330,,-61.212765957446805,
144360,,-61.234042553191486,
144372,,-61.255319148936174,
144386,,-61.276595744680854,
144461,,-61.297872340425535,
144473,,-61.319148936170215,
144483,,-61.340425531914896,
144523,,-61.361702127659576,
144533,,-61.38297872340426,
144544,,-61.40425531914894,
144546,,-61.42553191489362,
144558,,-61.4468085106383,
144585,,-61.46808510638298,
144605,,-61.48936170212766,
144625,,-61.51063829787234,
144641,,-61.53191489361702,
144654,,-61.5531914893617,
144667,,-61.57446808510638,
144683,,-61.59574468085106,
144713,,-61.61702127659574,
144721,,-61.638297872340424,
144724,,-61.659574468085104,
144744,,-61.680851063829785,
144764,,-61.702127659574465,
144778,,-61.723404255319146,
144822,,-61.744680851063826,
144824,,-61.765957446808514,
144846,,-61.787234042553195,
144853,,-61.808510638297875,
144865,,-61.829787234042556,
144883,,-61.851063829787236,
144900,,-61.87234042553192,
144933,,-61.8936170212766,
144949,,-61.91489361702128,
144954,,-61.93617021276596,
144987,,-61.95744680851064,
145005,,-61.97872340425532,
145027,,-62.0,
145042,,-61.0,
145065,,-61.0,
145071,,-60.666666666666664,
145087,,-60.333333333333336,
145088,,-60.0,
145106,,-60.0,
145107,,-60.0,
145119,,-59.0,
145121,,-59.0,
145141,,-59.0,
145158,,-58.0,
145182,,-58.0,
145188,,-57.0,
145204,,-57.0,
145229,,-57.0,
145294,,-57.0,
145301,,-57.0,
145307,,-57.0,
145313,,-57.0,
145328,,-57.0,
145346,,-57.0,
145364,,-57.0,
145385,,-57.0,
145404,,-57.0,
145405,,-57.0,
145411,,-56.5,
145419,,-56.0,
145431,,-56.0,
145432,,-56.0,
145444,,-55.5,
145446,,-55.0,
145463,,-55.0,
145465,,-55.0,
145476,,-55.0,
145478,,-54.666666666666664,
145483,,-54.333333333333336,
145488,,-54.0,
145517,,-54.0,
145522,,-53.5,
145530,,-53.0,
145532,,-53.0,
145565,,-53.0,
145604,,-53.0,
145640,,-53.0,
145647,,-53.0,
145731,,-53.0,
145764,,-53.0,
145787,,-53.0,
145797,,-53.0,
145946,,-53.0,
145961,,-52.0,
145983,,-52.0,
145995,,-51.0,
146001,,-51.0,
146013,,-50.0,
146019,,-50.0,
146031,,-49.0,
146036,,-49.0,
146047,,-48.0,
146054,,-46.0,
146058,,-46.0,
146071,,-45.0,
146077,,-45.0,
146089,,-44.0,
146234,,-44.0,
146248,,-43.0,
146267,,-43.0,
146271,,-42.0,
146277,,-42.0,
146289,,-41.0,
146311,,-41.0,
146322,,-40.0,
146475,,-40.0,
146491,,-39.0,
146511,,-39.0,
146523,,-38.0,
146529,,-38.0,
146541,,-37.0,
146565,,-37.0,
146575,,-36.0,
146707,,-36.0,
146723,,-35.0,
146741,,-35.0,
146757,,-34.0,
146779,,-34.0,
146792,,-33.0,
146889,,-33.0,
146903,,-33.0,
146927,,-33.0,
146934,,-33.0,
146942,,-33.0,
146962,,-33.0,
146970,,-33.0,
146977,,-33.0,
146987,,-32.5,
146993,,-32.0,
147011,,-32.0,
147013,,-31.0,
147028,,-30.0,
147034,,-30.0,
147042,,-29.5,
147045,,-29.0,
147109,,-29.0,
147114,,-29.0,
147133,,-29.0,
147162,,-29.0,
147207,,-29.0,
147230,,-29.0,
147233,,-28.666666666666668,
147241,,-28.333333333333332,
147246,,-28.0,
147257,,-28.0,
147264,,-28.0,
147278,,-27.0,
147280,,-27.0,
147284,,-27.0,
147296,,-26.0,
147313,,-25.5,
147323,,-25.0,
147334,,-24.5,
147337,,-24.0,
147342,,-24.0,
147347,,-24.0,
147362,,-24.0,
147373,,-24.0,
147374,,-24.0,
147394,,-24.0,
147407,,-24.0,
147417,,-24.0,
147425,,-24.0,
147428,,-24.0,
147435,,-24.0,
147442,,-24.0,
147453,,-24.0,
147479,,-24.0,
147489,,-24.0,
147498,,-24.0,
147514,,-23.0,
147526,,-23.0,
147535,,-23.0,
147543,,-22.5,
147547,,-22.0,
147553,,-22.0,
147560,,-22.0,
147562,,-21.5,
147572,,-21.0,
147576,,-21.0,
147584,,-21.0,
147593,,-21.0,
147617,,-21.0,
147625,,-21.0,
147627,,-21.0,
147631,,-21.0,
147642,,-21.0,
147651,,-21.0,
147659,,-21.0,
147661,,-21.0,
147675,,-21.0,
147692,,-21.0,
147705,,-21.0,
147708,,-21.0,
147714,,-21.0,
147725,,-21.0,
147732,,-21.0,
147733,,-20.75,
147742,,-20.5,
147748,,-20.25,
147749,,-20.0,
147754,,-20.0,
147756,,-20.0,
147759,,-19.333333333333332,
147764,,-18.666666666666668,
147771,,-18.0,
147775,,-18.0,
147777,,-18.0,
147783,,-17.5,
147788,,-17.0,
147804,,-17.0,
147814,,-17.0,
147818,,-16.5,
147828,,-16.0,
147835,,-16.0,
147842,,-16.0,
147844,,-16.0,
147859,,-16.0,
147867,,-16.0,
147875,,-16.0,
147882,,-16.0,
147892,,-16.0,
147907,,-16.0,
147908,,-16.0,
147922,,-16.0,
147925,,-16.0,
147933,,-16.0,
147942,,-16.0,
147944,,-16.0,
147962,,-16.0,
147980,,-16.0,
147989,,-15.0,
148002,,-15.0,
148008,,-15.0,
148014,,-14.5,
148026,,-14.0,
148034,,-14.0,
148043,,-14.0,
148074,,-14.0,
148090,,-14.0,
148113,,-14.0,
148141,,-14.0,
148179,,-14.0,
148188,,-13.666666666666666,
148193,,-13.333333333333334,
148200,,-13.0,
148206,,-13.0,
148215,,-13.0,
148234,,-13.0,
148241,,-12.333333333333334,
148255,,-11.666666666666666,
148272,,-11.0,
148277,,-11.0,
148344,,-11.0,
148385,,-11.0,
148394,,-11.0,
148401,,-11.0,
148407,,-10.0,
148412,,-10.0,
148422,,-10.0,
148431,,-10.0,
148443,,-9.0,
148471,,-9.0,
148485,,-8.0,
148544,,-8.0,
148563,,-8.0,
148592,,-8.0,
148607,,-8.0,
148613,,-7.5,
148626,,-7.0,
148637,,-7.0,
148648,,-7.0,
148659,,-6.0,
148688,,-6.0,
148698,,-5.0,
148699,,-5.0,
148704,,-5.0,
148715,,-5.0,
148729,,-5.0,
148740,,-5.0,
148755,,-5.0,
148770,,-5.0,
148812,,-5.0,
148823,,-5.0,
148825,,-5.0,
148843,,-5.0,
148857,,-5.0,
148858,,-5.0,
148871,,-5.0,
148875,,-5.0,
148882,,-5.0,
148892,,-5.0,
148908,,-5.0,
148925,,-5.0,
148942,,-5.0,
148953,,-5.0,
148959,,-5.0,
148962,,-5.0,
148976,,-5.0,
149008,,-5.0,
149019,,-5.0,
149025,,-5.0,
149034,,-5.0,
149037,,-5.0,
149042,,-5.0,
149051,,-5.0,
149054,,-5.0,
149059,,-5.0,
149067,,-5.0,
149070,,-5.0,
149084,,-5.0,
149086,,-5.0,
149101,,-5.0,
149103,,-5.0,
149118,,-5.0,
149120,,-5.0,
149134,,-5.0,
149252,,-5.0,
149268,,-5.0,
149271,,-5.0,
149285,,-5.0,
149287,,-5.0,
149302,,-5.0,
149304,,-5.0,
149318,,-5.0,
149385,,-5.0,
149427,,-5.0,
149454,,-5.0,
149469,,-5.0,
149472,,-5.0,
149475,,-5.0,
149485,,-4.666666666666667,
149488,,-4.333333333333333,
149490,,-4.0,
149502,,-4.0,
149505,,-4.0,
149509,,-4.0,
149519,,-3.5,
149523,,-3.0,
149530,,-3.0,
149542,,-2.0,
149564,,-2.0,
149575,,-1.0,
149583,,-1.0,
149593,,0.0,
149616,,0.0,
149629,,2.0,
149653,,2.0,
149663,,3.0,
149667,,3.0,
149684,,3.0,
149686,,3.5,
149700,,4.0,
149729,,4.0,
149743,,5.0,
149751,,5.0,
149761,,6.0,
149763,,6.0,
149883,,6.0,
149910,,6.0,
149949,,6.0,
149964,,6.0,
150160,,6.0,
150181,,6.0,
150232,,6.0,
150252,,6.0,
151616,,6.0,
151631,,7.0,
151658,,7.0,
151674,,8.0,
151700,,8.0,
151711,,9.0,
151741,,9.0,
151751,,10.0,
151774,,10.0,
151788,,11.0,
151812,,11.0,
151815,,12.0,
151836,,12.0,
151848,,13.0,
152779,,13.0,
152796,,12.0,
152819,,12.0,
152831,,11.0,
152855,,11.0,
152867,,10.0,
152882,,10.0,
152895,,9.0,
152918,,9.0,
152929,,8.0,
152955,,8.0,
152966,,7.0,
152990,,7.0,
153002,,6.0,
153025,,6.0,
153039,,5.0,
153062,,5.0,
153073,,4.0,
153095,,4.0,
153098,,3.0,
153121,,3.0,
153136,,2.0,
153160,,2.0,
153174,,1.0,
153200,,1.0,
153212,,0.0,
153238,,0.0,
153250,,-1.0,
153277,,-1.0,
153290,,-2.0,
153304,,-2.0,
153316,,-3.0,
153340,,-3.0,
153351,,-4.0,
153361,,-4.0,
153375,,-5.0,
153407,,-5.0,
153420,,-6.0,
153428,,-6.0,
153442,,-7.0,
153449,,-7.0,
153461,,-8.0,
153492,,-8.0,
153506,,-9.0,
153526,,-9.0,
153528,,-10.0,
153555,,-10.0,
153570,,-11.0,
153596,,-11.0,
153609,,-12.0,
153635,,-12.0,
153648,,-13.0,
153674,,-13.0,
153687,,-14.0,
153715,,-14.0,
153726,,-15.0,
153739,,-15.0,
153751,,-16.0,
153759,,-16.0,
153774,,-17.0,
153799,,-17.0,
153813,,-18.0,
153837,,-18.0,
153852,,-19.0,
153877,,-19.0,
153890,,-20.0,
153931,,-20.0,
153944,,-21.0,
153966,,-21.0,
153978,,-22.0,
153994,,-22.0,
154009,,-23.0,
154015,,-23.0,
154025,,-24.0,
154032,,-24.0,
154042,,-25.0,
154048,,-25.0,
154061,,-26.0,
154067,,-26.0,
154078,,-27.0,
154083,,-27.0,
154097,,-28.0,
154102,,-28.0,
154116,,-29.0,
154137,,-29.0,
154150,,-30.0,
154158,,-30.0,
154173,,-32.0,
154181,,-32.0,
154194,,-33.0,
154206,,-33.0,
154263,,-36.0,
154300,,-36.0,
154311,,-38.0,
154315,,-38.0,
154329,,-39.0,
154349,,-39.0,
154369,,-40.0,
154373,,-40.0,
154380,,-41.0,
154388,,-42.0,
154392,,-42.0,
154405,,-43.0,
154410,,-43.0,
154423,,-45.0,
154428,,-45.0,
154440,,-46.0,
154445,,-46.0,
154458,,-47.0,
154463,,-47.0,
154475,,-48.0,
154481,,-48.0,
154492,,-49.0,
154498,,-49.0,
154513,,-50.0,
154517,,-50.0,
154528,,-51.0,
154532,,-51.0,
154545,,-52.0,
154550,,-52.0,
154562,,-53.0,
154567,,-53.0,
154581,,-55.0,
154586,,-56.0,
154589,,-56.0,
154605,,-57.0,
154609,,-57.0,
154623,,-58.0,
154627,,-58.0,
154640,,-59.0,
154644,,-59.0,
154657,,-60.0,
154662,,-60.0,
154674,,-61.0,
154679,,-61.0,
154692,,-62.0,
154696,,-62.0,
154710,,-63.0,
154714,,-63.0,
154728,,-65.0,
154732,,-65.0,
154745,,-66.0,
154750,,-66.0,
154762,,-67.0,
154767,,-67.0,
154780,,-68.0,
154785,,-68.0,
154797,,-69.0,
154801,,-69.0,
154804,,-70.0,
154808,,-70.0,
154822,,-71.0,
154826,,-71.0,
154838,,-72.0,
154844,,-72.0,
154856,,-73.0,
154860,,-73.0,
154874,,-75.0,
154879,,-75.0,
154891,,-76.0,
154895,,-76.0,
154909,,-77.0,
154914,,-77.0,
154927,,-78.0,
154932,,-78.0,
154943,,-79.0,
154948,,-79.0,
154961,,-80.0,
154966,,-80.0,
154979,,-81.0,
154983,,-81.0,
154996,,-82.0,
155000,,-82.0,
155006,,-83.0,
155008,,-83.0,
155022,,-85.0,
155026,,-85.0,
155038,,-86.0,
155042,,-86.0,
155056,,-87.0,
155060,,-87.0,
155073,,-88.0,
155077,,-88.0,
155090,,-89.0,
155095,,-89.0,
155112,,-90.0,
155116,,-90.0,
155126,,-91.0,
155132,,-91.0,
155143,,-92.0,
155147,,-92.0,
155161,,-93.0,
155165,,-93.0,
155178,,-95.0,
155183,,-95.0,
155196,,-96.0,
155200,,-96.0,
155213,,-97.0,
163058,,-97.0,
163117,,-97.0,
163159,,-97.0,
163176,,-97.0,
163192,,-97.0,
163193,,-97.0,
163206,,-97.0,
163209,,-97.0,
163219,,-97.0,
163225,,-97.0,
163228,,-97.0,
163242,,-97.0,
163259,,-97.0,
163262,,-97.0,
163273,,-97.0,
163276,,-97.0,
163295,,-97.0,
163305,,-97.0,
163310,,-97.0,
163324,,-97.0,
163330,,-97.0,
163341,,-97.0,
163348,,-97.0,
163360,,-97.0,
163380,,-97.0,
163398,,-97.0,
163410,,-97.0,
163412,,-97.0,
163462,,-97.0,
163493,,-97.0,
163511,,-97.0,
163538,,-97.0,
163552,,-97.0,
163591,,-97.0,
163592,,-97.0,
163609,,-97.0,
163611,,-97.0,
163619,,-97.0,
163625,,-97.0,
163633,,-97.0,
163642,,-97.0,
163659,,-97.0,
163675,,-97.0,
163676,,-97.0,
163692,,-97.0,
163709,,-97.0,
163726,,-97.0,
163729,,-97.0,
163745,,-97.0,
163761,,-97.0,
163772,,-97.0,
163785,,-97.0,
163793,,-97.0,
163810,,-97.0,
163828,,-97.0,
163870,,-97.0,
163871,-98.0,-97.0,
163876,-97.75,-97.0,
163892,-97.5,-97.0,
163895,-97.25,-97.0,
163906,-97.0,-97.0,
163940,-96.33333333333333,-97.0,
163951,-95.66666666666667,-97.0,
163952,-95.0,-97.0,
163959,-94.33333333333333,-97.0,
163963,-93.66666666666667,-97.0,
163987,-93.0,-97.0,
164014,-92.0,-97.0,
164015,-91.0,-97.0,
164033,-90.0,-97.0,
164045,-90.0,-97.0,
164052,-90.0,-97.0,
164064,-90.0,-97.0,
164079,-90.0,-97.0,
164083,-90.0,-97.0,
164105,-90.0,-97.0,
164112,-90.0,-97.0,
164119,-90.0,-97.0,
164140,-90.0,-97.0,
164148,-90.0,-97.0,
164150,-90.0,-97.0,
164186,-90.0,-97.0,
164194,-90.0,-97.0,
164244,-90.0,-97.0,
164256,-90.0,-97.0,
164265,-90.0,-97.0,
164281,-90.0,-97.0,
164283,-90.0,-97.0,
164293,-90.0,-97.0,
164298,-90.0,-97.0,
164310,-90.0,-97.0,
164311,-90.0,-96.66666666666667,
164325,-90.0,-96.33333333333333,
164329,-90.0,-96.0,
164334,-90.0,-96.0,
164352,-90.0,-95.33333333333333,
164353,-90.0,-94.66666666666667,
164361,-90.0,-94.0,
164367,-90.0,-94.0,
164368,-90.0,-93.33333333333333,
164382,-90.0,-92.66666666666667,
164386,-90.0,-92.0,
164390,-90.0,-92.0,
164393,-90.0,-91.5,
164405,-90.0,-91.0,
164420,-90.0,-90.5,
164421,-90.0,-90.0,
164425,-90.0,-90.0,
164438,-90.0,-89.0,
164439,-90.0,-89.0,
164442,-90.0,-89.0,
164453,-90.0,-88.5,
164456,-90.0,-88.0,
164466,-90.0,-87.5,
164475,-90.0,-87.0,
164481,-90.0,-87.0,
164505,-90.0,-86.0,
164508,-90.0,-85.0,
164513,-90.0,-85.0,
164518,-90.0,-84.66666666666667,
164519,-90.0,-84.33333333333333,
164526,-90.0,-84.0,
164530,-90.0,-84.0,
164551,-90.0,-83.0,
164561,-90.0,-82.0,
164565,-90.0,-82.0,
164568,-90.0,-81.5,
164578,-90.0,-81.0,
164589,-90.0,-80.5,
164595,-90.0,-80.0,
164601,-90.0,-80.0,
164612,-90.0,-79.5,
164613,-90.0,-79.0,
164617,-90.0,-79.0,
164621,-90.0,-78.0,
164624,-90.0,-77.0,
164638,-90.0,-76.0,
164640,-90.0,-76.0,
164642,-90.0,-76.0,
164671,-90.0,-75.0,
164672,-90.0,-74.0,
164678,-90.0,-74.0,
164689,-90.0,-73.0,
164695,-90.0,-73.0,
164712,-90.0,-72.33333333333333,
164720,-90.0,-71.66666666666667,
164725,-90.0,-71.0,
164729,-90.0,-71.0,
164733,-90.0,-70.33333333333333,
164736,-90.0,-69.66666666666667,
164761,-90.0,-69.0,
164766,-90.0,-69.0,
164778,-90.0,-68.0,
164783,-90.0,-68.0,
164800,-90.0,-67.0,
164813,-90.0,-66.0,
164817,-90.0,-66.0,
164833,-90.0,-65.0,
164837,-90.0,-64.0,
164842,-90.0,-64.0,
164854,-90.0,-63.0,
164860,-90.0,-63.0,
164868,-90.0,-62.333333333333336,
164876,-90.0,-61.666666666666664,
164889,-90.0,-61.0,
164895,-90.0,-61.0,
164897,-90.0,-61.0,
164909,-90.0,-60.0,
164925,-90.0,-59.0,
164931,-90.0,-59.0,
164936,-90.0,-58.0,
164943,-90.0,-57.0,
164948,-90.0,-57.0,
164962,-90.0,-56.0,
164977,-90.0,-55.0,
164982,-90.0,-55.0,
165006,-90.0,-54.333333333333336,
165011,-90.0,-53.666666666666664,
165012,-90.0,-53.0,
165017,-90.0,-53.0,
165028,-90.0,-52.5,
165030,-90.0,-52.0,
165034,-90.0,-52.0,
165054,-90.0,-50.0,
165058,-90.0,-50.0,
165072,-90.0,-49.0,
165073,-90.0,-48.0,
165077,-90.0,-48.0,
165078,-90.0,-47.0,
165107,-90.0,-46.0,
165109,-90.0,-46.0,
165111,-90.0,-46.0,
165127,-90.0,-45.0,
165132,-90.0,-45.0,
165156,-90.0,-44.0,
165159,-90.0,-43.0,
165175,-90.0,-43.0,
165257,-90.0,-43.0,
165271,-90.0,-43.0,
165287,-90.0,-43.0,
165298,-90.0,-43.0,
165343,-90.0,-43.0,
165362,-90.0,-43.0,
165385,-90.0,-43.0,
165393,-90.0,-43.0,
165398,-90.0,-43.0,
165432,-90.0,-43.0,
165463,-90.0,-43.0,
165480,-90.0,-43.0,
165483,-90.0,-43.0,
165507,-90.0,-43.0,
165514,-90.0,-43.0,
165526,-90.0,-43.0,
165545,-90.0,-43.0,
165558,-90.0,-43.0,
165571,-90.0,-43.0,
165599,-90.0,-43.0,
165631,-90.0,-43.0,
165639,-90.0,-43.0,
165653,-90.0,-43.0,
165669,-90.0,-43.0,
165689,-90.0,-43.0,
165703,-90.0,-43.0,
165709,-90.0,-43.0,
165732,-90.0,-43.0,
165735,-90.0,-43.0,
165743,-90.0,-43.0,
165763,-90.0,-43.0,
165774,-90.0,-43.0,
165812,-90.0,-43.0,
165813,-90.0,-43.0,
165829,-90.0,-43.0,
165830,-90.0,-43.0,
165854,-90.0,-43.0,
165861,-90.0,-43.0,
165870,-90.0,-43.0,
165880,-90.0,-43.0,
165894,-90.0,-43.0,
165910,-90.0,-43.0,
165917,-90.0,-43.0,
165930,-90.0,-43.0,
165933,-90.0,-43.0,
165942,-90.0,-43.0,
165960,-90.0,-43.0,
165973,-90.0,-43.0,
165987,-90.0,-43.0,
165994,-90.0,-43.0,
165999,-90.0,-43.0,
166009,-90.0,-43.0,
166037,-90.0,-43.0,
166046,-90.0,-43.0,
166073,-90.0,-43.0,
166086,-90.0,-43.0,
166087,-90.0,-43.0,
166108,-90.0,-43.0,
166118,-90.0,-43.0,
166121,-90.0,-43.0,
166136,-90.0,-43.0,
166143,-90.0,-43.0,
166150,-90.0,-43.0,
166155,-90.0,-43.0,
166178,-90.0,-43.0,
166190,-90.0,-43.0,
166202,-90.0,-43.0,
166210,-90.0,-43.0,
166218,-90.0,-43.0,
166229,-90.0,-43.0,
166251,-90.0,-43.0,
166261,-90.0,-43.0,
166287,-90.0,-43.0,
166295,-90.0,-43.0,
166305,-90.0,-43.0,
166322,-90.0,-43.0,
166333,-90.0,-43.0,
166344,-90.0,-43.0,
166370,-90.0,-43.0,
166390,-90.0,-43.0,
166398,-90.0,-43.0,
166405,-90.0,-43.0,
166449,-90.0,-43.0,
166469,-90.0,-43.0,
166502,-90.0,-43.0,
166516,-90.0,-43.0,
166528,-90.0,-43.0,
166560,-90.0,-43.0,
166571,-90.0,-43.0,
166600,-90.0,-43.0,
166604,-90.0,-43.0,
166614,-90.0,-43.0,
166640,-90.0,-43.0,
166641,-90.0,-43.0,
166650,-90.0,-43.0,
166688,-90.0,-43.0,
166695,-90.0,-43.0,
166713,-90.0,-43.0,
166721,-90.0,-43.0,
166728,-90.0,-43.0,
166762,-90.0,-43.0,
166781,-90.0,-43.0,
166800,-90.0,-43.0,
166822,-90.0,-43.0,
166836,-90.0,-43.0,
166841,-90.0,-43.0,
166852,-90.0,-43.0,
166858,-90.0,-43.0,
166883,-90.0,-43.0,
166894,-90.0,-43.0,
166920,-90.0,-43.0,
166928,-90.0,-43.0,
166945,-90.0,-43.0,
166960,-90.0,-43.0,
166988,-90.0,-43.0,
167001,-90.0,-43.0,
167246,-90.0,-43.0,
167278,-90.0,-43.0,
167317,-90.0,-43.0,
167341,-90.0,-43.0,
167367,-90.0,-43.0,
167378,-90.0,-43.0,
167397,-90.0,-43.0,
167404,-90.0,-43.0,
167462,-90.0,-43.0,
167474,-90.0,-43.0,
167519,-90.0,-43.0,
167531,-90.0,-43.0,
167570,-90.0,-43.0,
167590,-90.0,-43.0,
167607,-90.0,-43.0,
167621,-90.0,-43.0,
167670,-90.0,-43.0,
167685,-90.0,-43.0,
167720,-90.0,-43.0,
167731,-90.0,-43.0,
167776,-90.0,-43.0,
167795,-90.0,-43.0,
167870,-90.0,-43.0,
167888,-90.0,-43.0,
167985,-90.0,-43.0,
167998,-90.0,-43.0,
168165,-90.0,-43.0,
168184,-90.0,-43.0,
168239,-90.0,-43.0,
168252,-90.0,-43.0,
168342,-90.0,-43.0,
168360,-90.0,-43.0,
168429,-90.0,-43.0,
168448,-90.0,-43.0,
168459,-90.0,-43.0,
168476,-90.0,-43.0,
168477,-90.0,-43.0,
168488,-90.0,-43.0,
168492,-90.0,-43.0,
168509,-90.0,-43.0,
168515,-90.0,-43.0,
168526,-90.0,-43.0,
168532,-90.0,-43.0,
168538,-90.0,-43.0,
168542,-90.0,-43.0,
168551,-90.0,-43.0,
168558,-90.0,-43.0,
168559,-90.0,-43.0,
168564,-90.0,-43.0,
168566,-90.0,-43.0,
168569,-90.0,-43.0,
168571,-90.0,-43.0,
168576,-90.0,-43.0,
168583,-90.0,-43.0,
168584,-90.0,-43.0,
168587,-90.0,-43.0,
168588,-90.0,-43.0,
168592,-90.0,-43.0,
168599,-90.0,-43.0,
168602,-90.0,-43.0,
168609,-90.0,-43.0,
168612,-90.0,-43.0,
168614,-90.0,-43.0,
168616,-90.0,-43.0,
168620,-90.0,-43.0,
168625,-90.0,-43.0,
168626,-90.0,-43.0,
168627,-90.0,-43.0,
168633,-90.0,-43.0,
168636,-90.0,-43.0,
168643,-90.0,-43.0,
168650,-90.0,-43.0,
168652,-90.0,-43.0,
168672,-90.0,-43.0,
168684,-90.0,-43.0,
168700,-90.0,-43.0,
168714,-90.0,-43.0,
168730,-90.0,-43.0,
168749,-90.0,-43.0,
168754,-90.0,-43.0,
168757,-90.0,-43.0,
168771,-90.0,-43.0,
168776,-90.0,-43.0,
168785,-90.0,-43.0,
168793,-90.0,-43.0,
168802,-90.0,-43.0,
168809,-90.0,-43.0,
168812,-90.0,-43.0,
168821,-90.0,-43.0,
168826,-90.0,-43.0,
168829,-90.0,-43.0,
168841,-90.0,-43.0,
168843,-90.0,-43.0,
168845,-90.0,-43.0,
168859,-90.0,-43.0,
168863,-90.0,-43.0,
168869,-90.0,-43.0,
168875,-90.0,-43.0,
168878,-90.0,-43.0,
168884,-90.0,-43.0,
168891,-90.0,-43.0,
168892,-90.0,-43.0,
168893,-90.0,-43.0,
168902,-90.0,-43.0,
168908,-90.0,-43.0,
168909,-90.0,-43.0,
168916,-90.0,-43.0,
168918,-90.0,-43.0,
168925,-90.0,-43.0,
168942,-90.0,-43.0,
168959,-90.0,-43.0,
168979,-90.0,-43.0,
168985,-90.0,-43.0,
168995,-90.0,-43.0,
169058,-90.0,-43.0,
169068,-90.0,-43.0,
169087,-90.0,-43.0,
169091,-90.0,-43.0,
169102,-90.0,-43.0,
169104,-90.0,-43.0,
169118,-90.0,-43.0,
169120,-90.0,-43.0,
169121,-90.0,-43.0,
169129,-90.0,-43.0,
169134,-90.0,-43.0,
169135,-90.0,-43.0,
169208,-90.0,-43.0,
169239,-90.0,-43.0,
169252,-90.0,-43.0,
169261,-90.0,-43.0,
169281,-90.0,-43.0,
169283,-90.0,-43.0,
169290,-90.0,-43.0,
169308,-90.0,-43.0,
169315,-90.0,-43.0,
169358,-90.0,-43.0,
169368,-90.0,-43.0,
169387,-90.0,-43.0,
169388,-90.0,-43.0,
169402,-90.0,-43.0,
169403,-90.0,-43.0,
169421,-90.0,-43.0,
169469,-90.0,-43.0,
169482,-90.0,-43.0,
169498,-90.0,-43.0,
169499,-90.0,-43.0,
169520,-90.0,-43.0,
169523,-90.0,-43.0,
169535,-90.0,-43.0,
169550,-90.0,-43.0,
169574,-90.0,-43.0,
169592,-90.0,-43.0,
169614,-90.0,-43.0,
169633,-90.0,-43.0,
169647,-90.0,-43.0,
169652,-90.0,-43.0,
169662,-90.0,-43.0,
169670,-90.0,-43.0,
