,A9ZBEA4T2FNZ3,ADYYCYVBZE1V
376681,-100.0,-93.0
376697,-100.0,-93.0
376726,-100.0,-93.0
376745,-100.0,-93.0
376777,-100.0,-93.0
376793,-100.0,-93.0
376823,-100.0,-93.0
376838,-100.0,-93.0
376876,-100.0,-93.0
376882,-100.0,-93.0
376913,-100.0,-93.0
376933,-100.0,-93.0
376961,-100.0,-93.0
376980,-100.0,-93.0
377011,-100.0,-93.0
377028,-100.0,-93.0
377066,-100.0,-93.0
377075,-100.0,-93.0
377084,-100.0,-93.0
377103,-100.0,-93.0
377146,-100.0,-93.0
377161,-100.0,-93.0
377198,-100.0,-93.0
377214,-100.0,-93.0
377224,-100.0,-93.0
377241,-100.0,-93.0
377274,-100.0,-93.0
377300,-100.0,-93.0
377318,-100.0,-93.0
377332,-100.0,-93.0
377362,-100.0,-93.0
377376,-100.0,-93.0
377411,-100.0,-93.0
377425,-100.0,-93.0
377455,-100.0,-93.0
377470,-100.0,-93.0
377505,-100.0,-93.0
377513,-100.0,-93.0
377541,-100.0,-93.0
377556,-100.0,-93.0
377592,-100.0,-93.0
377608,-100.0,-93.0
377637,-100.0,-93.0
377654,-100.0,-93.0
377684,-100.0,-93.0
377700,-100.0,-93.0
377727,-100.0,-93.0
377733,-100.0,-93.0
377764,-100.0,-93.0
377789,-100.0,-93.0
377824,-100.0,-93.0
377842,-100.0,-93.0
377882,-100.0,-93.0
377902,-100.0,-93.0
377935,-100.0,-93.0
377953,-100.0,-93.0
377989,-100.0,-93.0
378003,-100.0,-93.0
378036,-100.0,-93.0
378056,-100.0,-93.0
378066,-100.0,-93.0
378090,-100.0,-93.0
378140,-100.0,-93.0
378200,-100.0,-93.0
378240,-100.0,-93.0
378256,-100.0,-93.0
378285,-100.0,-93.0
378301,-100.0,-93.0
378333,-100.0,-93.0
378346,-100.0,-93.0
378369,-100.0,-93.0
378387,-100.0,-93.0
378416,-100.0,-93.0
378432,-100.0,-93.0
378474,-100.0,-93.0
378494,-100.0,-93.0
378527,-100.0,-93.0
378543,-100.0,-93.0
378576,-100.0,-93.0
378581,-100.0,-93.0
378613,-100.0,-93.0
378628,-100.0,-93.0
378663,-100.0,-93.0
378675,-100.0,-93.0
378707,-100.0,-93.0
378725,-100.0,-93.0
378755,-100.0,-93.0
378769,-100.0,-93.0
378792,-100.0,-93.0
378809,-100.0,-93.0
378843,-100.0,-93.0
378856,-100.0,-93.0
378893,-100.0,-93.0
378909,-100.0,-93.0
378918,-100.0,-93.0
378934,-100.0,-93.0
378975,-100.0,-93.0
378991,-100.0,-93.0
379014,-100.0,-93.0
379029,-100.0,-93.0
379059,-100.0,-93.0
379079,-100.0,-93.0
379108,-100.0,-93.0
379128,-100.0,-93.0
379166,-100.0,-93.0
379183,-100.0,-93.0
379193,-100.0,-93.0
379210,-100.0,-93.0
379249,-100.0,-93.0
379265,-100.0,-93.0
379277,-100.0,-93.0
379305,-100.0,-93.0
379340,-100.0,-93.0
379360,-100.0,-93.0
379389,-100.0,-93.0
379405,-100.0,-93.0
379433,-100.0,-93.0
379438,-100.0,-93.0
379473,-100.0,-93.0
379489,-100.0,-93.0
379520,-100.0,-93.0
379539,-100.0,-93.0
379548,-100.0,-93.0
379568,-100.0,-93.0
379600,-100.0,-93.0
379614,-100.0,-93.0
379639,-100.0,-93.0
379652,-100.0,-93.0
379682,-100.0,-93.0
379699,-100.0,-93.0
379729,-100.0,-93.0
379753,-100.0,-93.0
379767,-100.0,-93.0
379786,-100.0,-93.0
379819,-100.0,-93.0
379839,-100.0,-93.0
379863,-100.0,-93.0
379875,-100.0,-93.0
379909,-100.0,-93.0
379928,-100.0,-93.0
379936,-100.0,-93.0
379953,-100.0,-93.0
379985,-100.0,-93.0
380003,-100.0,-93.0
380032,-100.0,-93.0
380052,-100.0,-93.0
380089,-100.0,-93.0
380115,-100.0,-93.0
380181,-100.0,-93.0
380197,-100.0,-93.0
380225,-100.0,-93.0
380238,-100.0,-93.0
380258,-100.0,-93.0
380272,-100.0,-93.0
380282,-100.0,-93.0
380293,-100.0,-93.0
380316,-100.0,-93.0
380328,-100.0,-93.0
380348,-100.0,-93.0
380362,-100.0,-93.0
380370,-100.0,-93.0
380382,-100.0,-93.0
380405,-100.0,-93.0
380418,-100.0,-93.0
380438,-100.0,-93.0
380453,-100.0,-93.0
380475,-100.0,-93.0
380489,-100.0,-93.0
380498,-100.0,-93.0
380514,-100.0,-93.0
380527,-100.0,-93.0
380552,-100.0,-93.0
380562,-100.0,-93.0
380582,-100.0,-93.0
380597,-100.0,-93.0
380619,-100.0,-93.0
380630,-100.0,-93.0
380654,-100.0,-93.0
380669,-100.0,-93.0
380676,-100.0,-93.0
380688,-100.0,-93.0
380710,-100.0,-93.0
380711,-100.0,-93.0
380739,-100.0,-93.0
380753,-100.0,-93.0
380759,-100.0,-93.0
380772,-100.0,-93.0
380796,-100.0,-93.0
380809,-100.0,-93.0
380842,-100.0,-93.0
380854,-100.0,-93.0
380886,-100.0,-93.0
380897,-100.0,-93.0
380918,-100.0,-93.0
380926,-100.0,-93.0
380954,-100.0,-93.0
380964,-100.0,-93.0
380986,-100.0,-93.0
381004,-100.0,-93.0
381031,-100.0,-93.0
381043,-100.0,-93.0
381065,-100.0,-93.0
381078,-100.0,-93.0
381109,-100.0,-93.0
381119,-100.0,-93.0
381137,-100.0,-93.0
381148,-100.0,-93.0
381169,-100.0,-93.0
381182,-100.0,-93.0
381202,-100.0,-93.0
381212,-100.0,-93.0
381235,-100.0,-93.0
381249,-100.0,-93.0
381256,-100.0,-93.0
381269,-100.0,-93.0
381293,-100.0,-93.0
381307,-100.0,-93.0
381333,-100.0,-93.0
381344,-100.0,-93.0
381353,-100.0,-93.0
381372,-100.0,-93.0
381393,-100.0,-93.0
381419,-100.0,-93.0
381430,-100.0,-93.0
381457,-100.0,-93.0
381469,-100.0,-93.0
381491,-100.0,-93.0
381501,-100.0,-93.0
381525,-100.0,-93.0
381537,-100.0,-93.0
381543,-100.0,-93.0
381559,-100.0,-93.0
381571,-100.0,-93.0
381584,-100.0,-93.0
381607,-100.0,-93.0
381617,-100.0,-93.0
381640,-100.0,-93.0
381652,-100.0,-93.0
381675,-100.0,-93.0
381691,-100.0,-93.0
381721,-100.0,-93.0
381729,-100.0,-93.0
381750,-100.0,-93.0
381768,-100.0,-93.0
381780,-100.0,-93.0
381793,-100.0,-93.0
381816,-100.0,-93.0
381828,-100.0,-93.0
381853,-100.0,-93.0
381865,-100.0,-93.0
381892,-100.0,-93.0
381904,-100.0,-93.0
381927,-100.0,-93.0
381938,-100.0,-93.0
381970,-100.0,-93.0
381985,-100.0,-93.0
382005,-100.0,-93.0
382021,-100.0,-93.0
382051,-100.0,-93.0
382063,-100.0,-93.0
382090,-100.0,-93.0
382101,-100.0,-93.0
382137,-100.0,-93.0
382153,-100.0,-93.0
382190,-100.0,-93.0
382194,-100.0,-93.0
382221,-100.0,-93.0
382240,-100.0,-93.0
382249,-100.0,-93.0
382270,-100.0,-93.0
382278,-100.0,-93.0
382299,-100.0,-93.0
382307,-100.0,-93.0
382334,-100.0,-93.0
382345,-100.0,-93.0
382394,-100.0,-93.0
382422,-100.0,-93.0
382426,-100.0,-93.0
382452,-100.0,-93.0
382463,-100.0,-93.0
382488,-100.0,-93.0
382500,-100.0,-93.0
382522,-100.0,-93.0
382543,-100.0,-93.0
382550,-100.0,-93.0
382566,-100.0,-93.0
382595,-100.0,-93.0
382610,-100.0,-93.0
382628,-100.0,-93.0
382639,-100.0,-93.0
382662,-100.0,-93.0
382677,-100.0,-93.0
382704,-100.0,-93.0
382714,-100.0,-93.0
382739,-100.0,-93.0
382751,-100.0,-93.0
382773,-100.0,-93.0
382784,-100.0,-93.0
382807,-100.0,-93.0
382821,-100.0,-93.0
382846,-100.0,-93.0
382849,-100.0,-93.0
382856,-100.0,-93.0
382876,-100.0,-93.0
382906,-100.0,-93.0
382916,-100.0,-93.0
382938,-100.0,-93.0
382952,-100.0,-93.0
382974,-100.0,-93.0
382985,-100.0,-93.0
383008,-100.0,-93.0
383018,-100.0,-93.0
383042,-100.0,-93.0
383044,-100.0,-93.0
383051,-100.0,-93.0
383067,-100.0,-93.0
383088,-100.0,-93.0
383099,-100.0,-93.0
383133,-100.0,-93.0
383150,-100.0,-93.0
383176,-100.0,-93.0
383193,-100.0,-93.0
383217,-100.0,-93.0
383227,-100.0,-93.0
383251,-100.0,-93.0
383262,-100.0,-93.0
383273,-100.0,-93.0
383284,-100.0,-93.0
383311,-100.0,-93.0
383322,-100.0,-93.0
383345,-100.0,-93.0
383358,-100.0,-93.0
383381,-100.0,-93.0
383392,-100.0,-93.0
383393,-100.0,-93.0
406306,-100.0,-93.0
406326,-99.0,-93.0
406368,-96.0,-93.0
406388,-95.0,-93.0
406411,-94.0,-93.0
406431,-92.0,-93.0
406451,-91.0,-93.0
406473,-90.0,-93.0
406483,-88.0,-93.0
406504,-87.0,-93.0
406525,-86.0,-93.0
406546,-84.0,-93.0
406567,-83.0,-93.0
406588,-82.0,-93.0
406610,-80.0,-93.0
406631,-79.0,-93.0
406651,-78.0,-93.0
406672,-76.0,-93.0
406694,-75.0,-93.0
406703,-74.0,-93.0
406725,-72.0,-93.0
406746,-71.0,-93.0
406766,-70.0,-93.0
406789,-68.0,-93.0
406809,-67.0,-93.0
406830,-66.0,-93.0
406851,-64.0,-93.0
406873,-63.0,-93.0
406892,-62.0,-93.0
406904,-60.0,-93.0
406923,-59.0,-93.0
406945,-58.0,-93.0
406965,-56.0,-93.0
406987,-55.0,-93.0
407007,-54.0,-93.0
407029,-52.0,-93.0
407049,-51.0,-93.0
407070,-50.0,-93.0
407092,-48.0,-93.0
407113,-47.0,-93.0
407133,-46.0,-93.0
407144,-44.0,-93.0
407164,-43.0,-93.0
407186,-42.0,-93.0
407208,-41.0,-93.0
407249,-39.0,-93.0
407270,-37.0,-93.0
407290,-36.0,-93.0
407312,-35.0,-93.0
407333,-33.0,-93.0
407343,-32.0,-93.0
407364,-31.0,-93.0
407385,-29.0,-93.0
407406,-28.0,-93.0
407427,-27.0,-93.0
407449,-25.0,-93.0
407470,-24.0,-93.0
407490,-23.0,-93.0
407511,-21.0,-93.0
407533,-20.0,-93.0
407553,-19.0,-93.0
407564,-17.0,-93.0
407585,-16.0,-93.0
407605,-15.0,-93.0
407627,-13.0,-93.0
407648,-12.0,-93.0
407668,-11.0,-93.0
407690,-9.0,-93.0
407711,-8.0,-93.0
407731,-7.0,-93.0
407754,-6.0,-93.0
407764,-5.0,-93.0
407785,-4.0,-93.0
416429,-4.0,-93.0
416430,-4.0,-93.0
416456,-4.0,-93.0
416480,-4.0,-93.0
416505,-4.0,-93.0
416532,-4.0,-93.0
416555,-4.0,-93.0
416580,-4.0,-93.0
416606,-4.0,-93.0
416630,-4.0,-93.0
416655,-4.0,-93.0
416680,-4.0,-93.0
416705,-4.0,-93.0
416713,-4.0,-93.0
416714,-4.0,-93.0
418852,-4.0,-93.0
418865,-3.0,-93.0
418905,-2.0,-93.0
418930,0.0,-93.0
418948,1.0,-93.0
418969,2.0,-93.0
419031,6.0,-93.0
419073,9.0,-93.0
419084,10.0,-93.0
419104,12.0,-93.0
419125,13.0,-93.0
419147,14.0,-93.0
419167,16.0,-93.0
419188,17.0,-93.0
419210,18.0,-93.0
419230,20.0,-93.0
419251,21.0,-93.0
419273,22.0,-93.0
419282,24.0,-93.0
419304,25.0,-93.0
419325,26.0,-93.0
419346,28.0,-93.0
419367,29.0,-93.0
419388,30.0,-93.0
419408,32.0,-93.0
419420,32.333333333333336,-93.0
419421,32.666666666666664,-93.0
419430,33.0,-93.0
419451,34.0,-93.0
419458,35.0,-93.0
419472,36.0,-93.0
419475,36.5,-93.0
419493,37.0,-93.0
419496,37.5,-93.0
419503,38.0,-93.0
419516,39.0,-93.0
419525,40.0,-93.0
419545,41.0,-93.0
419547,41.0,-93.0
419571,41.0,-93.0
419600,41.0,-93.0
419624,41.0,-93.0
419644,41.0,-93.0
419667,41.0,-93.0
419696,41.0,-93.0
419746,41.0,-93.0
419760,41.0,-93.0
419812,41.0,-93.0
419827,41.0,-93.0
419861,41.0,-93.0
419872,41.0,-93.0
419921,41.0,-93.0
419933,41.0,-93.0
419978,41.0,-93.0
419993,41.0,-93.0
420039,41.0,-93.0
420053,41.0,-93.0
420084,41.0,-93.0
420095,41.0,-93.0
420143,41.0,-93.0
420155,41.0,-93.0
420203,41.0,-93.0
420216,41.0,-93.0
420264,41.0,-93.0
420277,41.0,-93.0
420320,41.0,-93.0
420339,41.0,-93.0
420412,41.0,-93.0
420432,41.0,-93.0
420489,41.0,-93.0
420490,41.0,-93.0
420539,41.0,-93.0
420551,41.0,-93.0
420599,41.0,-93.0
420621,41.0,-93.0
420665,41.0,-93.0
420676,41.0,-93.0
420716,41.0,-93.0
420723,41.0,-93.0
420782,41.0,-93.0
420802,41.0,-93.0
420826,41.0,-93.0
420850,41.0,-93.0
420894,41.0,-93.0
420911,41.0,-93.0
420990,41.0,-93.0
421007,41.0,-93.0
421064,41.0,-93.0
421087,41.0,-93.0
421143,41.0,-93.0
421146,41.0,-93.0
421196,41.0,-93.0
421206,41.0,-93.0
421228,41.0,-93.0
421242,41.0,-93.0
421243,41.0,-93.0
425217,41.0,-93.0
425246,41.0,-92.0
425296,41.0,-90.0
425322,41.0,-88.0
425349,41.0,-87.0
425365,41.0,-85.0
425390,41.0,-83.0
425416,41.0,-82.0
425444,41.0,-81.0
426320,41.0,-81.0
426349,41.0,-80.0
426398,41.0,-78.0
426415,41.0,-76.0
426441,41.0,-74.0
426467,41.0,-73.0
426493,41.0,-72.0
426520,41.0,-70.0
426546,41.0,-69.0
426572,41.0,-67.0
426598,41.0,-65.0
426624,41.0,-64.0
426640,41.0,-62.0
426666,41.0,-60.0
426692,41.0,-59.0
426798,41.0,-59.0
426824,41.0,-58.0
426841,41.0,-57.0
426869,41.0,-55.0
427397,41.0,-55.0
427425,41.0,-56.0
427449,41.0,-57.0
427475,41.0,-59.0
427517,41.0,-62.0
427543,41.0,-64.0
427676,41.0,-64.0
427703,41.0,-66.0
427719,41.0,-67.0
427745,41.0,-69.0
427770,41.0,-71.0
427796,41.0,-72.0
427918,41.0,-72.0
427944,41.0,-73.0
427970,41.0,-74.0
427996,41.0,-75.0
428022,41.0,-77.0
428143,41.0,-77.0
428171,41.0,-78.0
428195,41.0,-79.0
428221,41.0,-80.0
428248,41.0,-82.0
428275,41.0,-83.0
428394,41.0,-83.0
428423,41.0,-84.0
428446,41.0,-85.0
428473,41.0,-87.0
428500,41.0,-88.0
428621,41.0,-88.0
428648,41.0,-89.0
428675,41.0,-90.0
428737,41.0,-92.0
428821,41.0,-92.0
428850,41.0,-93.0
429048,41.0,-93.0
429074,41.0,-94.0
429101,41.0,-95.0
429247,41.0,-95.0
429273,41.0,-96.0
429297,41.0,-97.0
429351,41.0,-98.0
451414,41.0,-98.0
451428,41.0,-98.0
451450,41.0,-98.0
451494,41.0,-98.0
451523,41.0,-98.0
451534,41.0,-98.0
451580,41.0,-98.0
451589,41.0,-98.0
451602,41.0,-98.0
451619,41.0,-98.0
451649,41.0,-98.0
451661,41.0,-98.0
451690,41.0,-98.0
451703,41.0,-98.0
451738,41.0,-98.0
451750,41.0,-98.0
451782,41.0,-98.0
451784,41.0,-98.0
451798,41.0,-98.0
451807,41.0,-98.0
451831,41.0,-98.0
451842,41.0,-98.0
451867,41.0,-98.0
451875,41.0,-98.0
451900,41.0,-98.0
451912,41.0,-98.0
451937,41.0,-98.0
451947,41.0,-98.0
451973,41.0,-98.0
451981,41.0,-98.0
451988,41.0,-98.0
451997,41.0,-98.0
452006,41.0,-98.0
452033,41.0,-98.0
452045,41.0,-98.0
452070,41.0,-98.0
452078,41.0,-98.0
452103,41.0,-98.0
452111,41.0,-98.0
452136,41.0,-98.0
452145,41.0,-98.0
452176,41.0,-98.0
452186,41.0,-98.0
452208,41.0,-98.0
452216,41.0,-98.0
452245,41.0,-98.0
452258,41.0,-98.0
452288,41.0,-98.0
452296,41.0,-98.0
452330,41.0,-98.0
452339,41.0,-98.0
452365,41.0,-98.0
452374,41.0,-98.0
452409,41.0,-98.0
452421,41.0,-98.0
452450,41.0,-98.0
452461,41.0,-98.0
452474,41.0,-98.0
452482,41.0,-98.0
452514,41.0,-98.0
452524,41.0,-98.0
452537,41.0,-98.0
452544,41.0,-98.0
452575,41.0,-98.0
452583,41.0,-98.0
452614,41.0,-98.0
452624,41.0,-98.0
452650,41.0,-98.0
452659,41.0,-98.0
452683,41.0,-98.0
452690,41.0,-98.0
452719,41.0,-98.0
452731,41.0,-98.0
452757,41.0,-98.0
452765,41.0,-98.0
452796,41.0,-98.0
452805,41.0,-98.0
452832,41.0,-98.0
452840,41.0,-98.0
452857,41.0,-98.0
452865,41.0,-98.0
452882,41.0,-98.0
452890,41.0,-98.0
452920,41.0,-98.0
452928,41.0,-98.0
452952,41.0,-98.0
452957,41.0,-97.33333333333333
452970,41.0,-96.66666666666667
452978,41.0,-96.0
453000,41.0,-95.25
453011,41.0,-94.5
453023,41.0,-93.75
453029,41.0,-93.0
453032,41.0,-92.0
453055,41.0,-91.0
453064,41.0,-90.66666666666667
453071,41.0,-90.33333333333333
453083,41.0,-90.0
453098,41.0,-88.0
453099,41.0,-87.33333333333333
453107,41.0,-86.66666666666667
453124,41.0,-86.0
453133,41.0,-86.0
453145,41.0,-86.0
453173,41.0,-86.0
453184,41.0,-86.0
453198,41.0,-86.0
453209,41.0,-86.0
453239,41.0,-86.0
453252,41.0,-86.0
453256,41.0,-86.0
453268,41.0,-85.66666666666667
453279,41.0,-85.33333333333333
453285,41.0,-85.0
453306,41.0,-84.0
453318,41.0,-83.0
453324,41.0,-82.0
453347,41.0,-81.0
453350,41.0,-80.0
453358,41.0,-79.5
453378,41.0,-79.0
453388,41.0,-79.0
453398,41.0,-79.0
453426,41.0,-79.0
453439,41.0,-79.0
453468,41.0,-79.0
453480,41.0,-79.0
453482,41.0,-78.75
453493,41.0,-78.5
453507,41.0,-78.25
453511,41.0,-78.0
453519,41.0,-77.5
453523,41.0,-77.0
453524,41.0,-76.5
453540,41.0,-76.0
453546,41.0,-75.5
453549,41.0,-75.0
453555,41.0,-74.75
453565,41.0,-74.5
453570,41.0,-74.25
453575,41.5,-74.0
453591,42.0,-73.33333333333333
453593,42.285714285714285,-72.66666666666667
453601,42.57142857142857,-72.0
453604,42.857142857142854,-72.0
453617,43.142857142857146,-72.0
453621,43.42857142857143,-72.0
453626,43.714285714285715,-72.0
453633,44.0,-72.0
453637,45.0,-72.0
453644,46.0,-72.0
453656,46.25,-72.0
453661,46.5,-72.0
453663,46.75,-72.0
453664,47.0,-72.0
453680,47.333333333333336,-72.0
453681,47.666666666666664,-72.0
453685,48.0,-71.8
453695,48.666666666666664,-71.6
453706,49.333333333333336,-71.4
453707,50.0,-71.2
453710,50.333333333333336,-71.0
453724,50.666666666666664,-70.0
453727,51.0,-69.5
453737,51.5,-69.0
453748,52.0,-68.5
453749,52.5,-68.0
453751,53.0,-67.83333333333333
453763,53.5,-67.66666666666667
453770,54.0,-67.5
453772,54.25,-67.33333333333333
453774,54.5,-67.16666666666667
453776,54.75,-67.0
453790,55.0,-67.0
453805,55.5,-67.0
453811,56.0,-67.0
453818,57.0,-67.0
453833,58.0,-67.0
453842,59.0,-67.0
453845,59.25,-67.0
453853,59.5,-67.0
453855,59.75,-67.0
453864,60.0,-66.5
453883,61.0,-66.0
453885,62.0,-65.625
453889,62.333333333333336,-65.25
453901,62.666666666666664,-64.875
453905,63.0,-64.5
453919,63.333333333333336,-64.125
453926,63.666666666666664,-63.75
453927,64.0,-63.375
453934,65.0,-63.0
453949,66.0,-62.0
453958,66.33333333333333,-61.5
453965,66.66666666666667,-61.0
453969,67.0,-60.5
453975,67.5,-60.0
453990,68.0,-60.0
453997,68.66666666666667,-60.0
454008,69.33333333333333,-60.0
454011,70.0,-60.0
454032,71.0,-60.0
454042,71.33333333333333,-60.0
454051,71.66666666666667,-60.0
454053,72.0,-60.0
454063,74.0,-60.0
454080,74.33333333333333,-60.0
454083,74.66666666666667,-59.8
454085,75.0,-59.6
454091,75.5,-59.4
454105,76.0,-59.2
454106,76.66666666666667,-59.0
454117,77.33333333333333,-58.5
454126,78.0,-58.0
454129,78.25,-57.5
454132,78.5,-57.0
454138,78.75,-56.666666666666664
454148,79.0,-56.333333333333336
454149,79.25,-56.0
454152,79.5,-55.5
454165,79.75,-55.0
454168,80.0,-54.5
454175,80.75,-54.0
454197,81.5,-54.0
454208,82.25,-54.0
454211,83.0,-54.0
454231,84.0,-54.0
454236,84.66666666666667,-54.0
454248,85.33333333333333,-54.0
454251,86.0,-54.0
454272,87.0,-54.0
454275,87.33333333333333,-54.0
454280,87.66666666666667,-54.0
454283,88.0,-53.5
454285,89.0,-53.0
454303,90.0,-52.5
454306,90.25,-52.0
454314,90.5,-51.75
454322,90.75,-51.5
454325,91.0,-51.25
454332,91.33333333333333,-51.0
454345,91.66666666666667,-50.333333333333336
454346,92.0,-49.666666666666664
454358,92.66666666666667,-49.0
454359,93.33333333333333,-48.333333333333336
454367,94.0,-47.666666666666664
454374,94.5,-47.0
454388,95.0,-47.0
454399,95.5,-47.0
454409,96.0,-47.0
454410,97.0,-47.0
454431,98.0,-47.0
454438,98.33333333333333,-47.0
454447,98.66666666666667,-47.0
454452,99.0,-47.0
454472,100.0,-46.333333333333336
454479,100.0,-45.666666666666664
454480,100.0,-45.0
454493,100.0,-44.5
454505,100.0,-44.0
454506,100.0,-43.333333333333336
454515,100.0,-42.666666666666664
454532,100.0,-42.0
454547,100.0,-41.333333333333336
454557,100.0,-40.666666666666664
454558,100.0,-40.0
454587,100.0,-40.0
454596,100.0,-40.0
454626,100.0,-40.0
454627,100.0,-40.0
454635,100.0,-39.666666666666664
454649,100.0,-39.333333333333336
454653,100.0,-39.0
454660,100.0,-38.0
454680,100.0,-37.0
454692,100.0,-36.666666666666664
454705,100.0,-36.333333333333336
454706,100.0,-36.0
454732,100.0,-34.0
454735,100.0,-33.333333333333336
454747,100.0,-32.666666666666664
454758,100.0,-32.0
454763,100.0,-32.0
454767,100.0,-32.0
454780,100.0,-32.0
454790,100.0,-32.0
454800,100.0,-32.0
454823,100.0,-31.5
454833,100.0,-31.0
454879,100.0,-29.666666666666668
454895,100.0,-28.333333333333332
454906,100.0,-27.0
454908,100.0,-26.666666666666668
454927,100.0,-26.333333333333332
454932,100.0,-26.0
454955,100.0,-26.0
454963,100.0,-26.0
454971,100.0,-26.0
454975,100.0,-26.0
454996,100.0,-26.0
455000,100.0,-26.0
455005,100.0,-25.75
455013,100.0,-25.5
455023,100.0,-25.25
455027,100.0,-25.0
455031,100.0,-24.4
455040,100.0,-23.8
455048,100.0,-23.2
455059,100.0,-22.6
455079,100.0,-22.0
455094,100.0,-21.333333333333332
455101,100.0,-20.666666666666668
455104,100.0,-20.0
455111,100.0,-19.8
455119,100.0,-19.6
455128,100.0,-19.4
455136,100.0,-19.2
455141,100.0,-19.0
455145,100.0,-18.833333333333332
455152,100.0,-18.666666666666668
455162,100.0,-18.5
455170,100.0,-18.333333333333332
455180,100.0,-18.166666666666668
455185,100.0,-18.0
455187,100.0,-17.75
455197,100.0,-17.5
455204,100.0,-17.25
455209,100.0,-17.0
455210,100.0,-16.333333333333332
455221,100.0,-15.666666666666666
455226,100.0,-15.0
455228,100.0,-14.5
455239,100.0,-14.0
455247,100.0,-13.5
455255,100.0,-13.0
455257,100.0,-12.571428571428571
455264,100.0,-12.142857142857142
455275,100.0,-11.714285714285715
455282,100.0,-11.285714285714286
455291,100.0,-10.857142857142858
455300,100.0,-10.428571428571429
455304,100.0,-10.0
455309,100.0,-10.0
455318,100.0,-10.0
455327,100.0,-10.0
455333,100.0,-10.0
455344,100.0,-10.0
455351,100.0,-10.0
455362,100.0,-10.0
455368,100.0,-10.0
455379,100.0,-10.0
455383,100.0,-10.0
455387,100.0,-9.714285714285714
455399,100.0,-9.428571428571429
455406,100.0,-9.142857142857142
455410,100.0,-8.857142857142858
455421,100.0,-8.571428571428571
455429,100.0,-8.285714285714286
455435,100.0,-8.0
455439,100.0,-7.5
455445,100.0,-7.0
455456,100.0,-6.5
455463,100.0,-6.0
455473,100.0,-5.5
455477,100.0,-5.0
455481,100.0,-4.75
455491,100.0,-4.5
455498,100.0,-4.25
455503,100.0,-4.0
455508,100.0,-4.0
455515,100.0,-4.0
455527,100.0,-4.0
455533,100.0,-4.0
455543,100.0,-4.0
455550,100.0,-4.0
455562,100.0,-4.0
455568,100.0,-4.0
455578,100.0,-4.0
455583,100.0,-4.0
455586,100.0,-3.75
455596,100.0,-3.5
455603,100.0,-3.25
455609,100.0,-3.0
455616,100.0,-2.6666666666666665
455623,100.0,-2.3333333333333335
455635,100.0,-2.0
455638,100.0,-1.75
455644,100.0,-1.5
455655,100.0,-1.25
455660,100.0,-1.0
455663,100.0,-0.8333333333333334
455672,100.0,-0.6666666666666667
455680,100.0,-0.5
455690,100.0,-0.33333333333333337
455697,100.0,-0.16666666666666674
455708,100.0,0.0
455729,100.0,0.4
455743,100.0,0.8
455750,100.0,1.2000000000000002
455760,100.0,1.6
455766,100.0,2.0
455768,100.0,2.3333333333333335
455777,100.0,2.6666666666666665
455784,100.0,3.0
455794,100.0,3.333333333333333
455801,100.0,3.6666666666666665
455809,100.0,4.0
455813,100.0,4.333333333333333
455824,100.0,4.666666666666667
455834,100.0,5.0
455836,100.0,5.5
455844,100.0,6.0
455855,100.0,6.5
455860,100.0,7.0
455864,100.0,7.666666666666667
455872,100.0,8.333333333333334
455877,100.0,9.0
455879,100.0,9.0
455889,100.0,9.0
455895,100.0,9.0
455904,100.0,9.0
455907,100.0,9.5
455914,100.0,10.0
455925,100.0,10.5
455929,100.0,11.0
455932,100.0,11.0
455941,100.0,11.0
455949,100.0,11.0
455959,100.0,11.0
455968,100.0,11.0
455977,100.0,11.0
455982,100.0,11.0
455985,100.0,11.25
455997,100.0,11.5
456003,100.0,11.75
456009,100.0,12.0
456012,100.0,12.25
456020,100.0,12.5
456029,100.0,12.75
456037,100.0,13.0
456047,100.0,13.4
456051,100.0,13.8
456054,100.0,14.2
456060,100.0,14.6
456061,100.0,15.0
456071,100.0,16.0
456080,100.0,17.0
456095,100.0,17.5
456104,100.0,18.0
456107,100.0,18.0
456114,100.0,18.0
456125,100.0,18.0
456132,100.0,18.0
456141,100.0,18.0
456150,100.0,18.0
456159,100.0,18.0
456165,100.0,18.0
456178,100.0,18.0
456185,100.0,18.0
456195,100.0,18.0
456203,100.0,18.0
456212,100.0,18.0
456219,100.0,18.0
456228,100.0,18.0
456236,100.0,18.0
456246,100.0,18.0
456256,100.0,18.0
456271,100.0,18.0
456279,100.0,18.0
456289,100.0,18.0
456296,100.0,18.0
456305,100.0,18.0
456314,100.0,18.0
456323,100.0,18.0
456332,100.0,18.0
456340,100.0,18.0
456347,100.0,18.0
456358,100.0,18.0
456365,100.0,18.0
456376,100.0,18.0
456401,100.0,18.0
456410,100.0,18.0
456461,100.0,18.0
456490,100.0,19.0
456504,100.0,20.0
456530,100.0,21.0
456556,100.0,23.0
456582,100.0,25.0
456730,100.0,25.0
456758,100.0,27.0
456782,100.0,27.0
456832,100.0,30.0
456859,100.0,32.0
456937,100.0,32.0
456956,100.0,33.0
456979,100.0,35.0
457005,100.0,36.0
457032,100.0,38.0
457058,100.0,40.0
457086,100.0,41.0
457110,100.0,41.0
457138,100.0,42.0
457179,100.0,45.0
457206,100.0,47.0
457232,100.0,48.0
457259,100.0,49.0
457337,100.0,49.0
457366,100.0,50.0
457379,100.0,51.0
457406,100.0,53.0
457431,100.0,54.0
457458,100.0,56.0
457485,100.0,58.0
