,AYZH634E8OS41,AZSSG2REHDX18,A1XY2JMPVJCF4
490609,-7.0,-34.0,-70.0
490611,-7.0,-34.0,-70.0
490625,-7.0,-34.0,-70.0
490628,-7.0,-34.0,-70.0
490642,-7.0,-34.0,-70.0
490645,-7.0,-34.0,-70.0
490659,-7.0,-34.0,-70.0
490661,-7.0,-34.0,-70.0
490675,-7.0,-34.0,-70.0
490677,-7.0,-34.0,-70.0
490692,-7.0,-34.0,-70.0
490890,-7.0,-34.0,-70.0
490937,-7.0,-34.0,-70.0
490983,-7.0,-34.0,-70.0
491018,-7.0,-34.0,-70.0
491064,-7.0,-34.0,-70.0
491227,-7.0,-34.0,-70.0
491262,-7.0,-34.0,-70.0
491308,-7.0,-34.0,-70.0
491390,-7.0,-34.0,-70.0
491424,-7.0,-34.0,-70.0
491471,-7.0,-34.0,-70.0
491517,-7.0,-34.0,-70.0
491518,-7.0,-34.0,-70.0
491987,-7.0,-34.0,-70.0
491988,-7.0,-34.0,-70.0
492023,-7.0,-34.0,-70.0
492058,-7.0,-34.0,-70.0
492059,-7.0,-34.0,-70.0
495081,-7.0,-34.0,-70.0
495082,-7.0,-34.0,-70.0
495116,-7.0,-34.0,-70.0
495163,-7.0,-34.0,-70.0
495198,-7.0,-34.0,-70.0
495244,-7.0,-34.0,-70.0
495279,-7.0,-34.0,-70.0
495441,-7.0,-34.0,-70.0
495488,-7.0,-34.0,-70.0
495862,-7.0,-34.0,-70.0
495873,-8.0,-34.0,-70.0
495913,-8.0,-34.0,-70.0
495940,-10.0,-34.0,-70.0
495965,-18.0,-34.0,-70.0
496068,-18.0,-34.0,-70.0
496115,-18.0,-34.0,-70.0
496150,-18.0,-34.0,-70.0
496196,-18.0,-34.0,-70.0
496231,-18.0,-34.0,-70.0
496359,-18.0,-34.0,-70.0
496365,-18.0,-34.0,-70.0
496380,-18.5,-34.0,-70.0
496399,-19.0,-34.0,-70.0
496405,-20.0,-34.0,-70.0
496424,-21.0,-34.0,-70.0
496431,-22.0,-34.0,-70.0
496440,-22.333333333333332,-34.0,-70.0
496450,-22.666666666666668,-34.0,-70.0
496465,-23.0,-34.0,-70.0
496486,-24.0,-34.0,-70.0
496488,-25.0,-34.0,-70.0
496537,-25.0,-34.0,-70.0
496614,-25.0,-34.0,-70.0
496624,-25.0,-34.0,-70.0
496649,-25.0,-34.0,-70.0
496695,-25.0,-34.0,-70.0
496711,-25.0,-34.0,-70.0
496730,-25.0,-34.0,-70.0
496851,-25.0,-34.0,-70.0
496858,-25.0,-34.0,-70.0
496904,-25.0,-34.0,-70.0
496939,-25.0,-34.0,-70.0
496986,-25.0,-34.0,-70.0
497102,-25.0,-34.0,-70.0
497148,-25.0,-34.0,-70.0
497195,-25.0,-34.0,-70.0
497229,-25.0,-34.0,-70.0
497242,-25.0,-34.0,-70.0
497255,-25.0,-35.0,-70.0
497260,-25.0,-35.0,-70.0
497284,-25.0,-37.0,-70.0
497291,-25.0,-37.0,-70.0
497315,-25.0,-39.0,-70.0
497332,-25.0,-39.0,-70.0
497340,-25.0,-41.0,-70.0
497347,-25.0,-41.0,-70.0
497356,-25.0,-42.0,-70.0
497364,-25.0,-42.0,-70.0
497372,-25.0,-43.0,-70.0
497377,-25.0,-43.0,-70.0
497387,-25.0,-44.0,-70.0
497393,-25.0,-44.0,-70.0
497403,-25.0,-45.0,-70.0
497404,-25.0,-45.0,-70.0
497438,-25.0,-45.0,-70.0
497485,-25.0,-45.0,-70.0
497486,-25.0,-45.0,-70.0
497653,-25.0,-45.0,-70.0
497686,-26.0,-45.0,-70.0
497691,-26.0,-45.0,-70.0
497702,-26.0,-46.0,-70.0
497708,-26.0,-46.0,-70.0
497723,-26.0,-46.666666666666664,-70.0
497739,-29.0,-47.333333333333336,-70.0
497742,-29.25,-48.0,-70.0
497748,-29.5,-48.0,-70.0
497757,-29.75,-49.0,-70.0
497760,-30.0,-49.0,-70.0
497764,-30.2,-49.0,-70.0
497781,-30.4,-49.666666666666664,-70.0
497782,-30.6,-50.333333333333336,-70.0
497788,-30.8,-51.0,-70.0
497793,-31.0,-51.0,-70.0
497800,-33.0,-51.333333333333336,-70.0
497801,,-51.666666666666664,-70.0
497802,,-52.0,-70.0
497817,,-52.0,-70.0
497851,,-52.0,-70.0
497898,,-52.0,-70.0
497944,,-52.0,-70.0
497979,,-52.0,-70.0
497980,,-52.0,-70.0
498033,,-52.0,-70.0
498040,,-53.0,-70.0
498044,,-53.0,-70.0
498053,,-54.0,-70.0
498058,,-54.0,-70.0
498068,,-55.0,-70.0
498073,,-55.0,-70.0
498087,,-56.0,-70.0
498089,,-56.0,-70.0
498100,,-57.0,-70.0
498105,,-57.0,-70.0
498127,,-58.0,-70.0
498131,,-58.0,-70.0
498142,,-59.0,-70.0
498367,,-59.0,-70.0
498384,,-60.0,-70.0
498388,,-60.0,-70.0
498408,,-61.0,-70.0
498413,,-61.0,-70.0
498424,,-62.0,-70.0
498428,,-62.0,-70.0
498434,,-62.5,-70.0
498440,,-63.0,-70.0
498442,,-63.0,-70.0
498451,,-63.333333333333336,-70.0
498453,,-63.666666666666664,-70.0
498454,,-64.0,-70.0
498458,,-64.0,-70.0
498467,,-65.0,-70.0
498469,,-66.0,-70.0
498470,,-66.0,-70.0
498474,,-66.0,-70.0
498484,,-67.0,-70.0
498486,,-67.0,-70.0
498488,,-67.0,-70.0
498500,,-67.5,-70.0
498502,,-68.0,-70.0
498503,,-68.0,-70.0
498517,,-68.0,-70.0
498519,,-68.0,-70.0
498534,,-68.0,-70.0
498536,,-68.0,-70.0
498550,,-68.0,-70.0
498553,,-68.0,-70.0
498567,,-68.0,-70.0
498570,,-68.0,-70.0
498584,,-68.0,-70.0
498586,,-68.0,-70.0
498601,,-68.0,-70.0
498676,,-68.0,-70.0
498691,,-69.0,-70.0
498696,,-69.0,-70.0
498706,,-70.0,-70.0
498711,,-70.0,-70.0
498721,,-71.0,-70.0
498725,,-71.0,-70.0
498737,,-72.0,-70.0
498739,,-72.0,-70.0
498752,,-73.0,-70.0
498757,,-73.0,-70.0
498767,,-74.0,-70.0
498772,,-74.0,-70.0
498792,,-75.0,-70.0
498797,,-75.0,-70.0
498802,,-76.0,-70.0
498809,,-77.0,-70.0
498815,,-77.0,-70.0
498818,,-77.33333333333333,-70.0
498820,,-77.66666666666667,-70.0
498825,,-78.0,-70.0
498834,,-78.0,-70.0
498836,,-78.0,-70.0
498851,,-78.0,-70.0
498853,,-78.0,-70.0
498868,,-78.0,-70.0
498870,,-78.0,-70.0
498884,,-78.0,-70.0
499512,,-78.0,-70.0
499513,-35.0,-78.0,-70.0
499558,-36.0,-78.0,-70.0
499581,-37.0,-78.0,-70.0
499586,-38.0,-78.0,-70.0
499783,-38.0,-78.0,-70.0
499784,-38.0,-78.0,-70.0
499830,-38.0,-78.0,-70.0
499865,-38.0,-78.0,-70.0
499911,-38.0,-78.0,-70.0
499946,-38.0,-78.0,-70.0
499993,-38.0,-78.0,-70.0
500024,-38.0,-78.0,-70.0
500027,-38.0,-78.0,-70.0
500041,-38.0,-78.0,-70.0
500042,-38.0,-78.0,-70.0
500058,-38.0,-78.0,-70.0
500062,-38.0,-78.0,-70.0
500063,-38.0,-78.0,-70.0
500074,-38.0,-78.0,-70.0
500075,-38.0,-78.0,-70.0
500090,-38.0,-78.0,-70.0
500091,-38.0,-78.0,-70.0
500107,-38.0,-78.0,-70.0
500108,-38.0,-78.0,-70.0
500109,-38.0,-78.0,-70.0
500124,-38.0,-78.0,-70.0
500125,-38.0,-78.0,-70.0
500141,-38.0,-78.0,-70.0
500142,-38.0,-78.0,-70.0
500143,-38.0,-78.0,-70.0
500157,-38.0,-78.0,-70.0
500190,-38.0,-78.0,-70.0
500236,-38.0,-78.0,-70.0
500271,-38.0,-78.0,-70.0
500318,-38.0,-78.0,-70.0
500352,-38.0,-78.0,-70.0
500399,-38.0,-78.0,-70.0
501372,-38.0,-78.0,-70.0
501406,-39.0,-78.0,-70.0
501465,-43.0,-78.0,-70.0
501503,-44.0,-78.0,-70.0
501541,-45.0,-78.0,-70.0
502689,-45.0,-78.0,-70.0
502706,-45.0,-78.0,-70.0
502708,-45.0,-78.0,-70.0
502722,-45.0,-78.0,-70.0
502724,-45.0,-78.0,-70.0
502739,-45.0,-78.0,-70.0
502741,-45.0,-78.0,-70.0
502755,-45.0,-78.0,-70.0
502758,-45.0,-78.0,-70.0
502772,-45.0,-78.0,-70.0
502774,-45.0,-78.0,-70.0
502788,-45.0,-78.0,-70.0
502791,-45.0,-78.0,-70.0
502805,-45.0,-78.0,-70.0
502807,-45.0,-78.0,-70.0
502822,-45.0,-78.0,-70.0
502824,-45.0,-78.0,-70.0
502839,-45.0,-78.0,-70.0
503307,-45.0,-78.0,-70.0
503323,-45.0,-78.0,-70.0
503326,-45.0,-78.0,-70.0
503339,-45.0,-78.0,-70.0
503341,-45.0,-78.0,-70.0
503356,-45.0,-78.0,-70.0
503358,-45.0,-78.0,-70.0
503372,-45.0,-78.0,-70.0
503375,-45.0,-78.0,-70.0
503389,-45.0,-78.0,-70.0
503392,-45.0,-78.0,-70.0
503406,-45.0,-78.0,-70.0
503408,-45.0,-78.0,-70.0
503422,-45.0,-78.0,-70.0
503425,-45.0,-78.0,-70.0
503439,-45.0,-78.0,-70.0
503442,-45.0,-78.0,-70.0
503457,-45.0,-78.0,-70.0
503661,-45.0,-78.0,-70.0
503698,-47.0,-78.0,-70.0
503717,-48.0,-78.0,-70.0
503746,-50.0,-78.0,-70.0
503790,-51.0,-78.0,-70.0
506661,-51.0,-78.0,-70.0
506710,-52.0,-78.0,-70.0
506774,-55.0,-78.0,-70.0
506780,-56.0,-78.0,-70.0
506781,,-78.0,-70.0
507417,,-78.0,-70.0
507418,,-78.0,-70.0
507453,,-78.0,-70.0
507499,,-78.0,-70.0
507534,,-78.0,-70.0
507790,,-78.0,-70.0
507836,,-78.0,-70.0
507871,,-78.0,-70.0
507917,,-78.0,-70.0
507952,,-78.0,-70.0
507999,,-78.0,-70.0
508033,,-78.0,-70.0
508080,,-78.0,-70.0
508115,,-78.0,-70.0
509078,,-78.0,-70.0
509125,,-78.0,-70.0
509160,,-78.0,-70.0
509206,,-78.0,-70.0
509241,,-78.0,-70.0
509242,,-78.0,-70.0
510633,,-78.0,-70.0
510634,-58.0,-78.0,-70.0
510666,-59.0,-78.0,-70.0
510699,-62.0,-78.0,-70.0
510717,-63.0,-78.0,-70.0
512337,-63.0,-78.0,-70.0
512359,-63.0,-78.0,-70.0
512362,-63.0,-78.0,-70.0
512390,-63.0,-78.0,-70.0
512395,-63.0,-78.0,-70.0
512423,-63.0,-78.0,-70.0
512427,-63.0,-78.0,-70.0
512457,-63.0,-78.0,-70.0
512463,-63.0,-78.0,-70.0
512489,-63.0,-78.0,-70.0
512545,-63.0,-78.0,-70.0
512577,-63.0,-78.0,-70.0
512580,-63.0,-78.0,-70.0
512609,-63.0,-78.0,-70.0
512612,-63.0,-78.0,-70.0
512647,-63.0,-78.0,-70.0
512650,-63.0,-78.0,-70.0
512665,-63.0,-78.0,-70.0
512731,-63.0,-78.0,-70.0
512765,-63.0,-78.0,-70.0
512769,-63.0,-78.0,-70.0
512795,-63.0,-78.0,-70.0
512800,-63.0,-78.0,-70.0
512819,-63.0,-78.0,-70.0
512823,-63.0,-78.0,-70.0
512884,-63.0,-78.0,-70.0
512887,-63.0,-78.0,-70.0
512953,-63.0,-78.0,-70.0
512959,-63.0,-78.0,-70.0
512974,-63.0,-78.0,-70.0
513108,-63.0,-78.0,-70.0
513140,-63.0,-78.0,-70.0
513160,-63.0,-78.0,-70.0
513162,-63.0,-78.0,-70.0
513268,-63.0,-78.0,-70.0
513271,-63.0,-78.0,-70.0
513290,-63.0,-78.0,-70.0
513294,-63.0,-78.0,-70.0
513332,-63.0,-78.0,-70.0
513335,-63.0,-78.0,-70.0
513357,-63.0,-78.0,-70.0
513361,-63.0,-78.0,-70.0
513390,-63.0,-78.0,-70.0
513395,-63.0,-78.0,-70.0
513452,-63.0,-78.0,-70.0
513455,-63.0,-78.0,-70.0
513516,-63.0,-78.0,-70.0
513826,-63.0,-78.0,-70.0
513858,-63.0,-78.0,-70.0
514386,-63.0,-78.0,-70.0
514443,-63.0,-78.0,-70.0
514447,-63.0,-78.0,-70.0
514476,-63.0,-78.0,-70.0
514480,-63.0,-78.0,-70.0
514508,-63.0,-78.0,-70.0
514511,-63.0,-78.0,-70.0
514541,-63.0,-78.0,-70.0
514693,-63.0,-78.0,-70.0
514724,-63.0,-78.0,-70.0
515758,-63.0,-78.0,-70.0
515790,-63.0,-78.0,-70.0
515795,-63.0,-78.0,-70.0
515822,-63.0,-78.0,-70.0
515826,-63.0,-78.0,-70.0
515854,-63.0,-78.0,-70.0
515857,-63.0,-78.0,-70.0
515876,-63.0,-78.0,-70.0
515880,-63.0,-78.0,-70.0
515909,-63.0,-78.0,-70.0
515913,-63.0,-78.0,-70.0
515942,-63.0,-78.0,-70.0
516054,-63.0,-78.0,-70.0
516070,-63.0,-78.0,-70.0
516073,-63.0,-78.0,-70.0
516086,-63.0,-78.0,-70.0
516089,-63.0,-78.0,-70.0
516101,-63.0,-78.0,-70.0
516103,-63.0,-78.0,-70.0
516105,-63.0,-78.0,-70.0
516120,-63.0,-78.0,-70.0
516122,-63.0,-78.0,-70.0
516136,-63.0,-78.0,-70.0
516139,-63.0,-78.0,-70.0
516153,-63.0,-78.0,-70.0
516167,-63.0,-78.0,-70.0
516171,-63.0,-78.0,-70.0
516190,-63.0,-78.0,-70.0
516194,-63.0,-78.0,-70.0
516224,-63.0,-78.0,-70.0
516225,-63.0,-78.0,-70.0
519265,-63.0,-78.0,-70.0
519300,-63.0,-78.0,-70.0
519346,-63.0,-78.0,-70.0
519381,-63.0,-78.0,-70.0
519382,-63.0,-78.0,-70.0
521006,-63.0,-78.0,-70.0
521007,-63.0,-78.0,-70.0
521053,-63.0,-78.0,-70.0
521088,-63.0,-78.0,-70.0
521134,-63.0,-78.0,-70.0
521169,-63.0,-78.0,-70.0
521216,-63.0,-78.0,-70.0
521250,-63.0,-78.0,-70.0
521297,-63.0,-78.0,-70.0
521332,-63.0,-78.0,-70.0
521376,-63.0,-78.0,-70.0
521378,-63.0,-78.0,-70.0
521393,-63.0,-78.0,-70.0
521395,-63.0,-78.0,-70.0
521409,-63.0,-78.0,-70.0
521411,-63.0,-78.0,-70.0
521413,-63.0,-78.0,-70.0
521425,-63.0,-78.0,-70.0
521428,-63.0,-78.0,-70.0
521442,-63.0,-78.0,-70.0
521459,-63.0,-78.0,-70.0
521494,-63.0,-78.0,-70.0
521499,-63.0,-78.0,-70.0
521516,-63.0,-78.0,-70.0
521521,-63.0,-78.0,-70.0
521531,-63.0,-78.0,-70.0
521532,-63.0,-78.0,-70.0
521541,-63.0,-78.0,-70.0
521547,-63.0,-78.0,-70.0
521548,-63.0,-78.0,-70.0
521564,-63.0,-78.0,-70.0
521566,-63.0,-78.0,-70.0
521576,-63.0,-78.0,-70.0
521581,-63.0,-78.0,-70.0
521586,-63.0,-78.0,-70.0
521597,-63.0,-78.0,-70.0
521599,-63.0,-78.0,-70.0
521614,-63.0,-78.0,-70.0
521615,-63.0,-78.0,-70.0
521622,-63.0,-78.0,-70.0
521631,-63.0,-78.0,-70.0
521632,-63.0,-78.0,-70.0
521648,-63.0,-78.0,-70.0
521657,-63.0,-78.0,-70.0
521703,-63.0,-78.0,-70.0
521738,-63.0,-78.0,-70.0
521784,-63.0,-78.0,-70.0
521787,-63.0,-78.0,-70.0
521802,-63.0,-78.0,-69.5
521803,-63.0,-78.0,-69.0
521806,-63.0,-78.0,-69.0
521820,-63.0,-78.0,-68.0
521822,-63.0,-78.0,-68.0
521831,-63.0,-78.0,-67.5
521836,-63.0,-78.0,-67.0
521838,-63.0,-78.0,-67.0
521839,-63.0,-78.0,-67.0
521852,-63.0,-78.0,-66.0
521855,-63.0,-78.0,-66.0
521866,-63.0,-78.0,-65.5
521869,-63.0,-78.0,-65.0
521872,-63.0,-78.0,-65.0
521884,-63.0,-78.0,-64.0
521887,-63.0,-78.0,-63.0
521890,-63.0,-78.0,-63.0
521903,-63.0,-78.0,-62.0
521905,-63.0,-78.0,-62.0
521912,-63.0,-78.0,-61.5
521919,-63.0,-78.0,-61.0
521922,-63.0,-78.0,-61.0
521936,-63.0,-78.0,-60.0
521938,-63.0,-78.0,-60.0
521947,-63.0,-78.0,-59.5
521954,-63.0,-78.0,-59.0
521956,-63.0,-78.0,-59.0
521965,-63.0,-78.0,-58.5
521970,-63.0,-78.0,-58.0
521973,-63.0,-78.0,-58.0
521987,-63.0,-78.0,-57.0
521993,-63.0,-78.0,-57.0
522012,-63.0,-78.0,-57.0
522028,-63.0,-78.0,-57.0
522047,-63.0,-78.0,-57.0
522075,-63.0,-78.0,-57.0
522093,-63.0,-78.0,-57.0
522110,-63.0,-78.0,-57.0
522128,-63.0,-78.0,-57.0
522156,-63.0,-78.0,-57.0
522171,-63.0,-78.0,-56.0
522174,-63.0,-78.0,-56.0
522191,-63.0,-78.0,-55.5
522205,-63.0,-78.0,-55.0
522209,-63.0,-78.0,-55.0
522227,-63.0,-78.0,-55.0
522237,-63.0,-78.0,-55.0
522242,-63.0,-78.0,-55.0
522244,-63.0,-78.0,-55.0
522246,-63.0,-78.0,-55.0
522256,-63.0,-78.0,-55.0
522260,-63.0,-78.0,-55.0
522262,-63.0,-78.0,-55.0
522272,-63.0,-78.0,-55.0
522276,-63.0,-78.0,-55.0
522279,-63.0,-78.0,-55.0
522290,-63.0,-78.0,-55.0
522293,-63.0,-78.0,-55.0
522296,-63.0,-78.0,-55.0
522310,-63.0,-78.0,-55.0
522312,-63.0,-78.0,-55.0
522319,-63.0,-78.0,-55.0
522326,-63.0,-78.0,-55.0
522329,-63.0,-78.0,-55.0
522337,-63.0,-78.0,-55.0
522343,-63.0,-78.0,-55.0
522346,-63.0,-78.0,-55.0
522353,-63.0,-78.0,-55.0
522360,-63.0,-78.0,-55.0
522363,-63.0,-78.0,-55.0
522372,-63.0,-78.0,-55.0
522400,-63.0,-78.0,-55.0
522406,-63.0,-78.0,-55.0
522416,-63.0,-78.0,-54.666666666666664
522418,-63.0,-78.0,-54.333333333333336
522424,-63.0,-78.0,-54.0
522426,-63.0,-78.0,-54.0
522432,-63.0,-78.0,-53.666666666666664
522435,-63.0,-78.0,-53.333333333333336
522439,-63.0,-78.0,-53.0
522442,-63.0,-78.0,-53.0
522449,-63.0,-78.0,-52.75
522450,-63.0,-78.0,-52.5
522453,-63.0,-78.0,-52.25
522458,-63.0,-78.0,-52.0
522460,-63.0,-78.0,-52.0
522465,-63.0,-78.0,-51.75
522466,-63.0,-78.0,-51.5
522468,-63.0,-78.0,-51.25
522473,-63.0,-78.0,-51.0
522476,-63.0,-78.0,-51.0
522481,-63.0,-78.0,-50.75
522482,-63.0,-78.0,-50.5
522483,-63.0,-78.0,-50.25
522489,-63.0,-78.0,-50.0
522492,-63.0,-78.0,-50.0
522499,-63.0,-78.0,-49.75
522500,-63.0,-78.0,-49.5
522503,-63.0,-78.0,-49.25
522507,-63.0,-78.0,-49.0
522515,-63.0,-78.0,-49.0
522516,-63.0,-78.0,-49.0
522532,-63.0,-78.0,-49.0
522533,-63.0,-78.0,-49.0
522534,-63.0,-78.0,-49.0
522538,-63.0,-78.0,-49.0
522549,-63.0,-78.0,-49.0
522550,-63.0,-78.0,-49.0
522562,-63.0,-78.0,-49.0
522565,-63.0,-78.0,-49.0
522567,-63.0,-78.0,-49.0
522581,-63.0,-78.0,-49.0
522582,-63.0,-78.0,-49.0
522583,-63.0,-78.0,-49.0
522590,-63.0,-78.0,-49.0
522595,-63.0,-78.0,-49.0
522597,-63.0,-78.0,-49.0
522599,-63.0,-78.0,-49.0
522611,-63.0,-78.0,-49.0
522613,-63.0,-78.0,-49.0
522615,-63.0,-78.0,-49.0
522616,-63.0,-78.0,-49.0
522625,-63.0,-78.0,-49.0
522627,-63.0,-78.0,-49.0
522629,-63.0,-78.0,-49.0
522632,-63.0,-78.0,-49.0
522633,-63.0,-78.0,-49.0
522643,-63.0,-78.0,-49.0
522644,-63.0,-78.0,-49.0
522646,-63.0,-78.0,-49.0
522649,-63.0,-78.0,-49.0
522660,-63.0,-78.0,-49.0
522662,-63.0,-78.0,-49.0
522663,-63.0,-78.0,-49.0
522677,-63.0,-78.0,-49.0
522678,-63.0,-78.0,-49.0
522679,-63.0,-78.0,-49.0
522693,-63.0,-78.0,-49.0
522696,-63.0,-78.0,-49.0
522708,-63.0,-78.0,-49.0
522710,-63.0,-78.0,-49.0
522712,-63.0,-78.0,-49.0
522725,-63.0,-78.0,-49.0
522743,-63.0,-78.0,-49.0
522747,-63.0,-78.0,-49.0
522760,-63.0,-78.0,-49.0
522778,-63.0,-78.0,-49.0
522799,-63.0,-78.0,-49.0
522806,-63.0,-78.0,-49.0
522824,-63.0,-78.0,-49.0
522834,-63.0,-78.0,-49.0
522841,-63.0,-78.0,-49.0
522845,-63.0,-78.0,-49.0
522861,-63.0,-78.0,-49.0
522863,-63.0,-78.0,-49.0
522871,-63.0,-78.0,-49.0
522877,-63.0,-78.0,-49.0
522880,-63.0,-78.0,-49.0
522886,-63.0,-78.0,-49.0
522887,-63.0,-78.0,-49.0
522894,-63.0,-78.0,-49.0
522896,-63.0,-78.0,-49.0
522906,-63.0,-78.0,-49.0
522910,-63.0,-78.0,-49.0
522913,-63.0,-78.0,-49.0
522921,-63.0,-78.0,-49.0
522922,-63.0,-78.0,-49.0
522927,-63.0,-78.0,-49.0
522952,-63.0,-78.0,-49.0
522956,-63.0,-78.0,-49.0
522969,-63.0,-78.0,-49.0
522987,-63.0,-78.0,-49.0
523004,-63.0,-78.0,-49.0
523008,-63.0,-78.0,-49.0
523033,-63.0,-78.0,-49.0
523043,-63.0,-78.0,-49.0
523050,-63.0,-78.0,-49.0
523062,-63.0,-78.0,-49.0
523068,-63.0,-78.0,-49.0
523078,-63.0,-78.0,-49.0
523080,-63.0,-78.0,-49.0
523083,-63.0,-78.0,-49.0
523085,-63.0,-78.0,-49.0
523094,-63.0,-78.0,-49.0
523096,-63.0,-78.0,-49.0
523099,-63.0,-78.0,-49.0
523101,-63.0,-78.0,-49.0
523111,-63.0,-78.0,-49.0
523113,-63.0,-78.0,-49.0
523115,-63.0,-78.0,-49.0
523116,-63.0,-78.0,-49.0
523117,-63.0,-78.0,-49.0
523127,-63.0,-78.0,-49.0
523130,-63.0,-78.0,-49.0
523131,-63.0,-78.0,-49.0
523132,-63.0,-78.0,-49.0
523134,-63.0,-78.0,-49.0
523144,-63.0,-78.0,-49.0
523149,-63.0,-78.0,-49.0
523150,-63.0,-78.0,-49.0
523167,-63.0,-78.0,-49.0
523171,-63.0,-78.0,-49.0
523178,-63.0,-78.0,-49.0
523183,-63.0,-78.0,-49.0
523184,-63.0,-78.0,-49.0
523196,-63.0,-78.0,-49.0
523199,-63.0,-78.0,-49.0
523213,-63.0,-78.0,-49.0
523242,-63.0,-78.0,-49.0
523259,-63.0,-78.0,-49.0
523262,-63.0,-78.0,-49.0
523277,-63.0,-78.0,-49.0
523279,-63.0,-78.0,-49.0
523281,-63.0,-78.0,-49.0
523294,-63.0,-78.0,-49.0
523296,-63.0,-78.0,-49.0
523311,-63.0,-78.0,-49.0
523313,-63.0,-78.0,-49.0
523324,-63.0,-78.0,-49.0
523328,-63.0,-78.0,-49.0
523330,-63.0,-78.0,-49.0
523340,-63.0,-78.0,-49.0
523344,-63.0,-78.0,-49.0
523347,-63.0,-78.0,-49.0
523359,-63.0,-78.0,-49.0
523361,-63.0,-78.0,-49.0
523496,-63.0,-78.0,-49.0
523512,-63.0,-78.0,-49.0
523514,-63.0,-78.0,-49.0
523528,-63.0,-78.0,-49.0
523530,-63.0,-78.0,-49.0
523544,-63.0,-78.0,-49.0
523547,-63.0,-78.0,-49.0
523561,-63.0,-78.0,-49.0
523564,-63.0,-78.0,-49.0
523578,-63.0,-78.0,-49.0
523580,-63.0,-78.0,-49.0
523595,-63.0,-78.0,-49.0
523634,-63.0,-78.0,-49.0
523650,-63.0,-78.0,-49.0
523652,-63.0,-78.0,-49.0
523667,-63.0,-78.0,-49.0
523668,-63.0,-78.0,-49.0
523683,-63.0,-78.0,-49.0
523684,-63.0,-78.0,-49.0
523687,-63.0,-78.0,-49.0
523700,-63.0,-78.0,-49.0
523701,-63.0,-78.0,-49.0
523716,-63.0,-78.0,-49.0
523722,-63.0,-78.0,-49.0
523774,-63.0,-78.0,-49.0
523809,-63.0,-78.0,-49.0
523861,-63.0,-78.0,-49.0
523896,-63.0,-78.0,-49.0
523931,-63.0,-78.0,-49.0
523983,-63.0,-78.0,-49.0
524018,-63.0,-78.0,-49.0
524070,-63.0,-78.0,-49.0
524105,-63.0,-78.0,-49.0
524118,-63.0,-78.0,-49.0
524134,-63.0,-78.0,-49.0
524135,-63.0,-78.0,-49.0
524140,-63.0,-78.0,-49.0
524150,-63.0,-78.0,-49.0
524152,-63.0,-78.0,-49.0
524167,-63.0,-78.0,-49.0
524168,-63.0,-78.0,-49.0
524184,-63.0,-78.0,-49.0
524185,-63.0,-78.0,-49.0
524192,-63.0,-78.0,-49.0
524200,-63.0,-78.0,-49.0
524202,-63.0,-78.0,-49.0
524217,-63.0,-78.0,-49.0
524218,-63.0,-78.0,-49.0
524234,-63.0,-78.0,-49.0
524235,-63.0,-78.0,-49.0
524251,-63.0,-78.0,-49.0
524568,-63.0,-78.0,-49.0
524584,-63.0,-78.0,-49.0
524586,-63.0,-78.0,-49.0
524601,-63.0,-78.0,-49.0
524605,-63.0,-78.0,-49.0
524617,-63.0,-78.0,-49.0
524619,-63.0,-78.0,-49.0
524634,-63.0,-78.0,-49.0
524636,-63.0,-78.0,-49.0
524651,-63.0,-78.0,-49.0
524652,-63.0,-78.0,-49.0
524668,-63.0,-78.0,-49.0
524669,-63.0,-78.0,-49.0
524684,-63.0,-78.0,-49.0
524697,-63.0,-78.0,-49.0
524749,-63.0,-78.0,-49.0
524784,-63.0,-78.0,-49.0
524794,-63.0,-78.0,-49.0
524808,-63.0,-77.0,-49.0
524816,-63.0,-77.0,-49.0
524822,-63.0,-76.0,-49.0
524826,-63.0,-76.0,-49.0
524836,-63.0,-75.5,-49.0
524840,-63.0,-75.0,-49.0
524843,-63.0,-75.0,-49.0
524854,-63.0,-74.0,-49.0
524859,-63.0,-74.0,-49.0
524868,-63.0,-73.0,-49.0
524871,-63.0,-73.0,-49.0
524873,-63.0,-73.0,-49.0
524894,-63.0,-72.0,-49.0
524899,-63.0,-72.0,-49.0
524911,-63.0,-71.0,-49.0
524916,-63.0,-71.0,-49.0
524923,-63.0,-70.5,-49.0
524925,-63.0,-70.0,-49.0
524931,-63.0,-70.0,-49.0
524940,-63.0,-68.0,-49.0
524946,-63.0,-68.0,-49.0
524957,-63.0,-67.0,-49.0
524958,-63.0,-67.0,-49.0
524959,-63.0,-67.0,-49.0
524961,-63.0,-67.0,-49.0
524972,-63.0,-66.0,-49.0
524977,-63.0,-66.0,-49.0
524987,-63.0,-65.0,-49.0
524992,-63.0,-65.0,-49.0
525012,-63.0,-64.0,-49.0
525017,-63.0,-64.0,-49.0
525029,-63.0,-63.0,-49.0
525033,-63.0,-63.0,-49.0
525044,-63.0,-62.0,-49.0
525049,-63.0,-62.0,-49.0
525059,-63.0,-61.0,-49.0
525063,-63.0,-61.0,-49.0
525075,-63.0,-59.0,-49.0
525079,-63.0,-59.0,-49.0
525090,-63.0,-58.0,-49.0
525095,-63.0,-58.0,-49.0
525105,-63.0,-57.0,-49.0
525110,-63.0,-57.0,-49.0
525120,-63.0,-56.0,-49.0
525125,-63.0,-56.0,-49.0
525136,-63.0,-55.0,-49.0
