,AYZH634E8OS41,AZSSG2REHDX18,A1XY2JMPVJCF4
197139,-100.0,-30.0,-63.0
197141,-100.0,-30.0,-63.0
197152,-100.0,-29.0,-63.0
197156,-100.0,-29.0,-63.0
197157,-100.0,-29.0,-63.0
197166,-100.0,-28.0,-63.0
197172,-100.0,-28.0,-63.0
197173,-100.0,-28.0,-63.0
197182,-100.0,-27.0,-63.0
197187,-100.0,-27.0,-63.0
197189,-100.0,-26.666666666666668,-63.0
197191,-100.0,-26.333333333333332,-63.0
197197,-100.0,-26.0,-63.0
197201,-100.0,-26.0,-63.0
197206,-100.0,-25.5,-63.0
197223,-100.0,-25.0,-63.0
197228,-100.0,-25.0,-63.0
197238,-100.0,-23.0,-63.0
197239,-100.0,-23.0,-63.0
197242,-100.0,-23.0,-63.0
197243,-100.0,-22.5,-63.0
197254,-100.0,-22.0,-63.0
197256,-100.0,-22.0,-63.0
197258,-100.0,-22.0,-63.0
197270,-100.0,-21.0,-63.0
197273,-100.0,-21.0,-63.0
197274,-100.0,-21.0,-63.0
197278,-100.0,-20.5,-63.0
197285,-100.0,-20.0,-63.0
197289,-100.0,-20.0,-63.0
197301,-100.0,-19.0,-63.0
197303,-100.0,-19.0,-63.0
197306,-100.0,-18.666666666666668,-63.0
197313,-100.0,-18.333333333333332,-63.0
197316,-100.0,-18.0,-63.0
197322,-100.0,-18.0,-63.0
197324,-100.0,-17.666666666666668,-63.0
197339,-100.0,-17.333333333333332,-63.0
197342,-100.0,-17.0,-63.0
197347,-100.0,-17.0,-63.0
197355,-100.0,-16.0,-63.0
197356,-100.0,-16.0,-63.0
197360,-100.0,-16.0,-63.0
197365,-100.0,-15.0,-63.0
197373,-100.0,-14.0,-63.0
197377,-100.0,-14.0,-63.0
197388,-100.0,-13.0,-63.0
197390,-100.0,-13.0,-63.0
197391,-100.0,-13.0,-63.0
197400,-100.0,-12.5,-63.0
197403,-100.0,-12.0,-63.0
197406,-100.0,-12.0,-63.0
197407,-100.0,-12.0,-63.0
197417,-100.0,-11.0,-63.0
197421,-100.0,-11.0,-63.0
197423,-100.0,-10.5,-63.0
197435,-100.0,-10.0,-63.0
197439,-100.0,-10.0,-63.0
197449,-100.0,-9.0,-63.0
197452,-100.0,-9.0,-63.0
197453,-100.0,-9.0,-63.0
197456,-100.0,-8.666666666666666,-63.0
197473,-100.0,-8.333333333333334,-63.0
197474,-100.0,-8.0,-63.0
197487,-100.0,-8.0,-63.0
197490,-100.0,-8.0,-63.0
197506,-100.0,-8.0,-63.0
197522,-100.0,-8.0,-63.0
197523,-100.0,-8.0,-63.0
197539,-100.0,-8.0,-63.0
197557,-100.0,-8.0,-63.0
197574,-100.0,-8.0,-63.0
197590,-100.0,-8.0,-63.0
197607,-100.0,-8.0,-63.0
197609,-100.0,-8.0,-63.0
197624,-100.0,-8.0,-63.0
197642,-100.0,-8.0,-63.0
197656,-100.0,-8.0,-63.0
197661,-100.0,-8.0,-63.0
197673,-100.0,-8.0,-63.0
197690,-100.0,-8.0,-63.0
197696,-100.0,-8.0,-63.0
197697,-100.0,-8.0,-63.0
197707,-100.0,-8.0,-63.0
197724,-100.0,-8.0,-63.0
197773,-100.0,-8.0,-63.0
197790,-100.0,-8.0,-63.0
197823,-100.0,-8.0,-63.0
197840,-100.0,-8.0,-63.0
197857,-100.0,-8.0,-63.0
197873,-100.0,-8.0,-63.0
197890,-100.0,-8.0,-63.0
197907,-100.0,-8.0,-63.0
197923,-100.0,-8.0,-63.0
197940,-100.0,-8.0,-63.0
197957,-100.0,-8.0,-63.0
197973,-100.0,-8.0,-63.0
197990,-100.0,-8.0,-63.0
198007,-100.0,-8.0,-63.0
198023,-100.0,-8.0,-63.0
198040,-100.0,-8.0,-63.0
198057,-100.0,-8.0,-63.0
198073,-100.0,-8.0,-63.0
198090,-100.0,-8.0,-63.0
198108,-100.0,-8.0,-63.0
198124,-100.0,-8.0,-63.0
198165,-100.0,-8.0,-63.0
198219,-99.0,-8.0,-63.0
198273,-99.0,-8.0,-63.0
198280,-98.0,-8.0,-63.0
198300,-97.0,-8.0,-63.0
198305,-95.0,-8.0,-63.0
198318,-93.0,-8.0,-63.0
198339,-91.0,-8.0,-63.0
198349,-89.0,-8.0,-63.0
198367,-88.0,-8.0,-63.0
198441,-88.0,-8.0,-63.0
198457,-88.0,-8.0,-63.0
198474,-88.0,-8.0,-63.0
198483,-88.0,-8.0,-63.0
198491,-87.66666666666667,-8.0,-63.0
198507,-87.33333333333333,-8.0,-63.0
198523,-87.0,-8.0,-63.0
198524,-86.66666666666667,-8.0,-63.0
198541,-86.33333333333333,-8.0,-63.0
198542,-86.0,-8.0,-63.0
198558,-84.0,-8.0,-63.0
198574,-82.0,-8.0,-63.0
198591,-82.0,-8.0,-63.0
198607,-82.0,-8.0,-63.0
198624,-82.0,-8.0,-63.0
198641,-82.0,-8.0,-63.0
198655,-82.0,-8.0,-63.0
198658,-81.66666666666667,-8.0,-63.0
198674,-81.33333333333333,-8.0,-63.0
198689,-81.0,-8.0,-63.0
198691,-81.0,-8.0,-63.0
198708,-81.0,-8.0,-63.0
198711,-81.0,-8.0,-63.0
198724,-80.0,-8.0,-63.0
198740,-79.0,-8.0,-63.0
198741,-76.5,-8.0,-63.0
198753,-74.0,-8.0,-63.0
198758,-73.0,-8.0,-63.0
198767,-72.0,-8.0,-63.0
198774,-72.0,-8.0,-63.0
198791,-72.0,-8.0,-63.0
198808,-72.0,-8.0,-63.0
198824,-72.0,-8.0,-63.0
198842,-72.0,-8.0,-63.0
198858,-72.0,-8.0,-63.0
198870,-72.0,-8.0,-63.0
198874,-71.66666666666667,-8.0,-63.0
198891,-71.33333333333333,-8.0,-63.0
198898,-71.0,-8.0,-63.0
198908,-70.0,-8.0,-63.0
198920,-69.0,-8.0,-63.0
198924,-68.66666666666667,-8.0,-63.0
198941,-68.33333333333333,-8.0,-63.0
198944,-68.0,-8.0,-63.0
198958,-67.66666666666667,-8.0,-63.0
198974,-67.33333333333333,-8.0,-63.0
198977,-67.0,-8.0,-63.0
198991,-64.5,-8.0,-63.0
199000,-62.0,-8.0,-63.0
199008,-61.333333333333336,-8.0,-63.0
199025,-60.666666666666664,-8.0,-63.0
199028,-60.0,-8.0,-63.0
199041,-59.0,-8.0,-63.0
199059,-58.0,-8.0,-63.0
199075,-57.333333333333336,-8.0,-63.0
199092,-56.666666666666664,-8.0,-63.0
199096,-56.0,-8.0,-63.0
199108,-56.0,-8.0,-63.0
199125,-56.0,-8.0,-63.0
199142,-56.0,-8.0,-63.0
199158,-56.0,-8.0,-63.0
199175,-56.0,-8.0,-63.0
199191,-56.0,-8.0,-63.0
199208,-56.0,-8.0,-63.0
199225,-56.0,-8.0,-63.0
199242,-56.0,-8.0,-63.0
199259,-56.0,-8.0,-63.0
199275,-56.0,-8.0,-63.0
199290,-56.0,-8.0,-63.0
199292,-55.666666666666664,-8.0,-63.0
199308,-55.333333333333336,-8.0,-63.0
199314,-55.0,-8.0,-63.0
199325,-55.0,-8.0,-63.0
199342,-55.0,-8.0,-63.0
199346,-55.0,-8.0,-63.0
199358,-54.333333333333336,-8.0,-63.0
199375,-53.666666666666664,-8.0,-63.0
199380,-53.0,-8.0,-63.0
199392,-51.0,-8.0,-63.0
199408,-50.5,-8.0,-63.0
199419,-50.0,-8.0,-63.0
199425,-49.333333333333336,-8.0,-63.0
199442,-48.666666666666664,-8.0,-63.0
199458,-48.0,-8.0,-63.0
199475,-47.5,-8.0,-63.0
199492,-47.0,-8.0,-63.0
199509,-45.5,-8.0,-63.0
199520,-44.0,-8.0,-63.0
199525,-43.0,-8.0,-63.0
199536,-42.0,-8.0,-63.0
199542,-41.666666666666664,-8.0,-63.0
199559,-41.333333333333336,-8.0,-63.0
199563,-41.0,-8.0,-63.0
199575,-40.5,-8.0,-63.0
199591,-40.0,-8.0,-63.0
199592,-39.75,-8.0,-63.0
199609,-39.5,-8.0,-63.0
199625,-39.25,-8.0,-63.0
199631,-39.0,-8.0,-63.0
199642,-38.666666666666664,-8.0,-63.0
199658,-38.333333333333336,-8.0,-63.0
199660,-38.0,-8.0,-63.0
199675,-37.666666666666664,-8.0,-63.0
199692,-37.333333333333336,-8.0,-63.0
199693,-37.0,-8.0,-63.0
199709,-34.5,-8.0,-63.0
199715,-32.0,-8.0,-63.0
199725,-31.0,-8.0,-63.0
199727,-30.0,-8.0,-63.0
199742,-29.333333333333332,-8.0,-63.0
199759,-28.666666666666668,-8.0,-63.0
199760,-28.0,-8.0,-63.0
199775,-27.5,-8.0,-63.0
199781,-27.0,-8.0,-63.0
199822,-26.0,-8.0,-63.0
199840,-25.0,-8.0,-63.0
199842,-22.5,-8.0,-63.0
199848,-20.0,-8.0,-63.0
199859,-18.5,-8.0,-63.0
199879,-17.0,-8.0,-63.0
199909,-16.5,-8.0,-63.0
199923,-16.0,-8.0,-63.0
199926,-14.666666666666666,-8.0,-63.0
199959,-13.333333333333334,-8.0,-63.0
199961,-12.0,-8.0,-63.0
199976,-11.666666666666666,-8.0,-63.0
199993,-11.333333333333334,-8.0,-63.0
199997,-11.0,-8.0,-63.0
200000,-10.0,-8.0,-63.0
200009,-8.5,-8.0,-63.0
200020,-7.0,-8.0,-63.0
200026,-6.666666666666667,-8.0,-63.0
200043,-6.333333333333333,-8.0,-63.0
200055,-6.0,-8.0,-63.0
200059,-5.5,-8.0,-63.0
200070,-5.0,-8.0,-63.0
200076,-5.0,-8.0,-63.0
200092,-5.0,-8.0,-63.0
200109,-5.0,-8.0,-63.0
200126,-5.0,-8.0,-63.0
200226,-5.0,-8.0,-63.0
200243,-5.0,-8.0,-63.0
200259,-5.0,-8.0,-63.0
200276,-4.5,-8.0,-63.0
200289,-4.0,-8.0,-63.0
200293,-4.0,-8.0,-63.0
200308,-4.0,-8.0,-63.0
200310,-3.6666666666666665,-8.0,-63.0
200326,-3.3333333333333335,-8.0,-63.0
200340,-3.0,-8.0,-63.0
200343,-1.0,-8.0,-63.0
200359,1.0,-8.0,-63.0
200372,3.0,-8.0,-63.0
200376,4.0,-8.0,-63.0
200385,5.0,-8.0,-63.0
200393,5.25,-8.0,-63.0
200409,5.5,-8.0,-63.0
200426,5.75,-8.0,-63.0
200435,6.0,-8.0,-63.0
200443,6.0,-8.0,-63.0
200460,6.0,-8.0,-63.0
200476,6.0,-8.0,-63.0
200493,6.0,-8.0,-63.0
200509,6.0,-8.0,-63.0
200526,6.0,-8.0,-63.0
200543,6.0,-8.0,-63.0
200560,6.0,-8.0,-63.0
200576,6.0,-8.0,-63.0
200593,6.0,-8.0,-63.0
200660,6.0,-8.0,-63.0
200677,6.0,-8.0,-63.0
200693,6.0,-8.0,-63.0
200710,6.0,-8.0,-63.0
200726,6.0,-8.0,-63.0
200743,6.0,-8.0,-63.0
200760,6.0,-8.0,-63.0
200777,6.0,-8.0,-63.0
200793,6.0,-8.0,-63.0
200810,6.0,-8.0,-63.0
200827,6.0,-8.0,-63.0
200843,6.0,-8.0,-63.0
200860,6.0,-8.0,-63.0
200877,6.0,-8.0,-63.0
200893,6.0,-8.0,-63.0
200910,6.0,-8.0,-63.0
200927,6.0,-8.0,-63.0
200943,6.0,-8.0,-63.0
200960,6.0,-8.0,-63.0
200977,6.0,-8.0,-63.0
200993,6.0,-8.0,-63.0
201010,6.0,-8.0,-63.0
201027,6.0,-8.0,-63.0
201094,6.0,-8.0,-63.0
201111,6.0,-8.0,-63.0
201128,6.0,-8.0,-63.0
201144,6.0,-8.0,-63.0
201160,6.0,-8.0,-63.0
201177,6.0,-8.0,-63.0
201194,6.0,-8.0,-63.0
201210,6.0,-8.0,-63.0
201227,6.0,-8.0,-63.0
201244,6.0,-8.0,-63.0
201260,6.0,-8.0,-63.0
201277,6.0,-8.0,-63.0
201294,6.0,-8.0,-63.0
201310,6.0,-8.0,-63.0
201328,6.0,-8.0,-63.0
201344,6.0,-8.0,-63.0
201361,6.0,-8.0,-63.0
201377,6.0,-8.0,-63.0
201394,6.0,-8.0,-63.0
201411,6.0,-8.0,-63.0
201427,6.0,-8.0,-63.0
201444,6.0,-8.0,-63.0
201461,6.0,-8.0,-63.0
201477,6.0,-8.0,-63.0
201494,6.0,-8.0,-63.0
201511,6.0,-8.0,-63.0
201527,6.0,-8.0,-63.0
201544,6.0,-8.0,-63.0
201545,6.0,-8.0,-63.0
201561,6.0,-8.0,-63.0
201563,6.0,-8.0,-63.0
201577,6.0,-8.0,-63.0
201579,6.0,-8.0,-63.0
201594,6.0,-8.0,-63.0
201595,6.0,-8.0,-63.0
201611,6.0,-8.0,-63.0
201612,6.0,-8.0,-63.0
201628,6.0,-8.0,-63.0
201629,6.0,-8.0,-63.0
201644,6.0,-8.0,-63.0
201645,6.0,-8.0,-63.0
201661,6.0,-8.0,-63.0
201662,6.0,-8.0,-63.0
201677,6.0,-8.0,-63.0
201679,6.0,-8.0,-63.0
201694,6.0,-8.0,-63.0
201695,6.0,-8.0,-63.0
201711,6.0,-8.0,-63.0
201712,6.0,-8.0,-63.0
201727,6.0,-8.0,-63.0
201729,6.0,-8.0,-63.0
201744,6.0,-8.0,-63.0
201745,6.0,-8.0,-63.0
201761,6.0,-8.0,-63.0
201762,6.0,-8.0,-63.0
201777,6.0,-8.0,-63.0
201779,6.0,-8.0,-63.0
201794,6.0,-8.0,-63.0
201795,6.0,-8.0,-63.0
201811,6.0,-8.0,-63.0
201828,6.0,-8.0,-63.0
201844,6.0,-8.0,-63.0
201861,6.0,-8.0,-63.0
201878,6.0,-8.0,-63.0
201895,6.0,-8.0,-63.0
201911,6.0,-8.0,-63.0
201928,6.0,-8.0,-63.0
201944,6.0,-8.0,-63.0
201961,6.0,-8.0,-63.0
201978,6.0,-8.0,-63.0
201994,6.0,-8.0,-63.0
201996,6.0,-8.0,-63.0
202011,6.0,-8.0,-63.0
202013,6.0,-8.0,-63.0
202028,6.0,-8.0,-63.0
202029,6.0,-8.0,-63.0
202030,6.0,-8.0,-63.0
202045,6.2,-8.0,-63.0
202046,6.4,-8.0,-63.0
202061,6.6,-8.0,-63.0
202062,6.8,-8.0,-63.0
202075,7.0,-8.0,-63.0
202078,7.2,-8.0,-63.0
202079,7.4,-8.0,-63.0
202096,7.6,-8.0,-63.0
202113,7.8,-8.0,-63.0
202123,8.0,-8.0,-63.0
202128,8.333333333333334,-8.0,-63.0
202129,8.666666666666666,-8.0,-63.0
202133,9.0,-8.0,-63.0
202140,10.0,-8.0,-63.0
202145,10.0,-8.0,-63.0
202146,10.0,-8.0,-63.0
202161,10.0,-8.0,-63.0
202163,10.0,-8.0,-63.0
202178,10.0,-8.0,-63.0
202179,10.0,-8.0,-63.0
202195,10.0,-8.0,-63.0
202196,10.0,-8.0,-63.0
202212,10.0,-8.0,-63.0
202213,10.0,-8.0,-63.0
202228,10.0,-8.0,-63.0
202229,10.0,-8.0,-63.0
202245,10.0,-8.0,-63.0
202246,10.0,-8.0,-63.0
202261,10.0,-8.0,-63.0
202263,10.0,-8.0,-63.0
202278,10.0,-8.0,-63.0
202279,10.0,-8.0,-63.0
202295,10.0,-8.0,-63.0
202296,10.0,-8.0,-63.0
202312,10.0,-8.0,-63.0
202313,10.0,-8.0,-63.0
202328,10.0,-8.0,-63.0
202329,10.0,-8.0,-63.0
202345,10.0,-8.0,-63.0
202346,10.0,-8.0,-63.0
202362,10.0,-8.0,-63.0
202363,10.0,-8.0,-63.0
202378,10.0,-8.0,-63.0
202379,10.0,-8.0,-63.0
202395,10.0,-8.0,-63.0
202396,10.0,-8.0,-63.0
202412,10.0,-8.0,-63.0
202413,10.0,-8.0,-63.0
202428,10.0,-8.0,-63.0
202429,10.0,-8.0,-63.0
202445,10.0,-8.0,-63.0
202446,10.0,-8.0,-63.0
202462,10.0,-8.0,-63.0
202463,10.0,-8.0,-63.0
202478,10.0,-8.0,-63.0
202480,10.0,-8.0,-63.0
202495,10.0,-8.0,-63.0
202496,10.0,-8.0,-63.0
202512,10.0,-8.0,-63.0
202513,10.0,-8.0,-63.0
202529,10.0,-8.0,-63.0
202546,10.0,-8.0,-63.0
202562,10.0,-8.0,-63.0
202578,10.0,-8.0,-63.0
202595,10.0,-8.0,-63.0
202612,10.0,-8.0,-63.0
202629,10.0,-8.0,-63.0
202643,10.0,-8.0,-63.0
202645,9.75,-8.0,-63.0
202662,9.5,-8.0,-63.0
202678,9.25,-8.0,-63.0
202679,9.0,-8.0,-63.0
202695,8.666666666666666,-8.0,-63.0
202712,8.333333333333334,-8.0,-63.0
202716,8.0,-8.0,-63.0
202726,6.0,-8.0,-63.0
202729,5.666666666666667,-8.0,-63.0
202746,5.333333333333333,-8.0,-63.0
202752,5.0,-8.0,-63.0
202762,4.333333333333333,-8.0,-63.0
202779,3.666666666666667,-8.0,-63.0
202786,3.0,-8.0,-63.0
202796,2.6666666666666665,-8.0,-63.0
202812,2.3333333333333335,-8.0,-63.0
202820,2.0,-8.0,-63.0
202829,2.0,-8.0,-63.0
202845,2.0,-8.0,-63.0
202862,2.0,-8.0,-63.0
202879,2.0,-8.0,-63.0
202895,2.0,-8.0,-63.0
202912,2.0,-8.0,-63.0
202929,2.0,-8.0,-63.0
202946,2.0,-8.0,-63.0
202962,2.0,-8.0,-63.0
202964,2.0,-8.0,-63.0
202979,1.0,-8.0,-63.0
202996,0.5,-8.0,-63.0
203003,0.0,-8.0,-63.0
203012,-0.5,-8.0,-63.0
203017,-1.0,-8.0,-63.0
203029,-1.3333333333333333,-8.0,-63.0
203046,-1.6666666666666665,-8.0,-63.0
203060,-2.0,-8.0,-63.0
203062,-2.0,-8.0,-63.0
203079,-2.0,-8.0,-63.0
203094,-2.0,-8.0,-63.0
203096,-2.2,-8.0,-63.0
203113,-2.4,-8.0,-63.0
203114,-2.6,-8.0,-63.0
203129,-2.8,-8.0,-63.0
203131,-3.0,-8.0,-63.0
203132,-3.1666666666666665,-8.0,-63.0
203146,-3.3333333333333335,-8.0,-63.0
203147,-3.5,-8.0,-63.0
203163,-3.6666666666666665,-8.0,-63.0
203164,-3.833333333333333,-8.0,-63.0
203165,-4.0,-8.0,-63.0
203179,-4.0,-8.0,-63.0
203180,-4.0,-8.0,-63.0
203191,-4.0,-8.0,-63.0
203196,-4.166666666666667,-8.0,-63.0
203197,-4.333333333333333,-8.0,-63.0
203212,-4.5,-8.0,-63.0
203214,-4.666666666666667,-8.0,-63.0
203229,-4.833333333333333,-8.0,-63.0
203230,-5.0,-8.0,-63.0
203246,-6.0,-8.0,-63.0
203247,-7.0,-8.0,-63.0
203262,-8.0,-8.0,-63.0
203263,-8.2,-8.0,-63.0
203264,-8.4,-8.0,-63.0
203279,-8.6,-8.0,-63.0
203280,-8.8,-8.0,-63.0
203289,-9.0,-8.0,-63.0
203296,-9.4,-8.0,-63.0
203298,-9.8,-8.0,-63.0
203313,-10.2,-8.0,-63.0
203314,-10.6,-8.0,-63.0
203320,-11.0,-8.0,-63.0
203329,-11.666666666666666,-8.0,-63.0
203330,-12.333333333333334,-8.0,-63.0
203332,-13.0,-8.0,-63.0
203346,-13.2,-8.0,-63.0
203348,-13.4,-8.0,-63.0
203363,-13.6,-8.0,-63.0
203364,-13.8,-8.0,-63.0
203366,-14.0,-8.0,-63.0
203380,-14.25,-8.0,-63.0
203381,-14.5,-8.0,-63.0
203396,-14.75,-8.0,-63.0
203397,-15.0,-8.0,-63.0
203413,-15.0,-8.0,-63.0
203414,-15.0,-8.0,-63.0
203430,-15.0,-8.0,-63.0
203431,-15.0,-8.0,-63.0
203446,-15.0,-8.0,-63.0
203447,-15.0,-8.0,-63.0
203463,-15.0,-8.0,-63.0
203464,-15.0,-8.0,-63.0
203480,-15.0,-8.0,-63.0
203481,-15.0,-8.0,-63.0
203496,-15.0,-8.0,-63.0
203497,-15.0,-8.0,-63.0
203513,-15.0,-8.0,-63.0
203514,-15.0,-8.0,-63.0
203529,-15.0,-8.0,-63.0
203531,-15.0,-8.0,-63.0
203546,-15.0,-8.0,-63.0
203547,-15.0,-8.0,-63.0
203563,-15.0,-8.0,-63.0
203564,-15.0,-8.0,-63.0
203580,-15.0,-8.0,-63.0
203581,-15.0,-8.0,-63.0
203592,-15.0,-8.0,-63.0
203596,-15.2,-8.0,-63.0
203597,-15.4,-8.0,-63.0
203613,-15.6,-8.0,-63.0
203614,-15.8,-8.0,-63.0
203630,-16.0,-8.0,-63.0
203631,-16.0,-8.0,-63.0
203644,-16.0,-8.0,-63.0
203646,-16.4,-8.0,-63.0
203647,-16.8,-8.0,-63.0
203663,-17.2,-8.0,-63.0
203664,-17.6,-8.0,-63.0
203674,-18.0,-8.0,-63.0
203680,-19.0,-8.0,-63.0
203681,-20.5,-8.0,-63.0
203688,-22.0,-8.0,-63.0
203697,-22.333333333333332,-8.0,-63.0
203714,-22.666666666666668,-8.0,-63.0
203721,-23.0,-8.0,-63.0
203730,-23.666666666666668,-8.0,-63.0
203731,-24.333333333333332,-8.0,-63.0
203733,-25.0,-8.0,-63.0
203746,-25.4,-8.0,-63.0
203748,-25.8,-8.0,-63.0
203763,-26.2,-8.0,-63.0
203764,-26.6,-8.0,-63.0
203772,-27.0,-8.0,-63.0
203780,-27.0,-8.0,-63.0
203781,-27.0,-8.0,-63.0
203793,-27.0,-8.0,-63.0
203797,-27.4,-8.0,-63.0
203798,-27.8,-8.0,-63.0
203813,-28.2,-8.0,-63.0
203814,-28.6,-8.0,-63.0
203819,-29.0,-8.0,-63.0
203830,-29.333333333333332,-8.0,-63.0
203831,-29.666666666666668,-8.0,-63.0
203844,-30.0,-8.0,-63.0
203846,-30.2,-8.0,-63.0
203848,-30.4,-8.0,-63.0
203863,-30.6,-8.0,-63.0
203864,-30.8,-8.0,-63.0
203880,-31.0,-8.0,-63.0
203881,-31.25,-8.0,-63.0
203896,-31.5,-8.0,-63.0
203913,-31.75,-8.0,-63.0
203930,-32.0,-8.0,-63.0
203947,-32.25,-8.0,-63.0
203963,-32.5,-8.0,-63.0
203980,-32.75,-8.0,-63.0
203997,-33.0,-8.0,-63.0
204013,-33.25,-8.0,-63.0
204030,-33.5,-8.0,-63.0
204047,-33.75,-8.0,-63.0
204056,-34.0,-8.0,-63.0
204063,-33.666666666666664,-8.0,-63.0
204080,-33.333333333333336,-8.0,-63.0
204092,-33.0,-8.0,-63.0
204097,-33.0,-8.0,-63.0
204114,-33.0,-8.0,-63.0
204129,-32.0,-8.0,-63.0
204131,-31.666666666666668,-8.0,-63.0
204147,-31.333333333333332,-8.0,-63.0
204160,-31.0,-8.0,-63.0
204163,-28.666666666666668,-8.0,-63.0
204180,-26.333333333333332,-8.0,-63.0
204182,-24.0,-8.0,-63.0
204197,-23.333333333333332,-8.0,-63.0
204214,-22.666666666666668,-8.0,-63.0
204221,-22.0,-8.0,-63.0
204230,-21.5,-8.0,-63.0
204238,-21.0,-8.0,-63.0
204247,-20.666666666666668,-8.0,-63.0
204264,-20.333333333333332,-8.0,-63.0
204272,-20.0,-8.0,-63.0
204281,-19.666666666666668,-8.0,-63.0
204297,-19.333333333333332,-8.0,-63.0
204300,-19.0,-8.0,-63.0
204314,-15.5,-8.0,-63.0
204323,-12.0,-8.0,-63.0
204330,-11.333333333333334,-8.0,-63.0
204347,-10.666666666666666,-8.0,-63.0
204353,-10.0,-8.0,-63.0
204364,-9.666666666666666,-8.0,-63.0
204380,-9.333333333333334,-8.0,-63.0
204388,-9.0,-8.0,-63.0
204397,-8.0,-8.0,-63.0
204398,-7.0,-8.0,-63.0
204414,-7.0,-8.0,-63.0
204430,-7.0,-8.0,-63.0
204447,-7.0,-8.0,-63.0
204464,-7.0,-8.0,-63.0
204481,-7.0,-8.0,-63.0
204497,-7.0,-8.0,-63.0
204514,-7.0,-8.0,-63.0
204531,-7.0,-8.0,-63.0
204547,-7.0,-8.0,-63.0
204564,-7.0,-8.0,-63.0
204581,-7.0,-8.0,-63.0
204597,-7.0,-8.0,-63.0
204614,-7.0,-8.0,-63.0
204631,-7.0,-8.0,-63.0
204647,-7.0,-8.0,-63.0
204664,-7.0,-8.0,-63.0
204681,-7.0,-8.0,-63.0
204697,-7.0,-8.0,-63.0
204714,-7.0,-8.0,-63.0
204731,-7.0,-8.0,-63.0
204748,-7.0,-8.0,-63.0
204764,-7.0,-8.0,-63.0
204781,-7.0,-8.0,-63.0
204798,-7.0,-8.0,-63.0
204814,-7.0,-8.0,-63.0
204831,-7.0,-8.0,-63.0
204832,-7.0,-8.0,-63.0
204848,-7.0,-8.0,-62.5
204850,-7.0,-8.0,-62.0
204853,-7.0,-8.0,-62.0
204864,-7.0,-8.0,-61.0
204865,-7.0,-8.0,-61.0
204868,-7.0,-8.0,-61.0
204881,-7.0,-8.0,-60.5
204882,-7.0,-8.0,-60.0
204884,-7.0,-8.0,-60.0
204898,-7.0,-8.0,-59.0
204901,-7.0,-8.0,-59.0
204914,-7.0,-8.0,-58.5
204916,-7.0,-8.0,-58.0
204918,-7.0,-8.0,-58.0
204931,-7.0,-8.0,-57.5
204932,-7.0,-8.0,-57.0
204935,-7.0,-8.0,-57.0
204948,-7.0,-8.0,-56.0
204951,-7.0,-8.0,-56.0
204965,-7.0,-8.0,-54.0
204981,-7.0,-8.0,-54.0
205015,-7.0,-8.0,-54.0
205031,-7.0,-8.0,-54.0
205048,-7.0,-8.0,-54.0
205064,-7.0,-8.0,-54.0
205081,-7.0,-8.0,-54.0
205098,-7.0,-8.0,-54.0
205115,-7.0,-8.0,-54.0
205198,-7.0,-8.0,-54.0
205215,-7.0,-8.0,-54.0
205231,-7.0,-8.0,-54.0
205235,-7.0,-8.0,-54.0
205248,-6.5,-8.0,-54.0
205251,-6.0,-8.0,-54.0
205262,-5.0,-8.0,-54.0
205265,-4.333333333333333,-8.0,-54.0
205281,-3.666666666666667,-8.0,-54.0
205285,-3.0,-8.0,-54.0
205298,-1.0,-8.0,-54.0
205310,1.0,-8.0,-54.0
205315,1.6666666666666665,-8.0,-54.0
205332,2.333333333333333,-8.0,-54.0
205339,3.0,-8.0,-54.0
205348,3.5,-8.0,-54.0
205365,4.0,-8.0,-54.0
205382,4.5,-8.0,-54.0
205389,5.0,-8.0,-54.0
205398,5.0,-8.0,-54.0
205415,5.0,-8.0,-54.0
205432,5.0,-8.0,-54.0
205448,5.0,-8.0,-54.0
205465,5.0,-8.0,-54.0
205482,5.0,-8.0,-54.0
205498,5.0,-8.0,-54.0
205515,5.0,-8.0,-54.0
205532,5.0,-8.0,-54.0
205548,5.0,-8.0,-54.0
205565,5.0,-8.0,-54.0
205582,5.0,-8.0,-54.0
205599,5.0,-8.0,-54.0
205615,5.0,-8.0,-54.0
205632,5.0,-8.0,-54.0
205648,5.0,-8.0,-54.0
205665,5.0,-8.0,-54.0
205749,5.0,-8.0,-54.0
205766,5.0,-8.0,-54.0
205782,5.0,-8.0,-54.0
205799,5.0,-8.0,-54.0
205816,5.0,-8.0,-54.0
205832,5.0,-8.0,-54.0
205849,5.0,-8.0,-54.0
205866,5.0,-8.0,-54.0
205874,5.0,-8.0,-54.0
205882,5.5,-8.0,-54.0
205890,6.0,-8.0,-54.0
205899,6.333333333333333,-8.0,-54.0
205916,6.666666666666667,-8.0,-54.0
205919,7.0,-8.0,-54.0
205929,10.0,-8.0,-54.0
205932,11.0,-8.0,-54.0
205949,12.0,-8.0,-54.0
205966,12.5,-8.0,-54.0
205981,13.0,-8.0,-54.0
205982,14.0,-8.0,-54.0
205983,15.0,-8.0,-54.0
205999,16.0,-8.0,-54.0
206008,17.0,-8.0,-54.0
206016,17.333333333333332,-8.0,-54.0
206032,17.666666666666668,-8.0,-54.0
206047,18.0,-8.0,-54.0
206049,19.0,-8.0,-54.0
206066,20.0,-8.0,-54.0
206080,21.0,-8.0,-54.0
206082,21.333333333333332,-8.0,-54.0
206099,21.666666666666668,-8.0,-54.0
