,AHLS6AZ1VTNH7,A3UTSRN8QLKWE,A21V0SPZ59EEA
277392,-62.0,77.0,
277406,-62.0,78.0,
277416,-62.0,78.0,
277434,-62.0,79.0,
277446,-62.0,79.0,
277454,-62.0,80.0,
277464,-62.0,80.0,
277477,-62.0,81.0,
277478,-62.0,81.0,
277522,-62.0,83.0,
277568,-62.0,83.0,
277581,-62.0,84.0,
277599,-62.0,84.0,
277627,-62.0,85.0,
277640,-62.0,85.0,
277650,-62.0,86.0,
277658,-62.0,86.0,
277674,-62.0,87.0,
277682,-62.0,87.0,
277692,-62.0,88.0,
277701,-62.0,89.0,
277712,-62.0,90.0,
277721,-62.0,90.0,
277729,-62.0,91.0,
277738,-62.0,91.0,
277747,-62.0,92.0,
277756,-62.0,92.0,
277767,-62.0,93.0,
277776,-62.0,93.0,
277786,-62.0,94.0,
277794,-62.0,94.0,
277817,-62.0,95.0,
277828,-62.0,95.0,
277836,-62.0,96.0,
277844,-62.0,96.0,
277850,-62.0,97.0,
277859,-62.0,97.0,
277866,-62.0,98.0,
277875,-62.0,98.0,
277886,-62.0,99.0,
277896,-62.0,99.0,
277902,-62.0,100.0,
282569,-62.0,100.0,
282599,-62.0,99.0,
282606,-62.0,99.0,
282627,-62.0,97.0,
282644,-62.0,97.0,
282692,-62.0,95.0,
282728,-62.0,95.0,
282763,-62.0,92.0,
282773,-62.0,92.0,
282798,-62.0,91.0,
282812,-62.0,91.0,
282823,-62.0,89.0,
282834,-62.0,89.0,
282857,-62.0,88.0,
282867,-62.0,88.0,
282891,-62.0,87.0,
282900,-62.0,87.0,
282917,-62.0,86.0,
282926,-62.0,86.0,
282936,-62.0,85.0,
282998,-62.0,85.0,
283035,-62.0,84.0,
283059,-62.0,84.0,
283072,-62.0,83.0,
283117,-62.0,83.0,
283139,-62.0,82.0,
283152,-62.0,82.0,
283165,-62.0,81.0,
283174,-62.0,81.0,
283189,-62.0,80.0,
283198,-62.0,80.0,
283207,-62.0,79.0,
283215,-62.0,79.0,
283228,-62.0,78.0,
283252,-62.0,78.0,
283259,-62.0,77.0,
283268,-62.0,77.0,
283283,-62.0,76.0,
283292,-62.0,76.0,
283302,-62.0,75.0,
283311,-62.0,75.0,
283319,-62.0,74.0,
283327,-62.0,74.0,
283334,-62.0,73.0,
283342,-62.0,73.0,
283355,-62.0,72.0,
283364,-62.0,72.0,
283376,-62.0,71.0,
283384,-62.0,71.0,
283396,-62.0,70.0,
283401,-62.0,70.0,
283423,-62.0,69.0,
283431,-62.0,69.0,
283445,-62.0,68.0,
283464,-62.0,67.0,
283472,-62.0,66.0,
283480,-62.0,66.0,
283492,-62.0,64.0,
283499,-62.0,64.0,
283512,-62.0,63.0,
283521,-62.0,63.0,
283537,-62.0,62.0,
283549,-62.0,62.0,
283565,-62.0,61.0,
283572,-62.0,61.0,
283589,-62.0,60.0,
283607,-62.0,60.0,
283618,-62.0,59.0,
283626,-62.0,59.0,
283643,-62.0,58.0,
283651,-62.0,58.0,
283670,-62.0,57.5,
283676,-62.25,57.0,
283682,-62.5,57.0,
283686,-62.75,55.0,
283695,-63.0,55.0,
283700,-63.0,54.5,
283710,-63.75,54.0,
283721,-64.5,54.0,
283734,-65.25,53.0,
283743,-66.0,53.0,
283747,-66.0,53.0,
283758,-66.33333333333333,53.0,
283762,-66.66666666666667,51.0,
283768,-67.0,51.0,
283771,-67.0,51.0,
283781,-68.0,51.0,
283793,-69.0,50.666666666666664,
283796,-69.0,50.333333333333336,
283800,-69.66666666666667,50.0,
283807,-70.33333333333333,50.0,
283819,-71.0,49.8,
283821,-71.0,49.6,
283843,-72.0,49.4,
283846,-72.0,49.2,
283859,-72.66666666666667,49.0,
283868,-73.33333333333333,49.0,
283869,-74.0,48.666666666666664,
283873,-74.0,48.333333333333336,
283874,-74.42857142857143,48.0,
283884,-74.85714285714286,48.0,
283888,-75.28571428571429,47.0,
283897,-75.71428571428571,47.0,
283908,-76.14285714285714,46.0,
283918,-76.57142857142857,46.0,
283919,-77.0,45.666666666666664,
283922,-77.0,45.333333333333336,
283924,-77.5,45.0,
283930,-78.0,45.0,
283941,-78.5,43.0,
283945,-79.0,43.0,
283947,-79.0,43.0,
283949,-79.66666666666667,43.0,
283961,-80.33333333333333,42.0,
283969,-81.0,42.0,
283970,-81.0,42.0,
283973,-81.0,41.5,
283976,-81.33333333333333,41.0,
283984,-81.66666666666667,41.0,
283994,-82.0,40.0,
283999,-82.0,40.0,
284004,-82.66666666666667,40.0,
284011,-83.33333333333333,39.0,
284019,-84.0,39.0,
284022,-84.0,38.5,
284028,-84.33333333333333,38.0,
284036,-84.66666666666667,38.0,
284045,-85.0,37.5,
284047,-85.0,37.0,
284056,-85.0,37.0,
284063,-85.0,36.0,
284072,-85.0,36.0,
284081,-85.0,35.0,
284091,-85.0,35.0,
284099,-85.0,34.0,
284109,-85.0,33.0,
284124,-85.0,32.0,
284133,-85.0,32.0,
284141,-85.0,31.0,
284149,-85.0,31.0,
284159,-85.0,30.0,
284168,-85.0,30.0,
284175,-85.0,29.0,
284182,-85.0,29.0,
284193,-85.0,28.0,
284200,-85.0,28.0,
284212,-85.0,27.0,
284222,-85.0,27.0,
284228,-85.0,26.0,
284235,-85.0,26.0,
284246,-85.0,25.0,
284259,-85.0,25.0,
284270,-85.0,24.0,
284278,-85.0,24.0,
284288,-85.0,23.0,
284297,-85.0,23.0,
284304,-85.0,22.0,
284312,-85.0,21.0,
284322,-85.0,20.0,
284330,-85.0,20.0,
284340,-85.0,19.0,
284350,-85.0,19.0,
284360,-85.0,18.0,
284368,-85.0,18.0,
284372,-85.0,17.5,
284378,-85.25,17.0,
284388,-85.5,17.0,
284393,-85.75,16.0,
284396,-86.0,16.0,
284398,-86.0,16.0,
284401,-86.5,16.0,
284410,-87.0,15.0,
284418,-87.5,15.0,
284420,-88.0,14.666666666666666,
284424,-88.0,14.333333333333334,
284429,-88.25,14.0,
284438,-88.5,14.0,
284444,-88.75,13.0,
284445,-89.0,13.0,
284448,-89.0,13.0,
284453,-89.66666666666667,13.0,
284464,-90.33333333333333,12.0,
284471,-91.0,12.0,
284475,-91.0,12.0,
284479,-91.0,11.0,
284487,-91.0,11.0,
284498,-91.0,10.0,
284506,-91.0,10.0,
284516,-91.0,9.0,
284525,-91.0,9.0,
284533,-91.0,8.0,
284541,-91.0,7.0,
284548,-91.0,7.0,
284557,-91.0,5.0,
284565,-91.0,5.0,
284574,-91.0,4.0,
284581,-91.0,4.0,
284593,-91.0,3.0,
284602,-91.0,3.0,
284610,-91.0,2.0,
284618,-91.0,2.0,
284631,-91.0,1.0,
284639,-91.0,1.0,
284644,-91.0,0.0,
284653,-91.0,0.0,
284662,-91.0,-1.0,
284670,-91.0,-1.0,
284672,-91.0,-1.5,
284680,-91.33333333333333,-2.0,
284689,-91.66666666666667,-2.0,
284697,-92.0,-4.0,
284700,-92.0,-4.0,
284705,-92.66666666666667,-4.0,
284717,-93.33333333333333,-5.0,
284722,-94.0,-5.333333333333333,
284725,-94.0,-5.666666666666667,
284730,-94.66666666666667,-6.0,
284738,-95.33333333333333,-7.0,
284746,-96.0,-7.0,
284751,-96.0,-7.5,
284759,-96.33333333333333,-8.0,
284768,-96.66666666666667,-8.0,
284771,-97.0,-8.5,
284779,-97.0,-9.0,
284788,-97.0,-9.0,
284795,-97.0,-10.0,
284804,-97.0,-10.0,
284809,-97.0,-11.0,
284817,-97.0,-11.0,
284825,-97.0,-12.0,
284835,-97.0,-12.0,
284845,-97.0,-14.0,
284854,-97.0,-14.0,
284862,-97.0,-15.0,
284869,-97.0,-15.0,
284879,-97.0,-16.0,
284889,-97.0,-16.0,
284895,-97.0,-17.0,
284905,-97.0,-17.0,
284913,-97.0,-18.0,
284923,-97.0,-18.0,
284931,-97.0,-19.0,
284941,-97.0,-19.0,
284949,-97.0,-19.5,
284950,-97.33333333333333,-20.0,
284960,-97.66666666666667,-21.0,
284973,-98.0,-22.0,
284976,-98.0,-22.0,
284981,-98.66666666666667,-22.0,
284990,-99.33333333333333,-24.0,
284998,-100.0,-24.0,
285004,-100.0,-24.0,
285010,-100.0,-25.0,
285020,-100.0,-25.0,
285026,-100.0,-26.0,
285034,-100.0,-26.0,
285044,-100.0,-27.0,
285054,-100.0,-27.0,
285061,-100.0,-28.0,
285070,-100.0,-28.0,
285078,-100.0,-29.0,
285089,-100.0,-29.0,
285103,-100.0,-30.0,
285112,-100.0,-30.0,
285119,-100.0,-31.0,
285129,-100.0,-31.0,
285135,-100.0,-32.0,
285145,-100.0,-32.0,
285151,-100.0,-33.0,
285160,-100.0,-34.0,
285172,-100.0,-35.0,
285183,-100.0,-35.0,
285191,-100.0,-36.0,
285200,-100.0,-36.0,
285210,-100.0,-37.0,
285220,-100.0,-37.0,
285226,-100.0,-38.0,
285235,-100.0,-38.0,
285245,-100.0,-39.0,
285254,-100.0,-39.0,
285263,-100.0,-40.0,
285273,-100.0,-40.0,
285279,-100.0,-41.0,
285288,-100.0,-41.0,
285296,-100.0,-42.0,
285307,-100.0,-42.0,
285312,-100.0,-43.0,
285322,-100.0,-43.0,
285329,-100.0,-44.0,
285338,-100.0,-44.0,
285349,-100.0,-45.0,
285358,-100.0,-45.0,
285365,-100.0,-46.0,
285373,-100.0,-46.0,
285384,-100.0,-47.0,
285389,-100.0,-48.0,
285395,-100.0,-48.0,
285408,-100.0,-49.0,
285418,-100.0,-49.0,
285427,-100.0,-50.0,
285437,-100.0,-50.0,
285445,-100.0,-51.0,
285454,-100.0,-51.0,
285460,-100.0,-52.0,
285472,-100.0,-52.0,
285476,-100.0,-53.0,
285484,-100.0,-53.0,
285494,-100.0,-54.0,
285502,-100.0,-54.0,
285513,-100.0,-55.0,
285523,-100.0,-55.0,
285531,-100.0,-56.0,
285540,-100.0,-56.0,
285549,-100.0,-57.0,
285559,-100.0,-57.0,
285572,-100.0,-58.0,
285580,-100.0,-58.0,
285588,-100.0,-59.0,
285592,-100.0,-60.0,
285600,-100.0,-60.0,
285607,-100.0,-61.0,
285616,-100.0,-61.0,
285629,-100.0,-62.0,
285638,-100.0,-62.0,
285648,-100.0,-63.0,
285669,-100.0,-63.0,
285677,-100.0,-64.0,
285688,-100.0,-64.0,
285693,-100.0,-65.0,
285702,-100.0,-65.0,
285712,-100.0,-66.0,
285722,-100.0,-66.0,
285732,-100.0,-67.0,
285739,-100.0,-67.0,
285745,-100.0,-68.0,
285755,-100.0,-68.0,
285764,-100.0,-69.0,
285775,-100.0,-69.0,
285780,-100.0,-70.0,
285789,-100.0,-70.0,
285800,-100.0,-71.0,
285810,-100.0,-72.0,
285822,-100.0,-73.0,
285837,-100.0,-73.0,
285844,-100.0,-74.0,
285866,-100.0,-74.0,
285876,-100.0,-75.0,
285885,-100.0,-75.0,
285893,-100.0,-77.0,
285902,-100.0,-77.0,
285909,-100.0,-78.0,
285918,-100.0,-78.0,
285928,-100.0,-79.0,
285940,-100.0,-79.0,
285948,-100.0,-80.0,
285958,-100.0,-80.0,
285968,-100.0,-81.0,
285979,-100.0,-81.0,
285984,-100.0,-82.0,
285992,-100.0,-82.0,
286001,-100.0,-83.0,
286027,-100.0,-84.0,
286041,-100.0,-86.0,
286050,-100.0,-86.0,
286056,-100.0,-87.0,
286065,-100.0,-87.0,
286075,-100.0,-88.0,
286083,-100.0,-88.0,
286097,-100.0,-89.0,
286108,-100.0,-89.0,
286119,-100.0,-90.0,
286131,-100.0,-90.0,
286142,-100.0,-91.0,
286150,-100.0,-91.0,
286157,-100.0,-92.0,
286165,-100.0,-92.0,
286172,-100.0,-93.0,
286183,-100.0,-93.0,
286192,-100.0,-94.0,
286203,-100.0,-94.0,
286215,-100.0,-96.0,
286227,-100.0,-96.0,
286232,-100.0,-97.0,
286243,-100.0,-98.0,
286259,-100.0,-99.0,
286269,-100.0,-99.0,
286275,-100.0,-100.0,
337575,-100.0,-100.0,
337599,-99.0,-100.0,
337605,-99.0,-100.0,
337624,-97.0,-100.0,
337628,-97.0,-100.0,
337649,-95.0,-100.0,
337654,-95.0,-100.0,
337674,-93.0,-100.0,
337680,-93.0,-100.0,
337699,-92.0,-100.0,
337703,-92.0,-100.0,
337724,-90.0,-100.0,
337728,-90.0,-100.0,
337749,-88.0,-100.0,
337753,-88.0,-100.0,
337774,-87.0,-100.0,
337779,-87.0,-100.0,
337799,-85.0,-100.0,
337803,-85.0,-100.0,
337824,-83.0,-100.0,
337828,-83.0,-100.0,
337849,-82.0,-100.0,
337852,-82.0,-100.0,
337874,-80.0,-100.0,
337877,-80.0,-100.0,
337899,-78.0,-100.0,
337903,-78.0,-100.0,
337925,-77.0,-100.0,
337930,-77.0,-100.0,
337950,-75.0,-100.0,
337955,-75.0,-100.0,
337975,-73.0,-100.0,
337978,-73.0,-100.0,
338000,-72.0,-100.0,
338003,-72.0,-100.0,
338025,-70.0,-100.0,
338029,-70.0,-100.0,
338050,-69.0,-100.0,
338227,-69.0,-100.0,
338252,-67.0,-100.0,
338255,-67.0,-100.0,
338276,-66.0,-100.0,
338279,-66.0,-100.0,
338301,-64.0,-100.0,
338306,-64.0,-100.0,
338326,-63.0,-100.0,
338578,-63.0,-100.0,
338602,-62.0,-100.0,
338606,-62.0,-100.0,
338627,-60.0,-100.0,
338630,-60.0,-100.0,
338652,-58.0,-100.0,
338656,-58.0,-100.0,
338677,-57.0,-100.0,
338680,-57.0,-100.0,
338702,-56.0,-100.0,
340711,-56.0,-100.0,
340734,-55.0,-100.0,
340738,-55.0,-100.0,
340759,-54.0,-100.0,
340763,-54.0,-100.0,
340784,-52.0,-100.0,
340787,-52.0,-100.0,
340809,-51.0,-100.0,
340813,-51.0,-100.0,
340834,-49.0,-100.0,
343721,-49.0,-100.0,
343745,-48.0,-100.0,
343749,-48.0,-100.0,
343769,-46.0,-100.0,
343775,-46.0,-100.0,
343794,-44.0,-100.0,
343798,-44.0,-100.0,
343819,-43.0,-100.0,
346505,-43.0,-100.0,
346529,-42.0,-100.0,
346536,-42.0,-100.0,
346553,-40.0,-100.0,
346558,-40.0,-100.0,
346578,-38.0,-100.0,
346584,-38.0,-100.0,
346604,-37.0,-100.0,
346609,-37.0,-100.0,
346629,-35.0,-100.0,
347711,-35.0,-100.0,
347733,-33.0,-100.0,
347737,-33.0,-100.0,
347758,-32.0,-100.0,
347762,-32.0,-100.0,
347782,-30.0,-100.0,
347789,-30.0,-100.0,
347808,-29.0,-100.0,
348209,-29.0,-100.0,
348234,-28.0,-100.0,
348236,-28.0,-100.0,
348258,-26.0,-100.0,
348260,-26.0,-100.0,
348284,-24.0,-100.0,
348286,-24.0,-100.0,
348309,-23.0,-100.0,
348311,-23.0,-100.0,
348334,-22.0,-100.0,
348686,-22.0,-100.0,
348711,-21.0,-100.0,
348715,-21.0,-100.0,
348735,-20.0,-100.0,
348738,-20.0,-100.0,
348760,-18.0,-100.0,
349739,-18.0,-100.0,
349764,-17.0,-100.0,
349768,-17.0,-100.0,
349789,-16.0,-100.0,
349791,-16.0,-100.0,
349813,-14.0,-100.0,
349816,-14.0,-100.0,
349839,-12.0,-100.0,
349842,-12.0,-100.0,
349864,-11.0,-100.0,
357014,-11.0,-100.0,
357038,-10.0,-100.0,
357041,-10.0,-100.0,
357063,-9.0,-100.0,
357066,-9.0,-100.0,
357088,-7.0,-100.0,
357091,-7.0,-100.0,
357113,-6.0,-100.0,
357118,-6.0,-100.0,
357138,-4.0,-100.0,
357141,-4.0,-100.0,
357164,-3.0,-100.0,
362896,-3.0,-100.0,
362910,-3.0,-99.0,
362922,-3.0,-99.0,
362943,-3.0,-97.0,
362953,-3.0,-97.0,
362978,-3.0,-95.0,
362988,-3.0,-95.0,
362996,-3.0,-94.0,
363007,-3.0,-94.0,
363038,-3.0,-90.0,
363048,-3.0,-90.0,
363072,-3.0,-88.0,
363083,-3.0,-88.0,
363108,-3.0,-86.0,
363119,-3.0,-86.0,
363126,-3.0,-85.0,
363138,-3.0,-85.0,
363143,-3.0,-84.0,
363153,-3.0,-84.0,
363162,-3.0,-83.0,
363173,-3.0,-83.0,
363178,-3.0,-82.0,
363189,-3.0,-82.0,
363195,-3.0,-81.0,
363208,-3.0,-81.0,
363214,-3.0,-80.0,
363227,-3.0,-80.0,
363236,-3.0,-79.0,
363243,-3.0,-79.0,
363247,-3.0,-78.0,
363260,-3.0,-78.0,
363264,-3.0,-77.0,
363274,-3.0,-77.0,
363284,-3.0,-76.0,
363295,-3.0,-76.0,
363301,-3.0,-75.0,
363313,-3.0,-75.0,
363319,-3.0,-74.0,
363330,-3.0,-74.0,
363335,-3.0,-73.0,
363347,-3.0,-73.0,
363352,-3.0,-72.0,
363363,-3.0,-72.0,
363370,-3.0,-71.0,
363379,-3.0,-71.0,
363386,-3.0,-70.0,
363396,-3.0,-70.0,
363407,-3.0,-69.0,
363418,-3.0,-69.0,
363427,-3.0,-68.0,
363437,-3.0,-68.0,
363451,-3.0,-66.0,
363460,-3.0,-66.0,
363468,-3.0,-65.0,
363472,-3.0,-64.0,
363480,-3.0,-64.0,
363491,-3.0,-63.0,
363502,-3.0,-63.0,
363508,-3.0,-62.0,
363518,-3.0,-62.0,
363526,-3.0,-61.0,
363536,-3.0,-61.0,
363544,-3.0,-60.0,
363555,-3.0,-60.0,
363561,-3.0,-59.0,
363573,-3.0,-59.0,
363580,-3.0,-58.0,
363592,-3.0,-58.0,
363601,-3.0,-57.0,
363613,-3.0,-57.0,
363620,-3.0,-56.0,
363631,-3.0,-56.0,
363638,-3.0,-55.0,
363648,-3.0,-55.0,
363657,-3.0,-54.0,
363684,-3.0,-53.0,
363690,-3.0,-52.0,
363700,-3.0,-52.0,
363712,-3.0,-51.0,
363731,-3.0,-51.0,
363737,-3.0,-50.0,
363750,-3.0,-50.0,
363759,-3.0,-48.0,
363769,-3.0,-48.0,
363775,-3.0,-47.0,
363786,-3.0,-47.0,
363794,-3.0,-46.0,
363805,-3.0,-46.0,
363811,-3.0,-45.0,
363821,-3.0,-45.0,
363829,-3.0,-44.0,
363840,-3.0,-44.0,
363846,-3.0,-43.0,
363856,-3.0,-43.0,
363863,-3.0,-42.0,
363876,-3.0,-42.0,
363882,-3.0,-41.0,
363893,-3.0,-40.0,
363907,-3.0,-39.0,
363918,-3.0,-39.0,
363924,-3.0,-38.0,
363934,-3.0,-38.0,
363940,-3.0,-37.0,
363951,-3.0,-37.0,
363959,-3.0,-36.0,
363972,-3.0,-36.0,
363978,-3.0,-35.0,
363987,-3.0,-35.0,
363995,-3.0,-34.0,
364005,-3.0,-34.0,
364010,-3.0,-33.0,
364020,-3.0,-33.0,
364027,-3.0,-32.0,
364039,-3.0,-32.0,
364047,-3.0,-31.0,
364058,-3.0,-31.0,
364067,-3.0,-30.0,
364077,-3.0,-30.0,
364086,-3.0,-29.0,
364103,-3.0,-28.0,
364153,-3.0,-26.0,
364164,-3.0,-26.0,
364176,-3.0,-25.0,
364188,-3.0,-25.0,
364201,-3.0,-24.0,
364212,-3.0,-24.0,
364220,-3.0,-23.0,
364231,-3.0,-23.0,
364245,-3.0,-22.0,
364257,-3.0,-22.0,
364267,-3.0,-21.0,
364278,-3.0,-21.0,
364288,-3.0,-20.0,
364298,-3.0,-20.0,
364306,-3.0,-19.0,
364330,-3.0,-18.0,
364339,-3.0,-17.0,
364348,-3.0,-17.0,
364357,-3.0,-15.0,
364367,-3.0,-15.0,
364374,-3.0,-14.0,
364384,-3.0,-14.0,
364391,-3.0,-13.0,
364401,-3.0,-13.0,
364410,-3.0,-12.0,
364422,-3.0,-12.0,
364432,-3.0,-11.0,
364441,-3.0,-11.0,
364450,-3.0,-10.0,
364458,-3.0,-10.0,
364466,-3.0,-9.0,
364477,-3.0,-9.0,
364486,-3.0,-8.0,
364494,-3.0,-8.0,
364505,-3.0,-7.0,
364517,-3.0,-7.0,
364522,-3.0,-6.0,
364528,-3.0,-5.0,
364537,-3.0,-5.0,
364559,-3.0,-3.0,
364573,-3.0,-3.0,
364592,-3.0,-2.0,
364604,-3.0,-2.0,
364613,-3.0,-1.0,
364624,-3.0,-1.0,
364640,-3.0,0.0,
364651,-3.0,0.0,
364662,-3.0,1.0,
364673,-3.0,1.0,
364682,-3.0,2.0,
364693,-3.0,2.0,
364702,-3.0,3.0,
364715,-3.0,3.0,
364726,-3.0,4.0,
364739,-3.0,4.0,
364748,-3.0,5.0,
364813,-3.0,5.0,
364820,-3.0,6.0,
364856,-3.0,6.0,
364871,-3.0,7.0,
364896,-3.0,7.0,
364907,-3.0,8.0,
364919,-3.0,8.0,
364936,-3.0,9.0,
364945,-3.0,9.0,
364954,-3.0,10.0,
364969,-3.0,10.0,
364987,-3.0,11.0,
365017,-3.0,11.0,
365032,-3.0,12.0,
365073,-3.0,12.0,
365085,-3.0,13.0,
365103,-3.0,13.0,
365115,-3.0,14.0,
365125,-3.0,14.0,
365143,-3.0,15.0,
365151,-3.0,15.0,
365165,-3.0,17.0,
365172,-3.0,17.0,
365179,-3.0,18.0,
365191,-3.0,18.0,
365200,-3.0,19.0,
365210,-3.0,19.0,
365223,-3.0,20.0,
365232,-3.0,20.0,
365257,-3.0,21.0,
365291,-3.0,21.0,
365316,-3.0,22.0,
365460,-3.0,22.0,
365482,-3.0,23.0,
365500,-3.0,23.0,
365513,-3.0,24.0,
365530,-3.0,24.0,
365540,-3.0,25.0,
365551,-3.0,25.0,
365573,-3.0,26.0,
365586,-3.0,26.0,
365600,-3.0,27.0,
365608,-3.0,28.0,
365619,-3.0,28.0,
365630,-3.0,29.0,
365652,-3.0,29.0,
365671,-3.0,30.0,
365684,-3.0,30.0,
365698,-3.0,32.0,
365716,-3.0,32.0,
365728,-3.0,34.0,
365738,-3.0,34.0,
365749,-3.0,35.0,
365760,-3.0,35.0,
365767,-3.0,36.0,
365776,-3.0,36.0,
365786,-3.0,37.0,
365797,-3.0,37.0,
365802,-3.0,38.0,
365808,-3.0,39.0,
365817,-3.0,39.0,
365824,-3.0,40.0,
365837,-3.0,40.0,
365849,-3.0,41.0,
365861,-3.0,41.0,
365872,-3.0,42.0,
365885,-3.0,42.0,
365894,-3.0,43.0,
365906,-3.0,43.0,
365915,-3.0,44.0,
365931,-3.0,44.0,
365941,-3.0,45.0,
365952,-3.0,45.0,
365973,-3.0,46.0,
365983,-3.0,46.0,
365999,-3.0,47.0,
366022,-3.0,47.0,
366023,-3.0,49.0,
366034,-3.0,49.0,
366043,-3.0,50.0,
366068,-3.0,50.0,
366075,-3.0,51.0,
366088,-3.0,51.0,
366096,-3.0,52.0,
366106,-3.0,52.0,
366116,-3.0,53.0,
366127,-3.0,53.0,
366134,-3.0,54.0,
366147,-3.0,54.0,
366154,-3.0,55.0,
366165,-3.0,55.0,
366172,-3.0,56.0,
366184,-3.0,56.0,
366191,-3.0,57.0,
366202,-3.0,57.0,
366210,-3.0,58.0,
366224,-3.0,59.0,
366237,-3.0,60.0,
366248,-3.0,60.0,
366257,-3.0,61.0,
366270,-3.0,61.0,
366279,-3.0,62.0,
366293,-3.0,62.0,
366301,-3.0,63.0,
366314,-3.0,63.0,
366321,-3.0,64.0,
366335,-3.0,64.0,
366343,-3.0,65.0,
366356,-3.0,65.0,
366364,-3.0,66.0,
366377,-3.0,66.0,
366384,-3.0,67.0,
366392,-3.0,67.0,
366397,-3.3333333333333335,67.0,
366403,-3.6666666666666665,68.0,
366415,-4.0,68.0,
366417,-4.0,68.0,
366418,-4.0,68.5,
366426,-4.5,69.0,
366439,-5.0,69.0,
366443,-5.0,69.5,
366450,-5.666666666666667,70.0,
366463,-6.333333333333333,70.0,
366464,-7.0,70.66666666666667,
366468,-7.0,71.33333333333333,
366473,-7.666666666666667,72.0,
366485,-8.333333333333334,72.0,
366490,-9.0,72.5,
366493,-9.0,73.0,
366505,-9.333333333333334,73.0,
366512,-9.666666666666666,74.0,
366515,-10.0,74.0,
366526,-10.0,74.0,
366537,-10.0,75.0,
366548,-10.0,75.0,
366564,-10.0,76.0,
366576,-10.0,76.0,
366584,-10.0,77.0,
366596,-10.0,77.0,
366604,-10.0,78.0,
366617,-10.0,78.0,
366625,-10.0,79.0,
366640,-10.0,79.0,
366642,-10.0,79.5,
366647,-10.333333333333334,80.0,
366660,-10.666666666666666,81.0,
366666,-11.0,81.33333333333333,
366671,-11.0,81.66666666666667,
366673,-11.666666666666666,82.0,
366686,-12.333333333333334,82.0,
366690,-13.0,82.66666666666667,
366697,-13.0,83.33333333333333,
366699,-13.5,84.0,
366715,-14.0,84.0,
366716,-14.0,84.0,
366723,-14.0,84.5,
366724,-14.666666666666666,85.0,
366737,-15.333333333333334,85.0,
366741,-16.0,85.5,
366745,-16.0,86.0,
366760,-16.0,86.0,
366767,-16.0,87.0,
366781,-16.0,87.0,
366788,-16.0,88.0,
366799,-16.0,88.0,
366808,-16.0,89.0,
366820,-16.0,89.0,
366829,-16.0,90.0,
366840,-16.0,90.0,
366849,-16.0,91.0,
366862,-16.0,91.0,
366870,-16.0,92.0,
366893,-16.0,92.5,
366895,-16.333333333333332,93.0,
366906,-16.666666666666668,95.0,
366917,-17.0,95.0,
366921,-17.0,95.5,
366926,-17.666666666666668,96.0,
366939,-18.333333333333332,96.0,
366942,-19.0,96.33333333333333,
366948,-19.0,96.66666666666667,
366950,-19.666666666666668,97.0,
366961,-20.333333333333332,97.0,
366966,-21.0,97.5,
366968,-21.0,98.0,
366970,-21.0,98.0,
366982,-21.333333333333332,98.0,
366987,-21.666666666666668,99.0,
366992,-22.0,99.0,
366999,-22.0,99.0,
367006,-22.0,100.0,
368222,-22.0,100.0,
368246,-23.0,100.0,
368251,-23.0,100.0,
368272,-24.0,100.0,
368276,-24.0,100.0,
368295,-26.0,100.0,
368300,-26.0,100.0,
368321,-28.0,100.0,
368327,-28.0,100.0,
368346,-29.0,100.0,
368901,-29.0,100.0,
368949,-31.0,100.0,
368955,-31.0,100.0,
368973,-33.0,100.0,
368980,-33.0,100.0,
368998,-35.0,100.0,
369003,-35.0,100.0,
369023,-36.0,100.0,
369353,-36.0,100.0,
369375,-37.0,100.0,
369380,-37.0,100.0,
369399,-39.0,100.0,
369405,-39.0,100.0,
369425,-41.0,100.0,
369980,-41.0,100.0,
370002,-43.0,100.0,
370006,-43.0,100.0,
370026,-44.0,100.0,
370035,-44.0,100.0,
370052,-45.0,100.0,
370331,-45.0,100.0,
370353,-47.0,100.0,
370370,-47.0,100.0,
370403,-49.0,100.0,
370882,-49.0,100.0,
370905,-51.0,100.0,
370909,-51.0,100.0,
370929,-52.0,100.0,
370934,-52.0,100.0,
370954,-53.0,100.0,
371558,-53.0,100.0,
371582,-55.0,100.0,
371587,-55.0,100.0,
371606,-56.0,100.0,
371612,-56.0,100.0,
371631,-58.0,100.0,
371910,-58.0,100.0,
371933,-59.0,100.0,
371938,-59.0,100.0,
371957,-61.0,100.0,
371962,-61.0,100.0,
371983,-63.0,100.0,
372161,-63.0,100.0,
372184,-64.0,100.0,
372189,-64.0,100.0,
372208,-66.0,100.0,
372213,-66.0,100.0,
372234,-68.0,100.0,
372387,-68.0,100.0,
372410,-69.0,100.0,
372414,-69.0,100.0,
372434,-71.0,100.0,
372441,-71.0,100.0,
372459,-73.0,100.0,
372613,-73.0,100.0,
372636,-75.0,100.0,
372640,-75.0,100.0,
372660,-76.0,100.0,
372664,-76.0,100.0,
372686,-77.0,100.0,
372838,-77.0,100.0,
372862,-78.0,100.0,
372869,-78.0,100.0,
372886,-80.0,100.0,
372891,-80.0,100.0,
372912,-81.0,100.0,
372937,-81.0,100.0,
372954,-81.0,99.0,
372964,-81.0,99.0,
373012,-81.0,97.0,
373024,-81.0,97.0,
373056,-81.0,94.0,
373064,-81.0,94.0,
373066,-82.0,94.0,
373087,-83.0,93.0,
373091,-83.0,92.0,
373112,-84.0,92.0,
373118,-84.0,92.0,
