,ABIX4VABZUCW3,AN26GE0GN8DP0,AWE3BMS01D2F9
328681,-75.0,,
328697,-75.0,,
328714,-75.0,,
328732,-75.0,,
328748,-75.0,,
328764,-75.0,,
328781,-75.0,,
328800,-75.0,,
328816,-75.0,,
328848,-75.0,,
328865,-75.0,,
328881,-75.0,,
328898,-75.0,,
328914,-75.0,,
328931,-75.0,,
328948,-75.0,,
328964,-75.0,,
328981,-75.0,,
328997,-75.0,,
329015,-75.0,,
329031,-75.0,,
329048,-75.0,,
329065,-75.0,,
329081,-75.0,,
329097,-75.0,,
329115,-75.0,,
329147,-75.0,,
330449,-75.0,,
330466,-75.0,,
330499,-75.0,,
330516,-75.0,,
330532,-75.0,,
330549,-75.0,,
330565,-75.0,,
330582,-75.0,,
330615,-75.0,,
330632,-75.0,,
330648,-75.0,,
330665,-75.0,,
330682,-75.0,,
330699,-75.0,,
330715,-75.0,,
330731,-75.0,,
330748,-75.0,,
330765,-75.0,,
330782,-75.0,,
330798,-75.0,,
330815,-75.0,,
330832,-75.0,,
330848,-75.0,,
330865,-75.0,,
330882,-75.0,,
330898,-75.0,,
330915,-75.0,,
330932,-75.0,,
330949,-75.0,,
330965,-75.0,,
330982,-75.0,,
330999,-75.0,,
331015,-75.0,,
331032,-75.0,,
331048,-75.0,,
331065,-75.0,,
331068,-75.0,,
331069,-75.0,,98.0
331082,-75.0,,97.5
331089,-75.0,,97.0
331098,-75.0,,96.5
331107,-75.0,,96.0
331116,-75.0,,95.5
331125,-75.0,,95.0
331132,-75.0,,94.33333333333333
331149,-75.0,,93.66666666666667
331154,-75.0,,93.0
331165,-75.0,,92.33333333333333
331182,-75.0,,91.66666666666667
331189,-75.0,,91.0
331199,-75.0,,91.0
331215,-75.0,,91.0
331232,-75.0,,91.0
331249,-75.0,,91.0
331265,-75.0,,91.0
331268,-75.0,,91.0
331282,-75.0,,90.5
331283,-75.0,,90.0
331299,-75.0,,89.33333333333333
331315,-75.0,,88.66666666666667
331318,-75.0,,88.0
331334,-75.0,,87.5
331336,-75.0,,87.0
331349,-75.0,,86.5
331355,-75.0,,86.0
331366,-75.0,,85.33333333333333
331399,-75.0,,84.66666666666667
331405,-75.0,,84.0
331416,-75.0,,84.0
331432,-75.0,,84.0
331443,-75.0,,84.0
331449,-75.0,,83.5
331465,-75.0,,83.0
331466,-75.0,,82.66666666666667
331482,-75.0,,82.33333333333333
331486,-75.0,,82.0
331499,-75.0,,82.0
331502,-75.0,,82.0
331515,-75.0,,81.5
331520,-75.0,,81.0
331533,-75.0,,80.5
331536,-75.0,,80.0
331549,-75.0,,79.5
331560,-75.0,,79.0
331565,-75.0,,79.0
331582,-75.0,,79.0
331599,-75.0,,79.0
331616,-75.0,,79.0
331632,-75.0,,79.0
331641,-75.0,,79.0
331649,-75.0,,78.5
331661,-75.0,,78.0
331666,-75.0,,77.0
331682,-75.0,,76.0
331699,-75.0,,75.0
331716,-75.0,,74.5
331717,-75.0,,74.0
331732,-75.0,,73.5
331736,-75.0,,73.0
331749,-75.0,,73.0
331766,-75.0,,73.0
331782,-75.0,,73.0
331799,-75.0,,73.0
331816,-75.0,,73.0
331833,-75.0,,73.0
331839,-75.0,,73.0
331849,-75.0,,72.5
331856,-75.0,,72.0
331866,-75.0,,71.5
331874,-75.0,,71.0
331882,-75.0,,70.0
331899,-75.0,,69.5
331900,-75.0,,69.0
331917,-75.0,,68.5
331918,-75.0,,68.0
331932,-75.0,,68.0
331949,-75.0,,68.0
331966,-75.0,,68.0
331982,-75.0,,68.0
331999,-75.0,,68.0
332016,-75.0,,68.0
332021,-75.0,,68.0
332033,-75.0,,67.5
332042,-75.0,,67.0
332049,-75.0,,66.66666666666667
332065,-75.0,,66.33333333333333
332068,-75.0,,66.0
332083,-75.0,,65.0
332094,-75.0,,64.0
332099,-75.0,,63.0
332116,-75.0,,62.5
332117,-75.0,,62.0
332132,-75.0,,62.0
332149,-75.0,,62.0
332166,-75.0,,62.0
332183,-75.0,,62.0
332199,-75.0,,62.0
332204,-75.0,,62.0
332216,-75.0,,61.5
332226,-75.0,,61.0
332233,-75.0,,60.5
332243,-75.0,,60.0
332249,-75.0,,59.5
332257,-75.0,,59.0
332266,-75.0,,58.5
332277,-75.0,,58.0
332283,-75.0,,57.5
332292,-75.0,,57.0
332301,-75.0,,56.5
332310,-75.0,,56.0
332332,-75.0,,56.0
332366,-75.0,,56.0
332383,-75.0,,56.0
332399,-75.0,,56.0
332404,-75.0,,56.0
332416,-75.0,,55.5
332425,-75.0,,55.0
332433,-75.0,,55.0
332446,-75.0,,55.0
332449,-75.0,,54.5
332455,-75.0,,54.0
332466,-75.0,,53.5
332477,-75.0,,53.0
332482,-75.0,,52.5
332495,-75.0,,52.0
332499,-75.0,,52.0
332516,-75.0,,52.0
332533,-75.0,,52.0
332549,-75.0,,52.0
332566,-75.0,,52.0
332583,-75.0,,52.0
332586,-75.0,,52.0
332599,-75.0,,51.5
332605,-75.0,,51.0
332616,-75.0,,50.5
332621,-75.0,,50.0
332633,-75.0,,49.5
332639,-75.0,,49.0
332649,-75.0,,48.5
332655,-75.0,,48.0
332666,-75.0,,47.5
332674,-75.0,,47.0
332690,-75.0,,46.0
332786,-75.0,,46.0
332805,-75.0,,45.0
332821,-75.0,,45.0
332839,-75.0,,44.0
332857,-75.0,,44.0
332871,-75.0,,43.0
332891,-75.0,,42.0
332983,-75.0,,42.0
333003,-75.0,,41.0
333021,-75.0,,40.0
333035,-75.0,,39.0
333052,-75.0,,38.0
333070,-75.0,,37.0
333090,-75.0,,36.0
333183,-75.0,,36.0
333202,-75.0,,35.0
333235,-75.0,,33.0
333252,-75.0,,32.0
333269,-75.0,,31.0
333289,-75.0,,30.0
333384,-75.0,,30.0
333402,-75.0,,29.0
333418,-75.0,,28.0
333434,-75.0,,27.0
333451,-75.0,,26.0
333469,-75.0,,25.0
333488,-75.0,,24.0
333582,-75.0,,24.0
333600,-75.0,,23.0
333619,-75.0,,22.0
333635,-75.0,,21.0
333652,-75.0,,20.0
333669,-75.0,,19.0
333687,-75.0,,18.0
333771,-75.0,,18.0
333772,-75.0,100.0,18.0
333792,-75.0,99.5,18.0
333799,-75.0,99.0,17.5
333811,-75.0,99.0,17.0
333822,-75.0,99.0,16.0
333835,-75.0,99.0,15.0
333851,-75.0,99.0,14.0
333869,-75.0,99.0,13.0
333887,-75.0,99.0,12.0
333889,-75.0,99.0,12.0
333899,-75.0,98.0,12.0
333959,-75.0,98.0,12.0
333979,-75.0,97.0,12.0
334078,-75.0,97.0,12.0
334097,-75.0,96.0,12.0
334152,-75.0,96.0,12.0
334167,-75.0,95.0,12.0
334225,-75.0,95.0,12.0
334234,-75.0,95.0,11.0
334243,-75.0,95.0,10.5
334248,-75.0,94.5,10.0
334266,-75.0,94.0,9.0
334284,-75.0,94.0,8.0
334301,-75.0,94.0,7.0
334319,-75.0,94.0,5.0
334333,-75.0,94.0,5.0
334351,-75.0,93.0,5.0
334411,-75.0,93.0,5.0
334433,-75.0,92.0,5.0
334441,-75.0,92.0,5.0
334450,-75.0,92.0,4.0
334469,-75.0,92.0,3.0
334483,-75.0,92.0,2.0
334492,-75.0,92.0,1.5
334501,-75.0,91.5,1.0
334514,-75.0,91.0,0.5
334518,-75.0,91.0,0.0
334524,-75.0,91.0,-0.3333333333333333
334534,-76.0,91.0,-0.6666666666666666
334535,-76.0,91.0,-1.0
334543,-76.0,91.0,-1.0
334557,-76.0,90.5,-1.0
334563,-77.0,90.0,-1.0
334592,-78.0,90.0,-1.0
334617,-78.0,90.0,-1.0
334628,-78.5,90.0,-1.0
334640,-79.0,89.5,-1.0
334641,-79.5,89.0,-1.3333333333333333
334642,-80.0,89.0,-1.6666666666666665
334662,-80.0,89.0,-2.0
334665,-80.0,89.0,-2.0
334682,-80.0,89.0,-4.0
334702,-80.0,89.0,-5.0
334717,-80.0,88.5,-6.0
334721,-80.0,88.0,-6.5
334734,-80.0,88.0,-7.0
334745,-80.0,88.0,-7.0
334779,-81.0,88.0,-7.0
334780,-82.0,87.5,-7.0
334798,-82.0,87.0,-7.0
334830,-82.0,87.0,-7.0
334839,-82.5,87.0,-7.0
334844,-83.0,87.0,-7.5
334860,-83.0,87.0,-8.0
334865,-83.0,87.0,-9.0
334873,-83.0,87.0,-9.5
334882,-83.0,86.5,-10.0
334893,-83.0,86.0,-10.5
334898,-83.0,86.0,-11.0
334917,-83.0,86.0,-12.0
334925,-83.0,86.0,-12.333333333333334
334931,-83.0,85.66666666666667,-12.666666666666666
334935,-83.33333333333333,85.33333333333333,-13.0
334945,-83.66666666666667,85.0,-13.0
334950,-84.0,85.0,-13.0
334975,-84.0,85.0,-13.0
334989,-84.0,84.0,-13.0
335003,-84.0,84.0,-13.0
335040,-86.0,84.0,-13.0
335056,-86.0,84.0,-13.0
335057,-86.0,83.66666666666667,-13.0
335077,-86.0,83.33333333333333,-14.0
335078,-86.0,83.0,-14.5
335091,-86.0,83.0,-15.0
335098,-86.0,83.0,-16.0
335118,-86.0,83.0,-16.5
335122,-86.5,83.0,-17.0
335132,-87.0,83.0,-17.0
335146,-87.0,83.0,-17.0
335156,-87.0,82.5,-17.0
335163,-87.5,82.0,-17.0
335176,-88.0,82.0,-17.0
335228,-88.0,82.0,-17.0
335245,-88.0,81.0,-17.0
335273,-88.0,81.0,-17.0
335274,-88.0,80.5,-17.0
335293,-89.0,80.0,-17.0
335309,-90.0,80.0,-17.0
335324,-90.0,80.0,-17.0
335343,-90.0,79.0,-17.0
335368,-90.0,79.0,-17.0
335372,-90.0,79.0,-17.5
335387,-90.5,79.0,-18.0
335388,-91.0,79.0,-18.5
335403,-91.0,79.0,-19.0
335408,-91.0,79.0,-19.5
335420,-91.0,78.5,-20.0
335428,-91.0,78.0,-20.5
335438,-91.0,78.0,-21.0
335455,-91.0,78.0,-22.0
335473,-91.0,78.0,-23.0
335490,-91.0,78.0,-24.0
335505,-91.0,77.0,-24.0
335578,-91.0,77.0,-24.0
335602,-91.0,76.0,-24.0
335610,-91.0,76.0,-24.0
335639,-92.0,76.0,-24.0
335645,-93.0,76.0,-24.5
335660,-93.0,76.0,-25.0
335673,-93.0,76.0,-25.0
335676,-93.0,75.5,-25.0
335687,-93.0,75.0,-25.5
335689,-93.0,75.0,-26.0
335700,-93.0,75.0,-26.5
335707,-93.33333333333333,75.0,-27.0
335715,-93.66666666666667,75.0,-29.0
335720,-94.0,75.0,-29.5
335731,-94.0,75.0,-30.0
335754,-94.0,75.0,-30.0
335773,-94.0,74.0,-30.0
335836,-94.0,74.0,-30.0
335841,-94.0,74.0,-30.5
335857,-94.0,73.5,-31.0
335860,-94.0,73.0,-31.5
335872,-94.0,73.0,-32.0
335889,-94.0,73.0,-33.0
335907,-94.0,73.0,-34.0
335924,-94.0,73.0,-35.0
335941,-94.0,72.5,-36.0
335946,-94.0,72.0,-36.5
335948,-94.0,72.0,-37.0
336011,-94.0,72.0,-37.0
336034,-94.0,71.0,-37.0
336054,-94.0,71.0,-37.0
336073,-94.0,71.0,-38.0
336090,-94.0,71.0,-39.0
336105,-94.0,71.0,-39.5
336107,-94.0,70.5,-40.0
336122,-94.0,70.0,-40.5
336124,-94.0,70.0,-41.0
336141,-94.0,70.0,-42.0
336148,-94.0,70.0,-43.0
336194,-94.0,70.0,-43.0
336217,-94.0,69.0,-43.0
336253,-94.0,69.0,-43.0
336274,-94.0,69.0,-44.0
336284,-94.0,69.0,-44.5
336290,-94.0,68.5,-45.0
336305,-94.0,68.0,-46.0
336323,-94.0,68.0,-47.0
336341,-94.0,68.0,-48.0
336358,-94.0,68.0,-50.0
336371,-94.0,68.0,-50.0
336392,-94.0,67.0,-50.0
336424,-94.0,67.0,-50.0
336452,-94.0,66.5,-50.0
336453,-94.0,66.0,-50.25
336456,-94.0,66.0,-50.5
336467,-95.0,66.0,-50.75
336473,-95.0,66.0,-51.0
336480,-95.0,66.0,-51.5
336486,-95.0,65.66666666666667,-52.0
336492,-95.0,65.33333333333333,-52.333333333333336
336496,-95.33333333333333,65.0,-52.666666666666664
336504,-95.66666666666667,65.0,-53.0
336512,-96.0,65.0,-53.5
336524,-96.0,65.0,-54.0
336540,-96.0,65.0,-55.0
336541,-96.0,65.0,-55.5
336547,-97.0,65.0,-56.0
336554,-97.0,65.0,-56.5
336558,-97.33333333333333,65.0,-57.0
336561,-97.66666666666667,65.0,-57.0
336565,-98.0,64.5,-57.0
336578,-98.0,64.0,-57.0
336634,-98.0,64.0,-57.0
336647,-98.0,64.0,-57.5
336653,-98.0,63.5,-58.0
336665,-98.0,63.0,-58.5
336669,-98.0,63.0,-59.0
336687,-98.0,63.0,-60.0
336696,-98.0,63.0,-60.5
336704,-98.0,62.5,-61.0
336718,-98.0,62.0,-61.5
336722,-98.0,62.0,-62.0
336739,-98.0,62.0,-63.0
336745,-98.0,62.0,-63.5
336762,-98.0,61.5,-64.0
336766,-98.0,61.0,-64.0
336793,-98.0,61.0,-64.0
336808,-98.0,60.0,-64.0
336833,-98.0,60.0,-64.0
336851,-98.0,60.0,-65.0
336870,-98.0,60.0,-66.0
336879,-98.0,60.0,-66.5
336885,-98.0,59.5,-67.0
336897,-98.0,59.0,-67.5
336903,-98.0,59.0,-68.0
336921,-98.0,59.0,-69.0
336923,-98.0,59.0,-70.0
336938,-98.0,58.5,-71.0
336947,-98.0,58.0,-71.0
336977,-98.0,58.0,-71.0
336993,-98.0,57.0,-71.0
337016,-98.0,57.0,-71.0
337033,-98.0,57.0,-72.0
337050,-98.0,57.0,-73.0
337065,-98.0,57.0,-73.5
337068,-98.0,56.0,-74.0
337081,-98.0,55.0,-74.5
337085,-98.0,55.0,-75.0
337103,-98.0,55.0,-76.0
337120,-98.0,55.0,-77.0
337152,-98.0,55.0,-77.0
337167,-98.0,54.0,-77.0
337231,-98.0,54.0,-77.0
337251,-98.0,54.0,-78.0
337267,-98.0,54.0,-79.0
337286,-98.0,54.0,-80.0
337301,-98.0,54.0,-81.0
337314,-98.0,54.0,-81.5
337319,-98.0,53.666666666666664,-82.0
337336,-98.0,53.333333333333336,-83.0
337344,-98.0,53.0,-83.5
337373,-98.0,53.0,-84.0
337379,-98.0,53.0,-84.0
337395,-98.0,52.0,-84.0
337415,-98.0,52.0,-84.0
337436,-98.0,51.0,-84.0
337448,-98.0,51.0,-84.0
337466,-98.0,51.0,-84.5
337467,-98.0,50.5,-85.0
337483,-98.0,50.0,-85.5
337484,-98.0,50.0,-86.0
337500,-98.0,50.0,-87.0
337519,-98.0,50.0,-88.0
337527,-98.0,50.0,-88.5
337536,-98.0,49.5,-89.0
337542,-98.0,49.0,-89.5
337554,-98.0,49.0,-90.0
337563,-98.0,49.0,-90.33333333333333
337581,-98.0,48.0,-90.66666666666667
337589,-98.0,48.0,-91.0
337628,-98.0,48.0,-91.0
337653,-98.0,47.0,-91.0
337666,-98.0,47.0,-91.0
337683,-98.0,47.0,-92.0
337707,-98.0,47.0,-93.0
337718,-98.0,46.5,-94.0
337722,-98.0,46.0,-94.5
337736,-98.0,46.0,-95.0
337755,-98.0,46.0,-96.0
337771,-98.0,46.0,-96.5
337772,-98.0,45.5,-97.0
337791,-98.0,45.0,-97.5
337807,-98.0,45.0,-98.0
337813,-98.0,45.0,-98.0
337831,-98.0,44.0,-98.0
337853,-98.0,44.0,-98.0
337868,-98.0,43.0,-98.0
337914,-98.0,43.0,-98.0
337926,-98.0,42.0,-98.0
337977,-98.0,42.0,-98.0
337993,-98.0,41.0,-98.0
338043,-98.0,41.0,-98.0
338060,-98.0,40.0,-98.0
338083,-98.0,40.0,-98.0
338103,-98.0,39.0,-98.0
338121,-98.0,39.0,-98.0
338141,-98.0,38.0,-98.0
338184,-98.0,38.0,-98.0
338209,-98.0,37.0,-98.0
338254,-98.0,37.0,-98.0
338270,-98.0,36.0,-98.0
338322,-98.0,36.0,-98.0
338337,-98.0,35.0,-98.0
338389,-98.0,35.0,-98.0
338405,-98.0,34.0,-98.0
338455,-98.0,34.0,-98.0
338474,-98.0,33.0,-98.0
338493,-98.0,33.0,-98.0
338512,-98.0,32.0,-98.0
338534,-98.0,32.0,-98.0
338549,-98.0,31.0,-98.0
338571,-98.0,31.0,-98.0
338589,-98.0,30.0,-98.0
338644,-98.0,30.0,-98.0
338657,-98.0,29.0,-98.0
338684,-98.0,29.0,-98.0
338704,-98.0,28.0,-98.0
338750,-98.0,28.0,-98.0
338768,-98.0,27.0,-98.0
338820,-98.0,27.0,-98.0
338834,-98.0,26.0,-98.0
338882,-98.0,26.0,-98.0
338896,-98.0,25.0,-98.0
338916,-98.0,25.0,-98.0
338937,-98.0,24.0,-98.0
338986,-98.0,24.0,-98.0
339002,-98.0,22.0,-98.0
339053,-98.0,22.0,-98.0
339070,-98.0,21.0,-98.0
339131,-98.0,21.0,-98.0
339162,-98.0,20.0,-98.0
339224,-98.0,20.0,-98.0
339240,-98.0,19.0,-98.0
339258,-98.0,19.0,-98.0
339278,-98.0,18.0,-98.0
339302,-98.0,18.0,-98.0
339320,-98.0,17.0,-98.0
339376,-98.0,17.0,-98.0
339395,-98.0,16.0,-98.0
339442,-98.0,16.0,-98.0
339460,-98.0,15.0,-98.0
339506,-98.0,15.0,-98.0
339519,-98.0,14.0,-98.0
339578,-98.0,14.0,-98.0
339591,-98.0,13.0,-98.0
339619,-98.0,13.0,-98.0
339638,-98.0,12.0,-98.0
339690,-98.0,12.0,-98.0
339705,-98.0,11.0,-98.0
339754,-98.0,11.0,-98.0
339767,-98.0,10.0,-98.0
339825,-98.0,10.0,-98.0
339840,-98.0,9.0,-98.0
339856,-98.0,9.0,-98.0
339865,-98.0,9.0,-98.0
339872,-98.0,8.666666666666666,-98.0
339876,-98.0,8.333333333333334,-98.0
339882,-98.0,8.0,-98.0
339887,-98.0,8.0,-98.0
339890,-98.0,8.0,-98.0
339904,-98.0,8.0,-98.0
339907,-98.0,8.0,-98.0
339921,-98.0,8.0,-98.0
339922,-98.0,8.0,-98.0
339937,-98.0,8.0,-98.0
339939,-98.0,8.0,-98.0
339940,-98.0,7.666666666666667,-98.0
339954,-98.0,7.333333333333333,-98.0
339959,-98.0,7.0,-98.0
340026,-98.0,7.0,-98.0
340044,-98.0,6.0,-98.0
340094,-98.0,6.0,-98.0
340111,-98.0,5.0,-98.0
340137,-98.0,5.0,-98.0
340156,-98.0,4.0,-98.0
340179,-98.0,4.0,-98.0
340209,-98.0,3.0,-98.0
340235,-98.0,3.0,-98.0
340253,-98.0,2.0,-98.0
340307,-98.0,2.0,-98.0
340324,-98.0,1.0,-98.0
340375,-98.0,1.0,-98.0
340391,-98.0,0.0,-98.0
340450,-98.0,0.0,-98.0
340466,-98.0,-1.0,-98.0
340491,-98.0,-1.0,-98.0
340508,-98.0,-2.0,-98.0
340561,-98.0,-2.0,-98.0
340577,-98.0,-3.0,-98.0
340627,-98.0,-3.0,-98.0
340645,-98.0,-4.0,-98.0
340695,-98.0,-4.0,-98.0
340711,-98.0,-5.0,-98.0
340780,-98.0,-5.0,-98.0
340799,-98.0,-6.0,-98.0
340861,-98.0,-6.0,-98.0
340875,-98.0,-7.0,-98.0
340924,-98.0,-7.0,-98.0
340939,-98.0,-8.0,-98.0
340998,-98.0,-8.0,-98.0
341013,-98.0,-9.0,-98.0
341069,-98.0,-9.0,-98.0
341082,-98.0,-10.0,-98.0
341143,-98.0,-10.0,-98.0
341158,-98.0,-11.0,-98.0
341212,-98.0,-11.0,-98.0
341228,-98.0,-12.0,-98.0
341288,-98.0,-12.0,-98.0
341303,-98.0,-13.0,-98.0
341360,-98.0,-13.0,-98.0
341376,-98.0,-14.0,-98.0
341426,-98.0,-14.0,-98.0
341442,-98.0,-15.0,-98.0
341508,-98.0,-15.0,-98.0
341543,-98.0,-16.0,-98.0
341595,-98.0,-16.0,-98.0
341615,-98.0,-17.0,-98.0
341679,-98.0,-17.0,-98.0
341696,-98.0,-18.0,-98.0
341757,-98.0,-18.0,-98.0
341768,-98.0,-19.0,-98.0
341830,-98.0,-19.0,-98.0
341847,-98.0,-20.0,-98.0
341905,-98.0,-20.0,-98.0
341921,-98.0,-21.0,-98.0
341980,-98.0,-21.0,-98.0
341997,-98.0,-22.0,-98.0
342064,-98.0,-22.0,-98.0
342086,-98.0,-23.0,-98.0
342153,-98.0,-23.0,-98.0
342167,-98.0,-24.0,-98.0
342237,-98.0,-24.0,-98.0
342251,-98.0,-25.0,-98.0
342319,-98.0,-25.0,-98.0
342334,-98.0,-26.0,-98.0
342359,-98.0,-26.0,-98.0
342378,-98.0,-27.0,-98.0
342431,-98.0,-27.0,-98.0
342449,-98.0,-28.0,-98.0
342473,-98.0,-28.0,-98.0
342490,-98.0,-29.0,-98.0
342556,-98.0,-29.0,-98.0
342573,-98.0,-30.0,-98.0
342629,-98.0,-30.0,-98.0
342650,-98.0,-31.0,-98.0
342716,-98.0,-31.0,-98.0
342737,-98.0,-32.0,-98.0
342799,-98.0,-32.0,-98.0
342816,-98.0,-33.0,-98.0
342871,-98.0,-33.0,-98.0
342888,-98.0,-34.0,-98.0
342950,-98.0,-34.0,-98.0
342967,-98.0,-35.0,-98.0
342995,-98.0,-35.0,-98.0
343010,-98.0,-36.0,-98.0
343072,-98.0,-36.0,-98.0
343085,-98.0,-37.0,-98.0
343113,-98.0,-37.0,-98.0
343131,-98.0,-38.0,-98.0
343189,-98.0,-38.0,-98.0
343214,-98.0,-39.0,-98.0
343295,-98.0,-39.0,-98.0
343315,-98.0,-40.0,-98.0
343379,-98.0,-40.0,-98.0
343400,-98.0,-41.0,-98.0
343456,-98.0,-41.0,-98.0
343469,-98.0,-42.0,-98.0
343533,-98.0,-42.0,-98.0
343552,-98.0,-43.0,-98.0
343634,-98.0,-43.0,-98.0
343669,-98.0,-44.0,-98.0
343778,-98.0,-44.0,-98.0
343800,-98.0,-45.0,-98.0
343827,-98.0,-45.0,-98.0
343844,-98.0,-46.0,-98.0
343901,-98.0,-46.0,-98.0
343916,-98.0,-47.0,-98.0
343965,-98.0,-47.0,-98.0
343982,-98.0,-48.0,-98.0
344003,-98.0,-48.0,-98.0
344019,-98.0,-49.0,-98.0
344070,-98.0,-49.0,-98.0
344087,-98.0,-50.0,-98.0
344103,-98.0,-50.0,-98.0
344119,-98.0,-51.0,-98.0
344164,-98.0,-51.0,-98.0
344183,-98.0,-52.0,-98.0
344237,-98.0,-52.0,-98.0
344254,-98.0,-53.0,-98.0
344306,-98.0,-53.0,-98.0
344331,-98.0,-54.0,-98.0
344387,-98.0,-54.0,-98.0
344402,-98.0,-55.0,-98.0
344451,-98.0,-55.0,-98.0
344466,-98.0,-56.0,-98.0
344509,-98.0,-56.0,-98.0
344521,-98.0,-56.5,-98.0
344528,-98.0,-57.0,-98.0
344537,-98.0,-57.0,-98.0
344540,-98.0,-57.0,-98.0
344552,-98.0,-57.0,-98.0
344555,-98.0,-57.0,-98.0
344569,-98.0,-57.0,-98.0
344572,-98.0,-57.0,-98.0
344579,-98.0,-57.0,-98.0
344586,-98.0,-57.333333333333336,-98.0
344589,-98.0,-57.666666666666664,-98.0
344590,-98.0,-58.0,-98.0
344602,-98.0,-58.0,-98.0
344605,-98.0,-58.0,-98.0
344619,-98.0,-58.0,-98.0
344623,-98.0,-58.0,-98.0
344636,-98.0,-58.0,-98.0
344643,-98.0,-58.0,-98.0
344659,-98.0,-59.0,-98.0
344714,-98.0,-59.0,-98.0
344738,-98.0,-60.0,-98.0
344785,-98.0,-60.0,-98.0
344800,-98.0,-61.0,-98.0
344856,-98.0,-61.0,-98.0
344872,-98.0,-62.0,-98.0
344895,-98.0,-62.0,-98.0
344915,-98.0,-63.0,-98.0
344967,-98.0,-63.0,-98.0
344983,-98.0,-64.0,-98.0
345035,-98.0,-64.0,-98.0
345052,-98.0,-65.0,-98.0
345098,-98.0,-65.0,-98.0
345111,-98.0,-66.0,-98.0
345171,-98.0,-66.0,-98.0
345198,-98.0,-67.0,-98.0
345257,-98.0,-67.0,-98.0
345285,-98.0,-68.0,-98.0
345333,-98.0,-68.0,-98.0
345350,-98.0,-69.0,-98.0
345399,-98.0,-69.0,-98.0
345412,-98.0,-70.0,-98.0
345433,-98.0,-70.0,-98.0
345451,-98.0,-72.0,-98.0
345503,-98.0,-72.0,-98.0
345518,-98.0,-73.0,-98.0
345574,-98.0,-73.0,-98.0
345588,-98.0,-74.0,-98.0
345636,-98.0,-74.0,-98.0
345653,-98.0,-75.0,-98.0
345708,-98.0,-75.0,-98.0
345725,-98.0,-76.0,-98.0
345773,-98.0,-76.0,-98.0
345802,-98.0,-77.0,-98.0
345854,-98.0,-77.0,-98.0
345870,-98.0,-78.0,-98.0
345892,-98.0,-78.0,-98.0
345923,-98.0,-79.0,-98.0
345980,-98.0,-79.0,-98.0
345997,-98.0,-80.0,-98.0
346018,-98.0,-80.0,-98.0
346039,-98.0,-81.0,-98.0
346093,-98.0,-81.0,-98.0
346109,-98.0,-82.0,-98.0
346179,-98.0,-82.0,-98.0
346203,-98.0,-83.0,-98.0
346267,-98.0,-83.0,-98.0
346281,-98.0,-84.0,-98.0
346341,-98.0,-84.0,-98.0
346356,-98.0,-85.0,-98.0
346408,-98.0,-85.0,-98.0
346426,-98.0,-86.0,-98.0
346489,-98.0,-86.0,-98.0
346502,-98.0,-88.0,-98.0
346604,-98.0,-88.0,-98.0
346625,-98.0,-90.0,-98.0
346682,-98.0,-90.0,-98.0
346696,-98.0,-91.0,-98.0
346754,-98.0,-91.0,-98.0
346767,-98.0,-92.0,-98.0
346791,-98.0,-92.0,-98.0
346826,-98.0,-93.0,-98.0
346851,-98.0,-93.0,-98.0
346866,-98.0,-94.0,-98.0
346924,-98.0,-94.0,-98.0
346940,-98.0,-95.0,-98.0
347002,-98.0,-95.0,-98.0
347016,-98.0,-96.0,-98.0
347073,-98.0,-96.0,-98.0
347090,-98.0,-97.0,-98.0
347141,-98.0,-97.0,-98.0
347158,-98.0,-98.0,-98.0
347216,-98.0,-98.0,-98.0
347241,-98.0,-99.0,-98.0
353550,-98.0,-99.0,-98.0
353566,-98.0,-99.0,-98.0
353569,-98.0,-99.0,-98.0
353583,-98.0,-99.0,-98.0
353585,-98.0,-99.0,-98.0
353599,-98.0,-99.0,-98.0
353601,-98.0,-99.0,-98.0
353616,-98.0,-99.0,-98.0
353620,-98.0,-99.0,-98.0
353633,-98.0,-99.0,-98.0
353636,-98.0,-99.0,-98.0
353649,-98.0,-99.0,-98.0
353652,-98.0,-99.0,-98.0
353666,-98.0,-99.0,-98.0
353668,-98.0,-99.0,-98.0
353683,-98.0,-99.0,-98.0
353687,-98.0,-99.0,-98.0
353700,-98.0,-99.0,-98.0
354133,-98.0,-99.0,-98.0
354150,-98.0,-99.0,-98.0
354153,-98.0,-99.0,-98.0
354166,-98.0,-99.0,-98.0
354167,-98.0,-99.0,-98.0
354183,-98.0,-99.0,-98.0
354186,-98.0,-99.0,-98.0
354199,-98.0,-99.0,-98.0
354202,-98.0,-99.0,-98.0
354216,-98.0,-99.0,-98.0
354219,-98.0,-99.0,-98.0
354232,-98.0,-99.0,-98.0
354234,-98.0,-99.0,-98.0
354250,-98.0,-99.0,-98.0
354257,-98.0,-99.0,-98.0
354266,-98.0,-99.0,-98.0
363397,-98.0,-99.0,-98.0
363413,-98.0,-99.0,-98.0
363416,-98.0,-99.0,-98.0
363430,-98.0,-99.0,-98.0
363433,-98.0,-99.0,-98.0
363446,-98.0,-99.0,-98.0
363449,-98.0,-99.0,-98.0
363463,-98.0,-99.0,-98.0
363465,-98.0,-99.0,-98.0
363479,-98.0,-99.0,-98.0
363483,-98.0,-99.0,-98.0
363496,-98.0,-99.0,-98.0
363499,-98.0,-99.0,-98.0
363513,-98.0,-99.0,-98.0
363515,-98.0,-99.0,-98.0
