,AOEGJLWFISOZQ,AJE5OG666CBAC,ACOUEGRDJO7B6,A2LV5432PV1S3
198492,-100.0,,-100.0,-100.0
198521,-100.0,,-100.0,-100.0
198532,-100.0,,-100.0,-100.0
198577,-100.0,,-100.0,-100.0
198584,-100.0,,-100.0,-100.0
198603,-100.0,,-100.0,-100.0
198622,-100.0,,-100.0,-100.0
198632,-100.0,,-100.0,-100.0
198645,-100.0,,-100.0,-100.0
198659,-100.0,,-100.0,-100.0
198676,-100.0,,-100.0,-100.0
198682,-100.0,,-100.0,-100.0
198695,-100.0,,-100.0,-100.0
198720,-100.0,,-100.0,-100.0
198738,-100.0,,-100.0,-100.0
198760,-100.0,,-100.0,-100.0
198772,-100.0,,-100.0,-100.0
198778,-100.0,,-100.0,-100.0
198790,-100.0,,-100.0,-100.0
198812,-100.0,,-100.0,-100.0
198820,-100.0,,-100.0,-100.0
198841,-100.0,,-100.0,-100.0
198855,-100.0,,-100.0,-100.0
198870,-100.0,,-100.0,-100.0
198881,-100.0,,-100.0,-100.0
198900,-100.0,,-100.0,-100.0
198912,-100.0,,-100.0,-100.0
198950,-100.0,,-100.0,-100.0
198962,-100.0,,-100.0,-100.0
198984,-100.0,,-100.0,-100.0
198994,-100.0,,-100.0,-100.0
199020,-100.0,,-100.0,-100.0
199030,-100.0,,-100.0,-100.0
199080,-100.0,,-100.0,-100.0
199089,-100.0,,-100.0,-100.0
199106,-100.0,,-100.0,-100.0
199115,-100.0,,-100.0,-100.0
199136,-100.0,,-100.0,-100.0
199146,-100.0,,-100.0,-100.0
199150,-100.0,,-100.0,-100.0
199160,-100.0,,-100.0,-100.0
199166,-100.0,,-100.0,-100.0
199176,-100.0,,-100.0,-100.0
199184,-100.0,,-100.0,-100.0
199194,-100.0,,-100.0,-100.0
199199,-100.0,,-100.0,-100.0
199211,-100.0,,-100.0,-100.0
200797,-100.0,,-100.0,-100.0
200817,-100.0,,-100.0,-100.0
200866,-100.0,,-100.0,-100.0
200882,-100.0,,-100.0,-100.0
200914,-100.0,,-100.0,-100.0
200930,-100.0,,-100.0,-100.0
200951,-100.0,,-100.0,-100.0
203715,-100.0,,-100.0,-100.0
203732,-100.0,,-100.0,-100.0
203764,-100.0,,-100.0,-100.0
203780,-100.0,,-100.0,-100.0
203796,-100.0,,-100.0,-100.0
203832,-100.0,,-100.0,-100.0
203864,-100.0,,-100.0,-100.0
214315,-100.0,,-100.0,-100.0
214331,-100.0,,-100.0,-100.0
214333,-100.0,,-100.0,-100.0
214355,-100.0,,-100.0,-100.0
214358,-100.0,,-100.0,-100.0
214370,-100.0,,-100.0,-100.0
214373,-100.0,,-100.0,-100.0
214386,-100.0,,-100.0,-100.0
214389,-100.0,,-100.0,-100.0
214401,-100.0,,-100.0,-100.0
216307,-100.0,,-100.0,-100.0
216309,-100.0,,-100.0,-100.0
216322,-100.0,,-100.0,-100.0
216324,-100.0,,-100.0,-100.0
216327,-100.0,,-100.0,-100.0
216338,-100.0,,-100.0,-100.0
216341,-100.0,,-100.0,-100.0
216353,-100.0,,-100.0,-100.0
216354,-100.0,,-100.0,-100.0
216356,-100.0,,-100.0,-100.0
216365,-100.0,,-100.0,-100.0
216368,-100.0,,-100.0,-100.0
216370,-100.0,,-100.0,-100.0
216382,-100.0,,-100.0,-100.0
216383,-100.0,,-100.0,-100.0
216385,-100.0,,-100.0,-100.0
216399,-100.0,,-100.0,-100.0
216402,-100.0,,-100.0,-100.0
216403,-100.0,,-100.0,-100.0
216414,-100.0,,-100.0,-100.0
216417,-100.0,,-100.0,-100.0
216425,-100.0,,-100.0,-100.0
216438,-100.0,,-100.0,-100.0
216439,-100.0,,-100.0,-100.0
216442,-100.0,,-100.0,-100.0
216457,-100.0,,-100.0,-100.0
216458,-100.0,,-100.0,-100.0
216472,-100.0,,-100.0,-100.0
216481,-100.0,,-100.0,-100.0
216499,-100.0,,-100.0,-100.0
216521,-100.0,,-100.0,-100.0
216527,-100.0,,-100.0,-100.0
216532,-100.0,,-99.5,-100.0
216543,-100.0,,-99.0,-100.0
216545,-100.0,,-99.0,-100.0
216559,-100.0,,-98.0,-100.0
216560,-100.0,,-98.0,-100.0
216561,-100.0,,-98.0,-100.0
216576,-100.0,,-97.0,-100.0
216577,-100.0,,-97.0,-100.0
216583,-100.0,,-96.5,-100.0
216593,-100.0,,-96.0,-100.0
216594,-100.0,,-96.0,-100.0
216607,-100.0,,-95.5,-100.0
216609,-100.0,,-95.0,-100.0
216611,-100.0,,-95.0,-100.0
216616,-100.0,,-94.5,-100.0
216626,-100.0,,-94.0,-100.0
216628,-100.0,,-94.0,-100.0
216643,-100.0,,-93.0,-100.0
216644,-100.0,,-93.0,-100.0
216659,-100.0,,-93.0,-100.0
216692,-100.0,,-93.0,-100.0
216713,-100.0,,-93.0,-100.0
216719,-100.0,,-93.0,-100.0
216735,-100.0,,-93.0,-100.0
216769,-100.0,,-93.0,-100.0
216782,-100.0,,-93.0,-100.0
216809,-100.0,,-93.0,-100.0
216830,-100.0,,-93.0,-100.0
216875,-100.0,,-93.0,-100.0
216883,-100.0,,-93.0,-100.0
216898,-100.0,,-93.0,-100.0
216906,-100.0,,-93.0,-100.0
216915,-100.0,,-93.0,-100.0
216918,-100.0,,-93.0,-100.0
216945,-100.0,,-93.0,-100.0
216964,-100.0,,-93.0,-100.0
216965,-100.0,,-93.0,-100.0
216996,-100.0,,-93.0,-100.0
216998,-100.0,,-93.0,-100.0
217005,-100.0,,-93.0,-100.0
217008,-100.0,,-93.0,-100.0
217013,-100.0,,-93.0,-100.0
217018,-100.0,,-93.0,-100.0
217021,-100.0,,-93.0,-100.0
217033,-100.0,,-93.0,-100.0
217036,-100.0,,-93.0,-100.0
217043,-100.0,,-93.0,-100.0
217046,-100.0,,-93.0,-100.0
217049,-100.0,,-93.0,-100.0
217051,-100.0,,-93.0,-100.0
217062,-100.0,,-93.0,-100.0
217064,-100.0,,-93.0,-100.0
217067,-100.0,,-93.0,-100.0
217080,-100.0,,-93.0,-100.0
217089,-100.0,,-93.0,-100.0
217098,-100.0,,-93.0,-100.0
217112,-100.0,,-93.0,-100.0
217131,-100.0,,-93.0,-100.0
217143,-100.0,,-93.0,-100.0
217162,-100.0,,-93.0,-100.0
217182,-100.0,,-93.0,-100.0
217212,-100.0,,-93.0,-100.0
217231,-100.0,,-93.0,-100.0
217251,-100.0,,-93.0,-100.0
217265,-100.0,,-93.0,-100.0
217289,-100.0,,-93.0,-100.0
217290,-100.0,,-93.0,-100.0
217304,-100.0,,-93.0,-100.0
217322,-100.0,,-93.0,-100.0
217327,-100.0,,-93.0,-100.0
217334,-100.0,,-93.0,-100.0
217357,-100.0,,-93.0,-100.0
217361,-100.0,,-93.0,-100.0
217371,-100.0,,-93.0,-100.0
217400,-100.0,,-93.0,-100.0
217412,-100.0,,-93.0,-100.0
217419,-100.0,,-93.0,-100.0
217435,-100.0,,-93.0,-100.0
217452,-100.0,,-93.0,-100.0
217469,-100.0,,-93.0,-100.0
217484,-100.0,,-93.0,-100.0
217492,-100.0,,-93.0,-100.0
217508,-100.0,,-93.0,-100.0
217520,-100.0,,-93.0,-100.0
217535,-100.0,,-93.0,-100.0
217549,-100.0,,-93.0,-100.0
217560,-100.0,,-93.0,-100.0
217563,-100.0,,-92.5,-100.0
217576,-100.0,,-92.0,-100.0
217578,-100.0,,-92.0,-100.0
217581,-100.0,,-91.5,-100.0
217593,-100.0,,-91.0,-100.0
217594,-100.0,,-91.0,-100.0
217598,-100.0,,-90.5,-100.0
217609,-100.0,,-90.0,-100.0
217610,-100.0,,-90.0,-100.0
217613,-100.0,,-89.5,-100.0
217625,-100.0,,-89.0,-100.0
217627,-100.0,,-89.0,-100.0
217631,-100.0,,-88.66666666666667,-100.0
217635,-100.0,,-88.33333333333333,-100.0
217643,-100.0,,-88.0,-100.0
217650,-100.0,,-88.0,-100.0
217659,-100.0,,-88.0,-100.0
217685,-100.0,,-88.0,-100.0
217700,-100.0,,-88.0,-100.0
217722,-100.0,,-88.0,-100.0
217737,-100.0,,-88.0,-100.0
217756,-100.0,,-88.0,-100.0
217775,-100.0,,-88.0,-100.0
217796,-100.0,,-88.0,-100.0
217816,-100.0,,-88.0,-100.0
217829,-100.0,,-88.0,-100.0
217842,-100.0,,-88.0,-100.0
217859,-100.0,,-88.0,-100.0
217861,-100.0,,-88.0,-100.0
217869,-100.0,,-88.0,-100.0
217886,-100.0,,-88.0,-100.0
217910,-100.0,,-88.0,-100.0
217920,-100.0,,-88.0,-100.0
217928,-100.0,,-88.0,-100.0
217937,-100.0,,-88.0,-100.0
217951,-100.0,,-88.0,-100.0
217962,-100.0,,-88.0,-100.0
217965,-100.0,,-88.0,-100.0
217984,-100.0,,-88.0,-100.0
217985,-100.0,,-88.0,-100.0
218000,-100.0,,-88.0,-100.0
218014,-100.0,,-88.0,-100.0
218022,-100.0,,-88.0,-100.0
218032,-100.0,,-88.0,-100.0
218039,-100.0,,-88.0,-100.0
218057,-100.0,,-88.0,-100.0
218074,-100.0,,-88.0,-100.0
218075,-100.0,,-88.0,-100.0
218094,-100.0,,-88.0,-100.0
218110,-100.0,,-88.0,-100.0
218126,-100.0,,-88.0,-100.0
218130,-100.0,,-88.0,-100.0
218135,-100.0,,-88.0,-100.0
218149,-100.0,,-88.0,-100.0
218150,-100.0,,-88.0,-100.0
218165,-100.0,,-88.0,-100.0
218167,-100.0,,-88.0,-100.0
218177,-100.0,,-88.0,-100.0
218181,-100.0,,-88.0,-100.0
218197,-100.0,,-88.0,-100.0
218205,-100.0,,-88.0,-100.0
218206,-100.0,,-88.0,-100.0
218211,-100.0,,-88.0,-100.0
218221,-100.0,,-88.0,-100.0
218241,-100.0,,-88.0,-100.0
218243,-100.0,,-88.0,-100.0
218254,-100.0,,-88.0,-100.0
218259,-100.0,,-88.0,-100.0
218271,-100.0,,-88.0,-100.0
218282,-100.0,,-88.0,-100.0
218296,-100.0,,-88.0,-100.0
218312,-100.0,,-88.0,-100.0
218324,-100.0,,-88.0,-100.0
218327,-100.0,,-88.0,-100.0
218339,-100.0,,-88.0,-100.0
218363,-100.0,,-88.0,-100.0
218376,-100.0,,-88.0,-100.0
218417,-100.0,,-88.0,-100.0
218425,-100.0,,-88.0,-100.0
218428,-100.0,,-88.0,-100.0
218437,-100.0,,-88.0,-100.0
218459,-100.0,,-88.0,-100.0
218470,-100.0,,-88.0,-100.0
218477,-100.0,,-88.0,-100.0
218488,-100.0,,-88.0,-100.0
218494,-100.0,,-88.0,-100.0
218506,-100.0,,-88.0,-100.0
218512,-100.0,,-88.0,-100.0
218525,-100.0,,-88.0,-100.0
218529,-100.0,,-88.0,-100.0
218537,-100.0,,-88.0,-100.0
218543,-100.0,,-88.0,-100.0
218556,-100.0,,-88.0,-100.0
218566,-100.0,,-88.0,-100.0
218587,-100.0,,-88.0,-100.0
218590,-100.0,,-88.0,-100.0
218597,-100.0,,-88.0,-100.0
218612,-100.0,,-88.0,-100.0
218627,-100.0,,-88.0,-100.0
218659,-100.0,,-88.0,-100.0
218678,-100.0,,-88.0,-100.0
218684,-100.0,,-88.0,-100.0
218692,-100.0,,-88.0,-100.0
218710,-100.0,,-88.0,-100.0
218722,-100.0,,-88.0,-100.0
218727,-100.0,,-88.0,-100.0
218739,-100.0,,-88.0,-100.0
218743,-100.0,,-88.0,-100.0
218754,-100.0,,-88.0,-100.0
218759,-100.0,,-88.0,-100.0
218771,-100.0,,-88.0,-100.0
218777,-100.0,,-88.0,-100.0
218787,-100.0,,-88.0,-100.0
218791,-100.0,,-88.0,-100.0
218804,-100.0,,-88.0,-100.0
218808,-100.0,,-88.0,-100.0
218822,-100.0,,-88.0,-100.0
218827,-100.0,,-88.0,-100.0
218838,-100.0,,-88.0,-100.0
218844,-100.0,,-88.0,-100.0
218860,-100.0,,-88.0,-100.0
218875,-100.0,,-88.0,-100.0
218886,-100.0,,-88.0,-100.0
218905,-100.0,,-88.0,-100.0
218923,-100.0,,-88.0,-100.0
218929,-100.0,,-88.0,-100.0
218936,-100.0,,-88.0,-100.0
218944,-100.0,,-88.0,-100.0
218956,-100.0,,-88.0,-100.0
218988,-100.0,,-88.0,-100.0
218994,-100.0,,-88.0,-100.0
219007,-100.0,,-88.0,-100.0
219020,-100.0,,-88.0,-100.0
219025,-100.0,,-88.0,-100.0
219037,-100.0,,-88.0,-100.0
219055,-100.0,,-88.0,-100.0
219070,-100.0,,-88.0,-100.0
219075,-100.0,,-88.0,-100.0
219086,-100.0,,-88.0,-100.0
219092,-100.0,,-88.0,-100.0
219104,-100.0,,-88.0,-100.0
219111,-100.0,,-88.0,-100.0
219124,-100.0,,-88.0,-100.0
219127,-100.0,,-88.0,-100.0
219138,-100.0,,-88.0,-100.0
219143,-100.0,,-88.0,-100.0
219164,-100.0,,-88.0,-100.0
219176,-100.0,,-88.0,-100.0
219196,-100.0,,-88.0,-100.0
219212,-100.0,,-88.0,-100.0
219228,-100.0,,-88.0,-100.0
219283,-100.0,,-88.0,-100.0
219294,-100.0,,-88.0,-100.0
219313,-100.0,,-88.0,-100.0
219325,-100.0,,-88.0,-100.0
219338,-100.0,,-88.0,-100.0
219355,-100.0,,-88.0,-100.0
219382,-100.0,,-88.0,-100.0
219393,-100.0,,-88.0,-100.0
219414,-100.0,,-88.0,-100.0
219436,-100.0,,-88.0,-100.0
219463,-100.0,,-88.0,-100.0
219471,-100.0,,-88.0,-100.0
219497,-100.0,,-88.0,-100.0
219511,-100.0,,-88.0,-100.0
219576,-100.0,,-88.0,-100.0
219586,-100.0,,-88.0,-100.0
219590,-100.0,,-88.0,-100.0
219604,-100.0,,-88.0,-100.0
219611,-100.0,,-88.0,-100.0
219619,-100.0,,-88.0,-100.0
219625,-100.0,,-88.0,-100.0
219638,-100.0,,-88.0,-100.0
219656,-100.0,,-88.0,-100.0
219670,-100.0,,-88.0,-100.0
219674,-100.0,,-88.0,-100.0
219688,-100.0,,-88.0,-100.0
219694,-100.0,,-88.0,-100.0
219702,-100.0,,-88.0,-100.0
219707,-100.0,,-88.0,-100.0
219718,-100.0,,-88.0,-100.0
219723,-100.0,,-88.0,-100.0
219734,-100.0,,-88.0,-100.0
219738,-100.0,,-88.0,-100.0
219754,-100.0,,-88.0,-100.0
219759,-100.0,,-88.0,-100.0
219771,-100.0,,-88.0,-100.0
219776,-100.0,,-88.0,-100.0
219788,-100.0,,-88.0,-100.0
219795,-100.0,,-88.0,-100.0
219810,-100.0,,-88.0,-100.0
219821,-100.0,,-88.0,-100.0
219834,-100.0,,-88.0,-100.0
219840,-100.0,,-88.0,-100.0
219854,-100.0,,-88.0,-100.0
219859,-100.0,,-88.0,-100.0
219870,-100.0,,-88.0,-100.0
219875,-100.0,,-88.0,-100.0
219887,-100.0,,-88.0,-100.0
219908,-100.0,,-88.0,-100.0
219918,-100.0,,-88.0,-100.0
219923,-100.0,,-88.0,-100.0
219934,-100.0,,-88.0,-100.0
219939,-100.0,,-88.0,-100.0
219954,-100.0,,-88.0,-100.0
219958,-100.0,,-88.0,-100.0
219970,-100.0,,-88.0,-100.0
219976,-100.0,,-88.0,-100.0
219986,-100.0,,-88.0,-100.0
219990,-100.0,,-88.0,-100.0
220002,-100.0,,-88.0,-100.0
220006,-100.0,,-88.0,-100.0
220018,-100.0,,-88.0,-100.0
220037,-100.0,,-88.0,-100.0
220054,-100.0,,-88.0,-100.0
220059,-100.0,,-88.0,-100.0
220070,-100.0,,-88.0,-100.0
220074,-100.0,,-88.0,-100.0
220086,-100.0,,-88.0,-100.0
220090,-100.0,,-88.0,-100.0
220102,-100.0,,-88.0,-100.0
220108,-100.0,,-88.0,-100.0
220119,-100.0,,-88.0,-100.0
220123,-100.0,,-88.0,-100.0
220135,-100.0,,-88.0,-100.0
220157,-100.0,,-88.0,-100.0
220181,-100.0,,-88.0,-100.0
220196,-100.0,,-88.0,-100.0
220202,-100.0,,-88.0,-100.0
220206,-100.0,,-88.0,-100.0
220218,-100.0,,-88.0,-100.0
220223,-100.0,,-88.0,-100.0
220235,-100.0,,-88.0,-100.0
220241,-100.0,,-88.0,-100.0
220253,-100.0,,-88.0,-100.0
220256,-100.0,,-88.0,-100.0
220270,-100.0,,-88.0,-100.0
220277,-100.0,,-88.0,-100.0
220286,-100.0,,-88.0,-100.0
220291,-100.0,,-88.0,-100.0
220302,-100.0,,-88.0,-100.0
220306,-100.0,,-88.0,-100.0
220318,-100.0,,-88.0,-100.0
220324,-100.0,,-88.0,-100.0
220335,-100.0,,-88.0,-100.0
220339,-100.0,,-88.0,-100.0
220351,-100.0,,-88.0,-100.0
220358,-100.0,,-88.0,-100.0
220370,-100.0,,-88.0,-100.0
220374,-100.0,,-88.0,-100.0
220386,-100.0,,-88.0,-100.0
220390,-100.0,,-88.0,-100.0
220407,-100.0,,-88.0,-100.0
220423,-100.0,,-88.0,-100.0
220434,-100.0,,-88.0,-100.0
220439,-100.0,,-88.0,-100.0
220452,-100.0,,-88.0,-100.0
220456,-100.0,,-88.0,-100.0
220470,-100.0,,-88.0,-100.0
220475,-100.0,,-88.0,-100.0
220486,-100.0,,-88.0,-100.0
220491,-100.0,,-88.0,-100.0
220502,-100.0,,-88.0,-100.0
220507,-100.0,,-88.0,-100.0
220518,-100.0,,-88.0,-100.0
220524,-100.0,,-88.0,-100.0
220534,-100.0,,-88.0,-100.0
220538,-100.0,,-88.0,-100.0
220551,-100.0,,-88.0,-100.0
220555,-100.0,,-88.0,-100.0
220570,-100.0,,-88.0,-100.0
220576,-100.0,,-88.0,-100.0
220587,-100.0,,-88.0,-100.0
220610,-100.0,,-88.0,-100.0
220617,-100.0,,-88.0,-100.0
220623,-100.0,,-88.0,-100.0
220634,-100.0,,-88.0,-100.0
220640,-100.0,,-88.0,-100.0
220652,-100.0,,-88.0,-100.0
220727,-100.0,,-88.0,-100.0
220749,-100.0,,-88.0,-100.0
220789,-100.0,,-88.0,-100.0
220797,-100.0,,-88.0,-100.0
220825,-100.0,,-88.0,-100.0
220835,-100.0,,-88.0,-100.0
220867,-100.0,,-88.0,-100.0
220874,-100.0,,-88.0,-100.0
220892,-100.0,,-88.0,-100.0
220901,-100.0,,-88.0,-100.0
220930,-100.0,,-88.0,-100.0
220938,-100.0,,-88.0,-100.0
220960,-100.0,,-88.0,-100.0
220966,-100.0,,-88.0,-100.0
220971,-100.0,,-88.0,-100.0
220986,-100.0,,-88.0,-100.0
221007,-100.0,,-88.0,-100.0
221018,-100.0,,-88.0,-100.0
221024,-100.0,,-88.0,-100.0
221037,-100.0,,-88.0,-100.0
221065,-100.0,,-88.0,-100.0
221070,-100.0,,-88.0,-100.0
221074,-100.0,,-88.0,-100.0
221086,-100.0,,-88.0,-100.0
221089,-100.0,,-88.0,-100.0
221102,-100.0,,-88.0,-100.0
221107,-100.0,,-88.0,-100.0
221118,-100.0,,-88.0,-100.0
221121,-100.0,,-88.0,-100.0
221134,-100.0,,-88.0,-100.0
221137,-100.0,,-88.0,-100.0
221150,-100.0,,-88.0,-100.0
221155,-100.0,,-88.0,-100.0
221166,-100.0,,-88.0,-100.0
221170,-100.0,,-88.0,-100.0
221186,-100.0,,-88.0,-100.0
221190,-100.0,,-88.0,-100.0
221202,-100.0,,-88.0,-100.0
221205,-100.0,,-88.0,-100.0
221218,-100.0,,-88.0,-100.0
221222,-100.0,,-88.0,-100.0
221234,-100.0,,-88.0,-100.0
221241,-100.0,,-88.0,-100.0
221251,-100.0,,-88.0,-100.0
221254,-100.0,,-88.0,-100.0
221266,-100.0,,-88.0,-100.0
221270,-100.0,,-88.0,-100.0
221284,-100.0,,-88.0,-100.0
221329,-100.0,,-88.0,-100.0
221350,-100.0,,-88.0,-100.0
221370,-100.0,,-88.0,-100.0
221380,-100.0,,-88.0,-100.0
221383,-100.0,,-88.0,-100.0
221386,-100.0,,-88.0,-100.0
221396,-100.0,,-88.0,-100.0
221398,-100.0,,-88.0,-100.0
221399,-100.0,,-88.0,-100.0
221413,-100.0,,-88.0,-100.0
221414,-100.0,,-88.0,-100.0
221417,-100.0,,-88.0,-100.0
221430,-100.0,,-88.0,-100.0
221439,-100.0,,-88.0,-100.0
221443,-100.0,,-88.0,-100.0
221447,-100.0,,-88.0,-100.0
221454,-100.0,,-88.0,-100.0
221457,-100.0,,-88.0,-100.0
221463,-100.0,,-88.0,-100.0
221471,-100.0,,-88.0,-100.0
221473,-100.0,,-88.0,-100.0
221484,-100.0,,-88.0,-100.0
221485,-100.0,,-88.0,-100.0
221489,-100.0,,-88.0,-100.0
221500,-100.0,,-88.0,-100.0
221630,-100.0,,-88.0,-100.0
221649,-100.0,,-88.0,-100.0
221681,-100.0,,-88.0,-100.0
221714,-100.0,,-88.0,-100.0
221720,-100.0,,-88.0,-100.0
221729,-100.0,,-88.0,-100.0
221737,-100.0,,-88.0,-100.0
221772,-100.0,,-88.0,-100.0
221786,-100.0,,-88.0,-100.0
221791,-100.0,,-88.0,-100.0
221806,-100.0,,-88.0,-100.0
221832,-100.0,,-88.0,-100.0
221864,-100.0,,-88.0,-100.0
221896,-100.0,,-88.0,-100.0
221912,-100.0,,-88.0,-100.0
221931,-100.0,,-88.0,-100.0
221963,-100.0,,-88.0,-100.0
221979,-100.0,,-88.0,-100.0
222014,-100.0,,-88.0,-100.0
222029,-100.0,,-88.0,-100.0
222045,-100.0,,-88.0,-100.0
222065,-100.0,,-88.0,-100.0
222096,-100.0,,-88.0,-100.0
222113,-100.0,,-88.0,-100.0
222129,-100.0,,-88.0,-100.0
222146,-100.0,,-88.0,-100.0
222363,-100.0,,-88.0,-100.0
222382,-100.0,,-88.0,-100.0
222413,-100.0,,-88.0,-100.0
222430,-100.0,,-88.0,-100.0
222464,-100.0,,-88.0,-100.0
222481,-100.0,,-88.0,-100.0
222499,-100.0,,-88.0,-100.0
222746,-100.0,,-88.0,-100.0
222766,-100.0,,-88.0,-100.0
222793,-100.0,,-88.0,-100.0
222795,-100.0,,-87.5,-100.0
222810,-100.0,,-87.0,-100.0
222811,-100.0,,-87.0,-100.0
222814,-100.0,,-86.5,-100.0
222826,-100.0,,-86.0,-100.0
222827,-100.0,,-86.0,-100.0
222843,-100.0,,-85.0,-100.0
222844,-100.0,,-85.0,-100.0
222845,-100.0,,-84.0,-100.0
222860,-100.0,,-83.0,-100.0
222861,-100.0,,-83.0,-100.0
222876,-100.0,,-82.0,-100.0
222878,-100.0,,-82.0,-100.0
222892,-100.0,,-81.0,-100.0
222894,-100.0,,-81.0,-100.0
222910,-100.0,,-80.0,-100.0
222911,-100.0,,-80.0,-100.0
222926,-100.0,,-79.0,-100.0
222928,-100.0,,-79.0,-100.0
222943,-100.0,,-78.0,-100.0
222944,-100.0,,-78.0,-100.0
222959,-100.0,,-77.0,-100.0
222961,-100.0,,-77.0,-100.0
222976,-100.0,,-76.0,-100.0
223291,-100.0,,-76.0,-100.0
223307,-100.0,,-76.0,-100.0
223309,-100.0,,-76.0,-100.0
223321,-100.0,,-76.0,-100.0
223323,-100.0,,-76.0,-100.0
223336,-100.0,,-76.0,-100.0
223338,-100.0,,-76.0,-100.0
223352,-100.0,,-76.0,-100.0
223381,-100.0,,-76.0,-100.0
223406,-100.0,,-76.0,-100.0
223408,-100.0,,-76.0,-100.0
223423,-100.0,,-76.0,-100.0
223424,-100.0,,-76.0,-100.0
223439,-100.0,,-76.0,-100.0
223441,-100.0,,-76.0,-100.0
223451,-100.0,,-76.0,-100.0
223453,-100.0,,-76.0,-100.0
223467,-100.0,,-76.0,-100.0
223470,-100.0,,-76.0,-100.0
223483,-100.0,,-76.0,-100.0
224220,-100.0,,-76.0,-100.0
224236,-100.0,,-76.0,-100.0
224271,-100.0,,-76.0,-100.0
224287,-100.0,,-76.0,-100.0
224304,-100.0,,-76.0,-100.0
224314,-100.0,,-76.0,-100.0
224388,-100.0,,-76.0,-100.0
224405,-100.0,,-76.0,-100.0
224450,-100.0,,-76.0,-100.0
224457,-100.0,,-76.0,-100.0
224464,-100.0,,-76.0,-100.0
224471,-100.0,,-76.0,-100.0
224474,-100.0,,-76.0,-100.0
224487,-100.0,,-76.0,-100.0
224488,-100.0,,-76.0,-100.0
224490,-100.0,,-76.0,-100.0
224501,-100.0,,-76.0,-100.0
224504,-100.0,,-76.0,-100.0
224509,-100.0,,-76.0,-100.0
224517,-100.0,,-76.0,-100.0
224519,-100.0,,-76.0,-100.0
224532,-100.0,,-76.0,-100.0
224533,-100.0,,-76.0,-100.0
224534,-100.0,,-76.0,-100.0
224547,-100.0,,-76.0,-100.0
224548,-100.0,,-76.0,-100.0
224553,-100.0,,-76.0,-100.0
224563,-100.0,,-76.0,-100.0
224566,-100.0,,-76.0,-100.0
224574,-100.0,,-76.0,-100.0
224581,-100.0,,-76.0,-100.0
224588,-100.0,,-76.0,-100.0
224597,-100.0,,-76.0,-100.0
224629,-100.0,,-76.0,-100.0
224638,-100.0,,-76.0,-100.0
224663,-100.0,,-76.0,-100.0
224670,-100.0,,-76.0,-100.0
224680,-100.0,,-76.0,-100.0
224695,-100.0,,-76.0,-100.0
224706,-100.0,,-76.0,-100.0
224713,-100.0,,-76.0,-100.0
224725,-100.0,,-76.0,-100.0
224731,-100.0,,-76.0,-100.0
224742,-100.0,,-76.0,-100.0
224755,-100.0,,-76.0,-100.0
224768,-100.0,,-76.0,-100.0
224773,-100.0,,-76.0,-100.0
224781,-100.0,,-76.0,-100.0
224813,-100.0,,-76.0,-100.0
224956,-100.0,,-76.0,-100.0
224996,-100.0,,-76.0,-99.0
225036,-100.0,,-76.0,-96.0
225077,-100.0,,-76.0,-93.0
225108,-100.0,,-76.0,-92.0
225117,-100.0,,-76.0,-91.0
225123,-100.0,,-76.0,-90.97435897435898
225128,-100.0,,-76.0,-90.94871794871794
225138,-100.0,,-76.0,-90.92307692307692
225142,-100.0,,-76.0,-90.8974358974359
225153,-100.0,,-76.0,-90.87179487179488
225159,-100.0,,-76.0,-90.84615384615384
225167,-100.0,,-76.0,-90.82051282051282
225170,-100.0,,-76.0,-90.7948717948718
225183,-100.0,,-76.0,-90.76923076923077
225187,-100.0,,-76.0,-90.74358974358974
225199,-100.0,,-76.0,-90.71794871794872
225249,-100.0,,-76.0,-90.6923076923077
225266,-99.0,,-76.0,-90.66666666666667
225283,-97.0,,-76.0,-90.64102564102564
225300,-96.0,,-76.0,-90.61538461538461
225316,-95.0,,-76.0,-90.58974358974359
225332,-94.0,,-76.0,-90.56410256410257
225349,-93.0,,-76.0,-90.53846153846153
225366,-92.0,,-76.0,-90.51282051282051
225382,-91.0,,-76.0,-90.48717948717949
225399,-90.0,,-76.0,-90.46153846153847
225415,-89.0,,-76.0,-90.43589743589743
225432,-87.0,,-76.0,-90.41025641025641
225449,-86.0,,-76.0,-90.38461538461539
225466,-85.0,,-76.0,-90.35897435897436
225481,-84.5,,-76.0,-90.33333333333333
225482,-84.0,,-76.0,-90.3076923076923
225499,-83.0,,-76.0,-90.28205128205128
225500,-82.5,,-76.0,-90.25641025641026
225516,-82.0,,-76.0,-90.23076923076923
225530,-81.5,,-76.0,-90.2051282051282
225532,-81.0,,-76.0,-90.17948717948718
225549,-80.0,,-76.0,-90.15384615384616
225564,-79.5,,-76.0,-90.12820512820512
225566,-79.0,,-76.0,-90.1025641025641
225582,-77.0,,-76.0,-90.07692307692308
225595,-77.0,,-76.0,-90.05128205128206
225613,-77.0,,-76.0,-90.02564102564102
225765,-77.0,,-76.0,-90.0
225801,-77.0,,-76.0,-89.5
225806,-77.0,,-76.0,-89.0
225829,-77.0,,-76.0,-88.33333333333333
225844,-77.0,,-76.0,-87.66666666666667
225847,-77.0,,-76.0,-87.0
225849,-77.0,,-76.0,-86.0
225879,-77.0,,-76.0,-85.0
225887,-77.0,,-76.0,-84.0
225897,-77.0,,-76.0,-83.33333333333333
