,AOEGJLWFISOZQ,AJE5OG666CBAC,ACOUEGRDJO7B6,A2LV5432PV1S3
228076,-68.0,-77.25,-58.0,
228078,-68.0,-77.0,-58.0,
228082,-68.0,-76.75,-57.666666666666664,
228084,-68.0,-76.5,-57.333333333333336,
228093,-68.0,-76.25,-57.0,
228094,-68.0,-76.0,-57.0,
228095,-68.0,-75.8,-56.75,
228098,-68.0,-75.6,-56.5,
228100,-68.0,-75.4,-56.25,
228110,-68.0,-75.2,-56.0,
228111,-68.0,-75.0,-56.0,
228114,-68.0,-74.8,-55.666666666666664,
228123,-68.0,-74.6,-55.333333333333336,
228126,-68.0,-74.4,-55.0,
228127,-68.0,-74.2,-55.0,
228128,-68.0,-74.0,-55.0,
228139,-68.0,-73.75,-54.666666666666664,
228141,-68.0,-73.5,-54.333333333333336,
228143,-68.0,-73.25,-54.0,
228144,-68.0,-73.0,-54.0,
228147,-68.0,-72.75,-53.5,
228154,-68.0,-72.5,-53.0,
228157,-68.0,-72.25,-52.5,
228160,-68.0,-72.0,-52.0,
228161,-68.0,-71.75,-52.0,
228169,-68.0,-71.5,-51.75,
228171,-68.0,-71.25,-51.5,
228175,-68.0,-71.0,-51.25,
228176,-68.0,-70.8,-51.0,
228177,-68.0,-70.6,-51.0,
228181,-68.0,-70.4,-50.75,
228185,-68.0,-70.2,-50.5,
228188,-68.0,-70.0,-50.25,
228193,-68.0,-69.8,-50.0,
228196,-68.0,-69.6,-50.0,
228200,-68.0,-69.4,-50.0,
228202,-68.0,-69.2,-50.0,
228210,-68.0,-69.0,-50.0,
228211,-68.0,,-50.0,
228213,-68.0,,-50.0,
228216,-68.0,,-50.0,
228219,-68.0,,-50.0,
228229,-68.0,,-50.0,
228230,-68.0,,-50.0,
228232,-68.0,,-50.0,
228247,-68.0,,-50.0,
228255,-68.0,,-50.0,
228257,-68.0,,-50.0,
228263,-68.0,,-50.0,
228273,-68.0,,-50.0,
228275,-68.0,,-50.0,
228280,-68.0,,-50.0,
228288,-68.0,,-50.0,
228290,-68.0,,-50.0,
228293,-68.0,,-50.0,
228302,-68.0,,-49.666666666666664,
228304,-68.0,,-49.333333333333336,
228310,-68.0,,-49.0,
228311,-68.0,,-49.0,
228313,-68.0,,-48.5,
228318,-68.0,,-48.0,
228320,-68.0,,-47.5,
228326,-68.0,,-47.0,
228328,-68.0,,-47.0,
228333,-68.0,,-46.666666666666664,
228336,-68.0,,-46.333333333333336,
228343,-68.0,,-46.0,
228344,-68.0,,-46.0,
228346,-68.0,,-45.75,
228349,-68.0,,-45.5,
228352,-68.0,,-45.25,
228360,-67.83333333333333,,-45.0,
228361,-67.66666666666667,,-45.0,
228363,-67.5,,-44.8,
228364,-67.33333333333333,,-44.6,
228366,-67.16666666666667,,-44.4,
228369,-67.0,,-44.2,
228376,-66.6,,-44.0,
228378,-66.2,,-44.0,
228380,-65.8,,-43.75,
228383,-65.4,,-43.5,
228385,-65.0,,-43.25,
228393,-64.75,,-43.0,
228395,-64.5,,-43.0,
228396,-64.25,,-42.8,
228402,-64.0,,-42.6,
228406,-63.8,,-42.4,
228408,-63.6,,-42.2,
228409,-63.4,,-42.0,
228410,-63.2,,-42.0,
228419,-63.0,,-41.666666666666664,
228420,-62.8,,-41.333333333333336,
228426,-62.6,,-41.0,
228428,-62.4,,-41.0,
228429,-62.2,,-41.0,
228436,-62.0,,-41.0,
228438,-61.8,,-41.0,
228447,-61.6,,-41.0,
228448,-61.4,,-41.0,-81.0
228451,-61.2,,-41.0,-80.83333333333333
228452,-61.0,,-41.0,-80.66666666666667
228469,-60.0,,-41.0,-80.5
228479,-59.5,,-41.0,-80.33333333333333
228486,-59.0,,-41.0,-80.16666666666667
228488,-58.5,,-41.0,-80.0
228502,-58.0,,-41.0,-79.5
228510,-57.5,,-41.0,-79.0
228519,-57.0,,-40.5,-78.5
228527,-56.5,,-40.0,-78.0
228528,-56.0,,-40.0,-77.5
228529,-55.5,,-39.666666666666664,-77.0
228536,-55.0,,-39.333333333333336,-76.66666666666667
228542,-55.0,,-39.0,-76.33333333333333
228544,-55.0,,-39.0,-76.0
228560,-55.0,,-38.0,-75.66666666666667
228561,-55.0,,-38.0,-75.33333333333333
228569,-55.0,,-37.5,-75.0
228576,-55.0,,-37.0,-74.4
228578,-55.0,,-37.0,-73.8
228593,-55.0,,-35.0,-73.2
228595,-55.0,,-35.0,-72.6
228610,-55.0,,-34.0,-72.0
228686,-55.0,,-34.0,-71.94736842105263
228703,-54.0,,-34.0,-71.89473684210526
228710,-53.5,,-34.0,-71.84210526315789
228719,-53.0,,-33.5,-71.78947368421052
228726,-52.333333333333336,,-33.0,-71.73684210526316
228728,-51.666666666666664,,-33.0,-71.6842105263158
228736,-51.0,,-32.0,-71.63157894736842
228743,-50.666666666666664,,-31.0,-71.57894736842105
228744,-50.333333333333336,,-31.0,-71.52631578947368
228753,-50.0,,-30.5,-71.47368421052632
228760,-49.666666666666664,,-30.0,-71.42105263157895
228761,-49.333333333333336,,-30.0,-71.36842105263158
228769,-49.0,,-29.5,-71.3157894736842
228776,-48.666666666666664,,-29.0,-71.26315789473684
228777,-48.333333333333336,,-29.0,-71.21052631578948
228786,-48.0,,-28.5,-71.15789473684211
228793,-47.5,,-28.0,-71.10526315789474
228803,-47.0,,-28.0,-71.05263157894737
228819,-46.0,,-28.0,-71.0
228836,-45.0,,-28.0,-70.94736842105263
228853,-44.0,,-28.0,-70.89473684210526
228869,-43.0,,-28.0,-70.84210526315789
228886,-41.0,,-28.0,-70.78947368421052
228893,-40.5,,-28.0,-70.73684210526316
228903,-40.0,,-27.5,-70.6842105263158
228910,-39.666666666666664,,-27.0,-70.63157894736842
228911,-39.333333333333336,,-27.0,-70.57894736842105
228919,-39.0,,-26.5,-70.52631578947368
228926,-38.666666666666664,,-26.0,-70.47368421052632
228928,-38.333333333333336,,-26.0,-70.42105263157895
228936,-38.0,,-25.5,-70.36842105263158
228943,-37.666666666666664,,-25.0,-70.3157894736842
228944,-37.333333333333336,,-25.0,-70.26315789473684
228953,-37.0,,-24.5,-70.21052631578948
228960,-36.666666666666664,,-24.0,-70.15789473684211
228962,-36.333333333333336,,-24.0,-70.10526315789474
228969,-36.0,,-23.666666666666668,-70.05263157894737
228975,-35.75,,-23.333333333333332,-70.0
228976,-35.5,,-23.0,-69.83333333333333
228978,-35.25,,-23.0,-69.66666666666667
228986,-35.0,,-22.0,-69.5
228993,-34.5,,-21.0,-69.33333333333333
229003,-34.0,,-21.0,-69.16666666666667
229016,-33.5,,-21.0,-69.0
229019,-33.0,,-21.0,-68.33333333333333
229037,-32.0,,-21.0,-67.66666666666667
229056,-32.0,,-21.0,-67.0
229096,-32.0,,-21.0,-64.0
229136,-32.0,,-21.0,-62.0
229177,-32.0,,-21.0,-59.0
229217,-32.0,,-21.0,-57.0
229258,-32.0,,-21.0,-54.0
229270,-32.0,,-21.0,-53.333333333333336
229287,-31.0,,-21.0,-52.666666666666664
229298,-30.5,,-21.0,-52.0
229303,-30.0,,-21.0,-51.5
229320,-29.0,,-21.0,-51.0
229336,-28.0,,-21.0,-50.5
229339,-27.666666666666668,,-21.0,-50.0
229340,-27.333333333333332,,-21.0,
229353,-27.0,,-21.0,
229370,-26.0,,-21.0,
229387,-25.0,,-21.0,
229403,-23.0,,-21.0,
229420,-22.0,,-21.0,
229579,-22.0,,-21.0,
229594,-22.0,,-21.0,
229596,-22.0,,-21.0,
229609,-22.0,,-21.0,
229611,-22.0,,-21.0,
229624,-22.0,,-21.0,
229626,-22.0,,-21.0,
229639,-22.0,,-21.0,
229641,-22.0,,-21.0,
229654,-22.0,,-21.0,
229657,-22.0,,-21.0,
229670,-22.0,,-21.0,
229672,-22.0,,-21.0,
229685,-22.0,,-21.0,
229687,-22.0,,-21.0,
229688,-21.75,,-21.0,
229700,-21.5,,-21.0,
229702,-21.25,,-21.0,
229704,-21.0,,-21.0,
229715,-20.666666666666668,,-21.0,
229717,-20.333333333333332,,-21.0,
229720,-20.0,,-21.0,
229730,-19.666666666666668,,-21.0,
229732,-19.333333333333332,,-21.0,
229737,-19.0,,-21.0,
229746,-18.666666666666668,,-21.0,
229747,-18.333333333333332,,-21.0,
229754,-18.0,,-21.0,
229761,-17.666666666666668,,-21.0,
229762,-17.333333333333332,,-21.0,
229770,-17.0,,-21.0,
229776,-16.666666666666668,,-21.0,
229777,-16.333333333333332,,-21.0,
229787,-16.0,,-21.0,
229791,-15.666666666666666,,-21.0,
229792,-15.333333333333334,,-21.0,
229804,-15.0,,-21.0,
229806,-15.0,,-21.0,
229807,-15.0,,-21.0,
229821,-15.0,,-21.0,
229823,-15.0,,-21.0,
229836,-15.0,,-21.0,
229856,-15.0,,-21.0,
229880,-15.0,,-21.0,
229941,-15.0,,-21.0,
229960,-15.0,,-21.0,
229985,-15.0,,-21.0,
230003,-15.0,,-21.0,
230041,-15.0,,-21.0,
230114,-15.0,,-21.0,
230125,-15.0,,-21.0,
230144,-15.0,,-21.0,
230180,-15.0,,-21.0,
230196,-15.0,,-21.0,
230204,-15.0,,-21.0,
230221,-14.0,,-21.0,
230237,-13.0,,-21.0,
230254,-12.0,,-21.0,
230271,-10.0,,-21.0,
230288,-9.0,,-21.0,
230304,-8.0,,-21.0,
230321,-7.0,,-21.0,
230338,-6.0,,-21.0,
230354,-5.0,,-21.0,
230394,-5.0,,-21.0,
230395,-5.0,,-21.0,-48.0
230437,-5.0,,-21.0,-49.0
230477,-5.0,,-21.0,-52.0
230517,-5.0,,-21.0,-54.0
230558,-5.0,,-21.0,-56.0
230598,-5.0,,-21.0,-59.0
230639,-5.0,,-21.0,-61.0
230679,-5.0,,-21.0,-65.0
230720,-5.0,,-21.0,-67.0
230759,-5.0,,-21.0,-68.5
230760,-5.0,,-21.0,-70.0
230773,-5.0,,-21.0,-70.33333333333333
230776,-5.0,,-21.0,-70.66666666666667
230786,-5.0,,-21.0,-71.0
230789,-5.0,,-21.0,-71.33333333333333
230795,-5.0,,-21.0,-71.66666666666667
230800,-5.0,,-21.0,-72.0
230802,-5.0,,-21.0,-72.28571428571429
230805,-5.0,,-21.0,-72.57142857142857
230817,-5.0,,-21.0,-72.85714285714286
230820,-5.0,,-21.0,-73.14285714285714
230832,-5.0,,-21.0,-73.42857142857143
230835,-5.0,,-21.0,-73.71428571428571
230840,-5.0,,-21.0,-74.0
230841,-5.0,,-21.0,
230847,-5.0,,-21.0,
230849,-5.0,,-21.0,
230850,-5.0,,-21.0,
230863,-5.0,,-21.0,
230865,-5.0,,-21.0,
230867,-5.0,,-21.0,
230872,-5.0,,-21.0,
230890,-5.0,,-21.0,
230892,-5.0,,-21.0,
230893,-5.0,,-21.0,
230904,-5.0,,-21.0,
230906,-5.0,,-21.0,
230920,-5.0,,-21.0,
230921,-5.0,,-21.0,
230926,-5.0,,-21.0,
230935,-5.0,,-21.0,
230938,-5.0,,-21.0,
230943,-5.0,,-21.0,
230950,-5.0,,-21.0,
230953,-5.0,,-21.0,
230965,-5.0,,-21.0,
230966,-5.0,,-21.0,
230967,-5.0,,-21.0,
230982,-5.0,,-21.0,
230985,-5.0,,-21.0,
230988,-5.0,,-21.0,
230996,-5.0,,-21.0,
230999,-5.0,,-21.0,
231014,-5.0,,-21.0,
231021,-5.0,,-21.0,
231024,-5.0,,-21.0,
231028,-5.0,,-21.0,
231036,-5.0,,-21.0,
231038,-5.0,,-21.0,
231039,-5.0,,-21.0,
231053,-5.0,,-21.0,
231055,-5.0,,-21.0,
231058,-5.0,,-21.0,
231067,-5.0,,-21.0,
231070,-5.0,,-21.0,
231083,-5.0,,-21.0,
231085,-5.0,,-21.0,
231091,-5.0,,-21.0,
231101,-5.0,,-21.0,
231107,-5.0,,-21.0,
231129,-5.0,,-21.0,
231140,-5.0,,-21.0,
231145,-5.0,,-21.0,
231156,-5.0,,-21.0,
231176,-5.0,,-21.0,
231190,-5.0,,-21.0,
231224,-5.0,,-21.0,
231230,-5.0,,-21.0,
231250,-5.0,,-21.0,
231279,-5.0,,-21.0,
231311,-5.0,,-21.0,
231325,-5.0,,-21.0,
231399,-5.0,,-21.0,
231418,-5.0,,-21.0,
231427,-5.0,,-21.0,
231436,-5.0,,-21.0,
231441,-5.0,,-21.0,
231447,-5.0,,-21.0,
231454,-5.0,,-21.0,
231464,-5.0,,-21.0,
231480,-5.0,,-21.0,
231489,-5.0,,-21.0,
231497,-5.333333333333333,,-21.0,
231499,-5.666666666666667,,-21.0,
231506,-6.0,,-21.0,
231522,-8.0,,-21.0,
231539,-9.0,,-21.0,
231540,-9.333333333333334,,-21.0,
231546,-9.666666666666666,,-21.0,
231555,-10.0,,-21.0,
231560,-10.333333333333334,,-21.0,
231563,-10.666666666666666,,-21.0,
231572,-11.0,,-21.0,
231580,-11.5,,-21.0,
231589,-12.0,,-21.0,
231597,-12.5,,-21.0,
231606,-13.0,,-21.0,
231610,-13.5,,-21.0,
231622,-14.0,,-21.0,
231629,-14.333333333333334,,-21.0,
231638,-14.666666666666666,,-21.0,
231639,-15.0,,-21.0,
231656,-16.0,,-21.0,
231657,-16.666666666666668,,-21.0,
231664,-17.333333333333332,,-21.0,
231673,-18.0,,-21.0,
231690,-19.0,,-21.0,
231697,-19.333333333333332,,-21.0,
231703,-19.666666666666668,,-21.0,
231706,-20.0,,-21.0,
231712,-20.333333333333332,,-21.0,
231717,-20.666666666666668,,-21.0,
231723,-21.0,,-21.0,
231729,-21.5,,-21.0,
231739,-22.0,,-21.0,
231746,-22.5,,-21.0,
231756,-23.0,,-21.0,
231760,-23.333333333333332,,-21.0,
231770,-23.666666666666668,,-21.0,
231772,-24.0,,-21.0,
231775,-24.333333333333332,,-21.0,
231778,-24.666666666666668,,-21.0,
231789,-25.0,,-21.0,
231793,-25.333333333333332,,-21.0,
231799,-25.666666666666668,,-21.0,
231806,-26.0,,-21.0,
231809,-26.5,,-21.0,
231814,-27.0,,-21.0,
231822,-27.5,,-21.0,
231823,-28.0,,-21.0,
231824,-28.25,,-21.0,
231835,-28.5,,-21.0,
231836,-28.75,,-21.0,
231839,-29.0,,-21.0,
231846,-29.25,,-21.0,
231851,-29.5,,-21.0,
231853,-29.75,,-21.0,
231856,-30.0,,-21.0,
231861,-30.2,,-21.0,
231868,-30.4,,-21.0,
231871,-30.6,,-21.0,
231872,-30.8,,-21.0,
231873,-31.0,,-21.0,
231877,-31.25,,-21.0,
231882,-31.5,,-21.0,
231887,-31.75,,-21.0,
231889,-32.0,,-21.0,
231893,-32.333333333333336,,-21.0,
231904,-32.666666666666664,,-21.0,
231906,-33.0,,-21.0,
231909,-33.5,,-21.0,
231923,-34.0,,-21.0,
231928,-34.333333333333336,,-21.0,
231934,-34.666666666666664,,-21.0,
231939,-35.0,,-21.0,
231948,-35.5,,-21.0,
231957,-36.0,,-21.0,
231970,-37.0,,-21.0,
231973,-38.0,,-21.0,
231976,-38.5,,-21.0,
231989,-39.0,,-21.0,
231996,-39.5,,-21.0,
232006,-40.0,,-21.0,
232007,-40.333333333333336,,-21.0,
232010,-40.666666666666664,,-21.0,
232023,-41.0,,-21.0,
232024,-41.25,,-21.0,
232027,-41.5,,-21.0,
232029,-41.75,,-21.0,
232039,-42.0,,-21.0,
232044,-42.166666666666664,,-21.0,
232048,-42.333333333333336,,-21.0,
232053,-42.5,,-21.0,
232054,-42.666666666666664,,-21.0,-73.0
232055,-42.833333333333336,,-21.0,-72.85714285714286
232056,-43.0,,-21.0,-72.71428571428571
232062,-43.5,,-21.0,-72.57142857142857
232073,-44.0,,-21.0,-72.42857142857143
232079,-44.5,,-21.0,-72.28571428571429
232089,-45.0,,-21.0,-72.14285714285714
232094,-45.333333333333336,,-21.0,-72.0
232095,-45.666666666666664,,-21.0,-71.75
232106,-46.0,,-21.0,-71.5
232110,-46.5,,-21.0,-71.25
232112,-47.0,,-21.0,-71.0
232114,-47.5,,-21.0,-70.75
232123,-48.0,,-21.0,-70.5
232130,-48.333333333333336,,-21.0,-70.25
232134,-48.666666666666664,,-21.0,-70.0
232140,-49.0,,-21.0,-69.77777777777777
232147,-49.25,,-21.0,-69.55555555555556
232148,-49.5,,-21.0,-69.33333333333333
232155,-49.75,,-21.0,-69.11111111111111
232156,-50.0,,-21.0,-68.88888888888889
232162,-50.333333333333336,,-21.0,-68.66666666666667
232172,-50.666666666666664,,-21.0,-68.44444444444444
232173,-51.0,,-21.0,-68.22222222222223
232174,-51.0,,-21.0,-68.0
232180,-51.0,,-21.0,-67.625
232192,-51.0,,-21.0,-67.25
232196,-51.0,,-21.0,-66.875
232205,-51.0,,-21.0,-66.5
232206,-51.0,,-21.0,-66.125
232207,-51.166666666666664,,-21.0,-65.75
232212,-51.333333333333336,,-21.0,-65.375
232214,-51.5,,-21.0,-65.0
232215,-51.666666666666664,,-21.0,-64.84615384615384
232222,-51.833333333333336,,-21.0,-64.6923076923077
232223,-52.0,,-21.0,-64.53846153846153
232229,-52.2,,-21.0,-64.38461538461539
232231,-52.4,,-21.0,-64.23076923076923
232232,-52.6,,-21.0,-64.07692307692308
232236,-52.8,,-21.0,-63.92307692307692
232240,-53.0,,-21.0,-63.76923076923077
232241,-53.285714285714285,,-21.0,-63.61538461538461
232245,-53.57142857142857,,-21.0,-63.46153846153846
232247,-53.857142857142854,,-21.0,-63.30769230769231
232252,-54.142857142857146,,-21.0,-63.15384615384615
232254,-54.42857142857143,,-21.0,-63.0
232255,-54.714285714285715,,-21.0,-62.833333333333336
232256,-55.0,,-21.0,-62.666666666666664
232260,-55.166666666666664,,-21.0,-62.5
232261,-55.333333333333336,,-21.0,-62.333333333333336
232262,-55.5,,-21.0,-62.166666666666664
232265,-55.666666666666664,,-21.0,-62.0
232268,-55.833333333333336,,-21.0,-61.833333333333336
232273,-56.0,,-21.0,-61.666666666666664
232276,-56.125,,-21.0,-61.5
232277,-56.25,,-21.0,-61.333333333333336
232279,-56.375,,-21.0,-61.166666666666664
232281,-56.5,,-21.0,-61.0
232282,-56.625,,-21.0,-60.833333333333336
232285,-56.75,,-21.0,-60.666666666666664
232289,-56.875,,-21.0,-60.5
232290,-57.0,,-21.0,-60.333333333333336
232291,-57.142857142857146,,-21.0,-60.166666666666664
232294,-57.285714285714285,,-21.0,-60.0
232295,-57.42857142857143,,-21.0,-59.76923076923077
232297,-57.57142857142857,,-21.0,-59.53846153846154
232300,-57.714285714285715,,-21.0,-59.30769230769231
232303,-57.857142857142854,,-21.0,-59.07692307692308
232306,-58.0,,-21.0,-58.84615384615385
232309,-58.2,,-21.0,-58.61538461538461
232313,-58.4,,-21.0,-58.38461538461539
232320,-58.6,,-21.0,-58.15384615384615
232322,-58.8,,-21.0,-57.92307692307692
232323,-59.0,,-21.0,-57.69230769230769
232325,-59.166666666666664,,-21.0,-57.46153846153846
232329,-59.333333333333336,,-21.0,-57.23076923076923
232334,-59.5,,-21.0,-57.0
232338,-59.666666666666664,,-21.0,-56.86666666666667
232339,-59.833333333333336,,-21.0,-56.733333333333334
232340,-60.0,,-21.0,-56.6
232341,-60.25,,-21.0,-56.46666666666667
232343,-60.5,,-21.0,-56.333333333333336
232355,-60.75,,-21.0,-56.2
232356,-61.0,,-21.0,-56.06666666666667
232357,-61.166666666666664,,-21.0,-55.93333333333333
232362,-61.333333333333336,,-21.0,-55.8
232363,-61.5,,-21.0,-55.666666666666664
232369,-61.666666666666664,,-21.0,-55.53333333333333
232371,-61.833333333333336,,-21.0,-55.4
232373,-62.0,,-21.0,-55.266666666666666
232374,-62.125,,-21.0,-55.13333333333333
232375,-62.25,,-21.0,-55.0
232378,-62.375,,-21.0,-54.785714285714285
232379,-62.5,,-21.0,-54.57142857142857
232383,-62.625,,-21.0,-54.357142857142854
232386,-62.75,,-21.0,-54.142857142857146
232387,-62.875,,-21.0,-53.92857142857143
232390,-63.0,,-21.0,-53.714285714285715
232393,-63.4,,-21.0,-53.5
232397,-63.8,,-21.0,-53.285714285714285
232401,-64.2,,-21.0,-53.07142857142857
232404,-64.6,,-21.0,-52.857142857142854
232407,-65.0,,-21.0,-52.642857142857146
232409,-65.16666666666667,,-21.0,-52.42857142857143
232412,-65.33333333333333,,-21.0,-52.214285714285715
232415,-65.5,,-21.0,-52.0
232416,-65.66666666666667,,-21.0,-51.81818181818182
232419,-65.83333333333333,,-21.0,-51.63636363636363
232423,-66.0,,-21.0,-51.45454545454545
232424,-66.2,,-21.0,-51.27272727272727
232430,-66.4,,-21.0,-51.09090909090909
232433,-66.6,,-21.0,-50.90909090909091
232439,-66.8,,-21.0,-50.72727272727273
232440,-67.0,,-21.0,-50.54545454545455
232444,-67.25,,-21.0,-50.36363636363637
232447,-67.5,,-21.0,-50.18181818181818
232455,-67.75,,-21.0,-50.0
232456,-68.0,,-21.0,-49.72727272727273
232459,-68.33333333333333,,-21.0,-49.45454545454545
232472,-68.66666666666667,,-21.0,-49.18181818181818
232473,-69.0,,-21.0,-48.90909090909091
232474,-69.25,,-21.0,-48.63636363636363
232478,-69.5,,-21.0,-48.36363636363637
232487,-69.75,,-21.0,-48.09090909090909
232490,-70.0,,-21.0,-47.81818181818182
232491,-70.2,,-21.0,-47.54545454545455
232492,-70.4,,-21.0,-47.27272727272727
232495,-70.6,,-21.0,-47.0
232504,-70.8,,-21.0,-46.714285714285715
232507,-71.0,,-21.0,-46.42857142857143
232518,-71.33333333333333,,-21.0,-46.142857142857146
232521,-71.66666666666667,,-21.0,-45.857142857142854
232523,-72.0,,-21.0,-45.57142857142857
232533,-72.33333333333333,,-21.0,-45.285714285714285
232536,-72.66666666666667,,-21.0,-45.0
232540,-73.0,,-21.0,-44.972972972972975
232548,-73.66666666666667,,-21.0,-44.945945945945944
232550,-74.33333333333333,,-21.0,-44.91891891891892
232557,-75.0,,-21.0,-44.891891891891895
232564,-75.5,,-21.0,-44.86486486486486
232573,-76.0,,-21.0,-44.83783783783784
232577,-76.33333333333333,,-21.0,-44.810810810810814
232590,-76.66666666666667,,-21.0,-44.78378378378378
232591,-77.0,,-21.0,-44.75675675675676
232607,-78.0,,-21.0,-44.729729729729726
232623,-79.0,,-21.0,-44.7027027027027
232640,-80.0,,-21.0,-44.67567567567568
232657,-81.0,,-21.0,-44.648648648648646
232663,-81.5,,-21.0,-44.62162162162162
232673,-82.0,,-21.0,-44.5945945945946
232682,-82.5,,-21.0,-44.567567567567565
232690,-83.0,,-21.0,-44.54054054054054
232699,-84.0,,-21.0,-44.513513513513516
232707,-85.0,,-21.0,-44.486486486486484
232723,-86.0,,-21.0,-44.45945945945946
232729,-86.5,,-21.0,-44.432432432432435
232740,-87.0,,-21.0,-44.4054054054054
232747,-87.5,,-21.0,-44.37837837837838
232757,-88.0,,-21.0,-44.351351351351354
232763,-88.5,,-21.0,-44.32432432432432
232774,-89.0,,-21.0,-44.2972972972973
232780,-89.5,,-21.0,-44.270270270270274
232790,-90.0,,-21.0,-44.24324324324324
232795,-90.5,,-21.0,-44.21621621621622
232807,-91.0,,-21.0,-44.189189189189186
232814,-91.5,,-21.0,-44.16216216216216
232824,-92.0,,-21.0,-44.13513513513514
232831,-93.0,,-21.0,-44.108108108108105
232840,-94.0,,-21.0,-44.08108108108108
232845,-94.5,,-21.0,-44.054054054054056
232857,-95.0,,-21.0,-44.027027027027025
232862,-95.33333333333333,,-21.0,-44.0
232868,-95.66666666666667,,-21.0,-44.166666666666664
232874,-96.0,,-21.0,-44.333333333333336
232879,-96.5,,-21.0,-44.5
232891,-97.0,,-21.0,-44.666666666666664
232895,-97.33333333333333,,-21.0,-44.833333333333336
232902,-97.66666666666667,,-21.0,-45.0
232907,-98.0,,-21.0,-45.333333333333336
232914,-98.5,,-21.0,-45.666666666666664
232924,-99.0,,-21.0,-46.0
232929,-99.5,,-21.0,-46.333333333333336
232940,-100.0,,-21.0,-46.666666666666664
232943,-100.0,,-21.0,-47.0
232951,-100.0,,-21.0,-47.75
232963,-100.0,,-21.0,-48.5
232982,-100.0,,-21.0,-49.25
232983,-100.0,,-21.0,-50.0
233023,-100.0,,-21.0,-52.0
233063,-100.0,,-21.0,-55.0
233103,-100.0,,-21.0,-57.0
233144,-100.0,,-21.0,-59.0
233346,-100.0,,-21.0,-59.05714285714286
233366,-100.0,,-21.0,-59.114285714285714
233383,-100.0,,-21.0,-59.17142857142857
233395,-100.0,,-21.0,-59.22857142857143
233414,-100.0,,-21.0,-59.285714285714285
233430,-100.0,,-21.0,-59.34285714285714
233447,-100.0,,-21.0,-59.4
233462,-100.0,,-21.0,-59.457142857142856
233480,-100.0,,-21.0,-59.51428571428571
233500,-100.0,,-21.0,-59.57142857142857
233526,-100.0,,-21.0,-59.628571428571426
233546,-100.0,,-21.0,-59.68571428571428
233564,-100.0,,-21.0,-59.74285714285714
233581,-100.0,,-21.0,-59.8
233596,-100.0,,-21.0,-59.857142857142854
233601,-100.0,,-21.0,-59.91428571428571
233613,-100.0,,-21.0,-59.97142857142857
233616,-100.0,,-21.0,-60.028571428571425
233621,-100.0,,-21.0,-60.08571428571429
233629,-100.0,,-21.0,-60.142857142857146
233635,-100.0,,-21.0,-60.2
233642,-100.0,,-21.0,-60.25714285714286
233647,-100.0,,-21.0,-60.31428571428572
233656,-100.0,,-21.0,-60.371428571428574
233661,-100.0,,-21.0,-60.42857142857143
233663,-100.0,,-21.0,-60.48571428571429
233670,-100.0,,-21.0,-60.542857142857144
233679,-100.0,,-21.0,-60.6
233697,-100.0,,-21.0,-60.65714285714286
233712,-100.0,,-21.0,-60.714285714285715
233730,-100.0,,-21.0,-60.77142857142857
233752,-100.0,,-21.0,-60.82857142857143
233763,-100.0,,-21.0,-60.885714285714286
233784,-100.0,,-21.0,-60.94285714285714
233792,-100.0,,-21.0,-61.0
233798,-100.0,,-21.0,-61.333333333333336
233813,-100.0,,-21.0,-61.666666666666664
233833,-100.0,,-21.0,-62.0
233834,-100.0,,-21.0,-62.5
233846,-100.0,,-21.0,-63.0
233869,-100.0,,-21.0,-63.5
233873,-100.0,,-21.0,-64.0
233882,-100.0,,-21.0,-64.5
233906,-100.0,,-21.0,-65.0
233910,-100.0,,-21.0,-65.5
233913,-100.0,,-21.0,-66.0
233921,-100.0,,-21.0,-66.75
233923,-100.0,,-21.0,-67.5
233938,-100.0,,-21.0,-68.25
233954,-100.0,,-21.0,-69.0
233995,-100.0,,-21.0,-71.0
234129,-100.0,,-21.0,-71.05714285714286
234148,-100.0,,-21.0,-71.11428571428571
234165,-100.0,,-21.0,-71.17142857142858
234180,-100.0,,-21.0,-71.22857142857143
234199,-100.0,,-21.0,-71.28571428571429
234212,-100.0,,-21.0,-71.34285714285714
234230,-100.0,,-21.0,-71.4
234247,-100.0,,-21.0,-71.45714285714286
234263,-100.0,,-21.0,-71.51428571428572
234282,-100.0,,-21.0,-71.57142857142857
234293,-100.0,,-21.0,-71.62857142857143
234296,-100.0,,-21.0,-71.68571428571428
234306,-100.0,,-21.0,-71.74285714285715
234308,-100.0,,-21.0,-71.8
234313,-100.0,,-21.0,-71.85714285714286
234321,-100.0,,-21.0,-71.91428571428571
234323,-100.0,,-21.0,-71.97142857142858
234331,-100.0,,-21.0,-72.02857142857142
234335,-100.0,,-21.0,-72.08571428571429
234338,-100.0,,-21.0,-72.14285714285714
234346,-100.0,,-21.0,-72.2
234352,-100.0,,-21.0,-72.25714285714285
234355,-100.0,,-21.0,-72.31428571428572
234360,-100.0,,-21.0,-72.37142857142857
234364,-100.0,,-21.25,-72.42857142857143
234366,-100.0,,-21.5,-72.48571428571428
234368,-100.0,,-21.75,-72.54285714285714
234377,-100.0,,-22.0,-72.6
234378,-100.0,,-22.0,-72.65714285714286
234381,-100.0,,-22.25,-72.71428571428571
234382,-100.0,,-22.5,-72.77142857142857
234383,-100.0,,-22.75,-72.82857142857142
234393,-100.0,,-23.0,-72.88571428571429
